Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10
All Timesteps RMSE,0.0123103,0.0183731,0.0295637,0.016009,0.0189842,0.0123812,0,0,0.0112452,0,0.0204385,0.00744962,0.0291888,0.0197867,0.0257712,0.0116717,0.00660343,0.0240503,0.00788893,0.012713,0.00941988,0.0180235,0.0117211,0.0151745,0.0077145,0.0208734,0.0371518,0.0109362,0.0133656,0.0046214,0.0195483,0.00888688,0.0189824,0.0206335,0.00895682,0,0,0.0209209,0,0.0104142,0.0146911,0.0355193,0.0151779,0.0438032,0.0148802,0.00766123,0.0137428,0.00687181,0.0119238,0.00882883,0.00841546,0.0119376,0.0436911,0.0104124,0.0118374,0.0325865,0.0154767,0.00839799,0.00720501,0.0176916,0.0087639
0,0.0127681,0.0154783,0.0284605,0.0182401,0.00865928,0.0122789,0,0,0.0146673,0,0.0168563,0.00891553,0.0265255,0.0194908,0.0219942,0.0107156,0.0110319,0.0230909,0.00203469,0.0097987,0.00732904,0.0162541,0.007412,0.0104289,0.00476776,0.0207362,0.0417174,0.0130326,0.0119604,0.00523809,0.0117274,0.0044007,0.0185266,0.00710114,0.0120716,0,0,0.0215742,0,0.0149457,0.0193855,0.0374604,0.0234149,0.044508,0.0121611,0.00927854,0.0122484,0.0072232,0.0148929,0.00795828,0.00606799,0.00977477,0.0494302,0.00301171,0.0118852,0.0302614,0.0126725,0.0112775,0.00692479,0.0140619,0.0109494
1,0.0143776,0.0163051,0.0239548,0.0181774,0.00900064,0.0121839,0,0,0.0146055,0,0.0169865,0.00857566,0.0268318,0.0195283,0.0215436,0.0106327,0.0117971,0.0256065,0.00201645,0.00904876,0.00738983,0.0159218,0.00742121,0.00955387,0.00453411,0.0206988,0.0362053,0.0140299,0.0120923,0.00506437,0.010812,0.0041934,0.0166927,0.00706269,0.0130648,0,0,0.0212083,0,0.0151303,0.0194661,0.0371031,0.0224306,0.0441345,0.0113406,0.00834991,0.011591,0.00669515,0.0141661,0.00754224,0.00540974,0.00835229,0.0488207,0.00270632,0.0102299,0.0297571,0.0122732,0.0111111,0.00709937,0.0142936,0.0117828
2,0.014858,0.0163336,0.0195265,0.0181583,0.01021,0.0120572,0,0,0.0142363,0,0.0170248,0.00827898,0.0272178,0.0199761,0.0210001,0.0112311,0.0121224,0.0262972,0.00178874,0.00851733,0.0074383,0.0156881,0.00765767,0.00889796,0.00454682,0.0204839,0.0312598,0.0141176,0.0121031,0.00490163,0.00970622,0.00405444,0.0145524,0.0074934,0.0132091,0,0,0.0206347,0,0.0152882,0.0193652,0.0365617,0.0205389,0.0439767,0.0109689,0.0072119,0.0110468,0.00613761,0.0134914,0.00705931,0.00480557,0.00636365,0.0479892,0.00228203,0.00745903,0.0272166,0.0119877,0.0110756,0.00722803,0.0140168,0.0121837
3,0.0148493,0.0160972,0.0149438,0.018168,0.0120321,0.011846,0,0,0.0139024,0,0.0169707,0.0081156,0.0275642,0.0204509,0.0206487,0.0118532,0.0122567,0.0264938,0.00176646,0.00792393,0.00753545,0.0155647,0.00788877,0.0083494,0.0047049,0.0201932,0.0260768,0.0139947,0.0120352,0.00489388,0.0091993,0.00399901,0.0129438,0.00783022,0.0130653,0,0,0.0199682,0,0.0154149,0.0191539,0.0361998,0.0183484,0.0438724,0.0109135,0.0062753,0.0106881,0.00573168,0.0127414,0.00666322,0.00433645,0.00463121,0.047069,0.00171892,0.00512561,0.0258338,0.01182,0.0112194,0.00725341,0.0135227,0.0119892
4,0.0145491,0.0157302,0.0103795,0.0182204,0.0142235,0.0115276,0,0,0.0135789,0,0.0168473,0.00814353,0.0277702,0.0208722,0.020489,0.0121305,0.0123069,0.0264241,0.00198738,0.00718167,0.00760007,0.0156004,0.00816102,0.0081228,0.00502687,0.0199014,0.0207946,0.0138297,0.0119162,0.00506146,0.00939597,0.00401668,0.0117371,0.00807335,0.0126939,0,0,0.0194499,0,0.0155006,0.0188612,0.0360541,0.0164107,0.0439491,0.0108777,0.00560507,0.0101795,0.00544904,0.0119992,0.00636456,0.00390369,0.00378378,0.0462862,0.00175724,0.00424128,0.0263077,0.0117113,0.0115672,0.00718233,0.0129749,0.0116988
5,0.0141249,0.0152662,0.00668437,0.0183065,0.016505,0.0110343,0,0,0.0132181,0,0.0167324,0.00834955,0.0277678,0.0210898,0.0205201,0.0122598,0.0122655,0.0261394,0.00238383,0.0061246,0.00747272,0.0158419,0.00864078,0.00868636,0.0054949,0.0196658,0.0158663,0.0136744,0.0118046,0.00518347,0.010275,0.00410807,0.0106811,0.0082607,0.0121666,0,0,0.019206,0,0.0155141,0.018532,0.0360336,0.0149417,0.0443117,0.0108362,0.00512543,0.00965915,0.00527899,0.0113786,0.00611278,0.00356628,0.00360315,0.045641,0.00247015,0.00450211,0.0265426,0.0117986,0.0118139,0.00700529,0.0124614,0.0114589
6,0.0137779,0.0148319,0.00635022,0.018416,0.0183297,0.0102508,0,0,0.0128912,0,0.0166079,0.00856014,0.0277766,0.0207931,0.0207325,0.0124277,0.0119209,0.0256925,0.00288167,0.00460477,0.00706511,0.0163263,0.00943787,0.00995251,0.00604741,0.019521,0.0125739,0.0134156,0.0116674,0.00527067,0.0113352,0.00425786,0.00982635,0.00830729,0.0116887,0,0,0.0190983,0,0.015569,0.018288,0.0357999,0.0137652,0.0445801,0.010866,0.00477569,0.00946723,0.00514612,0.010933,0.00591182,0.0032564,0.00382869,0.0452504,0.00326931,0.00514467,0.0261119,0.0119276,0.0119464,0.00678395,0.0120964,0.0111972
7,0.0134416,0.0144399,0.00877475,0.0185294,0.0197118,0.00948346,0,0,0.0126406,0,0.0165394,0.00871795,0.0278905,0.0202785,0.0209213,0.0126149,0.0114747,0.0251512,0.00354981,0.00286466,0.00657707,0.0168228,0.010471,0.0115667,0.00652753,0.0193883,0.0118428,0.0131092,0.0115675,0.00538545,0.0124542,0.00438765,0.00936191,0.00831206,0.0112656,0,0,0.0192851,0,0.0155989,0.0182029,0.0355108,0.0125631,0.0447376,0.0109312,0.00457808,0.00941303,0.00500019,0.0105094,0.00584424,0.00275703,0.00415362,0.04508,0.00361347,0.00595173,0.0260016,0.012148,0.0120469,0.00656406,0.0118099,0.0109266
8,0.013023,0.0140998,0.0121658,0.0186264,0.020508,0.00888628,0,0,0.0122694,0,0.0164688,0.00879488,0.0280339,0.019651,0.0210542,0.0124611,0.011018,0.0245821,0.00439307,0.00213946,0.00624643,0.0173482,0.0115538,0.0132548,0.00690504,0.0193749,0.0132068,0.0127548,0.0115044,0.00550949,0.0134068,0.00454534,0.00919179,0.00843341,0.0107843,0,0,0.0198665,0,0.0155401,0.0182555,0.0353382,0.0113492,0.0448664,0.0109122,0.00466964,0.00937265,0.00477038,0.0102349,0.00595186,0.00221889,0.00463897,0.0450574,0.00362808,0.00689752,0.0257022,0.0125624,0.0121739,0.00635444,0.0115358,0.010623
