Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10
9,0.00451157,0.00951845,0.0406738,0.0167185,0.0180851,0.00654375,0,0,0.0108545,0,0.0174251,0.00673543,0.0234882,0.0162471,0.0263967,0.0057959,0.00216649,0.011819,0.00427697,0.013149,0.00889732,0.0206122,0.00847327,0.0154115,0.00513875,0.0239783,0.055169,0.00458601,0.0127524,0.00212667,0.0120525,0.0112808,0.0189356,0.0119371,0.00510568,0,0,0.00893292,0,0.0106757,0.00424626,0.0394513,0.0160185,0.0308486,0.00764071,0.00973967,0.0126551,0.0107517,0.0170454,0.0107764,0.0110242,0.0125696,0.0599506,0.0137249,0.0111065,0.0116108,0.00458232,0.00176294,0.000727846,0.00970992,0.00220631
10,0.0047328,0.009873,0.0408674,0.0166665,0.0175794,0.00648917,0,0,0.0106562,0,0.0173835,0.00639078,0.023639,0.0163588,0.026216,0.00545674,0.00213734,0.0122443,0.00409462,0.0130895,0.00883728,0.0207536,0.00825286,0.0154982,0.00504771,0.0238838,0.0557424,0.00458236,0.0127483,0.0021634,0.0135393,0.0110716,0.0205385,0.012043,0.005197,0,0,0.0104167,0,0.0108261,0.00504476,0.0395988,0.0174982,0.0308197,0.00743592,0.0102674,0.012907,0.0108782,0.0170637,0.0107101,0.0108982,0.013073,0.0606587,0.0142055,0.0115004,0.0132154,0.00463687,0.00224995,0.000748193,0.0102511,0.00221215
11,0.00497825,0.0104207,0.0409224,0.0166613,0.0168879,0.00640951,0,0,0.0110683,0,0.0174023,0.00642239,0.0237129,0.0162613,0.0258472,0.00504138,0.00221977,0.0127845,0.00401644,0.0130207,0.008755,0.0206901,0.00798012,0.0153916,0.00488671,0.0238308,0.0559551,0.00505868,0.0128173,0.0023886,0.0140104,0.0107749,0.0213722,0.0119913,0.0052714,0,0,0.00935786,0,0.0111802,0.00482951,0.0397074,0.018763,0.0307047,0.00731576,0.0105395,0.0134215,0.0108907,0.0169366,0.0105866,0.0106984,0.0132632,0.060809,0.0142512,0.0117159,0.013752,0.00396109,0.00202188,0.000811221,0.0109646,0.00233866
12,0.00501395,0.0108429,0.0405718,0.0166323,0.0158632,0.00636065,0,0,0.0105756,0,0.0175181,0.00608043,0.0237819,0.0160601,0.0254276,0.00467744,0.00229513,0.0130364,0.0039751,0.0128423,0.00855799,0.0204567,0.00750828,0.0149684,0.00454482,0.023764,0.0556667,0.00494695,0.0129066,0.00244487,0.0136721,0.0105386,0.0215545,0.0121265,0.00532632,0,0,0.00959001,0,0.0112763,0.00527637,0.0397152,0.019509,0.0305314,0.00721827,0.0106573,0.0139055,0.0107508,0.0167391,0.0103784,0.0104002,0.0131023,0.0604254,0.0138345,0.0116945,0.013912,0.00384716,0.00234377,0.000937033,0.0116458,0.00252599
13,0.005401,0.0109372,0.0401426,0.0165363,0.0146492,0.0062627,0,0,0.0094688,0,0.0176475,0.00530476,0.02386,0.0159447,0.0250899,0.00430664,0.00232832,0.0131573,0.00391684,0.0126172,0.00833598,0.0203716,0.00697205,0.0145319,0.00417677,0.0236661,0.0554656,0.00454624,0.0129753,0.00234183,0.0131265,0.0104408,0.0212891,0.0124745,0.00580485,0,0,0.0142597,0,0.0115229,0.00712691,0.0396403,0.0198276,0.0302626,0.00705396,0.0106416,0.0141812,0.0104893,0.0164857,0.0100897,0.00991556,0.0125207,0.0594638,0.012859,0.0112615,0.0142881,0.00498926,0.00358665,0.00113885,0.0118896,0.00235859
14,0.00539065,0.0113059,0.039396,0.01648,0.0132584,0.00607312,0,0,0.00858689,0,0.0176307,0.0047037,0.0239639,0.0158412,0.0247724,0.0039054,0.00232136,0.0131536,0.00386454,0.0122186,0.00803602,0.0202608,0.00635438,0.0140593,0.00384007,0.0235777,0.0551441,0.00425537,0.0129094,0.00236886,0.0124914,0.010221,0.0206623,0.0129024,0.00632274,0,0,0.0113341,0,0.0113892,0.00654099,0.0395089,0.0200067,0.0300099,0.00694676,0.0106118,0.0143869,0.0100899,0.0160885,0.00970624,0.00923161,0.0116806,0.0579995,0.0113932,0.0106139,0.0150077,0.00413593,0.0032585,0.00115012,0.0126308,0.00266439
15,0.00566687,0.0116064,0.0386149,0.0164657,0.0119291,0.00591251,0,0,0.00804008,0,0.0174833,0.00443137,0.0241243,0.0158272,0.0243969,0.00357882,0.00243839,0.013189,0.00383058,0.011662,0.00764639,0.0200802,0.00573759,0.0135487,0.00336234,0.0235396,0.054724,0.00403348,0.0127118,0.00255515,0.0112051,0.0101567,0.0194553,0.013225,0.00670094,0,0,0.0123424,0,0.0115821,0.00702004,0.0393291,0.0202181,0.029879,0.00690954,0.0105475,0.0147698,0.00960066,0.015388,0.00921597,0.00853052,0.0108776,0.0562754,0.00980647,0.0102882,0.015382,0.00413319,0.00367905,0.00123354,0.0132492,0.00272018
16,0.00582625,0.0118008,0.0377288,0.0164793,0.0104838,0.00577768,0,0,0.00764767,0,0.0174123,0.00424177,0.0243514,0.0158247,0.0239846,0.00348819,0.00257466,0.0131041,0.00379358,0.0109493,0.00714655,0.0198363,0.00509127,0.0128479,0.00289461,0.023472,0.0540019,0.00377556,0.0125971,0.00269812,0.00990739,0.0101228,0.0181371,0.0135139,0.00696803,0,0,0.0132771,0,0.0117462,0.00743656,0.0391207,0.0208031,0.0298134,0.00683403,0.0104249,0.0151182,0.00909463,0.0144721,0.0086266,0.00792101,0.0101714,0.0543796,0.00817072,0.0101526,0.0161483,0.0041758,0.00402562,0.00127613,0.0137738,0.00273509
17,0.00560238,0.0122994,0.036844,0.0165727,0.00913853,0.00572908,0,0,0.0078436,0,0.017287,0.00467368,0.0246384,0.0159208,0.0235557,0.0037967,0.00281615,0.0130326,0.00373367,0.0100927,0.00656291,0.0195529,0.00443024,0.0120099,0.00260364,0.0233694,0.0530252,0.00358533,0.0124699,0.00302541,0.00913485,0.0100777,0.0177976,0.0135327,0.00665385,0,0,0.0124451,0,0.0118851,0.00728038,0.0389323,0.0226912,0.0298995,0.00673896,0.0103152,0.0153352,0.00862261,0.0135308,0.00798494,0.00741964,0.0100301,0.0528442,0.00696862,0.0107522,0.0186972,0.00378997,0.00381725,0.00128837,0.0145881,0.00252696
18,0.00582862,0.0121361,0.0355043,0.0164637,0.0077484,0.00560361,0,0,0.00684823,0,0.0174025,0.00398917,0.0249202,0.0155973,0.0232125,0.00429201,0.00298513,0.0127058,0.00358707,0.00910437,0.00596688,0.0192154,0.00381139,0.010984,0.00227277,0.0232366,0.0515533,0.00342973,0.0125198,0.00290351,0.00899815,0.0100426,0.0199139,0.0134393,0.00691755,0,0,0.015228,0,0.012083,0.00828514,0.0388646,0.0269699,0.0301587,0.00723541,0.0106254,0.0153939,0.00799944,0.0131286,0.00733682,0.00657571,0.0113745,0.0521705,0.00643588,0.0128603,0.0235089,0.00456875,0.00431815,0.00142743,0.0144405,0.00253285
19,0.00558211,0.012293,0.0335606,0.0163515,0.00616283,0.00545908,0,0,0.0061985,0,0.01763,0.00351144,0.0252449,0.0150611,0.0228414,0.00487957,0.00329954,0.0124033,0.00334584,0.00802534,0.00538018,0.0187922,0.00329387,0.0097756,0.00170725,0.0230607,0.0495996,0.00359263,0.0126451,0.00274807,0.00827251,0.00977624,0.0225495,0.0129622,0.00658158,0,0,0.0122033,0,0.0120123,0.00771581,0.0388072,0.0307412,0.0307136,0.00861817,0.0113535,0.0153595,0.00714047,0.0133946,0.00672331,0.00520019,0.0140233,0.0526858,0.00664322,0.016329,0.0285081,0.00375424,0.00414234,0.00150558,0.0146513,0.00270228
20,0.00549732,0.0123169,0.0312166,0.0161435,0.0045903,0.00530622,0,0,0.00572171,0,0.017966,0.00282317,0.0256578,0.0146038,0.0223469,0.00526681,0.00374686,0.0122173,0.00313921,0.00708865,0.00493043,0.0183593,0.00301268,0.00850314,0.00119829,0.0229314,0.0471334,0.00404563,0.0128922,0.0024807,0.00753878,0.00953547,0.0232055,0.0123658,0.00605651,0,0,0.0133899,0,0.0122659,0.00839354,0.0385384,0.0322274,0.0311718,0.00995778,0.0117327,0.0151478,0.00625165,0.0138138,0.00640994,0.00376235,0.0152626,0.0532375,0.00678942,0.0182721,0.0307096,0.00395917,0.00472725,0.00177872,0.014528,0.00282098
21,0.005383,0.0123564,0.0285993,0.0158802,0.0037346,0.00521486,0,0,0.00530137,0,0.018148,0.00199308,0.0261283,0.0141536,0.0217558,0.0055002,0.0041242,0.0122565,0.00304757,0.00632536,0.00460218,0.0179468,0.00279904,0.00706097,0.0009949,0.0228596,0.0438695,0.00465995,0.0129989,0.00224052,0.00710288,0.00926153,0.0219014,0.0119508,0.00572529,0,0,0.0142621,0,0.0125385,0.00901479,0.0380578,0.0318125,0.0313888,0.00946427,0.0113838,0.014833,0.00540487,0.0138515,0.00621578,0.00294391,0.0144224,0.0530729,0.00648516,0.0175329,0.0298753,0.00425569,0.00520541,0.00200533,0.0143115,0.00293842
22,0.00528107,0.0122768,0.025395,0.0156823,0.00399639,0.00503715,0,0,0.00496696,0,0.0183035,0.00136223,0.0265764,0.0135755,0.0211505,0.00589329,0.00428492,0.0121083,0.00291542,0.00580487,0.00454643,0.0174358,0.00267749,0.00564467,0.00118562,0.0227372,0.0399113,0.00507902,0.0131571,0.00184673,0.00584225,0.00895965,0.0194115,0.0117848,0.00577645,0,0,0.013847,0,0.0126779,0.00936629,0.0374147,0.0304333,0.0314289,0.0077435,0.0105895,0.014744,0.00471921,0.0133052,0.00584839,0.00252264,0.012761,0.0521603,0.00565528,0.0155093,0.0258269,0.0041871,0.00552481,0.00230869,0.0138877,0.00295729
23,0.00542393,0.0118728,0.0212621,0.0155711,0.00556813,0.00469698,0,0,0.00462746,0,0.0184277,0.000993757,0.0268695,0.0134944,0.0205948,0.00632924,0.00420066,0.0117092,0.00278832,0.00550373,0.00475168,0.016923,0.00260933,0.00423129,0.00169986,0.0226062,0.0352329,0.00512677,0.0132382,0.00154085,0.00462367,0.00886205,0.0172154,0.0116988,0.00575732,0,0,0.0171919,0,0.012934,0.0105405,0.0368094,0.0281209,0.031398,0.00695454,0.00963116,0.0144911,0.00430428,0.0122731,0.00540972,0.0020799,0.0111391,0.0507646,0.00448032,0.0131468,0.0222057,0.00582427,0.00650247,0.00258625,0.0130325,0.00249977
24,0.00522821,0.0115244,0.0164868,0.0155336,0.00772048,0.00414689,0,0,0.0040887,0,0.0184846,0.00100899,0.0270148,0.0137793,0.0201109,0.00677095,0.00390317,0.01109,0.00268787,0.00530536,0.00503267,0.0164702,0.00275979,0.00305562,0.00227031,0.0224833,0.0302333,0.00482197,0.0133074,0.00142104,0.00444446,0.0087759,0.0154909,0.0116814,0.00595827,0,0,0.0142184,0,0.0128476,0.00999478,0.0363859,0.0253322,0.0314816,0.00714748,0.00879662,0.0144672,0.00415855,0.0110816,0.00488923,0.00166013,0.00982129,0.0492085,0.00320395,0.011053,0.0217328,0.00468786,0.00659993,0.00269524,0.0124444,0.00237306
25,0.00520786,0.0110045,0.0114046,0.0156259,0.00982385,0.00345496,0,0,0.00352924,0,0.0184976,0.00133959,0.0271399,0.0142322,0.0196922,0.00731476,0.00361212,0.0104701,0.0027699,0.00520273,0.00533077,0.0161724,0.00327793,0.00311094,0.002824,0.022378,0.0247988,0.00408028,0.0133371,0.00132848,0.00510477,0.00892715,0.0135332,0.0117095,0.00594062,0,0,0.0148087,0,0.0129249,0.0102714,0.0361318,0.0223411,0.031788,0.0072323,0.0081121,0.0142804,0.00420465,0.00996258,0.00444578,0.00159834,0.00850402,0.0478046,0.00221473,0.00905728,0.0216275,0.00510699,0.00729866,0.00285339,0.0118574,0.00197681
26,0.00518441,0.0106162,0.00707941,0.0158672,0.0117356,0.00279126,0,0,0.00338676,0,0.0181877,0.00212255,0.0272364,0.0148432,0.0193458,0.00787354,0.0034403,0.00993093,0.00306989,0.00544111,0.00565299,0.0160766,0.00422342,0.00476889,0.0032885,0.0222964,0.0193333,0.00289508,0.0130901,0.00149901,0.00620972,0.00919689,0.0113377,0.0116532,0.0057896,0,0,0.0138333,0,0.0128669,0.0100768,0.0359174,0.0190287,0.0322491,0.00672703,0.00752581,0.0141803,0.00451537,0.00900556,0.00436755,0.00167161,0.00717558,0.0467041,0.00184956,0.00712277,0.0201259,0.00493849,0.00769866,0.00296547,0.0115529,0.00157567
27,0.00528733,0.0102159,0.00459794,0.0161091,0.0134705,0.00209558,0,0,0.00345299,0,0.0178772,0.00272985,0.027321,0.0160942,0.0190292,0.0082796,0.00332556,0.0094169,0.0034842,0.0060487,0.00598645,0.0161361,0.00532602,0.00689434,0.00362847,0.0222085,0.0156177,0.00194784,0.0127735,0.00177682,0.00740366,0.00958418,0.00918537,0.0114956,0.00583648,0,0,0.0124147,0,0.0127424,0.00968355,0.0356061,0.0155184,0.0326909,0.00591481,0.00724965,0.014149,0.0046585,0.00841867,0.00467186,0.00146993,0.00586871,0.0460901,0.00150584,0.00550439,0.0184177,0.00478579,0.00809472,0.00281678,0.0111986,0.00142972
28,0.00573285,0.00948459,0.00687584,0.0163286,0.0149374,0.00176201,0,0,0.00340221,0,0.0176208,0.0031514,0.0275411,0.0177133,0.018789,0.00861576,0.00335028,0.00882545,0.00408235,0.00695205,0.00631473,0.0163214,0.00649082,0.00902801,0.00423497,0.0221124,0.0140813,0.00109175,0.0125716,0.00200451,0.0083823,0.0101449,0.00737138,0.011222,0.00603658,0,0,0.0156732,0,0.0128481,0.0105952,0.0353892,0.0120087,0.0332492,0.00524929,0.00711675,0.0139536,0.00451614,0.00830345,0.00512853,0.00114687,0.00479875,0.0459346,0.00139564,0.00474975,0.0168477,0.00593222,0.00930774,0.00312511,0.0103282,0.00159256
29,0.00578557,0.00900313,0.0115045,0.0165604,0.0160159,0.00244308,0,0,0.00385235,0,0.0175344,0.00359374,0.0278421,0.0189327,0.0186221,0.00880471,0.00329164,0.00826082,0.00485118,0.00819134,0.0065968,0.0167067,0.00764296,0.0108844,0.00475609,0.0220259,0.0148768,0.00068633,0.0124899,0.00216595,0.00900538,0.0105072,0.00594662,0.0109661,0.0061403,0,0,0.0105918,0,0.0126344,0.00889839,0.0351237,0.00891997,0.033835,0.00469077,0.00704536,0.0138639,0.00409821,0.00843361,0.00545467,0.00118708,0.00405808,0.0459921,0.00142423,0.0047781,0.0153797,0.00485563,0.00860182,0.00281508,0.00971058,0.00200356
30,0.00618402,0.00845146,0.0162422,0.0167847,0.0165539,0.00297024,0,0,0.00443711,0,0.0173534,0.0040604,0.0281953,0.0197044,0.0185462,0.00886779,0.00316386,0.00777118,0.00577991,0.00988641,0.00694556,0.0172879,0.00883659,0.0124293,0.00499794,0.0219872,0.0176345,0.00105852,0.0123425,0.00239433,0.00976152,0.0108893,0.00476662,0.0106474,0.00609371,0,0,0.0106027,0,0.0125183,0.00875937,0.0346376,0.00673599,0.0342935,0.00411642,0.00697274,0.0134809,0.00344424,0.00859614,0.00559673,0.00198446,0.00356199,0.0461861,0.0012734,0.0047435,0.0139081,0.00494969,0.00873885,0.00305308,0.00885741,0.0023456
31,0.00649133,0.00823255,0.0202508,0.0169687,0.016844,0.00351311,0,0,0.00523965,0,0.0171538,0.0046549,0.0285564,0.0210202,0.0185274,0.00886294,0.00301182,0.0075952,0.00673662,0.0118968,0.00743691,0.0179822,0.00991394,0.0136249,0.00492225,0.0219725,0.0221353,0.00172508,0.0122042,0.00272961,0.0103918,0.011163,0.0041612,0.0102916,0.0056185,0,0,0.0106377,0,0.0122773,0.00863878,0.0340829,0.00555148,0.0347506,0.0035302,0.00673812,0.012889,0.0027469,0.00864577,0.00552936,0.00336195,0.00307405,0.0464266,0.00103723,0.00408517,0.0126611,0.0049774,0.00877152,0.00322646,0.00838826,0.00236738
32,0.00672166,0.00793611,0.0235416,0.017017,0.0171102,0.00433334,0,0,0.00543674,0,0.0171691,0.00470091,0.0288957,0.0229302,0.0185202,0.00887788,0.00298531,0.00735201,0.00756671,0.0139055,0.00794011,0.0186655,0.0107022,0.0144802,0.00500431,0.0219572,0.0278301,0.00181074,0.0122021,0.00278328,0.0103189,0.0112813,0.00447596,0.00988658,0.00543125,0,0,0.00913076,0,0.01202,0.00780147,0.0335429,0.00515885,0.0352256,0.00300248,0.00639659,0.0123521,0.00218694,0.00850814,0.00513739,0.00443424,0.00269526,0.046696,0.00101602,0.00290504,0.0120987,0.00475217,0.00804131,0.00301662,0.00781101,0.00262887
33,0.00719998,0.00732111,0.0269066,0.0169465,0.0176458,0.00509194,0,0,0.00524072,0,0.0173491,0.00437734,0.0291192,0.0246914,0.0185059,0.00889876,0.00320819,0.00694275,0.00821088,0.0157772,0.00842408,0.0192993,0.011332,0.015219,0.00522008,0.0219674,0.0339952,0.00165419,0.012293,0.00258463,0.0095557,0.0114264,0.00545275,0.00933066,0.00573707,0,0,0.0119015,0,0.0120979,0.00827287,0.0331761,0.00535715,0.0357024,0.00268892,0.00601218,0.0119248,0.00179622,0.00827782,0.00449854,0.00467781,0.00303869,0.0469739,0.00126134,0.00250758,0.0119874,0.00508018,0.00818618,0.00338008,0.00688117,0.00319574
34,0.00702622,0.00702747,0.0308364,0.0168081,0.0183188,0.00577865,0,0,0.00519245,0,0.0174651,0.00407998,0.0291237,0.0258698,0.0185228,0.00903697,0.00375815,0.00663149,0.00867166,0.0176196,0.00900953,0.0198299,0.0120452,0.0160856,0.00555668,0.0220175,0.0401652,0.00170438,0.0123592,0.00240311,0.00873447,0.0113589,0.00661171,0.00859441,0.00579127,0,0,0.00783731,0,0.0117936,0.00627316,0.0329008,0.0058377,0.0361795,0.00262487,0.00561633,0.0113989,0.00147154,0.00806364,0.00398602,0.00470374,0.00393067,0.0472927,0.00165877,0.00361286,0.0120029,0.00427904,0.00639006,0.00259675,0.00656985,0.0034969
35,0.00653632,0.00717395,0.0348345,0.0167147,0.0189677,0.00650558,0,0,0.00527163,0,0.0173488,0.00434774,0.0290372,0.0262474,0.0186436,0.00937155,0.00458571,0.00693289,0.00894298,0.0195251,0.00981305,0.0202646,0.0129362,0.0170421,0.00581752,0.0220929,0.0453442,0.00198755,0.0122742,0.00253815,0.0090651,0.0115089,0.0075075,0.00781408,0.00491189,0,0,0.00978138,0,0.0113994,0.00662781,0.0325123,0.00642446,0.0365376,0.00265039,0.00532795,0.0103669,0.00124854,0.00803571,0.00352262,0.00445459,0.0045326,0.0476347,0.00192113,0.00430198,0.0115432,0.0044237,0.0065536,0.00251996,0.00693905,0.0029776
36,0.00610178,0.00697325,0.0384504,0.0165785,0.0202033,0.00727266,0,0,0.00530228,0,0.0172445,0.00437822,0.0289638,0.0255388,0.018679,0.00963894,0.00525053,0.00697792,0.00908427,0.021132,0.0105884,0.0206995,0.0138228,0.0178169,0.00606358,0.0221453,0.0490453,0.00212402,0.0123178,0.00259437,0.0088717,0.0115812,0.0079618,0.00693817,0.00448206,0,0,0.008472,0,0.0110795,0.00559928,0.0322459,0.00644499,0.0368744,0.00246442,0.00505519,0.00956255,0.00103504,0.0080553,0.00313132,0.00447043,0.0044416,0.0480833,0.00216966,0.00393425,0.011504,0.00404082,0.00552192,0.00211236,0.00695606,0.00283668
37,0.0056549,0.00668987,0.0413778,0.0165062,0.0209793,0.00798989,0,0,0.00551045,0,0.0172648,0.00452633,0.028924,0.0236728,0.0187047,0.00996359,0.00568805,0.00719854,0.00925302,0.0227239,0.0114679,0.0210499,0.014604,0.0185813,0.00631161,0.0221659,0.0514327,0.00242471,0.0124333,0.00262371,0.00884606,0.0117357,0.00780448,0.00613213,0.00402272,0,0,0.00695849,0,0.0107531,0.0044303,0.0319765,0.00586948,0.0371434,0.00232528,0.00472801,0.00864606,0.000722251,0.00816424,0.00300557,0.00440125,0.0039586,0.0485763,0.00243327,0.00290937,0.0112215,0.00370473,0.00433702,0.00168143,0.00692863,0.00270183
