Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10
All Timesteps RMSE,0.0162238,0.021886,0.0263687,0.0141157,0.0165617,0.00899586,0,0,0.0131314,0,0.0223833,0.00787421,0.0276379,0.0198119,0.0305141,0.0133932,0.0114635,0.0244368,0.00945344,0.0135303,0.0109438,0.0178886,0.0109774,0.0136902,0.00714057,0.0210918,0.0344731,0.00714303,0.0147438,0.00433179,0.0387992,0.00794219,0.0365398,0.0160724,0.0147213,0,0,0.0260546,0,0.0135736,0.0184852,0.0401058,0.0419667,0.0406597,0.0428796,0.0130418,0.0178629,0.011678,0.0134819,0.0237598,0.018573,0.0274229,0.052987,0.0163623,0.028709,0.041581,0.019044,0.0099096,0.00875925,0.0208659,0.0131107
0,0.018616,0.019749,0.0363717,0.0161368,0.0155369,0.0117954,0,0,0.00961551,0,0.0191356,0.000717982,0.023669,0.0161866,0.0337602,0.0145185,0.0109895,0.0248873,0.00216726,0.00569741,0.00227381,0.0169918,0.00443422,0.00766814,0.00532533,0.0229799,0.0485586,0.00946225,0.0133687,0.0045882,0.0353775,0.00365672,0.0308181,0.00398745,0.0164783,0,0,0.0307854,0,0.0147904,0.0250468,0.045103,0.0387286,0.0411299,0.0496021,0.0220205,0.0168731,0.0183147,0.0133354,0.0274941,0.0247572,0.0307701,0.0609903,0.0209428,0.0346323,0.0427828,0.016824,0.0159529,0.00975071,0.0190445,0.0148666
1,0.0202856,0.0211736,0.0358372,0.0160074,0.014609,0.0120583,0,0,0.0103046,0,0.0191894,0.00119438,0.0238456,0.0158149,0.033295,0.0143961,0.0107028,0.0274298,0.00175414,0.00530444,0.00236489,0.0169884,0.00469551,0.00774737,0.00537794,0.0229315,0.0480915,0.0107226,0.013414,0.00458945,0.0388847,0.00337611,0.033155,0.00421801,0.0178245,0,0,0.0296111,0,0.0153896,0.0247832,0.0453249,0.0410513,0.0410767,0.0518781,0.0221538,0.0175287,0.0186274,0.0148139,0.0289507,0.0256649,0.0317721,0.0602618,0.0206546,0.0361406,0.0465186,0.0156493,0.0159141,0.00990334,0.0197642,0.0159998
2,0.0208161,0.0216527,0.0357465,0.0159898,0.0138395,0.0120144,0,0,0.0105037,0,0.01919,0.00132174,0.0239842,0.0154397,0.0328368,0.0144378,0.0105276,0.0280639,0.00182397,0.00515583,0.0025474,0.0171388,0.00495824,0.00793189,0.00538535,0.0228245,0.0481504,0.0110886,0.0133958,0.00464666,0.0410466,0.00326794,0.0343736,0.00447921,0.0182721,0,0,0.0287682,0,0.0157152,0.0245636,0.0453268,0.0425354,0.0410388,0.0521374,0.0222302,0.0177216,0.0183787,0.015165,0.0295263,0.0259598,0.0317046,0.0595216,0.0200906,0.0366189,0.0492782,0.0148469,0.0159474,0.0100312,0.0200306,0.0163034
3,0.0209437,0.0217582,0.0355171,0.0159947,0.0129805,0.0116984,0,0,0.0105149,0,0.0191537,0.00138995,0.0240985,0.0149035,0.0323953,0.0144847,0.0104586,0.0280528,0.00183964,0.00502217,0.00275375,0.0171456,0.00517748,0.00798354,0.00528847,0.0225908,0.0480329,0.0113218,0.0133648,0.00460002,0.0416093,0.00323001,0.0346017,0.00493791,0.0183954,0,0,0.0280589,0,0.0158863,0.0243503,0.0452348,0.04316,0.0408662,0.05093,0.0222917,0.0176369,0.0180099,0.014905,0.0295441,0.0257997,0.0307927,0.0586601,0.0192211,0.0362725,0.0509062,0.0142036,0.015884,0.0100417,0.0200853,0.016293
4,0.0209266,0.0217424,0.035118,0.0160365,0.0120367,0.011369,0,0,0.0104151,0,0.0190764,0.00142437,0.0242454,0.0143541,0.0319544,0.0146843,0.0102996,0.0277816,0.00176635,0.00481234,0.00298209,0.0170352,0.00545889,0.00793321,0.00516487,0.0222826,0.0477749,0.0114956,0.0133154,0.00447227,0.0409522,0.00322471,0.0345917,0.00538945,0.0183922,0,0,0.0274199,0,0.0159616,0.0241291,0.0449709,0.043648,0.0406467,0.0491455,0.0222673,0.0174301,0.0177134,0.0148726,0.0293677,0.0254317,0.0294327,0.0576389,0.0181247,0.0354774,0.0512582,0.0137029,0.0157586,0.00990883,0.0200381,0.0161928
5,0.0208794,0.0217008,0.0345079,0.0160912,0.0111199,0.0111486,0,0,0.0103227,0,0.0190198,0.00148028,0.0244696,0.013833,0.0315208,0.0149281,0.0100877,0.0273969,0.00191698,0.00453047,0.00328142,0.0169068,0.00579801,0.00779592,0.00506983,0.0219416,0.0473339,0.011643,0.0132585,0.00441968,0.0396254,0.00323983,0.0344752,0.00561546,0.0183453,0,0,0.0269677,0,0.0159761,0.023912,0.0445864,0.0444879,0.040526,0.0471755,0.0220981,0.0172597,0.017524,0.0151752,0.0291496,0.0250857,0.0279061,0.0566208,0.0170473,0.0345029,0.0509094,0.0134553,0.0156136,0.00976579,0.0199741,0.0161165
6,0.0207804,0.0217282,0.033469,0.0161081,0.0102682,0.0109683,0,0,0.0103366,0,0.0189965,0.0015989,0.0247315,0.0132294,0.0311329,0.0151662,0.0101612,0.0269985,0.0020545,0.00407715,0.00360342,0.0167376,0.00619068,0.00759464,0.00505062,0.0215997,0.0464086,0.011703,0.0132366,0.00440431,0.0384739,0.00326728,0.0340771,0.00564704,0.0183304,0,0,0.0267252,0,0.0160192,0.0237303,0.0442578,0.0464385,0.0406296,0.0451178,0.0221916,0.0170594,0.0172153,0.0152866,0.0288467,0.0246831,0.0266929,0.0561291,0.0163981,0.0340901,0.0513407,0.0133351,0.0155007,0.00964179,0.0199551,0.0160934
7,0.0206021,0.0219002,0.0319648,0.0160437,0.0093709,0.0106309,0,0,0.0104739,0,0.0190691,0.00166948,0.0250478,0.0123666,0.0307096,0.0152847,0.0107411,0.0266283,0.00213563,0.00346928,0.00397819,0.0166149,0.00658665,0.00740996,0.00505221,0.0212496,0.0447948,0.0116058,0.0132672,0.0043314,0.0378485,0.00328022,0.0337759,0.0056835,0.0183721,0,0,0.0266586,0,0.0161138,0.0236439,0.0441154,0.0492362,0.0409548,0.0427948,0.0227681,0.016865,0.0168974,0.0149709,0.0281505,0.0238729,0.0265307,0.0566016,0.0165584,0.0349604,0.0526884,0.0132641,0.0154426,0.00958565,0.0200689,0.0160982
8,0.0203108,0.0220878,0.0299655,0.0159072,0.0083915,0.0102217,0,0,0.0107051,0,0.0191698,0.00170203,0.0254554,0.0114735,0.0301563,0.0152687,0.0114622,0.0262087,0.00226354,0.00289261,0.00442249,0.0164761,0.00695874,0.00733564,0.00507252,0.0208593,0.0426037,0.0113889,0.0133451,0.00427913,0.0380009,0.00323676,0.0341876,0.0056671,0.0184319,0,0,0.0266433,0,0.0162463,0.0236421,0.0439665,0.0521775,0.0412681,0.0404463,0.0233622,0.0166916,0.0165888,0.01459,0.0270441,0.0227021,0.0271623,0.0574487,0.0171571,0.0362085,0.0529645,0.0132647,0.015413,0.00960634,0.0201886,0.0161596
9,0.0200426,0.022158,0.0274619,0.0157555,0.00776395,0.00970467,0,0,0.0109599,0,0.0193156,0.00181553,0.0259173,0.0106878,0.0294727,0.014934,0.0118859,0.0257446,0.00244612,0.00245244,0.00482824,0.0163416,0.00724048,0.0072716,0.00514671,0.0204582,0.039727,0.011015,0.0134538,0.00427737,0.0385508,0.00314672,0.0350773,0.0055598,0.0184953,0,0,0.0264926,0,0.0163933,0.0236757,0.0436632,0.0543758,0.0414583,0.0392134,0.0234619,0.0165482,0.0161835,0.0143448,0.0258303,0.0214752,0.0272326,0.0578912,0.017574,0.036003,0.0510495,0.0132352,0.01519,0.00971716,0.0201542,0.0162257
10,0.0198514,0.0220265,0.0244619,0.0156348,0.00783035,0.00911578,0,0,0.0111395,0,0.0194608,0.00213148,0.0263855,0.0100222,0.0287111,0.0143779,0.0119955,0.0252842,0.00266227,0.00226217,0.00527015,0.0161625,0.00755001,0.00718565,0.00528814,0.0200465,0.036212,0.0105537,0.0135525,0.00434316,0.0392546,0.00304036,0.0364568,0.00545273,0.018461,0,0,0.0261495,0,0.0165063,0.0237219,0.0432143,0.0552207,0.0416267,0.0398152,0.0230225,0.0162861,0.0156252,0.0141726,0.0249561,0.0203957,0.0267995,0.0577807,0.0175363,0.0345395,0.0473769,0.0132017,0.0149225,0.00988488,0.0198413,0.0161749
11,0.0195712,0.0217029,0.0209275,0.0155485,0.00856772,0.00850258,0,0,0.0112204,0,0.019494,0.00236571,0.026871,0.00991357,0.0280127,0.0138654,0.0118843,0.024785,0.00293799,0.00244999,0.00582147,0.0158946,0.00791475,0.00732291,0.00535913,0.0196015,0.0321054,0.0101501,0.0135971,0.00433541,0.0405514,0.00297233,0.0372156,0.00527153,0.018251,0,0,0.0257636,0,0.0165594,0.0236555,0.0427777,0.0549298,0.0419114,0.0411147,0.022306,0.0158298,0.0155342,0.0145216,0.0245984,0.019668,0.0261498,0.0574311,0.0172544,0.0325454,0.0447817,0.013192,0.0146544,0.0100154,0.0192726,0.0159863
12,0.0191016,0.021176,0.0170103,0.0155336,0.00983447,0.00782208,0,0,0.0111301,0,0.0194647,0.00243126,0.0271705,0.0103838,0.0274452,0.0135948,0.0117366,0.0242512,0.00332627,0.0028618,0.00651418,0.0157666,0.00845787,0.00806728,0.00560257,0.019167,0.0277498,0.00982359,0.0135601,0.00411786,0.0421002,0.00293199,0.0371579,0.00509946,0.017815,0,0,0.0254482,0,0.016518,0.0233656,0.0424945,0.0540312,0.0423067,0.0416017,0.0216475,0.0152178,0.0159147,0.0150286,0.0244223,0.01931,0.0254933,0.057077,0.0169635,0.03071,0.0446147,0.0132999,0.0142254,0.0100506,0.0185451,0.0157004
