Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10
9,0.00739981,0.016955,0.00916805,0.0144377,0.0127505,0.00297816,0,0,0.010276,0,0.0198884,0.00410397,0.0260763,0.0180176,0.0178307,0.00847926,0.00529871,0.0134625,0.00431824,0.00716452,0.00623183,0.0172876,0.00522866,0.00520403,0.00210745,0.0230357,0.0272274,0.0109321,0.0141521,0.00218239,0.00968102,0.00620176,0.00922041,0.0136033,0.00879383,0,0,0.00899955,0,0.0155331,0.0123974,0.0357098,0.0108888,0.0306014,0.00584603,0.00616165,0.0202853,0.00287504,0.0116467,0.00511494,0.00368932,0.00471169,0.0477775,0.000750034,0.00606372,0.0197813,0.00450489,0.00848497,0.00485436,0.0193315,0.00309787
10,0.00696821,0.0159764,0.00342496,0.0144497,0.0147299,0.00307177,0,0,0.00980995,0,0.0199034,0.00388259,0.026289,0.0184654,0.0175946,0.00896077,0.00503945,0.0125642,0.00432293,0.00698885,0.00601483,0.0171198,0.00560776,0.0049936,0.00279842,0.023012,0.0227679,0.0103356,0.0140446,0.00208189,0.0101353,0.00636841,0.00858689,0.0137209,0.00820836,0,0,0.00818505,0,0.015386,0.0120194,0.0353719,0.00965255,0.0308185,0.00617426,0.00596047,0.0193889,0.00293896,0.0109942,0.00438164,0.00375905,0.00522598,0.0467228,0.00113127,0.00686176,0.0193432,0.00379953,0.0084125,0.00474105,0.0183082,0.00307291
11,0.00649299,0.0148807,0.0026033,0.0145184,0.0166278,0.00351759,0,0,0.00920023,0,0.0198628,0.00369999,0.0264656,0.0194775,0.0173349,0.00925743,0.0049327,0.0115215,0.00447159,0.00719794,0.00577308,0.0171471,0.00621636,0.00604883,0.00338517,0.023024,0.0194535,0.00959994,0.0138959,0.00190231,0.0104763,0.00664059,0.00797607,0.0136619,0.00752749,0,0,0.00753549,0,0.0151464,0.0116002,0.0350612,0.00840847,0.0310939,0.00645448,0.005576,0.0183384,0.00299489,0.010271,0.00390806,0.00379474,0.00578197,0.0457991,0.0019501,0.00758356,0.0187231,0.00309554,0.00828287,0.00449124,0.0170531,0.00303799
12,0.0059725,0.0136841,0.00852184,0.0146682,0.0181288,0.0041534,0,0,0.00831832,0,0.0196459,0.00344407,0.0266486,0.020852,0.0170922,0.00937313,0.00500455,0.0103756,0.00480095,0.00800084,0.0055859,0.0173719,0.00698917,0.00787058,0.00386886,0.0230576,0.0179265,0.00871639,0.0137421,0.00164336,0.0111798,0.0070152,0.00753924,0.0133334,0.00681942,0,0,0.00729935,0,0.0148058,0.0111517,0.0347854,0.00749419,0.0314141,0.00636468,0.00511522,0.0172247,0.00291244,0.00965959,0.00395015,0.00397379,0.00591527,0.0451759,0.00257763,0.00822178,0.0183927,0.00255158,0.00802292,0.00412384,0.0155366,0.00303803
13,0.00535119,0.0124805,0.0143442,0.0148275,0.0192901,0.00480697,0,0,0.00725729,0,0.0193772,0.00301443,0.0270279,0.0222483,0.016979,0.00947448,0.00500558,0.00924691,0.00525464,0.0092193,0.00549818,0.0177633,0.00783279,0.00980979,0.00422515,0.0230881,0.0184087,0.0077453,0.0136353,0.00139593,0.012105,0.00742368,0.0071338,0.0129058,0.00602568,0,0,0.00763005,0,0.014359,0.0107146,0.0345422,0.0069925,0.0317354,0.00586105,0.0046866,0.0160554,0.00262428,0.0094079,0.00445242,0.00423829,0.00574625,0.0448462,0.00288139,0.00872828,0.0179163,0.00243173,0.00762167,0.00379899,0.0139799,0.00309205
14,0.00527465,0.0109887,0.0199493,0.0149401,0.0202057,0.00539285,0,0,0.00621618,0,0.019292,0.00297904,0.0274735,0.0234905,0.0169975,0.00960478,0.00466404,0.00811506,0.00585869,0.010681,0.00548774,0.0183514,0.00867997,0.011505,0.00461405,0.0231555,0.0210812,0.00647743,0.0135103,0.00125104,0.0130468,0.00796789,0.00699367,0.0125499,0.005384,0,0,0.00875513,0,0.0141815,0.0105362,0.0342932,0.00732263,0.0320621,0.00518116,0.00433066,0.0145272,0.00242043,0.00944504,0.00503405,0.00459544,0.00550565,0.0446701,0.00293808,0.00902255,0.0173096,0.00130921,0.00733891,0.00340382,0.0120391,0.00369992
15,0.00489081,0.0100163,0.0246219,0.0150997,0.0206408,0.00583073,0,0,0.00557521,0,0.0191748,0.00269941,0.027878,0.0246796,0.0170847,0.00964423,0.00426698,0.00720683,0.00658975,0.0124233,0.00567407,0.0190538,0.0095678,0.0129783,0.00481102,0.0232499,0.0256299,0.00572233,0.0133604,0.00108092,0.0139882,0.00823255,0.00690074,0.0120344,0.0045781,0,0,0.00879935,0,0.0135961,0.0101553,0.0341738,0.0081627,0.0324472,0.00454474,0.00398517,0.0135411,0.00218684,0.00954786,0.00546131,0.00495845,0.00521704,0.044555,0.00295449,0.00882678,0.0166909,0.00103721,0.00668605,0.00302648,0.0109928,0.0038722
16,0.00482204,0.00924896,0.0285012,0.0151964,0.0207058,0.00610043,0,0,0.0052075,0,0.0190588,0.00263432,0.0281644,0.0265222,0.0172057,0.00969201,0.00383621,0.00651523,0.00724342,0.0142616,0.0060433,0.0197428,0.0103264,0.0142522,0.00500986,0.0232864,0.0314153,0.00523124,0.0132412,0.000915826,0.014446,0.00838144,0.00676173,0.0113836,0.00393745,0,0,0.00901242,0,0.0131074,0.00979821,0.0341583,0.00873098,0.0328842,0.0042859,0.00370628,0.0127173,0.00200752,0.00954189,0.005556,0.00529791,0.0049028,0.0443827,0.00299999,0.00807,0.0163554,0.00124122,0.00595495,0.00285187,0.010253,0.00411282
17,0.00485634,0.00864102,0.0318135,0.0152026,0.02058,0.00631782,0,0,0.00533216,0,0.0190807,0.00281844,0.0282297,0.0290796,0.0173623,0.00976281,0.00341847,0.005995,0.00772604,0.0160923,0.00660106,0.0203382,0.010922,0.0154672,0.00533371,0.0232452,0.0380005,0.00497957,0.0131911,0.000772218,0.0144447,0.00838969,0.00632777,0.0107212,0.00348563,0,0,0.00942925,0,0.0127018,0.00960249,0.033882,0.00848852,0.0332637,0.00420217,0.00334788,0.0120508,0.00185776,0.00954414,0.00538269,0.00552337,0.00456716,0.0441808,0.00312346,0.00693766,0.0161381,0.00156422,0.00533071,0.00291789,0.00974205,0.00431942
18,0.00487439,0.00819168,0.0353678,0.0151235,0.0207307,0.00660223,0,0,0.00567484,0,0.0192753,0.00315491,0.0280979,0.0323163,0.0175193,0.00992846,0.00316225,0.00564574,0.00805063,0.0178332,0.00729632,0.0208849,0.0115299,0.0166084,0.00566622,0.0231442,0.0450135,0.00481997,0.0132228,0.000656179,0.0143501,0.00828609,0.00604344,0.0101096,0.00318123,0,0,0.00995391,0,0.012328,0.00949188,0.0335125,0.00814618,0.0336012,0.00403197,0.00272614,0.0115209,0.00200978,0.00949699,0.0051757,0.00561456,0.0043516,0.0439976,0.00316999,0.00596025,0.0162452,0.00193272,0.00484721,0.00320564,0.00935327,0.00442082
19,0.00518264,0.00745516,0.039627,0.0150257,0.0214381,0.00675728,0,0,0.00590077,0,0.0194336,0.00315052,0.0278551,0.0361256,0.0176719,0.0100826,0.00305209,0.00532632,0.00822992,0.0193039,0.00794865,0.0214261,0.0120795,0.017651,0.0060085,0.0229991,0.0518252,0.00475482,0.0133307,0.000690571,0.014019,0.00844961,0.00575876,0.00936804,0.00237884,0,0,0.0103096,0,0.012545,0.00915796,0.0333461,0.00786515,0.0340408,0.00385612,0.00230563,0.0102004,0.00207996,0.00955543,0.0050025,0.00565455,0.00422198,0.0439106,0.00313784,0.00533554,0.0161136,0.0018535,0.00485511,0.002976,0.00840327,0.00481441
20,0.00493351,0.00714067,0.0433505,0.0148558,0.021831,0.00706063,0,0,0.00601145,0,0.0195169,0.00327503,0.0276876,0.0393777,0.0177896,0.010372,0.00312309,0.0051201,0.00836189,0.0208355,0.00885296,0.0218727,0.0128442,0.0189281,0.00651541,0.0228503,0.0568032,0.00450246,0.0133867,0.000533719,0.0144158,0.00840641,0.00563561,0.00877002,0.00184053,0,0,0.0105266,0,0.0121178,0.00912825,0.0331999,0.00808927,0.0343195,0.00388948,0.00211687,0.00970777,0.00214206,0.00977996,0.00500398,0.00576846,0.00410723,0.0439764,0.00299292,0.00517398,0.015881,0.00196647,0.00461572,0.00316534,0.00807786,0.00476775
21,0.0047469,0.00665946,0.0459577,0.0147312,0.0221564,0.0074942,0,0,0.00612655,0,0.0196566,0.00348627,0.0275798,0.0412972,0.0178124,0.0106438,0.00326721,0.00499204,0.00850745,0.0222887,0.00984512,0.022212,0.0137265,0.020084,0.00696916,0.022584,0.0596422,0.00429216,0.0134115,0.000435967,0.0151024,0.00843687,0.00589752,0.0081418,0.00140094,0,0,0.010524,0,0.0117467,0.00895869,0.033001,0.00885804,0.0345244,0.00383541,0.00178466,0.00911595,0.00226406,0.0100001,0.00505133,0.00585708,0.00383779,0.0442193,0.00267869,0.00542135,0.0162351,0.00198605,0.00431631,0.0033636,0.00752665,0.00475393
22,0.00452807,0.0060803,0.0473671,0.0146739,0.0224512,0.00804294,0,0,0.0059936,0,0.0197847,0.00343516,0.0274189,0.0413118,0.017813,0.0109826,0.00332485,0.00497866,0.00868118,0.0237172,0.0108821,0.0223311,0.0145127,0.0210165,0.00720023,0.022359,0.0603187,0.00395656,0.0134915,0.00046726,0.0160041,0.00861402,0.0063436,0.00751402,0.00101365,0,0,0.0105607,0,0.0114216,0.00877305,0.0328357,0.00993943,0.0346749,0.00369843,0.00136837,0.00843809,0.00237083,0.0103429,0.0051559,0.00596439,0.00383327,0.0444585,0.00259763,0.00621196,0.0166807,0.00209913,0.0041144,0.00354047,0.00688976,0.00472886
23,0.00439156,0.00547689,0.0479583,0.0146588,0.0224122,0.00843883,0,0,0.00614465,0,0.0198943,0.00349088,0.0272413,0.0391959,0.0178025,0.0111431,0.00333114,0.00507273,0.00872762,0.0247221,0.0116289,0.022309,0.015082,0.0217289,0.00733883,0.0219943,0.0601624,0.00366497,0.0135551,0.000483455,0.0168169,0.00885853,0.00690369,0.00686228,0.000630231,0,0,0.0104361,0,0.0111744,0.00837315,0.0328416,0.011043,0.0348716,0.00321295,0.00111681,0.00763838,0.00254355,0.0104307,0.00516104,0.00600939,0.00391653,0.0447958,0.00265508,0.00714603,0.0173196,0.00226503,0.0037979,0.00353493,0.00612703,0.00472003
24,0.00457658,0.00506243,0.0480573,0.0146607,0.0220326,0.00859897,0,0,0.0063344,0,0.0198506,0.00334023,0.0270461,0.0352771,0.017722,0.0113265,0.00324125,0.00492241,0.00833573,0.0252122,0.0121203,0.02199,0.0155416,0.0223476,0.00739293,0.0218496,0.0596617,0.00372761,0.0135099,0.000490609,0.0171453,0.00927057,0.00753523,0.00621899,0.000941205,0,0,0.00941285,0,0.0113907,0.0070584,0.0327179,0.0123143,0.0350642,0.0029936,0.00113717,0.00635705,0.00270523,0.0102978,0.00539967,0.00610046,0.00410688,0.0451129,0.00276089,0.00802325,0.0177994,0.00233768,0.00311027,0.00292945,0.00527322,0.00496061
25,0.00431307,0.0045588,0.0480131,0.0146066,0.0219569,0.00864911,0,0,0.00643059,0,0.019852,0.00348441,0.0267711,0.0302858,0.0177658,0.0113659,0.00318647,0.00501478,0.00778345,0.0256651,0.0126023,0.0214458,0.0159457,0.0230041,0.00729941,0.0216331,0.0593131,0.00352846,0.0135168,0.000537178,0.0178775,0.00953349,0.00838618,0.00570329,0.00078002,0,0,0.00961357,0,0.0110654,0.00702234,0.0321841,0.0134717,0.0350756,0.00294983,0.00127292,0.00566412,0.0029141,0.0102052,0.00558757,0.00625597,0.00429529,0.0453909,0.0028574,0.00874616,0.0180974,0.00250048,0.00276856,0.00277971,0.00467823,0.00483683
26,0.0041157,0.00383762,0.0473072,0.0144615,0.0214162,0.00841809,0,0,0.00719997,0,0.0200035,0.00430307,0.0264145,0.0243897,0.0176661,0.0115024,0.00297383,0.00477216,0.00712413,0.0257411,0.0129375,0.0206492,0.0163216,0.0237254,0.00725086,0.0216058,0.0584608,0.00340862,0.0136036,0.000529784,0.0177093,0.009837,0.00841764,0.00477592,0.00127225,0,0,0.00868334,0,0.0111561,0.00604259,0.032102,0.0137271,0.0353185,0.0025422,0.00180895,0.0046043,0.00314913,0.0105079,0.00544316,0.00619592,0.00391848,0.0460694,0.00271486,0.00862704,0.0179583,0.00243382,0.00210751,0.00246139,0.00362832,0.0047117
27,0.0037703,0.00369961,0.0470436,0.0144056,0.0216101,0.00804557,0,0,0.00744438,0,0.0201028,0.00426492,0.0260863,0.0189193,0.0177621,0.0113295,0.0028341,0.0049077,0.00643547,0.0254904,0.0131371,0.0197778,0.0163829,0.0243276,0.0070616,0.0213952,0.0577978,0.0037229,0.0135852,0.000576494,0.0175844,0.0100156,0.00829768,0.00403157,0.000948178,0,0,0.00929087,0,0.0108035,0.00624164,0.0321212,0.0136486,0.0356,0.00224183,0.00221601,0.00431123,0.00332845,0.0108169,0.00537411,0.0060986,0.00349348,0.0467426,0.00253196,0.00818418,0.0173325,0.00272469,0.00198165,0.00263377,0.0034376,0.00439821
28,0.00345417,0.00335741,0.0468658,0.0142949,0.0215533,0.00766667,0,0,0.00802866,0,0.0202127,0.00468896,0.0257287,0.0148984,0.0179661,0.0110914,0.00265002,0.00497865,0.00566433,0.0247859,0.0132161,0.0188372,0.0161953,0.0249063,0.00693829,0.0211409,0.057183,0.00392571,0.0136068,0.000622424,0.0173515,0.010212,0.00854542,0.00368764,0.00109185,0,0,0.00961816,0,0.0105997,0.00626616,0.0319803,0.0136786,0.0358545,0.00179223,0.00258954,0.00396605,0.00349239,0.0111629,0.00530413,0.0060433,0.00326834,0.0473911,0.00264608,0.00786592,0.0165864,0.002977,0.00195268,0.00269946,0.00291651,0.00410985
29,0.0037408,0.00384614,0.0465523,0.0141966,0.021493,0.00712461,0,0,0.00848996,0,0.0203257,0.00460602,0.0252806,0.0131668,0.0180681,0.0106884,0.00207531,0.00482853,0.00479653,0.0231317,0.0126935,0.0179145,0.0155395,0.0250659,0.00683787,0.0211079,0.0565764,0.00442362,0.0136564,0.000545887,0.0168974,0.0104406,0.00861241,0.00386973,0.00223536,0,0,0.00823461,0,0.01086,0.00519348,0.0317808,0.013733,0.0362303,0.00173208,0.00316565,0.00294171,0.00364401,0.0113489,0.00516182,0.00599367,0.00330947,0.0482238,0.00306869,0.00761476,0.0156786,0.00284003,0.00171549,0.00235112,0.00306626,0.00442864
30,0.00324713,0.00342147,0.0466582,0.0139718,0.0218292,0.00693461,0,0,0.00902645,0,0.0204638,0.00516985,0.0248206,0.0126666,0.0182014,0.0100455,0.00203376,0.00488525,0.00402426,0.0213991,0.0121557,0.0168434,0.0148537,0.0250762,0.00721071,0.0207963,0.0564642,0.00456892,0.0137368,0.000743859,0.0166983,0.0105352,0.00898998,0.0044633,0.00220892,0,0,0.00869395,0,0.0105817,0.00545872,0.0316365,0.0141396,0.0364399,0.0020702,0.00337911,0.00293508,0.00394618,0.0116937,0.00534033,0.00618747,0.00358612,0.0488427,0.00353315,0.00777817,0.0146668,0.0031218,0.00192277,0.00248813,0.00273354,0.00409326
31,0.00281648,0.00348397,0.0464546,0.0137148,0.022208,0.00606354,0,0,0.00986815,0,0.0207337,0.00625032,0.0243998,0.0131343,0.0182042,0.00935159,0.00162375,0.00480829,0.00329571,0.0190209,0.0111626,0.0156896,0.0139915,0.0243688,0.00756541,0.0205111,0.0564281,0.00465121,0.0138773,0.00099406,0.0168116,0.0107249,0.00935873,0.00601541,0.00284119,0,0,0.00751452,0,0.0107704,0.00445159,0.0314541,0.0152102,0.0368188,0.00341836,0.00437506,0.00212618,0.00436214,0.0118355,0.00512187,0.00588526,0.00468912,0.0498,0.00460807,0.00869564,0.0136999,0.00319548,0.0018161,0.00232,0.00334886,0.00388443
32,0.00250419,0.00312784,0.0458169,0.0135737,0.0224658,0.00586561,0,0,0.0100162,0,0.0210344,0.0062865,0.024182,0.0140068,0.0182035,0.00851545,0.00153366,0.00503959,0.00327598,0.0164468,0.0100931,0.0144965,0.0131425,0.0229803,0.00795799,0.0198165,0.0557337,0.00497676,0.0140976,0.00112479,0.0169377,0.0107306,0.0100432,0.00728373,0.0025556,0,0,0.00893792,0,0.0102784,0.00550102,0.0312528,0.0162659,0.0369743,0.00435112,0.0048606,0.00282373,0.00480987,0.0120936,0.00512481,0.00580705,0.00564067,0.0503945,0.00537142,0.0097627,0.0129736,0.0036119,0.00245657,0.00299228,0.00301268,0.00332973
33,0.0023883,0.0034148,0.0450514,0.0135342,0.026101,0.00573688,0,0,0.0101924,0,0.0211759,0.00643644,0.02392,0.0209712,0.0176216,0.0107372,0.00165469,0.0053078,0.0051957,0.0103269,0.00767461,0.0127461,0.0122656,0.0190182,0.00890299,0.0184855,0.0531193,0.00471287,0.0143026,0.00121987,0.0175314,0.0109955,0.0109582,0.0095354,0.00244444,0,0,0.00871626,0,0.0101755,0.00537787,0.0308664,0.01791,0.0374988,0.00613939,0.00633123,0.0026794,0.00540187,0.0126483,0.0049756,0.00557503,0.00724235,0.0513271,0.00652748,0.0113774,0.012261,0.00359435,0.00303353,0.00314585,0.00375689,0.00301323
34,0.00293353,0.00432696,0.0428499,0.0134256,0.0263788,0.00558356,0,0,0.0106483,0,0.0212637,0.00625194,0.023868,0.0231539,0.0175594,0.0129124,0.00258627,0.00531302,0.00701345,0.00904242,0.00892641,0.0113008,0.0126875,0.017239,0.00974157,0.0175195,0.05019,0.00507564,0.0142558,0.00117855,0.0181507,0.0112198,0.0117132,0.0117781,0.00341788,0,0,0.0074408,0,0.0103283,0.00475237,0.0308381,0.0193643,0.0378964,0.00819214,0.00750325,0.00265816,0.00571425,0.0130479,0.00470715,0.00515104,0.00893614,0.0522746,0.00764667,0.0129952,0.011218,0.00341726,0.00335723,0.00277685,0.00457968,0.0034297
35,0.00252471,0.00406712,0.0404548,0.0130989,0.0246002,0.00568598,0,0,0.0114601,0,0.0216059,0.00704365,0.0239552,0.022003,0.0178241,0.0126451,0.00249939,0.0055999,0.00780912,0.00943013,0.00971284,0.0100857,0.0127086,0.0164651,0.0104156,0.0166162,0.0483289,0.0052341,0.0143396,0.00154091,0.0179951,0.0112606,0.0121405,0.0129719,0.00333873,0,0,0.00797052,0,0.0100955,0.00511168,0.0309074,0.0197752,0.038008,0.00924589,0.00771556,0.00371476,0.00588865,0.013439,0.00471737,0.00497807,0.00985205,0.0528754,0.00835347,0.0138575,0.0100814,0.00377216,0.00380715,0.00287454,0.00461775,0.00303718
36,0.00212148,0.0042606,0.0385363,0.012815,0.022972,0.00567825,0,0,0.0124416,0,0.0219757,0.00788778,0.0240944,0.0216245,0.0180773,0.0122709,0.00285545,0.0058334,0.00873465,0.00993007,0.0104252,0.00921705,0.0124974,0.0155233,0.0108426,0.0159162,0.0466673,0.00541992,0.014483,0.00193454,0.0180996,0.0113381,0.0124708,0.0147254,0.00337735,0,0,0.00822879,0,0.0100489,0.00538226,0.0311219,0.0205003,0.0382379,0.0111716,0.0083735,0.00424033,0.0058515,0.0136247,0.00460465,0.00446671,0.0112352,0.053742,0.00947123,0.0148449,0.00879942,0.00405957,0.00465938,0.00317833,0.00526114,0.00263086
37,0.00174418,0.00543319,0.036601,0.0125797,0.021313,0.00575637,0,0,0.0132402,0,0.0222026,0.0086284,0.0242741,0.0216343,0.018325,0.0119293,0.00365508,0.00615954,0.00961721,0.0104508,0.0108846,0.00866989,0.0120786,0.0144966,0.0110881,0.0154114,0.0448863,0.00538667,0.0146037,0.00226187,0.0188358,0.0115385,0.0130527,0.0167884,0.00388914,0,0,0.00636292,0,0.0103971,0.00464962,0.0315113,0.0216871,0.0385084,0.0135249,0.00930776,0.00444735,0.00579495,0.0137266,0.00467625,0.00377367,0.0129256,0.0546793,0.0108064,0.0161352,0.00764191,0.00393992,0.00472534,0.00286341,0.00696652,0.00266449
