Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10
9,0.0229031,0.0222269,0.0135451,0.0170996,0.00492191,0.0112536,0,0,0.00276736,0,0.0175448,0.0017998,0.0299899,0.0103911,0.0226702,0.0144742,0.0187326,0.022567,0.00698312,0.0174145,0.0143387,0.0115428,0.0104463,0.0142233,0.00474505,0.02317,0.0111254,0.00692934,0.012039,0.00287927,0.0104104,0.0107858,0.0147229,0.0182524,0.0225224,0,0,0.0185167,0,0.00896967,0.0118555,0.0399112,0.0210815,0.0397139,0.014595,0.0271139,0.0165214,0.00998378,0.0116548,0.00979029,0.00563834,0.0148367,0.0342991,0.0118995,0.0161239,0.0279328,0.00544885,0.00809175,0.00301383,0.0172216,0.015382
10,0.0227486,0.021987,0.0118976,0.0172086,0.00461178,0.0118978,0,0,0.00245606,0,0.0174435,0.0018011,0.0302702,0.0127371,0.0227888,0.0153944,0.0198535,0.022305,0.00740082,0.0194708,0.0158308,0.0115207,0.011999,0.0170028,0.00496642,0.0231765,0.00611329,0.0075026,0.0120429,0.00301116,0.00985673,0.0111359,0.0146845,0.0187119,0.0222674,0,0,0.0192162,0,0.00893226,0.0117057,0.039964,0.0201072,0.0398604,0.0144629,0.0272293,0.0163344,0.00996892,0.0113367,0.00962266,0.00501948,0.0150671,0.0338491,0.012379,0.0162251,0.0265762,0.0058989,0.0081221,0.00271786,0.0169383,0.0150899
11,0.0225801,0.0217862,0.0110203,0.0173381,0.00433452,0.0127532,0,0,0.00197073,0,0.0175287,0.00195466,0.030609,0.0147698,0.022831,0.0162742,0.0207976,0.0220122,0.00798794,0.0214076,0.0172049,0.0118631,0.0135636,0.0194531,0.00528531,0.0232172,0.00232249,0.00788359,0.0121913,0.00322941,0.00926808,0.0115289,0.0145721,0.0190004,0.0220202,0,0,0.0201613,0,0.00883975,0.0117222,0.0401733,0.0191599,0.0400536,0.0141673,0.0272567,0.0161313,0.0099383,0.0112454,0.00947578,0.00444008,0.0148499,0.0336764,0.0124867,0.015909,0.0252301,0.00638936,0.00807814,0.00239484,0.0166305,0.0148152
12,0.0223755,0.0217003,0.0103198,0.0174651,0.00370052,0.0132781,0,0,0.00175514,0,0.0175454,0.00219316,0.0310595,0.0172369,0.0229757,0.0170363,0.0213677,0.0216712,0.00876506,0.0234088,0.0184143,0.0124521,0.0150657,0.0214312,0.00554902,0.023272,0.00331447,0.00800265,0.0121363,0.00337696,0.00904631,0.0119382,0.0141636,0.0189733,0.0218535,0,0,0.0211769,0,0.00877547,0.0118182,0.0402653,0.0180239,0.0401212,0.0137293,0.0267749,0.0162679,0.00964004,0.0112532,0.00939463,0.00373233,0.0144473,0.0337165,0.012423,0.0154025,0.0239166,0.00684855,0.00806188,0.00208322,0.0164169,0.0146473
13,0.0221851,0.0216016,0.0100242,0.0175935,0.0030743,0.013865,0,0,0.00171713,0,0.0175546,0.00240059,0.0314516,0.0209358,0.0231445,0.0176017,0.0221123,0.0212432,0.00955572,0.0254147,0.0194102,0.0131062,0.0164041,0.0227651,0.00567007,0.0233014,0.00727285,0.00797734,0.012068,0.00352027,0.00890311,0.0123253,0.0135163,0.0189895,0.0218426,0,0,0.0222326,0,0.00867169,0.0118437,0.0400341,0.016714,0.0401,0.0132513,0.0262987,0.016684,0.00888585,0.0112876,0.0093055,0.00328231,0.0139776,0.0338238,0.0122574,0.0148411,0.0225703,0.00733228,0.00783463,0.00179513,0.0162523,0.0146543
14,0.0221555,0.0214978,0.0104307,0.0176771,0.00386496,0.0146768,0,0,0.00182473,0,0.0174267,0.00259434,0.0317664,0.0257389,0.0232793,0.0180007,0.0231021,0.0208815,0.0102848,0.0273626,0.0202639,0.0137334,0.0174157,0.0235306,0.00580893,0.0232894,0.0114076,0.00777896,0.0118161,0.00350873,0.0088217,0.0125869,0.0130223,0.0190249,0.0219722,0,0,0.0231977,0,0.00851834,0.0118726,0.0397037,0.0156729,0.040052,0.0127502,0.0259037,0.0173532,0.0081379,0.0112874,0.0089589,0.00322956,0.0135668,0.0340209,0.0120235,0.0143768,0.0212956,0.00778486,0.00734583,0.00195264,0.0161706,0.0148338
15,0.0224433,0.0214266,0.0107854,0.0176771,0.00599997,0.0155823,0,0,0.00193166,0,0.0172746,0.00276161,0.031991,0.0310864,0.0232863,0.0181368,0.0242988,0.0205497,0.0108567,0.0290433,0.0208749,0.0142695,0.0180594,0.0238501,0.00595418,0.0232524,0.01552,0.00756226,0.0115951,0.00339231,0.00871902,0.0126597,0.0129502,0.019051,0.0223203,0,0,0.0239821,0,0.00841566,0.011739,0.039395,0.0155022,0.0401251,0.0122972,0.0256068,0.0179734,0.00774516,0.011067,0.00854531,0.00327593,0.0133551,0.0341907,0.0118098,0.0142382,0.0206146,0.00824365,0.00657285,0.0021924,0.0161694,0.0151485
16,0.0229433,0.021362,0.0123152,0.0175971,0.00819088,0.0163331,0,0,0.00208735,0,0.0171525,0.00280173,0.0320216,0.0364093,0.0233052,0.018104,0.0253077,0.0201703,0.0112127,0.0304126,0.0212685,0.0146937,0.0186903,0.0241295,0.00619738,0.0232495,0.0198302,0.00740147,0.011553,0.00328885,0.00853656,0.0126368,0.0131788,0.0188425,0.0227293,0,0,0.0245909,0,0.00815244,0.0118479,0.0391779,0.0160791,0.0404833,0.0121167,0.025301,0.0185232,0.00751832,0.0106878,0.00812338,0.00320869,0.0133802,0.0343487,0.0116789,0.0144994,0.0201756,0.00858171,0.00601661,0.00247692,0.0162136,0.0155234
17,0.0235718,0.0212539,0.0141804,0.0174932,0.0107419,0.0172013,0,0,0.00219616,0,0.0172696,0.00274897,0.032011,0.0415221,0.0231993,0.0178845,0.0262775,0.0198444,0.0113597,0.0315046,0.0214839,0.0150077,0.0193438,0.0243934,0.00645754,0.0231724,0.0239353,0.00733133,0.0116789,0.00319313,0.00816337,0.0125307,0.0135563,0.0184874,0.0230379,0,0,0.025044,0,0.00804401,0.0118318,0.0388999,0.0167252,0.0407949,0.0120736,0.0251812,0.0190002,0.00725946,0.010237,0.00772797,0.00305508,0.0134397,0.0345496,0.0115317,0.0147136,0.0200835,0.00897102,0.0054263,0.00271386,0.0163101,0.0158575
18,0.0241938,0.0212367,0.0173912,0.0174275,0.0134659,0.0180621,0,0,0.0022943,0,0.0175984,0.00267364,0.0320301,0.0456967,0.0230639,0.0177858,0.0270704,0.0195208,0.0114197,0.0326925,0.0218539,0.0153412,0.0201182,0.0249907,0.00693097,0.0231474,0.0268616,0.00745156,0.011984,0.00319681,0.0080982,0.0124291,0.0137998,0.018014,0.0233173,0,0,0.0255319,0,0.00774742,0.0120316,0.0386025,0.0171645,0.041016,0.0121094,0.0250763,0.0195707,0.00691838,0.00983206,0.00737642,0.00280392,0.0134002,0.0348122,0.0113325,0.0146579,0.0198642,0.00929171,0.00515728,0.00314299,0.016458,0.0161561
19,0.0247114,0.021276,0.019669,0.0173903,0.0162182,0.0188859,0,0,0.00235973,0,0.0177534,0.00260352,0.0320769,0.0480132,0.0229009,0.0177841,0.02754,0.0192777,0.0114074,0.0338716,0.0223237,0.0156617,0.0208796,0.0256178,0.00738026,0.0231266,0.0286591,0.00768237,0.0122288,0.00323924,0.00835222,0.0123868,0.013904,0.0175953,0.023594,0,0,0.0261084,0,0.0073533,0.01232,0.0383095,0.0174173,0.0412286,0.0121441,0.0248914,0.0202467,0.00644636,0.00952549,0.00709827,0.00244744,0.0132437,0.0351403,0.0111047,0.0143217,0.0196918,0.00966948,0.00503357,0.00370638,0.0165957,0.0164445
20,0.0251321,0.0212955,0.0206648,0.0173592,0.0181811,0.0196828,0,0,0.00237633,0,0.0176022,0.00258076,0.0321476,0.0482301,0.0227109,0.0177962,0.0276872,0.0191019,0.0115802,0.0349828,0.0228042,0.015945,0.0214736,0.0260853,0.00766217,0.0230433,0.0295999,0.00789596,0.0122134,0.00319006,0.00858458,0.0124266,0.0138214,0.0172293,0.0238659,0,0,0.0267154,0,0.00700413,0.0126286,0.0379517,0.017431,0.0415012,0.0121505,0.0246353,0.0208811,0.00588999,0.0093185,0.00692164,0.00202303,0.0129599,0.0355393,0.0108094,0.0138248,0.0196047,0.0101883,0.00507463,0.00422778,0.0166588,0.0167519
21,0.0254734,0.0212466,0.0210973,0.017327,0.0190525,0.020418,0,0,0.002375,0,0.0174517,0.00258268,0.0322424,0.0469428,0.0225236,0.0177801,0.0276339,0.0189275,0.0118944,0.0359877,0.02331,0.0161825,0.0219349,0.0263996,0.00780739,0.0229527,0.0300537,0.0080566,0.0120255,0.0031204,0.00873629,0.0125325,0.0137116,0.0168532,0.0241721,0,0,0.0273759,0,0.00675742,0.0129724,0.0375074,0.0173404,0.0417931,0.0121988,0.0242791,0.0214995,0.00563467,0.00913946,0.00682283,0.0017804,0.0126726,0.0359412,0.0105203,0.013458,0.0194777,0.0108565,0.00531255,0.00471301,0.0166093,0.0170535
22,0.0258243,0.0211688,0.0214829,0.0173221,0.0191858,0.021045,0,0,0.00239752,0,0.0174301,0.00258065,0.0323532,0.0447067,0.0222869,0.0175332,0.027485,0.0187153,0.0122738,0.0368154,0.0237541,0.0163649,0.02231,0.0265979,0.00777346,0.0229164,0.0305028,0.0082122,0.0119554,0.00310142,0.00901085,0.0126515,0.0136594,0.0163943,0.0245014,0,0,0.0280488,0,0.00663112,0.0133673,0.0372912,0.0173117,0.0421166,0.0121791,0.0239002,0.0220789,0.00530434,0.00904947,0.0067161,0.00175232,0.0122676,0.0364622,0.0101164,0.0130428,0.0194141,0.0116081,0.00577629,0.00513334,0.0164943,0.0173185
23,0.0261657,0.0210902,0.0220833,0.0173185,0.0192065,0.0213237,0,0,0.00246214,0,0.0175779,0.00259039,0.0323274,0.0423635,0.0220623,0.0171633,0.0272826,0.018516,0.0126432,0.0376274,0.0242446,0.0165767,0.0225439,0.0269086,0.00765329,0.0229815,0.0312583,0.00825407,0.0119282,0.00309242,0.00906094,0.0127495,0.0137026,0.0158799,0.024798,0,0,0.0286079,0,0.00662149,0.0138351,0.037055,0.0173561,0.0424771,0.0121854,0.0234981,0.0226799,0.00492903,0.00896611,0.00655082,0.00180084,0.0118665,0.0370527,0.00963066,0.0126348,0.0193004,0.0123911,0.00650239,0.00548205,0.0163584,0.0175641
24,0.0264479,0.021006,0.022984,0.0173016,0.0192544,0.021263,0,0,0.00255077,0,0.0176697,0.0026012,0.0322743,0.0398496,0.0218781,0.016651,0.0271406,0.0183105,0.0128719,0.0382694,0.0246841,0.016678,0.0227627,0.0272503,0.00753469,0.0230602,0.0325293,0.00810464,0.0119169,0.00306268,0.00900376,0.0128673,0.0138748,0.0153699,0.0250819,0,0,0.0290135,0,0.00664654,0.0142668,0.0367773,0.0174514,0.0428048,0.0122273,0.0231496,0.0232955,0.00459931,0.00888861,0.00640073,0.00202245,0.0115195,0.0376688,0.00909859,0.0122606,0.0191321,0.0130778,0.00739133,0.00582803,0.0162448,0.0178232
25,0.026698,0.0209231,0.0241216,0.0172337,0.01896,0.0212454,0,0,0.00266985,0,0.0177157,0.00257753,0.0322013,0.0369985,0.0216809,0.0160527,0.0271469,0.018136,0.0130152,0.0384919,0.0249568,0.0165989,0.023026,0.0275153,0.00742519,0.0230079,0.0341679,0.00784061,0.0119513,0.00301171,0.00896522,0.0129917,0.0141515,0.0147778,0.0253629,0,0,0.0292341,0,0.00672444,0.0146773,0.0364754,0.0174958,0.0430968,0.0121638,0.0228593,0.0239497,0.00425965,0.00886612,0.00624181,0.00236046,0.0111748,0.0383515,0.00852498,0.0118758,0.019036,0.0136498,0.00811364,0.00619719,0.0161935,0.0180542
26,0.0269085,0.0208791,0.0254529,0.0171276,0.0184506,0.0212766,0,0,0.00293391,0,0.0176039,0.00260518,0.0320925,0.0336941,0.0214978,0.015552,0.0273145,0.0179963,0.0130692,0.0383191,0.0250742,0.0163797,0.0230581,0.0276682,0.00735898,0.0228234,0.0360133,0.00748827,0.0118977,0.00292335,0.00913076,0.0131021,0.014502,0.0141239,0.0256268,0,0,0.0292741,0,0.00684997,0.0150348,0.0361593,0.017584,0.0434119,0.0120371,0.0226049,0.0246184,0.00388292,0.00883122,0.00606146,0.00270609,0.0107616,0.0390665,0.0078948,0.0114321,0.019248,0.0140879,0.00861494,0.00652776,0.0161834,0.0182632
27,0.0270691,0.0208686,0.0272463,0.0169855,0.0182263,0.0213168,0,0,0.00347302,0,0.0175205,0.00288749,0.0319099,0.0299342,0.0213449,0.015154,0.0276095,0.0178918,0.0130795,0.0377719,0.0250976,0.0161457,0.0227822,0.0277234,0.00724983,0.0227008,0.0382757,0.00700872,0.0117747,0.00277635,0.00961938,0.0131397,0.0149056,0.0134427,0.0258616,0,0,0.0290158,0,0.00696358,0.0154333,0.0358521,0.0176299,0.0437785,0.0119271,0.0223908,0.0253016,0.00341921,0.0087558,0.00592138,0.0030952,0.0103204,0.0397365,0.00726184,0.0109911,0.0197046,0.0143673,0.00923518,0.0067876,0.016228,0.018496
28,0.0272094,0.0208906,0.0295744,0.0168109,0.0182293,0.0213164,0,0,0.00406008,0,0.0176927,0.00323386,0.031714,0.0263555,0.0212327,0.0148192,0.0279663,0.0178545,0.0131644,0.0369636,0.0250408,0.0159791,0.0223175,0.0276497,0.00717138,0.0226721,0.0410838,0.00654483,0.0118116,0.00258784,0.010154,0.013105,0.0153378,0.0128169,0.0260408,0,0,0.0284493,0,0.00703794,0.0156667,0.0355839,0.0175776,0.044141,0.0119,0.022224,0.0258621,0.00282715,0.00875598,0.00583896,0.00357417,0.00992812,0.0404092,0.00673223,0.0105736,0.0201146,0.0144908,0.00985796,0.00699403,0.0163286,0.0187231
29,0.0272774,0.0209677,0.0322353,0.0166049,0.0178911,0.0212744,0,0,0.00463144,0,0.0179103,0.00345601,0.0316265,0.0235318,0.0211104,0.0144074,0.0282815,0.0179195,0.0134272,0.0361272,0.024991,0.0157464,0.0218661,0.0275773,0.00722566,0.0225527,0.0444294,0.00612111,0.0119933,0.00238734,0.0106283,0.0130133,0.0157363,0.0121629,0.0261613,0,0,0.0275952,0,0.00707705,0.0156804,0.0352275,0.0176078,0.0444055,0.0119152,0.0221041,0.0263598,0.00226906,0.00878859,0.00578638,0.00411747,0.0095454,0.0411255,0.00624907,0.0102491,0.0204347,0.014417,0.0104197,0.00716645,0.0165163,0.0189126
30,0.0273534,0.0210877,0.035213,0.0163852,0.016871,0.0211138,0,0,0.00520751,0,0.0182356,0.00361182,0.0314615,0.021089,0.0208771,0.0137238,0.0286094,0.0180025,0.0135466,0.0349469,0.0246915,0.0153814,0.0213114,0.0274459,0.00734672,0.0223723,0.0483957,0.00575575,0.0123055,0.00229337,0.011268,0.0128755,0.0161918,0.0116281,0.0262273,0,0,0.0265133,0,0.00709122,0.0155168,0.0348603,0.0177366,0.0446333,0.0119136,0.0220454,0.0268158,0.00181333,0.00882563,0.00576476,0.0045312,0.00920904,0.0418072,0.00581085,0.010059,0.0209196,0.0141703,0.0109822,0.00734164,0.016798,0.0190285
31,0.0274227,0.0212089,0.0383394,0.016133,0.0156883,0.020884,0,0,0.00580327,0,0.0187238,0.00383836,0.0312199,0.0185934,0.0205867,0.0126888,0.0287821,0.0181184,0.0136326,0.0333974,0.0241282,0.014861,0.0206134,0.0272323,0.00748974,0.0221281,0.0526167,0.00545071,0.0126759,0.00224302,0.0120245,0.0126972,0.0167688,0.0112183,0.0262173,0,0,0.0252598,0,0.00708485,0.0152651,0.0345316,0.0177131,0.0448431,0.0119281,0.0218988,0.0271639,0.00140714,0.00893685,0.00575632,0.00497311,0.00896809,0.0424681,0.00537768,0.00994119,0.0215556,0.0138243,0.0114579,0.00748522,0.0171199,0.0190986
32,0.0274466,0.0213112,0.0410248,0.0158313,0.0146263,0.0205385,0,0,0.0066719,0,0.0189948,0.0043023,0.0309472,0.0160925,0.0203703,0.0111956,0.0287784,0.0183341,0.0136079,0.0314229,0.0233206,0.0143488,0.0197449,0.0267601,0.0076673,0.0218193,0.0561874,0.00510911,0.012777,0.00199569,0.0128346,0.0125387,0.0173655,0.0107213,0.0260942,0,0,0.0239139,0,0.00708817,0.0149097,0.0341795,0.0177921,0.0451024,0.0118231,0.0216619,0.0274026,0.00107531,0.00914705,0.00563678,0.00539627,0.0086552,0.0431474,0.00495718,0.00971512,0.0223531,0.013467,0.0115068,0.00756238,0.0174809,0.0190947
33,0.0274589,0.0214543,0.0431622,0.015509,0.0135472,0.0198882,0,0,0.00779378,0,0.0192003,0.0049476,0.0309362,0.0135889,0.0202897,0.00904811,0.0284087,0.0186325,0.0142674,0.0287477,0.0219627,0.0137836,0.0185958,0.0258128,0.00801699,0.0214509,0.0587932,0.00470334,0.0128602,0.00174572,0.0134672,0.0123919,0.0177555,0.010199,0.025885,0,0,0.0224992,0,0.007103,0.0144503,0.0337802,0.0178172,0.0454244,0.0116449,0.0211603,0.0275468,0.000881808,0.00944708,0.00551668,0.00571578,0.00828148,0.0439175,0.00449716,0.00936025,0.0232626,0.0131812,0.0115015,0.00757556,0.0179181,0.0190157
34,0.02734,0.0215581,0.0446894,0.0152059,0.0131659,0.0189104,0,0,0.00907959,0,0.0194007,0.00575579,0.0309582,0.0111406,0.0201443,0.00630081,0.0273666,0.01901,0.0146338,0.0251195,0.0198565,0.0128033,0.0171394,0.0240862,0.00867045,0.0209763,0.0600514,0.00428333,0.0129161,0.00159014,0.0137333,0.0123249,0.0177525,0.0098573,0.0254548,0,0,0.0206714,0,0.00719087,0.0137779,0.0331798,0.0174861,0.045886,0.0113948,0.0201989,0.0274112,0.00113127,0.0098856,0.00535956,0.0057856,0.0077335,0.044792,0.00407723,0.0088263,0.0241129,0.0129071,0.0113458,0.00745687,0.0183732,0.0188184
35,0.0273721,0.0217016,0.0451122,0.0149431,0.0143972,0.0179838,0,0,0.0100394,0,0.0198537,0.00641148,0.0310661,0.0114701,0.0198428,0.00532481,0.0260384,0.0192959,0.0150333,0.0212444,0.0177239,0.0115362,0.0158846,0.0218662,0.00970224,0.0203067,0.0596022,0.00398411,0.0131556,0.00168844,0.0141055,0.012323,0.0178834,0.00991537,0.025179,0,0,0.0192787,0,0.00729252,0.0132862,0.032495,0.0170579,0.0463516,0.0112333,0.0189299,0.0274993,0.00177548,0.0105068,0.00536368,0.00588513,0.00733943,0.0457095,0.00407082,0.00849097,0.0249585,0.0128833,0.0111655,0.0073532,0.0188146,0.0187574
36,0.0274923,0.0219146,0.0442989,0.0146196,0.0148882,0.0175069,0,0,0.011017,0,0.020253,0.00708605,0.0311696,0.0146444,0.0197576,0.00641814,0.0256647,0.0195382,0.0156937,0.0194973,0.0171055,0.0108233,0.0151666,0.0204441,0.0104448,0.0196286,0.0585556,0.00367955,0.0133027,0.00183364,0.0148495,0.012319,0.0182463,0.0103472,0.0250025,0,0,0.018534,0,0.00736725,0.0130476,0.032173,0.0170978,0.046606,0.0112362,0.018246,0.0278593,0.00225418,0.0110792,0.00557007,0.00604791,0.00731204,0.0465567,0.00422862,0.00852705,0.0260249,0.0128958,0.0110865,0.00730503,0.0193424,0.0187081
37,0.027551,0.0221761,0.0429211,0.0142486,0.0146134,0.0170316,0,0,0.0121535,0,0.0205562,0.00779354,0.0312528,0.0175754,0.019795,0.00690387,0.0254838,0.0198455,0.0163312,0.0188233,0.0170043,0.0104305,0.0144218,0.0192825,0.0108291,0.0189488,0.0574702,0.00325703,0.0133611,0.00200138,0.0157845,0.0123683,0.0187128,0.0108064,0.0248243,0,0,0.0180011,0,0.00749094,0.0129131,0.0320485,0.0172333,0.0468874,0.0112533,0.0176222,0.0282633,0.00265022,0.0114729,0.00585403,0.00628455,0.00741807,0.0473336,0.00442726,0.00876484,0.0272535,0.0127916,0.0109323,0.00723068,0.0199233,0.0186562
