Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10
All Timesteps RMSE,0.0190595,0.0206052,0.0287585,0.0153488,0.018232,0.0155872,0,0,0.0159377,0,0.0214159,0.00876826,0.0276722,0.0201757,0.0305874,0.0145639,0.00575146,0.0223098,0.00912705,0.0143759,0.0103287,0.018659,0.0127686,0.0165515,0.00831465,0.02123,0.0348779,0.0074813,0.0140557,0.00563876,0.0251968,0.00699026,0.0233078,0.0223432,0.0188125,0,0,0.0295823,0,0.00994735,0.0193112,0.0362689,0.0162746,0.0387636,0.0149845,0.00993456,0.0219272,0.00580314,0.0123424,0.00897686,0.00788156,0.0137838,0.0440137,0.0122138,0.0128221,0.0406631,0.0203769,0.00796577,0.00945666,0.0196658,0.0164297
0,0.0126205,0.0137554,0.0259605,0.0176098,0.012209,0.020809,0,0,0.00980208,0,0.0184356,0.00421875,0.0276533,0.0183972,0.0268684,0.0162702,0.0133723,0.0144842,0.00476096,0.00671513,0.00576851,0.0179176,0.0102328,0.0125123,0.00712549,0.0196281,0.0407723,0.0100591,0.0128246,0.00462495,0.0206963,0.00313635,0.0183549,0.00845793,0.0131579,0,0,0.032157,0,0.0142865,0.024468,0.0388021,0.0229693,0.0379514,0.0110799,0.0031147,0.0192472,0.00382714,0.0144137,0.0060657,0.00606896,0.00877947,0.048124,0.0016329,0.00927029,0.0256551,0.0163382,0.00892266,0.0106933,0.0143733,0.0134949
1,0.0124448,0.0128432,0.019836,0.0172571,0.0127745,0.0199856,0,0,0.00931946,0,0.0188028,0.00417255,0.0274495,0.0175878,0.0266886,0.0158405,0.0134283,0.0134366,0.00444356,0.00527756,0.00574616,0.0174187,0.00993803,0.0116989,0.00709499,0.0193254,0.0340661,0.00943843,0.0130541,0.00425483,0.0184062,0.00310818,0.0165379,0.00782422,0.0130751,0,0,0.0315742,0,0.0143821,0.0243407,0.0390743,0.0206597,0.0375724,0.0105903,0.003098,0.018618,0.00447957,0.0131349,0.00682871,0.00654926,0.00726716,0.0470915,0.00086738,0.00744031,0.0246281,0.0160775,0.00886918,0.0106198,0.0130806,0.0136479
2,0.0121775,0.0118411,0.0135213,0.0169814,0.0142915,0.01906,0,0,0.00867915,0,0.0190419,0.00389031,0.0275846,0.0173996,0.0262222,0.0159804,0.0131414,0.0124198,0.00464908,0.00439467,0.0060651,0.017246,0.0103381,0.0112514,0.00727782,0.0189582,0.0282956,0.00859968,0.0132154,0.00392298,0.0167778,0.0031318,0.0147583,0.00768975,0.012685,0,0,0.0312951,0,0.0142797,0.0239112,0.0388047,0.0182362,0.037629,0.010317,0.00293009,0.0179572,0.00485705,0.0121519,0.00668473,0.00659701,0.00630428,0.0462248,0.00120285,0.00612834,0.0238774,0.0161318,0.00876528,0.010461,0.0118768,0.013525
3,0.0118434,0.0108019,0.00706928,0.0167815,0.0160144,0.0181409,0,0,0.00788301,0,0.0191035,0.00347972,0.0278373,0.0172903,0.0256705,0.0160347,0.0128605,0.0115179,0.00509575,0.00364392,0.00643461,0.0172711,0.0109147,0.0114187,0.00759061,0.0186116,0.0230971,0.00763655,0.0132809,0.00370646,0.0163208,0.00324749,0.0135999,0.00765489,0.0121907,0,0,0.031095,0,0.0140528,0.0236236,0.0382667,0.0163349,0.0378461,0.0102049,0.00267727,0.0171506,0.00496746,0.0109536,0.00622747,0.00623255,0.0060962,0.045415,0.00200229,0.00583476,0.0235469,0.016387,0.00869848,0.0101823,0.0107426,0.0133081
4,0.0114639,0.00993701,0.00167708,0.0166692,0.0182703,0.0171212,0,0,0.00704954,0,0.0190258,0.00310661,0.0281849,0.017625,0.0251743,0.0160027,0.0126113,0.0109645,0.00574721,0.002878,0.00675987,0.0175087,0.011856,0.0122164,0.0079228,0.0182937,0.0192699,0.00669936,0.0132687,0.0035127,0.0166926,0.00349284,0.013237,0.00766224,0.0116509,0,0,0.0311297,0,0.0137594,0.0234609,0.0376765,0.0149813,0.0381532,0.0102083,0.00229709,0.0160644,0.00471157,0.00972246,0.00604401,0.0057504,0.00640174,0.0447979,0.00264915,0.00630426,0.0239108,0.016695,0.0085859,0.00985069,0.00977638,0.0129804
5,0.0110773,0.00921672,0.00609751,0.0166659,0.0204894,0.0160798,0,0,0.00619089,0,0.0188799,0.00284374,0.0285672,0.0189198,0.0248224,0.0159907,0.0123965,0.0105862,0.00653136,0.00226281,0.00693043,0.0179621,0.0128366,0.0133357,0.0082488,0.0181505,0.01772,0.00586701,0.0132007,0.00341793,0.0169094,0.00385315,0.0129353,0.0077901,0.0111716,0,0,0.0314157,0,0.0134007,0.0233892,0.0371629,0.0136321,0.0385372,0.0101639,0.00169713,0.0152305,0.00439552,0.0088415,0.00614006,0.00540788,0.00653427,0.04449,0.00299224,0.00669781,0.0246023,0.0171369,0.0085568,0.00951243,0.00890053,0.0126015
6,0.0108253,0.00917376,0.0120229,0.0168728,0.0222669,0.0149535,0,0,0.00491045,0,0.0187996,0.00251207,0.0289604,0.0207593,0.0246239,0.0158983,0.0120245,0.0111132,0.00739887,0.00246226,0.00701752,0.0185711,0.0137047,0.0146214,0.0084694,0.0182525,0.0188969,0.00514468,0.013046,0.00336549,0.0166699,0.00411711,0.0123447,0.00776305,0.0108768,0,0,0.0321399,0,0.0132256,0.0235875,0.036806,0.0122511,0.0389178,0.00998588,0.00138139,0.0143857,0.00435885,0.00839348,0.00634125,0.00512314,0.00635844,0.0444001,0.00313727,0.00676085,0.0249079,0.0179737,0.00862636,0.00932863,0.00852598,0.0121392
7,0.010427,0.00902946,0.0177686,0.0170078,0.0230298,0.0139644,0,0,0.00442591,0,0.0187324,0.00267266,0.0293648,0.0218153,0.0245262,0.0158318,0.0113664,0.0110726,0.00848425,0.00381433,0.00731627,0.0193352,0.014542,0.0159376,0.00864093,0.0184952,0.0213604,0.00478152,0.0129225,0.00339696,0.0164546,0.00451761,0.0116734,0.00783894,0.0105837,0,0,0.0327932,0,0.0127809,0.0236984,0.0365696,0.0108347,0.0393139,0.00961226,0.00164107,0.0137808,0.0045767,0.0082422,0.00655921,0.00488087,0.00587945,0.0444303,0.00309328,0.00643262,0.025063,0.0186396,0.00865704,0.00899516,0.00828026,0.0116444
8,0.00998357,0.00903337,0.0230547,0.0170332,0.0233994,0.0130354,0,0,0.00432678,0,0.018614,0.00290152,0.029789,0.0217986,0.0244204,0.015539,0.0105072,0.0111322,0.00973149,0.00585209,0.00775789,0.0202044,0.0152203,0.0171004,0.00869258,0.0188774,0.0251239,0.00447218,0.0128018,0.00348839,0.016552,0.00483324,0.0112866,0.00801091,0.0103836,0,0,0.0334162,0,0.0123806,0.023851,0.0362625,0.0101171,0.03964,0.00905633,0.00198288,0.0136616,0.00446778,0.00824033,0.0066125,0.00466448,0.00532627,0.0445993,0.00277428,0.00577259,0.0255435,0.0191798,0.00873246,0.00876464,0.00836835,0.0111343
