Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10
9,0.00459465,0.0138648,0.0383839,0.016788,0.0120198,0.00613203,0,0,0.0148525,0,0.0174876,0.00818327,0.0234422,0.0173684,0.0254199,0.00538486,0.00360466,0.0108566,0.00470826,0.0108056,0.0072635,0.0200609,0.00507841,0.0126946,0.00357307,0.0234111,0.0541976,0.00619162,0.012724,0.00249942,0.0107782,0.0118221,0.0222626,0.0112227,0.00582161,0,0,0.0064379,0,0.0121581,0.00763715,0.040084,0.0295754,0.0307665,0.00939201,0.010931,0.0108498,0.00821478,0.0141047,0.00743996,0.0081016,0.0143755,0.0566293,0.0107113,0.0170513,0.0187391,0.0061505,0.00921822,0.00324861,0.0165984,0.00611848
10,0.00460129,0.0141123,0.0376069,0.0168307,0.011014,0.00608514,0,0,0.0148324,0,0.0174838,0.00827813,0.0235748,0.0172163,0.0250232,0.00566657,0.00384376,0.0108172,0.00470865,0.0103715,0.00695955,0.0198762,0.00460132,0.01203,0.00316738,0.0233834,0.0536124,0.00615441,0.0127374,0.00262954,0.0106541,0.0119055,0.0216604,0.0112576,0.00587582,0,0,0.00644794,0,0.0125131,0.00840273,0.0400353,0.0302411,0.030751,0.00921112,0.0106461,0.0109266,0.00798716,0.0133738,0.00700182,0.0076458,0.013838,0.055084,0.00939756,0.0171057,0.0189976,0.00603067,0.0101576,0.00381343,0.0171574,0.0058756
11,0.00469494,0.0143099,0.036895,0.0168954,0.0100074,0.00605369,0,0,0.014826,0,0.0174488,0.00826107,0.0236593,0.0170852,0.0245963,0.00598064,0.00413644,0.0108076,0.00468739,0.00991014,0.00664059,0.0196582,0.00408367,0.0113579,0.00273581,0.0233498,0.052936,0.00611768,0.0126676,0.00269005,0.0105636,0.0119875,0.0214352,0.011127,0.00600709,0,0,0.0063385,0,0.0128006,0.00867853,0.0399381,0.0316616,0.0308291,0.00908426,0.0102763,0.0111973,0.00758885,0.0123194,0.00660153,0.00724018,0.0134353,0.0533701,0.00812347,0.017328,0.0196275,0.00633226,0.010745,0.00419812,0.0177399,0.00586423
12,0.00495204,0.0145189,0.036126,0.0169531,0.00910033,0.00596713,0,0,0.0147837,0,0.0175104,0.00831692,0.0237953,0.0167741,0.0242003,0.0063531,0.00430655,0.0108303,0.00454816,0.00927778,0.00627241,0.0194118,0.00360766,0.010654,0.00234114,0.0232765,0.0520832,0.00601567,0.0126932,0.00273571,0.0100646,0.0120002,0.0224754,0.0109854,0.00631973,0,0,0.00640784,0,0.0128937,0.00889284,0.0398064,0.0345713,0.0309375,0.00916432,0.0101934,0.0112606,0.00696858,0.011547,0.00606286,0.00667477,0.0139204,0.0520773,0.00725607,0.0182192,0.0223265,0.00668606,0.011052,0.00435143,0.0183727,0.00617593
13,0.00473852,0.0140092,0.035191,0.0168413,0.0083087,0.00584099,0,0,0.0137725,0,0.0178407,0.00773648,0.0240047,0.0162174,0.0237329,0.00668662,0.004515,0.0103333,0.0043982,0.00855767,0.00593281,0.0191491,0.00333937,0.0100013,0.00200366,0.0232092,0.0509444,0.00566091,0.0130377,0.00282015,0.00865836,0.0119703,0.0242909,0.0107044,0.00611292,0,0,0.00809248,0,0.0132898,0.0105644,0.0396996,0.0375164,0.0311859,0.00960718,0.0104887,0.0110845,0.00619949,0.0115024,0.00526097,0.00572613,0.0155738,0.0519251,0.00708498,0.0201259,0.0267728,0.00560751,0.0121007,0.00497054,0.017972,0.00580743
14,0.0044537,0.0140567,0.0338755,0.0167406,0.0074404,0.00561251,0,0,0.0142036,0,0.018003,0.00769986,0.024338,0.01545,0.0231559,0.00708721,0.00476612,0.0101256,0.00426846,0.00786061,0.00562022,0.0188698,0.00336774,0.00937381,0.00169114,0.0231687,0.0494038,0.00610651,0.0132108,0.00284771,0.00760186,0.0116296,0.025029,0.0102677,0.00737418,0,0,0.00666117,0,0.0131258,0.00917739,0.0395664,0.0389115,0.0315323,0.0103949,0.0108073,0.0104976,0.00539773,0.0118549,0.00441001,0.0044671,0.0166278,0.0521711,0.00684764,0.0213465,0.0297244,0.00706889,0.0110029,0.00413356,0.0183577,0.00667571
15,0.00395492,0.0138227,0.0322734,0.0164872,0.00644104,0.00535778,0,0,0.0138751,0,0.0180272,0.00692202,0.0247332,0.0145282,0.0224145,0.00748302,0.00507069,0.010024,0.00427159,0.00736994,0.0054228,0.0185349,0.00348976,0.00860496,0.00150094,0.0231271,0.0473957,0.00633165,0.0132436,0.00264221,0.0072414,0.0113254,0.0241814,0.00983116,0.007817,0,0,0.00652514,0,0.0132895,0.00931296,0.0393067,0.0388191,0.0317331,0.0105578,0.0105296,0.010176,0.00482449,0.0118211,0.00390206,0.00352164,0.0160355,0.0519431,0.00633608,0.0205918,0.0304794,0.00696862,0.0109292,0.0039597,0.0180132,0.00696318
16,0.00384517,0.0131531,0.0306529,0.0161842,0.00531495,0.00462647,0,0,0.0137665,0,0.0179989,0.00606209,0.0248982,0.0132618,0.0211838,0.00747609,0.0055402,0.0101482,0.00459849,0.00754615,0.00570717,0.0182248,0.00361859,0.00782229,0.0015003,0.0231325,0.045049,0.00691688,0.0131403,0.00246498,0.00669735,0.0109962,0.0225921,0.00965516,0.00620244,0,0,0.00694694,0,0.0132066,0.00907808,0.039012,0.0377863,0.0317115,0.00990355,0.00972795,0.0106454,0.00456207,0.0112423,0.00380275,0.00327379,0.0147799,0.0510136,0.00556775,0.0189334,0.0280236,0.00725466,0.0105563,0.00352172,0.0165478,0.00605468
17,0.00278206,0.0128543,0.0278702,0.0160279,0.00495216,0.00452223,0,0,0.0130899,0,0.0180517,0.00545818,0.0253761,0.0121319,0.0207793,0.00786368,0.00558496,0.00952444,0.00439893,0.00708514,0.0055112,0.0176375,0.00343765,0.00623836,0.0012307,0.0229538,0.0413816,0.00685917,0.0131102,0.00248184,0.00543873,0.0106925,0.0210818,0.00952457,0.00713121,0,0,0.00626762,0,0.0135577,0.00925941,0.0386215,0.0360289,0.031716,0.00914081,0.0089086,0.00989225,0.00474703,0.0102832,0.00416011,0.00356252,0.013347,0.0496472,0.00469325,0.0172727,0.0248537,0.00683385,0.0104886,0.00357438,0.0161705,0.00613998
18,0.00195295,0.0122357,0.0243125,0.0158491,0.005391,0.00438698,0,0,0.0109404,0,0.0183064,0.0040941,0.0258204,0.0107641,0.020451,0.00810248,0.00552935,0.00881045,0.00404665,0.00677524,0.00552049,0.0169763,0.00340019,0.00473428,0.00113085,0.0226867,0.0375997,0.00634175,0.0132068,0.00244645,0.00401232,0.0108105,0.0197591,0.00938885,0.00662685,0,0,0.00960897,0,0.0141258,0.011897,0.0382758,0.0338226,0.0317815,0.00895732,0.00808012,0.00933658,0.00517329,0.00930008,0.00446195,0.00396589,0.0123661,0.0482822,0.00405269,0.0160088,0.0229442,0.00566096,0.0118273,0.00459446,0.0150609,0.00487259
19,0.00136268,0.0118525,0.0203537,0.0158063,0.00636507,0.00393663,0,0,0.0093648,0,0.0184111,0.00333437,0.0261219,0.0096745,0.0200489,0.00848626,0.00540691,0.00812583,0.00376374,0.00665897,0.00579492,0.0163496,0.00352328,0.00363113,0.00164271,0.0224561,0.0333756,0.00572691,0.0131604,0.00240973,0.00300144,0.0108177,0.0185365,0.00933798,0.00665458,0,0,0.00831556,0,0.0140893,0.0115119,0.037998,0.0313222,0.0319005,0.00896855,0.00741084,0.00951256,0.00556111,0.00839074,0.00456955,0.0042213,0.011756,0.0470843,0.00378072,0.0150198,0.0219135,0.00574154,0.0113105,0.00445442,0.0144386,0.00420107
20,0.00171026,0.0116724,0.0163293,0.0159211,0.00741226,0.00329895,0,0,0.0111796,0,0.0181502,0.00450251,0.0263323,0.00893914,0.0196807,0.00885595,0.00526497,0.00783323,0.00372532,0.00675705,0.0062242,0.015918,0.00409782,0.00362183,0.00223941,0.0222784,0.0282015,0.00638423,0.0129763,0.00242497,0.00247016,0.0109567,0.0174624,0.00930112,0.00625374,0,0,0.00862658,0,0.0141619,0.0115094,0.0377517,0.0287568,0.0321512,0.00871817,0.00687004,0.00942868,0.00578261,0.0075502,0.00460337,0.00435796,0.0109899,0.0461393,0.00369083,0.0137462,0.0207205,0.00600681,0.0111975,0.00446863,0.0142204,0.00397152
21,0.00180934,0.0112174,0.0116261,0.01602,0.00881856,0.00269197,0,0,0.0111365,0,0.0180532,0.00484035,0.0264864,0.0086441,0.019361,0.00914058,0.00517628,0.00736205,0.00367217,0.00695514,0.00665405,0.0155982,0.00494743,0.00497893,0.00260666,0.0220845,0.0236519,0.00627277,0.0129482,0.00239344,0.00299086,0.0111025,0.0162707,0.00920484,0.00571647,0,0,0.00787161,0,0.014101,0.0110072,0.0374626,0.0259948,0.0325085,0.00836382,0.00633933,0.00934785,0.00574272,0.00696514,0.00461765,0.00412294,0.0100297,0.045554,0.00361149,0.0120455,0.0197408,0.00588401,0.0107237,0.00422538,0.0136616,0.0034393
22,0.00204004,0.0107157,0.00723917,0.0161337,0.0103476,0.00195234,0,0,0.0107824,0,0.0179281,0.00494126,0.0266079,0.00937891,0.019087,0.00937584,0.00512759,0.00691232,0.00371828,0.00730716,0.00709642,0.0154678,0.00595406,0.00681769,0.00315284,0.0219276,0.0193939,0.00613862,0.0128274,0.00233333,0.00439021,0.0112659,0.0145492,0.00905754,0.00515645,0,0,0.00703961,0,0.0139385,0.0103513,0.0371581,0.0226999,0.0329736,0.00800375,0.00590886,0.00926125,0.00556343,0.00664561,0.00475867,0.00362566,0.00870762,0.0453562,0.00331959,0.00988386,0.0192206,0.00572437,0.0101167,0.00392469,0.0129729,0.00292982
23,0.00231085,0.00975765,0.00319773,0.0161002,0.0118024,0.00119449,0,0,0.007806,0,0.018044,0.00367457,0.0267391,0.0109105,0.01886,0.00958946,0.00500553,0.00630241,0.00389595,0.00790963,0.00755647,0.0154394,0.00708023,0.00872137,0.00362504,0.0218241,0.0158103,0.00466886,0.0129508,0.00224011,0.00604155,0.0115029,0.0125191,0.00880378,0.00404768,0,0,0.0103857,0,0.0139363,0.0108755,0.0368087,0.0190954,0.0334344,0.00746869,0.00568701,0.0091725,0.00521025,0.00661247,0.00500445,0.0033778,0.0071089,0.0454517,0.00275556,0.00758182,0.0186383,0.00554007,0.00993398,0.00413126,0.0114981,0.0016485
24,0.00213167,0.00905909,0.00376153,0.0162154,0.0131321,0.000835297,0,0,0.00692775,0,0.0179097,0.00352385,0.0269073,0.0125965,0.0185914,0.00960163,0.00479773,0.00563444,0.00438684,0.00905765,0.00801043,0.0156212,0.00824242,0.0106195,0.00413702,0.0217627,0.0133498,0.00426199,0.0127911,0.00212616,0.00751793,0.0114977,0.0106575,0.00850956,0.00414954,0,0,0.00582314,0,0.0134724,0.00878941,0.0364447,0.0158293,0.0339645,0.00676849,0.0055561,0.00908485,0.00469568,0.00689821,0.00525371,0.00350608,0.005802,0.0456773,0.00234884,0.00594147,0.0179749,0.00534776,0.00821249,0.0032646,0.0105775,0.00167664
25,0.00304096,0.00836743,0.00847295,0.0162927,0.0139619,0.00124042,0,0,0.00711359,0,0.0176879,0.00360921,0.0271184,0.0140439,0.0183246,0.00963453,0.0044923,0.0052814,0.00504836,0.0106393,0.00844368,0.0160344,0.00942408,0.0122454,0.0043499,0.0217475,0.0127957,0.00460465,0.0125703,0.00207378,0.00892886,0.0116506,0.00924834,0.00830766,0.00332592,0,0,0.00803477,0,0.0133362,0.00917459,0.0360904,0.013365,0.0344968,0.00595886,0.00531161,0.00842548,0.0042304,0.00726211,0.00541798,0.00397316,0.00491131,0.0459848,0.00209554,0.00497743,0.0175737,0.0045928,0.00803887,0.0033026,0.00944366,0.0014498
26,0.00346227,0.00771232,0.0129562,0.0163192,0.0148777,0.00198517,0,0,0.00641618,0,0.0176238,0.00328102,0.027441,0.0161486,0.0181502,0.0096549,0.00387575,0.00483546,0.00570831,0.0122008,0.00879037,0.0166268,0.0104446,0.013506,0.00432754,0.0217604,0.0154157,0.00434344,0.0124437,0.00199094,0.00964878,0.0116005,0.00863739,0.00804924,0.00298884,0,0,0.0069284,0,0.0129219,0.00818596,0.0356211,0.0117383,0.0349725,0.00538168,0.00502918,0.0078865,0.00389135,0.00738683,0.00546949,0.00457415,0.00457615,0.0462002,0.002011,0.00464324,0.0173586,0.00421324,0.00675244,0.00263729,0.00843888,0.00147975
27,0.00384915,0.00708221,0.0167043,0.0162795,0.0155137,0.00286219,0,0,0.00570848,0,0.0176792,0.00294851,0.0277812,0.0185559,0.0181119,0.009665,0.00319237,0.00439646,0.00632349,0.0138177,0.00920468,0.0172634,0.011254,0.0146456,0.00444279,0.0217963,0.0200147,0.00407973,0.012395,0.00189111,0.00997818,0.0114627,0.00862936,0.00779745,0.0027754,0,0,0.00628993,0,0.0124276,0.00737703,0.034749,0.0109604,0.0351891,0.00506323,0.00477713,0.00731099,0.00328268,0.00730339,0.00527885,0.00500296,0.00475421,0.0463223,0.00206786,0.00489628,0.0168094,0.0039103,0.00560221,0.00196618,0.00756248,0.00173665
28,0.00400234,0.00574448,0.0201745,0.0160156,0.0163068,0.00371435,0,0,0.00252656,0,0.0179405,0.00151033,0.0280446,0.0209549,0.0180868,0.00950244,0.00292621,0.00348613,0.00668152,0.0152799,0.0094832,0.0178245,0.0117503,0.0155444,0.00460041,0.0217542,0.0259403,0.00256936,0.0126,0.00152136,0.00923151,0.0114517,0.00924173,0.00720229,0.00163105,0,0,0.00937914,0,0.0124273,0.00745022,0.0341717,0.0110403,0.0354605,0.00481273,0.00443548,0.00703142,0.00302947,0.00737643,0.00490375,0.00513215,0.00524229,0.0464681,0.00226076,0.00575816,0.0163938,0.00412375,0.00473766,0.00197185,0.00580035,0.000965252
29,0.00414036,0.00540017,0.0240412,0.0158695,0.0168944,0.00443831,0,0,0.00249342,0,0.0180971,0.00155658,0.0281556,0.022925,0.0181066,0.00953658,0.00303174,0.00316543,0.00698654,0.016927,0.00995856,0.0183018,0.0125853,0.0166332,0.00517877,0.0217989,0.0320905,0.00231826,0.0127228,0.00136903,0.00911233,0.0112589,0.0100944,0.0065917,0.00146552,0,0,0.00862225,0,0.0118985,0.0067161,0.0339119,0.0117811,0.0357865,0.00480391,0.00390514,0.00637601,0.00301094,0.00749042,0.00451625,0.00504936,0.0059572,0.0465366,0.00248409,0.00694375,0.0154212,0.00374232,0.00389848,0.00140761,0.00537831,0.00125792
30,0.00420049,0.0050955,0.0276734,0.0157137,0.0181747,0.00512497,0,0,0.002536,0,0.0182703,0.00167179,0.028156,0.0246928,0.0181094,0.00977934,0.00331577,0.00301277,0.0071889,0.0185921,0.0106301,0.0186499,0.0134444,0.0176694,0.00562092,0.0219225,0.0370011,0.00208681,0.012881,0.00120588,0.00889033,0.0111212,0.0106824,0.00609993,0.00150542,0,0,0.00783239,0,0.0114736,0.00589849,0.0335678,0.0121456,0.0360289,0.00485928,0.0034366,0.00576096,0.00298134,0.00764659,0.00419239,0.00510684,0.00646807,0.0466245,0.00266061,0.00765439,0.0144443,0.00326884,0.00313522,0.000920645,0.00505324,0.00150175
31,0.00431323,0.00488556,0.0300673,0.0155923,0.0192453,0.00575263,0,0,0.00255196,0,0.0183884,0.00157465,0.0280853,0.0252712,0.0181184,0.00995434,0.00365122,0.00320552,0.00736751,0.0202791,0.011393,0.0189924,0.0143179,0.018768,0.00600484,0.0218205,0.0400532,0.00198632,0.0129727,0.00104711,0.00863469,0.0111264,0.0109821,0.00542188,0.00172148,0,0,0.00700122,0,0.0110996,0.00501709,0.0332265,0.01203,0.0362419,0.00475495,0.00309865,0.00514398,0.00295757,0.00786043,0.00402798,0.00511772,0.00639003,0.0468101,0.00262862,0.00750368,0.0136357,0.00272186,0.00233275,0.000535724,0.00474323,0.00178334
32,0.00444337,0.00464938,0.031558,0.015514,0.0195231,0.0062563,0,0,0.00274559,0,0.018395,0.00148644,0.0279786,0.0243262,0.0181464,0.0101996,0.00391292,0.00359832,0.00759469,0.021941,0.0122487,0.019288,0.015133,0.0198325,0.00624365,0.0216815,0.0415119,0.00195775,0.0128978,0.000894451,0.00849512,0.0112106,0.0107159,0.00454065,0.00206207,0,0,0.00624116,0,0.0108002,0.00423582,0.0330532,0.0113359,0.0364488,0.00451833,0.00277352,0.00438877,0.00308624,0.00820674,0.00408168,0.00507033,0.00576111,0.0470702,0.00237634,0.00652615,0.0129875,0.00222532,0.0018432,0.000562904,0.00441396,0.00206655
33,0.00435787,0.00403356,0.0324168,0.0154286,0.0189085,0.00660042,0,0,0.00210084,0,0.0185297,0.000945599,0.0278676,0.0218808,0.0180358,0.010432,0.00390752,0.00359454,0.00784785,0.0234075,0.0130199,0.0195678,0.0159331,0.0208442,0.00645789,0.0215042,0.0416442,0.00180007,0.012953,0.000821167,0.00780808,0.0116406,0.010054,0.00351129,0.00138762,0,0,0.00653192,0,0.0111612,0.00332701,0.0329429,0.0100987,0.0367039,0.00418995,0.00242331,0.00466641,0.00347733,0.00847435,0.00421026,0.0049906,0.00478979,0.0474927,0.00220993,0.00504757,0.0126367,0.00249408,0.00119907,0.000875373,0.00342321,0.00159109
34,0.00445179,0.00389228,0.0330957,0.0154417,0.0191106,0.0066897,0,0,0.00230135,0,0.0185201,0.00104454,0.0278146,0.0193818,0.0181443,0.0107572,0.00393417,0.00450935,0.00813017,0.0248254,0.0138601,0.0197982,0.0165169,0.0217011,0.00640054,0.021549,0.0414239,0.00187059,0.0129627,0.00081893,0.00824615,0.0119199,0.00907045,0.00301977,0.00207275,0,0,0.00590899,0,0.0107158,0.00277012,0.0326476,0.00848054,0.0367617,0.00431147,0.00216989,0.00363753,0.00338695,0.00874197,0.00455737,0.00510292,0.00403132,0.0476753,0.00191446,0.00358263,0.0119442,0.00199885,0.001326,0.00104596,0.00322166,0.00193398
35,0.00459005,0.00383807,0.0333441,0.0154431,0.0192977,0.00667325,0,0,0.00260043,0,0.018477,0.00110655,0.0277785,0.0167201,0.0181728,0.0110501,0.00388881,0.00537727,0.00845946,0.0261677,0.0146679,0.0199459,0.0170964,0.0226553,0.00651205,0.0214983,0.041026,0.00220929,0.0129475,0.000814552,0.00853505,0.0121912,0.0082903,0.00266096,0.0026263,0,0,0.00496404,0,0.0103682,0.00219923,0.032266,0.00689881,0.0368565,0.00427099,0.00195788,0.00294672,0.00345281,0.00909449,0.0048161,0.00529667,0.00336642,0.048059,0.00181565,0.00252341,0.0115463,0.00149478,0.00155459,0.00143809,0.00308111,0.00234278
36,0.00467215,0.00378846,0.033433,0.0154324,0.0193225,0.0066205,0,0,0.0029214,0,0.0185023,0.00108636,0.0277374,0.0143816,0.0181551,0.0114153,0.00380103,0.0061206,0.00888904,0.0275953,0.0155739,0.0199791,0.0177199,0.0237161,0.0067354,0.0214306,0.0409032,0.00259885,0.0128728,0.000847172,0.00859166,0.0124003,0.00793103,0.00198095,0.0030817,0,0,0.00402444,0,0.0101041,0.00184584,0.0321027,0.00575251,0.0370402,0.00423054,0.00184072,0.00256632,0.00357074,0.00954423,0.004993,0.00549881,0.00309336,0.048552,0.00198258,0.00219924,0.0112374,0.00128544,0.00185808,0.00181758,0.00298521,0.00265501
37,0.00470065,0.00375576,0.0338151,0.0153896,0.0191332,0.00649688,0,0,0.00333367,0,0.0185664,0.00103056,0.0276453,0.0123452,0.0181884,0.011524,0.00372241,0.00673508,0.00899494,0.0286793,0.0162553,0.0199381,0.0180816,0.0245246,0.00688752,0.0213736,0.0409865,0.00295796,0.0128378,0.000884169,0.00851727,0.0125158,0.00804799,0.000902205,0.00349661,0,0,0.00345951,0,0.00990264,0.00199418,0.0319845,0.00497459,0.0372309,0.00416222,0.00181314,0.0025814,0.00373316,0.00999988,0.00517631,0.00572001,0.0030943,0.049096,0.00232726,0.00214751,0.0111954,0.00155659,0.00228898,0.00213308,0.00294642,0.00284022
