Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72
345,0,0,0,0,0,0,0.0335415,0.0171585,0,0,0,0.0214727,0.0142117,0.0126372,0.016091,0,0,0.00551311,0,0.0217412,0.00117213,0.0422797,0.0199682,0.0145918,0.0128287,0.0177181,0.0102744,0.0014363,0.000891134,0.00144684,0.00925652,0.0145062,0.0135967,0.00605276,0.0177596,0.0256738,0.00714185,0.0109585,0.00246285,0.0120754,0.0153423,0.0120672,0.0140309,0.0282138,0,0,0.00500827,0,0.0121281,0.00434705,0.0564303,0.0137216,0.0228496,0.0173565,0.0153533,0.0115477,0.011081,0.0261566,0.021939,0.0180408,0.00775966,0.0220725,0.00468345,0.00566113,0.00861973,0.00695857,0.0111403,0.00475631,0.0176352,0.0277836,0,0,0
346,0,0,0,0,0,0,0.0334623,0.0172056,0,0,0,0.0212501,0.0142208,0.0124046,0.0160459,0,0,0.00545959,0,0.0218096,0.00118036,0.042135,0.01991,0.0145263,0.0128427,0.0175773,0.0101832,0.00155104,0.000878498,0.0014222,0.0091362,0.0143912,0.0134673,0.0059609,0.0178533,0.0253652,0.00716589,0.0109893,0.00243696,0.0119987,0.0153702,0.0121008,0.0138216,0.0281625,0,0,0.00497759,0,0.0121337,0.00437151,0.0563938,0.0133333,0.0230282,0.0173784,0.0152202,0.0114972,0.0109639,0.0263014,0.0218873,0.0179901,0.00783657,0.0220263,0.00458973,0.00562708,0.00849112,0.00696869,0.0112013,0.00475511,0.0176226,0.0277149,0,0,0
347,0,0,0,0,0,0,0.0333932,0.0172155,0,0,0,0.0210654,0.0142635,0.0122969,0.016067,0,0,0.00549515,0,0.0217864,0.00115649,0.0419473,0.0198537,0.0145043,0.0127747,0.0175221,0.0100687,0.00163893,0.00090874,0.00142255,0.0089966,0.0142828,0.0133438,0.0058925,0.0179282,0.025121,0.00716384,0.0109843,0.00239439,0.0119539,0.0153839,0.012192,0.0137239,0.0280747,0,0,0.00498416,0,0.0121352,0.00437544,0.0563773,0.0129038,0.023178,0.0175326,0.015177,0.0114468,0.0108187,0.0265052,0.0218131,0.017865,0.00791922,0.0219724,0.00456652,0.00566177,0.00836209,0.00699425,0.0112234,0.00475586,0.0175328,0.0276518,0,0,0
348,0,0,0,0,0,0,0.033311,0.0172084,0,0,0,0.0209117,0.0142784,0.0122874,0.0161636,0,0,0.00556976,0,0.0217431,0.00112901,0.0417854,0.0198635,0.0144795,0.0126829,0.0175211,0.00995619,0.00167542,0.000950007,0.00143146,0.0088506,0.0141673,0.0132226,0.00584404,0.0179829,0.0249344,0.00716549,0.0109501,0.0023653,0.011888,0.0154136,0.0121404,0.0136992,0.0279998,0,0,0.00504499,0,0.0121485,0.00436683,0.056375,0.012389,0.0232913,0.0175007,0.0151955,0.0113995,0.0106505,0.0267187,0.0217006,0.0176904,0.00803296,0.021884,0.00459115,0.00575493,0.00827275,0.00713828,0.0112092,0.00477111,0.0174162,0.0276051,0,0,0
349,0,0,0,0,0,0,0.033267,0.0172047,0,0,0,0.0208085,0.014294,0.0122254,0.0163165,0,0,0.00565693,0,0.0216753,0.00110925,0.0416675,0.0199158,0.0144799,0.0127182,0.0175274,0.00980861,0.00168177,0.000997973,0.0014236,0.00883793,0.0141574,0.0131869,0.00581599,0.0180314,0.0247975,0.00716626,0.0108841,0.002329,0.0119082,0.0154281,0.0120392,0.0137085,0.0279803,0,0,0.00510645,0,0.0121423,0.00433836,0.0563879,0.0120258,0.0233601,0.0172783,0.0152627,0.0114025,0.0104949,0.0269174,0.0215849,0.0174773,0.00806558,0.021809,0.00463753,0.00588341,0.00834007,0.00728012,0.0111843,0.00481521,0.017302,0.0275987,0,0,0
350,0,0,0,0,0,0,0.0333142,0.0172629,0,0,0,0.0206974,0.014291,0.0121729,0.0164795,0,0,0.00576575,0,0.0215377,0.00109794,0.0416545,0.0199325,0.0144839,0.0127732,0.0174988,0.00970573,0.00164094,0.00101327,0.00140802,0.00882241,0.0141463,0.0131662,0.00578314,0.0180912,0.0247008,0.00715385,0.0107873,0.00233745,0.0119885,0.0154385,0.0119306,0.0137189,0.0279879,0,0,0.00514424,0,0.0121535,0.0043397,0.0563586,0.0117619,0.0233621,0.016947,0.0152562,0.0114125,0.0104173,0.0270936,0.0214723,0.0172915,0.0079906,0.0217334,0.00464296,0.00601246,0.00854954,0.00738112,0.0111747,0.00492885,0.0172638,0.0275874,0,0,0
351,0,0,0,0,0,0,0.0334276,0.017274,0,0,0,0.0206462,0.0142633,0.0121246,0.0167,0,0,0.00581071,0,0.0213963,0.00111869,0.041747,0.0199455,0.0144805,0.0127889,0.0174939,0.00962689,0.00161888,0.00101274,0.00137243,0.00878189,0.0141545,0.013155,0.00572949,0.0181455,0.0246553,0.00712337,0.0106919,0.00238534,0.0120177,0.0154493,0.0118482,0.0137848,0.0280243,0,0,0.00517645,0,0.0121646,0.004341,0.0563062,0.0116352,0.0233514,0.0167073,0.0152592,0.0114707,0.0104222,0.0272366,0.021361,0.0171194,0.00798379,0.0216338,0.00464043,0.00610185,0.00879367,0.00743023,0.0112305,0.00490811,0.0171911,0.0276286,0,0,0
352,0,0,0,0,0,0,0.0335128,0.0172264,0,0,0,0.020604,0.0142312,0.0120675,0.0169014,0,0,0.00580252,0,0.0213697,0.00113519,0.0419116,0.0199655,0.0145105,0.0128009,0.0174857,0.00960981,0.00163462,0.00101039,0.0013123,0.00872809,0.014216,0.0131268,0.00569108,0.0181887,0.0245716,0.00712719,0.0106684,0.00241531,0.011995,0.0154552,0.0117873,0.0138961,0.0280682,0,0,0.0051873,0,0.0121665,0.00433661,0.0562691,0.0116669,0.023358,0.0165244,0.0152586,0.011551,0.0104749,0.0273327,0.0212479,0.0170056,0.00792944,0.0215535,0.00456386,0.00608757,0.00881778,0.00745094,0.0112944,0.00490998,0.0171207,0.027702,0,0,0
353,0,0,0,0,0,0,0.0335447,0.0171793,0,0,0,0.0204894,0.0142305,0.0120524,0.0170578,0,0,0.00577241,0,0.0214208,0.0011132,0.0420634,0.0199578,0.0145327,0.0128817,0.0174643,0.00965171,0.00163163,0.0010302,0.00126683,0.00866188,0.0142852,0.0130513,0.00563497,0.018234,0.024463,0.00714279,0.0106767,0.00240939,0.0119884,0.0154704,0.0117557,0.0140309,0.0281105,0,0,0.00518975,0,0.0121638,0.00431024,0.0562658,0.0116297,0.0233783,0.0163492,0.0152481,0.0116264,0.0105193,0.0273889,0.0211347,0.0169581,0.00781555,0.0214815,0.00445424,0.00603466,0.00863792,0.00747429,0.0112371,0.00479646,0.0170881,0.0277858,0,0,0
354,0,0,0,0,0,0,0.033612,0.0171192,0,0,0,0.0204252,0.0142264,0.0121112,0.0171672,0,0,0.00578047,0,0.0214526,0.00107435,0.0422012,0.0198838,0.0145332,0.0129628,0.0174643,0.00970854,0.00161687,0.00107363,0.00124492,0.00860292,0.0142086,0.0129624,0.00555586,0.0183083,0.024361,0.00711748,0.0106708,0.00239336,0.0120464,0.0154891,0.0117473,0.0141746,0.0281833,0,0,0.00520879,0,0.0121747,0.00427954,0.056287,0.011692,0.0233999,0.0161864,0.0152056,0.0117292,0.0105312,0.0274418,0.0210162,0.0169409,0.00783689,0.0214254,0.00437458,0.00599338,0.00852225,0.00746985,0.0112179,0.00473558,0.0171001,0.0278715,0,0,0
355,0,0,0,0,0,0,0.0337306,0.0170471,0,0,0,0.0203999,0.0142285,0.0120319,0.0172413,0,0,0.00575417,0,0.0214535,0.00104311,0.0423452,0.0197901,0.0145349,0.0129396,0.0174586,0.00978025,0.00160827,0.00110324,0.00120301,0.00852646,0.0140154,0.0128916,0.00548426,0.018373,0.0242774,0.00705555,0.0106782,0.00240682,0.012016,0.0155102,0.0117791,0.0143522,0.0282952,0,0,0.0052327,0,0.0121963,0.00425237,0.0563086,0.0122004,0.0233992,0.0160455,0.0151525,0.0118154,0.0105282,0.0275079,0.0208873,0.0169376,0.00805316,0.0213912,0.00434017,0.00598089,0.00849588,0.00745822,0.0112504,0.00472638,0.0171325,0.0279574,0,0,0
356,0,0,0,0,0,0,0.0337474,0.0170022,0,0,0,0.0201456,0.0142296,0.01177,0.0170902,0,0,0.00568591,0,0.0214464,0.00105949,0.042262,0.0195921,0.0144725,0.0129112,0.0172824,0.00972778,0.00175273,0.00111048,0.00109507,0.00840531,0.0138555,0.0127627,0.00542931,0.0184708,0.0239112,0.00697387,0.0106993,0.00240066,0.0121382,0.0155374,0.0118426,0.0140749,0.0283176,0,0,0.00522278,0,0.012216,0.00423623,0.0562397,0.0122389,0.0236606,0.0160708,0.0150795,0.0117022,0.0102871,0.0275684,0.020721,0.0168989,0.0083004,0.0214829,0.00431203,0.00610631,0.00866594,0.00741461,0.0112737,0.00476861,0.0171925,0.027941,0,0,0
357,0,0,0,0,0,0,0.0337611,0.0171174,0,0,0,0.0198848,0.0142116,0.0117241,0.0169763,0,0,0.00563588,0,0.0214414,0.00109209,0.0421554,0.0195919,0.0143671,0.0129103,0.0171137,0.00974025,0.00187634,0.00115764,0.00104121,0.00830381,0.0137814,0.0126638,0.00540135,0.0185524,0.023533,0.00693195,0.0107181,0.00238144,0.0122722,0.0155571,0.0118852,0.0138328,0.0283652,0,0,0.00523419,0,0.0122375,0.00422287,0.0561941,0.012174,0.0238676,0.0161209,0.0149788,0.0116602,0.010058,0.0276076,0.020556,0.0168836,0.00833566,0.0216056,0.00428654,0.00619286,0.00880792,0.00744303,0.0112682,0.00482139,0.0173721,0.0279533,0,0,0
358,0,0,0,0,0,0,0.0337686,0.0172736,0,0,0,0.0197065,0.014188,0.0116399,0.0169983,0,0,0.00560233,0,0.0214086,0.00109089,0.0420468,0.0196159,0.0142906,0.0129291,0.0170577,0.00976111,0.00198072,0.0012082,0.00104206,0.00820677,0.0137524,0.0126068,0.00534741,0.0186226,0.0232576,0.00693651,0.0107044,0.00236887,0.0122527,0.0155883,0.0118155,0.0137501,0.0284435,0,0,0.00527105,0,0.0122677,0.00418672,0.0561827,0.0120864,0.0240085,0.0161532,0.0149824,0.0117005,0.00986884,0.0276289,0.0204123,0.0168491,0.00817964,0.0217047,0.00425352,0.0061893,0.00876932,0.00749181,0.0112296,0.00485932,0.017521,0.0280212,0,0,0
359,0,0,0,0,0,0,0.0337556,0.0174243,0,0,0,0.0195471,0.014171,0.0114113,0.0170865,0,0,0.00560386,0,0.0213904,0.00108983,0.0419648,0.0195912,0.0142324,0.0129361,0.0170371,0.0097238,0.0020559,0.00124526,0.00105889,0.00809848,0.0137134,0.0125107,0.00526912,0.0187011,0.0230532,0.00694989,0.0106904,0.00234883,0.012254,0.0156032,0.0118047,0.0137465,0.0284627,0,0,0.0053153,0,0.0122751,0.00415911,0.0561467,0.0121167,0.0241196,0.0162686,0.0150152,0.0116653,0.00970578,0.0276329,0.0203152,0.0168109,0.00836967,0.0217814,0.0042244,0.00619558,0.00874156,0.007563,0.0111774,0.0047694,0.017636,0.0280809,0,0,0
360,0,0,0,0,0,0,0.0338019,0.0175201,0,0,0,0.0194342,0.0141573,0.0112176,0.0172318,0,0,0.00563431,0,0.0213861,0.00109366,0.0419221,0.019527,0.0141816,0.0129158,0.0170649,0.00968907,0.00209936,0.00125031,0.00108217,0.00795397,0.0136491,0.0123874,0.00518133,0.0187663,0.0228696,0.00698051,0.0106743,0.00237053,0.0122197,0.0156102,0.0117424,0.0138321,0.0284664,0,0,0.0053688,0,0.0122779,0.004143,0.0561261,0.012206,0.0241985,0.0164215,0.0150782,0.0116081,0.00957517,0.0276593,0.0201836,0.0167625,0.00849057,0.021835,0.00417412,0.00620143,0.0087181,0.00763735,0.0110947,0.00468948,0.0177173,0.0281714,0,0,0
361,0,0,0,0,0,0,0.0339112,0.0174994,0,0,0,0.0193025,0.0141519,0.0111097,0.0173957,0,0,0.0056627,0,0.0214164,0.00108682,0.0418939,0.0194763,0.014162,0.0128927,0.0171255,0.00974209,0.00218215,0.00126308,0.00108935,0.00785679,0.0136525,0.0123004,0.00512086,0.0188064,0.0226833,0.0070274,0.010678,0.00242434,0.0122071,0.0156009,0.0116814,0.0139375,0.028488,0,0,0.00535185,0,0.0122525,0.00412708,0.0561471,0.0123463,0.0242838,0.0163565,0.0151626,0.0114809,0.00945232,0.0276839,0.0200756,0.0167032,0.0083978,0.0218632,0.00409897,0.0061919,0.00873576,0.00763128,0.0111078,0.00471617,0.0177258,0.0282926,0,0,0
362,0,0,0,0,0,0,0.0340258,0.0174317,0,0,0,0.0191607,0.0141645,0.011062,0.0175611,0,0,0.00568846,0,0.0214687,0.00108381,0.0418454,0.0194624,0.0141624,0.012986,0.0172006,0.00986536,0.00232784,0.00137369,0.00113096,0.00780063,0.0137559,0.0122548,0.00507268,0.0188519,0.022529,0.0070344,0.0106985,0.00244471,0.0120941,0.0155959,0.0115444,0.0140643,0.0285502,0,0,0.00532817,0,0.0122252,0.00409482,0.0561938,0.0122036,0.0243216,0.0162013,0.0152411,0.011429,0.00929768,0.0277379,0.0199139,0.0165925,0.00806877,0.021862,0.00400379,0.00612212,0.00869931,0.00762991,0.0110719,0.00472081,0.0177017,0.0284192,0,0,0
363,0,0,0,0,0,0,0.0341217,0.0173051,0,0,0,0.019087,0.0141678,0.0110114,0.0177471,0,0,0.00577067,0,0.0215113,0.00111843,0.0417673,0.0194215,0.0141625,0.013129,0.0172954,0.0100261,0.00249443,0.00156654,0.00123502,0.0077939,0.0137953,0.0122304,0.00502512,0.0189489,0.0223955,0.00705601,0.0107263,0.0024143,0.0119302,0.0156091,0.0113205,0.0142099,0.0286181,0,0,0.00531682,0,0.0122299,0.00404167,0.0562212,0.0121595,0.0243496,0.0160008,0.0153682,0.0113899,0.0091459,0.0278013,0.0197123,0.0164434,0.00790545,0.0218372,0.00389603,0.00601317,0.00861921,0.00763097,0.0110426,0.00470511,0.0176197,0.0285264,0,0,0
364,0,0,0,0,0,0,0.0341989,0.017121,0,0,0,0.018964,0.0141785,0.0109153,0.0179779,0,0,0.00589229,0,0.0215457,0.00115482,0.0416745,0.019399,0.0141244,0.0132887,0.0174503,0.0102388,0.00262119,0.00176028,0.00135197,0.00771434,0.0137597,0.0121933,0.00495552,0.0190637,0.0221887,0.00706904,0.0107392,0.00235778,0.0117466,0.0156402,0.0109811,0.0143971,0.0286938,0,0,0.00528389,0,0.0122601,0.00399859,0.0562346,0.0119804,0.0243612,0.0157764,0.0155334,0.0113912,0.00903823,0.0278888,0.0195032,0.0162719,0.00783052,0.021781,0.00374119,0.00590774,0.00851084,0.00762198,0.0109263,0.00469176,0.0174599,0.028662,0,0,0
365,0,0,0,0,0,0,0.0342843,0.0169089,0,0,0,0.0188459,0.0142382,0.0107925,0.0182122,0,0,0.00606007,0,0.0215704,0.00123295,0.0415647,0.0193153,0.0140607,0.0134423,0.017634,0.0105123,0.00276552,0.00194045,0.00145875,0.00760145,0.0136967,0.0121284,0.00491665,0.0191872,0.0219289,0.00719332,0.0107123,0.00230243,0.0114894,0.0156627,0.0107498,0.0145693,0.0287912,0,0,0.00520774,0,0.0122813,0.00398361,0.056287,0.011799,0.0243794,0.0155313,0.0157015,0.011417,0.00894793,0.0279907,0.019336,0.0160877,0.00764353,0.0217052,0.00352993,0.00581047,0.00834475,0.00755838,0.0108568,0.00471387,0.0172768,0.0288198,0,0,0
366,0,0,0,0,0,0,0.0343986,0.0167241,0,0,0,0.018758,0.0142913,0.0106669,0.0184192,0,0,0.00617793,0,0.0215867,0.00130868,0.0414558,0.0193032,0.0139938,0.0136232,0.0178212,0.0108233,0.00289339,0.00211199,0.00156037,0.00748115,0.0136459,0.0120762,0.00489896,0.0193219,0.0217266,0.00730524,0.0106862,0.00232608,0.0111291,0.0156745,0.010579,0.0147421,0.0289092,0,0,0.00509682,0,0.0122865,0.00397773,0.056342,0.0116895,0.0243861,0.0152131,0.0158591,0.0114189,0.00883985,0.0280884,0.0191168,0.0158873,0.00748863,0.0215947,0.00329926,0.00562997,0.00815227,0.00745635,0.0108216,0.00478612,0.0171449,0.0289477,0,0,0
367,0,0,0,0,0,0,0.0344608,0.0167316,0,0,0,0.0185933,0.0142459,0.0104565,0.0184689,0,0,0.00621016,0,0.0215881,0.00128911,0.0413552,0.0193147,0.0138513,0.0136653,0.0178517,0.0112315,0.00305225,0.00225104,0.00166564,0.00739067,0.0135426,0.0119429,0.00487406,0.0194921,0.0214047,0.0073564,0.0107249,0.00254984,0.0109343,0.0157092,0.0103707,0.0148022,0.0289397,0,0,0.00494738,0,0.0123858,0.00400536,0.0563215,0.0115514,0.0244041,0.0149912,0.0158697,0.011248,0.00869744,0.0281625,0.0189052,0.0157474,0.00747756,0.0214877,0.00301435,0.00544131,0.00824005,0.0074205,0.0107626,0.00529711,0.0172103,0.0290163,0,0,0
368,0,0,0,0,0,0,0.0346226,0.0166317,0,0,0,0.0185851,0.0142457,0.0104047,0.018734,0,0,0.00611251,0,0.0215692,0.00126239,0.0412112,0.0194272,0.0137942,0.0137886,0.018152,0.0116365,0.00320998,0.00247767,0.00184864,0.00727143,0.0135912,0.0119014,0.00482641,0.0196376,0.0212877,0.00733595,0.0107551,0.00302364,0.0104209,0.0157422,0.0101375,0.0151158,0.0290847,0,0,0.00484587,0,0.0123375,0.00396585,0.0564303,0.0111104,0.0243474,0.0146082,0.0161525,0.0112952,0.00854834,0.0283624,0.0186492,0.0154692,0.00723172,0.0214108,0.00268798,0.00529378,0.00804794,0.00729304,0.0107673,0.00510987,0.0170632,0.0292016,0,0,0
369,0,0,0,0,0,0,0.0347124,0.0165456,0,0,0,0.0185063,0.0142596,0.0102956,0.018979,0,0,0.00622663,0,0.0215996,0.0013871,0.0411026,0.0194489,0.0137358,0.0138114,0.0184346,0.0120026,0.00335565,0.0027563,0.00204766,0.00713314,0.013577,0.0117822,0.00475962,0.0198338,0.0211382,0.00741529,0.0107471,0.00258515,0.00997512,0.0157554,0.00990624,0.0154002,0.0291514,0,0,0.00483998,0,0.012299,0.003917,0.0565246,0.0105777,0.0243189,0.0143242,0.0164545,0.011329,0.00838012,0.0285652,0.0184492,0.015138,0.0070418,0.0213347,0.00230562,0.00520551,0.0081093,0.00728387,0.0107294,0.00504138,0.0168825,0.0293606,0,0,0
370,0,0,0,0,0,0,0.0345716,0.0164039,0,0,0,0.0184371,0.0142713,0.0101741,0.0193133,0,0,0.00638773,0,0.0215979,0.00152606,0.0410257,0.0194401,0.0136038,0.013895,0.0186997,0.0122992,0.00344949,0.00302141,0.00229744,0.00699542,0.0134993,0.0116556,0.0047495,0.0200217,0.0210313,0.00753065,0.0106977,0.00226326,0.00943901,0.0157721,0.00958265,0.0157102,0.0290485,0,0,0.00481855,0,0.0122944,0.00387358,0.0566458,0.0102899,0.0242644,0.0139931,0.0167812,0.0112511,0.00813863,0.0287323,0.0181373,0.0147044,0.00674946,0.0212632,0.00194917,0.00507058,0.0082641,0.00724692,0.010681,0.00516337,0.0166358,0.0293652,0,0,0
371,0,0,0,0,0,0,0.0344219,0.0162635,0,0,0,0.0183756,0.0142672,0.0100966,0.0197048,0,0,0.00657189,0,0.0215517,0.00171387,0.0409762,0.0194819,0.0134381,0.0140552,0.0189783,0.0126539,0.0035296,0.00324289,0.00252986,0.00688509,0.0134086,0.0115839,0.00479636,0.0201974,0.0209218,0.0076431,0.0106352,0.00221126,0.00888238,0.0157855,0.00914288,0.0160466,0.0289235,0,0,0.00476283,0,0.0123005,0.0038791,0.0567695,0.0102649,0.0241836,0.0135174,0.0171194,0.0112048,0.00786249,0.0289006,0.0176931,0.0141937,0.00652211,0.0211737,0.00158184,0.00495606,0.00826544,0.00718382,0.0106671,0.00518348,0.0163852,0.0293404,0,0,0
372,0,0,0,0,0,0,0.0342525,0.0161538,0,0,0,0.0183495,0.0142549,0.0100707,0.0201222,0,0,0.00672543,0,0.0215192,0.00182718,0.0409451,0.0195139,0.0132488,0.0141728,0.0192627,0.0131009,0.00359954,0.00345545,0.00274391,0.0068072,0.0134551,0.0115654,0.00484886,0.0203751,0.0207686,0.00774658,0.0106162,0.00223881,0.00833442,0.0158081,0.00864686,0.0164192,0.0287758,0,0,0.00470125,0,0.0123055,0.00388289,0.0568745,0.0100805,0.024074,0.0128698,0.0174577,0.0110498,0.00750523,0.0290187,0.0170974,0.013561,0.00621319,0.0210485,0.00125497,0.00489034,0.00834256,0.00711274,0.0106581,0.00507372,0.016147,0.0293007,0,0,0
373,0,0,0,0,0,0,0.0340479,0.016055,0,0,0,0.0183144,0.0142698,0.00999203,0.0205638,0,0,0.00684015,0,0.0215257,0.00187949,0.040932,0.0195855,0.0130509,0.0144414,0.0195699,0.0136297,0.0036651,0.0036547,0.00290233,0.00674917,0.0136523,0.0115727,0.00493535,0.0205493,0.0206296,0.00793346,0.010612,0.00226985,0.0079528,0.0158526,0.00848788,0.0168557,0.0286064,0,0,0.00462969,0,0.0123275,0.0038629,0.0569634,0.00962265,0.0239103,0.0121906,0.0177839,0.0107985,0.00715555,0.0291537,0.0165115,0.0129346,0.00606929,0.0209314,0.00104222,0.0049744,0.00861735,0.00708842,0.0106576,0.00504267,0.0159017,0.0292189,0,0,0
374,0,0,0,0,0,0,0.0337901,0.0159156,0,0,0,0.018303,0.0143259,0.00986301,0.0210064,0,0,0.00697688,0,0.0215484,0.00194894,0.040935,0.0197995,0.0128587,0.0147684,0.0198862,0.0141842,0.0037187,0.00384433,0.00303259,0.00666581,0.0137586,0.0115322,0.00496587,0.0207501,0.0205215,0.00812795,0.0106095,0.00223985,0.00768514,0.0158956,0.0083708,0.0173279,0.0284015,0,0,0.00460604,0,0.0123644,0.00382774,0.0570375,0.00958932,0.0237308,0.0116236,0.0181128,0.0106109,0.00684082,0.0293114,0.0160537,0.012467,0.00609646,0.020848,0.00103689,0.00516109,0.00891782,0.00706669,0.0106406,0.00505787,0.0155932,0.029102,0,0,0
375,0,0,0,0,0,0,0.0334938,0.0157795,0,0,0,0.0181993,0.0143721,0.00971391,0.0214475,0,0,0.00717403,0,0.0215677,0.00211768,0.0409482,0.0201239,0.0126555,0.0150279,0.0201826,0.014812,0.00376396,0.00402684,0.00313578,0.00653491,0.0137256,0.0114496,0.00503513,0.0209949,0.020389,0.00832257,0.0106031,0.00219917,0.00742874,0.0158884,0.00816508,0.0177855,0.0281354,0,0,0.00461219,0,0.0123428,0.00383287,0.0570919,0.00950337,0.0235412,0.0111707,0.0184098,0.0104828,0.00656587,0.0293778,0.0156302,0.012139,0.00594144,0.0207776,0.00123147,0.00530653,0.00913468,0.0070689,0.010617,0.00501662,0.0152754,0.0289645,0,0,0
376,0,0,0,0,0,0,0.0331627,0.0156729,0,0,0,0.0181041,0.0143959,0.0096202,0.0219865,0,0,0.0073475,0,0.0215408,0.00231041,0.0409514,0.0201614,0.0123605,0.0152688,0.020515,0.015516,0.00377423,0.00419279,0.00331708,0.00639639,0.0136632,0.0113649,0.00513045,0.021267,0.0203292,0.00857857,0.0105741,0.00221655,0.00722855,0.0158915,0.00798099,0.0182446,0.0278515,0,0,0.00459246,0,0.0123275,0.00384278,0.0571385,0.0093354,0.0233533,0.0108533,0.0187299,0.010304,0.0063709,0.0294222,0.0153738,0.0119581,0.0057816,0.020732,0.00135793,0.00537445,0.00922913,0.00704682,0.0106421,0.00497365,0.0149893,0.0288145,0,0,0
377,0,0,0,0,0,0,0.0328272,0.0155599,0,0,0,0.0180403,0.0144315,0.00950321,0.022526,0,0,0.00740351,0,0.0215245,0.00239495,0.0409359,0.0200527,0.0120389,0.0154826,0.0208468,0.0162928,0.00380736,0.00439516,0.00353998,0.0062512,0.0136208,0.0112747,0.00517983,0.0215629,0.0202422,0.00874983,0.0105572,0.00223214,0.00717048,0.0158916,0.0078828,0.018654,0.0275582,0,0,0.00449891,0,0.0123254,0.00387476,0.057169,0.00916888,0.0231909,0.0104787,0.0190737,0.0101277,0.00622595,0.0294982,0.0151339,0.0118275,0.00562144,0.020789,0.00134242,0.00533541,0.00937121,0.00693272,0.0107089,0.00500304,0.0147688,0.0286424,0,0,0
378,0,0,0,0,0,0,0.0323813,0.0154659,0,0,0,0.0179357,0.0144808,0.00934198,0.0229814,0,0,0.00748309,0,0.0215582,0.00244373,0.0408914,0.0198955,0.0117139,0.01573,0.0210828,0.0169923,0.00388345,0.00467939,0.00385409,0.00604892,0.0136836,0.0111672,0.00531605,0.0219148,0.0200011,0.00892944,0.0105754,0.00217764,0.00724951,0.0158849,0.00780099,0.0189302,0.0271767,0,0,0.00443761,0,0.0123629,0.00389456,0.057207,0.00924136,0.0230685,0.00980157,0.0193846,0.00997858,0.00604563,0.0295025,0.0148001,0.0116081,0.00536113,0.0209495,0.00121768,0.00516064,0.00968702,0.00684304,0.0106838,0.00513467,0.0146225,0.0283709,0,0,0
379,0,0,0,0,0,0,0.0318042,0.0153959,0,0,0,0.0177281,0.0145201,0.00911243,0.023393,0,0,0.00762873,0,0.0215456,0.00250732,0.0408392,0.0197497,0.0114031,0.0160016,0.0212774,0.0175806,0.00407629,0.00505119,0.00423098,0.00581229,0.0137256,0.0110726,0.00546993,0.0223171,0.0196636,0.00912124,0.0105665,0.00216111,0.00688482,0.015866,0.00740682,0.019123,0.0267265,0,0,0.00442353,0,0.0124368,0.0039494,0.0572534,0.00908188,0.0229509,0.00937839,0.0197012,0.00979701,0.00598747,0.0294303,0.0145836,0.0114245,0.00539814,0.0206848,0.00136928,0.00536969,0.00941628,0.00675885,0.0106515,0.00524112,0.0145488,0.0280039,0,0,0
380,0,0,0,0,0,0,0.0311493,0.0154079,0,0,0,0.017431,0.0145083,0.00882504,0.0238192,0,0,0.00771656,0,0.0214836,0.00258364,0.0408135,0.0197181,0.0110629,0.0161892,0.0214919,0.0181978,0.00429481,0.005417,0.00456398,0.00555793,0.0136319,0.0109257,0.00571582,0.0227773,0.0191854,0.00931811,0.0105423,0.002141,0.00668078,0.0158203,0.00715182,0.0193071,0.0262052,0,0,0.00443153,0,0.0124507,0.00396228,0.0572548,0.00882926,0.0228259,0.00902443,0.0200597,0.00970598,0.0059056,0.0294171,0.0142661,0.0111562,0.00542834,0.0205045,0.00148424,0.0055418,0.00926674,0.00679007,0.0106235,0.0053445,0.0145842,0.0275957,0,0,0
381,0,0,0,0,0,0,0.0304308,0.0155374,0,0,0,0.0170424,0.0145137,0.00855545,0.0242577,0,0,0.00771093,0,0.0214685,0.00260912,0.0407906,0.0198116,0.0106824,0.016312,0.0216808,0.0189248,0.00458635,0.00580415,0.00490468,0.00534913,0.0134177,0.0106811,0.0059714,0.0232776,0.0185564,0.00948811,0.0105159,0.00216615,0.0066317,0.0157848,0.0070003,0.019516,0.0256156,0,0,0.00442942,0,0.0124569,0.00394918,0.05719,0.00837654,0.0226685,0.00872188,0.0204122,0.00965857,0.00579502,0.0294219,0.013796,0.0108035,0.00535661,0.0204366,0.00157787,0.00565595,0.00934571,0.00690205,0.0106203,0.00548946,0.0147288,0.0271085,0,0,0
