Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72
9,0,0,0,0,0,0,0.0290038,0.0292139,0,0,0,0.0430926,0.0170766,0.0342046,0.0269523,0,0,0.0761119,0,0.0240495,0.047494,0.0367387,0.0228925,0.0205544,0.0128637,0.0256484,0.0858106,0.0110304,0.010064,0.00780886,0.015937,0.0255455,0.0262322,0.0264674,0.00755087,0.0419434,0.0713706,0.0246095,0.0164063,0.015457,0.00553767,0.0113723,0.0285492,0.0299881,0,0,0.0509413,0,0.00952789,0.0345286,0.0551669,0.0103582,0.0264713,0.0189087,0.0236695,0.0386836,0.00861525,0.0269736,0.0216719,0.0160934,0.0110049,0.023266,0.00735084,0.00871474,0.0132431,0.0401394,0.0172797,0.0156618,0.0304498,0.0198023,0,0,0
10,0,0,0,0,0,0,0.0296053,0.0291851,0,0,0,0.0466106,0.0170981,0.0369444,0.0267595,0,0,0.0759056,0,0.0240592,0.0474402,0.0369269,0.0259544,0.0209727,0.0128721,0.0263319,0.0857005,0.0113651,0.0105316,0.00834395,0.0164662,0.0261303,0.0270198,0.0278771,0.00799629,0.0449801,0.0712893,0.0246357,0.0163628,0.0158915,0.00555353,0.0115337,0.0285963,0.030112,0,0,0.0504252,0,0.00932729,0.0342238,0.0553332,0.0106964,0.0265708,0.0189385,0.0242829,0.038556,0.00871718,0.0271213,0.0218293,0.0162008,0.0112315,0.023353,0.00784003,0.00923431,0.013912,0.03962,0.0166494,0.0152612,0.0305402,0.0198156,0,0,0
11,0,0,0,0,0,0,0.0302263,0.0291942,0,0,0,0.0499008,0.0171396,0.0395585,0.0265618,0,0,0.0756961,0,0.0241311,0.0473917,0.0370958,0.0288325,0.0214715,0.0130232,0.0269301,0.0855504,0.0117295,0.0110546,0.0088589,0.0170283,0.026656,0.0277271,0.0291385,0.00853529,0.0478643,0.0711942,0.0246832,0.0163203,0.0163289,0.0055783,0.0117486,0.0286407,0.0302846,0,0,0.0499269,0,0.00919777,0.0339513,0.0554994,0.0108792,0.0268241,0.0188959,0.0248102,0.0384956,0.00888816,0.0274031,0.0219758,0.0162715,0.0114331,0.023419,0.00833052,0.00972145,0.0145887,0.039175,0.0160529,0.0148597,0.0306881,0.0199042,0,0,0
12,0,0,0,0,0,0,0.0308436,0.0292787,0,0,0,0.0529528,0.0171494,0.0420478,0.0264228,0,0,0.0755239,0,0.0242493,0.047329,0.0371047,0.0315399,0.022066,0.0131714,0.0274458,0.0854112,0.012074,0.01156,0.00933261,0.0175584,0.0271075,0.0283464,0.0303218,0.00916538,0.0505853,0.0711264,0.024717,0.0162502,0.016802,0.00560088,0.0119556,0.0284885,0.030435,0,0,0.0493389,0,0.0091055,0.0336428,0.0556938,0.0111615,0.0273336,0.0188093,0.0251685,0.0384156,0.00914355,0.0278332,0.0221382,0.0162936,0.0116339,0.0234712,0.00883275,0.0102429,0.0154071,0.0387641,0.0154581,0.0144086,0.030897,0.0200506,0,0,0
13,0,0,0,0,0,0,0.0316261,0.0292612,0,0,0,0.0557952,0.0171005,0.0443422,0.0263603,0,0,0.0753627,0,0.0243444,0.0472954,0.0368771,0.0339899,0.0227115,0.0131376,0.0280601,0.0851872,0.0123783,0.0120519,0.0097286,0.0180795,0.0275071,0.0289217,0.0314377,0.00982217,0.0531198,0.0710168,0.0247453,0.0161895,0.0171986,0.00573035,0.0121719,0.028434,0.0307296,0,0,0.0489115,0,0.00900396,0.033332,0.0557987,0.0114313,0.0277988,0.0188298,0.0256752,0.0383066,0.00940409,0.0283447,0.022322,0.016393,0.0119002,0.0235407,0.00927978,0.0107199,0.0159868,0.0384271,0.014878,0.0138917,0.0309407,0.020311,0,0,0
14,0,0,0,0,0,0,0.0325443,0.0290724,0,0,0,0.0584087,0.017079,0.046427,0.0262723,0,0,0.0752108,0,0.0244354,0.0472166,0.0364929,0.0363112,0.023348,0.0132246,0.0289468,0.0848397,0.0127016,0.0125734,0.0100586,0.0184911,0.0279065,0.0295067,0.0324978,0.0104856,0.0554253,0.070862,0.024762,0.016139,0.0174474,0.00594727,0.0123727,0.0284086,0.0312687,0,0,0.0488733,0,0.00892917,0.0331172,0.0558583,0.0115596,0.0281797,0.0189485,0.0265182,0.0383698,0.00968913,0.0289472,0.0225429,0.0166205,0.012181,0.0236127,0.00957173,0.0110668,0.0162107,0.0382633,0.0143165,0.0133174,0.0307354,0.0207833,0,0,0
15,0,0,0,0,0,0,0.0336563,0.028778,0,0,0,0.0603565,0.0171359,0.0479006,0.025865,0,0,0.07511,0,0.0245095,0.0470902,0.0361494,0.0378911,0.02386,0.0133807,0.0301751,0.0843463,0.0129709,0.0131203,0.0105006,0.0184406,0.0280628,0.0297642,0.033129,0.0107263,0.0571575,0.0707423,0.0247873,0.0161453,0.017498,0.00617679,0.0125205,0.0282666,0.0320595,0,0,0.0490308,0,0.00885069,0.0330232,0.0558948,0.0117415,0.0285196,0.0188749,0.0276838,0.0386778,0.00998373,0.0294628,0.022681,0.016773,0.01231,0.0235849,0.0097973,0.0113293,0.0163021,0.0383339,0.0137692,0.0127136,0.0303695,0.0215237,0,0,0
16,0,0,0,0,0,0,0.0348758,0.0284002,0,0,0,0.061944,0.0172037,0.0490528,0.0253906,0,0,0.0750105,0,0.0245407,0.0469873,0.035853,0.0391119,0.024359,0.013455,0.0314674,0.0836836,0.0131547,0.0136135,0.0108799,0.0182483,0.0281814,0.0299184,0.0335715,0.010835,0.0585586,0.0705617,0.0248153,0.016205,0.0174366,0.00644378,0.0125951,0.0281839,0.0330395,0,0,0.0493422,0,0.00878643,0.0330022,0.0559388,0.0119024,0.028881,0.0187451,0.0288618,0.0391412,0.0102544,0.0299077,0.0227477,0.0168336,0.0123783,0.0235464,0.00998764,0.011499,0.0163229,0.0386169,0.0132017,0.0120648,0.0299412,0.022476,0,0,0
17,0,0,0,0,0,0,0.0363767,0.027583,0,0,0,0.0636354,0.0173762,0.0503293,0.0245896,0,0,0.0748456,0,0.024459,0.0467964,0.0356538,0.0404144,0.0250289,0.0133485,0.033192,0.0826368,0.0131364,0.0140817,0.0110531,0.0184571,0.0285167,0.0302878,0.0342091,0.0111268,0.0600759,0.0701199,0.0248381,0.0164128,0.0173664,0.00688461,0.012631,0.0275963,0.0343719,0,0,0.0499339,0,0.00874812,0.0330414,0.056218,0.0121392,0.029321,0.0184744,0.0304218,0.040185,0.0104939,0.0303247,0.0227395,0.0166769,0.0122708,0.0234299,0.0100853,0.0116135,0.0163445,0.0392855,0.0123698,0.0113877,0.0289961,0.0237745,0,0,0
18,0,0,0,0,0,0,0.0428362,0.026507,0,0,0,0.0416777,0.0159368,0.0210387,0.0249824,0,0,0.0755152,0,0.0189677,0.0489857,0.035068,0.00749807,0.02713,0.0214247,0.0355418,0.0786203,0.0172587,0.0206763,0.0205219,0.0266048,0.00982373,0.00886851,0.00992916,0.0150866,0.0460636,0.0690662,0.0286057,0.0198024,0.0173364,0.00683717,0.0127906,0.0283447,0.0389753,0,0,0.0498979,0,0.00903513,0.0325746,0.0556696,0.0117229,0.0313685,0.0192924,0.0332124,0.038175,0.0109409,0.0310176,0.0231457,0.0173348,0.0130467,0.0239199,0.0105171,0.0118854,0.0162708,0.0383554,0.0119335,0.0107444,0.0275321,0.0288361,0,0,0
19,0,0,0,0,0,0,0.0269978,0.0241811,0,0,0,0.0698448,0.0161417,0.05463,0.0221214,0,0,0.0447699,0,0.0256769,0.0315556,0.0357326,0.0444626,0.0308243,0.0130067,0.0468353,0.0941698,0.0133988,0.015269,0.0111624,0.0194352,0.0304473,0.0323996,0.036887,0.0131233,0.0659028,0.0429013,0.0144868,0.0114182,0.0184815,0.00585554,0.0132018,0.0251577,0.0264221,0,0,0.0460833,0,0.00982034,0.0309273,0.0572368,0.014303,0.0348172,0.0175774,0.0438,0.0525062,0.0115355,0.0320298,0.0231818,0.0162151,0.0122515,0.023495,0.0112455,0.0133538,0.0189283,0.0355435,0.0106638,0.0104678,0.024706,0.0243046,0,0,0
20,0,0,0,0,0,0,0.0274556,0.0241975,0,0,0,0.0698189,0.0165386,0.0546916,0.0221046,0,0,0.0424827,0,0.0254291,0.0303307,0.0357174,0.0445828,0.0310985,0.0129185,0.0474238,0.0935516,0.013455,0.0155375,0.0110465,0.0193387,0.0304,0.0323578,0.0368925,0.0130877,0.0659046,0.0416311,0.0142468,0.0116554,0.0184029,0.00593794,0.0131804,0.025211,0.0268434,0,0,0.0458803,0,0.0099898,0.0306448,0.0573094,0.0143354,0.034955,0.0175706,0.0443418,0.0526926,0.0115604,0.0321925,0.0232052,0.0162571,0.012226,0.0234669,0.0112363,0.0133013,0.0187712,0.0357156,0.0099717,0.0100457,0.0250043,0.0247064,0,0,0
21,0,0,0,0,0,0,0.027664,0.0245528,0,0,0,0.0698155,0.0171052,0.054916,0.0221626,0,0,0.0394386,0,0.0250116,0.0286774,0.0356125,0.0448768,0.0313957,0.0128795,0.0478317,0.0931843,0.0134129,0.0156859,0.0107659,0.0196851,0.0304815,0.0325493,0.0370867,0.0132638,0.0659571,0.0401894,0.0138249,0.0121476,0.0184255,0.00604626,0.0131461,0.0253377,0.0270602,0,0,0.0455493,0,0.0101742,0.0302501,0.0573595,0.0143685,0.0351326,0.0175226,0.0447862,0.0529367,0.0115284,0.0322576,0.023145,0.0162985,0.0121619,0.0234297,0.0112226,0.0131604,0.0186942,0.0357695,0.0092555,0.00974614,0.0255974,0.0250038,0,0,0
22,0,0,0,0,0,0,0.0278541,0.0247016,0,0,0,0.0695401,0.0180116,0.054815,0.0222101,0,0,0.035446,0,0.0242982,0.0265772,0.0354561,0.0447543,0.0316133,0.0129063,0.0481962,0.092438,0.0133798,0.0157679,0.0105766,0.0198182,0.0305031,0.032594,0.037088,0.0132659,0.065648,0.0382141,0.0131606,0.0130282,0.0185846,0.00631823,0.0131315,0.0254419,0.027195,0,0,0.0445205,0,0.0102358,0.0294158,0.0573398,0.0143249,0.0353225,0.0175228,0.0451712,0.053148,0.011523,0.0323023,0.0231552,0.0163311,0.0121241,0.0234362,0.0111207,0.0129723,0.0187961,0.0352838,0.00836996,0.00945928,0.0260437,0.0253058,0,0,0
23,0,0,0,0,0,0,0.0277656,0.0249285,0,0,0,0.0686079,0.0190838,0.0541396,0.0222917,0,0,0.0307555,0,0.0234095,0.024106,0.0353305,0.0440301,0.0316146,0.0129933,0.0481124,0.0916361,0.013423,0.0158001,0.0105131,0.0197115,0.0302847,0.0323117,0.0366832,0.0129286,0.0647056,0.0360474,0.0122065,0.0143276,0.0188659,0.00655304,0.013118,0.0256454,0.0270788,0,0,0.0429585,0,0.0103791,0.0283409,0.0571782,0.0141786,0.0354628,0.017787,0.0451468,0.0531449,0.0115305,0.0323889,0.023295,0.0165137,0.0122059,0.0235173,0.0110137,0.0128238,0.0189319,0.034469,0.0073788,0.0093236,0.0266991,0.0254454,0,0,0
24,0,0,0,0,0,0,0.0285083,0.0232664,0,0,0,0.0683786,0.0185614,0.0538301,0.0221718,0,0,0.0311369,0,0.0238449,0.0241536,0.0353462,0.0437077,0.0317955,0.0129062,0.0487091,0.0894089,0.0133943,0.0157299,0.0104532,0.0196258,0.0302872,0.0322789,0.0365604,0.0128234,0.0646056,0.0348656,0.0126283,0.0130642,0.0190503,0.00637431,0.0130249,0.0255639,0.0277102,0,0,0.043454,0,0.0103078,0.0285536,0.0572998,0.0141848,0.0356521,0.0177033,0.0457546,0.0531043,0.0113075,0.0325717,0.0232851,0.0164476,0.0121272,0.0235599,0.0109353,0.0129983,0.0193423,0.0346559,0.00759886,0.00905056,0.0255624,0.0254593,0,0,0
25,0,0,0,0,0,0,0.0292869,0.0217515,0,0,0,0.0682589,0.0182552,0.0536464,0.0220294,0,0,0.0309023,0,0.0239997,0.023848,0.035429,0.0434801,0.0318976,0.0128327,0.0492052,0.0873353,0.0133624,0.0156247,0.0104121,0.0195676,0.0302921,0.0322773,0.0364912,0.0127455,0.0645765,0.0334974,0.0129049,0.011938,0.0194103,0.00625592,0.0130084,0.0255432,0.0283429,0,0,0.0436366,0,0.010225,0.0286404,0.0576163,0.0143997,0.0358566,0.0176859,0.0462807,0.052997,0.0112477,0.0327303,0.0233135,0.0163482,0.0120572,0.0236094,0.010907,0.0131913,0.0199447,0.0346916,0.00782621,0.00886423,0.0245323,0.0256117,0,0,0
26,0,0,0,0,0,0,0.0299752,0.0203999,0,0,0,0.0681184,0.0180706,0.0534031,0.0220921,0,0,0.0302044,0,0.0240415,0.0233192,0.0356005,0.0431223,0.0320322,0.0127903,0.0495209,0.0854003,0.013317,0.0155213,0.0103242,0.019448,0.0302574,0.0322306,0.0363514,0.0126202,0.0645131,0.0320536,0.0130747,0.010953,0.0197058,0.00619083,0.0130333,0.0256364,0.0289014,0,0,0.0436866,0,0.0101462,0.0286647,0.0580395,0.0147072,0.0360987,0.0175756,0.0466417,0.05284,0.0112202,0.0328753,0.0232088,0.0161773,0.0119945,0.0236261,0.0109869,0.0133559,0.0204735,0.0346529,0.00809493,0.00878231,0.0236097,0.0257583,0,0,0
27,0,0,0,0,0,0,0.0304295,0.0195409,0,0,0,0.068071,0.0181482,0.0530132,0.0222882,0,0,0.0282066,0,0.023733,0.0220719,0.035831,0.0425536,0.0322575,0.0127791,0.0496978,0.0836766,0.0132515,0.0155201,0.0102444,0.0192843,0.0301662,0.0321023,0.0361212,0.0123887,0.0644889,0.0303674,0.0131097,0.0102928,0.0200535,0.00613963,0.013077,0.0257528,0.0293303,0,0,0.043467,0,0.00991975,0.0285518,0.05827,0.0150239,0.03623,0.0174778,0.0468356,0.0527806,0.0111347,0.0329642,0.0230615,0.0160131,0.011945,0.0236754,0.0110563,0.0135335,0.0210517,0.0345231,0.0090592,0.0087296,0.0230208,0.025814,0,0,0
28,0,0,0,0,0,0,0.0306913,0.0190009,0,0,0,0.0678888,0.0182238,0.0527102,0.0223494,0,0,0.026303,0,0.0235408,0.0209232,0.0359942,0.0421741,0.0322855,0.0127359,0.0496102,0.0823632,0.0131166,0.0154736,0.0102538,0.019038,0.0300075,0.0318968,0.0358956,0.0121634,0.0642712,0.0289844,0.0129468,0.010098,0.0202667,0.00622893,0.0131169,0.0258358,0.0295549,0,0,0.0428758,0,0.00982836,0.0282341,0.0583666,0.0152404,0.0362799,0.0175044,0.0467769,0.0524225,0.0111425,0.0330096,0.0229934,0.0159962,0.0119239,0.0237593,0.0110806,0.0135921,0.021371,0.0341404,0.00916182,0.00872977,0.0226953,0.0257902,0,0,0
29,0,0,0,0,0,0,0.0309958,0.0185768,0,0,0,0.0675728,0.0182827,0.0523506,0.0222787,0,0,0.0245904,0,0.0233595,0.0198568,0.0361036,0.0417528,0.032205,0.0126814,0.0495315,0.0811793,0.0129097,0.015456,0.0103462,0.0186488,0.0297674,0.0315917,0.0355962,0.0118597,0.0640157,0.0277916,0.0127678,0.0100334,0.0204163,0.00632043,0.0131807,0.0258368,0.0297987,0,0,0.0421558,0,0.00972136,0.0278874,0.0584376,0.0155649,0.0362791,0.0175335,0.0467095,0.0519771,0.0111725,0.0330454,0.022982,0.0159849,0.0119087,0.0238357,0.0111226,0.0136726,0.0216474,0.0336985,0.00929805,0.00870318,0.0223721,0.0258041,0,0,0
30,0,0,0,0,0,0,0.0312394,0.0182877,0,0,0,0.06746,0.0182898,0.0522291,0.0222618,0,0,0.0230562,0,0.0231157,0.0189061,0.0361388,0.0416285,0.0321396,0.0126356,0.0493616,0.080153,0.0128269,0.0154515,0.010354,0.0185068,0.0296785,0.031468,0.035487,0.0117747,0.0639193,0.0267966,0.0125951,0.00991382,0.0204953,0.00641125,0.0132126,0.0258629,0.0300191,0,0,0.0414319,0,0.00962692,0.0275045,0.0584955,0.0157027,0.0362462,0.0175944,0.0465817,0.0515562,0.011191,0.0330931,0.0230136,0.0160303,0.0119465,0.0238972,0.0111625,0.0137254,0.0217802,0.0332204,0.00943365,0.00868172,0.0220738,0.0257919,0,0,0
31,0,0,0,0,0,0,0.0314083,0.018145,0,0,0,0.067298,0.0182347,0.0520558,0.0223153,0,0,0.0216302,0,0.0228334,0.0180137,0.0361518,0.0414709,0.032098,0.0126213,0.0491394,0.0792711,0.0128309,0.015483,0.0103492,0.0184603,0.0296064,0.0313774,0.0353863,0.0116879,0.0637764,0.0259492,0.0124435,0.00972028,0.0205086,0.00650607,0.0132619,0.0259544,0.030208,0,0,0.040695,0,0.00957434,0.0271023,0.0585159,0.0156936,0.0362022,0.0177082,0.0463799,0.0511617,0.0112527,0.0331744,0.0230939,0.0161247,0.0120187,0.0239439,0.0112164,0.0137546,0.0217658,0.0327673,0.00954711,0.00871955,0.0218649,0.0257532,0,0,0
32,0,0,0,0,0,0,0.0312067,0.0182133,0,0,0,0.0669565,0.0181101,0.0518447,0.0223752,0,0,0.0203188,0,0.0226723,0.0171496,0.0361571,0.0413125,0.0320103,0.0126167,0.0487368,0.0785331,0.0128478,0.0155333,0.0103181,0.0184509,0.0295037,0.0312866,0.0352622,0.0115922,0.0634998,0.025329,0.0123738,0.00949478,0.0204248,0.00654295,0.0133217,0.0260592,0.030115,0,0,0.040113,0,0.00952853,0.0268002,0.0584983,0.015558,0.0360943,0.017837,0.0460014,0.0511818,0.0113322,0.0332817,0.0231779,0.0161979,0.0121265,0.0239838,0.0112499,0.0137596,0.0216254,0.0325849,0.00964871,0.00876422,0.0218711,0.0254787,0,0,0
33,0,0,0,0,0,0,0.0312838,0.0179315,0,0,0,0.0667375,0.0179051,0.0519102,0.0224703,0,0,0.0192079,0,0.0226638,0.0163866,0.0360572,0.04152,0.0318849,0.0126045,0.0481643,0.0775451,0.0128312,0.015498,0.0101412,0.0187166,0.0294939,0.0313333,0.0353195,0.0117006,0.0632813,0.0247759,0.0123892,0.00922489,0.0201872,0.00647225,0.0133588,0.0261905,0.0300169,0,0,0.0387816,0,0.00962819,0.0259691,0.058487,0.0154756,0.0359355,0.0178675,0.0455131,0.0502576,0.0113626,0.0334239,0.0231823,0.0162201,0.0122172,0.0239599,0.0112583,0.0136953,0.021295,0.0315658,0.00962044,0.0087454,0.0217449,0.0253595,0,0,0
34,0,0,0,0,0,0,0.0310726,0.0178189,0,0,0,0.0668045,0.0176599,0.0524825,0.0226792,0,0,0.0181026,0,0.0226557,0.0156067,0.0358329,0.0423497,0.0318137,0.0125835,0.0474842,0.0766641,0.0127679,0.0154206,0.0097162,0.0195549,0.0298013,0.0317181,0.0357599,0.0122271,0.0633554,0.0242754,0.012424,0.0089009,0.0199512,0.00644499,0.0132912,0.0263886,0.0297481,0,0,0.0370574,0,0.00969277,0.0249223,0.0584724,0.0153128,0.0357766,0.0178909,0.0449662,0.049548,0.0113284,0.0335271,0.0231607,0.0162219,0.012279,0.0239518,0.0112306,0.0135525,0.0209039,0.0304758,0.0096504,0.00866149,0.0217489,0.0250366,0,0,0
