Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72
All Timesteps RMSE,0,0,0,0,0,0,0.0440341,0.0251738,0,0,0,0.0203864,0.0141099,0.011119,0.0382603,0,0,0.0268012,0,0.0218363,0.0149307,0.0433188,0.0133594,0.0194084,0.0160797,0.0287692,0.0360889,0.0106674,0.0121923,0.010447,0.0136753,0.0141304,0.0135473,0.00926637,0.0270024,0.0241929,0.0215381,0.0122383,0.0058587,0.0115549,0.0110223,0.00959696,0.042476,0.0349067,0,0,0.0152397,0,0.00979419,0.0107741,0.0569064,0.011113,0.0236811,0.0151998,0.0286058,0.0300684,0.00936568,0.0387844,0.0173669,0.0144134,0.00875247,0.021003,0.00533708,0.00734453,0.0133247,0.0145414,0.010166,0.00817858,0.0288907,0.0323455,0,0,0
0,0,0,0,0,0,0,0.0722574,0.0182153,0,0,0,0.023871,0.0119146,0.0126569,0.0181982,0,0,0.0141677,0,0.0233989,0.00330018,0.0315192,0.0101779,0.0158742,0.0204532,0.0352813,0.0397272,0.0252476,0.0300065,0.023899,0.026284,0.018341,0.0176975,0.0112373,0.0144485,0.0287799,0.0138571,0.013304,0.00365267,0.0223336,0.00608016,0.0174364,0.0294003,0.0330501,0,0,0.00862435,0,0.0147154,0.00447021,0.0694507,0.0279499,0.036986,0.0166461,0.0389125,0.0192896,0.0108326,0.0378284,0.0216284,0.013758,0.0143855,0.0256063,0.0162083,0.0192407,0.0315493,0.00592595,0.00669892,0.00261392,0.031908,0.0312763,0,0,0
1,0,0,0,0,0,0,0.0723253,0.018264,0,0,0,0.0236,0.0118139,0.0124716,0.0181628,0,0,0.0144259,0,0.0233011,0.00343988,0.0315386,0.0108169,0.0157026,0.0204754,0.0350865,0.0395718,0.0253325,0.0300905,0.0239366,0.0262284,0.0182479,0.0175311,0.0108674,0.014777,0.0284314,0.0139106,0.013179,0.00373434,0.0223048,0.00618993,0.0175122,0.0294551,0.0330887,0,0,0.00847414,0,0.0147048,0.00439381,0.0695006,0.0280629,0.0370399,0.0165089,0.0388223,0.0193238,0.0107522,0.0377464,0.0213758,0.0139074,0.0143437,0.025538,0.016225,0.0192509,0.0315094,0.0059226,0.00664074,0.00265923,0.0320569,0.0313045,0,0,0
2,0,0,0,0,0,0,0.0725277,0.0184378,0,0,0,0.0233605,0.0118006,0.0123366,0.0181342,0,0,0.0147168,0,0.0232735,0.00362803,0.0315802,0.0115174,0.015497,0.0206733,0.0349004,0.0393547,0.0253933,0.0301642,0.0239506,0.0261307,0.0180754,0.0173405,0.0104865,0.0151091,0.0282179,0.013995,0.0131427,0.00369054,0.0222636,0.00628416,0.0176383,0.0294168,0.0332575,0,0,0.00830668,0,0.0146046,0.00426762,0.0696005,0.028384,0.0370464,0.0163837,0.0386985,0.019373,0.0107175,0.037692,0.0212407,0.0138007,0.0143126,0.0254264,0.0162574,0.0193265,0.0315251,0.00596249,0.0065859,0.00266625,0.0322455,0.0314142,0,0,0
3,0,0,0,0,0,0,0.0726841,0.0185983,0,0,0,0.0230975,0.0118342,0.0122711,0.0181342,0,0,0.0150087,0,0.0232067,0.00384176,0.0316072,0.0120885,0.0152969,0.0208823,0.0346868,0.0391666,0.0254747,0.030239,0.0239887,0.0261298,0.0179562,0.0172357,0.0102187,0.0154105,0.0279606,0.0141331,0.013118,0.00366635,0.0222419,0.00636193,0.0177484,0.0294273,0.0334053,0,0,0.00811741,0,0.014482,0.00411174,0.0697149,0.0286454,0.0370993,0.0163077,0.0385481,0.0193938,0.0106596,0.0376424,0.021173,0.0135818,0.0142881,0.0253291,0.0162976,0.0193973,0.031574,0.00598254,0.0065509,0.00265256,0.032388,0.0314876,0,0,0
4,0,0,0,0,0,0,0.0728154,0.0187313,0,0,0,0.0228799,0.0118842,0.0122575,0.0181433,0,0,0.0152224,0,0.0231627,0.00402092,0.0316381,0.0126292,0.0151139,0.0211865,0.0345268,0.0390256,0.0255147,0.0303304,0.0240398,0.0261513,0.0178433,0.0171324,0.00997387,0.015655,0.0277149,0.0143253,0.013088,0.00364926,0.022215,0.00646791,0.0178415,0.0294596,0.033571,0,0,0.00789011,0,0.0143667,0.00392976,0.0698409,0.0287211,0.03717,0.0162631,0.0384126,0.0194122,0.0106016,0.0376073,0.0211035,0.0134796,0.0143045,0.0252429,0.0163383,0.0194739,0.0316137,0.00601114,0.00648871,0.0026747,0.0324544,0.0315554,0,0,0
5,0,0,0,0,0,0,0.0727942,0.018802,0,0,0,0.0224985,0.0119359,0.0122947,0.01815,0,0,0.0153422,0,0.0231083,0.00409759,0.0317492,0.0133368,0.0150018,0.0213691,0.0344237,0.0389899,0.0255333,0.0303823,0.0240838,0.0261606,0.0176723,0.0169387,0.00964782,0.0159437,0.0274097,0.0144937,0.0130611,0.00364009,0.021984,0.00654429,0.0178505,0.0294844,0.0335962,0,0,0.00775933,0,0.0143098,0.00386373,0.0699437,0.0286939,0.0372686,0.0162048,0.0382578,0.0194293,0.0104923,0.0375246,0.020868,0.0134504,0.0142275,0.0250979,0.0162874,0.0194112,0.0313231,0.00601402,0.00639174,0.00267643,0.0324594,0.0315303,0,0,0
6,0,0,0,0,0,0,0.0729344,0.0188607,0,0,0,0.0224014,0.0120316,0.0123807,0.0179921,0,0,0.0154357,0,0.0230525,0.00417419,0.0317872,0.0138512,0.0149125,0.0214679,0.0344886,0.039003,0.0255632,0.0304727,0.0240925,0.0261124,0.0176307,0.0168923,0.00946806,0.0161203,0.0273113,0.0146289,0.0130282,0.003604,0.021996,0.00666638,0.0179441,0.0293127,0.0337875,0,0,0.00760593,0,0.0141981,0.00373184,0.0701857,0.0289747,0.037258,0.0161164,0.0382686,0.0195116,0.0103477,0.0373786,0.0207265,0.0134005,0.0141236,0.0249991,0.0162449,0.0194583,0.0313696,0.00611095,0.00624345,0.00265075,0.0324737,0.0316175,0,0,0
7,0,0,0,0,0,0,0.0731183,0.0189184,0,0,0,0.0224322,0.0121046,0.01246,0.017834,0,0,0.0154888,0,0.0230009,0.00426772,0.0318173,0.0142644,0.0148446,0.0215769,0.0345666,0.0390776,0.0256226,0.0305412,0.0241172,0.0260997,0.0176005,0.0168637,0.00931242,0.0162557,0.0272681,0.0147484,0.0130015,0.00359895,0.0220228,0.00677382,0.0180163,0.0291451,0.034014,0,0,0.00750775,0,0.014073,0.00359914,0.070403,0.0291978,0.0372715,0.0160369,0.0382856,0.0195798,0.0101969,0.0372259,0.0205965,0.0133516,0.014041,0.0249062,0.0162377,0.0195014,0.031453,0.00625308,0.00612259,0.00263682,0.0324898,0.0317246,0,0,0
8,0,0,0,0,0,0,0.0733317,0.018948,0,0,0,0.0224755,0.0121553,0.0125479,0.0176803,0,0,0.0153706,0,0.0229113,0.00425669,0.0318352,0.0146265,0.0147498,0.0216795,0.0346564,0.0393092,0.0256684,0.0306232,0.0241632,0.0261223,0.017552,0.0168362,0.00918688,0.0164009,0.0272622,0.0146219,0.0129585,0.00367523,0.0220035,0.00689237,0.0180835,0.0290135,0.0342471,0,0,0.00743799,0,0.0139467,0.00348668,0.0706137,0.0293694,0.0373056,0.0159558,0.0382854,0.0197353,0.0100919,0.0370828,0.020457,0.0133099,0.01397,0.0248115,0.0162373,0.0195375,0.0314729,0.0064415,0.00605312,0.00266007,0.0324609,0.0318404,0,0,0
9,0,0,0,0,0,0,0.073591,0.0190225,0,0,0,0.0225418,0.0122291,0.0125979,0.0176113,0,0,0.0151624,0,0.0228383,0.00419703,0.0318549,0.0148995,0.0145938,0.0217665,0.0346929,0.0396066,0.0257521,0.0307051,0.0242402,0.0261742,0.0174901,0.0167781,0.00910229,0.0165418,0.0271759,0.0146046,0.0129141,0.00375554,0.0219324,0.00698791,0.0181177,0.0289333,0.0345279,0,0,0.00737904,0,0.013801,0.00340652,0.0708083,0.0294534,0.0373357,0.0158468,0.0382492,0.0199227,0.0100257,0.0369563,0.0203824,0.0132632,0.0138952,0.0247257,0.0162333,0.0195385,0.0313946,0.00667963,0.0059833,0.00268565,0.0324374,0.0320322,0,0,0
10,0,0,0,0,0,0,0.0740048,0.0191828,0,0,0,0.0224758,0.0123257,0.0126289,0.0176333,0,0,0.0149691,0,0.0228123,0.00410758,0.0318559,0.0151542,0.0143767,0.0218363,0.0346326,0.0398555,0.0258846,0.0307959,0.0243557,0.0262938,0.0174344,0.0167152,0.00902414,0.0166541,0.0270142,0.0145974,0.0128871,0.00387967,0.0218819,0.00706639,0.0180938,0.0289596,0.0349129,0,0,0.00735128,0,0.0136856,0.00330707,0.071012,0.0294217,0.0373659,0.0157778,0.0381351,0.0200909,0.00994275,0.0368607,0.0204188,0.0132311,0.0138142,0.0246519,0.0162167,0.0195177,0.0313417,0.00693364,0.00593788,0.00266531,0.0325063,0.0323211,0,0,0
11,0,0,0,0,0,0,0.0745066,0.0195756,0,0,0,0.0222136,0.012308,0.0127051,0.0177193,0,0,0.0153614,0,0.0228024,0.00428011,0.0319067,0.0153992,0.0141043,0.0217872,0.034199,0.0394483,0.0259631,0.0308044,0.0244347,0.0263888,0.0173565,0.0166406,0.00895064,0.0167323,0.0267083,0.0146719,0.012899,0.00383482,0.0217773,0.00706109,0.0180078,0.029033,0.0352672,0,0,0.0072601,0,0.0136447,0.00330467,0.0712401,0.0292986,0.0372205,0.0157031,0.0376274,0.0199762,0.00977941,0.0367094,0.0203017,0.0131522,0.0136764,0.024525,0.016103,0.0193996,0.0311695,0.00686374,0.00592426,0.00267324,0.0328146,0.0325515,0,0,0
12,0,0,0,0,0,0,0.0750082,0.0199384,0,0,0,0.022025,0.0122952,0.012772,0.0177806,0,0,0.0156532,0,0.0227705,0.004432,0.0319342,0.0155061,0.0138638,0.0217392,0.0338289,0.0391659,0.0260492,0.030832,0.0245273,0.0264858,0.0173532,0.0166877,0.00898181,0.0167579,0.0263525,0.0147681,0.0128686,0.00378312,0.0216883,0.0071021,0.0179356,0.0290842,0.0356198,0,0,0.00716556,0,0.0136225,0.00326414,0.0714602,0.0292069,0.0370941,0.0156472,0.037138,0.0198799,0.00958732,0.0365696,0.0201205,0.0130965,0.0136111,0.0244223,0.016014,0.0193031,0.0310187,0.0068642,0.00590599,0.00267599,0.0330995,0.032772,0,0,0
13,0,0,0,0,0,0,0.0754779,0.0202309,0,0,0,0.0219301,0.0123058,0.0128392,0.0178154,0,0,0.0158307,0,0.0227368,0.00452977,0.0319536,0.015536,0.0136399,0.0218421,0.0335332,0.0390458,0.0261244,0.0308598,0.0246148,0.0265637,0.0173888,0.0167351,0.0090385,0.0167574,0.0260006,0.0149194,0.0128423,0.00370373,0.0215803,0.00714194,0.017909,0.029129,0.0359759,0,0,0.00704979,0,0.0135788,0.00320202,0.071701,0.0291993,0.0369818,0.0156004,0.0367094,0.0197691,0.00939883,0.0364441,0.0198654,0.0130132,0.0135657,0.0243306,0.0159761,0.0192504,0.030863,0.00690911,0.00588178,0.00268342,0.0333348,0.0329752,0,0,0
14,0,0,0,0,0,0,0.0759432,0.020524,0,0,0,0.0218499,0.0123217,0.0129197,0.0178145,0,0,0.0160213,0,0.022725,0.00465389,0.031985,0.0155812,0.0134737,0.0218972,0.0332796,0.0389196,0.0261832,0.0308992,0.0246688,0.0266444,0.0174224,0.016761,0.00913324,0.0167481,0.0257258,0.0151039,0.0128579,0.00371568,0.0214824,0.00717804,0.0178821,0.0291869,0.0364025,0,0,0.00687555,0,0.0135085,0.00308932,0.0719171,0.0292078,0.036887,0.015523,0.0363753,0.0197904,0.00923125,0.0363272,0.0195554,0.0129388,0.0134906,0.0242443,0.0159081,0.0192034,0.0307356,0.00701506,0.00584703,0.0027377,0.0335296,0.0332237,0,0,0
15,0,0,0,0,0,0,0.0763827,0.0207955,0,0,0,0.0216184,0.0123275,0.0130072,0.0178089,0,0,0.0162088,0,0.022752,0.00477449,0.0320287,0.0156416,0.0133486,0.0218931,0.0330699,0.0388072,0.0262276,0.0309355,0.0246965,0.0267629,0.0174629,0.0167869,0.00923676,0.0167266,0.0255071,0.0152191,0.0128898,0.00375327,0.0213353,0.00720204,0.0179088,0.0292444,0.0368094,0,0,0.00666051,0,0.0134151,0.00292044,0.0721418,0.029269,0.0368361,0.0154784,0.0360872,0.01989,0.00909304,0.0362289,0.0193432,0.0128737,0.0134344,0.0241337,0.0158942,0.0191941,0.030623,0.00715921,0.00580642,0.0027809,0.0336553,0.0334918,0,0,0
16,0,0,0,0,0,0,0.0767133,0.0209517,0,0,0,0.0214706,0.0123636,0.0130962,0.0177915,0,0,0.0162141,0,0.0227426,0.00477654,0.0320683,0.0156753,0.013259,0.0218364,0.0329557,0.0388289,0.0262698,0.030943,0.024735,0.0268785,0.0175044,0.0168342,0.00935075,0.0166738,0.0253158,0.0151505,0.0128765,0.0038028,0.0212044,0.00721107,0.0179469,0.0292613,0.0371026,0,0,0.00650994,0,0.0133396,0.00282012,0.0723414,0.0293045,0.0368057,0.0154691,0.0358573,0.0199747,0.00897812,0.0361161,0.0191922,0.012863,0.013384,0.024032,0.0159458,0.0192021,0.0305168,0.00727315,0.00575359,0.00279443,0.0336858,0.0337265,0,0,0
17,0,0,0,0,0,0,0.0769388,0.0210293,0,0,0,0.0214073,0.012446,0.0131998,0.0177179,0,0,0.0160973,0,0.0226596,0.00473477,0.0320674,0.015575,0.0132128,0.0217683,0.0329576,0.0389545,0.0262894,0.0309332,0.0247576,0.0270152,0.0175843,0.0169472,0.00952091,0.016566,0.025161,0.0151413,0.0128297,0.00380405,0.0210692,0.00724139,0.0180147,0.0292235,0.037298,0,0,0.00635557,0,0.0132739,0.00270217,0.0723864,0.0293203,0.0367738,0.0154934,0.0357301,0.0201102,0.00889081,0.0359944,0.0190211,0.0128605,0.0133408,0.0239123,0.0160435,0.0192098,0.0303801,0.00741668,0.00574014,0.00279856,0.0336621,0.0338862,0,0,0
18,0,0,0,0,0,0,0.0771698,0.021081,0,0,0,0.0213443,0.0125433,0.0133332,0.0176065,0,0,0.0159348,0,0.0225364,0.00466375,0.0320463,0.0154589,0.0131848,0.0216994,0.0330737,0.0391004,0.0263367,0.0309366,0.0248023,0.0271964,0.0176867,0.0170591,0.00971611,0.0164336,0.0249281,0.01507,0.0127811,0.00387914,0.0209705,0.00729545,0.0180964,0.0291498,0.0375615,0,0,0.00621004,0,0.0131999,0.00257071,0.0724054,0.0294036,0.0367542,0.0155519,0.0357529,0.0203342,0.00884201,0.0358662,0.0189024,0.0128092,0.0133057,0.023802,0.0160436,0.0191995,0.0302539,0.00763372,0.00572845,0.00288183,0.0336252,0.0340655,0,0,0
19,0,0,0,0,0,0,0.0774238,0.021116,0,0,0,0.0213646,0.0125544,0.0134594,0.0175147,0,0,0.0158441,0,0.022526,0.00460579,0.0320373,0.0153966,0.0131305,0.0215949,0.0332707,0.0392569,0.0263888,0.0309768,0.0248669,0.0272491,0.0177466,0.0171416,0.00990348,0.0163346,0.0247049,0.0151006,0.0127794,0.00392525,0.0208242,0.0073671,0.0182332,0.0290587,0.0378625,0,0,0.00606863,0,0.0131014,0.00240978,0.0725217,0.0296475,0.0367959,0.0156147,0.035866,0.0206319,0.00880728,0.0357682,0.0188727,0.0125276,0.0133098,0.0236828,0.0160204,0.0192723,0.0301215,0.00793761,0.00576007,0.00296168,0.0335626,0.0342894,0,0,0
20,0,0,0,0,0,0,0.0775988,0.0210708,0,0,0,0.0215607,0.0126032,0.0135408,0.0174567,0,0,0.0156803,0,0.0225102,0.00455242,0.0320945,0.0155194,0.013034,0.0214086,0.0335581,0.0395255,0.0264537,0.0310164,0.0249572,0.0268566,0.0176204,0.017057,0.00983096,0.016321,0.0249518,0.0151914,0.012757,0.00396592,0.0206814,0.00745077,0.0183496,0.0289758,0.0381282,0,0,0.00594308,0,0.0129837,0.0021878,0.0726338,0.0298298,0.0368604,0.0157352,0.0359442,0.0209646,0.00881688,0.0356859,0.0189728,0.0121307,0.0133262,0.0235984,0.0160066,0.0193619,0.0300377,0.00828252,0.00574247,0.00298647,0.0334135,0.0344948,0,0,0
21,0,0,0,0,0,0,0.0777132,0.0209686,0,0,0,0.0216984,0.0126922,0.0136348,0.0173489,0,0,0.0154615,0,0.0224656,0.00449358,0.0321699,0.0155432,0.012993,0.0212563,0.0338567,0.0398667,0.0264912,0.0310363,0.0250117,0.0266636,0.0175377,0.0170259,0.00982207,0.0162531,0.0251367,0.0152075,0.0127242,0.00402392,0.0205757,0.00755465,0.0184818,0.0289078,0.0383174,0,0,0.00587348,0,0.0128981,0.00192306,0.0727244,0.029984,0.0368764,0.0158826,0.036043,0.0212992,0.00881111,0.0356216,0.0188807,0.0119908,0.0133619,0.0235086,0.0160921,0.0194556,0.0299413,0.00864718,0.00567912,0.00299372,0.0331848,0.0346541,0,0,0
22,0,0,0,0,0,0,0.0777821,0.0208244,0,0,0,0.021823,0.0127403,0.0137912,0.0172017,0,0,0.0151285,0,0.0224421,0.00437565,0.032167,0.0153401,0.0130305,0.0211889,0.0341467,0.0403169,0.0265624,0.031141,0.0250674,0.0268416,0.017673,0.0171874,0.0101102,0.0160621,0.0251454,0.0151709,0.0127171,0.00408299,0.0205105,0.0076301,0.0185358,0.0288771,0.0384958,0,0,0.00575939,0,0.0128405,0.00163166,0.0727832,0.0298591,0.0369677,0.0159824,0.0363384,0.0217389,0.00877391,0.0355536,0.0186291,0.0120143,0.0133864,0.0234596,0.0161234,0.0194587,0.0298643,0.00904247,0.0056609,0.00302089,0.0329409,0.0347663,0,0,0
23,0,0,0,0,0,0,0.0779327,0.0207516,0,0,0,0.0218685,0.0127883,0.0139357,0.0171232,0,0,0.0148279,0,0.0224457,0.00425479,0.0321266,0.0151757,0.0130301,0.0210798,0.0343379,0.040691,0.0266541,0.0312367,0.0251572,0.0270488,0.017796,0.0173335,0.0103835,0.0159453,0.025201,0.0151173,0.0126817,0.00417959,0.0204415,0.00771092,0.0185738,0.0288989,0.038749,0,0,0.0058161,0,0.0128535,0.00140401,0.0727893,0.0297434,0.0370394,0.016096,0.036517,0.0221111,0.00872091,0.0355324,0.0184617,0.0120506,0.0134351,0.0234231,0.0161291,0.0194487,0.0297483,0.0094264,0.00569691,0.00305938,0.0328108,0.0349308,0,0,0
24,0,0,0,0,0,0,0.0782437,0.0209143,0,0,0,0.0218508,0.0127317,0.0140327,0.0171462,0,0,0.0151226,0,0.0224792,0.0043532,0.0322186,0.0152486,0.0129404,0.0209121,0.0341593,0.0403505,0.0266503,0.0311524,0.0252008,0.0270007,0.0176928,0.017226,0.0103452,0.0159317,0.0251365,0.0151341,0.0126885,0.00412552,0.0203042,0.00768719,0.0185128,0.0289585,0.0389531,0,0,0.00579275,0,0.0129276,0.00136795,0.0728338,0.0295553,0.0369345,0.0161982,0.0362404,0.0221005,0.00870116,0.0354451,0.018397,0.0121238,0.0133593,0.0233483,0.0160239,0.0192891,0.0294201,0.00948848,0.00573328,0.0030554,0.0329741,0.0350986,0,0,0
25,0,0,0,0,0,0,0.0784746,0.0210371,0,0,0,0.0218118,0.012679,0.0141665,0.0171922,0,0,0.0153731,0,0.0224801,0.00442453,0.03228,0.0151238,0.0129258,0.0208231,0.0339857,0.0400976,0.0266467,0.031098,0.0252659,0.0271565,0.017763,0.017287,0.0105324,0.0158357,0.0249415,0.0151559,0.0127025,0.0041002,0.0201185,0.00764868,0.0184826,0.0290738,0.0391068,0,0,0.0057726,0,0.0129806,0.00132952,0.0729096,0.0294823,0.0368712,0.0162763,0.0359368,0.0221269,0.00868121,0.0353771,0.0183614,0.0121699,0.0132915,0.0232557,0.0159189,0.0191512,0.0290475,0.009552,0.00572937,0.00303296,0.0330804,0.0352515,0,0,0
26,0,0,0,0,0,0,0.078717,0.0211335,0,0,0,0.0218052,0.0126651,0.0142742,0.0172369,0,0,0.0155897,0,0.02249,0.00453394,0.0323286,0.0150576,0.0129129,0.0206547,0.0338858,0.0399333,0.0266487,0.0310331,0.025327,0.0272936,0.017755,0.0173022,0.0106525,0.0157731,0.0247777,0.0152688,0.0127197,0.00405736,0.0199237,0.00766003,0.01848,0.0291625,0.039297,0,0,0.0057492,0,0.0130381,0.00125806,0.0729695,0.0294731,0.036813,0.0163295,0.035639,0.022214,0.00869605,0.0352975,0.0184213,0.0122739,0.0132474,0.0231526,0.0158128,0.0190074,0.028633,0.00963034,0.00571006,0.0030363,0.0331321,0.0354087,0,0,0
27,0,0,0,0,0,0,0.0788864,0.021164,0,0,0,0.0217385,0.0126669,0.0144313,0.0172658,0,0,0.0157209,0,0.0224919,0.0046053,0.0323278,0.0148951,0.0129366,0.0206815,0.0338135,0.0399419,0.0266749,0.0310476,0.0253837,0.0275634,0.0178891,0.0174741,0.0109295,0.0156601,0.0246421,0.0153316,0.0127293,0.00406501,0.0196784,0.00765227,0.0184653,0.0292241,0.0394291,0,0,0.00576745,0,0.0130688,0.0012191,0.0730462,0.0292765,0.0367805,0.0162908,0.0355145,0.0222615,0.00879084,0.0352087,0.0183813,0.0123678,0.013229,0.0230764,0.0157354,0.0188834,0.0281504,0.00968778,0.00574169,0.00303825,0.0331267,0.0355322,0,0,0
28,0,0,0,0,0,0,0.0790134,0.0211647,0,0,0,0.0217271,0.0126283,0.014592,0.0172585,0,0,0.0157997,0,0.0224556,0.00463412,0.0323179,0.0147224,0.0129997,0.0207461,0.0337623,0.0400444,0.0266858,0.0310851,0.0254324,0.0277971,0.0180912,0.0177158,0.0112512,0.0155662,0.0245335,0.0153119,0.0127341,0.00409048,0.0194499,0.00766062,0.0184076,0.0292723,0.0395396,0,0,0.00580539,0,0.0130909,0.00120073,0.0731375,0.0288817,0.0367635,0.0160857,0.0355845,0.0223252,0.0089892,0.0351357,0.018288,0.0124596,0.0132012,0.023037,0.0156375,0.0187319,0.0276755,0.00977509,0.00577595,0.00303666,0.0330767,0.0356408,0,0,0
29,0,0,0,0,0,0,0.0791087,0.0211154,0,0,0,0.0217635,0.0126686,0.0146743,0.017224,0,0,0.0157676,0,0.0224043,0.00458207,0.0323218,0.0147685,0.0130864,0.0206739,0.0337838,0.0402276,0.0266819,0.0310844,0.0254602,0.0278094,0.018153,0.0177574,0.0113226,0.0155814,0.0244553,0.0153013,0.012719,0.00414777,0.019202,0.00770937,0.0183838,0.0293046,0.0396491,0,0,0.00588248,0,0.013111,0.00115417,0.0732106,0.0285971,0.0367459,0.0160647,0.0356347,0.0224211,0.00906536,0.035083,0.0181539,0.0125791,0.0131732,0.0229612,0.0155563,0.0185502,0.0271599,0.00988256,0.00578116,0.00303901,0.0329807,0.0357305,0,0,0
30,0,0,0,0,0,0,0.079137,0.0209926,0,0,0,0.0217196,0.0127442,0.0147937,0.0172073,0,0,0.0156746,0,0.0223429,0.00455644,0.0323355,0.014897,0.0132116,0.0206351,0.033864,0.0404515,0.0267152,0.0310809,0.0254366,0.0279761,0.0181997,0.0177998,0.0114263,0.0155678,0.0243502,0.0153363,0.0126889,0.00424031,0.0190458,0.00773566,0.0183519,0.0293042,0.0397134,0,0,0.005964,0,0.0131165,0.00109798,0.0732896,0.0283868,0.0367431,0.0162251,0.0356854,0.0225372,0.00902921,0.0350357,0.0179801,0.0127052,0.0131197,0.0228736,0.0154779,0.0183387,0.026716,0.00998085,0.00576366,0.0030426,0.0328174,0.0357912,0,0,0
31,0,0,0,0,0,0,0.0790629,0.0207746,0,0,0,0.0217075,0.0128086,0.0149326,0.0171102,0,0,0.0155247,0,0.0222746,0.00453734,0.0323171,0.0150202,0.0133431,0.0207193,0.0340318,0.0408201,0.0267804,0.0310569,0.0254123,0.0281516,0.0182224,0.0178537,0.0115179,0.0154947,0.0242504,0.0153728,0.0126533,0.00432244,0.0187957,0.00779291,0.0183736,0.0292573,0.0397031,0,0,0.00606001,0,0.0131278,0.00107381,0.0733666,0.028226,0.0367937,0.0163605,0.0358241,0.0226605,0.00903086,0.0349695,0.0179229,0.0128856,0.0130756,0.0227687,0.0153849,0.0181697,0.0262034,0.0100787,0.00573792,0.00311312,0.0325746,0.0357977,0,0,0
32,0,0,0,0,0,0,0.078879,0.0204378,0,0,0,0.0217955,0.0128823,0.0149807,0.0168834,0,0,0.0153281,0,0.0221824,0.00450509,0.0323344,0.0153547,0.013395,0.0206168,0.0343835,0.0413504,0.0267667,0.0309669,0.0253783,0.0279786,0.0179963,0.01767,0.0112495,0.0155107,0.0243916,0.0153856,0.0125999,0.00445017,0.0184991,0.00787548,0.0184061,0.0290743,0.0396384,0,0,0.00616142,0,0.0131003,0.00101004,0.073452,0.0280013,0.0368992,0.0164605,0.0360994,0.0228405,0.0091724,0.0348699,0.0180095,0.0131367,0.0130162,0.0226684,0.0152513,0.0179766,0.0255611,0.0102149,0.00570454,0.00315655,0.0322078,0.0357671,0,0,0
33,0,0,0,0,0,0,0.0788354,0.020149,0,0,0,0.0220213,0.0130173,0.0148653,0.0166706,0,0,0.0152939,0,0.0220696,0.00456631,0.0324151,0.0158702,0.0133725,0.0203018,0.0347689,0.0417565,0.0267489,0.0308559,0.0253652,0.0273803,0.0174873,0.0171585,0.0105993,0.0156686,0.0246669,0.015435,0.0125538,0.00463827,0.0182177,0.00794183,0.0186088,0.0288242,0.039656,0,0,0.00630508,0,0.013088,0.00096655,0.0734833,0.0280861,0.0369006,0.0167116,0.0363615,0.0230524,0.00928589,0.0348784,0.0181102,0.0133087,0.0130671,0.022564,0.015257,0.0179782,0.0249905,0.010392,0.00567698,0.00313939,0.0319218,0.03582,0,0,0
34,0,0,0,0,0,0,0.0786349,0.0197375,0,0,0,0.0220231,0.0132559,0.0148631,0.0163587,0,0,0.0152342,0,0.0219488,0.00468727,0.032449,0.0159862,0.0133659,0.020141,0.0353162,0.0422978,0.0267023,0.0307389,0.0253095,0.0270893,0.0173844,0.0170363,0.0104842,0.0156838,0.0245654,0.0155185,0.01253,0.0047853,0.0179665,0.00813433,0.0186416,0.0284724,0.0395958,0,0,0.00669615,0,0.013069,0.00103627,0.0735309,0.0279692,0.0369831,0.017013,0.0367494,0.0232121,0.00929384,0.0348134,0.0182044,0.0135458,0.0130595,0.0224252,0.0151907,0.0178441,0.0244012,0.0106357,0.00565644,0.0031751,0.0315379,0.0358018,0,0,0
35,0,0,0,0,0,0,0.0783617,0.0193216,0,0,0,0.021693,0.0135738,0.0148845,0.0160944,0,0,0.0152464,0,0.0218554,0.00486471,0.0324359,0.0157532,0.0133596,0.0201673,0.0357835,0.0428698,0.0266527,0.0306499,0.025278,0.0270183,0.0176184,0.0172371,0.0107644,0.0156434,0.02416,0.0156853,0.0124732,0.00498197,0.0177724,0.00838527,0.0186269,0.0282073,0.0394389,0,0,0.0073307,0,0.0131226,0.00129743,0.073558,0.0277176,0.0370599,0.0174484,0.0371055,0.0232478,0.00916073,0.0347527,0.0182598,0.013778,0.0130424,0.0223182,0.0151034,0.0176661,0.0238173,0.0109387,0.00565745,0.00323314,0.0311423,0.0357013,0,0,0
