Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72
9,0,0,0,0,0,0,0.0134799,0.0151516,0,0,0,0.0223373,0.0125614,0.0123853,0.00973869,0,0,0.00793214,0,0.0217007,0.00490492,0.0441627,0.0104315,0.0153817,0.00854754,0.00837389,0.026472,0.00905403,0.0119292,0.00624509,0.00927221,0.0152706,0.0148676,0.00935068,0.033235,0.0279607,0.00791937,0.0126321,0.00385966,0.0132384,0.0105502,0.00597882,0.018001,0.0196852,0,0,0.0207345,0,0.00914276,0.0119942,0.0478277,0.006663,0.0154927,0.0101961,0.00783189,0.0330082,0.00728598,0.0429504,0.0143441,0.00932541,0.00591748,0.019473,0.00401548,0.00507009,0.0132285,0.0191955,0.0017763,0.00240038,0.0186215,0.0145767,0,0,0
10,0,0,0,0,0,0,0.0141824,0.0149333,0,0,0,0.0223159,0.012555,0.012103,0.00925752,0,0,0.00810013,0,0.0216404,0.0049771,0.0442134,0.0102414,0.0154853,0.00887089,0.00870462,0.0260572,0.00895359,0.0118009,0.00612041,0.00914609,0.0147664,0.0143146,0.00909181,0.0330818,0.0281061,0.00789999,0.0126097,0.00384168,0.0132611,0.0106122,0.00618226,0.0177484,0.0196986,0,0,0.0207759,0,0.00917422,0.011956,0.0476175,0.00614917,0.0155699,0.00982498,0.00819864,0.0329579,0.00756507,0.0434741,0.0142523,0.00947514,0.00622641,0.0197958,0.00426972,0.00530481,0.0131581,0.0191911,0.00183578,0.0025244,0.0186727,0.0145936,0,0,0
11,0,0,0,0,0,0,0.0147485,0.014834,0,0,0,0.0221391,0.0125553,0.0119411,0.0090747,0,0,0.00825881,0,0.0216696,0.00499278,0.0443326,0.0100913,0.0156202,0.00918545,0.00906009,0.0258394,0.00891779,0.0117141,0.00604923,0.00905629,0.0146077,0.0139033,0.00899957,0.0330874,0.0283994,0.00787628,0.0125818,0.00384852,0.0134181,0.0106865,0.00627903,0.0177437,0.0197657,0,0,0.0208032,0,0.00925369,0.01194,0.0474771,0.00557639,0.0156986,0.00935294,0.0085705,0.0330767,0.0071296,0.0443643,0.0140176,0.00952588,0.00649657,0.0202049,0.00450206,0.00555302,0.0131113,0.0192162,0.00191319,0.0026038,0.0189023,0.0145973,0,0,0
12,0,0,0,0,0,0,0.0152965,0.0145957,0,0,0,0.0224057,0.0125853,0.0118235,0.00863436,0,0,0.00854164,0,0.0216642,0.00506343,0.0445198,0.0101459,0.0156542,0.00969107,0.00960148,0.0256098,0.00895632,0.0118219,0.00603442,0.00902014,0.0146581,0.0140184,0.00900112,0.0331016,0.0291011,0.00789452,0.0125706,0.00376702,0.0134864,0.0107769,0.00642942,0.017236,0.0197172,0,0,0.0207156,0,0.00932705,0.0118296,0.0475427,0.00578941,0.0156985,0.00944163,0.009102,0.0330407,0.00706545,0.044453,0.0142163,0.00962607,0.00662246,0.0202612,0.00459018,0.00567657,0.0131887,0.0190459,0.00214914,0.00281103,0.0189695,0.0145647,0,0,0
13,0,0,0,0,0,0,0.015731,0.0144491,0,0,0,0.0228613,0.0125838,0.0118811,0.00834326,0,0,0.00869705,0,0.0217289,0.00514332,0.0445872,0.0102856,0.0157574,0.0100217,0.0101159,0.0255878,0.00895089,0.0118525,0.00606427,0.00903192,0.0150213,0.014444,0.00920527,0.0332923,0.0295026,0.00807528,0.0125464,0.00376183,0.0136392,0.0108639,0.00683166,0.016891,0.0196928,0,0,0.0205574,0,0.00941399,0.0116505,0.0478714,0.00693391,0.015678,0.0102875,0.00960397,0.0331089,0.00740643,0.0436726,0.0149214,0.00988799,0.00635652,0.0198791,0.00420093,0.00537244,0.0131978,0.0187263,0.00248365,0.00307952,0.0191721,0.014569,0,0,0
14,0,0,0,0,0,0,0.016297,0.0142894,0,0,0,0.0233511,0.0125927,0.0119436,0.00774464,0,0,0.00902124,0,0.021769,0.00538705,0.0447111,0.0105091,0.0157441,0.0103634,0.0110212,0.0253853,0.0090179,0.0120584,0.00611783,0.00910236,0.0153268,0.014795,0.00927177,0.03342,0.0300233,0.00818626,0.0125912,0.00389067,0.0137815,0.0108329,0.00699789,0.0162478,0.0197335,0,0,0.0201811,0,0.0093357,0.0113374,0.0480283,0.00746292,0.0156015,0.0108899,0.0104683,0.0329117,0.00767815,0.0433467,0.0154113,0.0101573,0.00631834,0.0197132,0.00408397,0.00523623,0.0129995,0.0183154,0.00214677,0.00259098,0.019225,0.0146439,0,0,0
15,0,0,0,0,0,0,0.0169391,0.0141332,0,0,0,0.023661,0.0126211,0.0120311,0.00747385,0,0,0.00919486,0,0.0218143,0.00551357,0.0447879,0.0107175,0.0158868,0.0104861,0.0119286,0.02532,0.00905418,0.0122117,0.00617479,0.00922787,0.0154724,0.0149813,0.00930114,0.0335322,0.0304722,0.00815026,0.0126378,0.00411944,0.0137026,0.0108528,0.00704048,0.0159611,0.0198591,0,0,0.0200723,0,0.00935714,0.0111257,0.0479959,0.00760464,0.0156826,0.0112426,0.0112936,0.0328647,0.00770915,0.0434554,0.0156577,0.0103554,0.00636648,0.0197091,0.00405336,0.00517428,0.0128576,0.0180094,0.00219524,0.00281841,0.0194187,0.0147709,0,0,0
16,0,0,0,0,0,0,0.017729,0.0140006,0,0,0,0.023914,0.0126541,0.0120588,0.00719736,0,0,0.00919706,0,0.0217945,0.00553566,0.0449028,0.0108974,0.016019,0.0106154,0.0129234,0.0249974,0.00905847,0.012292,0.00622539,0.00931023,0.0155026,0.0148949,0.00929204,0.0335627,0.0309192,0.00803905,0.0126401,0.00382008,0.0136415,0.0108691,0.00709009,0.0156189,0.0201226,0,0,0.020102,0,0.00938932,0.0111378,0.0478986,0.00762052,0.0157811,0.01152,0.012197,0.0328173,0.00774508,0.0436298,0.015929,0.0105827,0.00652741,0.0197859,0.00405481,0.00524007,0.0127411,0.0178448,0.00217198,0.00294248,0.019601,0.0150097,0,0,0
17,0,0,0,0,0,0,0.0185501,0.013828,0,0,0,0.0242039,0.0126588,0.0120071,0.00683046,0,0,0.00935865,0,0.0216988,0.00564546,0.0449539,0.011028,0.0160854,0.0107885,0.0139448,0.0246099,0.00901938,0.0122546,0.00626795,0.00931522,0.015494,0.0146234,0.00925397,0.0335035,0.0314028,0.0080106,0.0125815,0.00392482,0.0135697,0.0109135,0.0071637,0.0152279,0.0203419,0,0,0.0200257,0,0.00941658,0.0111126,0.0478279,0.007577,0.0159045,0.0117716,0.0130911,0.0326792,0.00781984,0.0437589,0.0161942,0.010836,0.00678918,0.0198907,0.00411029,0.00541636,0.0126321,0.0176262,0.00214781,0.00288381,0.0197555,0.0152627,0,0,0
18,0,0,0,0,0,0,0.0191267,0.0138711,0,0,0,0.0243251,0.0126766,0.0120603,0.00696458,0,0,0.00967322,0,0.0216504,0.00587764,0.0448337,0.0110687,0.0163666,0.0106455,0.0145202,0.0247376,0.00880691,0.0119071,0.00618361,0.00921524,0.0154958,0.0145383,0.00931412,0.0335567,0.0316356,0.00817769,0.0125278,0.00471438,0.0135579,0.0109741,0.00738193,0.015536,0.0204284,0,0,0.0197262,0,0.00943979,0.0109579,0.0478039,0.00787712,0.0163433,0.0119986,0.0135293,0.0327082,0.0077356,0.0438812,0.0163952,0.0109693,0.00688548,0.0199051,0.00397634,0.00548825,0.012563,0.0173343,0.0022244,0.00270883,0.0202415,0.0153478,0,0,0
19,0,0,0,0,0,0,0.0201005,0.0137113,0,0,0,0.0245706,0.0127132,0.0119442,0.00673333,0,0,0.00977237,0,0.0216131,0.00597735,0.0446893,0.0110754,0.0164712,0.0107672,0.015385,0.024372,0.00864156,0.0117364,0.00604288,0.00908164,0.0154515,0.0145409,0.00929091,0.0335252,0.0321159,0.00801095,0.0124592,0.00469714,0.0135269,0.011042,0.0075335,0.0153328,0.0207637,0,0,0.0194195,0,0.00950007,0.0107664,0.0477852,0.00826592,0.0166341,0.0120951,0.014274,0.032474,0.00772523,0.0439612,0.0165767,0.0111146,0.00706715,0.0198704,0.00402172,0.00559164,0.0124045,0.0171189,0.00243587,0.00272168,0.0204029,0.0157561,0,0,0
20,0,0,0,0,0,0,0.0211603,0.0135743,0,0,0,0.024741,0.0127962,0.0118043,0.00662392,0,0,0.00958377,0,0.0216367,0.00592384,0.04445,0.0110875,0.0166618,0.0108599,0.0161228,0.024108,0.00845849,0.0115735,0.00579707,0.00900478,0.0153988,0.0145842,0.00925384,0.0334971,0.0325487,0.00785986,0.0124147,0.00386771,0.0134214,0.0111107,0.00778029,0.0152672,0.0213133,0,0,0.0192041,0,0.0095693,0.0105594,0.0478215,0.00851548,0.0169942,0.0119988,0.0148851,0.032313,0.00762747,0.043963,0.0166223,0.0111532,0.00712415,0.0197167,0.00408395,0.00558717,0.0120633,0.0170167,0.00253357,0.0028209,0.0205953,0.0163106,0,0,0
21,0,0,0,0,0,0,0.0221006,0.0135058,0,0,0,0.0248843,0.0128206,0.0115843,0.00655988,0,0,0.00973656,0,0.0216913,0.00603598,0.044442,0.0110542,0.0168547,0.0110478,0.0169358,0.023935,0.00832681,0.0115397,0.00566755,0.00894654,0.0152308,0.0145142,0.0091548,0.0334402,0.0327813,0.00792027,0.0124305,0.00348866,0.0132571,0.0111512,0.00802092,0.0149638,0.0217652,0,0,0.0188482,0,0.00961989,0.0102825,0.0478775,0.00846428,0.0172297,0.011922,0.0155974,0.0321311,0.00757557,0.0439722,0.0166768,0.011212,0.00715645,0.0196484,0.00412417,0.00551792,0.0117393,0.0167695,0.00263974,0.00290054,0.020768,0.0167425,0,0,0
22,0,0,0,0,0,0,0.0230759,0.0134316,0,0,0,0.0252008,0.0128088,0.0112113,0.0061556,0,0,0.0103926,0,0.0216394,0.0064347,0.044649,0.0109259,0.0166738,0.0116347,0.0183632,0.023357,0.00836957,0.0117982,0.00570753,0.00887204,0.0149368,0.0142545,0.00900844,0.033283,0.0331236,0.00793042,0.0124234,0.00368648,0.0127926,0.0111833,0.00809002,0.0137246,0.0221743,0,0,0.018617,0,0.00974668,0.0101412,0.0479654,0.00847776,0.0169978,0.0119991,0.0169339,0.0318483,0.00775082,0.0440144,0.0168898,0.0114549,0.00725893,0.0196448,0.00422954,0.00552809,0.0115336,0.0165122,0.00286995,0.0031826,0.0205433,0.0172049,0,0,0
23,0,0,0,0,0,0,0.0236678,0.0134952,0,0,0,0.0252784,0.0128373,0.0110003,0.00621388,0,0,0.0109487,0,0.0215788,0.00679238,0.0446715,0.0108753,0.0167387,0.0119061,0.0191524,0.0234593,0.00828941,0.0117852,0.00565452,0.00885494,0.0148258,0.0142021,0.00897785,0.0332285,0.0331373,0.00823417,0.0124374,0.00436183,0.0125439,0.0112189,0.00798309,0.0133178,0.0223036,0,0,0.0180143,0,0.00979431,0.00978389,0.0480471,0.00855496,0.0170218,0.0120888,0.0176435,0.031693,0.00778803,0.044048,0.0170079,0.0115808,0.00719153,0.019577,0.00414962,0.00541007,0.0111126,0.0159611,0.00307413,0.00339067,0.0206761,0.0173965,0,0,0
24,0,0,0,0,0,0,0.02421,0.0135773,0,0,0,0.0253387,0.0128724,0.0108766,0.00647201,0,0,0.0111542,0,0.0215582,0.006972,0.0445965,0.0108957,0.0168928,0.012071,0.0198416,0.0235867,0.00824236,0.0118328,0.00560126,0.00884939,0.0149332,0.014208,0.00900557,0.0332585,0.0331732,0.0084239,0.0124058,0.00439183,0.0122983,0.0112385,0.00781572,0.0130999,0.0224578,0,0,0.0175194,0,0.00985454,0.0094928,0.0480077,0.00863554,0.0170989,0.012242,0.018284,0.0317381,0.00784075,0.0441279,0.0171296,0.0117105,0.0070848,0.0195172,0.00400766,0.00524765,0.0105794,0.015534,0.00315643,0.0035947,0.0208918,0.0175984,0,0,0
25,0,0,0,0,0,0,0.0249162,0.0135618,0,0,0,0.0255224,0.0129171,0.0108131,0.00685189,0,0,0.0110411,0,0.0215503,0.0069208,0.0446701,0.0111348,0.0170878,0.0123455,0.0205892,0.02351,0.00831634,0.0119919,0.00566212,0.00883546,0.0150979,0.0142038,0.00903262,0.0333062,0.0335402,0.008407,0.0123545,0.00402882,0.0119432,0.0112811,0.00776286,0.0128123,0.0227483,0,0,0.017065,0,0.00992889,0.00919082,0.0478933,0.00859125,0.0171996,0.0124137,0.019005,0.0317988,0.00792361,0.0442201,0.0173263,0.0119046,0.00707068,0.019512,0.00393799,0.00513732,0.0100284,0.0151908,0.00328667,0.00375828,0.021023,0.0179881,0,0,0
26,0,0,0,0,0,0,0.0257362,0.0136058,0,0,0,0.0258695,0.0129831,0.0108268,0.00720198,0,0,0.0107912,0,0.0215479,0.00675597,0.0447897,0.0115074,0.0172901,0.012607,0.0214634,0.023357,0.00841902,0.012105,0.00579264,0.00885271,0.0153358,0.0145065,0.00915477,0.0334291,0.03406,0.00841266,0.012301,0.00468655,0.0115013,0.0113566,0.00779631,0.0125593,0.0231663,0,0,0.016605,0,0.0100409,0.00889639,0.047886,0.00844427,0.017285,0.0125394,0.0198343,0.0319309,0.00805932,0.0442773,0.0176544,0.0121282,0.00706127,0.0195336,0.00384224,0.00507714,0.00948665,0.0149082,0.00343621,0.00379045,0.0212474,0.0185272,0,0,0
27,0,0,0,0,0,0,0.0267286,0.0136008,0,0,0,0.0263844,0.0130377,0.0108191,0.00749588,0,0,0.0103403,0,0.021545,0.00652222,0.0448768,0.0120145,0.0174183,0.0128583,0.0223955,0.023046,0.00849062,0.0119971,0.00587444,0.00880985,0.0156175,0.0149202,0.00930093,0.0335826,0.0347524,0.00838528,0.0121836,0.00487274,0.0110805,0.0114376,0.00783497,0.012279,0.0237055,0,0,0.0161344,0,0.0101763,0.00855426,0.0479296,0.00838111,0.0173392,0.0126322,0.0207171,0.0319266,0.00822182,0.0442905,0.018072,0.0123713,0.00710227,0.0195581,0.00376078,0.00509792,0.0089813,0.0146059,0.0035826,0.00391735,0.0215317,0.0192263,0,0,0
28,0,0,0,0,0,0,0.0276364,0.0137024,0,0,0,0.0268754,0.0130818,0.0108328,0.00778249,0,0,0.00967277,0,0.0215803,0.00618757,0.0449186,0.0124022,0.0176186,0.0129634,0.0232405,0.0228939,0.00852876,0.0115516,0.00587024,0.0087404,0.0158361,0.0152993,0.00949673,0.0337664,0.035179,0.00831261,0.0120841,0.00433099,0.0108387,0.0114663,0.00796003,0.0121782,0.0242139,0,0,0.0156149,0,0.0102617,0.00814791,0.0479689,0.00850638,0.0174953,0.0127936,0.0215401,0.0318718,0.0083417,0.0443224,0.0182201,0.0126033,0.00716522,0.0195643,0.00368729,0.00513468,0.00861365,0.0143204,0.00373878,0.00411618,0.022062,0.0198503,0,0,0
29,0,0,0,0,0,0,0.0286847,0.0138102,0,0,0,0.0272697,0.0131326,0.0108085,0.00803992,0,0,0.00892164,0,0.0216008,0.00580267,0.0449891,0.0126173,0.017802,0.0130606,0.0241026,0.0227593,0.00854921,0.0113054,0.00582689,0.00868569,0.0159918,0.0155162,0.00962453,0.0338323,0.0355378,0.00821272,0.0120084,0.00411825,0.0107063,0.0114389,0.00808626,0.0120659,0.0247104,0,0,0.015115,0,0.0103088,0.00773946,0.0480067,0.00874873,0.0176821,0.0130233,0.0223494,0.0316674,0.00848,0.0444503,0.0181919,0.0128255,0.00738551,0.0195953,0.00374236,0.00525017,0.00843837,0.0140735,0.0039769,0.00419793,0.0226872,0.0204273,0,0,0
30,0,0,0,0,0,0,0.0295291,0.0140763,0,0,0,0.0275252,0.0131456,0.0107558,0.00829486,0,0,0.00810126,0,0.0216539,0.00535839,0.0450903,0.012646,0.0179764,0.0131887,0.0249155,0.0228197,0.00853819,0.0111834,0.00580801,0.0086747,0.0160374,0.0155276,0.00963263,0.0338175,0.03577,0.00827427,0.0119938,0.00489175,0.0106491,0.0114262,0.00823827,0.0119995,0.0252047,0,0,0.0148442,0,0.0103675,0.0075056,0.0480479,0.00897124,0.0178739,0.0132566,0.0231157,0.0315087,0.00858734,0.0445932,0.0181012,0.0130532,0.00762638,0.019628,0.00382194,0.00535936,0.00833782,0.0140469,0.00412686,0.00416947,0.0234228,0.020916,0,0,0
31,0,0,0,0,0,0,0.0301422,0.014361,0,0,0,0.0276679,0.013131,0.0106888,0.0085273,0,0,0.00717963,0,0.0217993,0.00483078,0.0451945,0.0126718,0.0180936,0.0133929,0.0255637,0.0229388,0.00827952,0.0111374,0.00581839,0.00869349,0.01602,0.0154966,0.00956933,0.0337928,0.0359611,0.00822372,0.0120137,0.00544451,0.0105816,0.0114352,0.00836659,0.0119292,0.0256384,0,0,0.0147377,0,0.0104608,0.00740122,0.048079,0.00915345,0.0180382,0.0133607,0.0237181,0.0313748,0.00865149,0.0445147,0.018083,0.0132132,0.00771405,0.0196644,0.00384056,0.00543401,0.00822178,0.0141285,0.00413961,0.00415853,0.0241327,0.0213684,0,0,0
32,0,0,0,0,0,0,0.0305837,0.0146116,0,0,0,0.0277985,0.0131461,0.0106409,0.00875254,0,0,0.00613585,0,0.0219555,0.00424452,0.0452755,0.0127414,0.0181501,0.0135599,0.0260892,0.022965,0.00809698,0.011191,0.0058923,0.00871947,0.0160324,0.0155292,0.00953824,0.0337975,0.0361666,0.00796052,0.0120294,0.00551875,0.0105186,0.0113938,0.00849118,0.0118793,0.0259996,0,0,0.0147225,0,0.0105093,0.00734921,0.0481276,0.00918765,0.018205,0.0134198,0.0241957,0.0312121,0.00868014,0.044479,0.018365,0.0132696,0.00777991,0.0197057,0.00385384,0.00554011,0.00812387,0.0142253,0.00412584,0.00413887,0.0246879,0.0217653,0,0,0
33,0,0,0,0,0,0,0.031025,0.0148122,0,0,0,0.0279288,0.0131783,0.0106141,0.00900946,0,0,0.00509581,0,0.0220364,0.00374362,0.0453431,0.0129027,0.0182294,0.0137415,0.026534,0.0228666,0.00813311,0.0112732,0.00601322,0.00875451,0.016184,0.0156728,0.00961119,0.0338506,0.0363747,0.00755743,0.0119718,0.00521071,0.0105078,0.0113447,0.00869246,0.0118163,0.0263325,0,0,0.0147344,0,0.0105394,0.00734122,0.0481719,0.00936851,0.0183318,0.0135315,0.0246196,0.0310549,0.0087369,0.0445866,0.0185963,0.0133325,0.00793848,0.019723,0.00384363,0.00569405,0.0081229,0.0142652,0.00414056,0.00403564,0.025053,0.0221308,0,0,0
34,0,0,0,0,0,0,0.0313929,0.0150484,0,0,0,0.0280147,0.0132096,0.0106058,0.00926898,0,0,0.00437056,0,0.0220758,0.00341996,0.045404,0.0131097,0.0183575,0.0139329,0.0268817,0.0227186,0.00827681,0.0113392,0.00610439,0.00877639,0.016357,0.0158147,0.00972149,0.033934,0.0365419,0.00698585,0.0119021,0.00487291,0.0105333,0.0113343,0.00898902,0.01173,0.0265517,0,0,0.0147726,0,0.0105597,0.00736422,0.0481595,0.00960765,0.0183668,0.0136986,0.0250448,0.031027,0.00883589,0.0445383,0.0187629,0.0134317,0.00803808,0.0196964,0.00379206,0.00584377,0.00822006,0.0142963,0.00412733,0.00382262,0.0252693,0.0223805,0,0,0
