Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63
14,0.0474252,0.0530937,0.0440265,0,0.0159577,0.0545748,0,0,0.0156894,0,0,0.0500154,0.0342164,0.0313737,0.00817854,0.021097,0.0336345,0.0323615,0.036152,0.051188,0.0704894,0.0589382,0.0729078,0.0719506,0.0710529,0.0680064,0.0115259,0.0447871,0.0117815,0.0129115,0.0324756,0,0.0113407,0.0624947,0.0200963,0,0,0.0168914,0,0,0.0397679,0.0550573,0.0217532,0.019416,0.0262439,0.0275045,0.0169507,0.066443,0.092715,0.0687142,0.0306087,0.0576859,0.0433954,0.0425148,0.0609327,0.0162463,0.0175499,0.00837842,0.00976141,0.0278959,0.0190211,0,0,0
15,0.0475852,0.0532978,0.043903,0,0.0150022,0.0539715,0,0,0.0156929,0,0,0.0500928,0.0343124,0.0309633,0.00851189,0.0182599,0.0338631,0.0324412,0.0357273,0.0519261,0.0702381,0.0581243,0.0725287,0.0719078,0.0706362,0.0674586,0.0117216,0.0447084,0.0117079,0.0130878,0.0321426,0,0.0107807,0.0627375,0.0200766,0,0,0.0168462,0,0,0.039773,0.0548917,0.0224982,0.0195578,0.0261541,0.0272627,0.0169257,0.0663055,0.0927255,0.0687563,0.0301079,0.0574539,0.0430474,0.0421543,0.0605353,0.0169498,0.0174887,0.00829737,0.00982934,0.0279478,0.0189989,0,0,0
16,0.0482179,0.0535597,0.0434174,0,0.0141958,0.0533022,0,0,0.0157134,0,0,0.0501974,0.0343986,0.0307851,0.00888327,0.0154387,0.0339623,0.0325271,0.0351183,0.0526316,0.070035,0.0570577,0.0720571,0.0716195,0.0701033,0.0668972,0.0123865,0.0445419,0.0115841,0.0132934,0.0316191,0,0.0102163,0.063085,0.0201614,0,0,0.0168127,0,0,0.0398171,0.0546351,0.023347,0.0197332,0.0260765,0.0270348,0.016947,0.0661693,0.0926935,0.0687682,0.029599,0.0571963,0.0426444,0.0416848,0.0601005,0.0179272,0.0174816,0.00837598,0.00980216,0.0280933,0.0188763,0,0,0
17,0.048661,0.0537836,0.0428364,0,0.0135764,0.0526656,0,0,0.0157739,0,0,0.0503234,0.0344698,0.0308156,0.00925242,0.0130906,0.0340534,0.0326974,0.0344056,0.053082,0.0699956,0.0559844,0.0715794,0.0711171,0.0695995,0.0663553,0.0131957,0.0444085,0.0115643,0.0134722,0.0310208,0,0.00964698,0.0633447,0.0202485,0,0,0.0168292,0,0,0.0398735,0.0542906,0.0242607,0.0199497,0.0260322,0.026718,0.0170012,0.0659659,0.0926229,0.0687296,0.0291233,0.0569196,0.0421964,0.0412246,0.0596293,0.0190606,0.0175078,0.00842843,0.00978451,0.0282333,0.0187963,0,0,0
18,0.0481376,0.0538578,0.0423277,0,0.0129029,0.052124,0,0,0.0158045,0,0,0.0504149,0.0345161,0.0307217,0.00957585,0.0112186,0.0342357,0.0330381,0.0339044,0.0534536,0.0698827,0.0551287,0.0710137,0.0706028,0.0691246,0.0657507,0.0137818,0.0443481,0.0115927,0.0135616,0.030513,0,0.00898698,0.0634061,0.0201812,0,0,0.0169009,0,0,0.040011,0.0539194,0.0252785,0.0202616,0.0258414,0.0263687,0.0170085,0.0657582,0.0925484,0.0686719,0.0287353,0.0566191,0.0417243,0.04076,0.0591324,0.0202529,0.0174307,0.00846334,0.00982698,0.0282425,0.0188724,0,0,0
19,0.0487793,0.0541062,0.0418013,0,0.0121164,0.0517091,0,0,0.0159869,0,0,0.0505102,0.0346051,0.0303701,0.00979479,0.00962974,0.0345036,0.0333074,0.033786,0.0538734,0.0699364,0.0545951,0.070582,0.0703164,0.0686734,0.0653943,0.0141795,0.0441648,0.011529,0.0136403,0.0300176,0,0.00824034,0.0632086,0.0201819,0,0,0.0168579,0,0,0.0400093,0.0535109,0.0264374,0.0207044,0.0255226,0.0263363,0.0170646,0.0656364,0.0924485,0.0686112,0.0284592,0.0562426,0.0411893,0.0402526,0.0585462,0.0215872,0.0174794,0.00847791,0.00982875,0.0284721,0.0188057,0,0,0
20,0.0491032,0.0542618,0.0414975,0,0.011496,0.0514806,0,0,0.016177,0,0,0.0506199,0.0346305,0.0295157,0.00983399,0.00855689,0.0348742,0.0337449,0.0338456,0.0540317,0.0700042,0.0543672,0.0705773,0.0705602,0.0683475,0.0652705,0.0144653,0.044005,0.0114717,0.0137468,0.0293672,0,0.00750578,0.0629365,0.0200008,0,0,0.0167752,0,0,0.0399316,0.0532797,0.0276379,0.0212048,0.0252979,0.0263499,0.017065,0.065623,0.0923635,0.0684919,0.0282224,0.0557315,0.0405868,0.0397002,0.0578762,0.0232633,0.017608,0.00844016,0.00976935,0.0286228,0.0188738,0,0,0
21,0.0490415,0.0542805,0.0417813,0,0.011079,0.0513294,0,0,0.0163168,0,0,0.0507337,0.0344971,0.0286543,0.00964902,0.00795786,0.0352509,0.0343746,0.0336571,0.0537719,0.0697186,0.0540388,0.0709046,0.0712336,0.0681177,0.0650763,0.0143537,0.0438826,0.0114699,0.0138635,0.0285518,0,0.00678254,0.0625812,0.0195829,0,0,0.016638,0,0,0.0398372,0.0532088,0.0289881,0.0217594,0.0251661,0.0263909,0.01702,0.065767,0.0923128,0.0682746,0.027986,0.0553303,0.0400232,0.0391548,0.0572935,0.0252565,0.0178811,0.00838983,0.00970971,0.0285983,0.0191398,0,0,0
22,0.0487955,0.0541458,0.0419081,0,0.0106223,0.0511441,0,0,0.0164395,0,0,0.0508844,0.0342259,0.0286751,0.00954931,0.00836623,0.0354844,0.0350459,0.0331215,0.0531258,0.0689971,0.053373,0.070974,0.0715079,0.0676567,0.0644933,0.0145537,0.0437618,0.011449,0.0140725,0.0273762,0,0.00624853,0.0623014,0.0191338,0,0,0.0164924,0,0,0.0397999,0.0532749,0.030499,0.0223147,0.0251333,0.0265224,0.01699,0.0659639,0.0922599,0.0680415,0.0277219,0.0550666,0.0394826,0.0385167,0.0568308,0.0277197,0.018171,0.0084463,0.00957043,0.028429,0.019516,0,0,0
23,0.0478362,0.0538386,0.0412815,0,0.0104782,0.0507682,0,0,0.0166176,0,0,0.0510644,0.0338359,0.029613,0.00977111,0.00947999,0.0355315,0.0358301,0.0323194,0.0525661,0.0681445,0.0524337,0.0705098,0.0711489,0.0667406,0.0636653,0.0155654,0.0435763,0.0113763,0.0143378,0.0257323,0,0.00610954,0.0622931,0.0187934,0,0,0.0163509,0,0,0.0399249,0.0533335,0.0321553,0.0227067,0.0250726,0.0268028,0.0168759,0.0661058,0.0921896,0.0678801,0.0273352,0.054801,0.0389082,0.037957,0.0564317,0.0307426,0.0182135,0.00850587,0.00958631,0.0281719,0.0199148,0,0,0
24,0.0461667,0.0534273,0.0402544,0,0.0107828,0.0500807,0,0,0.016832,0,0,0.0513082,0.0334259,0.0309728,0.0103132,0.0103731,0.0354419,0.0366697,0.0314132,0.0522713,0.0674872,0.051457,0.0696868,0.0703885,0.0656901,0.0627905,0.0174572,0.0432467,0.0113145,0.0146694,0.0239145,0,0.00630351,0.0627226,0.0185125,0,0,0.0162711,0,0,0.040297,0.053212,0.0339073,0.0228709,0.0248686,0.0272016,0.0167703,0.0661499,0.0921458,0.0678429,0.0268271,0.0544387,0.0382538,0.0373902,0.0560758,0.0343373,0.0178437,0.00851343,0.00995495,0.0278891,0.020291,0,0,0
25,0.0461591,0.053371,0.039476,0,0.0114788,0.0493036,0,0,0.0171696,0,0,0.0517667,0.0330849,0.0322276,0.0109363,0.0104929,0.0352847,0.0372484,0.0306331,0.0520667,0.0671216,0.0507063,0.0688395,0.0695861,0.06489,0.0622036,0.019388,0.0426449,0.0112509,0.0152294,0.0221064,0,0.00666318,0.0630875,0.0184838,0,0,0.0163663,0,0,0.0407041,0.0529937,0.035664,0.0227937,0.0246539,0.0276894,0.01673,0.066215,0.0921932,0.0678987,0.0262444,0.0539825,0.0375136,0.0367881,0.0557118,0.0382914,0.0172094,0.00850044,0.0103965,0.0278655,0.0202583,0,0,0
26,0.0476328,0.0535208,0.0393996,0,0.0119596,0.0485978,0,0,0.0177376,0,0,0.0522732,0.0328423,0.0333114,0.011442,0.0103137,0.0352668,0.0376777,0.0301206,0.0518196,0.0669541,0.0502182,0.0682106,0.0690087,0.0644335,0.0618603,0.0203665,0.0419329,0.011071,0.0158375,0.0205922,0,0.0071381,0.063255,0.0186092,0,0,0.0165107,0,0,0.0410583,0.0527792,0.0376652,0.0226189,0.024359,0.0282369,0.0167754,0.0662922,0.0922835,0.0680667,0.025745,0.0534418,0.0367816,0.0361686,0.055284,0.0424366,0.016511,0.00856446,0.0107787,0.0280185,0.0200031,0,0,0
27,0.0484148,0.0535419,0.0398034,0,0.0120258,0.0481689,0,0,0.0182771,0,0,0.0526835,0.0327517,0.0340149,0.0116081,0.0098608,0.0355049,0.0381376,0.0298515,0.0513535,0.0668704,0.0500208,0.0678005,0.0686119,0.0641991,0.0617577,0.0201652,0.0413466,0.0109867,0.0163089,0.0196459,0,0.00774697,0.0632884,0.0186402,0,0,0.0167816,0,0,0.0413938,0.0527552,0.0396462,0.022474,0.0240541,0.0286911,0.0168619,0.0664632,0.092437,0.0682955,0.025389,0.0528267,0.0360737,0.035582,0.0548294,0.0464494,0.0158023,0.00852575,0.0112865,0.0280474,0.0199277,0,0,0
28,0.0485553,0.0534792,0.0400749,0,0.0116692,0.0478991,0,0,0.0187657,0,0,0.0529482,0.0326292,0.0342833,0.0118154,0.00936394,0.0359393,0.0385325,0.0296046,0.0508874,0.0668239,0.0500153,0.0675463,0.0683449,0.0639957,0.0616118,0.0194158,0.0408805,0.0109006,0.0166349,0.0190744,0,0.00842453,0.0631582,0.0185843,0,0,0.0170777,0,0,0.0416685,0.052934,0.0412662,0.0223648,0.0239136,0.0289149,0.016975,0.0668279,0.0927153,0.0686176,0.0251926,0.0522054,0.0354325,0.0350403,0.0543918,0.0502767,0.0151713,0.00847622,0.011758,0.0280082,0.0200193,0,0,0
29,0.0482337,0.0533608,0.0399179,0,0.0113026,0.047684,0,0,0.0192297,0,0,0.0530572,0.0324357,0.0341338,0.0118362,0.00904536,0.0364749,0.0389243,0.0293632,0.0503807,0.0668041,0.0500932,0.0673734,0.0682022,0.0638273,0.0611873,0.0186917,0.040576,0.0108031,0.0168449,0.0187726,0,0.0090488,0.0629324,0.0184398,0,0,0.0173754,0,0,0.0418854,0.0531736,0.042148,0.0222962,0.023996,0.0289389,0.0171576,0.0673033,0.0931274,0.0690951,0.0250034,0.0516041,0.0348725,0.0345886,0.0540299,0.0542083,0.0147524,0.00857773,0.0120094,0.0279472,0.0201975,0,0,0
30,0.0473878,0.0531924,0.0394756,0,0.0109492,0.0475734,0,0,0.0194606,0,0,0.0530485,0.0321378,0.0337219,0.0117262,0.00901852,0.0370454,0.0393124,0.0289703,0.049964,0.066813,0.0502003,0.0673262,0.0681748,0.0636259,0.0609257,0.0183407,0.0404947,0.0108225,0.0168851,0.0189678,0,0.00962274,0.0628395,0.018136,0,0,0.0176082,0,0,0.0420251,0.0533512,0.0421563,0.022314,0.0241761,0.02883,0.0173544,0.0676859,0.093651,0.0697625,0.0247754,0.0511374,0.0344206,0.0342466,0.0538335,0.0585027,0.0145496,0.00865686,0.0121805,0.0278318,0.020448,0,0,0
31,0.0463322,0.0530378,0.0389013,0,0.0106464,0.0475639,0,0,0.019481,0,0,0.0529511,0.0317015,0.0332506,0.0115761,0.00932176,0.0375131,0.0396273,0.0284695,0.0497102,0.0667158,0.0503251,0.0674029,0.0682566,0.0634514,0.0608759,0.0184885,0.0406144,0.0109167,0.0167872,0.0198495,0,0.0103544,0.0628271,0.0177406,0,0,0.0177243,0,0,0.0420785,0.0535009,0.0419267,0.0224569,0.0243178,0.0286886,0.0174983,0.0680261,0.094168,0.0705268,0.0243622,0.0509525,0.0341583,0.0341548,0.0539842,0.0635568,0.0145236,0.00865907,0.0123196,0.0276774,0.0207076,0,0,0
32,0.0467915,0.0532091,0.0383558,0,0.0104679,0.0476669,0,0,0.0195427,0,0,0.052879,0.0311904,0.0328972,0.0113385,0.00984898,0.0378063,0.039721,0.0279666,0.049319,0.066469,0.0503732,0.0675426,0.0683922,0.0635533,0.0607653,0.0187975,0.0407153,0.0109488,0.0166675,0.0213322,0,0.0113333,0.0628244,0.0176293,0,0,0.0176286,0,0,0.0419286,0.05368,0.0423982,0.0226196,0.0243385,0.028649,0.0175614,0.0681726,0.094597,0.0711896,0.0237261,0.0511433,0.0342161,0.0344773,0.0545463,0.0692746,0.0146797,0.00855678,0.0123589,0.0277615,0.0207387,0,0,0
33,0.0467882,0.0533229,0.037188,0,0.00990127,0.0489956,0,0,0.0202557,0,0,0.0522631,0.0296658,0.0328059,0.0100693,0.010626,0.036893,0.0389003,0.0269973,0.0491436,0.0660795,0.050003,0.067944,0.0687182,0.0640816,0.0610545,0.0201798,0.0409469,0.0115919,0.0161605,0.0161015,0,0.01941,0.0615156,0.0181356,0,0,0.0169703,0,0,0.0423946,0.0545447,0.0469719,0.0230216,0.0261662,0.0293047,0.018273,0.0688116,0.0963713,0.0726013,0.0208898,0.0510299,0.0343403,0.0354925,0.0557428,0.0632788,0.0149022,0.00800086,0.0120387,0.0281374,0.0200944,0,0,0
34,0.0465377,0.0533082,0.0372018,0,0.00977487,0.0491148,0,0,0.0202514,0,0,0.0521725,0.0292385,0.0328844,0.0100725,0.0112039,0.0368675,0.0386936,0.0267855,0.0491478,0.0659311,0.0500727,0.06805,0.0687606,0.0644777,0.0613116,0.0201833,0.0410907,0.0116185,0.0159603,0.0168409,0,0.0204086,0.0612433,0.0180914,0,0,0.0169542,0,0,0.0424265,0.0546163,0.0487724,0.0230876,0.0260708,0.0293867,0.0184637,0.0685797,0.096504,0.0733304,0.0202948,0.0513387,0.0346505,0.0358784,0.0563873,0.0661384,0.0150031,0.00797562,0.0120346,0.0282035,0.0201083,0,0,0
35,0.0459264,0.0532832,0.037551,0,0.00961227,0.0492131,0,0,0.0201194,0,0,0.0521289,0.0290428,0.0330073,0.0100495,0.0115117,0.0366693,0.0387651,0.0267667,0.0492285,0.065893,0.0503023,0.0681938,0.0687817,0.064895,0.0616693,0.0198777,0.0412625,0.0116639,0.0158238,0.017422,0,0.0209967,0.0610573,0.0180157,0,0,0.0169704,0,0,0.0424723,0.0546902,0.0502689,0.0229934,0.0258405,0.0295405,0.0186238,0.0683054,0.0964868,0.0738743,0.0197567,0.0516766,0.0348167,0.036118,0.0570575,0.0679261,0.0150232,0.0079879,0.0120236,0.0281798,0.0201709,0,0,0
36,0.0455789,0.053275,0.0381206,0,0.00949586,0.0494118,0,0,0.0200396,0,0,0.0521185,0.0289921,0.0330611,0.00985984,0.0114677,0.0364301,0.0387743,0.0268513,0.0492461,0.0659681,0.0506706,0.0683615,0.0688223,0.0651601,0.0620208,0.0191779,0.0413884,0.0117383,0.0157136,0.0177234,0,0.0212487,0.0608032,0.0180179,0,0,0.0169794,0,0,0.0425174,0.0547426,0.0511494,0.0227489,0.0255661,0.029746,0.0187678,0.0681415,0.0964301,0.0741737,0.0193933,0.052101,0.0346873,0.0362537,0.0578225,0.0688779,0.015035,0.008075,0.0119023,0.0281233,0.0201444,0,0,0
37,0.0458984,0.0533516,0.0386474,0,0.00974878,0.0497729,0,0,0.0199899,0,0,0.052146,0.0289438,0.0329681,0.00982853,0.0108905,0.0362118,0.0387701,0.026917,0.0491115,0.0660532,0.0510933,0.068518,0.0688681,0.0652434,0.0622206,0.0182777,0.0414079,0.0117748,0.0156291,0.0177841,0,0.0212565,0.0605232,0.0181575,0,0,0.0170045,0,0,0.0425259,0.0546029,0.0514363,0.0224093,0.0253964,0.0299948,0.0188516,0.0680621,0.0963735,0.0742981,0.0192278,0.0525289,0.0343661,0.0363009,0.0585596,0.0691227,0.0150578,0.00813417,0.0118409,0.0280884,0.0200249,0,0,0
38,0.0462267,0.0534866,0.0391815,0,0.0101527,0.05014,0,0,0.0199699,0,0,0.0521799,0.0290402,0.0328275,0.00953556,0.010241,0.0360597,0.0388094,0.0269757,0.0487849,0.0661109,0.0514989,0.0685171,0.0688555,0.0652733,0.0622194,0.0172852,0.0413602,0.0117699,0.0155543,0.0177169,0,0.0211469,0.0602442,0.0183708,0,0,0.0170323,0,0,0.0425507,0.0542255,0.0512873,0.0220317,0.0253584,0.0301511,0.0188518,0.0680111,0.0962886,0.0742809,0.0192906,0.0528889,0.0341151,0.0363797,0.0591634,0.0690278,0.0150606,0.00798708,0.0119691,0.0280721,0.0199048,0,0,0
