Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63
9,0.0483532,0.0520761,0.0306357,0,0.0343264,0.0533893,0,0,0.0167844,0,0,0.0528922,0.0278551,0.0656634,0.0127087,0.0121472,0.0327623,0.0354713,0.0289039,0.0456556,0.0672602,0.0507867,0.0519671,0.0495274,0.0550352,0.0548296,0.0668975,0.0420187,0.0107753,0.0146671,0.0440085,0,0.00978594,0.0575285,0.0221353,0,0,0.022292,0,0,0.0418903,0.048671,0.0234001,0.0217159,0.0223949,0.0366291,0.0198976,0.041486,0.0221839,0.0533435,0.0607453,0.0682748,0.0523188,0.0469394,0.0670957,0.00782634,0.01044,0.00892132,0.0129242,0.0285425,0.0167341,0,0,0
10,0.0488904,0.0522305,0.0308335,0,0.0340708,0.0530865,0,0,0.0163762,0,0,0.0526149,0.0277727,0.0662442,0.0125062,0.0124965,0.0330565,0.0351648,0.0287078,0.0462728,0.0673457,0.0505959,0.0528543,0.0503785,0.0560179,0.0561127,0.0679791,0.042394,0.0107684,0.0144076,0.043873,0,0.00999941,0.0579209,0.0222262,0,0,0.0221408,0,0,0.0416714,0.0484044,0.0232252,0.0216121,0.0221682,0.036162,0.0199486,0.0418974,0.0219087,0.0534002,0.061153,0.0680911,0.0523277,0.0470173,0.0670385,0.00796845,0.0106983,0.00888609,0.0126337,0.0287896,0.0164878,0,0,0
11,0.0489557,0.0522382,0.0310755,0,0.0337884,0.0529183,0,0,0.0160983,0,0,0.0523242,0.0276381,0.0664178,0.0125168,0.0130907,0.0334465,0.0348888,0.0284702,0.0469731,0.0675178,0.0503098,0.0537442,0.0512416,0.0570352,0.0572334,0.0690074,0.0427597,0.0107543,0.0142298,0.0435635,0,0.0102329,0.0581894,0.0224023,0,0,0.0219454,0,0,0.0414703,0.0481965,0.0230732,0.021503,0.0221305,0.0357415,0.0200061,0.0423275,0.0216039,0.0533783,0.0615238,0.0679282,0.0523842,0.0469771,0.0668162,0.00823583,0.0109409,0.00894525,0.0124252,0.0288761,0.0164499,0,0,0
12,0.0486415,0.0520483,0.031207,0,0.0335172,0.0528748,0,0,0.0159476,0,0,0.0520456,0.0273334,0.0664405,0.012311,0.0137606,0.0338196,0.0344624,0.0282139,0.047769,0.0678379,0.0500452,0.0545933,0.0521256,0.0580434,0.0582659,0.0699049,0.0430576,0.0109094,0.0139427,0.0432349,0,0.0103451,0.0581434,0.0226187,0,0,0.0217156,0,0,0.041353,0.0481378,0.0231532,0.0216781,0.0222691,0.0354449,0.0201605,0.0426958,0.0214075,0.0533104,0.0618041,0.0677797,0.0523719,0.0468903,0.0665917,0.00849843,0.0111488,0.00916756,0.0121644,0.0289403,0.016578,0,0,0
13,0.0484569,0.0521485,0.031371,0,0.0327137,0.0525628,0,0,0.0153716,0,0,0.052041,0.0274256,0.0658978,0.0120824,0.014221,0.0342345,0.034297,0.0281489,0.0484466,0.0681321,0.0500047,0.0556037,0.0531163,0.0588461,0.0590331,0.0704195,0.0433787,0.0109539,0.0138126,0.0428544,0,0.0105063,0.0584574,0.0223845,0,0,0.0213882,0,0,0.0413304,0.0477802,0.023074,0.0217396,0.0219705,0.0349089,0.0199815,0.0429769,0.0214273,0.0534393,0.0621633,0.0674633,0.0523005,0.0468479,0.0665526,0.00865417,0.01132,0.00881964,0.01227,0.029088,0.0166079,0,0,0
14,0.0484836,0.0523646,0.0313287,0,0.0318827,0.052327,0,0,0.0152802,0,0,0.0518505,0.0274289,0.0652732,0.012012,0.0148411,0.0344159,0.0341622,0.0280488,0.0491719,0.0683492,0.0498956,0.0566348,0.0540573,0.0595554,0.0597314,0.0703181,0.0436998,0.0110486,0.0136103,0.0424483,0,0.0104182,0.0588024,0.0222251,0,0,0.0212466,0,0,0.041269,0.0476086,0.023189,0.021795,0.0216086,0.034612,0.0200732,0.043296,0.0213368,0.0534773,0.0625284,0.0672111,0.0522218,0.0468179,0.0664324,0.0088068,0.0115344,0.00890399,0.0122436,0.029224,0.0165342,0,0,0
15,0.0483738,0.0524022,0.0311632,0,0.0302151,0.0518482,0,0,0.0154947,0,0,0.0516404,0.0266824,0.0632153,0.013505,0.022378,0.0340474,0.0337537,0.0272188,0.0537637,0.0702772,0.0490175,0.0579748,0.0544083,0.0596156,0.059942,0.0639647,0.0438142,0.0111102,0.01349,0.0422547,0,0.0102007,0.0592342,0.0221187,0,0,0.0210885,0,0,0.0414626,0.0471915,0.0234388,0.0215499,0.0213347,0.035029,0.0205133,0.0436766,0.021335,0.0535024,0.0629939,0.0669973,0.0520594,0.0467966,0.0663976,0.00887785,0.0114136,0.00897306,0.0124289,0.0292223,0.0166147,0,0,0
16,0.0488829,0.0525537,0.0310291,0,0.0299274,0.0521095,0,0,0.0150306,0,0,0.0515295,0.0271684,0.063031,0.0114511,0.0154557,0.0344829,0.0335747,0.0281313,0.0505578,0.0689842,0.0498453,0.0586151,0.0560371,0.060711,0.0606932,0.0687395,0.0441796,0.010918,0.0133557,0.0422788,0,0.0102469,0.0592168,0.0224178,0,0,0.0210312,0,0,0.0409749,0.0473977,0.0234379,0.0218881,0.0212497,0.0339931,0.0200298,0.04375,0.0211035,0.0535412,0.0631185,0.0668009,0.0518335,0.0466775,0.0662201,0.00882376,0.0119947,0.00886411,0.0118506,0.0293627,0.0164934,0,0,0
17,0.0486541,0.0526286,0.0311702,0,0.0280025,0.0516418,0,0,0.0152142,0,0,0.0513458,0.0262929,0.0604848,0.0129651,0.0229129,0.0341658,0.0329531,0.0276277,0.0554818,0.0711601,0.0492077,0.0595647,0.0564221,0.0605973,0.0604701,0.0601996,0.0442856,0.0110173,0.0133036,0.0424154,0,0.0100786,0.0593798,0.0220022,0,0,0.0209366,0,0,0.0412435,0.046975,0.0237823,0.0217338,0.0209723,0.0343957,0.0204519,0.0440136,0.02105,0.0537391,0.0635214,0.0666492,0.0517817,0.046722,0.0662467,0.00874758,0.0118139,0.009026,0.0120942,0.0292326,0.0166006,0,0,0
18,0.0489173,0.0528563,0.0305451,0,0.0271642,0.0521691,0,0,0.0148348,0,0,0.0511989,0.0269496,0.0597553,0.0106535,0.01554,0.0347252,0.032604,0.0286319,0.051938,0.0698301,0.0504048,0.0603515,0.0582381,0.0620971,0.0614906,0.0649198,0.0446762,0.0110937,0.0130579,0.042576,0,0.00997575,0.0591821,0.0220789,0,0,0.0208452,0,0,0.0407154,0.0473951,0.023876,0.022253,0.0208118,0.0332566,0.0201178,0.0441594,0.0205533,0.0536332,0.0636539,0.0665095,0.0516675,0.0465783,0.0661518,0.00865764,0.0125763,0.00893484,0.0116067,0.0292811,0.0163875,0,0,0
19,0.0484789,0.0527105,0.0315152,0,0.0230223,0.0524281,0,0,0.0158857,0,0,0.0501689,0.0258862,0.0576037,0.0128385,0.0194409,0.033314,0.0315866,0.0271469,0.0550922,0.0700969,0.0492014,0.0612844,0.0593545,0.0620287,0.0609318,0.0606501,0.0451843,0.01181,0.0126222,0.0469168,0,0.0108857,0.0589089,0.0225621,0,0,0.0200596,0,0,0.0414847,0.0478416,0.0226322,0.0231865,0.0213816,0.034938,0.02132,0.0435302,0.0219027,0.0546194,0.0638049,0.0655288,0.051968,0.0464383,0.0654238,0.00965639,0.0122975,0.00885102,0.012001,0.0292788,0.0157703,0,0,0
20,0.0483383,0.052816,0.0314959,0,0.022109,0.0525999,0,0,0.0157663,0,0,0.0499378,0.0259578,0.0561719,0.0123184,0.0193371,0.0333788,0.0311982,0.0277559,0.0561142,0.0704913,0.049691,0.0620516,0.0602526,0.0625398,0.0611758,0.0559399,0.0454706,0.0118993,0.0123892,0.0473658,0,0.010609,0.0588073,0.0225108,0,0,0.020089,0,0,0.0414661,0.0481667,0.0227798,0.0234304,0.0214089,0.034594,0.0213376,0.0436991,0.0216981,0.0544874,0.0639018,0.0654056,0.0519041,0.0463913,0.0654345,0.00985101,0.0124352,0.00888363,0.0120491,0.0291661,0.015831,0,0,0
21,0.048517,0.0532357,0.0306098,0,0.0227909,0.0527585,0,0,0.0145015,0,0,0.0504842,0.0270183,0.0541518,0.00931516,0.0152038,0.0349039,0.031278,0.030188,0.0542258,0.0708197,0.0517669,0.0628651,0.0613088,0.0637548,0.0620927,0.0550463,0.0455856,0.0114509,0.01235,0.0434691,0,0.00902491,0.0589374,0.0219756,0,0,0.0206293,0,0,0.0406415,0.0485628,0.0246032,0.0231717,0.0204501,0.0323405,0.0202544,0.0448664,0.0197407,0.0531451,0.0641984,0.0662436,0.051334,0.0463638,0.0662302,0.00813986,0.0130476,0.00882851,0.0117304,0.0289835,0.0164629,0,0,0
22,0.0484737,0.0532346,0.0304711,0,0.0195279,0.0534954,0,0,0.0152186,0,0,0.0494745,0.0262685,0.0521167,0.00960316,0.0121,0.0340046,0.0303132,0.0298801,0.0526587,0.0696093,0.0518363,0.0641114,0.0633002,0.0647092,0.0625785,0.0574128,0.0462902,0.0123124,0.0118768,0.0484629,0,0.0100555,0.05833,0.0226141,0,0,0.0196673,0,0,0.0410467,0.0494417,0.0233664,0.0243813,0.0210967,0.033167,0.0208674,0.0440865,0.0212574,0.0540725,0.0642206,0.0653737,0.0517834,0.0462016,0.0654031,0.0106205,0.0131557,0.00871856,0.0117108,0.0289861,0.0158399,0,0,0
23,0.0485082,0.0532246,0.0308193,0,0.0184686,0.0537324,0,0,0.0149822,0,0,0.0492885,0.0261519,0.0498863,0.00929498,0.012496,0.0339801,0.0298072,0.0305336,0.0534912,0.0700388,0.0524709,0.0647562,0.0640492,0.0651008,0.0627409,0.0516238,0.0465345,0.0123324,0.0117314,0.0492773,0,0.00980161,0.0583011,0.0225241,0,0,0.019517,0,0,0.0409314,0.049814,0.0235677,0.0249427,0.0210277,0.0327958,0.0208539,0.0444214,0.0207748,0.0538763,0.0645156,0.0652241,0.0517872,0.0461702,0.065295,0.0113411,0.0133109,0.00869186,0.0115444,0.0289256,0.0159697,0,0,0
24,0.0484269,0.0532122,0.0318848,0,0.0174538,0.0540115,0,0,0.0148016,0,0,0.0490639,0.026067,0.0475464,0.00886953,0.0126896,0.033889,0.0292847,0.0311993,0.054324,0.070375,0.0530613,0.065422,0.0647938,0.0654561,0.0629074,0.0456291,0.0469078,0.0123716,0.0114925,0.0500361,0,0.00956253,0.0581985,0.0224504,0,0,0.0193437,0,0,0.0408085,0.0502966,0.0238006,0.0255386,0.0210766,0.0325202,0.0208929,0.04483,0.0202894,0.0536273,0.06477,0.0649785,0.051733,0.046129,0.0652563,0.0120674,0.013458,0.00866175,0.0114371,0.0289262,0.0160728,0,0,0
25,0.0484028,0.0531954,0.0336051,0,0.0164907,0.054303,0,0,0.0146175,0,0,0.0489008,0.0259755,0.0450561,0.00850281,0.0130113,0.0337579,0.0289256,0.031901,0.0548627,0.0707506,0.0536491,0.0661112,0.0655367,0.0657811,0.0630848,0.039515,0.0472585,0.0124815,0.0112525,0.050885,0,0.0093311,0.0580695,0.0223791,0,0,0.0191877,0,0,0.0406578,0.0509186,0.0240208,0.0262466,0.0209995,0.0322332,0.0208899,0.0452972,0.0198664,0.0533279,0.0650212,0.0647585,0.0517218,0.0460124,0.0651901,0.0128592,0.0136314,0.00860975,0.0113526,0.0289972,0.0161377,0,0,0
26,0.0483061,0.0533728,0.0358,0,0.015664,0.0546332,0,0,0.0144689,0,0,0.0487022,0.0258666,0.0426381,0.00812746,0.0135562,0.033596,0.0287685,0.0325347,0.0552277,0.0711277,0.0542823,0.0668186,0.0663355,0.0661769,0.0633567,0.0333664,0.0476383,0.0125226,0.0110486,0.0516821,0,0.00906717,0.0579151,0.0222619,0,0,0.0190198,0,0,0.0405274,0.0515786,0.0242537,0.0269715,0.0210027,0.0319162,0.0208574,0.0457667,0.0194849,0.0530611,0.0652476,0.0646018,0.0517457,0.0458506,0.0649965,0.0136668,0.0138011,0.0085542,0.0112788,0.0290629,0.0161783,0,0,0
27,0.0483819,0.0535504,0.0382669,0,0.0149197,0.0550306,0,0,0.0143573,0,0,0.0484301,0.0257127,0.0404583,0.00773367,0.0144811,0.0334101,0.028404,0.0330852,0.0553277,0.071462,0.0550081,0.0675135,0.0670813,0.0666308,0.0637332,0.0274686,0.0479973,0.0124592,0.0108711,0.0524562,0,0.00873627,0.0577124,0.0221652,0,0,0.0188434,0,0,0.0403428,0.052257,0.0244944,0.0276963,0.020781,0.0315954,0.0208133,0.0462165,0.0191068,0.0527865,0.0654204,0.0644879,0.0517362,0.0456936,0.0647336,0.0144652,0.0140304,0.00860246,0.0110213,0.029096,0.0161874,0,0,0
28,0.048347,0.0536308,0.040091,0,0.0143307,0.0555723,0,0,0.0144812,0,0,0.0481114,0.0253284,0.0382721,0.00763502,0.0165525,0.0332537,0.0281249,0.0336106,0.0551031,0.0718529,0.0559174,0.0681798,0.0676193,0.0671073,0.0641536,0.0226051,0.0483141,0.0124505,0.0104661,0.0536792,0,0.00837153,0.0574192,0.0220646,0,0,0.0190177,0,0,0.0400305,0.0532457,0.02478,0.0288199,0.0209144,0.0312671,0.0208317,0.0467544,0.0186509,0.0524333,0.0656119,0.0643284,0.0516996,0.0455333,0.0645206,0.0156274,0.0142547,0.00868884,0.0104488,0.0291309,0.0161732,0,0,0
29,0.0482564,0.0536647,0.0425511,0,0.0139868,0.056101,0,0,0.0143527,0,0,0.0478545,0.025275,0.0367179,0.00703695,0.017939,0.0331395,0.0278152,0.0340651,0.0547771,0.0720439,0.0564278,0.0688429,0.0681682,0.0675606,0.064569,0.0181567,0.0486855,0.0124223,0.0102892,0.0542432,0,0.00810865,0.056991,0.0218991,0,0,0.0187493,0,0,0.0399947,0.0539425,0.0249387,0.0293672,0.0215136,0.0309667,0.0207852,0.0470931,0.0181544,0.0520826,0.0656445,0.0642258,0.0516054,0.0454345,0.0644973,0.0161649,0.0145274,0.00868278,0.0104211,0.0291056,0.0161598,0,0,0
30,0.0481206,0.0538018,0.0438628,0,0.0138096,0.0566486,0,0,0.0142151,0,0,0.0476525,0.0251491,0.0352028,0.00679849,0.0203431,0.0330751,0.0275551,0.0345235,0.0541629,0.0721973,0.0569493,0.0693668,0.0685037,0.0679693,0.0649721,0.015372,0.0490513,0.0124526,0.0101262,0.0550244,0,0.00771976,0.0566306,0.0217396,0,0,0.0185396,0,0,0.039874,0.0548382,0.0251872,0.0301686,0.0218873,0.030827,0.0207302,0.0475206,0.0176746,0.0517389,0.0657222,0.0640795,0.0514605,0.0452171,0.0643039,0.0170048,0.0148438,0.0086392,0.0103458,0.0290589,0.0161838,0,0,0
31,0.0480047,0.0538833,0.0435535,0,0.0139989,0.0571596,0,0,0.0141276,0,0,0.0475075,0.0250039,0.0338315,0.00701371,0.0238692,0.0330499,0.0272946,0.0349989,0.0533165,0.0724048,0.0575014,0.0698188,0.0684884,0.0682092,0.0652649,0.0147247,0.0493494,0.0125002,0.00999602,0.0559202,0,0.00727682,0.0563797,0.0215341,0,0,0.0181315,0,0,0.039821,0.0558901,0.0256031,0.0311636,0.0221229,0.0309386,0.0205766,0.0480266,0.017198,0.0514277,0.0658783,0.0638683,0.051258,0.0448924,0.0638449,0.0180313,0.0151541,0.00838862,0.0105542,0.0290068,0.0162159,0,0,0
32,0.0478756,0.0538951,0.0431636,0,0.0144949,0.0575439,0,0,0.0141703,0,0,0.0473274,0.0250336,0.0330483,0.00719132,0.0264155,0.0330683,0.0271001,0.0353824,0.0527985,0.0725553,0.0578862,0.0703003,0.0684629,0.0684243,0.0655521,0.01461,0.0495814,0.012521,0.00981371,0.0564902,0,0.00687346,0.0561621,0.0213507,0,0,0.0180268,0,0,0.039761,0.0567439,0.0260986,0.0318921,0.0223525,0.0308496,0.0205047,0.0484578,0.0167499,0.0511569,0.0659864,0.0636581,0.051012,0.0446057,0.0634166,0.018685,0.0152795,0.008308,0.0105818,0.0289612,0.0161615,0,0,0
33,0.0477639,0.0538253,0.0428671,0,0.0151454,0.0578093,0,0,0.0140622,0,0,0.047295,0.0250195,0.0328282,0.0073749,0.0276811,0.0331564,0.0269675,0.0357124,0.0526612,0.0726746,0.0581483,0.0706486,0.0684431,0.068656,0.0659067,0.0147115,0.0497137,0.0124375,0.00987141,0.0568627,0,0.00642282,0.0559577,0.0212922,0,0,0.0181168,0,0,0.0396834,0.0575025,0.0266431,0.0324769,0.0224348,0.0306138,0.0205094,0.0488344,0.0163568,0.0509504,0.0660387,0.0633992,0.0507187,0.0442908,0.0630665,0.0191807,0.0152881,0.00844601,0.0102999,0.0289021,0.0159832,0,0,0
34,0.0476293,0.0537529,0.0423199,0,0.0156449,0.0579682,0,0,0.0140781,0,0,0.0472727,0.0249447,0.0329789,0.00762082,0.0277501,0.0333718,0.0268768,0.0359522,0.0527928,0.0727514,0.0583854,0.0707852,0.0684504,0.0688457,0.0661753,0.0153096,0.0497518,0.0123751,0.00990946,0.0569147,0,0.00590758,0.0558412,0.0213642,0,0,0.018088,0,0,0.0397109,0.0581606,0.0271367,0.0329058,0.0225898,0.0302584,0.0204444,0.0491707,0.0159128,0.0508078,0.066076,0.0630391,0.0503039,0.0439204,0.0626971,0.0194704,0.0152142,0.00852805,0.0102787,0.0288766,0.0160095,0,0,0
35,0.0474667,0.0537269,0.041376,0,0.0156957,0.0578416,0,0,0.0140631,0,0,0.047332,0.0248727,0.0332176,0.00804544,0.0272822,0.0337402,0.0270778,0.0360417,0.0533593,0.0728239,0.0584935,0.0708095,0.0685904,0.068946,0.0662337,0.0166831,0.0496452,0.0123214,0.0100181,0.0566503,0,0.00529689,0.0560218,0.0212224,0,0,0.0180727,0,0,0.0397231,0.0586701,0.0277211,0.0333222,0.0228824,0.0298682,0.0203298,0.0494259,0.0154406,0.0507333,0.0661177,0.062581,0.0497459,0.0434463,0.062165,0.0195959,0.015186,0.00854677,0.0102564,0.0288734,0.016204,0,0,0
36,0.0473204,0.0537492,0.0412327,0,0.0149708,0.057278,0,0,0.0145774,0,0,0.0472803,0.0249721,0.0334923,0.00837358,0.0251805,0.0343138,0.0275988,0.0359068,0.0545699,0.0727942,0.0582185,0.0708358,0.0690906,0.0690781,0.0662032,0.0174098,0.0493801,0.0123504,0.00969978,0.0559681,0,0.00465827,0.0565751,0.0208917,0,0,0.0180484,0,0,0.0397504,0.0587932,0.0285986,0.0336749,0.0230934,0.0294505,0.0201223,0.0494301,0.0151067,0.0507107,0.0659796,0.0621578,0.0491548,0.0429411,0.0615701,0.019384,0.0152283,0.00836776,0.0103649,0.0288347,0.0165201,0,0,0
37,0.0472766,0.0536439,0.0395077,0,0.0140796,0.0564567,0,0,0.0145329,0,0,0.0475086,0.0251612,0.0334021,0.00878415,0.0232885,0.0348652,0.0280428,0.0355192,0.055615,0.0727452,0.0575758,0.0706577,0.069349,0.0689838,0.0659892,0.0197563,0.0490525,0.0122055,0.0100268,0.0551058,0,0.00402828,0.0573526,0.0207962,0,0,0.0181065,0,0,0.039771,0.0587829,0.0294339,0.0340361,0.0233082,0.0291343,0.0199403,0.0494879,0.0147595,0.0508279,0.0659141,0.0616629,0.048418,0.0424038,0.0609477,0.0189364,0.0152168,0.00848166,0.0102428,0.028645,0.0167258,0,0,0
38,0.047227,0.0535487,0.0375975,0,0.0130006,0.0553872,0,0,0.0145626,0,0,0.0477056,0.0253233,0.0330098,0.00905503,0.0203381,0.0353522,0.0284244,0.0348972,0.0567763,0.0726521,0.056505,0.0701976,0.069311,0.0684969,0.0654702,0.022606,0.048709,0.012124,0.0102895,0.0539723,0,0.00343126,0.0582818,0.0207689,0,0,0.0179372,0,0,0.0398291,0.0585438,0.0303187,0.0343422,0.0235248,0.028911,0.0196845,0.0494221,0.0145594,0.050952,0.0657281,0.0611989,0.047605,0.0418007,0.0603347,0.0183761,0.0152202,0.00845232,0.0103189,0.0284086,0.0169007,0,0,0
