Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63
10,0.0459737,0.0563796,0.0453908,0,0.0134193,0.0555459,0,0,0.0179404,0,0,0.0514606,0.034163,0.0288717,0.0129655,0.0172588,0.0317523,0.029462,0.0327199,0.0462752,0.0646867,0.0557241,0.0775795,0.0767077,0.074661,0.071981,0.0105556,0.0431944,0.0108596,0.0141467,0.0510582,0,0.0170785,0.0594411,0.0272933,0,0,0.0170474,0,0,0.037022,0.052366,0.0206278,0.0135471,0.0289483,0.0331523,0.0239316,0.0660187,0.0900903,0.0666759,0.0292986,0.0588504,0.0447445,0.0446189,0.0634218,0.0156138,0.0207443,0.00829392,0.00789322,0.0320044,0.0137262,0,0,0
11,0.0459445,0.0563696,0.0445323,0,0.0135911,0.0556274,0,0,0.0179578,0,0,0.0515073,0.0340028,0.0288955,0.0127934,0.0176196,0.031806,0.0296518,0.0327809,0.0466223,0.0647559,0.0560113,0.077578,0.0767818,0.0747379,0.0720348,0.0115534,0.0431427,0.0108259,0.0142025,0.0521498,0,0.0163978,0.059345,0.0272702,0,0,0.016979,0,0,0.0370117,0.0526122,0.0207711,0.0138865,0.0283733,0.033017,0.0238118,0.0658868,0.0905007,0.0669504,0.0295221,0.0587581,0.0446723,0.044369,0.0630656,0.0168344,0.0208151,0.00835702,0.00779654,0.0319004,0.0138792,0,0,0
12,0.0458491,0.0563917,0.043576,0,0.0134869,0.0555505,0,0,0.0180002,0,0,0.0515704,0.0340419,0.0292376,0.0128651,0.0172665,0.0319035,0.0299082,0.0326707,0.0471657,0.0647659,0.0561071,0.077539,0.0769342,0.0747552,0.0719957,0.0128966,0.0430348,0.0107882,0.0143112,0.0532356,0,0.0156414,0.0593638,0.0271229,0,0,0.016968,0,0,0.0370526,0.0527836,0.0210159,0.0141717,0.0279831,0.0328456,0.0236767,0.0657473,0.0907615,0.0671996,0.0296103,0.0585534,0.0445742,0.0440865,0.0626638,0.0180129,0.0208752,0.00841071,0.00777738,0.0317816,0.0140555,0,0,0
13,0.0456687,0.0564639,0.0425188,0,0.0131565,0.0553059,0,0,0.01809,0,0,0.0516542,0.0341838,0.0297897,0.0130738,0.0163146,0.0320644,0.0301144,0.0323712,0.0478042,0.064672,0.0558367,0.0774364,0.0769971,0.0746909,0.0718862,0.0144973,0.04293,0.0107583,0.0144513,0.0541119,0,0.0148133,0.0595346,0.0268455,0,0,0.0169787,0,0,0.0371043,0.0528284,0.0214356,0.0144474,0.0276193,0.0326549,0.0235543,0.065623,0.0909358,0.0673836,0.0295529,0.0582643,0.0444031,0.0437711,0.0622061,0.0191647,0.0209408,0.00846257,0.00779096,0.0316897,0.0142484,0,0,0
14,0.0455311,0.0565067,0.041264,0,0.0126749,0.0549572,0,0,0.0181865,0,0,0.051739,0.0343084,0.0302314,0.0134272,0.0147513,0.0322781,0.030329,0.0319135,0.0484946,0.064575,0.0551196,0.0771758,0.0769001,0.074526,0.0716303,0.016453,0.0428189,0.0107161,0.0145949,0.0548988,0,0.0139233,0.0598182,0.026715,0,0,0.0169089,0,0,0.037117,0.0527423,0.0219992,0.0146933,0.0271936,0.0324323,0.0234165,0.0655494,0.0911341,0.0675462,0.0294295,0.0579638,0.0441997,0.0434171,0.0617288,0.0202649,0.020972,0.00851914,0.00774959,0.0315895,0.014469,0,0,0
15,0.0454236,0.0565005,0.0397429,0,0.0120592,0.0545229,0,0,0.0182734,0,0,0.0518211,0.0344291,0.0304494,0.0138303,0.0126001,0.032513,0.030727,0.0313921,0.049184,0.0644797,0.0540278,0.0766595,0.0766039,0.0740997,0.0711157,0.0188738,0.0426998,0.010668,0.0147233,0.0555788,0,0.0129449,0.0601142,0.0267528,0,0,0.0167953,0,0,0.0371051,0.0525348,0.0226921,0.01488,0.026833,0.0321543,0.0232982,0.0655118,0.0913145,0.06771,0.0292881,0.0576685,0.0439641,0.0430369,0.0612513,0.0213014,0.0209851,0.00854133,0.00773911,0.0315109,0.0146935,0,0,0
16,0.0452316,0.0565377,0.0381253,0,0.0115401,0.0540585,0,0,0.0183952,0,0,0.0519373,0.034551,0.0309552,0.0143392,0.0102809,0.0326722,0.03116,0.0307959,0.0498273,0.0644048,0.0528865,0.0759851,0.0761412,0.073483,0.0705517,0.0218968,0.0425608,0.0106427,0.0148404,0.0560624,0,0.0118946,0.0603214,0.0267422,0,0,0.0166655,0,0,0.0370938,0.0522378,0.0235311,0.0150543,0.0265065,0.0319338,0.0232106,0.0654583,0.0914267,0.0677964,0.0290448,0.0573903,0.0436784,0.0426672,0.0607602,0.0222542,0.0209348,0.00850686,0.00783524,0.0314655,0.0149329,0,0,0
17,0.0449817,0.0566146,0.0365649,0,0.0112582,0.0536691,0,0,0.0185294,0,0,0.052102,0.0346235,0.0318202,0.0149423,0.00836366,0.0327453,0.0315873,0.0303433,0.0503545,0.0643025,0.0518473,0.0752652,0.0755466,0.0728988,0.070147,0.0252255,0.0424126,0.0106813,0.0149526,0.0564039,0,0.0107868,0.0603913,0.0266843,0,0,0.0166898,0,0,0.0371757,0.0519001,0.0245147,0.0152139,0.0261893,0.031892,0.0231364,0.0653941,0.0914954,0.0678135,0.0287011,0.0571271,0.043318,0.0422818,0.0602121,0.0231015,0.0208692,0.00849646,0.00792498,0.031418,0.0151805,0,0,0
18,0.044771,0.0567029,0.0349894,0,0.0111243,0.0534193,0,0,0.0186603,0,0,0.0522603,0.034661,0.0325318,0.01537,0.00703834,0.0327977,0.0320196,0.0302292,0.0508521,0.0643104,0.051013,0.0746108,0.0749096,0.0724968,0.0699322,0.0285313,0.0422681,0.0107445,0.0150586,0.0566579,0,0.00972634,0.0603004,0.0266183,0,0,0.0167127,0,0,0.0372502,0.0514797,0.0255314,0.0154524,0.0258834,0.0320258,0.02306,0.0653125,0.0915586,0.0677743,0.0282605,0.0568455,0.0429432,0.041841,0.0597383,0.0239126,0.0208502,0.00851768,0.00796821,0.0314122,0.0153867,0,0,0
19,0.044581,0.0568063,0.0334207,0,0.0108454,0.0533561,0,0,0.0187905,0,0,0.0523826,0.0348022,0.0327461,0.0155566,0.00609818,0.0329466,0.0324764,0.0304358,0.051299,0.0645249,0.0504114,0.0742981,0.0745893,0.0722618,0.0698796,0.0317718,0.042133,0.0107433,0.0151852,0.0566983,0,0.00880114,0.0600517,0.0264383,0,0,0.0168244,0,0,0.0372352,0.0509951,0.0266505,0.0158224,0.0256532,0.032221,0.0229261,0.0653194,0.0916278,0.0678029,0.0277759,0.0565297,0.0425644,0.0413695,0.0592316,0.0247986,0.0208807,0.00852968,0.00792293,0.0314167,0.0155708,0,0,0
20,0.044274,0.0569178,0.0323363,0,0.0104071,0.0534301,0,0,0.0189227,0,0,0.0524874,0.0348778,0.0322403,0.0156705,0.00544898,0.0332084,0.0330584,0.0306451,0.0515603,0.0647308,0.050001,0.0744722,0.0749155,0.0721215,0.0697688,0.0344268,0.0420113,0.0106926,0.0153529,0.0564326,0,0.00808738,0.0596295,0.0260474,0,0,0.0169011,0,0,0.037082,0.0507517,0.0278943,0.0163262,0.0255304,0.0323287,0.0227641,0.0654455,0.0916835,0.0677795,0.0275329,0.0562098,0.042145,0.040822,0.0586988,0.0254403,0.0210449,0.00849945,0.00784394,0.0313594,0.0158483,0,0,0
21,0.0438597,0.0568695,0.031848,0,0.00977154,0.0536434,0,0,0.0190534,0,0,0.0525991,0.0347069,0.0315084,0.0156742,0.00602425,0.033529,0.0336774,0.0305819,0.0512765,0.0646667,0.0496302,0.0749442,0.0755797,0.0719598,0.0694584,0.0360372,0.0419062,0.0106581,0.0155466,0.0556175,0,0.00765449,0.0589876,0.0256363,0,0,0.0169755,0,0,0.036896,0.0507348,0.0293204,0.016943,0.0254786,0.0323443,0.022636,0.065661,0.0917311,0.0676342,0.0275573,0.0559814,0.041678,0.0402577,0.0581577,0.0256261,0.0213362,0.00848771,0.00770759,0.0311284,0.0162496,0,0,0
22,0.0433645,0.0566318,0.0313744,0,0.0090493,0.0539519,0,0,0.0191881,0,0,0.0527597,0.0341301,0.031465,0.0155447,0.00785152,0.0338215,0.0344767,0.0301442,0.050455,0.0641423,0.0491393,0.0750793,0.0758192,0.0715224,0.0688884,0.0372471,0.0416881,0.0106065,0.0158214,0.0540771,0,0.00750172,0.0582314,0.0253206,0,0,0.0169888,0,0,0.0368341,0.0508235,0.0309563,0.0175249,0.0254936,0.0324695,0.0224991,0.0659047,0.091769,0.0674313,0.0274351,0.0558452,0.0411836,0.0397247,0.0576423,0.0252956,0.0215771,0.0085981,0.00753484,0.0308519,0.0166195,0,0,0
23,0.0429971,0.0563876,0.0303907,0,0.00864483,0.0541843,0,0,0.0195119,0,0,0.0531317,0.0331667,0.0324009,0.0155792,0.00973886,0.0339711,0.0353717,0.0293052,0.0495175,0.0634107,0.0484559,0.0744614,0.0753472,0.0705694,0.0679032,0.0389519,0.0412433,0.0105829,0.0162504,0.0517322,0,0.0075619,0.0574846,0.0252204,0,0,0.0169673,0,0,0.036978,0.0508601,0.0326741,0.0179674,0.0255239,0.0328605,0.0222645,0.0660854,0.0918031,0.0671958,0.0269149,0.055657,0.0405992,0.0391445,0.0571219,0.0243367,0.0215228,0.00863555,0.00756348,0.0306782,0.0169073,0,0,0
24,0.0429048,0.0562493,0.0291116,0,0.0088423,0.0541762,0,0,0.0201054,0,0,0.0536701,0.0321387,0.0338167,0.015854,0.0107373,0.0340963,0.0364597,0.0282768,0.048738,0.0628072,0.0475991,0.0733143,0.0743185,0.0693375,0.0668076,0.0416965,0.0405315,0.0104871,0.0168902,0.0485265,0,0.00759278,0.0569819,0.0252651,0,0,0.0169083,0,0,0.0372874,0.0507032,0.0344406,0.0181976,0.0255579,0.0334828,0.0219498,0.0661887,0.0918753,0.0669357,0.0264292,0.0552775,0.0397985,0.0383961,0.0565605,0.0228994,0.0210681,0.00852573,0.00785355,0.0305751,0.0171856,0,0,0
25,0.0430197,0.0561436,0.0282507,0,0.00947447,0.0539529,0,0,0.0209401,0,0,0.0543511,0.0312606,0.0353276,0.0162454,0.0106312,0.0343012,0.0374756,0.0273269,0.0480976,0.0623685,0.0466364,0.072229,0.0731965,0.068402,0.0660259,0.0448011,0.0396316,0.0102637,0.0177172,0.0445359,0,0.00765055,0.0567484,0.0253831,0,0,0.0168765,0,0,0.0376961,0.050424,0.0361134,0.0183006,0.0255769,0.0341844,0.0215934,0.0664036,0.0920522,0.0667679,0.0261135,0.0546746,0.0388222,0.0375136,0.0559307,0.021602,0.0203257,0.00831513,0.00834678,0.0303861,0.0174916,0,0,0
26,0.0431042,0.0559764,0.0279827,0,0.0100945,0.0535975,0,0,0.0219239,0,0,0.0550194,0.0305895,0.036495,0.0165308,0.00999871,0.0345898,0.0384337,0.0266356,0.0474649,0.0620915,0.0459044,0.0715023,0.0723174,0.0678567,0.0656503,0.0471902,0.0386061,0.010057,0.0185323,0.0402012,0,0.00797506,0.0566744,0.0254894,0,0,0.0169082,0,0,0.0381102,0.0502203,0.0377719,0.0183446,0.0254068,0.0348608,0.021262,0.06674,0.0922353,0.066717,0.0259321,0.0539426,0.0377956,0.0365775,0.0552434,0.02133,0.019462,0.00813202,0.00888047,0.0300495,0.0178406,0,0,0
27,0.0430586,0.0557663,0.0280475,0,0.0103982,0.0532703,0,0,0.0230186,0,0,0.0556105,0.030061,0.0370741,0.0165692,0.00916574,0.0349766,0.0393928,0.0260293,0.0468878,0.0620337,0.0455755,0.0710649,0.071788,0.0675396,0.0654335,0.0480414,0.0375685,0.0101179,0.0191712,0.0357083,0,0.00857098,0.0566492,0.0255637,0,0,0.0170412,0,0,0.038497,0.0502961,0.0395357,0.0184174,0.024968,0.0354483,0.0209825,0.0671511,0.0924436,0.0667043,0.0255787,0.0531486,0.0368015,0.0356597,0.0545836,0.0223054,0.0186581,0.00804615,0.0093847,0.0296059,0.018358,0,0,0
28,0.0429772,0.0555825,0.0281446,0,0.0102516,0.0530546,0,0,0.024276,0,0,0.0559933,0.0295891,0.036993,0.0163057,0.00853979,0.0354907,0.0402556,0.0255264,0.0464193,0.0621823,0.045623,0.0708279,0.0715292,0.0673279,0.0652229,0.047192,0.0366444,0.0101984,0.0195883,0.0312712,0,0.00922928,0.0565884,0.0255572,0,0,0.0172258,0,0,0.0387437,0.0506767,0.0411006,0.0186448,0.0246942,0.0358383,0.0207668,0.0676429,0.0927167,0.0667205,0.0254903,0.0523675,0.0358364,0.0347925,0.0539553,0.0242335,0.0180857,0.00798507,0.00981363,0.0291513,0.0190002,0,0,0
29,0.0428821,0.0554455,0.0281523,0,0.00978691,0.0529965,0,0,0.0253622,0,0,0.0562584,0.0290583,0.036435,0.0157626,0.00850373,0.0359733,0.0411953,0.0250233,0.0460549,0.0623914,0.0459579,0.0707924,0.0714931,0.0672304,0.0650472,0.0453166,0.0358714,0.010201,0.0199545,0.0272631,0,0.00978497,0.0564747,0.0253751,0,0,0.0174313,0,0,0.0388582,0.051065,0.0418584,0.0190398,0.0247756,0.0359682,0.0206154,0.0682253,0.0931611,0.066953,0.0255215,0.0516067,0.0349323,0.034037,0.0533424,0.0270056,0.0177371,0.00791246,0.0101406,0.028802,0.0195984,0,0,0
30,0.0427171,0.0553612,0.0281228,0,0.00930269,0.053023,0,0,0.02628,0,0,0.0564318,0.028353,0.0354453,0.0150369,0.00894879,0.0364533,0.0421762,0.0246982,0.0459442,0.0626121,0.0464451,0.0709126,0.0716079,0.0672594,0.0649405,0.0435423,0.0352718,0.0102348,0.0201748,0.0238906,0,0.0100989,0.0563253,0.0249978,0,0,0.0175908,0,0,0.03881,0.0517598,0.0417554,0.019624,0.0251026,0.0359812,0.020476,0.0688231,0.0937715,0.0674176,0.0254259,0.0509188,0.0341762,0.0333882,0.0528149,0.0308314,0.0176232,0.00786661,0.0102563,0.0285655,0.0200669,0,0,0
31,0.0425511,0.0551805,0.0282636,0,0.00891122,0.0530937,0,0,0.026752,0,0,0.0565558,0.0276626,0.0346229,0.0143261,0.00958749,0.0368008,0.04277,0.0242259,0.045773,0.0626148,0.0467533,0.0711582,0.0718633,0.0673629,0.0649269,0.042085,0.0349001,0.0102098,0.0203203,0.0214826,0,0.0103066,0.0561933,0.0247638,0,0,0.0176607,0,0,0.0387002,0.052467,0.040917,0.0201284,0.025498,0.0359609,0.0203392,0.0694062,0.0945035,0.0679278,0.0249979,0.0503519,0.0336332,0.0329327,0.052568,0.0361067,0.0176228,0.00781809,0.010312,0.0283977,0.0204123,0,0,0
32,0.0423647,0.0549852,0.028384,0,0.00856146,0.052999,0,0,0.0271785,0,0,0.0565628,0.0267626,0.0339687,0.0136753,0.0099365,0.0371483,0.0432385,0.0236726,0.0454414,0.0624188,0.0467904,0.0714132,0.0720974,0.0675308,0.0650003,0.0410317,0.0346657,0.0103492,0.0202684,0.0202826,0,0.010753,0.0561304,0.0246735,0,0,0.0177028,0,0,0.0386076,0.0532138,0.0404265,0.0209941,0.0258674,0.0358992,0.0202089,0.0697453,0.09506,0.0686269,0.024501,0.0501878,0.0333813,0.0328057,0.052728,0.0424442,0.0177986,0.00782454,0.0101808,0.0282509,0.0206933,0,0,0
33,0.0421712,0.0548945,0.0285677,0,0.00827157,0.0528832,0,0,0.0274446,0,0,0.0565655,0.0260897,0.0335951,0.0132428,0.0100916,0.0372341,0.0435051,0.0232317,0.0449832,0.0620255,0.0466721,0.0716721,0.0723175,0.0678189,0.0652074,0.0401595,0.034573,0.0105691,0.0201125,0.0201835,0,0.0113098,0.0560898,0.0244861,0,0,0.0177754,0,0,0.0384815,0.0537301,0.0407916,0.021808,0.0261316,0.0357612,0.0201416,0.0698481,0.0953441,0.0695021,0.0238728,0.0503697,0.0334566,0.0330373,0.0531895,0.0486065,0.0179887,0.0078288,0.00998931,0.0282266,0.0208901,0,0,0
34,0.0420078,0.0548953,0.0287979,0,0.00808754,0.052815,0,0,0.0274679,0,0,0.0566331,0.0257722,0.0334793,0.0130028,0.00997972,0.0372301,0.0436308,0.0229052,0.044706,0.0616684,0.0465903,0.0718948,0.0724786,0.0681279,0.0655031,0.0394886,0.0345697,0.0108247,0.0199466,0.0200649,0,0.0116697,0.056082,0.024306,0,0,0.0178361,0,0,0.0383509,0.0539109,0.0415841,0.0224292,0.026316,0.0357468,0.0201294,0.0696227,0.0954304,0.0702818,0.0232614,0.0505045,0.0336246,0.0333587,0.0536107,0.0528126,0.018145,0.00783477,0.00981779,0.0283153,0.0210099,0,0,0
35,0.0419023,0.0549138,0.0291182,0,0.00799286,0.0527575,0,0,0.027341,0,0,0.056615,0.0256242,0.0334007,0.0128856,0.00970235,0.0372301,0.0436475,0.0226971,0.0446961,0.061484,0.0466844,0.0721099,0.0726526,0.0684516,0.0658114,0.0387918,0.034568,0.0108326,0.0197897,0.0199979,0,0.011936,0.0561109,0.0242507,0,0,0.0178213,0,0,0.0382959,0.0540337,0.042538,0.022817,0.0263565,0.0359186,0.0201707,0.0693148,0.0954755,0.0710445,0.0226636,0.0506108,0.0336633,0.0335759,0.0539934,0.0550481,0.0182181,0.0078436,0.00973022,0.0284377,0.0210236,0,0,0
36,0.041838,0.0549484,0.0295191,0,0.0079609,0.0527092,0,0,0.0271622,0,0,0.0566091,0.0254502,0.0331882,0.0129113,0.00934208,0.0370284,0.0435628,0.0226064,0.0448043,0.0615003,0.0469557,0.0723033,0.0728476,0.0687503,0.0660831,0.037702,0.034603,0.0108578,0.0196417,0.0199494,0,0.0121757,0.0561375,0.024289,0,0,0.0177592,0,0,0.0384,0.0541821,0.0432291,0.0229289,0.0263199,0.0362371,0.0202462,0.0690793,0.0954472,0.0714563,0.0223013,0.0508286,0.0335241,0.0336878,0.0545191,0.0558946,0.0181937,0.00788507,0.00973983,0.0285381,0.0209506,0,0,0
37,0.0417951,0.0549738,0.0299618,0,0.00798854,0.0527252,0,0,0.0269962,0,0,0.0566358,0.0253877,0.0327989,0.0129961,0.00893245,0.036839,0.0433376,0.0226613,0.0449087,0.0616668,0.0473815,0.0724468,0.0730007,0.0689198,0.0662244,0.0362593,0.0346354,0.0109435,0.0195069,0.0197638,0,0.0122265,0.0560586,0.0244078,0,0,0.0176836,0,0,0.0385729,0.0541492,0.0436898,0.0228734,0.0262815,0.0363577,0.0203186,0.0688582,0.095348,0.0716177,0.0220526,0.0511024,0.0332582,0.0337126,0.0551071,0.0557022,0.0180966,0.00793074,0.00981442,0.0285585,0.020847,0,0,0
38,0.0417714,0.0549776,0.0304804,0,0.00805518,0.0528577,0,0,0.026826,0,0,0.0566552,0.0254574,0.0323191,0.0130063,0.00852528,0.0368019,0.0430135,0.022758,0.0449189,0.0618964,0.0478911,0.0725059,0.0730393,0.0689273,0.0662219,0.0345399,0.0346528,0.011068,0.0193725,0.0194274,0,0.0120774,0.0558504,0.0244995,0,0,0.0177835,0,0,0.038668,0.0538277,0.0439246,0.0227585,0.0262588,0.0362725,0.0204493,0.0686491,0.0951747,0.0718722,0.0218895,0.051382,0.0329866,0.0336953,0.055636,0.0549837,0.0179638,0.00790692,0.0099595,0.02851,0.0207587,0,0,0
