Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63
9,0.0476581,0.0583678,0.0389109,0,0.0170421,0.0526584,0,0,0.0127607,0,0,0.0473251,0.0325918,0.0324282,0.00873114,0.0189177,0.0345754,0.0347093,0.0357376,0.0528759,0.0692248,0.0557386,0.0716374,0.0707823,0.0701554,0.0663241,0.0162708,0.0499761,0.0127808,0.0115624,0.0543194,0,0.00501441,0.0622831,0.0201806,0,0,0.0168314,0,0,0.0383912,0.0494727,0.0353628,0.0232351,0.0271035,0.0302021,0.0136635,0.0488535,0.0210593,0.0586064,0.070377,0.0573428,0.0438099,0.0378547,0.0565301,0.0220255,0.0171199,0.00833294,0.00861335,0.0317961,0.0182536,0,0,0
10,0.0479146,0.0588662,0.0395554,0,0.0162866,0.0535844,0,0,0.0132688,0,0,0.0467034,0.0329062,0.0321454,0.00814715,0.0165997,0.0345522,0.0344799,0.0353442,0.0532607,0.0690864,0.0551795,0.0709532,0.0702379,0.06915,0.0657526,0.0158009,0.0505665,0.012943,0.0107737,0.0378157,0,0.00530087,0.061969,0.0207187,0,0,0.0168215,0,0,0.0382397,0.0524002,0.0286711,0.0211677,0.0212858,0.0304482,0.0139046,0.0514711,0.0130285,0.0572927,0.0717476,0.0580815,0.0422578,0.0401157,0.0591642,0.0151132,0.017373,0.00831841,0.00844604,0.0321935,0.0178253,0,0,0
11,0.0473866,0.0586486,0.0376802,0,0.0158305,0.0515209,0,0,0.0134375,0,0,0.0475417,0.0326749,0.0321981,0.00912539,0.0152919,0.0352101,0.0354548,0.0349746,0.0536999,0.0689101,0.0538717,0.0705678,0.069827,0.0689035,0.065933,0.018528,0.0495509,0.0125109,0.0116477,0.0515024,0,0.00566873,0.0627665,0.0202004,0,0,0.0170098,0,0,0.0384093,0.0494703,0.0374166,0.0238737,0.0281017,0.0299355,0.0135664,0.048237,0.0208765,0.0587867,0.0697401,0.0562267,0.0423233,0.0364882,0.0551151,0.0210817,0.0168101,0.00818031,0.00872582,0.031887,0.018579,0,0,0
12,0.0471559,0.0588943,0.0357802,0,0.0144602,0.0514326,0,0,0.0138179,0,0,0.0474875,0.0319423,0.032013,0.00939505,0.0139713,0.0360863,0.0357049,0.0347261,0.0547698,0.0693017,0.0529772,0.0698017,0.0691668,0.0685596,0.0655385,0.0213223,0.0494148,0.0125774,0.0114282,0.0450852,0,0.00600902,0.062038,0.0201718,0,0,0.0169905,0,0,0.0383626,0.0506989,0.0386445,0.0245074,0.0265018,0.0305732,0.0135629,0.0499625,0.0168964,0.0563282,0.0695026,0.0566877,0.0404457,0.0355727,0.0551799,0.0176748,0.016941,0.00819291,0.00863626,0.0319869,0.0187994,0,0,0
13,0.0469254,0.0589116,0.0344564,0,0.0136806,0.0506409,0,0,0.0140182,0,0,0.0478851,0.0324654,0.0309439,0.00996776,0.0129132,0.036729,0.0364803,0.0346928,0.0548795,0.0693605,0.0525979,0.0697859,0.0693106,0.0687894,0.0654646,0.0232247,0.0489056,0.0123912,0.0117523,0.0486624,0,0.00704875,0.0626295,0.0199325,0,0,0.0171543,0,0,0.0383888,0.0490832,0.0397248,0.0247376,0.0291624,0.0301592,0.0133764,0.04721,0.0211009,0.0586566,0.0686025,0.0548419,0.0406169,0.0349934,0.053469,0.021364,0.0169704,0.00830097,0.00846007,0.0320349,0.0191719,0,0,0
14,0.0465704,0.0588619,0.0337087,0,0.0132243,0.0504984,0,0,0.0143568,0,0,0.048113,0.0323468,0.0298125,0.0102271,0.0116017,0.0374972,0.0371908,0.0342679,0.0550623,0.0694394,0.0522003,0.0702742,0.0699986,0.068653,0.0652581,0.0252382,0.0484921,0.0123169,0.0118494,0.0459481,0,0.00785628,0.0624383,0.0195244,0,0,0.0170501,0,0,0.0383699,0.0487235,0.0407116,0.0251556,0.0296187,0.0302122,0.0131653,0.0466552,0.0211709,0.058723,0.0681492,0.0541544,0.0396221,0.0341792,0.0526395,0.0216667,0.0172297,0.00834446,0.00836866,0.0319354,0.0196162,0,0,0
15,0.046708,0.0588278,0.0339557,0,0.0131646,0.0516969,0,0,0.0140756,0,0,0.0477677,0.0324431,0.0291713,0.00948728,0.0109389,0.0368811,0.0367528,0.0336733,0.0542279,0.0689224,0.0521779,0.0705389,0.0704079,0.0679932,0.0645316,0.0248862,0.0490672,0.0124721,0.0113675,0.0308013,0,0.0049123,0.0619787,0.0199114,0,0,0.0167367,0,0,0.0383127,0.0511451,0.0349962,0.0234789,0.0223,0.0305658,0.0133511,0.0499371,0.0128126,0.0567134,0.0698528,0.0552704,0.0384128,0.0363502,0.0552197,0.026616,0.017846,0.0083964,0.00829299,0.0322542,0.0191914,0,0,0
16,0.0456479,0.0582394,0.0327363,0,0.0129734,0.0503028,0,0,0.0147276,0,0,0.0489392,0.0315465,0.0300656,0.0105139,0.0112372,0.0379172,0.0386725,0.0328977,0.0538832,0.0681905,0.0508849,0.0703295,0.0703726,0.0672318,0.0637917,0.0270052,0.0474146,0.0118454,0.0125873,0.0389675,0,0.00943267,0.0619133,0.0188816,0,0,0.0168091,0,0,0.0385206,0.0488045,0.0426953,0.0259859,0.030421,0.0304314,0.0128335,0.0455613,0.0211649,0.059409,0.0674877,0.0527771,0.0374201,0.0327513,0.0511456,0.0238406,0.0175027,0.00840028,0.00835827,0.0315544,0.0205292,0,0,0
17,0.046,0.0582485,0.032642,0,0.0130611,0.0509537,0,0,0.0146866,0,0,0.048707,0.0315243,0.0312627,0.0103263,0.011746,0.0370819,0.0382886,0.032468,0.0531215,0.0675339,0.0505568,0.0692853,0.0694765,0.0658465,0.062463,0.0269023,0.0476331,0.0119017,0.0121746,0.0261422,0,0.00694094,0.0615023,0.019684,0,0,0.0164671,0,0,0.0385907,0.0508267,0.0388929,0.0239975,0.0227331,0.0313923,0.0129857,0.0490034,0.0128484,0.0566774,0.0688721,0.053745,0.0365008,0.0345811,0.053616,0.0347332,0.0176747,0.00837343,0.00843541,0.0318981,0.0199991,0,0,0
18,0.0460125,0.0580114,0.0321443,0,0.0133582,0.0501145,0,0,0.0151694,0,0,0.0494692,0.0310336,0.0326317,0.0110772,0.0119825,0.0370128,0.0392232,0.0317874,0.0526437,0.0670899,0.049756,0.0683008,0.0685293,0.0649363,0.0616877,0.0281695,0.046566,0.0115066,0.0129435,0.0239227,0,0.00815185,0.0617,0.0197505,0,0,0.016587,0,0,0.0389463,0.0505267,0.0410772,0.0239506,0.0227312,0.0318574,0.0126861,0.0487172,0.0129187,0.0567658,0.0686696,0.0526244,0.0353183,0.033544,0.0526736,0.0396557,0.0169774,0.00823931,0.00883128,0.0317763,0.0203692,0,0,0
19,0.0460095,0.0577468,0.0320052,0,0.0138617,0.0492707,0,0,0.0159284,0,0,0.0502849,0.0307469,0.0338747,0.0121668,0.0118942,0.0371126,0.0401913,0.0311082,0.0520862,0.0668428,0.0489496,0.0675031,0.0676923,0.0643843,0.0611485,0.0291375,0.0453507,0.0111415,0.0138005,0.0222351,0,0.00952197,0.0619728,0.0197208,0,0,0.0168298,0,0,0.0394357,0.0501688,0.0435811,0.0236916,0.0225931,0.0323769,0.0123689,0.0485487,0.0129811,0.0569335,0.0685634,0.0513846,0.034091,0.0325114,0.0516725,0.0448092,0.0160173,0.00816296,0.00935745,0.031575,0.0207597,0,0,0
20,0.045933,0.0574472,0.0323558,0,0.0142803,0.0485461,0,0,0.0168313,0,0,0.0511042,0.030611,0.0347104,0.0129514,0.0116452,0.0373833,0.0411637,0.030576,0.0513775,0.0666619,0.0483528,0.0669158,0.06706,0.0640006,0.0608619,0.0291493,0.0441277,0.0109466,0.0145428,0.0213451,0,0.0110385,0.0622446,0.0195915,0,0,0.017248,0,0,0.0400381,0.0499599,0.0461341,0.0232923,0.0224032,0.0328433,0.0121325,0.0485182,0.0132671,0.0572406,0.0685602,0.050076,0.0329479,0.0315444,0.0507103,0.0496736,0.0149667,0.00827055,0.00992236,0.0313283,0.0210747,0,0,0
21,0.0458532,0.0571646,0.0331186,0,0.0140523,0.0480956,0,0,0.0178112,0,0,0.051772,0.0305616,0.0350074,0.0132293,0.0112749,0.0378536,0.0421025,0.0302092,0.0506289,0.0665423,0.0480815,0.0664271,0.0665848,0.0635972,0.0606842,0.0281339,0.0430326,0.0108847,0.015122,0.0211823,0,0.0124515,0.0623457,0.0193933,0,0,0.0177464,0,0,0.0405126,0.0500378,0.0483499,0.0228298,0.0223451,0.0331932,0.0120481,0.0484967,0.0137857,0.0575823,0.068643,0.0488585,0.0318992,0.0306794,0.049905,0.0542997,0.014021,0.00823554,0.0105562,0.0310424,0.0213128,0,0,0
22,0.0457711,0.0569369,0.0338051,0,0.0135999,0.04792,0,0,0.0188388,0,0,0.0521461,0.0304359,0.0347155,0.0130911,0.0107975,0.0384048,0.0429658,0.02997,0.0500538,0.0665492,0.0481038,0.0660866,0.0663029,0.0631774,0.0604579,0.0267115,0.042136,0.010733,0.0155209,0.0216178,0,0.0134064,0.0622611,0.0191111,0,0,0.0181892,0,0,0.0408124,0.0503263,0.0497383,0.022372,0.0226075,0.03344,0.0120957,0.0485514,0.01434,0.0580041,0.0688376,0.0479105,0.0310876,0.0300169,0.0494362,0.0591824,0.0132984,0.00812944,0.011128,0.0307282,0.0215529,0,0,0
23,0.0457603,0.0568112,0.0340686,0,0.0131821,0.0481175,0,0,0.0193845,0,0,0.0521706,0.0304632,0.034032,0.0125924,0.0103267,0.038784,0.0433706,0.0298523,0.0496266,0.066673,0.0484923,0.0659079,0.0661779,0.0627404,0.0600571,0.0251686,0.0417657,0.0107235,0.0155372,0.022213,0,0.0133628,0.0619432,0.0190258,0,0,0.0184591,0,0,0.0409002,0.0506617,0.0491531,0.0213742,0.0231331,0.033613,0.0122305,0.0486236,0.0154952,0.0590387,0.069414,0.0479018,0.0315064,0.0306855,0.0499546,0.0649111,0.0129775,0.00818582,0.0113314,0.0304994,0.0215663,0,0,0
24,0.044693,0.0562352,0.0333474,0,0.0126066,0.0479544,0,0,0.0217908,0,0,0.0529758,0.0291467,0.0333809,0.0124423,0.0102218,0.0403041,0.0458041,0.0290039,0.0493946,0.0666439,0.0483867,0.0661771,0.0664833,0.0627777,0.059886,0.0254332,0.0398905,0.0106179,0.0162403,0.0222651,0,0.0142815,0.0615252,0.0175594,0,0,0.0190132,0,0,0.04135,0.050119,0.0495305,0.02335,0.0288461,0.032875,0.0120832,0.044535,0.0213186,0.0634588,0.06871,0.0460853,0.0307937,0.0290918,0.048146,0.0635774,0.0120927,0.00838273,0.011946,0.0296496,0.0231281,0,0,0
25,0.0449081,0.0563022,0.0334392,0,0.0123493,0.0494917,0,0,0.0214716,0,0,0.0516978,0.0288959,0.0329798,0.0111961,0.010373,0.039213,0.044034,0.0286707,0.0494193,0.0666732,0.0484697,0.0663122,0.0666469,0.0628334,0.0597857,0.0246363,0.0409589,0.0112338,0.0150275,0.0194776,0,0.0225925,0.060354,0.0182152,0,0,0.0184595,0,0,0.0413882,0.0521069,0.0542429,0.0217482,0.0261662,0.0338116,0.0128806,0.049378,0.0161312,0.0606786,0.0705787,0.0465305,0.0295886,0.0297565,0.0502336,0.065778,0.012696,0.00813725,0.0115644,0.0298423,0.0219012,0,0,0
26,0.0445348,0.0562081,0.0335422,0,0.0120456,0.049558,0,0,0.0213013,0,0,0.0514908,0.0285713,0.0329724,0.0108928,0.0106037,0.0390819,0.0437701,0.0281037,0.0490461,0.0662787,0.048358,0.0665891,0.0668849,0.0631488,0.0599929,0.0245334,0.0411703,0.0112171,0.0148514,0.0200965,0,0.0238988,0.060259,0.0179533,0,0,0.0183367,0,0,0.0412457,0.0521386,0.0558146,0.0217966,0.0266812,0.0338368,0.0130687,0.0499363,0.0161776,0.060693,0.0709138,0.0468334,0.0295867,0.0301189,0.0509883,0.0691716,0.0129799,0.00811306,0.0112965,0.0297733,0.022029,0,0,0
27,0.0441972,0.0561288,0.0335817,0,0.0119232,0.0494876,0,0,0.020733,0,0,0.0514181,0.0282399,0.0331473,0.0106214,0.0111222,0.0388685,0.0433712,0.0275939,0.0486709,0.0658049,0.0481905,0.0667602,0.0669711,0.0634658,0.0602371,0.0246652,0.0414846,0.0114637,0.0147744,0.0204683,0,0.0244697,0.0602684,0.0178459,0,0,0.0181014,0,0,0.0410397,0.052109,0.0570671,0.0218873,0.026913,0.0338065,0.0131273,0.0503323,0.0161485,0.0604352,0.0710224,0.04707,0.0296391,0.0303973,0.0515447,0.070538,0.0133812,0.00797756,0.0110618,0.0297638,0.0221447,0,0,0
28,0.0440026,0.0561362,0.0337425,0,0.0118786,0.0495097,0,0,0.020145,0,0,0.0512878,0.0280137,0.0334081,0.0106763,0.0118732,0.0385703,0.0429327,0.0271911,0.0483337,0.065391,0.048046,0.0668678,0.0669971,0.0637289,0.0605216,0.0246856,0.0418609,0.0116633,0.0145794,0.0205301,0,0.0246332,0.0602852,0.0178373,0,0,0.0178928,0,0,0.0408885,0.0519917,0.0577087,0.0217592,0.0269712,0.0337955,0.0132379,0.0504759,0.0160282,0.0600872,0.0709294,0.0473031,0.0295545,0.0305751,0.0520795,0.0707113,0.0137275,0.00798315,0.0108329,0.0298623,0.0221926,0,0,0
29,0.0439366,0.0561988,0.0340838,0,0.0118679,0.0495348,0,0,0.0195722,0,0,0.0511841,0.0278583,0.0335771,0.0107742,0.0125007,0.0382982,0.0423874,0.026934,0.0481878,0.0651151,0.0480643,0.0669842,0.0670432,0.0640343,0.0608833,0.0243785,0.0422461,0.0119161,0.0143573,0.0202642,0,0.0244077,0.0602683,0.0178617,0,0,0.0177288,0,0,0.04082,0.0518388,0.057584,0.0215042,0.0269682,0.0337395,0.0133813,0.0504376,0.0159195,0.05972,0.0706943,0.0475596,0.0293129,0.0306517,0.0527549,0.0701529,0.0139789,0.00797266,0.0106964,0.0300461,0.0221387,0,0,0
30,0.0438265,0.0562548,0.0345741,0,0.0118046,0.0495756,0,0,0.0190349,0,0,0.051112,0.0277523,0.0335626,0.0107874,0.0126093,0.0381568,0.0418298,0.0267954,0.0480815,0.0649511,0.048276,0.0671897,0.0671451,0.0641505,0.0611124,0.0236826,0.0426047,0.0120658,0.0142044,0.0198181,0,0.0239737,0.0601893,0.0179225,0,0,0.0176961,0,0,0.0408931,0.0515908,0.0569301,0.0212074,0.0270165,0.0336055,0.0135437,0.0503404,0.0159318,0.0594067,0.0704136,0.0478511,0.0290003,0.0307095,0.0534357,0.0691815,0.014155,0.00808944,0.0105923,0.0302488,0.0220523,0,0,0
31,0.0436976,0.0563145,0.0351466,0,0.0119795,0.0496394,0,0,0.0185614,0,0,0.0510351,0.0278049,0.033298,0.010666,0.0122248,0.0380623,0.0413014,0.0267529,0.0478799,0.0648504,0.0486193,0.0674467,0.0672564,0.0642787,0.0611961,0.0226339,0.0429238,0.0121756,0.0140382,0.0193464,0,0.0234574,0.0600725,0.0180065,0,0,0.0176438,0,0,0.0409376,0.0512727,0.0561151,0.0208305,0.0271147,0.0333609,0.0137201,0.0502357,0.0159038,0.0591268,0.0701268,0.0481192,0.0287105,0.0307547,0.0540065,0.0679604,0.0142241,0.0079805,0.0107286,0.0304164,0.0219528,0,0,0
32,0.043569,0.0563378,0.0357769,0,0.0120957,0.0497659,0,0,0.0181249,0,0,0.0509755,0.0279865,0.0329752,0.0104205,0.0118155,0.037977,0.0407508,0.0267151,0.0474748,0.0648941,0.0490485,0.0675861,0.0673707,0.0644511,0.0612524,0.0213585,0.0432536,0.0122792,0.0139003,0.0190061,0,0.0230081,0.0599386,0.0181478,0,0,0.017546,0,0,0.0408925,0.050977,0.055392,0.0204174,0.0271924,0.0330292,0.0139699,0.0501013,0.0159155,0.0588754,0.0698249,0.0483128,0.0285165,0.030746,0.0543577,0.0667143,0.014163,0.0076244,0.0110569,0.0305287,0.0219077,0,0,0
33,0.0435104,0.0563052,0.0363946,0,0.01196,0.0501063,0,0,0.0178025,0,0,0.0509661,0.0280679,0.0327467,0.010287,0.011582,0.0379888,0.0401921,0.0267374,0.0468671,0.0650513,0.0494591,0.0676619,0.0674291,0.0644789,0.0612698,0.0200702,0.0434709,0.0123384,0.0138009,0.0188144,0,0.0226831,0.0596187,0.0183415,0,0,0.0175918,0,0,0.0409922,0.050621,0.0548917,0.0202479,0.0271842,0.0328977,0.014164,0.0499593,0.015897,0.058537,0.0695112,0.0484031,0.0284217,0.030707,0.0544922,0.0655833,0.0140393,0.00773628,0.0110765,0.0305945,0.0219136,0,0,0
34,0.0429461,0.0561105,0.037899,0,0.0121757,0.0498795,0,0,0.0178934,0,0,0.0520675,0.0279926,0.0324291,0.0109459,0.0120003,0.039769,0.0416271,0.0268431,0.0464227,0.0655118,0.0502093,0.0674889,0.0671694,0.0642531,0.060992,0.0178784,0.0425539,0.0116666,0.0146939,0.0235941,0,0.0138474,0.0594836,0.0176447,0,0,0.0182783,0,0,0.0408894,0.0487054,0.0492574,0.0215706,0.0293273,0.0324031,0.0137032,0.0452708,0.0180541,0.0614065,0.0680181,0.0495364,0.0304149,0.0312955,0.0541856,0.0702206,0.013474,0.00823862,0.0114695,0.0301853,0.0232371,0,0,0
35,0.0434179,0.0563443,0.037816,0,0.0111073,0.0508419,0,0,0.0180109,0,0,0.050984,0.0281932,0.0323921,0.00977909,0.0114332,0.038163,0.0398793,0.0268793,0.0458583,0.0652002,0.0501903,0.0677517,0.0673747,0.0645237,0.0614444,0.0176632,0.0435708,0.0123241,0.0137445,0.0189756,0,0.0224506,0.0589105,0.0188641,0,0,0.0178018,0,0,0.041243,0.0497149,0.054483,0.01966,0.0268293,0.033156,0.0145339,0.049243,0.0156526,0.0578498,0.0686198,0.0482038,0.0284526,0.0304943,0.0539852,0.0635183,0.0137311,0.0079394,0.0112362,0.0307754,0.0217725,0,0,0
36,0.0435321,0.0563291,0.0387671,0,0.0108296,0.0509455,0,0,0.0175841,0,0,0.0511696,0.0284873,0.0320971,0.00956327,0.0113817,0.0377531,0.0395248,0.0268581,0.0452789,0.0651572,0.0506347,0.0678696,0.0674176,0.0646879,0.0615693,0.0162424,0.0435774,0.012321,0.0140056,0.0189168,0,0.0225221,0.0588686,0.0191034,0,0,0.0177797,0,0,0.0414049,0.049351,0.0545231,0.0191897,0.0266234,0.0336084,0.014606,0.0488057,0.0155998,0.0576046,0.0681078,0.0479589,0.0284554,0.0302841,0.0534873,0.0624811,0.0136097,0.0080009,0.011381,0.0308874,0.0216187,0,0,0
37,0.0436386,0.0563047,0.0396826,0,0.0106512,0.0511143,0,0,0.0174425,0,0,0.0512088,0.0288611,0.0319316,0.00907013,0.0114258,0.0374851,0.0394597,0.0268609,0.0448084,0.0651615,0.050953,0.0679912,0.0674721,0.0649447,0.0617168,0.0149925,0.0435289,0.0122416,0.0141598,0.0189222,0,0.022483,0.0587598,0.0193323,0,0,0.0177872,0,0,0.041537,0.049112,0.0543846,0.0187391,0.0263498,0.0341943,0.0146291,0.0482894,0.0155288,0.0573523,0.0674809,0.0477794,0.0285087,0.0300689,0.0530188,0.0613696,0.0135603,0.00810976,0.0114096,0.0309755,0.0214696,0,0,0
38,0.0437669,0.0562918,0.0405018,0,0.010508,0.0514412,0,0,0.0174037,0,0,0.051187,0.0293319,0.0318161,0.00909944,0.0113949,0.0372602,0.0394294,0.0268877,0.0445475,0.0651637,0.0511567,0.0680862,0.0675119,0.06509,0.0618861,0.0139204,0.0434831,0.012082,0.0143121,0.018987,0,0.0224109,0.0585363,0.019546,0,0,0.0177607,0,0,0.0416186,0.0488632,0.0541698,0.0183314,0.0260464,0.0347624,0.0146083,0.047805,0.0155327,0.0570928,0.0668896,0.0476832,0.0285608,0.0298664,0.0526375,0.060259,0.0135593,0.00820242,0.0113747,0.0310704,0.0213398,0,0,0
