Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63
All Timesteps RMSE,0.0483226,0.0527271,0.0433249,0,0.0170581,0.0543266,0,0,0.0176171,0,0,0.0512796,0.0383725,0.0390116,0.0135918,0.013135,0.0306735,0.0376763,0.0309037,0.0458573,0.0666374,0.0548974,0.0653494,0.0645627,0.0626239,0.0601111,0.0308859,0.0428647,0.0119355,0.0138452,0.0265382,0,0.013676,0.0631127,0.0207982,0,0,0.0175578,0,0,0.0415347,0.047276,0.0339697,0.0173532,0.025877,0.0312625,0.0193866,0.0701707,0.0929756,0.0657408,0.0298449,0.0574936,0.041011,0.0409385,0.0608668,0.0415676,0.0150247,0.00855154,0.011758,0.0291929,0.0196073,0,0,0
0,0.047665,0.0514582,0.0407808,0,0.0160195,0.0510553,0,0,0.0157995,0,0,0.0501815,0.0385931,0.0421083,0.0152635,0.0109011,0.031831,0.0311304,0.0329494,0.0504178,0.0684367,0.0562302,0.0661895,0.0659258,0.0650316,0.0623485,0.0183047,0.0446443,0.0121144,0.0123582,0.0379906,0,0.0142806,0.0676468,0.0195441,0,0,0.0180965,0,0,0.0413367,0.0465169,0.0209022,0.0151821,0.0298167,0.0270302,0.0195904,0.068865,0.0917705,0.0651789,0.0275564,0.0594444,0.0437033,0.0445015,0.0638826,0.0112229,0.0143585,0.00840345,0.0122609,0.0270174,0.018817,0,0,0
1,0.0472365,0.0521916,0.0432959,0,0.0159822,0.0516515,0,0,0.0155131,0,0,0.0500194,0.0383752,0.0405901,0.0144735,0.010068,0.0315103,0.0309864,0.033539,0.0508555,0.0688468,0.0569284,0.0670477,0.0668098,0.0656632,0.0630166,0.0149451,0.0448764,0.012159,0.0122726,0.0377576,0,0.014495,0.0674986,0.0196042,0,0,0.0180849,0,0,0.0409821,0.0467314,0.0208775,0.0158975,0.0298386,0.0266927,0.0191997,0.0687912,0.0915022,0.0650667,0.0280208,0.0594471,0.0438505,0.0445016,0.0639443,0.0112996,0.0145569,0.00828862,0.0119141,0.0277045,0.0185247,0,0,0
2,0.0472443,0.0524368,0.0456904,0,0.0159429,0.0523568,0,0,0.0153214,0,0,0.049882,0.0380816,0.0390148,0.0135904,0.009655,0.0312752,0.0308417,0.0340829,0.0511382,0.0690641,0.0576835,0.0679882,0.0677389,0.0664231,0.0638782,0.0119203,0.0450958,0.0121817,0.0121778,0.0380459,0,0.0146348,0.0672495,0.019701,0,0,0.0179815,0,0,0.0406874,0.0469454,0.020912,0.0163349,0.0296827,0.0264285,0.0189075,0.0684688,0.0912841,0.0651487,0.0285259,0.0593902,0.0438527,0.0444417,0.0638284,0.0111653,0.0148623,0.00833682,0.0114666,0.027983,0.01837,0,0,0
3,0.047348,0.0525602,0.0476348,0,0.0159653,0.0530655,0,0,0.0151679,0,0,0.0497885,0.0377749,0.0375152,0.0126226,0.00997098,0.0310595,0.0307767,0.0347993,0.0511852,0.0693597,0.0584387,0.0688741,0.0685949,0.067205,0.0647464,0.00958606,0.0453165,0.0122077,0.0121034,0.0384079,0,0.0147486,0.066932,0.0198232,0,0,0.0178758,0,0,0.0404418,0.0474576,0.0209286,0.0167222,0.0295463,0.0261931,0.0187622,0.0682003,0.091102,0.0652707,0.0291005,0.0593653,0.0438407,0.0443946,0.0636601,0.0110197,0.0151897,0.00839715,0.0110885,0.0281603,0.0182592,0,0,0
4,0.0475059,0.0526534,0.0489632,0,0.016115,0.0537268,0,0,0.0150108,0,0,0.0497063,0.0375238,0.0360648,0.0115241,0.0113679,0.0308738,0.0307988,0.0357234,0.0509802,0.0696924,0.0591521,0.0696887,0.0694063,0.0680263,0.0653158,0.00809359,0.0455063,0.0122521,0.0120356,0.0388194,0,0.0148127,0.066601,0.0199227,0,0,0.0178071,0,0,0.0402159,0.0482557,0.0209268,0.0171148,0.029404,0.0260178,0.0186539,0.0679989,0.0909584,0.0654186,0.029611,0.0593092,0.0438384,0.0443492,0.0635183,0.010872,0.0155012,0.00842404,0.010781,0.0283285,0.0181733,0,0,0
5,0.0477219,0.0527529,0.049324,0,0.0166399,0.0543302,0,0,0.0148004,0,0,0.049596,0.0374866,0.0347655,0.0103174,0.0136897,0.0306542,0.0308816,0.0365936,0.0505773,0.0697483,0.0597999,0.0704989,0.0699182,0.0687903,0.0657659,0.00737032,0.0456451,0.01232,0.0119875,0.0392775,0,0.0148152,0.0662465,0.0200221,0,0,0.0177059,0,0,0.0399714,0.0492065,0.0209361,0.017526,0.0292628,0.0259442,0.0185301,0.0677791,0.0908016,0.0655608,0.0300932,0.0592314,0.0438084,0.0442802,0.0634156,0.0107442,0.0157795,0.00842255,0.0104926,0.0284904,0.0181514,0,0,0
6,0.0478998,0.0528312,0.0487724,0,0.0175201,0.05498,0,0,0.014682,0,0,0.0495257,0.0376758,0.0337502,0.00930959,0.0165296,0.0303947,0.0308286,0.0373975,0.0500733,0.0698557,0.0603483,0.0711559,0.0703406,0.0693535,0.0660785,0.007286,0.0457483,0.0123636,0.0119608,0.0397854,0,0.0147925,0.0658809,0.0201243,0,0,0.0175926,0,0,0.0397677,0.0501194,0.0209513,0.0179598,0.0291077,0.0259782,0.0183342,0.0675504,0.0906707,0.0657164,0.0306535,0.0591636,0.0437572,0.0441606,0.0632735,0.0106512,0.0159952,0.0084264,0.0102575,0.0286053,0.0181576,0,0,0
7,0.0480765,0.0528648,0.0476532,0,0.0179958,0.0555811,0,0,0.0145997,0,0,0.0494842,0.0375968,0.0332438,0.00847063,0.0195237,0.0301758,0.0307289,0.0381431,0.0495273,0.070052,0.060806,0.0715919,0.0704978,0.0696472,0.0665135,0.00781655,0.0458117,0.0123709,0.0119412,0.0402328,0,0.0146548,0.0655948,0.020178,0,0,0.0175284,0,0,0.0395847,0.0508899,0.0209724,0.0184119,0.0289507,0.0260384,0.0181254,0.0673218,0.0905871,0.0658754,0.0312314,0.0590897,0.0436967,0.0440026,0.0630947,0.0106089,0.0161545,0.00844235,0.0100385,0.0286425,0.0182244,0,0,0
8,0.0482535,0.0529035,0.0460436,0,0.0186124,0.0560693,0,0,0.0145604,0,0,0.0494838,0.0373119,0.033089,0.00780531,0.0222176,0.0300025,0.0308038,0.038727,0.0491084,0.0702605,0.0611302,0.0719003,0.070487,0.069793,0.066773,0.00912624,0.0457724,0.0123597,0.0119508,0.0405934,0,0.014421,0.0653706,0.0201417,0,0,0.0174665,0,0,0.0394072,0.0515785,0.0210324,0.0189042,0.0287651,0.0261527,0.0179195,0.0670761,0.09052,0.0660647,0.0316103,0.0589628,0.0435976,0.0438241,0.062838,0.0106703,0.0162381,0.00845077,0.00984522,0.0286435,0.0183413,0,0,0
9,0.0483319,0.0529376,0.0442525,0,0.0192665,0.0563023,0,0,0.0145688,0,0,0.049538,0.037066,0.0331625,0.00732695,0.024082,0.0298608,0.0311022,0.0391388,0.0489716,0.0704161,0.0613328,0.072158,0.0705652,0.0698557,0.0667759,0.0108212,0.0456614,0.0123284,0.0120053,0.0408129,0,0.0140769,0.0651844,0.0200142,0,0,0.0174285,0,0,0.0392765,0.0521641,0.0211424,0.0193753,0.0285496,0.0262668,0.0177536,0.0668326,0.0904643,0.0662924,0.0317951,0.0587652,0.0434509,0.0436013,0.0625504,0.0108429,0.0162778,0.00847385,0.00968278,0.0286359,0.0184585,0,0,0
10,0.0483506,0.0529678,0.0433843,0,0.0195167,0.0564229,0,0,0.0145454,0,0,0.0496177,0.0370676,0.033268,0.00708007,0.024334,0.0298583,0.0313339,0.0393667,0.0491742,0.0705615,0.0614361,0.0723876,0.0707515,0.0699553,0.0666887,0.0117891,0.0455716,0.0123147,0.0120906,0.0406747,0,0.0137058,0.0649765,0.0198748,0,0,0.0173602,0,0,0.0392178,0.0525356,0.0213244,0.019692,0.0283716,0.026291,0.0175423,0.0665989,0.0904512,0.066423,0.0317471,0.0585245,0.0433069,0.0433682,0.0622711,0.0111129,0.0163157,0.00841097,0.00966656,0.028586,0.0186376,0,0,0
11,0.0483605,0.0529843,0.0423618,0,0.0193646,0.0564667,0,0,0.0145263,0,0,0.049726,0.037103,0.0333537,0.00694277,0.0240791,0.0299249,0.0315566,0.0394162,0.0495361,0.0707417,0.0614561,0.0724446,0.0708116,0.0699862,0.0668433,0.0129167,0.0454517,0.0122919,0.0122247,0.0405865,0,0.0132136,0.0648678,0.0197329,0,0,0.0172954,0,0,0.0391924,0.0528192,0.0216466,0.0200336,0.0281973,0.0262487,0.0173397,0.0664103,0.0905027,0.0665309,0.0315256,0.0582844,0.0431499,0.0431202,0.0619391,0.0114118,0.016323,0.008362,0.0096682,0.0285057,0.0188498,0,0,0
12,0.0484086,0.0529845,0.0415636,0,0.0186778,0.0563832,0,0,0.0145243,0,0,0.0498479,0.0371558,0.0334143,0.00723235,0.0230619,0.0300202,0.0318217,0.0392201,0.0500425,0.0707183,0.0612588,0.0724477,0.0708234,0.0699698,0.0668815,0.013801,0.045282,0.0122735,0.0123922,0.0404881,0,0.0126313,0.0649426,0.0196238,0,0,0.0172248,0,0,0.039139,0.0529942,0.0221079,0.0204051,0.0280159,0.0261801,0.0171606,0.0662964,0.0905785,0.0666303,0.0311611,0.0580233,0.0429426,0.0428325,0.0615781,0.011752,0.0163062,0.00832871,0.00962541,0.0283973,0.0190513,0,0,0
13,0.0484553,0.0530515,0.040902,0,0.0180417,0.0560615,0,0,0.0145657,0,0,0.0499723,0.0373118,0.0334834,0.00765977,0.0212869,0.0301438,0.032197,0.0387962,0.0506897,0.0704705,0.0607254,0.0724054,0.0710288,0.0699865,0.066811,0.0146004,0.0450832,0.0122362,0.0125713,0.0402685,0,0.011984,0.0652334,0.0194802,0,0,0.0171649,0,0,0.0390733,0.0529939,0.0227202,0.0207442,0.0278823,0.0260769,0.0170458,0.0662267,0.0906728,0.0667098,0.0306451,0.0577241,0.0426895,0.042526,0.0611979,0.0122037,0.0162794,0.00836904,0.00948662,0.0283198,0.0192605,0,0,0
14,0.0484405,0.0531122,0.0401458,0,0.0174274,0.0555497,0,0,0.0146256,0,0,0.050096,0.0375452,0.0337014,0.00806008,0.0189051,0.0302943,0.0326034,0.0382138,0.051546,0.0701763,0.0598752,0.072177,0.0712322,0.0698919,0.0666128,0.015631,0.0448797,0.0121488,0.0127722,0.0399698,0,0.0112448,0.0656856,0.0193633,0,0,0.0171214,0,0,0.0390748,0.0528228,0.0234198,0.0210538,0.0277776,0.0258924,0.0170162,0.0661475,0.0907377,0.0667861,0.029997,0.0573737,0.042392,0.0421746,0.0607747,0.0127465,0.0162379,0.00839909,0.00941411,0.0282422,0.0194427,0,0,0
15,0.0483476,0.0531983,0.0393665,0,0.0164227,0.0547566,0,0,0.0147234,0,0,0.0501835,0.037823,0.0340535,0.00868864,0.0159181,0.0304303,0.0329588,0.0374333,0.0527582,0.069856,0.0588213,0.0716491,0.0711439,0.0694813,0.0661919,0.0170058,0.0446966,0.0120201,0.0129334,0.0395788,0,0.0104324,0.0662355,0.0192936,0,0,0.0171289,0,0,0.0391027,0.0524928,0.0241944,0.0213147,0.0276489,0.0256494,0.0170208,0.0660519,0.0908335,0.0668624,0.0292575,0.0570512,0.0420937,0.0418129,0.0603473,0.0133738,0.0161566,0.00842336,0.00939506,0.0281953,0.0195561,0,0,0
16,0.0482601,0.0532965,0.038933,0,0.0153797,0.0537151,0,0,0.0148923,0,0,0.0502394,0.0382308,0.03472,0.00952355,0.0125505,0.0305342,0.0333868,0.0365008,0.0541734,0.0695506,0.057482,0.0709025,0.0707414,0.0687647,0.0655085,0.0185207,0.0445225,0.0119036,0.0130626,0.0391309,0,0.00954696,0.0667987,0.0192315,0,0,0.0172031,0,0,0.039176,0.051949,0.0251135,0.0215571,0.0274278,0.0254262,0.0171323,0.0659182,0.0909043,0.0669347,0.028447,0.0567697,0.0418104,0.0414481,0.0599204,0.014098,0.0159865,0.00847464,0.00942312,0.0282267,0.0196264,0,0,0
17,0.048207,0.0533637,0.0373868,0,0.0153202,0.0525256,0,0,0.0150086,0,0,0.0504718,0.0386279,0.0353876,0.0103603,0.0110618,0.0306972,0.0339808,0.0359257,0.0548648,0.0692452,0.0561261,0.0701731,0.0700877,0.0682959,0.0649098,0.0214452,0.0442684,0.0118026,0.0133686,0.0421115,0,0.00867686,0.0675189,0.0192372,0,0,0.0172932,0,0,0.0392541,0.0506353,0.0267619,0.0220723,0.0269066,0.0250487,0.0172075,0.0660502,0.0916957,0.0671567,0.0272603,0.0560534,0.0413473,0.0405734,0.0588136,0.015044,0.0158124,0.00843327,0.00949791,0.0283065,0.0197269,0,0,0
18,0.0481012,0.0534799,0.0361202,0,0.0154389,0.0517357,0,0,0.015219,0,0,0.0506655,0.0386521,0.0358314,0.0108225,0.0101248,0.030812,0.0344684,0.0354927,0.055615,0.069149,0.0549494,0.0694256,0.0695045,0.0679579,0.0647074,0.0239267,0.0441056,0.011784,0.013612,0.0420846,0,0.00767214,0.0677369,0.0192671,0,0,0.0174058,0,0,0.0393342,0.0501781,0.0280339,0.0224374,0.0265845,0.0248964,0.0173866,0.0659018,0.091789,0.0672657,0.0267247,0.0556828,0.0408028,0.0399993,0.0582241,0.0160684,0.0156159,0.00842609,0.00957783,0.0284581,0.0197546,0,0,0
19,0.048065,0.0536379,0.0349981,0,0.0154133,0.0511698,0,0,0.0153242,0,0,0.050843,0.0386856,0.0354926,0.0111188,0.00954539,0.0310249,0.0349624,0.0353933,0.0564414,0.0692603,0.0541657,0.0690854,0.0693299,0.067878,0.0650666,0.0258575,0.043896,0.0117877,0.0138377,0.0418797,0,0.00689906,0.0678216,0.0192922,0,0,0.0175079,0,0,0.0394161,0.0498043,0.029257,0.0228024,0.0263997,0.0247913,0.0175709,0.0658278,0.0918129,0.0672749,0.0263179,0.0553204,0.0402222,0.0393352,0.0576191,0.0172583,0.0154658,0.0084845,0.00959048,0.0286942,0.0197554,0,0,0
20,0.048118,0.0538491,0.0346749,0,0.0141168,0.0508175,0,0,0.0154001,0,0,0.0510003,0.038767,0.0345673,0.011265,0.00869369,0.0313848,0.0355096,0.035281,0.0571829,0.0694634,0.0536895,0.0692765,0.0695012,0.0678899,0.0652004,0.026833,0.0436807,0.0117824,0.0140002,0.0416489,0,0.0063653,0.0677399,0.0192135,0,0,0.0175734,0,0,0.0394337,0.0494639,0.0305345,0.0231857,0.0262684,0.0247926,0.0177109,0.0658986,0.0918519,0.0671937,0.0259861,0.0548979,0.0396581,0.0386766,0.057004,0.0185986,0.015435,0.00851137,0.0095534,0.0289555,0.0198061,0,0,0
21,0.0480944,0.0539883,0.03537,0,0.0128488,0.0507424,0,0,0.0155111,0,0,0.0511488,0.0387588,0.0331563,0.0112056,0.00783408,0.0318499,0.0361525,0.0350612,0.0572535,0.0694081,0.0534167,0.0697384,0.0701367,0.0679236,0.0650701,0.0264028,0.0435276,0.0117685,0.014117,0.0410639,0,0.00622781,0.0674294,0.019014,0,0,0.0175595,0,0,0.0393839,0.0492358,0.0319086,0.0235498,0.026148,0.0249008,0.0178477,0.0661435,0.0918886,0.0670173,0.0257687,0.0545261,0.0391016,0.0380674,0.0563961,0.0200404,0.015553,0.00852283,0.00945321,0.0291326,0.0199178,0,0,0
22,0.0480321,0.0540182,0.0364928,0,0.0119756,0.0512381,0,0,0.015646,0,0,0.0511553,0.0384145,0.0320492,0.0106368,0.00794192,0.0322506,0.0367808,0.0347738,0.056568,0.0690179,0.0532935,0.0700828,0.0706758,0.0679215,0.0648147,0.0250945,0.0435234,0.011776,0.0140836,0.0360343,0,0.00600519,0.0667251,0.0189722,0,0,0.0173522,0,0,0.0393035,0.0503312,0.0322487,0.0234407,0.025796,0.0252102,0.0180026,0.0661634,0.0910723,0.066798,0.0263879,0.0547152,0.0389198,0.0383005,0.0566993,0.0221101,0.015879,0.00854231,0.00931513,0.0292771,0.0199387,0,0,0
23,0.0478645,0.0538606,0.0368934,0,0.0112956,0.0510367,0,0,0.0159295,0,0,0.0513976,0.0380072,0.0322285,0.0104069,0.0093966,0.0325954,0.0377686,0.0343511,0.0556464,0.0682222,0.0527788,0.0699507,0.0707052,0.0675466,0.0643618,0.0243202,0.0431814,0.0116967,0.0143843,0.0343701,0,0.00661797,0.0661593,0.0189857,0,0,0.0172062,0,0,0.039368,0.0501313,0.0338644,0.023644,0.025391,0.0255284,0.0180572,0.0665006,0.091157,0.0666854,0.0263598,0.0542165,0.0384219,0.037724,0.0560606,0.0241157,0.0159833,0.00852258,0.00933133,0.0293076,0.0201145,0,0,0
24,0.0477632,0.0537719,0.0361478,0,0.0112256,0.0503947,0,0,0.0166539,0,0,0.0516745,0.0375201,0.033475,0.0106646,0.0111819,0.0328618,0.0386458,0.033715,0.0548442,0.0674417,0.051816,0.0692431,0.0701197,0.0666254,0.0635741,0.0249243,0.0425933,0.0115407,0.0146881,0.0321423,0,0.00739247,0.0656811,0.0190669,0,0,0.0170496,0,0,0.0396915,0.0496885,0.0356808,0.0235253,0.0249386,0.0260662,0.0180584,0.0668579,0.0912512,0.0665719,0.0263567,0.0534935,0.0376873,0.0369625,0.0553537,0.0265713,0.0157528,0.00863936,0.00954906,0.0293659,0.0203544,0,0,0
25,0.0478688,0.0537003,0.035238,0,0.0117289,0.0494902,0,0,0.0175658,0,0,0.0521771,0.0369072,0.0349942,0.0113799,0.0121704,0.033023,0.0396436,0.0328974,0.0541301,0.0668598,0.050664,0.0684687,0.0692073,0.0655777,0.0627034,0.0265366,0.0417269,0.0113915,0.0151717,0.029373,0,0.00829075,0.0655506,0.0191419,0,0,0.0171895,0,0,0.0401587,0.0491065,0.0377025,0.023146,0.0246667,0.0266977,0.0180116,0.0673761,0.0914047,0.0663866,0.0263953,0.0525064,0.0367373,0.0360459,0.0544173,0.0295295,0.0151343,0.00874215,0.00991334,0.0294153,0.0205932,0,0,0
26,0.0480789,0.0535818,0.0348512,0,0.0125739,0.048548,0,0,0.0184858,0,0,0.0527845,0.0362357,0.0363539,0.0122743,0.0124511,0.0331912,0.0409279,0.0320351,0.0534003,0.0664167,0.0496086,0.0677165,0.0683334,0.0648467,0.062125,0.0282386,0.0406916,0.0112542,0.015755,0.0264679,0,0.00939139,0.0656048,0.0191137,0,0,0.0175763,0,0,0.0406795,0.048473,0.039957,0.0225073,0.0245966,0.0273573,0.0179081,0.0679427,0.0916176,0.0662003,0.0265307,0.0514026,0.035724,0.0350732,0.0533997,0.0327135,0.0142992,0.00877667,0.010409,0.0293715,0.0208404,0,0,0
27,0.0480082,0.0532786,0.0344815,0,0.0134575,0.0472603,0,0,0.0200279,0,0,0.0536331,0.0351505,0.0374342,0.0129677,0.0125741,0.0337279,0.04283,0.0310333,0.0528579,0.0661623,0.0484462,0.0672449,0.0677603,0.0645634,0.0619564,0.0302657,0.03925,0.0111236,0.0166079,0.0254368,0,0.0132452,0.0654022,0.0184858,0,0,0.0182397,0,0,0.0412764,0.0481472,0.0467358,0.0237433,0.0239203,0.0279447,0.0177013,0.0664316,0.0922616,0.0685257,0.0269979,0.0484693,0.0315379,0.030398,0.0495828,0.035444,0.0131679,0.00877933,0.0110656,0.0289872,0.0216412,0,0,0
28,0.0483939,0.0531767,0.0359723,0,0.014064,0.0474045,0,0,0.0202139,0,0,0.0538347,0.035618,0.0374784,0.013068,0.0122677,0.0338484,0.0430857,0.0306985,0.0517783,0.0658487,0.0485846,0.0667584,0.0672757,0.0641034,0.0616272,0.0279721,0.0389972,0.011273,0.0168137,0.021626,0,0.0115407,0.065238,0.0188112,0,0,0.0186305,0,0,0.0414973,0.04835,0.0437142,0.0218373,0.0248979,0.028489,0.0176486,0.0688756,0.0922518,0.0661175,0.0269276,0.0493988,0.0340806,0.0334168,0.0516868,0.0385701,0.0127231,0.00883468,0.0112963,0.028958,0.0215115,0,0,0
29,0.0484068,0.0529948,0.03693,0,0.0138435,0.047409,0,0,0.0207191,0,0,0.0541271,0.0354113,0.0371789,0.0128219,0.0116884,0.0342309,0.0437594,0.0302557,0.0510278,0.0656354,0.0485224,0.0665008,0.0670276,0.0636981,0.0613061,0.0257193,0.0385346,0.01135,0.0171472,0.019538,0,0.0120498,0.0647522,0.0186507,0,0,0.0190576,0,0,0.0417376,0.0487943,0.0443896,0.0218074,0.0250776,0.0287568,0.0177445,0.0693058,0.0927343,0.0664111,0.0267395,0.0486642,0.0335253,0.0329112,0.0511394,0.0417336,0.0122004,0.00887312,0.0116396,0.0287751,0.021852,0,0,0
30,0.0486789,0.0530427,0.0330566,0,0.0133405,0.0483343,0,0,0.0211273,0,0,0.0538438,0.033532,0.0340802,0.0107109,0.0103732,0.0350843,0.0443708,0.0315528,0.0495023,0.0661519,0.0496822,0.0675315,0.0675732,0.0647277,0.0615194,0.0283722,0.0385487,0.0111875,0.0169235,0.0181797,0,0.0122572,0.0638628,0.0189701,0,0,0.0188137,0,0,0.0414458,0.0508712,0.0439416,0.022925,0.0254211,0.0285773,0.0174455,0.0699365,0.0934513,0.0670402,0.0269548,0.04794,0.0330494,0.0324842,0.0505675,0.0445796,0.0126476,0.00872602,0.0114766,0.0288384,0.0220927,0,0,0
31,0.0483165,0.0528069,0.0374803,0,0.0125839,0.0478878,0,0,0.0212428,0,0,0.0540341,0.0342059,0.0354372,0.0115872,0.00965921,0.0349636,0.0448414,0.0293921,0.0499428,0.0657474,0.0489107,0.0663997,0.0668813,0.063138,0.0606242,0.0221434,0.0383365,0.0112676,0.0171777,0.0176404,0,0.0121222,0.063888,0.0184557,0,0,0.0191246,0,0,0.0418622,0.0500399,0.0428146,0.0216498,0.025114,0.0288115,0.0178439,0.0697097,0.0936168,0.0676018,0.0256827,0.0480785,0.0330088,0.0326158,0.0508677,0.0503714,0.0120504,0.0088642,0.0119914,0.0287359,0.0224686,0,0,0
32,0.0481871,0.0527489,0.038067,0,0.0124191,0.0481102,0,0,0.0210587,0,0,0.0538738,0.0338262,0.0350784,0.0112808,0.00912078,0.0351129,0.0450483,0.0286288,0.0497098,0.0656983,0.04877,0.0664582,0.0670087,0.062902,0.0604858,0.020794,0.0386772,0.0112981,0.0170684,0.0180523,0,0.0124799,0.0636727,0.018316,0,0,0.0190287,0,0,0.0417405,0.0500744,0.0423663,0.021323,0.0250417,0.0288635,0.0179617,0.0696817,0.093883,0.0682609,0.0248648,0.0484178,0.0330995,0.0329139,0.0514302,0.0561049,0.0122216,0.00896177,0.0117868,0.0287959,0.0226125,0,0,0
33,0.0479646,0.0527644,0.0380205,0,0.0120337,0.0482961,0,0,0.0208618,0,0,0.053642,0.0331779,0.0347853,0.0108474,0.00877748,0.0351142,0.045182,0.0280323,0.0492406,0.0654995,0.0488034,0.0666082,0.067119,0.0629205,0.0604485,0.0204007,0.0391214,0.0111413,0.0169246,0.0189289,0,0.0130322,0.0634828,0.0182245,0,0,0.0187956,0,0,0.0415189,0.0502495,0.0428894,0.0213414,0.0249547,0.0288086,0.0180034,0.0695168,0.0940632,0.0689227,0.0241581,0.0489894,0.033482,0.0334517,0.0522666,0.0605382,0.0126089,0.00889444,0.0115456,0.0289032,0.0227447,0,0,0
34,0.0477605,0.0528011,0.037927,0,0.0114361,0.0484074,0,0,0.0206856,0,0,0.0534088,0.0327215,0.0347665,0.0104341,0.00906516,0.0349624,0.0453007,0.0276387,0.0485984,0.0651429,0.0488202,0.0667815,0.0671702,0.0631209,0.0604956,0.0203812,0.0395562,0.0109583,0.0167815,0.0195743,0,0.0132804,0.0634426,0.0181397,0,0,0.0184903,0,0,0.0413305,0.050292,0.043601,0.0214833,0.0247861,0.0287658,0.0180102,0.0692067,0.0941688,0.0695986,0.0235403,0.0494414,0.033819,0.0338411,0.0529641,0.0627879,0.0130305,0.00873749,0.0114554,0.0290017,0.0228766,0,0,0
35,0.0476063,0.0528541,0.0378724,0,0.0111416,0.0484403,0,0,0.0204729,0,0,0.053354,0.0324203,0.0348377,0.0100168,0.00966642,0.0347298,0.0453818,0.0274423,0.0481294,0.0648498,0.0489041,0.0669657,0.0671974,0.0634982,0.0607515,0.0204423,0.0399433,0.0110955,0.0166768,0.0198386,0,0.0133016,0.063437,0.0180605,0,0,0.0182293,0,0,0.0412504,0.0502837,0.044244,0.0214761,0.0245482,0.0288349,0.0180318,0.0688616,0.0941999,0.0701163,0.0231528,0.0497469,0.0339043,0.0340828,0.0535367,0.0636496,0.0133538,0.00871356,0.0113493,0.0290411,0.0230298,0,0,0
