Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63
All Timesteps RMSE,0.0464074,0.054674,0.0405966,0,0.0166997,0.0532912,0,0,0.0155215,0,0,0.0502403,0.0374903,0.0369173,0.0164599,0.0149872,0.0341548,0.0352811,0.0289836,0.044324,0.0658524,0.0534028,0.0661336,0.0651872,0.0630087,0.0604256,0.0333355,0.0453879,0.0125136,0.0126926,0.0271998,0,0.0138176,0.0596159,0.021362,0,0,0.0171326,0,0,0.0397285,0.0485583,0.0335702,0.0157114,0.024217,0.0373305,0.0158579,0.0690893,0.0909611,0.0659178,0.0325596,0.0600261,0.0422852,0.0426369,0.0632754,0.0424664,0.0175464,0.00806156,0.0106563,0.028384,0.0199247,0,0,0
0,0.0466379,0.0557737,0.0383508,0,0.0120091,0.0500058,0,0,0.0161011,0,0,0.0496071,0.0314749,0.0320159,0.013476,0.0106839,0.0366179,0.0358165,0.0300129,0.0513809,0.0660979,0.0489246,0.0692749,0.0696355,0.0657489,0.0625716,0.0220788,0.0454817,0.0115921,0.0129206,0.0265153,0,0.00582689,0.0602861,0.0183207,0,0,0.0162848,0,0,0.0384931,0.0548954,0.035229,0.0202971,0.0223227,0.0328108,0.014045,0.0627137,0.0897044,0.0695477,0.0273045,0.0552009,0.0384538,0.0376043,0.0563986,0.0304433,0.0197643,0.00796835,0.00947126,0.0285094,0.0229447,0,0,0
1,0.046203,0.0563313,0.0371736,0,0.0120079,0.0494203,0,0,0.0166391,0,0,0.0500893,0.0313412,0.0330163,0.0134453,0.0106147,0.0367538,0.0362554,0.0300856,0.0508674,0.0661981,0.0486756,0.0686047,0.0689185,0.0653132,0.0624365,0.0241635,0.0447126,0.0113517,0.0135096,0.0242506,0,0.00675202,0.0605566,0.0184324,0,0,0.0164347,0,0,0.0387662,0.0539856,0.037367,0.0205756,0.0218062,0.032796,0.0135314,0.0631193,0.0897163,0.0695053,0.0273849,0.0543837,0.0373394,0.0365341,0.0555469,0.0333491,0.0187814,0.00775169,0.00984156,0.028872,0.0229728,0,0,0
2,0.0459944,0.0563707,0.0368225,0,0.012421,0.0489877,0,0,0.0171023,0,0,0.0504855,0.0311694,0.0331646,0.0133804,0.010566,0.0371687,0.0366643,0.0298992,0.0502914,0.0662509,0.0485607,0.0682699,0.0685715,0.0650288,0.0622156,0.0245954,0.0440431,0.0113283,0.0139286,0.0220735,0,0.00764778,0.0607603,0.0183935,0,0,0.0167448,0,0,0.0391432,0.0538703,0.0391227,0.0205605,0.0216325,0.0329506,0.013399,0.0634471,0.0898921,0.0695463,0.0274275,0.0535731,0.0364348,0.0356827,0.0548591,0.036202,0.0180102,0.00777774,0.0101579,0.028781,0.02303,0,0,0
3,0.0458286,0.05623,0.0367763,0,0.0128725,0.0486607,0,0,0.0174477,0,0,0.050825,0.0309912,0.0327586,0.0131112,0.0103473,0.0376879,0.0370215,0.0296409,0.049873,0.066283,0.0485733,0.0681588,0.0684711,0.0648682,0.0621181,0.0240077,0.0435008,0.0113212,0.014289,0.0201803,0,0.00846322,0.0608936,0.0182605,0,0,0.0170259,0,0,0.0394695,0.05416,0.0403287,0.0204188,0.0218216,0.0329733,0.0133425,0.064033,0.0902689,0.0696763,0.027388,0.0528318,0.0356915,0.0350583,0.0543335,0.03877,0.0173763,0.00772445,0.0106324,0.0285697,0.0230275,0,0,0
4,0.0456209,0.0560729,0.0366747,0,0.0122924,0.0483984,0,0,0.0178301,0,0,0.0510302,0.030649,0.0322873,0.013045,0.0100388,0.0383924,0.0374192,0.0292606,0.0495678,0.0663208,0.0486217,0.0681459,0.0684937,0.0647522,0.0620874,0.0234301,0.0430868,0.0112931,0.0145251,0.0185626,0,0.00922926,0.0608746,0.0180436,0,0,0.0172332,0,0,0.0396691,0.054367,0.041305,0.0204762,0.0221292,0.0329181,0.0133651,0.0646789,0.0907992,0.0700435,0.0273405,0.052066,0.0348771,0.0343801,0.0537596,0.0411937,0.0169158,0.00768032,0.0109838,0.0283138,0.0231136,0,0,0
5,0.0453781,0.0559476,0.036336,0,0.011577,0.0482764,0,0,0.0180846,0,0,0.0510859,0.0301606,0.0317148,0.012961,0.00994694,0.0390003,0.0378034,0.0288041,0.0492974,0.0662523,0.0487023,0.0682922,0.0686594,0.0647842,0.0620541,0.0232138,0.0428763,0.011309,0.0146097,0.0173961,0,0.00970504,0.0607936,0.0178085,0,0,0.0173776,0,0,0.0397299,0.0546313,0.0413778,0.0206204,0.0226014,0.0328117,0.0134035,0.0653249,0.0914221,0.0704444,0.0271693,0.0515311,0.0343074,0.0339246,0.0534568,0.0445979,0.0166541,0.00765212,0.011128,0.0280823,0.0232579,0,0,0
6,0.045082,0.0557869,0.0357782,0,0.0110392,0.0482721,0,0,0.0181929,0,0,0.0510736,0.0296683,0.0312297,0.0127822,0.0102294,0.0394085,0.0380036,0.0283348,0.0489759,0.0660617,0.0487744,0.0685495,0.0689047,0.0648414,0.0619347,0.0234467,0.0428258,0.0113277,0.0145676,0.0171305,0,0.0101369,0.0607595,0.017536,0,0,0.0174002,0,0,0.0396211,0.0548251,0.0408273,0.0208461,0.02303,0.0326749,0.0134336,0.0658868,0.0920096,0.0708872,0.0268498,0.0513188,0.0339831,0.0337055,0.0535274,0.0492804,0.0165814,0.00754977,0.011123,0.0278976,0.0234276,0,0,0
7,0.04479,0.0556301,0.0352298,0,0.0106848,0.0483507,0,0,0.0181826,0,0,0.0510496,0.0293733,0.0310348,0.0123733,0.0107253,0.0396362,0.0380607,0.0279371,0.0485187,0.0657732,0.048828,0.068738,0.0690816,0.064978,0.0618778,0.0238165,0.0428726,0.0113621,0.0144622,0.0179574,0,0.010817,0.0607286,0.0172718,0,0,0.0173649,0,0,0.0395137,0.0548471,0.0405214,0.0210347,0.0232474,0.0325024,0.0135004,0.0662534,0.092411,0.0713446,0.0264437,0.0514956,0.0339757,0.0338836,0.0540284,0.0548459,0.0166634,0.00748435,0.0110779,0.0277866,0.0235734,0,0,0
8,0.0445233,0.0555357,0.0348759,0,0.0104002,0.048338,0,0,0.0180364,0,0,0.0510318,0.029118,0.03104,0.0120094,0.0112642,0.0396381,0.0381065,0.0276405,0.0481632,0.0654553,0.0489204,0.0688497,0.069139,0.0652733,0.0619928,0.0240354,0.0429801,0.0114665,0.0142825,0.0191733,0,0.0114733,0.0607534,0.0170747,0,0,0.0173854,0,0,0.0394306,0.0548608,0.0410568,0.02127,0.0232085,0.032436,0.0136135,0.0663367,0.0925723,0.0718051,0.0261498,0.0518841,0.0342251,0.0343243,0.0547573,0.0600935,0.0168392,0.00755086,0.0108905,0.0277416,0.0236766,0,0,0
