Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63
All Timesteps RMSE,0.0472948,0.0517056,0.0353807,0,0.0193834,0.056457,0,0,0.0182398,0,0,0.0524171,0.0302354,0.0425782,0.0104059,0.0160004,0.0334763,0.0368684,0.0283206,0.0498406,0.0691276,0.0541088,0.0635798,0.0625773,0.0611543,0.0589171,0.0381868,0.0420727,0.0119528,0.0145996,0.0427848,0,0.0132428,0.0556966,0.0225736,0,0,0.0196811,0,0,0.0411798,0.0541531,0.0291783,0.0218455,0.0208637,0.034653,0.0188218,0.067394,0.0898668,0.0660266,0.0366331,0.0632504,0.0464226,0.0447966,0.0644419,0.0257653,0.0139048,0.00868193,0.0125422,0.0270797,0.0187332,0,0,0
0,0.047512,0.0509007,0.0252616,0,0.0315346,0.05896,0,0,0.0168196,0,0,0.0524571,0.0361065,0.0604603,0.0145062,0.0104999,0.0289428,0.033417,0.0298509,0.0407688,0.0685248,0.0557283,0.0517509,0.0487827,0.0531704,0.0526547,0.067165,0.0422497,0.0108833,0.0138772,0.0451182,0,0.0117807,0.0524871,0.0213657,0,0,0.0217828,0,0,0.0412286,0.0456424,0.0176966,0.0122872,0.0159462,0.0359375,0.0211012,0.0660396,0.0886408,0.0652186,0.0380908,0.0700053,0.0531564,0.0502961,0.0694364,0.00483582,0.0129979,0.00938413,0.0133826,0.026578,0.0181107,0,0,0
1,0.0469908,0.0514393,0.0252902,0,0.0322395,0.0586149,0,0,0.0170291,0,0,0.0525969,0.035597,0.0610559,0.0147035,0.0108131,0.0290469,0.0334056,0.0299546,0.0411979,0.0688449,0.055536,0.0514419,0.0485255,0.0530256,0.0524709,0.0678579,0.0421938,0.010877,0.0140508,0.045401,0,0.0121202,0.0527842,0.0216257,0,0,0.0221214,0,0,0.0414764,0.0455107,0.0174257,0.0122225,0.0156514,0.0356607,0.0208287,0.0662716,0.0885327,0.0652522,0.0377865,0.0699653,0.0531805,0.0504043,0.0696497,0.00450698,0.0126759,0.00955614,0.013487,0.0271434,0.0178602,0,0,0
2,0.0468964,0.0515974,0.0252245,0,0.032665,0.0580974,0,0,0.0171447,0,0,0.0526782,0.0355442,0.0615536,0.0147565,0.0110182,0.0292821,0.0333615,0.0299565,0.041516,0.068985,0.0554148,0.051115,0.0481982,0.0525983,0.05206,0.0684086,0.0420686,0.0109778,0.0140919,0.0457274,0,0.0124357,0.0532872,0.021751,0,0,0.0225165,0,0,0.0415495,0.0453718,0.0170703,0.0117207,0.0151405,0.0356284,0.0209567,0.0660273,0.088449,0.065467,0.0374012,0.0699334,0.0531857,0.0505383,0.069835,0.00421805,0.0122828,0.00960551,0.0136447,0.027284,0.0177285,0,0,0
3,0.0468608,0.0516633,0.0250296,0,0.0329779,0.0575942,0,0,0.017325,0,0,0.0527531,0.0353056,0.0621189,0.0147791,0.0110404,0.0295975,0.0332213,0.0299408,0.0417985,0.0690028,0.0553016,0.0507556,0.0478763,0.0520441,0.0515871,0.0687906,0.041895,0.0109998,0.0140725,0.0462418,0,0.0127046,0.0537825,0.0218342,0,0,0.02287,0,0,0.0416753,0.045273,0.0167502,0.0114158,0.0145803,0.0356509,0.0211051,0.0656055,0.0884015,0.0657007,0.0370532,0.0698603,0.0531728,0.0506454,0.0699697,0.00410237,0.0118941,0.00967061,0.013773,0.0273823,0.0176179,0,0,0
4,0.0468417,0.051646,0.0249695,0,0.0334015,0.0572904,0,0,0.0175454,0,0,0.0527774,0.0346343,0.0626514,0.0147741,0.0111203,0.0299746,0.0331526,0.02988,0.0419962,0.0688992,0.0551032,0.0504559,0.0476039,0.0516898,0.0512142,0.0689093,0.0417519,0.0109689,0.0140856,0.0468378,0,0.0127596,0.0540238,0.0219632,0,0,0.02315,0,0,0.0416912,0.0453883,0.0165868,0.011175,0.0140959,0.0357328,0.0212506,0.0652025,0.0881904,0.0661354,0.0368852,0.0698325,0.0531347,0.0506769,0.0700401,0.00427199,0.0116657,0.00949551,0.0139463,0.0274736,0.0174901,0,0,0
5,0.0469865,0.0516522,0.0251308,0,0.0334424,0.0566782,0,0,0.0171515,0,0,0.0529489,0.0346257,0.0627028,0.0148615,0.0112793,0.0305012,0.0330673,0.030118,0.0420983,0.0687356,0.0549075,0.0504243,0.0476068,0.051626,0.0509363,0.0690015,0.0417693,0.0110732,0.0141408,0.0467816,0,0.0133007,0.0546831,0.0219512,0,0,0.0228555,0,0,0.0419385,0.0452049,0.0161044,0.0106991,0.0137456,0.0355855,0.0210067,0.0651423,0.0880317,0.0662125,0.0363759,0.0696409,0.0530495,0.0508588,0.070159,0.00432947,0.0114602,0.00930585,0.0144754,0.0274949,0.0174471,0,0,0
6,0.0470192,0.0518447,0.025178,0,0.0336753,0.0562598,0,0,0.0170583,0,0,0.0529477,0.0344629,0.0629735,0.0146945,0.0115473,0.0309212,0.0329345,0.0300067,0.0423371,0.0685885,0.0546254,0.0504767,0.0476709,0.0517521,0.0509664,0.0689612,0.0418068,0.0111009,0.0140551,0.0470478,0,0.0134611,0.055101,0.0219765,0,0,0.0229587,0,0,0.0419377,0.0453468,0.0160657,0.0103224,0.0135693,0.0354588,0.0210305,0.065165,0.088306,0.0664302,0.0360899,0.0695002,0.0530082,0.0509351,0.0702343,0.0046488,0.0113449,0.00921592,0.0144633,0.0275673,0.0173586,0,0,0
7,0.0469723,0.0519352,0.0251696,0,0.0338078,0.0559154,0,0,0.0169292,0,0,0.0528992,0.034291,0.0632748,0.0145958,0.0118254,0.0313455,0.0326528,0.0296868,0.0426591,0.0684208,0.0543806,0.0506024,0.0478218,0.0520083,0.0512023,0.0688236,0.041887,0.0111435,0.0138952,0.0472951,0,0.0136907,0.0554731,0.0219817,0,0,0.0229521,0,0,0.0419495,0.0456171,0.0157889,0.0100619,0.0135379,0.0352694,0.0210565,0.0650025,0.0884379,0.0667077,0.0357924,0.0693177,0.0529642,0.050969,0.0702372,0.00488441,0.0113048,0.0092044,0.0143745,0.0277016,0.0172271,0,0,0
8,0.0468938,0.0519138,0.0254071,0,0.0337737,0.0556213,0,0,0.0167392,0,0,0.0528127,0.0340665,0.0635029,0.0145458,0.0121707,0.0318094,0.0324429,0.0296862,0.0429501,0.068229,0.054121,0.0507866,0.0480659,0.0523077,0.0515403,0.0686268,0.0420273,0.0112011,0.0136736,0.0474788,0,0.0139685,0.0558506,0.0219412,0,0,0.0229028,0,0,0.0418858,0.0458665,0.0154546,0.00987879,0.0136997,0.035021,0.0210132,0.0646712,0.0884214,0.066972,0.0355111,0.0691993,0.0529169,0.050991,0.0702506,0.0051514,0.0113824,0.00923191,0.0142211,0.0278491,0.0171347,0,0,0
9,0.0468086,0.0519527,0.025631,0,0.0335867,0.0553874,0,0,0.0165632,0,0,0.0527016,0.0337844,0.0637974,0.0145896,0.0127833,0.0322908,0.0322353,0.0298405,0.0432155,0.0680794,0.0538333,0.0510474,0.0484176,0.052651,0.0519605,0.0685621,0.042208,0.0112709,0.013363,0.0476687,0,0.0142532,0.0564039,0.0218906,0,0,0.0228604,0,0,0.0416736,0.0461397,0.0151605,0.00969658,0.0139796,0.0347519,0.0209318,0.0643802,0.0883788,0.0671684,0.0352978,0.0690608,0.0528814,0.0510369,0.0702818,0.00542823,0.0115274,0.00905081,0.0139992,0.0280099,0.0170694,0,0,0
10,0.0468382,0.0519824,0.0257558,0,0.033378,0.0551544,0,0,0.0163743,0,0,0.0525797,0.0334474,0.0640451,0.0146959,0.0137309,0.0327617,0.0321196,0.0297096,0.0436586,0.0679982,0.0535214,0.0514919,0.0489298,0.0533195,0.0525794,0.0688044,0.0424089,0.0113429,0.0131392,0.0477872,0,0.0144097,0.0570405,0.0218202,0,0,0.0228136,0,0,0.0414563,0.046412,0.0149594,0.00949863,0.014095,0.0345289,0.0208854,0.0639236,0.0883542,0.0673863,0.0350961,0.0688814,0.0528022,0.0510792,0.070237,0.00567579,0.0116978,0.00901718,0.0137513,0.0281477,0.0170106,0,0,0
11,0.0469975,0.0520814,0.0260229,0,0.0332747,0.0547207,0,0,0.0162332,0,0,0.0524807,0.0333064,0.0644226,0.014483,0.0147293,0.0329983,0.0319273,0.0296374,0.0442695,0.0679037,0.0532255,0.0521091,0.0495852,0.0540932,0.0533615,0.0692769,0.0425534,0.0113669,0.0129684,0.0478682,0,0.0144509,0.0573089,0.0217924,0,0,0.0227518,0,0,0.0413519,0.0465141,0.0149697,0.00960705,0.014357,0.0341494,0.0208865,0.0636229,0.0883731,0.0674456,0.0349332,0.0686846,0.0526492,0.0510881,0.070135,0.00584557,0.0118009,0.00911794,0.0135239,0.0283225,0.0168822,0,0,0
12,0.047166,0.052239,0.0264113,0,0.0334748,0.054334,0,0,0.016232,0,0,0.0523259,0.0331101,0.0650282,0.013825,0.0155742,0.0332083,0.0317128,0.0293835,0.0449873,0.0679182,0.052897,0.0528788,0.0503532,0.0548886,0.0542555,0.0698257,0.042669,0.0113741,0.0128642,0.0480739,0,0.0143093,0.0574163,0.0217914,0,0,0.022648,0,0,0.0411397,0.0465328,0.0150668,0.00982294,0.0145208,0.0339277,0.0209889,0.0635726,0.0884058,0.0677406,0.0349389,0.0685729,0.0524745,0.0509856,0.0700734,0.00614469,0.0120114,0.00889614,0.013489,0.0284278,0.0167607,0,0,0
13,0.0477401,0.0522498,0.0267877,0,0.0331712,0.0540691,0,0,0.0158401,0,0,0.0519745,0.0341642,0.0647057,0.0143662,0.0161493,0.0339189,0.031382,0.0292081,0.0451899,0.0677086,0.0528379,0.0538046,0.0513086,0.0558083,0.0552343,0.0696251,0.043134,0.0116338,0.0128918,0.0448673,0,0.015851,0.0582726,0.021901,0,0,0.0221276,0,0,0.0408684,0.0467355,0.0130564,0.0080837,0,0.0339353,0.0208945,0.0646677,0.0877796,0.0661016,0.0337815,0.0674311,0.0516291,0.0510626,0.0701942,0.00549344,0.0124964,0.00848652,0.0142013,0.0282972,0.0165336,0,0,0
14,0.0473644,0.0524458,0.0275198,0,0.0325862,0.0533717,0,0,0.0159617,0,0,0.0522196,0.0333507,0.0648616,0.0140881,0.0161212,0.0344536,0.0316992,0.0289903,0.0464069,0.0680979,0.0524848,0.0548555,0.0523638,0.0566814,0.0562581,0.0709424,0.0428247,0.0114727,0.0127062,0.0468758,0,0.0152484,0.0586089,0.0216447,0,0,0.022092,0,0,0.040883,0.0466294,0.0142446,0.00934924,0.0163518,0.0332477,0.0203954,0.0634486,0.0881692,0.0676286,0.0341094,0.0678362,0.0519041,0.0508367,0.0699609,0.00561126,0.0123781,0.00754842,0.0145345,0.0285002,0.0167539,0,0,0
15,0.0474283,0.0523303,0.0279262,0,0.0319535,0.0530475,0,0,0.0160601,0,0,0.0522124,0.0333227,0.0646331,0.0143578,0.0165342,0.0350278,0.0316245,0.0287555,0.0472556,0.0683277,0.0523204,0.0560502,0.0534706,0.0577458,0.0574831,0.0713541,0.0428365,0.0114459,0.012781,0.0461161,0,0.0155766,0.059135,0.0216269,0,0,0.0219899,0,0,0.0407808,0.0471276,0.0141363,0.00909981,0.0174501,0.0329978,0.0202701,0.0634512,0.0880533,0.0674933,0.0338334,0.0674998,0.0516044,0.0509042,0.0698968,0.00546128,0.0124986,0.00780694,0.0140142,0.0285107,0.0166999,0,0,0
