Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63
All Timesteps RMSE,0.0460104,0.0525308,0.0381079,0,0.0186836,0.0581179,0,0,0.0184367,0,0,0.0525692,0.0297128,0.0429041,0.00982457,0.0157769,0.0305285,0.0397775,0.0272234,0.048711,0.0679383,0.0530263,0.0639102,0.0629348,0.0617235,0.0594828,0.0365197,0.0420632,0.0120767,0.0148436,0.0399336,0,0.0138425,0.0548856,0.020087,0,0,0.0177045,0,0,0.0398969,0.0550558,0.0305482,0.0236647,0.0214145,0.0338059,0.0166865,0.0667762,0.0886848,0.0649709,0.0376575,0.0625867,0.0460847,0.0442467,0.0638146,0.0310677,0.0170769,0.00849693,0.0106261,0.0260601,0.0214621,0,0,0
0,0.0486497,0.0518688,0.02771,0,0.0256726,0.0638652,0,0,0.017492,0,0,0.0516904,0.0337484,0.0502445,0.0161768,0.00555929,0.0253726,0.0351653,0.0275628,0.0388362,0.0659876,0.0540431,0.0505653,0.0495709,0.0487172,0.0460508,0.0533294,0.0429634,0.0120802,0.013663,0.0428388,0,0.0126721,0.0478351,0.0212888,0,0,0.0188657,0,0,0.04044,0.0512527,0.0186641,0.0141558,0.0193515,0.0379436,0.018628,0.0678778,0.0889705,0.0627206,0.0404808,0.0693582,0.0533749,0.0491584,0.0683964,0.00894208,0.0148361,0.0081811,0.011247,0.0272082,0.0224352,0,0,0
1,0.0478688,0.0524471,0.0279348,0,0.0260324,0.0637092,0,0,0.0174577,0,0,0.051814,0.033482,0.0509511,0.01607,0.00592095,0.0252198,0.0352265,0.0277581,0.0387165,0.0657328,0.0539456,0.0503672,0.0492542,0.0489793,0.0464081,0.0517845,0.0429081,0.0118386,0.0138428,0.0433442,0,0.0131208,0.0481334,0.0212045,0,0,0.018943,0,0,0.0406363,0.0511427,0.0186142,0.0144499,0.0186969,0.0377653,0.0183246,0.0680617,0.0887736,0.0624849,0.0408101,0.0693095,0.0532474,0.049082,0.0683136,0.0084682,0.0146779,0.00881597,0.0108007,0.0278319,0.0229679,0,0,0
2,0.0476516,0.0526028,0.0279878,0,0.0260729,0.0634134,0,0,0.0175503,0,0,0.0519799,0.0334835,0.0514508,0.0159697,0.00651156,0.0252342,0.0355204,0.028004,0.0385428,0.0656957,0.0539779,0.0503029,0.0490332,0.049409,0.0469206,0.0504609,0.0427033,0.0117824,0.014001,0.0440696,0,0.0135063,0.0485184,0.0211337,0,0,0.0190224,0,0,0.0405836,0.0509685,0.0183882,0.0144807,0.0179611,0.0378063,0.0181059,0.067833,0.0886499,0.0625426,0.0409377,0.0692007,0.0532208,0.0491167,0.0683041,0.00764502,0.0145841,0.00870591,0.0107179,0.0279383,0.0231045,0,0,0
3,0.047567,0.0525737,0.0282097,0,0.0262891,0.0630413,0,0,0.0177075,0,0,0.0521677,0.0335993,0.0518661,0.0159478,0.00702096,0.025306,0.0358217,0.0282366,0.0384335,0.0657236,0.053992,0.0503128,0.0489347,0.0498581,0.0474324,0.049485,0.0424256,0.0118847,0.0141787,0.0448647,0,0.0138482,0.0489413,0.0210975,0,0,0.0191337,0,0,0.0405281,0.050549,0.0180561,0.0144139,0.0172978,0.0378834,0.017934,0.0675835,0.088545,0.0627292,0.0409476,0.0690924,0.0532184,0.04932,0.0683782,0.00680568,0.0144889,0.00857849,0.0106784,0.0278475,0.02306,0,0,0
4,0.0474646,0.0524802,0.0283392,0,0.026336,0.0626051,0,0,0.0179353,0,0,0.0523429,0.0336331,0.0522546,0.0160539,0.00760119,0.025433,0.0360905,0.0284463,0.0383835,0.065727,0.054002,0.0503283,0.0488651,0.0501807,0.0478231,0.0491368,0.0422679,0.0119729,0.0143648,0.0456643,0,0.0142249,0.0494153,0.0210517,0,0,0.019281,0,0,0.0405211,0.0500833,0.0176186,0.014332,0.0166551,0.0379178,0.0178428,0.0674214,0.0885061,0.0629767,0.0408709,0.0690193,0.0532995,0.0494928,0.0685385,0.00611942,0.0144009,0.00859112,0.0105925,0.0277025,0.0230004,0,0,0
5,0.0473113,0.0526042,0.0283568,0,0.0262984,0.0620687,0,0,0.0182228,0,0,0.0524568,0.0331659,0.0527705,0.0161549,0.00802698,0.0256468,0.0363469,0.0285592,0.0383447,0.0657085,0.0539664,0.0502853,0.0487482,0.0503381,0.0480043,0.0492885,0.0421,0.0119859,0.0144897,0.0464981,0,0.0145807,0.0499969,0.0210038,0,0,0.019452,0,0,0.0405393,0.0497367,0.0171717,0.0141784,0.01607,0.0379084,0.0179474,0.0672703,0.0884459,0.06331,0.0406041,0.0689654,0.0533718,0.0496681,0.0687259,0.00571512,0.0142482,0.00866109,0.0105212,0.0275241,0.0230588,0,0,0
6,0.0471351,0.052794,0.0283191,0,0.0265774,0.0616139,0,0,0.0184284,0,0,0.052502,0.0327585,0.0533385,0.0160836,0.00808419,0.0259652,0.0365317,0.0285482,0.0384112,0.0656172,0.0537801,0.0501741,0.0486358,0.0502836,0.0479472,0.0497623,0.041891,0.0119075,0.0146339,0.0477688,0,0.0148419,0.0504335,0.0209614,0,0,0.0196559,0,0,0.0405215,0.0495424,0.0167855,0.0141138,0.0156433,0.0378808,0.0179987,0.0669476,0.0885583,0.0636859,0.0403215,0.0688841,0.0534094,0.0498418,0.0688189,0.00577303,0.0141248,0.00862966,0.0104848,0.0273903,0.0232909,0,0,0
7,0.0471919,0.0529474,0.0282243,0,0.0269524,0.0610199,0,0,0.0182117,0,0,0.0526146,0.0330588,0.0537797,0.0163007,0.00784243,0.0263013,0.0365366,0.0284916,0.0383549,0.0654836,0.0536077,0.0500821,0.0485316,0.0500537,0.0477296,0.0502568,0.0417836,0.0120078,0.0148809,0.047561,0,0.0158667,0.0512449,0.0209515,0,0,0.0192307,0,0,0.0407177,0.0489885,0.0160004,0.0137448,0.0146731,0.0377685,0.0178111,0.0667494,0.0884217,0.0637063,0.039938,0.0687963,0.0533391,0.0502842,0.069248,0.00552252,0.0140559,0.00853557,0.0108706,0.0272602,0.0233307,0,0,0
8,0.0471376,0.0532731,0.0281148,0,0.0271042,0.0604999,0,0,0.0182151,0,0,0.0526396,0.0329178,0.0542868,0.0163801,0.00762281,0.0266538,0.0365727,0.0282886,0.038308,0.0652303,0.0532753,0.0499589,0.0483691,0.0497857,0.0474909,0.0514792,0.0417793,0.0120319,0.014902,0.0482351,0,0.0164614,0.0519522,0.0208967,0,0,0.0192692,0,0,0.0407322,0.0487476,0.0155591,0.0133993,0.0142848,0.0376441,0.0178095,0.0665862,0.0883834,0.0638809,0.0396214,0.0687065,0.0532269,0.0504643,0.0694881,0.00582316,0.0140194,0.00857433,0.0108691,0.0271974,0.0232554,0,0,0
