Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63
9,0.0492655,0.0527861,0.0286861,0,0.0263101,0.0628507,0,0,0.0168557,0,0,0.0511041,0.0335373,0.0505675,0.0132874,0.00597896,0.0276067,0.0328377,0.0275031,0.0395059,0.0662644,0.0539866,0.050509,0.0492319,0.0487336,0.0459431,0.0491337,0.0426688,0.0115835,0.0133423,0.0354193,0,0.0131177,0.0480851,0.0226484,0,0,0.0208527,0,0,0.0412443,0.0508499,0.0175641,0.0156074,0.0206727,0.0390188,0.0192011,0.0670778,0.0900224,0.0653946,0.0383005,0.0677878,0.0529948,0.0489581,0.0669258,0.0150862,0.0128035,0.00828075,0.0133674,0.0308606,0.0195578,0,0,0
10,0.0492021,0.0527709,0.0286886,0,0.0264176,0.0626688,0,0,0.0166997,0,0,0.0510941,0.0336847,0.0512768,0.0133316,0.00630662,0.0276688,0.0325517,0.0277861,0.0392387,0.0663137,0.0541058,0.0505585,0.0491154,0.0490654,0.0463249,0.0489623,0.0429224,0.0114707,0.0133798,0.0362121,0,0.0132395,0.0483179,0.0226721,0,0,0.0207136,0,0,0.0413046,0.0503403,0.017678,0.0154546,0.0201519,0.0389081,0.0192511,0.066895,0.0896238,0.0648359,0.0387641,0.0679326,0.0530434,0.049112,0.0671728,0.0141949,0.012845,0.00836919,0.0131194,0.0309169,0.0192804,0,0,0
11,0.0491192,0.0527663,0.0286715,0,0.0263929,0.0624409,0,0,0.0166341,0,0,0.0510852,0.0337604,0.0519452,0.0132871,0.00671172,0.0278063,0.032389,0.0280435,0.0390233,0.0663051,0.0542341,0.0506625,0.049098,0.0495896,0.0469438,0.0488346,0.0430383,0.0113891,0.0135045,0.0370028,0,0.0135381,0.0485526,0.0227528,0,0,0.0206691,0,0,0.041447,0.0498914,0.0176036,0.0152371,0.0195493,0.0388268,0.0194035,0.0668719,0.0895072,0.0645302,0.0389151,0.0679863,0.0531244,0.0492355,0.0673861,0.0131633,0.0127872,0.00846429,0.0129785,0.0308903,0.0192025,0,0,0
12,0.0490575,0.0527794,0.0284595,0,0.0263328,0.0621105,0,0,0.0166433,0,0,0.0511558,0.0337154,0.052642,0.0131847,0.00719,0.0279943,0.0324207,0.028304,0.038883,0.0662853,0.0542844,0.05078,0.0491688,0.0502054,0.0476873,0.0489061,0.0429906,0.0113298,0.013685,0.0378887,0,0.0138855,0.0488126,0.0228066,0,0,0.0207359,0,0,0.0415726,0.0495617,0.0174041,0.0150071,0.019112,0.0387793,0.019472,0.0668334,0.0895968,0.0645558,0.0388131,0.0679251,0.0532093,0.0494127,0.0675038,0.0119993,0.0127168,0.00867137,0.0127645,0.0308099,0.0191919,0,0,0
13,0.0490221,0.0528222,0.0284168,0,0.0263354,0.0616784,0,0,0.0167424,0,0,0.0512312,0.0336884,0.0530979,0.0131706,0.00765585,0.0281941,0.0324704,0.0285628,0.0387827,0.0662385,0.0542528,0.0508909,0.0492473,0.0507746,0.0483657,0.0494255,0.0428357,0.0113023,0.0138147,0.0387522,0,0.01434,0.0491747,0.022874,0,0,0.0208376,0,0,0.0416548,0.0492629,0.0169251,0.0147256,0.0186195,0.0387264,0.0194795,0.0666604,0.0896786,0.0647785,0.0385744,0.0678075,0.0533072,0.0497245,0.0676373,0.0108477,0.012555,0.00889522,0.0125635,0.0306986,0.019172,0,0,0
14,0.049035,0.0527927,0.0283266,0,0.0264151,0.0611721,0,0,0.0169185,0,0,0.0513266,0.0336114,0.0535217,0.0132828,0.00807241,0.0284243,0.0325369,0.0288368,0.0387441,0.0662138,0.0542103,0.0509915,0.0493166,0.0510919,0.0487837,0.0504201,0.0426246,0.0113115,0.0139646,0.0396883,0,0.0147073,0.0496335,0.0231203,0,0,0.0210065,0,0,0.0416571,0.0490294,0.016369,0.0144343,0.0180034,0.0386936,0.0195037,0.0663367,0.0896285,0.0651312,0.0383125,0.0676977,0.0533387,0.0499252,0.0678002,0.00970035,0.0123307,0.00876567,0.0127059,0.0305867,0.0190609,0,0,0
15,0.0490711,0.0527534,0.0281108,0,0.0263555,0.0606734,0,0,0.0171095,0,0,0.0514451,0.0334514,0.054036,0.0135368,0.00830238,0.0286913,0.0326267,0.0290637,0.038743,0.0661767,0.0542347,0.0509766,0.0493435,0.0511643,0.0489196,0.0517442,0.0424258,0.0113282,0.0141672,0.0406988,0,0.0151137,0.050216,0.0234796,0,0,0.0211797,0,0,0.0417338,0.0488372,0.0158693,0.0141048,0.0172593,0.0386623,0.0195185,0.0660675,0.0894976,0.065493,0.0380818,0.0676078,0.0533584,0.0500015,0.0680164,0.00866714,0.0121665,0.00887393,0.0126983,0.0305561,0.0189082,0,0,0
16,0.0490593,0.0529903,0.0278836,0,0.0261199,0.0601557,0,0,0.017345,0,0,0.0516142,0.0331344,0.0545941,0.0137359,0.00832072,0.0290277,0.0327263,0.0290715,0.0387835,0.0660602,0.0541641,0.0508942,0.0492529,0.0510344,0.0488451,0.0533348,0.042349,0.0112541,0.014498,0.0418407,0,0.0154201,0.0507761,0.023437,0,0,0.0213947,0,0,0.041787,0.0487632,0.0154952,0.0137175,0.0166628,0.0386504,0.0195278,0.0658792,0.0894567,0.0657705,0.0378638,0.0675613,0.0533664,0.0500663,0.0682189,0.00774106,0.0120288,0.00908385,0.0125568,0.0305986,0.0187172,0,0,0
17,0.0492509,0.0529703,0.0277789,0,0.0261618,0.0595627,0,0,0.0170399,0,0,0.0519647,0.0331957,0.0550567,0.0139297,0.00809003,0.0294012,0.0325725,0.0289255,0.0387016,0.0658287,0.0539409,0.0508127,0.0491544,0.0508008,0.0486672,0.0549163,0.0423041,0.0110855,0.0153015,0.0420262,0,0.0161888,0.0516481,0.023398,0,0,0.0208746,0,0,0.0420413,0.0485551,0.0148766,0.0130319,0.0157921,0.0386252,0.019329,0.0657752,0.0890971,0.0656913,0.0375456,0.0675472,0.0533337,0.0503901,0.0686314,0.00735861,0.0119144,0.00907644,0.0129783,0.0305729,0.0185201,0,0,0
18,0.0492773,0.0529551,0.027724,0,0.0264734,0.0591069,0,0,0.0170667,0,0,0.0520834,0.0331568,0.0555385,0.0140302,0.00776947,0.0298743,0.0326341,0.0286837,0.0386467,0.0655684,0.0534883,0.0507502,0.0490415,0.0505336,0.0484948,0.056631,0.042211,0.0112559,0.0151943,0.0426437,0,0.0167161,0.0522706,0.023481,0,0,0.020874,0,0,0.0421163,0.0484528,0.0144268,0.0127547,0.0153074,0.0385223,0.0192812,0.0656891,0.0888343,0.0657009,0.0373196,0.0675389,0.0532641,0.0506132,0.0688955,0.00693485,0.0118006,0.00919711,0.01291,0.0306004,0.0182936,0,0,0
19,0.0492554,0.0529382,0.0276881,0,0.026826,0.0587431,0,0,0.0170257,0,0,0.0521557,0.0331267,0.0560716,0.0141393,0.0074392,0.0303456,0.0327438,0.0284295,0.0385066,0.0652415,0.0530411,0.0507616,0.0490002,0.0505308,0.0484738,0.0582903,0.0421261,0.0114526,0.0150047,0.0433016,0,0.0172351,0.0527363,0.0235358,0,0,0.020861,0,0,0.0420707,0.0483965,0.0139732,0.0124112,0.0150385,0.0383753,0.0192343,0.0656214,0.0886673,0.0657406,0.0371514,0.0674948,0.0531658,0.0507753,0.0691048,0.00670584,0.0117288,0.00919973,0.0127373,0.0306275,0.0180889,0,0,0
20,0.0492046,0.052929,0.0276623,0,0.0269754,0.0583619,0,0,0.0169963,0,0,0.0521657,0.0329652,0.0567775,0.0142666,0.00727833,0.0308161,0.032774,0.0280756,0.0383952,0.0648493,0.0526739,0.0507693,0.0490745,0.0507224,0.048687,0.0597794,0.0420996,0.0116492,0.014799,0.0438325,0,0.0177906,0.053166,0.0235451,0,0,0.0208636,0,0,0.0419972,0.0484461,0.0136152,0.0118065,0.0149399,0.0381905,0.0191727,0.06548,0.0885983,0.0658227,0.0369434,0.0673964,0.0530686,0.0508261,0.069291,0.00660656,0.0117425,0.00904216,0.0126138,0.0306862,0.0179224,0,0,0
21,0.0491354,0.0529397,0.0277185,0,0.0270718,0.0580061,0,0,0.0169615,0,0,0.0520918,0.0328025,0.0575348,0.0144067,0.00726891,0.0312969,0.0327533,0.027846,0.0384945,0.0645214,0.0522852,0.0508566,0.0493399,0.0511095,0.0491564,0.0612053,0.042147,0.0117998,0.014554,0.0442225,0,0.0183313,0.0535773,0.0235776,0,0,0.0208356,0,0,0.0419603,0.0486686,0.0132927,0.0113612,0.0150588,0.0379525,0.0191407,0.0652831,0.0885762,0.0659216,0.0366822,0.0672741,0.0529786,0.0509151,0.0693749,0.00664132,0.0118476,0.00895325,0.0125597,0.0307598,0.0177982,0,0,0
22,0.0490545,0.0529413,0.0279362,0,0.0272286,0.0576784,0,0,0.0169699,0,0,0.051965,0.0325948,0.0583697,0.0144696,0.0074238,0.0317525,0.0326821,0.0277716,0.0388269,0.0642576,0.0517649,0.0512148,0.0498052,0.0517355,0.0498813,0.0628479,0.0423088,0.011913,0.0142137,0.0445443,0,0.0187314,0.0540708,0.0236833,0,0,0.0207705,0,0,0.0419292,0.0488809,0.0129834,0.0111343,0.015322,0.0376058,0.0191245,0.0650519,0.0883795,0.0660522,0.0364386,0.0671285,0.052912,0.0510098,0.0694272,0.0067679,0.0120006,0.00909415,0.0123175,0.0307745,0.0176805,0,0,0
23,0.0487946,0.0530157,0.0276029,0,0.030861,0.056456,0,0,0.0162296,0,0,0.0525531,0.0327524,0.0604112,0.0140581,0.0109344,0.033108,0.0332759,0.0281163,0.0407568,0.0654454,0.05182,0.0513369,0.0490608,0.0524291,0.0510533,0.0568262,0.0422405,0.0113757,0.0140126,0.0413703,0,0.0176959,0.055335,0.0230347,0,0,0.0213691,0,0,0.0412668,0.0484761,0.0131505,0.010149,0.0145602,0.0361194,0.0185436,0.0638865,0.0878847,0.0670245,0.0362165,0.0677082,0.0529462,0.0513986,0.0700303,0.00678715,0.012169,0.00925312,0.0119807,0.0307167,0.0182358,0,0,0
24,0.0487459,0.0529206,0.0289335,0,0.0275708,0.0570235,0,0,0.017007,0,0,0.0515749,0.0320165,0.0603206,0.0144211,0.00830212,0.0325538,0.0323736,0.0277174,0.0397879,0.0639271,0.050766,0.0524441,0.0510987,0.0534506,0.0518744,0.0672935,0.0428737,0.0120617,0.0134623,0.045345,0,0.019087,0.0549047,0.0235804,0,0,0.0205633,0,0,0.0415201,0.0491953,0.0125689,0.0113488,0.0157539,0.0367796,0.0191439,0.0646074,0.0885384,0.066599,0.0359686,0.066761,0.0529123,0.0510824,0.06926,0.00730632,0.012324,0.00886118,0.0118448,0.0306724,0.0175421,0,0,0
25,0.0486485,0.05291,0.0279178,0,0.0314089,0.0556599,0,0,0.0155493,0,0,0.0524623,0.032525,0.0620966,0.0140461,0.0128185,0.0339059,0.0328044,0.0278094,0.0421502,0.0654722,0.051128,0.0528532,0.0505383,0.0543312,0.053258,0.0604345,0.0427576,0.0114527,0.0137661,0.0404185,0,0.0185412,0.0564936,0.022767,0,0,0.0205008,0,0,0.0411236,0.0488394,0.0127045,0.00986407,0.0159603,0.035204,0.0182661,0.0635362,0.0879064,0.0671381,0.0353709,0.0671481,0.0527375,0.0514264,0.0699411,0.00721684,0.0125235,0.00867219,0.0125006,0.0305004,0.0182223,0,0,0
26,0.0485099,0.0529689,0.0280127,0,0.0314621,0.0552155,0,0,0.0154267,0,0,0.0523416,0.0324088,0.0628138,0.0140239,0.0136837,0.0342584,0.0327661,0.027737,0.043067,0.0656597,0.050857,0.0537727,0.0514395,0.0553704,0.0544381,0.0621958,0.0429939,0.0115576,0.0135075,0.0402227,0,0.018629,0.0570385,0.0226086,0,0,0.0204513,0,0,0.0410422,0.0490056,0.012578,0.00969109,0.0165993,0.0347673,0.0181908,0.0633657,0.087883,0.0671969,0.0349786,0.0668883,0.052541,0.0513228,0.0698347,0.00734989,0.0127432,0.00877921,0.0123382,0.0304246,0.0182241,0,0,0
27,0.0484067,0.0529547,0.0281416,0,0.0312612,0.0548007,0,0,0.0153299,0,0,0.0522485,0.0323402,0.0631817,0.0139611,0.0143848,0.034632,0.032691,0.0276842,0.044003,0.0660012,0.0506039,0.0548395,0.0524521,0.0564113,0.0556322,0.0638335,0.0431919,0.0116266,0.0132579,0.0401325,0,0.0187245,0.0575483,0.0225342,0,0,0.0203888,0,0,0.0409654,0.0491659,0.0125427,0.00959045,0.0172933,0.0342949,0.0181391,0.0632641,0.0878423,0.0671635,0.03458,0.0666322,0.0522611,0.0511948,0.0697125,0.00743812,0.0129116,0.00882801,0.0121674,0.0303095,0.0182155,0,0,0
28,0.0483241,0.0528754,0.0282543,0,0.0308295,0.0544754,0,0,0.0152852,0,0,0.0521602,0.0322684,0.0631461,0.013821,0.0150578,0.0350239,0.0325286,0.0275547,0.0450187,0.066442,0.0504193,0.0560286,0.0535932,0.0574603,0.0568119,0.0652826,0.043332,0.0116524,0.0130865,0.0400092,0,0.0187995,0.0580223,0.0222773,0,0,0.0202918,0,0,0.040902,0.0490914,0.0125508,0.00953956,0.0179603,0.0338544,0.0181338,0.0631921,0.0877941,0.0670774,0.0342297,0.066374,0.0519507,0.0510894,0.0695778,0.00754823,0.0130386,0.00890888,0.0119555,0.0301682,0.0182,0,0,0
29,0.0483131,0.0528909,0.0282758,0,0.0301296,0.0540832,0,0,0.0152717,0,0,0.052066,0.032163,0.0627322,0.0137815,0.0158854,0.0353762,0.0323703,0.02739,0.0461481,0.0667696,0.0502911,0.0573102,0.0548416,0.0585769,0.0580338,0.066218,0.0434606,0.0116701,0.012982,0.039715,0,0.0188958,0.0585446,0.0220451,0,0,0.0202678,0,0,0.0407836,0.0492395,0.0128137,0.00958657,0.0185901,0.0334749,0.0181099,0.0631606,0.0878031,0.0670619,0.0338067,0.0661576,0.0517081,0.0508579,0.0694547,0.00779733,0.0131371,0.00896268,0.0117944,0.0299917,0.0182496,0,0,0
30,0.0480539,0.0529018,0.0284319,0,0.0284684,0.0533979,0,0,0.0154595,0,0,0.0520273,0.0311825,0.0613127,0.0149068,0.0235725,0.0355235,0.0323125,0.0264682,0.0512745,0.0690738,0.0496781,0.058725,0.0556244,0.0589825,0.0586079,0.0612768,0.0434159,0.0116822,0.0130269,0.0394984,0,0.0187279,0.0591946,0.0217904,0,0,0.0202857,0,0,0.0409708,0.0492541,0.0130009,0.00947727,0.0193298,0.0336368,0.0183333,0.0630244,0.0878704,0.0671432,0.0331872,0.0658716,0.0514858,0.0506429,0.0692741,0.0080193,0.0129003,0.00897689,0.0118777,0.0297507,0.0184411,0,0,0
31,0.0480063,0.0529693,0.0284133,0,0.0272739,0.0531893,0,0,0.0154158,0,0,0.0519885,0.0309736,0.0604827,0.0145623,0.0243758,0.0357992,0.032405,0.0266351,0.0525925,0.0696787,0.0497604,0.0599277,0.0568386,0.0599289,0.0595895,0.0608952,0.0435033,0.0116981,0.0129291,0.0393529,0,0.018642,0.0594303,0.0217372,0,0,0.0202676,0,0,0.0409094,0.0493683,0.0132715,0.0096888,0.0197523,0.0332996,0.0183181,0.0630737,0.0879012,0.0671894,0.0329895,0.0656201,0.0512954,0.0505168,0.0690558,0.0081302,0.0130197,0.00898415,0.0117105,0.0295499,0.0184239,0,0,0
32,0.0479958,0.0529744,0.0282877,0,0.0260753,0.0530931,0,0,0.0154178,0,0,0.0518972,0.0306907,0.0592692,0.0142063,0.0249527,0.0360093,0.0323787,0.0268646,0.0538776,0.0702559,0.0498926,0.0610601,0.0581015,0.0608725,0.0604397,0.059636,0.0435818,0.0117544,0.0128431,0.0392721,0,0.0185088,0.0595972,0.0217127,0,0,0.0202356,0,0,0.0407704,0.0496477,0.0134293,0.010017,0.0199405,0.0330904,0.0183558,0.0630088,0.0879064,0.0672846,0.0330384,0.0654159,0.0511311,0.0503833,0.0688855,0.00827739,0.0131708,0.00903651,0.0115575,0.0292427,0.0183514,0,0,0
33,0.0480112,0.0529354,0.0296425,0,0.0221279,0.0537911,0,0,0.0162768,0,0,0.0510374,0.0300696,0.0579946,0.0140942,0.0213272,0.0350016,0.0316104,0.0262248,0.0526032,0.0687399,0.0494244,0.0621029,0.0600382,0.061835,0.0609802,0.0656913,0.0440265,0.0123123,0.0125917,0.0429435,0,0.0195147,0.0590296,0.0223647,0,0,0.0194075,0,0,0.0413111,0.0500438,0.0130751,0.0113215,0.0209688,0.0337282,0.0188462,0.0639234,0.0881415,0.0664313,0.0332188,0.0646667,0.0511068,0.0500814,0.0683016,0.00794483,0.0131551,0.00883353,0.011224,0.0293226,0.0175161,0,0,0
34,0.0480506,0.0528089,0.0291916,0,0.0208767,0.0537138,0,0,0.0161439,0,0,0.0510533,0.0299969,0.0563882,0.0136889,0.0217214,0.0351521,0.0315855,0.0264684,0.0538651,0.0692969,0.049838,0.063096,0.0612399,0.062619,0.0615285,0.061631,0.0440288,0.0123521,0.0126936,0.0423522,0,0.019735,0.0593661,0.0223284,0,0,0.0187848,0,0,0.0413987,0.050714,0.0132114,0.0117365,0.0218457,0.0334139,0.018575,0.0638965,0.0879238,0.0662999,0.0329922,0.0643952,0.0508452,0.0499851,0.0682303,0.00805061,0.0133778,0.00849975,0.0116809,0.0291106,0.0175566,0,0,0
35,0.0479833,0.0528461,0.0290291,0,0.0198407,0.0538014,0,0,0.0161047,0,0,0.0510066,0.0299929,0.0547886,0.0132334,0.0216195,0.0350821,0.0315945,0.0267882,0.0550752,0.0696718,0.0502507,0.0639032,0.0622894,0.063264,0.0619024,0.0567263,0.0440775,0.0123405,0.0127414,0.0424632,0,0.0197542,0.0594435,0.0224298,0,0,0.0186513,0,0,0.0412324,0.0514464,0.0132871,0.0122286,0.0221874,0.0331915,0.0184724,0.0639134,0.0878048,0.0662621,0.0329402,0.0642289,0.0506438,0.0498757,0.0681426,0.00815617,0.0135612,0.00831677,0.0116254,0.0287672,0.0175386,0,0,0
36,0.0479077,0.0528497,0.0293756,0,0.0188862,0.0540606,0,0,0.016051,0,0,0.0509034,0.0299489,0.053172,0.0128117,0.0211025,0.0349138,0.0315808,0.0273224,0.0562205,0.0700054,0.0507717,0.0645126,0.0631715,0.0637518,0.0621244,0.0507919,0.0441346,0.0122589,0.0128694,0.0427102,0,0.019752,0.0593531,0.0222146,0,0,0.0185471,0,0,0.0411048,0.051935,0.0134152,0.0127525,0.0225427,0.0329799,0.0183656,0.0638321,0.0876416,0.0662897,0.0329587,0.0640857,0.0504565,0.0497504,0.0681043,0.00824321,0.0138073,0.00827468,0.0115265,0.0284999,0.0175034,0,0,0
37,0.0478334,0.0527801,0.0305967,0,0.0183015,0.0544834,0,0,0.0159592,0,0,0.0507566,0.0298494,0.0515503,0.012296,0.0201112,0.0347309,0.0314325,0.0278638,0.0572562,0.0702987,0.0513361,0.0650108,0.0639308,0.0641192,0.062264,0.0440149,0.0441876,0.0121597,0.0128765,0.043259,0,0.0196972,0.0590635,0.0220718,0,0,0.0184373,0,0,0.0410113,0.0523621,0.0135489,0.0133507,0.0227042,0.0328061,0.018288,0.0636105,0.0874193,0.0663431,0.0330822,0.063973,0.0503323,0.0497006,0.0680986,0.00840254,0.0140587,0.0083187,0.0114062,0.0282892,0.0174726,0,0,0
38,0.0477663,0.0527434,0.0330878,0,0.0179862,0.0550209,0,0,0.0159016,0,0,0.0506011,0.0298504,0.0500696,0.0117802,0.0185847,0.0345141,0.0312844,0.0283891,0.0580314,0.0703849,0.05188,0.0654377,0.0646107,0.0643949,0.0624143,0.0367668,0.0443121,0.0120394,0.0128276,0.0440596,0,0.0195834,0.0586199,0.0221449,0,0,0.0183041,0,0,0.0409136,0.0527801,0.0136442,0.0139123,0.0227638,0.0327288,0.0182027,0.063295,0.0872028,0.0664004,0.0332923,0.0639177,0.0502559,0.0496732,0.0681265,0.00866213,0.0142381,0.00839953,0.0112383,0.028147,0.0174585,0,0,0
