Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,LBHD,IMU_B
188,0,0,0,0,0.0472643,0.0491918,0,0,0.0419397,0,0.0238588,0.0550533,0,0.03012,0,0,0.0588853,0.0262021,0.0367653,0.0122095,0.0168709,0.0424864,0.0626649,0.0280415,0.0517009,0.0643663,0.043998,0.0665536,0.0644848,0.063814,0.0637866,0.0274813,0.0306985,0.0138386,0.0194728,0.0230897,0,0.0148888,0.0626693,0.0239131,0,0,0.0235207,0,0,0.0445286,0.0470697,0.0389063,0.0212575,0.0215762,0.0356494,0.0188864,0.030611,0.0234955,0.0544954,0.0530284,0,0,0,0.0596139,0.0603977,0.00941956,0.0105026,0.0138733,0.0239222,0.0202032,0,0,0,0,0
189,0,0,0,0,0.0468061,0.0489261,0,0,0.042801,0,0.0240429,0.0549035,0,0.0310926,0,0,0.0590993,0.0261171,0.0370445,0.0119564,0.0164952,0.0425291,0.0635757,0.0273427,0.0508935,0.0639943,0.0437007,0.0659682,0.0638871,0.0632046,0.0632206,0.0259898,0.0301016,0.0139799,0.0196828,0.0229787,0,0.0137934,0.062596,0.0236276,0,0,0.0239524,0,0,0.0449524,0.0472564,0.0367233,0.0208235,0.0227008,0.0356715,0.019319,0.0299907,0.0245624,0.0559176,0.0533161,0.0351939,0,0,0.0631354,0.0660251,0.00881487,0.0106731,0.0145819,0.0237461,0.0204291,0,0,0,0,0
190,0,0,0,0,0.0469535,0.0488221,0,0,0.0411325,0,0.0236072,0.0561914,0,0.0317541,0,0,0.058661,0.0251383,0.0368202,0.0116025,0.014496,0.0419362,0.0629523,0.0267286,0.0496815,0.0635284,0.0437206,0.0660009,0.0638873,0.0633446,0.0632466,0.0268843,0.0298533,0.0143496,0.0193188,0.016945,0,0.0233301,0.0612473,0.0240652,0,0,0.0238541,0,0,0.0455189,0.0484781,0.0454413,0.0202588,0.0252103,0.0365706,0.0199626,0.0318075,0.0257483,0.058432,0.0559644,0,0,0,0.0605704,0.0588657,0.00857938,0.0104094,0.0147773,0.0236547,0.0196526,0,0,0,0,0
191,0,0,0,0,0.0471699,0.0488674,0,0,0.039448,0,0.0234087,0.0569886,0,0.0317512,0,0,0.0584528,0.0246435,0.0363512,0.011024,0.0125343,0.0421406,0.0626145,0.0270017,0.0491409,0.0638093,0.0443762,0.0660054,0.0637338,0.0633849,0.0630861,0.0279084,0.0299572,0.014268,0.019132,0.0191348,0,0.0270096,0.0604462,0.0242019,0,0,0.0238355,0,0,0.0455962,0.049621,0.0500868,0.0200736,0.0237555,0.0369943,0.020247,0.0342942,0.0246422,0.0581913,0.0574715,0,0,0.0360976,0.0578397,0.0656588,0.00856954,0.0103722,0.0149277,0.0236691,0.0194467,0,0,0,0,0
192,0,0,0,0,0.0466978,0.0489137,0,0,0.0389736,0,0.0232599,0.0573454,0,0.0320372,0,0,0.0583876,0.0243797,0.0361675,0.0106815,0.0115957,0.0423308,0.0627197,0.0268573,0.0492031,0.0639207,0.0446321,0.0660156,0.0636607,0.0632728,0.0629457,0.0279019,0.0298517,0.0141733,0.019052,0.0192366,0,0.0279429,0.0600258,0.0241474,0,0,0.0250488,0,0,0.0453168,0.0498992,0.0510231,0.0198034,0.0234582,0.0371881,0.0213898,0.0348671,0.024462,0.0585709,0.0581957,0,0,0.0371913,0.0586555,0.0681271,0.00824014,0.0103506,0.0143736,0.0236435,0.0192879,0,0,0,0,0
193,0,0,0,0,0.0464739,0.0487087,0,0,0.0385369,0,0.023099,0.0574749,0,0.0317889,0,0,0.0584373,0.0243191,0.0362,0.0104818,0.0111981,0.0425154,0.0625704,0.0267899,0.0491283,0.0639121,0.0449187,0.0659699,0.063582,0.0630939,0.0626603,0.0280668,0.0298019,0.0142172,0.0191237,0.018907,0,0.0277632,0.0597962,0.0241098,0,0,0.0247678,0,0,0.0456819,0.0499406,0.0506312,0.0194485,0.0230858,0.0374441,0.0213618,0.0352969,0.0240227,0.0587038,0.0587334,0,0,0.0378787,0.0593509,0.0681064,0.00829323,0.0103425,0.0149631,0.0233559,0.0191447,0,0,0,0,0
194,0,0,0,0,0.0461719,0.0480742,0,0,0.0379048,0,0.0230538,0.0578175,0,0.0324107,0,0,0.0588489,0.0242699,0.0362114,0.01032,0.0113079,0.0422153,0.062509,0.0267625,0.0489449,0.0640089,0.0452663,0.0659365,0.0635156,0.0629263,0.0623764,0.0285177,0.0295441,0.0140112,0.0193793,0.0182492,0,0.027225,0.0594162,0,0,0,0.0238408,0,0,0.0449222,0.0501351,0.0491501,0.0187582,0.0227051,0.0379439,0.0210855,0.0358323,0.0237227,0.0589491,0.059423,0,0,0.0380729,0.0599103,0.0664767,0.00884462,0.0101189,0.0141619,0.0228126,0.01742,0,0,0,0,0
195,0,0,0,0,0.0460467,0.0482078,0,0,0.0380911,0,0.0229113,0.0565108,0,0.0308324,0,0,0.0588895,0.0251014,0.0362438,0.0103009,0.0115336,0.0430276,0.0633226,0.0268191,0.048227,0.063745,0.0456578,0.0660437,0.0636284,0.0629638,0.06233,0.028348,0.0301943,0.0141105,0.0195211,0.0254459,0,0.0187957,0.0605112,0.0231435,0,0,0.0252003,0,0,0.0449275,0.0487256,0.0372321,0.0188997,0.0180875,0.0372526,0.0210654,0.0333519,0.0223278,0.0567302,0.0565491,0,0,0,0.0647825,0.0748862,0.00874233,0.0104004,0.014825,0.0228195,0.0194667,0,0,0,0,0
196,0,0,0,0,0.0460701,0.0482787,0,0,0.0377415,0,0.0228461,0.0568978,0,0.031324,0,0,0.0590413,0.025042,0.0361904,0.00998024,0.0121424,0.0423335,0.0628205,0.0269176,0.0480226,0.0638929,0.0460437,0.06611,0.0635665,0.0631906,0.0624486,0.0285048,0.0301454,0.013879,0.0195376,0.024798,0,0.0205196,0.0602395,0,0,0,0.0240357,0,0,0.0438926,0.0489742,0.0405891,0.0182624,0.0177369,0.0376509,0.0199834,0.035768,0.0211734,0.0559398,0.0575486,0,0,0.0381312,0.0608785,0.0724686,0.00927239,0.00997717,0.0138573,0.0228623,0.0176855,0,0,0,0,0
197,0,0,0,0,0.0460522,0.0483058,0,0,0.0382558,0,0.0224169,0.0569724,0,0.0314436,0,0,0.058946,0.0251232,0.0358819,0.0096876,0.0130264,0.0420818,0.0630649,0.0266649,0.0476284,0.063692,0.0461515,0.0665293,0.0638737,0.0636463,0.0628741,0.0275907,0.0301662,0.0138565,0.0194485,0.0224473,0,0.0187458,0.06005,0,0,0,0.023431,0,0,0.0438638,0.0485276,0.0343994,0.0177199,0.0173493,0.0375146,0.0193296,0.0340978,0.0219054,0.0561241,0.0565005,0,0,0,0.0657624,0.0683952,0.00950798,0.00980999,0.0139478,0.0228229,0.0178754,0,0,0,0,0
198,0,0,0,0,0.0469566,0.0486212,0,0,0.0386301,0,0.022255,0.0571165,0,0.0306013,0,0,0.0587118,0.0254293,0.0355465,0.00925487,0.0135712,0.041062,0.0621982,0.0268895,0.0475301,0.0638656,0.0464753,0.0667264,0.063927,0.0638328,0.0629983,0.0267065,0.030658,0.0139809,0.0192131,0.0235229,0,0.0208317,0.0601224,0,0,0,0.0236011,0,0,0.0427308,0.0489551,0.0402298,0.0167516,0.0156065,0.0376213,0.0191545,0.0372457,0.0189866,0.0532555,0.0566168,0,0,0.0380484,0.0614837,0.0703791,0.0101274,0.00948821,0.0125406,0.0231111,0.0173513,0,0,0,0,0
199,0,0,0,0,0.0469643,0.0486664,0,0,0.0395357,0,0.021928,0.0574683,0,0.0307958,0,0,0.058822,0.0254087,0.0349794,0.00901571,0.0139459,0.0405874,0.0626006,0.0266361,0.0472834,0.0638056,0.0466145,0.0670093,0.0641198,0.0639673,0.0630299,0.0252005,0.0305298,0.0139824,0.019284,0.0221475,0,0.0193051,0.059679,0,0,0,0.023524,0,0,0.0424505,0.0480195,0.0345698,0.016187,0.0151423,0.0374227,0.0188506,0.0350001,0.020226,0.0537372,0.0555014,0,0,0,0.0661849,0.068072,0.010281,0.00940575,0.0121958,0.0231432,0.0177446,0,0,0,0,0
200,0,0,0,0,0.0474254,0.0486814,0,0,0.0401101,0,0.0218431,0.0579522,0,0.0308405,0,0,0.0588039,0.0253766,0.0343619,0.00884646,0.0140716,0.0401177,0.0627012,0.0266357,0.0471082,0.0639593,0.0469426,0.0670207,0.0640296,0.0638791,0.0629488,0.0238458,0.0305118,0.0139439,0.0192898,0.0214795,0,0.0194542,0.0592068,0,0,0,0.022293,0,0,0.0428719,0.0472738,0.0343222,0.015765,0.0149213,0.0373776,0.0175421,0.0345771,0.0203467,0.0534593,0.0552478,0,0,0,0.0662631,0.0665244,0.0106808,0.00939243,0.0129142,0.0232047,0.018291,0,0,0,0,0
201,0,0,0,0,0.0483584,0.0489154,0,0,0.0407505,0,0.0219128,0.0590287,0,0.030571,0,0,0.0584554,0.0253617,0.0339755,0.00849284,0.0141097,0.0392938,0.0620791,0.0267446,0.047029,0.0642589,0.0473527,0.0668205,0.0637064,0.0635685,0.0627912,0.0225725,0.0307932,0.0139764,0.0189978,0.0233492,0,0.0159977,0.058297,0,0,0,0.0220882,0,0,0.0424691,0.0466564,0.0360486,0.0145713,0.016112,0.0378357,0.0173998,0.0341464,0.0216655,0.0546476,0.055814,0,0.0420378,0,0.0654201,0.0635491,0.0111241,0.00922636,0.0123671,0.0234963,0.0180336,0,0,0,0,0
202,0,0,0,0,0.0483193,0.0489514,0,0,0.0417952,0,0.0215948,0.0595919,0,0.0309134,0,0,0.0585949,0.0251488,0.03355,0.00866693,0.0143127,0.0391623,0.0625809,0.0264973,0.0468102,0.0643807,0.0474783,0.0668239,0.0635908,0.0634559,0.0629789,0.0211231,0.0305033,0.013972,0.0192015,0.0228243,0,0.0159356,0.057675,0,0,0,0.0220607,0,0,0.0424349,0.0455653,0.0352923,0.0147106,0.018587,0.0379963,0.0173755,0.0322764,0.0238584,0.0560688,0.0553204,0,0.0426346,0,0.0651917,0.0598055,0.0111512,0.00915119,0.0123674,0.0236339,0.0181279,0,0,0,0,0
203,0,0,0,0,0.0497063,0.0498176,0,0,0.043112,0,0.0213167,0.0595181,0,0.0291698,0,0,0.057776,0.0255055,0.0331529,0.00833141,0.0142548,0.0385394,0.0613998,0.0265365,0.0465321,0.0644582,0.0475742,0.066908,0.0636046,0.0635483,0.0629583,0.0196195,0.031504,0.0140511,0.0185627,0.0247101,0,0.0195778,0.0579788,0.0255706,0,0,0.0225772,0,0,0.0426233,0.0456562,0.0438516,0.0137884,0.0168566,0.0384543,0.0175945,0.0351784,0.0203824,0.0531617,0.0555294,0.0564743,0.0339489,0,0.0586141,0.064137,0.0111389,0.0091056,0.0124065,0.0244783,0.0188504,0,0,0,0,0
204,0,0,0,0,0.0497416,0.0500927,0,0,0.0428109,0,0.0206959,0.0603966,0,0.029905,0,0,0.0576931,0.0249709,0.0329321,0.00868833,0.0139296,0.0376631,0.0609777,0.0259102,0.0455438,0.0639567,0.047462,0.0675745,0.0641968,0.0643285,0.0635355,0.0196743,0.031116,0.0143609,0.018141,0.0200424,0,0.0276405,0.0571306,0.0272176,0,0,0.0222827,0,0,0.0431272,0.0461928,0.0484679,0.0139352,0.020322,0.0394357,0.0179308,0.0357836,0.0204669,0.053486,0.055947,0.0553278,0.0263057,0,0.0566887,0.0568196,0.0111283,0.00844175,0.0119461,0.0248021,0.0182133,0,0,0,0,0
205,0,0,0,0,0.0500064,0.0497556,0,0,0.0437392,0,0.0207322,0.0610608,0,0.0311439,0,0,0.0581101,0.0251067,0.0326462,0.00904029,0.0143974,0.0371951,0.0610023,0.0262043,0.0452495,0.0642429,0.047889,0.0675909,0.0639387,0.0644891,0.0634886,0.0185621,0.0305524,0.014204,0.0180288,0.0212176,0,0.0304636,0.0567062,0,0,0,0.0213692,0,0,0.0424639,0.0467195,0.0522891,0.0133805,0.0228955,0.0406228,0.0180574,0.0370632,0.0205196,0.0534982,0.0567336,0.0515223,0.0292133,0.0283074,0.0532348,0.0590873,0.0121252,0.00809646,0.0108289,0.0246565,0.0164535,0,0,0,0,0
206,0,0,0,0,0.0501099,0.049994,0,0,0.0449046,0,0.0203438,0.0613783,0,0.0312371,0,0,0.0580522,0.0254061,0.0321839,0.00926161,0.0147676,0.0370586,0.0611662,0.0263088,0.0446136,0.0641459,0.0481629,0.0677968,0.0639523,0.0647775,0.0636124,0.0173377,0.0305339,0.0142316,0.0178617,0.0212633,0,0.0303983,0.056508,0,0,0,0.021583,0,0,0.0425719,0.0466957,0.0521795,0.0129984,0.0230813,0.0413973,0.0181664,0.0366262,0.0210605,0.0536205,0.0566248,0.0511323,0.0291937,0.0285594,0.053085,0.0599068,0.0120594,0.00800199,0.0107257,0.0248004,0.0168492,0,0,0,0,0
207,0,0,0,0,0.050164,0.050171,0,0,0.0460625,0,0.0199655,0.0615517,0,0.0311886,0,0,0.0580037,0.0257581,0.0319192,0.00960438,0.0149121,0.0369103,0.0614422,0.0263482,0.0440581,0.0640358,0.0483806,0.0678812,0.0639856,0.0649001,0.063716,0.0164114,0.0305651,0.014265,0.0178034,0.0212617,0,0.0303695,0.0564332,0,0,0,0.0218239,0,0,0.0426744,0.0465951,0.0523664,0.0126062,0.0233735,0.0421829,0.018314,0.036136,0.0218094,0.053953,0.0565903,0.0512124,0.0282267,0.0291442,0.0533298,0.0607093,0.0119269,0.00789029,0.0107874,0.0248597,0.0170995,0,0,0,0,0
208,0,0,0,0,0.0503586,0.0503171,0,0,0.0466643,0,0.0199796,0.0620738,0,0.0317705,0,0,0.0577911,0.0259699,0.0316194,0.00998922,0.0156222,0.0367148,0.0616844,0.0264034,0.0435996,0.0640886,0.0487404,0.0677955,0.0637045,0.0646865,0.0636468,0.015725,0.0304612,0.0140461,0.0173742,0.0213535,0,0.0303096,0.0560464,0,0,0,0.0211337,0,0,0.0432319,0.0468746,0.0523275,0.0124545,0.0236603,0.0429241,0.0182195,0.035939,0.0224424,0.0542432,0.056573,0.0515821,0.0281009,0.0300363,0.0537195,0.0615635,0.0119422,0.00763937,0.0114852,0.0249537,0.0164834,0,0,0,0,0
209,0,0,0,0,0.0505987,0.0505453,0,0,0.0471466,0,0.0200614,0.0624431,0,0.0319435,0,0,0.0577807,0.0261747,0.0312972,0.0102622,0.0161052,0.0371477,0.0618642,0.0263648,0.0431334,0.0640111,0.048967,0.067678,0.0633678,0.0643939,0.0636711,0.0153102,0.0303871,0.0139772,0.0172247,0.0213735,0,0.0300557,0.0558045,0,0,0,0.0212566,0,0,0.0432605,0.0469942,0.0519718,0.0121598,0.0240316,0.0436242,0.0184351,0.0356335,0.0232814,0.0547112,0.0565388,0.0521949,0.0283502,0.029578,0.0539478,0.0622378,0.0118562,0.00776063,0.0114455,0.0252127,0.0158667,0,0,0,0,0
210,0,0,0,0,0.0507757,0.0508406,0,0,0.0474284,0,0.0203872,0.0628102,0,0.0321271,0,0,0.0577536,0.026363,0.0310703,0.0103917,0.0163189,0.0380099,0.0619927,0.026298,0.0427442,0.0639448,0.0491731,0.0674074,0.0629671,0.0639493,0.0629461,0.0151259,0.0302524,0.0139715,0.0171717,0.0214217,0,0.0296633,0.0555599,0,0,0,0.0213741,0,0,0.0433251,0.0471009,0.0514615,0.0118639,0.0245255,0.0443229,0.0186081,0.0354999,0.0242134,0.055313,0.0566091,0.05277,0.0285218,0.0293771,0.0543264,0.0627389,0.0117405,0.00783979,0.0114312,0.0255727,0.0153335,0,0,0,0,0
211,0,0,0,0,0.0509464,0.0509606,0,0,0.0477442,0,0.0207114,0.0629744,0,0.0322992,0,0,0.0577663,0.0267118,0.0309533,0.0104719,0.0164921,0.0377864,0.062148,0.0262294,0.0423852,0.0639078,0.04943,0.0670483,0.0625573,0.0632617,0.0623904,0.0150773,0.0301626,0.0140015,0.0171768,0.0215619,0,0.0289976,0.0554871,0,0,0,0.0214759,0,0,0.0434191,0.0471292,0.051016,0.0115296,0.0247592,0.0451754,0.0188478,0.035472,0.0250346,0.0557853,0.0566921,0.0532732,0.028935,0.0296116,0.0548474,0.0633511,0.0116337,0.00784623,0.011463,0.0257364,0.0149101,0,0,0,0,0
212,0,0,0,0,0.0510831,0.0510892,0,0,0.0472354,0,0.0208826,0.0631265,0,0.0323679,0,0,0.0577771,0.0270537,0.0303412,0.0104996,0.0168874,0.0375144,0.0623595,0.0261912,0.0420943,0.0638975,0.0497261,0.066835,0.0622239,0.0628951,0.0622925,0.0148204,0.0301204,0.0140621,0.0172492,0.0217422,0,0.0284919,0.0554422,0,0,0,0.021546,0,0,0.0434262,0.0471562,0.0504284,0.0112029,0.0250633,0.0462075,0.0189885,0.0354388,0.0258731,0.0562382,0.0568081,0.0538244,0.029337,0.029983,0.0554297,0.0638852,0.0115855,0.0078471,0.0115074,0.0258812,0.0147442,0,0,0,0,0
213,0,0,0,0,0.0511354,0.0513821,0,0,0.0468173,0,0.0211201,0.063344,0,0.0323084,0,0,0.0578515,0.0273523,0.0298401,0.0105248,0.0173402,0.0375729,0.0624508,0.0261258,0.0419674,0.0639392,0.0500854,0.0666488,0.0618844,0.0625769,0.0620919,0.0147023,0.0300942,0.0140644,0.0173665,0.0218803,0,0.0280959,0.0553605,0,0,0,0.0213136,0,0,0.0433031,0.0472097,0.0495515,0.0109262,0.0254786,0.0468153,0.0189826,0.0353322,0.0267025,0.0567339,0.0569724,0.0544856,0.0297427,0.0303444,0.0560138,0.0642219,0.0116009,0.00783261,0.0115366,0.0261048,0.0154688,0,0,0,0,0
214,0,0,0,0,0.0514387,0.0515732,0,0,0.0465785,0,0.0212961,0.063362,0,0.0320413,0,0,0.0578884,0.0277188,0.0295127,0.0105312,0.0174258,0.0378475,0.0624834,0.0259938,0.0417734,0.0639055,0.0502664,0.0665446,0.0616602,0.0622281,0.0618822,0.014748,0.0301518,0.0142037,0.0175646,0.0217545,0,0.0278705,0.0554251,0,0,0,0.0212199,0,0,0.0431523,0.0471155,0.0486737,0.0106183,0.0259845,0.0471317,0.0189395,0.0350119,0.0274612,0.0571952,0.0570211,0.0553172,0.0303083,0.0308707,0.0566679,0.0642136,0.0115665,0.00802193,0.0115779,0.026167,0.0159285,0,0,0,0,0
215,0,0,0,0,0.0517582,0.0517909,0,0,0.0461861,0,0.0218024,0.0636837,0,0.032027,0,0,0.0577744,0.0281386,0.029109,0.0107741,0.0180601,0.0373205,0.062231,0.0258599,0.0416385,0.0640723,0.0504508,0.0662558,0.0612796,0.061754,0.0614587,0.0146761,0.0302245,0.0139676,0.0175997,0.0215957,0,0.0275471,0.0552808,0,0,0,0.0206449,0,0,0.0434785,0.0473004,0.0475029,0.0104951,0.0262976,0.0474954,0.0185944,0.0348769,0.0280744,0.0575889,0.0571286,0.0562429,0.0311533,0.0316536,0.0574311,0.064083,0.0115575,0.00776548,0.0119836,0.0262626,0.0161109,0,0,0,0,0
216,0,0,0,0,0.0519439,0.0518832,0,0,0.0458253,0,0.0220754,0.0637629,0,0.0317479,0,0,0.057664,0.0285108,0.0288444,0.0107696,0.0183643,0.0369371,0.0619364,0.0256727,0.0414851,0.0641292,0.0505902,0.0661095,0.0610615,0.0615171,0.0612418,0.0147075,0.0304364,0.0141245,0.0176584,0.0212134,0,0.0273356,0.055329,0,0,0,0.0208264,0,0,0.0435277,0.0472725,0.0464647,0.0103271,0.0266573,0.0478283,0.0186037,0.0346551,0.0286951,0.0579574,0.0571708,0.0572034,0.0320914,0.0325497,0.0582985,0.0634789,0.0114785,0.00782715,0.011855,0.0262467,0.0161453,0,0,0,0,0
217,0,0,0,0,0.0520255,0.0520098,0,0,0.0454755,0,0.0222084,0.063845,0,0.0313444,0,0,0.0576165,0.0286932,0.028753,0.0107478,0.0187119,0.036758,0.0615809,0.0255019,0.0413867,0.0641692,0.0507414,0.0660186,0.0608512,0.061316,0.0610879,0.0148222,0.0306775,0.014113,0.0176429,0.020883,0,0.0268707,0.0553854,0,0,0,0.020852,0,0,0.0434357,0.0472079,0.0450974,0.0101645,0.0269977,0.0480136,0.0185646,0.0344776,0.0292805,0.0583043,0.05722,0.0580713,0.0330602,0.0333625,0.0590201,0.0626002,0.011467,0.00785116,0.0117415,0.0262301,0.0165186,0,0,0,0,0
218,0,0,0,0,0.0521148,0.0520735,0,0,0.0451017,0,0.0221913,0.0639529,0,0.030796,0,0,0.057514,0.0285555,0.0288556,0.0107898,0.0190829,0.0366956,0.0612324,0.0253732,0.0413082,0.0641369,0.0508838,0.0658637,0.0606874,0.0611237,0.0609885,0.0149749,0.0310219,0.0139146,0.0178504,0.0205786,0,0.0261253,0.0554431,0,0,0,0.0207785,0,0,0.0432065,0.047091,0.0435178,0.00996174,0.0272543,0.0480485,0.0185581,0.0343243,0.0298369,0.0585978,0.0573009,0.0587968,0.0340529,0.0340713,0.0595794,0.0611575,0.011459,0.00785903,0.0115604,0.0261717,0.0168228,0,0,0,0,0
219,0,0,0,0,0.0521942,0.0520362,0,0,0.0447628,0,0.0224095,0.0640645,0,0.0301226,0,0,0.0574393,0.0285691,0.0288885,0.0107383,0.01937,0.0366127,0.0608054,0.0252127,0.0412178,0.0640484,0.0509428,0.0656334,0.0606264,0.0610094,0.0609645,0.0150474,0.0314493,0.0135462,0.018097,0.020292,0,0.025464,0.055501,0,0,0,0.0205924,0,0,0.042959,0.0469337,0.0418747,0.0097398,0.0273424,0.0481089,0.0186437,0.0341507,0.0303567,0.0587637,0.0573519,0.0594697,0.0350223,0.0348635,0.0600973,0.0590728,0.01155,0.00789078,0.0114127,0.0260608,0.0168972,0,0,0,0,0
220,0,0,0,0,0.0522749,0.0520413,0,0,0.0447209,0,0.0226575,0.0641949,0,0.0294822,0,0,0.0572247,0.0292456,0.0287993,0.0105721,0.0195548,0.0362753,0.06037,0.02499,0.0411731,0.063971,0.0508711,0.0655498,0.0605999,0.0609446,0.0609183,0.0149533,0.0318884,0.0137584,0.0178025,0.0201046,0,0.024523,0.0555366,0,0,0,0.0203316,0,0,0.0426521,0.0467687,0.0402012,0.00946757,0.0272482,0.048139,0.0186833,0.033986,0.0309265,0.0589051,0.0574314,0.0601214,0.0359794,0.035694,0.060687,0.056446,0.0118266,0.00788022,0.0111805,0.0260353,0.0168873,0,0,0,0,0
221,0,0,0,0,0.0524525,0.0518819,0,0,0.048403,0,0.023799,0.0637689,0,0.0282328,0,0,0.0571007,0.029702,0.0277305,0.00939155,0.0207266,0.0369651,0.0605611,0.0251508,0.0422748,0.0644382,0.0507966,0.0651421,0.0600494,0.0601535,0.0602102,0.0142028,0.0325843,0.0140125,0.0176693,0.0221618,0,0.0223632,0.0561521,0,0,0,0.020882,0,0,0.0415539,0.0458752,0.038467,0.00830045,0.0238285,0.0475019,0.0185375,0.0341943,0.0288636,0.0567837,0.0570256,0.0616022,0.0368049,0.0366896,0.0618917,0.0602581,0.0126364,0.00855679,0.0113953,0.0258678,0.0176755,0,0,0,0,0
222,0,0,0,0,0.0526083,0.051885,0,0,0.0485525,0,0.0239683,0.0638054,0,0.0279093,0,0,0.0566529,0.0298678,0.0277271,0.00926025,0.0204813,0.0367857,0.0601378,0.0249779,0.0422157,0.0642865,0.0507495,0.065088,0.0599436,0.0600615,0.0600798,0.0141042,0.0329201,0.0141547,0.0173682,0.0215063,0,0.0213982,0.0562166,0,0,0,0.0209031,0,0,0.0415129,0.0457428,0.0367652,0.00808615,0.023672,0.0474615,0.0186542,0.0340828,0.0296289,0.0570368,0.0572705,0.0622482,0.0377304,0.0375272,0.0624545,0.0558364,0.0128068,0.00864336,0.0110663,0.0258978,0.0174094,0,0,0,0,0
223,0,0,0,0,0.0528624,0.0516984,0,0,0.0485929,0,0.0241233,0.063831,0,0.0273777,0,0,0.0564973,0.0300993,0.0277157,0.00902406,0.0204517,0.0365857,0.0596477,0.0249398,0.0421925,0.0642041,0.0508068,0.0649676,0.059811,0.0599833,0.0598965,0.014034,0.033252,0.0141154,0.0171072,0.0211621,0,0.0209957,0.0563481,0,0,0,0.0199837,0,0,0.0418077,0.0455581,0.0351879,0.00769329,0.0234459,0.0474955,0.0181703,0.0340272,0.030463,0.0573146,0.0575885,0.0629306,0.0386281,0.0384502,0.0631019,0.0510065,0.013026,0.00860927,0.0117912,0.0257823,0.0168366,0,0,0,0,0
224,0,0,0,0,0.0528281,0.0517354,0,0,0.0486548,0,0.024274,0.0638036,0,0.0269811,0,0,0.0563751,0.0304147,0.0277935,0.00867991,0.0206206,0.0363284,0.059329,0.0249486,0.0421041,0.0641199,0.0508494,0.0648492,0.0598079,0.0598265,0.0597041,0.01398,0.0335132,0.014055,0.016851,0.0218481,0,0.0213195,0.0565763,0,0,0,0.0196596,0,0,0.0416135,0.0453662,0.0336711,0.00728578,0.0230769,0.0475474,0.018233,0.0339792,0.0312281,0.057509,0.0578638,0.0635765,0.0395517,0.0392037,0.0637328,0.0460599,0.0133056,0.00864774,0.0116441,0.0258576,0.0167008,0,0,0,0,0
225,0,0,0,0,0.0528427,0.0518696,0,0,0.048574,0,0.0244663,0.0636377,0,0.026894,0,0,0.0560798,0.0307489,0.0279222,0.00836036,0.0207567,0.0362011,0.0592411,0.0249171,0.0419886,0.0639866,0.0507552,0.0646172,0.0598831,0.0597366,0.0596073,0.0138937,0.0336505,0.0139706,0.0164025,0.0235554,0,0.0208451,0.0568948,0,0,0,0.0198979,0,0,0.0414194,0.0452342,0.0322779,0.00703121,0.0226027,0.0475764,0.0184679,0.0340173,0.0318129,0.0576132,0.0581361,0.0642211,0.04046,0.0399435,0.0643057,0.0409839,0.013465,0.00879815,0.0110236,0.0259674,0.0164654,0,0,0,0,0
226,0,0,0,0,0.0535749,0.0519913,0,0,0.0480871,0,0.0246441,0.0632794,0,0.0262769,0,0,0.0557901,0.0309008,0.028017,0.00809545,0.0203072,0.035731,0.0585881,0.0248945,0.0419431,0.0638226,0.0503643,0.0646264,0.0600382,0.0597645,0.0596285,0.0137962,0.0340209,0.014011,0.0160082,0.030523,0,0.0179297,0.0576039,0,0,0,0.01969,0,0,0.0412093,0.0453824,0,0.00748961,0.0231975,0.0477833,0.0183921,0.0354845,0.0324865,0.0583696,0.0594912,0.0627658,0.0392505,0.0374816,0.0613254,0.0387021,0.0137315,0.00874374,0.0107813,0.0261992,0.0165544,0,0,0,0,0
227,0,0,0,0,0.0534559,0.0519063,0,0,0.0483192,0,0.0247869,0.0630975,0,0.0260665,0,0,0.0559449,0.0319131,0.0279427,0.00728031,0.0202129,0.035831,0.0587866,0.0249189,0.0416923,0.0636677,0.0505602,0.064624,0.0600315,0.0595761,0.0595195,0.0137933,0.0339939,0.0141967,0.0160623,0.0281603,0,0.0186646,0.0579359,0,0,0,0.0195885,0,0,0.0412302,0.0450184,0.0291749,0.00631514,0.0217229,0.04747,0.0182311,0.0345359,0.0326982,0.0578086,0.0592305,0.0654357,0.0421106,0.0416836,0.0656415,0.0307471,0.0137099,0.00871061,0.0109052,0.0260194,0.0164463,0,0,0,0,0
