Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIBI,RTIBA,RTIB
31,0,0,0,0,0.0427356,0.0525115,0,0,0,0.0412545,0,0.0201984,0.0585394,0,0,0.0340543,0,0,0.0617294,0.0229992,0.0289429,0.0140824,0.0187648,0.0412814,0.0353779,0.0250782,0.0448213,0.0623859,0.0467569,0.0690162,0.0660203,0.0659439,0.0646119,0.0201458,0.0474689,0.0445072,0.0308208,0.026346,0,0.0191604,0.0573424,0.0197831,0,0,0.0205388,0,0,0.0388438,0.0490273,0.0304163,0.011762,0.0111142,0.0425911,0.0119011,0.0390341,0.0154751,0.0503931,0.0568541,0.0642321,0.037173,0.0160569,0.00912446,0.00813601,0.0256516,0.0234916,0,0,0,0,0.0361344,0
32,0,0,0,0,0.0434734,0.0526391,0,0,0,0.0423581,0,0.0202796,0.0590373,0,0,0.0336696,0,0,0.0613872,0.0230459,0.028573,0.0140911,0.0188308,0.0402935,0.034868,0.0251896,0.0446378,0.0625239,0.0471166,0.0688932,0.065819,0.0658939,0.0643511,0.0185207,0.0475464,0.0439965,0.0302925,0.0296111,0,0.0213655,0.0569948,0.0204317,0,0,0.0204863,0,0,0.0386924,0.0489622,0.0380841,0.0112566,0.0140119,0.0434611,0.0122909,0.0398533,0.0148089,0.050158,0.0575904,0.0587224,0.038798,0.0163872,0.0093097,0.00788995,0.0260273,0.0227772,0,0,0,0,0.0305793,0.0564057
33,0,0,0,0,0.0438288,0.0526848,0,0,0,0.0437792,0,0.0201628,0.0594341,0,0,0.0336705,0,0,0.0613533,0.0232834,0.0279803,0.0141921,0.0191464,0.0397988,0.0348316,0.0252046,0.0441381,0.0625782,0.0474278,0.0688586,0.0656879,0.0659326,0.064101,0.0167013,0.0477029,0.0438221,0.0300166,0.0289426,0,0.0216288,0.0566723,0.020747,0,0,0.0203581,0,0,0.0386264,0.0487631,0.0386159,0.0110624,0.0137307,0.0442288,0.0123928,0.039047,0.0145197,0.0496749,0.0570365,0.0586993,0.0399734,0.0165301,0.00914996,0.00788103,0.0261975,0.0225105,0,0,0,0,0.0305371,0.0569059
34,0,0,0,0,0.0441228,0.0526891,0,0,0,0.0454699,0,0.0199101,0.0599911,0,0,0.0336843,0,0,0.0614366,0.0234091,0.027369,0.014368,0.0195871,0.0393672,0.0346584,0.0252156,0.0436303,0.0627118,0.0475676,0.0687565,0.0654652,0.0657723,0.0639103,0.0152993,0.0478608,0.0433657,0.0294565,0.0265394,0,0.0240942,0.0561688,0.0210681,0,0,0.0202091,0,0,0.0386521,0.0479533,0.0405045,0.0108738,0.014453,0.0450727,0.0124714,0.0380727,0.0150691,0.0496393,0.0566342,0.0580829,0.0488854,0.0165734,0.00904443,0.00798911,0.0262691,0.022187,0,0,0,0,0.0293734,0.0560796
35,0,0,0,0,0.0444306,0.0527036,0,0,0,0.047356,0,0.0197686,0.0600879,0,0,0.0337433,0,0,0.0615093,0.0237024,0.0267852,0.0145386,0.0198909,0.0391172,0.0344169,0.0252584,0.0430398,0.0626631,0.0476584,0.0687701,0.0653912,0.065619,0.0638827,0.0141882,0.048045,0.0430194,0.0289323,0.0274467,0,0.0220523,0.0561098,0.021397,0,0,0.0201006,0,0,0.0386781,0.0483716,0.0390975,0.010657,0.0131486,0.0458489,0.012481,0.0381975,0.0144861,0.0490245,0.0561472,0.0592388,0.0429772,0.0166729,0.00902981,0.00802425,0.0263267,0.0218809,0,0,0,0,0.0306475,0.0563943
36,0,0,0,0,0.0446863,0.0527433,0,0,0,0.0487779,0,0.0198168,0.0603844,0,0,0.033778,0,0,0.0615466,0.0241099,0.0263746,0.0145775,0.0202871,0.0389234,0.0342327,0.0252729,0.0427361,0.0626394,0.047911,0.0687276,0.0652646,0.0655241,0.0637871,0.0135148,0.0482649,0.0428127,0.028524,0.0269086,0,0.0220881,0.055814,0.0216412,0,0,0.0200965,0,0,0.0388039,0.0481599,0.0390749,0.0108186,0.0131809,0.046656,0.0125426,0.0377688,0.0147626,0.0490542,0.0554144,0.0598671,0.0446585,0.0167544,0.00918098,0.00801987,0.0263928,0.0215477,0,0,0,0,0.0309451,0.0565124
37,0,0,0,0,0.0449212,0.052794,0,0,0,0.0500503,0,0.0199453,0.0606191,0,0,0.0337803,0,0,0.0615788,0.0245394,0.0260238,0.014543,0.0206654,0.0387465,0.0341046,0.0252873,0.0423903,0.062614,0.0481765,0.068664,0.065111,0.0654316,0.0636905,0.0132216,0.0484526,0.0426357,0.0281969,0.0262872,0,0.0220334,0.0556423,0.0217919,0,0,0.0200648,0,0,0.038924,0.0479571,0.0393388,0.0108243,0.0132845,0.0473942,0.012608,0.0373361,0.0151775,0.0492062,0.0549587,0.0604466,0.0459034,0.0167886,0.00934332,0.00804868,0.0264665,0.0212377,0,0,0,0,0.0313428,0.0570114
38,0,0,0,0,0.0451206,0.0528021,0,0,0,0.0510828,0,0.0201488,0.0611288,0,0,0.0337811,0,0,0.0616488,0.0249425,0.0257182,0.0146671,0.0211283,0.0384448,0.0340287,0.0253065,0.0419261,0.0626285,0.0483918,0.0685536,0.0648598,0.0652435,0.0635495,0.0132073,0.048588,0.042435,0.0278644,0.0265724,0,0.0219396,0.0552709,0.0219461,0,0,0.0200603,0,0,0.0389678,0.0472123,0.039923,0.0107087,0.014108,0.0480428,0.0126341,0.0363911,0.0165205,0.0497484,0.0545958,0.0599867,0.0539864,0.0167645,0.00931066,0.00810804,0.0265235,0.0209673,0,0,0,0,0.0310694,0.0570364
39,0,0,0,0,0.0453677,0.0527882,0,0,0,0.0519912,0,0.0203901,0.0612673,0,0,0.0337462,0,0,0.0616789,0.0252828,0.0254584,0.0147158,0.0213978,0.0381811,0.0340745,0.0252663,0.0413971,0.0625919,0.0484057,0.0684541,0.0646775,0.0650564,0.0634256,0.0133845,0.0487006,0.0422896,0.0276028,0.0250792,0,0.0222377,0.0551867,0.0221213,0,0,0.0199648,0,0,0.0389052,0.047746,0.0396486,0.0106606,0.0135481,0.0485813,0.0126299,0.0366255,0.0162735,0.0496816,0.0545879,0.0618647,0.0481307,0.016835,0.00917597,0.00812534,0.0265946,0.0207593,0,0,0,0,0.0328602,0.0583268
40,0,0,0,0,0.0458109,0.0527982,0,0,0,0.0525751,0,0.020694,0.061519,0,0,0.0335717,0,0,0.0616262,0.0253932,0.0252717,0.0146599,0.0218337,0.0377037,0.033873,0.025099,0.0410743,0.062685,0.0485909,0.0682667,0.0644222,0.0647822,0.0632536,0.0135927,0.0488569,0.0418907,0.0271388,0.0267409,0,0.0233606,0.0549951,0.0225136,0,0,0.0197923,0,0,0.0388118,0.047901,0.0432288,0.0106883,0.0152518,0.0492636,0.0127297,0.0373752,0.016456,0.0500495,0.0552633,0.0600006,0.0490537,0.0170045,0.00914659,0.00810523,0.0267331,0.0203206,0,0,0,0.0335987,0.0316834,0.0566919
41,0,0,0,0,0.0458262,0.0527855,0,0,0,0.0533111,0,0.0209464,0.0619277,0,0,0.033651,0,0,0.0616849,0.0259398,0.0249729,0.0145007,0.0224764,0.0374195,0.0339714,0.0249939,0.0405839,0.0626505,0.0489498,0.0680213,0.0640687,0.0644219,0.0630709,0.0138772,0.0489379,0.041955,0.0271392,0.0242348,0,0.0223463,0.0546881,0.0224859,0,0,0.019791,0,0,0.0387829,0.0477832,0.039016,0.0106154,0.0141604,0.0495346,0.0126658,0.036062,0.0171919,0.0501846,0.0543143,0.0631891,0.0485072,0.0170169,0.00912557,0.00810111,0.026735,0.0202981,0,0,0,0,0.0350684,0.0596985
42,0,0,0,0,0.046332,0.0528449,0,0,0,0.0535023,0,0.0211265,0.0622209,0,0,0.0333229,0,0,0.0613875,0.0260135,0.0248676,0.0144926,0.0228165,0.0367888,0.0335906,0.0248961,0.0403959,0.0626455,0.0489761,0.0677899,0.0637208,0.0641088,0.062893,0.0140118,0.0490304,0.0413834,0.0267369,0.0262805,0,0.0223916,0.0545198,0.0229683,0,0,0.0197439,0,0,0.0386379,0.0476745,0.0415736,0.0106262,0.0157759,0.0500903,0.0128665,0.0366985,0.0176003,0.0507178,0.0550525,0.0612755,0.049135,0.0172291,0.00915518,0.0079875,0.0269028,0.0197928,0,0,0,0.034916,0.0332475,0.0579663
43,0,0,0,0,0.04659,0.0528768,0,0,0,0.0536878,0,0.0213446,0.0624736,0,0,0.0330992,0,0,0.0611974,0.0263108,0.0246929,0.0144862,0.0232135,0.0363481,0.0335391,0.0247655,0.0400765,0.062585,0.0490469,0.0676352,0.0634272,0.0638651,0.0625974,0.0141731,0.0490824,0.0410286,0.0264908,0.0260915,0,0.0221003,0.0543432,0.0231979,0,0,0.0197367,0,0,0.0385748,0.047436,0.0403608,0.0106711,0.0162568,0.0503499,0.0129661,0.0364239,0.0182262,0.0511095,0.0550428,0.0619529,0.048435,0.0173318,0.00918854,0.00793157,0.0269701,0.0195387,0,0,0,0.0355103,0.0340909,0.0586094
44,0,0,0,0,0.0468353,0.0528805,0,0,0,0.0537516,0,0.0216379,0.0626382,0,0,0.0328169,0,0,0.0609853,0.0266321,0.0244081,0.0145921,0.023663,0.0359458,0.0334481,0.0246162,0.0397576,0.0625498,0.0491062,0.0675531,0.0632034,0.0637805,0.0624298,0.0142429,0.0491105,0.0405899,0.0261696,0.0258921,0,0.0214839,0.0542516,0.0234657,0,0,0.0196866,0,0,0.0384756,0.0472498,0.0389258,0.0106402,0.0169737,0.0504944,0.0130784,0.0362729,0.0189275,0.0515639,0.0551672,0.0627072,0.0475902,0.017444,0.00918662,0.00791045,0.0270324,0.0193036,0,0,0,0.0364596,0.0347612,0.0592951
45,0,0,0,0,0.0470525,0.0528838,0,0,0,0.0536247,0,0.0219781,0.0626568,0,0,0.0325339,0,0,0.0607589,0.0269655,0.0240326,0.0146604,0.0242055,0.0356234,0.0333088,0.0244841,0.0394679,0.0624461,0.0491168,0.0675563,0.0630806,0.06377,0.0624614,0.014154,0.0491626,0.0401609,0.0259046,0.026948,0,0.0201681,0.054302,0.0237148,0,0,0.019671,0,0,0.0383948,0.0473505,0.0380455,0.0105621,0.0175535,0.0505147,0.0131807,0.0364287,0.0192365,0.0518325,0.0553902,0.0634227,0.045871,0.0175831,0.00925388,0.00784569,0.027094,0.019071,0,0,0,0.0375663,0.0356345,0.0599427
46,0,0,0,0,0.0473367,0.0529142,0,0,0,0.0533776,0,0.0221445,0.0627092,0,0,0.0322559,0,0,0.0605733,0.0274178,0.0238777,0.0146325,0.0247261,0.0352609,0.0330292,0.0243725,0.0392372,0.0621885,0.0491921,0.0675711,0.0629731,0.0635819,0.0624186,0.0140814,0.0491804,0.0396215,0.025532,0.0263925,0,0.020268,0.054399,0.0240167,0,0,0.0196772,0,0,0.0383271,0.0475498,0.0357569,0.0104801,0.0184916,0.0505421,0.0133038,0.036568,0.0199751,0.052372,0.0558032,0.0646519,0.0429909,0.0177522,0.0094096,0.00774149,0.027169,0.0187618,0,0,0,0.0389678,0.0364031,0.0609379
47,0,0,0,0,0.0475966,0.0529444,0,0,0,0.0531062,0,0.0223412,0.06263,0,0,0.0321166,0,0,0.0604169,0.0279511,0.0237641,0.0145098,0.0250878,0.0349432,0.0328233,0.0242489,0.0389398,0.0620389,0.0492527,0.0676046,0.0629058,0.0635272,0.0623852,0.0140853,0.0491902,0.0391811,0.0252291,0.0272464,0,0.0195957,0.054647,0.0242876,0,0,0.0196104,0,0,0.0382142,0.047662,0.0339957,0.0103615,0.0188529,0.0505893,0.0134282,0.0367795,0.020653,0.052852,0.0562985,0.0654572,0.0397759,0.0179358,0.00951627,0.00766784,0.0272252,0.0185278,0,0,0,0.0402208,0.0374789,0.0617932
48,0,0,0,0,0.0478457,0.052976,0,0,0,0.0527473,0,0.0226601,0.0625466,0,0,0.0320367,0,0,0.0602416,0.0284318,0.023536,0.0144173,0.0254748,0.0346174,0.0326956,0.0241212,0.038635,0.062073,0.0493319,0.0676479,0.0628638,0.0635643,0.0623857,0.0139666,0.0491588,0.0388479,0.0250096,0.0287219,0,0.0188826,0.0549035,0.0245136,0,0,0.0196303,0,0,0.0380733,0.0476247,0.0321776,0.0102645,0.0188223,0.0506762,0.013558,0.0370013,0.0213746,0.0533764,0.0568696,0.0661621,0.0358507,0.0181088,0.00952405,0.00758768,0.0272577,0.0183238,0,0,0,0.0411536,0.0387283,0.0625216
49,0,0,0,0,0.0480891,0.0530172,0,0,0,0.0525033,0,0.0229016,0.0624432,0,0,0.031857,0,0,0.060079,0.0290041,0.0232519,0.0143345,0.0259315,0.0343136,0.0325877,0.0239944,0.0382091,0.0622419,0.0493591,0.0676942,0.0628581,0.0635644,0.0624545,0.0137489,0.0491874,0.0385433,0.0248118,0.0307303,0,0.0181062,0.0551646,0.0247081,0,0,0.0197347,0,0,0.0379482,0.0474844,0.0303891,0.0102102,0.0188355,0.0506998,0.0136415,0.0372596,0.0221075,0.0538502,0.0574758,0.0667735,0.0314083,0.0183021,0.00949563,0.00748318,0.0272924,0.0181539,0,0,0,0.0419631,0.0397275,0.0631229
50,0,0,0,0,0.0483533,0.0530809,0,0,0,0.0524674,0,0.0230374,0.0623011,0,0,0.0316003,0,0,0.059947,0.0296357,0.0229416,0.0141991,0.0264738,0.0340051,0.0324327,0.0239094,0.0376138,0.0620799,0.0493688,0.06771,0.0628319,0.0633953,0.0624252,0.0136156,0.0492504,0.0381624,0.0245903,0.033226,0,0.0173252,0.0554791,0.0249266,0,0,0.0198025,0,0,0.0378895,0.04722,0.0285765,0.0102081,0.0189077,0.0506215,0.0137566,0.0375814,0.0228419,0.0542712,0.0581117,0.0673376,0.0266349,0.0185145,0.00967847,0.00734543,0.0273051,0.0180529,0,0,0,0.0426634,0.0404994,0.0636255
51,0,0,0,0,0.0486242,0.0531781,0,0,0,0.0523875,0,0.0231108,0.0620992,0,0,0.0313933,0,0,0.0597881,0.0303387,0.022718,0.0140644,0.0270238,0.0336999,0.0323041,0.0238534,0.0371283,0.0617989,0.0494351,0.0676637,0.0627846,0.0632534,0.0623546,0.0136247,0.0493463,0.0378375,0.0244119,0.0361484,0,0.0166052,0.0559073,0.0251956,0,0,0.0197259,0,0,0.0378267,0.0468429,0.0269255,0.0102437,0.0188281,0.0504926,0.0138721,0.0379355,0.0234777,0.0546106,0.058789,0.0678617,0.0217076,0.0187512,0.00996146,0.00727429,0.0273085,0.0179515,0,0,0,0.043261,0.0411811,0.0640537
52,0,0,0,0,0.0488953,0.0532919,0,0,0,0.0524642,0,0.0233411,0.0618058,0,0,0.0313302,0,0,0.0596909,0.0311818,0.0225085,0.0139912,0.0275185,0.0333899,0.0322256,0.023839,0.0367332,0.0615145,0.049501,0.067711,0.0627593,0.063244,0.0623611,0.0136115,0.0494117,0.0376103,0.024243,0.0393474,0,0.0160038,0.0564658,0.0254989,0,0,0.0195645,0,0,0.0377251,0.0464684,0.0254957,0.0102725,0.0186815,0.0503208,0.0140038,0.0383117,0.0239975,0.0548557,0.0595218,0.0683201,0.0171351,0.0190219,0.0102271,0.00725545,0.0273086,0.0178631,0,0,0,0.0437835,0.0418043,0.0644578
53,0,0,0,0,0.0491858,0.0534119,0,0,0,0.0526054,0,0.0236737,0.061436,0,0,0.0312607,0,0,0.059581,0.0320815,0.0222898,0.013956,0.0278526,0.0330686,0.0321324,0.0238299,0.0363173,0.0612684,0.0495199,0.0678685,0.0627506,0.0632469,0.0623821,0.0135585,0.0495513,0.0374506,0.0241025,0.04267,0,0.0154589,0.0570821,0.0258094,0,0,0.0194682,0,0,0.0376093,0.0460722,0.0242047,0.0103645,0.0185977,0.0501377,0.0141285,0.0387798,0.0243814,0.0550641,0.0602921,0.0687651,0.0133034,0.0193413,0.0104754,0.00720602,0.0273112,0.017808,0,0,0,0.0442957,0.0423536,0.0648916
54,0,0,0,0,0.0494429,0.053559,0,0,0,0.0526949,0,0.0239263,0.0609877,0,0,0.0312038,0,0,0.059478,0.0330295,0.0220454,0.0139095,0.0280951,0.0327833,0.0320558,0.0238651,0.0358385,0.0610047,0.0496028,0.0679679,0.0628132,0.0630947,0.0624266,0.0135299,0.0497439,0.0373767,0.0239596,0.0457384,0,0.0147458,0.057742,0.0259638,0,0,0.0194081,0,0,0.0374101,0.0457471,0.0229711,0.0105789,0.018721,0.0499674,0.0142477,0.0393417,0.02455,0.0552301,0.061067,0.0691838,0.0104792,0.0196629,0.0106048,0.00714184,0.0273432,0.0177533,0,0,0,0.0448197,0.0428288,0.0653405
55,0,0,0,0,0.0496733,0.0536697,0,0,0,0.0529137,0,0.0240541,0.0604993,0,0,0.0311038,0,0,0.0594554,0.0341286,0.021711,0.0138683,0.0281935,0.0325345,0.0320077,0.0239465,0.0354034,0.060745,0.0496271,0.0680566,0.0628725,0.0629514,0.0624361,0.013579,0.0499601,0.0372659,0.0237954,0.0483245,0,0.0142804,0.0584446,0.0260597,0,0,0.0193938,0,0,0.0372096,0.0454876,0.0217541,0.0108846,0.0192037,0.049799,0.0143569,0.0399465,0.0245657,0.0554039,0.0617964,0.0697007,0.00888039,0.0199958,0.010748,0.00707088,0.0273631,0.0177361,0,0,0,0.0453358,0.0432898,0.0657826
56,0,0,0,0,0.0498894,0.0537871,0,0,0,0.0531726,0,0.02422,0.060077,0,0,0.0309284,0,0,0.0593868,0.035254,0.0215533,0.013967,0.0281828,0.0322832,0.0320229,0.0240289,0.0350672,0.060505,0.0496769,0.0682367,0.0629505,0.0628722,0.0624925,0.0137867,0.0501558,0.0371784,0.0237179,0.050011,0,0.014258,0.0590948,0.0261863,0,0,0.0194181,0,0,0.0370224,0.0453656,0.0207337,0.0112319,0.0196466,0.0496446,0.014475,0.0405966,0.0244662,0.055658,0.0625277,0.0702609,0.00821481,0.0203781,0.0108759,0.00703236,0.0273832,0.0177346,0,0,0,0.045844,0.0437657,0.0662175
57,0,0,0,0,0.0500595,0.0539095,0,0,0,0.0533339,0,0.0244065,0.0596504,0,0,0.0310272,0,0,0.059308,0.0360741,0.0215166,0.0141112,0.0280561,0.0321234,0.0320859,0.0240606,0.0347898,0.0602927,0.0498157,0.0684203,0.0630551,0.0627249,0.0626106,0.0140058,0.0502319,0.0372581,0.0237077,0.0508413,0,0.0146726,0.0597526,0.0263021,0,0,0.019453,0,0,0.0369653,0.0453806,0.0202191,0.0115907,0.020811,0.0495343,0.0146232,0.0412438,0.0242511,0.055869,0.0632317,0.0707095,0.00783726,0.0207817,0.0110955,0.00701382,0.0274106,0.0177397,0,0,0,0.0463645,0.0442178,0.0666108
58,0,0,0,0,0.0501969,0.0540529,0,0,0,0.0535071,0,0.0245363,0.0592707,0,0,0.0310481,0,0,0.0592895,0.0365871,0.0214272,0.0143116,0.027749,0.0320814,0.0321757,0.0240607,0.0345977,0.0601061,0.0500171,0.0684936,0.0632165,0.0626246,0.0625261,0.0141092,0.0503486,0.0373607,0.0236832,0.0509008,0,0.0157281,0.0603601,0.0263903,0,0,0.0193085,0,0,0.0370815,0.0453521,0.0200835,0.0118556,0.0222012,0.0494563,0.0147571,0.0418694,0.0239747,0.0561775,0.0639222,0.070963,0.00739977,0.0211231,0.0114643,0.00708308,0.0274715,0.0177469,0,0,0,0.04686,0.0446241,0.0669284
59,0,0,0,0,0.0503211,0.054226,0,0,0,0.0536935,0,0.0246373,0.0588899,0,0,0.0309747,0,0,0.0592622,0.0370011,0.0213376,0.0145379,0.0272554,0.0320993,0.0322478,0.0240685,0.0345566,0.0599833,0.0501152,0.0685664,0.0634033,0.0626501,0.0623124,0.0141688,0.0504853,0.0375059,0.0237111,0.0502685,0,0.0167774,0.0608704,0.026443,0,0,0.0191076,0,0,0.037207,0.0453284,0.0202638,0.0120565,0.0230233,0.0494634,0.0148482,0.0423943,0.0236827,0.0565771,0.0644685,0.0710026,0.00690932,0.0213795,0.0117611,0.00721215,0.0275724,0.0177296,0,0,0,0.0472617,0.0449119,0.0671187
60,0,0,0,0,0.050467,0.0544017,0,0,0,0.0539695,0,0.0244839,0.0584981,0,0,0.0312057,0,0,0.059336,0.0373407,0.0213857,0.0148008,0.0266375,0.0321384,0.0323527,0.0240136,0.0346519,0.0599009,0.0500963,0.068585,0.0635551,0.062661,0.0620511,0.0142488,0.0506147,0.0377814,0.0237077,0.0495024,0,0.0175195,0.0612304,0.0264922,0,0,0.0188813,0,0,0.0371676,0.0453417,0.0205403,0.0122552,0.0235494,0.0496347,0.0148974,0.0427658,0.0234875,0.0567798,0.0650586,0.0712251,0.00655697,0.0215698,0.0118221,0.00734243,0.027689,0.0177405,0,0,0,0.0474741,0.0450182,0.067145
61,0,0,0,0,0.0506579,0.0545816,0,0,0,0.0537639,0,0.0243082,0.0582177,0,0,0.0314837,0,0,0.0594243,0.0376032,0.0213964,0.015073,0.0261949,0.0321662,0.0325115,0.0238943,0.0347111,0.0598772,0.0501529,0.0684744,0.0636198,0.0624242,0.0618595,0.0138992,0.0506941,0.0381792,0.0237202,0.0490879,0,0.0177162,0.0614314,0.0265998,0,0,0.018711,0,0,0.037048,0.0454164,0.0206884,0.0124495,0.023535,0.0499017,0.0149203,0.0429989,0.0233826,0.0568338,0.0654298,0.0714498,0.00636805,0.0217527,0.0117368,0.00742968,0.0278373,0.0177887,0,0,0,0.0475719,0.0450226,0.0671322
62,0,0,0,0,0.0508487,0.0547346,0,0,0,0.053823,0,0.0240008,0.058046,0,0,0.0316608,0,0,0.0595508,0.0378245,0.0215043,0.0153591,0.0255241,0.032128,0.0325412,0.023743,0.0348403,0.0599037,0.0501991,0.0681363,0.0637401,0.0623616,0.0617991,0.0138983,0.0507968,0.0384518,0.0237562,0.0482588,0,0.0179158,0.0615894,0.0267446,0,0,0.0185904,0,0,0.0370898,0.0454197,0.0207604,0.0125873,0.023666,0.0502466,0.0149529,0.0430768,0.0233173,0.0568289,0.065585,0.0715614,0.00631022,0.021921,0.0118646,0.00740603,0.0279958,0.0178444,0,0,0,0.0475988,0.0449629,0.0671126
63,0,0,0,0,0.0509883,0.0548265,0,0,0,0.0539954,0,0.0236678,0.0580335,0,0,0.0317228,0,0,0.0596668,0.0380108,0.0216851,0.015573,0.0247628,0.0320494,0.0325786,0.0235814,0.0350103,0.0599929,0.0502307,0.0679632,0.063768,0.0624338,0.0618925,0.0139972,0.0508663,0.0386361,0.0237876,0.0473609,0,0.0180224,0.0616188,0.0267305,0,0,0.0184695,0,0,0.037311,0.0453814,0.0207256,0.0126385,0.0235063,0.0506358,0.0150007,0.0428912,0.0235064,0.0566919,0.0654418,0.0715332,0.0065657,0.0220492,0.0122187,0.00730691,0.0282063,0.0178584,0,0,0,0.0475837,0.0449768,0.0671649
64,0,0,0,0,0.0510476,0.0546168,0,0,0,0.0542327,0,0.0233744,0.0582568,0,0,0.0316257,0,0,0.0597329,0.0380792,0.0219526,0.0156866,0.0240354,0.0319995,0.0326521,0.0233987,0.035218,0.0599372,0.050175,0.0677466,0.0636986,0.0623775,0.0618213,0.0141374,0.0508901,0.0387365,0.0237793,0.0462725,0,0.0177572,0.0614221,0.0266917,0,0,0.0182594,0,0,0.0376213,0.0453335,0.0207032,0.0125883,0.0227604,0.050986,0.0150127,0.0423717,0.0239627,0.0564326,0.0648739,0.0714688,0.00729744,0.0220594,0.0125855,0.00728055,0.0284251,0.0178292,0,0,0,0.0475387,0.0449961,0.0671892
65,0,0,0,0,0.051051,0.0542118,0,0,0,0.0544541,0,0.0230218,0.0586659,0,0,0.0315947,0,0,0.059774,0.0380726,0.0223681,0.015689,0.0233475,0.0319898,0.0327144,0.0232538,0.0354277,0.0598984,0.0501294,0.0676794,0.0635462,0.0621199,0.0615518,0.0143027,0.0508822,0.0387622,0.0237764,0.044804,0,0.0176097,0.0610095,0.0267196,0,0,0.0180498,0,0,0.0377993,0.0452569,0.020817,0.0124189,0.0220579,0.051253,0.0149983,0.0415278,0.0246616,0.0562185,0.0639676,0.0713962,0.00860852,0.0220069,0.0125783,0.00740743,0.0285501,0.0177705,0,0,0,0.0473584,0.044971,0.0671003
66,0,0,0,0,0.0510569,0.0540929,0,0,0,0.0543481,0,0.0227174,0.0591458,0,0,0.031676,0,0,0.0597893,0.0380851,0.0228955,0.0156297,0.0226906,0.0319809,0.0327175,0.0231261,0.0356049,0.0598828,0.0500951,0.0674904,0.0633537,0.0617126,0.0611707,0.0143653,0.0507954,0.0387206,0.0238055,0.0428769,0,0.0174963,0.0604011,0.0267865,0,0,0.0178822,0,0,0.0379051,0.0450931,0.0211247,0.0121097,0.021164,0.0514455,0.0149673,0.0404882,0.0254496,0.0561612,0.0628367,0.0711463,0.0105762,0.0219186,0.0124328,0.00755112,0.0285388,0.0176932,0,0,0,0.0470142,0.0448323,0.0669074
67,0,0,0,0,0.0510782,0.0541264,0,0,0,0.0541885,0,0.0223651,0.059574,0,0,0.0318991,0,0,0.0598048,0.0381259,0.0235664,0.0155834,0.0220248,0.0319401,0.0325537,0.022979,0.0358208,0.0598728,0.0500683,0.067126,0.0631113,0.0614165,0.0606598,0.0143504,0.0506576,0.0386892,0.0238772,0.0406241,0,0.0173848,0.0597001,0.0267744,0,0,0.0178181,0,0,0.0379819,0.0448276,0.0216185,0.0117021,0.0203784,0.0515733,0.0149215,0.0393895,0.0262088,0.056241,0.0615751,0.0707672,0.0130556,0.0217526,0.0122796,0.00769613,0.0285087,0.0175996,0,0,0,0.0465975,0.0445633,0.0666146
68,0,0,0,0,0.0511211,0.0542015,0,0,0,0.0540871,0,0.0220411,0.059926,0,0,0.0319215,0,0,0.0597748,0.0381293,0.0243992,0.0155264,0.0214335,0.0318057,0.0323577,0.0227722,0.0360701,0.05985,0.0500125,0.0667425,0.0628559,0.0610349,0.0602009,0.0141856,0.0504811,0.038735,0.0239995,0.038178,0,0.0174361,0.0592549,0.0268167,0,0,0.0178134,0,0,0.0380285,0.0445433,0.0222387,0.0112424,0.0199295,0.0516477,0.0148854,0.0383855,0.0269347,0.0563454,0.0605518,0.0703167,0.0159117,0.0215282,0.0120869,0.00781969,0.0284501,0.0175245,0,0,0,0.0461677,0.0442095,0.0662805
69,0,0,0,0,0.0511431,0.0543227,0,0,0,0.0539014,0,0.0218436,0.0601939,0,0,0.0317814,0,0,0.0597022,0.0380961,0.025378,0.0154938,0.0207237,0.0316291,0.0321343,0.0225126,0.0363361,0.059788,0.049892,0.0663433,0.0626189,0.0606329,0.0597976,0.0139309,0.0502601,0.0387951,0.0241318,0.0358214,0,0.0176602,0.0589148,0.0267723,0,0,0.0178293,0,0,0.0381382,0.0442924,0.0225748,0.0107812,0.0196149,0.0516343,0.0148583,0.0375678,0.0276689,0.0564848,0.0598284,0.0697885,0.0188474,0.0213234,0.0119357,0.00790272,0.0284486,0.0173713,0,0,0,0.0457534,0.0438358,0.0659179
