Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIBI,RTIBA,RTIB
109,0,0,0,0,0.0490928,0.054138,0,0,0,0.0273735,0,0.0360252,0.0581281,0,0,0.0312943,0,0,0.061215,0.0311991,0.0590651,0.0208581,0.0196774,0.0419609,0.0291131,0.0252217,0.04591,0.0639979,0.0449035,0.063635,0.0596425,0.0632516,0.0640902,0.0721519,0.0485666,0.0362557,0.0228111,0.0323553,0,0.0163606,0.0638871,0.0257918,0,0,0.0207393,0,0,0.0388544,0.0396129,0.0159849,0.0142068,0.0230573,0.042768,0.0162517,0.0372586,0.0241858,0.0570497,0.0610646,0.0661878,0.0185106,0.016889,0.00966591,0.010215,0.0289404,0.0153015,0,0,0,0.0508129,0.0419299,0.0616408
110,0,0,0,0,0.0493836,0.0542266,0,0,0,0.0275194,0,0.0348157,0.0579636,0,0,0.03121,0,0,0.0610673,0.0310518,0.0577749,0.0204874,0.0203719,0.042077,0.0291423,0.0253518,0.0472876,0.0644675,0.0448554,0.0652122,0.0611811,0.064454,0.0650912,0.0714622,0.0487022,0.0360807,0.0225909,0.0334321,0,0.0160072,0.0640729,0.025937,0,0,0.0206307,0,0,0.038564,0.0396449,0.0162537,0.0141774,0.0235817,0.0424167,0.0160926,0.0372944,0.0239704,0.0568438,0.0611237,0.0663771,0.0174955,0.0173162,0.00981144,0.00983779,0.029046,0.0153693,0,0,0,0.0501173,0.0408587,0.0615612
111,0,0,0,0,0.049716,0.0543054,0,0,0,0.027624,0,0.0332662,0.057804,0,0,0.0310555,0,0,0.0608909,0.0309352,0.0559858,0.0200067,0.0211077,0.0421032,0.0291464,0.0254388,0.0486192,0.0650598,0.0449792,0.0666704,0.0626775,0.0656949,0.066021,0.0700798,0.048859,0.0359274,0.0224498,0.0342994,0,0.015716,0.0643173,0.0260767,0,0,0.0205161,0,0,0.0382792,0.0398419,0.016573,0.014177,0.0240925,0.0420532,0.0160055,0.0374457,0.0237115,0.0566958,0.0612056,0.0672977,0.0165271,0.0177313,0.00995741,0.00942995,0.0291883,0.015384,0,0,0,0.0499566,0.0403726,0.0614093
112,0,0,0,0,0.0497293,0.0545473,0,0,0,0.0311009,0,0.0277495,0.0582748,0,0,0.0310646,0,0,0.0591924,0.0304503,0.0525659,0.0203973,0.0176961,0.0413984,0.0285503,0.0246657,0.0469927,0.063217,0.04453,0.0683519,0.065442,0.0670753,0.0669247,0.077427,0.0488017,0.0372086,0.0233348,0.037102,0,0.0159684,0.0641203,0.0266036,0,0,0.0197843,0,0,0.0388241,0.0402815,0.01587,0.0147936,0.0246341,0.0423307,0.0159306,0.037171,0.024101,0.0571307,0.0613152,0.0677382,0.0136207,0.017492,0.00973903,0.00872947,0.0294553,0.0146432,0,0,0,0.0501994,0.0405626,0.0609393
113,0,0,0,0,0.0500918,0.0546187,0,0,0,0.0298878,0,0.0264013,0.0580046,0,0,0.0309635,0,0,0.0590428,0.0303326,0.0496723,0.0197503,0.0184583,0.0413685,0.0286188,0.0249388,0.0486511,0.0639435,0.0449957,0.0694971,0.066692,0.0682112,0.0679167,0.0730718,0.0489372,0.0371349,0.0232349,0.0376617,0,0.0161034,0.0645208,0.0266785,0,0,0.0195401,0,0,0.0387161,0.0407166,0.0157896,0.0146728,0.0246163,0.041767,0.0157555,0.037413,0.0237065,0.05708,0.0615416,0.06752,0.0130668,0.0178032,0.00996289,0.00847489,0.0295582,0.0147035,0,0,0,0.0505758,0.0407679,0.0608118
114,0,0,0,0,0.0504269,0.0547217,0,0,0,0.0288463,0,0.0252064,0.057856,0,0,0.0308283,0,0,0.0589122,0.0302425,0.0469247,0.0191821,0.0189967,0.0413707,0.0285789,0.0255317,0.0503275,0.064645,0.0456174,0.0704533,0.067776,0.0692974,0.0686198,0.0673246,0.049037,0.0369719,0.0230767,0.0382931,0,0.0161784,0.064745,0.0268643,0,0,0.0193484,0,0,0.0386102,0.0410981,0.0157994,0.0144788,0.0246907,0.041371,0.0155933,0.0378445,0.0232672,0.056847,0.0616853,0.0666551,0.012608,0.0181134,0.0100768,0.00834733,0.0296215,0.0146855,0,0,0,0.0507841,0.0408654,0.0607525
115,0,0,0,0,0.0507155,0.0548065,0,0,0,0.0284677,0,0.0241459,0.0578575,0,0,0.0306721,0,0,0.0587511,0.0301688,0.0439302,0.0186104,0.0193814,0.0412931,0.0285277,0.0263136,0.0517698,0.0652818,0.0464799,0.0712578,0.0687153,0.0700585,0.0691414,0.060207,0.0491184,0.0367881,0.0228951,0.039146,0,0.0161364,0.0648388,0.0270726,0,0,0.019223,0,0,0.0385424,0.041548,0.0158001,0.014206,0.0248599,0.0410282,0.0154624,0.0385464,0.0226964,0.0563994,0.0618024,0.0659877,0.0120677,0.0183787,0.0102065,0.00819221,0.0297013,0.0146306,0,0,0,0.0508707,0.0408903,0.0606911
116,0,0,0,0,0.0509465,0.0548653,0,0,0,0.0294091,0,0.0232235,0.0581026,0,0,0.0304669,0,0,0.058567,0.0301586,0.0412385,0.0180083,0.0197303,0.0411822,0.0284186,0.0272361,0.0528908,0.0657622,0.0474974,0.0719371,0.0694893,0.070602,0.0696118,0.0518269,0.0491826,0.0365722,0.0227123,0.0400243,0,0.0159952,0.0646083,0.0271599,0,0,0.0191265,0,0,0.0384527,0.0421566,0.0158527,0.0138107,0.024916,0.0408639,0.0154085,0.038882,0.0221679,0.0560393,0.0618899,0.0656611,0.0115862,0.0186215,0.0103858,0.00796561,0.0297909,0.01456,0,0,0,0.0509391,0.0409477,0.0606366
117,0,0,0,0,0.051246,0.0549481,0,0,0,0.0321029,0,0.0224073,0.0585408,0,0,0.0302359,0,0,0.0583818,0.030189,0.0384239,0.0172365,0.0202893,0.0410099,0.0282851,0.0282339,0.0534945,0.0660285,0.0487467,0.0724343,0.06997,0.071013,0.0699291,0.0426428,0.0491906,0.0363829,0.0225629,0.0410996,0,0.0159771,0.0641425,0.0270263,0,0,0.0189967,0,0,0.0383895,0.0429661,0.0158243,0.0133321,0.0247513,0.0407451,0.0154067,0.0391056,0.0216281,0.0556922,0.0619615,0.0651671,0.0112101,0.018811,0.0104914,0.00788449,0.0299268,0.0144607,0,0,0,0.0510095,0.0410467,0.0606284
118,0,0,0,0,0.0515787,0.0550751,0,0,0,0.0360188,0,0.0220938,0.0592196,0,0,0.0300311,0,0,0.0581911,0.0301831,0.0358399,0.016366,0.0211838,0.0408298,0.0280785,0.0292951,0.0533969,0.0660986,0.0500944,0.0727788,0.0701125,0.0713131,0.0701678,0.0334927,0.0491891,0.0361876,0.0223983,0.042511,0,0.015826,0.0633806,0.0272359,0,0,0.0187995,0,0,0.038408,0.0438958,0.015682,0.0128117,0.0245745,0.0407311,0.0154573,0.0394235,0.021054,0.0552873,0.0620382,0.0652177,0.0109714,0.0190073,0.0105739,0.00785477,0.0300403,0.0143179,0,0,0,0.0510713,0.0411848,0.0606124
119,0,0,0,0,0.0519769,0.0551616,0,0,0,0.0404198,0,0.0223672,0.0600766,0,0,0.0297942,0,0,0.0579899,0.030075,0.0336764,0.0154466,0.0225981,0.0407188,0.0278019,0.0303801,0.0523752,0.0660421,0.0513874,0.0730015,0.0699635,0.0712199,0.0703493,0.0252893,0.049167,0.0359506,0.0222141,0.0441696,0,0.0155651,0.0623451,0.0278633,0,0,0.0185675,0,0,0.0385064,0.0449264,0.0155087,0.0122851,0.0244253,0.0408068,0.0155465,0.0397291,0.0205072,0.0548243,0.0620559,0.065758,0.0109426,0.0190955,0.0106198,0.00793078,0.03011,0.0142824,0,0,0,0.0511373,0.041404,0.0605682
120,0,0,0,0,0.0523989,0.0552801,0,0,0,0.0439847,0,0.0228035,0.0610108,0,0,0.0295871,0,0,0.0578292,0.0298278,0.0321834,0.0145569,0.024754,0.0406934,0.0274892,0.031495,0.0506569,0.0659848,0.0524728,0.0730966,0.0695257,0.0709309,0.0701284,0.0191203,0.049124,0.0357039,0.0221093,0.0459605,0,0.0152054,0.0612226,0.0282771,0,0,0.0183539,0,0,0.0386418,0.0460402,0.0155264,0.0118213,0.0241285,0.0409127,0.0156528,0.0401128,0.0199103,0.0543565,0.062041,0.0663044,0.0113287,0.0191323,0.0105943,0.00810948,0.0302416,0.0142429,0,0,0,0.0511468,0.0416652,0.0605292
121,0,0,0,0,0.0527661,0.0554201,0,0,0,0.0460033,0,0.0234132,0.0617594,0,0,0.0293923,0,0,0.0576384,0.0296699,0.0312554,0.0138491,0.0275254,0.0407791,0.0271853,0.0325857,0.048667,0.0658646,0.0531549,0.0730694,0.0688609,0.0705976,0.0698117,0.0152148,0.0490601,0.0355319,0.02199,0.047191,0,0.0150172,0.0602674,0.0284611,0,0,0.018182,0,0,0.0388007,0.0469868,0.0155912,0.0116027,0.0234219,0.0410824,0.0157411,0.040516,0.0192559,0.0538684,0.0619762,0.0657975,0.0119655,0.0190492,0.0105016,0.00840575,0.0303356,0.0141307,0,0,0,0.0509192,0.0417354,0.0606314
122,0,0,0,0,0.0529481,0.055555,0,0,0,0.0465523,0,0.0241,0.0622252,0,0,0.0291436,0,0,0.0574469,0.0297293,0.0302065,0.0133855,0.0303778,0.0409168,0.0269117,0.0334419,0.0466177,0.0656864,0.0533709,0.0729174,0.0680555,0.0701324,0.0694157,0.0131,0.0489317,0.0353796,0.0219117,0.0481042,0,0.0146771,0.0595871,0.02853,0,0,0.0179389,0,0,0.0390107,0.047653,0.0156944,0.0113036,0.0227627,0.0412599,0.015773,0.0406924,0.0189201,0.0535383,0.0618809,0.066031,0.012507,0.0189653,0.0103756,0.00875741,0.0303409,0.0140812,0,0,0,0.0505975,0.0418027,0.0606602
123,0,0,0,0,0.0530062,0.0556194,0,0,0,0.0524376,0,0.0206907,0.0624349,0,0,0.0288755,0,0,0.0572307,0.030063,0.0369888,0.0129347,0.031316,0.0411637,0.0267526,0.0339922,0.0453162,0.0654595,0.0532898,0.0725999,0.0680417,0.067443,0.0666551,0.0156414,0.0487261,0.0354906,0.0219239,0.0482571,0,0.0144371,0.0591606,0.0285304,0,0,0.0177648,0,0,0.039214,0.0478344,0.0158418,0.0111308,0.0221871,0.0414819,0.0158578,0.0405382,0.018838,0.0533466,0.0616572,0.0661733,0.0125956,0.0188045,0.0102968,0.00898539,0.0302832,0.0140713,0,0,0,0.0502847,0.0419011,0.0606707
124,0,0,0,0,0.0529809,0.0555731,0,0,0,0.0479308,0,0.0209978,0.062743,0,0,0.0276215,0,0,0.0597297,0.030511,0.0327291,0.0109144,0.024562,0.040782,0.0272658,0.0339847,0.0434398,0.0650452,0.0534197,0.0736456,0.0695959,0.0704145,0.0696153,0.0130542,0.0480918,0.0336654,0.0210064,0.0438092,0,0.0132228,0.0588331,0.028168,0,0,0.0180938,0,0,0.039524,0.0480143,0.0169324,0.0109814,0.0200724,0.0402873,0.0159564,0.0407934,0.0170749,0.0518929,0.0610174,0.0671878,0.0101938,0.0182943,0.00946472,0.00945547,0.0304883,0.0142975,0,0,0,0.0506732,0.0422667,0.0618879
125,0,0,0,0,0.0530311,0.0555886,0,0,0,0.0487478,0,0.0206762,0.0630246,0,0,0.0272404,0,0,0.0597561,0.0306905,0.0330818,0.0104416,0.0237179,0.0412478,0.0271762,0.0343503,0.0430809,0.0652882,0.0535523,0.0736888,0.0696944,0.070407,0.0697018,0.0121379,0.0478448,0.0334089,0.021078,0.0437048,0,0.0130105,0.0584543,0.028191,0,0,0.0182197,0,0,0.0396382,0.047999,0.0175419,0.010884,0.0192377,0.0403072,0.0160187,0.0405088,0.0169946,0.0516694,0.0606652,0.0665156,0.0103827,0.0178821,0.00927328,0.00963764,0.0305044,0.0143225,0,0,0,0.0502076,0.0424064,0.06187
126,0,0,0,0,0.0531064,0.055545,0,0,0,0.0479918,0,0.0212323,0.0631077,0,0,0.0268078,0,0,0.0596182,0.0306673,0.0314548,0.0106855,0.0257525,0.0420875,0.0268264,0.0347953,0.0431618,0.0654993,0.0535589,0.0734437,0.0691024,0.0703046,0.0697655,0.0112773,0.0476649,0.0333602,0.0210974,0.0436221,0,0.0128018,0.0582119,0.0282321,0,0,0.0182675,0,0,0.0397151,0.047993,0.0183151,0.0108499,0.0183119,0.0405667,0.0161176,0.0403888,0.0168619,0.0514634,0.0604087,0.0652524,0.0108126,0.0177316,0.00919727,0.0097687,0.0304289,0.014345,0,0,0,0.0495197,0.0424184,0.0617936
127,0,0,0,0,0.0531089,0.055782,0,0,0,0.0525961,0,0.0211265,0.0629557,0,0,0.0279376,0,0,0.0567612,0.03035,0.0339657,0.0124734,0.0320592,0.0436318,0.0262207,0.0351774,0.0444652,0.0659223,0.0531694,0.0725693,0.0675432,0.0676834,0.0672885,0.0117888,0.0478286,0.0358445,0.0226745,0.048224,0,0.0132459,0.0581397,0.02864,0,0,0.0180119,0,0,0.0396207,0.0479043,0.0184754,0.0105915,0.0192201,0.0417889,0.0160885,0.0399032,0.0184476,0.0526488,0.0606206,0.0631665,0.0137902,0.0175608,0.00973824,0.00964227,0.0302759,0.0140669,0,0,0,0.0475261,0.0417997,0.0603484
128,0,0,0,0,0.0530666,0.0558263,0,0,0,0.047957,0,0.0239034,0.0625572,0,0,0.0280348,0,0,0.0569248,0.0300605,0.0272554,0.0128573,0.0312055,0.0442636,0.026474,0.0350012,0.0451835,0.0658961,0.0527434,0.0726472,0.0674109,0.0697413,0.0692144,0.00998875,0.0476195,0.03596,0.0227298,0.0482797,0,0.0128944,0.0583632,0.0286322,0,0,0.0181359,0,0,0.0397352,0.0478647,0.0196111,0.0105071,0.0187075,0.0415616,0.0161207,0.0398233,0.0183783,0.0525419,0.0604696,0.0625742,0.0141947,0.0173584,0.00965573,0.00970684,0.0302939,0.0141035,0,0,0,0.0457699,0.0409683,0.0601199
129,0,0,0,0,0.0530359,0.0558767,0,0,0,0.0472593,0,0.0227784,0.0619466,0,0,0.0281647,0,0,0.0570718,0.0296686,0.0269803,0.0131519,0.0291886,0.0447385,0.0267486,0.0344762,0.0462335,0.0658872,0.0520214,0.0722693,0.067483,0.0698113,0.0689952,0.0114006,0.0474713,0.0361808,0.0229434,0.0482167,0,0.0127211,0.0587571,0.0286048,0,0,0.0182446,0,0,0.0398377,0.0477575,0.0208967,0.0104862,0.0183442,0.0412961,0.0161367,0.0396737,0.0184631,0.0524933,0.0603126,0.0619264,0.0146742,0.0172518,0.00959711,0.00972449,0.0302724,0.0142174,0,0,0,0.0440871,0.0402968,0.05981
130,0,0,0,0,0.0530016,0.0559277,0,0,0,0.0471793,0,0.0212507,0.0612561,0,0,0.0283587,0,0,0.0571964,0.0291643,0.0269053,0.0132947,0.0268843,0.045042,0.0269545,0.0336729,0.0473176,0.0659745,0.0511573,0.0715116,0.0671481,0.0696474,0.0686561,0.0126597,0.0473491,0.0364416,0.0233268,0.0478477,0,0.0127398,0.0591718,0.0284883,0,0,0.018369,0,0,0.0399237,0.0475103,0.0223631,0.0105487,0.0181643,0.0410295,0.0160959,0.0393686,0.0186479,0.0524789,0.0600413,0.061223,0.0151311,0.0171221,0.00952324,0.0097415,0.0302352,0.0142981,0,0,0,0.0424499,0.0397014,0.0593855
131,0,0,0,0,0.0529006,0.0559782,0,0,0,0.0467555,0,0.0202599,0.0605822,0,0,0.0286152,0,0,0.0574487,0.0285523,0.0270572,0.0135461,0.0248039,0.0453103,0.0271587,0.0328487,0.0483064,0.0661042,0.0503101,0.0707594,0.0667803,0.0695846,0.068509,0.0136464,0.0472308,0.0366368,0.0237074,0.0473912,0,0.012865,0.0595137,0.0283608,0,0,0.0185247,0,0,0.0400235,0.0471744,0.0240695,0.0106899,0.0180046,0.0408433,0.0160296,0.0389493,0.0188509,0.0524772,0.0597236,0.0604408,0.0157629,0.016915,0.00942273,0.00982285,0.0301737,0.0143015,0,0,0,0.0406214,0.0389065,0.0588629
132,0,0,0,0,0.0527034,0.0560235,0,0,0,0.0461394,0,0.0192467,0.0600192,0,0,0.0289866,0,0,0.0578033,0.0280059,0.0269368,0.0137896,0.0229927,0.0457349,0.0274576,0.0323216,0.0491067,0.0664515,0.0496607,0.070296,0.0666529,0.0695462,0.0684632,0.0146044,0.047056,0.0368792,0.0241464,0.0468805,0,0.0131271,0.0597174,0.0281447,0,0,0.0187069,0,0,0.0401316,0.0467639,0.0259686,0.0109131,0.0176604,0.0407386,0.0160086,0.0385226,0.0189211,0.0524213,0.0593615,0.0595681,0.0167412,0.016732,0.00930979,0.00995953,0.0301178,0.0143632,0,0,0,0.0384877,0.0380211,0.0582317
133,0,0,0,0,0.0523399,0.0560983,0,0,0,0.0453199,0,0.0179317,0.0595479,0,0,0.0294469,0,0,0.0581651,0.0277494,0.0268229,0.0140255,0.0208562,0.0464485,0.0277069,0.0321196,0.0497341,0.0670095,0.049444,0.0703027,0.0670053,0.0693304,0.0683232,0.0157821,0.0468288,0.0373787,0.0247147,0.0462705,0,0.0137384,0.0598052,0.0277593,0,0,0.0189014,0,0,0.0403119,0.0463413,0.02809,0.0112062,0.0171173,0.0408727,0.016013,0.0381482,0.0188079,0.0523491,0.0589491,0.0586435,0.0179557,0.0164977,0.00919053,0.0101821,0.0301025,0.0145542,0,0,0,0.036316,0.0380261,0.0575838
134,0,0,0,0,0.0518162,0.0561328,0,0,0,0.0441452,0,0.0172959,0.0591549,0,0,0.0299646,0,0,0.0585655,0.0277327,0.0264904,0.0141144,0.0185417,0.047261,0.0280003,0.0319426,0.0499989,0.0674268,0.0495498,0.0706368,0.0675695,0.0688802,0.0679866,0.0171663,0.046551,0.038114,0.0255388,0.0456155,0,0.0148683,0.0598406,0.0272433,0,0,0.0191226,0,0,0.0406514,0.0462221,0.0304219,0.0114806,0.0165735,0.0411523,0.0160301,0.0380949,0.0185251,0.0523729,0.0587472,0.0574948,0.0193588,0.0160755,0.00903227,0.0105588,0.0301435,0.0150074,0,0,0,0.034664,0.0397041,0.0568975
135,0,0,0,0,0.051161,0.0560239,0,0,0,0.0425742,0,0.0178101,0.0586922,0,0,0.0305815,0,0,0.0589756,0.0277726,0.0264993,0.0141865,0.0164082,0.0481564,0.0286048,0.031838,0.0498329,0.0673402,0.0495596,0.0707919,0.0678159,0.0682026,0.0673744,0.0189219,0.0462118,0.0392689,0.0267225,0.0452357,0,0.0161813,0.0598804,0.026688,0,0,0.0194326,0,0,0.0411149,0.0464117,0.0329406,0.0117076,0.0162587,0.0416072,0.0160001,0.0381952,0.0181851,0.0525373,0.058626,0.0561503,0.02054,0.0155001,0.00888827,0.0110491,0.0301201,0.0157088,0,0,0,0.0335132,0.0403288,0.0559769
136,0,0,0,0,0.0504857,0.0557653,0,0,0,0.0403696,0,0.0189756,0.0581278,0,0,0.0312515,0,0,0.0594635,0.0275058,0.0274715,0.0143775,0.0157589,0.0487871,0.0293095,0.0317605,0.0493281,0.0667718,0.0492588,0.0703509,0.0675066,0.0671467,0.0663746,0.0211854,0.0458544,0.0405875,0.0279616,0.0452347,0,0.0175748,0.0600452,0.0264249,0,0,0.0198163,0,0,0.0415386,0.046886,0.0354216,0.0118409,0.0162931,0.0421006,0.0158446,0.0385157,0.0179058,0.0527873,0.0586767,0.0548201,0.0214357,0.0148345,0.0088101,0.0115019,0.0300349,0.0166025,0,0,0,0.0324629,0.0398472,0.0547887
137,0,0,0,0,0.049833,0.0555989,0,0,0,0.0382425,0,0.0203745,0.057481,0,0,0.0319123,0,0,0.06,0.0270776,0.0290707,0.0148316,0.0168723,0.0489279,0.0301636,0.0311756,0.0487558,0.0659773,0.0486181,0.0694801,0.0667966,0.0659715,0.0653021,0.0239631,0.0455239,0.0418643,0.0290547,0.0451802,0,0.0189469,0.060423,0.0257794,0,0,0.0202005,0,0,0.0418513,0.047496,0.0377948,0.011849,0.0162643,0.0424822,0.0156014,0.0391897,0.0179689,0.0531244,0.0589123,0.0537788,0.0213173,0.0141313,0.00866612,0.0119727,0.0299329,0.017279,0,0,0,0.0307775,0.0388526,0.0535805
138,0,0,0,0,0.0491377,0.0556115,0,0,0,0.0370082,0,0.021492,0.0567613,0,0,0.032674,0,0,0.0604946,0.026725,0.0306475,0.0153466,0.018373,0.0487007,0.0311502,0.0302825,0.0481739,0.0651247,0.0477038,0.0686628,0.0660784,0.065139,0.0645888,0.0265867,0.0453034,0.0432112,0.0301842,0.0446171,0,0.0203246,0.060949,0.0247596,0,0,0.0206069,0,0,0.0421145,0.0481859,0.0399964,0.011815,0.0164382,0.0426566,0.0153486,0.0396084,0.0182698,0.0534973,0.0594188,0.0531286,0.0204118,0.0135023,0.00860266,0.0124476,0.0297765,0.01778,0,0,0,0.0277846,0.0376359,0.0531002
139,0,0,0,0,0.04848,0.0556051,0,0,0,0.036713,0,0.0220228,0.0561404,0,0,0.0334372,0,0,0.061014,0.0264605,0.0321992,0.015834,0.0191727,0.048399,0.0321578,0.0293471,0.0475223,0.0644512,0.0468658,0.0681694,0.0655815,0.0647664,0.0642031,0.0281735,0.0451959,0.0444418,0.0311667,0.0436335,0,0.021585,0.0614333,0.0242774,0,0,0.0210391,0,0,0.0423797,0.0488692,0.0414613,0.0118478,0.0178594,0.0427135,0.0152597,0.040056,0.0187171,0.0539391,0.0601426,0.052668,0.0193534,0.0129758,0.00858907,0.0130218,0.0295146,0.0183048,0,0,0,0.0250844,0.036922,0.0541094
140,0,0,0,0,0.047889,0.0555533,0,0,0,0.0370475,0,0.0219261,0.0557553,0,0,0.0340799,0,0,0.0615021,0.0262398,0.0328781,0.0160569,0.0185706,0.0482501,0.0330191,0.0287323,0.0469327,0.0640485,0.0463563,0.0679041,0.0653713,0.064473,0.0638892,0.0282898,0.0451051,0.0454637,0.0320269,0.0426224,0,0.0229221,0.0617246,0.0239311,0,0,0.0215033,0,0,0.0426421,0.0495228,0.0421178,0.0119614,0.0192061,0.0427685,0.0154169,0.0405933,0.0192131,0.0544913,0.0609614,0.0518035,0.0184969,0.0124682,0.00864684,0.0135987,0.0293234,0.0187351,0,0,0,0.0246202,0.0374323,0.0551151
141,0,0,0,0,0.0473418,0.0554927,0,0,0,0.0374263,0,0.0213693,0.0556444,0,0,0.0345742,0,0,0.0618945,0.025973,0.0326952,0.0159474,0.0168117,0.0483311,0.0336396,0.0283635,0.0465482,0.0638896,0.0461925,0.0677161,0.0652781,0.0641495,0.0635152,0.027303,0.0450302,0.0462351,0.0328082,0.0417184,0,0.0243014,0.0617619,0.0236115,0,0,0.0220891,0,0,0.0428582,0.0501196,0.0418035,0.012007,0.0200207,0.0428835,0.0159261,0.0412242,0.0196527,0.0550293,0.0617405,0.0509945,0.017781,0.0119113,0.00877797,0.0140302,0.0292888,0.0190632,0,0,0,0.025535,0.0380154,0.0557855
142,0,0,0,0,0.0468555,0.0554385,0,0,0,0.0376014,0,0.0207358,0.0556535,0,0,0.0349293,0,0,0.0621226,0.0255696,0.0319806,0.015646,0.0150692,0.0486223,0.0341143,0.0281165,0.0464477,0.063997,0.0462425,0.0676167,0.0652483,0.0639198,0.0631866,0.0263639,0.0449581,0.0469411,0.0334188,0.0414886,0,0.0252878,0.0616857,0.0232484,0,0,0.0224943,0,0,0.0432394,0.0505873,0.0408449,0.0120075,0.0205372,0.0431111,0.0162377,0.0424534,0.0201728,0.0556181,0.0624043,0.0508622,0.0177992,0.0114397,0.00896864,0.0146443,0.0293354,0.0192814,0,0,0,0.0263795,0.0379776,0.0567283
143,0,0,0,0,0.0463525,0.0554538,0,0,0,0.0373559,0,0.0202561,0.0556384,0,0,0.0351052,0,0,0.062345,0.0250822,0.0309957,0.015267,0.014499,0.04905,0.0344731,0.0277642,0.0465599,0.0642595,0.0463688,0.0676856,0.0652507,0.063893,0.0630389,0.0263353,0.0449069,0.047169,0.0336055,0.0419025,0,0.0259807,0.0615732,0.0229274,0,0,0.0227937,0,0,0.0436028,0.0506172,0.0404516,0.011911,0.0209017,0.0434281,0.0165027,0.0432768,0.0206004,0.0561031,0.0629331,0.0515306,0.0193957,0.0110629,0.0091268,0.0151668,0.0293614,0.0194056,0,0,0,0.027005,0.0375214,0.0582465
144,0,0,0,0,0.0457946,0.0555793,0,0,0,0.036813,0,0.020013,0.0555355,0,0,0.0350871,0,0,0.0623751,0.0246989,0.0302082,0.0149589,0.0150364,0.0494439,0.0347874,0.0273888,0.0465804,0.0644231,0.0464701,0.0678114,0.065217,0.0639295,0.0629904,0.0268932,0.044873,0.0471628,0.0336568,0.0418417,0,0.0264553,0.0614998,0.0226164,0,0,0.0229678,0,0,0.0438155,0.0503587,0.04067,0.0118543,0.0209995,0.043796,0.0166466,0.0437315,0.0207116,0.0563294,0.0633441,0.0524826,0.0204455,0.0107862,0.00917714,0.0154759,0.0293738,0.0194965,0,0,0,0.0277094,0.0370218,0.059963
145,0,0,0,0,0.0454354,0.0556474,0,0,0,0.0361851,0,0.0200266,0.0554052,0,0,0.0349052,0,0,0.0622561,0.0245475,0.0299165,0.0147744,0.0156511,0.0496214,0.0348699,0.0268987,0.0461916,0.0642532,0.0464697,0.0678847,0.0650974,0.0639559,0.0629677,0.0276281,0.0448488,0.0470557,0.0336855,0.0417911,0,0.0265569,0.0614686,0.022489,0,0,0.0230207,0,0,0.0438473,0.0501566,0.0405033,0.011772,0.0206721,0.0441643,0.0167111,0.0442891,0.0206688,0.0562363,0.0636297,0.053051,0.0196495,0.0105882,0.00912815,0.015598,0.0293049,0.0194492,0,0,0,0.0286649,0.0368723,0.0612936
146,0,0,0,0,0.0453178,0.0556691,0,0,0,0.0356438,0,0.0203255,0.0552951,0,0,0.0346131,0,0,0.0620333,0.0245538,0.0299417,0.0147119,0.0159786,0.0494523,0.0348961,0.0263504,0.0456564,0.0638449,0.0463638,0.0678421,0.064971,0.063881,0.0629148,0.0282992,0.0448354,0.0468231,0.033641,0.0423724,0,0.0265427,0.0614397,0.0223364,0,0,0.022913,0,0,0.0436805,0.0500598,0.0402674,0.0114613,0.0201801,0.0443466,0.016709,0.0448271,0.0204623,0.055868,0.0637664,0.0533087,0.0184645,0.0104556,0.00905193,0.0154865,0.0292612,0.0195376,0,0,0,0.0293974,0.0370029,0.0620784
147,0,0,0,0,0.0452837,0.0556986,0,0,0,0.0353302,0,0.0208202,0.0552591,0,0,0.0342404,0,0,0.0617667,0.0246515,0.0299783,0.0145806,0.0164361,0.049011,0.0351314,0.0259135,0.0451727,0.0634065,0.0462654,0.0676916,0.0647956,0.0636625,0.0627352,0.0286572,0.0448432,0.0464091,0.0334954,0.0426591,0,0.0259053,0.0613969,0.0222841,0,0,0.0226452,0,0,0.0433424,0.0499569,0.0397347,0.0108343,0.0197238,0.0443162,0.0165515,0.0450449,0.0200025,0.055314,0.0636473,0.0537824,0.0174692,0.0105326,0.00892293,0.0152118,0.0292573,0.0197194,0,0,0,0.0283129,0.0354876,0.0627308
