Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70
All Timesteps RMSE,0,0,0,0,0.0458642,0.0478644,0,0,0,0.0398681,0,0.0258336,0.0577004,0,0,0.021635,0,0,0.051646,0.0304018,0.0411958,0.0122112,0.0187314,0.0351266,0.0530522,0.0272135,0.0455561,0.0637795,0.048215,0.0658697,0.0627412,0.0631556,0.0627385,0.0443764,0.0387309,0.0139076,0.0124802,0.0324783,0,0.0297006,0.0628368,0.0225117,0,0,0.0197988,0,0,0.039029,0.0424903,0.0258997,0.014161,0.01851,0.0353029,0.0130598,0.0366649,0.0207022,0.0517864,0.0567889,0.0647221,0.0425174,0.0427648,0.0667918,0.0329042,0.0175424,0.00923565,0.00950809,0.0269739,0.0222108,0,0,0
0,0,0,0,0,0.0442953,0.0460184,0,0,0,0.0293604,0,0.0343665,0.0603811,0,0,0.020221,0,0,0.0510192,0.0329892,0.0568301,0.0196566,0.00826551,0.030964,0.0497117,0.026565,0.0375682,0.0624127,0.0482969,0.0546303,0.0510774,0.0528861,0.0523186,0.0748869,0.0405239,0.014123,0.0116883,0.0189281,0,0.0191961,0.0616083,0.0232263,0,0,0.0207038,0,0,0.0407147,0.0361954,0.014942,0.0140282,0.0212277,0.0391633,0.0139243,0.0337022,0.0278014,0.0567725,0.0567991,0.0663837,0.0450773,0.0448767,0.0684658,0.0422275,0.0158915,0.00799328,0.0129363,0.0265643,0.0191547,0,0,0
1,0,0,0,0,0.0442267,0.0462184,0,0,0,0.0296034,0,0.0348517,0.0599643,0,0,0.0201676,0,0,0.0510938,0.0323109,0.0576757,0.0192107,0.00866591,0.0315717,0.049508,0.0263786,0.0375906,0.0619382,0.0476771,0.0541959,0.0509004,0.0526957,0.0522269,0.0766901,0.0404687,0.0143439,0.0117834,0.0195532,0,0.0189633,0.0620085,0.0232484,0,0,0.0207747,0,0,0.0408574,0.0360303,0.0151124,0.0141518,0.0209203,0.0383229,0.0143531,0.0335195,0.0280226,0.056893,0.0567127,0.0664049,0.0449351,0.0447084,0.0682685,0.0406726,0.0158407,0.00801003,0.0131224,0.0268616,0.0188402,0,0,0
2,0,0,0,0,0.0443024,0.0461998,0,0,0,0.0298764,0,0.035107,0.0597049,0,0,0.0200948,0,0,0.0511201,0.0318246,0.0583525,0.0188973,0.00921086,0.032393,0.0493699,0.0260747,0.037662,0.0614712,0.0471561,0.0542232,0.0509958,0.0529311,0.0525232,0.0783199,0.0404909,0.0146517,0.0115966,0.0200478,0,0.0188418,0.0624065,0.0234391,0,0,0.0208542,0,0,0.0409552,0.036256,0.0150224,0.013914,0.0209109,0.0376544,0.0147028,0.0334987,0.0281344,0.0570435,0.0569035,0.0662331,0.0447844,0.0451504,0.0681177,0.0389565,0.0158398,0.00805055,0.0131898,0.0268717,0.018547,0,0,0
3,0,0,0,0,0.0444207,0.0461333,0,0,0,0.0303574,0,0.0352687,0.0593512,0,0,0.0199545,0,0,0.0511063,0.0314314,0.059076,0.0182591,0.00982283,0.0332086,0.0492497,0.0257323,0.0377367,0.061102,0.0466836,0.054524,0.0513429,0.0535381,0.0531886,0.07992,0.0405285,0.0149342,0.0113586,0.0199791,0,0.0191629,0.0628954,0.0236886,0,0,0.0208633,0,0,0.0410245,0.0365506,0.0149879,0.0136559,0.0209749,0.0370215,0.0149543,0.0338416,0.0281435,0.0571772,0.0572625,0.0660703,0.0445265,0.0464374,0.0680204,0.0377176,0.0158209,0.00808695,0.0132866,0.0267968,0.0182424,0,0,0
4,0,0,0,0,0.0438818,0.046058,0,0,0,0.031051,0,0.0353644,0.0586295,0,0,0.0204692,0,0,0.051337,0.0306857,0.059935,0.0171136,0.0105477,0.0346833,0.0499857,0.0251086,0.0378211,0.0607082,0.045946,0.0549772,0.0520054,0.0544862,0.0542974,0.0819066,0.0401101,0.0147587,0.0116704,0.0193837,0,0.0202728,0.0629192,0.0232563,0,0,0.0210234,0,0,0.0411232,0.036662,0.0120977,0.0112341,0.0202195,0.0358461,0.0149133,0.0324179,0.0267942,0.0555688,0.0556784,0.0676948,0.046406,0,0.0702045,0.036993,0.0155953,0.00810166,0.0133634,0.0265175,0.0188153,0,0,0
5,0,0,0,0,0.044005,0.0459409,0,0,0,0.0317925,0,0.0353653,0.0581587,0,0,0.0205221,0,0,0.0511991,0.0304504,0.0607197,0.0163382,0.0112497,0.0354258,0.0496755,0.0248821,0.0380985,0.0606017,0.0455011,0.0558005,0.0527303,0.0554585,0.0555065,0.0836811,0.040309,0.0147975,0.0114835,0.0197893,0,0.0201344,0.0634258,0.023504,0,0,0.0210959,0,0,0.0411222,0.0371349,0.0116873,0.0110913,0.0203575,0.035329,0.0151782,0.032761,0.0268061,0.0556301,0.0560855,0.0675329,0.0462549,0,0.070122,0.0358081,0.0156117,0.00799999,0.0133541,0.0264076,0.0186016,0,0,0
6,0,0,0,0,0.0441225,0.0458625,0,0,0,0.0327223,0,0.0352578,0.0576433,0,0,0.0204532,0,0,0.0511594,0.0302061,0.0614263,0.0156018,0.011953,0.0360632,0.0494598,0.0246436,0.0385085,0.0605326,0.0450115,0.0567232,0.0536075,0.0565199,0.0567468,0.0854363,0.0405424,0.0148396,0.0112969,0.020341,0,0.0199593,0.0640191,0.0237196,0,0,0.0210149,0,0,0.0411125,0.0376065,0.01138,0.0109972,0.020524,0.034862,0.0153922,0.0330909,0.0267309,0.0557782,0.0565281,0.0674086,0.0461386,0,0.0700855,0.0344866,0.0156066,0.00796191,0.0133967,0.0263103,0.0183593,0,0,0
7,0,0,0,0,0.0442771,0.0458675,0,0,0,0.033745,0,0.0349927,0.0572591,0,0,0.0203786,0,0,0.0510996,0.0298846,0.0619961,0.0151912,0.0126811,0.0366011,0.049229,0.0244988,0.0391512,0.0605482,0.0445398,0.0576338,0.0546332,0.0577318,0.0579717,0.0873387,0.0407715,0.0147382,0.011174,0.0210692,0,0.0198167,0.0646294,0.0239053,0,0,0.0209504,0,0,0.0411525,0.0380107,0.0112417,0.0109345,0.0206438,0.0343603,0.0155729,0.0334113,0.0265395,0.0559094,0.056941,0.0673151,0.0459935,0,0.0700798,0.0328405,0.0155818,0.00808681,0.0133786,0.0262127,0.0181191,0,0,0
8,0,0,0,0,0.0444234,0.0458974,0,0,0,0.0346875,0,0.0345829,0.0570039,0,0,0.020176,0,0,0.0510344,0.0294782,0.0623247,0.0148086,0.0136304,0.0371588,0.0490419,0.0244418,0.0398074,0.0606113,0.0440992,0.0587269,0.0557958,0.0590328,0.0594018,0.0891454,0.0409051,0.0146761,0.0110688,0.021863,0,0.0197048,0.0651567,0.0240744,0,0,0.0208537,0,0,0.0410781,0.0383366,0.011236,0.0112447,0.020649,0.0338212,0.0157261,0.0337565,0.0261372,0.0558833,0.0572408,0.0672636,0.0455565,0,0.07014,0.0311941,0.0156221,0.00814328,0.0132653,0.026068,0.0179156,0,0,0
