Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,IMU_B
192,0,0,0,0,0.0481995,0.0494362,0,0,0.0414894,0,0.0222807,0.0616955,0,0,0.0293686,0,0,0.0565189,0.02663,0.0279689,0.0071045,0.0172585,0.0354276,0.059654,0.027267,0.0460252,0.0665062,0.0508717,0.0658834,0.06225,0.0618191,0.061418,0.0195078,0.0312962,0.0148159,0.0143574,0.0240036,0,0.0411143,0.0568559,0,0,0,0.0216809,0,0,0.0379258,0.0451896,0.0382515,0.00903916,0.0186556,0.0455718,0.0167683,0.0370655,0.0210895,0.0539125,0.0566039,0.0591418,0.033455,0.0358767,0.0618365,0.057664,0.0170009,0.00824915,0.00730795,0.0279162,0.0180401,0,0,0,0
193,0,0,0,0,0.0486184,0.0493572,0,0,0.042854,0,0.0220362,0.0604645,0,0,0.0293584,0,0,0.056098,0.0271696,0.0276968,0.00619507,0.0167324,0.0355338,0.0593428,0.027068,0.0454417,0.0659552,0.0505178,0.0661366,0.0626132,0.0618978,0.0616251,0.0184916,0.0315113,0.0149177,0.0137904,0.0378333,0,0.0403373,0.0581016,0,0,0,0.0207532,0,0,0.0381708,0.0450777,0.0355048,0.00852094,0.0173185,0.0454798,0.0163,0.0388546,0.0190475,0.0527554,0.0572763,0.0578999,0.0327767,0.0342149,0.0597466,0,0.0173019,0.00847464,0.00767652,0.0277893,0.0180086,0,0,0,0
194,0,0,0,0,0.0486195,0.0492201,0,0,0.0422698,0,0.0222275,0.0621216,0,0,0.0290227,0,0,0.0560257,0.0270329,0.0274888,0.00692739,0.017314,0.0348964,0.0585289,0.0270098,0.0454376,0.066346,0.0509475,0.065732,0.0620209,0.0614213,0.0611581,0.0184728,0.0316559,0.0149572,0.0137389,0.0231034,0,0.0402989,0.0566276,0,0,0,0.0208278,0,0,0.03856,0.045221,0.0371157,0.0089324,0.0195061,0.0456436,0.01642,0.0368848,0.0222499,0.0545614,0.0567368,0.060672,0.0349379,0.0373704,0.0631459,0.054598,0.0170927,0.00846147,0.00798115,0.0276075,0.0177106,0,0,0,0
195,0,0,0,0,0.0485889,0.0493099,0,0,0.0424642,0,0.022289,0.0622698,0,0,0.0285606,0,0,0.0559966,0.0272667,0.0272379,0.00684469,0.0174013,0.0346005,0.0579795,0.026828,0.045102,0.0662135,0.0510254,0.0657362,0.0619382,0.0612268,0.0609833,0.0179878,0.0318871,0.0150901,0.0137463,0.0230024,0,0.0397514,0.0565979,0,0,0,0.0218667,0,0,0.0377421,0.0452133,0.03607,0.00884878,0.0197645,0.0456503,0.0174543,0.0368919,0.0228213,0.0548279,0.0568125,0.06124,0.0356734,0.0380988,0.0635891,0.0520086,0.0173332,0.00848254,0.00666561,0.02771,0.0173515,0,0,0,0
196,0,0,0,0,0.0488789,0.0491281,0,0,0.0427048,0,0.0224766,0.0624435,0,0,0.0279746,0,0,0.0560384,0.0275614,0.0270211,0.0067023,0.0176214,0.0341723,0.0572159,0.0267197,0.0448377,0.0661042,0.0514455,0.0657923,0.0619106,0.061161,0.0608386,0.0174792,0.0320785,0.0151775,0.0139343,0.0232153,0,0.0389025,0.0566309,0,0,0,0.0210981,0,0,0.0381182,0.0451853,0.0347731,0.00856611,0.0199107,0.0455927,0.0168717,0.0369424,0.023407,0.0551154,0.0569824,0.0617521,0.0364588,0.0388418,0.0641546,0.0484393,0.0173478,0.00850739,0.00745922,0.0276413,0.0175953,0,0,0,0
197,0,0,0,0,0.0489306,0.0490787,0,0,0.0431798,0,0.0225684,0.0624948,0,0,0.0276983,0,0,0.0558508,0.0277879,0.0268501,0.00650239,0.0177021,0.0337239,0.0566469,0.0265239,0.0446053,0.0659845,0.0516703,0.0658531,0.0619612,0.0611012,0.0607769,0.0169983,0.0322552,0.0152895,0.0137104,0.0240848,0,0.0382762,0.0567555,0,0,0,0.0208766,0,0,0.0379154,0.0451258,0.0334788,0.00830947,0.0198932,0.0455304,0.0170943,0.0369297,0.0240451,0.0553693,0.0571334,0.0622898,0.0372827,0.039496,0.0647748,0.0443615,0.0175464,0.00861123,0.00728482,0.0276368,0.0174563,0,0,0,0
198,0,0,0,0,0.0490545,0.0490654,0,0,0.0437024,0,0.0225405,0.0624665,0,0,0.027452,0,0,0.055653,0.0280804,0.0267074,0.00620571,0.0177029,0.033235,0.0560702,0.0263535,0.0443202,0.0658755,0.0517426,0.0659027,0.0620348,0.0611165,0.0607514,0.016552,0.032381,0.0153883,0.0134641,0.0257704,0,0.0377988,0.056952,0,0,0,0.0206163,0,0,0.0377932,0.0450661,0.032174,0.00806434,0.0197019,0.0454929,0.0173105,0.0368973,0.0247547,0.0556098,0.0573177,0.0628696,0.0381552,0.0400911,0.0653844,0.0396796,0.0178083,0.00873828,0.00712173,0.0276081,0.0172034,0,0,0,0
199,0,0,0,0,0.0492072,0.0490382,0,0,0.0442855,0,0.0223704,0.0623084,0,0,0.027395,0,0,0.0553085,0.028323,0.0266261,0.00599051,0.0175721,0.0328272,0.0556206,0.0261887,0.0440835,0.0657112,0.0516843,0.0660253,0.0621219,0.061085,0.060707,0.0161268,0.0324907,0.0155559,0.0129343,0.0283159,0,0.0372337,0.0571948,0,0,0,0.0204869,0,0,0.0379673,0.0449796,0.0310346,0.00793829,0.019353,0.0453975,0.017179,0.0368839,0.0255109,0.0558484,0.057534,0.0635084,0.0390002,0.0407368,0.065931,0.0345259,0.0180226,0.00885351,0.00724921,0.0274989,0.0173189,0,0,0,0
200,0,0,0,0,0.0494501,0.0490996,0,0,0.0448387,0,0.0223436,0.0621836,0,0,0.0271274,0,0,0.0551562,0.0285448,0.0266034,0.00602852,0.0174981,0.0329451,0.0550925,0.0259107,0.0438351,0.0654653,0.0515278,0.066136,0.0621531,0.0609991,0.060712,0.0157703,0.0326022,0.0156635,0.0127008,0.0318329,0,0.0364845,0.0574672,0,0,0,0.0203727,0,0,0.0379544,0.0449042,0.0301567,0.00793142,0.0190019,0.0451468,0.0171518,0.0370099,0.0262024,0.0561297,0.0579579,0.0640325,0.0397345,0.04135,0.0662396,0.0290903,0.0182459,0.00896355,0.0072355,0.0274726,0.017428,0,0,0,0
201,0,0,0,0,0.0497012,0.0489744,0,0,0.0452856,0,0.0224434,0.0621312,0,0,0.0268869,0,0,0.0549886,0.0287686,0.0266014,0.00617068,0.0174876,0.0338498,0.0546305,0.0255032,0.0436089,0.0652074,0.0514957,0.0662016,0.0621745,0.0610443,0.0607967,0.0155293,0.0327708,0.0157658,0.0124496,0.0352325,0,0.0355327,0.0577897,0,0,0,0.0202074,0,0,0.0379537,0.0448231,0.0288925,0.00795233,0.0186179,0.0447683,0.0172194,0.0373186,0.0267689,0.0564156,0.0585057,0.0645584,0.0404264,0.0420781,0.0666927,0.023874,0.0183684,0.00905853,0.00727678,0.0273884,0.017265,0,0,0,0
202,0,0,0,0,0.0497641,0.048813,0,0,0.0457745,0,0.0225188,0.0618828,0,0,0.026603,0,0,0.0547903,0.0293123,0.0264804,0.0054,0.0175818,0.0337219,0.0541397,0.0253301,0.0433175,0.0649357,0.0515684,0.0663571,0.0623246,0.0609819,0.0608716,0.0152933,0.0330148,0.0158605,0.0122567,0.0380059,0,0.0345497,0.0583049,0,0,0,0.0198831,0,0,0.0378113,0.0446872,0.0268761,0.00790249,0.018118,0.0445222,0.0173095,0.0377432,0.0271141,0.0565587,0.0590622,0.065261,0.041252,0.0428649,0.0675556,0.0190643,0.0185545,0.00909373,0.00732909,0.0271553,0.0171028,0,0,0,0
203,0,0,0,0,0.0497262,0.0490446,0,0,0.0461215,0,0.0227071,0.0615457,0,0,0.0262049,0,0,0.0546809,0.0299518,0.0265014,0.00487817,0.0176393,0.0332946,0.0537108,0.0252032,0.0429593,0.0646151,0.0514848,0.0666152,0.0624369,0.0610249,0.0609111,0.0151222,0.0332255,0.0158812,0.0122342,0.0409959,0,0.0338913,0.0588828,0,0,0,0.020519,0,0,0.0367678,0.0446357,0.0251458,0.00800123,0.0176842,0.0442722,0.0182875,0.0382461,0.0273432,0.0566655,0.0596608,0.0658975,0.0420417,0.0435939,0.0683038,0.0149743,0.0189724,0.00910838,0.00591926,0.0271799,0.0167112,0,0,0,0
204,0,0,0,0,0.0499493,0.0490181,0,0,0.0464293,0,0.0229041,0.0612258,0,0,0.0259976,0,0,0.0544933,0.0305851,0.026493,0.0046254,0.0177553,0.0329208,0.0533663,0.0250319,0.0426686,0.0643591,0.0512123,0.0666363,0.0625028,0.0611448,0.0609527,0.0149389,0.0333601,0.0159521,0.0120029,0.0438942,0,0.0332161,0.0594406,0,0,0,0.0202408,0,0,0.0368579,0.0446393,0.0237632,0.00815156,0.0173218,0.0440691,0.0181966,0.0387756,0.0276009,0.0568053,0.0602428,0.0664439,0.0428076,0.0443464,0.0689128,0.0118992,0.0190694,0.00916779,0.00623848,0.0270608,0.0166724,0,0,0,0
205,0,0,0,0,0.050087,0.0489405,0,0,0.0469299,0,0.0230792,0.060999,0,0,0.0258363,0,0,0.0543333,0.0311779,0.0264897,0.00421928,0.0178108,0.033083,0.0530858,0.0249077,0.0425216,0.0641096,0.0512786,0.066749,0.0625741,0.0612174,0.0610243,0.014711,0.0334889,0.0159829,0.0118531,0.0463318,0,0.0326079,0.0599071,0,0,0,0.0201439,0,0,0.0369796,0.0447611,0.0225718,0.00841873,0.0170732,0.0437501,0.0181464,0.0394336,0.0278345,0.0569803,0.0608893,0.0669504,0.0435228,0.0451055,0.0694676,0.00990111,0.0191092,0.00927219,0.00646168,0.0269864,0.0165879,0,0,0,0
206,0,0,0,0,0.0498168,0.0491754,0,0,0.0474887,0,0.0232316,0.0607297,0,0,0.0256429,0,0,0.0542236,0.03192,0.0263592,0.00388437,0.0179823,0.0330093,0.0528916,0.0249322,0.0422641,0.0639148,0.0515609,0.0669937,0.06258,0.0610751,0.0610851,0.0144938,0.0337037,0.01585,0.0118987,0.0477876,0,0.0321029,0.0605022,0,0,0,0.0209835,0,0,0.0356908,0.044845,0.0213006,0.00878473,0.0171448,0.0433461,0.0194319,0.0402583,0.027719,0.0571438,0.0617055,0.0673848,0.0441916,0.045891,0.0700885,0.00879786,0.0194477,0.00902607,0.00493833,0.0272103,0.0160752,0,0,0,0
207,0,0,0,0,0.0499748,0.0490827,0,0,0.0480905,0,0.0232078,0.060374,0,0,0.025473,0,0,0.0541024,0.0321848,0.0262949,0.00358614,0.0179539,0.0328284,0.0527503,0.0249183,0.0420579,0.0637413,0.0517824,0.0671452,0.0626579,0.0611192,0.0611784,0.0143234,0.0338893,0.015896,0.0117672,0.0491634,0,0.0315411,0.0609562,0,0,0,0.0205698,0,0,0.0357099,0.0449948,0.0204465,0.00921091,0.0171813,0.0431611,0.0195426,0.0411052,0.0275698,0.0572606,0.0624364,0.0677549,0.0448283,0.0465363,0.0705779,0.00842853,0.0196536,0.00910602,0.00515616,0.0271217,0.0161346,0,0,0,0
208,0,0,0,0,0.0502518,0.0491261,0,0,0.0490933,0,0.0230551,0.0593578,0,0,0.025042,0,0,0.0537965,0.0325327,0.0261451,0.00336557,0.0177579,0.0323291,0.0524469,0.0249032,0.0415488,0.0633153,0.0516624,0.0672176,0.0629714,0.0613465,0.0613836,0.0141586,0.0343184,0.0158855,0.0115212,0.0507986,0,0.0312489,0.0621623,0,0,0,0.02045,0,0,0.0355726,0.044795,0.0188692,0.0104489,0.018079,0.043185,0.019697,0.0428786,0.0255985,0.0571809,0.0635069,0.0674647,0.0448892,0.0466974,0.0701186,0,0.0199948,0.00929091,0.00513899,0.0270828,0.0160799,0,0,0,0
209,0,0,0,0,0.0499358,0.0490613,0,0,0.0470496,0,0.0213959,0.0599523,0,0,0.0250564,0,0,0.0536705,0.0320262,0.0234583,0.00525043,0.0191785,0.031043,0.0518476,0.0225821,0.0387898,0.0601353,0.0486642,0,0.065927,0.0644147,0.0643259,0.0127658,0.0343383,0.0160118,0.0113801,0.0460493,0,0,0.0609761,0,0,0,0.0202978,0,0,0.036102,0.0447433,0.0200542,0.0109185,0.0199855,0.0440207,0.0200471,0.0425841,0.0274059,0.0586587,0.0641747,0.0674745,0.0444535,0.0469913,0.0714459,0.00854094,0.0191395,0.00889606,0.00580742,0.0269697,0.0154995,0,0,0,0
210,0,0,0,0,0.0509881,0.04927,0,0,0.0494372,0,0.0231569,0.0597256,0,0,0.0243459,0,0,0.0533865,0.0334528,0.0261944,0.00336643,0.01828,0.031077,0.0518668,0.0249083,0.0411433,0.063106,0.0514552,0.0656516,0.0626634,0.0611244,0.0611659,0.0136509,0.0350937,0.0161266,0.0110984,0.047732,0,0,0.0624424,0,0,0,0.0200852,0,0,0.0354939,0.045893,0.0195145,0.0116301,0.0204351,0.0433349,0.0200426,0.0434213,0.0268629,0.0585452,0.0651823,0.0673832,0.0445524,0.0471407,0.071443,0.00822602,0.0202792,0.00957379,0.00518194,0.0270753,0.0155025,0,0,0,0
211,0,0,0,0,0.0503295,0.0490665,0,0,0.0480101,0,0.0213491,0.0596721,0,0,0.0245813,0,0,0.0535185,0.0330483,0.0235191,0.00520076,0.0191818,0.0304683,0.0517578,0.0222184,0.0382951,0.059497,0.0482672,0,0.0661431,0.0645243,0.0643556,0.0123531,0.0349341,0.016057,0.0114335,0.0469293,0,0,0.0612256,0,0,0,0.0192969,0,0,0.0368089,0.0453916,0.0193062,0.0112026,0.0206019,0.0442162,0.019286,0.0428607,0.0270484,0.0586042,0.0649762,0.0675939,0.0447065,0.047434,0.0717439,0.00789788,0.0193918,0.00924235,0.00698375,0.0267868,0.015263,0,0,0,0
212,0,0,0,0,0.051333,0.0491535,0,0,0.0500452,0,0.023285,0.0596378,0,0,0.0241073,0,0,0.0532578,0.0340083,0.0264864,0.00319084,0.0183464,0.0307867,0.05186,0.0246091,0.0406234,0.0627338,0.0512691,0.0652882,0.0626138,0.0609891,0.0609349,0.0135559,0.0355763,0.0161256,0.0112523,0.0479527,0,0,0.062604,0,0,0,0.0191023,0,0,0.0363171,0.0463488,0.019028,0.0116647,0.0205677,0.0432526,0.0193203,0.0436148,0.0264483,0.0583596,0.0656224,0.0674971,0.044578,0.0473157,0.0716491,0.00781543,0.0203951,0.00977458,0.00652815,0.0270061,0.015294,0,0,0,0
213,0,0,0,0,0.051542,0.049166,0,0,0,0,0.0220226,0.059676,0,0,0.0238309,0,0,0.0530989,0.0331083,0.0342718,0.00331616,0.0166885,0.0306907,0.0515206,0.0236648,0.0417304,0.0624864,0.0503995,0.0647999,0.0631364,0.058691,0.0582895,0.0178329,0.0359013,0.0161594,0.0111686,0.0471991,0,0,0.0624469,0,0,0,0.0191364,0,0,0.0363421,0.046325,0,0.0123409,0.0209979,0.0438715,0.0194852,0.0441388,0.0260575,0.0590928,0.0657143,0.0657968,0.043846,0.0459575,0.0694721,0.00510837,0.0204422,0.00975592,0.00652468,0.0270935,0.0150301,0,0,0,0
214,0,0,0,0,0.0514297,0.0493105,0,0,0,0,0.0221162,0.058768,0,0,0.0239351,0,0,0.0531739,0.0341305,0.0344141,0.00347423,0.0164639,0.0305932,0.052163,0.023537,0.0411598,0.0620939,0.0504357,0.0646628,0.0631346,0.0586207,0.0581931,0.0179853,0.035893,0.0162644,0.0112022,0.0434543,0,0,0.0632635,0,0,0,0.0196731,0,0,0.0359604,0.0452311,0.018034,0.0119731,0.0203964,0.043683,0.0198392,0.0435095,0.0255566,0.0580382,0.0649188,0.0672986,0.0438609,0.0467492,0.071221,0,0.0205575,0.00980049,0.00575763,0.0271988,0.0150242,0,0,0,0
215,0,0,0,0,0.0514357,0.0493641,0,0,0,0,0.0221879,0.0589818,0,0,0.02397,0,0,0.0531946,0.0342453,0.0346907,0.00378123,0.0164441,0.0299644,0.0523378,0.0230263,0.0411931,0.0619948,0.0503805,0.0643493,0.0628814,0.0583313,0.0578074,0.0177127,0.0359492,0.0162174,0.0112776,0.0424928,0,0,0.0629946,0,0,0,0.0197154,0,0,0.0361029,0.0449218,0.0170895,0.0117929,0.0192351,0.0439909,0.0198836,0.0428298,0.0259338,0.057827,0.0640612,0.067295,0.0436671,0.0463296,0.0708203,0,0.020516,0.00978723,0.0057325,0.0271606,0.0148707,0,0,0,0
216,0,0,0,0,0.0516143,0.0493553,0,0,0.0501835,0,0.0231247,0.0598558,0,0,0.0238805,0,0,0.0532449,0.0342155,0.0284183,0.00345195,0.0171079,0.0296404,0.0522308,0.0231475,0.0406522,0.0621564,0.0505831,0.06447,0.0622523,0.0602821,0.0598527,0.0130082,0.036105,0.016187,0.0112459,0.0422491,0,0,0.0622013,0,0,0,0.019469,0,0,0.0361518,0.0453298,0.0160403,0.0116177,0.0175887,0.0440578,0.0199432,0.0423018,0.0263571,0.0574871,0.0631834,0.0671843,0.0433629,0.045605,0.0699773,0,0.0206391,0.00976349,0.00587481,0.0270146,0.0144042,0,0,0,0
217,0,0,0,0,0.0511303,0.0493176,0,0,0.0493471,0,0.0232012,0.0600562,0,0,0.0242206,0,0,0.0535614,0.0343914,0.029031,0.00383028,0.0169589,0.0297556,0.0527491,0.0229451,0.0406781,0.0622752,0.0506694,0.0641326,0.062117,0.0599831,0.059466,0.0124401,0.0358129,0.016264,0.0114382,0.0426783,0,0.0240221,0.0615974,0,0,0,0.0193858,0,0,0.0363699,0.0447589,0.0161856,0.010418,0.0159499,0.0433793,0.0197887,0.0408618,0.026353,0.0565195,0.0613937,0.0672867,0.0437769,0.0454366,0.0692547,0,0.0202966,0.00957467,0.00609532,0.0267931,0.014491,0,0,0,0
218,0,0,0,0,0.0511431,0.0495561,0,0,0.0484037,0,0.0231495,0.0605289,0,0,0.0240128,0,0,0.0535334,0.034089,0.0300302,0.00392052,0.0164278,0.0295419,0.0526033,0.0227622,0.0409077,0.0623389,0.0504383,0.0637287,0.0620334,0.0597634,0.059253,0.0121711,0.0359596,0.016215,0.011614,0.0415629,0,0.0238114,0.0609692,0,0,0,0.0199048,0,0,0.0358927,0.0445119,0.0164502,0.0102654,0.0156176,0.0434093,0.0204266,0.0397806,0.0271628,0.0567297,0.0603966,0.0669941,0.0432955,0.0446478,0.0690001,0,0.0202157,0.00939655,0.00539157,0.0268023,0.0143662,0,0,0,0
219,0,0,0,0,0.0504546,0.0496352,0,0,0.0474849,0,0.0231486,0.0604903,0,0,0.0245696,0,0,0.0536887,0.0341079,0.0310436,0.00386096,0.0160748,0.0300449,0.053361,0.022548,0.0409473,0.0622042,0.0502594,0.0633402,0.0618945,0.0594957,0.0589382,0.0119317,0.0354993,0.0162551,0.0122485,0.0361655,0,0.0247581,0.0602946,0,0,0,0.0198994,0,0,0.0363733,0.0438031,0.0164955,0.00863254,0.0144885,0.0427235,0.0201087,0.0377686,0.0260266,0.0552923,0.0582924,0.06878,0.045167,0,0.0710822,0,0.0196915,0.00917406,0.00591786,0.0266658,0.014691,0,0,0,0
220,0,0,0,0,0.050344,0.0498596,0,0,0.0463737,0,0.0232659,0.0605565,0,0,0.0243484,0,0,0.0535221,0.0340424,0.0322578,0.00425555,0.0153802,0.0301866,0.0532599,0.0222111,0.0410409,0.0621404,0.0499456,0.0630161,0.0615645,0.0592511,0.0585799,0.0116959,0.0356447,0.0161613,0.0127702,0.0358232,0,0.0274734,0.0601319,0,0,0,0.0198859,0,0,0.0365859,0.0431939,0.018101,0.00859419,0.0141121,0.0426828,0.0202535,0.0366077,0.0266701,0.0555872,0.0579833,0.0688735,0.0457971,0,0.0705112,0,0.0196525,0.00914656,0.00608227,0.0267967,0.0145696,0,0,0,0
221,0,0,0,0,0.0498376,0.0500707,0,0,0.0488506,0,0.0216134,0.0611521,0,0,0.0240346,0,0,0.0535336,0.0312205,0.0307343,0.00494546,0.0190532,0.0301617,0.0532033,0,0,0.0630886,0.0481006,0,0.061947,0.0592721,0.0586552,0.0135437,0.0356151,0.0160014,0.0125665,0.0364931,0,0.0297319,0.0591386,0,0,0,0.0198411,0,0,0.0368531,0.0430636,0.0185139,0.00843542,0.0133159,0.0430794,0.0203587,0.036099,0.0270088,0.0554748,0.0579093,0.0690337,0.0466173,0,0.0700392,0,0.0195125,0.00903979,0.00625467,0.0269815,0.0148517,0,0,0,0
222,0,0,0,0,0.0493722,0.0491681,0,0,0.0493433,0,0.0234749,0.0604017,0,0,0.0245145,0,0,0.0538308,0.0311907,0.0360491,0.00331885,0.0171047,0.0316555,0.0540311,0.0226306,0,0.064972,0.04931,0.0610777,0.0596913,0.056754,0.0562392,0.0146609,0.0350619,0.015976,0.0121835,0.0351312,0,0.0295053,0.0591831,0,0,0,0.0174883,0,0,0.039892,0.0425951,0.0186981,0.00720687,0.0110828,0.0427945,0.0155516,0.0357236,0.0246215,0.0529903,0.0566604,0.0707173,0,0,0.0716132,0,0.0196233,0.00841005,0.0116194,0.0262143,0.0162482,0,0,0,0
223,0,0,0,0,0.0469222,0.0500102,0,0,0.0391261,0,0.020538,0.0600188,0,0,0.0255417,0,0,0.0544766,0.0329328,0.0338221,0.00841527,0.0151353,0.0309667,0.0541656,0.0193809,0.0394304,0.0592551,0.0460173,0,0.0637615,0.0616462,0.060839,0.0148666,0.0339536,0.0159075,0.0131886,0.0319159,0,0.0297613,0.0585061,0,0,0,0.0202233,0,0,0.037764,0.0407135,0.0174549,0.00641063,0.0111316,0.0435264,0.0198731,0.0350278,0.0243644,0.0524464,0.0559977,0.070506,0,0,0.0714187,0,0.0179469,0.00862151,0.00744194,0.0272046,0.0148498,0,0,0,0
224,0,0,0,0,0.0470059,0.0508778,0,0,0.0382004,0,0.0238272,0.0613832,0,0,0.025836,0,0,0.0547248,0.0323504,0.0404673,0.00603038,0.0134626,0.0317244,0.0537995,0.0212161,0.0423665,0.0623183,0.048422,0.0616488,0.0599422,0.0584045,0.0577887,0.018122,0.0333609,0.0159229,0.0149551,0.0299764,0,0.0315361,0.0573873,0,0,0,0.0202246,0,0,0.0375164,0.0418937,0.0161675,0.00599004,0.0147416,0.0424235,0.0188686,0.0328726,0.0276376,0.0534923,0.0550986,0.0690965,0,0,0.0704282,0.0285759,0.0181052,0.00871707,0.00722558,0.0281341,0.0151033,0,0,0,0
