Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70
All Timesteps RMSE,0,0,0,0,0.0491393,0.0498794,0,0,0,0.0406287,0,0.02639,0.0606608,0,0,0.0269796,0,0,0.0546564,0.0302244,0.0411521,0.01042,0.01606,0.0328672,0.0514706,0.0274673,0.0458505,0.0644375,0.0491075,0.0642674,0.0613346,0.0614676,0.0611328,0.0416884,0.0342871,0.0137708,0.0144419,0.0367676,0,0.01597,0.0617455,0.0290083,0,0,0.0224018,0,0,0.0425528,0.0432853,0.0278272,0.0144778,0.0201567,0.036078,0.021635,0.0349921,0.0251223,0.0547099,0.0568095,0.0628204,0.0446044,0.0409842,0.06372,0.0314558,0.0138127,0.00944245,0.0132412,0.0339885,0.0143402,0,0,0
0,0,0,0,0,0.0501166,0.0510505,0,0,0,0.0312424,0,0.031812,0.064314,0,0,0.0286002,0,0,0.0553627,0.0348705,0.052922,0.0185162,0.00432893,0.0266675,0.054054,0.0234842,0.0376136,0.0613527,0.047552,0.0546868,0.0527193,0.0517769,0.0512882,0.0381175,0.0324528,0.0154109,0.0148033,0.0335498,0,0.013635,0.0560861,0.0285845,0,0,0.0220988,0,0,0.0435761,0.0393827,0.0226084,0.0129953,0.0213689,0.0423135,0.0212107,0.0313098,0.0290009,0.0554737,0.0529225,0.0640053,0.043383,0.0407421,0.0628462,0.0267488,0.0137567,0.0100298,0.0128773,0.0359451,0.0147846,0,0,0
1,0,0,0,0,0.0494491,0.0511576,0,0,0,0.0312075,0,0.0320168,0.0643406,0,0,0.0288762,0,0,0.0554708,0.0350561,0.0509993,0.0185535,0.00290882,0.0266115,0.0536407,0.0246555,0.0384836,0.062361,0.0482454,0.0541866,0.0520329,0.0513738,0.0509162,0.0446908,0.0322216,0.0151091,0.0153348,0.0329211,0,0.0132227,0.0562017,0.0282019,0,0,0.022486,0,0,0.0440075,0.0395666,0.0214853,0.0139006,0.0211271,0.0426894,0.02218,0.031411,0.0289016,0.0557815,0.0532783,0.0641359,0.0437104,0.0412719,0.0632447,0.0269657,0.0134592,0.0100756,0.0135134,0.0361021,0.014495,0,0,0
2,0,0,0,0,0.0488968,0.0511139,0,0,0,0.032038,0,0.0319653,0.064196,0,0,0.0290713,0,0,0.0554527,0.0354276,0.0495719,0.0185565,0.00227475,0.0269813,0.053373,0.0258206,0.0390207,0.0631995,0.0490212,0.0541961,0.0519377,0.0517677,0.0512003,0.0518752,0.0322365,0.0150338,0.0151767,0.0325163,0,0.0129361,0.0564144,0.0279236,0,0,0.0228429,0,0,0.0444617,0.0394629,0.0208704,0.0143493,0.0208813,0.0431054,0.0230775,0.0315811,0.0288082,0.0559725,0.053643,0.064306,0.0439942,0.0416819,0.0637801,0.0271859,0.013225,0.0103195,0.0140014,0.0361145,0.0141338,0,0,0
3,0,0,0,0,0.0484528,0.0510362,0,0,0,0.0328509,0,0.0319803,0.0640076,0,0,0.0291857,0,0,0.0554754,0.03556,0.0492866,0.0184931,0.00172871,0.0275525,0.0531307,0.026851,0.0391477,0.0637066,0.0495939,0.0544175,0.0521449,0.0521385,0.0515512,0.0576133,0.0322665,0.0149966,0.0148962,0.0322398,0,0.0131448,0.056773,0.0276636,0,0,0.0231687,0,0,0.0448334,0.0393114,0.0209435,0.0145709,0.0206353,0.0432896,0.0238684,0.0316933,0.0286649,0.0559264,0.0537874,0.0644625,0.0440944,0.0418458,0.0640599,0.0276892,0.0130431,0.0104938,0.0144415,0.0360934,0.0135675,0,0,0
4,0,0,0,0,0.0481335,0.0508655,0,0,0,0.0326954,0,0.0322118,0.0638404,0,0,0.0292131,0,0,0.0555698,0.0354353,0.0503088,0.0183848,0.00185723,0.0281974,0.0528451,0.0273489,0.0389724,0.0638581,0.0498683,0.0544217,0.0522296,0.0520426,0.0515243,0.0607565,0.0323006,0.0148202,0.0148277,0.0318902,0,0.0138959,0.0570039,0.0274103,0,0,0.0234848,0,0,0.0451024,0.039142,0.021506,0.0146217,0.020564,0.043187,0.0245642,0.0316979,0.0285823,0.0557719,0.0537954,0.0645613,0.0440742,0.0418523,0.0640931,0.028648,0.0128336,0.0106181,0.0147324,0.035996,0.0130625,0,0,0
5,0,0,0,0,0.047975,0.0507348,0,0,0,0.032119,0,0.0325956,0.0636994,0,0,0.0291641,0,0,0.0556409,0.0351678,0.0517976,0.0182646,0.00266518,0.0287302,0.0524727,0.0275592,0.0387577,0.0638687,0.0499759,0.0543028,0.0521307,0.0519293,0.0514342,0.0626065,0.0323437,0.0147589,0.0146972,0.0312649,0,0.0142463,0.0570641,0.0273122,0,0,0.0236941,0,0,0.0451963,0.0389025,0.0220841,0.0145485,0.0207967,0.0427642,0.0249083,0.0316699,0.0287557,0.0557804,0.0538062,0.0645364,0.0440484,0.0417318,0.0639554,0.0297701,0.0126289,0.0106581,0.0148985,0.0358947,0.0128007,0,0,0
6,0,0,0,0,0.0479622,0.0507162,0,0,0,0.0317445,0,0.0330725,0.06356,0,0,0.0290677,0,0,0.0556426,0.0348492,0.0532964,0.0180206,0.00336232,0.0290463,0.0520507,0.0275753,0.0384536,0.0637967,0.0499521,0.0542325,0.0519368,0.0521122,0.0516799,0.0642042,0.0324554,0.0146814,0.0146886,0.0304495,0,0.01389,0.0571285,0.0273761,0,0,0.0237802,0,0,0.0451786,0.03862,0.0224626,0.0144136,0.0212533,0.0421786,0.0250034,0.03168,0.0290658,0.0559679,0.0538898,0.0643056,0.0440394,0.041507,0.0636973,0.0308065,0.0124792,0.0106641,0.0149542,0.0357294,0.0128481,0,0,0
7,0,0,0,0,0.0479989,0.050868,0,0,0,0.0314394,0,0.0335511,0.0634531,0,0,0.0287982,0,0,0.0555855,0.0344787,0.0545628,0.0177581,0.00381837,0.0291058,0.0517567,0.027441,0.0381888,0.0636492,0.0498303,0.0541239,0.0516831,0.0526234,0.0521806,0.065673,0.0326066,0.0146147,0.0148018,0.029834,0,0.0137899,0.0573012,0.0274946,0,0,0.0238094,0,0,0.0450955,0.0384031,0.022496,0.0142075,0.0215979,0.0415914,0.0249725,0.031683,0.0293908,0.0561764,0.0539387,0.063919,0.0440463,0.0413303,0.0633836,0.0314382,0.012506,0.0106623,0.0149048,0.0355634,0.0130508,0,0,0
8,0,0,0,0,0.0480499,0.0508807,0,0,0,0.0310928,0,0.0339961,0.0633206,0,0,0.028524,0,0,0.0554717,0.0340398,0.0555411,0.0177039,0.00404233,0.0289265,0.0513771,0.0272938,0.0382088,0.0635136,0.0497028,0.0539376,0.0513557,0.0530523,0.0526277,0.0671237,0.0327453,0.0146048,0.0148079,0.0295734,0,0.0139896,0.0575884,0.0276135,0,0,0.0238052,0,0,0.0450013,0.0383279,0.0221327,0.0140326,0.021801,0.041099,0.0248765,0.0317422,0.0295927,0.056346,0.0539508,0.0636881,0.0440731,0.0413433,0.0630807,0.0314379,0.0125806,0.0106886,0.0148196,0.0354553,0.013238,0,0,0
