Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70
All Timesteps RMSE,0,0,0,0,0.0504678,0.0498107,0,0,0,0.0439091,0,0.0261295,0.060221,0,0,0.0243563,0,0,0.0538194,0.031304,0.0410341,0.0157923,0.0166581,0.0373768,0.055059,0.0267855,0.0442116,0.0635275,0.0487266,0.0650504,0.061899,0.062486,0.0620133,0.0396093,0.0370997,0.0139551,0.0142535,0.0354303,0,0.0178571,0.059308,0.0259024,0,0,0.0204411,0,0,0.0368226,0.0429266,0.026825,0.0138658,0.0203289,0.0447806,0.0153293,0.0362698,0.026266,0.0557893,0.0583771,0.0610083,0.0415941,0.0399063,0.0634781,0.0311502,0.0209408,0.0105863,0.00824271,0.0279991,0.0202828,0,0,0
0,0,0,0,0,0.0558194,0.0508133,0,0,0,0.0533408,0,0.0235885,0.0565693,0,0,0.02002,0,0,0.0518702,0.0360567,0.0211947,0.0122885,0.0211859,0.0359129,0.0478823,0.025334,0.0368925,0.0612559,0.0514188,0.0671944,0.0627282,0.0613595,0.0615375,0.0132931,0.0400973,0.014523,0.0125228,0.0499758,0,0.0181047,0.0631236,0.0313961,0,0,0.0183773,0,0,0.0372579,0.0427017,0.0160354,0.0100265,0.0200847,0.0495607,0.0173092,0.0406046,0.0266757,0.0562053,0.0623098,0.0677774,0.0452907,0.0467698,0.0710397,0.00980694,0.0228221,0.0118731,0.00735222,0.0266238,0.019063,0,0,0
1,0,0,0,0,0.0559485,0.0504454,0,0,0,0.0532003,0,0.0232041,0.0560933,0,0,0.0202072,0,0,0.051913,0.0358094,0.0215913,0.0121444,0.020171,0.0352587,0.0483967,0.0248411,0.0371144,0.0609748,0.0509431,0.0674913,0.0632074,0.0615641,0.0616689,0.0130815,0.0400032,0.0146496,0.0123566,0.049519,0,0.0191981,0.0636115,0.0313448,0,0,0.0180689,0,0,0.037319,0.0430988,0.0157507,0.0108197,0.0197085,0.0490781,0.0173431,0.0414892,0.0263187,0.0565746,0.0629953,0.0677293,0.0453329,0.0469986,0.0718562,0.00922176,0.0233558,0.012241,0.00756152,0.0268492,0.019445,0,0,0
2,0,0,0,0,0.0560186,0.0505671,0,0,0,0.0522994,0,0.022921,0.0556997,0,0,0.0203262,0,0,0.0519782,0.0358898,0.022088,0.0122547,0.0195731,0.0348121,0.0488993,0.0244773,0.0371356,0.0607232,0.0506233,0.0676117,0.0633309,0.061574,0.0617002,0.012522,0.0399945,0.0146536,0.0123454,0.0496865,0,0.0193896,0.063912,0.0312066,0,0,0.01783,0,0,0.0373046,0.0433201,0.0156444,0.0111625,0.0196935,0.0490155,0.0174161,0.042017,0.0261716,0.0565873,0.063254,0.067711,0.0453704,0.0471348,0.0721483,0.00905838,0.0237575,0.0125885,0.00766487,0.0269966,0.0197788,0,0,0
3,0,0,0,0,0.0560339,0.0507596,0,0,0,0.0519393,0,0.0225359,0.0555336,0,0,0.0205356,0,0,0.0520451,0.0360207,0.0228847,0.0123634,0.0185776,0.0343233,0.0494458,0.0241174,0.0374217,0.0604769,0.0503751,0.0676187,0.06339,0.0613922,0.0615056,0.0122309,0.0399904,0.0146621,0.0123517,0.0494123,0,0.0189551,0.0640741,0.0310268,0,0,0.0176466,0,0,0.0372258,0.0433241,0.0156567,0.0113647,0.0199026,0.0491149,0.0175363,0.0420497,0.0261629,0.0563976,0.0631689,0.0677094,0.0452639,0.0471084,0.0720688,0.00878607,0.0240704,0.0127799,0.00778457,0.0272601,0.0199512,0,0,0
4,0,0,0,0,0.0560143,0.0508429,0,0,0,0.0518015,0,0.0222527,0.0557083,0,0,0.0207506,0,0,0.0521744,0.0360873,0.0238547,0.0124905,0.0175336,0.0338265,0.0496588,0.0237552,0.0378447,0.0603018,0.0502057,0.0674264,0.0633128,0.0610834,0.06115,0.0118085,0.039974,0.0147167,0.0122986,0.0487504,0,0.0182467,0.0639142,0.0308236,0,0,0.0174968,0,0,0.0372465,0.0431985,0.015886,0.0114273,0.0192823,0.0492598,0.0176427,0.0414129,0.026473,0.056144,0.0625782,0.067682,0.0451109,0.0468722,0.0717446,0.0085561,0.0242698,0.0129297,0.00786666,0.0276349,0.0199906,0,0,0
5,0,0,0,0,0.0563541,0.0509045,0,0,0,0.0523234,0,0.0220744,0.0566511,0,0,0.0205452,0,0,0.0520326,0.03692,0.0252601,0.0127654,0.0161246,0.0332099,0.0491184,0.0237589,0.0383,0.0603426,0.0504162,0.066959,0.0630261,0.0605274,0.0605483,0.0121686,0.0402415,0.0147163,0.0120834,0.0306868,0,0.024486,0.0633458,0.0310235,0,0,0.0173464,0,0,0.0372642,0.0431397,0.0176926,0.0117691,0.0325397,0.0498812,0.0179564,0.0407045,0.0250646,0.0571229,0.0618124,0.0662464,0.0438767,0.0476375,0.0729429,0.0204018,0.0244791,0.0130866,0.00803192,0.0280384,0.0197849,0,0,0
6,0,0,0,0,0.0559481,0.0508164,0,0,0,0.0509156,0,0.0219821,0.056734,0,0,0.0209568,0,0,0.0523365,0.0366989,0.0266568,0.0132272,0.0154003,0.0327681,0.0495095,0.023238,0.0387933,0.0605138,0.0501312,0.0665783,0.0627574,0.0602307,0.0600297,0.0112937,0.0395932,0.0144962,0.0124503,0.0431459,0,0.0199815,0.062766,0.0306073,0,0,0.0172832,0,0,0.0374657,0.0420853,0.0167735,0.0115523,0.0183133,0.0495469,0.0177754,0.0387295,0.0271662,0.0558817,0.0601144,0.066631,0.0441933,0.0458464,0.070906,0.00920036,0.0241692,0.0128157,0.00801875,0.0283005,0.0197194,0,0,0
7,0,0,0,0,0.0557638,0.0508818,0,0,0,0.0493257,0,0.0220304,0.0576554,0,0,0.0212515,0,0,0.0523586,0.0361019,0.0283342,0.0132614,0.0148012,0.0327418,0.0495759,0.0226142,0.0394329,0.0605076,0.0497566,0.0659354,0.0624001,0.0599453,0.059481,0.0105407,0.0395704,0.0144626,0.0125274,0.0433342,0,0.0191764,0.061391,0.0304301,0,0,0.017205,0,0,0.0375834,0.0418095,0.0170873,0.0110055,0.0167864,0.0497036,0.0178149,0.0369446,0.0284509,0.0559793,0.0582202,0.0661058,0.0437489,0.0448194,0.0698722,0.00945354,0.0240493,0.012697,0.00802976,0.0283759,0.0196576,0,0,0
8,0,0,0,0,0.0556454,0.051058,0,0,0,0.0480292,0,0.0222546,0.0584268,0,0,0.0213958,0,0,0.0523619,0.035712,0.0303188,0.0133909,0.0143276,0.0326719,0.0494154,0.0220586,0.0399458,0.0602757,0.0493523,0.0649427,0.0619319,0.0593979,0.0588945,0.0105996,0.0395819,0.0145125,0.0124705,0.0415144,0,0.0179684,0.0604173,0.0301096,0,0,0.0171397,0,0,0.0377244,0.041206,0.0159552,0.0110009,0.0170726,0.0498846,0.0177922,0.0354128,0.0294564,0.0565066,0.0568662,0.0656359,0.0431486,0.044034,0.0690912,0.0105075,0.0238709,0.0126909,0.00803892,0.028413,0.0194853,0,0,0
9,0,0,0,0,0.0554329,0.0513606,0,0,0,0.0466868,0,0.0225478,0.0588818,0,0,0.0213149,0,0,0.0523101,0.0353749,0.0326032,0.0135689,0.0138441,0.0325577,0.0492538,0.0215474,0.0403207,0.0600179,0.0488195,0.0640927,0.0614081,0.0588913,0.058227,0.0111757,0.0395937,0.0145435,0.0123505,0.0388483,0,0.0144196,0.0597581,0.0298528,0,0,0.0171294,0,0,0.0378562,0.0405204,0.014123,0.0114606,0.0178988,0.0502042,0.0178435,0.0342491,0.0306179,0.0574013,0.0562925,0.0656092,0.042886,0.0437649,0.0684771,0.0123676,0.0237363,0.0127161,0.00800174,0.028407,0.0191983,0,0,0
