Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,IMU_M
154,0,0,0,0,0.0515513,0.04754,0,0,0.0544461,0,0.0232174,0.0589186,0,0,0.018368,0,0,0.0510495,0.033057,0.0323626,0.00320018,0.0165303,0.0352069,0.0391409,0.0349084,0.0523768,0.0670656,0.0544392,0.0709867,0.0678569,0.0689188,0.0685848,0.0131023,0.041859,0.0142914,0.0111255,0.0447005,0,0.0147168,0.0675865,0.0343612,0,0,0.023482,0,0,0.0430812,0.0428843,0.0109539,0.0171659,0,0.0242834,0.0280659,0.0329462,0.0247172,0.0517682,0.0557977,0.0669061,0,0,0.0674106,0.00976738,0.013722,0.00966201,0.0141823,0.0341443,0.00736407,0,0,0,0
155,0,0,0,0,0.0525571,0.0475478,0,0,0.0542504,0,0.0234975,0.0611243,0,0,0.0176284,0,0,0.0506495,0.0328965,0.0309779,0.00188235,0.0203475,0.0342496,0.0381395,0.0362665,0.0501486,0.0671347,0.0555718,0.0709556,0.0673587,0.068704,0.0682774,0.0119073,0.0426261,0.0143821,0.0108185,0.0479942,0,0.0134384,0.067127,0.0350858,0,0,0.0231994,0,0,0.0427959,0.0444307,0.0132275,0.0163458,0,0.0245799,0.028248,0.0350352,0.0252618,0.0530287,0.0581988,0.0649556,0,0.0450092,0.0647886,0.0120864,0.0140019,0.00959506,0.0139293,0.0343359,0.00722166,0,0,0,0
156,0,0,0,0,0.0527105,0.0476032,0,0,0.0520256,0,0.0242892,0.0618095,0,0,0.0174606,0,0,0.0506601,0.0324691,0.0301413,0.00142758,0.0236925,0.0340862,0.0380261,0.0369148,0.0484897,0.0671597,0.0556539,0.0709698,0.0667151,0.0683802,0.0679197,0.0111979,0.0427302,0.0144101,0.0109279,0.0494097,0,0.0127663,0.0664257,0.0351851,0,0,0.0231221,0,0,0.0427369,0.0451803,0.0138416,0.0166032,0,0.02458,0.0282483,0.0352813,0.0249811,0.0525281,0.0580384,0.0650538,0,0.0444595,0.0645758,0.013102,0.0140178,0.00961792,0.0138687,0.0343597,0.00722015,0,0,0,0
157,0,0,0,0,0.0527872,0.0477339,0,0,0.0525227,0,0.0234893,0.0622506,0,0,0.0173963,0,0,0.0506698,0.0322361,0.0325358,0.00133758,0.0249319,0.0341582,0.0380124,0.0370786,0.0477988,0.0671906,0.0554465,0.0709436,0.0663721,0.0671851,0.0667209,0.0118021,0.0427405,0.0144106,0.0110219,0.0500078,0,0.0121859,0.0659031,0.0352887,0,0,0.0230486,0,0,0.0427137,0.0455329,0.0146424,0.0168623,0,0.0245202,0.0281893,0.0353597,0.0249067,0.0522173,0.057766,0.0649982,0,0.0441831,0.0643726,0.0136604,0.0140644,0.00963575,0.0138707,0.0343704,0.00727701,0,0,0,0
158,0,0,0,0,0.0529097,0.0479889,0,0,0.0542489,0,0.0222914,0.0625931,0,0,0.0174481,0,0,0.0507527,0.0321009,0.035607,0.00144627,0.0253193,0.0344719,0.0381531,0.0371485,0.047471,0.0672638,0.0553336,0.0708527,0.0663147,0.0660607,0.0655545,0.013176,0.0426363,0.0143507,0.0112079,0.0499665,0,0.0117259,0.0655,0.035185,0,0,0.0229472,0,0,0.0426936,0.0456792,0.0155222,0.017016,0,0.0243196,0.0280818,0.035344,0.0248911,0.0523,0.057464,0.0650035,0,0.0441417,0.0641055,0.0138767,0.0140683,0.00962824,0.0138659,0.0344351,0.00735428,0,0,0,0
159,0,0,0,0,0.0529684,0.0480647,0,0,0.0504849,0,0.0247262,0.062747,0,0,0.0175474,0,0,0.0509089,0.031887,0.0293786,0.00148849,0.0256471,0.0348252,0.0384047,0.037061,0.0475233,0.0672805,0.0551622,0.0709938,0.0660104,0.0678328,0.0674556,0.0103262,0.0424391,0.0142314,0.0114846,0.0499518,0,0.0113901,0.0652307,0.0351274,0,0,0.0228918,0,0,0.0427036,0.0457747,0.016477,0.0172624,0,0.0241581,0.0279202,0.0352076,0.0249611,0.0527042,0.0571232,0.0655574,0,0.043879,0.0633867,0.014187,0.0141089,0.00962089,0.0138802,0.0344393,0.00747244,0,0,0,0
160,0,0,0,0,0.0529061,0.0479404,0,0,0.0502682,0,0.0243544,0.0625324,0,0,0.0177606,0,0,0.0511157,0.03161,0.0291676,0.00157514,0.0245577,0.0350796,0.0387541,0.0366581,0.0481609,0.067183,0.054701,0.0709195,0.0663019,0.0681242,0.0676854,0.0103572,0.0421501,0.0141511,0.011792,0.0494793,0,0.0112578,0.0652364,0.034974,0,0,0.0228648,0,0,0.0427025,0.0457537,0.0177335,0.0176638,0,0.0239978,0.0277873,0.0351484,0.0250295,0.0527108,0.0568276,0.0647067,0,0.0428835,0.062642,0.0144128,0.0141853,0.00962903,0.0138774,0.0343674,0.00770664,0,0,0,0
161,0,0,0,0,0.0527818,0.047926,0,0,0.0506059,0,0.0234551,0.0618701,0,0,0.0180354,0,0,0.0513517,0.0312987,0.0296435,0.00155038,0.0220191,0.0351694,0.0391874,0.0357979,0.0493225,0.0669375,0.0537229,0.0708191,0.0668192,0.0683083,0.0677531,0.0111886,0.0418018,0.0141018,0.012125,0.0483479,0,0.0111798,0.0655284,0.034649,0,0,0.0228286,0,0,0.0427045,0.045525,0.0192395,0.0181845,0,0.0238919,0.0276423,0.0350348,0.0251916,0.0527651,0.0565827,0.0633283,0,0.0413937,0.0621271,0.0143047,0.0142194,0.0096147,0.0138976,0.0342453,0.00788447,0,0,0,0
162,0,0,0,0,0.0526245,0.0480545,0,0,0.0508215,0,0.0226737,0.0609267,0,0,0.0183536,0,0,0.0515822,0.0308912,0.0307697,0.00135467,0.0189103,0.035188,0.0397463,0.034537,0.0506913,0.066637,0.05237,0.0704451,0.0670707,0.0682246,0.0675598,0.012486,0.0414131,0.0141245,0.0124412,0.0466913,0,0.0111794,0.0659537,0.0341415,0,0,0.022808,0,0,0.042733,0.0451939,0.0206768,0.0187106,0,0.0238564,0.0275602,0.0348645,0.0254701,0.0531464,0.0564446,0.062516,0,0.0408137,0.0614592,0.0142012,0.0142686,0.00961767,0.0139725,0.0341125,0.00795456,0,0,0,0
163,0,0,0,0,0.0532016,0.0481701,0,0,0.0512108,0,0.0224209,0.0609079,0,0,0.0183396,0,0,0.0513812,0.0307214,0.0320353,0.000556373,0.0160839,0.0346504,0.0395472,0.0331584,0.0518443,0.0663918,0.0513234,0.0695057,0.066567,0.0676474,0.0669703,0.0134964,0.0415765,0.0141404,0.0122794,0.0421469,0,0.0132925,0.0667853,0.0344628,0,0,0.0226531,0,0,0.0425663,0.0456829,0.0239784,0.0180216,0,0.0241486,0.0276392,0.0368442,0.025362,0.0544916,0.0585151,0.0604382,0.0438599,0.0383602,0.0590857,0.0153798,0.0145396,0.00963147,0.0138569,0.0341219,0.0080023,0,0,0,0
164,0,0,0,0,0.0530617,0.0482843,0,0,0.050643,0,0.0225467,0.0599959,0,0,0.0187853,0,0,0.0516634,0.0301519,0.0327969,0.000804572,0.0140538,0.0345961,0.0400465,0.0319187,0.0531212,0.0662869,0.0500679,0.0684455,0.06578,0.0672073,0.0666436,0.0143084,0.041053,0.0139655,0.012552,0.040015,0,0.0137836,0.0671523,0.0340851,0,0,0.0227886,0,0,0.0426478,0.045346,0.025484,0.0186163,0,0.0239993,0.0276831,0.0366576,0.0254938,0.0544934,0.0583166,0.0597859,0.0424261,0.0375064,0.0581137,0.016962,0.0144576,0.00971359,0.0140546,0.0340735,0.00808956,0,0,0,0
165,0,0,0,0,0.0528516,0.0484302,0,0,0.049922,0,0.0225243,0.0590002,0,0,0.0192818,0,0,0.0518674,0.0297618,0.0332539,0.00169957,0.0126037,0.0346938,0.0406452,0.0313685,0.0544799,0.0665806,0.0491745,0.0676335,0.0651799,0.0670394,0.0667471,0.0155462,0.0404871,0.014018,0.0126467,0.0380168,0,0.0142735,0.067403,0.0337578,0,0,0.0229058,0,0,0.0429106,0.0448097,0.0274049,0.0195427,0,0.0239951,0.0278257,0.0363641,0.0253492,0.0543154,0.0578582,0.0591902,0.0412882,0.0364159,0.0573133,0.0191667,0.0143747,0.00983555,0.0143159,0.0339704,0.00816241,0,0,0,0
166,0,0,0,0,0.0525093,0.0486082,0,0,0.0478174,0,0.0215909,0.058363,0,0,0.0198598,0,0,0.05212,0.0297523,0.0329534,0.00230852,0.0117016,0.0349962,0.0411358,0.031442,0.0553777,0.0672459,0.0491032,0.0674485,0.0651518,0.0670577,0.0670811,0.0175954,0.0399332,0.0141138,0.0126659,0.0361777,0,0.0147073,0.0674028,0.0331395,0,0,0.0230003,0,0,0.0431833,0.0446222,0.0292326,0.0203659,0,0.0239625,0.0279836,0.0361639,0.0246797,0.054144,0.0575506,0.0585109,0.0397868,0.0353523,0.0564168,0.0218763,0.0142639,0.00995646,0.0146188,0.0339512,0.00817786,0,0,0,0
167,0,0,0,0,0.0518961,0.0488245,0,0,0.0459045,0,0.0198979,0.0578427,0,0,0.0204471,0,0,0.0523753,0.0301437,0.0320324,0.00293226,0.0105171,0.0356421,0.0416348,0.0316671,0.0559746,0.0679001,0.0495068,0.0676985,0.0656113,0.0666629,0.0668498,0.0199819,0.039395,0.0140599,0.0127899,0.0345423,0,0.0150582,0.0672163,0.0324664,0,0,0.0230775,0,0,0.0434266,0.0445565,0.0311949,0.0211629,0,0.0240719,0.0281972,0.0361184,0.0235379,0.0536774,0.0572139,0.057849,0.0383596,0.0342417,0.0554633,0.0247066,0.0141208,0.0101179,0.0149729,0.034013,0.00830698,0,0,0,0
168,0,0,0,0,0.0511173,0.0489031,0,0,0.0446092,0,0.0191298,0.0574046,0,0,0.0209233,0,0,0.0525004,0.0303577,0.0311455,0.0032018,0.010186,0.0364294,0.0422607,0.0319148,0.0559939,0.0679821,0.0497054,0.0679594,0.0660701,0.0658219,0.0658655,0.0213295,0.0389175,0.0138646,0.0129134,0.0331944,0,0.0154252,0.066879,0.0318525,0,0,0.0231351,0,0,0.043694,0.0447451,0.0331645,0.0217988,0,0.0243738,0.0286578,0.0362407,0.0219842,0.0531134,0.0569517,0.0570503,0.037059,0.0331493,0.0546463,0.0275058,0.0139972,0.0102435,0.0153917,0.034152,0.00878512,0,0,0,0
169,0,0,0,0,0.0503545,0.0489148,0,0,0.042997,0,0.0197781,0.0568869,0,0,0.0213027,0,0,0.0525527,0.0300368,0.0312039,0.00314365,0.0126609,0.0370624,0.0428663,0.0318484,0.0552696,0.0674342,0.0492749,0.0678578,0.0661033,0.0648193,0.0646432,0.0221509,0.0384914,0.0135264,0.0130925,0.0319892,0,0.016168,0.0666116,0.0314857,0,0,0.0231733,0,0,0.0439772,0.0451673,0.0355458,0.0224175,0,0.0248918,0.0289146,0.0365387,0.0203155,0.0526809,0.0568819,0.0559982,0.0356679,0.0321946,0.0541872,0.0306484,0.0139771,0.0103309,0.0157163,0.0343134,0.00928513,0,0,0,0
170,0,0,0,0,0.0496127,0.0489675,0,0,0.0408462,0,0.0211897,0.0561445,0,0,0.0217508,0,0,0.0527873,0.0293297,0.0322936,0.00318116,0.016736,0.0371707,0.0436012,0.0310409,0.0539184,0.0665663,0.0482874,0.067293,0.0656086,0.0637767,0.0634836,0.0238195,0.0380247,0.0133064,0.0134102,0.0306003,0,0.0172012,0.06666,0.0310645,0,0,0.0233967,0,0,0.044157,0.0455178,0.0385452,0.022931,0,0.0255017,0.0287609,0.0368271,0.0189705,0.0523944,0.0570375,0.0547169,0.0341408,0.0313718,0.0537039,0.0346766,0.0138979,0.0103114,0.0158809,0.034386,0.0096173,0,0,0,0
171,0,0,0,0,0.048965,0.0489778,0,0,0.0390513,0,0.0225567,0.0551781,0,0,0.0222133,0,0,0.0531417,0.0285546,0.0339202,0.00362669,0.0198581,0.0367555,0.0446078,0.0297764,0.0521888,0.0655525,0.0470204,0.0665557,0.0648556,0.0630635,0.0627601,0.0263392,0.037472,0.013261,0.0137817,0.0291514,0,0.0184213,0.0670178,0.0305265,0,0,0.0237568,0,0,0.0442774,0.0457386,0.0415399,0.0232285,0,0.0258247,0.0287094,0.0372461,0.0181598,0.0524761,0.0573515,0.0530648,0.0331095,0.0305897,0.0529313,0.0388874,0.013766,0.0102224,0.0160379,0.0342181,0.0100086,0,0,0,0
172,0,0,0,0,0.048496,0.0490248,0,0,0.0380401,0,0.0235807,0.0541548,0,0,0.0227639,0,0,0.053595,0.0278752,0.0355862,0.00433452,0.0211238,0.036109,0.0456977,0.0285981,0.050695,0.0646403,0.0459055,0.0660114,0.064257,0.0628121,0.0625537,0.0289011,0.0368955,0.0132683,0.0142491,0.0275255,0,0.0200263,0.0675043,0.0301515,0,0,0.0239816,0,0,0.04443,0.0458333,0.0444198,0.0233563,0,0.0260567,0.0285641,0.0377151,0.0178815,0.0522624,0.05767,0.0511419,0.0333881,0.0294381,0.0518241,0.0429125,0.0135323,0.0102817,0.0162324,0.0338484,0.0106431,0,0,0,0
173,0,0,0,0,0.0489863,0.049037,0,0,0.0381765,0,0.0239068,0.0543867,0,0,0.0225908,0,0,0.0534976,0.0275579,0.0365533,0.00427766,0.0209715,0.0349474,0.0456802,0.0278223,0.0495718,0.06404,0.0456049,0.0656287,0.063853,0.062675,0.0625008,0.0297918,0.0371255,0.0133298,0.0141753,0.0249733,0,0.0185157,0.0674562,0.030905,0,0,0.0237329,0,0,0.044318,0.0454876,0.0414077,0.0216892,0,0.0267451,0.0284868,0.0360754,0.0252217,0,0.0597411,0.0510226,0,0.0326264,0.0529341,0.0417664,0.0135737,0.0103096,0.0161433,0.0334956,0.0111412,0,0,0,0
174,0,0,0,0,0.0488373,0.0490527,0,0,0.0385907,0,0.0236885,0.0542314,0,0,0.0229192,0,0,0.0537996,0.0271148,0.0368866,0.00418438,0.0199039,0.0346302,0.0462375,0.0273934,0.0490651,0.0637023,0.0454244,0.0654549,0.0636628,0.062648,0.0625041,0.0296878,0.0367999,0.0133055,0.0146508,0.0236749,0,0.0205436,0.067256,0.0307893,0,0,0.0239045,0,0,0.0444894,0.0463004,0.0428717,0.0214707,0,0.0269827,0.0285765,0.0369059,0.0252084,0,0.0604213,0.0510166,0,0.032753,0.0529736,0.0474063,0.013279,0.0105347,0.0164321,0.0333739,0.0117651,0,0,0,0
175,0,0,0,0,0.0489534,0.0487229,0,0,0.0391765,0,0.0233446,0.0544912,0,0,0.0248403,0,0,0.0545328,0.0268106,0.0366901,0.00388115,0.0179798,0.0345231,0.046225,0.0275126,0.0492698,0.0639025,0.0456685,0.0650823,0.0632354,0.0623473,0.0622083,0.0286265,0.0357455,0.0128159,0.0153928,0.023413,0,0.0226109,0.0668851,0,0,0,0.0224456,0,0,0.043689,0.0474154,0.0444944,0.0213227,0,0.0279209,0.0290156,0.0380883,0.0252847,0,0.0615055,0.0510554,0,0.0328471,0.0531219,0.0529827,0.0141008,0.0104071,0.0158788,0.0330657,0.0105172,0,0,0,0
176,0,0,0,0,0.048547,0.0487638,0,0,0.0397432,0,0.0229329,0.054396,0,0,0.0248698,0,0,0.0546497,0.0267181,0.0361609,0.0037952,0.0156484,0.0347983,0.04636,0.027639,0.0498185,0.0641642,0.0458587,0.0648284,0.0629941,0.0619851,0.0618598,0.027286,0.0356871,0.0130761,0.0156496,0.0239398,0,0.0237243,0.0665356,0,0,0,0.0228688,0,0,0.0439087,0.0478542,0.0454607,0.0213381,0,0.0280342,0.0294122,0.0390597,0.024654,0,0.0618418,0.0523979,0,0.0323937,0.0534445,0.0550333,0.0139174,0.0102853,0.0164035,0.0329339,0.00992202,0,0,0,0
177,0,0,0,0,0.046267,0.0490751,0,0,0.0400302,0,0.0224365,0.0528089,0,0,0.0248776,0,0,0.0545827,0.0264033,0.0356585,0.00508719,0.0143397,0.0366708,0.0486323,0.0270992,0.0501892,0.0638966,0.0454478,0.0650837,0.0633749,0.061903,0.0618084,0.0266064,0.0354536,0.0133003,0.0159323,0.0250798,0,0.0243315,0.0667694,0.0287674,0,0,0.0256009,0,0,0.0458259,0.0478498,0.0469608,0.0226506,0,0.0263676,0.0301275,0.0399636,0.0190046,0.0536114,0.0589871,0.0542691,0,0.0304142,0.0532503,0.0543364,0.0121425,0.0111082,0.0180209,0.0330439,0.0122261,0,0,0,0
178,0,0,0,0,0.0454861,0.0492717,0,0,0.0399069,0,0.0224828,0.0528298,0,0,0.0250562,0,0,0.0546595,0.0263612,0.03548,0.0052932,0.0139635,0.0374022,0.0490404,0.0269266,0.0501317,0.0638319,0.0457825,0.0650348,0.0633904,0.0615678,0.0614622,0.0264158,0.0354093,0.013236,0.0161123,0.0229567,0,0.0215571,0.0666151,0.0276718,0,0,0.0259747,0,0,0.046077,0.047315,0.0404392,0.0218867,0,0.026084,0.0304406,0.0391122,0.0197307,0.0543184,0.0586263,0.0513113,0,0,0.0574512,0.0487024,0.0118685,0.0111588,0.018267,0.0329881,0.0122858,0,0,0,0
179,0,0,0,0,0.0445925,0.0493998,0,0,0.0397418,0,0.0225042,0.0524678,0,0,0.0253372,0,0,0.054933,0.0264413,0.0355211,0.00594519,0.0146357,0.0381379,0.0499309,0.0264431,0.0493845,0.0632749,0.0457881,0.0651668,0.0635793,0.0615945,0.0614823,0.0265831,0.0351927,0.0132055,0.0164808,0.0197415,0,0.0198028,0.0666901,0.0268814,0,0,0.0264086,0,0,0.0462755,0.0465377,0.0317173,0.0214652,0,0.0257735,0.0304943,0.0374605,0.0205503,0.053659,0.0574978,0,0,0,0.0642505,0.0437149,0.0115363,0.0112082,0.0183984,0.0328812,0.0127962,0,0,0,0
180,0,0,0,0,0.0459955,0.0494291,0,0,0.0394995,0,0.0228709,0.05332,0,0,0.0234603,0,0,0.0541053,0.0267899,0.0358228,0.00498727,0.0150636,0.0367591,0.0479499,0.0266522,0.0488392,0.0632885,0.046328,0.0648226,0.0631835,0.0615517,0.0614056,0.026948,0.0367556,0.0132245,0.0156387,0.0203466,0,0.0188642,0.0665816,0.0279518,0,0,0.0257238,0,0,0.0456813,0.0456367,0.0274134,0.0201172,0,0.0270771,0.0303999,0.0372471,0.0234722,0,0.0603855,0,0,0,0.0659073,0.038837,0.0119623,0.0108901,0.0177048,0.0327981,0.0115698,0,0,0,0
181,0,0,0,0,0.0444059,0.0492783,0,0,0.0400895,0,0.0223757,0.052686,0,0,0.0246679,0,0,0.0550396,0.0263767,0.0355002,0.00620277,0.0163798,0.0377822,0.0503098,0.0257724,0.0480452,0.0625662,0.0459634,0.0654778,0.0637653,0.0623673,0.0621483,0.0265654,0.035674,0.01319,0.0165421,0.0193932,0,0.0188186,0.066331,0.027055,0,0,0.0262051,0,0,0.0460919,0.0460923,0.0245828,0.0203244,0,0.0262701,0.0301595,0.0363647,0.0207299,0.0543065,0.0569863,0.0352165,0,0,0.0701093,0.0400806,0.0114814,0.0110624,0.0180454,0.0325298,0.0133157,0,0,0,0
182,0,0,0,0,0.0458903,0.0492545,0,0,0.0406538,0,0.0224327,0.0536519,0,0,0.0231912,0,0,0.054395,0.0266018,0.0353385,0.00499784,0.0163385,0.0362845,0.0486132,0.0262751,0.0479927,0.0628821,0.0465593,0.0653596,0.0635034,0.0625515,0.0622279,0.0256759,0.0369516,0.013195,0.0158992,0.0185212,0,0.0197553,0.0661219,0.0282612,0,0,0.0253518,0,0,0.0454418,0.0451691,0.0211781,0.0188988,0,0.0274065,0.0297087,0.0351381,0.0236252,0,0.0590564,0.0397237,0,0,0.0729406,0.0390911,0.0119206,0.0107887,0.0173338,0.0325264,0.0121535,0,0,0,0
183,0,0,0,0,0.0445525,0.0492856,0,0,0.0416953,0,0.0218421,0.0535777,0,0,0.0247499,0,0,0.0553155,0.0259465,0.0345038,0.00582288,0.0164001,0.0371341,0.0507982,0.0257269,0.0476285,0.062563,0.0464661,0.0659015,0.0639793,0.0630627,0.062665,0.0242673,0.0356168,0.0131418,0.016966,0.0181449,0,0.0197154,0.0653756,0.0269443,0,0,0.0257908,0,0,0.045786,0.0459562,0.0256249,0.0190765,0,0.0268214,0.0290567,0.0354927,0.0200938,0.0542704,0.0562369,0.0396242,0,0,0.0706393,0.0423791,0.0113616,0.010827,0.0177832,0.0322694,0.0136137,0,0,0,0
184,0,0,0,0,0.0442999,0.0494342,0,0,0.0425669,0,0.0216,0.0539362,0,0,0.0255154,0,0,0.0556834,0.0254942,0.0337341,0.00571073,0.0157944,0.0370179,0.0516883,0.0255641,0.047482,0.0626652,0.0466461,0.0660175,0.0640398,0.0631473,0.062753,0.0231926,0.035019,0.0131221,0.0175091,0.0191548,0,0.0209473,0.0648172,0.0265379,0,0,0.0257666,0,0,0.0458239,0.0458272,0.0332279,0.0194032,0.0137612,0.0270229,0.0283741,0.0365363,0.017509,0.0521643,0.0559317,0,0,0,0.0638219,0.0440781,0.0111255,0.0107674,0.0179052,0.0321663,0.013927,0,0,0,0
185,0,0,0,0,0.0447497,0.0494527,0,0,0.0436322,0,0.0214499,0.0545801,0,0,0.0257419,0,0,0.0557328,0.0255077,0.0329496,0.00505656,0.0150045,0.0361989,0.052114,0.0255943,0.0471824,0.0630042,0.0471019,0.0659799,0.063889,0.063038,0.0626501,0.0218372,0.0348423,0.0130872,0.0177281,0.0199044,0,0.0228499,0.064267,0.0267273,0,0,0.0255058,0,0,0.0455868,0.0456122,0.0391177,0.0187579,0.0142936,0.0276443,0.0278273,0.0373673,0.0165067,0.0509433,0.0559262,0,0,0.0366421,0.0596056,0.0484072,0.0111483,0.0107167,0.0176269,0.0320626,0.0139164,0,0,0,0
186,0,0,0,0,0.0450939,0.0494289,0,0,0.0446422,0,0.0212658,0.0552959,0,0,0.0260637,0,0,0.0557576,0.0257021,0.0321522,0.00427551,0.0144667,0.0357456,0.0525514,0.0257264,0.0466659,0.0634247,0.0475801,0.0659256,0.0637268,0.0629591,0.0624981,0.0204044,0.0346025,0.0131467,0.0178581,0.0194948,0,0.0237921,0.0636507,0.0269195,0,0,0.0252819,0,0,0.045311,0.0451246,0.0401735,0.017982,0.0136704,0.028322,0.0272133,0.0366286,0.0163999,0.0504445,0.0552159,0,0,0.0373487,0.0597737,0.0512669,0.0111413,0.0106854,0.0173509,0.0320516,0.0141194,0,0,0,0
187,0,0,0,0,0.0454017,0.0494789,0,0,0.045759,0,0.0211118,0.0559424,0,0,0.0262614,0,0,0.0556439,0.0259278,0.0315405,0.0035487,0.0141685,0.035435,0.0527362,0.0258632,0.0461222,0.0636487,0.0479292,0.065895,0.0635937,0.0629264,0.0624255,0.0192751,0.0344432,0.0132667,0.0177984,0.0189581,0,0.0242874,0.0631603,0.0270235,0,0,0.0250065,0,0,0.0450873,0.0446041,0.0403801,0.017179,0.0130865,0.0291038,0.0265671,0.0359277,0.0163339,0.0500298,0.0545026,0,0,0.0374824,0.0600525,0.0544963,0.0111805,0.0105575,0.0171443,0.0321167,0.0142615,0,0,0,0
188,0,0,0,0,0.0455301,0.0495432,0,0,0.047091,0,0.0209104,0.0565902,0,0,0.0265717,0,0,0.055642,0.0262264,0.0310257,0.00318605,0.0140977,0.034998,0.0531094,0.0258591,0.04554,0.0636235,0.0483805,0.0659597,0.0635735,0.0629659,0.062476,0.0183123,0.0342971,0.0133539,0.0177953,0.0170613,0,0.0229995,0.0626788,0.0271013,0,0,0.0248015,0,0,0.0450258,0.0440196,0.0346563,0.0162349,0.0123332,0.0300171,0.0260751,0.0335214,0.017773,0.0503979,0.0528831,0,0,0,0.0648125,0.0566512,0.0112241,0.0104442,0.0170163,0.0321536,0.014456,0,0,0,0
189,0,0,0,0,0.0460283,0.049574,0,0,0.0480612,0,0.0208733,0.0568238,0,0,0.0264813,0,0,0.0555141,0.0263738,0.0308591,0.00274696,0.0139242,0.0342474,0.0529889,0.0258691,0.0452487,0.0635753,0.0484913,0.06613,0.0635992,0.0630241,0.0625609,0.0178726,0.0345291,0.0134113,0.0176638,0.0191003,0,0.0241765,0.0627381,0.0275298,0,0,0.0245079,0,0,0.0448413,0.0439598,0.0401007,0.0160133,0.0124894,0.030964,0.0257627,0.0348085,0.0162513,0.049229,0.0530564,0,0,0.0365566,0.0607562,0.0590496,0.0113722,0.0103444,0.0167067,0.0322446,0.0142259,0,0,0,0
190,0,0,0,0,0.0461144,0.0495427,0,0,0.0491624,0,0.020777,0.0572856,0,0,0.0266867,0,0,0.0555451,0.0270471,0.0302684,0.00253548,0.0139042,0.033951,0.0534317,0.0258967,0.0448308,0.0634387,0.0489156,0.0662915,0.0636352,0.0630387,0.0626278,0.0175013,0.0344978,0.0135514,0.0175659,0.0178544,0,0.0230737,0.0624792,0.0274774,0,0,0.0243869,0,0,0.0446418,0.0435272,0.0342414,0.0152953,0.0118489,0.0317411,0.0255465,0.0325397,0.017884,0.0495619,0.0515581,0,0,0,0.0656073,0.0605191,0.0114082,0.0103301,0.0164837,0.0322859,0.0142996,0,0,0,0
191,0,0,0,0,0.046289,0.049518,0,0,0.0498839,0,0.0207671,0.0576694,0,0,0.0267194,0,0,0.0555043,0.0275616,0.0295342,0.0024208,0.0138774,0.0335996,0.05378,0.0260176,0.0445321,0.0635222,0.0492363,0.0663116,0.0635869,0.0629871,0.062604,0.0172836,0.0345608,0.013691,0.0173392,0.0186189,0,0.0232,0.062333,0.0276176,0,0,0.0241736,0,0,0.0444668,0.0432457,0.0334826,0.0148238,0.0119312,0.0324466,0.0253305,0.0320881,0.0181604,0.0493076,0.0510077,0,0,0,0.0660595,0.062839,0.0114623,0.0103034,0.0162898,0.0323545,0.0142987,0,0,0,0
192,0,0,0,0,0.0464405,0.049517,0,0,0.0503452,0,0.0207978,0.0580544,0,0,0.0267429,0,0,0.0554587,0.0278759,0.0290008,0.00239048,0.0140017,0.0335594,0.054102,0.0260605,0.0442188,0.0636356,0.0495512,0.0662273,0.0634972,0.0629276,0.0625192,0.0171126,0.03457,0.0137216,0.0171467,0.0189528,0,0.0235926,0.0621784,0.0278163,0,0,0.0240151,0,0,0.0444354,0.0429496,0.033425,0.0144394,0.0122712,0.0331078,0.0251728,0.0316537,0.0184534,0.0491237,0.0505359,0,0,0,0.0662487,0.06402,0.0114965,0.0102981,0.016216,0.0323893,0.0142965,0,0,0,0
193,0,0,0,0,0.0463485,0.0496936,0,0,0.0468661,0,0.0196653,0.058966,0,0,0.0274494,0,0,0.055213,0.0279636,0.0294142,0.00218549,0.0130777,0.032512,0.0535222,0.0256137,0.042378,0.0628688,0.0495886,0.0669976,0.064157,0.0639125,0.0635471,0.0168666,0.0344339,0.0137601,0.0166451,0.0145979,0,0.0276249,0.0614092,0.0286223,0,0,0.0236621,0,0,0.0451955,0.0427627,0.0365895,0.0142479,0.017713,0.0342265,0.0253325,0.0307676,0.0204107,0.0512655,0.0510433,0,0,0,0.0661387,0.0544601,0.0113021,0.00995767,0.0161446,0.0326745,0.0136922,0,0,0,0
