Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70
All Timesteps RMSE,0,0,0,0,0.0519952,0.0516662,0,0,0,0.0414991,0,0.028354,0.0605705,0,0,0.0245018,0,0,0.0547058,0.0301996,0.0435509,0.0116601,0.0180228,0.0387659,0.0534064,0.0271311,0.046678,0.064565,0.0483781,0.0635146,0.0601153,0.0612313,0.0610222,0.0453478,0.0361384,0.014959,0.0148297,0.0326286,0,0.0189189,0.0601217,0.0275973,0,0,0.0196459,0,0,0.0422889,0.0448891,0.0319781,0.0119005,0.0222237,0.0420651,0.0203015,0.0335131,0.0276424,0.0546971,0.0550921,0.0614022,0.0406053,0.0416004,0.0614395,0.0356418,0.0155697,0.00992016,0.0113733,0.0317093,0.0149596,0,0,0
0,0,0,0,0,0.0503699,0.0514904,0,0,0,0.0261774,0,0.0423672,0.0594846,0,0,0.0269901,0,0,0.0556693,0.0381267,0.0638663,0.0154446,0.009981,0.0360518,0.0542337,0.0280922,0.0430353,0.0669127,0.0509919,0.0518537,0.0481892,0.0515545,0.0513451,0.0756122,0.0329407,0.0166177,0.0153698,0.0297663,0,0.0140008,0.0599183,0.0270224,0,0,0.0216475,0,0,0.0448823,0.0376724,0.0195817,0.00959906,0.0218749,0.0493646,0.0225658,0.0279927,0.0325655,0.0553842,0.050646,0.0647501,0.0445676,0.0409562,0.0635773,0.0264659,0.0145178,0.0116333,0.0135962,0.0331247,0.0169774,0,0,0
1,0,0,0,0,0.0500136,0.0521574,0,0,0,0.0268113,0,0.0447909,0.0592547,0,0,0.0269999,0,0,0.055787,0.0378459,0.0690969,0.0155922,0.0115385,0.0361629,0.0541371,0.0281362,0.0433329,0.0673198,0.0511515,0.051748,0.0478187,0.0517047,0.0517369,0.0839265,0.0327158,0.0163973,0.0154698,0.0292377,0,0.0137553,0.059967,0.0267399,0,0,0.0214119,0,0,0.0448504,0.0372695,0.0195944,0.0102588,0.02167,0.0491518,0.0214628,0.0281152,0.0321596,0.0555155,0.0508115,0.0646667,0.0446762,0.0410842,0.0636468,0.0272243,0.0141975,0.0116357,0.0141919,0.0334053,0.0168263,0,0,0
2,0,0,0,0,0.0499398,0.0524757,0,0,0,0.0278539,0,0.0466337,0.0590535,0,0,0.0268716,0,0,0.0558215,0.0375916,0.0730854,0.0157799,0.0128016,0.036484,0.0540298,0.0282314,0.0433837,0.0674468,0.051258,0.0519728,0.0476801,0.0524435,0.0529626,0.090869,0.032595,0.0161544,0.015461,0.0286678,0,0.0138449,0.0602598,0.0265747,0,0,0.0211435,0,0,0.0447243,0.0367487,0.0196888,0.0107239,0.0219329,0.0489449,0.0209993,0.0284453,0.0317739,0.0554904,0.0510997,0.0646738,0.0447494,0.0412687,0.063623,0.0278995,0.0141273,0.0116879,0.0144652,0.0333587,0.0166288,0,0,0
3,0,0,0,0,0.0500675,0.052483,0,0,0,0.0293025,0,0.0476912,0.058781,0,0,0.0266668,0,0,0.0558251,0.0373619,0.0760124,0.015588,0.0141107,0.0368328,0.0538445,0.0282023,0.0432173,0.0673608,0.0512615,0.0523958,0.0477218,0.0535863,0.0548717,0.0963272,0.0327352,0.0159834,0.0154652,0.0281514,0,0.0141023,0.0606418,0.0264014,0,0,0.0208621,0,0,0.0445074,0.0362627,0.019859,0.0109469,0.022583,0.0485457,0.0207337,0.028745,0.0315496,0.0555383,0.0513815,0.0646133,0.044725,0.041419,0.0634957,0.0284442,0.0141301,0.0114942,0.0146979,0.033183,0.0165024,0,0,0
4,0,0,0,0,0.0501403,0.0523001,0,0,0,0.0308751,0,0.0482474,0.0586121,0,0,0.0265098,0,0,0.05582,0.0371506,0.0780051,0.0152945,0.0155782,0.0371007,0.0538477,0.0280463,0.0428495,0.0672417,0.0511991,0.0529776,0.0479173,0.0549674,0.057179,0.100098,0.032925,0.0158544,0.0155609,0.0277398,0,0.0143469,0.0608419,0.0263208,0,0,0.0205841,0,0,0.0443226,0.0359893,0.0199503,0.0109308,0.0231524,0.0480027,0.0205283,0.0289438,0.0314538,0.0556643,0.0516255,0.0644407,0.0446464,0.0414363,0.0635993,0.0288645,0.0142329,0.0113899,0.0147018,0.0330435,0.0164203,0,0,0
5,0,0,0,0,0.0502336,0.0522527,0,0,0,0.0320751,0,0.0484612,0.0585848,0,0,0.0263739,0,0,0.0557821,0.0368943,0.0791607,0.0153517,0.0165238,0.0372398,0.0538054,0.02779,0.0426183,0.067139,0.0511023,0.0536366,0.0482524,0.0562958,0.0594772,0.102409,0.0331102,0.0157069,0.0157102,0.0275114,0,0.0145535,0.060856,0.0263834,0,0,0.0203514,0,0,0.0441705,0.035859,0.0200255,0.010734,0.0232593,0.0473203,0.0202426,0.0290326,0.0314988,0.0558686,0.0518323,0.0641371,0.0445467,0.0413949,0.0636051,0.0290564,0.0143339,0.0113459,0.0146604,0.033048,0.0164257,0,0,0
6,0,0,0,0,0.0503018,0.0524214,0,0,0,0.0325176,0,0.0484339,0.0586454,0,0,0.0261544,0,0,0.0557127,0.0364944,0.0794532,0.0155163,0.0167064,0.0372066,0.0536045,0.0275884,0.0426361,0.0670488,0.0510315,0.0540917,0.0485806,0.0573656,0.0613371,0.102912,0.033268,0.015617,0.0157302,0.027446,0,0.0146751,0.0608076,0.0265778,0,0,0.020543,0,0,0.0438657,0.0357736,0.0199987,0.0107732,0.0230126,0.0466036,0.0202432,0.0290538,0.0316183,0.0560484,0.0520206,0.0638112,0.0445364,0.04139,0.0635426,0.0289292,0.0144676,0.0113877,0.01413,0.0331465,0.016404,0,0,0
7,0,0,0,0,0.0504072,0.0524459,0,0,0,0.0320663,0,0.0481818,0.0586963,0,0,0.0261125,0,0,0.0556057,0.0358311,0.0788219,0.0156188,0.0164118,0.0369614,0.0533237,0.027765,0.0427762,0.0670175,0.0509529,0.0543387,0.0487904,0.0580198,0.0624357,0.101587,0.0334602,0.0156749,0.0156749,0.0274131,0,0.0147245,0.060863,0.0267999,0,0,0.0206314,0,0,0.0437128,0.0357702,0.0197947,0.0109187,0.0228207,0.0460227,0.0203721,0.029039,0.0317102,0.0560738,0.0522492,0.0637862,0.0445566,0.0414123,0.0635031,0.0285537,0.0145113,0.0113403,0.0138333,0.0331974,0.016382,0,0,0
8,0,0,0,0,0.0505453,0.0523588,0,0,0,0.0310314,0,0.0475895,0.0586649,0,0,0.0260789,0,0,0.0555075,0.0350222,0.0772843,0.0158119,0.015952,0.0366752,0.0530763,0.0279969,0.0428408,0.0669925,0.050823,0.0542968,0.0488147,0.058101,0.062577,0.0987741,0.0336567,0.0158995,0.0153902,0.027521,0,0.0146641,0.0610727,0.0269734,0,0,0.0207615,0,0,0.0436201,0.0358555,0.0196046,0.0110353,0.0225569,0.0455583,0.0206055,0.0291808,0.0316194,0.0560195,0.0524886,0.0637586,0.0445255,0.0414353,0.063534,0.0280157,0.0144593,0.0112966,0.0136058,0.033275,0.0162928,0,0,0
9,0,0,0,0,0.0507024,0.0523039,0,0,0,0.0295095,0,0.0470243,0.0585946,0,0,0.0260806,0,0,0.0554197,0.0342996,0.0753443,0.0160008,0.0154551,0.0365096,0.0528328,0.0280815,0.0429324,0.066819,0.050645,0.0538723,0.0485962,0.0576992,0.0618481,0.0948044,0.0336923,0.0160547,0.0151242,0.0277392,0,0.014489,0.0613766,0.0271063,0,0,0.0206913,0,0,0.0437197,0.0361501,0.0194581,0.011067,0.0222493,0.0452398,0.0205941,0.029512,0.0312992,0.0558755,0.0527566,0.0637353,0.0444751,0.0416083,0.0636182,0.0274217,0.0144239,0.0111779,0.0137878,0.0332897,0.0161538,0,0,0
10,0,0,0,0,0.0508574,0.052307,0,0,0,0.0277437,0,0.0463127,0.0585289,0,0,0.0260838,0,0,0.0553839,0.0338597,0.0731437,0.0160488,0.0148569,0.0365248,0.0525483,0.0279021,0.0427699,0.0664463,0.0504317,0.0531143,0.0480239,0.0568874,0.0604017,0.0902097,0.0336082,0.0161614,0.015053,0.0279008,0,0.0143142,0.0616778,0.0272465,0,0,0.0206842,0,0,0.0438489,0.0366154,0.0192129,0.0109285,0.0219466,0.0449855,0.0206196,0.0299475,0.0309462,0.0557456,0.0530967,0.0637024,0.0444715,0.0420108,0.0637097,0.0268416,0.0143992,0.0110912,0.0139672,0.0332543,0.0159582,0,0,0
11,0,0,0,0,0.0509928,0.0522297,0,0,0,0.025954,0,0.0456089,0.0585043,0,0,0.0261218,0,0,0.0553734,0.0334906,0.0708084,0.0160136,0.0142346,0.0367812,0.0522863,0.0275477,0.0425073,0.0659118,0.0500945,0.0521995,0.0472138,0.0557383,0.0585177,0.0853793,0.033653,0.0161246,0.0151748,0.028068,0,0.0144732,0.061923,0.0273518,0,0,0.020692,0,0,0.0439933,0.0371508,0.0189985,0.0108323,0.0216583,0.0447936,0.0207292,0.0303339,0.0306378,0.0556823,0.0533927,0.0636502,0.0445419,0.0420834,0.0637746,0.0263712,0.0143636,0.0110688,0.0141152,0.033213,0.0157153,0,0,0
12,0,0,0,0,0.0511141,0.052233,0,0,0,0.0244651,0,0.0450904,0.0585474,0,0,0.0262089,0,0,0.0553503,0.0329703,0.0685819,0.0159107,0.0136048,0.0372633,0.0518206,0.027323,0.0424098,0.0653038,0.0496238,0.0513435,0.0464413,0.0544854,0.0564943,0.0805851,0.0337515,0.016146,0.0150258,0.0282058,0,0.0146302,0.0619882,0.027436,0,0,0.0206831,0,0,0.0441282,0.0376411,0.0188444,0.0108697,0.0214311,0.0446446,0.0208597,0.0306879,0.0304092,0.0556424,0.0536238,0.0636024,0.0446592,0.0420722,0.0637318,0.0259866,0.0143458,0.0110164,0.0142375,0.0331664,0.015417,0,0,0
13,0,0,0,0,0.0512543,0.0524092,0,0,0,0.0234626,0,0.044653,0.0586395,0,0,0.0262152,0,0,0.0552914,0.0323191,0.0666472,0.0156961,0.012964,0.037943,0.0512546,0.0270783,0.0424476,0.0647282,0.049072,0.0506426,0.0458753,0.0532933,0.0545574,0.0761794,0.0338695,0.0162574,0.0146652,0.0284256,0,0.0148164,0.0620028,0.0274081,0,0,0.0206826,0,0,0.0442393,0.0379487,0.0186278,0.0110367,0.021387,0.0445196,0.0210236,0.0310485,0.0303351,0.0556686,0.0539308,0.0635834,0.0448683,0.0421405,0.0634821,0.0255503,0.0143223,0.010998,0.0143928,0.0330503,0.0150988,0,0,0
14,0,0,0,0,0.0511521,0.0524097,0,0,0,0.0298783,0,0.0387495,0.0599276,0,0,0.026839,0,0,0.0549677,0.0306449,0.0622915,0.0160512,0.00745083,0.0378881,0.0503748,0.0263533,0.0407614,0.0624148,0.0476592,0.0509697,0.0475562,0.0522317,0.0523841,0.0837998,0.0336279,0.0166161,0.0140449,0.0284408,0,0.0147523,0.0609511,0.0276775,0,0,0.0203304,0,0,0.0450165,0.0391009,0.0183147,0.0113864,0.0208925,0.0450951,0.0217242,0.0318918,0.0297162,0.0554699,0.0545647,0.0635054,0.0447571,0.0420124,0.0633425,0.0257307,0.0142463,0.0107662,0.0141594,0.033008,0.0140878,0,0,0
15,0,0,0,0,0.0511862,0.0523562,0,0,0,0.0284832,0,0.0391421,0.0598253,0,0,0.026557,0,0,0.0549691,0.0301608,0.061728,0.0160764,0.00771915,0.0384548,0.0501281,0.0259311,0.0409808,0.0620957,0.0472102,0.0507446,0.0472328,0.0516418,0.0515594,0.0799894,0.0336587,0.016739,0.013945,0.0287427,0,0.0143625,0.0611828,0.0276595,0,0,0.0205879,0,0,0.0448542,0.0394499,0.0178088,0.0110781,0.0209222,0.0448199,0.0223088,0.032132,0.0296482,0.0555837,0.0549237,0.0633654,0.0447977,0.0419987,0.0641105,0.0252451,0.0140562,0.0107297,0.0138245,0.0329637,0.0136901,0,0,0
