Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIBI,IMU_B
148,0,0,0,0,0.0532181,0.0492016,0,0,0.0514232,0,0.0238828,0.0624351,0,0,0.0199836,0,0,0.0530922,0.0339496,0.02443,0.00696868,0.0222728,0.0311435,0.050989,0.0245439,0.0397522,0.0628088,0.0503666,0.0659446,0.0613363,0.0607328,0.0603843,0.0136083,0.0392541,0.0145949,0.0134463,0.0484664,0,0.0148844,0.0591135,0.0304637,0,0,0.0184224,0,0,0.0383498,0.0455684,0.0251507,0.0109733,0.02,0.0436612,0.019119,0.0342662,0.0332785,0.0554928,0.057289,0.0674426,0.0453458,0.0667268,0.0104768,0.018672,0.0101746,0.00692817,0.0282769,0.0160077,0,0,0,0.0427509,0
149,0,0,0,0,0.0534029,0.0490364,0,0,0.0520695,0,0.0237291,0.062019,0,0,0.0195649,0,0,0.0530654,0.0344534,0.0245588,0.00644541,0.0215882,0.0309754,0.0506964,0.0245536,0.039602,0.0626006,0.0504867,0.0659192,0.0615115,0.0606429,0.060304,0.0140215,0.0394463,0.014586,0.0135299,0.050031,0,0.0147488,0.0597939,0.0305986,0,0,0.017168,0,0,0.0389382,0.0455191,0.0235898,0.0107909,0.0191386,0.0436887,0.018123,0.0350402,0.0330701,0.0556449,0.0581457,0.0680998,0.0461997,0.06751,0.00956363,0.0188458,0.0100576,0.00866952,0.028202,0.0162714,0,0,0,0.0437771,0
150,0,0,0,0,0.0534725,0.0491246,0,0,0.0524162,0,0.0235672,0.0615019,0,0,0.0194236,0,0,0.0529294,0.0348873,0.0247116,0.00612267,0.020955,0.0306983,0.0506477,0.0245057,0.0394761,0.0623652,0.050468,0.0657922,0.0616835,0.0606119,0.060295,0.0142145,0.0396024,0.0146309,0.0133623,0.0512821,0,0.0147029,0.0604625,0.0307274,0,0,0.0170694,0,0,0.0388065,0.045577,0.0222358,0.0108298,0.0184035,0.0436772,0.0182278,0.0358631,0.0327743,0.055735,0.0590768,0.0687116,0.0470179,0.0681731,0.00919983,0.0191346,0.0102452,0.00848689,0.0282814,0.016333,0,0,0,0.0446781,0
151,0,0,0,0,0.0537036,0.0492328,0,0,0.053458,0,0.0232976,0.0609013,0,0,0.0192722,0,0,0.0527725,0.0355461,0.0248569,0.0058409,0.0199956,0.0304374,0.0506659,0.024472,0.0393643,0.0620582,0.0504841,0.0657803,0.0618919,0.060524,0.0603314,0.0149161,0.0398061,0.0146632,0.0132357,0.0510494,0,0.0153902,0.0613729,0.0309528,0,0,0.0169993,0,0,0.0386154,0.0453817,0.0211771,0.0109015,0.0177578,0.0436377,0.018417,0.0368215,0.0319835,0.0557475,0.0603299,0.0690582,0.0475447,0.0688673,0.00841337,0.0194736,0.0104383,0.0082372,0.0283908,0.0163898,0,0,0,0.0455395,0
152,0,0,0,0,0.0540667,0.0493196,0,0,0.0536117,0,0.0231767,0.0602664,0,0,0.0191511,0,0,0.0526582,0.0362853,0.0249258,0.00568688,0.0194057,0.0302381,0.0506634,0.0244105,0.0391544,0.0617946,0.0503658,0.0658645,0.0620049,0.0604974,0.0603284,0.0149195,0.0400787,0.0147774,0.0130672,0.0498538,0,0.0164466,0.0621248,0.0311682,0,0,0.0168175,0,0,0.0384956,0.0453104,0.02072,0.0111581,0.0178589,0.0437166,0.0185355,0.0377761,0.0308369,0.0557148,0.0613617,0.0689845,0.0477816,0.0693507,0.00756426,0.019959,0.0106951,0.00807993,0.0284181,0.016573,0,0,0,0.0463212,0
153,0,0,0,0,0.0541236,0.0494074,0,0,0.0535586,0,0.0230207,0.0597627,0,0,0.0192173,0,0,0.052672,0.0368651,0.0252659,0.00568218,0.0189443,0.0299664,0.0508425,0.0242391,0.0390217,0.0615539,0.050151,0.0659212,0.0620594,0.0604682,0.060256,0.014916,0.0402012,0.014801,0.0129995,0.0505836,0,0.016684,0.0625337,0.0312614,0,0,0.0165565,0,0,0.0385844,0.0454932,0.0204504,0.0114804,0.0176479,0.0437335,0.0185684,0.038383,0.0305004,0.0556334,0.0619886,0.069176,0.0481146,0.0696067,0.00743054,0.0202942,0.0109046,0.00810994,0.0284374,0.01679,0,0,0,0.0466933,0
154,0,0,0,0,0.0542595,0.0495566,0,0,0.0545885,0,0.0226702,0.0594025,0,0,0.0191965,0,0,0.0526161,0.0373238,0.0259205,0.00564054,0.0179648,0.0298221,0.0510265,0.0240108,0.0390294,0.0612266,0.04991,0.0659297,0.0622187,0.0603921,0.0601109,0.0157272,0.0402945,0.014714,0.0129824,0.0501448,0,0.0170176,0.0628947,0.0313559,0,0,0.0169545,0,0,0.0382578,0.0454358,0.020429,0.0114764,0.0178329,0.0437954,0.0190816,0.0387548,0.0301648,0.0556487,0.0624487,0.0691258,0.0480924,0.0697594,0.00692648,0.0205583,0.0110838,0.00737011,0.0285442,0.0168571,0,0,0,0.0468315,0
155,0,0,0,0,0.0542813,0.0495162,0,0,0.0546706,0,0.0226322,0.0592711,0,0,0.0192098,0,0,0.0526062,0.0375589,0.0264519,0.0056481,0.0174921,0.0298212,0.0511042,0.0238195,0.0389085,0.061046,0.0497441,0.0657754,0.0620957,0.0601958,0.0597988,0.0155332,0.0403087,0.0147345,0.0129927,0.0499739,0,0.0167462,0.0629936,0.0313244,0,0,0.016731,0,0,0.03835,0.0455546,0.0205374,0.0113377,0.0177274,0.0438661,0.0190993,0.0387847,0.0303134,0.0556714,0.0625706,0.0691362,0.0480337,0.0697548,0.00675939,0.0206334,0.0112487,0.00739239,0.028516,0.0170901,0,0,0,0.0467583,0
156,0,0,0,0,0.0538744,0.0494515,0,0,0.0546855,0,0.0225663,0.0594439,0,0,0.019408,0,0,0.0526536,0.0374657,0.0271315,0.00571591,0.0169064,0.0297989,0.0512521,0.0234952,0.038895,0.0609192,0.0495211,0.0654861,0.0619368,0.0598579,0.0594196,0.0154532,0.0401761,0.0147744,0.0130411,0.050856,0,0.0156409,0.0626345,0.0311738,0,0,0.0167051,0,0,0.0384263,0.0457394,0.0205017,0.0110337,0.0172015,0.0439304,0.0190906,0.0383147,0.0312849,0.0556587,0.0620125,0.0694063,0.0481262,0.0695617,0.00732775,0.0204979,0.0112759,0.0074075,0.0284288,0.0171935,0,0,0,0.0464434,0
157,0,0,0,0,0.053681,0.0494261,0,0,0.0543773,0,0.0225717,0.0597994,0,0,0.0195409,0,0,0.0526537,0.0373038,0.0281258,0.00580908,0.016316,0.0297689,0.0512775,0.0231562,0.0389278,0.0607832,0.0492736,0.0651251,0.0617756,0.0594558,0.0590148,0.0152879,0.0401039,0.0148142,0.0130666,0.0498433,0,0.0149726,0.0621102,0.0311694,0,0,0.016697,0,0,0.0385803,0.045681,0.020941,0.0104864,0.0173691,0.0441332,0.0190739,0.0375434,0.0319614,0.0556889,0.0608302,0.0693129,0.0479208,0.0692348,0.00779594,0.0203363,0.0112159,0.00756931,0.0283397,0.0171828,0,0,0,0.0460614,0
158,0,0,0,0,0.0537114,0.0494396,0,0,0.0537796,0,0.0226839,0.0602325,0,0,0.019656,0,0,0.0526622,0.0372067,0.0294178,0.00601627,0.01579,0.0297358,0.0512229,0.0228444,0.0390386,0.0607074,0.0490901,0.0646666,0.0614884,0.0589667,0.0585203,0.0149762,0.0400249,0.0147355,0.0131559,0.0479789,0,0.0146063,0.0614525,0.0310555,0,0,0.0167034,0,0,0.0388716,0.045385,0.0216341,0.0097295,0.0177022,0.0442797,0.0190521,0.0365103,0.0324347,0.0556518,0.0593878,0.0690242,0.0475735,0.0687334,0.00851871,0.0200894,0.0110824,0.00784377,0.0282915,0.0171077,0,0,0,0.0455065,0
159,0,0,0,0,0.0537181,0.0494323,0,0,0.0528948,0,0.0228999,0.0607265,0,0,0.0198218,0,0,0.0526934,0.0370924,0.0307831,0.00633573,0.0153009,0.0296713,0.0510533,0.0225317,0.0391758,0.060607,0.0488987,0.0640958,0.0610393,0.058435,0.0579351,0.0145255,0.0399426,0.0146947,0.0131959,0.0457352,0,0.0145144,0.0606953,0.0310228,0,0,0.0167462,0,0,0.0391248,0.0449288,0.0221467,0.00900702,0.0181861,0.0442983,0.0191179,0.0353086,0.0328632,0.0556378,0.0578438,0.0685015,0.0470212,0.0680379,0.00984876,0.0198901,0.0109958,0.007977,0.0282469,0.0169838,0,0,0,0.0447169,0
160,0,0,0,0,0.0536885,0.0494384,0,0,0.051824,0,0.0232319,0.0612553,0,0,0.0199248,0,0,0.0527051,0.0368411,0.0322761,0.00677385,0.0148177,0.0295384,0.0507953,0.0221787,0.0393347,0.0604416,0.0486019,0.0634902,0.0604485,0.0578834,0.0573322,0.0141286,0.0398889,0.0146419,0.0132062,0.0435588,0,0.0144534,0.0599521,0.0311259,0,0,0.0167443,0,0,0.03936,0.0444064,0.021874,0.00849542,0.0188492,0.0441907,0.0192427,0.0340204,0.0334031,0.0557854,0.0563563,0.0679128,0.0462516,0.067321,0.0114756,0.0197854,0.0109017,0.00808964,0.028223,0.0167856,0,0,0,0.0437498,0
161,0,0,0,0,0.0536185,0.0495804,0,0,0.050775,0,0.0235943,0.0618017,0,0,0.0199895,0,0,0.0526617,0.0362433,0.034136,0.00727518,0.014275,0.029561,0.050405,0.0216214,0.0395148,0.060062,0.0480499,0.0628592,0.0598776,0.0573624,0.056765,0.0140648,0.0399788,0.0145481,0.0130693,0.0415822,0,0.0140554,0.0590923,0.0312452,0,0,0.0170234,0,0,0.0393055,0.0440246,0.0208631,0.0080045,0.0196971,0.0441359,0.0197654,0.0326486,0.0342664,0.0561688,0.0550908,0.0675465,0.0455842,0.0668014,0.0132848,0.0198525,0.010875,0.00762094,0.0282136,0.0164439,0,0,0,0.0428573,0
162,0,0,0,0,0.0537288,0.0494983,0,0,0.0492863,0,0.0240841,0.0621652,0,0,0.0197542,0,0,0.0525278,0.0358803,0.0361027,0.00776812,0.0137857,0.0294831,0.0499567,0.0212356,0.0395522,0.0598374,0.0476552,0.0618472,0.0591631,0.0566846,0.0560887,0.0143078,0.0401368,0.0145072,0.012944,0.0390087,0,0.0124868,0.0585898,0.0312656,0,0,0.0155879,0,0,0.0403496,0.0438282,0.019425,0.00788032,0.0204506,0.0440718,0.0188677,0.0314487,0.0352362,0.0567492,0.0544254,0.0675486,0.0453455,0.0666436,0.0155506,0.0196399,0.0103493,0.00996275,0.0280984,0.0162996,0,0,0,0.0425501,0
163,0,0,0,0,0.053462,0.0496256,0,0,0.0475695,0,0.0244399,0.0622062,0,0,0.0193875,0,0,0.052348,0.0356135,0.0382799,0.00830545,0.013145,0.029498,0.0496371,0.0209545,0.0394799,0.0596939,0.0472207,0.0606218,0.0584885,0.0560862,0.055418,0.0149243,0.0403562,0.0144817,0.012809,0.0371388,0,0.0107568,0.0583533,0.031162,0,0,0.0157818,0,0,0.0404445,0.0439108,0.0181534,0.00804868,0.0210851,0.044256,0.0193507,0.030637,0.0360708,0.0572272,0.0543582,0.0680114,0.045719,0.0666993,0.0175357,0.0193708,0.0102,0.00991918,0.028154,0.0156437,0,0,0,0.0429301,0
164,0,0,0,0,0.0529221,0.0496663,0,0,0.0460205,0,0.0248059,0.0618609,0,0,0.0192118,0,0,0.0522087,0.035354,0.0406436,0.0086273,0.0122526,0.0297796,0.0493994,0.0208081,0.039517,0.059689,0.0467672,0.0599475,0.0579196,0.0556437,0.0548312,0.0158609,0.0404506,0.0144325,0.012674,0.0367136,0,0.0105499,0.0584555,0.0307135,0,0,0.0161393,0,0,0.040633,0.0440151,0.0172072,0.00799827,0.0216332,0.0446509,0.0198462,0.0307404,0.0361879,0.0572269,0.0547766,0.0685612,0.0463599,0.0667974,0.018312,0.0190225,0.0100972,0.00988434,0.0281666,0.0147676,0,0,0,0.0433953,0
165,0,0,0,0,0.0522654,0.0495754,0,0,0.0441138,0,0.0254368,0.061443,0,0,0.0194481,0,0,0.0521977,0.0350342,0.0432166,0.00890608,0.0113294,0.0303603,0.0491412,0.0207392,0.0396527,0.0597733,0.0463557,0.0597438,0.0574095,0.0553345,0.0543664,0.0171713,0.0402223,0.0145322,0.0124856,0.0365204,0,0.0109165,0.0585495,0.0301867,0,0,0.0166244,0,0,0.04089,0.0438131,0.0176003,0.00769776,0.0222089,0.0451219,0.0203144,0.0313446,0.0356103,0.0567822,0.0551383,0.0686435,0.0468588,0.0661308,0.0189978,0.0185089,0.00999437,0.00999045,0.0282155,0.0138729,0,0,0,0.0433689,0
166,0,0,0,0,0.0516506,0.0494372,0,0,0.0416219,0,0.0263166,0.0614872,0,0,0.0200648,0,0,0.0524052,0.0346682,0.0459077,0.00941747,0.0105253,0.0312564,0.0489114,0.0206313,0.0397996,0.0598763,0.046002,0.0592989,0.0568488,0.0550516,0.0540226,0.0187218,0.0396794,0.0146442,0.0125056,0.035152,0,0.0115412,0.0580609,0.0297146,0,0,0.0172269,0,0,0.0412348,0.0431237,0.0195297,0.00700988,0.0228597,0.0453379,0.0207346,0.0311713,0.0350798,0.0562489,0.0546241,0.0679868,0.0466415,0.0644877,0.0214291,0.0177403,0.00991132,0.0102863,0.0283861,0.013258,0,0,0,0.0427636,0
167,0,0,0,0,0.0505685,0.0492089,0,0,0.0389667,0,0.0270781,0.0617946,0,0,0.0209531,0,0,0.0533933,0.0347328,0.0478827,0.00985003,0.00997563,0.0324855,0.0494211,0.0206725,0.0397623,0.0601254,0.0461813,0.0585877,0.0561131,0.0546444,0.0536194,0.0209354,0.0384288,0.0141574,0.0138122,0.0303836,0,0.013672,0.057005,0.0288112,0,0,0.0177221,0,0,0.0418684,0.0416713,0.0186679,0.00475143,0.0209624,0.0445192,0.0203788,0.0290664,0.0333687,0.054417,0.0518331,0.0684854,0.0474717,0.0653011,0.0259995,0.0166786,0.00975587,0.0112015,0.0284975,0.0136715,0,0,0,0,0
168,0,0,0,0,0.0501638,0.0491499,0,0,0.0362172,0,0.0279964,0.0627099,0,0,0.021756,0,0,0.053847,0.0345479,0.049692,0.010816,0.00929972,0.0329111,0.0494792,0.0207653,0.0397584,0.0604349,0.0463458,0.0576614,0.0551817,0.0541672,0.0531994,0.0240622,0.0376334,0.0139417,0.014252,0.0282356,0,0.0148325,0.0557944,0.0285981,0,0,0.0181252,0,0,0.0421525,0.0410813,0.0210517,0.00382053,0.0211608,0.0442107,0.0201886,0.027638,0.0334273,0.0545891,0.049959,0.0672048,0.0461802,0.06468,0.0306993,0.0159632,0.00965388,0.0117628,0.0287306,0.0141724,0,0,0,0,0
169,0,0,0,0,0.0494041,0.0492438,0,0,0.0338161,0,0.0290304,0.063394,0,0,0.0229094,0,0,0.0541431,0.0344087,0.0512657,0.0118889,0.00848993,0.0330259,0.0499414,0.0211182,0.0396343,0.0607526,0.0465634,0.0567886,0.0542221,0.0536565,0.0527005,0.0282537,0.0367949,0.0140391,0.0143317,0.0270556,0,0.0157214,0.0548867,0.0284047,0,0,0.0194595,0,0,0.0419142,0.0408894,0.0228391,0.00310695,0.0212546,0.0439586,0.0208646,0.0271851,0.0330681,0.0546812,0.0488442,0.0662859,0.045086,0.0641048,0.0339876,0.0152965,0.00980856,0.0109542,0.0289381,0.0148877,0,0,0,0,0
170,0,0,0,0,0.0485665,0.0491738,0,0,0.0320415,0,0.0301222,0.0635963,0,0,0.0236406,0,0,0.0545582,0.034377,0.0524879,0.0128876,0.00741806,0.0330226,0.0503855,0.0217948,0.0395364,0.061262,0.0469227,0.0559858,0.0533305,0.0529585,0.0520419,0.0329283,0.0361184,0.0140499,0.0147533,0.0267911,0,0.0158149,0.0545631,0.0277716,0,0,0.019738,0,0,0.042254,0.040869,0.0234206,0.00302779,0.0216858,0.0438857,0.020584,0.0275936,0.0321772,0.0544794,0.0486583,0.0659555,0.0445577,0.0637566,0.0349707,0.0147107,0.00971292,0.0115768,0.0289634,0.0158073,0,0,0,0,0
171,0,0,0,0,0.0478623,0.0492238,0,0,0.0309525,0,0.0310518,0.0635635,0,0,0.024111,0,0,0.0546973,0.0344714,0.053023,0.0137566,0.00599564,0.0329554,0.050844,0.0226074,0.0395642,0.0618439,0.0473172,0.0553188,0.0525053,0.0523462,0.051451,0.03759,0.0356862,0.0140938,0.0149898,0.026955,0,0.0152396,0.0545325,0.0273217,0,0,0.020007,0,0,0.0425865,0.0408924,0.0228902,0.00340364,0.0220012,0.0440745,0.0204237,0.0280318,0.0311873,0.0542217,0.0488874,0.066049,0.0446377,0.0638154,0.0344054,0.0141822,0.00961312,0.0121539,0.0290685,0.0164493,0,0,0,0,0
172,0,0,0,0,0.0473492,0.0492312,0,0,0.0305389,0,0.0316128,0.0634473,0,0,0.024284,0,0,0.0547071,0.0346967,0.0523194,0.0143123,0.00446471,0.0328217,0.051308,0.0235622,0.0397677,0.0625368,0.0478267,0.0549145,0.0518795,0.0520064,0.0511444,0.0431397,0.0355351,0.0141352,0.015069,0.026976,0,0.0145691,0.05466,0.0271022,0,0,0.020238,0,0,0.0428747,0.0409144,0.021699,0.00382293,0.0220033,0.0444334,0.0204819,0.0282364,0.0306121,0.0542611,0.0492573,0.0662451,0.0451315,0.0641449,0.033493,0.0137508,0.00952515,0.0126612,0.0292633,0.0167257,0,0,0,0,0
173,0,0,0,0,0.0468775,0.0491485,0,0,0.0310664,0,0.0318139,0.0633111,0,0,0.024359,0,0,0.0547267,0.035013,0.0508984,0.0145824,0.00341181,0.0327328,0.0517906,0.0246107,0.0400067,0.0632519,0.0484328,0.0549195,0.0516932,0.0521339,0.0512825,0.0498922,0.0355922,0.0141617,0.0150585,0.026695,0,0.0139774,0.0548382,0.026931,0,0,0.0204299,0,0,0.0430846,0.0408441,0.0203983,0.00424245,0.0217922,0.0448803,0.0207546,0.0283973,0.0305511,0.0545401,0.0497278,0.0664424,0.0457068,0.0644927,0.0329669,0.0134973,0.0095583,0.012992,0.0294968,0.0166044,0,0,0,0,0
174,0,0,0,0,0.0465638,0.0491074,0,0,0.0322861,0,0.0318697,0.0631956,0,0,0.0243845,0,0,0.0546877,0.0353025,0.0498897,0.0147209,0.00281093,0.032804,0.0519896,0.0256336,0.040063,0.0638273,0.0490366,0.0551224,0.052006,0.0526218,0.051774,0.0567467,0.0357755,0.0139912,0.0150314,0.0263019,0,0.0136884,0.0550547,0.0267469,0,0,0.0205098,0,0,0.0433218,0.040675,0.0194389,0.00468542,0.0216627,0.0452403,0.0210225,0.0286051,0.0305408,0.0547122,0.0501604,0.0669209,0.046157,0.0647458,0.0328705,0.0133699,0.00962595,0.0132519,0.0297366,0.0162424,0,0,0,0,0
175,0,0,0,0,0.0463898,0.0491345,0,0,0.0327019,0,0.0318851,0.0631257,0,0,0.0243384,0,0,0.0546244,0.0354341,0.0500882,0.014865,0.00224802,0.0330316,0.0519916,0.0263528,0.039875,0.0641937,0.0495362,0.0550573,0.0524019,0.0528481,0.0519943,0.0613758,0.035961,0.0140192,0.0149197,0.0258752,0,0.0137367,0.0552304,0.0265352,0,0,0.0204911,0,0,0.0434899,0.0403691,0.0191777,0.00513349,0.0218746,0.0453574,0.0211152,0.0288472,0.0302293,0.0545853,0.0503671,0.0670883,0.0463381,0.0648956,0.0332485,0.0133213,0.00961426,0.0135002,0.0299431,0.0158279,0,0,0,0,0
176,0,0,0,0,0.0463141,0.0493299,0,0,0.0326579,0,0.0320397,0.0631584,0,0,0.0241223,0,0,0.0546905,0.0353465,0.0510051,0.0151423,0.00227882,0.0333204,0.0518395,0.0268579,0.0395824,0.0643464,0.0498188,0.0552057,0.0526521,0.052835,0.0519915,0.0637317,0.0361462,0.0138887,0.0150825,0.0253743,0,0.0139344,0.0553197,0.0263625,0,0,0.0213125,0,0,0.0431997,0.0399444,0.019494,0.00553643,0.0222753,0.0452679,0.0217108,0.0289562,0.0298792,0.0543407,0.0503275,0.0672463,0.0463322,0.0649579,0.0342304,0.0132295,0.00988329,0.0126506,0.0301642,0.0154957,0,0,0,0,0
177,0,0,0,0,0.0464419,0.0493291,0,0,0.0324941,0,0.032348,0.0632225,0,0,0.0239154,0,0,0.0547193,0.0351565,0.0519679,0.015253,0.00272999,0.0336277,0.0516951,0.0272383,0.0394002,0.064456,0.0500321,0.0555802,0.0527049,0.0528442,0.0520949,0.0649783,0.0362356,0.0138702,0.0152198,0.0249403,0,0.0140826,0.0554005,0.0261942,0,0,0.0206066,0,0,0.043476,0.0395111,0.0199837,0.00573986,0.0226475,0.0449188,0.0209227,0.0288887,0.0298156,0.0542638,0.0502329,0.067431,0.0463215,0.0649966,0.0352848,0.0131932,0.00974555,0.0134385,0.0301894,0.0155781,0,0,0,0,0
178,0,0,0,0,0.0464983,0.0494202,0,0,0.0321758,0,0.0326366,0.0633339,0,0,0.0238197,0,0,0.0547405,0.0348816,0.0527481,0.0153764,0.00309571,0.0337843,0.0516803,0.0274124,0.0392407,0.0643982,0.0500887,0.0555665,0.0526346,0.0530459,0.0524369,0.0656649,0.0362885,0.0140039,0.0152341,0.024702,0,0.0141631,0.0553596,0.0261696,0,0,0.0206431,0,0,0.0432574,0.0391588,0.0202979,0.00596481,0.0228127,0.0445038,0.0206545,0.0288308,0.0300298,0.054389,0.0502362,0.0675924,0.046315,0.0650559,0.0358893,0.0132582,0.00973811,0.013208,0.030275,0.0157131,0,0,0,0,0
179,0,0,0,0,0.0465822,0.0495444,0,0,0.0316189,0,0.0328114,0.0633837,0,0,0.023772,0,0,0.0547027,0.0345438,0.0533632,0.0155263,0.00337331,0.033916,0.051701,0.0275184,0.0391237,0.0643001,0.0500669,0.055217,0.0524118,0.0534203,0.0528772,0.0661285,0.0363452,0.0140846,0.015227,0.0247036,0,0.0142102,0.0553455,0.026151,0,0,0.0206776,0,0,0.0430563,0.0389053,0.0201344,0.0063658,0.0227897,0.0441512,0.0204244,0.0287845,0.0304119,0.0542726,0.0504232,0.0676042,0.0463495,0.0650784,0.0357471,0.0132958,0.00973133,0.012949,0.0303729,0.0158543,0,0,0,0,0
180,0,0,0,0,0.0466556,0.0496574,0,0,0.0309553,0,0.0331535,0.0633484,0,0,0.0237467,0,0,0.0546676,0.0341484,0.0540235,0.0157361,0.00367612,0.0339598,0.0517509,0.027677,0.0390788,0.0641919,0.0499763,0.0551386,0.0519962,0.0537722,0.0532319,0.0663949,0.0363781,0.0142096,0.0152375,0.0248907,0,0.0142386,0.055433,0.026112,0,0,0.0207112,0,0,0.0428208,0.0387813,0.0196633,0.00673157,0.0226221,0.0439173,0.0202984,0.0288771,0.0306665,0.0542536,0.0508439,0.0674913,0.0465157,0.0650985,0.0350236,0.0132663,0.00973289,0.0126854,0.0305028,0.0159501,0,0,0,0,0
181,0,0,0,0,0.0467761,0.0497501,0,0,0.0303843,0,0.0335513,0.0631582,0,0,0.0237505,0,0,0.0546334,0.0337043,0.0546819,0.0160146,0.00402877,0.0336961,0.0517483,0.0278617,0.0391627,0.0639926,0.0498709,0.0549937,0.0515812,0.0538738,0.0533687,0.067015,0.0364269,0.0142249,0.0152386,0.0251733,0,0.0142191,0.0557356,0.0260477,0,0,0.0208057,0,0,0.042607,0.0387484,0.0190981,0.00677812,0.0222964,0.0437686,0.0202317,0.0291336,0.0305997,0.0542907,0.0511718,0.0673253,0.0468807,0.0651436,0.0338249,0.0132995,0.00972846,0.0124111,0.0305515,0.0160048,0,0,0,0,0
182,0,0,0,0,0.0468614,0.0498551,0,0,0.0299715,0,0.0340542,0.0628679,0,0,0.0237371,0,0,0.054645,0.0332119,0.0553092,0.0164087,0.00439984,0.0335177,0.0517396,0.0279776,0.0393271,0.0638767,0.0497326,0.0546804,0.0511362,0.0536148,0.0532308,0.0679178,0.0364443,0.0143231,0.0151577,0.0257643,0,0.014051,0.0561672,0.0260853,0,0,0.0209545,0,0,0.0424465,0.0387645,0.0185299,0.00703295,0.0219223,0.0436332,0.02015,0.0293603,0.0302789,0.0542584,0.0514424,0.0673193,0.047149,0.065183,0.032211,0.0133553,0.00970451,0.0121571,0.0304662,0.0160045,0,0,0,0,0
183,0,0,0,0,0.046948,0.0499453,0,0,0.029742,0,0.0345872,0.0625454,0,0,0.0236643,0,0,0.054658,0.0327581,0.0558606,0.0168514,0.00472083,0.0335112,0.0516269,0.0280065,0.0394956,0.0638065,0.0495907,0.0541757,0.0506692,0.0531265,0.0528454,0.069116,0.0364432,0.0144897,0.0150002,0.0266362,0,0.0141424,0.056634,0.02618,0,0,0.0210853,0,0,0.0423524,0.0387193,0.0181527,0.00744448,0.0214968,0.0434471,0.0201052,0.0296148,0.0298556,0.054141,0.0517117,0.0673291,0.0473296,0.0652297,0.0304088,0.013357,0.00968442,0.0119239,0.0303514,0.0159336,0,0,0,0,0
184,0,0,0,0,0.0470584,0.0500356,0,0,0.0295558,0,0.0350819,0.0622414,0,0,0.023607,0,0,0.0546665,0.0323982,0.0565755,0.017246,0.00495639,0.0336574,0.0513952,0.0279264,0.0395926,0.0636598,0.0494037,0.0535203,0.0502823,0.0526815,0.0523565,0.0703474,0.0364624,0.0144214,0.0149436,0.0275694,0,0.0143166,0.0571138,0.0261669,0,0,0.021273,0,0,0.0422057,0.0387402,0.0179627,0.00785006,0.0210382,0.043223,0.0201744,0.0300145,0.0293974,0.0539678,0.0520175,0.0673333,0.0475261,0.0653557,0.0285297,0.013359,0.00971521,0.0116215,0.0304299,0.0157517,0,0,0,0,0
185,0,0,0,0,0.0473145,0.0499934,0,0,0.0294615,0,0.0355766,0.0618751,0,0,0.0234409,0,0,0.0546876,0.0321192,0.0573345,0.0175025,0.00527942,0.0339563,0.0511149,0.0277948,0.0396666,0.0634839,0.0491531,0.0531106,0.0499903,0.0522561,0.0518568,0.0716765,0.0365323,0.014174,0.0150319,0.0283758,0,0.0142973,0.0576507,0.0261486,0,0,0.0203646,0,0,0.0426316,0.0387157,0.017792,0.00814882,0.0206331,0.042981,0.019391,0.0304242,0.0290188,0.0538291,0.0523055,0.0673037,0.0476992,0.0655098,0.0268172,0.0133948,0.00959847,0.0125756,0.030517,0.0157032,0,0,0,0,0
186,0,0,0,0,0.0473883,0.050199,0,0,0.0294916,0,0.0359751,0.061636,0,0,0.0234948,0,0,0.0545356,0.031737,0.0580849,0.0177071,0.00582356,0.0342347,0.05108,0.0275309,0.0397441,0.0632422,0.0487633,0.0530168,0.0497925,0.0518967,0.0515044,0.0729701,0.0366048,0.0141808,0.0148368,0.0291738,0,0.0139269,0.0580849,0.0262283,0,0,0.0209605,0,0,0.0423208,0.0386866,0.0172624,0.00838262,0.0203579,0.0426889,0.0198392,0.0307548,0.0288181,0.0537239,0.0525162,0.0672429,0.0478244,0.0656248,0.0253042,0.0134673,0.00963255,0.0119444,0.0307801,0.0154441,0,0,0,0,0
187,0,0,0,0,0.0475696,0.0503472,0,0,0.0295244,0,0.0363678,0.0613651,0,0,0.0234341,0,0,0.0544492,0.0313831,0.0587143,0.0178112,0.00654383,0.034652,0.0510677,0.0272414,0.0399065,0.0630277,0.0483887,0.053201,0.0496587,0.0517328,0.0513517,0.0738193,0.0367174,0.0142024,0.0147177,0.029864,0,0.0137349,0.0585537,0.02624,0,0,0.0208186,0,0,0.0423788,0.0386223,0.016999,0.0085581,0.0202187,0.042364,0.0197977,0.0308326,0.0287384,0.0536877,0.052725,0.0672649,0.0479191,0.0657131,0.0240231,0.0135733,0.00959865,0.012068,0.0309672,0.0153121,0,0,0,0,0
