Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x73,x79,
All Timesteps RMSE,0.0282003,0,0,0,0,0.02831,0,0,0,0,0,0,0.0233302,0.0369125,0.0220381,0.0261128,0,0,0.0581713,0,0.0474674,0.0387209,0.0332984,0.0290776,0.0195209,0.0119819,0.0301705,0.0273574,0.0088363,0.00904173,0.0100368,0.0469457,0.0136201,0.0151926,0.0158685,0.0295963,0.0222781,0.044388,0.0270977,0.0305426,0.0297956,0.031545,0.0262393,0.0265269,0.024973,0,0,0.0648859,0,0.0312665,0.0322726,0.0434085,0.0342501,0.023329,0.0187289,0.0216421,0.0415222,0.0169232,0.031295,0.0129444,0.0148181,0.0158924,0.0355854,0.0144398,0.0181341,0.0339954,0.0520268,0.0340505,0.0378243,0.0282822,0.0191584,0,0,0,0
0,0.02142,0,0,0,0,0.0183245,0,0,0,0,0,0,0.0106856,0.0426762,0.0186004,0.0227424,0,0,0.0570918,0,0.0477729,0.0361964,0.0357346,0.0402003,0.0115118,0.0183025,0.0327943,0.0199969,0.0131846,0.012734,0.0133029,0.0546587,0.0104371,0.0105937,0.0177805,0.0238663,0.0213018,0.0447727,0.0274773,0.0212861,0.0267509,0.0396273,0.0248309,0.027976,0.0190242,0,0,0.076764,0,0.0352157,0.0390384,0.0443055,0.0206494,0.0235317,0.0105541,0.0139136,0.0408563,0.0102112,0.0282518,0.0131688,0.0147271,0.00296509,0.0346006,0.00820939,0.00385339,0.0246453,0.0603088,0.0371171,0.025431,0.0200501,0.014809,0,0,0,0
1,0.0214591,0,0,0,0,0.0179491,0,0,0,0,0,0,0.00979642,0.0425543,0.0158212,0.0226419,0,0,0.0577947,0,0.0477408,0.0365481,0.0354376,0.036714,0.0114477,0.0184069,0.0330126,0.0207611,0.013374,0.0136166,0.0133617,0.0542078,0.010039,0.0101158,0.0164608,0.0232521,0.0208026,0.0453244,0.027344,0.0214359,0.0265455,0.0395916,0.0244969,0.0278788,0.0195609,0,0,0.0764901,0,0.0353516,0.0387014,0.0442822,0.0201596,0.0236756,0.0100632,0.0134748,0.0408243,0.0103817,0.0284545,0.0124966,0.0145035,0.00311083,0.0346877,0.00836493,0.00382728,0.0239283,0.0602084,0.0371522,0.0253943,0.0198774,0.0150475,0,0,0,0
2,0.0113089,0,0,0,0,0.0209318,0,0,0,0,0,0,0.00892852,0.0429396,0.0145075,0.0220584,0,0,0.0398468,0,0.0502281,0.0262966,0.0348812,0.0347902,0.0112334,0.0185235,0.0325724,0.0105934,0.0135204,0.0147196,0.0135111,0.0536079,0.00944235,0.00969046,0.0157808,0.0232406,0.0206041,0.030532,0.0283908,0.0161796,0.0263479,0.0400133,0.0240073,0.0269767,0.0226051,0,0,0.065359,0,0.038178,0.0333025,0.0444185,0.0195949,0.0241368,0.00953784,0.012714,0.0515564,0.0101087,0.0286689,0.0125086,0.0142669,0.00295382,0.0344946,0.00825952,0.00373812,0.0227201,0.0566807,0.0366794,0.022648,0.0234188,0.0132459,0,0,0,0
3,0.0207411,0,0,0,0,0.0176806,0,0,0,0,0,0,0.00839902,0.0423693,0.0133682,0.0218853,0,0,0.0580471,0,0.0475924,0.0365196,0.0348765,0.0333127,0.011329,0.0181105,0.0333104,0.0198663,0.0136599,0.0156048,0.0138623,0.0534709,0.00899549,0.00937075,0.0152969,0.0232762,0.0206399,0.0451301,0.0270889,0.0216082,0.0265662,0.0396966,0.0240066,0.0269645,0.0191872,0,0,0.075723,0,0.0354875,0.0388401,0.0442696,0.0195801,0.023544,0.00917882,0.012648,0.0408068,0.0100695,0.028739,0.0126251,0.0142703,0.00307051,0.0346511,0.00837431,0.00368504,0.0222632,0.0599718,0.0369703,0.0252211,0.01976,0.0142319,0,0,0,0
4,0.0206988,0,0,0,0,0.0175822,0,0,0,0,0,0,0.00833331,0.0423633,0.0123915,0.0216947,0,0,0.0579379,0,0.0475865,0.0363371,0.034644,0.0316842,0.0113391,0.0179821,0.0335242,0.0200568,0.0141146,0.0162811,0.0141783,0.0526928,0.00850307,0.0087031,0.0147144,0.0235599,0.0210679,0.0450353,0.0270833,0.021674,0.0268258,0.0397151,0.0240568,0.0264211,0.0195865,0,0,0.0757212,0,0.0354201,0.0388628,0.0443079,0.0196257,0.0235525,0.00832285,0.0123838,0.0407539,0.0101126,0.0289605,0.0121261,0.0140093,0.00310699,0.0346534,0.00859161,0.00378339,0.0220715,0.0598751,0.0368454,0.0252036,0.0198126,0.0142882,0,0,0,0
5,0.0206142,0,0,0,0,0.0175435,0,0,0,0,0,0,0.0082252,0.0423432,0.0115383,0.0215336,0,0,0.0578536,0,0.047576,0.0362459,0.034463,0.030139,0.0114966,0.0177901,0.0336777,0.0201474,0.0144578,0.0165416,0.0143541,0.0516622,0.00796642,0.00770145,0.0137183,0.024101,0.021753,0.0449128,0.0270201,0.02192,0.0267305,0.0397049,0.0238284,0.0257867,0.0199167,0,0,0.0756765,0,0.035358,0.0388865,0.0443486,0.0193222,0.0235575,0.00741542,0.0121835,0.0408361,0.0102147,0.0290503,0.0114115,0.0137143,0.00319647,0.0345477,0.00872983,0.0039336,0.0216508,0.0598663,0.0367487,0.0251359,0.0199122,0.0143205,0,0,0,0
6,0.0131356,0,0,0,0,0.0208838,0,0,0,0,0,0,0.00811203,0.0426326,0.0111412,0.0211044,0,0,0.0439978,0,0.0494622,0.0285274,0.0340007,0.0284797,0.0115446,0.0179123,0.0328822,0.0108178,0.0146629,0.0174956,0.0146094,0.0505515,0.00718126,0.00652554,0.0127018,0.0249538,0.022457,0.033231,0.0278648,0.0178746,0.0262219,0.0400098,0.0232731,0.0245585,0.0232583,0,0,0.0652031,0,0.0380869,0.0334174,0.0445797,0.018632,0.024143,0.00675377,0.0113978,0.0510127,0.0100205,0.0292286,0.0105713,0.0135339,0.00314434,0.0343195,0.00860481,0.00399054,0.0207654,0.0562323,0.0362795,0.0224576,0.0230795,0.015086,0,0,0,0
7,0.0198193,0,0,0,0,0.0176398,0,0,0,0,0,0,0.00820024,0.0421474,0.0110322,0.0213049,0,0,0.0578851,0,0.0475877,0.0366373,0.0341022,0.0268374,0.0120397,0.0174504,0.0339804,0.0186312,0.0149633,0.0179405,0.0147135,0.0502437,0.00643532,0.00554265,0.0119203,0.0257677,0.0231835,0.0445724,0.0269153,0.0222649,0.0261968,0.0397178,0.0232357,0.0247681,0.0195016,0,0,0.0753566,0,0.0355083,0.038692,0.0444814,0.0184468,0.0235836,0.00681038,0.0119149,0.0409959,0.0100925,0.0292185,0.00951658,0.0137889,0.00313232,0.0342607,0.00856961,0.00391569,0.0204911,0.0597738,0.0365483,0.0249047,0.0201411,0.0136151,0,0,0,0
8,0.0210837,0,0,0,0,0.0190367,0,0,0,0,0,0,0.00844753,0.0420487,0.0113165,0.0212228,0,0,0.0577476,0,0.0476456,0.0367253,0.0339618,0.0252218,0.0124622,0.0173313,0.0342648,0.0184545,0.0149732,0.0182317,0.014839,0.0498789,0.00566561,0.00458944,0.0112172,0.0267274,0.0239114,0.044456,0.0269129,0.022389,0.0263446,0.0396469,0.0233689,0.02458,0.0215182,0,0,0.0763892,0,0.0352195,0.0390895,0.0446069,0.0185052,0.0235525,0.00662138,0.0119383,0.0411875,0.0101573,0.0293006,0.00898973,0.0138536,0.00310154,0.0340486,0.00867001,0.00402401,0.0203774,0.0603081,0.03644,0.0250881,0.0216731,0.0144144,0,0,0,0
9,0.0220466,0,0,0,0,0.0202699,0,0,0,0,0,0,0.00871779,0.0419286,0.0117729,0.0211345,0,0,0.0576074,0,0.0476208,0.0367167,0.0338361,0.0238486,0.0129496,0.0171645,0.0346067,0.0182338,0.0149374,0.0181131,0.0148286,0.0496271,0.00507178,0.00402971,0.0106604,0.0276692,0.0245157,0.0443078,0.0268708,0.0225197,0.026448,0.039623,0.0233388,0.0245112,0.0230336,0,0,0.0771819,0,0.0350453,0.0393475,0.0447638,0.0184883,0.0235022,0.006561,0.0121035,0.0418966,0.0102928,0.0294354,0.00920364,0.0139895,0.00307027,0.034104,0.00870457,0.00406031,0.0201245,0.0609932,0.0363742,0.0252434,0.0229547,0.0150004,0,0,0,0
10,0.0225992,0,0,0,0,0.0210567,0,0,0,0,0,0,0.00881255,0.0418038,0.0123044,0.0210669,0,0,0.0574566,0,0.047573,0.0366176,0.0338268,0.0227623,0.0134942,0.0168467,0.0349828,0.0178741,0.0145983,0.0176086,0.0145664,0.0493468,0.00480422,0.004249,0.0104789,0.0285149,0.0248696,0.0441586,0.026795,0.0225616,0.0265358,0.0395526,0.0232659,0.0245939,0.0238491,0,0,0.077588,0,0.0348928,0.0396692,0.0448515,0.0184104,0.0233693,0.00659359,0.0123239,0.0427867,0.0103409,0.0295948,0.00973657,0.0141511,0.00297467,0.0340889,0.00863056,0.00402138,0.0199807,0.0616284,0.0362884,0.025281,0.0237291,0.0152953,0,0,0,0
11,0.0228027,0,0,0,0,0.0213602,0,0,0,0,0,0,0.00865122,0.0418089,0.0131067,0.021055,0,0,0.0572942,0,0.0475553,0.0365406,0.0340149,0.0222773,0.0140721,0.016232,0.0353564,0.0173457,0.0139612,0.0170714,0.0139604,0.049044,0.00492355,0.00531471,0.010726,0.0292578,0.0250473,0.0440055,0.0267438,0.0225564,0.0266402,0.0394538,0.0232781,0.0247977,0.0240126,0,0,0.0777806,0,0.0348032,0.0398193,0.0448456,0.0184755,0.0231608,0.0067225,0.0124228,0.043766,0.0103727,0.0297928,0.00966746,0.0143337,0.00281216,0.0339734,0.00849052,0.00397056,0.0200649,0.0622174,0.0361382,0.0252227,0.0239637,0.0153261,0,0,0,0
12,0.0194364,0,0,0,0,0.0291782,0,0,0,0,0,0,0.00817286,0.0425032,0.0137289,0.0214778,0,0,0.045888,0,0.0487446,0.029901,0.0342433,0.0232017,0.0145036,0.0149421,0.038489,0.0142908,0.0131528,0.0163555,0.0128169,0.0492389,0.0054364,0.00659998,0.0111572,0.0299902,0.0253552,0.0351145,0.0270369,0.0192466,0.0268593,0.0391224,0.0234468,0.0258797,0.0277105,0,0,0.0721013,0,0.037216,0.0360938,0.0448479,0.0187618,0.0226504,0.0070664,0.0149741,0.0611459,0.0103992,0.030197,0.00946258,0.0145738,0.00245529,0.0335944,0.00822098,0.00399584,0.0205469,0.0651679,0.0348574,0.0228495,0.0303697,0.0172435,0,0,0,0
13,0.0194464,0,0,0,0,0.0300083,0,0,0,0,0,0,0.00798386,0.0424618,0.0149243,0.0211709,0,0,0.0465702,0,0.0485775,0.0304287,0.034283,0.0247812,0.0150191,0.014416,0.0387332,0.0141534,0.0123304,0.0156099,0.0118344,0.0491969,0.00684204,0.00847101,0.0120647,0.0308195,0.0252883,0.0353732,0.0269414,0.0196692,0.0271768,0.039045,0.0237014,0.0260514,0.0278365,0,0,0.07257,0,0.0371831,0.0362223,0.0448897,0.0190839,0.0225675,0.0073666,0.0151435,0.0620004,0.0104446,0.0302928,0.00945275,0.0148171,0.0023426,0.03353,0.0081008,0.00397726,0.0208444,0.0658362,0.0346334,0.0230435,0.0311507,0.0168885,0,0,0,0
14,0.0222836,0,0,0,0,0.0224651,0,0,0,0,0,0,0.0079796,0.0417622,0.0166587,0.0202828,0,0,0.058136,0,0.0472496,0.0374076,0.0342189,0.0269706,0.0156619,0.014644,0.0360734,0.0132899,0.0113672,0.0147129,0.0111799,0.0484616,0.00886088,0.0108573,0.0132827,0.0318921,0.0244378,0.0435711,0.026518,0.0235874,0.0275407,0.0391917,0.0239401,0.0251957,0.0216815,0,0,0.0771944,0,0.0351837,0.0391164,0.0449568,0.0191482,0.0228908,0.00744733,0.0128336,0.0468686,0.0104577,0.0300654,0.00942401,0.015007,0.0024154,0.0337977,0.00819256,0.00386648,0.0209846,0.0636911,0.0353319,0.024967,0.0241421,0.0135433,0,0,0,0
15,0.0228354,0,0,0,0,0.0230257,0,0,0,0,0,0,0.00836562,0.0417614,0.0183928,0.0200702,0,0,0.0580863,0,0.0472176,0.0373938,0.034337,0.0294095,0.0161466,0.0147153,0.0359541,0.0128383,0.0097873,0.0135749,0.0105666,0.0478494,0.010713,0.0129675,0.0143794,0.0327817,0.0238462,0.0433451,0.0263652,0.0235603,0.0277973,0.0391538,0.0241625,0.0252104,0.0220033,0,0,0.0776868,0,0.0351102,0.0392471,0.0448252,0.0193701,0.0227678,0.00779779,0.0127908,0.0480901,0.0105248,0.0300679,0.00949643,0.0153297,0.00244856,0.0338997,0.00813072,0.00384026,0.0211893,0.064517,0.0351809,0.0248586,0.0244131,0.0136638,0,0,0,0
16,0.0232569,0,0,0,0,0.0237762,0,0,0,0,0,0,0.00911272,0.0417244,0.020183,0.0199464,0,0,0.0582753,0,0.047082,0.0374729,0.0345144,0.0319241,0.0166311,0.0150097,0.0358258,0.012199,0.00777101,0.0125622,0.0101318,0.0472703,0.0126777,0.015028,0.015511,0.0337155,0.0229586,0.0431525,0.0261762,0.0236905,0.0282054,0.0390446,0.0245227,0.0252364,0.0219863,0,0,0.0778066,0,0.035099,0.0394075,0.0446306,0.0197449,0.022621,0.00833524,0.0126964,0.0494106,0.010911,0.0300448,0.00969784,0.0157445,0.0025039,0.033966,0.0080565,0.00384013,0.021537,0.0651912,0.0348468,0.0248854,0.024773,0.0134868,0,0,0,0
17,0.0237565,0,0,0,0,0.0246613,0,0,0,0,0,0,0.0106102,0.0417038,0.0219788,0.0198683,0,0,0.0585226,0,0.0469452,0.0376052,0.0347089,0.0341227,0.016954,0.0154233,0.0356393,0.0120683,0.00644575,0.0118989,0.0100391,0.0468158,0.0145436,0.0170006,0.0168669,0.0347227,0.0220466,0.0430223,0.0259887,0.0239132,0.0285716,0.0388641,0.0247956,0.0252648,0.0220281,0,0,0.0778901,0,0.0350739,0.0396163,0.044434,0.0201321,0.022507,0.00870072,0.0125914,0.0508495,0.0114598,0.0298815,0.00975038,0.0160713,0.00256778,0.0339824,0.00807697,0.00385917,0.021784,0.0658756,0.0346075,0.0249583,0.0251968,0.013354,0,0,0,0
18,0.0245231,0,0,0,0,0.0257523,0,0,0,0,0,0,0.0124534,0.0418021,0.0238141,0.0198331,0,0,0.0587627,0,0.0468733,0.037783,0.0349276,0.0359713,0.0172323,0.0158549,0.0354303,0.0126503,0.0055436,0.0111247,0.0102533,0.0465973,0.0163125,0.0189198,0.0184734,0.0357459,0.0212634,0.0430095,0.0257489,0.0242546,0.0291014,0.0387352,0.0252129,0.0253246,0.0223325,0,0,0.0782759,0,0.0351047,0.0398521,0.0442193,0.0206459,0.0224184,0.00913576,0.0124491,0.0524718,0.0117376,0.0297132,0.00988897,0.0164357,0.00258141,0.0339701,0.00811993,0.00390304,0.0221069,0.0667351,0.0344416,0.0248305,0.0257622,0.0134524,0,0,0,0
19,0.025561,0,0,0,0,0.0268145,0,0,0,0,0,0,0.0146542,0.041943,0.0255995,0.0198492,0,0,0.0588237,0,0.0468304,0.0378532,0.0351363,0.0373096,0.017444,0.0162524,0.0352707,0.014062,0.00491859,0.0103575,0.01073,0.0465971,0.0178934,0.0207221,0.0199599,0.0367439,0.0210043,0.0431186,0.0255469,0.0246621,0.0291237,0.0386421,0.0251219,0.0254574,0.0230489,0,0,0.0788804,0,0.0351301,0.0401937,0.0440373,0.0206126,0.0223666,0.0091926,0.0122301,0.0542087,0.0119548,0.0296162,0.00972862,0.0166722,0.00271091,0.034075,0.00818573,0.00387272,0.0219457,0.0677012,0.0342344,0.0248589,0.0263262,0.0139225,0,0,0,0
20,0.0267836,0,0,0,0,0.0277011,0,0,0,0,0,0,0.0166874,0.0421176,0.0272737,0.0199163,0,0,0.0588228,0,0.0468145,0.0378745,0.035353,0.0380096,0.0176278,0.0165916,0.0351321,0.0160154,0.00445719,0.0104148,0.0113298,0.0467915,0.0192662,0.0223541,0.0213121,0.0376238,0.0210709,0.0433778,0.0254041,0.0248232,0.0293471,0.0385084,0.0253007,0.0256563,0.0240984,0,0,0.0795609,0,0.0350987,0.040517,0.0438587,0.0208916,0.0223296,0.00924105,0.0119793,0.0559703,0.0119501,0.0295851,0.00962486,0.0169542,0.00273118,0.0341206,0.00829755,0.00385008,0.0219046,0.0687055,0.0342103,0.0248902,0.0267905,0.0147136,0,0,0,0
21,0.0281678,0,0,0,0,0.0284297,0,0,0,0,0,0,0.0182776,0.0423544,0.0286498,0.0199564,0,0,0.0588927,0,0.0467188,0.037843,0.0355497,0.0381165,0.0178013,0.016822,0.0349618,0.018194,0.00419,0.0107488,0.0118666,0.047173,0.020408,0.023658,0.0226525,0.0383979,0.0213179,0.0438763,0.025227,0.0246712,0.0296291,0.0383501,0.0254954,0.0257941,0.0254579,0,0,0.0802797,0,0.0350731,0.0407448,0.043733,0.0210795,0.0223201,0.00957623,0.011737,0.0577275,0.0122459,0.0294769,0.00983323,0.0174255,0.00277753,0.0341985,0.00823054,0.00381657,0.0218584,0.0697593,0.0341964,0.0249771,0.0270618,0.0157968,0,0,0,0
22,0.0377497,0,0,0,0,0.025141,0,0,0,0,0,0,0.0197632,0.0439296,0.0297657,0.0197392,0,0,0.0608629,0,0.0472155,0.0368759,0.0355382,0.0377905,0.0178351,0.0170493,0.0341502,0.0389972,0.00396471,0.0109597,0.0124127,0.0475158,0.0214945,0.0247706,0.0236704,0.0391523,0.021895,0.0530109,0.0241048,0.0234192,0.0298893,0.0384044,0.0254917,0.0253905,0.037189,0,0,0.0765136,0,0.0360924,0.0383797,0.0437935,0.0210525,0.0228706,0.00991443,0.0109314,0.061301,0.0126336,0.0294689,0.0100824,0.0179013,0.00280198,0.0341213,0.00800091,0.00395344,0.0217716,0.0682319,0.0339896,0.0238474,0.0215625,0.0295951,0,0,0,0
23,0.0282727,0,0,0,0,0.0282919,0,0,0,0,0,0,0.0211542,0.0425787,0.0304522,0.0202259,0,0,0.0590016,0,0.0466416,0.0378859,0.0357394,0.0371189,0.0178364,0.0169885,0.0352079,0.0187559,0.00445762,0.010486,0.0129383,0.0481636,0.0221975,0.0254073,0.0243188,0.0395693,0.0224322,0.0443357,0.0251486,0.0244016,0.0302876,0.0383299,0.0257666,0.0261008,0.0258779,0,0,0.0803836,0,0.0351145,0.0407375,0.0437773,0.0215193,0.0224328,0.00993028,0.0118464,0.0575701,0.0129578,0.0293849,0.0101604,0.0182581,0.0026833,0.033905,0.00811618,0.00397682,0.0218655,0.0696685,0.0340257,0.0248914,0.0268239,0.0159544,0,0,0,0
24,0.0267728,0,0,0,0,0.0278421,0,0,0,0,0,0,0.0221478,0.0424825,0.0309184,0.0205709,0,0,0.0593523,0,0.0466204,0.0382495,0.0357518,0.0364205,0.0176681,0.0169885,0.0356351,0.0168691,0.00498331,0.0100211,0.013464,0.0485497,0.0227779,0.0259395,0.0248557,0.0398389,0.022666,0.0442024,0.0252987,0.0244557,0.030518,0.0383885,0.0257581,0.0264303,0.0244609,0,0,0.0794931,0,0.0351918,0.0403237,0.0438237,0.0219235,0.0225591,0.0100546,0.0121219,0.0559357,0.0131794,0.0294614,0.0102231,0.0184593,0.00264264,0.0336097,0.00814099,0.00415273,0.0217977,0.0685301,0.0340479,0.0247872,0.0268182,0.0145277,0,0,0,0
25,0.0255123,0,0,0,0,0.0272221,0,0,0,0,0,0,0.0223475,0.0423567,0.0311439,0.0208535,0,0,0.0596518,0,0.0466126,0.0385562,0.0357387,0.0359517,0.0174769,0.0169404,0.0360353,0.0153422,0.00569979,0.00979732,0.0137506,0.0488745,0.0230794,0.0262175,0.0251504,0.0399947,0.0227409,0.0441923,0.0254181,0.0247034,0.0304225,0.0384754,0.0254167,0.0267784,0.0233186,0,0,0.0787195,0,0.0352897,0.0399848,0.0438363,0.0218886,0.0227213,0.0102885,0.0123147,0.0543567,0.013468,0.0295196,0.0102966,0.0185936,0.0027599,0.0334084,0.00799915,0.00437856,0.0213998,0.0675047,0.0341,0.0247242,0.0266239,0.0134552,0,0,0,0
26,0.0244347,0,0,0,0,0.0265417,0,0,0,0,0,0,0.0219273,0.0423303,0.0312591,0.0210209,0,0,0.0598822,0,0.0466445,0.0388289,0.0357362,0.0361145,0.0172969,0.0168178,0.0364105,0.0139267,0.00631553,0.00952341,0.0136595,0.0490514,0.0230598,0.0261716,0.0251546,0.0400496,0.0227095,0.0442719,0.0255239,0.0249582,0.0301418,0.0385598,0.0251587,0.027115,0.0223812,0,0,0.0780932,0,0.0354043,0.0397371,0.0438235,0.0219981,0.0228745,0.0104452,0.0124593,0.0529052,0.0135186,0.0295291,0.0102694,0.0187192,0.00283081,0.0330862,0.00793368,0.00462845,0.0209981,0.0665454,0.0342046,0.024599,0.0263587,0.0126425,0,0,0,0
27,0.0235214,0,0,0,0,0.0258756,0,0,0,0,0,0,0.0210101,0.0423647,0.03131,0.0210705,0,0,0.0600551,0,0.0466962,0.039015,0.0357428,0.0366326,0.0171477,0.0165793,0.0367372,0.012805,0.00661433,0.00901598,0.0133209,0.0489993,0.0227337,0.0258134,0.0248874,0.0399237,0.0225869,0.0444013,0.0255562,0.0250404,0.0299393,0.0386018,0.0250126,0.0274297,0.0216114,0,0,0.0775826,0,0.0354803,0.0394183,0.0437732,0.0223725,0.0229966,0.0105063,0.012531,0.0515979,0.0135646,0.0295326,0.0101337,0.0188313,0.0028381,0.0326323,0.00797195,0.00488451,0.0206124,0.0657287,0.0342786,0.0244906,0.026077,0.0120449,0,0,0,0
28,0.022778,0,0,0,0,0.0252582,0,0,0,0,0,0,0.0191737,0.0423923,0.0308254,0.0213435,0,0,0.0602005,0,0.0467574,0.0391192,0.0357495,0.0371685,0.0169948,0.0162953,0.0370146,0.0120069,0.00651809,0.00835233,0.0127895,0.0489287,0.0222903,0.0253391,0.0245097,0.0396039,0.0220879,0.0445452,0.0255056,0.0250607,0.0297773,0.0386569,0.0248867,0.0276789,0.0210074,0,0,0.0772364,0,0.0355553,0.0391626,0.0437728,0.0228808,0.0230935,0.010468,0.0125308,0.0504562,0.0135733,0.0295307,0.00995089,0.0188949,0.00279421,0.0321133,0.0080534,0.00517601,0.0201619,0.0650959,0.0343796,0.0244373,0.0257998,0.0116187,0,0,0,0
29,0.0221805,0,0,0,0,0.0246644,0,0,0,0,0,0,0.0165567,0.0423444,0.0296222,0.0215465,0,0,0.0602196,0,0.04679,0.039177,0.0357966,0.0375373,0.0168596,0.0159466,0.0372257,0.0115542,0.00644259,0.00762056,0.0121838,0.0487966,0.0217667,0.0247194,0.0239899,0.0392313,0.0215615,0.0446503,0.025397,0.0248578,0.0294389,0.0387,0.0244542,0.0278632,0.0205712,0,0,0.0769822,0,0.0355804,0.0390287,0.0437909,0.0231574,0.0231831,0.0104761,0.0125321,0.0495028,0.0137895,0.0295368,0.00982942,0.0190599,0.00290203,0.0316826,0.00801095,0.00558719,0.0195155,0.0645962,0.0345431,0.0243543,0.0255199,0.0113401,0,0,0,0
30,0.0217031,0,0,0,0,0.0241028,0,0,0,0,0,0,0.0141575,0.0423726,0.0281225,0.0215904,0,0,0.0600783,0,0.0468498,0.0392108,0.0359144,0.0383143,0.0167493,0.0155956,0.0373893,0.0113536,0.00653592,0.00674672,0.011459,0.048559,0.0210818,0.0237944,0.0233066,0.0389659,0.0218086,0.0446788,0.0253979,0.0247293,0.0290513,0.0387168,0.0240492,0.0280226,0.0202082,0,0,0.0767858,0,0.035583,0.0389879,0.0438452,0.0235756,0.023259,0.0104154,0.0125529,0.048736,0.0143581,0.0295644,0.00967544,0.0192718,0.00319583,0.0311994,0.00798178,0.0060255,0.0188591,0.0642252,0.0345219,0.0242618,0.0252442,0.0111899,0,0,0,0
31,0.0213432,0,0,0,0,0.0235879,0,0,0,0,0,0,0.0126713,0.0424615,0.0273345,0.0214745,0,0,0.0597461,0,0.0468944,0.0391338,0.0360662,0.0398439,0.0166127,0.0153334,0.0375136,0.0114112,0.00651695,0.0058812,0.0105932,0.0484491,0.020293,0.0226539,0.0225912,0.0389036,0.0230192,0.0446334,0.0255175,0.0248036,0.0286724,0.0386807,0.0237653,0.0281933,0.0198247,0,0,0.0765809,0,0.0355605,0.0389082,0.0439204,0.024303,0.0233518,0.0103024,0.0125664,0.0480815,0.0147132,0.029566,0.00947898,0.0194864,0.00361406,0.0306252,0.00801425,0.00648267,0.0182128,0.0639406,0.0342666,0.0241626,0.0249763,0.0111142,0,0,0,0
32,0.0210793,0,0,0,0,0.0231745,0,0,0,0,0,0,0.0119101,0.0425394,0.027518,0.0215306,0,0,0.0594328,0,0.0468948,0.0389902,0.0361361,0.0417205,0.0165277,0.0151002,0.0376448,0.011624,0.00645201,0.00555362,0.00989326,0.0483278,0.0195762,0.0215898,0.0220767,0.0389836,0.0246316,0.0445499,0.0255646,0.0250045,0.0282319,0.0386631,0.0234461,0.0283901,0.0195295,0,0,0.0764391,0,0.0356048,0.0388532,0.0439907,0.0251618,0.0234949,0.0102329,0.0125586,0.0475615,0.0148601,0.0295918,0.0092011,0.0196371,0.004076,0.0299976,0.00811572,0.00695954,0.017508,0.0637779,0.0342389,0.0241076,0.0247667,0.011058,0,0,0,0
33,0.020833,0,0,0,0,0.0228405,0,0,0,0,0,0,0.0114231,0.042604,0.0279795,0.0216616,0,0,0.0591302,0,0.0468937,0.0389142,0.0360739,0.0435554,0.0166453,0.0146588,0.0377997,0.0119166,0.00634865,0.0056319,0.00971094,0.0477944,0.0190471,0.0211769,0.0218607,0.0390223,0.0259713,0.0444847,0.0255794,0.0249566,0.0276659,0.0386369,0.0230199,0.028693,0.0192974,0,0,0.0763954,0,0.0356677,0.0388349,0.0440296,0.0260791,0.0236634,0.010309,0.0125697,0.0472234,0.0149586,0.0296678,0.0088729,0.0197355,0.0045554,0.0293319,0.00829034,0.00746389,0.0166831,0.0637359,0.0341771,0.0240804,0.024616,0.0109929,0,0,0,0
34,0.0205878,0,0,0,0,0.0225438,0,0,0,0,0,0,0.0109138,0.0426722,0.0280488,0.0217624,0,0,0.0587778,0,0.0468935,0.0388887,0.0358746,0.045052,0.0170893,0.0141398,0.0380316,0.0123071,0.00598111,0.00574795,0.00990093,0.0466979,0.0188898,0.021411,0.0219007,0.0388684,0.0264657,0.0444475,0.0256263,0.0248793,0.0269441,0.0385754,0.0224758,0.0291164,0.0190631,0,0,0.0764363,0,0.0357074,0.038841,0.0440422,0.0270076,0.0238628,0.0105179,0.0127068,0.0471109,0.0150598,0.0297601,0.00853353,0.0198316,0.0051131,0.0286424,0.00849609,0.00801508,0.0157292,0.0638215,0.0340144,0.0240149,0.0245424,0.0109615,0,0,0,0
35,0.0203006,0,0,0,0,0.0223388,0,0,0,0,0,0,0.0100489,0.0427687,0.0277745,0.0217803,0,0,0.0584862,0,0.0468945,0.0388649,0.0355744,0.0461293,0.0177518,0.0139015,0.0382956,0.012715,0.00510752,0.00583189,0.0100909,0.0454368,0.0189138,0.0216363,0.0220149,0.0385248,0.0261802,0.0444318,0.0256942,0.0248916,0.0261364,0.0384754,0.0220085,0.0296361,0.0187868,0,0,0.0765083,0,0.0357185,0.0387471,0.0441906,0.0279239,0.0240434,0.0104641,0.0129289,0.0472164,0.0151514,0.0298271,0.00819622,0.0199491,0.0058164,0.0279145,0.00874612,0.00866548,0.0147284,0.0640246,0.0336874,0.0238338,0.0245349,0.0109304,0,0,0,0
