Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,,RTHI
36,0.0652718,0,0,0,0,0.0662942,0,0,0,0,0,0,0.0506215,0.0208088,0.045572,0.00930955,0,0,0.052192,0,0.0506138,0.0295495,0.0314813,0.0400305,0.0320405,0.00883147,0.0322914,0.0718262,0.0165264,0.0155148,0.0112824,0.0338118,0.0166951,0.0229502,0.0249574,0.0194711,0.052659,0.0586844,0.0159727,0.0301234,0.0112978,0.0180796,0.0112813,0.0139513,0.0519942,0,0,0.0422995,0,0.0384122,0.00881739,0.041817,0.0132555,0.0277287,0.00912069,0.0316352,0.0740687,0.0270329,0,0.0226786,0.0126136,0.0412767,0.0115401,0.0114227,0.0154053,0.0517646,0.0448139,0.0158775,0.0627753,0.0441838,0,0,0,0,0
37,0.0646049,0,0,0,0,0.0656894,0,0,0,0,0,0,0.0505416,0.020878,0.0454714,0.00954472,0,0,0.0521229,0,0.0506515,0.0294638,0.0315992,0.0398782,0.0320891,0.00883947,0.0320909,0.0718946,0.0163371,0.0154361,0.011221,0.0339297,0.0167565,0.0230411,0.02498,0.0194099,0.0525722,0.0585454,0.016335,0.0301187,0.0110477,0.0180112,0.0111453,0.0139964,0.0512366,0,0,0.0420449,0,0.0384068,0.00862335,0.0417861,0.0131023,0.0274997,0.00902688,0.0313762,0.0734726,0.027091,0.0200962,0.0224805,0.0124926,0.0411299,0.0114413,0.0113854,0.0150174,0.051144,0.0453769,0.0155897,0.0621552,0.0436212,0,0,0,0,0
38,0.0629123,0,0,0,0,0.0642439,0,0,0,0,0,0,0.0504532,0.0209814,0.0454233,0.00952275,0,0,0.0520269,0,0.0507767,0.0293614,0.0316095,0.0397522,0.0319391,0.00890648,0.0319219,0.0714736,0.0162099,0.0154509,0.0112057,0.0339885,0.0168654,0.0231875,0.0250273,0.0193978,0.0524638,0.0582633,0.0168532,0.0302229,0.0111014,0.0172939,0.0112115,0.0139953,0.0494256,0,0,0.041799,0,0.0386723,0.00849669,0.0418976,0.0131323,0.0274442,0.00890667,0.0310716,0.0728907,0.0271254,0.0201143,0.0224152,0.0123853,0.0411988,0.0114014,0.0112845,0.0150067,0.0506425,0,0.0155959,0.0608522,0.0423689,0,0,0,0,0
39,0.0618685,0,0,0,0,0.0631506,0,0,0,0,0,0,0.0501482,0.021248,0.0452545,0.0095049,0,0,0.0520703,0,0.050956,0.0294378,0.0316291,0.0395734,0.0316603,0.00895989,0.0312151,0.0709582,0.0160763,0.0154398,0.0111828,0.0340506,0.0169661,0.0232771,0.0250754,0.019387,0.0521822,0.0580162,0.0175507,0.0304313,0.0111562,0.0179495,0.0112931,0.0139965,0.048632,0,0,0.0420816,0,0.0381877,0.00813355,0.0420028,0.0132485,0.0272691,0.00881755,0.0301207,0.0713363,0.0271442,0.0201227,0.0223914,0.0123041,0.0412578,0.0113981,0.0112116,0.0149843,0.0501574,0.0451719,0.0151603,0.0597858,0.0417525,0,0,0,0,0
40,0.0600906,0,0,0,0,0.0613395,0,0,0,0,0,0,0.0499294,0.0216142,0.045091,0.00968399,0,0,0.0521501,0,0.0511424,0.0294476,0.0316462,0.0393954,0.0314434,0.00900606,0.0302411,0.0700518,0.0159579,0.0153965,0.0112308,0.0340122,0.0170346,0.0233568,0.0251728,0.0193544,0.0519581,0.057615,0.0183678,0.0308411,0.0111923,0.0181089,0.0114111,0.0140572,0.0471634,0,0,0.042236,0,0.0379728,0.00804184,0.0419941,0.0134917,0.0271024,0.00881539,0.0291723,0.0698123,0.0271069,0.0201618,0.0224972,0.0123031,0.0413055,0.0114547,0.0112029,0.0148727,0.0501266,0.0443316,0.0149832,0.0580816,0.0406571,0,0,0,0,0
41,0.0578877,0,0,0,0,0.0590466,0,0,0,0,0,0,0.0496667,0.0219695,0.0448979,0.00997463,0,0,0.0522778,0,0.0511007,0.0294089,0.0317176,0.0392132,0.0311986,0.00904914,0.029004,0.0689372,0.0158661,0.0153269,0.0112593,0.0339175,0.0170825,0.0233902,0.0252891,0.0193232,0.0517052,0.0571432,0.0192873,0.031451,0.0111211,0.018405,0.0115211,0.0141741,0.0453082,0,0,0.0426482,0,0.0375934,0.00822131,0.0419077,0.0136639,0.0268936,0.00889559,0.0282466,0.0681203,0.0270643,0.020215,0.0226947,0.0123743,0.041351,0.0115404,0.0112629,0.0147096,0.0497899,0.0432416,0.0148454,0.0559612,0.039303,0,0,0,0,0
42,0.0537995,0,0,0,0,0.0550543,0,0,0,0,0,0,0.0494413,0.0222421,0.0447626,0.0102204,0,0,0.0520601,0,0.0511,0.0295072,0.031768,0.0391103,0.0308072,0.00915485,0.0277591,0.0650499,0.0158892,0.0153245,0.0112792,0.0338448,0.017149,0.0234356,0.0253758,0.019325,0.0514963,0.0553607,0.0201957,0.0325572,0.01102,0.0188156,0.0116057,0.0142897,0.0427305,0,0,0.0438595,0,0.0372166,0.00927101,0.0418251,0.0137542,0.0266736,0.00904691,0.0274686,0.0659899,0.0270086,0.0202667,0.0229689,0.0124659,0.0414082,0.0116073,0.0113401,0.014617,0.0491511,0.0416944,0.0150302,0.0523157,0.0366912,0,0,0,0,0
43,0.049185,0,0,0,0,0.0505293,0,0,0,0,0,0,0.0490675,0.0223761,0.0445617,0.0105064,0,0,0.0517979,0,0.0511273,0.0298934,0.0318085,0.0390135,0.0302525,0.00934035,0.026305,0.060537,0.0159212,0.015324,0.0112649,0.0338638,0.0172353,0.0234645,0.0254792,0.0193547,0.0511271,0.0532518,0.0213146,0.0339736,0.0108951,0.019248,0.0116311,0.0144734,0.0398871,0,0,0.0447143,0,0.0365943,0.0108068,0.0417323,0.0137841,0.0262857,0.0092159,0.0263128,0.063368,0.0269849,0.0202864,0.0231509,0.0125435,0.0415018,0.0116792,0.0114442,0.014459,0.0483575,0.0394386,0.0154119,0.0481987,0.0337362,0,0,0,0,0
44,0.0441461,0,0,0,0,0.0455962,0,0,0,0,0,0,0.0487255,0.0224007,0.0444064,0.0109673,0,0,0.0513874,0,0.0510694,0.0304108,0.0318827,0.0389224,0.0295656,0.00958947,0.0244915,0.0555029,0.0159077,0.0152763,0.0112284,0.0338832,0.0172888,0.0234958,0.0255378,0.0193724,0.0508108,0.0508088,0.0224434,0.0355325,0.0108361,0.0196161,0.0117116,0.0147409,0.0368269,0,0,0.0452397,0,0.0357874,0.0125115,0.0416381,0.0138357,0.0258418,0.00932798,0.0247315,0.0604983,0.0269642,0.0203628,0.0232977,0.0126684,0.0416285,0.0117771,0.0115803,0.0143277,0.0474882,0.0369246,0.0161695,0.0435376,0.0305,0,0,0,0,0
45,0.0389562,0,0,0,0,0.0403044,0,0,0,0,0,0,0.0483463,0.0223873,0.0442165,0.0115808,0,0,0.0508325,0,0.0510765,0.0309942,0.0319952,0.0388391,0.0287822,0.00974427,0.022312,0.0503449,0.0158403,0.0151218,0.0111806,0.0339366,0.017314,0.0235264,0.0255716,0.0193694,0.0504518,0.0483617,0.0235183,0.0370068,0.0108219,0.0198894,0.0118161,0.0151053,0.0337259,0,0,0.045377,0,0.0347791,0.013972,0.0416491,0.0138834,0.0253728,0.00953957,0.0228232,0.0573846,0.026954,0.0204551,0.0234648,0.0128121,0.041711,0.0118768,0.0117272,0.0142923,0.04649,0.0346128,0.0171628,0.0385057,0.0271679,0,0,0,0,0
46,0.0334646,0,0,0,0,0.0344954,0,0,0,0,0,0,0.0473305,0.022353,0.0438477,0.0125042,0,0,0.0501234,0,0.0510646,0.0317029,0.0320454,0.0388657,0.0279839,0.00988189,0.0199303,0.0452202,0.0159903,0,0.0113179,0.0340445,0.0174825,0.0235387,0.0256672,0.0195517,0.0495591,0.0457865,0.024583,0.0384121,0.0108308,0.019646,0.0119212,0.0157312,0.0303716,0,0,0.0452023,0,0.0339424,0.0148423,0.0418909,0.013938,0.0249579,0.00970714,0.0207041,0.0542537,0.0270118,0.0205686,0.0237003,0.0130129,0.0417681,0.0119871,0.0118804,0.0143562,0.0453784,0,0.0180219,0.0330739,0.023572,0,0,0,0,0
47,0.028027,0,0,0,0,0.0283768,0,0,0,0,0,0,0.0473495,0.0222878,0.0438312,0.0138156,0,0,0.0491493,0,0.0509866,0.0323832,0.0320437,0.038913,0.0271851,0.00987554,0.017352,0.0401052,0.0157603,0.0148548,0.011212,0.0341202,0.0174416,0.0234846,0.0255859,0.0194415,0.0495431,0.0429409,0.0255883,0.0396467,0.0108501,0.0198139,0.0120007,0.0166885,0.0274205,0,0,0.0451157,0,0.0328535,0.0158877,0.042262,0.013967,0.0244362,0.00989821,0.0183077,0.0509968,0.0271444,0.0206733,0.023933,0.0131647,0.041851,0.012082,0.0119787,0.0143925,0.0443494,0,0.0188414,0.0273394,0.0201071,0,0,0,0,0
48,0.0234258,0,0,0,0,0.0229993,0,0,0,0,0,0,0.0467894,0.0221537,0.0436465,0.014956,0,0,0.0479905,0,0.0508514,0.0327672,0.0320505,0.0388985,0.0260381,0.00995278,0.0150899,0.0357003,0.01562,0.014719,0.0111321,0.0341507,0.0174665,0.0233642,0.0255399,0.0194247,0.0490314,0.0402581,0.0264212,0.0406919,0.0107639,0.0204237,0.0120125,0.0176318,0.0253609,0,0,0.0450243,0,0.0320626,0.0168923,0.0422803,0.013938,0.0237946,0.0101409,0.0159993,0.0480943,0.0271606,0.0206883,0.0240992,0.0132592,0.0419628,0.0121435,0.0120683,0.0143115,0.0435995,0.0274201,0.0195057,0.0221405,0.0172522,0,0,0,0,0
49,0.019435,0,0,0,0,0.0180489,0,0,0,0,0,0,0.0461742,0.0219891,0.0433376,0.0159145,0,0,0.046803,0,0.0508382,0.0329655,0.0321341,0.0387805,0.0249453,0.0101272,0.0133688,0.0315115,0.0154178,0.0145523,0.0109592,0.0341598,0.017459,0.0232143,0.0254955,0.0193924,0.0484438,0.0378007,0.0271942,0.0415892,0.0106494,0.0206052,0.0120058,0.0185646,0.02373,0,0,0.0445494,0,0.031743,0.0172847,0.0421309,0.0139004,0.0232807,0.0103564,0.0140651,0.0458436,0.0271054,0.020665,0.0242262,0.0133275,0.0420323,0.0121389,0.0121167,0.0142218,0.0431135,0.024896,0.0197638,0.0172709,0.0148344,0,0,0,0,0
50,0.0153423,0,0,0,0,0.0124894,0,0,0,0,0,0,0.045413,0.0220037,0.0429289,0.0171252,0,0,0.0457199,0,0.0507919,0.0330452,0.0324063,0.0387507,0.0239303,0.0102827,0.0119959,0.0271488,0.0151572,0.0142487,0.0106627,0.0341765,0.0174033,0.0230148,0.02542,0.0193235,0.0478008,0.0357424,0.0278886,0.0419927,0.0105342,0.0200834,0.0120254,0.0198521,0.0215497,0,0,0.0417814,0,0.0274078,0.0171294,0.0419243,0.013886,0.0227887,0.0105439,0.012119,0.0445547,0.0270685,0.0206396,0.0243635,0.0134023,0.0421186,0.0121315,0.0121815,0.0140784,0.0418926,0.0269407,0.020356,0.0118215,0.01238,0,0,0,0,0
51,0.0137415,0,0,0,0,0.00941808,0,0,0,0,0,0,0.0446593,0.0223744,0.0426954,0.0186561,0,0,0.0442469,0,0.0506886,0.0326341,0.0326895,0.0386709,0.0229235,0.010247,0.0117322,0.0240667,0.0148328,0.0138514,0.0103253,0.0341908,0.0172379,0.022701,0.0252843,0.019187,0.0472721,0.034039,0.0285396,0.0414842,0.0104104,0.0116454,0.012125,0.0214882,0.0222762,0,0,0.0277509,0,0,0.0192655,0.041631,0.0138999,0.0221639,0.0109155,0.0105036,0.0394334,0.0269221,0.0205944,0.0245707,0.013484,0.0422292,0.0120554,0.0121881,0.014001,0.0309445,0,0.0268297,0.00833157,0.0118814,0,0,0,0,0
52,0.0127439,0,0,0,0,0.0060827,0,0,0,0,0,0,0.0440863,0.0226348,0.0424944,0.0195392,0,0,0.0435333,0,0.0506401,0.0327395,0.0327377,0.0385625,0.0223071,0.0101946,0.0123483,0.0212215,0.0146842,0.0136892,0.0101498,0.0341722,0.0172017,0.0225914,0.0252939,0.0191586,0.0468149,0.0325728,0.0290497,0.0417132,0.0103064,0.0101271,0.0120568,0.0223868,0.0224712,0,0,0.0281894,0,0,0.0181357,0.0415568,0.013805,0.0219262,0.0109866,0.00983935,0.0404054,0.026909,0.0204555,0.0245615,0.0134593,0.0422056,0.0119661,0.0121524,0.0138956,0.0324365,0,0.0254488,0.00498667,0.0115085,0,0,0,0,0
53,0.0104857,0,0,0,0,0.00449167,0,0,0,0,0,0,0.0431595,0.0232883,0.0419796,0.0213709,0,0,0.0425301,0,0.0501484,0.0322187,0.0330122,0.0386207,0.0210555,0.0100916,0.0145214,0.0173229,0.0142597,0.0133162,0.00974476,0.0343505,0.0170428,0.0222499,0.0253494,0.019065,0.0460525,0.031309,0.0292701,0.0411455,0.0101023,0.0550259,0.0119271,0.0244353,0.0140713,0,0,0.0703004,0,0.0594559,0.0549711,0.0413401,0.0136085,0.0211738,0.011343,0.00988545,0.0567556,0.026868,0.0202306,0.0245606,0.0135601,0.0421188,0.011797,0.0122556,0.0136476,0.0549122,0,0.0585709,0.00510234,0.00780073,0,0,0,0,0
54,0.0112802,0,0,0,0,0.00607463,0,0,0,0,0,0,0.0427903,0.0236025,0.0417473,0.0218578,0,0,0.0415627,0,0.0500527,0.0316842,0.0330453,0.0386846,0.0207077,0.0101499,0.0150125,0.0173205,0.0141166,0.0131887,0.00956856,0.0343941,0.0170259,0.0222124,0.0253259,0.0190202,0.0457283,0.0308278,0.0298531,0.0407399,0.010066,0.0586761,0.0118215,0.0250598,0.0137604,0,0,0.0770873,0,0.0647371,0.0584844,0.0413723,0.0134713,0.0211022,0.0113175,0.0100783,0.058619,0.026845,0.0200507,0.0244595,0.0134588,0.0419722,0.0116388,0.0121712,0.013529,0.0587618,0,0.0617749,0.00673858,0.00792884,0,0,0,0,0
55,0.011908,0,0,0,0,0.00712995,0,0,0,0,0,0,0.042338,0.023895,0.0415503,0.022147,0,0,0.0407491,0,0.0499499,0.0311597,0.0330292,0.0386845,0.0205272,0.0102014,0.0154905,0.0173477,0.0140606,0.0130774,0.00951454,0.0343905,0.0170329,0.0221746,0.025275,0.0189854,0.0453726,0.0303711,0.0304276,0.040489,0.010017,0.0579728,0.0117359,0.0255453,0.0141045,0,0,0.0790473,0,0.0645954,0.0577001,0.0413933,0.0133682,0.0211094,0.0112277,0.0103644,0.0594524,0.0268018,0.0198759,0.0243583,0.0133333,0.0418543,0.0115157,0.0120883,0.0134928,0.060253,0,0.0604525,0.00775942,0.00824018,0,0,0,0,0
56,0.0122366,0,0,0,0,0.00792472,0,0,0,0,0,0,0.0419707,0.0242249,0.0413837,0.0226325,0,0,0.040204,0,0.0497912,0.0306869,0.0330126,0.0386514,0.0205818,0.0102085,0.0163335,0.017875,0.0140775,0.0129784,0.00950572,0.0343603,0.0170854,0.0221657,0.0253083,0.0189755,0.0450956,0.0303009,0.0308662,0.0403266,0.00987741,0.0574136,0.0116793,0.0262224,0.0143453,0,0,0.0810881,0,0.0645602,0.0571002,0.0412389,0.0133504,0.0211746,0.0111919,0.0108227,0.0604833,0.0267034,0.0198235,0.0243292,0.0133235,0.0417834,0.0115699,0.0121208,0.0133407,0.0617644,0,0.059456,0.00875811,0.00834434,0,0,0,0,0
57,0.0119824,0,0,0,0,0.00820082,0,0,0,0,0,0,0.0415835,0.0244897,0.0411205,0.0228274,0,0,0.0399009,0,0.0496679,0.0301665,0.0329171,0.0386238,0.020551,0.0101759,0.0168733,0.0193047,0.0140429,0.0128812,0.00942184,0.0342879,0.0170871,0.0221266,0.0252954,0.0189246,0.0448207,0.0306507,0.0312606,0.039995,0.00963743,0.0574587,0.0115317,0.026631,0.014082,0,0,0.0837462,0,0.0652512,0.0572889,0.0409946,0.0132724,0.021222,0.0111438,0.0111565,0.0616927,0.0265804,0.0197169,0.0241735,0.0133076,0.0415967,0.0120736,0.0121696,0.0131537,0.0635271,0,0.0592153,0.00918675,0.00794394,0,0,0,0,0
58,0.0115202,0,0,0,0,0.00821085,0,0,0,0,0,0,0.0410802,0.0245839,0.0408818,0.0226625,0,0,0.0399307,0,0.0496173,0.0297776,0.0327707,0.0386892,0.0201442,0.0101571,0.0171199,0.0211394,0.0139802,0.0127661,0.0093519,0.0341213,0.0170102,0.0220041,0.0252093,0.0188853,0.0444902,0.0313086,0.0315105,0.0397289,0.00945803,0.0573922,0.0113662,0.0267645,0.0137228,0,0,0.0865784,0,0.0658446,0.0576266,0.0410478,0.0131835,0.0212694,0.0110532,0.0117156,0.0628904,0.0265336,0.0195903,0.0239607,0.0132212,0.0413997,0.0129437,0.0121224,0.013082,0.065212,0,0.0591256,0.00926649,0.00738841,0,0,0,0,0
59,0.0116455,0,0,0,0,0.00867544,0,0,0,0,0,0,0.0406429,0.0247166,0.0407555,0.0226709,0,0,0.0399808,0,0.0496323,0.029515,0.0326124,0.0387723,0.0199245,0.010167,0.0177264,0.0220242,0.0139444,0.0127044,0.0092953,0.0340879,0.016979,0.021938,0.0251907,0.0188735,0.0442057,0.031722,0.0318257,0.0396135,0.00953989,0.0571323,0.0113259,0.0271372,0.0139096,0,0,0.089202,0,0.0662189,0.0579288,0.0412312,0.0130753,0.0213676,0.0109367,0.0125639,0.063908,0.0265306,0.0195756,0.0238933,0.0130376,0.0414287,0.0119797,0.0118772,0.0132082,0.0667084,0,0.0592069,0.0097825,0.00728964,0,0,0,0,0
60,0.0114207,0,0,0,0,0.00890785,0,0,0,0,0,0,0.0404012,0.0249838,0.0406806,0.0228834,0,0,0.0401577,0,0.0497228,0.0292289,0.0326638,0.0389075,0.019699,0.0101518,0.0180885,0.0231465,0.0139034,0.0126667,0.00921937,0.0341601,0.016986,0.0219111,0.0252189,0.0188508,0.0440588,0.0323336,0.0322248,0.0394866,0.00934978,0.0568865,0.0111833,0.0274299,0.0138812,0,0,0.0918028,0,0.0666076,0.0583773,0.0411544,0.0128436,0.0212162,0.010887,0.0125531,0.0649968,0.0265418,0.0194155,0.023815,0.0129626,0.0413444,0.0113205,0.0118002,0.0130392,0.0682561,0,0.0594795,0.010002,0.00689457,0,0,0,0,0
61,0.011338,0,0,0,0,0.00914453,0,0,0,0,0,0,0.0401944,0.0252889,0.0405867,0.0230526,0,0,0.0404652,0,0.0497732,0.028879,0.0327216,0.0390242,0.0195219,0.0101321,0.0182709,0.0240586,0.0138977,0.0126096,0.00911226,0.0341907,0.016982,0.0218637,0.0251972,0.0188224,0.0439542,0.0329554,0.0326014,0.0392501,0.00915891,0.0567024,0.0110472,0.0276112,0.0138371,0,0,0.0941194,0,0.0669972,0.0588555,0.0410872,0.0126577,0.0211093,0.0109094,0.0124013,0.0658864,0.0265552,0.0192568,0.0236961,0.0129306,0.0412442,0.0111251,0.0117813,0.0128833,0.0697177,0,0.059325,0.0101109,0.00663092,0,0,0,0,0
62,0.00972551,0,0,0,0,0.00624131,0,0,0,0,0,0,0.0398582,0.0256697,0.0399668,0.0234871,0,0,0.0412992,0,0.0498296,0.0284153,0.0312164,0.0379141,0.0147944,0.0104496,0.0141128,0.0277925,0.0141461,0.0126914,0.00909531,0.0336112,0.0172685,0.0221402,0.0251141,0.0185591,0.0434539,0.0353032,0.0331673,0.0382515,0.00947876,0.0563906,0.0107322,0.0264648,0.0123492,0,0,0.0961537,0,0.0675935,0.0593579,0.0408972,0.0127249,0,0.0138202,0.00584875,0.0659349,0.0265262,0.0179918,0.0235953,0.0144651,0.0410855,0.0107611,0.0138487,0.0140663,0.069254,0,0.0592047,0.0050818,0.00638281,0,0,0,0,0.0195082
63,0.0101109,0,0,0,0,0.00707152,0,0,0,0,0,0,0.039789,0.02571,0.0399786,0.0236594,0,0,0.0415802,0,0.0498075,0.0282432,0.031219,0.0379965,0.0147402,0.0104743,0.0145109,0.0277133,0.0141166,0.0126777,0.00922358,0.0336313,0.0172839,0.0222139,0.0251098,0.0185486,0.0434052,0.0356332,0.03346,0.0380116,0.00932803,0.0560904,0.0107632,0.0268756,0.0127017,0,0,0.0989105,0,0.0678876,0.0604086,0.0408958,0.0128543,0,0.0138014,0.00578993,0.066777,0.0264112,0.0181539,0.0236516,0.0145553,0.0411502,0.0108711,0.0139934,0.0139964,0.0710049,0,0.0595004,0.00589741,0.00653312,0,0,0,0,0
64,0.0101558,0,0,0,0,0.00780204,0,0,0,0,0,0,0.0396816,0.0257476,0.0399089,0.0239737,0,0,0.0418851,0,0.0498646,0.0281507,0.0312355,0.0379675,0.0148446,0.0105113,0.0150199,0.027901,0.0140526,0.0126569,0.00929968,0.0336593,0.0173075,0.0222914,0.0251414,0.0184978,0.0433132,0.0360795,0.0337383,0.0377468,0.00932216,0.0556765,0.0106408,0.0271306,0.0129305,0,0,0.101572,0,0.0680302,0.0614159,0.0408536,0.0126778,0,0.0137917,0.00605437,0.0677323,0.0264346,0.0178977,0.0235455,0.0145253,0.0410091,0.0107258,0.0139719,0.0140329,0.0728179,0,0.0599343,0.0068198,0.00649758,0,0,0,0,0.0202511
65,0.0101896,0,0,0,0,0.00838953,0,0,0,0,0,0,0.0395475,0.0258096,0.0398355,0.0243103,0,0,0.0422195,0,0.0499164,0.0279581,0.0312625,0.037964,0.0148437,0.0105351,0.0152644,0.0280119,0.0139412,0.0126168,0.00936369,0.0337101,0.0173465,0.0223797,0.0252143,0.0184719,0.0431994,0.0364573,0.0340156,0.0374252,0.00934243,0.0552487,0.0105966,0.0272983,0.0132371,0,0,0.104259,0,0.0681602,0.0625703,0.0408308,0.0125731,0,0.013827,0.00608852,0.0686448,0.0264491,0.0177879,0.0235535,0.0145325,0.040957,0.0107136,0.0139923,0.0140262,0.0746213,0,0.0604243,0.00729892,0.00644609,0,0,0,0,0.0203063
66,0.0111648,0,0,0,0,0.0108985,0,0,0,0,0,0,0.0395634,0.0255897,0.0403601,0.0240026,0,0,0.0419014,0,0.0499652,0.0280218,0.0328002,0.0391667,0.0192744,0.0101563,0.0192029,0.0257461,0.0135659,0.0123516,0.00941154,0.0343585,0.0171146,0.0221469,0.0253102,0.0186519,0.0434832,0.0353124,0.03417,0.0375618,0.0085506,0.0553652,0.0106031,0.0280005,0.0147913,0,0,0.107753,0,0.0686487,0.0643033,0.040943,0.0123525,0.0209234,0.0109647,0.0119471,0.0707243,0.0265093,0.0186961,0.0232489,0.0127767,0.0407695,0.0107543,0.0117568,0.0128083,0.0786481,0,0.0613305,0.0111089,0.00603451,0,0,0,0,0.0218026
67,0.0104223,0,0,0,0,0.0092517,0,0,0,0,0,0,0.0393838,0.0257965,0.0398086,0.0243823,0,0,0.0429338,0,0.0500832,0.0280922,0.031372,0.0380828,0.0147501,0.0104675,0.0152853,0.0279892,0.013866,0.0125567,0.00940687,0.0336403,0.0173506,0.0224259,0.0252233,0.0184546,0.043115,0.0372048,0.0345221,0.0366076,0.00946704,0.054844,0.0104954,0.0271709,0.0136052,0,0,0.110091,0,0.0689103,0.0654038,0.0408326,0.0123043,0,0.0137566,0.00599397,0.0701889,0.0264438,0.0177559,0.0234349,0.0144427,0.040908,0.010683,0.0139444,0.0138365,0.0782603,0,0.0617791,0.0081316,0.00645665,0,0,0,0,0.0201841
68,0.0117874,0,0,0,0,0.0115112,0,0,0,0,0,0,0.040042,0.0254962,0.040621,0.0239455,0,0,0.0426284,0,0.0499418,0.0283318,0.0338216,0.0395392,0.0194826,0.00991406,0.0187929,0.0253067,0.0135659,0.0123696,0.00958876,0.034639,0.0170077,0.0222194,0.0253923,0.0185577,0.0438727,0.0360056,0.0343993,0.0367985,0.0244446,0.0547056,0.0147887,0.0273768,0.0148125,0,0,0.113292,0,0.0689284,0.066942,0.0367183,0.024907,0.0202271,0.0280938,0.0119432,0.0718713,0,0.0296898,0.028188,0.0247623,0.0365566,0.0170365,0.0252848,0.0372418,0.0821368,0,0.0624443,0.0116159,0.00618405,0,0,0,0,0.0301762
69,0.0118732,0,0,0,0,0.0117839,0,0,0,0,0,0,0.0400506,0.0255382,0.0406579,0.0239063,0,0,0.0429092,0,0.0498477,0.0284404,0.0337535,0.039691,0.0194628,0.00992902,0.0188188,0.0252136,0.0136544,0.0124111,0.00965179,0.0345285,0.0169298,0.0221863,0.025342,0.0185957,0.0439354,0.0363408,0.0344295,0.036405,0.0248543,0.0542004,0.0148899,0.0272721,0.0147953,0,0,0.116073,0,0.0687876,0.068402,0.0368066,0.0248184,0.0199885,0.0283856,0.0118466,0.0724781,0,0.0297265,0.0282263,0.0249036,0.036517,0.0170863,0.0254271,0.0375268,0.0838538,0,0.0628738,0.011841,0.00614156,0,0,0,0,0.0301937
70,0.0116209,0,0,0,0,0.0119052,0,0,0,0,0,0,0.0400962,0.0257127,0.0407867,0.0239305,0,0,0.0431765,0,0.0496359,0.0286053,0.0336921,0.039842,0.0194396,0.00995545,0.0187831,0.0252912,0.0137086,0.0124383,0.00970403,0.0345408,0.0168987,0.0221525,0.0253845,0.0186414,0.044023,0.0366487,0.034452,0.0360425,0.0250322,0.0536686,0.0149044,0.0271218,0.0149102,0,0,0.118619,0,0.0686295,0.0698327,0.0368752,0.0247967,0.0199307,0.0285623,0.0117699,0.0732624,0,0.0297173,0.0281968,0.024969,0.0365064,0.0171068,0.0255012,0.0377273,0.0855649,0,0.0633361,0.0119008,0.00592128,0,0,0,0,0.0302351
71,0.0114765,0,0,0,0,0.0119174,0,0,0,0,0,0,0.0401831,0.0259179,0.0409496,0.0237986,0,0,0.043372,0,0.0493192,0.0288566,0.0336717,0.0400305,0.0193393,0.00999268,0.0185798,0.0252099,0.0137046,0.0124627,0.00980174,0.0345619,0.0169022,0.0221406,0.0253736,0.0186834,0.0441586,0.0368333,0.0344117,0.0358158,0.0252053,0.0533492,0.0149518,0.026922,0.0150701,0,0,0.12083,0,0.0687315,0.0712562,0.0369144,0.0248869,0.019895,0.0285576,0.0116913,0.073876,0,0.029679,0.0281446,0.0250109,0.0365181,0.0171144,0.0255648,0.0379912,0.087197,0,0.0638089,0.011877,0.00584938,0,0,0,0,0.0302549
72,0.0111152,0,0,0,0,0.0119215,0,0,0,0,0,0,0.0402143,0.026166,0.0410954,0.0234102,0,0,0.0434388,0,0.0489386,0.0290252,0.0336564,0.0402596,0.01914,0.00993921,0.0183953,0.0251055,0.013698,0.0124786,0.00987449,0.0345495,0.0168567,0.0221401,0.0253699,0.0187275,0.0442734,0.0369589,0.0342966,0.0354153,0.0253754,0.053126,0.0150281,0.0267457,0.015296,0,0,0.122471,0,0.068783,0.0723661,0.0369571,0.0249796,0.0198705,0.0283407,0.0116483,0.0745324,0,0.0295575,0.0280649,0.0249594,0.0364655,0.0170909,0.0255437,0.0382414,0.0886415,0,0.0640987,0.0117334,0.00565479,0,0,0,0,0.030182
