Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x73,x79,RASI,,x80
819,0.0567529,0,0,0,0,0.129805,0,0,0,0,0,0,0.0081661,0.0493698,0.0175326,0.0423251,0,0,0.133779,0,0.0638062,0.0711919,0.0204969,0.0129541,0,0.0169462,0.0907933,0.102295,0.0122469,0.0156107,0.0130203,0.0303232,0.0158436,0.0175571,0.0142822,0.0393784,0.0112172,0.117262,0.0215429,0.0375044,0.0297253,0,0.0126968,0.0867722,0,0,0.0724029,0,0.0245112,0,0.0614529,0.0143774,0.0493129,0.0129306,0.0689516,0.149896,0.0175233,0.0402562,0,0.0157228,0.00813218,0.0338145,0.00716726,0.00864151,0.0320075,0.0951123,0.0427078,0.0285556,0.139827,0.0312466,0,0,0,0.040685,0,0
820,0.0567033,0,0,0,0,0.129683,0,0,0,0,0,0,0.00813776,0.0493973,0.0174403,0.042293,0,0,0.133538,0,0.0637667,0.0708681,0.0205122,0.0126659,0,0.0171308,0.0911015,0.102098,0.0123711,0.0159198,0.0134079,0.0303053,0.0157611,0.0175212,0.0141817,0.039228,0.0110255,0.117345,0.0215505,0.0372233,0.0296514,0,0.0124014,0.0867537,0,0,0.0733656,0,0.0245053,0,0.0613277,0.0140855,0.0492905,0.0126358,0.0692784,0.149701,0.0175054,0.0402712,0,0.0157116,0.00786148,0.0338263,0.00702848,0.00837606,0.0318157,0.0950761,0.0425536,0.0284561,0.139784,0.0313637,0,0,0,0.0406648,0,0
821,0.0566598,0,0,0,0,0.129637,0,0,0,0,0,0,0.00817883,0.049433,0.0174413,0.0421515,0,0,0.133348,0,0.0636666,0.0705989,0.0205695,0.0124431,0,0.01735,0.0913049,0.102059,0.0125558,0.0162322,0.0137296,0.0302332,0.0156832,0.0175114,0.0141194,0.0391403,0.010805,0.117446,0.0214988,0.0367309,0.0295093,0,0.01236,0.0867599,0,0,0.074229,0,0.0244798,0,0.0611611,0.0142995,0.0492988,0.0125703,0.0696193,0.149493,0.0172311,0.0408087,0,0.0154593,0.00808697,0.0338757,0.00715314,0.00863701,0.0318536,0.0950066,0.0424833,0.0282791,0.139682,0.0315388,0,0,0,0.0404306,0,0
822,0.0566678,0,0,0,0,0.130232,0,0,0,0,0,0,0.00696422,0.0495754,0.0158581,0.0460603,0,0,0.132417,0,0.0634864,0.0699546,0.0210807,0.0109996,0,0.0156571,0.0937671,0.100535,0.0110369,0.0142102,0.0123077,0.0317288,0.0140908,0.0155849,0.0127405,0.0382717,0.0122118,0.116135,0.0217229,0.0366095,0.0441894,0,0.0150517,0.0861331,0,0,0.0747678,0,0.0244587,0,0.0597527,0.0196854,0.0502917,0.0331801,0.0682438,0.149277,0.0259591,0,0,0.0274583,0.0212413,0.0255837,0.00882718,0.020142,0.0546405,0.0945151,0.0426567,0.0279963,0.14052,0.0301175,0,0,0,0.0469451,0,0
823,0.0566991,0,0,0,0,0.130179,0,0,0,0,0,0,0.00709819,0.049503,0.0158204,0.0461211,0,0,0.132278,0,0.0633563,0.0696973,0.0210287,0.0108439,0,0.0157351,0.0939826,0.100487,0.0111214,0.0143303,0.0124472,0.0316291,0.0140543,0.0155587,0.0126345,0.038173,0.0119307,0.116139,0.0216933,0.0364147,0.0439647,0,0.0152106,0.0860641,0,0,0.075252,0,0.0244818,0,0.0595696,0.0195066,0.0503244,0.0335253,0.0684319,0.149006,0.0260321,0,0,0.0277275,0.021313,0.0255036,0.00882241,0.0201193,0.0547059,0.0941925,0.042771,0.0277725,0.140367,0.0303083,0,0,0,0.0470321,0,0
824,0.056713,0,0,0,0,0.130114,0,0,0,0,0,0,0.00716214,0.0494402,0.0157317,0.0461973,0,0,0.132104,0,0.0632411,0.0694617,0.0210282,0.0107021,0,0.0157928,0.0941663,0.100478,0.0111345,0.0144944,0.0126696,0.0315246,0.014021,0.0155653,0.0125503,0.0380853,0.01165,0.116122,0.021694,0.035991,0.0437765,0,0.0152448,0.0859962,0,0,0.0755308,0,0.0245106,0,0.0593982,0.0196588,0.050334,0.0334218,0.0685573,0.148709,0.0260818,0,0,0.0279633,0.0212203,0.0254656,0.00873532,0.0199713,0.0546027,0.0940091,0.0427428,0.0274952,0.140204,0.0305164,0,0,0,0.0471272,0,0
825,0.0567529,0,0,0,0,0.130048,0,0,0,0,0,0,0.00719906,0.0494395,0.0156762,0.0463292,0,0,0.131935,0,0.0631171,0.0692637,0.0210438,0.010571,0,0.0159428,0.0942763,0.100462,0.0111875,0.0146028,0.012905,0.0314225,0.0139783,0.0156115,0.0124693,0.0380184,0.0113686,0.116119,0.0217075,0.0357382,0.0435628,0,0.0152088,0.0859395,0,0,0.0754501,0,0.0245738,0,0.0592676,0.0197472,0.0503243,0.0333378,0.0685871,0.148429,0.0261287,0,0,0.0281851,0.0211314,0.0254224,0.00861765,0.0198324,0.0543982,0.0938957,0.0424303,0.0272982,0.14007,0.0307018,0,0,0,0.0472218,0,0
826,0.056816,0,0,0,0,0.129973,0,0,0,0,0,0,0.00725028,0.0494827,0.0156823,0.0464358,0,0,0.131725,0,0.0629808,0.069032,0.0210136,0.0105119,0,0.0160845,0.0943599,0.100436,0.0112558,0.0146037,0.0130284,0.03127,0.0139905,0.015701,0.0124673,0.0379578,0.0109354,0.116071,0.0217216,0.0355903,0.0432672,0,0.0149936,0.0859149,0,0,0.0752655,0,0.0246479,0,0.0591458,0.0196437,0.050271,0.0333778,0.0685279,0.148134,0.0262515,0,0,0.0283888,0.021153,0.0253135,0.0085603,0.0197944,0.0540193,0.0935705,0.0423072,0.0271834,0.139952,0.030888,0,0,0,0.0473166,0,0
827,0.0568723,0,0,0,0,0.129915,0,0,0,0,0,0,0.00733105,0.0495218,0.0156949,0.0464944,0,0,0.131498,0,0.062839,0.06878,0.020955,0.0105041,0,0.0161824,0.0944483,0.100403,0.0113287,0.0145497,0.0130182,0.0310187,0.014028,0.0157943,0.0125575,0.0379128,0.0103976,0.115974,0.0217558,0.0352315,0.0429491,0,0.0147812,0.0858848,0,0,0.0749566,0,0.024718,0,0.059065,0.0194813,0.0502231,0.0332918,0.0684026,0.147847,0.0264303,0,0,0.0285541,0.021116,0.0250929,0.00854005,0.0196936,0.0536974,0.093267,0.0420606,0.0272084,0.139848,0.0310697,0,0,0,0.0473975,0,0
828,0.0568655,0,0,0,0,0.129927,0,0,0,0,0,0,0.00745913,0.0495459,0.0157189,0.046594,0,0,0.131225,0,0.0626803,0.0684549,0.0209246,0.0105107,0,0.0162961,0.0946279,0.10033,0.0114139,0.0144414,0.0130179,0.0307708,0.0140846,0.0158588,0.0126389,0.0379139,0.00999504,0.115835,0.0218039,0.0348886,0.0425531,0,0.0146744,0.0858151,0,0,0.0746807,0,0.0247617,0,0.0590369,0.0193605,0.0501984,0.0331902,0.068283,0.147583,0.0266324,0,0,0.0290188,0.020991,0.0248693,0.00845623,0.0195114,0.0533442,0.0931468,0.0416066,0.0272646,0.139802,0.0312067,0,0,0,0.0474739,0,0
829,0.0568733,0,0,0,0,0.129911,0,0,0,0,0,0,0.00766778,0.0495995,0.0158181,0.0467137,0,0,0.130921,0,0.0624901,0.0682182,0.0208983,0.0105838,0,0.0163876,0.0947812,0.100061,0.0115384,0.0143076,0.0130251,0.0305689,0.0141584,0.0158956,0.0126951,0.0379411,0.00967832,0.115725,0.021835,0.0346937,0.0421633,0,0.0146985,0.0857508,0,0,0.0743422,0,0.0247969,0,0.0590405,0.0193369,0.0501585,0.033078,0.0680999,0.147333,0.0268425,0,0,0.0294021,0.0208684,0.0246409,0.0083267,0.0193162,0.0528923,0.0929874,0.0412445,0.027469,0.13974,0.0313409,0,0,0,0.0475035,0,0
830,0.0569023,0,0,0,0,0.129829,0,0,0,0,0,0,0.00798572,0.0496381,0.0159841,0.0468419,0,0,0.130574,0,0.0623697,0.0680783,0.0208674,0.0106989,0,0.0164404,0.0949604,0.0998365,0.0115922,0.0141862,0.0129868,0.0304388,0.0142277,0.0159612,0.0127454,0.0379846,0.00926612,0.115732,0.0218919,0.0346054,0.0416125,0,0.0145826,0.0857095,0,0,0.0738614,0,0.0247715,0,0.0590744,0.0193581,0.050083,0.03279,0.0679096,0.147107,0.0271292,0,0,0.0297257,0.0209007,0.0243695,0.00833859,0.019247,0.0522799,0.0926467,0.0411728,0.0274416,0.139746,0.0314564,0,0,0,0.0474952,0,0
831,0.0568948,0,0,0,0,0.129742,0,0,0,0,0,0,0.00832867,0.0497095,0.0161139,0.0469155,0,0,0.130322,0,0.0622743,0.0678886,0.0208531,0.0108153,0,0.0164524,0.0951087,0.099673,0.0116346,0.0140919,0.0129464,0.0303168,0.0142847,0.0160729,0.0127877,0.0380274,0.00880541,0.115619,0.021918,0.0343971,0.0410981,0,0.0143118,0.0857414,0,0,0.0731881,0,0.0247552,0,0.0591619,0.0193107,0.0500354,0.0325671,0.0676853,0.146891,0.0274908,0,0,0.0302832,0.0208446,0.0241387,0.00834694,0.019125,0.0517567,0.092212,0.0410319,0.0275462,0.139717,0.0315573,0,0,0,0.0473828,0,0
832,0.0568858,0,0,0,0,0.129729,0,0,0,0,0,0,0.00869876,0.0498351,0.0162024,0.0469405,0,0,0.130103,0,0.0621515,0.0676241,0.0208394,0.0109253,0,0.0164374,0.0952533,0.0995662,0.0116327,0.0139781,0.0129965,0.0301775,0.0143242,0.0161332,0.0128439,0.0380409,0.00837119,0.115451,0.021896,0.0340748,0.040446,0,0.0141945,0.0857754,0,0,0.0727386,0,0.0246862,0,0.0592935,0.0192977,0.0500238,0.0326124,0.0674893,0.146722,0.0279331,0,0,0.0309625,0.0208542,0.0238587,0.00840634,0.0190095,0.0511329,0.0920623,0.0409007,0.0276788,0.139723,0.0316426,0,0,0,0.047244,0,0
833,0.0568668,0,0,0,0,0.129773,0,0,0,0,0,0,0.00907864,0.0498751,0.0161847,0.0469268,0,0,0.12987,0,0.0620307,0.0674069,0.0207505,0.0110612,0,0.0164254,0.0953827,0.0995676,0.0116689,0.0138647,0.0130901,0.0300141,0.0143512,0.0161727,0.0129146,0.0380242,0.00790311,0.115419,0.0218518,0.0338793,0.039876,0,0.0142897,0.0858163,0,0,0.0725748,0,0.024588,0,0.0594412,0.01928,0.0499846,0.0329194,0.0673484,0.146576,0.0284696,0,0,0.031792,0.0210933,0.0236632,0.00859871,0.019087,0.0504799,0.0920585,0.0405812,0.027799,0.139749,0.0317648,0,0,0,0.0470367,0,0
834,0.0567297,0,0,0,0,0.128027,0,0,0,0,0,0,0.0166558,0.0493456,0.0213879,0.0345226,0,0,0.131083,0,0.0618335,0.0676674,0.0225926,0.0140657,0,0.0231617,0.0881336,0.103001,0.0158505,0.0193328,0.0175332,0.0258682,0.0186965,0.0220313,0.0164966,0.0404663,0.0118755,0.118376,0.0211225,0.0331202,0.0367507,0,0.0306779,0.0875215,0,0,0.0737466,0,0.0244034,0,0.0576579,0.0411377,0.0511053,0.0485924,0.0705727,0.146384,0.0219549,0.0800934,0,0.0277058,0.0356083,0.0359861,0.0210422,0.0360118,0.0444474,0.0926603,0.0396737,0.0280986,0.137334,0.03581,0,0,0,0.0263522,0,0
835,0.0567738,0,0,0,0,0.129767,0,0,0,0,0,0,0.00997073,0.0498601,0.0163313,0.0466868,0,0,0.129478,0,0.0617496,0.0670442,0.0208014,0.0112299,0,0.0165466,0.0956267,0.0995832,0.0118486,0.0136929,0.0130849,0.0296821,0.0144254,0.0163223,0.0130995,0.0380601,0.00761447,0.115315,0.021759,0.0335032,0.0389589,0,0.0147689,0.0859039,0,0,0.0736129,0,0.0241344,0,0.0595047,0.0195886,0.0499498,0.0324964,0.0667642,0.146205,0.0297609,0,0,0.0334373,0.0208324,0.022762,0.00846938,0.0184248,0.0494028,0.0915684,0.0396639,0.0280336,0.139768,0.0320742,0,0,0,0.0464965,0,0
836,0.0567842,0,0,0,0,0.129771,0,0,0,0,0,0,0.0105486,0.0498834,0.0164623,0.046362,0,0,0.129437,0,0.0616301,0.0669299,0.0208209,0.0113439,0,0.0165552,0.0955792,0.0997274,0.011929,0.0135393,0.0130179,0.0294156,0.0145409,0.0164244,0.0133106,0.0381836,0.00740633,0.115327,0.0217271,0.0333695,0.0377823,0,0.0142608,0.085899,0,0,0.0727792,0,0.0240969,0,0.0594688,0.0190491,0.0499168,0.0302594,0.0663822,0.146114,0.0298804,0,0.0330223,0.0335123,0.0194647,0.0224725,0.00803133,0.016962,0.0477784,0.0912834,0.0394566,0.0282792,0.139796,0.032231,0,0,0,0.0461251,0,0
837,0.0567172,0,0,0,0,0.129802,0,0,0,0,0,0,0.0108613,0.0499285,0.0163736,0.0462314,0,0,0.129215,0,0.0615349,0.066836,0.0206799,0.0113713,0,0.0163339,0.0956324,0.0999588,0.0120019,0.0133395,0.0129761,0.0293394,0.0144574,0.0163029,0.013313,0.038145,0.00735251,0.115426,0.0217422,0.0331879,0.037178,0,0.0143063,0.0858178,0,0,0.0725033,0,0.0239958,0,0.0594627,0.0195119,0.0499667,0.0301336,0.0662085,0.146008,0.0307795,0,0.0331112,0.0350751,0.0195582,0.0220628,0.00828735,0.016796,0.0467899,0.0910466,0.0391427,0.0287321,0.139914,0.0323438,0,0,0,0.0457296,0,0
838,0.056688,0,0,0,0,0.129999,0,0,0,0,0,0,0.0112355,0.0499948,0.0164438,0.0462131,0,0,0.128934,0,0.0614612,0.0667832,0.0207424,0.0115388,0,0.0163351,0.0957483,0.100419,0.0123362,0.0131548,0.0127734,0.0291776,0.0144584,0.0163327,0.0133819,0.0382235,0.00741369,0.115631,0.021757,0.0329358,0.0362728,0,0.0143469,0.0857207,0,0,0.0712549,0,0.0240265,0,0.0594387,0.0200576,0.0498747,0.0301614,0.0658199,0.145972,0.0316376,0,0.0342694,0.0368002,0.0197129,0.0217469,0.0084959,0.0167291,0.0454953,0.090813,0.039105,0.0290642,0.140137,0.0324396,0,0,0,0.045402,0,0
839,0.0567371,0,0,0,0,0.130256,0,0,0,0,0,0,0.0115932,0.0500719,0.0162337,0.0459528,0,0,0.12872,0,0.0614046,0.0667135,0.0204539,0.0115547,0,0.0159817,0.0957143,0.100798,0.01243,0.0130387,0.0124952,0.0293462,0.0142402,0.0161157,0.0131882,0.0380977,0.00739466,0.115797,0.0217191,0.032909,0.0354471,0,0.0145354,0.0856694,0,0,0.070403,0,0.023954,0,0.0594579,0.0208323,0.0497942,0.0302476,0.0656383,0.145913,0.0326337,0,0.0355423,0.0376414,0.0198999,0.0214065,0.00889291,0.0166916,0.0443738,0.0906707,0.0392932,0.0292983,0.140228,0.0326167,0,0,0,0.0452605,0,0
840,0.0568778,0,0,0,0,0.129891,0,0,0,0,0,0,0.0140829,0.0498537,0.0177893,0.0421999,0,0,0.129193,0,0.0612539,0.0668503,0.0196205,0.0127326,0,0.0177856,0.0935728,0.102556,0.0143467,0.0154891,0.0141075,0.0277201,0.0155965,0.0178801,0.014314,0.0388893,0.008984,0.117169,0.0213858,0.0327163,0.0187183,0,0.014437,0.0863256,0,0,0.0703044,0,0.023792,0,0.062861,0.0217686,0.0492695,0.00392687,0.0671096,0.145785,0.0141035,0.0434478,0.0146394,0.0159288,0.00641538,0.026369,0.00762931,0.00816322,0.0133586,0.090672,0.0392851,0.0295269,0.139438,0.0345287,0,0,0,0.0388873,0,0
841,0.0608528,0,0,0,0,0.136453,0,0,0,0,0,0,0.0159306,0.0506531,0.0138129,0.0319284,0,0,0.129604,0,0.0611426,0.0675506,0.00902996,0.0141385,0,0.0128583,0.0982508,0.104304,0.0164213,0.0196565,0.0161539,0.0309823,0.0140052,0.0153148,0.012429,0.0358581,0.010861,0.1168,0.0216761,0.0341542,0.019923,0,0.0196876,0.0857063,0,0,0.0675188,0,0.023486,0,0.064222,0.0310526,0,0.00958508,0.09532,0.145973,0.0139305,0.0448233,0.0104312,0.0112983,0.012883,0.028379,0.0122149,0.0165578,0.00979383,0.0875104,0.0411035,0.0287528,0.147026,0.0373353,0,0,0,0.0354956,0,0
842,0.0570209,0,0,0,0,0.129938,0,0,0,0,0,0,0.0619525,0.0498982,0.0578274,0.0426787,0,0,0.128953,0,0.0610317,0.0666179,0.0159022,0.0643642,0,0.0216548,0.0931408,0.103247,0.01139,0.0118802,0.0092255,0.0330837,0.0186919,0.0163353,0.0275885,0.0566801,0.0538936,0.117336,0.0215975,0.0325949,0.0179136,0,0.0172252,0.0862106,0,0,0.0706525,0,0.0234027,0,0.0649981,0.027674,0.0503402,0.00261819,0.0694527,0.145699,0.0140456,0.0451694,0.0142898,0.0161984,0.00893686,0.024284,0.0102228,0.0114519,0.00864916,0.0902719,0.039249,0.0299747,0.13937,0.034619,0,0,0,0.0402815,0,0
843,0.057381,0,0,0,0,0.130735,0,0,0,0,0,0,0.0137815,0.050027,0.0170027,0.0439076,0,0,0.128794,0,0.0609103,0.066477,0.019391,0.0121833,0,0.0162733,0.0948061,0.103587,0.0132259,0.0138055,0.0128627,0.0287142,0.0148339,0.0166107,0.013711,0.0386324,0.00784957,0.117295,0.0217843,0.0326707,0.0208936,0,0.0167473,0.0859415,0,0,0.0706584,0,0.0231772,0,0.0623865,0.0251345,0.0492322,0.00816134,0.0655545,0.145528,0,0.0322337,0.0209082,0.0215709,0.00921312,0.0224339,0.00998143,0.00887746,0.0161195,0.089611,0.0392694,0.0302416,0.140196,0.0344242,0,0,0,0.0413599,0,0
844,0.0558153,0,0,0,0,0.122006,0,0,0,0,0,0,0.0272224,0.0506543,0.0111954,0.023779,0,0,0.126792,0,0.0611275,0.0657416,0.0156229,0.0130597,0.0510427,0.00871284,0.0787801,0.0924761,0.0108078,0.0175423,0.0146472,0.0400142,0.0122202,0.0145882,0.0100896,0.0320605,0.0275348,0.110899,0.0228695,0.0332459,0.0307047,0,0.0113169,0.0875107,0,0,0.0720429,0,0.0232154,0,0.053634,0.0192419,0.0592139,0.0179487,0.0682461,0.14473,0,0.0110697,0.0389339,0.0365081,0.0160675,0.0240554,0.0112365,0.0123083,0.0366667,0.0916885,0.0377538,0.0311275,0.131103,0.0360524,0,0,0,0.0303794,0,0
845,0.0560241,0,0,0,0,0.122421,0,0,0,0,0,0,0.0278363,0.0507859,0.0108253,0.0249103,0,0,0.126823,0,0.0611256,0.0657962,0.0162312,0.0121906,0.0510171,0.00867223,0.0792845,0.092668,0.0103679,0.0173013,0.0145742,0.0406692,0.0119056,0.0142159,0.00970413,0.0317785,0.0272531,0.110968,0.0229241,0.0334368,0.033622,0,0.0107848,0.0874039,0,0,0.0714916,0,0.0231175,0,0.0533084,0.0235759,0.058924,0.0220036,0.0673867,0.144743,0,0.020304,0.0478403,0.0447484,0.0207443,0.0242914,0.0138666,0.0167901,0.0439388,0.0914385,0.0377755,0.0313362,0.13149,0.0359603,0,0,0,0.0325573,0,0
846,0.0562739,0,0,0,0,0.122755,0,0,0,0,0,0,0.0280698,0.0508627,0.010876,0.0250953,0,0,0.126785,0,0.0610948,0.065747,0.0164701,0.0121717,0.0510405,0.00869622,0.0794066,0.0932036,0.0104166,0.0172261,0.014373,0.0408551,0.0119353,0.0141531,0.00969687,0.0317402,0.0274624,0.111157,0.0229645,0.0335031,0.0309825,0,0.011528,0.0874349,0,0,0.0717098,0,0.0229011,0,0.0532116,0.0231485,0.058733,0.0231656,0.0668596,0.144705,0,0.0201508,0.0485652,0.0453261,0.0211388,0.0243701,0.0143712,0.0166091,0.0407211,0.0911326,0.0376633,0.0315865,0.13173,0.0361474,0,0,0,0.0331711,0,0
847,0.0565352,0,0,0,0,0.123068,0,0,0,0,0,0,0.0281708,0.0509679,0.0109072,0.0252247,0,0,0.126791,0,0.061076,0.0657618,0.0166115,0.0121495,0.0509291,0.0085035,0.0793824,0.0937707,0.0103032,0.0170135,0.0142232,0.0409638,0.0119241,0.0140795,0.00965818,0.0317115,0.0276286,0.11139,0.0230772,0.0336427,0.0279462,0,0.012184,0.0874538,0,0,0.072186,0,0.0226107,0,0.0531952,0.0224233,0.0585263,0.0238182,0.0663172,0.144696,0,0.0188462,0.0483508,0.0449769,0.0209925,0.0242977,0.0148308,0.0159502,0.0365169,0.0911237,0.0376554,0.0318795,0.131929,0.0363103,0,0,0,0.033628,0,0
848,0.0568213,0,0,0,0,0.123492,0,0,0,0,0,0,0.0279893,0.0510952,0.0107675,0.0253455,0,0,0.126814,0,0.0610745,0.0658881,0.0167791,0.0121271,0.0509102,0.0084196,0.0791377,0.0943459,0.0103418,0.0167778,0.0139658,0.0411331,0.0118084,0.0138781,0.00953697,0.0316798,0.0275219,0.111604,0.0232085,0.0337716,0.0254802,0,0.0123826,0.0874805,0,0,0.0711503,0,0.0225615,0,0.0532548,0.0221788,0.0583985,0.0247093,0.0656417,0.144813,0,0.0186037,0.0490223,0.0454171,0.0211774,0.0243163,0.0152405,0.0158672,0.0333111,0.0909504,0.0377037,0.0320973,0.132255,0.0363413,0,0,0,0.0339304,0,0
849,0.05712,0,0,0,0,0.12394,0,0,0,0,0,0,0.0277708,0.0512155,0.0105756,0.0254707,0,0,0.126826,0,0.0610732,0.0660944,0.0170077,0.0120787,0.0509976,0.00843025,0.0788593,0.0948318,0.010299,0.0164232,0.0136268,0.0414128,0.0116129,0.0134847,0.00933344,0.0316078,0.0273712,0.111838,0.0233545,0.0339645,0.0233919,0,0.0124052,0.0874836,0,0,0.0704267,0,0.0225069,0,0.0533477,0.0219564,0.0583061,0.0256835,0.0649371,0.144966,0,0.0187233,0.0501767,0.0462095,0.021619,0.0245468,0.0156516,0.0161277,0.0308183,0.0904582,0.0377102,0.0323744,0.132556,0.0363314,0,0,0,0.0343815,0,0
850,0.0574506,0,0,0,0,0.124332,0,0,0,0,0,0,0.0371629,0.0513587,0.0286639,0.0276079,0,0,0.12691,0,0.0610833,0.0663572,0.0178414,0.0363273,0.050199,0.0174263,0.0786352,0.0953635,0.00825688,0.010512,0.00881116,0.0437249,0.0126169,0.00921432,0.00968549,0.0392522,0.0361414,0.112046,0.0234814,0.0343047,0.021955,0,0.0123705,0.0873961,0,0,0.0700964,0,0.0223806,0,0.0540772,0.0216757,0.0585249,0.0264092,0.0652909,0.14509,0,0.0184887,0.051184,0.047122,0.022221,0.0246378,0.0161605,0.0166652,0.0282462,0.0901806,0.0377777,0.032682,0.132866,0.0361754,0,0,0,0.0360036,0,0
851,0.0577605,0,0,0,0,0.124587,0,0,0,0,0,0,0.0274402,0.051495,0.0102366,0.0254064,0,0,0.126918,0,0.0611388,0.0665568,0.0174406,0.0119497,0.0511269,0.0085382,0.0781149,0.0958662,0.00997841,0.0151328,0.0128632,0.04195,0.0114796,0.0127035,0.0090044,0.0314732,0.0266709,0.112208,0.0235691,0.0346358,0.0200302,0,0.0129595,0.0874128,0,0,0.0697961,0,0.0221982,0,0.0536876,0.0208201,0.058122,0.026914,0.0634932,0.145152,0,0.0186244,0.0516339,0.047245,0.0222951,0.0251672,0.0163399,0.0168458,0.0253784,0.0904076,0.0377472,0.0329912,0.133018,0.0362653,0,0,0,0.0351001,0,0
852,0.0580477,0,0,0,0,0.124954,0,0,0,0,0,0,0.042228,0.0516315,0.0350459,0.0279327,0,0,0.126766,0,0.0612073,0.0666943,0.0186082,0.0421711,0.0503092,0.0210114,0.0778929,0.0961979,0.00779369,0.00762513,0.00769142,0.0447,0.0130772,0.00810244,0.0105225,0.040558,0.0407191,0.112194,0.0236956,0.0349776,0.0191086,0,0.0132972,0.0873851,0,0,0.0694329,0,0.0220519,0,0.0543698,0.0207481,0.0583507,0.0272386,0.0641358,0.145268,0,0.0184529,0.0520428,0.0475869,0.0225907,0.0250444,0.0165907,0.0171568,0.0239646,0.0905781,0.0377082,0.0332489,0.133277,0.0360608,0,0,0,0.037002,0,0
853,0.0583376,0,0,0,0,0.125129,0,0,0,0,0,0,0.0274483,0.0517372,0.00999861,0.0251636,0,0,0.126679,0,0.0612535,0.0668246,0.0179083,0.0119394,0.0515254,0.00883954,0.0772632,0.0965483,0.00990023,0.0141586,0.0123998,0.0424974,0.011548,0.0124203,0.00879479,0.0312294,0.0266258,0.112186,0.0238032,0.0353335,0.0174358,0,0.0127393,0.0874579,0,0,0.0691535,0,0.0219153,0,0.0536566,0.0200622,0.0579392,0.0270308,0.0622768,0.145334,0,0.0187569,0.0519523,0.0470107,0.0222418,0.0253295,0.0165746,0.0170786,0.0215334,0.0904572,0.037717,0.0334678,0.133462,0.0361458,0,0,0,0.0356565,0,0
854,0.0585753,0,0,0,0,0.125411,0,0,0,0,0,0,0.0300517,0.0518715,0.0183296,0.0262155,0,0,0.126489,0,0.0613084,0.0668306,0.0184156,0.025527,0.0513557,0.0133518,0.0768754,0.0968612,0.00904579,0.0112894,0.0101693,0.0438148,0.0117636,0.00991269,0.00758411,0.0354395,0.0302511,0.11205,0.0238901,0.035655,0.0167019,0,0.0125159,0.0874635,0,0,0.0690739,0,0.0217408,0,0.0537506,0.0199264,0.0579736,0.026964,0.0623175,0.145465,0,0.0186705,0.0520717,0.0470246,0.022119,0.025323,0.0164583,0.0171448,0.0206854,0.0903723,0.0378351,0.033709,0.13374,0.0359587,0,0,0,0.0365843,0,0
855,0.0588907,0,0,0,0,0.125788,0,0,0,0,0,0,0.0271625,0.05197,0.00981323,0.0248543,0,0,0.126442,0,0.061325,0.0668962,0.0184582,0.012049,0.0519963,0.00953786,0.0762751,0.0971578,0.0101805,0.013326,0.0120597,0.0428791,0.0117284,0.0123144,0.00866316,0.0308959,0.026476,0.111928,0.0238779,0.0359428,0.0158637,0,0.0120716,0.0874982,0,0,0.0689412,0,0.021541,0,0.0531063,0.0196009,0.0576268,0.0267789,0.0611237,0.145606,0,0.0187008,0.0520143,0.0467211,0.0217036,0.0255254,0.0161188,0.0167589,0.0197403,0.0904154,0.0380905,0.0340561,0.133919,0.0359497,0,0,0,0.0359493,0,0
856,0.0590779,0,0,0,0,0.12607,0,0,0,0,0,0,0.0590108,0.0520098,0.0534662,0.0276865,0,0,0.126249,0,0.061251,0.06692,0.0204369,0.0602901,0.0507721,0.0284443,0.0762164,0.0975714,0.00819156,0.00345241,0.00772663,0.0460889,0.0130429,0.00783698,0.0146438,0.0447093,0.0575256,0.111822,0.0238586,0.0361677,0.0157057,0,0.0117047,0.0874332,0,0,0.0687895,0,0.0213545,0,0.0533257,0.0197328,0.0578574,0.0264154,0.0622328,0.145838,0,0.0184994,0.0520301,0.0467529,0.0214548,0.0253359,0.0158218,0.0163181,0.0197271,0.0906007,0.0382472,0.0344033,0.134238,0.0356707,0,0,0,0.037922,0,0
857,0.0593365,0,0,0,0,0.126268,0,0,0,0,0,0,0.0267796,0.0520477,0.00970409,0.0242604,0,0,0.126158,0,0.0611767,0.0670097,0.0189761,0.0117683,0.0524385,0.0100807,0.0754128,0.0980079,0.0103932,0.0123446,0.0120892,0.0432035,0.0117645,0.0121535,0.00851627,0.0305947,0.026001,0.111797,0.0238873,0.0364852,0.0146883,0,0.0107821,0.0874736,0,0,0.0685992,0,0.0212152,0,0.0525821,0.0190997,0.0573889,0.0255961,0.0601109,0.146016,0,0.0190596,0.0514594,0.0457059,0.0205566,0.0256471,0.0155575,0.0155302,0.0184571,0.0905847,0.0383282,0.0347107,0.134429,0.0357246,0,0,0,0.0357699,0,0
