Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,IMUR_B,RTHII,RTHIA,,x82
923,0.024095,0,0,0,0,0.0230508,0,0,0,0,0,0.0197556,0.0491136,0.00666406,0.00604149,0,0,0.0370938,0,0.0567477,0.0168326,0.0283901,0.00496354,0.0298979,0.00438904,0.0113586,0.0457826,0.00484392,0.0048591,0.0113142,0.0437338,0.00305165,0.00270336,0.00140367,0.0335028,0.0179485,0.0327456,0.0294987,0.0151876,0.0301855,0.0393768,0.0127876,0.00651077,0.0142224,0,0,0.0424272,0,0.0351394,0.0172665,0.0523219,0.0307509,0.0253301,0.0172749,0.0119027,0.0151876,0.00351363,0.00296785,0.0169018,0.0298227,0.0118948,0.0198013,0.0438242,0.0265648,0.01661,0.0119893,0.0235861,0.0157482,0,0,0,0,0.00504878,0.0358045,0,0
924,0.0242708,0,0,0,0,0.0231938,0,0,0,0,0,0.0200961,0.0492555,0.00699113,0.00629421,0,0,0.0373074,0,0.0567126,0.0166983,0.0283348,0.00587227,0.0298315,0.00448259,0.0115878,0.0462654,0.005077,0.00503052,0.0114107,0.0438133,0.00333172,0.00311558,0.00173091,0.0337849,0.0182682,0.0330219,0.0295888,0.0150262,0.030114,0.0392973,0.0137968,0.00734985,0.013985,0,0,0.0423813,0,0.035165,0.0171305,0.0525345,0.0318541,0.0249895,0.0175099,0.0119448,0.0148519,0.00339803,0.00299129,0.0171445,0.0286946,0.0126016,0.020106,0.0436069,0.0266611,0.0163896,0.0119625,0.0237619,0.0159605,0,0,0,0,0.00453743,0.0359456,0,0
925,0.0244744,0,0,0,0,0.0233261,0,0,0,0,0,0.0203784,0.0492121,0.0073474,0.00651426,0,0,0.0375521,0,0.0566094,0.0167091,0.0282685,0.00679205,0.0297565,0.00454894,0.011867,0.0468653,0.00528247,0.00517868,0.0115117,0.0439021,0.00358624,0.00348724,0.00205341,0.0340314,0.0185212,0.0333206,0.0296774,0.0148584,0.0300224,0.0392291,0.0147283,0.00819236,0.0137127,0,0,0.0420525,0,0.0351782,0.017093,0.0526182,0.0328797,0.0246793,0.0176395,0.0119162,0.0145355,0.00343648,0.00315083,0.0174595,0.0275787,0.013348,0.020516,0.0432644,0.0267457,0.0160589,0.0119319,0.0239844,0.0161923,0,0,0,0,0.00418092,0.0360931,0,0
926,0.0247497,0,0,0,0,0.0235166,0,0,0,0,0,0.0204949,0.0491727,0.00768355,0.00674322,0,0,0.0378385,0,0.0565259,0.0168113,0.0281939,0.0077442,0.0297124,0.0045105,0.012197,0.0475273,0.00550009,0.00524045,0.0115858,0.0440091,0.00380891,0.00386802,0.00236507,0.0342141,0.0185587,0.0336076,0.0297512,0.0146846,0.0299912,0.0392073,0.0156422,0.00897725,0.0134669,0,0,0.0418604,0,0.0352287,0.0169482,0.0525693,0.0337671,0.0244226,0.0176322,0.0118867,0.0143083,0.00360646,0.00343901,0.0178532,0.0265192,0.0141251,0.0209952,0.0428473,0.026901,0.0159793,0.0119003,0.0242693,0.0164453,0,0,0,0,0.00414895,0.0362391,0,0
927,0.0261509,0,0,0,0,0.024015,0,0,0,0,0,0.0207049,0.0490724,0.008015,0.0067443,0,0,0.0377614,0,0.056662,0.0169839,0.0280429,0.00868695,0.0297191,0.00456688,0.0122186,0.0468057,0.00566992,0.00516164,0.0115639,0.0441148,0.004126,0.00424152,0.00269748,0.0343719,0.0187516,0.0339316,0.0296779,0.0148507,0.0295392,0.039341,0.0164218,0.0094322,0.0155828,0,0,0.0428667,0,0.034933,0.0173615,0.0525289,0.0347316,0.0243395,0.0172931,0.0115776,0.015683,0.00395858,0.00385021,0.0180904,0.0255473,0.0147675,0.0212922,0.0425834,0.0270724,0.016332,0.0120498,0.0243938,0.0174744,0,0,0,0,0.00431495,0.0365006,0,0
928,0.0265458,0,0,0,0,0.0242987,0,0,0,0,0,0.0207749,0.0490084,0.00831564,0.00682758,0,0,0.0381381,0,0.0565962,0.0169461,0.0279686,0.00959553,0.02963,0.00459906,0.0126,0.0475057,0.00587647,0.00520989,0.0115425,0.0442908,0.00440831,0.00455212,0.00305013,0.0345576,0.0187644,0.0342675,0.0296914,0.0147271,0.0296536,0.0393303,0.0174088,0.0100811,0.0154852,0,0,0.0427906,0,0.0349371,0.0172225,0.0525375,0.0358223,0.024092,0.017222,0.0116373,0.0155836,0.00432179,0.00415629,0.0185079,0.0245933,0.0154995,0.0217561,0.0425113,0.0272423,0.0163763,0.0120324,0.0247035,0.0178439,0,0,0,0,0.00460631,0.0367616,0,0
929,0.0269433,0,0,0,0,0.0245932,0,0,0,0,0,0.0208005,0.0489189,0.00866713,0.00684004,0,0,0.0385762,0,0.0565505,0.0168141,0.0279104,0.0104714,0.0295116,0.00478173,0.0129754,0.0482432,0.00606115,0.00529223,0.0115857,0.0444807,0.00464656,0.00483183,0.00337388,0.034752,0.0187545,0.034638,0.0296895,0.0146009,0.0297734,0.0393318,0.018313,0.0106147,0.0153264,0,0,0.0426311,0,0.0349845,0.0171679,0.0525752,0.0368765,0.0237983,0.0173058,0.0116075,0.0154381,0.00467808,0.00440842,0.0190067,0.0236477,0.0163138,0.0222705,0.0423943,0.0273534,0.0162654,0.0119984,0.0250331,0.0182493,0,0,0,0,0.00495102,0.0370544,0,0
930,0.0257245,0,0,0,0,0.0247364,0,0,0,0,0,0.0205458,0.048941,0.00894201,0.00716811,0,0,0.039447,0,0.0563232,0.0165739,0.0279226,0.0113739,0.0293136,0.00480553,0.014009,0.0506712,0.00632174,0.0054737,0.0116904,0.0446852,0.00483635,0.00510554,0.00371416,0.0350026,0.0181877,0.0349212,0.0298283,0.0140836,0.0304748,0.0391544,0.0193254,0.0115015,0.0119993,0,0,0.0410076,0,0.0355148,0.0163903,0.0525815,0.0377855,0.0232879,0.0176705,0.0119972,0.0136964,0.00484695,0.00443518,0.019861,0.0226371,0.0173511,0.023202,0.0421961,0.0276122,0.015829,0.0117315,0.0258354,0.0175063,0,0,0,0,0.00515209,0.0372388,0,0
931,0.0257133,0,0,0,0,0.0249872,0,0,0,0,0,0.0203311,0.0490089,0.00916836,0.0072363,0,0,0.0393415,0,0.0563553,0.016446,0.0279596,0.0122676,0.0291546,0.00481388,0.0147447,0.0507366,0.00661145,0.00556239,0.0118019,0.044896,0.00505981,0.00543967,0.00402079,0.0352039,0.0178844,0.0348937,0.0298409,0.0140359,0.0303592,0.0391567,0.0200336,0.011973,0.0116398,0,0,0.0409535,0,0.0355762,0.0163366,0.0526898,0.0385646,0.0233032,0.0176257,0.0122704,0.0138016,0.00505418,0.00447784,0.0203418,0.0216806,0.0181386,0.0237575,0.0418814,0.0278681,0.0157737,0.011707,0.0261638,0.0174415,0,0,0,0,0.00552643,0.0376028,0,0
932,0.0271516,0,0,0,0,0.0253946,0,0,0,0,0,0.020235,0.0490791,0.00938172,0.0069959,0,0,0.0387849,0,0.0565631,0.0165744,0.0279456,0.0131305,0.0290684,0.00491783,0.0149874,0.0491611,0.00683132,0.00552916,0.011845,0.0450953,0.00528158,0.00575015,0.00431071,0.0353132,0.0179517,0.0348427,0.0298,0.0141381,0.0296956,0.0393242,0.0205915,0.0119638,0.0141303,0,0,0.0423596,0,0.0351763,0.016889,0.0528922,0.039282,0.0234618,0.0172474,0.0121003,0.0151789,0.00538047,0.00459042,0.020563,0.0207566,0.0187211,0.0240152,0.041227,0.0280272,0.0160995,0.011917,0.0260856,0.0183346,0,0,0,0,0.00613446,0.0380462,0,0
933,0.0256653,0,0,0,0,0.0256122,0,0,0,0,0,0.0194773,0.0490805,0.00934806,0.00728785,0,0,0.0390678,0,0.0562695,0.0166577,0.028033,0.0141008,0.0288022,0.00460612,0.0162799,0.0505413,0.00719408,0.0058772,0.0119619,0.0453046,0.00541245,0.00595352,0.00466991,0.0354416,0.0168618,0.034687,0.0299881,0.0134704,0.0294464,0.0391804,0.0216746,0.0126434,0.0109588,0,0,0.0412257,0,0.0356681,0.0162203,0.0529901,0.0403444,0.0232462,0.0173475,0.0126396,0.0141553,0.00563511,0.00447988,0.0213518,0.0199055,0.019696,0.0248452,0.0402103,0.0283632,0.0158809,0.0116635,0.0268757,0.0172712,0,0,0,0,0.00661125,0.0382716,0,0
934,0.0256652,0,0,0,0,0.0259358,0,0,0,0,0,0.0188888,0.0489462,0.0094793,0.00730831,0,0,0.0389686,0,0.0561865,0.0167155,0.0280538,0.0149858,0.0286212,0.00452768,0.017028,0.0503647,0.00746387,0.00614793,0.012002,0.0454016,0.00554758,0.00617422,0.00497269,0.0355258,0.0161591,0.03461,0.0300301,0.0132773,0.0287724,0.0391592,0.0224557,0.0128232,0.0106353,0,0,0.0411328,0,0.0356622,0.0163054,0.0531278,0.0410605,0.0232089,0.0170011,0.0125882,0.0143055,0.00577351,0.00448691,0.0219503,0.0190523,0.0204225,0.0253275,0.0388748,0.0286172,0.0158303,0.0116726,0.0272463,0.0171883,0,0,0,0,0.00723219,0.0385491,0,0
935,0.0259727,0,0,0,0,0.0262346,0,0,0,0,0,0.0183764,0.0487848,0.00965024,0.00717206,0,0,0.0389311,0,0.05617,0.0165889,0.0281019,0.0158151,0.0285677,0.00455339,0.0173942,0.0502828,0.00765838,0.0063973,0.0121471,0.0454972,0.00574027,0.00642077,0.00526241,0.0356431,0.0156017,0.0346227,0.0300569,0.0132108,0.0279693,0.0391632,0.0230364,0.0128373,0.010766,0,0,0.0410535,0,0.0356404,0.0163527,0.0532054,0.0413808,0.0232099,0.0165914,0.0123723,0.0144496,0.00572022,0.00445321,0.0222543,0.018278,0.0209104,0.0255351,0.0373098,0.028708,0.0158194,0.0117052,0.0275317,0.0173745,0,0,0,0,0.00722011,0.0386949,0,0
936,0.0261127,0,0,0,0,0.0265127,0,0,0,0,0,0.0176984,0.0487226,0.00976325,0.00714008,0,0,0.038925,0,0.0561527,0.0163829,0.0281196,0.0167042,0.0285087,0.00462283,0.0178267,0.050245,0.00799063,0.00658607,0.0123028,0.0455419,0.00595721,0.00668205,0.00558984,0.0357846,0.0148468,0.0346005,0.0301138,0.0131043,0.0271646,0.0391805,0.0235895,0.0129571,0.0106694,0,0,0.0409372,0,0.0356849,0.01644,0.0532522,0.0416833,0.0232173,0.0161436,0.0122828,0.0145386,0.00555846,0.00448298,0.0224582,0.0175555,0.021345,0.0256103,0.0355991,0.0288744,0.0159211,0.0116871,0.0278322,0.0174325,0,0,0,0,0.00718672,0.0387415,0,0
937,0.027397,0,0,0,0,0.0268151,0,0,0,0,0,0.0170446,0.0486982,0.00991962,0.00706464,0,0,0.0385039,0,0.0563637,0.016244,0.0280784,0.0176007,0.0284737,0.00476818,0.0179591,0.0488122,0.00818644,0.00664769,0.0123348,0.0455132,0.00621172,0.00699915,0.00592149,0.0359117,0.0143713,0.0345324,0.0300798,0.0133123,0.026299,0.0393562,0.024127,0.0129629,0.0128776,0,0,0.0419591,0,0.0354081,0.0169839,0.0533185,0.0420131,0.023331,0.0155785,0.0119825,0.0153522,0.00545521,0.00464994,0.0226599,0.0169148,0.0217914,0.0256919,0.0335294,0.0289567,0.0163691,0.0118463,0.0276825,0.0181904,0,0,0,0,0.00764794,0.0387213,0,0
938,0.026363,0,0,0,0,0.0270939,0,0,0,0,0,0.0160075,0.0487654,0.00991753,0.00726919,0,0,0.0389788,0,0.0562648,0.0161624,0.0280827,0.0185884,0.0284033,0.00476196,0.0186082,0.0500527,0.00846621,0.00700056,0.0123803,0.0456564,0.00645199,0.00728604,0.00632759,0.0361067,0.0130834,0.034502,0.0302593,0.0128972,0.025366,0.0392093,0.0246882,0.0135305,0.0105782,0,0,0.0409359,0,0.0357667,0.0164873,0.0532511,0.0424787,0.0231935,0.0152305,0.0123524,0.0147965,0.00530201,0.00481443,0.0228887,0.0162499,0.0222191,0.0258002,0.0314738,0.0293111,0.0162299,0.0116236,0.0284078,0.0174561,0,0,0,0,0.00809955,0.0386397,0,0
939,0.0265578,0,0,0,0,0.0274016,0,0,0,0,0,0.0151575,0.0487607,0.0100803,0.0074104,0,0,0.0389777,0,0.0563246,0.0161481,0.0280317,0.0195365,0.0283516,0.00487085,0.018863,0.0500444,0.00864675,0.00713387,0.0123921,0.0459264,0.00675554,0.00758845,0.00671142,0.0362979,0.0122528,0.0344122,0.0302947,0.0127793,0.0245091,0.0392277,0.0252711,0.014107,0.0105744,0,0,0.0410291,0,0.0357698,0.0164343,0.0531203,0.0427836,0.0231557,0.0147406,0.0126149,0.014977,0.00511646,0.00513725,0.0231296,0.015466,0.0226494,0.0259012,0.0291701,0.0295634,0.0162442,0.0116337,0.0287709,0.0175097,0,0,0,0,0.00859418,0.0386303,0,0
940,0.0277194,0,0,0,0,0.0276242,0,0,0,0,0,0.0144215,0.0487286,0.0103239,0.00751301,0,0,0.0384887,0,0.0565371,0.0161139,0.0279626,0.0205118,0.0283412,0.00505225,0.018772,0.048814,0.00874968,0.00713252,0.0122993,0.0460384,0.00705513,0.00788105,0.00707946,0.0364561,0.0119293,0.0342602,0.0302162,0.0130028,0.024147,0.0394141,0.0258048,0.0146032,0.0125559,0,0,0.0420212,0,0.0355036,0.016901,0.0530233,0.0426844,0.0232383,0.0141206,0.0123314,0.0156183,0.00499389,0.00554475,0.0233428,0.0147002,0.0230573,0.0260267,0.0266918,0.0296609,0.0165468,0.0117832,0.0286707,0.0181645,0,0,0,0,0.00873399,0.0385815,0,0
941,0.027754,0,0,0,0,0.0278491,0,0,0,0,0,0.0132844,0.0486111,0.0104045,0.00784878,0,0,0.0384621,0,0.0565577,0.0161065,0.0279162,0.0215514,0.0283001,0.00515119,0.0190267,0.0489177,0.0089418,0.00723126,0.0122574,0.0461244,0.00737628,0.00822144,0.00749626,0.036659,0.0110765,0.0341291,0.0302408,0.0129855,0.0236025,0.0394929,0.0261073,0.01546,0.0123408,0,0,0.0421472,0,0.0356082,0.0169551,0.0530178,0.0426425,0.0232399,0.013543,0.0122807,0.0157423,0.00506627,0.00582407,0.0234205,0.0141511,0.0232921,0.0258893,0.0245908,0.0299591,0.016607,0.0117714,0.0290031,0.0180353,0,0,0,0,0.00878195,0.0383884,0,0
942,0.0277418,0,0,0,0,0.0280844,0,0,0,0,0,0.0119507,0.0485029,0.0103892,0.00826124,0,0,0.0384477,0,0.0565754,0.0161304,0.0278601,0.0225747,0.0282158,0.00534394,0.0193831,0.0490509,0.00913901,0.00722652,0.0121721,0.0462068,0.00771732,0.00851154,0.00792847,0.0368635,0.0102599,0.0339944,0.0303038,0.0129687,0.023247,0.0395064,0.0261257,0.016349,0.0120538,0,0,0.0422115,0,0.0356384,0.0169724,0.0531996,0.0424779,0.0232748,0.0128604,0.0123028,0.0158541,0.00529777,0.00593546,0.0232178,0.0138352,0.0232292,0.0255652,0.0229223,0.0302646,0.0165133,0.0117743,0.0293146,0.0179026,0,0,0,0,0.0091731,0.0380347,0,0
943,0.0277341,0,0,0,0,0.028335,0,0,0,0,0,0.010599,0.0484341,0.0103649,0.00871519,0,0,0.0385,0,0.0565888,0.0161665,0.0277955,0.0235208,0.0281211,0.00556762,0.0198254,0.0491759,0.00933251,0.00729649,0.0120699,0.0462984,0.00800809,0.00873303,0.00833479,0.0370638,0.0096891,0.0338977,0.0303704,0.0129029,0.0231719,0.039547,0.0261017,0.0172436,0.011775,0,0,0.0423487,0,0.0356941,0.0170005,0.0534356,0.0422881,0.023357,0.0120929,0.0123103,0.0159683,0.0055926,0.00602798,0.0229912,0.0136075,0.0230878,0.0253192,0.0215257,0.030546,0.0165674,0.0117799,0.0296286,0.0178288,0,0,0,0,0.00993174,0.0375509,0,0
944,0.0278089,0,0,0,0,0.0285839,0,0,0,0,0,0.00953465,0.0483668,0.010405,0.00915435,0,0,0.0385543,0,0.0566131,0.016168,0.0277516,0.0244159,0.0280384,0.00574759,0.0202452,0.0494072,0.00941592,0.00729031,0.0119432,0.0464793,0.00828791,0.00910479,0.00870276,0.0373034,0.00951025,0.0338001,0.0304187,0.012853,0.0230893,0.0395821,0.026372,0.0182172,0.0115819,0,0,0.0424465,0,0.0357354,0.0171019,0.0535148,0.0421176,0.0234178,0.0115615,0.0123308,0.0160346,0.00576259,0.00634085,0.0231165,0.0132274,0.0232486,0.0253518,0.0196651,0.0306936,0.016716,0.0117582,0.0299099,0.0178554,0,0,0,0,0.0103689,0.0373037,0,0
945,0.0275776,0,0,0,0,0.0290706,0,0,0,0,0,0.00854027,0.0482975,0.0104403,0.00953961,0,0,0.0392332,0,0.0565083,0.0162446,0.027747,0.0253716,0.0279619,0.00597495,0.0207408,0.050631,0.00947874,0.00740236,0.0118962,0.0468739,0.00861491,0.00940355,0.00909755,0.0375962,0.00942123,0.0338814,0.0305777,0.0123841,0.0210675,0.0395871,0.0268291,0.0191345,0.0104209,0,0,0.0421656,0,0.0359535,0.0169219,0.0533985,0.0425391,0.0233346,0.0112274,0.012606,0.0160662,0.00584869,0.00690656,0.0235434,0.0127582,0.0237193,0.0256807,0.0177179,0.0309545,0.0168986,0.0116679,0.0306344,0.0176782,0,0,0,0,0.0095979,0.0374871,0,0
946,0.0278759,0,0,0,0,0.029347,0,0,0,0,0,0.0076158,0.0482732,0.0105361,0.00989921,0,0,0.0392555,0,0.0565887,0.0162245,0.0277359,0.0262957,0.0278851,0.00622969,0.0210481,0.0509623,0.00950438,0.00737626,0.0118299,0.0472367,0.00882291,0.00962121,0.00947281,0.0378587,0.00983187,0.033839,0.0306639,0.0122996,0.0207068,0.0396928,0.0267347,0.0199217,0.0105401,0,0,0.0423437,0,0.0359688,0.0169291,0.0533981,0.0419692,0.0233866,0.0108558,0.0127603,0.0161915,0.00604743,0.0072523,0.0236736,0.0123401,0.0238809,0.0258051,0.0151266,0.0310611,0.0174164,0.0117113,0.0309467,0.0178121,0,0,0,0,0.00931055,0.037462,0,0
947,0.0281592,0,0,0,0,0.0296624,0,0,0,0,0,0.00674694,0.0482298,0.0106148,0.0102541,0,0,0.0392565,0,0.0566664,0.0162211,0.0277646,0.0272018,0.027812,0.00646019,0.021368,0.0512902,0.00964143,0.00726751,0.0117317,0.0474798,0.00901927,0.00993731,0.00983123,0.0381065,0.0103538,0.0337884,0.0307536,0.0122088,0.0204962,0.03977,0.026378,0.0206578,0.0106639,0,0,0.0424993,0,0.0359323,0.0168724,0.0534606,0.0411649,0.0234551,0.0103881,0.0125724,0.0162971,0.00634919,0.00745378,0.0235629,0.0121478,0.0237941,0.0257236,0.0127637,0.0311248,0.0177576,0.0117544,0.0312674,0.0179382,0,0,0,0,0.00914135,0.0371684,0,0
948,0.028416,0,0,0,0,0.029978,0,0,0,0,0,0.0060198,0.0482304,0.0106648,0.0104175,0,0,0.039232,0,0.0567435,0.016218,0.0278241,0.0280808,0.0277786,0.00665125,0.0216206,0.0516099,0.00980549,0.0070722,0.0115985,0.0476453,0.00925257,0.0103384,0.0101557,0.0383334,0.0108902,0.0337293,0.0308528,0.0121666,0.0208884,0.0398782,0.0263675,0.0211661,0.0108265,0,0,0.0427048,0,0.0359367,0.0169452,0.0533505,0.0405356,0.023512,0.0100386,0.0123526,0.0163895,0.00670281,0.00780561,0.0235977,0.0120039,0.023802,0.0257776,0.0105471,0.0311788,0.0178735,0.0117841,0.0315298,0.0180517,0,0,0,0,0.00860231,0.0368615,0,0
949,0.0286692,0,0,0,0,0.0302663,0,0,0,0,0,0.00534745,0.0482724,0.0107083,0.0102215,0,0,0.0392178,0,0.0568471,0.0161855,0.0279113,0.0289642,0.0278,0.00684046,0.0218537,0.0519214,0.0101391,0.00688639,0.0114444,0.0478108,0.00955477,0.0106621,0.0104524,0.0385656,0.0114887,0.0337255,0.0309517,0.0121117,0.0214062,0.0399601,0.0262918,0.0214627,0.0110302,0,0,0.0429684,0,0.0359115,0.017086,0.0531533,0.0401686,0.0235836,0.00972311,0.0121754,0.0164966,0.00702038,0.00815686,0.0234858,0.0121854,0.0236209,0.0256372,0.00892689,0.03125,0.0178267,0.0118601,0.0317683,0.0181543,0,0,0,0,0.00800681,0.036554,0,0
950,0.0289093,0,0,0,0,0.0305005,0,0,0,0,0,0.00468633,0.0482363,0.010731,0.0096486,0,0,0.0391229,0,0.0569562,0.0161276,0.0280215,0.0298341,0.02786,0.00703724,0.0220856,0.0521627,0.0103198,0.00678509,0.0113163,0.0479922,0.00989118,0.0109353,0.0107352,0.0388044,0.0121337,0.0337176,0.0310049,0.0120899,0.0215472,0.0400741,0.0260012,0.0215103,0.0112395,0,0,0.0432347,0,0.0359298,0.0173134,0.0529506,0.0396711,0.0236637,0.0094869,0.0119975,0.0166704,0.00724096,0.00837739,0.0231249,0.0127793,0.023134,0.0251871,0.00787663,0.0313882,0.0179861,0.0119426,0.0319495,0.0182231,0,0,0,0,0.00740966,0.0362288,0,0
951,0.0288413,0,0,0,0,0.0305753,0,0,0,0,0,0.00404912,0.0481121,0.010708,0.00941285,0,0,0.0387236,0,0.0570138,0.0160452,0.0281361,0.0306261,0.027891,0.00714602,0.0224061,0.0519801,0.0104006,0.00667935,0.0112774,0.0481238,0.0102112,0.0111918,0.0110167,0.0390019,0.0127234,0.0334311,0.031025,0.0121948,0.0210407,0.0401276,0.0257201,0.0213401,0.011288,0,0,0.0434563,0,0.0358948,0.0174273,0.052781,0.0388361,0.0237728,0.00957873,0.0118339,0.0168828,0.00735609,0.00851616,0.0226902,0.0135678,0.0225275,0.0246548,0.00711132,0.0315386,0.0181302,0.0119925,0.0319967,0.0180008,0,0,0,0,0.00663648,0.0358115,0,0
952,0.0287124,0,0,0,0,0.0306376,0,0,0,0,0,0.00350862,0.048022,0.0106924,0.00942577,0,0,0.0384235,0,0.0570946,0.0160241,0.0282413,0.0313927,0.0278725,0.00722824,0.0228267,0.0517223,0.0103367,0.00659168,0.0112158,0.0481739,0.0105261,0.011463,0.0112934,0.039196,0.0132701,0.0331364,0.0310655,0.0122977,0.0199687,0.0401327,0.0255311,0.0210029,0.0113319,0,0,0.0436942,0,0.0357888,0.0174447,0.0526388,0.037601,0.0239178,0.0102935,0.0116904,0.0170934,0.00753858,0.00867288,0.022447,0.0142518,0.0221334,0.0243917,0.00661342,0.0316764,0.018344,0.0120218,0.0320732,0.0177133,0,0,0,0,0.00568405,0.0351974,0,0
953,0.0285607,0,0,0,0,0.0306766,0,0,0,0,0,0.00307942,0.0479528,0.0106867,0.00939882,0,0,0.0381404,0,0.0571762,0.0159861,0.0284044,0.0321616,0.0278547,0.0073222,0.0232913,0.0514293,0.0102055,0.00658063,0.0111326,0.0482071,0.0108136,0.011745,0.0115566,0.0393704,0.0138407,0.0328356,0.0310911,0.0123552,0.0185696,0.0401665,0.0247986,0.0205202,0.0113719,0,0,0.0440853,0,0.0357075,0.0174158,0.0524497,0.0363766,0.0240879,0.0113035,0.0117872,0.0173682,0.00780467,0.00880417,0.0223766,0.0144968,0.0220084,0.024314,0.00645472,0.0319399,0.0185299,0.0120804,0.0321211,0.0173717,0,0,0,0,0.00485236,0.0344701,0,0
954,0.0284731,0,0,0,0,0.0306467,0,0,0,0,0,0.00290643,0.0479007,0.0107555,0.00915985,0,0,0.037826,0,0.0572787,0.0158995,0.0286052,0.0329617,0.0278077,0.00748921,0.0235773,0.0510758,0.0101192,0.00662058,0.0109811,0.048072,0.0111782,0.0121012,0.0118849,0.0395729,0.0142711,0.0325087,0.0311233,0.0123922,0.0172954,0.0402364,0.0233927,0.0198468,0.0116128,0,0,0.044459,0,0.0356702,0.0174139,0.0521473,0.0351756,0.0243438,0.0122334,0.0120842,0.0176098,0.00796077,0.00863518,0.0221337,0.0145293,0.0218116,0.0240902,0.00650156,0.0321389,0.0186748,0.0121775,0.0320723,0.0171145,0,0,0,0,0.00453263,0.0337404,0,0
955,0.028329,0,0,0,0,0.0305713,0,0,0,0,0,0.00295376,0.0478654,0.0107715,0.00871896,0,0,0.0375641,0,0.0574072,0.015774,0.0288341,0.0336745,0.0278091,0.00759761,0.0237501,0.0506537,0.0101191,0.00673266,0.010889,0.0479643,0.011548,0.0124215,0.0122127,0.0397865,0.0147102,0.0321423,0.0311676,0.0123991,0.0161599,0.0402709,0.0220373,0.0191586,0.0118843,0,0,0.0447129,0,0.0355945,0.0175342,0.0516859,0.034273,0.0245983,0.0129938,0.0118705,0.0177886,0.00801621,0.00830424,0.0214486,0.0148004,0.0212135,0.023471,0.00635941,0.0322239,0.0187973,0.0122863,0.031975,0.0168734,0,0,0,0,0.0047443,0.0330393,0,0
956,0.0280937,0,0,0,0,0.0304651,0,0,0,0,0,0.0032181,0.0478811,0.0107915,0.0082269,0,0,0.0372845,0,0.0575303,0.0157047,0.0291145,0.0343501,0.0278539,0.00775072,0.0238536,0.0501931,0.00996578,0.00668811,0.0107309,0.0477644,0.0119776,0.0127881,0.0125813,0.0400152,0.0152309,0.0317116,0.0312348,0.0124648,0.0149417,0.0402921,0.0209909,0.0184989,0.012096,0,0,0.0449111,0,0.0355355,0.0177611,0.0512198,0.0337664,0.0248195,0.0133435,0.0112549,0.0179104,0.00813054,0.0082556,0.0206768,0.0153683,0.0203942,0.0226671,0.00610475,0.032253,0.0191813,0.0123937,0.0318293,0.0165873,0,0,0,0,0.00509405,0.0324007,0,0
957,0.0268997,0,0,0,0,0.0305061,0,0,0,0,0,0.00359428,0.047973,0.0107968,0.0079716,0,0,0.0372799,0,0.0575717,0.0157806,0.0295252,0.034904,0.0277967,0.0079153,0.0242376,0.050694,0.00962195,0.00595854,0.0105023,0.047566,0.0123874,0.013183,0.0129015,0.0402395,0.0159616,0.0313361,0.0313723,0.0125881,0.0125357,0.0401505,0.0202552,0.0180046,0.0104382,0,0,0.0443013,0,0.035698,0.0176201,0.0507942,0.0342135,0.0249063,0.0132966,0.0112643,0.0178115,0.00830064,0.00851558,0.020216,0.0161362,0.019767,0.0222397,0.00665169,0.0324099,0.0194338,0.0123419,0.0320744,0.0155699,0,0,0,0,0.00531712,0.0318,0,0
958,0.0265938,0,0,0,0,0.030346,0,0,0,0,0,0.00410566,0.0479339,0.0108153,0.0074889,0,0,0.0369484,0,0.057658,0.0157501,0.0298262,0.0355289,0.0278277,0.00810402,0.0241399,0.0502448,0.00933224,0.00496119,0.010301,0.0474508,0.0127926,0.0135783,0.0132651,0.0405563,0.0170937,0.0308304,0.0313933,0.0129765,0.0118344,0.0401711,0.0195297,0.0171342,0.0106367,0,0,0.0444601,0,0.0356257,0.0177109,0.0505065,0.0338927,0.0250178,0.0125469,0.0110676,0.0178487,0.00840083,0.00875795,0.0198865,0.0169789,0.0192033,0.0219752,0.00595245,0.0323615,0.0192749,0.0124232,0.0319196,0.0152187,0,0,0,0,0.00546913,0.031342,0,0
