Timestep,,C7,CBL,CBR,CFL,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,x71,x72,x73,IMUR_M,RASI,RWRA,CFR
1235,0,0.0432117,0,0,0,0.0396484,0,0,0,0,0,0.00684191,0.0441686,0.00566268,0.0155035,0,0,0.0459454,0,0.0569537,0.0184146,0.0318389,0.0036515,0.0268995,0.0066406,0.0222395,0.0350984,0.00617144,0.00164286,0.00981599,0.0388621,0.00294051,0.00506538,0.00294099,0.0313609,0.00616374,0.0424933,0.0320915,0.00564707,0.0177819,0.0352522,0.015346,0.0327341,0,0,0.0318052,0,0.0343538,0.0123406,0.0527159,0.0292505,0.0289256,0.0107412,0.0215611,0.0260595,0.00518579,0.0323218,0.00495827,0.00791747,0.0156167,0.0250532,0.0134642,0.0166795,0.0187875,0.0234544,0.0133209,0.036926,0.0280218,0,0,0,0,0.0180104,0.00946256,0
1236,0,0.0429208,0,0,0,0.0399685,0,0,0,0,0,0.00661941,0.0441329,0.00544682,0.0157523,0,0,0.0461971,0,0.0569333,0.0186455,0.031791,0.00375982,0.0267892,0.00661413,0.0224821,0.0341308,0.00612866,0.00155214,0.00964242,0.0387904,0.00292887,0.00496348,0.00291174,0.0314105,0.0059328,0.042324,0.0318795,0.00551573,0.0168331,0.0345962,0.0151481,0.0327309,0,0,0.0331144,0,0.0348533,0.0127436,0.0527651,0.0282045,0.0290268,0.010781,0.0218486,0.0265173,0.00495298,0.0321377,0.00503841,0.00789235,0.0148456,0.0256407,0.0127433,0.0157015,0.0169861,0.0245779,0.0128464,0.037014,0.027669,0,0,0,0,0.0178585,0,0
1237,0,0.0423139,0,0,0,0.0398142,0,0,0,0,0,0.00638964,0.0440843,0.00526965,0.016063,0,0,0.0463453,0,0.0569332,0.0189785,0.0317531,0.00390561,0.0267401,0.00648872,0.0228542,0.0327604,0.00608279,0.00147904,0.00945281,0.0386945,0.00291026,0.00491287,0.00291308,0.0314676,0.00568935,0.041928,0.0316505,0.00553645,0.0158223,0.0353351,0.0148129,0.0324116,0,0,0.0312096,0,0.0345046,0.0119995,0.0527487,0.0271698,0.0290193,0.0107001,0.0223044,0.0272001,0.00482726,0.0320816,0.00502904,0.00785849,0.013978,0.0262292,0,0.0146806,0.0150211,0.0236852,0.0133747,0.0370595,0.0270937,0,0,0,0,0.017848,0.00963974,0
1238,0,0.042123,0,0,0,0.0395136,0,0,0,0,0,0.00620303,0.043941,0.00509097,0.0162633,0,0,0.0464768,0,0.0568799,0.0192605,0.0316745,0.00402196,0.0268307,0.00623574,0.0229921,0.0322627,0.00605324,0.00153141,0.00930005,0.0385446,0.00288752,0.00488845,0.00292575,0.031545,0.00555321,0.0417978,0.0314306,0.00547172,0.0154713,0.035363,0.0148578,0.0323487,0,0,0.031275,0,0.0346163,0.0120357,0.0526704,0.0262616,0.0291025,0.0111283,0.0225574,0.0275644,0.00461131,0.0319396,0.00509199,0.00788235,0.0135127,0.0268404,0.0114657,0.0140786,0.0141981,0.0239417,0.0133921,0.0370244,0.0268982,0,0,0,0,0.0177938,0.0095505,0
1239,0,0.0418892,0,0,0,0.0392211,0,0,0,0,0,0.00599934,0.0437734,0.00481259,0.0162634,0,0,0.0465086,0,0.0567726,0.019383,0.0315931,0.00417204,0.0267023,0.00601403,0.0228681,0.0319258,0.00600497,0.00147188,0.00917982,0.0383871,0.00284957,0.00478796,0.00290191,0.0316325,0.00550419,0.0417148,0.0311377,0.00540112,0.0147729,0.0353559,0.0146722,0.0321519,0,0,0.0311637,0,0.0347708,0.0120325,0.0526402,0.0251145,0.0291611,0.0112382,0.0225862,0.0276306,0.00438378,0.0319167,0.00500052,0.00784339,0.0130529,0.0274179,0.0108851,0.0135621,0.0140489,0.0240101,0.0133443,0.0367965,0.0267482,0,0,0,0,0.0177072,0.00897367,0
1240,0,0.0420288,0,0,0,0.0391403,0,0,0,0,0,0.00589516,0.0436073,0.00465269,0.0161715,0,0,0.046315,0,0.0566,0.0192338,0.0314971,0.00436909,0.0266904,0.00591505,0.0225719,0.0322908,0.00604421,0.00144132,0.00895029,0.0382406,0.00282044,0.00471088,0.00279722,0.0317125,0.00558159,0.0416662,0.0308285,0.0052352,0.0146492,0.0353843,0.0144028,0.0321577,0,0,0.031262,0,0.0349156,0.0121206,0.0526304,0.0236591,0.0291662,0.0116522,0.0223944,0.027514,0.00423074,0.0318072,0.00509203,0.00787079,0.0129377,0.027766,0.0104561,0.0134433,0.0145236,0.0241104,0.0132855,0.0366682,0.0269423,0,0,0,0,0.0177087,0.00864819,0
1241,0,0.0423804,0,0,0,0.038893,0,0,0,0,0,0.00580417,0.0433916,0.00459579,0.0158221,0,0,0.045563,0,0.0562345,0.0187511,0.0313881,0.00464301,0.0269104,0.00581115,0.0219059,0.0327771,0.00611893,0.0015785,0.00869952,0.038151,0.00277387,0.00464527,0.00270151,0.0317395,0.00570709,0.0413104,0.0305524,0.00487901,0.0144629,0.0353811,0.0140275,0.0323373,0,0,0.0315053,0,0.0349528,0.0122754,0.0526163,0.0230993,0.029091,0.0120055,0.0218323,0.0274537,0.00411793,0.0316277,0.00516141,0.00793724,0.0128036,0.0278228,0.0101017,0.0133212,0.0144843,0.024289,0.0132607,0.0364054,0.02738,0,0,0,0,0.0176257,0.00863276,0
1242,0,0.0419031,0,0,0,0.0380919,0,0,0,0,0,0.00559795,0.0431535,0.00454564,0.014995,0,0,0.0423867,0,0.0548363,0.0171684,0.0313345,0.00488184,0.0274843,0.00579898,0.0206555,0.032124,0.00614012,0.00191991,0.00854016,0.0382133,0.00277479,0.00464539,0.00269511,0.0317029,0.00590435,0.0391142,0.0303578,0.00469088,0.0142608,0.0354184,0.0136626,0.0320409,0,0,0.0316938,0,0.0349497,0.0123976,0.0525702,0.0231663,0.0288194,0.0120078,0.0206223,0.0273238,0.00401672,0.0314508,0.0052246,0.00798603,0.0125187,0.0278456,0.00984085,0.0130105,0.0140162,0.0244778,0.0132764,0.0357098,0.0273099,0,0,0,0,0.0173866,0.00899476,0
1243,0,0.0298679,0,0,0,0.029409,0,0,0,0,0,0.00588115,0.0408876,0.00510836,0.014078,0,0,0.0220442,0,0.0526288,0.00800556,0.0308882,0.00548755,0.0282301,0.00592946,0.0175536,0.0179607,0.00680695,0.00297503,0.00840975,0.0379298,0.00274207,0.00494442,0.00234842,0.0319454,0.00571825,0.0213473,0.0258297,0.00984844,0.0138937,0.0349151,0.0129369,0.023037,0,0,0.0331353,0,0.0350032,0.0129003,0.052343,0.0229681,0.0285195,0.0122115,0.0175091,0.0217781,0.0044864,0.0310996,0.0059618,0.00876905,0.0123595,0.0285911,0.00949827,0.0127885,0.0134133,0.0249026,0.0135348,0.0286709,0.0185923,0,0,0,0,0.0170652,0.00908996,0
1244,0,0.0307899,0,0,0,0.0303059,0,0,0,0,0,0.00569368,0.0408221,0.00520094,0.0139865,0,0,0.0220993,0,0.0526608,0.00771297,0.0307228,0.00576014,0.0282673,0.00606616,0.0175688,0.0181703,0.00693619,0.00315456,0.00825947,0.0377908,0.00284084,0.00494134,0.0022614,0.0320169,0.00594011,0.0214182,0.0256794,0.00965347,0.013848,0.0350065,0.0126047,0.0240958,0,0,0.0339266,0,0.0348897,0.013294,0.052351,0.0227576,0.0285768,0.0117547,0.0174707,0.022823,0.00453858,0.0312252,0.00596026,0.00886358,0.0126249,0.0289733,0.00982992,0.0130482,0.013587,0.0253492,0.0136135,0.0296492,0.0192715,0,0,0,0,0.0174466,0.00905599,0
1245,0,0.0312524,0,0,0,0.0304188,0,0,0,0,0,0.00560718,0.0407941,0.0053729,0.0136238,0,0,0.0224625,0,0.052643,0.00757261,0.0306139,0.00613874,0.0283634,0.00605784,0.017378,0.0186982,0.00703734,0.00317782,0.00814526,0.0377191,0.00287936,0.00484141,0.00220423,0.0320918,0.00604145,0.0216139,0.0255353,0.00950714,0.0139611,0.0350581,0.012374,0.0241381,0,0,0.0340321,0,0.0350136,0.0133299,0.0523728,0.0219267,0.0286355,0.0113866,0.0172858,0.0226019,0.00457397,0.0312398,0.00597793,0.00892491,0.0128894,0.0293047,0.0102157,0.0133118,0.0138055,0.0255321,0.013578,0.029637,0.0197442,0,0,0,0,0.0176153,0.00809302,0
1246,0,0.0317659,0,0,0,0.0308692,0,0,0,0,0,0.00551507,0.0407625,0.00554567,0.0132859,0,0,0.0228755,0,0.0526467,0.00749279,0.0305364,0.00653037,0.0283883,0.00609735,0.0172976,0.0191059,0.00712416,0.00321536,0.00816396,0.0377279,0.00288409,0.00475611,0.00219087,0.0321756,0.00621821,0.0219418,0.0254371,0.00940097,0.0139386,0.0351179,0.0122147,0.0242888,0,0,0.0342031,0,0.0350995,0.0133949,0.0524285,0.0211102,0.0286825,0.0116058,0.0171926,0.0224411,0.00455978,0.0310844,0.00620201,0.00897556,0.0130673,0.0295607,0.00955562,0.0134675,0.0137731,0.0257662,0.0135639,0.0297881,0.0202058,0,0,0,0,0.0173779,0.00768006,0
1247,0,0.0324027,0,0,0,0.030707,0,0,0,0,0,0.00564218,0.0407254,0.00575688,0.0125665,0,0,0.023512,0,0.0526414,0.00757121,0.0303971,0.00710375,0.0285397,0.00592007,0.0166999,0.0201342,0.00716034,0.00303573,0.00814664,0.0378173,0.00274827,0.00463698,0.00216637,0.0322513,0.00604159,0.0224949,0.0253933,0.00940261,0.0131836,0.0344305,0.0115203,0.0242428,0,0,0.0356858,0,0.0356823,0.0140016,0.0525097,0.0198887,0.0287521,0.0115994,0.0166376,0.0214437,0.004569,0.0309575,0.00634206,0.0089281,0.0127105,0.0298503,0.00889748,0.0130879,0.013132,0.0268882,0.0129798,0.0293958,0.0209313,0,0,0,0,0.0166252,0,0
1248,0,0.0334233,0,0,0,0.0314904,0,0,0,0,0,0.00545694,0.0406808,0.00591372,0.0123849,0,0,0.0239595,0,0.0527329,0.00758506,0.0303382,0.00746707,0.0284972,0.00614451,0.0166332,0.0208126,0.00726232,0.00293991,0.00826673,0.0378284,0.00285623,0.00468971,0.00220634,0.0323226,0.00629607,0.0230147,0.0253804,0.00930272,0.0130894,0.034503,0.0112032,0.0251161,0,0,0.0360779,0,0.0356009,0.0141892,0.0524636,0.0189552,0.0287358,0.0121042,0.0164973,0.0217793,0.00471898,0.0305846,0.00683821,0.00912459,0.0124517,0.0300836,0.00854746,0.0127716,0.0129287,0.0269417,0.0130165,0.0302462,0.0217418,0,0,0,0,0.0163585,0,0
1249,0,0.0342957,0,0,0,0.0321312,0,0,0,0,0,0.00541,0.0406428,0.00605022,0.0120375,0,0,0.0244621,0,0.0527789,0.00774315,0.0303712,0.00774344,0.0284367,0.00619891,0.0165049,0.0217304,0.0073667,0.00278709,0.00838025,0.0379143,0.00288649,0.00468442,0.00225484,0.0323528,0.00636994,0.0236236,0.0253783,0.00925637,0.0127296,0.0353216,0.0107788,0.0256404,0,0,0.0346855,0,0.0350448,0.0136818,0.0524152,0.0179228,0.0286761,0.0127978,0.0163304,0.02148,0.00480051,0.0302025,0.00724762,0.00939254,0.0117705,0.0302194,0.00807878,0.0120143,0.0124053,0.0258992,0.013548,0.0307365,0.0224783,0,0,0,0,0.0159606,0.00917159,0
1250,0,0.0351006,0,0,0,0.0322997,0,0,0,0,0,0.005406,0.0406064,0.00610298,0.011814,0,0,0.0251354,0,0.0528548,0.008004,0.0303964,0.00793611,0.0285071,0.00613252,0.0165468,0.0229198,0.00742248,0.00267403,0.00843032,0.0379656,0.00288333,0.00474893,0.00226246,0.0323901,0.00638957,0.0243882,0.0254093,0.00924779,0.0123002,0.0353656,0.0102929,0.0259701,0,0,0.0340521,0,0.0351615,0.01354,0.0523957,0.0168275,0.0286319,0.0130424,0.0162473,0.0207956,0.00493446,0.0299572,0.00757622,0.00992628,0.010886,0.0303923,0.00745497,0.011005,0.011901,0.0254039,0.0134771,0.0309527,0.02313,0,0,0,0,0.0156019,0.00934682,0
1251,0,0.0360237,0,0,0,0.0325287,0,0,0,0,0,0.00533565,0.0405867,0.00617526,0.0117487,0,0,0.0259225,0,0.0529356,0.00833267,0.0304698,0.00809475,0.0285398,0.00599119,0.0166761,0.0242507,0.00733236,0.00263017,0.00839776,0.0379981,0.00289466,0.00478379,0.00219903,0.0324733,0.00648843,0.0251624,0.0254831,0.0092788,0.011844,0.0354252,0.00983509,0.0263819,0,0,0.033723,0,0.0352173,0.0135202,0.0522623,0.01589,0.0286079,0.012107,0.0161863,0.0202121,0.00510953,0.0296453,0.00807153,0.0106461,0.0101245,0.0305652,0.00687446,0.0100851,0.0115002,0.0249461,0.0134095,0.0313229,0.02382,0,0,0,0,0.0153268,0.00942963,0
1252,0,0.035242,0,0,0,0.0321729,0,0,0,0,0,0.00505714,0.0407153,0.00613034,0.0118825,0,0,0.0255308,0,0.0529256,0.0080602,0.0306139,0.00813912,0.0283837,0.00585971,0.017228,0.0234636,0.00719549,0.00254176,0.00827304,0.0380286,0.00291888,0.0046665,0.00216787,0.0325997,0.00666076,0.0247117,0.0254895,0.00904458,0.0113599,0.0355013,0.00961586,0.0258902,0,0,0.0332129,0,0.0353341,0.0133805,0.0520636,0.0152152,0.0286664,0.0104839,0.0164853,0.0197459,0.00524761,0.0293607,0.00858001,0.0111219,0.00951416,0.0307097,0.00646237,0.00939103,0.0112655,0.0244543,0.0132854,0.0312093,0.0230429,0,0,0,0,0.0152752,0.00945542,0
1253,0,0.0356759,0,0,0,0.0357493,0,0,0,0,0,0.00487957,0.0407301,0.00611346,0.0118033,0,0,0.0244796,0,0.0533171,0.00715545,0.0306274,0.00820445,0.0283627,0.00564779,0.0172393,0.0200606,0.00722365,0.0026018,0.00825976,0.0380414,0.00293263,0.00451061,0.00212338,0.032818,0.00672668,0.0233664,0.0254498,0.00821329,0.0103697,0.0357209,0.0091745,0.0297295,0,0,0.0351241,0,0.0347494,0.0144257,0.0518616,0.0147164,0.0288198,0.00981875,0.0164389,0.0256757,0.00533421,0.0290976,0.00868675,0.0112715,0.00870276,0.030838,0.0060069,0.00851181,0.010752,0.0244675,0.0134961,0.0347664,0.0228692,0,0,0,0,0.0148935,0.00974219,0
1254,0,0.0351313,0,0,0,0.0372041,0,0,0,0,0,0.0045678,0.0407633,0.00604574,0.0119428,0,0,0.0240493,0,0.0535133,0.00680278,0.030703,0.00817561,0.0282727,0.00562524,0.0175357,0.0187696,0.00726069,0.00260489,0.00820165,0.0380718,0.00309856,0.00449165,0.00220089,0.0330252,0.00697202,0.0226308,0.0254929,0.00778585,0.00985572,0.0358358,0.00897394,0.0309348,0,0,0.0356602,0,0.0346113,0.0148293,0.0516135,0.0145146,0.0289424,0.00951382,0.0166119,0.027855,0.00537442,0.0287644,0.00881792,0.0114385,0.00816032,0.030782,0.00567867,0.00789561,0.0108118,0.0242015,0.0135142,0.0361749,0.0222134,0,0,0,0,0.0147706,0.00972917,0
1255,0,0.0344651,0,0,0,0.0388579,0,0,0,0,0,0.00426387,0.040818,0.00587572,0.0120616,0,0,0.0237867,0,0.0537468,0.00652425,0.0307628,0.00815658,0.0281164,0.00555544,0.0178172,0.0180174,0.00722785,0.0026266,0.00810544,0.0380951,0.00321907,0.00457887,0.00226954,0.0332043,0.00719221,0.021955,0.0255152,0.00731215,0.00940733,0.0359084,0.00865061,0.0319763,0,0,0.0361375,0,0.0344388,0.0152584,0.0515236,0.0141556,0.0290416,0.00927669,0.0166898,0.0299929,0.00561817,0.0287656,0.00915772,0.0117688,0.00783408,0.0307846,0.00546128,0.0075286,0.0107368,0.0240303,0.0135516,0.0376862,0.0214899,0,0,0,0,0.0147316,0.0104328,0
1256,0,0.0338764,0,0,0,0.0395189,0,0,0,0,0,0.00395467,0.0408435,0.00567014,0.0120814,0,0,0.0237522,0,0.0539443,0.00641096,0.0308497,0.008099,0.0279453,0.00550012,0.0180334,0.0177404,0.00716876,0.00261799,0.00807002,0.0380879,0.00327134,0.00455011,0.00231329,0.0333343,0.00741432,0.0215137,0.0255599,0.00697938,0.0092009,0.0359527,0.00847534,0.0324432,0,0,0.0363662,0,0.0343393,0.0154534,0.0514386,0.0139429,0.0290838,0.00920025,0.0166458,0.0310816,0.00576536,0.0286934,0.00941002,0.0120015,0.00755181,0.0308666,0.00524274,0.00721922,0.0108329,0.0238765,0.0135409,0.0385626,0.0208993,0,0,0,0,0.0146237,0.0109507,0
1257,0,0.0334487,0,0,0,0.0399377,0,0,0,0,0,0.00373264,0.0408378,0.00562402,0.0122239,0,0,0.0238206,0,0.0541497,0.00639517,0.0308605,0.00807113,0.0279362,0.00542008,0.0182824,0.0176407,0.00718216,0.00271075,0.008032,0.0380333,0.00326583,0.00450225,0.00231309,0.0334547,0.00755924,0.0212097,0.0256413,0.00668706,0.0090736,0.0360119,0.00832309,0.0328637,0,0,0.03668,0,0.0342647,0.0156335,0.0513406,0.0138061,0.0292089,0.00937336,0.0166514,0.0319296,0.00587251,0.0285849,0.00959879,0.0122441,0.00729307,0.0309757,0.00505597,0.00691955,0.0109974,0.0237947,0.0135276,0.0393861,0.0204458,0,0,0,0,0.0145366,0.0113153,0
1258,0,0.0329474,0,0,0,0.0405848,0,0,0,0,0,0.00356299,0.0408147,0.00560316,0.012412,0,0,0.0238138,0,0.0543441,0.00644452,0.03091,0.00816841,0.0279328,0.00534783,0.0184831,0.0177466,0.00718828,0.00279475,0.00799359,0.0380502,0.00323623,0.00443292,0.00231312,0.0335762,0.007702,0.0208832,0.0257282,0.00647417,0.00900286,0.0360738,0.00817802,0.0331747,0,0,0.0370979,0,0.0342358,0.015792,0.0511871,0.0136808,0.0292773,0.00956164,0.0166678,0.0326629,0.00605403,0.0285099,0.00973839,0.0124155,0.00713664,0.0311679,0.00483645,0.00669304,0.0112675,0.0237935,0.0134966,0.0400899,0.0199485,0,0,0,0,0.0145174,0.0117908,0
1259,0,0.0327545,0,0,0,0.0407918,0,0,0,0,0,0.00339786,0.0407913,0.0055158,0.0123618,0,0,0.0238049,0,0.0545416,0.00657617,0.0309985,0.00831294,0.0278523,0.00520065,0.0183745,0.0177899,0.00708521,0.00276938,0.00796982,0.0381283,0.00324107,0.00437073,0.00231604,0.0337034,0.0079393,0.0206791,0.0258157,0.00639343,0.00903797,0.0361408,0.00805982,0.0335952,0,0,0.0374508,0,0.0341847,0.015958,0.0510104,0.0135411,0.0292541,0.00978003,0.0164191,0.0332279,0.00630197,0.0284857,0.0098546,0.0126029,0.00703186,0.031374,0.00460213,0.00652857,0.0112683,0.0238881,0.0134773,0.0406291,0.0197668,0,0,0,0,0.0143422,0.0124333,0
1260,0,0.0323927,0,0,0,0.0411994,0,0,0,0,0,0.00324578,0.0407517,0.00542871,0.0123727,0,0,0.0238331,0,0.0547452,0.00675854,0.0309999,0.00843838,0.0277565,0.00506302,0.0184214,0.0179907,0.00699051,0.00289587,0.007889,0.0381387,0.00333545,0.00434093,0.00238628,0.0338265,0.00816231,0.0205409,0.0259118,0.00629512,0.00904142,0.036213,0.00788955,0.0339336,0,0,0.0375805,0,0.0341475,0.0162114,0.0509106,0.013366,0.029222,0.00995095,0.0162964,0.0338152,0.00640189,0.0285445,0.00990184,0.0126892,0.00693682,0.0315877,0.00438813,0.00638486,0.0113831,0.0239277,0.0134572,0.0411935,0.0194136,0,0,0,0,0.0141354,0.0131202,0
1261,0,0.0318805,0,0,0,0.0415703,0,0,0,0,0,0.00311768,0.0406774,0.00536024,0.0123682,0,0,0.0238682,0,0.0549489,0.00698749,0.0309473,0.00852845,0.02766,0.00496491,0.0185664,0.0182043,0.00693826,0.00308422,0.00761171,0.0380895,0.00337008,0.00428203,0.00241767,0.03392,0.0083469,0.020391,0.0260229,0.0062047,0.00891695,0.0362556,0.00769875,0.0341312,0,0,0.037765,0,0.0341293,0.0163875,0.0509152,0.0131451,0.0292394,0.00988089,0.0162594,0.0342632,0.00640271,0.0285167,0.00992118,0.0126598,0.00684716,0.0317542,0.00428388,0.00623092,0.0116528,0.0241203,0.0133974,0.0416245,0.0189394,0,0,0,0,0.0139396,0.0136661,0
1262,0,0.0314024,0,0,0,0.0418001,0,0,0,0,0,0.00312815,0.0406055,0.00522039,0.0123125,0,0,0.02384,0,0.0551435,0.00721789,0.030883,0.00863488,0.0275652,0.00481387,0.018678,0.0183248,0.00691682,0.00331593,0.00734898,0.0380296,0.00332206,0.00416476,0.00252117,0.034013,0.00866429,0.0202727,0.0261056,0.00592111,0.00875096,0.0362692,0.00752162,0.0342652,0,0,0.0380709,0,0.0341237,0.0164869,0.0509294,0.0129108,0.0292745,0.00965592,0.0162212,0.0345826,0.00638745,0.0285045,0.00987018,0.0126278,0.00679591,0.0319199,0.00427711,0.0060964,0.0119889,0.0244734,0.0133229,0.0419025,0.0185524,0,0,0,0,0.0137415,0.0140417,0
1263,0,0.0311717,0,0,0,0.0415884,0,0,0,0,0,0.00320005,0.0405932,0.00513586,0.0122763,0,0,0.0237808,0,0.0553224,0.00742343,0.0307926,0.00876176,0.0275994,0.0046447,0.0186425,0.0182817,0.00699189,0.0034902,0.00716347,0.0379677,0.00334508,0.00410656,0.0025891,0.0341353,0.0090394,0.0202624,0.0261685,0.00548197,0.00858209,0.0362976,0.00721777,0.0344293,0,0,0.0383674,0,0.0341284,0.0166293,0.0508764,0.0126386,0.0293851,0.00931304,0.0161536,0.0347899,0.00646453,0.0283635,0.00983074,0.0126471,0.00667664,0.0320729,0.00417766,0.00590431,0.0124696,0.0248345,0.0132555,0.0420492,0.018409,0,0,0,0,0.013524,0.0144542,0
1264,0,0.031034,0,0,0,0.0415681,0,0,0,0,0,0.00339652,0.0405991,0.00510957,0.012184,0,0,0.0237937,0,0.055503,0.00760675,0.0306816,0.00896101,0.0276105,0.00443903,0.0185073,0.0183279,0.00700494,0.00360562,0.00695949,0.0379288,0.0033498,0.00402889,0.00261182,0.0342653,0.00944283,0.0203589,0.0262252,0.00542041,0.00849851,0.0363303,0.00695316,0.0345422,0,0,0.0385958,0,0.0341515,0.0168046,0.0508044,0.0124221,0.0294768,0.00915632,0.0160895,0.0349644,0.00654014,0.0282889,0.00990599,0.0127714,0.00654235,0.0322166,0.00401533,0.00571439,0.0128428,0.0251157,0.0132095,0.0420945,0.0183238,0,0,0,0,0.0133125,0.0150026,0
1265,0,0.030844,0,0,0,0.0411998,0,0,0,0,0,0.00325147,0.0405966,0.00515937,0.012198,0,0,0.0237141,0,0.0556446,0.00769753,0.0306458,0.00909869,0.0274583,0.0043648,0.0186653,0.0180942,0.0069756,0.00335473,0.00681262,0.0378755,0.00344095,0.00404005,0.00258444,0.03439,0.00995284,0.0205393,0.0263282,0.00564433,0.00868042,0.0363275,0.00684519,0.0340133,0,0,0.0385093,0,0.0342547,0.0168363,0.0506994,0.0122971,0.0294987,0.00932986,0.0163116,0.0343813,0.00661312,0.0282911,0.0101358,0.013106,0.00646502,0.0323865,0.00384021,0.00560366,0.0131573,0.0252783,0.0131251,0.0416341,0.018159,0,0,0,0,0.013365,0.0155174,0
1266,0,0.030807,0,0,0,0.0417763,0,0,0,0,0,0.00356761,0.0405257,0.00513697,0.0119615,0,0,0.0235995,0,0.0558522,0.00774494,0.0305609,0.00932761,0.0274498,0.00416813,0.0184621,0.0184085,0.00702906,0.00359729,0.00658601,0.0378194,0.003521,0.00399837,0.00261426,0.0345299,0.0102641,0.020675,0.0264617,0.00589427,0.00865207,0.0363093,0.0066663,0.0343917,0,0,0.0389069,0,0.03415,0.0170541,0.0506105,0.012192,0.0295762,0.00932756,0.0162206,0.0349877,0.00674731,0.0282533,0.0103399,0.0134359,0.00626331,0.0325236,0.00365281,0.00541924,0.013253,0.0255833,0.0131188,0.0420718,0.0182514,0,0,0,0,0.0131344,0.0160456,0
1267,0,0.0308479,0,0,0,0.0423082,0,0,0,0,0,0.00384057,0.0404616,0.00510735,0.0116495,0,0,0.0235045,0,0.0560226,0.00777646,0.0305155,0.00955246,0.027459,0.00403424,0.0182816,0.0186081,0.00708532,0.00389287,0.00648482,0.0377786,0.00361741,0.00395811,0.00270957,0.0346326,0.0105444,0.0208254,0.0265855,0.00603598,0.00860863,0.036313,0.00654387,0.034704,0,0,0.0393602,0,0.0340908,0.0172577,0.0505122,0.012102,0.029677,0.00954749,0.0161034,0.0354304,0.00688868,0.0281796,0.0104572,0.0134305,0.00614516,0.03262,0.00350077,0.00531433,0.013315,0.0259462,0.0131014,0.0423865,0.0184083,0,0,0,0,0.0128275,0.0165337,0
1268,0,0.0311588,0,0,0,0.0423765,0,0,0,0,0,0.00417064,0.0403383,0.00503569,0.0113195,0,0,0.0234092,0,0.0561672,0.00781462,0.0305066,0.009763,0.0274152,0.00395278,0.0180099,0.0186544,0.00705617,0.00417911,0.00638221,0.0377614,0.00362416,0.00385685,0.00270276,0.0347269,0.0109356,0.0210311,0.0267215,0.00622682,0.00852513,0.0363159,0.00641734,0.03499,0,0,0.0398484,0,0.0340585,0.0174806,0.0504239,0.0119852,0.0297727,0.00986661,0.0158569,0.0357006,0.00698739,0.028111,0.0103929,0.0134403,0.00611843,0.0326553,0.00361284,0.00528407,0.0133529,0.0262449,0.0130862,0.0426186,0.0188042,0,0,0,0,0.0123827,0.0169018,0
1269,0,0.0316119,0,0,0,0.0422108,0,0,0,0,0,0.00451283,0.0401855,0.00501351,0.0111479,0,0,0.0232564,0,0.0562844,0.00786523,0.0305049,0.00995993,0.0274301,0.00387264,0.0176888,0.0185295,0.00704685,0.00434781,0.00623476,0.0377648,0.0035825,0.00377535,0.0028337,0.0347985,0.011293,0.0212484,0.0268579,0.00642597,0.00842447,0.0362782,0.00625998,0.0351699,0,0,0.0402785,0,0.0340084,0.0176643,0.0502791,0.0117871,0.0298651,0.0100675,0.0155538,0.0357252,0.00728918,0.0280805,0.0102722,0.0135315,0.00615404,0.0326779,0.00433272,0.00528562,0.0134256,0.0265491,0.0130504,0.0426772,0.0193215,0,0,0,0,0.0120863,0.0172324,0
1270,0,0.0316941,0,0,0,0.0401959,0,0,0,0,0,0.00521125,0.0400745,0.00472442,0,0,0,0.0226712,0,0.0561869,0.00766443,0.0304719,0.00987733,0.0281508,0.00403249,0.0155797,0.01734,0.00678337,0.00440125,0.00631371,0.0380118,0.00312603,0.00335371,0.0028034,0.0346685,0.0112761,0.0210106,0.0268651,0.00663692,0.00829076,0.0361664,0.00604624,0.0338947,0,0,0.0391998,0,0.0342709,0.0171727,0.0503171,0.0117467,0.0299553,0.00968394,0.0134742,0.0336023,0.00760771,0.0281549,0.0102469,0.0133726,0.00589069,0.0325035,0.00551396,0.00509977,0.0136779,0.0260239,0.0128882,0.0404067,0.0198205,0,0,0,0,0.0103571,0.0176227,0
