Timestep,,C7,CBL,CBR,CFL,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,x71,x72,x73,IMUR_M,RASI,RWRA,CFR
464,0,0.0210346,0,0,0,0.0192368,0,0,0,0,0,0.00647857,0.044365,0.0112641,0.0116307,0,0,0.0422495,0,0.0570363,0.0182056,0.0289482,0.0267275,0.0289483,0.00564558,0.0212814,0.0444343,0.0120928,0.0069539,0.0119618,0.0447332,0.00632469,0.00662526,0.00602504,0.0358464,0.0124272,0.0345331,0.0334049,0.00871785,0.0174483,0.0399708,0.0301354,0.010994,0,0,0.0231645,0,0.0347634,0.0107818,0.0533688,0.0436476,0.0232871,0.0055902,0.0118821,0.0074801,0.00910838,0.034886,0.013977,0.00790624,0.0273331,0.00875097,0.0275695,0.0272561,0.0194132,0.0110522,0.0158354,0.0192126,0.0176356,0,0,0,0,0,0.0104359,0
465,0,0.0212527,0,0,0,0.0196167,0,0,0,0,0,0.00573885,0.044144,0.01108,0.0113542,0,0,0.0424078,0,0.0570685,0.0182955,0.0288712,0.0280389,0.028958,0.00460845,0.021747,0.0446634,0.0124051,0.00724374,0.0121428,0.0450497,0.00640321,0.00674954,0.00641733,0.0359951,0.0128715,0.0346405,0.0333815,0.00873035,0.0175119,0.0399342,0.029844,0.0110945,0,0,0.0237342,0,0.034712,0.011064,0.0533598,0.0433323,0.0235386,0.00535348,0.0117039,0.00707346,0.00924116,0.034613,0.0137106,0.00803862,0.027267,0.0088808,0.0275098,0.0271683,0.0199636,0.0115714,0.0156971,0.0196853,0.0178086,0,0,0,0,0,0.0103471,0
466,0,0.0214786,0,0,0,0.0200187,0,0,0,0,0,0.00561427,0.0439694,0.0109223,0.0109115,0,0,0.0426242,0,0.0571156,0.0183924,0.0287996,0.0293413,0.0290003,0.0035893,0.0222067,0.0449992,0.0126854,0.00767948,0.0121998,0.0452507,0.00654738,0.00688405,0.00686581,0.0361378,0.0138049,0.0347908,0.0333581,0.00875306,0.0176366,0.0399356,0.0298357,0.0111934,0,0,0.0243676,0,0.0347068,0.0112823,0.0533059,0.0433238,0.023725,0.00530111,0.0116376,0.0067551,0.00927189,0.0344282,0.0132211,0.00815036,0.0272051,0.0093189,0.0272794,0.0270775,0.0205712,0.0121069,0.0155584,0.020148,0.0179875,0,0,0,0,0,0.0102141,0
467,0,0.0216716,0,0,0,0.0204756,0,0,0,0,0,0.00611362,0.043858,0.0108748,0.0107528,0,0,0.0428289,0,0.0571707,0.0185957,0.028795,0.0305393,0.0286704,0.00307021,0.0233683,0.0452128,0.0130666,0.00806553,0.0119718,0.0454331,0.00676658,0.00718488,0.0073665,0.0363057,0.0148104,0.0349609,0.0333665,0.00878709,0.0177499,0.0399821,0.0299677,0.0112164,0,0,0.0250879,0,0.0347468,0.0114556,0.0531779,0.0431125,0.0235133,0.00570309,0.0124389,0.00641538,0.00938911,0.0341762,0.0125251,0.00836348,0.02704,0.00993082,0.0269695,0.0270199,0.0213108,0.0128404,0.0154584,0.0206727,0.0181127,0,0,0,0,0.0210312,0.0101474,0
468,0,0.0218623,0,0,0,0.0207703,0,0,0,0,0,0.00667709,0.0438006,0.0106616,0.0101543,0,0,0.0429424,0,0.0572304,0.018831,0.0288019,0.0313898,0.0291087,0.00306748,0.022861,0.0454955,0.0132888,0.00810365,0.0115607,0.0454322,0.00699832,0.00753161,0.00776785,0.0365236,0.0162702,0.0350871,0.0333831,0.00881285,0.0169702,0.0400257,0.0304828,0.0113825,0,0,0.0253239,0,0.0347257,0.011497,0.0531764,0.0433773,0.0241726,0.00667268,0.0118838,0.00641004,0.00937809,0.0336388,0.0118255,0.00849218,0.0271461,0.0103648,0.0272456,0.0274015,0.0220758,0.012948,0.0153384,0.0209061,0.0182456,0,0,0,0,0,0.0101193,0
469,0,0.0219554,0,0,0,0.021251,0,0,0,0,0,0.00778178,0.0436634,0.0105081,0.0107235,0,0,0.0432288,0,0.0573159,0.0191248,0.028945,0.0322898,0.0285281,0.00312267,0.0249806,0.0455374,0.01333,0.00815463,0.0116115,0.0455478,0.00718258,0.00788839,0.00820674,0.0367476,0.0177083,0.0353499,0.0334188,0.00890271,0.0167333,0.0400997,0.0302175,0.0112845,0,0,0.0259806,0,0.0347929,0.0118819,0.0530433,0.0427695,0.023784,0.00788303,0.0135435,0.00614965,0.00976517,0.0327375,0.0114272,0.00891379,0.0270879,0.01039,0.0273474,0.0276898,0.0228074,0.0136799,0.0153223,0.0215669,0.0181778,0,0,0,0,0.0222579,0.0104177,0
470,0,0.0221024,0,0,0,0.0215855,0,0,0,0,0,0.00872575,0.0434704,0.0103404,0.0106388,0,0,0.0434165,0,0.0573841,0.0192688,0.0290877,0.0330989,0.0283697,0.00332465,0.0256752,0.045622,0.0130481,0.00803727,0.0116217,0.0455684,0.00749183,0.00824657,0.00861304,0.0369323,0.0192003,0.0354612,0.0334196,0.00895645,0.015952,0.0401409,0.0292085,0.011389,0,0,0.0266364,0,0.034748,0.0121849,0.0528464,0.0424788,0.0238567,0.00930209,0.0137159,0.00632223,0.0101089,0.0319692,0.0113276,0.00923611,0.0272105,0.0102352,0.0274209,0.0280363,0.0229214,0.0140315,0.0152366,0.0219178,0.018161,0,0,0,0,0.0227636,0.0105262,0
471,0,0.0220277,0,0,0,0.0218398,0,0,0,0,0,0.00946402,0.0433665,0.0101242,0.0105925,0,0,0.0434433,0,0.0574374,0.0192662,0.0292753,0.0337438,0.0282298,0.00362907,0.0263447,0.0453701,0.0128815,0.00780711,0.0113694,0.045319,0.00790622,0.00865515,0.00892891,0.0370767,0.0206378,0.0353223,0.0334158,0.0090012,0.0151222,0.0401318,0.0282063,0.0113206,0,0,0.0275373,0,0.0346269,0.0125011,0.052619,0.0423942,0.0239233,0.0106836,0.0138111,0.00645508,0.0105304,0.03127,0.0116382,0.00960072,0.0270753,0.0103139,0.0272073,0.0280597,0.0226325,0.0144911,0.0151572,0.0222049,0.0178823,0,0,0,0,0.0226273,0.0104513,0
472,0,0.0220659,0,0,0,0.0219071,0,0,0,0,0,0.00936789,0.0432658,0.0101132,0.0100569,0,0,0.0432587,0,0.0574862,0.019183,0.0294538,0.0342029,0.028215,0.00398085,0.0257187,0.0453188,0.0126061,0,0.010947,0.0447915,0.00857214,0.00923188,0.0092548,0.0374499,0.0209322,0.0350837,0.0334182,0.00900923,0.0138555,0.0401736,0.0274528,0.0114272,0,0,0.0279702,0,0.034534,0.0125895,0.052373,0.0425727,0.0240756,0.0115147,0.0127928,0.00669097,0.0111406,0.0303848,0.0121096,0.0102929,0.026636,0.0106059,0.0267992,0.0278193,0.0222288,0.014507,0.0150008,0.0221836,0.0177707,0,0,0,0,0.0215602,0.0104935,0
473,0,0.0219164,0,0,0,0.0219118,0,0,0,0,0,0.0114525,0.0432218,0.00979193,0.00935059,0,0,0.043018,0,0.0575968,0.0191458,0.0296483,0.0353431,0.0287428,0.00456317,0.0255448,0.0449441,0.0126087,0.00747669,0.0107049,0.0448338,0.00891517,0.00953322,0.00974955,0.0375666,0.0237624,0.0348792,0.0334651,0.00907821,0.0128075,0.0402179,0.026835,0.0114503,0,0,0.0287452,0,0.0344472,0.0128394,0.0521672,0.0428072,0.0241883,0.0117396,0.0122486,0.00677647,0.0115917,0.0297195,0.0124685,0.0110184,0.0263219,0.0109394,0.0265089,0.0276605,0.021649,0.0149553,0.0149237,0.0222138,0.0175701,0,0,0,0,0.0205469,0.0105888,0
474,0,0.021841,0,0,0,0.0218749,0,0,0,0,0,0.0117869,0.0432589,0.00956238,0.00865855,0,0,0.042712,0,0.0577082,0.0191426,0.0298522,0.0360498,0.028886,0.00488839,0.0251753,0.0446483,0.0120001,0.0072088,0.0101678,0.0448862,0.00942549,0.00990732,0.0100914,0.0378192,0.0248927,0.0346662,0.0335413,0.00921616,0.0117978,0.0402104,0.0261436,0.0115438,0,0,0.0293928,0,0.0343,0.0130341,0.0518672,0.0431475,0.0243406,0.011541,0.0117511,0.00696412,0.0120412,0.0290974,0.0126122,0.0117292,0.0260112,0.0114428,0.0261072,0.027497,0.0210898,0.0152022,0.0148068,0.0222062,0.0173285,0,0,0,0,0.0197459,0.010527,0
475,0,0.0217612,0,0,0,0.0218578,0,0,0,0,0,0.0119526,0.0433415,0.00926513,0.0079181,0,0,0.0423683,0,0.0578198,0.0190978,0.0300647,0.0366482,0.0289878,0.0050929,0.0248106,0.0443017,0.0113813,0.00698865,0.00960764,0.0449601,0.00987049,0.0102472,0.010423,0.0380858,0.0259275,0.034404,0.033651,0.00946358,0.0109592,0.0402429,0.0254744,0.0116353,0,0,0.0300422,0,0.0342004,0.0132793,0.0513755,0.0435322,0.0245236,0.0113194,0.0110116,0.00716046,0.0124054,0.0285895,0.0126727,0.0124002,0.0256332,0.0121829,0.0255501,0.0272787,0.0208261,0.0154584,0.0146609,0.0222026,0.0170275,0,0,0,0,0.0187681,0.0105505,0
476,0,0.0216588,0,0,0,0.0219031,0,0,0,0,0,0.012025,0.0433103,0.00897554,0.00711908,0,0,0.0419165,0,0.0579378,0.0189439,0.0303304,0.0371833,0.0290745,0.00521691,0.024373,0.0437793,0.0109888,0.00671122,0.00911897,0.0450395,0.0101726,0.0106038,0.0107226,0.0383995,0.0268929,0.0340523,0.0337315,0.0098031,0.0104643,0.040307,0.0248247,0.0117939,0,0,0.030765,0,0.0341104,0.0135049,0.0508264,0.0439268,0.0247136,0.011451,0.0103563,0.0074445,0.0127353,0.0281336,0.0126666,0.0130652,0.0251983,0.0129842,0.024975,0.026971,0.021055,0.0157481,0.0144935,0.0221832,0.0166565,0,0,0,0,0.0174308,0.0107517,0
477,0,0.0215567,0,0,0,0.0219758,0,0,0,0,0,0.0121989,0.0432973,0.00863192,0.0062633,0,0,0.0413672,0,0.058073,0.018726,0.0306326,0.0376627,0.0291397,0.00525065,0.0238222,0.0431505,0.0105139,0.00644653,0.00865193,0.0450787,0.0105577,0.0110005,0.010974,0.0387433,0.0278241,0.0336462,0.0337977,0.00998667,0.0104255,0.0403234,0.0240403,0.0121215,0,0,0.031491,0,0.0339363,0.0137169,0.050259,0.0440126,0.0249729,0.0124219,0.00988343,0.00794869,0.0131014,0.0276767,0.012685,0.0137409,0.0246264,0.0137287,0.0243051,0.0264864,0.0216146,0.0159577,0.014323,0.0221444,0.0162698,0,0,0,0,0.0159426,0.0108722,0
478,0,0.021426,0,0,0,0.0220284,0,0,0,0,0,0.0126064,0.0433181,0.0082211,0.00543911,0,0,0.0408278,0,0.0581901,0.0185746,0.0310057,0.0380846,0.0291917,0.00520424,0.0232225,0.042598,0.00992669,0.00618904,0.00825058,0.0450916,0.0109111,0.0111828,0.011216,0.039064,0.0286133,0.0332603,0.0338835,0.00999407,0.0105448,0.040361,0.0232786,0.0125279,0,0,0.0322304,0,0.0337764,0.0138627,0.0497182,0.043976,0.0253447,0.0136875,0.00959839,0.00852038,0.013521,0.0271725,0.0127818,0.0144232,0.0239967,0.0144456,0.0235517,0.0259876,0.0220872,0.0161711,0.0141948,0.0221251,0.0158719,0,0,0,0,0.0145774,0.0110905,0
479,0,0.0212907,0,0,0,0.0220152,0,0,0,0,0,0.0131778,0.0434022,0.00777171,0.00466642,0,0,0.0402131,0,0.0583116,0.0184329,0.0314818,0.0384426,0.0293326,0.00509568,0.0224672,0.0421531,0.00949562,0.0058743,0.0078442,0.0451529,0.011158,0.0112566,0.0115105,0.0393583,0.0291257,0.0328519,0.0339787,0.0101072,0.0107035,0.0404133,0.0225355,0.0130344,0,0,0.0329002,0,0.0336389,0.0140674,0.0492436,0.0435441,0.0255846,0.0147398,0.00899214,0.00922929,0.0139987,0.0265953,0.0129316,0.0151188,0.0233687,0.0151003,0.0228253,0.0255175,0.0225912,0.0163292,0.0141108,0.0220487,0.0155214,0,0,0,0,0.0131048,0.0113426,0
480,0,0.0211714,0,0,0,0.0219441,0,0,0,0,0,0.0139422,0.0435224,0.00744884,0.0039285,0,0,0.0396932,0,0.0584507,0.0183211,0.0319473,0.0386651,0.0294969,0.00509791,0.0217065,0.0417881,0.00910997,0.00581078,0.00756027,0.0453073,0.0112898,0.0113566,0.0118187,0.0396327,0.0294725,0.0325231,0.0340867,0.0102523,0.0108623,0.0404246,0.0217675,0.0135996,0,0,0.0334448,0,0.0334636,0.014362,0.0489069,0.0425448,0.0258033,0.0154397,0.00855881,0.0100356,0.0144494,0.0260566,0.0131408,0.0157787,0.0228213,0.0157143,0.0221735,0.0251052,0.0229852,0.0163012,0.0140575,0.0219246,0.0152436,0,0,0,0,0.0116295,0.0115962,0
481,0,0.0210628,0,0,0,0.0218557,0,0,0,0,0,0.0144967,0.0435226,0.0072466,0.00323146,0,0,0.0392695,0,0.0585665,0.0182019,0.0323818,0.0386035,0.0296211,0.00510661,0.0209857,0.0414472,0.00875511,0.00572861,0.00741083,0.0455349,0.0113349,0.0115182,0.0119843,0.039833,0.0294326,0.0322957,0.0341462,0.0103916,0.0110547,0.0404752,0.0210772,0.0142088,0,0,0.0339827,0,0.0333264,0.0146934,0.0486577,0.0410778,0.0260454,0.0159672,0.00831398,0.0108893,0.0148446,0.0255967,0.0134179,0.0164031,0.0223246,0.0163556,0.0215447,0.0247294,0.0232465,0.0162247,0.0140601,0.0217573,0.0150305,0,0,0,0,0.01022,0.0118524,0
482,0,0.0209152,0,0,0,0.0217197,0,0,0,0,0,0.014914,0.0435392,0.00714896,0.00268414,0,0,0.0389417,0,0.0587264,0.0181178,0.0327786,0.0382961,0.029766,0.00514983,0.0203977,0.0411348,0.00841396,0.00598087,0.00734489,0.045822,0.0114132,0.0116002,0.0119998,0.0399332,0.0292603,0.0321516,0.0342131,0.010558,0.0114196,0.0404967,0.0205315,0.0147374,0,0,0.034458,0,0.0331899,0.0149568,0.048457,0.0394501,0.0263564,0.0163682,0.00804152,0.0116658,0.0151732,0.0251868,0.0137624,0.0170553,0.021818,0.01708,0.0208677,0.0243717,0.0235411,0.0161278,0.0140418,0.0215588,0.0148125,0,0,0,0,0.00881402,0.0120096,0
483,0,0.020728,0,0,0,0.0214722,0,0,0,0,0,0.0150935,0.0436099,0.00715937,0.00228205,0,0,0.0385141,0,0.0589551,0.0179834,0.0331556,0.037863,0.029907,0.00518355,0.0197093,0.0408044,0.00789383,0.0061916,0.00738617,0.0461024,0.0115129,0.0115992,0.0121152,0.0399263,0.028856,0.0319368,0.0342918,0.0107336,0.0117612,0.0404846,0.0199735,0.0153186,0,0,0.0350128,0,0.0330047,0.0151509,0.0482962,0.0377722,0.0267759,0.0164499,0.00777874,0.0124792,0.0154401,0.0248275,0.014143,0.0176876,0.0212945,0.017826,0.0201569,0.0239963,0.0238478,0.0160454,0.0140273,0.02129,0.0146114,0,0,0,0,0.00739066,0.0121635,0
484,0,0.0204849,0,0,0,0.0211345,0,0,0,0,0,0.0150165,0.0436707,0.00737896,0.00219354,0,0,0.0380696,0,0.0591841,0.0178421,0.0336302,0.0372875,0.0300397,0.00525071,0.0190493,0.0406811,0.00735874,0.00615557,0.00754877,0.0464127,0.0116488,0.011633,0.0123683,0.0398849,0.028317,0.0316908,0.0343805,0.0109285,0.012162,0.0405091,0.019313,0.0157228,0,0,0.0355288,0,0.032914,0.0151945,0.048015,0.0361539,0.0271533,0.0167124,0.00734662,0.0129764,0.0157128,0.0244922,0.0145441,0.0182842,0.0207051,0.0185263,0.0194393,0.0235723,0.0241293,0.0160892,0.0140149,0.020978,0.0144348,0,0,0,0,0.0061184,0.0122698,0
485,0,0.0201948,0,0,0,0.0207259,0,0,0,0,0,0.0148508,0.043766,0.0077024,0.00232509,0,0,0.0375787,0,0.0594103,0.0176749,0.0341671,0.0364892,0.0301948,0.00539222,0.0184699,0.0406399,0.00701241,0.00619487,0.00785169,0.0467398,0.0118574,0.0117425,0.0127776,0.0398322,0.0277699,0.0314017,0.0344908,0.01113,0.0126536,0.0405613,0.0185761,0.0159475,0,0,0.0359153,0,0.0329042,0.015291,0.0476461,0.0346296,0.0275216,0.0169548,0.00698118,0.0132126,0.0159826,0.0241783,0.0149724,0.0188215,0.0201153,0.0192087,0.0187711,0.0231295,0.0243647,0.0161254,0.0139866,0.0206332,0.0142869,0,0,0,0,0.00511576,0.012315,0
486,0,0.0198764,0,0,0,0.0203104,0,0,0,0,0,0.0147863,0.0438804,0.00804333,0.00246493,0,0,0.0370907,0,0.0595105,0.0174696,0.0346098,0.0354359,0.0303508,0.0056396,0.0179902,0.04054,0.00680361,0.00637965,0.00825809,0.0469981,0.012153,0.0119971,0.0132074,0.039817,0.0273153,0.0311452,0.0346092,0.0113277,0.0131387,0.0405573,0.0178779,0.0160582,0,0,0.0361118,0,0.0328359,0.015393,0.0473463,0.0333084,0.0279659,0.0170596,0.00678402,0.0133775,0.0161306,0.0239629,0.015361,0.0191967,0.0197229,0.0198838,0.0181524,0.0227298,0.0245637,0.0161044,0.013998,0.0202812,0.0141258,0,0,0,0,0.00404625,0.0123419,0
487,0,0.0188627,0,0,0,0.0196452,0,0,0,0,0,0.0141285,0.0440195,0.00823839,0.00242893,0,0,0.0370095,0,0.0593412,0.0174755,0.0349226,0.0342597,0.0304674,0.00601808,0.0180992,0.041338,0.00664565,0.00649306,0.00852806,0.0471653,0.0124617,0.0123816,0.0136482,0.0398736,0.0271293,0.0310455,0.0347876,0.0115339,0.0136624,0.0404662,0.0174261,0.0145828,0,0,0.0352802,0,0.0330962,0.0149804,0.0470081,0.0319449,0.0282222,0.0175417,0.00702725,0.011537,0.0162469,0.0237404,0.0157108,0.0195337,0.0194304,0.0204588,0.0176147,0.0224283,0.024971,0.016282,0.0137875,0.0199826,0.0135147,0,0,0,0,0.00338054,0.0123012,0
488,0,0.0186474,0,0,0,0.0193154,0,0,0,0,0,0.0137749,0.0441093,0.00859196,0.00259598,0,0,0.0364332,0,0.0593556,0.0172841,0.0350253,0.0333126,0.030687,0.00635196,0.0177205,0.0410648,0.00639654,0.00684835,0.00883266,0.0471844,0.0127964,0.0129804,0.0140313,0.0399175,0.026339,0.0307658,0.0349194,0.0117368,0.0138961,0.040476,0.0168548,0.0147229,0,0,0.0357038,0,0.0330245,0.0150935,0.046753,0.0307236,0.0285014,0.0178214,0.00714178,0.0116167,0.0161496,0.0237082,0.0158606,0.0196103,0.019022,0.0209708,0.01707,0.0219463,0.0250105,0.0164775,0.0136526,0.0196563,0.0133995,0,0,0,0,0.00254481,0.0124424,0
489,0,0.018364,0,0,0,0.0190017,0,0,0,0,0,0.0133808,0.0442693,0.00902157,0.00280914,0,0,0.0358557,0,0.05939,0.0170767,0.035105,0.0329049,0.0308334,0.00658317,0.0174138,0.0408981,0.00616974,0.00725109,0.00914585,0.047099,0.0130657,0.0134622,0.0142947,0.0398517,0.0256034,0.0304741,0.0350384,0.0118916,0.0139653,0.0404835,0.0164605,0.0146794,0,0,0.0361105,0,0.0329728,0.0151915,0.0465851,0.0297957,0.0285683,0.0181235,0.00726627,0.0114862,0.0159706,0.0237735,0.0159322,0.0196023,0.018678,0.021422,0.0166651,0.0215629,0.0248168,0.0168121,0.0135374,0.019353,0.013274,0,0,0,0,0.0019591,0.0125229,0
490,0,0.0180419,0,0,0,0.0187282,0,0,0,0,0,0.0133181,0.0444394,0.00940851,0.00300026,0,0,0.0353662,0,0.0594392,0.0168156,0.0350854,0.0329648,0.0309631,0.00676202,0.0172592,0.040757,0.00595211,0.00772473,0.00942071,0.0469471,0.013204,0.0138458,0.0143784,0.0396059,0.0253266,0.0301868,0.0351186,0.012026,0.0138804,0.0404845,0.0161659,0.0144864,0,0,0.0364232,0,0.0329454,0.0152775,0.0465343,0.0289973,0.0284866,0.0184126,0.00728278,0.0112142,0.0156983,0.023915,0.0159224,0.0195333,0.018491,0.0217781,0.0163591,0.0213296,0.024475,0.0172032,0.0134596,0.0190994,0.013099,0,0,0,0,0.00167618,0.0126084,0
491,0,0.0178604,0,0,0,0.0185885,0,0,0,0,0,0.0134151,0.044541,0.00972617,0.00308158,0,0,0.0342667,0,0.0595869,0.0161373,0.0348281,0.0330945,0.031018,0.00689452,0.0173549,0.0398325,0.00562316,0.00859113,0.00970113,0.0467077,0.0131205,0.0139733,0.0141621,0.0391911,0.025119,0.0296193,0.0351224,0.0121576,0.013587,0.0404894,0.0156459,0.0148467,0,0,0.0370799,0,0.0328628,0.0155758,0.0465553,0.0283489,0.0283548,0.018027,0.00754064,0.0118087,0.0153277,0.0240307,0.0158354,0.0193596,0.0182273,0.0221078,0.0159603,0.0210019,0.0235775,0.0174493,0.0134701,0.0188274,0.012871,0,0,0,0,0.00182067,0.0125821,0
492,0,0.0174595,0,0,0,0.0183075,0,0,0,0,0,0.0135421,0.0445536,0.00972544,0.00353174,0,0,0.0335197,0,0.0596305,0.0156541,0.0345142,0.032971,0.0311562,0.0071583,0.0171532,0.0396606,0.00540909,0.00918188,0.00956333,0.0465997,0.012877,0.0137548,0.0138498,0.0388351,0.0254132,0.0291664,0.0351295,0.0122867,0.0132449,0.0405045,0.0152053,0.0146254,0,0,0.0372061,0,0.0329111,0.0156508,0.0466124,0.027446,0.0280861,0.0174688,0.00748801,0.0114999,0.0149823,0.0239995,0.0157371,0.0191806,0.0179154,0.0223892,0.0155544,0.0206235,0.0230323,0.0177128,0.0133891,0.018553,0.0126606,0,0,0,0,0.00205823,0.0124813,0
493,0,0.0170839,0,0,0,0.0180631,0,0,0,0,0,0.0137612,0.0445903,0.0095458,0.00409843,0,0,0.0328063,0,0.0596688,0.015304,0.0341654,0.032224,0.0312294,0.00737356,0.0170008,0.0395756,0.00549312,0.00955209,0.0091265,0.0465923,0.0125049,0.0133787,0.0134075,0.0385293,0.0258776,0.028719,0.0351535,0.0124118,0.0129213,0.0405565,0.0148699,0.014427,0,0,0.0373497,0,0.032984,0.0157089,0.046731,0.0267376,0.027828,0.0169783,0.007445,0.0112661,0.0146204,0.0240895,0.015607,0.0189768,0.0176564,0.0226861,0.0152307,0.020285,0.0224801,0.0180403,0.0133239,0.0183157,0.0124405,0,0,0,0,0.00250247,0.012581,0
494,0,0.0167291,0,0,0,0.0179083,0,0,0,0,0,0.0141849,0.044609,0.0091464,0.00474851,0,0,0.0321944,0,0.0596795,0.0151034,0.0338047,0.0309185,0.0312061,0.00745154,0.0168712,0.039506,0.00586177,0.00955776,0.00847295,0.046649,0.0120277,0.0128714,0.0128081,0.0382452,0.0264352,0.028323,0.0351641,0.0124751,0.0127183,0.040581,0.0145923,0.0142603,0,0,0.0375007,0,0.0330213,0.0157324,0.0469489,0.0261069,0.0274935,0.0166038,0.00738186,0.0111028,0.0142661,0.0242549,0.0154311,0.0187554,0.0174757,0.0229482,0.0149312,0.0199958,0.0221272,0.0183483,0.0132275,0.0180995,0.0122294,0,0,0,0,0.00287158,0.0126712,0
495,0,0.0163684,0,0,0,0.01776,0,0,0,0,0,0.0148409,0.0446265,0.0084953,0.00541535,0,0,0.0316514,0,0.0597036,0.0149041,0.0334377,0.0292416,0.0311865,0.00739677,0.0166947,0.0394806,0.00643007,0.0095272,0.0076311,0.0466386,0.0113622,0.0120803,0.0121545,0.037991,0.0271227,0.0279499,0.0351674,0.0124975,0.0126959,0.0405556,0.0143907,0.0141303,0,0,0.0377157,0,0.0330156,0.0157065,0.0472644,0.0255911,0.0270159,0.0164454,0.00721895,0.0109437,0.0138741,0.0245467,0.0152223,0.0184878,0.0173149,0.0232066,0.0146572,0.0197377,0.0218408,0.0186292,0.0131218,0.0179006,0.0120234,0,0,0,0,0.00317359,0.0127243,0
496,0,0.0159797,0,0,0,0.0175961,0,0,0,0,0,0.0155477,0.0446789,0.00773025,0.00617786,0,0,0.0312253,0,0.0597413,0.014657,0.0331109,0.027539,0.0310793,0.00720838,0.0165257,0.0394451,0.00724224,0.0102697,0.00661179,0.0467007,0.0106782,0.01115,0.0116375,0.0377466,0.0276744,0.0275799,0.0351771,0.0125272,0.0126728,0.0405017,0.0140543,0.0139607,0,0,0.0378968,0,0.0329865,0.0157053,0.047564,0.0249473,0.0266766,0.0162688,0.00678618,0.0107607,0.0134848,0.0247526,0.0149153,0.0181206,0.0169185,0.0234912,0.0142918,0.0192376,0.0215515,0.0188332,0.0130044,0.0177065,0.0118241,0,0,0,0,0.00334035,0.012575,0
497,0,0.0155983,0,0,0,0.0174257,0,0,0,0,0,0.0163782,0.0447455,0.00683682,0.0068826,0,0,0.0309101,0,0.0597434,0.0144281,0.0327913,0.0260238,0.0309245,0.00699277,0.0163922,0.0394397,0.00826242,0.01079,0.00547547,0.0467259,0.00996709,0.0101524,0.0108695,0.0375314,0.0284465,0.027255,0.0352025,0.012606,0.012637,0.0405002,0.0136201,0.0138368,0,0,0.0380222,0,0.0329738,0.0157013,0.0478455,0.0241638,0.02651,0.0160385,0.00632836,0.0105957,0.0131044,0.0248156,0.0146129,0.0177735,0.0164387,0.0237964,0.0138496,0.0186606,0.0213872,0.0190038,0.0129226,0.0175246,0.011622,0,0,0,0,0.00335866,0.0127355,0
498,0,0.0152894,0,0,0,0.0172472,0,0,0,0,0,0.0173465,0.0447809,0.00581119,0.00747748,0,0,0.0306554,0,0.0597216,0.014321,0.0324344,0.0246332,0.0307399,0.00691488,0.0162391,0.0394103,0.00920953,0.0110742,0.00452689,0.0467005,0.00927919,0.00914612,0.00990571,0.0372894,0.0294514,0.0269711,0.0352098,0.012659,0.012654,0.0405481,0.0132219,0.0137743,0,0,0.0380571,0,0.032978,0.0157247,0.0480588,0.0233921,0.0264371,0.015899,0.00590368,0.0105237,0.0127805,0.0248786,0.0143957,0.01753,0.0160393,0.0241042,0.0133985,0.0181903,0.0213021,0.01909,0.0128712,0.0173491,0.0114447,0,0,0,0,0.00329051,0.0129616,0
499,0,0.0150398,0,0,0,0.0170615,0,0,0,0,0,0.0184964,0.0447716,0.004693,0.00794652,0,0,0.0303018,0,0.0597491,0.014197,0.0320403,0.0232695,0.0304949,0.00703848,0.0160673,0.0393304,0.0100237,0.0114453,0.00393429,0.0466895,0.00866333,0.00819194,0.00893029,0.0370483,0.0306134,0.02665,0.0351831,0.0126858,0.0127341,0.0406139,0.0128624,0.0137805,0,0,0.0381267,0,0.0329955,0.0157364,0.0482162,0.0226357,0.0263837,0.0158482,0.0054768,0.0105216,0.0125209,0.0249766,0.0142995,0.0173866,0.0157312,0.0244222,0.0130007,0.0178393,0.0214205,0.0191672,0.012836,0.0171878,0.0112748,0,0,0,0,0.00321828,0.0131173,0
500,0,0.0148009,0,0,0,0.0168819,0,0,0,0,0,0.0198874,0.0447204,0.00357659,0.00814598,0,0,0.0298844,0,0.059818,0.0139305,0.0315969,0.0220904,0.0301903,0.0073647,0.0160875,0.0391812,0.0108171,0.0122089,0.00384908,0.0467256,0.00804262,0.00731935,0.00801032,0.0368681,0.0321278,0.0263618,0.035132,0.0127269,0.01285,0.0406138,0.012567,0.0137944,0,0,0.0381483,0,0.0329564,0.0157356,0.0483207,0.0218546,0.0263211,0.0158827,0.00505334,0.0105135,0.0123694,0.0250232,0.0142888,0.0173188,0.0153054,0.0247711,0.0125225,0.0174208,0.0217029,0.019217,0.0127443,0.0170438,0.0110299,0,0,0,0,0.00312325,0.0131618,0
