Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x73,RASI,x79,,x90
29,0.0597486,0,0,0,0,0.0561317,0,0,0,0,0,0,0.0209985,0.0518511,0.00602024,0.00645286,0,0,0.0762032,0,0.0570289,0.0414973,0.0272231,0.0193127,0.0419359,0.00673323,0.0146526,0.0651507,0.00633621,0.00374103,0.00872484,0.0396649,0.00674991,0.00653024,0.00761662,0.0290051,0.0250423,0.0590006,0.0199688,0.0278906,0.0160253,0.0410114,0.0162379,0.056953,0,0,0.0273489,0,0.0390822,0.0141338,0.0498632,0.0204276,0.0293899,0.00974666,0.00619648,0.0638565,0.00390705,0.0338343,0.0108817,0.00438264,0.017424,0.0461418,0.01674,0.0182154,0.0253046,0.032962,0.0229075,0.0158548,0.0499498,0.0381125,0,0,0.00302069,0,0,0
30,0.0585876,0,0,0,0,0.055242,0,0,0,0,0,0,0.020091,0.051659,0.00656879,0.006879,0,0,0.0758544,0,0.0570757,0.0413415,0.0272589,0.0212362,0.0419382,0.00686719,0.0144587,0.064223,0.00633942,0.00366098,0.00861831,0.039649,0.00730067,0.00731759,0.00814952,0.0287976,0.0244299,0.0584422,0.0198768,0.027941,0.0159858,0.0411606,0.0157598,0.0560388,0,0,0.0270768,0,0.0391722,0.0139469,0.0496609,0.0218896,0.0294791,0.00976236,0.00598592,0.0630676,0,0.0338924,0.0107895,0.00388661,0.0168639,0.0457496,0.0160857,0.0175517,0.0253311,0.0326381,0.0232972,0.0155849,0.049161,0.0374462,0,0,0.0028735,0,0,0
31,0.0574078,0,0,0,0,0.0544214,0,0,0,0,0,0,0.0193086,0.0515067,0.00723073,0.00732545,0,0,0.07561,0,0.0571508,0.0412414,0.0274651,0.0232136,0.0419742,0.007005,0.01443,0.0633293,0.00627082,0.00365375,0.00847673,0.0397874,0.00787078,0.00800131,0.00869096,0.0285611,0.0239576,0.0580341,0.0197419,0.0279823,0.0166679,0.0412523,0.0152806,0.0551278,0,0,0.0268364,0,0.0392441,0.0135571,0.0492921,0.0229014,0.0295281,0.0104222,0.0058087,0.0624915,0.00349206,0.0337608,0.0117724,0.00386802,0.0166868,0.0457523,0.0155439,0.0169111,0.0263487,0.0323982,0.0234161,0.0153125,0.0484544,0.0366735,0,0,0.00273898,0,0,0
32,0.0564966,0,0,0,0,0.0537152,0,0,0,0,0,0,0.0183728,0.0515503,0.00799819,0.00776799,0,0,0.0752893,0,0.0572818,0.0410263,0.0277182,0.0254025,0.0420197,0.00716878,0.0141313,0.0625099,0.00621847,0.00374316,0.00838595,0.0400037,0.00849917,0.00865356,0.00925351,0.0283148,0.0233335,0.0574691,0.0196944,0.027891,0.0183993,0.0413458,0.0149442,0.0544428,0,0,0.0266828,0,0.0393306,0.0131989,0.0488303,0.0240132,0.029869,0.0113532,0.00564459,0.0621498,0.00336106,0.033684,0.0127702,0.00417324,0.0166548,0.0457876,0.0151353,0.0165277,0.028424,0.0322338,0.023334,0.015072,0.0478249,0.036121,0,0,0.00253625,0,0,0
33,0.0555598,0,0,0,0,0.0529246,0,0,0,0,0,0,0.0174799,0.0514892,0.00877385,0.0084912,0,0,0.0748696,0,0.0573428,0.0407286,0.0279996,0.0277252,0.041899,0.0072566,0.0132375,0.061573,0.00615042,0.00388756,0.00833339,0.0402267,0.00915574,0.00932987,0.00983412,0.0280468,0.0226712,0.0567436,0.0197159,0.0278342,0.0208868,0.0414699,0.0146228,0.0538295,0,0,0.0267126,0,0.039369,0.0129917,0.0482063,0.0254811,0.03028,0.0129102,0.00574643,0.0619115,0.00344935,0.0333678,0.0140244,0.005371,0.0166816,0.0458558,0.0146814,0.0160756,0.0310132,0.0322233,0.0233377,0.0148906,0.0470815,0.0355838,0,0,0.00244169,0,0,0
34,0.0549733,0,0,0,0,0.0529758,0,0,0,0,0,0,0.0161922,0.0513755,0.00987553,0.00869998,0,0,0.0748503,0,0.0574602,0.0406193,0.0283816,0.0301478,0.0423304,0.00776756,0.0136259,0.061113,0.00622773,0.00444835,0.00842013,0.0408598,0.00998473,0.0103722,0.0104455,0.0277008,0.0216667,0.056565,0.0196742,0.0279393,0.0228487,0.0414961,0.014663,0.0535041,0,0,0.0266673,0,0.0394278,0.0128615,0.0475721,0.0264971,0.0308697,0.0132851,0.00567408,0.0621438,0.00350567,0.0332196,0.0143146,0.00607317,0.0165442,0.0457052,0.0145702,0.0158851,0.0335991,0.0320754,0.0234177,0.0147363,0.0473029,0.0350249,0,0,0.00202273,0,0,0
35,0.0542394,0,0,0,0,0.0528327,0,0,0,0,0,0,0.0152251,0.0513106,0.0109548,0.00939796,0,0,0.0747377,0,0.0575468,0.0404492,0.0287831,0.032327,0.0426386,0.00824128,0.0137416,0.0605071,0.00626457,0.00495404,0.00853698,0.0415081,0.0107686,0.0113806,0.0110367,0.0273712,0.0209224,0.0563127,0.0196705,0.027973,0.0242511,0.0416035,0.0146714,0.0530662,0,0,0.0265533,0,0.0394836,0.0128716,0.0468691,0.0274102,0.0313981,0.0135942,0.00551469,0.062312,0.00377083,0.0328916,0.014443,0.00677837,0.0163492,0.045493,0.0143586,0.0157654,0.0356423,0.0319447,0.0235854,0.014654,0.0473805,0.0343709,0,0,0.00179827,0,0,0
36,0.0535432,0,0,0,0,0.0526822,0,0,0,0,0,0,0.0143674,0.0511857,0.0119728,0.0101255,0,0,0.0745862,0,0.0575937,0.0403,0.0291949,0.0341012,0.0428884,0.00872826,0.0137613,0.0599002,0.00627923,0.00545495,0.00870214,0.0421772,0.0116157,0.0123058,0.0116204,0.0270592,0.0202178,0.0560597,0.0196106,0.0276498,0.024376,0.0417398,0.0143912,0.0526567,0,0,0.0264019,0,0.0395858,0.0128877,0.0462645,0.0281704,0.0318262,0.0137719,0.00524153,0.0625548,0.0041628,0.032483,0.0144182,0.00718762,0.0161961,0.0453166,0.0142598,0.0157957,0.0361941,0.0319017,0.0237495,0.0146017,0.0474329,0.0337149,0,0,0.0017277,0,0,0
37,0.0529774,0,0,0,0,0.0526585,0,0,0,0,0,0,0.0135912,0.0511203,0.0128805,0.0107304,0,0,0.0744208,0,0.0576102,0.0402162,0.029651,0.0352898,0.0430794,0.00921831,0.0137357,0.0594285,0.00623563,0.00605314,0.00894954,0.042871,0.0124382,0.0131632,0.0121594,0.0267712,0.0196439,0.055848,0.0195548,0.0271223,0.0234285,0.0418102,0.0139837,0.0523706,0,0,0.0264808,0,0.0396199,0.0128984,0.0458011,0.0286046,0.0321127,0.013688,0.00495615,0.0630084,0.00442332,0.0319295,0.0141878,0.00739271,0.015924,0.0450959,0.0140612,0.015616,0.0355078,0.032108,0.0238492,0.0144439,0.0475217,0.0331582,0,0,0.00182232,0,0,0
38,0.0523386,0,0,0,0,0.0526384,0,0,0,0,0,0,0.0128891,0.0511543,0.0135649,0.0113742,0,0,0.0740856,0,0.0577067,0.0400606,0.0300794,0.0360608,0.0430913,0.00938085,0.0134531,0.0588582,0.00606754,0.00643481,0.00914797,0.0434085,0.0131847,0.0139207,0.0126749,0.026543,0.0192974,0.0554361,0.019549,0.0271491,0.0218835,0.0418735,0.0133299,0.0520482,0,0,0.0267481,0,0.0396209,0.0128967,0.045396,0.0281189,0.0323131,0.0137419,0.00474457,0.0635701,0.00445869,0.0312143,0.0142268,0.00794141,0.015335,0.0447167,0.0134542,0.0148095,0.0342739,0.0324906,0.0239529,0.01425,0.0475577,0.0326531,0,0,0.00212348,0,0,0
39,0.0518479,0,0,0,0,0.0528327,0,0,0,0,0,0,0.0122581,0.0511211,0.0141453,0.0115657,0,0,0.0738247,0,0.0577981,0.0399398,0.0304405,0.0360634,0.0431242,0.00974667,0.0132671,0.0584295,0.00596494,0.00704461,0.00946479,0.043954,0.0137245,0.0146778,0.0130249,0.0263163,0.0187943,0.0552428,0.019521,0.0269509,0.020637,0.0419503,0.0126057,0.0519174,0,0,0.0270225,0,0.0396553,0.0128851,0.0450622,0.0273352,0.0324206,0.0139705,0.00454793,0.0643213,0.00429243,0.0304568,0.0143078,0.00868197,0.0144957,0.044161,0.0126313,0.0135931,0.0330267,0.0329926,0.0241039,0.0140612,0.0478311,0.0322678,0,0,0.00231069,0,0,0
40,0.0514417,0,0,0,0,0.0531967,0,0,0,0,0,0,0.0118806,0.0509796,0.0145403,0.0114507,0,0,0.073678,0,0.0578658,0.0398368,0.0307381,0.0355255,0.0431368,0.0100053,0.0132343,0.0581526,0.00586828,0.00751713,0.00981192,0.0444219,0.0142003,0.0153615,0.0132485,0.0260497,0.0185236,0.0552715,0.0194844,0.0270967,0.0200402,0.0420302,0.0118661,0.0518821,0,0,0.0272474,0,0.0396882,0.0128956,0.0446082,0.0258857,0.0324089,0.0146445,0.00426565,0.0651091,0.00430943,0.0298281,0.0143864,0.00952587,0.0136777,0.0434537,0.0116547,0.0121861,0.032528,0.0334717,0.0243974,0.0139562,0.0482971,0.0318856,0,0,0.00241304,0,0,0
41,0.0511567,0,0,0,0,0.05369,0,0,0,0,0,0,0.0115572,0.0508169,0.0147871,0.0111634,0,0,0.0736018,0,0.0578707,0.0397589,0.0310124,0.0346463,0.0430867,0.0101212,0.0133073,0.0580713,0.00580834,0.007829,0.0101504,0.0448131,0.0146709,0.0160279,0.0133851,0.0257066,0.0186155,0.0554607,0.019473,0.0266759,0.0198209,0.0420808,0.0112748,0.0519838,0,0,0.0274507,0,0.0396748,0.0129948,0.0442382,0.0241369,0.0321877,0.015456,0.00382365,0.0660793,0.00476896,0.0294039,0.0142828,0.010258,0.0129785,0.0426729,0.0105676,0.0110185,0.0324564,0.0339805,0.0247182,0.0139319,0.0489185,0.0314807,0,0,0.00249347,0,0,0
42,0.0510117,0,0,0,0,0.0542579,0,0,0,0,0,0,0.0112263,0.0506734,0.0150059,0.0109177,0,0,0.0735839,0,0.0578987,0.0397459,0.0311621,0.0336983,0.0428882,0.0101035,0.0132226,0.0582383,0.00578835,0.00791654,0.0105044,0.0451265,0.0151135,0.0166349,0.0135012,0.0252817,0.019011,0.0557647,0.0194452,0.0265014,0.0194197,0.0421266,0.0107978,0.0521784,0,0,0.0276632,0,0.0395663,0.0130939,0.0440669,0.0224414,0.0319293,0.0159132,0.00339246,0.067237,0.00519201,0.0292037,0.0139905,0.0106774,0.0124528,0.041944,0.00949211,0.0104091,0.0322037,0.034659,0.0246878,0.0139813,0.0495903,0.0312026,0,0,0.00250547,0,0,0
43,0.0515746,0,0,0,0,0.0555399,0,0,0,0,0,0,0.0117696,0.0507616,0.015059,0.0105289,0,0,0.0742304,0,0.0579597,0.0401764,0.0312544,0.0319626,0.0425275,0.0103889,0.0129521,0.059793,0.00586631,0.00827315,0.0111054,0.0456044,0.0154436,0.0172013,0.0134135,0.0248691,0.0192144,0.0570989,0.0193282,0.0268149,0.0188391,0.0410872,0.0103364,0.0529743,0,0,0.0286732,0,0.0400464,0.0137439,0.0439988,0.0210778,0.0315685,0.0157567,0.00321909,0.0700069,0.00526962,0.0291874,0.0135257,0.010672,0.0121657,0.0412899,0.00863515,0.0102767,0.0316858,0.0368838,0,0.0151468,0.0507845,0.0314418,0,0,0.00239518,0,0,0
44,0.0511122,0,0,0,0,0.055948,0,0,0,0,0,0,0.0111849,0.0508356,0.015073,0.0098215,0,0,0.0737523,0,0.0580421,0.0399212,0.0312715,0.030548,0.0422801,0.0103431,0.0132196,0.0593517,0.00579692,0.00809666,0.0116281,0.0461177,0.0156868,0.0176227,0.0134566,0.0245691,0.0198376,0.0570946,0.0192584,0.0268964,0.0179066,0.0421178,0.0100191,0.0530359,0,0,0.0284085,0,0.039581,0.0134654,0.0439938,0.0201842,0.0312131,0.0153789,0.00265539,0.0698776,0.00519071,0.0292078,0.0131136,0.0105448,0.0120805,0.0407594,0.00815824,0.0103304,0.0305323,0.0362217,0.0238739,0.0140033,0.0513614,0.0308729,0,0,0.00221952,0,0,0
45,0.051284,0,0,0,0,0.0567515,0,0,0,0,0,0,0.0112033,0.0508092,0.0150063,0.00920408,0,0,0.0740457,0,0.0581438,0.0401769,0.0313299,0.0287278,0.0418549,0.0105689,0.0130022,0.0602338,0.00572556,0.00824693,0.0124963,0.0468635,0.0158969,0.0180556,0.013457,0.0243365,0.0201898,0.0580647,0.0191133,0.0274362,0.016334,0.0421407,0.00960531,0.0534934,0,0,0.028703,0,0.0394968,0.0135829,0.0439602,0.0195048,0.0306712,0.014858,0.00235741,0.0710455,0.00522137,0.0292327,0.0126574,0.0104164,0.012175,0.0404213,0.00803489,0.0106502,0.0285549,0.0370259,0.024126,0.0139453,0.0521271,0.0308769,0,0,0.00204277,0,0,0
46,0.0516516,0,0,0,0,0.0575929,0,0,0,0,0,0,0.0113675,0.0506581,0.0149253,0.00865097,0,0,0.0745747,0,0.0582169,0.0406016,0.0314746,0.0268078,0.0413637,0.0108541,0.0125654,0.0615029,0.00564195,0.00851594,0.0134911,0.0477965,0.0160809,0.0185357,0.013501,0.0240659,0.0204291,0.0593636,0.0188446,0.0275299,0.0147636,0.0421368,0.00928048,0.054024,0,0,0.0290604,0,0.0393437,0.0138391,0.0438518,0.0189467,0.0300637,0.0142609,0.0021357,0.0723115,0.00539125,0.0292063,0.0121267,0.0103487,0.0120486,0.0401312,0.00792789,0.0107986,0.0263731,0.0380981,0.0232886,0.0140527,0.0528691,0.0310483,0,0,0.00206633,0,0,0
47,0.0502994,0,0,0,0,0.0564819,0,0,0,0,0,0,0.0116921,0.0504746,0.0148758,0.00803958,0,0,0.0741645,0,0.0582707,0.0404594,0.0316617,0.0249032,0.0408149,0.0110364,0.0122238,0.0611681,0.00561106,0.00885433,0.0144613,0.0488337,0.0162061,0.0190509,0.0135398,0.0237095,0.0203816,0.0595442,0.0186927,0.0279041,0.0133018,0.0422313,0.00919822,0.0526878,0,0,0.0285241,0,0.0392991,0.01367,0.0437928,0.0184963,0.0295247,0.0136973,0.00168148,0.0709852,0.00566489,0.02909,0.0117451,0.0103636,0.0116679,0.0398401,0.00778026,0.0105394,0.0241762,0.0375613,0.02329,0.0138573,0.0518521,0.0300855,0,0,0.0022907,0,0,0
48,0.0489724,0,0,0,0,0.0554165,0,0,0,0,0,0,0.0123445,0.0503139,0.0148911,0.00737549,0,0,0.0736099,0,0.0582984,0.0402371,0.0318623,0.0230271,0.0402078,0.0111137,0.0120235,0.0607551,0.00584176,0.00937705,0.0153174,0.0499601,0.0163065,0.0195445,0.0135776,0.0233063,0.0200427,0.0596315,0.0185603,0.0279764,0.0116464,0.0423757,0.00914258,0.051348,0,0,0.0280166,0,0.0392374,0.0135132,0.0438333,0.0181542,0.0291458,0.0131734,0.00118449,0.0694747,0.00605509,0.0289327,0.011859,0.0104355,0.0112037,0.0396452,0.0074999,0.00995436,0.0217108,0.0368927,0.0246227,0.0135774,0.0509592,0.0291618,0,0,0.00251958,0,0,0
49,0.0478721,0,0,0,0,0.054584,0,0,0,0,0,0,0.0135297,0.0501341,0.0149865,0.00683342,0,0,0.0731223,0,0.0583231,0.0400564,0.0320703,0.0210234,0.0394874,0.0111607,0.0117799,0.0605848,0.00645825,0.0101188,0.0160236,0.0511298,0.0164359,0.0199471,0.0136325,0.0229492,0.0195085,0.0598127,0.0184353,0.0277632,0.00999134,0.0424441,0.00915864,0.0501778,0,0,0.0277684,0,0.0390885,0.0135684,0.0439748,0.0179904,0.0289192,0.0125953,0.00143931,0.0682073,0.00657952,0.0286896,0.0118278,0.0105812,0.0104927,0.0394141,0.00713299,0.008976,0.0192971,0.0365485,0.0248848,0.01345,0.0502982,0.0284642,0,0,0.0027805,0,0,0
50,0.0471222,0,0,0,0,0.0540049,0,0,0,0,0,0,0.0159835,0.0500048,0.0150087,0.00643422,0,0,0.0728326,0,0.0583524,0.0399256,0.0323413,0.0184705,0.0387208,0.0112898,0.0115091,0.0606799,0.00735481,0.0107942,0.0166843,0.0523329,0.0164864,0.020197,0.0135508,0.0226637,0.019006,0.060101,0.0183207,0.027516,0.00851551,0.0424536,0.00919596,0.0492183,0,0,0.0276904,0,0.0389342,0.0136168,0.0441888,0.0178578,0.0288337,0.0120635,0.00227587,0.067173,0.00702276,0.0283363,0.0115907,0.0108148,0.00958483,0.0392723,0.0067717,0.00773721,0.0168826,0.0364521,0.0244318,0.0134529,0.0497793,0.0281045,0,0,0.00298674,0,0,0
51,0.03521,0,0,0,0,0.0377096,0,0,0,0,0,0,0.0215808,0.0354976,0.0338563,0.0223953,0,0,0.119028,0,0.0442346,0.0758638,0.0325743,0.0457601,0.0314067,0.0230102,0.012075,0.0739582,0.0128286,0.0159671,0.0168226,0.0458386,0.0283816,0.0282776,0.0292086,0.0302989,0.0147339,0.0826003,0.0264331,0.0502424,0.00879842,0.0432747,0.00944303,0.058463,0,0,0.0231207,0,0.0416701,0.0121169,0.0433649,0.0175701,0.0291599,0.0140206,0.0163771,0.0630207,0.00767303,0.0278465,0.0121137,0.0122189,0.0103627,0.03989,0.00707929,0.0083527,0.0172361,0.0255804,0.0238168,0.00819442,0.052061,0.0426183,0,0,0.0162759,0,0,0
52,0.0469517,0,0,0,0,0.0531842,0,0,0,0,0,0,0.0194238,0.0499311,0.0154606,0.00519109,0,0,0.0727884,0,0.0584455,0.0399094,0.0332881,0.0143189,0.0374181,0.010952,0.0107841,0.0610397,0.0100469,0.0117344,0.0175309,0.0546888,0.0162205,0.0202585,0.0133475,0.0222929,0.0225955,0.0606907,0.0183472,0.0272327,0.00590148,0.0426256,0.00924638,0.048079,0,0,0.0275369,0,0.0386807,0.013538,0.0446653,0.0182463,0.0289946,0.0104796,0.00460206,0.0649247,0.00773909,0.0277105,0.0114117,0.0111619,0.00775056,0.0389244,0.00632006,0.0055344,0.0124439,0.0361925,0.0252105,0.0133188,0.0486854,0.0286144,0,0,0.00336002,0,0,0
53,0.0478334,0,0,0,0,0.0525203,0,0,0,0,0,0,0.0215479,0.0499101,0.0158456,0.00442909,0,0,0.0736062,0,0.0585992,0.0403154,0.0338376,0.0130834,0.0367764,0.0109368,0.0106059,0.0617847,0.0114878,0.0120447,0.0176093,0.0558146,0.0160121,0.0201671,0.0132473,0.0222433,0.0268954,0.0612748,0.0184276,0.0274398,0.00486347,0.0427959,0.0091923,0.0477463,0,0,0.0272071,0,0.0384,0.0134087,0.0449861,0.0185748,0.0291997,0.00926525,0.00597987,0.0631179,0.00786054,0.0275834,0.0112589,0.0109882,0.00702327,0.0386053,0.00626767,0.00508445,0.0104855,0.0357988,0.024572,0.0133682,0.0476537,0.0296889,0,0,0.00360985,0,0,0
54,0.0485186,0,0,0,0,0.0522637,0,0,0,0,0,0,0.0242641,0.049959,0.0162824,0.00393718,0,0,0.073863,0,0.0586292,0.0403862,0.0343086,0.013144,0.0359693,0.0111168,0.0103661,0.0621798,0.0125711,0.0120573,0.0175213,0.0570544,0.0156465,0.0199155,0.0129778,0.0224019,0.0323215,0.0614536,0.0184969,0.0267165,0.00421695,0.0428749,0.00919085,0.0476901,0,0,0.0270724,0,0.0382103,0.0133501,0.0453369,0.0188727,0.0293919,0.00845714,0.0073025,0.0618987,0.00802186,0.0275157,0.0110442,0.0108568,0.00657807,0.0384052,0.00616091,0.00499699,0.00848992,0.0354602,0.0243349,0.0134104,0.0471812,0.0307082,0,0,0.00417623,0,0,0
55,0.0492998,0,0,0,0,0.0520582,0,0,0,0,0,0,0.0272163,0.0500219,0.0167404,0.00364259,0,0,0.0740748,0,0.0586726,0.0404341,0.0348181,0.0146637,0.035371,0.0115711,0.0100775,0.0625324,0.0133754,0.0119407,0.017457,0.058382,0.0152311,0.0196525,0.0126594,0.022796,0.0381892,0.0615479,0.0185304,0.0263415,0.00415616,0.0429381,0.0091286,0.0478382,0,0,0.0270539,0,0.0379936,0.0133179,0.0457175,0.0190015,0.0294442,0.0077745,0.008681,0.0608832,0.00793062,0.0275912,0.0107402,0.010624,0.00635232,0.0383685,0.00594226,0.00502334,0.00642253,0.0351496,0.0242845,0.0134686,0.0467615,0.0318676,0,0,0.00504453,0,0,0
56,0.0501916,0,0,0,0,0.0519417,0,0,0,0,0,0,0.0299882,0.050026,0.0172212,0.0036186,0,0,0.0742028,0,0.0587361,0.0406142,0.0352494,0.0163662,0.0348638,0.012518,0.00983136,0.0629074,0.0139838,0.0118239,0.0172877,0.0596528,0.0147524,0.0193874,0.0123517,0.0234212,0.0431266,0.0615809,0.0185332,0.0263919,0.00468149,0.0430649,0.00898063,0.0482091,0,0,0.0270618,0,0.0378412,0.0133832,0.0460088,0.0190182,0.0294211,0.00721532,0.00991149,0.0600379,0.00781909,0.0277868,0.0104002,0.0103101,0.00620739,0.038466,0.00558753,0.00501045,0.00462963,0.0348742,0.0243452,0.0135721,0.046473,0.0331091,0,0,0.00609164,0,0,0
57,0.0511433,0,0,0,0,0.0519,0,0,0,0,0,0,0.0319831,0.0500212,0.0177769,0.00392881,0,0,0.0742173,0,0.0588167,0.0407561,0.0355042,0.0176379,0.0343097,0.0140204,0.00963277,0.0633438,0.0143166,0.011804,0.0170579,0.0605591,0.0141618,0.0191888,0.0120094,0.0242928,0.0464627,0.0615539,0.0185341,0.0265324,0.00544895,0.0431841,0.00894628,0.0487738,0,0,0.0271407,0,0.0377093,0.0134931,0.0462165,0.0191042,0.0293785,0.00691784,0.0109134,0.059366,0.00775301,0.0279883,0.0100141,0.0100495,0.00604349,0.0384011,0.0054774,0.00505934,0.00343494,0.0346,0.0244637,0.0136391,0.0462911,0.0344289,0,0,0.00726381,0,0,0
58,0.0522584,0,0,0,0,0.0519078,0,0,0,0,0,0,0.0329519,0.0500433,0.018163,0.00464526,0,0,0.0742165,0,0.0588891,0.0408168,0.0355422,0.0184062,0.0337812,0.0158412,0.00949621,0.063937,0.0144585,0.0118728,0.0167426,0.06108,0.0135945,0.0191704,0.011699,0.0252293,0.0478894,0.0615355,0.0185492,0.0266495,0.00614071,0.0432818,0.00906654,0.0495259,0,0,0.0273631,0,0.0375513,0.0136452,0.046487,0.0192888,0.029304,0.00686704,0.0116186,0.0588342,0.00771223,0.0281963,0.00947095,0.0098476,0.00588812,0.0380375,0.00549591,0.00520279,0.00253264,0.0343666,0.0246048,0.0137307,0.0460997,0.0358305,0,0,0.00847189,0,0,0
59,0.053583,0,0,0,0,0.05202,0,0,0,0,0,0,0.0328401,0.0501123,0.0185283,0.00574931,0,0,0.0742239,0,0.0589532,0.0408122,0.0353696,0.0191061,0.0332938,0.0175836,0.0093893,0.0646178,0.014463,0.012092,0.016322,0.0612216,0.0131622,0.0192879,0.0114727,0.026067,0.0474292,0.0615276,0.0185831,0.0267317,0.00687134,0.0433684,0.00905279,0.0504651,0,0,0.027725,0,0.0373825,0.0138625,0.0467515,0.0193909,0.0292425,0.00679048,0.0120277,0.0585546,0.00768864,0.0284305,0.00890687,0.0096809,0.00569406,0.0377364,0.00542623,0.00538327,0.00210037,0.0342431,0.0247626,0.0138528,0.0459647,0.0372677,0,0,0.00959047,0,0,0
60,0.0549445,0,0,0,0,0.0522109,0,0,0,0,0,0,0.0315511,0.0501958,0.0186627,0.00713537,0,0,0.074192,0,0.0590109,0.0408169,0.0351069,0.0198083,0.0328205,0.018999,0.00922887,0.0653304,0.0144407,0.0124142,0.0158603,0.0609384,0.0128773,0.0193662,0.0113283,0.0267336,0.0452388,0.061517,0.0185918,0.0268328,0.0074838,0.043458,0.0089347,0.0514854,0,0,0.0281621,0,0.0372498,0.0142085,0.0470743,0.0194683,0.029235,0.00664155,0.0122089,0.0586078,0.00767933,0.0286441,0.00870416,0.0095579,0.00549763,0.037558,0.00532065,0.00568476,0.00213765,0.0342816,0.0249159,0.0139804,0.0459361,0.0385429,0,0,0.0105452,0,0,0
61,0.056125,0,0,0,0,0.052309,0,0,0,0,0,0,0.0292872,0.0502303,0.0184335,0.00860294,0,0,0.0740997,0,0.0590717,0.0408727,0.0348181,0.0203645,0.0323741,0.0200974,0.0088918,0.0658805,0.0144727,0.0127393,0.0154331,0.0603655,0.0127195,0.0192257,0.011258,0.0271442,0.0417482,0.0614283,0.0186089,0.0269977,0.00773857,0.0435128,0.00888144,0.0524056,0,0,0.028556,0,0.0371313,0.0144269,0.047402,0.0196238,0.0292498,0.00639396,0.0121447,0.058772,0.00762703,0.0287943,0.00866613,0.00942864,0.00542445,0.0372495,0.00532055,0.00613139,0.00237642,0.0343517,0.024995,0.0140307,0.0458494,0.0395155,0,0,0.0111848,0,0,0
62,0.0573465,0,0,0,0,0.0525377,0,0,0,0,0,0,0.026257,0.0502446,0.0177696,0.0100305,0,0,0.0740397,0,0.059115,0.0409779,0.0345557,0.0205961,0.0323366,0.0207964,0.00833646,0.0664726,0.0145,0.0130599,0.015079,0.0596419,0.0126202,0.0187091,0.0112136,0.0272892,0.0373466,0.0614492,0.0186349,0.0271465,0.00780156,0.0434797,0.00899127,0.0534314,0,0,0.0289946,0,0.0369663,0.0145719,0.0476498,0.019808,0.0291876,0.00602995,0.0118684,0.0592736,0.00752713,0.028857,0.00855921,0.00924781,0.00548916,0.0368071,0.00545146,0.00661071,0.00239576,0.0346509,0.0249495,0.0140451,0.0458678,0.0403776,0,0,0.0116268,0,0,0
63,0.0586014,0,0,0,0,0.0529602,0,0,0,0,0,0,0.0229384,0.0503673,0.0166691,0.0112601,0,0,0.0740908,0,0.0591695,0.0410649,0.0342424,0.020504,0.0323252,0.0211435,0.00775866,0.0672763,0.0143306,0.0133562,0.0146437,0.0588627,0.0126405,0.0179508,0.0112182,0.0271668,0.032533,0.0616536,0.0186899,0.0272418,0.00800933,0.0434472,0.00900505,0.0545043,0,0,0.0294172,0,0.0368288,0.0147716,0.0479084,0.0198476,0.0289625,0.00564948,0.0116508,0.0599981,0.00764309,0.0289902,0.00846423,0.00911623,0.00549906,0.0365656,0.0054263,0.00686772,0.00248839,0.0351597,0.0248898,0.014111,0.0460799,0.0411175,0,0,0.0118922,0,0,0
64,0.0598257,0,0,0,0,0.0535602,0,0,0,0,0,0,0.0193658,0.050545,0.0151379,0.0121667,0,0,0.0742974,0,0.0592337,0.0410812,0.033901,0.0201134,0.0322744,0.0210939,0.007191,0.0681712,0.0141199,0.0136908,0.0140664,0.0580948,0.012683,0.0170342,0.0112743,0.0268861,0.0274918,0.0620249,0.0187784,0.0273445,0.00822758,0.0434125,0.00887722,0.0555829,0,0,0.0298896,0,0.0366864,0.0150786,0.0480845,0.0198166,0.0286316,0.00536355,0.0115017,0.0608534,0.00788517,0.0291236,0.00847642,0.00919957,0.00545162,0.0364331,0.00523075,0.00703663,0.00303917,0.0358275,0.0249259,0.014227,0.0464889,0.0417659,0,0,0.0119455,0,0,0
