Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,,x75
177,0.0160249,0,0,0,0,0.0266178,0,0,0,0,0,0,0.0116017,0.0494278,0.0101964,0.017617,0,0,0.041546,0,0.0524976,0.0138066,0.0312257,0.0123128,0.0295743,0.00675274,0.0177939,0.00656376,0.00434319,0.00458894,0.0105363,0.040379,0.00377225,0.00506753,0.0037499,0.0309826,0.00973674,0.0285773,0.0330114,0.00302863,0.0319649,0.0418097,0.0190212,0.0132667,0.0198443,0,0,0.0228692,0,0.0386153,0.00911385,0.0517658,0.0453396,0.0308139,0.0185366,0.0235063,0.0276107,0.00579642,0.0355159,0.0058677,0.00578277,0.0237878,0.0226332,0.0192877,0.0292468,0.042945,0.0194749,0.00928084,0.0101881,0.0267755,0.00557053,0,0,0,0,0
178,0.0158176,0,0,0,0,0.0266036,0,0,0,0,0,0,0.0115388,0.0494783,0.0101013,0.017597,0,0,0.041636,0,0.0525899,0.0138715,0.0313637,0.0121066,0.0295952,0.00684264,0.0178172,0.00650055,0.00429103,0.00474691,0.0106874,0.0404932,0.00393209,0.00502736,0.00389691,0.0309744,0.00988776,0.0284399,0.033033,0.0031374,0.0328789,0.0418441,0.018658,0.01269,0.0198453,0,0,0.0229091,0,0.0386449,0.00920056,0.051656,0.0452039,0.0310713,0.0185749,0.0236871,0.0277578,0.00584186,0.0354953,0.00586444,0.00581372,0.0235881,0.0230457,0.0188972,0.0290304,0.0443268,0.019505,0.00936774,0.0101933,0.0268298,0.00542623,0,0,0,0,0
179,0.0155816,0,0,0,0,0.0265408,0,0,0,0,0,0,0.0113668,0.0495561,0.0098589,0.0176367,0,0,0.0416892,0,0.0526984,0.0139076,0.0314992,0.0118556,0.029617,0.00690497,0.0179222,0.00641091,0.00426268,0.0049566,0.0108608,0.0405703,0.0040705,0.00503553,0.00404263,0.0309624,0.00990789,0.0282606,0.0330745,0.0032699,0.0336134,0.0418767,0.018209,0.0122772,0.0198268,0,0,0.0230901,0,0.0386714,0.00919646,0.0515808,0.0448444,0.0312108,0.0185778,0.0238595,0.0278409,0.0056808,0.0354033,0.00576579,0.0056581,0.0233884,0.0235197,0.0186939,0.0287524,0.0453388,0.0196105,0.00938796,0.0101833,0.0268467,0.00537554,0,0,0,0,0
180,0.0153647,0,0,0,0,0.0264518,0,0,0,0,0,0,0.0111549,0.0496567,0.00964571,0.0176793,0,0,0.0417221,0,0.0527914,0.01404,0.0316344,0.0115852,0.0296646,0.00690142,0.0180713,0.00633304,0.00423076,0.00516299,0.0109304,0.0407768,0.00423319,0.00510678,0.00409937,0.0309265,0.00978881,0.0280789,0.0331365,0.00345363,0.0340193,0.0419246,0.0176566,0.0119696,0.01981,0,0,0.0233624,0,0.0387092,0.00911984,0.0515248,0.0440916,0.0313762,0.0186382,0.0240608,0.0278853,0.00535064,0.03525,0.00571996,0.00550249,0.0230847,0.0239011,0.0183651,0.0283296,0.0462452,0.0196636,0.00945225,0.0101935,0.0267809,0.00541189,0,0,0,0,0
181,0.0150229,0,0,0,0,0.0249764,0,0,0,0,0,0,0.0108725,0.049788,0.00941696,0.0177043,0,0,0.0413215,0,0.052752,0.0138792,0.0317664,0.0112801,0.0296785,0.0070042,0.0182728,0.00533822,0.00422121,0.00539955,0.010936,0.0409571,0.00441744,0.00520748,0.00418517,0.0308865,0.00938483,0.0281187,0.0331975,0.00345053,0.0343059,0.041887,0.017171,0.0117619,0.0182783,0,0,0.0225503,0,0.0389995,0.00883559,0.0514917,0.0432046,0.0314895,0.0189385,0.0242762,0.0262515,0.00504863,0.0351019,0.00568252,0.00531413,0.0228454,0.0242407,0.0178761,0.0279412,0.0467017,0.0193266,0.00941492,0.010117,0.0253078,0.00478935,0,0,0,0,0
182,0.014808,0,0,0,0,0.0249238,0,0,0,0,0,0,0.0105553,0.049792,0.00912101,0.0177522,0,0,0.0412468,0,0.0527988,0.0139004,0.0318273,0.01089,0.0297639,0.00731194,0.0184207,0.00517607,0.00420501,0.00551477,0.0109828,0.0410266,0.00453009,0.00526945,0.00427001,0.0308882,0.00911801,0.0277866,0.033272,0.00358335,0.034332,0.0419292,0.016602,0.0116132,0.0184008,0,0,0.0226712,0,0.0390019,0.00897696,0.0514639,0.042144,0.031613,0.0188884,0.0244253,0.0264688,0.00501338,0.0349748,0.00577781,0.00514285,0.0225434,0.0246903,0.01734,0.0274769,0.0465197,0.0195301,0.00956556,0.0101088,0.0253594,0.00493125,0,0,0,0,0
183,0.0146423,0,0,0,0,0.0249491,0,0,0,0,0,0,0.0102203,0.049818,0.00890126,0.0177418,0,0,0.0412551,0,0.0528285,0.0139413,0.031876,0.010528,0.029795,0.00748357,0.0185716,0.00521145,0.00415164,0.00562543,0.0111111,0.0410469,0.0046427,0.00529575,0.00435328,0.0309284,0.0089,0.0274917,0.0333037,0.00376771,0.0342887,0.0419684,0.0159892,0.0114978,0.018573,0,0,0.0227604,0,0.0389988,0.00903044,0.0514136,0.0408835,0.0317494,0.0188342,0.0246005,0.0266909,0.00501768,0.034897,0.00587022,0.0051429,0.0222347,0.0252484,0.0169329,0.0269589,0.0462143,0.0195386,0.00973309,0.0101156,0.0254236,0.00510145,0,0,0,0,0
184,0.0144099,0,0,0,0,0.0249308,0,0,0,0,0,0,0.00989244,0.0498726,0.00880915,0.0175988,0,0,0.0412842,0,0.052922,0.0140456,0.0319163,0.0102576,0.0297473,0.00746179,0.0186667,0.00531086,0.00413993,0.0057612,0.0111465,0.0410296,0.00472357,0.0052988,0.00441655,0.0309725,0.0086283,0.027163,0.0333361,0.00394948,0.0341304,0.0420196,0.0153399,0.0113048,0.0187197,0,0,0.0229158,0,0.0389981,0.0090455,0.0513313,0.0394649,0.0319518,0.0188029,0.0247818,0.0268518,0.00515452,0.0348272,0.00597837,0.00519727,0.0218212,0.0259779,0.0163732,0.0262943,0.0458476,0.0196812,0.00992382,0.0101119,0.0254789,0.00532474,0,0,0,0,0
185,0.0141183,0,0,0,0,0.0248783,0,0,0,0,0,0,0.00965371,0.0498996,0.00870372,0.0173586,0,0,0.0412108,0,0.0530238,0.0140416,0.0319758,0.0100969,0.0297213,0.00751639,0.0187511,0.00555656,0.00414997,0.00590844,0.0111645,0.04096,0.00483135,0.00533083,0.00449753,0.0309759,0.00843319,0.0267557,0.0333706,0.00407295,0.0338936,0.0420488,0.014574,0.0110606,0.0188369,0,0,0.0230085,0,0.0389969,0.00914713,0.0512654,0.0378789,0.0321753,0.0190378,0.025007,0.0270269,0.00520661,0.0347712,0.00612097,0.0052627,0.0214338,0.0266462,0.0157738,0.0256453,0.045242,0.0197977,0.0101379,0.0100791,0.0255087,0.00559705,0,0,0,0,0
186,0.01388,0,0,0,0,0.0248414,0,0,0,0,0,0,0.00945651,0.0499584,0.00854432,0.0170151,0,0,0.0411829,0,0.0530728,0.0141043,0.0320303,0.0100149,0.0296744,0.00766206,0.0187731,0.00576966,0.0042295,0.00601322,0.0112063,0.0408734,0.00493452,0.00542111,0.00459872,0.0309501,0.00818554,0.026417,0.0333715,0.00428997,0.0335277,0.0420885,0.0137016,0.0106889,0.0189746,0,0,0.0231387,0,0.0390055,0.00913066,0.0512063,0.0361182,0.0324546,0.0193372,0.02523,0.0272132,0.00513758,0.0346812,0.0063522,0.00530751,0.0209599,0.027469,0.0150847,0.0248845,0.0445737,0.0197977,0.0103935,0.0100812,0.0255473,0.00595318,0,0,0,0,0
187,0.0137386,0,0,0,0,0.0248398,0,0,0,0,0,0,0.00932658,0.0499803,0.00844997,0.0166696,0,0,0.041194,0,0.053146,0.0141201,0.0320719,0.0100084,0.0296986,0.0077812,0.018774,0.0059943,0.00426919,0.00610222,0.0112082,0.0408211,0.00504935,0.00547183,0.00463174,0.0309139,0.00792911,0.0260854,0.0333702,0.00449083,0.0331204,0.0421221,0.0128156,0.0102159,0.019103,0,0,0.0232391,0,0.039006,0.00913615,0.0511068,0.0341626,0.0328072,0.0195833,0.0254724,0.0273607,0.00498267,0.0345136,0.00656699,0.00534201,0.0203944,0.0283662,0.0142659,0.0240335,0.0438546,0.0200228,0.0106245,0.0100346,0.0255526,0.00635784,0,0,0,0,0
188,0.0135715,0,0,0,0,0.0248469,0,0,0,0,0,0,0.00921921,0.0500138,0.0084695,0.0163677,0,0,0.0411556,0,0.0532329,0.0141197,0.0321117,0.0100624,0.0297175,0.00786404,0.0188396,0.00635062,0.00425031,0.00616752,0.0112579,0.0407385,0.00503548,0.0054798,0.00464056,0.0308788,0.00764327,0.0258489,0.0333853,0.00466756,0.0326084,0.0421632,0.0118799,0.00970447,0.0192035,0,0,0.0233491,0,0.0390267,0.0092591,0.051028,0.0322236,0.0331661,0.0195288,0.0256824,0.0274181,0.00479253,0.0343845,0.00684228,0.00539808,0.0198562,0.0291862,0.0134455,0.0232204,0.0431354,0.0205285,0.0106751,0.00999408,0.025587,0.00672057,0,0,0,0,0
189,0.0133876,0,0,0,0,0.024842,0,0,0,0,0,0,0.00911478,0.0500416,0.00849146,0.0160832,0,0,0.0410117,0,0.0533206,0.0140799,0.0321485,0.0101419,0.0297288,0.0079124,0.0189618,0.0069113,0.00420404,0.00617166,0.0113313,0.0406821,0.00502962,0.00546887,0.00465035,0.0308507,0.0073283,0.0255901,0.0334056,0.00476432,0.0320297,0.0422084,0.0108456,0.00933057,0.0192801,0,0,0.0233879,0,0.0390429,0.0093033,0.050943,0.0308176,0.0335185,0.0196074,0.0259068,0.027468,0.00488614,0.034261,0.0070751,0.00548199,0.0193063,0.0300291,0.0126447,0.0223691,0.0423713,0.0206828,0.0108243,0.00995651,0.0256116,0.00708932,0,0,0,0,0
190,0.0131842,0,0,0,0,0.0247797,0,0,0,0,0,0,0.0090026,0.0500785,0.00848885,0.0158488,0,0,0.0408368,0,0.0533924,0.014063,0.032204,0.0102124,0.0297697,0.00801729,0.0191034,0.00749996,0.00418723,0.00619064,0.0114154,0.0406334,0.00506169,0.0054275,0.00468902,0.03085,0.00705576,0.0252845,0.0333935,0.00486254,0.0314594,0.04225,0.00980729,0.00909532,0.0193086,0,0,0.0234435,0,0.0390836,0.0093014,0.0508335,0.0292379,0.0338388,0.0195751,0.0261452,0.0274451,0.00492666,0.0340967,0.00732786,0.005616,0.018712,0.0308103,0.0118208,0.0214693,0.0417499,0.0207505,0.0109359,0.00992039,0.0256032,0.00752117,0,0,0,0,0
191,0.0130575,0,0,0,0,0.0246293,0,0,0,0,0,0,0.0088302,0.0500837,0.00845798,0.0157167,0,0,0.0407074,0,0.0534654,0.0140555,0.0322545,0.0102398,0.0297881,0.00815784,0.0192479,0.00779204,0.00417218,0.00620196,0.0114127,0.0405619,0.00505422,0.00537915,0.00462663,0.0308738,0.00680924,0.0250033,0.0333615,0.00500753,0.0308356,0.0422837,0.00881563,0.00894063,0.0192651,0,0,0.0234626,0,0.0391099,0.00930407,0.0508191,0.0273088,0.0341162,0.0190286,0.0263768,0.0273803,0.00455254,0.0339581,0.00757105,0.00577018,0.0181501,0.0316239,0.0110203,0.0206026,0.0411338,0.0209939,0.0110334,0.00991238,0.0255384,0.00789746,0,0,0,0,0
192,0.0130334,0,0,0,0,0.0245169,0,0,0,0,0,0,0.00857783,0.0500913,0.00840292,0.0156455,0,0,0.0406647,0,0.053568,0.013979,0.0322885,0.0102534,0.0298,0.00830144,0.0193769,0.0078591,0.00405993,0.00618151,0.0113636,0.0405542,0.00502197,0.00531284,0.00457031,0.030889,0.00635634,0.0247544,0.0333408,0.00513424,0.0302598,0.0423145,0.00779124,0.00873819,0.0191671,0,0,0.0234749,0,0.0391429,0.00926634,0.0508778,0.0254871,0.0343683,0.0190601,0.026644,0.0273138,0.00431469,0.0339104,0.0077659,0.00585894,0.0176264,0.0324459,0.0104565,0.0197596,0.040126,0.0209618,0.0112328,0.00991188,0.0254276,0.00820949,0,0,0,0,0
193,0.0130117,0,0,0,0,0.0243604,0,0,0,0,0,0,0.00827846,0.0500976,0.00834263,0.0156403,0,0,0.0405863,0,0.0536663,0.0138778,0.0322923,0.0102607,0.0297928,0.00842959,0.0194837,0.0078313,0.00393764,0.00610173,0.0113429,0.0405444,0.00500098,0.00522579,0.00453231,0.0309203,0.00589812,0.0245338,0.0333345,0.00521107,0.0294509,0.0423538,0.00656284,0.00858697,0.0189561,0,0,0.0234096,0,0.0391963,0.00922352,0.0508929,0.0241283,0.0345372,0.0188387,0.0269113,0.0272238,0.00420846,0.0339481,0.00788426,0.00586277,0.0170202,0.0333151,0,0.0189375,0.0387781,0.0209419,0.0112198,0.00991684,0.0253558,0.00845519,0,0,0,0,0
194,0.0130077,0,0,0,0,0.0242035,0,0,0,0,0,0,0.00815361,0.0501116,0.00829049,0.0156298,0,0,0.0404494,0,0.053745,0.013777,0.0322923,0.0102699,0.0298051,0.00851133,0.0195667,0.00794725,0.00391909,0.00607739,0.0113266,0.040489,0.0050631,0.00511319,0.00460453,0.0309313,0.00553658,0.024339,0.0333287,0.00521042,0.0287976,0.0423919,0.0056108,0.00848369,0.0186927,0,0,0.0232628,0,0.039244,0.00913657,0.0507926,0.0227501,0.0346915,0.018393,0.0271765,0.0270953,0.00394131,0.0339188,0.0079484,0.00580035,0.0164307,0.0342345,0,0.0181255,0.0374669,0.0210145,0.0112154,0.00987398,0.0252778,0.00866391,0,0,0,0,0
195,0.0130699,0,0,0,0,0.0241184,0,0,0,0,0,0,0.00810745,0.0501248,0.00824395,0.0156261,0,0,0.0403036,0,0.05377,0.0137239,0.032288,0.0102725,0.0297858,0.00866375,0.0195969,0.00792701,0.00396469,0.00606458,0.0113546,0.0404439,0.00514955,0.00503896,0.00464583,0.0309345,0.00532718,0.0242471,0.0332869,0.00521971,0.028002,0.0424401,0.00469612,0.00845848,0.0183595,0,0,0.0230709,0,0.0393134,0.00910063,0.0506706,0.0212542,0.0347804,0.0178217,0.0274067,0.0269128,0.00375517,0.0338778,0.00798689,0.00576175,0.0158533,0.0350996,0,0.0173719,0.0358724,0.0210775,0.011291,0.00980601,0.0252002,0.00877117,0,0,0,0,0
196,0.0131999,0,0,0,0,0.0239871,0,0,0,0,0,0,0.00813226,0.0501226,0.00827742,0.0156982,0,0,0.0402276,0,0.0537688,0.0136721,0.0322942,0.0103986,0.0297758,0.00883816,0.0195813,0.00768826,0.00399088,0.00608974,0.0114134,0.0404482,0.00518769,0.00508987,0.00468885,0.0309281,0.0052091,0.0242556,0.0332252,0.00524663,0.0274702,0.0424877,0.00416017,0.00840563,0.0179736,0,0,0.0228806,0,0.039387,0.00900982,0.050579,0.0195344,0.0349043,0.0175416,0.0276488,0.0266544,0.00345889,0.0338516,0.00808672,0.00572371,0.0154098,0.0358147,0.0091509,0.0166334,0.0346937,0.02115,0.0112484,0.00973936,0.0249954,0.00887203,0,0,0,0,0
197,0.0133949,0,0,0,0,0.0238329,0,0,0,0,0,0,0.00827728,0.0500932,0.00839605,0.0158566,0,0,0.0401307,0,0.0537642,0.0135962,0.0322783,0.0106501,0.0299688,0.00900248,0.019696,0.00720483,0.00407546,0.0061105,0.0114517,0.0403811,0.00510936,0.00527656,0.00465059,0.0309299,0.00531798,0.0243421,0.0331344,0.005232,0.0266916,0.0425132,0.00344255,0.00852018,0.01758,0,0,0.0227912,0,0.0394643,0.00890781,0.05047,0.0181953,0.0349632,0.0171576,0.0279582,0.0263798,0.0035203,0.0338389,0.00807006,0.00568175,0.0150535,0.0365212,0.00886001,0.0161069,0.0333662,0.021229,0.0111469,0.00968625,0.0247927,0.008921,0,0,0,0,0
198,0.0135928,0,0,0,0,0.0235396,0,0,0,0,0,0,0.0083843,0.0500926,0.00853315,0.0159277,0,0,0.0401681,0,0.0537402,0.0135597,0.0322441,0.0107698,0.0301705,0.00899197,0.0198181,0.00656058,0.00419606,0.00616476,0.0114617,0.0403121,0.00501623,0.00550913,0.00465792,0.0308824,0.00561581,0.0245131,0.032998,0.00525981,0.0258396,0.0425178,0.00279231,0.00865074,0.0170882,0,0,0.0227556,0,0.0395648,0.00887742,0.0503541,0.0170896,0.034998,0.016924,0.028265,0.0259948,0.00341152,0.0339011,0.00792374,0.0054766,0.014719,0.037208,0.00882808,0.0156694,0.0320407,0.0213417,0.0112755,0.00963295,0.0245257,0.0089318,0,0,0,0,0
199,0.0135504,0,0,0,0,0.0232848,0,0,0,0,0,0,0.00844667,0.050101,0.00864396,0.0158683,0,0,0.0402061,0,0.0537192,0.0135512,0.0322281,0.0108747,0.0301975,0.00885515,0.0199224,0.00632709,0.00431988,0.00625239,0.0114315,0.0402748,0.00506927,0.00557601,0.00475447,0.0308529,0.00587646,0.0244503,0.0328665,0.00534163,0.0250728,0.042547,0.00233845,0.0087662,0.0165712,0,0,0.0227957,0,0.0396805,0.00885354,0.0502272,0.0161327,0.0350118,0.0168631,0.028589,0.0256411,0.00305559,0.0339468,0.00783276,0.00519461,0.0144362,0.0378441,0.00888513,0.0153265,0.0307724,0.0215802,0.0114995,0.00960574,0.0243241,0.00901793,0,0,0,0,0
200,0.0134777,0,0,0,0,0.0229611,0,0,0,0,0,0,0.00839663,0.0500763,0.00866555,0.0154846,0,0,0.0403623,0,0.0537542,0.0136469,0.0322955,0.0110001,0.0298857,0.00883593,0.0196605,0.00607141,0.00437475,0.00642869,0.0114628,0.0402185,0.0051941,0.00553404,0.00485364,0.0308379,0.00593605,0.0244835,0.0327268,0.00541453,0.0244368,0.0425595,0.00210226,0.00877004,0.0161243,0,0,0.0227801,0,0.039795,0.00882432,0.0501647,0.0152347,0.0349381,0.0161948,0.0286606,0.0253121,0.00300849,0.0339764,0.00772284,0.00487808,0.0142387,0.0383956,0.00898487,0.0151292,0.0297761,0.0218008,0.0115777,0.0095803,0.024124,0.00911349,0,0,0,0,0
201,0.0134009,0,0,0,0,0.0228341,0,0,0,0,0,0,0.00842179,0.0500915,0.0087003,0.015423,0,0,0.0404848,0,0.0537923,0.0137181,0.0323243,0.0111121,0.0299654,0.00897372,0.0195941,0.00590697,0.00447288,0.00663256,0.011501,0.0402254,0.00530248,0.00554394,0.00492606,0.0307953,0.00627641,0.0245072,0.0326187,0.00544003,0.0238384,0.0425478,0.00214577,0.00885407,0.0157952,0,0,0.0226859,0,0.0399256,0.00890811,0.050163,0.0143787,0.0348971,0.0156512,0.0288294,0.0249998,0.00297824,0.0340128,0.00764652,0.00486542,0.0140407,0.0388109,0.00911361,0.0150444,0.0288746,0.0219527,0.0114446,0.00952641,0.0239901,0.00920812,0,0,0,0,0
202,0.0133565,0,0,0,0,0.0227444,0,0,0,0,0,0,0.00845566,0.0501374,0.00875838,0.015583,0,0,0.0406512,0,0.0538489,0.013827,0.032307,0.0111635,0.030092,0.00915967,0.019662,0.00565121,0.0045298,0.00681541,0.0115163,0.0402182,0.0054373,0.00565203,0.00500566,0.0307564,0.00677746,0.0245573,0.0325461,0.00552584,0.0232975,0.042552,0.002341,0.00896688,0.0155417,0,0,0.0226755,0,0.040043,0.00900503,0.0502702,0.0137752,0.0349274,0.0153974,0.0290788,0.0246658,0.00242489,0.0339869,0.00764397,0.0049527,0.0138162,0.0391457,0.00928245,0.014918,0.0280107,0.0220897,0.0115134,0.00947923,0.0238764,0.00931207,0,0,0,0,0
203,0.0133736,0,0,0,0,0.022605,0,0,0,0,0,0,0.00848564,0.0501674,0.00880347,0.0158093,0,0,0.0408392,0,0.0538967,0.0139356,0.0323068,0.0112281,0.030061,0.00929426,0.019764,0.0052553,0.00459202,0.00699619,0.0114285,0.0401719,0.00557836,0.00579078,0.00505843,0.0307227,0.00729373,0.024665,0.0324809,0.00564394,0.022985,0.0425712,0.00264117,0.00910685,0.0153455,0,0,0.0228028,0,0.0401356,0.00903704,0.0504951,0.0133786,0.0349788,0.0146362,0.0293115,0.0243436,0.00187317,0.0338942,0.00768957,0.00502029,0.0136722,0.0393937,0.00945662,0.0148201,0.027427,0.0222596,0.0117164,0.00946157,0.0237518,0.00938585,0,0,0,0,0
204,0.0134199,0,0,0,0,0.0223792,0,0,0,0,0,0,0.00852978,0.0501701,0.00876826,0.0160216,0,0,0.0409741,0,0.0539361,0.0140126,0.032372,0.0113286,0.0300244,0.00945109,0.0198705,0.00488887,0.00467911,0.00718507,0.0113367,0.0401386,0.00569422,0.00592535,0.00513165,0.0306862,0.00791691,0.0247996,0.0324109,0.00577429,0.0228337,0.0426332,0.00294627,0.00919469,0.0151742,0,0,0.0228708,0,0.0402023,0.00903005,0.0506463,0.0130894,0.0349814,0.0140333,0.029461,0.0240204,0.00152782,0.0337614,0.00778397,0.00520193,0.0135337,0.0395813,0.00959618,0.0147092,0.0270646,0.0225463,0.0119478,0.00946219,0.0236269,0.00941759,0,0,0,0,0
205,0.0135247,0,0,0,0,0.0220771,0,0,0,0,0,0,0.00856142,0.050115,0.00870679,0.0161614,0,0,0.0410266,0,0.0539754,0.0140418,0.032461,0.0114586,0.0299714,0.0094909,0.0199399,0.00447322,0.00471262,0.00733679,0.0112485,0.0400697,0.00580628,0.0061091,0.00529116,0.0306175,0.00851689,0.0249275,0.0323223,0.00588307,0.022739,0.0427105,0.00314526,0.00916305,0.0150163,0,0,0.0228475,0,0.0402792,0.00900295,0.0507684,0.0129277,0.0349321,0.0136611,0.0295447,0.0236405,0.00151361,0.033655,0.00788426,0.00529834,0.013427,0.0396689,0.00965932,0.0146044,0.0268399,0.022556,0.0121652,0.00944855,0.0235072,0.00942331,0,0,0,0,0
206,0.0136918,0,0,0,0,0.0220011,0,0,0,0,0,0,0.0085428,0.05004,0.00867092,0.0162597,0,0,0.0410374,0,0.054019,0.0140328,0.0325261,0.0116289,0.029922,0.00960915,0.0199353,0.00402233,0.0047225,0.00743372,0.011133,0.0399386,0.00593362,0.00628527,0.00551098,0.0305822,0.00901959,0.025043,0.0322179,0.0059472,0.0226798,0.0427676,0.00316427,0.0090765,0.0149213,0,0,0.0227018,0,0.0403659,0.00894101,0.0508348,0.0126533,0.0348739,0.0134912,0.0295708,0.0232427,0.00201576,0.0335799,0.0079871,0.00544831,0.0134151,0.0396848,0.00968079,0.0146244,0.0268012,0.0222466,0.0122359,0.0094447,0.0234521,0.00943425,0,0,0,0,0
207,0.0138859,0,0,0,0,0.0221018,0,0,0,0,0,0,0.00839735,0.0499704,0.00854731,0.0163845,0,0,0.0409372,0,0.0541065,0.0139527,0.0325494,0.0118826,0.0298411,0.00982388,0.0199235,0.00369372,0.00473195,0.00749037,0.0109725,0.039772,0.00609695,0.00642422,0.00573018,0.0305664,0.00934699,0.0251151,0.0321092,0.00595504,0.0225767,0.042821,0.00302154,0.00894747,0.0148871,0,0,0.0225223,0,0.0404609,0.00892642,0.050865,0.0120744,0.0348059,0.0134415,0.029545,0.0228604,0.00229369,0.0333732,0.00808835,0.00554106,0.0135279,0.0396006,0.00964136,0.0147665,0.0269073,0.0219999,0.0123964,0.00946715,0.0234545,0.00949797,0,0,0,0,0
208,0.0141606,0,0,0,0,0.022206,0,0,0,0,0,0,0.00812673,0.0499354,0.00830243,0.0165796,0,0,0.0407838,0,0.054233,0.0138377,0.0324504,0.0122199,0.0298049,0.00990313,0.0200393,0.00345592,0.00463913,0.00742448,0.0107154,0.0395598,0.0062496,0.00658763,0.00590763,0.0305505,0.00951964,0.0252151,0.0320093,0.0059707,0.0222978,0.0429002,0.00288857,0.00893145,0.0148564,0,0,0.0224039,0,0.0405705,0.00893264,0.0509874,0.0112851,0.0345392,0.0133323,0.0296043,0.0224768,0.00239967,0.0331464,0.0080479,0.00575293,0.0136415,0.0393968,0.00957427,0.0149641,0.0269117,0.021948,0.0126595,0.00951372,0.0235196,0.00953948,0,0,0,0,0
209,0.0144605,0,0,0,0,0.0225215,0,0,0,0,0,0,0.00773188,0.0498548,0.0080059,0.0169378,0,0,0.0404907,0,0.0543389,0.0137087,0.032155,0.0126251,0.029803,0.00987511,0.0203871,0.00353951,0.00451807,0.00723744,0.0103416,0.0392488,0.00636159,0.00680405,0.00604749,0.0305286,0.0094661,0.0253044,0.0319185,0.00618357,0.0216965,0.0429767,0.0028502,0.00907457,0.014794,0,0,0.0222842,0,0.0406729,0.00892498,0.051261,0.0106578,0.0340351,0.0131227,0.0299782,0.0220739,0.00259973,0.032923,0.0078973,0.00613157,0.0138064,0.0392655,0.00970085,0.0153006,0.0265661,0.0219602,0.0129396,0.00958588,0.0236831,0.00955716,0,0,0,0,0
210,0.0146987,0,0,0,0,0.0228444,0,0,0,0,0,0,0.0073953,0.0497549,0.00781027,0.0172776,0,0,0.0402182,0,0.0544255,0.0136595,0.0319607,0.013213,0.029791,0.00993956,0.0205921,0.00369361,0.00447275,0.00708975,0.0100478,0.0390182,0.00650178,0.00703906,0.0062456,0.0304857,0.00938179,0.0253854,0.0318215,0.00650553,0.0210847,0.0430454,0.00288808,0.00932481,0.0147139,0,0,0.0222468,0,0.0407642,0.00895604,0.0513249,0.0106633,0.0337828,0.0130264,0.0303154,0.0216736,0.002926,0.0329079,0.00771419,0.00623468,0.01428,0.0392592,0.0100405,0.0158596,0.0261699,0.0219787,0.0132322,0.0096467,0.0239137,0.00961995,0,0,0,0,0
211,0.0149164,0,0,0,0,0.0231211,0,0,0,0,0,0,0.00710916,0.049652,0.0077318,0.0174698,0,0,0.039878,0,0.0545244,0.0135654,0.0318794,0.0139823,0.0297842,0.0101278,0.0205839,0.00403447,0.00439634,0.00690177,0.00986257,0.0389011,0.00673929,0.00727898,0.00651028,0.0304233,0.00932382,0.0253924,0.0317369,0.00644268,0.0206921,0.0431064,0.00316951,0.00949948,0.0145994,0,0,0.0222794,0,0.0408456,0.00904235,0.0511902,0.0112655,0.033786,0.0132674,0.0305218,0.021275,0.00477174,0.0330612,0.0076182,0.00581744,0.0150136,0.0394436,0.0103923,0.016565,0.0258812,0.0218981,0.0133893,0.00966531,0.0240779,0.00973588,0,0,0,0,0
212,0.0152586,0,0,0,0,0.0230386,0,0,0,0,0,0,0.0068434,0.0495369,0.00778551,0.0173732,0,0,0.0393778,0,0.0546717,0.0133887,0.0319343,0.0149668,0.0299047,0.0104005,0.0201882,0.00471675,0.00429897,0.00689777,0.00974946,0.0388459,0.00709649,0.00764398,0.00684571,0.0303509,0.00924821,0.025548,0.0316229,0.00616591,0.0208116,0.0431767,0.00380561,0.00931354,0.0143637,0,0,0.0223845,0,0.0409513,0.00909873,0.0509606,0.0121558,0.0339078,0.0137299,0.0304432,0.0208427,0.00464649,0.0330612,0.00777423,0.00546186,0.0155569,0.0397159,0.0104939,0.0170181,0.0260327,0.0219367,0.0136003,0.00967754,0.0240915,0.00988249,0,0,0,0,0
