Timestep,C7,CBL,CBR,CFL,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,CFR
137,0.0205782,0,0,0,0.0273845,0,0,0,0,0,0,0.0475365,0.0319032,0.0523632,0.0294877,0,0,0.0759552,0,0.0483114,0.0482747,0.031146,0.0587635,0.0154932,0.0113678,0.034945,0.00322898,0.0132269,0.0109541,0.0114144,0.0383915,0.0142249,0.0214335,0.0253447,0.0238543,0.0564824,0.0579978,0.0263734,0.0381358,0.0159962,0.0305075,0.0221985,0,0.0287678,0,0,0.0647718,0,0.0360695,0.0285229,0.0444197,0.0386268,0.0210175,0.0128378,0.0185682,0.0554879,0.0218983,0.028066,0.0184449,0.0216298,0.0187616,0.0148641,0.0193114,0.0221559,0.0170597,0.0663557,0.0284182,0.0177108,0.0263918,0.0211845,0,0,0,0
138,0.0208205,0,0,0,0.0276605,0,0,0,0,0,0,0.0478775,0.0318404,0.0525982,0.0288635,0,0,0.0758199,0,0.0483802,0.0482074,0.0315422,0.0594985,0.0155016,0.0114389,0.0347653,0.0030107,0.0129365,0.0107347,0.011267,0.0387443,0.0142038,0.0213948,0.025232,0.0240974,0.0567985,0.0579546,0.0263721,0.0381332,0.0167015,0.0305675,0.0225686,0,0.0287719,0,0,0.0646039,0,0.0360887,0.0284821,0.0441509,0.0390114,0.0211018,0.013293,0.0180767,0.0553109,0.022173,0.0276152,0.0185475,0.0220815,0.0187667,0.0154531,0.0191667,0.0225636,0.0184292,0.0660492,0.0286943,0.0176382,0.0265757,0.0211615,0,0,0,0
139,0.0210605,0,0,0,0.0278969,0,0,0,0,0,0,0.0481739,0.0318016,0.0528286,0.0283836,0,0,0.0756973,0,0.0484359,0.0481803,0.0319839,0.060196,0.0154995,0.0114406,0.0345332,0.00285725,0.0126486,0.0104825,0.0110785,0.0390794,0.0141691,0.0213699,0.0251619,0.0243212,0.0572634,0.0580114,0.0263898,0.0382052,0.0173167,0.0306098,0.0229111,0,0.0287784,0,0,0.064506,0,0.0360835,0.0284228,0.0438315,0.0393226,0.0211477,0.0145394,0.017492,0.0550521,0.0224833,0.0270609,0.0186611,0.0226024,0.0185861,0.0161145,0.018971,0.0228823,0.0196943,0.0656863,0.0289512,0.0175966,0.0267366,0.021181,0,0,0,0
140,0.021291,0,0,0,0.028068,0,0,0,0,0,0,0.0481961,0.0317839,0.0529991,0.0278803,0,0,0.0756584,0,0.0484783,0.0481633,0.0324422,0.0608517,0.0154861,0.011357,0.0342007,0.00270585,0.0123522,0.0101222,0.0108634,0.0394006,0.0141508,0.0213511,0.0251205,0.0245212,0.057761,0.0580828,0.0264175,0.0383435,0.0178985,0.0306553,0.0231115,0,0.0287861,0,0,0.0644045,0,0.0360842,0.0284132,0.0434929,0.0393336,0.02114,0.0159096,0.0170048,0.0546778,0.0228523,0.0264869,0.0187955,0.0232003,0.0184687,0.0167947,0.0187441,0.0229537,0.0208082,0.0652924,0.0292155,0.0176669,0.0268447,0.0212379,0,0,0,0
141,0.0214752,0,0,0,0.028174,0,0,0,0,0,0,0.0481794,0.0317894,0.0530214,0.0273627,0,0,0.0757078,0,0.0485137,0.0481847,0.0328615,0.0614536,0.0154023,0.0112039,0.0337188,0.00255991,0.012025,0.0096338,0.0106839,0.0397059,0.0141818,0.0213153,0.0250714,0.0247232,0.0580443,0.0581321,0.0264605,0.0385504,0.0184465,0.0307125,0.0231784,0,0.0287449,0,0,0.0643168,0,0.0360911,0.0284779,0.0432037,0.0390671,0.0209653,0.0168244,0.0166323,0.0541297,0.0233336,0.0259137,0.0190181,0.0238389,0.0183015,0.0173737,0.0182936,0.0227337,0.0217357,0.0648677,0.0295132,0.0178055,0.026894,0.021285,0,0,0,0
142,0.0216257,0,0,0,0.0282292,0,0,0,0,0,0,0.0481732,0.0317957,0.0529612,0.0268942,0,0,0.0757983,0,0.0485387,0.0482627,0.033286,0.062024,0.0152744,0.0110016,0.0330872,0.00239174,0.011692,0.0091333,0.0105352,0.039997,0.0142522,0.0212822,0.0250461,0.0249311,0.0581568,0.0581933,0.0264918,0.0385799,0.01893,0.0307735,0.023084,0,0.028644,0,0,0.0642357,0,0.0360891,0.028613,0.0429974,0.0386159,0.0206503,0.0172442,0.0162846,0.0534659,0.0238011,0.0253295,0.0192815,0.0244614,0.0179545,0.0178483,0.0177241,0.0223577,0.022411,0.0644247,0.0298271,0.0179574,0.0269105,0.0213416,0,0,0,0
143,0.0218201,0,0,0,0.0283189,0,0,0,0,0,0,0.0482917,0.0317463,0.0529787,0.0265832,0,0,0.0758929,0,0.0485691,0.0483008,0.0338423,0.0625889,0.0151571,0.010817,0.032464,0.00219376,0.011289,0.00871341,0.0104266,0.0403147,0.0143137,0.0214442,0.0250025,0.0251243,0.0582781,0.0582076,0.026497,0.0384118,0.0191987,0.0308437,0.0227916,0,0.0284287,0,0,0.0641881,0,0.0360899,0.0287736,0.0428224,0.0379099,0.0207137,0.0173526,0.0162498,0.0528668,0.0242921,0.0247187,0.0195212,0.0250637,0.0174451,0.0183356,0.0172529,0.0218901,0.0228454,0.064036,0.0301494,0.018107,0.0269374,0.0214233,0,0,0,0
144,0.0220332,0,0,0,0.0283999,0,0,0,0,0,0,0.0483395,0.0316463,0.0529919,0.0263777,0,0,0.0759817,0,0.0486164,0.048269,0.0344442,0.0631457,0.0150333,0.0106016,0.0319688,0.00201161,0.0108204,0.00824657,0.0103613,0.0406436,0.0143422,0.0215551,0.0249712,0.0253267,0.0583951,0.0581806,0.0264611,0.0382269,0.019351,0.0309091,0.0224686,0,0.028016,0,0,0.0641144,0,0.0360922,0.0288888,0.0427475,0.0370324,0.0207968,0.0173183,0.0158206,0.0522975,0.0248031,0.0241602,0.0197988,0.0257183,0.0168823,0.0188121,0.0168768,0.0212334,0.0231405,0.0636737,0.0304555,0.0182583,0.0269542,0.0215814,0,0,0,0
145,0.0222659,0,0,0,0.028458,0,0,0,0,0,0,0.0484218,0.0315518,0.0530247,0.026224,0,0,0.0760983,0,0.048673,0.0482186,0.0350153,0.0636333,0.0149147,0.0104123,0.0316368,0.00193913,0.0101764,0.00784667,0.0103293,0.040977,0.0143437,0.0215273,0.0249122,0.0255346,0.0585223,0.0581836,0.0264132,0.0381491,0.0194657,0.030969,0.0222243,0,0.0277811,0,0,0.0640314,0,0.0360834,0.0289926,0.0427875,0.0359836,0.0208175,0.0171888,0.0154369,0.0517051,0.025239,0.0236158,0.0200914,0.0263211,0.0164159,0.0193598,0.0165708,0.0206583,0.0234374,0.0632682,0.0307652,0.018419,0.0269437,0.0218508,0,0,0,0
146,0.0225066,0,0,0,0.0285387,0,0,0,0,0,0,0.0485986,0.0315646,0.0531501,0.026063,0,0,0.076323,0,0.0487249,0.0482607,0.0355681,0.0640537,0.014847,0.0102702,0.0313241,0.00195769,0.00958146,0.00743732,0.0104555,0.0413359,0.014408,0.0215938,0.0249223,0.0257745,0.0586761,0.0582591,0.0264052,0.0382207,0.0196184,0.0310395,0.0221307,0,0.0276763,0,0,0.0638719,0,0.0360723,0.029101,0.0428881,0.0347103,0.0208028,0.0173555,0.0151678,0.0511268,0.0255593,0.0231381,0.0204139,0.0268099,0.016018,0.0198921,0.0162105,0.0202831,0.0237742,0.0628353,0.0311267,0.01859,0.0269218,0.0221969,0,0,0,0
147,0.0226891,0,0,0,0.0286258,0,0,0,0,0,0,0.0490059,0.031574,0.0534534,0.0258972,0,0,0.0765574,0,0.0487675,0.0483058,0.0360984,0.0644348,0.0147935,0.0102284,0.0310095,0.0020229,0.00904958,0.00700819,0.0106793,0.041721,0.0145763,0.0218507,0.0250192,0.0260583,0.0588874,0.0583612,0.0263894,0.0381331,0.0198287,0.0311312,0.0221287,0,0.0275509,0,0,0.0637036,0,0.0360709,0.0292279,0.0430482,0.0333505,0.0207971,0.0178513,0.0151232,0.0505806,0.0257549,0.0227553,0.0207137,0.0272045,0.015685,0.0203618,0.015925,0.0200227,0.0241431,0.0624017,0.031502,0.0187847,0.0268812,0.0222176,0,0,0,0
148,0.0228415,0,0,0,0.0287253,0,0,0,0,0,0,0.0496626,0.0315701,0.0539162,0.0257397,0,0,0.0767379,0,0.0488093,0.0483135,0.0366213,0.0648962,0.0147769,0.0103002,0.0307325,0.00209842,0.00860481,0.00673125,0.0109749,0.042115,0.0147478,0.0220462,0.025047,0.0263747,0.0592391,0.0584028,0.0263849,0.0380729,0.0201741,0.0312292,0.0222402,0,0.027407,0,0,0.0636176,0,0.0360712,0.0293828,0.0432735,0.0321423,0.0208453,0.0185108,0.0150427,0.0500919,0.0258625,0.0224823,0.0209854,0.0275226,0.0155001,0.0208046,0.0157201,0.0198034,0.0246475,0.0620169,0.0318507,0.0190216,0.0268189,0.0226054,0,0,0,0
149,0.0230083,0,0,0,0.028828,0,0,0,0,0,0,0.0506344,0.031549,0.0545057,0.0255582,0,0,0.0768349,0,0.0488421,0.0482796,0.0370753,0.0655355,0.0147978,0.0104969,0.0305607,0.00211643,0.0082427,0.00671839,0.0114241,0.0425131,0.0148419,0.0224469,0.0251429,0.026713,0.0597836,0.0584131,0.026412,0.0380528,0.0206616,0.0313204,0.0224796,0,0.0273027,0,0,0.0636004,0,0.0360731,0.0295318,0.0435304,0.0312389,0.0209221,0.019209,0.0149612,0.0496886,0.0259156,0.0223282,0.0212227,0.0277558,0.0154165,0.0212057,0.0154903,0.0197371,0.0253221,0.0616346,0.0321135,0.0193032,0.0267707,0.0226486,0,0,0,0
150,0.0232008,0,0,0,0.0289484,0,0,0,0,0,0,0.0518478,0.0315392,0.055199,0.0252914,0,0,0.0768771,0,0.0488589,0.0482561,0.0374385,0.0663745,0.0148581,0.010811,0.0304779,0.00217098,0.0077933,0.00698489,0.0119933,0.042868,0.0148868,0.0227205,0.0252196,0.0270308,0.060498,0.0584105,0.0264363,0.0380796,0.0212555,0.0313984,0.0228882,0,0.0272424,0,0,0.063568,0,0.0360784,0.0296508,0.0436853,0.0306657,0.0210095,0.0199747,0.0149475,0.0494003,0.0259078,0.0222359,0.0214144,0.0278955,0.0154142,0.0215956,0.0153021,0.0196831,0.0261447,0.0612538,0.0322797,0.0195749,0.0267448,0.0223137,0,0,0,0
151,0.0234103,0,0,0,0.029128,0,0,0,0,0,0,0.0533298,0.0314886,0.0560071,0.0249173,0,0,0.076893,0,0.0488548,0.0482247,0.0377084,0.0671667,0.0149743,0.0110947,0.0304338,0.00225845,0.00741531,0.00754471,0.0126944,0.0431898,0.0149432,0.0228231,0.0251904,0.0273171,0.0612606,0.0583884,0.026443,0.0380309,0.0217563,0.0314424,0.023275,0,0.0272645,0,0,0.0635171,0,0.0360806,0.029783,0.0436453,0.0302748,0.0211563,0.0207899,0.015013,0.0491828,0.025838,0.0221462,0.0215669,0.0279481,0.0155154,0.0220094,0.0150596,0.0197696,0.0269464,0.0609426,0.0323988,0.0196977,0.026783,0.0224056,0,0,0,0
152,0.0236593,0,0,0,0.0294653,0,0,0,0,0,0,0.0551849,0.0314357,0.0568736,0.0245495,0,0,0.0768627,0,0.0488526,0.0481517,0.0378984,0.0675005,0.0151457,0.0114099,0.0304405,0.00234075,0.00715317,0.00831132,0.0135071,0.0434548,0.015155,0.0230614,0.0252624,0.0275508,0.0618258,0.0582587,0.0264297,0.0379155,0.0221939,0.0315322,0.0236583,0,0.0273856,0,0,0.0635701,0,0.0361227,0.0300015,0.04341,0.0301137,0.0213063,0.0213047,0.0150919,0.0490681,0.0257423,0.0221163,0.0217174,0.0280272,0.0155907,0.022313,0.0148882,0.0199417,0.0276354,0.0607972,0.0326241,0.0200126,0.0268966,0.0220748,0,0,0,0
153,0.0239118,0,0,0,0.0294992,0,0,0,0,0,0,0.0573267,0.0315269,0.0574188,0.0241406,0,0,0.0769899,0,0.0488901,0.0482018,0.0379831,0.0671513,0.0153712,0.0118779,0.030491,0.00239582,0.00706767,0.00917135,0.0143938,0.043647,0.0155043,0.023494,0.0254983,0.0277203,0.0622387,0.0582453,0.0264414,0.0378793,0.0225787,0.0316304,0.0240699,0,0.0275108,0,0,0.0636604,0,0.0361681,0.0301931,0.043054,0.030164,0.0214648,0.021703,0.0152536,0.0490717,0.0256164,0.0221596,0.0218509,0.0281225,0.0156955,0.0225258,0.0148685,0.0201658,0.0283075,0.0607747,0.0328556,0.0201809,0.026985,0.0222292,0,0,0,0
154,0.024169,0,0,0,0.0296416,0,0,0,0,0,0,0.0593394,0.0316382,0.057225,0.0236756,0,0,0.0771977,0,0.0489448,0.0483138,0.037976,0.0661179,0.0156081,0.0123343,0.0305503,0.00251574,0.0071302,0.0100162,0.0152815,0.0438147,0.0158624,0.0240586,0.0257942,0.0277714,0.062545,0.0582244,0.0264517,0.0378375,0.0226669,0.0316879,0.0243092,0,0.0276707,0,0,0.0637037,0,0.0361782,0.0303232,0.0426751,0.030237,0.0216376,0.022033,0.0156269,0.0491911,0.0254621,0.0220952,0.0220052,0.0281986,0.0158463,0.0227813,0.0148648,0.0202285,0.0287566,0.0608043,0.0330413,0.0201882,0.0270514,0.0229602,0,0,0,0
155,0.0244345,0,0,0,0.0298228,0,0,0,0,0,0,0.0606901,0.0316538,0.0567955,0.0232354,0,0,0.0773869,0,0.0489536,0.0483954,0.0378591,0.0645942,0.0157862,0.01281,0.0306273,0.00269363,0.00728717,0.0108461,0.0161243,0.0439261,0.0163446,0.0244791,0.0261,0.0276077,0.0627841,0.0581419,0.0264241,0.0378111,0.0227353,0.0317402,0.0244964,0,0.0279088,0,0,0.063624,0,0.0361725,0.0304134,0.042353,0.0304229,0.021663,0.0222476,0.0162818,0.0493333,0.0252772,0.0220671,0.0220872,0.0282353,0.0159243,0.0229738,0.0148393,0.0203217,0.0291714,0.0607674,0.0331801,0.0203841,0.0270997,0.023377,0,0,0,0
156,0.0246698,0,0,0,0.0299379,0,0,0,0,0,0,0.0609895,0.0316464,0.0558349,0.0228533,0,0,0.0775449,0,0.0489594,0.0484554,0.0376945,0.0625684,0.0159045,0.0134125,0.0306557,0.00292507,0.00743924,0.0115142,0.0167845,0.0440105,0.0170502,0.0249054,0.0264638,0.0272221,0.0625025,0.0580307,0.026388,0.0377848,0.0229632,0.0318094,0.024743,0,0.0281421,0,0,0.0635061,0,0.0361783,0.0305015,0.0421558,0.0306963,0.0214855,0.0224094,0.0163171,0.0494602,0.025077,0.0221509,0.0221516,0.0282597,0.0160332,0.0231063,0.0147982,0.0205548,0.0299221,0.0606835,0.0333199,0.0207421,0.0271068,0.0235034,0,0,0,0
157,0.0248508,0,0,0,0.0300835,0,0,0,0,0,0,0.0603123,0.0316444,0.0541597,0.0226155,0,0,0.0776428,0,0.048955,0.0484761,0.0375821,0.0600025,0.0159914,0.0142194,0.0306553,0.00304874,0.00749068,0.0118903,0.0171404,0.0441212,0.0178305,0.0254854,0.0267686,0.0266019,0.0616332,0.0578765,0.0263849,0.0377205,0.0231321,0.0319167,0.0249293,0,0.028384,0,0,0.0635114,0,0.0362471,0.0307084,0.0421279,0.0309311,0.0214594,0.0223695,0.0163768,0.0496298,0.0248857,0.0221283,0.0221501,0.0282141,0.0162306,0.0233311,0.0147337,0.0207966,0.0305974,0.060743,0.0334932,0.0209596,0.0271189,0.0235219,0,0,0,0
158,0.0249529,0,0,0,0.0302091,0,0,0,0,0,0,0.0587031,0.0316248,0.0517585,0.0224561,0,0,0.0777098,0,0.0489594,0.0484591,0.0375223,0.0570284,0.015986,0.0149938,0.0305213,0.0032147,0.00742845,0.0117894,0.0169443,0.0442053,0.0188416,0.0263067,0.0270402,0.0258738,0.0601099,0.0577017,0.0263933,0.0376835,0.0233326,0.0319621,0.0250768,0,0.0285138,0,0,0.0635338,0,0.0362665,0.0308979,0.042256,0.0310873,0.0214833,0.0221404,0.0163952,0.0497378,0.0247295,0.0220316,0.0221193,0.0281493,0.0163659,0.0235901,0.0145612,0.0208567,0.0312659,0.0608209,0.0336544,0.0209666,0.0270532,0.0235069,0,0,0,0
159,0.0250022,0,0,0,0.0302602,0,0,0,0,0,0,0.0564276,0.03162,0.0491108,0.0223768,0,0,0.0777478,0,0.0489843,0.0484847,0.0375167,0.0539064,0.0158489,0.0157121,0.0303661,0.00340829,0.00734707,0.0111381,0.0161691,0.0441687,0.0198234,0.0271951,0.0272623,0.0250969,0.0580087,0.0575376,0.0264334,0.0376834,0.0234336,0.0319668,0.0251749,0,0.0285821,0,0,0.0635106,0,0.0362558,0.0310065,0.0424478,0.0310542,0.0215019,0.021994,0.016199,0.0497842,0.0246001,0.0218606,0.0220594,0.0280796,0.0164157,0.0239282,0.0143767,0.0208891,0.0318895,0.0608206,0.03375,0.021109,0.0269446,0.0235242,0,0,0,0
160,0.0250333,0,0,0,0.0302463,0,0,0,0,0,0,0.0538759,0.0316628,0.0472974,0.0223706,0,0,0.0778467,0,0.0490313,0.0486086,0.0375404,0.0508881,0.0155993,0.0162852,0.0301189,0.00366165,0.00750113,0.0100563,0.0149336,0.0439197,0.0203133,0.0276077,0.0272691,0.0242757,0.0558926,0.0574038,0.0265095,0.0376529,0.0234217,0.0319828,0.0250901,0,0.0286128,0,0,0.0635185,0,0.0362693,0.0310802,0.0426456,0.0307816,0.0214977,0.0217436,0.0157319,0.0498149,0.0244528,0.0216116,0.0219733,0.027916,0.0162659,0.0243042,0.014133,0.0206576,0.0323913,0.0607689,0.0338272,0.0213819,0.0268388,0.0235121,0,0,0,0
161,0.0249931,0,0,0,0.0301893,0,0,0,0,0,0,0.0513071,0.0316825,0.045884,0.022327,0,0,0.0779261,0,0.0490832,0.048734,0.0375226,0.0485545,0.0152518,0.0164937,0.0297263,0.0039226,0.00752215,0.0086906,0.0132102,0.0434983,0.0201613,0.0272653,0.026956,0.0235593,0.0538098,0.0572644,0.0266056,0.0376001,0.0233129,0.032002,0.0247838,0,0.0285426,0,0,0.0636202,0,0.0362989,0.0311576,0.0428357,0.0301954,0.0214061,0.0212596,0.0150541,0.0497665,0.0242457,0.0212572,0.0218889,0.0276611,0.0160143,0.0246807,0.0138116,0.0202239,0.0326609,0.0607017,0.0339449,0.0214689,0.0266768,0.0234824,0,0,0,0
162,0.0248936,0,0,0,0.0301141,0,0,0,0,0,0,0.0490933,0.0316983,0.0448986,0.0222931,0,0,0.0779563,0,0.0491414,0.0488144,0.0374591,0.047388,0.0148761,0.0163828,0.0292129,0.0041148,0.00745509,0.00749128,0.011153,0.0429757,0.0193998,0.0261655,0.0263498,0.0229612,0.0522574,0.0570961,0.0266839,0.0375593,0.0233709,0.0320111,0.0245974,0,0.0283715,0,0,0.0636809,0,0.0363099,0.0312457,0.0429051,0.0296916,0.0212376,0.0209373,0.0141949,0.0496469,0.0240237,0.0210726,0.0218044,0.0273938,0.015543,0.0249317,0.0135305,0.019815,0.032833,0.0606022,0.0341409,0.0214598,0.0264573,0.0233822,0,0,0,0
163,0.0247493,0,0,0,0.0300665,0,0,0,0,0,0,0.0472406,0.0317239,0.0443329,0.0223703,0,0,0.0779768,0,0.0491844,0.048837,0.0373848,0.0473833,0.0145411,0.0160695,0.0287258,0.00417882,0.00728072,0.00695003,0.0090634,0.0424542,0.0181392,0.0245074,0.0255285,0.0224794,0.0512405,0.0569481,0.0267352,0.0375251,0.0233371,0.0320363,0.0243383,0,0.0281996,0,0,0.0637558,0,0.0363294,0.0313755,0.0427862,0.0291234,0.0213438,0.0207033,0.0134774,0.0495694,0.0238512,0.0209859,0.0216025,0.0271115,0.0151673,0.0252182,0.0132839,0.0194584,0.0327516,0.0605283,0.0343211,0.0216301,0.0262771,0.0229416,0,0,0,0
164,0.0245712,0,0,0,0.0300502,0,0,0,0,0,0,0.0455806,0.0317414,0.0441255,0.0225424,0,0,0.0780256,0,0.049226,0.0488528,0.037164,0.0483056,0.0141945,0.0155115,0.0283515,0.00412733,0.00777981,0.00739669,0.00750061,0.0419128,0.016606,0.0224869,0.0245708,0.0221559,0.0507688,0.0568468,0.0267789,0.037485,0.023271,0.0320647,0.0239548,0,0.0280308,0,0,0.0638721,0,0.0363662,0.0314573,0.0425994,0.0283579,0.021412,0.0202102,0.0130398,0.049521,0.0237058,0.0208222,0.021388,0.026861,0.0146846,0.0255711,0.0129336,0.0189078,0.0327609,0.0605021,0.0344979,0.0216914,0.0261536,0.0220684,0,0,0,0
165,0.0243487,0,0,0,0.0300764,0,0,0,0,0,0,0.044253,0.0317168,0.043994,0.0227121,0,0,0.0780437,0,0.0492613,0.0488749,0.0367915,0.0497206,0.0139381,0.0149433,0.0278641,0.00408417,0.00836772,0.00872312,0.00708574,0.0413073,0.0149809,0.0204323,0.0235984,0.0219242,0.0510237,0.0567055,0.0268176,0.0374873,0.0232979,0.0320912,0.0236484,0,0.0278334,0,0,0.0640059,0,0.0364174,0.0315244,0.0423801,0.0276733,0.0213382,0.0196202,0.0126271,0.0494722,0.0235659,0.0207467,0.0211589,0.0266462,0.0142108,0.0259294,0.0125756,0.0183686,0.032857,0.0604793,0.0347129,0.0216862,0.0260493,0.0218816,0,0,0,0
166,0.0241134,0,0,0,0.0299613,0,0,0,0,0,0,0.0431225,0.0316891,0.0436205,0.0229406,0,0,0.0780379,0,0.0492959,0.0488932,0.0363643,0.0511079,0.0137465,0.014568,0.0274707,0.00393241,0.00875826,0.0104277,0.00768025,0.0406693,0.0134242,0.0186467,0.0227308,0.0217236,0.0517896,0.0565846,0.0268738,0.0374875,0.0233658,0.0321056,0.0233644,0,0.0276369,0,0,0.0641101,0,0.0364441,0.0315689,0.0422366,0.0269869,0.0211455,0.0189746,0.011981,0.0494336,0.0234592,0.0206186,0.020936,0.0264277,0.0136982,0.0263645,0.0121666,0.017791,0.032935,0.0604531,0.0348238,0.0218514,0.0259769,0.02215,0,0,0,0
167,0.0238675,0,0,0,0.029918,0,0,0,0,0,0,0.0418903,0.0317012,0.0430479,0.023216,0,0,0.0780451,0,0.0493388,0.0488805,0.0359333,0.0522901,0.0135784,0.0144664,0.0271676,0.00370505,0.009198,0.0121742,0.00863197,0.0401381,0.0121292,0.0172765,0.022088,0.0214726,0.0527805,0.0565512,0.0269377,0.0374912,0.0235417,0.0321053,0.0231809,0,0.027396,0,0,0.0642147,0,0.0364528,0.0315514,0.0422149,0.0264829,0.0208989,0.0185306,0.0114212,0.0494012,0.0233528,0.0205765,0.0207388,0.0262785,0.0132952,0.026796,0.0117835,0.0171357,0.0331576,0.0604461,0.0349498,0.0218802,0.0259129,0.0216403,0,0,0,0
168,0.0236354,0,0,0,0.0297823,0,0,0,0,0,0,0.040649,0.031729,0.0422001,0.0235772,0,0,0.0780715,0,0.0494244,0.0488421,0.0356336,0.0532861,0.0134841,0.0145463,0.0270341,0.00342307,0.00982183,0.013595,0.00939315,0.0398588,0.0112164,0.0163052,0.0216534,0.0211182,0.0535601,0.0565764,0.0270074,0.0374723,0.0238936,0.0320653,0.0231208,0,0.0271947,0,0,0.0643213,0,0.0364427,0.0315422,0.0422071,0.0261067,0.0209431,0.0184139,0.0112078,0.0494718,0.0233031,0.0206276,0.0205819,0.0262659,0.012962,0.0272188,0.0113649,0.0165831,0.0332929,0.060492,0.0350002,0.0218036,0.0258894,0.0212616,0,0,0,0
169,0.0233444,0,0,0,0.0297734,0,0,0,0,0,0,0.0394038,0.0317539,0.0411484,0.0238672,0,0,0.0781352,0,0.0494987,0.0488311,0.0354375,0.0542265,0.0133949,0.0147791,0.0269251,0.00321263,0.0105168,0.0146303,0.0097932,0.0397158,0.0106949,0.0156276,0.0213629,0.0206914,0.0539533,0.0566404,0.0270609,0.037396,0.0243517,0.0320757,0.0231572,0,0.026994,0,0,0.0644201,0,0.0364628,0.0315937,0.0421598,0.0258207,0.0209632,0.0186797,0.0111105,0.0495452,0.0232815,0.0206931,0.0204939,0.0262478,0.0126677,0.0276407,0.0109712,0.0161964,0.0333556,0.0605562,0.0350821,0.0219819,0.0258864,0.0210552,0,0,0,0
170,0.0229997,0,0,0,0.0297095,0,0,0,0,0,0,0.0380568,0.031797,0.0400494,0.0240985,0,0,0.0782617,0,0.049557,0.0488944,0.0353039,0.0550331,0.0132495,0.0151527,0.0269079,0.00304019,0.011159,0.0153227,0.00984687,0.0398319,0.0105215,0.0150941,0.0211962,0.0202446,0.0537659,0.0567401,0.0271203,0.0373467,0.0246546,0.032116,0.0232021,0,0.0268789,0,0,0.0645663,0,0.0365011,0.0316197,0.042091,0.0255816,0.0209486,0.0190581,0.0110696,0.0496111,0.0232631,0.0206708,0.0204244,0.0261802,0.0123752,0.0281936,0.0106221,0.0158516,0.0336514,0.0606237,0.0352146,0.0220867,0.0258624,0.0209058,0,0,0,0
171,0.0225964,0,0,0,0.0293751,0,0,0,0,0,0,0.0369229,0.0317613,0.0390314,0.0243996,0,0,0.0783771,0,0.0495826,0.0489312,0.0352045,0.0549385,0.0130313,0.0155711,0.0270134,0.00282489,0.0115737,0.015795,0.00956845,0.0400792,0.0106298,0.0148266,0.0211611,0.0197527,0.0531254,0.056817,0.0271396,0.0372531,0.0251097,0.0321907,0.023421,0,0.0267724,0,0,0.0647361,0,0.0365692,0.0316114,0.0419965,0.0255654,0.0208963,0.0191619,0.0112143,0.0496141,0.02327,0.0206936,0.0204038,0.0261576,0.0120683,0.0287492,0.0103106,0.0153922,0.0343082,0.0606651,0.035388,0.0220552,0.0258136,0.0207274,0,0,0,0
172,0.0222094,0,0,0,0.0290812,0,0,0,0,0,0,0.0357963,0.0316631,0.0379753,0.0247687,0,0,0.0784427,0,0.0495964,0.0488899,0.0351031,0.0543625,0.0128083,0.0159901,0.027121,0.00263583,0.0116717,0.0159955,0.00906176,0.0404858,0.0109648,0.0147705,0.0211476,0.0193788,0.0520935,0.0568778,0.027102,0.0371249,0.0258393,0.0322297,0.0237586,0,0.0263398,0,0,0.0647976,0,0.0366018,0.0317817,0.0419362,0.0256378,0.0207956,0.0191171,0.0113673,0.0495377,0.023288,0.0206181,0.0204056,0.0261742,0.0117343,0.0293671,0.0100156,0.0149089,0.0349397,0.0606432,0.0355513,0.0221628,0.0257825,0.0205425,0,0,0,0
173,0.0218045,0,0,0,0.0288295,0,0,0,0,0,0,0.0351258,0.0316525,0.0372201,0.0250728,0,0,0.0785434,0,0.0495979,0.0488661,0.0350496,0.0537015,0.0126177,0.0164112,0.0271598,0.00251157,0.0115608,0.0157859,0.00881868,0.0409537,0.0113005,0.0147622,0.0211546,0.0190151,0.0509901,0.0569507,0.0270981,0.0370304,0.0262982,0.0322481,0.0240097,0,0.0260761,0,0,0.0647707,0,0.036614,0.0318657,0.0418094,0.0257292,0.0206705,0.0191516,0.0115551,0.0493925,0.0232888,0.0205807,0.0204225,0.0262077,0.0115515,0.0300057,0.00962906,0.0145685,0.035482,0.0605837,0.0356756,0.0224106,0.025711,0.0203436,0,0,0,0
