Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_T,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,IMUR_M,RFIN,L5FT
1617,0.030614,0,0,0,0,0.0383367,0,0,0,0,0,0.0133102,0.0194278,0.0101182,0,0,0.10803,0,0.0485545,0.0572144,0.0349362,0.051756,0.0338061,0.0193391,0.0151019,0.0306276,0.0125063,0.0146354,0.0220778,0.0366832,0.0154303,0.0132398,0.0145154,0.035608,0.0839107,0.075806,0.0256924,0.0521371,0.0201753,0.0381405,0.0175382,0.00454129,0.0314458,0,0,0.0283581,0,0.00705621,0.0484273,0.0262911,0.0220037,0.00963347,0.00752336,0.0370739,0.00458197,0.0319095,0.00919526,0.0102569,0.0134598,0.0441375,0.0125181,0.0145708,0.0212224,0.026802,0.022493,0.00620625,0.0365484,0.0248961,0,0,0,0,0,0.0377526,0.0690731
1618,0.0302135,0,0,0,0,0.0393922,0,0,0,0,0,0.0137877,0.0194198,0.0102622,0,0,0.105134,0,0.0485366,0.0555029,0.0349209,0.0516013,0.0339707,0.0194037,0.014769,0.0292782,0.0125005,0.0147362,0.0221476,0.0366456,0.0154389,0.0133142,0.0144628,0.0355617,0.0838221,0.0733031,0.0248996,0.0509233,0.0203079,0.0381476,0.0175994,0.00451708,0.0308265,0,0,0.0285555,0,0.00704967,0.0483728,0.0263794,0.0218055,0.00964299,0.00733271,0.0379123,0.00455296,0.0318543,0.00917346,0.0102241,0.0135771,0.0442376,0.0126469,0.0147439,0.0211801,0.027138,0.0225513,0.00625647,0.0378085,0.0238931,0,0,0,0,0,0.0376741,0.068283
1619,0.0302213,0,0,0,0,0.0398424,0,0,0,0,0,0.01393,0.0195,0.0102962,0,0,0.104615,0,0.0484399,0.0550795,0.0348422,0.0515734,0.0339881,0.0194199,0.0148226,0.0291678,0.0125096,0.0147815,0.0221685,0.0365875,0.0155553,0.0133057,0.0143979,0.0355111,0.0834859,0.072967,0.024779,0.0505197,0.0202531,0.0381177,0.0175981,0.004424,0.0308749,0,0,0.0286723,0,0.00707515,0.0483753,0.0264042,0.0217279,0.00961531,0.00738534,0.0382923,0.00456191,0.0318999,0.00917804,0.0101557,0.0136299,0.0442522,0.0126825,0.0148333,0.0210475,0.0272525,0.0226386,0.00616827,0.0381237,0.0237759,0,0,0,0,0,0.0376671,0.0676461
1620,0.0304003,0,0,0,0,0.0398532,0,0,0,0,0,0.0137913,0.0196587,0.0103552,0,0,0.105241,0,0.0483682,0.0553863,0.034757,0.051667,0.0339999,0.0194202,0.0149247,0.0293984,0.0124897,0.0147698,0.0221346,0.0365897,0.0155827,0.0132433,0.0143465,0.035517,0.0832218,0.0734691,0.0249328,0.0507171,0.0201104,0.0381029,0.017567,0.00438483,0.0311166,0,0,0.0288632,0,0.00710755,0.0483992,0.0264139,0.0217096,0.00952757,0.00746226,0.0385742,0.00457079,0.0319586,0.00916248,0.0100673,0.0136474,0.0442048,0.0126844,0.0149121,0.0207816,0.0273791,0.0226333,0.00612717,0.0381934,0.0239225,0,0,0,0,0,0.0376582,0.0673592
1621,0.0266702,0,0,0,0,0.0305085,0,0,0,0,0,0.0112133,0.0191395,0.0320068,0,0,0.108006,0,0.047576,0.0580872,0.0392357,0.0467526,0,0.0141442,0.0274088,0.0241458,0.0145809,0.0104123,0.0192592,0.043687,0.0128271,0.00914594,0.0108315,0.0323127,0.0710843,0.0711556,0.0275441,0.0549478,0.0231258,0.0386253,0.0151708,0.0229994,0.0225247,0,0,0.0190207,0,0.00528906,0.052758,0.0240328,0.0177699,0.011455,0.0209311,0.0301145,0.00703821,0.03336,0.0100699,0.0117807,0.0133629,0.041016,0.010579,0.0164021,0.0261473,0.0201643,0.0252668,0.00747564,0.030866,0.0177172,0,0,0,0,0,0.0379936,0.0577657
1622,0.0303168,0,0,0,0,0.0370746,0,0,0,0,0,0.0169185,0.0197889,0.0104886,0,0,0.0945843,0,0.0467921,0.049002,0.0346257,0.0517674,0.0339942,0.0192978,0.0154128,0.0329473,0.0123267,0.0146854,0.0220394,0.0367762,0.0153169,0.012936,0.0141953,0.0354363,0.0831125,0.0680551,0.0249766,0.0451471,0.0197905,0.0381919,0.0175089,0.00435772,0.0314632,0,0,0.0275206,0,0.0065734,0.0484243,0.0263711,0.0216596,0.0094241,0.00774975,0.035897,0.00457117,0.032076,0.00904522,0.00983786,0.013618,0.0441993,0.0126991,0.0149014,0.0201123,0.0258284,0.0222809,0.0059218,0.034884,0.0251072,0,0,0,0,0,0.0378212,0.0667419
1623,0.0300239,0,0,0,0,0.0373016,0,0,0,0,0,0.0176121,0.0196963,0.0106416,0,0,0.0914723,0,0.0467177,0.0472169,0.034617,0.0516558,0.0340723,0.0192118,0.0153232,0.0326617,0.0122462,0.0145934,0.0219904,0.0367376,0.0151867,0.0128192,0.0141187,0.0353514,0.083163,0.0659031,0.0243939,0.0439014,0.0196741,0.0382131,0.0175349,0.0044083,0.0311586,0,0,0.0274172,0,0.00652131,0.0483766,0.0264011,0.0215648,0.00936533,0.00770944,0.0361187,0.00449573,0.0319854,0.0089184,0.00970128,0.0136468,0.0443116,0.0127707,0.0148781,0.0201058,0.0258368,0.0223246,0.0058438,0.0352249,0.0246655,0,0,0,0,0,0.0377708,0.0665325
1624,0.0303018,0,0,0,0,0.0393526,0,0,0,0,0,0.0153169,0.0196548,0.0106453,0,0,0.0985608,0,0.0473708,0.0516597,0.034574,0.05155,0.0339483,0.0191524,0.0152497,0.0311028,0.0122236,0.0145135,0.021978,0.036605,0.0151363,0.0127857,0.0140873,0.0352827,0.0831747,0.0695502,0.0247028,0.0485781,0.0196515,0.0380372,0.0175423,0.00446877,0.0315465,0,0,0.0284781,0,0.00692245,0.0483819,0.0263496,0.0216126,0.00930958,0.00760331,0.0384271,0.00441197,0.0319401,0.00884428,0.00961377,0.0135921,0.0443134,0.0127461,0.0148036,0.0200431,0.0268877,0.0223519,0.00577211,0.0376337,0.0243303,0,0,0,0,0,0.0377645,0.0664141
1625,0.0307064,0,0,0,0,0.0363412,0,0,0,0,0,0.0185533,0.0196642,0.0105586,0,0,0.0895486,0,0.0460557,0.0462671,0.03463,0.0514291,0.0338566,0.0190377,0.0155323,0.0345292,0.0122704,0.0143784,0.0219396,0.0368012,0.0151353,0.0127801,0.0140501,0.0351978,0.0831932,0.0656594,0.0248585,0.0421243,0.0196163,0.0381818,0.0175312,0.00446673,0.0320909,0,0,0.0270956,0,0.00646255,0.0483831,0.0261659,0.0216592,0.00943317,0.00775132,0.0354221,0.00425131,0.0319505,0.00893877,0.00960085,0.0134157,0.0441939,0.01259,0.0145738,0.0199011,0.0253664,0.0224927,0.00563967,0.0339404,0.0260865,0,0,0,0,0,0.0378133,0.0661891
1626,0.0311566,0,0,0,0,0.0366554,0,0,0,0,0,0.0191781,0.0197074,0.0104445,0,0,0.0872718,0,0.0454758,0.0450816,0.0347068,0.0514005,0.0337915,0.019044,0.0155635,0.03527,0.0123277,0.0143674,0.0219743,0.0369279,0.0152642,0.0128777,0.0141305,0.0352082,0.0834751,0.0646844,0.0246888,0.0411634,0.0196618,0.0381119,0.017553,0.00450167,0.0327148,0,0,0.0272221,0,0.00665012,0.0483572,0.0261096,0.0215885,0.00957149,0.00777403,0.0359751,0.00398081,0.0319309,0.00894809,0.00962762,0.0133661,0.0441675,0.0125087,0.0145006,0.0199199,0.0254109,0.0224529,0.00583276,0.0341939,0.0266545,0,0,0,0,0,0.0378732,0.0661564
1627,0.0307635,0,0,0,0,0.0374423,0,0,0,0,0,0.0195508,0.0197807,0.0103798,0,0,0.0824337,0,0.0455574,0.0425326,0.0348046,0.0514117,0.0338517,0.0190799,0.0153468,0.0346637,0.0123692,0.014338,0.0220261,0.0369137,0.0154726,0.0129526,0.0141788,0.0352519,0.0836668,0.0616383,0.0230373,0.0400846,0.01973,0.038177,0.0175584,0.00461576,0.0323572,0,0,0.0273428,0,0.00670627,0.0483279,0.0260947,0.02145,0.00975025,0.00770145,0.036725,0.00392718,0.0319082,0.00897042,0.00969562,0.0133358,0.0441939,0.0124761,0.0145071,0.0200013,0.0255997,0.0224184,0.00671718,0.0352834,0.0260137,0,0,0,0,0,0.0377535,0.0663133
1628,0.0312013,0,0,0,0,0.0372248,0,0,0,0,0,0.0193277,0.0198496,0.0102073,0,0,0.0854621,0,0.0454603,0.0442691,0.0348281,0.0513802,0.0337958,0.0190973,0.0152904,0.0351299,0.0124241,0.014259,0.0220798,0.0368806,0.0155874,0.01299,0.0141376,0.0352196,0.0837316,0.0636461,0.023912,0.0410493,0.0196551,0.0381436,0.017499,0.00473625,0.0327358,0,0,0.0274296,0,0.00686724,0.0483283,0.0260324,0.0213964,0.00977413,0.00770068,0.0365355,0.00419322,0.0318468,0.00904184,0.00976231,0.0132848,0.0441547,0.0124466,0.0144423,0.0198523,0.0256503,0.0224251,0.00775869,0.0349565,0.0265461,0,0,0,0,0,0.0377903,0.0668493
1629,0.031429,0,0,0,0,0.0364631,0,0,0,0,0,0.019611,0.0198533,0.0100707,0,0,0.0848631,0,0.045487,0.0439352,0.0348087,0.0513036,0.0338365,0.0190609,0.0152023,0.0356099,0.012439,0.0141524,0.0220785,0.0368963,0.0155902,0.0129745,0.0140686,0.0352059,0.0838583,0.0635985,0.0239072,0.0405043,0.0194619,0.0382536,0.0175109,0.00459029,0.0326631,0,0,0.0271901,0,0.00672472,0.0483424,0.0259639,0.0213736,0.00992292,0.00769389,0.0356861,0.00443642,0.031684,0.00928088,0.00990952,0.0131481,0.0441309,0.0123411,0.0141934,0.0195858,0.0256132,0.022521,0.00679699,0.0340228,0.0268206,0,0,0,0,0,0.037621,0.0668406
1630,0.0355418,0,0,0,0,0.0342041,0,0,0,0,0,0.0227367,0.0199418,0.00830617,0,0,0.118221,0,0.0412656,0.0620723,0.0345373,0.0511665,0.0324736,0.0184664,0.0203633,0.0444958,0.0121275,0.0132201,0.0214578,0.0374012,0.0153611,0.0123706,0.0139362,0.0350084,0.0822375,0.0841607,0.0413118,0.0440723,0.0183315,0.0408325,0.0165095,0.00498128,0.0381488,0,0,0.0244283,0,0.0076189,0.0487609,0.0246542,0.0230414,0.00962014,0.0114745,0.0320333,0.00502447,0.033136,0.00960596,0.00978923,0.0120392,0.0430035,0.0111221,0.0130783,0.0186362,0.0208799,0.0240109,0.00633206,0.0293723,0.0346987,0,0,0,0,0,0.0348558,0.0654829
1631,0.0318423,0,0,0,0,0.0361869,0,0,0,0,0,0.020183,0.0197143,0.009807,0,0,0.0800445,0,0.0451931,0.0415177,0.0348267,0.051002,0.0338787,0.0188899,0.0152971,0.0364773,0.0123193,0.0139337,0.0217388,0.0369431,0.0155698,0.0128826,0.0142118,0.0352317,0.0841495,0.0614797,0.0228915,0.0389454,0.019406,0.0382868,0.0175338,0.00434137,0.0330209,0,0,0.0272509,0,0.00684703,0.0482944,0.025828,0.0211803,0.00984366,0.0079338,0.0354896,0.00448625,0.0316608,0.00942327,0.0100483,0.012916,0.0441593,0.0122325,0.013903,0.0193978,0.0255661,0.0223431,0.00847712,0.033565,0.027274,0,0,0,0,0,0.0375561,0.0670404
1632,0.0323574,0,0,0,0,0.0366491,0,0,0,0,0,0.0199739,0.0196607,0.00987835,0,0,0.0850766,0,0.0449709,0.0441781,0.0348022,0.0509007,0.0340052,0.0188284,0.0150716,0.036653,0.0122927,0.0138582,0.0216292,0.036996,0.0154723,0.0128409,0.0141666,0.0352528,0.0845782,0.06421,0.0244177,0.0404721,0.0194659,0.0382143,0.017552,0.00428074,0.0334161,0,0,0.0276288,0,0.00701106,0.0482012,0.0258451,0.0211151,0.00969193,0.00785629,0.0361293,0.0043726,0.0316913,0.00934016,0.0100295,0.0129073,0.0442177,0.0122694,0.0138363,0.0195519,0.02584,0.0224017,0.00930051,0.03395,0.0275096,0,0,0,0,0,0.0375859,0.0675242
1633,0.0328389,0,0,0,0,0.0349717,0,0,0,0,0,0.0211926,0.0196445,0.0100221,0,0,0.0817575,0,0.0446658,0.0421132,0.0348018,0.0507438,0.0341326,0.0186715,0.0148298,0.0381734,0.0122737,0.0136312,0.0214899,0.0370332,0.0153209,0.0127788,0.0141138,0.0352955,0.084817,0.0630245,0.0245752,0.0377736,0.0194788,0.0383635,0.0174427,0.00429194,0.0336626,0,0,0.0269234,0,0.00667176,0.0481962,0.025647,0.0212771,0.00963214,0.00767311,0.0344067,0.00435136,0.0318116,0.00931523,0.0100162,0.0127857,0.0440919,0.0121092,0.0136684,0.0196802,0.0252316,0.0227181,0.0086698,0.0317366,0.0284167,0,0,0,0,0,0.0374504,0.0677308
1634,0.0328338,0,0,0,0,0.0359019,0,0,0,0,0,0.020884,0.0196249,0.0100894,0,0,0.0811279,0,0.0447205,0.0418712,0.0348044,0.0506779,0.0341355,0.0185428,0.0147493,0.0377296,0.0123063,0.0134791,0.0214316,0.0370596,0.0153376,0.0127715,0.0140784,0.035305,0.0851509,0.0625251,0.0239709,0.038243,0.019444,0.0382499,0.0174442,0.00419771,0.0336145,0,0,0.0272747,0,0.00674543,0.0481008,0.0256308,0.0212985,0.00962938,0.00759346,0.035395,0.00433586,0.0317664,0.00930315,0.0100134,0.0127619,0.0440832,0.0120863,0.013596,0.0196784,0.0256371,0.0227496,0.00676765,0.0328311,0.0280626,0,0,0,0,0,0.0374429,0.0679015
1635,0.033239,0,0,0,0,0.0360216,0,0,0,0,0,0.0208345,0.0194444,0.010176,0,0,0.0822556,0,0.0445901,0.0424874,0.03483,0.0506334,0.0341541,0.0184624,0.0146882,0.0381582,0.0123964,0.0133647,0.0214243,0.0371426,0.015373,0.0128017,0.014071,0.0352299,0.0856252,0.0632629,0.0244583,0.0385968,0.0193808,0.0381871,0.0174348,0.00422946,0.0339595,0,0,0.0274259,0,0.00680359,0.0480208,0.0256519,0.0213576,0.00969845,0.00748886,0.0356478,0.00431206,0.0317471,0.00931244,0.0100321,0.0127529,0.0440712,0.0120681,0.013556,0.0196272,0.0258137,0.0226009,0.0059425,0.0328488,0.0284226,0,0,0,0,0,0.0374481,0.0683345
1636,0.0331409,0,0,0,0,0.0366124,0,0,0,0,0,0.0203709,0.0190881,0.0103217,0,0,0.0835991,0,0.0447422,0.0432952,0.0348864,0.0503265,0.0342298,0.0184557,0.014468,0.0376684,0.0124462,0.0132804,0.0212897,0.0372653,0.0155298,0.0129229,0.0141703,0.0352565,0.0861551,0.0636916,0.0243516,0.0396734,0.0191757,0.0381422,0.0174124,0.00423094,0.0338225,0,0,0.0276336,0,0.00689116,0.047999,0.0258001,0.0214159,0.00975483,0.00730339,0.0362701,0.00423409,0.0317569,0.00926468,0.0100301,0.0127915,0.0440882,0.0120952,0.0135861,0.0198438,0.0260754,0.0225285,0.00611089,0.0336113,0.0280922,0,0,0,0,0,0.037449,0.0689005
1637,0.0333269,0,0,0,0,0.0367503,0,0,0,0,0,0.0205806,0.0188753,0.0103744,0,0,0.0832323,0,0.0447354,0.043176,0.0349388,0.0501004,0.0342461,0.0183966,0.0143938,0.0378805,0.0124816,0.0133124,0.0212145,0.0373023,0.0155595,0.0129815,0.0142715,0.0352437,0.0867319,0.0635593,0.0242076,0.0395969,0.0191031,0.0381313,0.0174213,0.00431241,0.0339986,0,0,0.0277186,0,0.0069721,0.0479539,0.025873,0.0214537,0.009834,0.00719376,0.0365032,0.00414177,0.031757,0.00920751,0.0100193,0.0128207,0.0441279,0.0121086,0.0135738,0.0200216,0.0261556,0.0224516,0.00693768,0.0337421,0.0282225,0,0,0,0,0,0.0374368,0.069348
1638,0.0334488,0,0,0,0,0.0368802,0,0,0,0,0,0.0207051,0.0187062,0.0103528,0,0,0.0830713,0,0.0448648,0.0431229,0.034987,0.0499498,0.0342463,0.0182466,0.0143843,0.0379917,0.0125346,0.0132571,0.0211288,0.03733,0.0154587,0.0129284,0.0143237,0.0352476,0.0872104,0.0634777,0.0241863,0.0396008,0.0191013,0.0381258,0.0174514,0.00430457,0.0341126,0,0,0.0278419,0,0.00706032,0.0478642,0.0259442,0.0214816,0.00987555,0.0071462,0.0366909,0.00408489,0.0317455,0.00917449,0.00999289,0.0128489,0.0441879,0.0121318,0.0135423,0.02024,0.0262251,0.0223504,0.00778081,0.033895,0.0282944,0,0,0,0,0,0.0374264,0.0697786
1639,0.0336768,0,0,0,0,0.0367674,0,0,0,0,0,0.0209305,0.0185818,0.0104129,0,0,0.0820596,0,0.0447881,0.0427073,0.035004,0.0498903,0.0343062,0.0180156,0.0142732,0.0383691,0.0125468,0.0130595,0.0210594,0.0373581,0.0152035,0.0128194,0.014282,0.0352565,0.0876801,0.0631687,0.0242206,0.0391589,0.0192688,0.0381068,0.0173655,0.00427031,0.0342829,0,0,0.0277998,0,0.00705059,0.047776,0.0258617,0.0215344,0.00978399,0.00707956,0.0366847,0.00405598,0.0317834,0.00910294,0.00997559,0.0128914,0.0441296,0.0121448,0.0135455,0.0204671,0.0262237,0.0223037,0.00641007,0.0337887,0.0285347,0,0,0,0,0,0.0374212,0.0701512
1640,0.0302776,0,0,0,0,0.0365049,0,0,0,0,0,0.0202811,0.0191663,0.00877067,0,0,0.0785479,0,0.044595,0.0413849,0.0333401,0.0488124,0.0318168,0.0188521,0.0220678,0.0348474,0.0114358,0.0119895,0.0205162,0.0354119,0.014741,0.0128276,0.0143343,0.0360056,0.0863332,0.0594721,0.0235568,0.0394031,0.0238801,0.0381374,0.0242359,0.012439,0.0304868,0,0,0.0275125,0,0.00713314,0.048555,0.0377796,0.0185144,0.0278944,0.0118265,0.0353193,0.0124505,0.0226634,0.0209662,0.0214432,0.0292989,0,0.0280238,0.0288073,0.0266071,0.0253766,0.021984,0.0052716,0.0342911,0.0253297,0,0,0,0,0,0.0375953,0.0701012
1641,0.0340441,0,0,0,0,0.0374571,0,0,0,0,0,0.0208931,0.0182298,0.0101329,0,0,0.081248,0,0.0445067,0.0425925,0.0349479,0.0492881,0.034241,0.0177398,0.0144739,0.0386593,0.0123793,0.012594,0.0208676,0.0373834,0.0150586,0.0128356,0.0143212,0.0353632,0.0884142,0.0630759,0.0240953,0.0391705,0.0192109,0.0380187,0.0174558,0.00459828,0.0347017,0,0,0.028216,0,0.00726819,0.0475564,0.0260565,0.0214843,0.0101493,0.00722732,0.0375637,0.00402318,0.0317767,0.00928266,0.0101878,0.0130019,0.0440987,0.0121823,0.0134822,0.0211259,0.0266397,0.0220551,0.00554043,0.0344774,0.0287466,0,0,0,0,0,0.0374747,0.0710381
1642,0.0342146,0,0,0,0,0.0375312,0,0,0,0,0,0.0210249,0.0179631,0.0101713,0,0,0.0809028,0,0.0445378,0.0425051,0.0348832,0.0490236,0.0344038,0.0176685,0.0142188,0.0388731,0.0122804,0.0125935,0.0207095,0.0374059,0.0150858,0.0128396,0.0143956,0.0353737,0.0885062,0.0630529,0.0240947,0.0390538,0.0193592,0.03802,0.0173691,0.00469761,0.0348778,0,0,0.028261,0,0.0072264,0.0475521,0.0260298,0.0215384,0.0101062,0.00713622,0.0377264,0.00398886,0.0318778,0.00926291,0.0102236,0.0129816,0.0441505,0.0121903,0.0135059,0.0213199,0.0266534,0.0219245,0.00634453,0.0344848,0.0288372,0,0,0,0,0,0.0374959,0.0711887
1643,0.0264462,0,0,0,0,0.0283689,0,0,0,0,0,0.0182429,0.0173746,0.0261672,0,0,0.0795581,0,0.043812,0.0439571,0.0380904,0.0434849,0,0.0129794,0.025549,0.0294366,0.0132547,0.00885558,0.0175674,0.0423877,0.0118072,0.00817197,0.011012,0.0329464,0.07515,0.0563053,0.0248163,0.0443843,0.0242516,0.038545,0.0217522,0.0143948,0.0222492,0,0,0.0193486,0,0.00626155,0.0516839,0.0360464,0.0153384,0.0256473,0.0234164,0.0286325,0.0115011,0.0242758,0.0199506,0.0201737,0.026356,0,0.0249436,0.0268148,0.0304169,0.0193538,0.0243257,0.00842471,0.0281026,0.0180864,0,0,0,0,0,0.0380227,0.0616579
1644,0.035447,0,0,0,0,0.0357303,0,0,0,0,0,0.0227415,0.0179567,0.0101646,0,0,0.0756349,0,0.0438065,0.0395609,0.0346947,0.0485483,0.0345737,0.0176159,0.0144246,0.041596,0.0120897,0.0125585,0.0204164,0.0374886,0.0149658,0.0128889,0.0144462,0.0354192,0.0881754,0.0614827,0.0242609,0.0354398,0.0191549,0.0381069,0.0172545,0.00457939,0.0361312,0,0,0.0276453,0,0.00695841,0.0476306,0.0258196,0.021664,0.0103293,0.00726005,0.0361326,0.00403364,0.0318083,0.00957975,0.0104941,0.0129114,0.0439233,0.0120788,0.0133284,0.0209589,0.0259148,0.0219031,0.00710441,0.0321028,0.0307064,0,0,0,0,0,0.0375899,0.0711782
1645,0.0355197,0,0,0,0,0.0354971,0,0,0,0,0,0.0227408,0.0179537,0.0102087,0,0,0.0751432,0,0.0435151,0.0392387,0.0346687,0.0483538,0.0346006,0.0175392,0.0143683,0.0417739,0.0120356,0.0124504,0.0203538,0.0375304,0.0148247,0.0127683,0.0143099,0.0353933,0.0877358,0.0613685,0.0241226,0.035224,0.0188955,0.0381427,0.0171882,0.00470369,0.0362231,0,0,0.0275289,0,0.00692601,0.0476796,0.0256825,0.0217621,0.0102075,0.00710212,0.0359053,0.0042108,0.0316215,0.0097205,0.010564,0.0128364,0.0438596,0.0120263,0.0131525,0.0204427,0.0257671,0.0220708,0.00816032,0.0317704,0.030861,0,0,0,0,0,0.0376072,0.0707824
1646,0.0343326,0,0,0,0,0.037389,0,0,0,0,0,0.0209139,0.0179683,0.0103029,0,0,0.0800957,0,0.043852,0.0419104,0.0347303,0.0482523,0.0345741,0.0174078,0.0141582,0.0391763,0.0119724,0.0123468,0.0203529,0.0375766,0.014637,0.0125447,0.0141777,0.0353713,0.0873192,0.0629415,0.0237111,0.0389237,0.0188673,0.0380493,0.0172299,0.00484368,0.0351837,0,0,0.0281106,0,0.00714888,0.0476081,0.0257487,0.0216793,0.0100052,0.00698972,0.0377449,0.00423641,0.0314794,0.00960928,0.0105375,0.0128948,0.0439983,0.0120888,0.0131257,0.0204059,0.0264035,0.022126,0.00884689,0.034387,0.0290163,0,0,0,0,0,0.0376604,0.0704876
1647,0.0386345,0,0,0,0,0.0339122,0,0,0,0,0,0.0270444,0.0178928,0.010537,0,0,0.0583735,0,0.0424206,0.0309337,0.0348913,0.0479641,0.034635,0.0171359,0.0140359,0.046467,0.0119146,0.0122168,0.0201625,0.0377845,0.0145679,0.0122128,0.0140721,0.0353488,0.0867008,0.0544854,0.0220146,0.0253533,0.0188767,0.0381672,0.0170911,0.00517459,0.0390165,0,0,0.0267858,0,0.00678076,0.0475224,0.0256102,0.0217509,0.00963507,0.00689877,0.0349625,0.00409803,0.031694,0.00934539,0.0103841,0.0127732,0.0440042,0.0119665,0.0130124,0.0205733,0.0250847,0.0222707,0.00889795,0.0288206,0.0344556,0,0,0,0,0,0.0377817,0.070223
1648,0.0349279,0,0,0,0,0.0355988,0,0,0,0,0,0.0222001,0.0178221,0.0104518,0,0,0.0764922,0,0.0431764,0.0399335,0.0349257,0.0477967,0.0344122,0.0169515,0.0140878,0.040889,0.0117441,0.0123205,0.0200221,0.0377878,0.0145713,0.0120724,0.0140441,0.0354349,0.0862565,0.0617781,0.0236252,0.0365318,0.018874,0.0381448,0.0171454,0.00514532,0.0355801,0,0,0.0272458,0,0.00707142,0.0474147,0.0257098,0.0216087,0.00947889,0.00702811,0.0360056,0.00397785,0.031633,0.00913252,0.010362,0.0128072,0.0441342,0.0120321,0.0130039,0.0206572,0.0257195,0.0221944,0.00888517,0.0320328,0.0301543,0,0,0,0,0,0.0376835,0.0701213
1649,0.0349484,0,0,0,0,0.035373,0,0,0,0,0,0.0223486,0.0178106,0.0105156,0,0,0.0764624,0,0.0434113,0.0399562,0.0349819,0.0476276,0.0344789,0.0167329,0.0142106,0.0409364,0.0116332,0.0122818,0.0199526,0.0377552,0.0146008,0.0121196,0.0139877,0.0354558,0.0859298,0.0618022,0.0236325,0.0365935,0.0187161,0.0381529,0.0171003,0.00528086,0.0355491,0,0,0.0271943,0,0.00727551,0.0473131,0.0256524,0.0215353,0.00954389,0.00705668,0.0357702,0.00397706,0.0316065,0.00903908,0.0103014,0.0127578,0.0441199,0.011995,0.0129036,0.0203835,0.0257217,0.0221045,0.00884744,0.0317751,0.0302088,0,0,0,0,0,0.0376868,0.0698611
1650,0.0308965,0,0,0,0,0.030689,0,0,0,0,0,0.0315586,0.0178759,0.00770897,0,0,0.113261,0,0.0338816,0.0614639,0.0346897,0.0472161,0.0319441,0.016409,0.0204742,0.0392122,0.011642,0.0116279,0.0195965,0.0378315,0.0143429,0.011927,0.0137607,0.0354647,0.0841266,0.0764658,0.0500078,0.0445642,0.0179586,0.0385941,0.0163444,0.00334727,0.0331112,0,0,0.0241997,0,0.00689568,0.0476513,0.0245196,0.0224354,0.00954733,0.0112634,0.0263422,0.00435665,0.0324578,0.0093732,0.0101403,0.0119601,0.0432696,0.0110923,0.0119532,0.0193307,0.0212703,0.0215168,0.00816177,0.0264181,0.0305466,0,0,0,0,0,0.0382266,0.0683972
1651,0.0352007,0,0,0,0,0.0340841,0,0,0,0,0,0.0238861,0.0177939,0.0108772,0,0,0.0689869,0,0.0431087,0.0360352,0.0350331,0.047223,0.034788,0.0165591,0.0138172,0.0419215,0.0116129,0.012277,0.0198259,0.0379244,0.0142063,0.0123182,0.0136284,0.0354871,0.0852531,0.0580382,0.0226493,0.0324986,0.0185063,0.0382093,0.0170115,0.00579339,0.035635,0,0,0.0265935,0,0.006764,0.0472333,0.0255561,0.0214298,0.00987731,0.00698221,0.0344724,0.00396522,0.0316225,0.00900327,0.0101282,0.0127262,0.0439672,0.0119427,0.0128165,0.0200738,0.0251937,0.0221257,0.00884903,0.0302624,0.0307787,0,0,0,0,0,0.03782,0.0693787
1652,0.0352281,0,0,0,0,0.0335911,0,0,0,0,0,0.0233342,0.017676,0.0105594,0,0,0.0727794,0,0.0430612,0.0379831,0.0350313,0.0469418,0.0345174,0.0166154,0.0143142,0.0421048,0.0114535,0.0125409,0.0196531,0.0379346,0.0141548,0.0119054,0.0135145,0.0354904,0.084927,0.0600978,0.0239695,0.0339536,0.018329,0.0381977,0.0168837,0.00551915,0.0357404,0,0,0.0265392,0,0.00693886,0.0472841,0.025458,0.0214895,0.00983207,0.00711457,0.0337606,0.00383285,0.0317994,0.00896595,0.0100325,0.0126397,0.0439013,0.0118945,0.0127409,0.0199469,0.0250548,0.0222123,0.00874592,0.0295779,0.0311731,0,0,0,0,0,0.0379117,0.0691041
1653,0.0344808,0,0,0,0,0.0331489,0,0,0,0,0,0.0227875,0.0175747,0.0105161,0,0,0.0742462,0,0.0432339,0.0384815,0.0350412,0.0467686,0.0345701,0.0167589,0.0142046,0.0412287,0.0113153,0.0125907,0.019533,0.0379496,0.0141921,0.0114772,0.0135021,0.0354787,0.0849547,0.0604009,0.0240311,0.0345583,0.0181595,0.038303,0.0168232,0.00548526,0.0349526,0,0,0.0263091,0,0.00704559,0.0473635,0.0253095,0.0216436,0.00976297,0.00698035,0.033093,0.00377466,0.0318333,0.00905018,0.0100492,0.0125458,0.0439278,0.01184,0.0126174,0.0195867,0.0249331,0.0223271,0.0087468,0.0292798,0.0305118,0,0,0,0,0,0.0378571,0.0690517
