Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_T,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,IMUR_M,RFIN,L5FT
537,0.065982,0,0,0,0,0.029063,0,0,0,0,0,0.0473518,0.0130626,0.0160283,0,0,0.0897805,0,0.0583051,0.0484215,0.0309802,0.0139314,0.0339919,0.0136847,0.0134724,0.0808812,0.0128243,0.0170774,0.0120018,0.0463819,0.00568831,0.00606063,0.00461845,0.033899,0.0441224,0.0806872,0.0187338,0.0235577,0.010391,0.0394519,0.0048809,0.0199448,0.0639507,0,0,0.0409501,0,0.0147211,0.0471545,0.00967137,0.029493,0.00671541,0.0225118,0.0386375,0.00729577,0.0280636,0.00839086,0.0104398,0.0044136,0.0353532,0.003327,0.00386628,0.0111588,0.0377633,0.0208805,0.0110227,0.021673,0.0539476,0,0,0,0,0,0.0304858,0
538,0.0650108,0,0,0,0,0.02792,0,0,0,0,0,0.0472846,0.0141217,0.0169935,0,0,0.089499,0,0.0582894,0.0481373,0.0309476,0.0149016,0.0348132,0.0138938,0.0163422,0.0803203,0.0128874,0.017259,0.0112869,0.0465611,0.00566197,0.00627876,0.00500846,0.0334706,0.0434069,0.0803274,0.0186912,0.0231769,0.0105719,0.0395133,0.00539228,0.0213742,0.0634866,0,0,0.0410713,0,0.0148376,0.0470911,0.00983262,0.0300828,0.00618452,0.0245133,0.0382194,0.00700852,0.0281465,0.00795105,0.010067,0.0046475,0.0357947,0.00393227,0.00408762,0.0105828,0.0372838,0.0210843,0.0112723,0.0219807,0.053643,0,0,0,0,0,0.0303077,0
539,0.0644653,0,0,0,0,0.0274968,0,0,0,0,0,0.0473191,0.0150199,0.0179176,0,0,0.0893284,0,0.0582327,0.0479043,0.0308437,0.0160701,0.0355626,0.0140055,0.0188647,0.0801476,0.0128091,0.0170775,0.0112361,0.0466467,0.00565482,0.00655442,0.00539219,0.0330065,0.0422737,0.0801638,0.0186712,0.0227879,0.0106878,0.0395482,0.00616565,0.0225521,0.0632049,0,0,0.0409614,0,0.0148042,0.0471146,0.0104396,0.0305785,0.00491005,0.0261233,0.0381596,0.00653012,0.0281759,0.00713921,0.00948786,0.00485033,0.0361565,0.0046613,0.00451749,0.00974325,0.0369026,0.0212613,0.0115264,0.022608,0.0535001,0,0,0,0,0,0.0302741,0
540,0.0649421,0,0,0,0,0.0280721,0,0,0,0,0,0.0474387,0.0158424,0.0182709,0,0,0.0894941,0,0.058145,0.0479012,0.0308041,0.0171155,0.035986,0.0138766,0.0198654,0.0807822,0.0127754,0.0166816,0.0113848,0.0467412,0.00562409,0.00698791,0.00574772,0.0325609,0.041223,0.0805266,0.018623,0.0225573,0.0107654,0.0394749,0.00679836,0.0227995,0.063403,0,0,0.0408494,0,0.0148359,0.0471429,0.0110409,0.0306343,0.00404667,0.0263449,0.0386815,0.00621055,0.0281844,0.00675919,0.00921984,0.005154,0.036498,0.00519724,0.00487845,0.00924424,0.0371846,0.0211877,0.0116613,0.0230283,0.0538036,0,0,0,0,0,0.0303584,0
541,0.0663389,0,0,0,0,0.0293746,0,0,0,0,0,0.0475066,0.0166621,0.018453,0,0,0.0901637,0,0.0580699,0.0483277,0.030858,0.0180709,0.0361752,0.01346,0.0196778,0.082176,0.0127165,0.0160936,0.0115159,0.0468089,0.00571151,0.00761833,0.0061505,0.0320694,0.0401824,0.0814643,0.0184928,0.0229497,0.0106649,0.0393719,0.00727405,0.0223914,0.0641331,0,0,0.0412173,0,0.015038,0.0470048,0.0114521,0.0304118,0.00369058,0.0254688,0.0398348,0.00602683,0.0282101,0.00671291,0.00920136,0.00551542,0.0368746,0.00565325,0.00512604,0.0093086,0.0382713,0.0210131,0.0115692,0.0232648,0.0545581,0,0,0,0,0,0.0303934,0
542,0.0336091,0,0,0,0,0.0303447,0,0,0,0,0,0.0292869,0.0173074,0.0114363,0,0,0.123451,0,0.0485151,0.0792742,0.0308005,0.018968,0.0309804,0.0131721,0.00621072,0.040144,0.012784,0.0151836,0.0114511,0.0466103,0.00632886,0.00874343,0.00677553,0.0316616,0.0401579,0.0833743,0.0274774,0.0600924,0.0106403,0.0410782,0.00768878,0.0142516,0.0252868,0,0,0.0334252,0,0.0117174,0.0466294,0.0112649,0.0288728,0.00449128,0.0120159,0.0217019,0.00585201,0.0282424,0.00711534,0.00954624,0.00628396,0.0376431,0.00613897,0.0054324,0.00899365,0.0245733,0.0208137,0.0112425,0.0287362,0.0240402,0,0,0,0,0,0.0307295,0
543,0.0611263,0,0,0,0,0.0271882,0,0,0,0,0,0.0495478,0.0178168,0.0161201,0,0,0.0964917,0,0.0617016,0.0560093,0.0311795,0.019862,0.0347621,0.0123075,0.013998,0.0791644,0.0125186,0.0146845,0.0117122,0.0466951,0.00685219,0.00950237,0.00734732,0.0309229,0.0382163,0.0815662,0.0219182,0.0351253,0.0106395,0.0395377,0.00809283,0.01883,0.0590096,0,0,0.0389703,0,0.0139373,0.0464486,0.0120256,0.0294898,0.0035295,0.0188904,0.0365109,0.00571679,0.0282942,0.00678502,0.00923118,0.00646139,0.0377761,0.00649266,0.00580711,0.00848712,0.0364449,0.0204348,0.0109739,0.0194379,0.0499343,0,0,0,0,0,0.0310071,0
544,0.0310095,0,0,0,0,0.0382507,0,0,0,0,0,0.0293684,0.0181796,0.00995944,0,0,0.124228,0,0.0484325,0.07973,0.0313472,0.0205218,0.0301411,0.0117944,0.00383158,0.0449933,0.0125884,0.014436,0.0118012,0.0466481,0.00771716,0.010662,0.00801905,0.0304664,0.0376308,0.0827865,0.0271423,0.0605917,0.0107161,0.0402535,0.00859517,0.0119563,0.0173526,0,0,0.0326269,0,0.0111687,0.0460538,0.0122888,0.0279569,0.00437596,0.00753048,0.0265053,0.00564888,0.0282494,0.00729048,0.00958887,0.00729537,0.0385753,0.00707341,0.00644781,0.00856108,0.0296877,0.0196483,0.0102747,0.0373196,0.01881,0,0,0,0,0,0.0318384,0
545,0.0298405,0,0,0,0,0.0433277,0,0,0,0,0,0.0294726,0.0184889,0.00871114,0,0,0.124407,0,0.048376,0.0798376,0.0318003,0.0209594,0.0294188,0.0109637,0.00477504,0.0472302,0.012539,0.0141791,0.0119276,0.0468725,0.0085224,0.0116747,0.00852022,0.0299279,0.0365352,0.0824582,0.0270749,0.0607463,0.0107331,0.0398325,0.00892321,0.0104663,0.0158484,0,0,0.0334106,0,0.0114498,0.0457419,0.0124876,0.0273126,0.0051266,0.00531285,0.0326525,0.00557559,0.0283151,0.00751951,0.00977117,0.0078842,0.0390858,0.00741356,0.00697234,0.00884048,0.0332762,0.0189711,0.00984406,0.0426458,0.0157069,0,0,0,0,0,0.0322668,0
546,0.031217,0,0,0,0,0.0497096,0,0,0,0,0,0.0255589,0.0188221,0.00679162,0,0,0.149459,0,0.0520473,0.093905,0.0319223,0.0213365,0.0276848,0.0103829,0.00952553,0.0672225,0.0124093,0.0136137,0.0120432,0.0468828,0.00927784,0.0127162,0.00894737,0.029507,0.0359924,0.101352,0.0321297,0.0686048,0.0107387,0.0399538,0.00909637,0.00829142,0.0058788,0,0,0.0322719,0,0.0109783,0.0458411,0.0126083,0.0276685,0.00510894,0.00585363,0.0323388,0.0053282,0.0286583,0.00711514,0.00952014,0.00821645,0.0392221,0.00773148,0.00745935,0.00867765,0.0327439,0.0184935,0.00951808,0.051616,0.0172756,0,0,0,0,0,0.0327089,0
547,0.0309117,0,0,0,0,0.0510983,0,0,0,0,0,0.0256435,0.0191257,0.00638758,0,0,0.149338,0,0.0519581,0.0936697,0.0321861,0.0218241,0.0275254,0.00987373,0.0101939,0.067821,0.012156,0.0135354,0.0122533,0.0470898,0.00987304,0.0134521,0.00924177,0.0290803,0.0346497,0.100965,0.0321699,0.0682626,0.0104251,0.0398305,0.00957048,0.00797769,0.00584092,0,0,0.0329646,0,0.0112746,0.0458458,0.0135102,0.0276279,0.00503231,0.00643927,0.0345192,0.00530924,0.0286366,0.00714,0.00939521,0.00861,0.0395542,0.00839489,0.00797957,0.00892035,0.0340717,0.0183499,0.00952305,0.0531315,0.0165556,0,0,0,0,0,0.032647,0
548,0.0301371,0,0,0,0,0.0511728,0,0,0,0,0,0.0294496,0.0193891,0.00669894,0,0,0.125098,0,0.0482767,0.0800802,0.0325848,0.0223981,0.0288425,0.00936098,0.00674471,0.0520752,0.0118759,0.0140984,0.0123651,0.047421,0.0103513,0.0138734,0.0094696,0.0286027,0.0324828,0.0818569,0.0267341,0.0608106,0.0111813,0.0391368,0.0105359,0.00899138,0.0175621,0,0,0.035403,0,0.0123095,0.0456599,0.0147674,0.0269807,0.00452722,0.00464698,0.0426398,0.00546195,0.0283498,0.0068735,0.00933163,0.00920866,0.0402396,0.00936784,0.00873896,0.00795416,0.0386841,0.0181601,0.00942456,0.0509013,0.0131176,0,0,0,0,0,0.032705,0
549,0.0297039,0,0,0,0,0.0557938,0,0,0,0,0,0.0254715,0.0195375,0.00575028,0,0,0.14964,0,0.0520698,0.093548,0.032649,0.0227053,0.0271944,0.00876235,0.0112707,0.070056,0.0116255,0.0139709,0.0125517,0.0478,0.0109072,0.0146494,0.00971754,0.0282828,0.0316788,0.10014,0.0322169,0.0680635,0.0114662,0.0392689,0.0106291,0.00752778,0.00845419,0,0,0.0342153,0,0.0117874,0.0458061,0.0150495,0.0275516,0.00447508,0.00764774,0.0416974,0.00506856,0.0287365,0.00664513,0.00906508,0.00929587,0.0402521,0.00949364,0.00897978,0.00770349,0.0377192,0.0177916,0.00921448,0.0582361,0.0142292,0,0,0,0,0,0.0329485,0
550,0.030409,0,0,0,0,0.055363,0,0,0,0,0,0.0255208,0.019565,0.00550317,0,0,0.149638,0,0.052065,0.0934969,0.0328392,0.0229643,0.0274501,0.00825483,0.0106578,0.0703324,0.011073,0.0127827,0.0125459,0.0480546,0.0112098,0.0150327,0.0097477,0.0279836,0.030055,0.100119,0.0322458,0.0679214,0.0112441,0.0392565,0.0109371,0.00729282,0.0074389,0,0,0.0340481,0,0.0117551,0.0458475,0.0157988,0.0277039,0.00456765,0.00745317,0.0407188,0.00499678,0.0287336,0.00675263,0.00910572,0.00956665,0.040599,0.00979412,0.00920789,0.00811973,0.0372426,0.0177509,0.00926389,0.0577926,0.0151701,0,0,0,0,0,0.032983,0
551,0.0800915,0,0,0,0,0.0512549,0,0,0,0,0,0.0492679,0.0196958,0.00969575,0,0,0.0934254,0,0.0571566,0.0507213,0.0335279,0.0233364,0.0350292,0.00727202,0.0100341,0.0948325,0.0104386,0.0117787,0.012587,0.048622,0.0114935,0.0150511,0.00966477,0.027463,0.0268052,0.0895232,0.0178966,0.0252477,0.0111763,0.0376358,0.0118228,0.0140948,0.0724087,0,0,0.0446938,0,0.0170164,0.0457478,0.0170939,0.0276392,0.00298536,0.0117153,0.0609754,0.00515147,0.0283123,0.00632764,0.0089219,0.0100001,0.0410172,0.0104945,0.0097046,0.00744312,0.0509925,0.0182202,0.0107393,0.0371156,0.0602672,0,0,0,0,0,0.031983,0
552,0.079352,0,0,0,0,0.050017,0,0,0,0,0,0.0492846,0.0196657,0.00885591,0,0,0.0931346,0,0.0571753,0.0505278,0.0336232,0.0235617,0.0352703,0.00675353,0.0102743,0.0941949,0.00961108,0.011762,0.0126448,0.048735,0.0118281,0.0153545,0.0097202,0.0271933,0.0250239,0.0889135,0.017924,0.025177,0.0108796,0.03763,0.0121376,0.0137635,0.0717905,0,0,0.0442658,0,0.0169043,0.0458291,0.0176607,0.027923,0.00297575,0.0114397,0.0595887,0.00490664,0.0283693,0.00640602,0.00902952,0.0102836,0.0413896,0.0108028,0.00994089,0.00757896,0.0501368,0.018216,0.0108089,0.036059,0.0600171,0,0,0,0,0,0.0319444,0
553,0.0787432,0,0,0,0,0.0489123,0,0,0,0,0,0.0491579,0.0197041,0.00800657,0,0,0.0928921,0,0.057136,0.0504859,0.0337413,0.0236861,0.0355795,0.00629978,0.010497,0.0936455,0.00882722,0.0117101,0.0126578,0.0487297,0.0121822,0.0157075,0.00983673,0.026869,0.0235632,0.0883776,0.0178508,0.0251581,0.0106598,0.0376527,0.0123815,0.0134271,0.071373,0,0,0.0440089,0,0.0168195,0.0457791,0.0182903,0.0281664,0.00335069,0.0111203,0.0584027,0.00476868,0.0284098,0.00663712,0.00911073,0.0106037,0.0417343,0.0111058,0.0102658,0.00761473,0.0494629,0.0181467,0.010885,0.0350763,0.0598641,0,0,0,0,0,0.0319544,0
554,0.0782466,0,0,0,0,0.0478547,0,0,0,0,0,0.0490524,0.0196736,0.0072961,0,0,0.0927653,0,0.0571361,0.0505407,0.0338862,0.0236016,0.035913,0.00597479,0.0108309,0.0931851,0.00792377,0.0113342,0.0127167,0.0486517,0.0125654,0.0160992,0.0099421,0.0266209,0.0222443,0.0879892,0.0177568,0.0251258,0.0105855,0.0377183,0.0122695,0.0132556,0.0711147,0,0,0.0438937,0,0.0167824,0.0455024,0.0183505,0.0283075,0.00454429,0.0108352,0.0573554,0.00458211,0.0284333,0.00723818,0.00928472,0.0107936,0.0421324,0.0111731,0.010233,0.00819722,0.0489514,0.01806,0.0109737,0.0340889,0.0597767,0,0,0,0,0,0.0319821,0
555,0.0779371,0,0,0,0,0.0471381,0,0,0,0,0,0.0490652,0.01958,0.00655615,0,0,0.0926639,0,0.0571383,0.0505035,0.033962,0.0231421,0.0362301,0.00590373,0.0108992,0.0928183,0.00736556,0.0109709,0.0128487,0.0484525,0.0129631,0.0164823,0.0100043,0.0264669,0.0212479,0.0876662,0.0177207,0.0250566,0.010341,0.037681,0.012571,0.0129373,0.0709579,0,0,0.0437027,0,0.0167258,0.0454102,0.0192122,0.0284357,0.0043419,0.0103533,0.0565979,0.00446954,0.028549,0.00749262,0.00918719,0.0111723,0.0424999,0.0115759,0.0106716,0.00858576,0.0485354,0.0179323,0.0110694,0.0334266,0.0597808,0,0,0,0,0,0.0319575,0
556,0.0777376,0,0,0,0,0.0462317,0,0,0,0,0,0.0491208,0.0196068,0.00600104,0,0,0.0927687,0,0.0571714,0.0504827,0.0339936,0.0226386,0.0365707,0.00600176,0.0109516,0.0926706,0.00694884,0.0106688,0.0130217,0.0481425,0.0133048,0.0168284,0.0101132,0.0263408,0.0210634,0.0874433,0.0177166,0.0249702,0.0114484,0.0377009,0.0135115,0.0127335,0.0709442,0,0,0.0437565,0,0.0168271,0.0455895,0.0205997,0.0286206,0.00239005,0.00987859,0.055807,0.00443844,0.0289365,0.00649056,0.00856694,0.0118527,0.0427023,0.0124738,0.0119616,0.00665713,0.0482424,0.017813,0.0112829,0.0325782,0.0599383,0,0,0,0,0,0.0318596,0
557,0.0687917,0,0,0,0,0.0407158,0,0,0,0,0,0.0511015,0.0197442,0.00446682,0,0,0.0958596,0,0.0597803,0.0558896,0.0341541,0.0216254,0.0360467,0.00622701,0.00823896,0.0866445,0.0066121,0.0108453,0.0133643,0.0478303,0.0138943,0.0174413,0.0105289,0.0259727,0.0208272,0.0839835,0.0217842,0.0357688,0.0104632,0.0380891,0.0137612,0.0111015,0.0634426,0,0,0.03992,0,0.0149758,0.0455446,0.0219869,0.0284957,0.00211683,0.0070844,0.0484994,0.00433947,0.0292306,0.00565364,0.00829323,0.012305,0.0429744,0.0129032,0.0125996,0.0074881,0.0432064,0.0178671,0.0108064,0.0282342,0.0533445,0,0,0,0,0,0.0321235,0
558,0.0683024,0,0,0,0,0.039626,0,0,0,0,0,0.0509065,0.0195155,0.00359193,0,0,0.0968916,0,0.060599,0.0567432,0.0340795,0.0206127,0.0359469,0.00639698,0.00734892,0.0859923,0.00618296,0.0109841,0.0133751,0.0472326,0.0141526,0.0176798,0.0107156,0.0256977,0.0198642,0.0837556,0.0214282,0.036266,0.0105788,0.0380391,0.0141841,0.0102614,0.0632514,0,0,0.0397559,0,0.0150014,0.0454443,0.0229206,0.0287854,0.00227478,0.0056735,0.047453,0.00420638,0.0293812,0.00559417,0.00803981,0.0127923,0.0433551,0.0133536,0.013214,0.00743954,0.0427157,0.0178504,0.0107625,0.0271651,0.0534221,0,0,0,0,0,0.0323054,0
559,0.0279018,0,0,0,0,0.0447453,0,0,0,0,0,0.0308946,0.0190884,0.0058523,0,0,0.121124,0,0.0478089,0.0768537,0.0338948,0.0203893,0.031203,0.00683233,0.00635571,0.0492499,0.00582556,0.0114875,0.0135355,0.0467828,0.0143034,0.0179478,0.0107785,0.0255496,0.0193894,0.0802206,0.0272347,0.0571284,0.0112305,0.0390398,0.0144495,0.0044064,0.0124794,0,0,0.0330472,0,0.0117884,0.045203,0.0234589,0.0285398,0.00400709,0.00697674,0.0344497,0.00410564,0.0294718,0.00606645,0.00817489,0.0134583,0.0440929,0.0139049,0.0138344,0.0074462,0.0339372,0.017555,0.00995829,0.0450875,0.013295,0,0,0,0,0,0.0328313,0
560,0.0276654,0,0,0,0,0.0447617,0,0,0,0,0,0.0310526,0.0190181,0.00597609,0,0,0.120613,0,0.047741,0.0764099,0.0339464,0.021049,0.0314465,0.00706997,0.00662925,0.0493282,0.00535969,0.0115484,0.0135129,0.0467058,0.0146288,0.0182895,0.0112142,0.0251812,0.0185177,0.0799204,0.0272766,0.0567228,0.0110185,0.0389572,0.0143439,0.00439095,0.0124036,0,0,0.0331272,0,0.0117906,0.0449555,0.0238889,0.0286739,0.00489251,0.0077168,0.0344974,0.00392601,0.0295681,0.00772001,0.0082261,0.0138391,0.0445653,0.014188,0.0140535,0.00783463,0.0339577,0.0175099,0.0100509,0.0451613,0.012976,0,0,0,0,0,0.0327747,0
561,0.0698349,0,0,0,0,0.0399534,0,0,0,0,0,0.0508651,0.0191985,0.0019523,0,0,0.0978399,0,0.0606191,0.0573318,0.0341554,0.0222986,0.036208,0.00755444,0.0055119,0.0866891,0.00491098,0.0113537,0.0135096,0.0470022,0.0148402,0.018572,0.011546,0.0250467,0.0178924,0.0840713,0.0212265,0.0362807,0.0116892,0.037712,0.0151715,0.00862944,0.0648663,0,0,0.0406598,0,0.0154171,0.0450391,0.0251716,0.0291631,0.0031117,0.00208303,0.0481846,0.00412011,0.0296084,0.00699962,0.00777855,0.0143133,0.0446883,0.0148374,0.014894,0.00630054,0.0434435,0.0174807,0.0110777,0.0271381,0.0551222,0,0,0,0,0,0.0322283,0
562,0.0267219,0,0,0,0,0.0457397,0,0,0,0,0,0.0314325,0.0192908,0.00665274,0,0,0.119672,0,0.0476531,0.0757382,0.0341045,0.0235111,0.031609,0.0079676,0.00812848,0.0495944,0.00455564,0.0116171,0.0134709,0.0468686,0.0146479,0.0187746,0.0117112,0.0255521,0.0176946,0.0794794,0.0274644,0.0558977,0.0124944,0.0386542,0.0160712,0.00347316,0.012662,0,0,0.0332824,0,0.0118254,0.0450089,0.0268742,0.0290801,0.00378798,0.0101346,0.0357483,0.0043197,0.0297823,0.00680559,0.00787552,0.0152436,0.0452763,0.015711,0.0161743,0.00649123,0.0345074,0.0173222,0.0102106,0.0463622,0.0115255,0,0,0,0,0,0.0327941,0
563,0.0708651,0,0,0,0,0.0409751,0,0,0,0,0,0.0510134,0.019268,0.00114092,0,0,0.0984404,0,0.0605764,0.057632,0.0345017,0.0241457,0.0363601,0.00864491,0.00412873,0.0873434,0.00431914,0.0113048,0.0133933,0.0471049,0.0146805,0.0188458,0.0120938,0.0257171,0.0167805,0.0842899,0.0212612,0.0365996,0.0127353,0.0374018,0.0166881,0.00749935,0.0659132,0,0,0.0409345,0,0.0156769,0.0449547,0.0277795,0.0294854,0.00382862,0.00116254,0.0491898,0.00430478,0.0298235,0.00621064,0.00759458,0.0156392,0.0454596,0.0161154,0.0166223,0.00567926,0.0439813,0.0171157,0.0112555,0.0279459,0.0560974,0,0,0,0,0,0.0322764,0
564,0.0716319,0,0,0,0,0.041748,0,0,0,0,0,0.0512003,0.018671,0.00117681,0,0,0.0987838,0,0.0606206,0.0577749,0.0346556,0.0241827,0.0364658,0.00921032,0.00341942,0.0878654,0.00388203,0.0112144,0.0132556,0.046826,0.0147428,0.0188205,0.012472,0.0256627,0.016608,0.084509,0.0213193,0.0367586,0.0129449,0.0372444,0.0169863,0.00703133,0.0666671,0,0,0.0412614,0,0.0158537,0.0449042,0.0287755,0.029705,0.00427317,0.0023446,0.0500526,0.00432189,0.0299487,0.0057794,0.0074698,0.0162034,0.0459994,0.0166662,0.0172963,0.00575191,0.0444691,0.0168999,0.0112618,0.0285634,0.0567671,0,0,0,0,0,0.032314,0
565,0.0258571,0,0,0,0,0.0488353,0,0,0,0,0,0.0320207,0.0175477,0.00766844,0,0,0.119768,0,0.0475389,0.0757511,0.0345963,0.0242234,0.0318928,0.00947117,0.0101248,0.0509123,0.00318192,0.011281,0.0132162,0.0462281,0.0148551,0.0186435,0.0126995,0.0256176,0.016611,0.0796252,0.0276401,0.0556416,0.0131077,0.0380853,0.0173447,0.00296158,0.0147188,0,0,0.0342932,0,0.012294,0.0448314,0.0301231,0.0296977,0.00505155,0.0136701,0.039995,0.00427771,0.0301532,0.00540298,0.00746864,0.0170437,0.0468641,0.0174179,0.0183874,0.00663673,0.0366608,0.0167297,0.010148,0.0497394,0.00944324,0,0,0,0,0,0.0329442,0
566,0.0736078,0,0,0,0,0.0437573,0,0,0,0,0,0.0515769,0.0166022,0.00168938,0,0,0.0994967,0,0.0605844,0.0581644,0.0346748,0.0245134,0.0362152,0.00994783,0.00266582,0.0892412,0.00273825,0.010876,0.0132177,0.046192,0.0151205,0.0183184,0.0127754,0.025549,0.0157885,0.0853464,0.0214006,0.0370874,0.0124993,0.0369506,0.0177203,0.00607239,0.0686198,0,0,0.0422626,0,0.0163722,0.0447514,0.0311795,0.0298068,0.00510258,0.00498682,0.0523563,0.00420695,0.0302916,0.00512933,0.00703739,0.0174924,0.0471343,0.0178455,0.0189401,0.00615214,0.045863,0.0165219,0.011403,0.0299705,0.0582751,0,0,0,0,0,0.0324208,0
567,0.0745842,0,0,0,0,0.0446942,0,0,0,0,0,0.0516206,0.0160724,0.00184736,0,0,0.0995837,0,0.0604291,0.0581812,0.0344125,0.0257722,0.0361456,0.00971176,0.00286407,0.0899982,0.00220014,0.0102193,0.0125985,0.0456813,0.0150238,0.0176596,0.0126923,0.0256954,0.0149069,0.0857385,0.0213315,0.0370784,0.0112466,0.0367757,0.0176745,0.00563803,0.0695634,0,0,0.0428084,0,0.0167463,0.0446271,0.0323284,0.0297161,0.00516899,0.00605454,0.0535151,0.00412542,0.0304695,0.00524193,0.00686008,0.0179268,0.0474647,0.018182,0.0193284,0.007182,0.0465372,0.0163256,0.0115281,0.0306119,0.0589463,0,0,0,0,0,0.0323602,0
568,0.0846051,0,0,0,0,0.051827,0,0,0,0,0,0.0499029,0.0159981,0.00100878,0,0,0.095064,0,0.0565422,0.0519397,0.0342374,0.0271194,0.0373488,0.0095567,0.00473598,0.0972466,0.00190945,0.00950926,0.0118616,0.045265,0.0148317,0.0169068,0.0125301,0.0256118,0.0150221,0.0900691,0.0176311,0.0261164,0.0134225,0.0360828,0.0183954,0.00718692,0.0780027,0,0,0.0466887,0,0.0188734,0.0446165,0.0324932,0.0294183,0.00553173,0.00421546,0.0625929,0.00424593,0.0308643,0.00478026,0.00638674,0.0187271,0.0476523,0.0189328,0.0204327,0.00556164,0.0521375,0.0159185,0.0121588,0.0361693,0.0658525,0,0,0,0,0,0.0322771,0
569,0.0263589,0,0,0,0,0.0607634,0,0,0,0,0,0.0291345,0.0157608,0.0101737,0,0,0.147868,0,0.0520247,0.0894925,0.033711,0.0279554,0.0301307,0.00904536,0.0159106,0.0751314,0.001408,0.00947588,0.0113461,0.0442865,0.014323,0.0161942,0.0122704,0.0257349,0.0147746,0.0993028,0.0344706,0.060439,0.0137474,0.0373433,0.018159,0.00487617,0.0139758,0,0,0.0360581,0,0.0133543,0.0449326,0.0332962,0.0300818,0.00581187,0.021331,0.0486436,0.00387708,0.0315546,0.00411121,0.00595767,0.0191956,0.0478313,0.0192179,0.0212631,0.00767469,0.0406826,0.0155074,0.0100517,0.064439,0.010441,0,0,0,0,0,0.0334383,0
570,0.0256109,0,0,0,0,0.0541322,0,0,0,0,0,0.0327099,0.0151741,0.00742874,0,0,0.119736,0,0.0471805,0.0754213,0.0335409,0.0287293,0.031768,0.00849999,0.0114004,0.0534155,0.00124687,0.00869741,0.0106531,0.0440646,0.0138306,0.015313,0.0121114,0.0256957,0.0146161,0.0794725,0.0277096,0.0546209,0.0143109,0.037236,0.0188425,0.00308238,0.0203837,0,0,0.0366395,0,0.0136926,0.0449184,0.0343115,0.0291448,0.00616654,0.0173545,0.0478681,0.00393251,0.0314168,0.00407816,0.00592904,0.0202336,0.0484208,0.0201398,0.0223084,0.00734299,0.0405253,0.0156764,0.0102286,0.0547032,0.00681261,0,0,0,0,0,0.033312,0
571,0.0760461,0,0,0,0,0.0453117,0,0,0,0,0,0.0519173,0.0147646,0.00132616,0,0,0.0998045,0,0.0593665,0.0580795,0.0333647,0.0294995,0.0369801,0.0086323,0.00478467,0.0910624,0.0012947,0.00818959,0.0105721,0.0444275,0.0136363,0.0149875,0.0120763,0.0257472,0.0144295,0.0867356,0.0215778,0.0371056,0.0154888,0.036508,0.0190711,0.00676297,0.0710393,0,0,0.0431828,0,0.0170995,0.0453878,0.0342681,0.0293268,0.00705447,0.00634596,0.0544443,0.00398826,0.0317856,0.00326915,0.00515473,0.020499,0.0478525,0.0202288,0.0227328,0.00656546,0.0465418,0.0159056,0.0115175,0.0306387,0.0595351,0,0,0,0,0,0.0324716,0
572,0.0844794,0,0,0,0,0.0491173,0,0,0,0,0,0.0499446,0.0137468,0.00289302,0,0,0.0955967,0,0.0564683,0.0523075,0.0329368,0.0300133,0.0376405,0.00766386,0.00698584,0.0968291,0.0011113,0.00735047,0.00984723,0.0441665,0.0128663,0.0141131,0.0116646,0.0261823,0.0141099,0.0902793,0.017415,0.0261352,0.0157113,0.0359514,0.019196,0.00841405,0.0782293,0,0,0.046303,0,0.0187503,0.0457566,0.0349474,0.0295874,0.00777108,0.00382226,0.0599957,0.00376814,0.031807,0.00329838,0.00502803,0.0210428,0.0480397,0.0206401,0.0233143,0.00658953,0.050323,0.0157301,0.0120965,0.0333672,0.0659127,0,0,0,0,0,0.0323088,0
573,0.0747771,0,0,0,0,0.0429602,0,0,0,0,0,0.0520624,0.0132116,0.00266556,0,0,0.0992531,0,0.0593271,0.0579243,0.0327563,0.0305128,0.0368131,0.00744986,0.00552473,0.0898342,0.00142252,0.00729916,0.0098569,0.0443061,0.0125391,0.0138038,0.0115052,0.0265702,0.0136833,0.0862458,0.0216382,0.0369927,0.0156055,0.0363602,0.0190068,0.00792712,0.0700804,0,0,0.0421326,0,0.0166023,0.0462054,0.0352135,0.0295509,0.00837983,0.00507366,0.0517243,0.00367666,0.0321341,0.00284105,0.00464988,0.0211255,0.0478722,0.0206584,0.0234998,0.00675504,0.0446129,0.0158617,0.0114592,0.0287353,0.058659,0,0,0,0,0,0.0324443,0
