Coordinates
version=1
nRows=870
nColumns=38
inDegrees=no

Units are S.I. units (second, meters, Newtons, ...)
If the header above contains a line with 'inDegrees', this indicates whether rotational values are in degrees (yes) or radians (no).

endheader
time	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	ankle_angle_r	subtalar_angle_r	mtp_angle_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	ankle_angle_l	subtalar_angle_l	mtp_angle_l	lumbar_extension	lumbar_bending	lumbar_rotation	arm_flex_r	arm_add_r	arm_rot_r	elbow_flex_r	pro_sup_r	wrist_flex_r	wrist_dev_r	arm_flex_l	arm_add_l	arm_rot_l	elbow_flex_l	pro_sup_l	wrist_flex_l	wrist_dev_l
64.3	0.550706	1.46321	1.12469	0.656664	0.228766	0.817025	0.79314	-0.0564869	-0.102296	1.14262	-0.159225	0	0	0.753966	-0.135909	0.0243174	1.02654	-0.128802	0	0	-0.728144	0.117537	-0.0103366	0.826852	-0.650219	0.780699	0.775216	0.633266	0	0	0.794788	-0.589149	0.612571	0.823001	0.703959	0	0
64.31	0.535438	1.45772	1.1392	0.657178	0.226911	0.812566	0.811634	-0.0568049	-0.102612	1.15859	-0.156013	0	0	0.774532	-0.13941	0.0245798	1.04716	-0.124705	0	0	-0.736582	0.119298	-0.0105848	0.844458	-0.649108	0.775345	0.781938	0.624886	0	0	0.805984	-0.598567	0.607415	0.834659	0.702991	0	0
64.32	0.533277	1.45416	1.14054	0.657737	0.2251	0.808324	0.826893	-0.0564587	-0.103106	1.17319	-0.157402	0	0	0.79185	-0.143522	0.0244889	1.06612	-0.125012	0	0	-0.747049	0.121	-0.00865161	0.861474	-0.650039	0.77145	0.789608	0.61967	0	0	0.821907	-0.606355	0.61	0.842669	0.695666	0	0
64.33	0.505986	1.44454	1.16712	0.658049	0.223467	0.803311	0.850349	-0.0569055	-0.102749	1.1897	-0.149855	0	0	0.817129	-0.145943	0.0253873	1.08675	-0.116623	0	0	-0.750656	0.123889	-0.0109538	0.878058	-0.645914	0.761244	0.797181	0.610953	0	0	0.825912	-0.616713	0.593309	0.859066	0.6962	0	0
64.34	0.493888	1.43888	1.17868	0.658199	0.221708	0.798617	0.868943	-0.0578023	-0.102341	1.20543	-0.150279	0	0	0.837328	-0.147871	0.0264051	1.10641	-0.11533	0	0	-0.757885	0.126498	-0.0105936	0.896864	-0.646937	0.760449	0.806466	0.598783	0	0	0.838546	-0.624341	0.590292	0.868718	0.688351	0	0
64.35	0.473223	1.42917	1.19959	0.658209	0.220114	0.793505	0.89228	-0.0593453	-0.102373	1.22209	-0.143566	0	0	0.862346	-0.148628	0.029115	1.12626	-0.107507	0	0	-0.761145	0.130264	-0.0130153	0.909585	-0.640739	0.738187	0.814721	0.613423	0	0	0.84458	-0.634442	0.577701	0.883945	0.681875	0	0
64.36	0.471648	1.42377	1.20143	0.658195	0.218473	0.788841	0.90955	-0.0603921	-0.103198	1.23741	-0.142732	0	0	0.88146	-0.150119	0.0318241	1.14497	-0.105306	0	0	-0.769038	0.134514	-0.0132325	0.931023	-0.641085	0.742081	0.823499	0.602466	0	0	0.856651	-0.642445	0.573096	0.893477	0.675766	0	0
64.37	0.466293	1.41652	1.20733	0.658156	0.216923	0.783979	0.928881	-0.0612458	-0.103494	1.25289	-0.140851	0	0	0.903065	-0.151018	0.0355131	1.1644	-0.102412	0	0	-0.77485	0.139328	-0.0139279	0.951323	-0.640469	0.743002	0.833141	0.593876	0	0	0.866432	-0.6508	0.56598	0.905052	0.67068	0	0
64.38	0.4506	1.40468	1.22399	0.658053	0.215556	0.778652	0.953739	-0.0624873	-0.10362	1.26915	-0.134597	0	0	0.930389	-0.150793	0.0403789	1.1843	-0.0949454	0	0	-0.775397	0.145325	-0.0175356	0.970634	-0.635499	0.739576	0.842058	0.59033	0	0	0.868291	-0.660676	0.547938	0.921117	0.670816	0	0
64.39	0.444723	1.39688	1.23051	0.657955	0.214176	0.77377	0.973297	-0.0632831	-0.103514	1.28402	-0.13141	0	0	0.95231	-0.151122	0.0441281	1.20281	-0.0904683	0	0	-0.779966	0.150478	-0.0183736	0.989415	-0.633342	0.73679	0.85203	0.589261	0	0	0.876651	-0.667669	0.538206	0.932126	0.667431	0	0
64.4	0.448411	1.39355	1.2271	0.657879	0.212916	0.769486	0.986879	-0.0641071	-0.104452	1.2978	-0.131794	0	0	0.96799	-0.152378	0.0463659	1.22001	-0.0895787	0	0	-0.789782	0.154778	-0.0171992	1.00945	-0.633861	0.738181	0.863439	0.580144	0	0	0.889326	-0.673587	0.533846	0.941492	0.660442	0	0
64.41	0.465786	1.38936	1.21035	0.657155	0.212686	0.765701	0.996496	-0.0657442	-0.111381	1.30878	-0.12439	0	0	0.981299	-0.155391	0.0483671	1.23634	-0.0800074	0	0	-0.801065	0.16261	-0.0154776	1.02499	-0.630604	0.72625	0.875162	0.584246	0	0	0.892816	-0.678905	0.516454	0.957152	0.6578	0	0
64.42	0.467695	1.38763	1.20818	0.657165	0.211491	0.761501	1.00829	-0.0666493	-0.111566	1.32235	-0.125153	0	0	0.994915	-0.156681	0.0497384	1.2534	-0.0795615	0	0	-0.81198	0.16489	-0.0136447	1.04411	-0.631341	0.727173	0.886855	0.573239	0	0	0.907189	-0.68495	0.514218	0.968196	0.652068	0	0
64.43	0.460066	1.38291	1.21544	0.657234	0.210237	0.756768	1.02463	-0.0679401	-0.110881	1.33718	-0.121416	0	0	1.01285	-0.156845	0.0521038	1.2712	-0.0750379	0	0	-0.81869	0.166309	-0.0125718	1.05949	-0.630545	0.72047	0.899364	0.570111	0	0	0.919893	-0.691208	0.509858	0.981342	0.644816	0	0
64.44	0.450004	1.37647	1.22454	0.657371	0.208963	0.75181	1.04347	-0.0689355	-0.109995	1.3526	-0.117762	0	0	1.03288	-0.157341	0.0546092	1.28895	-0.0707055	0	0	-0.822883	0.166938	-0.0103391	1.07315	-0.630535	0.712095	0.912288	0.567654	0	0	0.933369	-0.69602	0.506731	0.993343	0.637362	0	0
64.45	0.431337	1.36552	1.24182	0.657536	0.207764	0.746374	1.06829	-0.0701498	-0.108503	1.36895	-0.111024	0	0	1.0583	-0.15748	0.0574032	1.30682	-0.0632864	0	0	-0.821508	0.166336	-0.00547328	1.07661	-0.631656	0.685697	0.929142	0.581542	0	0	0.947482	-0.69581	0.503511	1.00332	0.637386	0	0
64.46	0.42122	1.35853	1.25033	0.657672	0.206397	0.741281	1.08851	-0.07127	-0.107255	1.38469	-0.108951	0	0	1.07908	-0.158125	0.0596711	1.32434	-0.059781	0	0	-0.82373	0.165713	-6.15926e-05	1.08743	-0.635438	0.676215	0.943872	0.583775	0	0	0.964898	-0.694866	0.505183	1.00991	0.639851	0	0
64.47	0.413701	1.35222	1.25635	0.657798	0.204999	0.736236	1.10729	-0.0713569	-0.106228	1.39863	-0.106314	0	0	1.09895	-0.158701	0.0622066	1.34166	-0.0561401	0	0	-0.826326	0.164795	0.00641396	1.0982	-0.641182	0.668717	0.959235	0.587444	0	0	0.984996	-0.692436	0.510195	1.01465	0.638756	0	0
64.48	0.407587	1.34661	1.26094	0.657942	0.2036	0.731241	1.12463	-0.0698931	-0.105159	1.41047	-0.103525	0	0	1.11789	-0.159633	0.0643203	1.35859	-0.0526359	0	0	-0.829189	0.163348	0.0133534	1.10947	-0.647865	0.663533	0.974151	0.590726	0	0	1.00644	-0.68917	0.517476	1.01834	0.637123	0	0
64.49	0.404498	1.34316	1.26251	0.658045	0.202159	0.726384	1.14008	-0.0694463	-0.103922	1.42378	-0.103507	0	0	1.13431	-0.160768	0.0660564	1.37537	-0.0512267	0	0	-0.833913	0.16208	0.0182652	1.12633	-0.652514	0.667711	0.985305	0.585282	0	0	1.02614	-0.688598	0.523811	1.02369	0.635136	0	0
64.5	0.40071	1.33999	1.26477	0.658143	0.200721	0.72144	1.15589	-0.0699011	-0.1022	1.43857	-0.101474	0	0	1.15076	-0.161947	0.067566	1.39244	-0.0481334	0	0	-0.83847	0.159004	0.0269001	1.13458	-0.660823	0.658602	1.00071	0.585751	0	0	1.05179	-0.682986	0.537648	1.02548	0.632418	0	0
64.51	0.399229	1.33847	1.26456	0.658283	0.199299	0.716612	1.16994	-0.0702433	-0.10054	1.45367	-0.0992009	0	0	1.16525	-0.163589	0.0688306	1.40921	-0.0447882	0	0	-0.845	0.154575	0.037527	1.13938	-0.671042	0.64446	1.01855	0.57873	0	0	1.08111	-0.676042	0.556568	1.02724	0.624244	0	0
64.52	0.406107	1.34275	1.25605	0.658421	0.197665	0.712276	1.17758	-0.070578	-0.0992004	1.46863	-0.0967565	0	0	1.17375	-0.165891	0.0700426	1.42644	-0.0415493	0	0	-0.857292	0.147611	0.0508592	1.14307	-0.685708	0.62896	1.03685	0.566062	0	0	1.11909	-0.665164	0.585306	1.02511	0.608651	0	0
64.53	0.418239	1.35127	1.24207	0.658627	0.195946	0.708304	1.18061	-0.0709052	-0.0977779	1.48364	-0.0935882	0	0	1.17744	-0.168905	0.0702376	1.44359	-0.037781	0	0	-0.873482	0.138365	0.0675633	1.14435	-0.706628	0.611562	1.05756	0.547858	0	0	1.16456	-0.647915	0.623831	1.01678	0.588136	0	0
64.54	0.434008	1.36111	1.22455	0.658795	0.194218	0.704422	1.18199	-0.0712992	-0.0964982	1.49848	-0.0905732	0	0	1.17918	-0.171205	0.0710902	1.46034	-0.0338661	0	0	-0.890685	0.129767	0.0822878	1.14894	-0.725609	0.598479	1.07581	0.530473	0	0	1.2067	-0.631143	0.65824	1.00844	0.570738	0	0
64.55	0.446834	1.36773	1.21027	0.658811	0.19267	0.700343	1.18635	-0.0720524	-0.0956051	1.51267	-0.0883238	0	0	1.18393	-0.172182	0.0732193	1.47647	-0.0302632	0	0	-0.90456	0.124644	0.0919113	1.15988	-0.737933	0.592968	1.09024	0.519546	0	0	1.23724	-0.620784	0.678927	1.0063	0.558563	0	0
64.56	0.454383	1.37098	1.2012	0.658781	0.191349	0.69607	1.19407	-0.0724902	-0.094499	1.52633	-0.0862392	0	0	1.19205	-0.172898	0.0754705	1.49224	-0.0263956	0	0	-0.914755	0.121611	0.0990567	1.17308	-0.747167	0.590778	1.10394	0.513509	0	0	1.26004	-0.614114	0.691638	1.00812	0.549084	0	0
64.57	0.451344	1.36894	1.20229	0.658819	0.190295	0.691383	1.20769	-0.0720429	-0.0926427	1.53965	-0.0807482	0	0	1.20613	-0.173819	0.0775492	1.50809	-0.017498	0	0	-0.918934	0.119029	0.106541	1.18064	-0.756111	0.581566	1.12119	0.519762	0	0	1.2768	-0.606625	0.697271	1.01185	0.548303	0	0
64.58	0.449295	1.36709	1.20263	0.658811	0.189288	0.686859	1.22058	-0.0714971	-0.0909394	1.55231	-0.0790713	0	0	1.21975	-0.174452	0.0797306	1.52347	-0.0146375	0	0	-0.922948	0.118131	0.109416	1.19571	-0.758551	0.582999	1.13285	0.523571	0	0	1.28826	-0.606328	0.697081	1.02031	0.5508	0	0
64.59	0.446684	1.36453	1.20364	0.658769	0.188352	0.682415	1.23386	-0.0707888	-0.0892258	1.56461	-0.0774173	0	0	1.23379	-0.174863	0.082081	1.5383	-0.0120125	0	0	-0.926224	0.117548	0.112015	1.20956	-0.760233	0.582282	1.14576	0.524177	0	0	1.29855	-0.607014	0.695751	1.03021	0.553152	0	0
64.6	0.444273	1.36187	1.20448	0.658664	0.187438	0.678084	1.24699	-0.0699218	-0.0873511	1.57668	-0.076091	0	0	1.24753	-0.175093	0.0845079	1.55248	-0.00965022	0	0	-0.928791	0.117937	0.114938	1.22299	-0.761588	0.58069	1.15896	0.524542	0	0	1.3076	-0.606379	0.694016	1.03822	0.557184	0	0
64.61	0.442623	1.3596	1.20463	0.65851	0.186535	0.673927	1.25937	-0.0689776	-0.0854375	1.58831	-0.0750704	0	0	1.26041	-0.175188	0.0869265	1.56617	-0.00751044	0	0	-0.931326	0.118866	0.117905	1.23638	-0.762604	0.57906	1.1725	0.524931	0	0	1.31527	-0.60567	0.691542	1.04649	0.560896	0	0
64.62	0.438355	1.35593	1.20735	0.658312	0.185677	0.669776	1.27311	-0.0680135	-0.0834827	1.59943	-0.0737283	0	0	1.27472	-0.175032	0.0892824	1.57968	-0.00474831	0	0	-0.932948	0.119651	0.12079	1.24685	-0.764027	0.572746	1.18974	0.526735	0	0	1.32048	-0.606521	0.684951	1.06027	0.561947	0	0
64.63	0.43478	1.35265	1.20937	0.658079	0.184796	0.665811	1.28613	-0.0671109	-0.0817015	1.60991	-0.0725698	0	0	1.2881	-0.174802	0.0914439	1.59247	-0.0024332	0	0	-0.934759	0.120331	0.123356	1.25804	-0.765342	0.568069	1.20636	0.529271	0	0	1.32518	-0.607694	0.677981	1.07488	0.563203	0	0
64.64	0.429906	1.3494	1.21266	0.65782	0.183893	0.662002	1.29897	-0.0664783	-0.0797803	1.61983	-0.0716345	0	0	1.30094	-0.17414	0.0933669	1.6044	-0.000344695	0	0	-0.936065	0.120744	0.125619	1.26988	-0.766798	0.565418	1.22188	0.533039	0	0	1.32932	-0.608277	0.670604	1.08909	0.565515	0	0
64.65	0.423658	1.34667	1.21749	0.657522	0.182946	0.658387	1.31109	-0.0664833	-0.0777719	1.62919	-0.0712607	0	0	1.31281	-0.172778	0.0948323	1.61549	0.00139748	0	0	-0.936962	0.121086	0.127401	1.28274	-0.768808	0.565656	1.23624	0.536083	0	0	1.3333	-0.608235	0.663954	1.10182	0.568601	0	0
64.66	0.421284	1.34615	1.21891	0.657101	0.181841	0.655095	1.32045	-0.0672086	-0.0760768	1.63801	-0.0716059	0	0	1.32227	-0.170713	0.0962103	1.62662	0.00276092	0	0	-0.939939	0.122012	0.128868	1.29753	-0.771334	0.568265	1.24826	0.535083	0	0	1.33824	-0.607856	0.65851	1.1133	0.571083	0	0
64.67	0.418672	1.3462	1.22081	0.656651	0.180761	0.652062	1.32844	-0.0684904	-0.0744551	1.64552	-0.071724	0	0	1.33042	-0.168078	0.0974334	1.63675	0.00357507	0	0	-0.942361	0.122546	0.129493	1.31115	-0.7731	0.571051	1.25457	0.530152	0	0	1.34419	-0.606829	0.656424	1.12211	0.571716	0	0
64.68	0.415765	1.346	1.22349	0.656161	0.179714	0.649156	1.33635	-0.0705581	-0.0731596	1.65298	-0.0714337	0	0	1.33879	-0.164801	0.0987062	1.64668	0.00397552	0	0	-0.944883	0.123015	0.129403	1.32149	-0.774808	0.568865	1.26119	0.529749	0	0	1.34881	-0.606269	0.651688	1.13232	0.571239	0	0
64.69	0.413445	1.34518	1.22591	0.655637	0.178689	0.646334	1.34443	-0.0729384	-0.0724414	1.66003	-0.0715123	0	0	1.34766	-0.161369	0.100337	1.65595	0.00470959	0	0	-0.947355	0.123784	0.128956	1.33101	-0.777641	0.565813	1.27002	0.522381	0	0	1.35179	-0.607232	0.644896	1.14459	0.560715	0	0
64.7	0.41271	1.34452	1.22659	0.655143	0.17768	0.643644	1.35197	-0.0750326	-0.0719657	1.66692	-0.0712695	0	0	1.35586	-0.158399	0.102153	1.66446	0.00532206	0	0	-0.949913	0.124659	0.128943	1.33969	-0.780437	0.561735	1.27913	0.517175	0	0	1.35415	-0.608684	0.63817	1.15562	0.54489	0	0
64.71	0.413121	1.34375	1.22553	0.654723	0.176699	0.641066	1.35933	-0.076566	-0.0717086	1.67364	-0.0708361	0	0	1.36368	-0.156405	0.103982	1.6723	0.00590324	0	0	-0.95198	0.125704	0.129937	1.34734	-0.782882	0.556627	1.28827	0.511068	0	0	1.35546	-0.609887	0.631024	1.16459	0.526167	0	0
64.72	0.415011	1.34295	1.22233	0.654383	0.175748	0.638651	1.36624	-0.0775113	-0.0719659	1.67962	-0.0708774	0	0	1.37097	-0.155484	0.105928	1.67953	0.00653793	0	0	-0.953765	0.126657	0.131918	1.35419	-0.784986	0.551128	1.2972	0.502063	0	0	1.35632	-0.610528	0.623857	1.17156	0.507873	0	0
64.73	0.418165	1.34213	1.21728	0.654077	0.174819	0.636395	1.37272	-0.0779324	-0.0725704	1.68481	-0.0717914	0	0	1.37775	-0.155333	0.108099	1.6863	0.0073076	0	0	-0.955469	0.127219	0.134571	1.36059	-0.787274	0.546311	1.30608	0.491848	0	0	1.35684	-0.611046	0.616425	1.17806	0.492223	0	0
64.74	0.422907	1.34129	1.21018	0.653793	0.173913	0.634267	1.37868	-0.0779759	-0.0734684	1.68943	-0.0730518	0	0	1.38414	-0.155916	0.11055	1.69287	0.00821696	0	0	-0.957109	0.127332	0.1377	1.36728	-0.78992	0.543879	1.31461	0.483569	0	0	1.35713	-0.611809	0.609062	1.18498	0.479742	0	0
64.75	0.42768	1.34074	1.20319	0.653502	0.173028	0.632281	1.38406	-0.0785602	-0.0744227	1.69392	-0.0742304	0	0	1.3899	-0.15646	0.112797	1.69897	0.00917759	0	0	-0.958693	0.127157	0.140578	1.37476	-0.792743	0.544971	1.32204	0.480349	0	0	1.35771	-0.612691	0.602614	1.19194	0.470937	0	0
64.76	0.431297	1.34014	1.19773	0.653197	0.172179	0.630382	1.38929	-0.0798205	-0.0752734	1.69833	-0.0754569	0	0	1.39551	-0.156666	0.114724	1.7047	0.0102597	0	0	-0.959835	0.126936	0.142884	1.38151	-0.794996	0.547031	1.32898	0.480236	0	0	1.35817	-0.613958	0.596923	1.19951	0.464948	0	0
64.77	0.432493	1.33888	1.19501	0.652912	0.171392	0.628508	1.39509	-0.0814686	-0.0761768	1.70236	-0.0790794	0	0	1.40177	-0.156555	0.116357	1.7101	0.0113991	0	0	-0.959738	0.126483	0.144402	1.38569	-0.796869	0.547437	1.33596	0.46608	0	0	1.35842	-0.615632	0.592124	1.20732	0.462228	0	0
64.78	0.433334	1.33843	1.19302	0.652685	0.170641	0.626835	1.39971	-0.0832421	-0.0769672	1.70598	-0.0799339	0	0	1.40691	-0.156304	0.117438	1.71501	0.0115204	0	0	-0.95985	0.125687	0.145366	1.38505	-0.79669	0.541382	1.34216	0.456594	0	0	1.35944	-0.616474	0.58875	1.21312	0.461988	0	0
64.79	0.434988	1.33886	1.19042	0.652496	0.169896	0.625361	1.4032	-0.0848494	-0.0776939	1.70939	-0.0800425	0	0	1.41088	-0.156122	0.118209	1.71958	0.0118749	0	0	-0.960317	0.125432	0.146544	1.38405	-0.795859	0.535453	1.34692	0.453704	0	0	1.36011	-0.616078	0.585671	1.21634	0.462114	0	0
64.8	0.436909	1.33997	1.18758	0.652336	0.169161	0.624066	1.40579	-0.0861026	-0.0781339	1.71241	-0.0795057	0	0	1.4137	-0.156133	0.118615	1.72339	0.0125472	0	0	-0.960878	0.125204	0.147687	1.38326	-0.794831	0.531281	1.35039	0.455269	0	0	1.36083	-0.614653	0.583637	1.21771	0.46306	0	0
64.81	0.439944	1.34118	1.1833	0.652229	0.168491	0.622901	1.40803	-0.0864363	-0.0784521	1.71545	-0.0770884	0	0	1.41599	-0.156663	0.119344	1.72708	0.0146701	0	0	-0.961267	0.124962	0.149232	1.38132	-0.792949	0.526066	1.35341	0.461003	0	0	1.36069	-0.612453	0.581119	1.21861	0.465878	0	0
64.82	0.444999	1.34268	1.1769	0.652119	0.167863	0.621908	1.4096	-0.0860896	-0.0787188	1.71817	-0.0865441	0	0	1.41778	-0.157414	0.120388	1.73064	0.00870438	0	0	-0.961802	0.123751	0.15323	1.37762	-0.796028	0.519533	1.35799	0.459703	0	0	1.36151	-0.605085	0.577642	1.21659	0.47348	0	0
64.83	0.450574	1.34435	1.17035	0.651976	0.167277	0.621071	1.41048	-0.0855777	-0.0786414	1.72051	-0.0867749	0	0	1.4188	-0.15737	0.12172	1.73375	0.00868774	0	0	-0.961753	0.12288	0.155064	1.37618	-0.796603	0.515848	1.35792	0.465062	0	0	1.36102	-0.600628	0.573697	1.21587	0.47695	0	0
64.84	0.457337	1.34601	1.16306	0.651799	0.166765	0.620359	1.41086	-0.0848355	-0.0783831	1.72246	-0.0868978	0	0	1.41938	-0.156671	0.12326	1.7368	0.00881014	0	0	-0.961061	0.122759	0.15719	1.37448	-0.796932	0.512458	1.35665	0.469459	0	0	1.35945	-0.594788	0.568643	1.21375	0.480983	0	0
64.85	0.464802	1.34779	1.1558	0.651552	0.166327	0.619768	1.41067	-0.0841451	-0.077999	1.72402	-0.0870193	0	0	1.41952	-0.154936	0.124827	1.73982	0.00878609	0	0	-0.959796	0.123672	0.159214	1.37251	-0.79653	0.509929	1.35426	0.473112	0	0	1.35693	-0.587407	0.563134	1.20987	0.485854	0	0
64.86	0.472685	1.34972	1.14872	0.651265	0.165949	0.619278	1.40991	-0.0833698	-0.077351	1.72548	-0.0867241	0	0	1.41928	-0.15251	0.126297	1.74265	0.00853116	0	0	-0.958217	0.125147	0.160758	1.3701	-0.795589	0.50757	1.35096	0.477247	0	0	1.3539	-0.579305	0.557781	1.20468	0.491133	0	0
64.87	0.479981	1.3519	1.1425	0.650965	0.165619	0.618879	1.40883	-0.0825572	-0.0762426	1.7272	-0.0860815	0	0	1.41868	-0.149633	0.127509	1.7452	0.00842021	0	0	-0.956556	0.126346	0.161532	1.36735	-0.794782	0.505056	1.34692	0.481904	0	0	1.35074	-0.571568	0.552813	1.19945	0.49619	0	0
64.88	0.486586	1.35423	1.13695	0.650703	0.165323	0.618552	1.40754	-0.0815419	-0.0748397	1.72896	-0.0854193	0	0	1.41794	-0.146573	0.128566	1.74759	0.00823416	0	0	-0.954992	0.127077	0.161938	1.36433	-0.794246	0.502209	1.34262	0.48579	0	0	1.34811	-0.564899	0.549484	1.19532	0.50115	0	0
64.89	0.492417	1.35645	1.13192	0.650499	0.16505	0.618288	1.40629	-0.0802592	-0.0734925	1.7304	-0.0850442	0	0	1.41721	-0.143716	0.129608	1.74989	0.00792568	0	0	-0.953518	0.127443	0.162396	1.36103	-0.79389	0.499182	1.3387	0.487793	0	0	1.34611	-0.559766	0.548285	1.19305	0.505288	0	0
64.9	0.497551	1.35843	1.1274	0.650346	0.164796	0.618065	1.40524	-0.0789879	-0.0723073	1.73164	-0.0847731	0	0	1.41648	-0.141005	0.130729	1.75192	0.00733424	0	0	-0.951692	0.127077	0.162897	1.3571	-0.793692	0.495897	1.33414	0.488977	0	0	1.34483	-0.555301	0.549178	1.19158	0.509643	0	0
64.91	0.501781	1.36011	1.1236	0.650231	0.16457	0.617884	1.40434	-0.0777835	-0.0713777	1.73252	-0.084618	0	0	1.41579	-0.138649	0.131737	1.75374	0.00667565	0	0	-0.949666	0.126165	0.163127	1.35356	-0.793827	0.493385	1.32921	0.489638	0	0	1.34341	-0.552049	0.55132	1.1917	0.512381	0	0
64.92	0.506175	1.36157	1.11969	0.650134	0.16437	0.61779	1.40332	-0.0766818	-0.070691	1.73306	-0.0849037	0	0	1.41499	-0.136636	0.132862	1.75545	0.00676954	0	0	-0.947637	0.125284	0.163349	1.35032	-0.794744	0.491659	1.32481	0.48685	0	0	1.34138	-0.549446	0.553701	1.19302	0.512231	0	0
64.93	0.516245	1.36409	1.1103	0.650007	0.164083	0.617933	1.40037	-0.07548	-0.0705582	1.73313	-0.0849528	0	0	1.4126	-0.134942	0.1343	1.75653	0.0062562	0	0	-0.946793	0.125862	0.162923	1.34953	-0.793065	0.492455	1.31814	0.488116	0	0	1.33803	-0.548516	0.554727	1.19394	0.513068	0	0
64.94	0.527982	1.36629	1.09931	0.649858	0.16382	0.618208	1.39716	-0.0742803	-0.0707562	1.73277	-0.0851203	0	0	1.40998	-0.133572	0.135817	1.75686	0.00616596	0	0	-0.946086	0.126858	0.162388	1.34869	-0.791918	0.493654	1.31285	0.489161	0	0	1.33389	-0.548836	0.555187	1.19671	0.512168	0	0
64.95	0.542288	1.36836	1.08559	0.649679	0.163594	0.618611	1.39336	-0.0729638	-0.0714966	1.73195	-0.0854622	0	0	1.40677	-0.132458	0.137915	1.75658	0.00629504	0	0	-0.945359	0.128285	0.161925	1.34803	-0.790898	0.495725	1.30811	0.490768	0	0	1.32883	-0.549757	0.55544	1.2	0.510859	0	0
64.96	0.558236	1.3704	1.06996	0.649501	0.163415	0.619135	1.38905	-0.0714788	-0.0724933	1.73087	-0.0857996	0	0	1.40295	-0.131759	0.140335	1.75579	0.00656976	0	0	-0.944799	0.129923	0.161808	1.34649	-0.79002	0.49695	1.30507	0.492427	0	0	1.32331	-0.55074	0.555353	1.20315	0.509864	0	0
64.97	0.573623	1.37247	1.05464	0.649359	0.163287	0.619777	1.38453	-0.0700397	-0.0735455	1.72953	-0.085967	0	0	1.39877	-0.131191	0.142665	1.75463	0.00684807	0	0	-0.944155	0.131206	0.161823	1.34324	-0.789681	0.496333	1.30397	0.493444	0	0	1.31821	-0.551275	0.555493	1.2054	0.50963	0	0
64.98	0.589215	1.37522	1.03905	0.649257	0.163196	0.620598	1.37913	-0.0688529	-0.0745307	1.72795	-0.0863453	0	0	1.39358	-0.130454	0.144765	1.75321	0.00729386	0	0	-0.943902	0.132143	0.161679	1.33893	-0.789525	0.494517	1.30379	0.493973	0	0	1.31419	-0.551102	0.556628	1.20582	0.509985	0	0
64.99	0.604478	1.37806	1.0237	0.649204	0.163147	0.621539	1.3733	-0.0675199	-0.0753639	1.72603	-0.0867105	0	0	1.38802	-0.129796	0.146666	1.75157	0.00768403	0	0	-0.943516	0.132608	0.161401	1.33312	-0.789379	0.491269	1.30469	0.493142	0	0	1.31083	-0.550754	0.558426	1.20547	0.51031	0	0
65	0.621917	1.38133	1.006	0.649174	0.163127	0.622648	1.36638	-0.0658776	-0.0763073	1.72367	-0.0869661	0	0	1.38134	-0.129372	0.148443	1.74951	0.00822096	0	0	-0.943505	0.132796	0.161029	1.32631	-0.788897	0.486891	1.30624	0.491545	0	0	1.30784	-0.550691	0.560857	1.20454	0.509787	0	0
65.01	0.641958	1.38497	0.985545	0.649144	0.163143	0.623921	1.35855	-0.0640698	-0.0775223	1.72099	-0.087108	0	0	1.37356	-0.129279	0.150094	1.74699	0.0089239	0	0	-0.943946	0.132639	0.160114	1.31919	-0.788092	0.4824	1.30815	0.490191	0	0	1.30507	-0.551528	0.563417	1.20396	0.508116	0	0
65.02	0.663854	1.38875	0.962926	0.649149	0.163203	0.625381	1.35009	-0.0618559	-0.0787099	1.71789	-0.087206	0	0	1.36491	-0.129595	0.151633	1.74401	0.00979484	0	0	-0.944502	0.132238	0.158729	1.31206	-0.786499	0.478248	1.31001	0.48957	0	0	1.30206	-0.553227	0.565708	1.2036	0.5059	0	0
65.03	0.686989	1.39248	0.939112	0.649148	0.163278	0.627042	1.34117	-0.0595745	-0.0797047	1.71435	-0.0873861	0	0	1.35564	-0.129816	0.153108	1.74041	0.0108774	0	0	-0.944936	0.13197	0.156857	1.30562	-0.784387	0.475361	1.31127	0.490063	0	0	1.29883	-0.555538	0.567858	1.20326	0.503758	0	0
65.04	0.712836	1.39644	0.912693	0.649105	0.163333	0.628939	1.33136	-0.0573307	-0.0805444	1.71025	-0.0876722	0	0	1.34529	-0.129822	0.154487	1.73615	0.0124968	0	0	-0.945693	0.132111	0.154848	1.30051	-0.78197	0.474157	1.31152	0.492067	0	0	1.29552	-0.558113	0.570212	1.20255	0.501905	0	0
65.05	0.739988	1.40023	0.884871	0.649016	0.163378	0.631037	1.3211	-0.0548845	-0.0812965	1.70546	-0.0880503	0	0	1.33456	-0.129866	0.155667	1.73144	0.0142979	0	0	-0.946437	0.132225	0.152961	1.29623	-0.779634	0.474043	1.31117	0.494581	0	0	1.29215	-0.560445	0.57224	1.20179	0.50061	0	0
