Coordinates
version=1
nRows=870
nColumns=38
inDegrees=no

Units are S.I. units (second, meters, Newtons, ...)
If the header above contains a line with 'inDegrees', this indicates whether rotational values are in degrees (yes) or radians (no).

endheader
time	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	ankle_angle_r	subtalar_angle_r	mtp_angle_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	ankle_angle_l	subtalar_angle_l	mtp_angle_l	lumbar_extension	lumbar_bending	lumbar_rotation	arm_flex_r	arm_add_r	arm_rot_r	elbow_flex_r	pro_sup_r	wrist_flex_r	wrist_dev_r	arm_flex_l	arm_add_l	arm_rot_l	elbow_flex_l	pro_sup_l	wrist_flex_l	wrist_dev_l
62.23	0.82972	1.4302	0.847954	0.646966	0.216691	0.794653	0.859402	-0.0337786	-0.117751	1.20878	-0.161822	0	0	0.850325	-0.156503	0.0641443	1.14509	-0.0966567	0	0	-0.782372	0.150968	0.0480289	0.84031	-0.758914	0.793068	0.951977	0.0910768	0	0	0.921709	-0.647624	0.787937	0.958761	0.652955	0	0
62.24	0.860178	1.43609	0.817949	0.64662	0.218555	0.800127	0.837476	-0.0331343	-0.118467	1.19012	-0.167154	0	0	0.826506	-0.155604	0.06136	1.12259	-0.102761	0	0	-0.776735	0.150787	0.0422883	0.821564	-0.757594	0.809353	0.950883	0.0978059	0	0	0.898625	-0.652603	0.790988	0.957079	0.663602	0	0
62.25	0.882449	1.44059	0.795791	0.646289	0.220573	0.805423	0.817413	-0.0323755	-0.118988	1.17133	-0.170808	0	0	0.804418	-0.154578	0.0585489	1.09995	-0.107248	0	0	-0.769039	0.150266	0.0369578	0.799814	-0.755573	0.819209	0.951063	0.104961	0	0	0.873779	-0.656468	0.790549	0.95559	0.677216	0	0
62.26	0.895834	1.44375	0.782204	0.645957	0.222741	0.810542	0.799261	-0.0315078	-0.119207	1.15251	-0.173679	0	0	0.784065	-0.153436	0.0557779	1.07704	-0.110556	0	0	-0.759269	0.149657	0.0321949	0.775877	-0.753186	0.824255	0.952209	0.110677	0	0	0.84632	-0.658008	0.783564	0.95323	0.700081	0	0
62.27	0.863198	1.44164	0.814179	0.645642	0.225544	0.815201	0.788677	-0.0307921	-0.118315	1.13285	-0.179584	0	0	0.770974	-0.151846	0.05294	1.05289	-0.117103	0	0	-0.704056	0.174386	0.0636727	0.726103	-0.778215	0.832342	0.944686	0.105388	0	0	0.805818	-0.434829	0.535271	0.684113	0.874728	0	0
62.28	0.87642	1.44555	0.80067	0.645336	0.227836	0.820241	0.770039	-0.0303021	-0.117096	1.11418	-0.179884	0	0	0.74966	-0.150257	0.0501452	1.02945	-0.118853	0	0	-0.692795	0.173358	0.0608587	0.699461	-0.775988	0.833567	0.945771	0.115722	0	0	0.787366	-0.434537	0.546725	0.675545	0.865842	0	0
62.29	0.891054	1.44941	0.785894	0.644926	0.230176	0.825233	0.750955	-0.0298139	-0.116151	1.09484	-0.183521	0	0	0.72801	-0.148134	0.0480021	1.00535	-0.123428	0	0	-0.681494	0.172982	0.0566327	0.679527	-0.773641	0.846841	0.945523	0.125573	0	0	0.765106	-0.432829	0.5435	0.668117	0.878843	0	0
62.3	0.907292	1.45334	0.769109	0.644583	0.232588	0.830194	0.731527	-0.0289695	-0.115341	1.07515	-0.187265	0	0	0.705868	-0.146469	0.0452186	0.980672	-0.128184	0	0	-0.670139	0.172114	0.0527828	0.659969	-0.770979	0.85949	0.944869	0.136331	0	0	0.743347	-0.431082	0.541398	0.661042	0.891154	0	0
62.31	0.929205	1.45757	0.746135	0.644325	0.235064	0.835149	0.7113	-0.0277126	-0.114612	1.05511	-0.191651	0	0	0.682823	-0.145613	0.0414878	0.955608	-0.133664	0	0	-0.659289	0.170825	0.0495133	0.641482	-0.768137	0.872702	0.943875	0.14878	0	0	0.721925	-0.429214	0.539036	0.654406	0.904507	0	0
62.32	0.954453	1.46172	0.719553	0.644074	0.237584	0.840031	0.690822	-0.0262011	-0.113691	1.03469	-0.196057	0	0	0.659527	-0.145094	0.0374788	0.930251	-0.139439	0	0	-0.648244	0.169235	0.0467018	0.623075	-0.76461	0.88481	0.942087	0.162507	0	0	0.70089	-0.427489	0.538008	0.648508	0.917109	0	0
62.33	0.983268	1.46591	0.689493	0.643787	0.24014	0.844834	0.670049	-0.0249653	-0.113121	1.01411	-0.200507	0	0	0.63578	-0.144202	0.0341094	0.904297	-0.145372	0	0	-0.637093	0.167863	0.0439505	0.605314	-0.760861	0.8969	0.940102	0.176725	0	0	0.679987	-0.425733	0.537619	0.643077	0.928776	0	0
62.34	1.01733	1.47019	0.654012	0.643525	0.242726	0.849585	0.648742	-0.023975	-0.113349	0.993042	-0.205542	0	0	0.611247	-0.143364	0.0307554	0.877496	-0.151835	0	0	-0.62631	0.166443	0.0411818	0.588746	-0.756585	0.909527	0.937762	0.191429	0	0	0.659119	-0.424096	0.536091	0.638594	0.939675	0	0
62.35	1.04676	1.4739	0.622923	0.643244	0.245319	0.854186	0.628269	-0.0231051	-0.113593	0.971489	-0.210523	0	0	0.587753	-0.142445	0.0270399	0.850644	-0.158068	0	0	-0.614728	0.165026	0.0383495	0.572344	-0.751696	0.920345	0.935438	0.204919	0	0	0.637657	-0.422262	0.532797	0.635301	0.948123	0	0
62.36	1.07803	1.47781	0.59031	0.642882	0.24792	0.858677	0.607851	-0.0226665	-0.113437	0.950399	-0.215296	0	0	0.564166	-0.140918	0.023407	0.823525	-0.164357	0	0	-0.60308	0.163549	0.0348998	0.556477	-0.746482	0.930587	0.933217	0.21816	0	0	0.616241	-0.42002	0.528607	0.632292	0.955269	0	0
62.37	1.11612	1.48176	0.550885	0.642541	0.250572	0.863058	0.587506	-0.0217286	-0.111963	0.930483	-0.219749	0	0	0.540196	-0.139259	0.0202844	0.796498	-0.170756	0	0	-0.591618	0.162008	0.0313719	0.541216	-0.741104	0.940845	0.931241	0.232768	0	0	0.594938	-0.418059	0.524252	0.630305	0.960968	0	0
62.38	1.16026	1.48516	0.504666	0.642334	0.253288	0.867332	0.56678	-0.0198771	-0.110495	0.909514	-0.224887	0	0	0.516089	-0.1386	0.0169537	0.769572	-0.178121	0	0	-0.580187	0.160472	0.02834	0.527269	-0.735166	0.95193	0.928717	0.251978	0	0	0.573028	-0.416525	0.518654	0.629371	0.964735	0	0
62.39	1.20154	1.48822	0.461359	0.642134	0.256027	0.871499	0.5464	-0.0184012	-0.109672	0.887918	-0.229723	0	0	0.492521	-0.137876	0.0129749	0.742253	-0.185477	0	0	-0.568396	0.158706	0.0252737	0.513346	-0.728715	0.960882	0.925729	0.275064	0	0	0.551245	-0.414942	0.512261	0.629282	0.967614	0	0
62.4	1.24749	1.49151	0.41381	0.641878	0.258788	0.875605	0.525918	-0.0176587	-0.109252	0.866803	-0.234468	0	0	0.468649	-0.136716	0.00835662	0.714477	-0.193492	0	0	-0.556988	0.156711	0.0218217	0.49985	-0.721928	0.968809	0.922304	0.303519	0	0	0.52989	-0.413219	0.50529	0.629898	0.971483	0	0
62.41	0.774751	1.46571	0.884791	0.642108	0.264563	0.876747	0.560801	-0.0201802	-0.104768	0.844061	-0.246771	0	0	0.498905	-0.128428	0.0102219	0.680897	-0.21494	0	0	-0.441049	0.117279	-0.0537607	0.500585	-0.215058	-0.158061	0.32703	1.5708	0	0	0.439586	-0.430365	0.401315	0.624468	1.04307	0	0
62.42	0.771439	1.4672	0.886135	0.641891	0.267307	0.880321	0.544659	-0.0193931	-0.10536	0.822684	-0.246352	0	0	0.480326	-0.127315	0.0063039	0.655	-0.216204	0	0	-0.425851	0.11484	-0.0542928	0.482305	-0.214533	-0.135801	0.328287	1.5708	0	0	0.421735	-0.42797	0.404162	0.62454	1.03761	0	0
62.43	0.788206	1.47126	0.867649	0.641685	0.270047	0.88413	0.52457	-0.0183981	-0.105309	0.800254	-0.252071	0	0	0.456923	-0.125805	0.0031164	0.625953	-0.226358	0	0	-0.414763	0.112218	-0.0541536	0.462613	-0.214408	-0.11444	0.33481	1.5708	0	0	0.404528	-0.423748	0.399702	0.624532	1.04778	0	0
62.44	0.80239	1.47492	0.851845	0.64147	0.272774	0.887782	0.505109	-0.0171558	-0.104142	0.77774	-0.258343	0	0	0.434506	-0.124024	0.000149188	0.597592	-0.237457	0	0	-0.403578	0.109702	-0.0543502	0.442742	-0.215976	-0.0807337	0.343048	1.5708	0	0	0.386819	-0.4197	0.392978	0.626136	1.06259	0	0
62.45	0.81446	1.4784	0.838398	0.641257	0.275495	0.891292	0.486286	-0.0160283	-0.1025	0.755704	-0.264068	0	0	0.412694	-0.121854	-0.00229518	0.56954	-0.247748	0	0	-0.392378	0.10712	-0.0546472	0.423723	-0.217588	-0.0462026	0.350955	1.5708	0	0	0.369632	-0.415154	0.384655	0.627523	1.07956	0	0
62.46	0.82455	1.48178	0.827096	0.641031	0.278204	0.894677	0.467947	-0.0151141	-0.100795	0.733891	-0.269865	0	0	0.39121	-0.119375	-0.0042969	0.541435	-0.258084	0	0	-0.381184	0.104429	-0.0550656	0.40562	-0.219051	-0.0136709	0.358695	1.5708	0	0	0.353326	-0.411586	0.379823	0.629101	1.09564	0	0
62.47	0.838667	1.48526	0.811886	0.640792	0.280848	0.89794	0.449441	-0.0141891	-0.0991505	0.712084	-0.275671	0	0	0.369729	-0.116975	-0.00626513	0.513507	-0.268831	0	0	-0.370286	0.101982	-0.0557179	0.388945	-0.220043	0.0159869	0.365567	1.5708	0	0	0.337838	-0.408044	0.376357	0.629884	1.1099	0	0
62.48	0.850549	1.48822	0.799068	0.64055	0.283446	0.900991	0.431701	-0.0132359	-0.0976857	0.690515	-0.280552	0	0	0.34939	-0.114629	-0.00815803	0.486225	-0.278776	0	0	-0.35908	0.0997214	-0.0562461	0.373299	-0.220118	0.0397008	0.371529	1.5708	0	0	0.323114	-0.404762	0.374748	0.631007	1.12131	0	0
62.49	0.881976	1.49222	0.76693	0.640265	0.285998	0.904074	0.411506	-0.0121878	-0.0969833	0.667564	-0.291843	0	0	0.326428	-0.112377	-0.00955168	0.456783	-0.299315	0	0	-0.351115	0.0980537	-0.0571642	0.3575	-0.223154	0.0780842	0.381742	1.5708	0	0	0.307278	-0.400098	0.363883	0.63374	1.14313	0	0
62.5	0.902729	1.49517	0.745933	0.640017	0.288541	0.906829	0.393637	-0.0113736	-0.0967113	0.646656	-0.296985	0	0	0.306069	-0.110226	-0.0111414	0.429662	-0.310547	0	0	-0.341082	0.0963773	-0.0570757	0.342263	-0.222729	0.0947354	0.388705	1.5708	0	0	0.294953	-0.395842	0.363897	0.63328	1.15109	0	0
62.51	0.925052	1.49798	0.723167	0.639741	0.291014	0.909423	0.376517	-0.0105381	-0.0959667	0.626784	-0.301476	0	0	0.286082	-0.108065	-0.0130895	0.402924	-0.321249	0	0	-0.33148	0.0949446	-0.0570433	0.328225	-0.222044	0.110358	0.394974	1.5708	0	0	0.28277	-0.391562	0.36361	0.633295	1.1573	0	0
62.52	0.940083	1.50006	0.707684	0.639428	0.293391	0.911756	0.361005	-0.0097294	-0.0949516	0.607816	-0.304395	0	0	0.268001	-0.105966	-0.0150447	0.377822	-0.328821	0	0	-0.321255	0.0938758	-0.0578923	0.316726	-0.22097	0.12951	0.398203	1.5708	0	0	0.27001	-0.387847	0.363168	0.634473	1.1597	0	0
62.53	0.940917	1.5012	0.70636	0.639132	0.295705	0.913832	0.347313	-0.00878082	-0.0936001	0.589193	-0.306168	0	0	0.252337	-0.104057	-0.0173779	0.354724	-0.334284	0	0	-0.309715	0.092611	-0.0569042	0.303607	-0.216819	0.125174	0.40211	1.5708	0	0	0.259832	-0.381941	0.362486	0.632113	1.1672	0	0
62.54	0.969553	1.50401	0.677317	0.638868	0.297945	0.916039	0.33062	-0.00783638	-0.0921287	0.569299	-0.310434	0	0	0.233042	-0.101902	-0.0189745	0.329083	-0.344798	0	0	-0.30188	0.0911775	-0.0551777	0.290508	-0.214445	0.127299	0.408306	1.5708	0	0	0.251145	-0.375927	0.361707	0.629993	1.17686	0	0
62.55	1.0033	1.50718	0.642833	0.638665	0.300141	0.918158	0.314045	-0.00706684	-0.0901457	0.550189	-0.31537	0	0	0.213766	-0.0997847	-0.0218347	0.30443	-0.356227	0	0	-0.295132	0.0894363	-0.0532866	0.278173	-0.212397	0.131478	0.414605	1.5708	0	0	0.24271	-0.3702	0.36075	0.628541	1.18693	0	0
62.56	1.05424	1.5107	0.590828	0.638483	0.302228	0.920242	0.296365	-0.00590811	-0.0871388	0.530272	-0.321379	0	0	0.193601	-0.0978236	-0.0244076	0.27977	-0.369612	0	0	-0.290001	0.0877781	-0.0508494	0.266921	-0.210684	0.137455	0.420525	1.5708	0	0	0.235238	-0.364046	0.359287	0.626585	1.19949	0	0
62.57	1.09553	1.51326	0.549027	0.638263	0.304308	0.922055	0.280481	-0.0048579	-0.0849528	0.511757	-0.325683	0	0	0.175788	-0.0960448	-0.0260062	0.25732	-0.37968	0	0	-0.283684	0.0864124	-0.0494095	0.256873	-0.208309	0.142586	0.424579	1.5708	0	0	0.227513	-0.357998	0.357612	0.624659	1.21115	0	0
62.58	1.1484	1.51567	0.496395	0.637986	0.306401	0.92376	0.264212	-0.00392814	-0.0839744	0.493437	-0.329956	0	0	0.157839	-0.0943579	-0.0261905	0.234913	-0.390227	0	0	-0.278379	0.085194	-0.0481844	0.246669	-0.206343	0.147733	0.429696	1.5708	0	0	0.220372	-0.351594	0.354661	0.62309	1.22493	0	0
62.59	1.23683	1.51856	0.407277	0.637777	0.308342	0.925507	0.246363	-0.00261551	-0.0812831	0.47503	-0.335493	0	0	0.137945	-0.0930165	-0.02749	0.212173	-0.402946	0	0	-0.275568	0.0840716	-0.0460569	0.237511	-0.204885	0.154231	0.435416	1.5708	0	0	0.213735	-0.34477	0.350054	0.621686	1.24274	0	0
62.6	1.27628	1.51984	0.368404	0.637427	0.310431	0.926905	0.232052	-0.00182327	-0.0803161	0.457683	-0.339667	0	0	0.122774	-0.0917375	-0.0279467	0.192115	-0.412723	0	0	-0.268729	0.0840902	-0.0457711	0.228829	-0.203345	0.161366	0.439235	1.5708	0	0	0.206565	-0.338222	0.348294	0.618978	1.25834	0	0
62.61	1.32512	1.52101	0.319974	0.637111	0.31243	0.928204	0.217885	-0.000991714	-0.0792759	0.441114	-0.343834	0	0	0.107587	-0.0907308	-0.0284035	0.172474	-0.422762	0	0	-0.262521	0.0841456	-0.0452978	0.220782	-0.202112	0.169608	0.442913	1.5708	0	0	0.199942	-0.331872	0.346783	0.616482	1.27455	0	0
62.62	1.38704	1.52191	0.257992	0.636857	0.314299	0.929433	0.20356	0.000185942	-0.0777774	0.424725	-0.348073	0	0	0.0923691	-0.0901912	-0.0294882	0.153599	-0.432741	0	0	-0.257177	0.0843556	-0.0445776	0.213951	-0.200829	0.178462	0.445742	1.5708	0	0	0.193633	-0.325766	0.34519	0.614484	1.29047	0	0
62.63	1.46276	1.5225	0.182223	0.636591	0.316113	0.930624	0.188435	0.00153613	-0.0761785	0.407624	-0.352633	0	0	0.0767877	-0.0898333	-0.0305869	0.134999	-0.442751	0	0	-0.252858	0.0848984	-0.0437363	0.208092	-0.199553	0.187497	0.447752	1.5708	0	0	0.187736	-0.319365	0.343466	0.612279	1.30657	0	0
62.64	1.55088	1.52273	0.094303	0.63632	0.317905	0.931789	0.172894	0.00285424	-0.0752704	0.390809	-0.357347	0	0	0.0608397	-0.0895467	-0.031503	0.116695	-0.452704	0	0	-0.249273	0.0856301	-0.0429807	0.202769	-0.198152	0.195629	0.449299	1.5708	0	0	0.182318	-0.312547	0.341105	0.609606	1.32264	0	0
62.65	1.64982	1.52257	-0.00435392	0.636045	0.319676	0.932945	0.156753	0.00405222	-0.0749933	0.373846	-0.362228	0	0	0.0440677	-0.0892479	-0.0324223	0.0980035	-0.46256	0	0	-0.246614	0.0861867	-0.0422352	0.197653	-0.196718	0.202895	0.450856	1.5708	0	0	0.177094	-0.305925	0.338573	0.607712	1.33801	0	0
62.66	1.75032	1.52204	-0.104604	0.635782	0.321454	0.934076	0.140042	0.00501137	-0.0754608	0.355932	-0.367518	0	0	0.0267587	-0.0888317	-0.0333313	0.078868	-0.472333	0	0	-0.2444	0.0865676	-0.0412751	0.192404	-0.195339	0.20912	0.452712	1.5708	0	0	0.172154	-0.29945	0.33643	0.60612	1.35301	0	0
62.67	1.85167	1.52106	-0.205856	0.635534	0.323224	0.935171	0.122729	0.00587951	-0.0764561	0.336943	-0.373396	0	0	0.0089242	-0.0883653	-0.0345613	0.0592681	-0.482248	0	0	-0.242402	0.0868465	-0.0401397	0.187283	-0.193883	0.214649	0.454324	1.5708	0	0	0.167419	-0.292955	0.334476	0.604279	1.36735	0	0
62.68	1.95165	1.5195	-0.305687	0.635302	0.324993	0.936201	0.105538	0.00676933	-0.0773583	0.318744	-0.379423	0	0	-0.00897629	-0.0879549	-0.0363874	0.040019	-0.492408	0	0	-0.240545	0.0870217	-0.0392175	0.182237	-0.19219	0.219317	0.45582	1.5708	0	0	0.162665	-0.286431	0.33203	0.602277	1.38056	0	0
62.69	2.04708	1.51741	-0.40119	0.635094	0.326746	0.937177	0.0887145	0.00772676	-0.0773672	0.301702	-0.385182	0	0	-0.0269264	-0.0876805	-0.0388243	0.0209858	-0.502756	0	0	-0.23909	0.087135	-0.0380564	0.176973	-0.190681	0.223461	0.45834	1.5708	0	0	0.157934	-0.279943	0.329453	0.600369	1.39304	0	0
62.7	2.13124	1.515	-0.485318	0.634894	0.328479	0.938062	0.072669	0.00863799	-0.0769314	0.285888	-0.390401	0	0	-0.0447419	-0.0875321	-0.0409309	0.00154133	-0.51353	0	0	-0.237552	0.0871843	-0.0367857	0.171439	-0.189322	0.2276	0.461356	1.5708	0	0	0.153557	-0.273232	0.326888	0.597768	1.40511	0	0
62.71	2.17022	1.51388	-0.524004	0.634722	0.330171	0.938632	0.0610277	0.00898074	-0.0779162	0.273714	-0.392729	0	0	-0.0559077	-0.0875313	-0.0458201	0	-0.518078	0	0	-0.233356	0.086812	-0.0362141	0.166056	-0.187157	0.229932	0.463284	1.5708	0	0	0.148566	-0.267481	0.326181	0.59645	1.41109	0	0
62.72	2.22051	1.51194	-0.573913	0.634552	0.331842	0.939214	0.0470048	0.00973679	-0.0784149	0.25823	-0.395766	0	0	-0.0674476	-0.0878795	-0.0514734	0	-0.522296	0	0	-0.230518	0.0866432	-0.035217	0.160447	-0.185496	0.232862	0.466352	1.5708	0	0	0.144377	-0.261379	0.325905	0.594422	1.41707	0	0
62.73	2.25746	1.51002	-0.610499	0.63432	0.33352	0.93973	0.0335703	0.0106212	-0.078914	0.242489	-0.3995	0	0	-0.0778734	-0.0883806	-0.057099	0	-0.526096	0	0	-0.226979	0.086994	-0.0350442	0.155878	-0.183452	0.236253	0.467944	1.5708	0	0	0.140485	-0.256268	0.329602	0.591338	1.42174	0	0
62.74	2.29341	1.50793	-0.645705	0.634051	0.335156	0.940145	0.0201357	0.0114786	-0.0796394	0.226921	-0.403572	0	0	-0.0877707	-0.0889115	-0.0621469	0	-0.529358	0	0	-0.223548	0.0874659	-0.0354398	0.152028	-0.181221	0.24055	0.468455	1.5708	0	0	0.137327	-0.251445	0.335873	0.587201	1.42461	0	0
62.75	2.32572	1.50594	-0.676811	0.633756	0.336762	0.940451	0.00726269	0.0121696	-0.0808655	0.21208	-0.407088	0	0	-0.096968	-0.0893786	-0.0658492	0	-0.531607	0	0	-0.220469	0.0877888	-0.0362641	0.148689	-0.178783	0.245115	0.468222	1.5708	0	0	0.134771	-0.247006	0.343579	0.582977	1.42698	0	0
62.76	2.36738	1.50326	-0.716863	0.633412	0.338287	0.940733	-0.00646864	0.0128085	-0.0819947	0.197396	-0.410877	0	0	-0.106714	-0.0898427	-0.068545	0	-0.53341	0	0	-0.218912	0.0880778	-0.0373945	0.146177	-0.176429	0.250366	0.467679	1.5708	0	0	0.13345	-0.242939	0.353342	0.577934	1.42941	0	0
62.77	2.41801	1.4998	-0.765605	0.633002	0.339715	0.940975	-0.0208305	0.0132876	-0.0829896	0.183634	-0.414579	0	0	-0.117048	-0.090138	-0.0705605	0	-0.534681	0	0	-0.21887	0.0882904	-0.0388427	0.144597	-0.174115	0.256091	0.466779	1.5708	0	0	0.133175	-0.238891	0.36449	0.57165	1.43223	0	0
62.78	2.47456	1.4956	-0.820036	0.632543	0.341031	0.941166	-0.0355208	0.0135224	-0.0835464	0.171031	-0.41813	0	0	-0.127657	-0.0902045	-0.0720873	0	-0.535425	0	0	-0.220318	0.0882396	-0.0405065	0.143847	-0.17181	0.262406	0.46546	1.5708	0	0	0.134127	-0.234783	0.377006	0.563943	1.43644	0	0
62.79	2.53384	1.49073	-0.877008	0.632036	0.342205	0.941321	-0.0500824	0.0134333	-0.0838239	0.160079	-0.421424	0	0	-0.138139	-0.0900599	-0.0733531	0	-0.535743	0	0	-0.223311	0.0877716	-0.0422614	0.143937	-0.16961	0.26932	0.463869	1.5708	0	0	0.136269	-0.230285	0.390012	0.554971	1.44137	0	0
62.8	2.59041	1.48543	-0.930955	0.631524	0.343275	0.941444	-0.0641869	0.0132155	-0.0837941	0.150669	-0.424265	0	0	-0.148041	-0.0898909	-0.0737421	0	-0.535693	0	0	-0.227002	0.087177	-0.0442543	0.144686	-0.16748	0.276661	0.461926	1.5708	0	0	0.139478	-0.224908	0.402185	0.543854	1.44643	0	0
62.81	2.64162	1.47953	-0.979867	0.631122	0.344294	0.941558	-0.0778253	0.0133053	-0.0827375	0.142717	-0.426536	0	0	-0.158256	-0.0898959	-0.0712932	0	-0.535225	0	0	-0.231203	0.0865362	-0.045919	0.146104	-0.165309	0.284391	0.459721	1.5708	0	0	0.143232	-0.219224	0.413689	0.531452	1.4525	0	0
62.82	2.68762	1.47358	-1.02349	0.630713	0.345209	0.941662	-0.0905548	0.0133463	-0.0808895	0.136065	-0.42825	0	0	-0.167824	-0.0898555	-0.0686366	0	-0.53444	0	0	-0.235638	0.0857467	-0.0475507	0.147986	-0.163338	0.292484	0.457461	1.5708	0	0	0.147639	-0.213283	0.424727	0.517965	1.46083	0	0
62.83	2.72954	1.46758	-1.06307	0.630267	0.345991	0.941785	-0.10216	0.0131147	-0.0786345	0.131199	-0.429433	0	0	-0.176741	-0.089648	-0.0673086	0	-0.53351	0	0	-0.240272	0.0848672	-0.0489212	0.150407	-0.161602	0.301197	0.454866	1.5708	0	0	0.15265	-0.207093	0.435359	0.503735	1.47242	0	0
62.84	2.76512	1.46128	-1.09659	0.629889	0.346713	0.941966	-0.113074	0.0130928	-0.0756844	0.127607	-0.430131	0	0	-0.185982	-0.0896232	-0.0652822	0	-0.53247	0	0	-0.24492	0.0841959	-0.0497013	0.153016	-0.160136	0.310295	0.452238	1.5708	0	0	0.158105	-0.200805	0.444916	0.489152	1.48667	0	0
62.85	2.79531	1.45499	-1.12511	0.629571	0.347368	0.942197	-0.123255	0.0130933	-0.0721736	0.124779	-0.43045	0	0	-0.1953	-0.089597	-0.0631036	0	-0.531364	0	0	-0.249425	0.0836136	-0.0497794	0.155488	-0.159064	0.319211	0.450216	1.5708	0	0	0.163759	-0.194429	0.452737	0.474781	1.5029	0	0
62.86	2.81988	1.44874	-1.14793	0.629252	0.347922	0.94246	-0.132549	0.0133362	-0.0687173	0.122952	-0.430487	0	0	-0.204264	-0.0897893	-0.0612342	0	-0.530257	0	0	-0.253891	0.0831867	-0.0496097	0.157789	-0.158409	0.32802	0.449114	1.5708	0	0	0.169327	-0.188134	0.458345	0.460969	1.52074	0	0
62.87	2.83532	1.44388	-1.1617	0.628942	0.34848	0.942703	-0.139443	0.0139973	-0.0654297	0.122261	-0.430266	0	0	-0.21132	-0.0902049	-0.0598619	0	-0.529291	0	0	-0.25654	0.0832343	-0.0500625	0.160707	-0.157027	0.335946	0.446758	1.5708	0	0	0.173615	-0.182086	0.462548	0.447771	1.54038	0	0
62.88	2.84518	1.44049	-1.17009	0.628708	0.349006	0.94287	-0.143878	0.0149921	-0.0628621	0.122995	-0.429608	0	0	-0.21637	-0.0906363	-0.0589795	0	-0.528548	0	0	-0.257446	0.0831913	-0.0504796	0.163381	-0.155534	0.34333	0.444586	1.5708	0	0	0.177361	-0.17631	0.464794	0.435595	1.56116	0	0
62.89	2.85163	1.43851	-1.17524	0.628535	0.349504	0.942942	-0.146098	0.0154124	-0.0618192	0.124858	-0.428583	0	0	-0.219641	-0.0909271	-0.0585427	0	-0.528054	0	0	-0.256635	0.0828517	-0.0507831	0.165458	-0.154165	0.350222	0.443221	1.5708	0	0	0.180434	-0.170923	0.465192	0.424782	1.5708	0	0
62.9	2.85662	1.43748	-1.17908	0.628358	0.349966	0.942955	-0.146963	0.0152702	-0.0614613	0.127243	-0.427265	0	0	-0.221666	-0.0908942	-0.0585746	0	-0.527762	0	0	-0.254621	0.0824217	-0.0514491	0.167197	-0.15291	0.356563	0.44277	1.5708	0	0	0.18263	-0.166473	0.467834	0.416285	1.5708	0	0
62.91	2.86048	1.43729	-1.18183	0.628155	0.350431	0.942936	-0.146856	0.0147903	-0.061571	0.129852	-0.42543	0	0	-0.222649	-0.0905621	-0.0590318	0	-0.527556	0	0	-0.251804	0.0818754	-0.0516296	0.167999	-0.152258	0.362774	0.443664	1.5708	0	0	0.184771	-0.162952	0.472824	0.409538	1.5708	0	0
62.92	2.86268	1.4377	-1.183	0.627931	0.350904	0.942872	-0.146094	0.0141109	-0.0622824	0.132411	-0.42306	0	0	-0.222834	-0.090117	-0.0601376	0	-0.52736	0	0	-0.248465	0.0812629	-0.051017	0.167428	-0.152453	0.368517	0.446745	1.5708	0	0	0.186883	-0.160138	0.479365	0.404305	1.5708	0	0
62.93	2.86279	1.43838	-1.18216	0.627681	0.351362	0.942775	-0.145112	0.0133901	-0.0637135	0.134412	-0.421107	0	0	-0.222491	-0.0897805	-0.0615462	0	-0.527248	0	0	-0.245152	0.0808224	-0.0499599	0.165757	-0.152895	0.371062	0.451534	1.5708	0	0	0.188379	-0.157828	0.4847	0.401556	1.5708	0	0
62.94	2.86276	1.43884	-1.18125	0.627418	0.351779	0.942684	-0.144618	0.0128934	-0.0655315	0.135604	-0.419917	0	0	-0.22227	-0.0894578	-0.0632135	0	-0.52721	0	0	-0.242439	0.0805585	-0.0487797	0.163767	-0.153006	0.370513	0.456713	1.5708	0	0	0.189158	-0.156083	0.487981	0.401433	1.5708	0	0
62.95	2.86327	1.43902	-1.18101	0.627177	0.352144	0.942619	-0.144456	0.0125117	-0.067826	0.136716	-0.418743	0	0	-0.222243	-0.0890937	-0.0652181	0	-0.527197	0	0	-0.240501	0.0802776	-0.0471785	0.161223	-0.153072	0.367347	0.462805	1.5708	0	0	0.189761	-0.154405	0.488727	0.403019	1.5708	0	0
62.96	2.86423	1.43896	-1.18133	0.626947	0.352437	0.942574	-0.144679	0.0122254	-0.0700554	0.137408	-0.417823	0	0	-0.222422	-0.0887634	-0.0670813	0	-0.527196	0	0	-0.239264	0.0800715	-0.0458097	0.159185	-0.152974	0.363821	0.468461	1.5708	0	0	0.189806	-0.15314	0.487217	0.406421	1.5708	0	0
62.97	2.86487	1.43871	-1.18143	0.626736	0.352667	0.942529	-0.145124	0.0120774	-0.0720251	0.137735	-0.417169	0	0	-0.222707	-0.0885756	-0.0687098	0	-0.527122	0	0	-0.238795	0.0799483	-0.044168	0.156932	-0.153188	0.359634	0.474745	1.5708	0	0	0.189669	-0.15231	0.484704	0.411431	1.5708	0	0
