Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x67,x68,x69,x70,x71
819,0,0,0,0,0.0143981,0.00455409,0,0,0.0518992,0.0145713,0.0239485,0.00181236,0,0,0.0266853,0,0.0249207,0.0176003,0.0398328,0.0375589,0.0143029,0.0187198,0.00393835,0.0130998,0.0149754,0.0244169,0.0181562,0.060505,0.0284777,0.0319137,0.0185645,0.0311924,0.066478,0.017498,0.0207498,0.00945261,0.0254297,0.0207521,0.0120362,0.00266523,0.0200929,0,0,0.00879926,0,0.0182992,0.00570046,0.061009,0.0163949,0.0137616,0.0281231,0.00235622,0.0285768,0.0183946,0.065038,0.0206961,0.0318576,0.0223831,0.0187717,0.00849669,0.0219313,0.0286414,0.0167482,0.00873297,0.0081158,0.00611755,0.0157994,0,0,0,0,0
820,0,0,0,0,0.0142873,0.00448065,0,0,0.0517475,0.0145391,0.0239068,0.00185223,0,0,0.0265619,0,0.024938,0.0174809,0.0397471,0.0377939,0.0142292,0.0188415,0.00410329,0.0129885,0.0149998,0.0246997,0.0182411,0.0605318,0.0285072,0.031912,0.018521,0.0312575,0.0662953,0.0172981,0.0207542,0.00954818,0.0255402,0.0208235,0.0119783,0.0028851,0.0200788,0,0,0.00885666,0,0.0183029,0.00580918,0.060947,0.0165601,0.0137309,0.0281922,0.00252351,0.0287981,0.0184498,0.0649335,0.0207536,0.0319884,0.0224592,0.0188029,0.00853455,0.0220825,0.0287643,0.0169064,0.00857439,0.00812612,0.00592506,0.0157292,0,0,0,0,0
821,0,0,0,0,0.014262,0.00458224,0,0,0.0517079,0.0145464,0.0238881,0.00180481,0,0,0.02646,0,0.0249652,0.0174204,0.0396239,0.0381005,0.0141589,0.018955,0.00423763,0.0130086,0.015122,0.0247971,0.0182872,0.060499,0.0285914,0.0319767,0.0185314,0.0313398,0.0661792,0.0173098,0.0207707,0.00958546,0.025631,0.0209043,0.0118565,0.003109,0.0200577,0,0,0.00897231,0,0.0182506,0.00592534,0.06092,0.0168658,0.0137806,0.0282466,0.00271429,0.0288981,0.0185089,0.0648625,0.0207811,0.032111,0.0224908,0.0188462,0.00857022,0.0224711,0.0288353,0.0170505,0.00850791,0.00815244,0.00587971,0.015759,0,0,0,0,0
822,0,0,0,0,0.0142593,0.00468998,0,0,0.0516606,0.014534,0.0238975,0.0017669,0,0,0.0263821,0,0.0249759,0.0173621,0.0394382,0.0385738,0.0140885,0.0190239,0.0044131,0.0129467,0.0152519,0.0248922,0.0183429,0.0604534,0.0286853,0.0320412,0.0185163,0.0314569,0.0660823,0.0173644,0.020768,0.00961018,0.0257212,0.0208575,0.0118434,0.00325733,0.0199398,0,0,0.0092056,0,0.0182276,0.00609151,0.0608488,0.0169761,0.0137776,0.0282759,0.00289265,0.02894,0.0185264,0.0648553,0.0207272,0.0322037,0.0225092,0.0189035,0.00862189,0.0227302,0.0289549,0.0171587,0.00854,0.0083023,0.00587834,0.0157618,0,0,0,0,0
823,0,0,0,0,0.0142009,0.00479429,0,0,0.0515773,0.0145068,0.0239532,0.00173852,0,0,0.0263461,0,0.0249731,0.0173346,0.0394405,0.0388553,0.0140563,0.019057,0.00463959,0.0127781,0.0152491,0.0249402,0.0184311,0.060493,0.0287161,0.0320444,0.018456,0.0315689,0.0659471,0.017182,0.0208116,0.00960468,0.0258239,0.0206771,0.0118205,0.00330677,0.0197275,0,0,0.00960822,0,0.0182734,0.00635815,0.0607502,0.0170202,0.0137683,0.028291,0.003067,0.0288668,0.0185625,0.0648598,0.0207265,0.0322922,0.0225343,0.0189516,0.00869404,0.0228651,0.0291132,0.0172844,0.00868317,0.00860496,0.00595932,0.0157252,0,0,0,0,0
824,0,0,0,0,0.01415,0.00504609,0,0,0.0514876,0.0145362,0.0240101,0.00160906,0,0,0.0265372,0,0.0249545,0.0174595,0.0394696,0.038889,0.0140461,0.0191111,0.00484898,0.0126502,0.0151933,0.0249702,0.0184879,0.0605868,0.0287565,0.0320394,0.0183994,0.0316587,0.0658177,0.0168251,0.0209084,0.00953684,0.0259315,0.0204974,0.0118168,0.0031247,0.0195631,0,0,0.0100512,0,0.018415,0.00663627,0.0607758,0.0172259,0.0138722,0.028332,0.00315725,0.0290645,0.0186609,0.0649404,0.0208215,0.0324453,0.0226011,0.0190037,0.00878006,0.0230022,0.0292514,0.0175124,0.00874274,0.00889621,0.00622497,0.0157506,0,0,0,0,0
825,0,0,0,0,0.0139355,0.00530939,0,0,0.0515208,0.0145573,0.0240447,0.0015682,0,0,0.0267283,0,0.0249407,0.0175177,0.0394321,0.0391222,0.0140245,0.0192105,0.00515955,0.0125217,0.015236,0.0250374,0.0185032,0.0606414,0.028806,0.0320393,0.018328,0.0317286,0.0657664,0.016949,0.0209086,0.00949144,0.0260869,0.0203939,0.0117234,0.00312436,0.0191458,0,0,0.0104541,0,0.0185384,0.0069016,0.0606638,0.0174266,0.0138257,0.0283406,0.00336009,0.028862,0.0187199,0.0649763,0.0208926,0.0325609,0.0226534,0.018996,0.0088351,0.0231678,0.0294544,0.0176917,0.00899366,0.00922751,0.0063901,0.0154348,0,0,0,0,0
826,0,0,0,0,0.0133356,0.00539438,0,0,0.0516966,0.0146598,0.0241383,0.0015549,0,0,0.0269898,0,0.0248456,0.0174131,0.0394991,0.0394075,0.014477,0.0192897,0.00462631,0.0119774,0.0152432,0.0251219,0.0185619,0.06034,0.0289905,0.0322033,0.0183455,0.0318965,0.0659163,0.01719,0.0209381,0.00928812,0.0262189,0.0206883,0.011655,0.00243439,0.0182204,0,0,0.0100713,0,0.0183707,0.00668321,0.0601771,0.0173831,0.0137244,0.028207,0.00279173,0.027828,0.0187294,0.0651474,0.0208732,0.0325829,0.0225657,0.0189395,0.00886886,0.0232804,0.0296432,0.0171619,0.00889833,0.00910647,0.00686324,0.0144423,0,0,0,0,0
827,0,0,0,0,0.0134102,0.00535669,0,0,0.051792,0.0146241,0.024122,0.00132497,0,0,0.0266808,0,0.0249627,0.0172726,0.0393583,0.0392299,0.0139322,0.019328,0.00560591,0.0120092,0.0153228,0.0251329,0.0186287,0.0606365,0.0289019,0.0321672,0.0183319,0.0318772,0.0660296,0.0173198,0.0208905,0.00931966,0.0263909,0.0202714,0.0113742,0.00312117,0.0183686,0,0,0.0106735,0,0.0185903,0.0071029,0.0598295,0.0175233,0.0135495,0.0282129,0.00377972,0.0277359,0.018637,0.0648254,0.0207458,0.0325488,0.0226426,0.0190017,0.0089296,0.0235069,0.0298853,0.0176754,0.00956023,0.00968891,0.006344,0.014429,0,0,0,0,0
828,0,0,0,0,0.0134687,0.00535805,0,0,0.0519841,0.0146151,0.0241712,0.00137321,0,0,0.0266802,0,0.0249678,0.0172595,0.0393706,0.0394316,0.0138816,0.0193446,0.00574743,0.0118668,0.0154108,0.025147,0.0187432,0.0606397,0.0289519,0.0322356,0.0183658,0.0320096,0.0662851,0.0176341,0.0208839,0.00929478,0.0265631,0.0202456,0.0113736,0.00300658,0.0182979,0,0,0.0105735,0,0.01861,0.0070798,0.0600201,0.0175842,0.0135268,0.0282496,0.00376638,0.0272592,0.0187272,0.0649915,0.0209148,0.0326681,0.0227023,0.0189975,0.00896554,0.0236464,0.0300771,0.01748,0.00980176,0.00984332,0.00636873,0.0142026,0,0,0,0,0
829,0,0,0,0,0.0136365,0.00526441,0,0,0.0522645,0.0145349,0.0241908,0.00153185,0,0,0.0265875,0,0.0249311,0.0172581,0.0393743,0.0397983,0.0138735,0.0193692,0.00589731,0.0118949,0.0155012,0.0251808,0.01886,0.0606634,0.0290452,0.0323591,0.0183406,0.032152,0.0666604,0.0176887,0.0208718,0.00935079,0.0267069,0.0202153,0.0113163,0.00303165,0.0184312,0,0,0.0105155,0,0.0186427,0.00712398,0.060223,0.0177125,0.0135798,0.0283301,0.0038061,0.0268166,0.0188644,0.0650818,0.0210885,0.0327995,0.0228989,0.0189844,0.00896514,0.0237315,0.0302302,0.0172759,0.0101146,0.010016,0.00625578,0.0142024,0,0,0,0,0
830,0,0,0,0,0.0136215,0.00516278,0,0,0.0526497,0.0144692,0.0242032,0.00164055,0,0,0.0265128,0,0.0248918,0.0172679,0.0393818,0.0399844,0.0138826,0.0193776,0.00607325,0.0120427,0.0155844,0.0252022,0.018948,0.0606606,0.0292064,0.0325314,0.0183506,0.0322561,0.0671824,0.0175221,0.0208537,0.00942271,0.0268123,0.0204073,0.0112881,0.00322204,0.0185408,0,0,0.0105325,0,0.0185224,0.0073336,0.0602827,0.0178619,0.0136739,0.0284267,0.00396044,0.0262795,0.0189489,0.0650576,0.021157,0.0328965,0.0230383,0.0189906,0.0089445,0.0238101,0.0303241,0.0171085,0.0104294,0.0101107,0.00609266,0.0143532,0,0,0,0,0
831,0,0,0,0,0.0135735,0.00511244,0,0,0.0530886,0.0144173,0.0242371,0.0016674,0,0,0.0263776,0,0.0248626,0.0172555,0.039405,0.0400384,0.0138936,0.0193656,0.00624422,0.0120503,0.0156399,0.0251666,0.0189969,0.0606619,0.0293418,0.032701,0.0183358,0.0323459,0.0677523,0.0172797,0.0208785,0.00947135,0.0268855,0.0210176,0.0112893,0.0033708,0.0184688,0,0,0.0107216,0,0.0181667,0.00754014,0.0602375,0.0179053,0.0137124,0.0285096,0.00412663,0.0255136,0.0190029,0.0650419,0.0211832,0.0329752,0.0231169,0.019012,0.00895456,0.0238897,0.0304028,0.0169897,0.0105637,0.00986084,0.00598311,0.0145752,0,0,0,0,0
832,0,0,0,0,0.0135651,0.00505227,0,0,0.0534256,0.0143783,0.0242597,0.00163932,0,0,0.0261941,0,0.0248227,0.0171589,0.0394022,0.0400799,0.0138817,0.0193383,0.00637455,0.0119216,0.015651,0.0250904,0.0190551,0.060693,0.0293158,0.0327808,0.0182837,0.0324724,0.068257,0.0172594,0.020906,0.00946545,0.0269794,0.0217385,0.0112611,0.00344746,0.0182981,0,0,0.0111001,0,0.0177382,0.00748292,0.0601828,0.0177991,0.0136844,0.028454,0.0042274,0.0246935,0.0189614,0.0650956,0.021141,0.0329704,0.0231304,0.0190477,0.00899435,0.0239616,0.0305545,0.0168653,0.0102011,0.00927895,0.00596502,0.0147956,0,0,0,0,0
833,0,0,0,0,0.0134794,0.00497356,0,0,0.0537832,0.0143783,0.0242969,0.00160207,0,0,0.026032,0,0.024769,0.0170517,0.0394007,0.0401691,0.0139451,0.0193032,0.00638129,0.0116427,0.0156518,0.0250324,0.0190912,0.0606682,0.0293279,0.0328871,0.0182832,0.0325772,0.0688243,0.017149,0.0209328,0.00939874,0.0270958,0.0222005,0.0112349,0.0034065,0.0178963,0,0,0.0114944,0,0.0174297,0.00714655,0.0601417,0.0176701,0.0136034,0.0283668,0.0042223,0.0233593,0.0189408,0.0652169,0.0211426,0.0329496,0.0230862,0.0190439,0.00901059,0.0239811,0.0307206,0.0164468,0.00956265,0.00871374,0.00598921,0.0146815,0,0,0,0,0
834,0,0,0,0,0.0133773,0.00485575,0,0,0.0541951,0.0144047,0.0243506,0.00161963,0,0,0.0260057,0,0.0247122,0.0169979,0.0394115,0.0402338,0.0139954,0.0193243,0.00648598,0.0113863,0.0157583,0.0250447,0.0190707,0.0606366,0.0294432,0.0330705,0.01834,0.0326271,0.0693924,0.0168048,0.0209447,0.00931891,0.027166,0.0222603,0.0112382,0.00344577,0.0175399,0,0,0.0115445,0,0.0172617,0.00687327,0.060203,0.0175988,0.0136172,0.0283695,0.00430493,0.0224344,0.0189649,0.0652769,0.02121,0.0329874,0.02307,0.0190381,0.00903777,0.0239905,0.0308124,0.0160075,0.00915599,0.00840122,0.00590559,0.014337,0,0,0,0,0
835,0,0,0,0,0.0133272,0.00477448,0,0,0.0544819,0.0144443,0.0244398,0.00157122,0,0,0.0260384,0,0.0246669,0.0169761,0.0394152,0.0403702,0.0140252,0.0193612,0.00654694,0.0112407,0.0157982,0.0250664,0.0190952,0.0606494,0.0295753,0.0332032,0.0183586,0.0327034,0.0698093,0.0164798,0.020944,0.00925413,0.0272084,0.0218835,0.0112634,0.00346838,0.0172425,0,0,0.011166,0,0.0173653,0.00681933,0.060339,0.0176376,0.0137151,0.0284269,0.00436601,0.0217197,0.0190105,0.0652922,0.0212828,0.0330429,0.0230788,0.0190364,0.0090493,0.0240191,0.030875,0.0157041,0.00907292,0.00839874,0.00588047,0.0138989,0,0,0,0,0
836,0,0,0,0,0.0132812,0.00480904,0,0,0.0546414,0.014528,0.0245446,0.00145276,0,0,0.0260209,0,0.0246493,0.0169078,0.0394524,0.0405136,0.0139972,0.0193756,0.00645241,0.0111767,0.0157905,0.0250644,0.0191153,0.0607124,0.0297065,0.0332903,0.0183745,0.032772,0.0700509,0.016613,0.0209201,0.00918682,0.0272388,0.0213232,0.011203,0.00330376,0.0169271,0,0,0.010818,0,0.0176594,0.00698594,0.0603941,0.0176695,0.0137149,0.0284483,0.00426334,0.0209292,0.0190525,0.0653281,0.0212901,0.0330832,0.0230836,0.0190153,0.00905527,0.0240743,0.0309385,0.0156387,0.00923996,0.00865031,0.005993,0.0134966,0,0,0,0,0
837,0,0,0,0,0.0132901,0.00492831,0,0,0.0548104,0.0146102,0.0245836,0.00136166,0,0,0.0259649,0,0.0246299,0.0168528,0.0394703,0.0404418,0.0138862,0.0193809,0.00622959,0.0111771,0.0157361,0.0250389,0.0191002,0.0607684,0.029819,0.0334112,0.0184675,0.0327229,0.0701972,0.0168065,0.0208662,0.00910944,0.0272707,0.0209523,0.0110152,0.00299382,0.0166237,0,0,0.0106116,0,0.0179713,0.00714281,0.0603219,0.0176127,0.0135417,0.0283896,0.00401884,0.0197493,0.0190588,0.065397,0.0211887,0.0330625,0.0230559,0.0189475,0.00904215,0.0241137,0.0309947,0.0156378,0.0094695,0.00881723,0.0061697,0.0132516,0,0,0,0,0
838,0,0,0,0,0.0134499,0.00509567,0,0,0.0548491,0.0146112,0.024595,0.00154589,0,0,0.0258453,0,0.0245943,0.0168504,0.0394918,0.040291,0.0138155,0.0193646,0.00613518,0.0112354,0.0155426,0.024998,0.0190289,0.0607566,0.0298257,0.0334564,0.0185656,0.0326302,0.070226,0.016827,0.0208163,0.00906902,0.0273014,0.0206519,0.0108598,0.00281876,0.0164252,0,0,0.0106715,0,0.0182915,0.00722132,0.0602152,0.0174943,0.0134358,0.0283157,0.0038886,0.0178228,0.0190192,0.0654254,0.0211049,0.032987,0.0230305,0.0188945,0.00903689,0.0241174,0.0310518,0.0155355,0.00951959,0.00888649,0.00630225,0.0132191,0,0,0,0,0
839,0,0,0,0,0.0135563,0.00511198,0,0,0.0547892,0.0144977,0.024578,0.00172644,0,0,0.0256493,0,0.0245317,0.0168644,0.039531,0.040144,0.0138263,0.0193348,0.00622094,0.0112293,0.0153198,0.0249695,0.018934,0.0607612,0.0297462,0.0333793,0.0185734,0.0325367,0.070213,0.0169985,0.0208016,0.00907934,0.027342,0.0200425,0.0107922,0.00286273,0.0163712,0,0,0.0110367,0,0.0187607,0.00735521,0.0603097,0.0174178,0.0134991,0.0282796,0.00393019,0.0156921,0.0189894,0.0654409,0.0211202,0.0328922,0.023003,0.0188482,0.00901858,0.0241114,0.0310853,0.0152556,0.00971968,0.00911829,0.00629547,0.0133088,0,0,0,0,0
840,0,0,0,0,0.0137033,0.0049411,0,0,0.0547737,0.0144245,0.0245189,0.0015882,0,0,0.0256457,0,0.0244638,0.0169063,0.0394999,0.0399473,0.0138225,0.019349,0.00616675,0.011247,0.0151556,0.0249616,0.0189051,0.0608304,0.0296226,0.0332691,0.0185361,0.032438,0.0702614,0.0169962,0.0208087,0.0090582,0.0273709,0.0207743,0.0108016,0.00296215,0.0165473,0,0,0.0109054,0,0.0178344,0.00708506,0.0604696,0.0175869,0.0136708,0.0282585,0.00402201,0.0163651,0.0188943,0.065388,0.0211444,0.0327343,0.0229516,0.0188169,0.00898599,0.0240607,0.0310931,0.015043,0.00868469,0.00807651,0.00627811,0.0135965,0,0,0,0,0
841,0,0,0,0,0.0139289,0.00468922,0,0,0.0548081,0.0144826,0.024438,0.00138408,0,0,0.0256646,0,0.0244653,0.0169495,0.0394766,0.039731,0.0138322,0.0194341,0.0060266,0.0113326,0.015169,0.0250468,0.0189174,0.0608436,0.0295432,0.0332154,0.0185245,0.0323541,0.0703806,0.0169744,0.0208319,0.00898351,0.0274193,0.021124,0.0109269,0.00292127,0.0167592,0,0,0.0106875,0,0.017238,0.00697268,0.0606337,0.0179092,0.0137024,0.0282798,0.0040797,0.017183,0.0188806,0.0654035,0.0211112,0.0326422,0.0228718,0.0188102,0.0089685,0.0239675,0.0311105,0.0149726,0.00782342,0.00730848,0.00618388,0.0138677,0,0,0,0,0
842,0,0,0,0,0.0141353,0.00449062,0,0,0.0548623,0.0145998,0.0244009,0.00126851,0,0,0.0257012,0,0.0244661,0.0169739,0.0395204,0.0396197,0.0138194,0.0194476,0.00591751,0.0114583,0.0150648,0.0251216,0.0188856,0.0607753,0.0295176,0.0331901,0.0185553,0.0323102,0.0705287,0.0170112,0.0208122,0.00890776,0.0274379,0.0212635,0.0109657,0.00274581,0.0170085,0,0,0.0103662,0,0.0168574,0.00698457,0.0605606,0.0175197,0.0136192,0.0282252,0.00403074,0.018095,0.0188328,0.0654327,0.0210324,0.0325829,0.0227513,0.0188122,0.00894634,0.0238789,0.031146,0.0150886,0.00693347,0.00663748,0.00598605,0.0140513,0,0,0,0,0
843,0,0,0,0,0.0143205,0.00441693,0,0,0.0549008,0.0147672,0.0244067,0.00108039,0,0,0.0257023,0,0.0243961,0.0169292,0.0395338,0.0396014,0.0138567,0.019419,0.00578499,0.0115569,0.0149531,0.025199,0.0188622,0.0607948,0.0294535,0.0331578,0.0185766,0.0322805,0.0706868,0.0169273,0.0207429,0.00880341,0.0274711,0.0211319,0.0108782,0.00249171,0.0171605,0,0,0.0101907,0,0.0165709,0.00706577,0.060378,0.0172258,0.0135311,0.0281302,0.00393386,0.0189819,0.0187754,0.0654249,0.0209578,0.0325134,0.0226254,0.0187871,0.00892608,0.0237879,0.0312096,0.0153434,0.006211,0.00602422,0.00586533,0.0141215,0,0,0,0,0
844,0,0,0,0,0.0143365,0.00432608,0,0,0.0548517,0.0148113,0.0244233,0.00105722,0,0,0.0256916,0,0.0242717,0.016892,0.0395188,0.0394592,0.0138709,0.0193761,0.00570603,0.01149,0.0148853,0.0252921,0.018808,0.0608853,0.0293361,0.033092,0.0185545,0.0322555,0.0707726,0.0168603,0.0207297,0.0087051,0.0275339,0.0209668,0.010892,0.00243392,0.0172241,0,0,0.0102084,0,0.0162545,0.00713814,0.0602493,0.0172948,0.013614,0.0280747,0.00395167,0.0197774,0.018688,0.0653342,0.0209661,0.0323701,0.022507,0.0187731,0.0088904,0.0236866,0.0312866,0.0156007,0.00559573,0.00545267,0.00564967,0.0140087,0,0,0,0,0
845,0,0,0,0,0.0142258,0.00417017,0,0,0.0548353,0.014835,0.0243986,0.000989658,0,0,0.0256979,0,0.0241614,0.0169042,0.0395317,0.0390101,0.0138105,0.0193821,0.00556934,0.0113247,0.0148442,0.0254596,0.0186932,0.0609152,0.0292767,0.0330962,0.0185874,0.0321552,0.070903,0.0169097,0.0207426,0.00859229,0.0276121,0.0209486,0.0109899,0.00234046,0.0172301,0,0,0.0102787,0,0.0159128,0.00706112,0.0603601,0.0171446,0.0136323,0.0280711,0.00389539,0.0205735,0.0186691,0.0653474,0.0210169,0.0322898,0.0223587,0.018747,0.00884388,0.0235493,0.0313757,0.0157348,0.00497439,0.00475739,0.00537662,0.0138056,0,0,0,0,0
846,0,0,0,0,0.0140771,0.00398055,0,0,0.0548795,0.0149263,0.0243181,0.000918764,0,0,0.0257126,0,0.024036,0.0168543,0.0395647,0.0385075,0.0137394,0.019469,0.00541147,0.0111937,0.0147726,0.0254483,0.0185935,0.0608984,0.0292735,0.0331745,0.0187458,0.0319853,0.0710687,0.0169937,0.0207052,0.00851044,0.0276775,0.0209435,0.0111201,0.00209625,0.0172029,0,0,0.010337,0,0.0154799,0.00704638,0.0603789,0.0172068,0.0135301,0.0280398,0.00372034,0.0213003,0.0186946,0.0654064,0.0210113,0.0322531,0.0221867,0.0186937,0.00879974,0.0233796,0.0314736,0.0157063,0.0044203,0.00398931,0.00520494,0.0135812,0,0,0,0,0
847,0,0,0,0,0.0138577,0.00377366,0,0,0.0548332,0.0149663,0.0242465,0.000917504,0,0,0.0257502,0,0.0238892,0.0168389,0.0396321,0.0380653,0.0136788,0.0195267,0.0053231,0.0110593,0.014677,0.0253715,0.0185358,0.0609474,0.0291978,0.033161,0.0188886,0.0318248,0.0711291,0.0169811,0.0206612,0.00844289,0.0277353,0.0210885,0.0112453,0.00189749,0.017145,0,0,0.0102045,0,0.0149706,0.00705091,0.0604714,0.0168802,0.013517,0.0279646,0.00357776,0.0220169,0.0186813,0.0654944,0.0209073,0.0321963,0.0220235,0.0186319,0.00874212,0.0232015,0.0315473,0.0155945,0.00402674,0.00327685,0.00503643,0.0133457,0,0,0,0,0
848,0,0,0,0,0.0136263,0.00364772,0,0,0.054692,0.0151151,0.0241226,0.000841157,0,0,0.0257865,0,0.0237699,0.0168427,0.0396365,0.0376118,0.0136638,0.0195287,0.00527287,0.0107825,0.0146308,0.0253182,0.0185001,0.061104,0.028992,0.0330123,0.0188269,0.0316543,0.0711105,0.0169499,0.0206235,0.00829976,0.0277276,0.021351,0.0112923,0.00185549,0.0169909,0,0,0.00992236,0,0.0144704,0.00693141,0.0604101,0.0161166,0.013583,0.0278509,0.00356119,0.0227347,0.0185877,0.065448,0.0208098,0.0320217,0.021837,0.0185841,0.00868304,0.0230054,0.0315317,0.0155214,0.00390837,0.00267623,0.00495363,0.0131659,0,0,0,0,0
849,0,0,0,0,0.013329,0.00353393,0,0,0.0545135,0.0152812,0.0239647,0.000917276,0,0,0.0258688,0,0.0236803,0.0169141,0.0396025,0.0370852,0.0136551,0.0195393,0.00528116,0.0103132,0.0144543,0.0252837,0.018448,0.0612102,0.0287753,0.0328266,0.0187868,0.0314413,0.0710782,0.0170048,0.0205955,0.00813939,0.0277187,0.0214381,0.0114107,0.00183775,0.0167737,0,0,0.00949199,0,0.0139795,0.00672428,0.0606641,0.0156471,0.0137268,0.0277829,0.00359237,0.0233543,0.0185576,0.0654724,0.0208523,0.0318556,0.0216138,0.0185562,0.00861848,0.0227215,0.031487,0.0154041,0.00403696,0.00220469,0.00485467,0.0129611,0,0,0,0,0
850,0,0,0,0,0.0130029,0.00345395,0,0,0.0543342,0.0154011,0.0238221,0.000996344,0,0,0.0259527,0,0.0235611,0.0169528,0.039595,0.0364991,0.0136634,0.0195343,0.00522932,0.00997846,0.0143167,0.0252244,0.0183351,0.0612467,0.0285792,0.0326507,0.0188247,0.0311935,0.0710562,0.0171474,0.020555,0.0079846,0.0277127,0.0215478,0.0115398,0.001643,0.0164819,0,0,0.00905458,0,0.0135724,0.0064688,0.0605635,0.0153229,0.0135725,0.0276032,0.00349741,0.0238761,0.0184363,0.0654954,0.0207531,0.0316112,0.0213242,0.0184931,0.00853305,0.0224473,0.0314643,0.0153082,0.00427039,0.00194265,0.00485294,0.0126823,0,0,0,0,0
851,0,0,0,0,0.0126858,0.0034495,0,0,0.0542392,0.0154926,0.0237467,0.000897968,0,0,0.025969,0,0.0233601,0.0169435,0.0396339,0.0358283,0.0136372,0.0194821,0.00516879,0.00981033,0.0142141,0.025119,0.0182144,0.0612395,0.0283662,0.0324914,0.01888,0.0309166,0.0710241,0.0171933,0.020505,0.00780363,0.0276971,0.0218141,0.011631,0.00152453,0.0161674,0,0,0.00876602,0,0.0133129,0.00625115,0.0597067,0.014998,0.0133568,0.0272961,0.00352538,0.0242975,0.0181023,0.0652456,0.0203541,0.0312135,0.0210569,0.0184302,0.00845599,0.0222556,0.0314542,0.0153236,0.00456432,0.00202749,0.00489604,0.0124083,0,0,0,0,0
852,0,0,0,0,0.0123469,0.0034256,0,0,0.054213,0.0155842,0.0236648,0.000799234,0,0,0.0259987,0,0.0231616,0.0168749,0.0396429,0.0351033,0.0135511,0.019485,0.00517444,0.00946687,0.0141511,0.0251675,0.0180536,0.0612905,0.0281621,0.032387,0.0189048,0.0306468,0.0710576,0.0172185,0.0204629,0.00765044,0.0276292,0.0220732,0.011753,0.00138543,0.0158486,0,0,0.00865784,0,0.0130421,0.00607035,0.0596787,0.0146471,0.0133751,0.0271537,0.00350816,0.0245732,0.0179276,0.0652272,0.0202455,0.0309444,0.0209116,0.0183672,0.00838392,0.022039,0.0313762,0.0153418,0.00499595,0.00229206,0.00490126,0.012022,0,0,0,0,0
853,0,0,0,0,0.0120687,0.00343783,0,0,0.0541427,0.0157392,0.0235495,0.000907024,0,0,0.0260715,0,0.023034,0.0168047,0.039611,0.034474,0.0134564,0.0194422,0.00528959,0.0090622,0.0139716,0.0252111,0.0179489,0.0613591,0.0279069,0.032254,0.018907,0.0304191,0.0710593,0.0173047,0.0204111,0.00751884,0.0274324,0.0221398,0.0116798,0.00140368,0.0155457,0,0,0.00854404,0,0.0127004,0.00584031,0.0598388,0.0143146,0.0135228,0.0270633,0.00358332,0.0247968,0.0177821,0.065238,0.0202482,0.030692,0.0208556,0.018283,0.00830984,0.0217835,0.0312317,0.0153357,0.0053703,0.00257976,0.00484623,0.0116308,0,0,0,0,0
854,0,0,0,0,0.0119035,0.00342534,0,0,0.0541204,0.015988,0.0233859,0.00110443,0,0,0.0261397,0,0.0229609,0.0168,0.0395212,0.0337975,0.0134597,0.0193971,0.00529562,0.0087778,0.0138373,0.0250686,0.0178527,0.0614279,0.0276245,0.032172,0.0189481,0.030156,0.0711098,0.017247,0.0203701,0.00737927,0.0272642,0.0222302,0.0114789,0.00150818,0.0152822,0,0,0.00829097,0,0.0124127,0.0055008,0.0599312,0.0140673,0.0136681,0.0269397,0.00368884,0.0251151,0.0176471,0.0652085,0.0201191,0.0303996,0.0206005,0.0181712,0.00819649,0.0215097,0.0310644,0.0152849,0.00561438,0.00298476,0.00475774,0.0113699,0,0,0,0,0
855,0,0,0,0,0.0118167,0.00337214,0,0,0.0541563,0.0162522,0.0233378,0.001024,0,0,0.0262017,0,0.0228726,0.0168132,0.0394728,0.0331082,0.0134391,0.0193876,0.00520203,0.00854457,0.0137065,0.0249402,0.0177009,0.0614643,0.0274133,0.0321055,0.019055,0.0298362,0.0711618,0.0172047,0.0203272,0.00722446,0.0271393,0.0224439,0.0115505,0.00139335,0.0150103,0,0,0.00791093,0,0.0123151,0.00498466,0.0598611,0.0137441,0.0134924,0.0267404,0.0035832,0.0254236,0.0174963,0.0652301,0.019993,0.030124,0.0203046,0.0180268,0.008076,0.0212198,0.0308935,0.0151242,0.00583851,0.00358464,0.00464879,0.0111975,0,0,0,0,0
