Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x67,x68,x69,x70,x71
499,0,0,0,0,0.00978546,0.00384092,0,0,0.018612,0.0235651,0.015155,0.00734552,0,0,0.00874218,0,0.0205055,0.00458316,0.0458325,0.0178736,0.017181,0.0145575,0.00880459,0.0166654,0.00255267,0.00790158,0.0143068,0.0521389,0.0128644,0.0129344,0.0111057,0.0286052,0.0209061,0.00918611,0.0195249,0.00222561,0.018669,0.0238141,0.00806866,0.00660283,0.013408,0,0,0.0144343,0,0.0142611,0.00618977,0.0608057,0.00511708,0.0151855,0.0193206,0.00811667,0.00902229,0.014399,0.0594711,0.014986,0.0221949,0.0140052,0.00615677,0.00653428,0.0155947,0.0210371,0.00917872,0.0060692,0.00337052,0.00548782,0.0137877,0,0,0,0,0
500,0,0,0,0,0.00979293,0.00423065,0,0,0.0185426,0.0237029,0.0148158,0.00652956,0,0,0.00904029,0,0.02039,0.00468181,0.0460892,0.017521,0.0171688,0.0138824,0.0086716,0.017149,0.00260666,0.00753918,0.0138648,0.0518057,0.0125907,0.0128112,0.0108302,0.0280612,0.0209995,0.00935514,0.019533,0.00244349,0.0226748,0.0240326,0.0112362,0.00609102,0.0134039,0,0,0.0146268,0,0.0141,0.0061984,0.0608906,0.00864502,0.0147814,0.0164268,0.0081724,0.00988619,0.0126241,0.0596265,0.0123987,0.0196974,0.0112336,0,0.00586822,0.0124072,0.0250076,0.00914471,0.00647037,0.00314626,0.00574188,0.0136393,0,0,0,0,0
501,0,0,0,0,0.00989189,0.00377012,0,0,0.0179029,0.0234732,0.014286,0.00636403,0,0,0.00917805,0,0.0204868,0.00469775,0.0460787,0.0169467,0.0175141,0.0130763,0.00837649,0.0168952,0.0024605,0.00718308,0.0130334,0.0518867,0.012686,0.0129242,0.010799,0.0279262,0.0203785,0.00955835,0.0194763,0.00229172,0.0168841,0.0239747,0.00727783,0.00643348,0.013455,0,0,0.0145761,0,0.0140165,0.0059781,0.0605601,0.00342542,0.0149907,0.01834,0.00794222,0.0096346,0.013645,0.0598651,0.0141318,0.0209521,0.0137362,0.00527946,0.00733066,0.0154172,0.0192455,0.00916242,0.0065123,0.0027516,0.00502879,0.0138683,0,0,0,0,0
502,0,0,0,0,0.00986874,0.00374857,0,0,0.0174349,0.0234455,0.0137445,0.00606851,0,0,0.00944207,0,0.0205247,0.00481231,0.0461273,0.0164578,0.0175439,0.0121827,0.00794246,0.0169898,0.00251293,0.00694444,0.0118079,0.0518623,0.0126001,0.0129558,0.0106044,0.0276221,0.0199831,0.00975644,0.0194581,0.00234925,0.0158596,0.0240038,0.00677581,0.00627032,0.0134253,0,0,0.0146297,0,0.0139079,0.0058128,0.0604584,0.00271796,0.0148149,0.0177341,0.00787626,0.00998804,0.0131356,0.0599883,0.0137035,0.020254,0.0135416,0.00488031,0.00750845,0.0154515,0.0182047,0.00903199,0.0066645,0.00248498,0.00493469,0.0138117,0,0,0,0,0
503,0,0,0,0,0.00982944,0.00374145,0,0,0.0168522,0.0234642,0.0132148,0.00564753,0,0,0.00977489,0,0.0205416,0.00495994,0.046144,0.0159512,0.0175542,0.0112015,0.00773153,0.0171754,0.00269574,0.00679967,0.0109459,0.0518922,0.0125518,0.0129978,0.0103598,0.0273453,0.019534,0.00997561,0.0194143,0.00237671,0.0147003,0.0240491,0.0061387,0.0061053,0.0133894,0,0,0.0147071,0,0.0137688,0.00564072,0.0603885,0.00215794,0.0146428,0.0170668,0.00774619,0.0104341,0.0126446,0.0601206,0.0131722,0.0195547,0.0133802,0.00463872,0.00772178,0.0154136,0.0170621,0.00885119,0.00690351,0.00228417,0.00487505,0.0136867,0,0,0,0,0
504,0,0,0,0,0.00966552,0.00377519,0,0,0.0162048,0.0234939,0.0127377,0.00539166,0,0,0.0100037,0,0.0205145,0.00507004,0.0461204,0.0154599,0.0175694,0.0101352,0.00762052,0.0171279,0.00303575,0.0068444,0.0101895,0.0519701,0.0124963,0.0130516,0.0102462,0.0269854,0.0189313,0.0100455,0.0193926,0.0023418,0.0134838,0.0240835,0.00568775,0.0060437,0.0132818,0,0,0.0146637,0,0.0136121,0.00547574,0.060297,0.00188096,0.0145052,0.0163287,0.00763781,0.0108047,0.0121336,0.0602478,0.0125224,0.0187966,0.0132388,0.00446714,0.00800275,0.0153055,0.0158467,0.00865763,0.00718583,0.00214703,0.00489302,0.0135049,0,0,0,0,0
505,0,0,0,0,0.00946828,0.00384632,0,0,0.0153605,0.0235161,0.0121834,0.00513925,0,0,0.0101481,0,0.020498,0.00518671,0.0460751,0.0149548,0.0175492,0.0090761,0.00756205,0.0169162,0.00355795,0.0071244,0.00913971,0.0521402,0.0124638,0.0130411,0.0101607,0.0265961,0.0180742,0.0100356,0.0193709,0.00234102,0.0121338,0.0241143,0.0053308,0.00598091,0.0131705,0,0,0.0146316,0,0.0134923,0.00540192,0.0602936,0.00205951,0.0143939,0.0155708,0.00763241,0.011183,0.0116132,0.0604446,0.0118591,0.017966,0.0130266,0.00430461,0.0080988,0.0150792,0.0144937,0.00843927,0.00734991,0.00209264,0.00495807,0.0133246,0,0,0,0,0
506,0,0,0,0,0.00925874,0.00395815,0,0,0.014339,0.0235432,0.0115848,0.00485412,0,0,0.0102605,0,0.0205144,0.00532783,0.0459784,0.0145293,0.0174956,0.0079715,0.00757483,0.0166297,0.00417263,0.0076343,0.00829586,0.0523659,0.0124583,0.0130018,0.00995921,0.0262334,0.0170089,0.00998389,0.0193688,0.00237482,0.0107365,0.0241495,0.00500088,0.00586287,0.0130608,0,0,0.0145607,0,0.0133905,0.0053281,0.0603153,0.00254033,0.014315,0.0147644,0.00766944,0.0116037,0.0111471,0.0605778,0.0111091,0.0171371,0.0127137,0.00412949,0.00799374,0.0148211,0.0130858,0.00817772,0.00743134,0.00208291,0.00506997,0.0131202,0,0,0,0,0
507,0,0,0,0,0.00900865,0.00408476,0,0,0.0132408,0.0235497,0.0110776,0.00452219,0,0,0.0104015,0,0.0205289,0.00543388,0.0459106,0.0142904,0.0174092,0.00692792,0.00768059,0.0163516,0.00471044,0.00839476,0.00729984,0.0527064,0.0124153,0.0129752,0.00973719,0.0258533,0.0157386,0.00993009,0.0193682,0.00241462,0.00929165,0.0242377,0.0047473,0.00575384,0.0129097,0,0,0.0144363,0,0.0132692,0.00519605,0.0603215,0.00306366,0.014267,0.0139295,0.00767824,0.0120226,0.0106988,0.0606803,0.0102614,0.0163248,0.0123002,0.00395537,0.00798006,0.014452,0.0116399,0.0079208,0.00748714,0.0021452,0.00519335,0.0128558,0,0,0,0,0
508,0,0,0,0,0.00873625,0.00422684,0,0,0.0122436,0.0235663,0.0107978,0.00421872,0,0,0.0105612,0,0.020541,0.00544421,0.0457898,0.0145176,0.0173832,0.00601482,0.00769066,0.0160763,0.00541404,0.00929693,0.00607614,0.0531033,0.0124203,0.0130121,0.00956639,0.025406,0.0143904,0.00986321,0.0193435,0.00243731,0.00774652,0.0244586,0.00458041,0.00566695,0.0127672,0,0,0.0142099,0,0.0129603,0.00504593,0.0602972,0.00354336,0.0142378,0.0131447,0.00768804,0.0123837,0.0100878,0.0607657,0.00942926,0.0154802,0.011811,0.00380997,0.0081058,0.0138776,0.0100848,0.00770273,0.00746751,0.00224915,0.00533771,0.012564,0,0,0,0,0
509,0,0,0,0,0.00844783,0.00437025,0,0,0.0113984,0.0236979,0.0104522,0.00413553,0,0,0.00900776,0,0.0205405,0.00467282,0.0455815,0.0148241,0.0174372,0.00525819,0.00764257,0.0149166,0.00610081,0.00998938,0.0048763,0.0535595,0.012445,0.0130056,0.00928304,0.0249696,0.0130511,0.00850394,0.0194289,0.00252791,0.00633455,0.0245306,0.00446577,0.00560961,0.0125308,0,0,0.0139476,0,0.0128741,0.00477466,0.0602835,0.00416659,0.0141538,0.0123363,0.00769274,0.0128254,0.00932621,0.0608719,0.00853947,0.0146087,0.0113546,0.00367402,0.00830155,0.0133216,0.00875207,0.0073882,0.00764411,0.0023354,0.00535488,0.0122124,0,0,0,0,0
510,0,0,0,0,0.0081004,0.00483214,0,0,0.0107056,0.0236003,0.00999634,0.00393571,0,0,0.010807,0,0.0205006,0.00557972,0.0454309,0.0148424,0.0173253,0.00535537,0.00753256,0.015388,0.00709649,0.0112953,0.0044202,0.0539691,0.012418,0.0129681,0.00906071,0.0246158,0.0119516,0.00963033,0.0192659,0.00250926,0.00492408,0.0247588,0.00463829,0.00557543,0.0126331,0,0,0.0136463,0,0.012207,0.00489079,0.0603657,0.004818,0.0141957,0.011512,0.00789815,0.012914,0.00859068,0.0609249,0.00771785,0.0137035,0.0108223,0.0036048,0.00845933,0.0128889,0.00721205,0.00743505,0.00679026,0.00250919,0.00595685,0.011996,0,0,0,0,0
511,0,0,0,0,0.00774599,0.00515061,0,0,0.0103574,0.0236004,0.00984837,0.00392938,0,0,0.01076,0,0.0203767,0.00561011,0.0452135,0.0147655,0.0171212,0.00543799,0.00733992,0.0148019,0.00782404,0.0120545,0.00402051,0.0544601,0.0123988,0.0129201,0.00886618,0.0242775,0.0109511,0.00930427,0.0192975,0.00259421,0.0038097,0.0244652,0.00474803,0.00553553,0.0125208,0,0,0.0130294,0,0.0126106,0.00433565,0.0604086,0.00583611,0.0141833,0.0107203,0.00798175,0.012955,0.00804973,0.0610969,0.00697261,0.012869,0.0103315,0.00355575,0.00845223,0.0123768,0.00606847,0.007335,0.00641068,0.00325189,0.00635035,0.0116362,0,0,0,0,0
512,0,0,0,0,0.00746141,0.00541274,0,0,0.0104694,0.023699,0.0098226,0.00384811,0,0,0.0104702,0,0.0203165,0.00547461,0.0448478,0.0146764,0.0168785,0.00579696,0.0073905,0.01388,0.00846158,0.0126766,0.00377165,0.0549656,0.0123219,0.0128346,0.00859381,0.0238608,0.0103644,0.00871542,0.0193018,0.00265164,0.00339861,0.0251962,0.00482575,0.00532326,0.0122676,0,0,0.0132068,0,0.0116213,0.00472045,0.0604711,0.00650244,0.014154,0.010023,0.00776155,0.0140833,0.00765262,0.0612032,0.00628847,0.0121267,0.00981017,0.00355388,0.00830496,0.0117447,0.00543713,0.00710738,0.00629936,0.00246481,0.00660266,0.0111596,0,0,0,0,0
513,0,0,0,0,0.00720107,0.0056992,0,0,0.0106648,0.0238009,0.0098182,0.0037794,0,0,0.0102533,0,0.0203204,0.00537474,0.0444497,0.0143822,0.0165247,0.00642289,0.0072733,0.0131037,0.00900594,0.0132386,0.00390403,0.0555082,0.0122168,0.0127013,0.00841093,0.0234686,0.00999602,0.00830204,0.0193131,0.00271597,0.00351805,0.0253994,0.00502503,0.00504057,0.0119065,0,0,0.0130746,0,0.0114417,0.0046665,0.0605593,0.00678417,0.0142368,0.00930221,0.00751408,0.0148753,0.00725491,0.0612608,0.00560573,0.0114225,0.00931684,0.00361917,0.00813124,0.0112404,0.00508579,0.00688218,0.00631144,0.00226979,0.00683414,0.0105911,0,0,0,0,0
514,0,0,0,0,0.00726292,0.00557676,0,0,0.0109714,0.0238356,0.00964307,0.00341644,0,0,0.0103608,0,0.020356,0.00547659,0.0442045,0.0141434,0.0167535,0.00726301,0.00700477,0.0126639,0.00953921,0.013746,0.00434276,0.0557765,0.011829,0.0122326,0.00784406,0.0229797,0.00991354,0.00832729,0.0192771,0.00272221,0.00373726,0.025478,0.00538721,0.00465362,0.0116716,0,0,0.0132838,0,0.0114523,0.00476727,0.0605017,0.00713105,0.013949,0.00874108,0.00710431,0.0153805,0.00706649,0.0615705,0.00501646,0.0109233,0.00933822,0.00360766,0.00818502,0.0107611,0.00483529,0.00717554,0.00642803,0.00215774,0.00644618,0.0104628,0,0,0,0,0
515,0,0,0,0,0.00727214,0.00542088,0,0,0.0111035,0.0238798,0.00952129,0.00343222,0,0,0.0103372,0,0.0203817,0.00549872,0.0440429,0.0138977,0.0168732,0.00813576,0.00662034,0.0121012,0.009918,0.0141526,0.00490655,0.0560643,0.0113877,0.0117183,0.00738099,0.0225026,0.00978302,0.00816847,0.0191941,0.00270707,0.00390975,0.025517,0.0057416,0.00439629,0.0114534,0,0,0.013465,0,0.0115208,0.00483671,0.0605525,0.00753164,0.0136083,0.00818488,0.00679248,0.0159791,0.00679157,0.0618115,0.0044479,0.0103939,0.00961546,0.00363738,0.0080947,0.0100198,0.00465653,0.00739658,0.00657403,0.00202792,0.00615579,0.0103274,0,0,0,0,0
516,0,0,0,0,0.00719172,0.00531408,0,0,0.0112707,0.023893,0.00938581,0.00301499,0,0,0.0101679,0,0.0203497,0.00544327,0.0439306,0.0136074,0.0168937,0.00905143,0.0062532,0.0113629,0.0101745,0.0143513,0.00553461,0.0563777,0.0109802,0.0112527,0.00693615,0.0220043,0.00978098,0.00785227,0.0191063,0.00268992,0.00449741,0.0255515,0.0061279,0.00416865,0.0112446,0,0,0.013566,0,0.011594,0.00487087,0.0606768,0.00800234,0.0133236,0.0077018,0.00651686,0.016521,0.00648594,0.0618875,0.00402294,0.00989574,0.0093624,0.00360477,0.00783116,0.00944267,0.00494423,0.00751751,0.00666716,0.00190064,0.0059806,0.0101306,0,0,0,0,0
517,0,0,0,0,0.00704764,0.00538302,0,0,0.0116497,0.0238782,0.00942777,0.00181024,0,0,0.00984534,0,0.0203573,0.00527765,0.0438152,0.0135117,0.0167526,0.00995016,0.00601893,0.0103898,0.0104751,0.0146274,0.00622124,0.0566721,0.010556,0.0107276,0.00642774,0.0215621,0.0101154,0.00743935,0.0190572,0.00266701,0.00529586,0.025544,0.00650331,0.00399032,0.0109919,0,0,0.013557,0,0.0115891,0.00479997,0.0607612,0.0083732,0.0130744,0.00722699,0.00629102,0.0171206,0.00611868,0.061853,0.00359987,0.00937969,0.00870304,0.0034793,0.00757171,0.00946398,0.005449,0.00752422,0.00679258,0.0018518,0.0059038,0.00982323,0,0,0,0,0
518,0,0,0,0,0.00683097,0.00538471,0,0,0.0120829,0.023838,0.00958725,0.0016508,0,0,0.00941772,0,0.0203902,0.00506375,0.043683,0.0134898,0.0167505,0.0108619,0.0058603,0.0092348,0.0108252,0.0150349,0.00712186,0.0570086,0.0101618,0.0102002,0.00587566,0.0212079,0.0105784,0.00693491,0.0189786,0.00258228,0.00534375,0.0254468,0.00671611,0.00380087,0.0106843,0,0,0.0134846,0,0.0115104,0.00463424,0.0607981,0.00837092,0.0128211,0.00669981,0.00601859,0.0176322,0.00576332,0.0619395,0.00304589,0.0088805,0.0083136,0.00340104,0.0076368,0.00929335,0.00520249,0.00754542,0.00694651,0.00180807,0.00569097,0.00942671,0,0,0,0,0
519,0,0,0,0,0.0065515,0.00537961,0,0,0.0122945,0.0238374,0.00973557,0.00173016,0,0,0.00886309,0,0.0204374,0.00485629,0.043639,0.0133928,0.0167923,0.011832,0.00570745,0.00808996,0.0112615,0.0156006,0.00829652,0.0573782,0.00978642,0.00969249,0.00538944,0.0209038,0.0108492,0.00638192,0.0189062,0.00247267,0.00545589,0.0254295,0.00715479,0.00368012,0.0102743,0,0,0.0133541,0,0.0113153,0.00446149,0.0612808,0.00876106,0.0127228,0.00611749,0.00583419,0.0180257,0.00535836,0.0621303,0.00241549,0.00835677,0.00794058,0.00342037,0.00760322,0.00907256,0.00522674,0.00756829,0.00714538,0.00173806,0.00550027,0.0088878,0,0,0,0,0
520,0,0,0,0,0.00630764,0.00539194,0,0,0.0126934,0.0238141,0.00993206,0.00191027,0,0,0.00820221,0,0.020495,0.00460359,0.0436289,0.0132818,0.0167431,0.0127984,0.00545878,0.00691415,0.0116825,0.0161335,0.009069,0.0578009,0.00944059,0.00919847,0.00498378,0.0205769,0.011328,0.00581866,0.0188656,0.00234696,0.00598634,0.0254893,0.00774773,0.00363554,0.00985296,0,0,0.0131761,0,0.0110181,0.00428641,0.0625427,0.00975155,0.012802,0.00545383,0.00562751,0.0183796,0.00489342,0.0624449,0.00172047,0.00773536,0.0074105,0.00348659,0.00731816,0.00874241,0.00583402,0.00756568,0.00726831,0.00163042,0.00536868,0.00823101,0,0,0,0,0
521,0,0,0,0,0.006062,0.0054073,0,0,0.013096,0.0237691,0.0101849,0.00229964,0,0,0.00763681,0,0.0205524,0.00431943,0.0435804,0.0131993,0.0167172,0.0138377,0.00531738,0.00584878,0.0120026,0.016687,0.00985291,0.0583153,0.00912197,0.00874303,0.00461874,0.0202692,0.0119036,0.00535616,0.0187948,0.00223612,0.00614276,0.025651,0.00798133,0.0035871,0.00942348,0,0,0.0129804,0,0.0106696,0.00405276,0.0634179,0.0100629,0.0128647,0.00494406,0.00536182,0.0186716,0.00444774,0.06271,0.00143111,0.00696557,0.00690662,0.00344737,0.0071203,0.00814139,0.00583765,0.00760821,0.00736272,0.00154247,0.00517627,0.00753904,0,0,0,0,0
522,0,0,0,0,0.00588268,0.00549303,0,0,0.0137312,0.0237462,0.0105288,0.0031299,0,0,0.007002,0,0.0206087,0.00409125,0.0434309,0.0131339,0.0167108,0.0148202,0.005266,0.00503606,0.0121397,0.0171077,0.0106816,0.0588825,0.00872238,0.00818556,0.004239,0.0200067,0.0126999,0.00511851,0.0187122,0.0022135,0.00694323,0.0259353,0.00836621,0.00344497,0.00902856,0,0,0.0127116,0,0.0103148,0.00379637,0.0633438,0.0104606,0.0128218,0.00457409,0.00517946,0.0189581,0.00402804,0.062563,0.00138812,0.00628057,0.0063298,0.00361913,0.00701414,0.00786241,0.00640907,0.00766895,0.00739055,0.00147744,0.0050094,0.00692632,0,0,0,0,0
523,0,0,0,0,0.0056716,0.00549896,0,0,0.0144231,0.0236844,0.0108363,0.00379188,0,0,0.00637975,0,0.0206998,0.00390289,0.0433231,0.0130415,0.0167763,0.0157901,0.00518825,0.00447644,0.0122265,0.0174854,0.0115056,0.0594705,0.00837803,0.00765606,0.00389292,0.0197777,0.0135285,0.00508383,0.0186326,0.00220921,0.00733068,0.0261806,0.00855873,0.00349002,0.00851943,0,0,0.0123879,0,0.0100798,0.00359887,0.0638371,0.0105312,0.0128714,0.00424952,0.00495833,0.0191598,0.00350548,0.0627046,0.00159004,0.00553559,0.00574362,0.00382602,0.00705995,0.0074977,0.00675211,0.00765499,0.00741104,0.0014219,0.00479281,0.00636643,0,0,0,0,0
524,0,0,0,0,0.00560352,0.00544005,0,0,0.0150055,0.0236679,0.0109403,0.00404796,0,0,0.00582645,0,0.0207904,0.00373323,0.0432246,0.0128731,0.016866,0.0168699,0.00511487,0.00428325,0.0124714,0.0180155,0.0124558,0.0600419,0.00819806,0.00722077,0.00352637,0.0194806,0.0143419,0.00481893,0.0185395,0.00223872,0.00801437,0.0264165,0.00888462,0.0034307,0.00796822,0,0,0.0120604,0,0.00998137,0.00344205,0.0643276,0.0108556,0.0129158,0.00394507,0.00472757,0.0194379,0.00308763,0.0626725,0.00180061,0.00482396,0.00502105,0.00416466,0.00673393,0.00675583,0.00772795,0.00755155,0.00756348,0.00151813,0.00457104,0.00599383,0,0,0,0,0
525,0,0,0,0,0.00583778,0.00554999,0,0,0.0156168,0.0237092,0.0110065,0.00423621,0,0,0.00561369,0,0.0208368,0.00374977,0.0430781,0.0128416,0.016956,0.0181587,0.00520576,0.00457603,0.0129018,0.0189321,0.0136156,0.060599,0.00810622,0.00681628,0.00324651,0.0191375,0.0150771,0.00498945,0.0184352,0.00234607,0.00418922,0.0267177,0.00492136,0.00302225,0.00770722,0,0,0.0117282,0,0.00987968,0.00332698,0.0643341,0.00719327,0.0126296,0.00510481,0.00476211,0.0197894,0.00265999,0.0631657,0.00444565,0.00358423,0.00506418,0,0.00475528,0.00485303,0.0041904,0.00742299,0.00783696,0.00188792,0.00461102,0.00598195,0,0,0,0,0
526,0,0,0,0,0.0053026,0.00511596,0,0,0.0166419,0.023638,0.0115099,0.00444826,0,0,0.00534735,0,0.0210466,0.0038778,0.0429164,0.0130549,0.0172511,0.0190551,0.00512229,0.00503946,0.0131139,0.0194907,0.0146277,0.0611116,0.00782029,0.00616904,0.00314524,0.0189958,0.016705,0.00596003,0.0183238,0.00254911,0.00737415,0.026565,0.00861511,0.00292501,0.0068561,0,0,0.0114789,0,0.0101896,0.00316113,0.0643682,0.0104453,0.0127769,0.00413597,0.00435325,0.019936,0.00237089,0.062601,0.0030448,0.0034616,0.00473891,0.00424123,0.00597615,0.00510104,0.00776777,0.00714072,0.00847632,0.00200366,0.00449942,0.00551536,0,0,0,0,0
527,0,0,0,0,0.00603512,0.00528712,0,0,0.0176193,0.0235855,0.0121144,0.00426496,0,0,0.00585771,0,0.0209913,0.00413758,0.0426811,0.0129957,0.0171987,0.0201097,0.00516039,0.00576979,0.0134437,0.020195,0.0157375,0.0615156,0.00761807,0.00554729,0.00304058,0.0188248,0.0179267,0.0062693,0.0182605,0.00265167,0.00332991,0.0267708,0.00475148,0.00250005,0.0069425,0,0,0.0108579,0,0.0100489,0.00293507,0.0645503,0.00737697,0.0126912,0.00651567,0.00446304,0.0201423,0.00219193,0.063214,0.00599096,0.00332689,0.00567503,0,0.00412744,0.00487184,0.00467839,0.00674566,0.00862984,0.00246574,0.00450359,0.00589727,0,0,0,0,0
528,0,0,0,0,0.00599396,0.00502953,0,0,0.018734,0.0233154,0.0125097,0.00422169,0,0,0.0059099,0,0.0209696,0.00407516,0.0422798,0.0126779,0.0172943,0.0209791,0.00499548,0.00623375,0.0136969,0.0206329,0.0162828,0.0619714,0.00748117,0.00503516,0.00299602,0.0188141,0.0194422,0.00628273,0.018122,0.00246742,0.00759627,0.0266824,0.0093154,0.00238046,0.00656869,0,0,0.0102712,0,0.0100799,0.00300219,0.0647434,0.0112033,0.0135204,0.00493711,0.00398758,0.0195844,0.00224979,0.0626619,0.00418782,0.002581,0.00382469,0.00533873,0.00535222,0.00621913,0.00806665,0.00600602,0.00864478,0.00294232,0.00406608,0.0057178,0,0,0,0,0
529,0,0,0,0,0.00632064,0.00509101,0,0,0.0197695,0.0231169,0.0126656,0.00442835,0,0,0.00632046,0,0.0209135,0.00413526,0.0419216,0.0124392,0.0172643,0.0218733,0.00495909,0.00704094,0.0139942,0.0212314,0.0169945,0.0621796,0.00746244,0.00456793,0.00314539,0.0188355,0.0207471,0.00679031,0.0180089,0.00234991,0.00735102,0.0268751,0.0092516,0.00249991,0.0066086,0,0,0.00959609,0,0.0102435,0.00325131,0.0648711,0.0110899,0.0135391,0.00562271,0.00391853,0.0192919,0.00242116,0.0628038,0.00496354,0.00255861,0.00358339,0.00551919,0.00468338,0.00557032,0.00781137,0.00535134,0.00937611,0.00320778,0.00384637,0.00584474,0,0,0,0,0
530,0,0,0,0,0.00669086,0.00515258,0,0,0.0211107,0.0229146,0.0131163,0.00465889,0,0,0.00677058,0,0.0208371,0.00414493,0.0415679,0.0125199,0.0172638,0.0225346,0.00486824,0.00779999,0.014189,0.0216729,0.0177795,0.062353,0.00735039,0.00397321,0.00338914,0.0189653,0.022312,0.00746471,0.0178891,0.00222313,0.00727708,0.027112,0.00927628,0.00273445,0.006718,0,0,0.00886779,0,0.010396,0.00347409,0.0648472,0.0110524,0.0135531,0.00627316,0.00380208,0.019058,0.00298203,0.0628502,0.00552999,0.00279907,0.00353727,0.00584372,0.00437393,0.00398712,0.00763461,0.00478363,0.0100215,0.00347137,0.00362167,0.00601395,0,0,0,0,0
531,0,0,0,0,0.00707469,0.00521338,0,0,0.0226398,0.0226983,0.0138791,0.00484789,0,0,0.00728309,0,0.0207022,0.00417198,0.0412899,0.0129392,0.017226,0.0230193,0.00474387,0.00853353,0.014282,0.0218269,0.0184266,0.0625388,0.00715051,0.00343279,0.00381003,0.0191486,0.0240794,0.00783131,0.0177731,0.00209783,0.00713845,0.0273218,0.00934377,0.00306494,0.00686831,0,0,0.00812305,0,0.010578,0.0038205,0.0650723,0.0111493,0.0138065,0.00709283,0.00359172,0.0187872,0.0034239,0.0629656,0.00625738,0.0032404,0.00376617,0.00638421,0.00437812,0.00286041,0.00737075,0.00429792,0.0106332,0.00374028,0.00341861,0.00626838,0,0,0,0,0
532,0,0,0,0,0.00753966,0.00531899,0,0,0.0241315,0.0224609,0.0147546,0.00507952,0,0,0.0077148,0,0.0205488,0.00419805,0.0410362,0.0134439,0.0172198,0.0234671,0.0046404,0.00928995,0.0142495,0.0218688,0.0189772,0.0627099,0.00709933,0.00326572,0.00437191,0.0193575,0.025887,0.00855898,0.0176743,0.00193861,0.00713938,0.0276117,0.00951824,0.00343235,0.00710663,0,0,0.0074412,0,0.0108323,0.00424059,0.0651356,0.0114743,0.0138894,0.00786431,0.00335301,0.018637,0.00331369,0.0630997,0.00693331,0.003756,0.00413731,0.00690216,0.00420838,0.0024452,0.00735095,0.00405219,0.0115479,0.00396645,0.00331114,0.00664771,0,0,0,0,0
533,0,0,0,0,0.00806333,0.00551024,0,0,0.0253993,0.0222721,0.015389,0.00524742,0,0,0.0080389,0,0.0204157,0.00420217,0.0407601,0.0136479,0.0171925,0.0238926,0.00456393,0.0101564,0.0140753,0.0216762,0.019425,0.0629458,0.00733932,0.00359864,0.00495479,0.0195389,0.0276173,0.00910871,0.0176098,0.00181191,0.00723617,0.0280736,0.00967674,0.00377465,0.00743326,0,0,0.0068999,0,0.0112385,0.00464613,0.064985,0.0118904,0.0138024,0.00861253,0.00313863,0.0186223,0.00319909,0.0632104,0.00749709,0.0043241,0.0045833,0.00734993,0.00381956,0.00279243,0.00741128,0.00410465,0.0122616,0.00405176,0.00329034,0.00716433,0,0,0,0,0
534,0,0,0,0,0.00865111,0.00575077,0,0,0.0268577,0.0221634,0.0163119,0.00524582,0,0,0.00825472,0,0.020323,0.00414992,0.0405233,0.0141157,0.0171512,0.024026,0.00442188,0.0111174,0.013792,0.0212697,0.019688,0.0630669,0.00761628,0.00420061,0.00558173,0.0197524,0.0294882,0.00944609,0.0175873,0.00170633,0.00723337,0.0286036,0.00970963,0.00400066,0.00788029,0,0,0.00645117,0,0.0118476,0.00513266,0.064744,0.0123168,0.0136873,0.00950719,0.0029531,0.018682,0.00344841,0.0633491,0.00817462,0.00496326,0.00499819,0.00788859,0.00344438,0.00256475,0.00736769,0.00433754,0.0127479,0.00418245,0.00333271,0.00776649,0,0,0,0,0
535,0,0,0,0,0.00934512,0.00602152,0,0,0.0283604,0.0221767,0.0170841,0.00544545,0,0,0.00837016,0,0.0203019,0.00400069,0.0403937,0.0145459,0.0170795,0.0238745,0.00431806,0.0121125,0.0133484,0.0206277,0.0198127,0.0631866,0.00803313,0.00501256,0.00632584,0.0199528,0.0313211,0.00989315,0.0175772,0.0015515,0.00749366,0.029126,0.00998024,0.00417489,0.00843519,0,0,0.00609134,0,0.0125681,0.00571083,0.064603,0.012962,0.0135779,0.0103557,0.0028012,0.0188363,0.00379673,0.0634861,0.00887198,0.00560225,0.00526311,0.00846752,0.00309334,0.00192965,0.00765694,0.0047285,0.0131453,0.0043366,0.00340743,0.00834266,0,0,0,0,0
