Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x67,x68,x69,x70,x71
905,0,0,0,0,0.0149377,0.00571419,0,0,0.0507799,0.0246643,0.0197794,0.00563231,0,0,0.00514795,0,0.0229366,0.0029831,0.0427268,0.0167246,0.014148,0.0170308,0.0076543,0.0189755,0.0103501,0.0193257,0.0146998,0.0618534,0.0184227,0.0238758,0.0150663,0.0231782,0.0651345,0.00911421,0.0179587,0.00267738,0.0213001,0.0322391,0.0133906,0.00295322,0.0114925,0,0,0.00333455,0,0.01626,0.00223986,0.0594294,0.0129837,0.0121116,0.0204794,0.00666356,0.0126914,0.0154378,0.0663715,0.0169511,0.0241517,0.0133321,0.0139259,0.00367246,0.0125542,0.021834,0.00787063,0.0110714,0.00854609,0.00549067,0.0112695,0,0,0,0,0
906,0,0,0,0,0.0145309,0.00589493,0,0,0.0510074,0.0246742,0.019697,0.00573821,0,0,0.00496555,0,0.022947,0.00294343,0.0428294,0.015959,0.0141649,0.0165708,0.00755017,0.0181059,0.00970936,0.0185403,0.0144912,0.0619414,0.0178424,0.0233581,0.0148246,0.0227764,0.06511,0.00891669,0.0179774,0.002692,0.021011,0.031991,0.0132753,0.00297811,0.0108754,0,0,0.00282101,0,0.0159091,0.00323409,0.0594689,0.0130566,0.0120932,0.0200565,0.00663048,0.0125941,0.0150983,0.0664036,0.0166834,0.023506,0.0129674,0.0136203,0.00335257,0.0119703,0.0214736,0.00744467,0.0121381,0.00902899,0.00551801,0.0106011,0,0,0,0,0
907,0,0,0,0,0.0140202,0.00608101,0,0,0.0510019,0.0246477,0.0194915,0.00604697,0,0,0.00470657,0,0.02292,0.00293175,0.0429762,0.0151624,0.0141398,0.0159961,0.00748137,0.0172409,0.0089126,0.0175282,0.0143069,0.0619678,0.0171095,0.0227763,0.0145177,0.022378,0.0647769,0.00863627,0.0179661,0.0026766,0.0207376,0.0316171,0.0131678,0.00302428,0.0103222,0,0,0.00249319,0,0.0155752,0.00421955,0.0597197,0.013087,0.0121539,0.0196873,0.00652546,0.0125043,0.0148346,0.0664485,0.0164638,0.0228688,0.0125268,0.0133186,0.00302481,0.0113215,0.0211448,0.00699694,0.013141,0.00942639,0.00554102,0.0101197,0,0,0,0,0
908,0,0,0,0,0.0134889,0.00629848,0,0,0.0509225,0.0245885,0.0194107,0.00615124,0,0,0.00443518,0,0.0228714,0.00296626,0.0430957,0.0143999,0.0141063,0.015436,0.00746161,0.0163645,0.00813958,0.016469,0.0140921,0.0620583,0.0162923,0.0220572,0.0140618,0.0219916,0.0642807,0.00829838,0.0179662,0.00265289,0.0204291,0.0311578,0.0130036,0.00311836,0.00979412,0,0,0.00254516,0,0.0152304,0.00507572,0.0599093,0.0131146,0.0121396,0.0192744,0.00634972,0.0125134,0.0145856,0.0665379,0.0162171,0.0222196,0.0119022,0.0130435,0.00272129,0.0107013,0.0208168,0.00655582,0.0138693,0.00969972,0.00565142,0.00967717,0,0,0,0,0
909,0,0,0,0,0.0129688,0.00661997,0,0,0.0507923,0.0245528,0.0193908,0.00600722,0,0,0.00431197,0,0.022817,0.0030779,0.0431046,0.0136482,0.0142049,0.0148986,0.00720544,0.0157162,0.00738995,0.0153652,0.013827,0.0622485,0.0154736,0.0211825,0.0136407,0.021621,0.0636507,0.00797259,0.0180011,0.00267031,0.0200836,0.0306826,0.0127698,0.00312313,0.0093129,0,0,0.00296697,0,0.0148502,0.00583326,0.0598574,0.0131495,0.0120081,0.0187439,0.00610514,0.0127276,0.0142179,0.0665548,0.0158335,0.0215331,0.0110944,0.0127584,0.00253717,0.0101241,0.0204419,0.00623549,0.0143905,0.00988566,0.00600089,0.00925016,0,0,0,0,0
910,0,0,0,0,0.0124861,0.006887,0,0,0.050323,0.0245078,0.019408,0.00612571,0,0,0.00418466,0,0.0227688,0.00306242,0.0430671,0.012899,0.0142472,0.014261,0.00710348,0.0150109,0.00650703,0.0140422,0.0136488,0.0624007,0.0144432,0.0201197,0.013069,0.0212574,0.0625495,0.00751449,0.0180407,0.00265437,0.0197615,0.0300883,0.0124822,0.00318016,0.00885918,0,0,0.00344066,0,0.0143586,0.00640242,0.0596487,0.0131536,0.0118552,0.0181483,0.00592295,0.0129835,0.0137063,0.0665095,0.015326,0.020833,0.0104903,0.0124786,0.00249176,0.00937591,0.0200869,0.00593913,0.014592,0.00989613,0.00625557,0.00876803,0,0,0,0,0
911,0,0,0,0,0.0118573,0.00709811,0,0,0.0493813,0.0244474,0.0191348,0.00656506,0,0,0.00396245,0,0.022719,0.00295764,0.0430485,0.0121345,0.0141408,0.0136388,0.0072426,0.0141347,0.00555466,0.0126477,0.01364,0.0624554,0.0133048,0.0187446,0.0123024,0.0208754,0.0609206,0.00699497,0.018066,0.00262386,0.0194231,0.0293939,0.012275,0.00337792,0.00845394,0,0,0.00401272,0,0.0139477,0.00685454,0.0596379,0.0130992,0.0117697,0.0176375,0.00579534,0.0132577,0.0132872,0.0664822,0.0149201,0.0201514,0.00990252,0.0121623,0.00254231,0.00865127,0.0197051,0.00565384,0.0145017,0.00972416,0.00642018,0.00817136,0,0,0,0,0
912,0,0,0,0,0.0112013,0.00735121,0,0,0.0483742,0.0243931,0.0187852,0.00666084,0,0,0.00373857,0,0.0226228,0.00283386,0.0430426,0.0113571,0.0141039,0.0131948,0.00726909,0.0132548,0.00486321,0.0113975,0.0136985,0.0624296,0.0121502,0.0172624,0.0115468,0.0204821,0.0592165,0.00652682,0.0180545,0.00256306,0.0190682,0.0287034,0.012173,0.00361232,0.00814459,0,0,0.00468577,0,0.0136072,0.0072021,0.0600305,0.0132407,0.0117506,0.0172088,0.00563379,0.0136955,0.0129335,0.0665287,0.01454,0.0193781,0.00939951,0.0118199,0.00255467,0.00795982,0.0193,0.00544826,0.014003,0.00938964,0.00668838,0.00759468,0,0,0,0,0
913,0,0,0,0,0.0106718,0.00764309,0,0,0.0472467,0.0243675,0.0184813,0.00670216,0,0,0.00356426,0,0.0224859,0.00285727,0.0430229,0.0107014,0.0141438,0.0129303,0.0072149,0.012439,0.00456675,0.0104224,0.013757,0.0625775,0.0109549,0.0157692,0.0108748,0.020164,0.0574468,0.00607975,0.0180277,0.00249666,0.0187142,0.0279991,0.0121394,0.00383228,0.0079775,0,0,0.00524648,0,0.0133838,0.00747586,0.0605572,0.0134648,0.0117767,0.0166822,0.00546193,0.014421,0.0125857,0.0665745,0.0141608,0.0185803,0.00904082,0.0114487,0.00240432,0.00736585,0.0188883,0.00530474,0.0131434,0.00892665,0.00705492,0.00711451,0,0,0,0,0
914,0,0,0,0,0.0101411,0.00796874,0,0,0.0458069,0.0243592,0.0181699,0.00672952,0,0,0.0034275,0,0.0223346,0.00285859,0.0429713,0.0101892,0.0142594,0.0129668,0.00705939,0.0117345,0.00480065,0.00987497,0.0139736,0.0628652,0.0095668,0.0141654,0.00990474,0.019944,0.0553067,0.00571425,0.0180209,0.0024595,0.0183834,0.0272371,0.0120955,0.00402344,0.00800363,0,0,0.00563081,0,0.0132214,0.00767606,0.0608511,0.0136247,0.0117916,0.015952,0.00528127,0.0156803,0.0121315,0.0665511,0.0136964,0.0176899,0.00872929,0.0110877,0.0021318,0.00673353,0.0185794,0.00533911,0.0120159,0.00833814,0.00749362,0.00672035,0,0,0,0,0
915,0,0,0,0,0.00967867,0.008271,0,0,0.0439631,0.0243367,0.0178783,0.00677886,0,0,0.00329591,0,0.022164,0.0028353,0.0428689,0.0097467,0.0143627,0.0134452,0.00703363,0.0111251,0.00563091,0.00992931,0.014386,0.0630416,0.0082938,0.0124033,0.00874369,0.0197926,0.0526755,0.00543922,0.0180325,0.00243333,0.0179643,0.0264855,0.0118473,0.00410795,0.00824575,0,0,0.00604602,0,0.0132316,0.00782349,0.0604247,0.0133991,0.0116673,0.0149847,0.00532643,0.0171788,0.0114129,0.066215,0.0129182,0.0166089,0.008127,0.0106592,0.00215569,0.00604512,0.0183224,0.00553231,0.0105567,0.00770777,0.00783384,0.0064872,0,0,0,0,0
916,0,0,0,0,0.00948496,0.00847582,0,0,0.0422028,0.024348,0.0176232,0.00696111,0,0,0.0031423,0,0.0219664,0.0028281,0.0428236,0.00953989,0.0144032,0.0140153,0.00713834,0.0106134,0.00666629,0.010438,0.0146663,0.0630673,0.00716025,0.0108717,0.00789061,0.0196883,0.0503089,0.00525669,0.0180816,0.00237935,0.0175679,0.0256083,0.011362,0.00409878,0.00870235,0,0,0.00654137,0,0.0137354,0.00794673,0.0593993,0.0128282,0.0113737,0.0136075,0.00560186,0.0188304,0.0104916,0.0656379,0.0117611,0.0152862,0.00737269,0.0101426,0.00263073,0.00537099,0.018247,0.00593426,0.00866074,0.00699709,0.00801164,0.00655689,0,0,0,0,0
917,0,0,0,0,0.00887427,0.00820824,0,0,0.040408,0.0244595,0.0173382,0.00707482,0,0,0.0037197,0,0.0218579,0.00321864,0.0428295,0.00967253,0.0145558,0.014826,0.00713174,0.00984023,0.0078805,0.0114428,0.0149884,0.0631417,0.00615572,0.0093824,0.00723386,0.0196537,0.0478565,0.00521709,0.0180789,0.00249026,0.0172735,0.025816,0.0111613,0.00411837,0.00861104,0,0,0.00739373,0,0.0132637,0.00785547,0.0594013,0.0125822,0.0113207,0.0125904,0.00556565,0.0181997,0.00981694,0.0653456,0.0109453,0.0141395,0.00674442,0.0096556,0.00305929,0.00462837,0.0181376,0.00625103,0.00759898,0.00632715,0.00798579,0.00642596,0,0,0,0,0
918,0,0,0,0,0.00808797,0.00806012,0,0,0.038608,0.0245575,0.0170036,0.00701291,0,0,0.00427219,0,0.0217786,0.00360235,0.0428059,0.00995758,0.0147045,0.0157669,0.00702861,0.00902973,0.00915443,0.0127563,0.015359,0.0631629,0.00522157,0.00796469,0.00645737,0.0196323,0.0453262,0.00509845,0.0180776,0.00261451,0.0170046,0.0257656,0.0110545,0.00406613,0.00863217,0,0,0.00824665,0,0.0129192,0.00768327,0.0596731,0.0124746,0.011331,0.0117541,0.00542557,0.0181972,0.00919098,0.0650598,0.0102377,0.0130071,0.00614343,0.00922823,0.0035047,0.0038847,0.0179415,0.00663732,0.00637158,0.00551144,0.00806682,0.00636123,0,0,0,0,0
919,0,0,0,0,0.00718833,0.0079578,0,0,0.0367893,0.0246252,0.0164813,0.0069921,0,0,0.00486178,0,0.0216961,0.0040154,0.0427806,0.0103106,0.0148445,0.0167562,0.00690546,0.00821952,0.0103211,0.0141671,0.0157966,0.0632185,0.00456888,0.00672435,0.00585525,0.0196133,0.0427074,0.00512333,0.0180675,0.00276568,0.0168435,0.0256442,0.0109753,0.00400922,0.00878889,0,0,0.00922541,0,0.0125768,0.0074297,0.0597875,0.0122231,0.0113146,0.0108385,0.00525985,0.018662,0.00849095,0.0646754,0.00936874,0.011919,0.0055044,0.0087381,0.00374603,0.00324673,0.0177334,0.00704618,0.00532373,0.00462964,0.00826833,0.00641047,0,0,0,0,0
920,0,0,0,0,0.00654316,0.00781243,0,0,0.0350279,0.0246926,0.0156845,0.0069534,0,0,0.00537797,0,0.0216624,0.00448418,0.0427699,0.0106591,0.0149319,0.0176314,0.00675466,0.00755122,0.011324,0.0153686,0.0161368,0.0633331,0.00424781,0.00574397,0.00520935,0.0196137,0.0402939,0.00516547,0.018081,0.00292433,0.0165646,0.0252881,0.0107361,0.00395578,0.00919036,0,0,0.0103121,0,0.0125244,0.00710705,0.0598498,0.011711,0.0112821,0.00992639,0.00510853,0.0194885,0.00778259,0.0644227,0.00845222,0.0108476,0.00510573,0.00812964,0.00376108,0.00296555,0.0174633,0.00744196,0.00437288,0.00380399,0.00844233,0.00671264,0,0,0,0,0
921,0,0,0,0,0.00566033,0.00814486,0,0,0.0335353,0.0246906,0.0153205,0.00679737,0,0,0.007664,0,0.0219737,0.00589055,0.0427602,0.0110597,0.0150102,0.0184517,0.00656134,0.00743108,0.0122953,0.0166029,0.016416,0.0633585,0.00426654,0.0049852,0.00463015,0.0196175,0.0375283,0.00666446,0.0181393,0.00337963,0.0162709,0.024052,0.0101007,0.00378418,0.00988163,0,0,0.0114124,0,0.013872,0.00712192,0.0598974,0.0108791,0.0113198,0.00909199,0.00494247,0.0206151,0.00718232,0.064177,0.00760427,0.00988009,0.00488753,0.00748239,0.00372819,0.00289638,0.0167896,0.00798407,0.00293844,0.00282339,0.0093689,0.00733469,0,0,0,0,0
922,0,0,0,0,0.00574188,0.00812939,0,0,0.0322162,0.0247417,0.0150513,0.00678962,0,0,0.00780422,0,0.0219867,0.00604788,0.0427446,0.0116299,0.0149924,0.0187181,0.00637426,0.00731143,0.0128628,0.0173124,0.0163203,0.0634366,0.00433625,0.00478425,0.00445584,0.0196686,0.0356404,0.00656277,0.0181595,0.00343354,0.0158325,0.0229878,0.00962517,0.00372094,0.0110683,0,0,0.0125465,0,0.015415,0.00725621,0.060101,0.0102429,0.0113989,0.0080821,0.00476193,0.0215466,0.00656539,0.0638459,0.0068271,0.00884524,0.00452754,0.00683697,0.00389625,0.00330928,0.0164456,0.00860713,0.0027434,0.00222361,0.0095415,0.00817841,0,0,0,0,0
923,0,0,0,0,0.00600376,0.0078525,0,0,0.0308495,0.0248484,0.0150454,0.00681862,0,0,0.00695511,0,0.0218488,0.00566803,0.0427015,0.0121161,0.0148945,0.0188535,0.00612235,0.00711098,0.013287,0.0178165,0.0161805,0.0634531,0.00459387,0.00485101,0.00429091,0.0197378,0.033973,0.00572279,0.0181593,0.00337962,0.0154936,0.0224932,0.00942094,0.00370259,0.0119216,0,0,0.0138522,0,0.0170954,0.00745618,0.0603989,0.00981859,0.0115529,0.00703802,0.00450386,0.0219574,0.00589737,0.0635605,0.00615122,0.00775917,0.00420811,0.00620595,0.00407805,0.00352482,0.0163058,0.0091807,0.00455074,0.00240709,0.00931599,0.00880391,0,0,0,0,0
924,0,0,0,0,0.00612133,0.00758325,0,0,0.0293621,0.0249232,0.0147784,0.00637961,0,0,0.00726507,0,0.021859,0.00595991,0.0426769,0.0123768,0.014786,0.0190722,0.00583784,0.00739613,0.0137454,0.0183863,0.0160749,0.0633933,0.00509892,0.00508733,0.00399733,0.019781,0.0320393,0.00572255,0.0181705,0.00350054,0.0153682,0.0227988,0.00924029,0.00362516,0.0126043,0,0,0.0141166,0,0.0175261,0.00747357,0.0606147,0.00948787,0.0116452,0.0060304,0.0042896,0.0226885,0.0051422,0.0632524,0.00529091,0.00660822,0.00394987,0.00563495,0.00431578,0.00287156,0.0162075,0.010232,0.00565487,0.00257838,0.00936598,0.0096014,0,0,0,0,0
925,0,0,0,0,0.00656232,0.00726918,0,0,0.0280871,0.0249916,0.014321,0.00603986,0,0,0.0076962,0,0.0218905,0.00640546,0.0426745,0.0125623,0.0146644,0.018999,0.00549877,0.00804933,0.0140299,0.0186457,0.0158488,0.0633504,0.00565639,0.00558744,0.00393681,0.019834,0.0303678,0.00585906,0.0181789,0.00365788,0.0154361,0.0232698,0.00922544,0.00366908,0.0132623,0,0,0.0137787,0,0.017653,0.00723029,0.0608834,0.00938185,0.0117124,0.00499304,0.00402395,0.0239869,0.00438872,0.0628928,0.00431476,0.00546419,0.00364938,0.00526297,0.00461167,0.00288989,0.0161934,0.011528,0.00617731,0.00289151,0.00941442,0.0104743,0,0,0,0,0
926,0,0,0,0,0.00723771,0.00687246,0,0,0.0267615,0.0250405,0.0136839,0.00574134,0,0,0.00808286,0,0.0219184,0.00679523,0.0426563,0.012737,0.0145692,0.0188403,0.00516899,0.00884193,0.0142149,0.0188001,0.0155108,0.0632221,0.00636007,0.00622515,0.00406674,0.0198957,0.0285763,0.00602667,0.0181784,0.00379769,0.0155816,0.0236966,0.00922511,0.0036416,0.0138937,0,0,0.013308,0,0.0177942,0.00700103,0.06099,0.00930813,0.0117749,0.00391265,0.00376514,0.0257669,0.00365265,0.0624648,0.00332245,0.00435816,0.0034404,0.00499578,0.00476855,0.00334307,0.0162526,0.0129323,0.00666717,0.00335399,0.00932451,0.0113674,0,0,0,0,0
927,0,0,0,0,0.007897,0.00643027,0,0,0.0252455,0.0250897,0.0131129,0.00527054,0,0,0.00843427,0,0.0219306,0.00714156,0.0426399,0.0127576,0.0144957,0.0185629,0.00483755,0.00964556,0.0142458,0.0188066,0.0150131,0.063082,0.00712034,0.00695946,0.00430943,0.0200082,0.026596,0.00603109,0.0181619,0.0039714,0.0146842,0.0240863,0.00861267,0.00357313,0.0144888,0,0,0.0127973,0,0.0178794,0.00680082,0.0610352,0.0085041,0.0118241,0.00324976,0.00354618,0.0277733,0.00303652,0.0622428,0.00274092,0.00354489,0.00376992,0.00438827,0.00506986,0.00413916,0.0153627,0.0143346,0.00708476,0.00388636,0.00914472,0.0122454,0,0,0,0,0
928,0,0,0,0,0.00869516,0.0060038,0,0,0.0239555,0.0251269,0.0128721,0.00480789,0,0,0.00866447,0,0.0219121,0.00740608,0.0426834,0.0130642,0.0144148,0.018006,0.00449042,0.0104224,0.0140995,0.0185166,0.0145398,0.062833,0.00775126,0.00769885,0.00476067,0.0202349,0.0248481,0.00601424,0.0181483,0.0041045,0.0139774,0.0244771,0.00824292,0.00355575,0.0150276,0,0,0.012492,0,0.0180259,0.00667229,0.0611239,0.00802683,0.0119056,0.00258613,0.00332044,0.0295449,0.0025411,0.0620752,0.00210813,0.00290097,0.004253,0.00410644,0.0051777,0.00532893,0.0145927,0.0156055,0.00716939,0.00435226,0.00893816,0.0130727,0,0,0,0,0
929,0,0,0,0,0.00959555,0.00561385,0,0,0.0228449,0.0251439,0.0126935,0.00439287,0,0,0.00886694,0,0.0218934,0.0076182,0.0427819,0.0133848,0.0143439,0.0172194,0.00414086,0.0111965,0.0137694,0.0180178,0.0140852,0.0625026,0.00840791,0.00844766,0.00522955,0.0205356,0.0232376,0.00613751,0.0181412,0.00419724,0.0136401,0.024901,0.00819023,0.00357035,0.0155582,0,0,0.0120771,0,0.0180105,0.00644389,0.0612443,0.00800937,0.0120284,0.00213868,0.00302308,0.0313512,0.0022273,0.0619004,0.00148566,0.00287177,0.00483108,0.00416805,0.00524241,0.00619245,0.0140306,0.0166538,0.00677663,0.00476904,0.00871567,0.0138785,0,0,0,0,0
930,0,0,0,0,0.0105315,0.00525542,0,0,0.0214677,0.0251516,0.0124565,0.00396836,0,0,0.00907729,0,0.0218796,0.00784319,0.0428581,0.0134982,0.0143046,0.0163558,0.00373637,0.011923,0.0134165,0.0175332,0.0130453,0.0620782,0.00917453,0.00923971,0.00570017,0.0208732,0.0214304,0.00614531,0.0181403,0.00428065,0.0124468,0.0252779,0.00775229,0.0035463,0.0160726,0,0,0.0114802,0,0.0178934,0.00615297,0.0612476,0.00742145,0.0121099,0.00221883,0.00267564,0.0331741,0.00211479,0.0618171,0.00130439,0.00335555,0.0057334,0.00403067,0.00570227,0.00697548,0.0128262,0.0174714,0.00633578,0.00519678,0.00842264,0.0146111,0,0,0,0,0
931,0,0,0,0,0.011496,0.00499179,0,0,0.019971,0.0251193,0.0123074,0.00357568,0,0,0.0092692,0,0.0218853,0.00805756,0.0429693,0.013522,0.01428,0.0153259,0.00331197,0.0127449,0.0130363,0.0169237,0.0118527,0.0616308,0.00993799,0.0100499,0.00625192,0.0213056,0.0195589,0.00626745,0.0181568,0.0044171,0.0111292,0.0256064,0.00726764,0.0035141,0.0166089,0,0,0.0107346,0,0.0176797,0.00588901,0.0612383,0.00679668,0.0121888,0.00265985,0.00235207,0.0349336,0.00211726,0.0616666,0.00141052,0.00414744,0.00654577,0.00383089,0.00590594,0.00758194,0.0115125,0.0181419,0.00580462,0.00562174,0.00811823,0.0153388,0,0,0,0,0
932,0,0,0,0,0.01242,0.00477285,0,0,0.0182234,0.0250901,0.0120477,0.00310818,0,0,0.00941985,0,0.0218525,0.00823607,0.0431435,0.0134905,0.0143103,0.014218,0.00291354,0.0135826,0.0126614,0.0162625,0.0107074,0.0611259,0.0107215,0.0108635,0.0068287,0.021805,0.0176026,0.00623848,0.018134,0.00451544,0.00985294,0.0258618,0.00681866,0.00344095,0.0171723,0,0,0.0100776,0,0.017448,0.00573539,0.0612452,0.00638501,0.0122295,0.00342904,0.00204081,0.0363093,0.00246712,0.0614508,0.00190197,0.00519404,0.00708651,0.00377895,0.00657311,0.00796034,0.0102071,0.0186745,0.00539141,0.00599895,0.00778372,0.0160518,0,0,0,0,0
933,0,0,0,0,0.0133604,0.00470567,0,0,0.0166408,0.025037,0.0118545,0.00267746,0,0,0.00955585,0,0.0217704,0.00839467,0.0433668,0.0134201,0.014306,0.0129513,0.00252905,0.0145066,0.0120529,0.0154989,0.00948612,0.0605906,0.0114306,0.0116448,0.00744549,0.0223647,0.0157194,0.00620925,0.0180943,0.00459733,0.00857841,0.0261469,0.00666067,0.0032687,0.0177451,0,0,0.00911846,0,0.0170345,0.00556154,0.0612497,0.00621747,0.0123162,0.00440076,0.0017373,0.037668,0.00335819,0.0612512,0.00266003,0.0064215,0.00774312,0.00392937,0.00693125,0.00837027,0.00884505,0.019022,0.00500376,0.0064256,0.00746982,0.0167812,0,0,0,0,0
934,0,0,0,0,0.0142713,0.00479746,0,0,0.0154818,0.0250079,0.0119364,0.00240461,0,0,0.00967807,0,0.0217485,0.00860706,0.0436303,0.0134978,0.0143787,0.01151,0.00215099,0.0154523,0.0112925,0.0146154,0.00816209,0.0600624,0.0119761,0.0123029,0.00804939,0.0230282,0.0141767,0.00623702,0.0181126,0.00468159,0.00696607,0.0264265,0.00656304,0.00309301,0.0182939,0,0,0.00805647,0,0.0165865,0.00543881,0.0612468,0.00585701,0.0124449,0.00538711,0.0014201,0.0389744,0.00429458,0.0611037,0.00351364,0.00761945,0.00828918,0.0039583,0.0068306,0.00935395,0.00715324,0.0191931,0.00490813,0.00687055,0.00725142,0.0174897,0,0,0,0,0
935,0,0,0,0,0.0151788,0.00502258,0,0,0.0144257,0.0250571,0.012018,0.00186774,0,0,0.00982803,0,0.0218029,0.00882532,0.043885,0.01349,0.0143988,0.0100993,0.00174773,0.0164224,0.0105047,0.0137021,0.00682165,0.0595186,0.012448,0.012897,0.00864612,0.0236613,0.0127161,0.00630724,0.0181763,0.00476644,0.0051401,0.026742,0.00638822,0.00281076,0.0187952,0,0,0.00687916,0,0.0161515,0.0054265,0.0612137,0.00548443,0.0125401,0.00641213,0.00114462,0.0401999,0.00505132,0.06094,0.00448725,0.00885419,0.00885341,0.00392184,0.00697105,0.0102395,0.00527788,0.0192302,0.00518791,0.00729095,0.0071185,0.0181574,0,0,0,0,0
936,0,0,0,0,0.0160919,0.00528917,0,0,0.0133755,0.0251142,0.0121301,0.00137656,0,0,0.0099131,0,0.0217971,0.0089849,0.0441352,0.013613,0.0144296,0.0086961,0.00139979,0.0175302,0.00969168,0.0127737,0.0054849,0.0590167,0.0129309,0.0134703,0.00918704,0.0242719,0.0113951,0.00635889,0.0181876,0.00482195,0.00330863,0.0270602,0.00613843,0.00263192,0.0193501,0,0,0.00592611,0,0.0157314,0.00561347,0.0611705,0.00513276,0.0125704,0.00749074,0.000866899,0.041076,0.00584624,0.0607953,0.00548916,0.0101015,0.00934718,0.00387906,0.00737419,0.0108512,0.00357283,0.0192848,0.0058521,0.00767279,0.00704867,0.018851,0,0,0,0,0
937,0,0,0,0,0.0169556,0.0055742,0,0,0.0124924,0.0251537,0.012279,0.00114026,0,0,0.00992192,0,0.0218164,0.00908062,0.0444142,0.0141723,0.0145084,0.00723722,0.00116358,0.0186423,0.00880891,0.0118169,0.00432924,0.0585002,0.0133409,0.0139259,0.00965708,0.0249328,0.0104693,0.00643574,0.0182155,0.00488259,0.00175122,0.0273091,0.00587437,0.00265114,0.0199396,0,0,0.00520675,0,0.0153038,0.00592795,0.0610976,0.00495997,0.0126341,0.00861299,0.000621341,0.0415989,0.00675775,0.0606913,0.00651659,0.0113862,0.00976232,0.00388639,0.00764827,0.0112854,0.00260888,0.0193913,0.00664461,0.00797613,0.0070497,0.019544,0,0,0,0,0
938,0,0,0,0,0.0177763,0.00597974,0,0,0.0117668,0.0251929,0.0124503,0.000919727,0,0,0.00988412,0,0.0217975,0.00913277,0.0446646,0.0143778,0.014607,0.00589532,0.00117587,0.019703,0.00794324,0.0108748,0.00367021,0.0579795,0.0136878,0.0142844,0.0101872,0.025513,0.00975316,0.00651659,0.0182169,0.0049578,0.00178386,0.0275506,0.0056313,0.0028078,0.0204438,0,0,0.0042861,0,0.0148361,0.00626297,0.0609318,0.00459857,0.0127722,0.00982029,0.000696719,0.0419678,0.00775398,0.0604891,0.00758237,0.0126611,0.010284,0.00402618,0.00780678,0.0117396,0.00313843,0.0193792,0.007607,0.00827403,0.00701425,0.0201521,0,0,0,0,0
939,0,0,0,0,0.018573,0.00640694,0,0,0.0112034,0.0252065,0.0126725,0.000567209,0,0,0.00974494,0,0.0217549,0.00917194,0.0449069,0.0139768,0.0146415,0.00478512,0.00129128,0.0207145,0.00717078,0.0100119,0.00313776,0.0574814,0.0139135,0.0145398,0.0106472,0.0259899,0.00924131,0.00651019,0.0182135,0.00497915,0.00354551,0.0277658,0.00564647,0.00297351,0.0208673,0,0,0.00334395,0,0.0142817,0.00660808,0.0607399,0.00402039,0.0129389,0.0109915,0.000912574,0.0420845,0.00878973,0.060253,0.0086243,0.0138785,0.0110256,0.00426498,0.00794299,0.0124442,0.00488205,0.0193109,0.00850018,0.00854513,0.00694922,0.0206558,0,0,0,0,0
940,0,0,0,0,0.0192587,0.0067912,0,0,0.0108715,0.0252237,0.0128436,0.000643796,0,0,0.00944564,0,0.0217794,0.00909908,0.0451754,0.0135402,0.0146504,0.00390492,0.00135514,0.0216044,0.00637921,0.00920612,0.00259254,0.0569727,0.0139864,0.0146291,0.0108708,0.0264976,0.00910594,0.00643843,0.0182491,0.00493765,0.00579206,0.0279066,0.00579433,0.00323969,0.0212638,0,0,0.0026824,0,0.0137355,0.00695715,0.0605598,0.00345875,0.0131236,0.0120371,0.00113404,0.0419876,0.00947255,0.0600834,0.00965679,0.0149735,0.0117788,0.00430444,0.00794108,0.0130514,0.00717785,0.01927,0.0093511,0.00874371,0.00692518,0.0210845,0,0,0,0,0
941,0,0,0,0,0.0198169,0.00717459,0,0,0.0107183,0.0252288,0.0130194,0.00116742,0,0,0.00940599,0,0.0218057,0.0090885,0.0453759,0.0135043,0.0147238,0.00336592,0.00147387,0.0220971,0.00562245,0.00847662,0.00278914,0.0564652,0.0140636,0.0146824,0.0109956,0.0268905,0.00908576,0.00644017,0.0182952,0.00496752,0.00802439,0.0279819,0.00577624,0.00347083,0.0214498,0,0,0.00169677,0,0.0132307,0.00738482,0.0603656,0.00277165,0.0132208,0.0130066,0.00132406,0.0416498,0.0100857,0.0598708,0.0105388,0.0159604,0.012296,0.00438589,0.00767968,0.013377,0.00957401,0.0189801,0.0100715,0.0089357,0.00683332,0.0213364,0,0,0,0,0
