Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x67,x68,x69,x70,x71,x72
838,0,0,0,0,0.0269131,0.00500175,0,0,0.0781414,0.0235988,0.0233354,0.0105094,0,0,0.0111417,0,0.0221917,0.0110919,0.0417537,0.0170915,0.0198157,0.0182022,0.0094894,0.0299075,0.014951,0.0180171,0.0230542,0.0564159,0.0161541,0.0181819,0.01282,0.0292993,0.097624,0.00749239,0.0185289,0.00596287,0.00864467,0.0251475,0.0228892,0.00406319,0.0250138,0,0,0.0269769,0,0.0188291,0.0151843,0.0617593,0.0419335,0.0137317,0.0232237,0.00501627,0.0214013,0.014644,0.0564839,0.0185874,0.0232086,0.0089863,0.00759884,0.00384208,0.00314666,0.0109203,0.0231571,0.0109258,0.00765138,0.0044575,0.0233713,0,0,0,0,0,0
839,0,0,0,0,0.0268786,0.00495795,0,0,0.0781865,0.0236325,0.0232245,0.0104033,0,0,0.0110924,0,0.0221931,0.0110644,0.0417654,0.0170968,0.0198891,0.0182077,0.0095359,0.029891,0.014936,0.0180023,0.0230853,0.0564142,0.0161409,0.0181816,0.0127883,0.0292708,0.0976781,0.00745594,0.0185278,0.00592273,0.00870342,0.025297,0.022957,0.00408131,0.0250507,0,0,0.0270304,0,0.0187648,0.0151887,0.0617331,0.0419537,0.0137174,0.0231926,0.00507386,0.0215655,0.0146569,0.0564889,0.0186031,0.0231812,0.00895913,0.00756847,0.00387083,0.00315834,0.0109208,0.0231336,0.011102,0.00777557,0.00440707,0.0233944,0,0,0,0,0,0
840,0,0,0,0,0.0268787,0.00486324,0,0,0.078225,0.0236422,0.0233055,0.0103755,0,0,0.0110456,0,0.0221932,0.011026,0.0417666,0.0171228,0.0199066,0.0182048,0.00957648,0.029888,0.0149227,0.0179986,0.0231188,0.0563957,0.0161211,0.0181704,0.0127355,0.0292499,0.0977436,0.00747785,0.0185219,0.00588616,0.00868986,0.0253913,0.0230136,0.00407831,0.0251027,0,0,0.0270323,0,0.0187568,0.0152103,0.0617332,0.0420903,0.013708,0.0231704,0.00511633,0.0217108,0.0146535,0.056482,0.0185352,0.0231603,0.00894866,0.00756706,0.00390682,0.00316394,0.0109035,0.0231002,0.0112038,0.00784756,0.00435094,0.0234209,0,0,0,0,0,0
841,0,0,0,0,0.0268732,0.00466903,0,0,0.0782183,0.0236162,0.023238,0.0103902,0,0,0.0109869,0,0.0221947,0.0109704,0.0417706,0.0171406,0.0199113,0.0182154,0.00961236,0.0298953,0.0149355,0.0180128,0.0231669,0.0563779,0.0161074,0.018137,0.0127231,0.0292439,0.0977682,0.0074969,0.0185328,0.00587922,0.00864374,0.0254586,0.0229772,0.00411471,0.025167,0,0,0.0270281,0,0.0187388,0.0152441,0.0617401,0.0421848,0.0137008,0.0231839,0.00516368,0.0218844,0.0146475,0.0564847,0.0185562,0.0231982,0.00898113,0.00758866,0.00389688,0.00315691,0.0109486,0.0230914,0.0112868,0.00787997,0.00428728,0.0234401,0,0,0,0,0,0
842,0,0,0,0,0.0268399,0.00452062,0,0,0.0782819,0.0235907,0.0230569,0.0104219,0,0,0.0109251,0,0.0221995,0.0109118,0.0417852,0.0171264,0.0199104,0.0182276,0.00963668,0.0298917,0.0149774,0.0180319,0.0232004,0.0563677,0.0161196,0.0181302,0.0127402,0.0292404,0.0978055,0.00748915,0.0185366,0.00583973,0.00863192,0.0255075,0.0228882,0.00413855,0.025266,0,0,0.027032,0,0.0187144,0.0152715,0.0617433,0.042023,0.0137071,0.0232238,0.00520243,0.0221054,0.0146606,0.0564706,0.0186654,0.023277,0.00904221,0.00763204,0.00383652,0.0031582,0.0110237,0.0231453,0.0113473,0.00790664,0.00423267,0.023476,0,0,0,0,0,0
843,0,0,0,0,0.026795,0.00437535,0,0,0.0783388,0.0235626,0.0231096,0.0104399,0,0,0.0108787,0,0.0221929,0.0108392,0.0418305,0.0171189,0.0198914,0.0182455,0.00966396,0.0298912,0.0150014,0.0180545,0.023221,0.056357,0.0161312,0.0181419,0.0127384,0.0292111,0.0978467,0.00746331,0.0185392,0.00580228,0.00858755,0.0255643,0.0228999,0.00413311,0.0253776,0,0,0.0270124,0,0.0186557,0.0152592,0.0617775,0.0420508,0.0137231,0.0232088,0.00522702,0.0223714,0.0146268,0.0564537,0.0187056,0.0232822,0.00903988,0.00763732,0.00383723,0.00319736,0.0110079,0.0232139,0.0113737,0.00797532,0.00421312,0.023529,0,0,0,0,0,0
844,0,0,0,0,0.0267677,0.00424525,0,0,0.0783208,0.0235198,0.0233279,0.0104523,0,0,0.0108545,0,0.0221339,0.0108387,0.0418833,0.0171348,0.0199113,0.0182338,0.0096974,0.0298623,0.0149958,0.0180755,0.0232138,0.0563426,0.0161158,0.0181592,0.0127204,0.0291809,0.0978354,0.0074215,0.0185301,0.00581326,0.00846033,0.0256138,0.0228379,0.00415888,0.0255247,0,0,0.0270076,0,0.0186129,0.0152415,0.0618026,0.0418919,0.0137268,0.0232737,0.00524424,0.0226808,0.0146278,0.0564659,0.0187203,0.0233597,0.00911821,0.00768665,0.00379885,0.00329686,0.0109977,0.0232561,0.011386,0.00804275,0.0041498,0.0235987,0,0,0,0,0,0
845,0,0,0,0,0.0267396,0.00438048,0,0,0.0783135,0.0234965,0.0233634,0.0104278,0,0,0.0109337,0,0.0220962,0.0108895,0.0419094,0.0171191,0.0198942,0.01824,0.00966762,0.0297515,0.0149952,0.0180791,0.0232239,0.0563533,0.016101,0.0181777,0.0127354,0.0292099,0.0978417,0.00738682,0.0185404,0.00583242,0.00849528,0.025615,0.0228793,0.00415921,0.0253665,0,0,0.0270504,0,0.0186619,0.0152462,0.0617914,0.0421202,0.0137336,0.0232636,0.00523009,0.0224349,0.0145977,0.0564721,0.0186507,0.023278,0.00907332,0.00766239,0.00382403,0.00330608,0.0110486,0.0231712,0.011431,0.00807583,0.00419918,0.0234675,0,0,0,0,0,0
846,0,0,0,0,0.0267605,0.00450696,0,0,0.0783423,0.0235246,0.023256,0.010413,0,0,0.0109738,0,0.0221102,0.0109123,0.041945,0.017118,0.0198876,0.0182411,0.00964737,0.0296527,0.014976,0.0180153,0.0232236,0.0563534,0.016096,0.0181919,0.0127362,0.0292336,0.0978878,0.00735014,0.018555,0.00584308,0.00856891,0.0255793,0.022838,0.00418996,0.0252648,0,0,0.0270678,0,0.0187037,0.0152454,0.0617748,0.0421122,0.0137149,0.0232623,0.00521736,0.0221887,0.0146306,0.056481,0.0186984,0.0231907,0.0090764,0.00766544,0.00379319,0.0032609,0.01116,0.0231642,0.0114371,0.00806378,0.00421932,0.0233973,0,0,0,0,0,0
847,0,0,0,0,0.0267237,0.00460033,0,0,0.0783619,0.0235726,0.0232799,0.0104056,0,0,0.0109762,0,0.0221429,0.0109156,0.0419212,0.017132,0.0198908,0.0182446,0.00964913,0.0295554,0.0149781,0.0178776,0.0232348,0.0563638,0.016097,0.0181827,0.0127145,0.029236,0.0978959,0.0073247,0.0185721,0.00583633,0.0086656,0.0255385,0.0228114,0.00419317,0.0251472,0,0,0.0270554,0,0.0187351,0.0152454,0.0617637,0.0418879,0.0137058,0.0232286,0.00519766,0.0219751,0.0146584,0.0564849,0.0187227,0.0231782,0.00909672,0.00765755,0.00378606,0.00320314,0.0112303,0.0231946,0.0114286,0.00802876,0.00424852,0.0233178,0,0,0,0,0,0
848,0,0,0,0,0.0266805,0.00463466,0,0,0.0784071,0.0235894,0.0231771,0.0103906,0,0,0.0109923,0,0.0221541,0.0109342,0.0418968,0.0171282,0.0198842,0.018261,0.00966173,0.0294849,0.0149954,0.0178467,0.0232449,0.0563676,0.0161021,0.0181719,0.0126886,0.0292247,0.0978999,0.00728985,0.0185907,0.00586034,0.00869125,0.0254917,0.0228317,0.00418263,0.025051,0,0,0.027048,0,0.0187597,0.0152185,0.0617476,0.0418153,0.0137104,0.0232101,0.00519411,0.0218197,0.0146311,0.0564665,0.0187769,0.0231185,0.00918406,0.00765649,0.00383438,0.00323004,0.0112634,0.0232525,0.0114238,0.00799466,0.00428674,0.0232383,0,0,0,0,0,0
849,0,0,0,0,0.0266514,0.00466942,0,0,0.0784251,0.0235926,0.0231782,0.0103787,0,0,0.0109971,0,0.0221589,0.0109399,0.041894,0.017109,0.0198901,0.0182544,0.00965158,0.0294326,0.014987,0.0178511,0.0232322,0.0563648,0.0161175,0.0181758,0.0127083,0.0292255,0.0978971,0.00727631,0.0186112,0.00588081,0.0087356,0.0254503,0.0228501,0.0041901,0.0249761,0,0,0.0270429,0,0.0188186,0.0151716,0.0617306,0.0418439,0.0137072,0.0231939,0.00519661,0.0216992,0.0146097,0.0564624,0.0187607,0.023072,0.00922871,0.00763768,0.00387906,0.00322896,0.0112788,0.0231858,0.0114225,0.00796345,0.00432397,0.0231922,0,0,0,0,0,0
850,0,0,0,0,0.0266773,0.00470831,0,0,0.0784606,0.0235861,0.0233186,0.0103579,0,0,0.0110781,0,0.02218,0.0109879,0.0419112,0.0171097,0.0199246,0.018227,0.0096523,0.0294175,0.0149595,0.0178174,0.0232166,0.0563489,0.0161225,0.0182124,0.0127478,0.0292367,0.0979767,0.00729758,0.0186227,0.005897,0.0087935,0.0254145,0.0228479,0.00420313,0.0249597,0,0,0.0270268,0,0.0188353,0.0151487,0.0617302,0.0418352,0.013694,0.023173,0.00521691,0.0216261,0.0146286,0.056479,0.0187285,0.0230494,0.00922924,0.00761626,0.00386635,0.00319858,0.011297,0.0231461,0.0114005,0.00793477,0.00433929,0.0232121,0,0,0,0,0,0
851,0,0,0,0,0.0267009,0.00469626,0,0,0.0785259,0.0236014,0.0232548,0.0103265,0,0,0.0111215,0,0.0221792,0.0109965,0.0419192,0.0171182,0.0199416,0.0182206,0.00966002,0.0294181,0.014944,0.0177975,0.0232127,0.0563368,0.0161212,0.0182409,0.0127548,0.0292366,0.0980842,0.00730775,0.0186105,0.00589368,0.00875108,0.0254336,0.0228684,0.00420638,0.0249483,0,0,0.0270217,0,0.0187861,0.0151728,0.0617281,0.0418625,0.0136924,0.0231675,0.00522817,0.0216068,0.0146238,0.0564605,0.0186835,0.023024,0.00921642,0.00762456,0.00387582,0.00320205,0.0113337,0.0231278,0.0113966,0.00796426,0.00432147,0.0232087,0,0,0,0,0,0
852,0,0,0,0,0.0267396,0.0046871,0,0,0.0785052,0.023606,0.0232474,0.0103041,0,0,0.0112192,0,0.0221681,0.0110046,0.0419065,0.0171244,0.0199399,0.0182391,0.00967157,0.0294142,0.0149783,0.0178083,0.0232331,0.0563525,0.0161124,0.0182267,0.0127544,0.0292151,0.0980655,0.00729373,0.0185964,0.00590401,0.00868087,0.0254373,0.0228793,0.00419348,0.0249243,0,0,0.0270306,0,0.0187587,0.0152022,0.0617079,0.0419486,0.01368,0.0231702,0.00522918,0.0215996,0.0146108,0.0564492,0.0187293,0.0230261,0.00921828,0.00762764,0.00387538,0.00319872,0.0113242,0.0230897,0.0113845,0.00799135,0.00431602,0.0231928,0,0,0,0,0,0
853,0,0,0,0,0.0267042,0.0046253,0,0,0.0781362,0.0235799,0.0232917,0.0103155,0,0,0.0111427,0,0.0221481,0.0109586,0.0419294,0.0171376,0.0199144,0.0182435,0.00967615,0.0294304,0.0151105,0.0179578,0.0232668,0.0563753,0.0161097,0.0181553,0.0127327,0.0291685,0.0976117,0.00730698,0.0185864,0.00591756,0.00863743,0.0254489,0.0229109,0.00417335,0.0249115,0,0,0.0270097,0,0.0187335,0.0152234,0.0616682,0.042088,0.0136677,0.0231616,0.00526622,0.0216488,0.0145861,0.0564792,0.0186975,0.0230276,0.00921965,0.00758877,0.00389858,0.00323043,0.0112113,0.0231122,0.0113746,0.00798658,0.00431912,0.0231647,0,0,0,0,0,0
854,0,0,0,0,0.0266838,0.00455539,0,0,0.077718,0.023575,0.02319,0.0103147,0,0,0.0110933,0,0.0221645,0.0109161,0.0419875,0.0171153,0.0198418,0.0182722,0.00964187,0.0294411,0.015293,0.0181198,0.0233118,0.0564068,0.0161038,0.0180698,0.0127109,0.0291488,0.0971291,0.00734832,0.0185999,0.00592654,0.00868486,0.0254446,0.0229576,0.00414744,0.0249537,0,0,0.0269879,0,0.0187174,0.0152513,0.0616751,0.0420262,0.0136905,0.0231361,0.00530188,0.0217483,0.0145528,0.0565137,0.0186163,0.0230346,0.00919924,0.00754709,0.00393597,0.00326573,0.0110906,0.0231378,0.0113629,0.00797138,0.00430967,0.0231844,0,0,0,0,0,0
855,0,0,0,0,0.0266734,0.00452645,0,0,0.0777471,0.0235537,0.0232952,0.0103267,0,0,0.0110513,0,0.0221768,0.0108734,0.0419973,0.0171186,0.0198622,0.0182527,0.00968456,0.0294823,0.0152694,0.0180633,0.0232894,0.0563781,0.0161083,0.0180669,0.0127006,0.0291557,0.097194,0.00740315,0.018592,0.00592315,0.00863761,0.0254309,0.0228971,0.00413926,0.0250327,0,0,0.0269761,0,0.0187076,0.0152129,0.0617408,0.0419673,0.0137041,0.0231653,0.00531254,0.0218698,0.0145745,0.0565142,0.0186819,0.0231331,0.00925778,0.0075857,0.00388932,0.00325605,0.0111552,0.0231264,0.0113254,0.00796044,0.00426741,0.0232203,0,0,0,0,0,0
856,0,0,0,0,0.02669,0.00454313,0,0,0.0773419,0.0235143,0.0232986,0.0103298,0,0,0.0109764,0,0.0221804,0.010828,0.042072,0.0170796,0.0197863,0.0183083,0.00967341,0.0295606,0.0154443,0.0182482,0.023319,0.0564393,0.016073,0.0179482,0.0126625,0.029145,0.0967197,0.0075187,0.018565,0.00588932,0.00851313,0.0254354,0.0227962,0.00412438,0.0251277,0,0,0.0269728,0,0.0186844,0.0151858,0.0617365,0.0419242,0.0137336,0.0232262,0.00530663,0.0220534,0.0146337,0.0565033,0.0187077,0.0232972,0.00934264,0.00761463,0.00381508,0.00324248,0.0111466,0.0231959,0.0112839,0.00794886,0.00418566,0.0232722,0,0,0,0,0,0
857,0,0,0,0,0.0266885,0.00445691,0,0,0.0771406,0.0234846,0.023243,0.0103499,0,0,0.0108928,0,0.0221811,0.0107754,0.0421078,0.0170664,0.0197427,0.0183493,0.00967253,0.0296476,0.0155309,0.0184519,0.0233456,0.0564712,0.016051,0.0179024,0.0126428,0.0291226,0.096491,0.00755488,0.0185566,0.00582593,0.00847995,0.0254701,0.0227758,0.00413694,0.0252481,0,0,0.0269713,0,0.0186591,0.0151999,0.0617148,0.0417316,0.0137488,0.0232466,0.00533657,0.0222819,0.0146741,0.0564923,0.0188471,0.0233618,0.0093551,0.00763421,0.00379297,0.00325205,0.0110954,0.0232648,0.0112782,0.00795371,0.00414955,0.0233457,0,0,0,0,0,0
858,0,0,0,0,0.0266667,0.00428318,0,0,0.0772183,0.0234547,0.0231565,0.0103721,0,0,0.0108923,0,0.0221818,0.0107763,0.0420901,0.0170493,0.0197374,0.018347,0.00967131,0.0296078,0.0155252,0.0185077,0.0233614,0.0564623,0.0160428,0.0179346,0.0126599,0.0291074,0.096552,0.00758732,0.018586,0.00580602,0.0085063,0.0255174,0.0228248,0.00413944,0.0253216,0,0,0.027017,0,0.0186571,0.0152176,0.0617192,0.0416888,0.0137571,0.0232363,0.00539165,0.0225065,0.0146768,0.0564787,0.0188176,0.0233297,0.00933378,0.00762192,0.00384066,0.00326444,0.0110533,0.0232831,0.0113607,0.00803715,0.00409779,0.0233772,0,0,0,0,0,0
859,0,0,0,0,0.0266994,0.00411317,0,0,0.0772515,0.0234218,0.0231673,0.0103887,0,0,0.01082,0,0.0221668,0.0107235,0.0420866,0.0170503,0.0197576,0.0183471,0.00969154,0.029681,0.0155256,0.0185041,0.0233529,0.0564372,0.016043,0.0179361,0.0126491,0.0290799,0.0965618,0.00763981,0.0185844,0.00581739,0.00849382,0.0255096,0.0229052,0.00413957,0.0255026,0,0,0.0270447,0,0.0186228,0.0152353,0.061742,0.0417503,0.01375,0.0232133,0.00545081,0.0227898,0.0146761,0.0564898,0.0185111,0.0233157,0.00928971,0.007583,0.00392275,0.00328866,0.0109039,0.0233582,0.0113309,0.00804953,0.00403636,0.0234849,0,0,0,0,0,0
860,0,0,0,0,0.0266487,0.00412221,0,0,0.0772036,0.0234201,0.0230683,0.0103236,0,0,0.0107857,0,0.0221528,0.0106923,0.0420733,0.0171474,0.0197142,0.0183542,0.00965861,0.0296751,0.0155448,0.0184673,0.0233725,0.0564503,0.0160716,0.0179353,0.0126529,0.0290994,0.0965027,0.00770809,0.0185724,0.00581142,0.00863069,0.0254859,0.0230033,0.00413511,0.025386,0,0,0.0270816,0,0.0186353,0.0152472,0.0617465,0.0419584,0.01378,0.0231621,0.00547369,0.0225997,0.0146214,0.0564815,0.0183123,0.0232402,0.00920274,0.00753519,0.00393574,0.00322217,0.0109584,0.0233139,0.0113465,0.00804653,0.00411059,0.0234171,0,0,0,0,0,0
861,0,0,0,0,0.0266415,0.00422949,0,0,0.0773636,0.0234308,0.0231273,0.0103622,0,0,0.0108376,0,0.0221703,0.0107347,0.0420486,0.0173767,0.0197587,0.0183431,0.00967831,0.0296781,0.0154514,0.0182789,0.0233457,0.056424,0.0160923,0.0179885,0.0126697,0.0291228,0.096733,0.00770458,0.0185744,0.00580352,0.00871151,0.0254056,0.023021,0.00418696,0.0253209,0,0,0.0271308,0,0.0186645,0.0152493,0.0617445,0.0421225,0.0137682,0.0231395,0.00549929,0.0224007,0.0146197,0.0565048,0.0182805,0.0232389,0.00917463,0.00747958,0.00389597,0.00314667,0.010951,0.023292,0.0112979,0.00797661,0.00420923,0.0234104,0,0,0,0,0,0
862,0,0,0,0,0.0266163,0.00431369,0,0,0.0779612,0.023453,0.0234026,0.0104981,0,0,0.0108501,0,0.0221663,0.0107588,0.0419618,0.0174195,0.0198645,0.0182826,0.00971636,0.0296186,0.0151885,0.0180605,0.0233075,0.0563411,0.0161137,0.0181299,0.0126861,0.0291621,0.0974729,0.0075996,0.0185822,0.00580674,0.00882018,0.0253336,0.0230756,0.00423147,0.0252133,0,0,0.0271304,0,0.0187027,0.0152432,0.0617536,0.0423822,0.0137591,0.0231088,0.00551998,0.0222309,0.0145932,0.0565028,0.0182916,0.0231733,0.00911409,0.00747136,0.00389735,0.00310586,0.0110723,0.0232646,0.0112893,0.0079425,0.00427347,0.0233616,0,0,0,0,0,0
863,0,0,0,0,0.0266088,0.0044661,0,0,0.0782542,0.0234664,0.0234669,0.0105363,0,0,0.0109015,0,0.0221575,0.0107953,0.0419338,0.0174685,0.0198898,0.018257,0.00970051,0.0295502,0.0150572,0.0180991,0.0232992,0.0563052,0.0161149,0.0181981,0.0126944,0.0291967,0.097831,0.00754787,0.0185851,0.00584999,0.00895806,0.0252907,0.0231176,0.00424542,0.0251091,0,0,0.0271314,0,0.0187411,0.0152262,0.0617786,0.0423619,0.0137656,0.0230989,0.00557577,0.0221248,0.0145835,0.0565069,0.0183223,0.0231466,0.0090939,0.00748175,0.00390603,0.00308357,0.01115,0.0232325,0.011292,0.00793295,0.00432127,0.023308,0,0,0,0,0,0
864,0,0,0,0,0.0265965,0.00474988,0,0,0.0782584,0.0234607,0.0234012,0.0105403,0,0,0.0109436,0,0.0221505,0.0108201,0.0419248,0.0172574,0.0198738,0.0182173,0.00967364,0.0294963,0.01503,0.0181489,0.0232869,0.0562963,0.0161154,0.0182142,0.0127145,0.029182,0.0978365,0.00751541,0.0185872,0.00587531,0.00906024,0.0252611,0.023127,0.00425225,0.0250523,0,0,0.0271318,0,0.0187724,0.0152157,0.0617984,0.0423333,0.0137895,0.0231103,0.00564091,0.0220554,0.0146023,0.0565135,0.0183318,0.0231545,0.00912261,0.00748012,0.00388615,0.00304689,0.0111682,0.0232007,0.0112916,0.00790097,0.00435119,0.0232583,0,0,0,0,0,0
865,0,0,0,0,0.0266014,0.0048514,0,0,0.0782488,0.0234669,0.0234243,0.0105376,0,0,0.0109675,0,0.0221461,0.0108445,0.0419426,0.0171348,0.0198465,0.0181996,0.00964367,0.0294611,0.0150271,0.0181684,0.0232869,0.0562862,0.0161093,0.0181875,0.0127375,0.0291787,0.0977839,0.00751226,0.0185896,0.00587103,0.00913077,0.0252517,0.0231542,0.00423991,0.0249934,0,0,0.0271312,0,0.0187933,0.0152019,0.0617903,0.0423562,0.0138159,0.0231081,0.00569188,0.0220118,0.0146285,0.0565063,0.0183038,0.0231811,0.00911566,0.00743971,0.00387981,0.00297855,0.0111458,0.0231819,0.011287,0.00786011,0.0043852,0.0232159,0,0,0,0,0,0
866,0,0,0,0,0.0265755,0.00486184,0,0,0.0782134,0.0234927,0.0233225,0.0105242,0,0,0.0109716,0,0.0221218,0.0108508,0.0419671,0.0171083,0.0198219,0.0182407,0.00962508,0.0294082,0.0150361,0.0181977,0.0233385,0.0562651,0.0161148,0.0181442,0.0127269,0.0292087,0.0977874,0.00750958,0.0185764,0.00585917,0.00917183,0.025272,0.023176,0.0042387,0.0249687,0,0,0.0271153,0,0.0188057,0.0151851,0.0617639,0.0423185,0.0138322,0.0231113,0.00576935,0.0220309,0.0146229,0.0564996,0.0182842,0.0232274,0.00911462,0.00740089,0.00388256,0.00294923,0.011116,0.0231604,0.0112789,0.0078395,0.00443143,0.0232012,0,0,0,0,0,0
867,0,0,0,0,0.0265445,0.0048655,0,0,0.0781648,0.023496,0.0233087,0.0105211,0,0,0.0109759,0,0.0221036,0.0108416,0.0419707,0.0171065,0.0198137,0.0182886,0.00960766,0.02936,0.0150739,0.0182436,0.0234626,0.0562565,0.0161111,0.0181061,0.0126959,0.0292329,0.0978245,0.00746375,0.0185731,0.00585374,0.00922576,0.0252627,0.0231887,0.00423992,0.0249599,0,0,0.0270822,0,0.0188119,0.0151475,0.0617632,0.0423801,0.0138457,0.0231063,0.0058049,0.0220513,0.0146106,0.0565139,0.0182948,0.0232764,0.00910887,0.00736802,0.00388071,0.00292058,0.0111465,0.0231161,0.0112522,0.00781875,0.00447456,0.0232089,0,0,0,0,0,0
868,0,0,0,0,0.0264396,0.0047723,0,0,0.0781367,0.0234844,0.0233843,0.0105492,0,0,0.0103697,0,0.0220582,0.0104953,0.0419594,0.0170982,0.01983,0.018267,0.0096322,0.0294855,0.0150752,0.0182738,0.0235894,0.0562391,0.0161125,0.0181182,0.0127184,0.0292396,0.0978265,0.00731485,0.0185649,0.00576522,0.00939825,0.0252759,0.0232616,0.0042721,0.0249649,0,0,0.0270016,0,0.0187321,0.0151342,0.0617576,0.0424279,0.0138816,0.0230696,0.00586105,0.0221933,0.0146016,0.0565004,0.0183215,0.0232183,0.00906726,0.00735331,0.00394402,0.00288352,0.0113192,0.0231443,0.0112016,0.00779191,0.0044249,0.0232204,0,0,0,0,0,0
869,0,0,0,0,0.0263663,0.00471048,0,0,0.0781208,0.0234678,0.0232852,0.0105827,0,0,0.0101775,0,0.0220654,0.0103522,0.0419699,0.017058,0.0198363,0.0182464,0.00965454,0.0294554,0.0150777,0.0183165,0.0234979,0.0562321,0.0161184,0.0181217,0.0127118,0.0292243,0.097831,0.00724076,0.018576,0.00571128,0.00945651,0.0252319,0.0232957,0.00430123,0.0249934,0,0,0.0269165,0,0.0187281,0.0151564,0.0617718,0.0424374,0.0138814,0.0230593,0.00589328,0.0223179,0.0146222,0.0565197,0.0183227,0.0232078,0.00907046,0.007351,0.00404311,0.00287466,0.0113604,0.0230875,0.011125,0.00775038,0.00442106,0.0232366,0,0,0,0,0,0
870,0,0,0,0,0.0262802,0.00463453,0,0,0.0781948,0.0234529,0.0232402,0.0105873,0,0,0.0099434,0,0.0220575,0.0101383,0.0420024,0.0170153,0.0198264,0.0182152,0.00966908,0.0294882,0.015103,0.0183563,0.023522,0.0562174,0.0161354,0.0181192,0.0126911,0.0292023,0.0978766,0.007102,0.018572,0.00561158,0.00948059,0.025189,0.0233356,0.00431871,0.0250732,0,0,0.0268289,0,0.0187731,0.0152559,0.0618075,0.0425129,0.0138855,0.0230562,0.00591914,0.0224963,0.0146422,0.0565538,0.0183146,0.0231746,0.00904837,0.00735296,0.0040594,0.00284877,0.0113741,0.0228541,0.0110159,0.00770704,0.00440997,0.0232634,0,0,0,0,0,0
871,0,0,0,0,0.0261776,0.00454993,0,0,0.0782098,0.0233957,0.0232918,0.0105921,0,0,0.00971184,0,0.0220277,0.00997518,0.0420419,0.0169959,0.0198006,0.0182063,0.00968723,0.0295531,0.0151624,0.0184178,0.0236757,0.0561999,0.0161147,0.0180718,0.0126674,0.0291744,0.097901,0.00702286,0.0185717,0.005512,0.00949093,0.0251619,0.0233745,0.00433575,0.0251562,0,0,0.0267656,0,0.0187703,0.0152331,0.0618464,0.0425522,0.0139044,0.0230652,0.00594641,0.022707,0.0146454,0.0565748,0.0183673,0.0231131,0.00903069,0.00734211,0.00397699,0.00282058,0.0113345,0.0226897,0.0109407,0.00766002,0.00440606,0.0232698,0,0,0,0,0,0
872,0,0,0,0,0.0260657,0.00440951,0,0,0.0782205,0.0233408,0.0233595,0.0106064,0,0,0.00951495,0,0.022032,0.00986624,0.0420907,0.0169724,0.0197667,0.0182658,0.00969287,0.0295822,0.0152177,0.0185093,0.0236481,0.0561625,0.0160662,0.0179975,0.0126275,0.0291526,0.0979438,0.00709588,0.0185906,0.00546214,0.00945201,0.0251184,0.0233737,0.00433392,0.0252028,0,0,0.0267178,0,0.0187501,0.0150903,0.0618777,0.0425595,0.0139393,0.0230911,0.00596443,0.0229009,0.0146458,0.0565791,0.0185407,0.023024,0.00906179,0.00732348,0.0039215,0.00279951,0.0112543,0.0225323,0.0108819,0.00759887,0.00439422,0.0232566,0,0,0,0,0,0
