Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x67,x68,x69,x70,x71,RTIBA,RTIBI
All Timesteps RMSE,0,0,0,0,0.0162528,0.00569646,0,0,0.0323961,0.0199516,0.0183062,0.00754544,0,0,0.010616,0,0.0216016,0.00654847,0.0429204,0.022215,0.0157973,0.0225049,0.00742309,0.0193962,0.0129309,0.0193964,0.0208581,0.0590309,0.0171476,0.0176315,0.0123283,0.0256351,0.0400854,0.0108078,0.0185201,0.00341358,0.0231065,0.0238992,0.0129853,0.00506768,0.0160396,0,0,0.020956,0,0.0153866,0.0134226,0.0608656,0.014513,0.0139677,0.0216936,0.00557563,0.0367518,0.0155575,0.0615769,0.0169673,0.0247834,0.0155668,0.015786,0.0248727,0.0127097,0.01058,0.00715656,0.00470333,0.0159079,0,0,0,0,0,0.0128125,0.0076899
0,0,0,0,0,0.0115956,0.00852687,0,0,0.0481225,0.0208777,0.0208667,0.00808446,0,0,0.0176398,0,0.0214208,0.00844794,0.0453784,0.0191331,0.0184459,0.0213746,0.00861331,0.0200829,0.00940813,0.0142477,0.023609,0.0498976,0.0119983,0.013195,0.0100954,0.0271535,0.057696,0.0188681,0.0192298,0.00170571,0.0224728,0.0275937,0.0213484,0.00850733,0.0119148,0,0,0.00548195,0,0.0156177,0.00839155,0.06151,0.028958,0.0157074,0.0238847,0.00524895,0.0236192,0.0160045,0.0576521,0.0186506,0.0265129,0.0136778,0.00978424,0.0217653,0.0109102,0.0122969,0.00539371,0.00701779,0.0117315,0,0,0,0,0,0,0
1,0,0,0,0,0.0113542,0.00865995,0,0,0.0481037,0.0209107,0.020798,0.00810273,0,0,0.0184466,0,0.0213982,0.00892853,0.0453045,0.0189646,0.0183937,0.0213705,0.00861243,0.0198024,0.00944434,0.0142327,0.0236401,0.0499098,0.0120147,0.013206,0.0101183,0.0272205,0.0578661,0.0195726,0.0192315,0.00190871,0.0222816,0.0267148,0.0212651,0.00849562,0.0116272,0,0,0.0054458,0,0.0154877,0.00807465,0.0614738,0.0289784,0.015726,0.0238755,0.00529258,0.0236385,0.0160163,0.05756,0.0187801,0.0263041,0.013699,0.00973004,0.0215272,0.0116873,0.0136634,0.00451448,0.0072931,0.0115046,0,0,0,0,0,0,0
2,0,0,0,0,0.0115223,0.00849422,0,0,0.048138,0.0209194,0.0207387,0.00813335,0,0,0.0177266,0,0.0214056,0.00849645,0.0452551,0.0188593,0.0185019,0.0213379,0.00873471,0.0200544,0.00938732,0.0141771,0.0234231,0.0498629,0.0120088,0.0131992,0.0101069,0.0272212,0.0579803,0.0191616,0.0191979,0.00170725,0.0220167,0.0275607,0.0211444,0.00858662,0.0118063,0,0,0.00547709,0,0.0155789,0.00826237,0.061448,0.0289742,0.0157772,0.0239016,0.00536505,0.0234881,0.0160314,0.0573985,0.0188214,0.0262856,0.0137361,0.00967913,0.0211509,0.0109225,0.0122353,0.00527996,0.00704521,0.0118253,0,0,0,0,0,0,0
3,0,0,0,0,0.0114912,0.00853347,0,0,0.0482044,0.0209877,0.020722,0.00810397,0,0,0.0168936,0,0.0213556,0.0080108,0.0452156,0.0187964,0.0185432,0.0213272,0.00876017,0.0199994,0.00938941,0.0141671,0.0230776,0.0498401,0.0120006,0.0131805,0.0100878,0.0271971,0.0580446,0.0184222,0.0191529,0.00147649,0.0217953,0.0279088,0.0211236,0.00861375,0.0121093,0,0,0.00546394,0,0.0159101,0.00831977,0.0614867,0.0289817,0.0157813,0.0239059,0.00537955,0.0237371,0.0160243,0.0573093,0.0186867,0.0263844,0.0137245,0.00962762,0.0208028,0.0106248,0.0114433,0.00575812,0.00697815,0.0119175,0,0,0,0,0,0,0
4,0,0,0,0,0.0114539,0.00857833,0,0,0.0482734,0.0210092,0.0207263,0.00809258,0,0,0.0161136,0,0.0213515,0.00756819,0.0451998,0.0187606,0.0185458,0.0213805,0.00864043,0.0197587,0.00944053,0.0142173,0.0230763,0.0498327,0.0119589,0.0131266,0.0100659,0.0271262,0.0581036,0.0177771,0.0191401,0.00131329,0.0215663,0.0280199,0.0211464,0.00862366,0.0123182,0,0,0.00546443,0,0.0162348,0.00828267,0.0616631,0.0290629,0.0158175,0.0238489,0.00542269,0.0239875,0.0159647,0.0572858,0.0185576,0.0264782,0.0136525,0.00948991,0.0204931,0.0104494,0.0109041,0.00604082,0.00693109,0.0119004,0,0,0,0,0,0,0
5,0,0,0,0,0.0114824,0.00857424,0,0,0.0483418,0.021001,0.0208061,0.00816129,0,0,0.0154125,0,0.0213661,0.00719707,0.0451596,0.018754,0.0185428,0.0214115,0.00832934,0.0194186,0.00938401,0.014222,0.0232565,0.0498404,0.0119293,0.0131209,0.0101033,0.027028,0.0581937,0.0172087,0.0191417,0.00121763,0.0212704,0.0280987,0.021305,0.00861714,0.0124445,0,0,0.00544771,0,0.0164225,0.0082396,0.061966,0.0292314,0.0158672,0.0237392,0.00546524,0.0242065,0.0158845,0.0572854,0.0184447,0.0263266,0.0135309,0.00923919,0.0200912,0.0103022,0.010533,0.00624084,0.00685992,0.0118277,0,0,0,0,0,0,0
6,0,0,0,0,0.0116105,0.00852234,0,0,0.0483885,0.0210226,0.0208746,0.00826395,0,0,0.0147678,0,0.0213957,0.00684471,0.0450813,0.0187345,0.0185465,0.0213766,0.00827881,0.0191005,0.009299,0.0141729,0.0231675,0.0498639,0.0119472,0.0131482,0.0101634,0.0270273,0.0582311,0.0166889,0.0191744,0.0011239,0.021061,0.0282864,0.021373,0.00863747,0.0125256,0,0,0.00540509,0,0.0164487,0.00824727,0.0620367,0.0292927,0.0158851,0.0236185,0.00549953,0.0243819,0.0158717,0.0572622,0.018295,0.0261331,0.0134764,0.00909676,0.0198124,0.0101429,0.0102744,0.00645228,0.00675934,0.0117723,0,0,0,0,0,0,0
7,0,0,0,0,0.0118997,0.00894442,0,0,0.0484957,0.0207146,0.021112,0.00868674,0,0,0.0140845,0,0.0216278,0.00661016,0.0447636,0.0186182,0.0191098,0.0212347,0.00862564,0.0182758,0.00913082,0.0141413,0.0232287,0.050318,0.0123723,0.013486,0.0105532,0.027434,0.0583531,0.0160875,0.0190749,0.00120003,0.0160938,0.0278466,0.0163697,0.00946032,0.0129964,0,0,0.00534982,0,0.0168365,0.00808405,0.0613274,0.0235488,0.0166569,0.0255577,0.00568437,0.0244806,0.0170873,0.0575643,0.0198077,0.0277378,0.0166894,0.0131263,0.0150754,0.0100392,0.00996967,0.0064794,0.00730932,0.0123303,0,0,0,0,0,0.00952974,0
8,0,0,0,0,0.0118034,0.00895942,0,0,0.0485328,0.0207508,0.0210984,0.00869091,0,0,0.0136371,0,0.0215674,0.00636424,0.044744,0.0186543,0.0191704,0.021148,0.0086793,0.0179785,0.00913215,0.0141077,0.0232554,0.050259,0.0123817,0.0134845,0.0105245,0.0274112,0.0583671,0.0157104,0.0191345,0.00112057,0.0162238,0.0279715,0.0164715,0.00948015,0.0130293,0,0,0.0053563,0,0.0169325,0.0082109,0.0612743,0.0236105,0.0165633,0.025354,0.00557691,0.0245643,0.0169063,0.0576651,0.0197359,0.0276742,0.0165494,0.0130532,0.0151985,0.0100024,0.00991507,0.0066621,0.00732911,0.0121851,0,0,0,0,0,0.00930693,0
9,0,0,0,0,0.0117465,0.00898436,0,0,0.0484584,0.0207713,0.0209628,0.00864526,0,0,0.0132378,0,0.0215699,0.0061107,0.0446887,0.0187045,0.0191903,0.0211618,0.00865726,0.0178028,0.00911205,0.0141092,0.0232604,0.0502105,0.0123456,0.0134028,0.0104451,0.0274075,0.0583272,0.015378,0.0191892,0.00104905,0.016343,0.0281164,0.0164678,0.00942003,0.0130389,0,0,0.0052938,0,0.0169863,0.00828631,0.0611755,0.0235833,0.0164347,0.0251919,0.00550823,0.0245477,0.0168563,0.0577753,0.0197736,0.0276892,0.0164565,0.0130167,0.0153518,0.00993584,0.00997214,0.00688329,0.00730089,0.0120162,0,0,0,0,0,0.00923214,0
10,0,0,0,0,0.0116837,0.00896473,0,0,0.0483336,0.0207945,0.0208237,0.00859016,0,0,0.012853,0,0.0215748,0.00589805,0.0446308,0.0187127,0.0192069,0.0212108,0.00863363,0.0176543,0.00898005,0.0140978,0.0232908,0.0501726,0.0123355,0.0133352,0.0103639,0.0274346,0.0582251,0.0150442,0.0192082,0.000986751,0.0163292,0.0282429,0.0164039,0.00932947,0.0130382,0,0,0.00516836,0,0.0170124,0.00831798,0.0611628,0.0235365,0.0163503,0.0250815,0.00547225,0.0244538,0.0168948,0.0577981,0.0197539,0.0277049,0.0163834,0.0129867,0.015406,0.00982597,0.00998708,0.00702894,0.00723615,0.0118388,0,0,0,0,0,0.0091815,0
11,0,0,0,0,0.0115946,0.00888842,0,0,0.0482973,0.0208223,0.0207676,0.00859766,0,0,0.0125019,0,0.021568,0.00571501,0.04459,0.0186864,0.0192448,0.0212104,0.00866949,0.0174952,0.00883606,0.014032,0.0232627,0.0501415,0.0123605,0.0133393,0.0103478,0.0275418,0.0581066,0.0147292,0.0191883,0.00094964,0.0162197,0.0283214,0.01643,0.00924112,0.0130202,0,0,0.00503473,0,0.0170547,0.00832244,0.0611995,0.0235161,0.0162852,0.0250034,0.00534373,0.0243875,0.016968,0.0577219,0.0197124,0.0277089,0.0163246,0.0129403,0.015357,0.00967613,0.0100004,0.00712248,0.00713313,0.0116909,0,0,0,0,0,0.00908551,0
12,0,0,0,0,0.0115077,0.00871107,0,0,0.0482611,0.0208381,0.0207717,0.00862704,0,0,0.0120061,0,0.021552,0.00549529,0.0445411,0.0187048,0.0192559,0.0212418,0.00877997,0.0172914,0.00875972,0.0140082,0.0232891,0.0501142,0.012326,0.0133144,0.0103473,0.0275649,0.0580509,0.0143806,0.0191702,0.000926728,0.0162191,0.0283584,0.0164339,0.00913448,0.0129638,0,0,0.00488183,0,0.0170914,0.0082812,0.0612584,0.0234384,0.0161955,0.024927,0.00529132,0.0242775,0.0170048,0.0577081,0.0195592,0.0277513,0.0162865,0.0129316,0.0153612,0.00952997,0.0100536,0.00716359,0.00690449,0.0115531,0,0,0,0,0,0.00900812,0
13,0,0,0,0,0.0113544,0.00842599,0,0,0.0481698,0.0208333,0.0207238,0.00853029,0,0,0.0115451,0,0.021481,0.00533094,0.0444617,0.0187335,0.0192471,0.0213207,0.00892745,0.0170704,0.00880193,0.014004,0.0233519,0.0500856,0.012274,0.0132325,0.0103126,0.0275452,0.0579483,0.0140463,0.0191439,0.000941934,0.016294,0.0284967,0.0163971,0.00900542,0.0128417,0,0,0.00466967,0,0.0170402,0.00825085,0.0613158,0.0233275,0.0161058,0.0248632,0.00526714,0.0241298,0.0170018,0.0577429,0.0194221,0.0277438,0.0162175,0.0129334,0.0154952,0.0093935,0.0100695,0.00717917,0.00658637,0.0113739,0,0,0,0,0,0.00894378,0
14,0,0,0,0,0.0111607,0.00813109,0,0,0.0479623,0.0208304,0.0205785,0.00829138,0,0,0.0112343,0,0.0214173,0.0051559,0.0443942,0.018687,0.0192216,0.0213765,0.00911135,0.0168263,0.00897749,0.0139612,0.023384,0.0500602,0.0122548,0.0131227,0.0102516,0.0276387,0.0576968,0.0137318,0.0191022,0.00097589,0.0163383,0.0286523,0.0163296,0.0088751,0.0126857,0,0,0.00447397,0,0.0169155,0.00817554,0.0613601,0.0231873,0.0160487,0.0248006,0.00501411,0.024019,0.0169786,0.0577313,0.0193295,0.0277062,0.0161482,0.0129307,0.015557,0.00922086,0.0100278,0.0071691,0.00623734,0.011196,0,0,0,0,0,0.00888521,0
15,0,0,0,0,0.0110498,0.00795283,0,0,0.0477888,0.0207677,0.0205877,0.00820961,0,0,0.0110634,0,0.0213882,0.00500277,0.0443362,0.0185963,0.0192253,0.0213299,0.00923083,0.0166403,0.00895968,0.0138442,0.0233317,0.0500184,0.0122727,0.0131282,0.0102802,0.0277237,0.0574723,0.0135551,0.0190613,0.00101136,0.0163005,0.0287233,0.0162263,0.00876774,0.012614,0,0,0.00436121,0,0.0168442,0.00808155,0.061325,0.0229901,0.0160406,0.0246631,0.00442506,0.0238826,0.016945,0.0577257,0.0193347,0.0276198,0.0160958,0.0129281,0.0155897,0.00907723,0.0100113,0.00715549,0.00601608,0.0110858,0,0,0,0,0,0.00876785,0
16,0,0,0,0,0.0112242,0.00807989,0,0,0.0477626,0.0206949,0.0206438,0.00807753,0,0,0.0109827,0,0.0214035,0.00493319,0.0443077,0.0185992,0.019318,0.0213397,0.00903747,0.0168029,0.00885975,0.0137892,0.023284,0.0499076,0.0121307,0.0130631,0.0102176,0.0275628,0.0574276,0.0136713,0.0190214,0.00108291,0.0162498,0.0287375,0.0160786,0.00871697,0.0127408,0,0,0.00438795,0,0.016857,0.00811531,0.0612352,0.0227103,0.015961,0.024564,0.00404818,0.023603,0.0169412,0.0577891,0.0193048,0.0275896,0.0160868,0.0129742,0.0155803,0.00898772,0.0100706,0.00721928,0.00613518,0.0111471,0,0,0,0,0,0.0085739,0
17,0,0,0,0,0.0113439,0.00815724,0,0,0.047723,0.0206208,0.0206193,0.00798271,0,0,0.0108099,0,0.021379,0.00495775,0.0442605,0.0185493,0.0193219,0.0213484,0.00881109,0.016809,0.00871809,0.0137557,0.0232257,0.0498653,0.0120409,0.0130208,0.0102014,0.0274986,0.0573862,0.0135437,0.0190055,0.00122218,0.0161382,0.0288794,0.0158872,0.00861953,0.0127771,0,0,0.00436951,0,0.0168736,0.00820398,0.0611801,0.0223977,0.0158512,0.0244398,0.00392034,0.0233727,0.0169944,0.0578268,0.0193108,0.0275504,0.0160395,0.0129949,0.0154997,0.00887909,0.0101941,0.00733342,0.00619233,0.0111043,0,0,0,0,0,0.00840673,0
18,0,0,0,0,0.0113549,0.00813246,0,0,0.0476295,0.0205219,0.0205152,0.00795626,0,0,0.0105634,0,0.021249,0.00498553,0.0442142,0.0184766,0.0192883,0.0213352,0.00861568,0.0167152,0.00870631,0.013705,0.0231853,0.0498529,0.0120081,0.0130217,0.010186,0.0275561,0.0573731,0.0131761,0.0189421,0.00148265,0.0160823,0.029002,0.0156316,0.00849722,0.0127431,0,0,0.00432019,0,0.0168484,0.00828554,0.0611877,0.0220358,0.0156861,0.024309,0.00410998,0.0231624,0.0171826,0.0578603,0.0192903,0.027491,0.0159686,0.0130205,0.0154887,0.00873595,0.0102634,0.00737574,0.00617315,0.0109824,0,0,0,0,0,0.00825992,0
19,0,0,0,0,0.0112108,0.00802995,0,0,0.0475673,0.020387,0.0204126,0.00789098,0,0,0.0102655,0,0.0210675,0.00495988,0.0441673,0.0183938,0.0191983,0.0211865,0.0084339,0.0164496,0.00862937,0.0135825,0.0230338,0.0498701,0.0120436,0.0131019,0.0102056,0.0275763,0.057327,0.0128149,0.0188323,0.00183295,0.0160415,0.0290793,0.0153438,0.00831893,0.0126202,0,0,0.00424736,0,0.0167925,0.00832993,0.0612373,0.021683,0.0154548,0.0241438,0.00454027,0.0229921,0.0172361,0.0578404,0.0192925,0.0274033,0.0158687,0.0130264,0.0154839,0.00860985,0.0102758,0.00736024,0.00613033,0.0107692,0,0,0,0,0,0.00814134,0
20,0,0,0,0,0.0109664,0.00792049,0,0,0.0472844,0.0202162,0.0202463,0.00768677,0,0,0.00988683,0,0.0209028,0.00496047,0.0441018,0.0183386,0.0191126,0.0210786,0.00828581,0.0160812,0.0085602,0.0135401,0.0228909,0.0499153,0.012048,0.0131138,0.0101967,0.0275475,0.057065,0.0124638,0.0187406,0.00226343,0.0158201,0.0291352,0.0150921,0.00814813,0.012453,0,0,0.00416924,0,0.0167394,0.00825324,0.0612488,0.0212608,0.0152896,0.023964,0.0044131,0.0228249,0.0171034,0.0577607,0.0191892,0.0272727,0.0157839,0.0130562,0.0153035,0.00845658,0.0102616,0.00730823,0.00606276,0.0105534,0,0,0,0,0,0.00800862,0
21,0,0,0,0,0.0107129,0.00781103,0,0,0.0465696,0.0200574,0.0199755,0.00760623,0,0,0.00937985,0,0.0206889,0.00491409,0.0439632,0.0182134,0.0190377,0.0210188,0.00810992,0.0155768,0.00855531,0.0135367,0.0226812,0.0499898,0.0120668,0.0130247,0.0101699,0.0276307,0.0562667,0.0120167,0.0186229,0.00268847,0.0156212,0.0292154,0.0148343,0.00791892,0.0122774,0,0,0.00409425,0,0.0167304,0.00825175,0.0612344,0.0207508,0.0151665,0.0236909,0.00376486,0.0226785,0.0168041,0.0577407,0.0188582,0.0270588,0.0156899,0.0131338,0.015166,0.00829385,0.0103,0.00729223,0.00595634,0.0102676,0,0,0,0,0,0.007863,0
22,0,0,0,0,0.0104765,0.0076943,0,0,0.0459625,0.0199304,0.0198352,0.0073987,0,0,0.00871083,0,0.0204692,0.00474628,0.0437371,0.0180544,0.0189697,0.0209009,0.0078766,0.0149321,0.00854789,0.0135188,0.0223594,0.0500826,0.0120744,0.0130444,0.0102212,0.0276185,0.0555273,0.0113755,0.0184648,0.0030764,0.0153875,0.0293198,0.0144975,0.00765027,0.0121139,0,0,0.00398344,0,0.0166468,0.00819726,0.0612116,0.0201647,0.0150286,0.0233686,0.00348781,0.0225668,0.0166058,0.0577611,0.0185542,0.0268522,0.0156458,0.0132211,0.014972,0.00813544,0.0102895,0.00724983,0.00583095,0.00993815,0,0,0,0,0,0.00774893,0
23,0,0,0,0,0.0102344,0.00759042,0,0,0.0460786,0.0198493,0.0198077,0.00735545,0,0,0.00809772,0,0.020304,0.00452955,0.0437794,0.0179377,0.018908,0.020526,0.00769687,0.0141999,0.00819352,0.0131683,0.0221833,0.0500695,0.0121128,0.0132968,0.0103334,0.0275668,0.055665,0.0105246,0.0183343,0.00342411,0.0149778,0.0293405,0.0141891,0.00748737,0.0119692,0,0,0.0038606,0,0.0165965,0.00805107,0.0612462,0.0197543,0.0147897,0.0231089,0.00350548,0.0224671,0.0165313,0.0577918,0.0183805,0.0265865,0.0155664,0.0130421,0.0145845,0.00802267,0.0102619,0.00720669,0.00577454,0.00960698,0,0,0,0,0,0.00762916,0
24,0,0,0,0,0.00997637,0.00749693,0,0,0.0458549,0.0197942,0.0195796,0.00720717,0,0,0.00738342,0,0.0201347,0.00422512,0.0437185,0.0177149,0.01882,0.0202212,0.00744921,0.0135063,0.00794375,0.0128808,0.0220492,0.0500912,0.012174,0.0134064,0.0103776,0.0276206,0.0555213,0.00965327,0.0182191,0.0036677,0.0145968,0.0293617,0.0138292,0.00732575,0.0118022,0,0,0.00373732,0,0.0165975,0.0079442,0.061239,0.0192577,0.0145841,0.0228007,0.00370645,0.0222955,0.0164443,0.057752,0.0181302,0.0262627,0.0154842,0.0129061,0.0142279,0.00789053,0.0102234,0.0071287,0.00570794,0.0092905,0,0,0,0,0,0.00748218,0
25,0,0,0,0,0.0107699,0.00734021,0,0,0.0455048,0.0197737,0.019234,0.00678179,0,0,0.00192482,0,0.0200304,0.00151187,0.0435827,0.0174606,0.0188108,0.0200255,0.00717836,0.0124924,0.00787638,0.012741,0.0217982,0.0500567,0.0121459,0.0133971,0.0103159,0.0275715,0.0552772,0.00560305,0.0182269,0.0032014,0.0144971,0.0291909,0.0132374,0.00716708,0.012355,0,0,0.00361276,0,0.0167374,0.00790285,0.061224,0.0182355,0.0143875,0.022554,0.00404454,0.0214672,0.0163922,0.0576822,0.0178496,0.0262865,0.0156156,0.0134704,0.0142218,0.00735474,0.0102649,0.00702684,0.00504382,0.00987021,0,0,0,0,0,0.00736105,0
26,0,0,0,0,0.00933207,0.00722976,0,0,0.0453363,0.0197064,0.0190143,0.00654397,0,0,0.0057858,0,0.019838,0.00359404,0.0434895,0.0171498,0.0187834,0.0195419,0.0070917,0.0121451,0.00738135,0.0123204,0.0209303,0.0500928,0.0123298,0.0136791,0.0104486,0.0276771,0.0553639,0.00808777,0.0180667,0.00397089,0.0137631,0.0295584,0.0128532,0.00701547,0.0114973,0,0,0.00354212,0,0.0165278,0.00786566,0.0612406,0.0178686,0.0142602,0.0222133,0.00419906,0.0219698,0.0162681,0.0576082,0.0174435,0.0260996,0.0154725,0.0134714,0.0134497,0.0074251,0.010175,0.00706246,0.0054258,0.00870311,0,0,0,0,0,0.00719149,0
27,0,0,0,0,0.00896379,0.00704165,0,0,0.0453272,0.0197105,0.0188163,0.00661082,0,0,0.00503553,0,0.0197183,0.00326428,0.043493,0.0168152,0.0187469,0.0191242,0.00693994,0.0115951,0.00698968,0.0120515,0.01995,0.05008,0.0123943,0.0139632,0.0105375,0.0276567,0.0555011,0.00739984,0.0180104,0.00405168,0.0131328,0.0296639,0.012356,0.006859,0.0113405,0,0,0.00342866,0,0.0164995,0.00784004,0.0612505,0.0172984,0.0140974,0.0219341,0.00416151,0.0217543,0.0161442,0.0576726,0.0171548,0.0259716,0.0153841,0.0135227,0.0127981,0.00722453,0.0101775,0.00704004,0.0052379,0.00845393,0,0,0,0,0,0.00706838,0
28,0,0,0,0,0.00978997,0.00678058,0,0,0.045379,0.0198429,0.0185624,0.00649644,0,0,0.00104777,0,0.0196521,0.000998777,0.0435295,0.0164804,0.0187008,0.0187616,0.00665432,0.0109927,0.0067936,0.0119525,0.0196483,0.0500616,0.0123614,0.0141632,0.0105655,0.0275288,0.0556974,0.00415431,0.0180199,0.00345916,0.0125743,0.0295451,0.0117441,0.00666704,0.0117919,0,0,0.00330271,0,0.0166271,0.00773784,0.0612621,0.0165531,0.0139339,0.021684,0.00406945,0.0208724,0.0159678,0.0578013,0.0169367,0.0258083,0.0153332,0.0136278,0.0122164,0.00670747,0.0102827,0.006983,0.00449472,0.00905097,0,0,0,0,0,0.00700016,0
29,0,0,0,0,0.00857144,0.00659211,0,0,0.0444637,0.0198119,0.0182091,0.00640791,0,0,0.00356684,0,0.0195612,0.00262462,0.0434384,0.0162428,0.0185624,0.0181425,0.00652638,0.0106279,0.00660501,0.0116693,0.0194028,0.0502711,0.0125349,0.0142803,0.0106575,0.0275353,0.0548239,0.0062271,0.017931,0.00409666,0.0116896,0.0298018,0.0113042,0.00649629,0.010995,0,0,0.0032181,0,0.0164662,0.00756505,0.0612435,0.0162501,0.0139129,0.021173,0.00403457,0.0213543,0.0157022,0.0578584,0.016615,0.0253141,0.0151164,0.0134139,0.0112522,0.00684852,0.0101249,0.00692025,0.00476719,0.00793189,0,0,0,0,0,0.00684567,0
30,0,0,0,0,0.00914124,0.00635139,0,0,0.0441769,0.0198425,0.017752,0.00611408,0,0,0.00124687,0,0.0195629,0.000832284,0.0435991,0.0159239,0.0184526,0.0176746,0.00630115,0.0101427,0.00647148,0.0114608,0.0190645,0.0502581,0.0125167,0.0143424,0.0105859,0.0274729,0.0547845,0.00370533,0.0179673,0.00354681,0.0110193,0.0296316,0.0107996,0.00633469,0.0113433,0,0,0.00308748,0,0.016539,0.00750119,0.0613164,0.0155042,0.0137212,0.0207071,0.00390772,0.0205531,0.0155351,0.0579416,0.0163022,0.0250777,0.0150743,0.0134612,0.0105673,0.00637183,0.0102587,0.00678426,0.00408717,0.008383,0,0,0,0,0,0.00676606,0
31,0,0,0,0,0.00793794,0.00619193,0,0,0.0432218,0.0198544,0.0172472,0.00584476,0,0,0.00239598,0,0.0195062,0.00189528,0.043707,0.0155954,0.0182959,0.0169706,0.00615462,0.00975155,0.00628263,0.0111675,0.0184192,0.0504511,0.0126909,0.0144897,0.0106135,0.0274999,0.0539548,0.00522191,0.0178829,0.00402969,0.0101373,0.0298294,0.0103836,0.00614106,0.0106239,0,0,0.00296862,0,0.0164099,0.00735363,0.0613217,0.0150759,0.0136359,0.0201134,0.00376566,0.0209191,0.0154236,0.0579465,0.0156924,0.0245787,0.0148001,0.0131115,0.00962569,0.00649734,0.0100739,0.00668992,0.00437183,0.0073656,0,0,0,0,0,0.00656398,0
32,0,0,0,0,0.00760315,0.00593951,0,0,0.042671,0.019971,0.0167676,0.00572426,0,0,0.00190792,0,0.0194775,0.00166755,0.0437578,0.0153497,0.0182057,0.0163108,0.00592431,0.00938235,0.00611398,0.010987,0.0178296,0.0505878,0.0127774,0.0146809,0.0105899,0.0274204,0.0535858,0.00485268,0.0178413,0.00400899,0.00934353,0.0298632,0.00980725,0.00592252,0.0104055,0,0,0.00282835,0,0.0163824,0.00720653,0.0613651,0.0143996,0.0135461,0.019561,0.00354447,0.0206965,0.0152594,0.0580042,0.0152239,0.0241443,0.0145497,0.0128161,0.00880567,0.0063624,0.00997779,0.00658662,0.00413242,0.00705731,0,0,0,0,0,0.00639048,0
33,0,0,0,0,0.00727951,0.00569982,0,0,0.0422846,0.0201034,0.0163357,0.00550557,0,0,0.00142984,0,0.0194938,0.00134144,0.04369,0.0152496,0.0180855,0.0156154,0.00568608,0.0090241,0.00598115,0.0108585,0.0172529,0.0507177,0.0128902,0.0149221,0.0106126,0.0272695,0.0533044,0.0044648,0.0178199,0.00391918,0.00849635,0.0298699,0.00916636,0.00570251,0.0101902,0,0,0.00273446,0,0.0163741,0.00707601,0.0614132,0.0136159,0.0134803,0.0190254,0.00324506,0.0205038,0.0148351,0.05809,0.0148305,0.0236736,0.0143459,0.0128862,0.00792808,0.00626609,0.00995999,0.00648386,0.00388682,0.00671231,0,0,0,0,0,0.00618497,0
34,0,0,0,0,0.00693213,0.00546424,0,0,0.0419035,0.0201748,0.015991,0.00520198,0,0,0.00100535,0,0.0195073,0.00104307,0.0437258,0.0153335,0.0179637,0.014854,0.00545452,0.00864171,0.00590629,0.0107722,0.0166267,0.0508535,0.0130767,0.0152686,0.0106696,0.0270682,0.0530074,0.00394199,0.0177993,0.0038476,0.00761334,0.029846,0.00859246,0.00551709,0.00995068,0,0,0.00267567,0,0.0163789,0.0069382,0.0614374,0.0128571,0.0133921,0.018462,0.00294061,0.0202811,0.0144554,0.058177,0.0143352,0.0232085,0.0141433,0.0128475,0.00700922,0.00616802,0.00995633,0.00633537,0.00366725,0.00632703,0,0,0,0,0,0.00600368,0
35,0,0,0,0,0.00650914,0.00514513,0,0,0.041501,0.0201916,0.0156581,0.00514211,0,0,0.000680842,0,0.0195067,0.000846008,0.0438437,0.0155656,0.0178865,0.0139986,0.00530406,0.00823124,0.00588857,0.0107114,0.015807,0.0510327,0.0132919,0.0156991,0.0107218,0.0268224,0.0526503,0.00343102,0.0177899,0.00378206,0.00668,0.029813,0.00805856,0.00535996,0.00967134,0,0,0.00253394,0,0.0163456,0.00679583,0.0614312,0.0121359,0.0132464,0.0178249,0.00279995,0.0200314,0.0141171,0.0582695,0.0138966,0.0226618,0.0138796,0.0124658,0.00599332,0.00605797,0.00982933,0.00611057,0.00341804,0.00592975,0,0,0,0,0,0.00587153,0
36,0,0,0,0,0.00610893,0.00478549,0,0,0.0408448,0.0202316,0.0151092,0.00495861,0,0,0.000590702,0,0.0194828,0.000581703,0.0437959,0.0157094,0.0178604,0.0131354,0.00535099,0.00780133,0.0059601,0.0107508,0.0149693,0.0512601,0.0135022,0.0160687,0.0106869,0.0266116,0.0522817,0.00318499,0.0177781,0.00356474,0.00565579,0.0298407,0.00749544,0.00517656,0.00931072,0,0,0.00236314,0,0.0162984,0.00664618,0.0614162,0.0115183,0.0130392,0.0171423,0.00302307,0.0197174,0.0137326,0.0584014,0.013339,0.0220261,0.0135446,0.0120141,0.00478584,0.00586434,0.009779,0.00594114,0.00309592,0.00555791,0,0,0,0,0,0.00584966,0
