Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x67,x68,x69,x70,x71,RTIBA,RTIBI
1078,0,0,0,0,0.00260264,0.00250904,0,0,0.00999519,0.0187585,0.00889598,0.00701627,0,0,0.00592799,0,0.0214905,0.00459374,0.0457241,0.0143389,0.0156013,0.018274,0.00446072,0.00493208,0.0125048,0.0187762,0.0108028,0.0593887,0.0125789,0.0130379,0.00636164,0.0200937,0.0107181,0.00386753,0.0192363,0.00222814,0.00906,0.0274876,0.00534346,0.00316039,0.00921978,0,0,0.0039145,0,0.0152588,0.00498033,0.0620749,0.00514107,0.0124118,0.00453404,0.00390758,0.0237184,0.00334179,0.0600545,0.00352766,0.00201713,0.00445928,0.00263359,0.00934127,0.00667367,0.00429816,0.00438502,0.00397611,0.00409147,0,0,0,0,0,0,0.00915158
1079,0,0,0,0,0.00247873,0.00332129,0,0,0.0109364,0.018939,0.00902615,0.00653885,0,0,0.00974433,0,0.0214494,0.00647469,0.045614,0.0142898,0.0154511,0.0170261,0.00415486,0.00435054,0.012014,0.0178609,0.00984287,0.059061,0.0128027,0.0133924,0.00676025,0.0204542,0.0112663,0.00663969,0.0193222,0.00233596,0.00874358,0.0285173,0.00498422,0.00283033,0.00916378,0,0,0.0037815,0,0.0150584,0.00496196,0.0619371,0.00517856,0.0124311,0.00409564,0.00379383,0.0248749,0.00265863,0.0600648,0.00253213,0.00131654,0.0044294,0.00318762,0.00840092,0.00706119,0.00467293,0.00490507,0.00482046,0.00354806,0,0,0,0,0,0,0.00690664
1080,0,0,0,0,0.0019327,0.0034117,0,0,0.0108036,0.0191964,0.00915932,0.00642876,0,0,0.0102374,0,0.0215821,0.00654552,0.0456619,0.0144289,0.0154399,0.0157419,0.00391426,0.00366318,0.0115671,0.0170739,0.00885044,0.058546,0.0129022,0.0136473,0.00722296,0.0209133,0.0116095,0.00711975,0.0194598,0.00209497,0.00761016,0.0293132,0.00449858,0.00286477,0.00912141,0,0,0.00367218,0,0.0148467,0.00499296,0.0617934,0.00506846,0.012349,0.00362056,0.00361829,0.0250821,0.0023499,0.0600373,0.00162595,0.00131564,0.00390668,0.00378847,0.00710944,0.00715098,0.00514142,0.00540896,0.00473532,0.0033342,0,0,0,0,0,0,0.00340404
1081,0,0,0,0,0.00137969,0.00315223,0,0,0.00982097,0.0195213,0.00920586,0.00660892,0,0,0.00820563,0,0.0219336,0.00522192,0.0458409,0.0146992,0.0155638,0.0145656,0.00376703,0.0027585,0.0112752,0.0165501,0.00781448,0.0578544,0.012985,0.0138962,0.00772498,0.0214316,0.0118979,0.00597876,0.0195916,0.00165282,0.00543167,0.0298736,0.00383617,0.0032181,0.00914361,0,0,0.00353505,0,0.0146347,0.00506574,0.061737,0.0049017,0.0122536,0.00313449,0.00339666,0.0244244,0.00249298,0.0599643,0.00180635,0.00212756,0.00427496,0.00448129,0.00536866,0.0069562,0.00555244,0.0057893,0.00395588,0.00376693,0,0,0,0,0,0,0.00470151
1082,0,0,0,0,0.000821643,0.00381153,0,0,0.0110384,0.019583,0.0097603,0.00610215,0,0,0.0112486,0,0.0219919,0.0068538,0.0456289,0.0148206,0.0157243,0.0130129,0.00326151,0.00304653,0.0106375,0.0154376,0.00662156,0.0576377,0.0133222,0.0143647,0.00819449,0.0221031,0.0129296,0.00842829,0.0196629,0.00179181,0.00768041,0.0306268,0.00617171,0.00209488,0.00910261,0,0,0.00346835,0,0.0147441,0.00506382,0.061171,0.00618221,0.0127338,0.00296228,0.00269657,0.0251091,0.00360391,0.0602069,0.0029493,0.00463974,0.00664885,0.00711281,0.00726309,0.00703325,0.00599995,0.00628206,0.00473915,0.00309384,0,0,0,0,0,0.00576725,0.00654121
1083,0,0,0,0,0.000980637,0.00400315,0,0,0.0113231,0.0198166,0.0100052,0.00598506,0,0,0.0115977,0,0.0221385,0.00692058,0.0456786,0.0148621,0.0157798,0.0117577,0.00314406,0.00291984,0.0102493,0.01478,0.0057222,0.0571286,0.0135976,0.0147871,0.00859253,0.0225666,0.0138472,0.00894219,0.0197289,0.00170823,0.00623827,0.0313948,0.00549122,0.00211806,0.00917539,0,0,0.00339724,0,0.014737,0.00505684,0.0611072,0.00575479,0.0127328,0.00348788,0.00254837,0.0251378,0.00403346,0.0602461,0.00341129,0.0056172,0.00736881,0.00770234,0.00576464,0.00705593,0.00646648,0.00682018,0.00465099,0.00331514,0,0,0,0,0,0.00569589,0.00662436
1084,0,0,0,0,0.00152893,0.00422821,0,0,0.0118901,0.0200282,0.0103649,0.00587117,0,0,0.0119293,0,0.0222593,0.00695336,0.0457358,0.0149231,0.0158201,0.0104728,0.00297422,0.0031787,0.00981062,0.0140584,0.00482178,0.0565705,0.0138278,0.0151679,0.00903296,0.0231419,0.0150093,0.00938685,0.0197858,0.00164507,0.00481686,0.0320057,0.005026,0.00217041,0.00926801,0,0,0.00323184,0,0.0147696,0.00508593,0.0610352,0.00547313,0.0127299,0.00426046,0.0024469,0.025051,0.00454771,0.0601917,0.00408936,0.00680021,0.00800415,0.00849819,0.00438729,0.00705446,0.00679474,0.00718753,0.00459489,0.00361411,0,0,0,0,0,0.00563307,0.00681073
1085,0,0,0,0,0.00222392,0.00448744,0,0,0.0126819,0.0202462,0.0107516,0.0056885,0,0,0.012227,0,0.0223435,0.00692927,0.0457948,0.0150546,0.0158671,0.00919145,0.00279737,0.00371575,0.00928188,0.0132426,0.00414515,0.0559881,0.0139789,0.0154144,0.0094513,0.0237619,0.0164007,0.00975858,0.0198232,0.00159392,0.00357027,0.0324928,0.00444353,0.00223224,0.00938481,0,0,0.00305442,0,0.0148134,0.0051265,0.0609716,0.00518721,0.0127319,0.00528481,0.00236023,0.0249138,0.00517953,0.0601614,0.00491149,0.00821501,0.00859822,0.00954162,0.0035679,0.00694552,0.00704436,0.00744706,0.00454531,0.00397025,0,0,0,0,0,0.00561889,0.00700285
1086,0,0,0,0,0.00294383,0.00477743,0,0,0.0137366,0.0204909,0.0112187,0.00551228,0,0,0.0124634,0,0.0224258,0.00686098,0.0458763,0.0151763,0.0158993,0.00805413,0.002657,0.00439209,0.00877625,0.0124582,0.00405635,0.0553682,0.0141061,0.0156909,0.00980742,0.0243216,0.0180886,0.0101969,0.0198449,0.00157883,0.00315328,0.0328351,0.0037179,0.00226226,0.0094535,0,0,0.00278597,0,0.0148415,0.00517126,0.0609201,0.00449889,0.0127242,0.00639127,0.0022874,0.0247199,0.00608665,0.0600687,0.00584838,0.00989251,0.00922875,0.0102695,0.00395869,0.00676827,0.00713586,0.00759366,0.00454711,0.00433327,0,0,0,0,0,0.00556092,0.00716437
1087,0,0,0,0,0.0036758,0.00503677,0,0,0.0150378,0.0207032,0.0117834,0.00530482,0,0,0.0127639,0,0.0224711,0.00680912,0.0459358,0.0152516,0.0159012,0.00715268,0.0025371,0.00518414,0.00819224,0.0116821,0.0045736,0.0548046,0.0142762,0.0159703,0.0102251,0.0248041,0.0199672,0.0106125,0.0198472,0.00158608,0.00406639,0.0330579,0.00305118,0.00227472,0.009511,0,0,0.00247451,0,0.0148713,0.00521444,0.0608488,0.00367046,0.0126906,0.00758384,0.00205322,0.0244724,0.00708085,0.0599188,0.00693177,0.0112876,0.00987948,0.0107926,0.00533839,0.00652791,0.0071137,0.00764053,0.00453124,0.00477527,0,0,0,0,0,0.00545167,0.00724495
1088,0,0,0,0,0.0044331,0.00528232,0,0,0.0164579,0.0208585,0.0122955,0.00512127,0,0,0.0132532,0,0.0224784,0.00683234,0.0459804,0.0153162,0.0159038,0.00654891,0.00240934,0.00604346,0.00755004,0.0108849,0.00544981,0.0542851,0.0143602,0.0161278,0.0106146,0.0253308,0.0218698,0.0110138,0.0198657,0.00161332,0.00576591,0.0332536,0.00269744,0.00228235,0.00962058,0,0,0.00224713,0,0.0149075,0.00532256,0.0608653,0.00319781,0.0127201,0.0088603,0.00159725,0.0242142,0.00812601,0.0598155,0.00794391,0.0125549,0.0104957,0.0113107,0.00727005,0.00625069,0.00717068,0.00769024,0.00446769,0.00531469,0,0,0,0,0,0.0054166,0.00722136
1089,0,0,0,0,0.00518769,0.00557436,0,0,0.0179895,0.0209925,0.0126937,0.00494384,0,0,0.0135995,0,0.0224565,0.00690495,0.0460687,0.0153701,0.0159276,0.00634231,0.00233492,0.00684484,0.0068848,0.0100225,0.00652868,0.0537266,0.0143829,0.0161904,0.0109346,0.0258895,0.0237749,0.0113731,0.0198913,0.0016737,0.0076588,0.0334172,0.00287344,0.00225676,0.0097601,0,0,0.00212194,0,0.0149489,0.00549223,0.0609549,0.00298059,0.0128543,0.0100944,0.001453,0.023988,0.00916555,0.0596986,0.00893921,0.0139274,0.0111478,0.0121097,0.00938591,0.00595598,0.00726726,0.00774684,0.00444915,0.00584401,0,0,0,0,0,0.00545704,0.00731158
1090,0,0,0,0,0.00594009,0.00589687,0,0,0.0196279,0.0211312,0.0131966,0.0047282,0,0,0.0138574,0,0.0224417,0.00695591,0.0461102,0.0154036,0.0160055,0.00667949,0.00228042,0.00759658,0.00616815,0.00921943,0.00790178,0.053189,0.0143622,0.0161734,0.0111763,0.026379,0.025627,0.0118307,0.0198867,0.00172826,0.00970917,0.0335529,0.00359724,0.002207,0.00991311,0,0,0.00216055,0,0.0149051,0.0056607,0.0611566,0.00259697,0.0130367,0.0111947,0.0016741,0.023736,0.0100897,0.0593341,0.0100425,0.0152567,0.0117007,0.0128169,0.0115914,0.00559971,0.00733531,0.00780092,0.00456398,0.00636583,0,0,0,0,0,0.00551929,0.00747738
1091,0,0,0,0,0.00658134,0.00621512,0,0,0.0211706,0.0213034,0.0137111,0.00456192,0,0,0.01422,0,0.0224224,0.00704678,0.0461646,0.01546,0.0161291,0.00746824,0.00230327,0.00835986,0.00548592,0.00863587,0.00918113,0.0527432,0.0142677,0.0160142,0.0112889,0.026852,0.0273908,0.0123253,0.0198856,0.00181288,0.0116191,0.0336522,0.00437403,0.002405,0.0101136,0,0,0.00233425,0,0.0149074,0.00586126,0.0613814,0.00257477,0.0131533,0.0123155,0.00205886,0.0234171,0.0109786,0.0592178,0.0110186,0.0164615,0.0122192,0.0134635,0.0135824,0.00513431,0.00741206,0.00784895,0.00471984,0.00690422,0,0,0,0,0,0.00567875,0.00762197
1092,0,0,0,0,0.00711558,0.00653401,0,0,0.022687,0.0213722,0.01428,0.00457046,0,0,0.0146558,0,0.0223631,0.00724781,0.0462317,0.0155178,0.0162416,0.00859542,0.00224001,0.00911264,0.00499727,0.00840783,0.0104487,0.0524528,0.0141472,0.015835,0.0113764,0.0272229,0.0291686,0.0128468,0.0198765,0.00189779,0.0132418,0.0336754,0.00506038,0.00265255,0.0104093,0,0,0.00260518,0,0.0150039,0.0060974,0.0615292,0.00311063,0.0132766,0.0134229,0.00230019,0.023147,0.0118487,0.059182,0.0118878,0.0175384,0.0126136,0.0139257,0.0152813,0.00466089,0.00745588,0.00783848,0.00479657,0.00742961,0,0,0,0,0,0.00593106,0.00749796
1093,0,0,0,0,0.00776427,0.00685863,0,0,0.0242365,0.0214061,0.0148811,0.00466287,0,0,0.0151135,0,0.0223213,0.00745569,0.0462829,0.0156512,0.0163547,0.0099413,0.00229735,0.00976899,0.00464457,0.00840301,0.0119912,0.05219,0.0140153,0.0155991,0.0114522,0.0275,0.0308844,0.0133469,0.0198745,0.00195787,0.0145225,0.0337291,0.00586152,0.00290835,0.0106957,0,0,0.00293531,0,0.0150181,0.00629135,0.0615611,0.00396962,0.0134314,0.0145793,0.00249755,0.0229842,0.0124906,0.0591487,0.0126176,0.0183936,0.0128367,0.0141237,0.0165612,0.00427331,0.00744696,0.00780181,0.00487615,0.00781704,0,0,0,0,0,0.00617965,0.00726716
1094,0,0,0,0,0.00831462,0.00714316,0,0,0.0257207,0.0214691,0.0153995,0.00461042,0,0,0.0155421,0,0.0222608,0.00762047,0.0463048,0.0158292,0.0165073,0.0114369,0.0026291,0.0102408,0.00438583,0.00858775,0.0137147,0.0518662,0.0138183,0.0151841,0.0114528,0.027754,0.0324046,0.0137344,0.0198769,0.00203037,0.0152405,0.0338159,0.00690268,0.0031696,0.0108991,0,0,0.00317568,0,0.014977,0.00646167,0.0615298,0.00506754,0.0135522,0.0158855,0.00271466,0.0228939,0.0129837,0.0593132,0.0133761,0.0190988,0.012758,0.0138817,0.0170827,0.00404897,0.00744317,0.0077604,0.00499088,0.00803304,0,0,0,0,0,0.00631642,0.0068846
1095,0,0,0,0,0.00884501,0.00740862,0,0,0.0271142,0.0215581,0.0159074,0.00456523,0,0,0.0159553,0,0.0221847,0.00785699,0.0462968,0.0159865,0.0166491,0.0130892,0.00275316,0.0106828,0.00452026,0.00914527,0.015171,0.0514995,0.0135793,0.0146745,0.011426,0.0280081,0.0338286,0.0140999,0.0198786,0.00211602,0.0161169,0.0338213,0.00786748,0.00347033,0.0110942,0,0,0.00339776,0,0.0150497,0.00662113,0.0614696,0.00636201,0.0137152,0.0169144,0.00296404,0.0228428,0.0133225,0.0593601,0.013646,0.019661,0.0127585,0.0137019,0.0178193,0.00393403,0.00736955,0.00765084,0.00515702,0.0082584,0,0,0,0,0,0.00652304,0.00654571
1096,0,0,0,0,0.00938149,0.00771912,0,0,0.0283862,0.0215869,0.0164028,0.00489309,0,0,0.0163683,0,0.0220984,0.00817043,0.0463252,0.0162528,0.016802,0.0146967,0.00295391,0.0111589,0.00492775,0.00991046,0.0165851,0.0511928,0.013447,0.0141698,0.0113326,0.0283343,0.0351472,0.0144783,0.0198984,0.00216585,0.0170598,0.0337971,0.00875805,0.00373383,0.0113477,0,0,0.00362954,0,0.0151602,0.00676161,0.0614236,0.0077073,0.0139701,0.0178041,0.00301396,0.0228536,0.0136289,0.0592803,0.0142212,0.020168,0.0128552,0.0136284,0.0186526,0.00392597,0.00729398,0.00753001,0.00536611,0.00852102,0,0,0,0,0,0.00674019,0.00625511
1097,0,0,0,0,0.00983706,0.00801809,0,0,0.0296846,0.0215724,0.0170072,0.00516505,0,0,0.0167972,0,0.022022,0.00863671,0.0463691,0.0166701,0.0169787,0.0163651,0.00331003,0.0116697,0.00558509,0.0109661,0.0182607,0.05103,0.0133682,0.0136772,0.0112268,0.0285889,0.036477,0.0148249,0.0199481,0.00219873,0.0178987,0.0338153,0.00967036,0.00402664,0.0116097,0,0,0.00388845,0,0.0151656,0.00684365,0.0614006,0.00907075,0.0143586,0.018693,0.00293596,0.0229208,0.0139341,0.0591605,0.0146578,0.0206687,0.0129702,0.0135409,0.0193552,0.00408555,0.00730033,0.00747088,0.00554442,0.00877019,0,0,0,0,0,0.00692695,0.0060098
1098,0,0,0,0,0.010144,0.00822578,0,0,0.030927,0.0216314,0.0177254,0.00533212,0,0,0.0172305,0,0.0219703,0.00888163,0.0463634,0.0172854,0.017217,0.0180336,0.00353247,0.0120757,0.00637506,0.0122149,0.0201054,0.050945,0.0133232,0.0132005,0.0111475,0.028726,0.037696,0.0152701,0.0199974,0.00225826,0.0185288,0.0338752,0.0106305,0.00456524,0.0117598,0,0,0.0040503,0,0.0151591,0.00693925,0.0613168,0.0104984,0.0146017,0.0195754,0.00321334,0.0229532,0.0141932,0.059016,0.0154292,0.0211878,0.0131088,0.0133914,0.0198914,0.00431968,0.0073744,0.00749774,0.00574211,0.00903338,0,0,0,0,0,0.00708891,0.00572426
1099,0,0,0,0,0.0103776,0.0084097,0,0,0.0321688,0.02166,0.0184604,0.00581174,0,0,0.0176776,0,0.0219356,0.00916432,0.0462754,0.0180498,0.0174418,0.0196809,0.00401753,0.012373,0.00736245,0.013501,0.021724,0.0509332,0.0133076,0.0128281,0.0110642,0.0287836,0.038839,0.0156881,0.0200192,0.00233515,0.019198,0.0338945,0.011512,0.00523893,0.0118475,0,0,0.00421741,0,0.0151937,0.00714923,0.0612058,0.011935,0.0147248,0.0204283,0.00355833,0.0230217,0.0144735,0.0589063,0.0160964,0.0217995,0.013229,0.013316,0.0204228,0.00454741,0.00741788,0.00749213,0.00592874,0.00931947,0,0,0,0,0,0.00730708,0.00535009
1100,0,0,0,0,0.0107174,0.00855365,0,0,0.0332747,0.0215807,0.0191378,0.00610009,0,0,0.0181069,0,0.0218808,0.00950296,0.0461718,0.0189352,0.0176141,0.0211954,0.00476445,0.0125515,0.0083274,0.0146664,0.0229903,0.0509183,0.01332,0.0125166,0.0109009,0.0288611,0.0398369,0.0160478,0.0200454,0.00236634,0.0200199,0.0337342,0.0123621,0.00588862,0.011926,0,0,0.00445713,0,0.0152774,0.00745078,0.0611712,0.0133603,0.0147509,0.0212079,0.00392264,0.0231792,0.0148575,0.0588082,0.0166619,0.0225944,0.0133767,0.0133392,0.0211339,0.00488611,0.00742,0.00742746,0.00610463,0.0095355,0,0,0,0,0,0.00759799,0.00496145
1101,0,0,0,0,0.0109224,0.00864081,0,0,0.034228,0.0215385,0.019793,0.00626805,0,0,0.0184906,0,0.0218754,0.00967498,0.0461407,0.019869,0.0177594,0.0224675,0.00535948,0.012595,0.00912737,0.0157213,0.0239591,0.0508788,0.0132898,0.012191,0.0107331,0.028875,0.0406737,0.016358,0.0200672,0.00238091,0.0207536,0.0334478,0.0132206,0.00649202,0.0119989,0,0,0.0046128,0,0.0153038,0.00766331,0.061142,0.0148039,0.0148778,0.0218737,0.00389589,0.0233909,0.0152698,0.0587409,0.0172403,0.0234284,0.0135155,0.0132891,0.021753,0.00538054,0.00738468,0.00734524,0.00623062,0.00967814,0,0,0,0,0,0.00792292,0.00466728
1102,0,0,0,0,0.0109953,0.00875068,0,0,0.0350482,0.0215028,0.0203839,0.00685432,0,0,0.0187939,0,0.0218687,0.00984408,0.046202,0.0208511,0.0178769,0.0233864,0.00566758,0.0125623,0.00981181,0.016535,0.025028,0.0508502,0.0132559,0.0119393,0.010611,0.028818,0.0413667,0.0166455,0.0200611,0.00234122,0.0209657,0.0330967,0.013578,0.00703786,0.0121038,0,0,0.00479038,0,0.0154289,0.0078595,0.0610583,0.0157266,0.0150693,0.0227949,0.00355576,0.0236696,0.0158878,0.0585822,0.0179785,0.0245181,0.0139622,0.013567,0.0219263,0.00598982,0.00734971,0.00731659,0.00638991,0.00973484,0,0,0,0,0,0.0080995,0
1103,0,0,0,0,0.0110996,0.00887353,0,0,0.0358112,0.0214005,0.020922,0.00746198,0,0,0.0190919,0,0.0218484,0.0100895,0.0462969,0.0217374,0.0180234,0.0240162,0.00570776,0.0125632,0.0107027,0.0170946,0.0257025,0.0509088,0.0131854,0.0117791,0.0105175,0.0287327,0.0419988,0.0169456,0.0200077,0.00226002,0.0215844,0.0327404,0.014829,0.00757323,0.0122646,0,0,0.00499053,0,0.0155169,0.00806057,0.0609551,0.017578,0.0152735,0.0233241,0.003308,0.0239342,0.0162416,0.0585143,0.0183317,0.0251041,0.0137795,0.0131898,0.0223682,0.00658452,0.00726233,0.00729893,0.00659402,0.00983298,0,0,0,0,0,0.00834514,0.00412257
1104,0,0,0,0,0.0112129,0.00888219,0,0,0.0366484,0.0213258,0.0214574,0.00788931,0,0,0.019448,0,0.0218076,0.0102661,0.046373,0.0225327,0.0181774,0.02434,0.00559789,0.0125947,0.0111553,0.0173187,0.0259517,0.0510202,0.0130648,0.0117223,0.0105099,0.0286218,0.0427806,0.0172801,0.019967,0.00230027,0.0219954,0.032461,0.0156354,0.00804884,0.0123701,0,0,0.00518558,0,0.0155337,0.00826287,0.0609906,0.0188627,0.0153462,0.0238605,0.00367137,0.024125,0.0167527,0.0584202,0.0186874,0.0258351,0.0141199,0.0132326,0.0226202,0.00704471,0.00726516,0.00733256,0.00665421,0.00992763,0,0,0,0,0,0.00855502,0.0038068
1105,0,0,0,0,0.0112865,0.00880182,0,0,0.037467,0.0213372,0.0219556,0.00818168,0,0,0.0197254,0,0.0217775,0.0103919,0.0463195,0.0232526,0.0183629,0.0243864,0.00561848,0.0125805,0.0111411,0.017258,0.0263234,0.0511642,0.0129261,0.0117573,0.0105599,0.0284692,0.043584,0.0175097,0.0199351,0.00231319,0.0224364,0.0322449,0.0163644,0.00838352,0.0123679,0,0,0.00534178,0,0.0154641,0.00837935,0.0611142,0.0199784,0.0152882,0.0240527,0.0052982,0.0243483,0.0172062,0.0583267,0.0188004,0.0264413,0.0148025,0.0132915,0.0228931,0.00741647,0.00730948,0.00734231,0.00657425,0.00997194,0,0,0,0,0,0.00879845,0.00889316
1106,0,0,0,0,0.0112661,0.00864713,0,0,0.0376704,0.0213352,0.0221875,0.00831295,0,0,0.0198499,0,0.0217009,0.0105045,0.0459177,0.0237522,0.0182726,0.0244256,0.00598045,0.0124375,0.0110692,0.0171536,0.0266396,0.051307,0.0127747,0.011723,0.0105369,0.0283428,0.0436735,0.0175422,0.0199086,0.00230104,0.0224133,0.0321223,0.0165034,0.00846613,0.0122141,0,0,0.00543532,0,0.0153465,0.00844677,0.0612025,0.0204735,0.0152874,0.0242259,0.00607841,0.0245627,0.0175134,0.0582932,0.0186853,0.0269145,0.0155275,0.0134676,0.022787,0.0076951,0.00734577,0.00732008,0.00639693,0.00988384,0,0,0,0,0,0.00908405,0.00337729
1107,0,0,0,0,0.0110901,0.00826457,0,0,0.0376539,0.0212934,0.0222754,0.00849756,0,0,0.0198972,0,0.0215931,0.0107039,0.0454886,0.0239333,0.0180497,0.0244223,0.00614527,0.0122072,0.0107667,0.016836,0.0266742,0.0513767,0.0126669,0.0117005,0.0105761,0.0283605,0.0434797,0.0174613,0.0198855,0.00241416,0.0220453,0.0320583,0.0165007,0.00838798,0.0119448,0,0,0.00543706,0,0.0151974,0.00839616,0.0613261,0.0208841,0.0152578,0.0241981,0.00613455,0.0248269,0.0175822,0.0582371,0.0185026,0.0270126,0.0157003,0.0133811,0.0223677,0.00786811,0.0073271,0.00726158,0.00600561,0.0096667,0,0,0,0,0,0.00937338,0.00356911
1108,0,0,0,0,0.0107683,0.00775328,0,0,0.0376199,0.0213277,0.0223243,0.00863774,0,0,0.0198678,0,0.0215245,0.0106715,0.0451486,0.0239551,0.0176985,0.0243363,0.00641278,0.011922,0.0102504,0.0163949,0.0265017,0.0514556,0.0126598,0.0117198,0.0107133,0.0285386,0.04328,0.0172823,0.019875,0.00264857,0.0214106,0.0321464,0.0164576,0.00814598,0.0115844,0,0,0.00532507,0,0.015068,0.00827173,0.061485,0.0211466,0.0150875,0.0240163,0.00606711,0.025211,0.0174572,0.0580942,0.0183118,0.0268665,0.0155457,0.0131088,0.0217127,0.00802918,0.00732083,0.00721853,0.00545401,0.00931464,0,0,0,0,0,0.00964958,0.00383376
1109,0,0,0,0,0.0107181,0.00748889,0,0,0.0374483,0.0213925,0.0222887,0.00863981,0,0,0.0200807,0,0.0215216,0.0107623,0.0449175,0.023843,0.0175416,0.0242045,0.00650977,0.012013,0.00967708,0.01586,0.0261511,0.0513944,0.0126105,0.0116954,0.0107572,0.0286357,0.0431216,0.0173945,0.0198506,0.00279631,0.0206909,0.0322968,0.016322,0.00799225,0.0114416,0,0,0.0051908,0,0.0149191,0.0082291,0.0615547,0.0211247,0.0149249,0.0238417,0.0060525,0.025285,0.0172545,0.0580833,0.0181347,0.0266674,0.0153459,0.0128527,0.0209652,0.00814895,0.00739931,0.00719339,0.00515883,0.00924237,0,0,0,0,0,0.00972247,0.00335141
1110,0,0,0,0,0.0106396,0.00720529,0,0,0.037185,0.0214152,0.0221606,0.00854848,0,0,0.0204155,0,0.0215431,0.0109502,0.0447391,0.0235236,0.0172521,0.0241556,0.00656653,0.0121258,0.00918688,0.0154533,0.0258402,0.0513338,0.0126617,0.011693,0.0107864,0.0288326,0.0428952,0.0175888,0.0198379,0.00288341,0.0199819,0.0325381,0.0161465,0.00768095,0.0112293,0,0,0.00490134,0,0.0146837,0.00813867,0.0616341,0.0208823,0.0147554,0.0236935,0.00599359,0.0253705,0.0170153,0.0580385,0.0179803,0.0264307,0.0151394,0.0126229,0.0202692,0.00824289,0.00763055,0.00716087,0.00485428,0.00910693,0,0,0,0,0,0.00977226,0.0031777
1111,0,0,0,0,0.0104988,0.00689249,0,0,0.0369193,0.0214826,0.021945,0.0083616,0,0,0.0208717,0,0.0215584,0.0111745,0.0446418,0.0230607,0.0168179,0.024208,0.00656859,0.0122837,0.00881797,0.0152393,0.0259512,0.0512888,0.0127993,0.0117026,0.0108253,0.02913,0.0426378,0.0178679,0.0198277,0.0029841,0.0191447,0.0327447,0.0155228,0.00719922,0.0108845,0,0,0.00460867,0,0.0144121,0.00802876,0.0617559,0.020238,0.014558,0.0236063,0.00585232,0.0254234,0.0168711,0.0578748,0.0178264,0.0262514,0.0152197,0.0127283,0.0194251,0.00835638,0.00795706,0.00707897,0.00456822,0.00884087,0,0,0,0,0,0.0097735,0
1112,0,0,0,0,0.0104143,0.00670024,0,0,0.0367931,0.021555,0.0218232,0.00817665,0,0,0.0215115,0,0.0215654,0.011469,0.044589,0.0226247,0.0164156,0.0241788,0.00654166,0.012543,0.00854916,0.0151259,0.0259006,0.0512673,0.0129755,0.0117978,0.0109749,0.0293622,0.0424598,0.0182991,0.0197996,0.00312716,0.018944,0.0327274,0.0156108,0.00673679,0.0105502,0,0,0.00448955,0,0.0140742,0.00792679,0.0617785,0.0204625,0.0143797,0.0231793,0.00565158,0.0253261,0.0164342,0.0578701,0.0173091,0.02564,0.014786,0.0122581,0.0191261,0.00850324,0.00836121,0.00684936,0.0044436,0.00855824,0,0,0,0,0,0.0097753,0.00320641
1113,0,0,0,0,0.0102404,0.00661797,0,0,0.0368361,0.0216106,0.0217946,0.00795013,0,0,0.0221612,0,0.0214977,0.011808,0.0445922,0.022264,0.0159073,0.0240373,0.00652706,0.0126852,0.00841591,0.0150866,0.0256141,0.0513076,0.0132195,0.0120078,0.0111971,0.0295326,0.0425435,0.0187411,0.0198071,0.00327329,0.0183739,0.0326475,0.0148909,0.00616332,0.0102217,0,0,0.00474025,0,0.0135067,0.00791177,0.0618617,0.0198621,0.0142384,0.022994,0.00545554,0.0252418,0.0161387,0.0577663,0.0170241,0.0254083,0.014829,0.0124561,0.0185237,0.00890882,0.00905574,0.00656382,0.00447373,0.00806551,0,0,0,0,0,0.00975589,0
1114,0,0,0,0,0.010088,0.00681033,0,0,0.0369185,0.0215837,0.0217729,0.00782315,0,0,0.0228145,0,0.0214164,0.0122217,0.0446114,0.0218683,0.0155281,0.0238489,0.00655792,0.0125589,0.00838004,0.0151055,0.0252651,0.0513728,0.0134808,0.0122601,0.0114261,0.0296449,0.0428119,0.0191511,0.0198434,0.00344267,0.0180768,0.0323806,0.0149939,0.00577529,0.00995219,0,0,0.00509179,0,0.013283,0.00798069,0.0618195,0.0199581,0.0141245,0.0224325,0.00539604,0.0251826,0.0156089,0.0577905,0.0164793,0.0247277,0.0142873,0.0119578,0.0182428,0.00959879,0.00897049,0.00648115,0.00480861,0.00758302,0,0,0,0,0,0.00976396,0.00313577
