Timestep,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,LTIBP,LILC,BBL,LBHD,LGTR,L5HD,LWRB,LTIBI
80,0,0,0,0,0,0.0336307,0.0405646,0,0,0,0.0455467,0.0168472,0,0.0135129,0,0,0.0366116,0.0285674,0.0202458,0.0213528,0.0239754,0.0575829,0.0798013,0.090922,0.0741254,0.0459327,0.0409378,0.0339138,0.0218064,0.00846443,0.0408507,0,0.0249537,0.0347926,0,0,0.0202655,0,0,0.0341089,0.0718988,0.0353536,0.019235,0.0219764,0.0352414,0.0419568,0.0550617,0.0916972,0.0789926,0.0401708,0.0630167,0.039067,0.0427556,0.0768524,0.0152215,0.00980785,0.00930968,0.0169184,0.0204057,0.0222771,0,0,0,0,0.0450866,0.00873716,0,0,0.0845218,0,0.0205213,0.0392687
81,0,0,0,0,0,0.0328941,0.0393114,0,0,0,0.0463573,0.0162561,0,0.01485,0,0,0.0303769,0.0287637,0.0205655,0.0204362,0.0273973,0.0578375,0.0800984,0.0912885,0.0745622,0.0460864,0.0413448,0.0343461,0.0134899,0.008958,0.0411301,0,0.0247803,0.0357895,0,0,0.0200209,0,0,0.0340356,0.0724932,0.0353361,0.0191222,0.0225045,0.0337741,0.0420548,0.0542941,0.0911011,0.0785488,0.0394874,0.0631312,0.0393168,0.0429681,0.0768795,0.0147967,0.0101453,0.00937712,0.016774,0.0193769,0.0224149,0,0,0,0,0.0453162,0.00747867,0,0,0.0842992,0,0.0171924,0.0395757
82,0,0,0,0,0,0.0328203,0.0392472,0,0,0,0.0461089,0.0164426,0,0.0151978,0,0,0.0302405,0.0286014,0.0204983,0.0206108,0.0272723,0.057973,0.0802892,0.0914171,0.0745126,0.0460775,0.0410502,0.0340082,0.0132437,0.00930133,0.0411298,0,0.024767,0.0358823,0,0,0.0198293,0,0,0.0341214,0.0727308,0.0357455,0.0190963,0.0226415,0.0337298,0.0421107,0.0539443,0.0907198,0.0782952,0.039124,0.0628849,0.0391031,0.0430269,0.0765917,0.0147366,0.0102705,0.0093399,0.0168184,0.0194715,0.0223744,0,0,0,0,0.0454612,0.0077654,0,0,0.0842249,0,0.0164693,0.0398338
83,0,0,0,0,0,0.0328521,0.0391582,0,0,0,0.0448106,0.0171863,0,0.0152435,0,0,0.0300039,0.0277521,0.0200365,0.0209453,0.02711,0.0579691,0.0801028,0.0909356,0.0741042,0.0457565,0.0405128,0.0329509,0.0131209,0.00946184,0.040495,0,0.0249172,0.0359473,0,0,0.0197307,0,0,0.034089,0.073106,0.0362091,0.0191173,0.022721,0.0339102,0.0421095,0.0535461,0.0903333,0.0781129,0.0388359,0.0626112,0.0387125,0.0427326,0.076231,0.0150608,0.01038,0.00941306,0.0168721,0.0193845,0.022429,0,0,0,0,0.0453372,0.00822645,0,0,0.084549,0,0.0164263,0.0399241
84,0,0,0,0,0,0.032955,0.0390673,0,0,0,0.0427474,0.0185603,0,0.0152854,0,0,0.0296464,0.0264059,0.0195535,0.0213851,0.0269719,0.0577342,0.0796185,0.0901344,0.0733946,0.0449048,0.0398366,0.0312986,0.0130248,0.00938232,0.0395726,0,0.0252388,0.0359768,0,0,0.0194581,0,0,0.0339973,0.0735268,0.0366786,0.0192204,0.0228251,0.0343104,0.0420194,0.0530721,0.0900469,0.0779976,0.038573,0.0622537,0.0382182,0.0422588,0.0757951,0.0157749,0.0104968,0.00961257,0.0170136,0.0191465,0.0225948,0,0,0,0,0.0449406,0.00890285,0,0,0.0852327,0,0.0165936,0.0398357
85,0,0,0,0,0,0.0330089,0.0391532,0,0,0,0.0403529,0.0202721,0,0.0152326,0,0,0.0293258,0.025001,0.0194506,0.0217831,0.0267784,0.0575961,0.0790897,0.0893254,0.0726394,0.043721,0.0384975,0.0294143,0.0131299,0.00931339,0.0386929,0,0.0254062,0.0359635,0,0,0.0189866,0,0,0.0339875,0.0738408,0.037174,0.019656,0.0230557,0.0347166,0.0418235,0.0527394,0.0897859,0.077764,0.0381832,0.0618341,0.0377505,0.041791,0.0752576,0.0168385,0.0104718,0.00987147,0.017121,0.0189933,0.0227531,0,0,0,0,0.0440105,0.0096186,0,0,0.0860236,0,0.0167787,0.0392495
86,0,0,0,0,0,0.0335039,0.0390908,0,0,0,0.0377534,0.0225321,0,0.0149862,0,0,0.0287535,0.0223897,0.0207919,0.0229587,0.0259026,0.0574327,0.0784233,0.0883706,0.0719664,0.0427975,0.0371434,0.0259929,0.013309,0.00917589,0.0374449,0,0.0256852,0.0361857,0,0,0.0172451,0,0,0.0341338,0.0743978,0.0375942,0.0213628,0.0231657,0.0358989,0.0409994,0.0518727,0.0891227,0.0774054,0.0373887,0.0616739,0.0373594,0.041525,0.0747614,0.0192904,0.0110825,0.0109439,0.0179382,0.0190563,0.0230239,0,0,0,0,0.0433025,0.0118087,0,0,0.0871772,0,0.0174203,0.0388292
87,0,0,0,0,0,0.0333111,0.0386992,0,0,0,0.0344237,0.0253678,0,0.0158643,0,0,0.0281779,0.0216098,0.0223171,0.0230813,0.0265868,0.0574491,0.077686,0.0878565,0.0714204,0.0416808,0.0355337,0.0250102,0.0126761,0.00905456,0.0359502,0,0.0265579,0.0362049,0,0,0.0189134,0,0,0.0334959,0.0751157,0.0382978,0.0200772,0.0228382,0.03569,0.0411714,0.0519145,0.0891862,0.0776905,0.0382136,0.060709,0.036143,0.0406461,0.0739668,0.0201527,0.0108541,0.0105109,0.0176821,0.0185308,0.0234052,0,0,0,0,0.0424399,0.0119391,0,0,0.08807,0,0.0178581,0.0384623
88,0,0,0,0,0,0.0334486,0.0385735,0,0,0,0.034027,0.0266953,0,0.0163392,0,0,0.0275861,0.0206779,0.0245036,0.0234985,0.0267345,0.0580847,0.0775319,0.0877285,0.0715146,0.0408298,0.0339712,0.0246982,0.0124245,0.00913393,0.0353669,0,0.0269645,0.0363442,0,0,0.0196099,0,0,0.0330242,0.0757436,0.0389869,0.0206193,0.0228804,0.0360954,0.0408179,0.0516925,0.0889402,0.0775655,0.0382595,0.059927,0.0353498,0.0398086,0.0729745,0.0211985,0.0108704,0.0107361,0.0173674,0.0185057,0.02353,0,0,0,0,0.0412109,0.0129024,0,0,0.0888386,0,0.0182481,0.0376773
89,0,0,0,0,0,0.0333812,0.0386377,0,0,0,0.0324558,0.0281021,0,0.0163882,0,0,0.0276111,0.0187564,0.0243328,0.0235514,0.0272299,0.0587841,0.0781986,0.0879259,0.0717097,0.040876,0.0334463,0.0243207,0.0124045,0.00907607,0.0365528,0,0.0270045,0.0362547,0,0,0.0195528,0,0,0.0329256,0.0756659,0.0402682,0.0216789,0.0240825,0.0359668,0.0402834,0.0518982,0.0894813,0.0773789,0.0375932,0.0588498,0.0349864,0.0385436,0.071494,0.0197075,0.0109938,0.0107339,0.0172139,0.018513,0.0236626,0,0,0,0,0.0430559,0.0130173,0,0,0.088886,0,0.01831,0.0396238
90,0,0,0,0,0,0.0334517,0.0387716,0,0,0,0.0307093,0.0271902,0,0.0163293,0,0,0.0276434,0.0179629,0.0239649,0.0233783,0.0275735,0.0600221,0.0795093,0.08871,0.072305,0.0409959,0.0335261,0.0260008,0.0124806,0.00897319,0.0333088,0,0.0271931,0.0362305,0,0,0.0194457,0,0,0.0328623,0.0770217,0.0408115,0.0223985,0.0217429,0.0359449,0.039846,0.0508992,0.0873309,0.0769168,0.0379921,0.0584654,0.032963,0.0383071,0.0712276,0.0254242,0.0111417,0.0107151,0.0170326,0.0185616,0.0235966,0,0,0,0,0.0436266,0.0128753,0,0,0.0882061,0,0.018441,0.0399954
91,0,0,0,0,0,0.0330673,0.0388593,0,0,0,0.028985,0.0267179,0,0.0164263,0,0,0.0276838,0.018868,0.0229026,0.023997,0.0284913,0.0609857,0.0807342,0.0893264,0.0724336,0.0420504,0.0351603,0.0266984,0.0124901,0.00891101,0.0352899,0,0.0266114,0.0357825,0,0,0.0194051,0,0,0.0327665,0.0763136,0.042285,0.0228934,0.0236353,0.035693,0.0396797,0.0516078,0.0883652,0.0767443,0.0365964,0.05728,0.0328626,0.036722,0.0692925,0.0227268,0.0110501,0.0107302,0.0168782,0.0182734,0.0241234,0,0,0,0,0.0427781,0.012936,0,0,0.0871262,0,0.0187758,0.0389059
92,0,0,0,0,0,0.0329357,0.0389162,0,0,0,0.0284392,0.0275977,0,0.0163351,0,0,0.0277903,0.0197247,0.0219202,0.0244367,0.0289475,0.0615695,0.0815616,0.0899024,0.0726651,0.0434166,0.0370936,0.0262632,0.0125444,0.00879921,0.0311803,0,0.0258364,0.0354881,0,0,0.0193812,0,0,0.0327396,0.0777171,0.0424104,0.0224035,0.020295,0.0354372,0.0398686,0.0509679,0.0854989,0.0760082,0.037138,0.0577686,0.0309529,0.0375554,0.0700278,0.0319367,0.0107627,0.0107879,0.016767,0.0180068,0.0245018,0,0,0,0,0.0415811,0.0124511,0,0,0.0857747,0,0.018877,0.0375317
93,0,0,0,0,0,0.0320889,0.0387877,0,0,0,0.0292366,0.0280235,0,0.0166206,0,0,0.0281185,0.0197478,0.022137,0.0257874,0.0299525,0.0612551,0.081633,0.0894482,0.072863,0.0444589,0.0380211,0.0254583,0.0124214,0.00884441,0.0340196,0,0.0252969,0.0348136,0,0,0.0191545,0,0,0.0330085,0.0768868,0.0453028,0.0227229,0.0235271,0.0352756,0.0397687,0.0518969,0.0873546,0.0759365,0.0348616,0.0567534,0.0316944,0.0358895,0.0679176,0.027913,0.0104502,0.0107696,0.0168201,0.017422,0.0258601,0,0,0,0,0.0416175,0.0128726,0,0,0.0852474,0,0.0190619,0.0375956
94,0,0,0,0,0,0.0316227,0.0385896,0,0,0,0.0293565,0.0275442,0,0.0169468,0,0,0.0285144,0.0198741,0.0229275,0.0266218,0.0304324,0.0608388,0.0811894,0.0885271,0.0737889,0.0444277,0.0378206,0.025124,0.0122869,0.00896499,0.0333474,0,0.0254027,0.0347082,0,0,0.0191123,0,0,0.0334645,0.0775152,0.0478079,0.0226178,0.0233314,0.0352859,0.039709,0.0520772,0.0869832,0.0757008,0.0345686,0.0566359,0.0313838,0.0357044,0.0675366,0.0312766,0.0103165,0.0107917,0.0167546,0.0171959,0.0267633,0,0,0,0,0.0417316,0.013306,0,0,0.0857314,0,0.0191563,0.0376648
95,0,0,0,0,0,0.0315301,0.0384598,0,0,0,0.0299073,0.0264269,0,0.017452,0,0,0.0288188,0.0197631,0.0229171,0.0273071,0.030847,0.0603738,0.0808725,0.0871848,0.0735212,0.0441847,0.0375732,0.0246193,0.0121459,0.00906107,0.0328239,0,0.0261487,0.0348811,0,0,0.019376,0,0,0.0338663,0.0781486,0.0505104,0.0228366,0.0232001,0.0354077,0.0395395,0.0520616,0.0865535,0.0754958,0.034489,0.056381,0.0311795,0.0354352,0.0671521,0.03516,0.010258,0.0108978,0.0164948,0.0172088,0.0271058,0,0,0,0,0.0420978,0.0142035,0,0,0.0869334,0,0.0191873,0.0374827
96,0,0,0,0,0,0.0318678,0.0384088,0,0,0,0.0307363,0.025639,0,0.0178794,0,0,0.0290443,0.0198371,0.0223337,0.027813,0.0312357,0.0598106,0.0805699,0.0859237,0.0715246,0.0439908,0.037319,0.0244683,0.0121118,0.00898314,0.0322759,0,0.0272115,0.0349724,0,0,0.0193813,0,0,0.0341912,0.0786725,0.0528457,0.0230954,0.0231576,0.0355417,0.0392988,0.0519591,0.0860865,0.0753207,0.034454,0.0560255,0.031006,0.034957,0.0667133,0.0393932,0.0102425,0.0110081,0.0165383,0.0173335,0.0270325,0,0,0,0,0.0427553,0.0153366,0,0,0.0885677,0,0.0191234,0.0373267
97,0,0,0,0,0,0.0324083,0.0383787,0,0,0,0.0314496,0.0252348,0,0.0181155,0,0,0.0291815,0.0203174,0.0215044,0.0280461,0.0315208,0.0590998,0.0798705,0.0850339,0.0695155,0.0439184,0.0372316,0.0244706,0.0122468,0.00894375,0.0315835,0,0.0283123,0.0348644,0,0,0.0194289,0,0,0.0343211,0.0792107,0.0543725,0.0231162,0.0231574,0.0356363,0.0391596,0.0517698,0.0855604,0.0752157,0.0344054,0.0555874,0.0308853,0.0344565,0.0663284,0.0436465,0.0101794,0.0111406,0.0165069,0.0174573,0.0268804,0,0,0,0,0.0431976,0.0161874,0,0,0.0901193,0,0.0191173,0.0371422
98,0,0,0,0,0,0.032864,0.0383628,0,0,0,0.0323288,0.0246631,0,0.0181316,0,0,0.0291844,0.0207207,0.0206332,0.0280561,0.0315535,0.0583404,0.0791081,0.0844814,0.0689205,0.0438845,0.0373224,0.0238294,0.0124311,0.00888663,0.0307043,0,0.0294105,0.0347781,0,0,0.0195881,0,0,0.0343807,0.0797866,0.0552985,0.0229647,0.0232721,0.035687,0.0391653,0.0514244,0.084923,0.0750688,0.0341715,0.0552347,0.0308542,0.0342232,0.0661709,0.0477871,0.010063,0.0110819,0.0165695,0.0175852,0.0268143,0,0,0,0,0.0431865,0.0165073,0,0,0.0910705,0,0.0191896,0.036568
99,0,0,0,0,0,0.0330369,0.0383499,0,0,0,0.0327203,0.0243922,0,0.0179364,0,0,0.0290885,0.0212476,0.0205974,0.0278261,0.0314309,0.0580853,0.0784462,0.0842296,0.0694026,0.0437978,0.0372698,0.0229155,0.0126373,0.00882009,0.0297524,0,0.0304409,0.0348485,0,0,0.0198856,0,0,0.0344155,0.0803514,0.0557724,0.0226351,0.0234627,0.0356549,0.0392504,0.0510228,0.0843035,0.0749708,0.0339639,0.0550538,0.0307743,0.0342905,0.0662894,0.0516052,0.00995287,0.0108987,0.016774,0.0176799,0.0268353,0,0,0,0,0.0427656,0.0160977,0,0,0.0912198,0,0.0193076,0.0360666
100,0,0,0,0,0,0.0329485,0.0383173,0,0,0,0.0324444,0.02445,0,0.0175043,0,0,0.0289795,0.0215157,0.0217167,0.0276529,0.0311647,0.0583607,0.0783121,0.0841031,0.0699379,0.0436222,0.0371287,0.0222841,0.0128709,0.00871925,0.0294,0,0.0312187,0.0350478,0,0,0.0203882,0,0,0.0343646,0.0808686,0.0558865,0.022223,0.0237114,0.0356056,0.0394095,0.0506385,0.0837826,0.0749931,0.0338432,0.0550798,0.030667,0.0345462,0.0665977,0.0545188,0.00989993,0.0107773,0.0168376,0.0176737,0.0268502,0,0,0,0,0.0421566,0.0154606,0,0,0.0908431,0,0.019296,0.0353755
101,0,0,0,0,0,0.0326675,0.0381903,0,0,0,0.0317612,0.0247315,0,0.01733,0,0,0.0288253,0.0212967,0.0232935,0.0276414,0.0308796,0.0588033,0.0786356,0.0844704,0.0703164,0.0434958,0.0370319,0.0223218,0.0129591,0.00860458,0.0296842,0,0.0315686,0.0351564,0,0,0.0206095,0,0,0.0344079,0.0813476,0.0558253,0.0216043,0.0239323,0.0354794,0.0396691,0.0504236,0.0835495,0.0752075,0.0339768,0.0553537,0.0306185,0.0349609,0.0670273,0.0560035,0.00993743,0.0107675,0.0169329,0.0175187,0.0268391,0,0,0,0,0.0413964,0.0148143,0,0,0.0900627,0,0.0192089,0.0346105
102,0,0,0,0,0,0.0329666,0.0380426,0,0,0,0.0312328,0.0250384,0,0.0169524,0,0,0.0287102,0.0206472,0.0241369,0.0273622,0.0300303,0.0595747,0.0792744,0.0854843,0.0710299,0.0433976,0.0368743,0.0227927,0.0130734,0.00863145,0.0302826,0,0.0316511,0.0355268,0,0,0.0205799,0,0,0.0344849,0.0829819,0.0565933,0.0208805,0.0198229,0.0353671,0.0399718,0.0491858,0.0807992,0.0748309,0.0357495,0.0562908,0.0287137,0.036441,0.0686602,0.0624106,0.0100633,0.0107731,0.0169774,0.0175679,0.0261135,0,0,0,0,0.0409824,0.0141175,0,0,0.0890107,0,0.0190176,0.034363
103,0,0,0,0,0,0.0323247,0.0378462,0,0,0,0.0300439,0.0253077,0,0.0172096,0,0,0.0287763,0.0195897,0.0233852,0.0284367,0.0304665,0.0594777,0.0797263,0.0862031,0.0709313,0.0438489,0.0373506,0.0242993,0.012974,0.00875796,0.0295881,0,0.0312992,0.0350266,0,0,0.0207116,0,0,0.0345222,0.0821549,0.0556072,0.0203862,0.0242937,0.0353274,0.0403549,0.049993,0.0833357,0.0755373,0.0340708,0.056159,0.0305962,0.0359393,0.067976,0.0550294,0.0100426,0.0108705,0.0168283,0.0171753,0.0265577,0,0,0,0,0.0412606,0.0145695,0,0,0.0882171,0,0.0190993,0.0346628
104,0,0,0,0,0,0.0329724,0.0378369,0,0,0,0.0294025,0.0255166,0,0.0170498,0,0,0.0288379,0.0192833,0.0217165,0.0282717,0.0299608,0.0598684,0.0801347,0.087118,0.0716092,0.0443128,0.0378558,0.0256584,0.0128931,0.00885152,0.0296788,0,0.031519,0.0351988,0,0,0.0206615,0,0,0.0345529,0.0836494,0.0562177,0.01998,0.0201503,0.035354,0.0405764,0.0486724,0.0806332,0.0749511,0.0356299,0.0568666,0.0286797,0.037322,0.0694382,0.0602438,0.0101287,0.0110036,0.0166411,0.0173932,0.0259476,0,0,0,0,0.0418042,0.0143229,0,0,0.0879805,0,0.0189724,0.035125
105,0,0,0,0,0,0.0326231,0.0377709,0,0,0,0.0287851,0.02561,0,0.0172678,0,0,0.0290166,0.0191542,0.019787,0.0289908,0.0305877,0.0593731,0.0803778,0.0872271,0.0712844,0.0448214,0.038525,0.0269878,0.0127074,0.00889715,0.029189,0,0.0315867,0.0347257,0,0,0.020564,0,0,0.034702,0.0828488,0.0552526,0.0195319,0.0244575,0.035612,0.0407284,0.0495385,0.0831802,0.0753789,0.0338841,0.0563653,0.0303518,0.036564,0.0684784,0.0530152,0.0101101,0.011034,0.016672,0.0171368,0.0266417,0,0,0,0,0.0422874,0.0150445,0,0,0.0882823,0,0.0190674,0.0356868
106,0,0,0,0,0,0.0327385,0.0377477,0,0,0,0.0289842,0.0257593,0,0.0172105,0,0,0.0291669,0.0197298,0.0191799,0.0287891,0.0306865,0.0591536,0.0805765,0.0869768,0.0710815,0.0446959,0.0384882,0.0272581,0.0126455,0.00889122,0.0289527,0,0.0318388,0.0347523,0,0,0.0204727,0,0,0.034751,0.0833349,0.0551367,0.0191164,0.0248073,0.0359293,0.0407032,0.0493051,0.0830852,0.0750407,0.0336406,0.0562398,0.030262,0.0366105,0.0684967,0.0523948,0.0100883,0.0110442,0.0166847,0.0171504,0.0267279,0,0,0,0,0.0426508,0.0150862,0,0,0.0887999,0,0.0191038,0.0358928
107,0,0,0,0,0,0.033343,0.0377346,0,0,0,0.029724,0.0260788,0,0.0170997,0,0,0.02927,0.0208384,0.020036,0.027718,0.0301709,0.0593241,0.0806454,0.08674,0.071163,0.0441774,0.0379006,0.0266803,0.0126649,0.00879182,0.0290219,0,0.032297,0.0352475,0,0,0.0204658,0,0,0.0346218,0.0849844,0.0556964,0.0187846,0.0211253,0.0361388,0.0405229,0.0478594,0.0802434,0.0741383,0.0351099,0.0566648,0.0284129,0.0376245,0.069693,0.0584699,0.0101555,0.0110894,0.0165726,0.0174606,0.0261191,0,0,0,0,0.0424779,0.0143241,0,0,0.0893823,0,0.0187686,0.035898
108,0,0,0,0,0,0.032986,0.0375965,0,0,0,0.0302998,0.0262858,0,0.0172625,0,0,0.0294245,0.0213764,0.0210924,0.027664,0.0305442,0.0589799,0.0806253,0.0862767,0.070584,0.0438042,0.0374046,0.0259973,0.0127306,0.00879255,0.0287079,0,0.032241,0.0351216,0,0,0.0206015,0,0,0.0344076,0.0842145,0.0548472,0.0179928,0.0259743,0.0363746,0.0403701,0.0486004,0.082734,0.0741684,0.0330429,0.0562029,0.0303769,0.0367413,0.0687337,0.0512794,0.0101724,0.0110473,0.0164864,0.0173155,0.0265133,0,0,0,0,0.0421537,0.0143931,0,0,0.0898788,0,0.0187878,0.0357298
109,0,0,0,0,0,0.0338343,0.0375402,0,0,0,0.0312518,0.0264671,0,0.016929,0,0,0.0293766,0.0221005,0.0220303,0.0264205,0.0298186,0.0592952,0.0803626,0.0862128,0.0708617,0.0434833,0.0368925,0.0249254,0.0129588,0.00874164,0.0289732,0,0.0325477,0.0356849,0,0,0.020632,0,0,0.0340683,0.0856178,0.0551189,0.0178567,0.0221942,0.0363902,0.0400524,0.0472192,0.0797334,0.0734241,0.0346975,0.0569198,0.0287963,0.0379496,0.0701531,0.0578798,0.0102675,0.0110095,0.0163446,0.0177375,0.0257163,0,0,0,0,0.0418525,0.0134838,0,0,0.0901973,0,0.0185682,0.0354147
110,0,0,0,0,0,0.0336344,0.03743,0,0,0,0.0318661,0.0264503,0,0.016946,0,0,0.0292938,0.0220874,0.0224506,0.0263942,0.0300321,0.0589527,0.080002,0.085946,0.0704025,0.0433835,0.0367356,0.0241963,0.0131109,0.00866398,0.0287439,0,0.0322624,0.0354839,0,0,0.0207847,0,0,0.0337568,0.0846927,0.0541724,0.0171324,0.0270023,0.0364361,0.0398649,0.0482605,0.0824555,0.0736434,0.0327618,0.0566902,0.0308976,0.0372974,0.0693312,0.0507135,0.0102617,0.0108632,0.0162569,0.0177063,0.026084,0,0,0,0,0.0417313,0.0134534,0,0,0.0903322,0,0.0186383,0.0353075
111,0,0,0,0,0,0.0344919,0.0374602,0,0,0,0.0330279,0.0264428,0,0.0165167,0,0,0.0291058,0.0222922,0.0227433,0.0252139,0.0292522,0.0592585,0.0796835,0.0861406,0.0707484,0.0432729,0.0365864,0.0232063,0.0133449,0.00863957,0.0287189,0,0.0321678,0.0360026,0,0,0.0209249,0,0,0.0334262,0.0857967,0.0540781,0.0175,0.0228731,0.0364905,0.0397093,0.0471014,0.0797008,0.0731627,0.034545,0.057571,0.0292841,0.0387261,0.0709875,0.0573522,0.0102607,0.0108,0.0160139,0.0182138,0.0253193,0,0,0,0,0.0417495,0.0128022,0,0,0.0903232,0,0.0184295,0.0352644
112,0,0,0,0,0,0.0347112,0.037492,0,0,0,0.0337939,0.0263865,0,0.016295,0,0,0.0289402,0.0222094,0.0228021,0.0246844,0.0290731,0.0592521,0.0794318,0.0862761,0.0707725,0.0432942,0.0366087,0.0226429,0.0134709,0.00867756,0.0286812,0,0.0318995,0.0360766,0,0,0.0210358,0,0,0.0331353,0.0857469,0.0534041,0.0172158,0.0230038,0.0366282,0.039707,0.0471495,0.0799468,0.0732721,0.0342804,0.0579536,0.0296534,0.039236,0.0714681,0.0567755,0.0101735,0.0108347,0.015874,0.0184579,0.0251729,0,0,0,0,0.0418294,0.0125302,0,0,0.0902369,0,0.0184274,0.0354136
113,0,0,0,0,0,0.0348661,0.037559,0,0,0,0.0343895,0.0263166,0,0.0161391,0,0,0.0287644,0.0218324,0.0226416,0.0242599,0.0290186,0.0592858,0.0792131,0.0865282,0.07087,0.0433013,0.0366019,0.0223245,0.0135341,0.00867791,0.0287697,0,0.0314486,0.036099,0,0,0.0210243,0,0,0.0329344,0.085575,0.0525423,0.0169405,0.0231216,0.036824,0.0397376,0.0472506,0.0804366,0.0734327,0.0340242,0.0585007,0.0302481,0.0398643,0.07201,0.0562477,0.0101089,0.0108136,0.0158683,0.0186395,0.0250365,0,0,0,0,0.0418134,0.0123768,0,0,0.0900621,0,0.0185326,0.0356239
114,0,0,0,0,0,0.0349655,0.0376395,0,0,0,0.0348447,0.0262267,0,0.0160731,0,0,0.0286336,0.0214013,0.022313,0.0239585,0.0290172,0.0594577,0.0791334,0.0868288,0.0710275,0.0432442,0.0365489,0.0221165,0.0135005,0.00873753,0.0288891,0,0.0309202,0.0361137,0,0,0.0209353,0,0,0.032783,0.0852409,0.0516812,0.016889,0.0232337,0.0371139,0.0397638,0.0473601,0.0807891,0.0736978,0.0338638,0.0591677,0.0309428,0.0404,0.0725988,0.0558612,0.0101221,0.0107914,0.0159585,0.0187813,0.0248994,0,0,0,0,0.0418489,0.0123901,0,0,0.0898619,0,0.0186846,0.0358872
115,0,0,0,0,0,0.0350131,0.0376953,0,0,0,0.035017,0.0262136,0,0.0161072,0,0,0.0285012,0.0211453,0.0220104,0.023684,0.0290883,0.0596593,0.0791433,0.0871411,0.0711378,0.0431904,0.0365997,0.0220388,0.0134208,0.00881473,0.0289654,0,0.0303273,0.0361897,0,0,0.0208782,0,0,0.0326055,0.0848291,0.0507574,0.0167043,0.0233873,0.0374164,0.0398198,0.0474715,0.0812312,0.0741427,0.03395,0.0598844,0.0315882,0.0410518,0.0733081,0.0556315,0.01017,0.0108152,0.0159869,0.0189136,0.0247455,0,0,0,0,0.0418022,0.0123622,0,0,0.0896628,0,0.0186152,0.0361885
116,0,0,0,0,0,0.0350483,0.0377169,0,0,0,0.03506,0.0262362,0,0.0161683,0,0,0.0283202,0.0210238,0.0218267,0.023431,0.0291553,0.0597806,0.0791577,0.0874533,0.0712019,0.0431097,0.0365938,0.0220235,0.013344,0.00892021,0.0289977,0,0.0297583,0.0362672,0,0,0.0208662,0,0,0.0325045,0.0843891,0.0498335,0.0166296,0.0235844,0.0377374,0.039853,0.0476315,0.081707,0.0746079,0.0341899,0.0606295,0.0323006,0.0417981,0.0740403,0.0555393,0.0102591,0.0107568,0.0160419,0.0190415,0.0245677,0,0,0,0,0.0417929,0.0123415,0,0,0.0895161,0,0.0185665,0.0362551
117,0,0,0,0,0,0.0351245,0.0377007,0,0,0,0.0350845,0.0262441,0,0.0161372,0,0,0.0280927,0.0209433,0.0217558,0.0231734,0.0291425,0.0598002,0.0792097,0.0876139,0.0711881,0.0429768,0.03646,0.0220058,0.0133198,0.0087715,0.0290049,0,0.0293614,0.036336,0,0,0.0208915,0,0,0.0324178,0.083983,0.0489735,0.01665,0.0238344,0.0380324,0.0398512,0.0478131,0.0821926,0.0750209,0.0344803,0.0613976,0.0330532,0.0424448,0.0747831,0.0555094,0.0103604,0.0106982,0.0160713,0.0191891,0.0244268,0,0,0,0,0.0417714,0.0123305,0,0,0.0894214,0,0.0185543,0.0361372
118,0,0,0,0,0,0.0352037,0.037685,0,0,0,0.0352269,0.0262277,0,0.0160807,0,0,0.0278848,0.020953,0.0217635,0.0229062,0.0290698,0.0598462,0.0793182,0.0876876,0.0711513,0.0428193,0.0362673,0.0219389,0.0133247,0.00872133,0.0290648,0,0.0290939,0.0364472,0,0,0.0208042,0,0,0.0323498,0.0836097,0.0481655,0.0167086,0.0241253,0.0382946,0.0398287,0.0480031,0.0826646,0.0753483,0.0348045,0.0622098,0.0337774,0.0431199,0.0755309,0.0555132,0.0104359,0.010653,0.0160959,0.0194069,0.0242783,0,0,0,0,0.0418606,0.0123543,0,0,0.0893963,0,0.0185219,0.0362914
119,0,0,0,0,0,0.0352597,0.0376737,0,0,0,0.0353284,0.0262779,0,0.0160853,0,0,0.0277327,0.021081,0.0218959,0.0226314,0.0289578,0.0598901,0.0794238,0.0877316,0.0711439,0.0427227,0.0361379,0.021873,0.0133512,0.00872048,0.0292084,0,0.0286085,0.03655,0,0,0.0207533,0,0,0.0323006,0.0833209,0.0474863,0.0169688,0.0244156,0.0385206,0.0398076,0.048096,0.0829197,0.0755729,0.0350069,0.0629781,0.0344369,0.0436802,0.076149,0.055128,0.0104796,0.0106872,0.016051,0.0196121,0.0241541,0,0,0,0,0.041976,0.0124495,0,0,0.0894212,0,0.0184833,0.0363324
