Timestep,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTOE,LUPA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,BBL,LTIBP,LWRB,LWRA,LILC,LBHD
150,0,0,0,0,0,0.0301738,0.0418922,0,0,0,0.0365078,0,0.0187201,0,0.0162138,0,0,0.0286998,0.0954298,0.0288593,0.0342689,0.0356038,0.0330705,0.0819759,0.0996871,0.114742,0.0945816,0.0337982,0.0976506,0.0982057,0.0707025,0.0131546,0.0290762,0,0.0239429,0.0368449,0,0,0.0238226,0,0,0.03409,0.0767607,0.0255545,0.0146054,0.0248984,0.0468325,0.0445831,0.0641807,0.103326,0.0915794,0.0428442,0.0741146,0.0471308,0.0544812,0.0877047,0.0506269,0.0106544,0.0107459,0.0202911,0.0208903,0.0300802,0,0,0,0,0,0.055533,0.0149097,0.00893705,0.0265078,0
151,0,0,0,0,0,0.0304395,0.0417933,0,0,0,0.0362077,0,0.0187946,0,0.0161373,0,0,0.0285684,0.0961106,0.0279145,0.0344681,0.0357308,0.0330981,0.081027,0.0986383,0.114106,0.0942222,0.0333665,0.0976341,0.0982635,0.069291,0.0132931,0.0292137,0,0.0236743,0.0368888,0,0,0.0238831,0,0,0.0339991,0.0763058,0.0242754,0.0147959,0.0242095,0.046451,0.0439934,0.0646699,0.10388,0.0924721,0.0438615,0.0742699,0.0470472,0.0548349,0.0880564,0.0478987,0.0106025,0.0106266,0.0202083,0.0206559,0.029608,0,0,0,0,0,0.0551066,0.0148602,0.00896061,0.0265779,0
152,0,0,0,0,0,0.0306891,0.0416571,0,0,0,0.0358237,0,0.0188737,0,0.015978,0,0,0.0284356,0.0968451,0.0266757,0.0343898,0.0358714,0.0331212,0.0801743,0.0976057,0.113561,0.0940391,0.0330323,0.0974618,0.0982048,0.0669201,0.0133843,0.0292946,0,0.0238292,0.036952,0,0,0.0237423,0,0,0.0339641,0.0751451,0.0219426,0.0154756,0.0253157,0.0460692,0.0434079,0.0662953,0.105033,0.0928094,0.044492,0.0746661,0.0477032,0.0553343,0.0887088,0.0419174,0.010627,0.0105722,0.0200891,0.0205331,0.029097,0,0,0,0,0,0.0546371,0.0149823,0.00894921,0.026751,0
153,0,0,0,0,0,0.0308685,0.041457,0,0,0,0.0356067,0,0.0191501,0,0.0156218,0,0,0.0283652,0.0971018,0.0256877,0.0343277,0.0361425,0.0330707,0.0794162,0.0968275,0.113043,0.0937072,0.0327161,0.0973273,0.0981615,0.0647277,0.0135036,0.0297747,0,0.0237714,0.0369398,0,0,0.0232197,0,0,0.0339714,0.0750018,0.0211588,0.0154592,0.0249163,0.0458558,0.0430358,0.066677,0.105494,0.0933131,0.0452645,0.0746392,0.0475397,0.0553553,0.0890669,0.0396948,0.0107958,0.0107712,0.0200443,0.0205335,0.0286452,0,0,0,0,0,0.0542024,0.0154611,0.00882989,0.0268329,0
154,0,0,0,0,0,0.0309307,0.041282,0,0,0,0.0355207,0,0.0194614,0,0.0156345,0,0,0.0282908,0.0970287,0.0249773,0.034038,0.0366114,0.0329941,0.0786055,0.0962112,0.112414,0.0931078,0.0324958,0.0972307,0.0981084,0.0630959,0.0133694,0.0299105,0,0.0233947,0.0368909,0,0,0.0233493,0,0,0.0338278,0.0758308,0.0220348,0.0150196,0.0228396,0.0458482,0.042879,0.0658611,0.105228,0.0940412,0.046065,0.0742104,0.0465454,0.0550465,0.0888477,0.0414314,0.0108469,0.0106472,0.0199452,0.0206691,0.0284176,0,0,0,0,0,0.0538587,0.0154163,0.00892263,0.0269658,0
155,0,0,0,0,0,0.0311165,0.0411623,0,0,0,0.0352714,0,0.0196019,0,0.0155928,0,0,0.0282962,0.0969403,0.0238584,0.0336897,0.0372737,0.0328842,0.0780685,0.0958081,0.111922,0.0927711,0.0323797,0.0970916,0.0980757,0.0611775,0.0131376,0.0301017,0,0.0233187,0.0368867,0,0,0.023328,0,0,0.033713,0.0760086,0.0219386,0.0149974,0.0227236,0.0455862,0.0427205,0.065922,0.105434,0.09406,0.0464062,0.0739032,0.0462721,0.0548105,0.0887088,0.0398445,0.010985,0.0106297,0.0199114,0.0208627,0.0282268,0,0,0,0,0,0.0535181,0.0154079,0.00904675,0.0273512,0
156,0,0,0,0,0,0.0312938,0.0410738,0,0,0,0.0351485,0,0.0197752,0,0.0155959,0,0,0.0283078,0.0967498,0.0227849,0.0331773,0.0379903,0.0327546,0.0775699,0.0955749,0.111486,0.092497,0.0323175,0.0969521,0.0980922,0.0595424,0.0130155,0.0301823,0,0.0232098,0.0368884,0,0,0.023388,0,0,0.0336671,0.0762848,0.0219126,0.0148874,0.0226744,0.0452989,0.0427273,0.0661093,0.105491,0.0939574,0.0467025,0.0736307,0.0459605,0.0545569,0.0885279,0.0382957,0.011111,0.0105725,0.0199585,0.0210294,0.0280768,0,0,0,0,0,0.0532415,0.0154381,0.00912532,0.027692,0
157,0,0,0,0,0,0.0314114,0.041031,0,0,0,0.0351317,0,0.0200508,0,0.0156237,0,0,0.0282926,0.0965872,0.021937,0.0325229,0.0387058,0.0326601,0.0771795,0.095304,0.111097,0.0922492,0.0322089,0.0969091,0.098204,0.0582646,0.0129997,0.0302532,0,0.0230606,0.0368501,0,0,0.0235091,0,0,0.0336181,0.0765401,0.0219692,0.0147443,0.0226213,0.0450719,0.0427734,0.0666147,0.105401,0.0938951,0.0469671,0.0734582,0.045752,0.0543586,0.0883987,0.0370362,0.0111796,0.0104307,0.0200806,0.0211299,0.0278658,0,0,0,0,0,0.0528057,0.01548,0.00915554,0.0280246,0
158,0,0,0,0,0,0.0314439,0.0410221,0,0,0,0.0350913,0,0.0203807,0,0.0156661,0,0,0.0282612,0.0965041,0.0210803,0.0322154,0.0393429,0.0326494,0.076856,0.0950444,0.110807,0.0920355,0.0320581,0.0969167,0.0983564,0.0571849,0.0129756,0.0303908,0,0.0231693,0.036797,0,0,0.0236902,0,0,0.0336618,0.0766822,0.021924,0.0146296,0.0225517,0.0448755,0.0427616,0.0670496,0.105535,0.0940547,0.0473042,0.0732869,0.0455762,0.0541593,0.0880745,0.0360545,0.0111597,0.0104959,0.0201261,0.0211414,0.0276667,0,0,0,0,0,0.0522672,0.0154973,0.00918018,0.0283639,0
159,0,0,0,0,0,0.0314152,0.0410103,0,0,0,0.0349964,0,0.0207407,0,0.0157346,0,0,0.0282184,0.0964844,0.0202511,0.0318432,0.039782,0.0327532,0.0763788,0.0948061,0.110484,0.0917967,0.0318825,0.0969136,0.0985016,0.0563419,0.0129561,0.0303916,0,0.0231984,0.0367746,0,0,0.0237896,0,0,0.0336479,0.0766998,0.0217396,0.0146314,0.0224192,0.0447041,0.0426373,0.0674131,0.10583,0.0943496,0.0477431,0.0730756,0.0453936,0.0539507,0.0879377,0.0352795,0.0111432,0.0106455,0.0200821,0.0210457,0.0274724,0,0,0,0,0,0.0516483,0.0155368,0.00921735,0.0286613,0
160,0,0,0,0,0,0.0314031,0.0409766,0,0,0,0.0349109,0,0.0211595,0,0.0158741,0,0,0.028233,0.096537,0.0195815,0.0311205,0.040081,0.0329765,0.0757433,0.0945013,0.110047,0.0915336,0.0316731,0.0969649,0.0987341,0.055635,0.0130466,0.0302978,0,0.023223,0.036747,0,0,0.0237474,0,0,0.0336317,0.0765652,0.021628,0.0147444,0.0222793,0.0445829,0.0424253,0.0678628,0.106095,0.094651,0.0482426,0.0729931,0.0451813,0.0537246,0.0879284,0.0345606,0.0111309,0.0107832,0.0200553,0.0208841,0.0272211,0,0,0,0,0,0.0509119,0.015646,0.00926894,0.0288436,0
161,0,0,0,0,0,0.0315051,0.040929,0,0,0,0.0347243,0,0.0216674,0,0.0157796,0,0,0.0283418,0.0965649,0.0187586,0.0301021,0.0402484,0.0331955,0.0750051,0.0941567,0.109696,0.0913644,0.0314048,0.0971033,0.0990904,0.0549811,0.0132544,0.030196,0,0.0232708,0.0367297,0,0,0.0234327,0,0,0.0337456,0.0764015,0.0212928,0.0149131,0.0221667,0.0444954,0.0421358,0.0683378,0.106366,0.0949861,0.0488424,0.0726243,0.0449696,0.0534323,0.0877762,0.0337902,0.0111589,0.010795,0.0201503,0.0206968,0.026986,0,0,0,0,0,0.0500475,0.0161809,0.00916202,0.028932,0
162,0,0,0,0,0,0.0316334,0.0409157,0,0,0,0.0347456,0,0.0218487,0,0.0159968,0,0,0.028307,0.0965069,0.0180368,0.0296657,0.0403129,0.0334029,0.0743493,0.0938152,0.109289,0.0910736,0.0311135,0.0973208,0.0994272,0.0544617,0.0132141,0.0302434,0,0.0232437,0.0367075,0,0,0.0234152,0,0,0.033711,0.0762267,0.0209994,0.0151996,0.022026,0.0444807,0.0417977,0.0687621,0.106651,0.0953793,0.049386,0.0723312,0.0447191,0.0531052,0.0877084,0.0330462,0.0111226,0.0106856,0.0201548,0.0205096,0.0267569,0,0,0,0,0,0.0492386,0.0161062,0.00926652,0.0291288,0
163,0,0,0,0,0,0.0318341,0.0409082,0,0,0,0.0346286,0,0.0222341,0,0.0161221,0,0,0.0282288,0.0962021,0.0173942,0.0295397,0.0403808,0.0335969,0.0739388,0.0936399,0.109087,0.0909414,0.0307413,0.0976289,0.0998107,0.054027,0.0131613,0.030303,0,0.0232556,0.036708,0,0,0.0233386,0,0,0.0336678,0.0761055,0.0208029,0.0154687,0.0218671,0.0444357,0.0414692,0.0691281,0.10699,0.0957569,0.0499194,0.0719185,0.0444369,0.0528192,0.0876119,0.032017,0.0110718,0.010678,0.0201318,0.0203709,0.0264612,0,0,0,0,0,0.0482728,0.0160501,0.00934289,0.029411,0
164,0,0,0,0,0,0.0320565,0.0409206,0,0,0,0.0344817,0,0.0228416,0,0.0161931,0,0,0.0281632,0.095925,0.0173344,0.0289994,0.040521,0.0337616,0.0736409,0.0935202,0.108942,0.0909224,0.0304441,0.098017,0.100155,0.0534775,0.0130914,0.0303423,0,0.023284,0.0366881,0,0,0.0232807,0,0,0.0336533,0.07612,0.0207552,0.0157597,0.0216551,0.0443979,0.0412253,0.0694095,0.107237,0.0960978,0.0503462,0.0716324,0.044227,0.0526072,0.0873179,0.0309522,0.0109902,0.0106858,0.0201347,0.0202601,0.026175,0,0,0,0,0,0.0472918,0.0160064,0.00939054,0.0296597,0
165,0,0,0,0,0,0.0322546,0.0409295,0,0,0,0.034175,0,0.0234224,0,0.0163012,0,0,0.0281985,0.0956923,0.0172109,0.0280573,0.0407445,0.033875,0.0733762,0.0933589,0.108797,0.0909462,0.0303541,0.0981891,0.100342,0.052964,0.0130174,0.0305392,0,0.0231917,0.0366216,0,0,0.0232413,0,0,0.0336682,0.0762186,0.0206907,0.0160158,0.0214717,0.0443856,0.0410658,0.0695647,0.107359,0.0963363,0.0506254,0.0714426,0.0440439,0.0524052,0.0870823,0.0299004,0.0108754,0.0106729,0.020177,0.0201727,0.0258904,0,0,0,0,0,0.0462764,0.0160907,0.00939156,0.0298351,0
166,0,0,0,0,0,0.0323744,0.0409178,0,0,0,0.033803,0,0.0241554,0,0.0164893,0,0,0.0282498,0.095391,0.0169309,0.0267589,0.0409722,0.033955,0.0731994,0.0932425,0.108723,0.0910941,0.0303609,0.0979823,0.100355,0.052178,0.0129957,0.0308386,0,0.023063,0.0365514,0,0,0.0231356,0,0,0.0337908,0.0763641,0.0207535,0.0162517,0.0213443,0.0444107,0.0410166,0.0695994,0.107375,0.0963313,0.0508086,0.0712437,0.0438665,0.0521979,0.0869717,0.0288875,0.010822,0.0106636,0.0202442,0.020102,0.0256837,0,0,0,0,0,0.0451923,0.0162059,0.00937825,0.0301159,0
167,0,0,0,0,0,0.0324277,0.0409109,0,0,0,0.0334432,0,0.0249082,0,0.0166634,0,0,0.02828,0.0950466,0.0169037,0.0258585,0.0412263,0.034002,0.0730649,0.0932211,0.108672,0.0912511,0.0304856,0.0974956,0.100078,0.051174,0.0129448,0.0310511,0,0.0229799,0.0365054,0,0,0.0229936,0,0,0.0339226,0.0765175,0.0210496,0.0164061,0.0213269,0.0444628,0.0410497,0.0695542,0.107252,0.0962241,0.0509214,0.07106,0.0437076,0.0520156,0.0869091,0.0279627,0.0108439,0.0106848,0.0202905,0.0200376,0.0255917,0,0,0,0,0,0.0442268,0.0161911,0.00939962,0.0303937,0
168,0,0,0,0,0,0.0324438,0.0409399,0,0,0,0.0331144,0,0.0255735,0,0.0167985,0,0,0.0283504,0.094773,0.0169664,0.0248825,0.0413954,0.0340197,0.0729478,0.0931822,0.108593,0.0913971,0.0307518,0.0969237,0.0997613,0.050031,0.0128331,0.0312631,0,0.0230046,0.0364442,0,0,0.0228656,0,0,0.0341026,0.0766979,0.0212008,0.0165356,0.0213281,0.0445198,0.0411017,0.0695006,0.10702,0.0962299,0.0510461,0.0708583,0.0435855,0.0518548,0.0867561,0.0270934,0.0108754,0.0106919,0.0203587,0.0199975,0.0256884,0,0,0,0,0,0.0434112,0.0161301,0.00945302,0.0305919,0
169,0,0,0,0,0,0.0325326,0.0409165,0,0,0,0.0327413,0,0.0260969,0,0.0167306,0,0,0.028454,0.0945722,0.0168777,0.0243494,0.0414959,0.0339259,0.0729465,0.0932261,0.108627,0.0916952,0.0311812,0.096193,0.0993915,0.0485213,0.0128383,0.0315488,0,0.0230213,0.0364184,0,0,0.0227662,0,0,0.0342554,0.0768666,0.0211391,0.0166538,0.0212809,0.0445774,0.0411586,0.0694958,0.106917,0.0963203,0.0511629,0.0706606,0.043498,0.0517199,0.0866152,0.0261367,0.0109236,0.0107029,0.0204147,0.019981,0.0256322,0,0,0,0,0,0.0424383,0.0163711,0.0093646,0.0306995,0
170,0,0,0,0,0,0.0326988,0.0408492,0,0,0,0.0325242,0,0.0264678,0,0.0168544,0,0,0.0284845,0.0945014,0.016981,0.0238983,0.0414606,0.0338353,0.0729384,0.0931702,0.108619,0.0919616,0.0317608,0.0956315,0.0989728,0.0468041,0.0127019,0.031872,0,0.0228749,0.0364378,0,0,0.022648,0,0,0.0340992,0.0770337,0.0209623,0.0166555,0.0212436,0.0446002,0.0411236,0.0694957,0.106867,0.0964094,0.0512667,0.0706353,0.0435103,0.0516687,0.0864993,0.0251272,0.0109724,0.0105962,0.0204341,0.0199254,0.025347,0,0,0,0,0,0.0414418,0.0162338,0.00940824,0.0307035,0
171,0,0,0,0,0,0.0328711,0.0408143,0,0,0,0.0325065,0,0.0266684,0,0.0169196,0,0,0.0285007,0.0944521,0.0172168,0.0235385,0.0412354,0.0336833,0.0729903,0.092965,0.108517,0.0921403,0.0325484,0.0951004,0.0984632,0.0451486,0.0125891,0.0322287,0,0.0227662,0.0364373,0,0,0.0225158,0,0,0.0338639,0.0772489,0.0208115,0.0165328,0.0212796,0.0446173,0.0410138,0.0694951,0.106818,0.0963399,0.0514287,0.070759,0.0436207,0.0516889,0.0864841,0.0242558,0.0110173,0.0105252,0.0203915,0.0198904,0.0251227,0,0,0,0,0,0.0404635,0.0161282,0.00942527,0.0306957,0
172,0,0,0,0,0,0.0330459,0.0408144,0,0,0,0.0323615,0,0.0270136,0,0.0169887,0,0,0.0285512,0.0944202,0.0178774,0.023314,0.0409209,0.0333647,0.0731201,0.0926475,0.108418,0.0924412,0.033672,0.0944399,0.0979608,0.0434802,0.0123743,0.0326632,0,0.0226846,0.0364223,0,0,0.0225378,0,0,0.0339899,0.0774647,0.0204691,0.0164997,0.0213436,0.0446937,0.0409767,0.0694723,0.106732,0.0962977,0.0516168,0.0708345,0.0438026,0.0517342,0.0866284,0.0233489,0.0110816,0.0105539,0.0204405,0.0198649,0.0249228,0,0,0,0,0,0.0394809,0.0160754,0.00943924,0.0304886,0
173,0,0,0,0,0,0.0331899,0.0408101,0,0,0,0.0321051,0,0.0272656,0,0.0170627,0,0,0.0285768,0.0944561,0.0187662,0.0234858,0.0405002,0.0328826,0.0729458,0.0922438,0.108353,0.0928261,0.0350872,0.0936009,0.0973345,0.0416085,0.012171,0.0331603,0,0.0226284,0.0364362,0,0,0.0225297,0,0,0.0341322,0.0776432,0.0198982,0.0164224,0.0213694,0.0447937,0.0410897,0.0694228,0.106661,0.0962741,0.0516667,0.0709408,0.0440611,0.0517958,0.0868554,0.0223071,0.0111959,0.0105939,0.0205173,0.0199112,0.0246967,0,0,0,0,0,0.0384441,0.0159422,0.00949572,0.0299079,0
174,0,0,0,0,0,0.0332235,0.0407958,0,0,0,0.0319906,0,0.0275265,0,0.0171004,0,0,0.0285576,0.0946961,0.0197117,0.0241474,0.039877,0.0323513,0.0726602,0.0915485,0.108164,0.0931193,0.0367468,0.0924904,0.0966958,0.0398791,0.0120439,0.0336811,0,0.0225653,0.036472,0,0,0.0224828,0,0,0.0342076,0.0778632,0.0192615,0.0161834,0.0214727,0.0449456,0.0413401,0.0691753,0.106512,0.096185,0.0516592,0.0711374,0.0443645,0.0519437,0.0871918,0.021248,0.0113009,0.0107553,0.0206072,0.0200526,0.0244865,0,0,0,0,0,0.0379391,0.0157946,0.009575,0.0291641,0
175,0,0,0,0,0,0.0331092,0.040791,0,0,0,0.0316713,0,0.0278139,0,0.017058,0,0,0.0285019,0.0950103,0.0207821,0.0254483,0.0391273,0.0318838,0.0723472,0.0904988,0.107882,0.0934361,0.038608,0.0911311,0.0957815,0.0385874,0.011929,0.03428,0,0.0224858,0.0365558,0,0,0.0224205,0,0,0.0344075,0.0780574,0.0185798,0.0158185,0.0217047,0.045102,0.0416825,0.0688392,0.106296,0.0959495,0.0516739,0.0714176,0.0446537,0.0521864,0.0875546,0.02009,0.0114569,0.0106723,0.0208958,0.0201223,0.024335,0,0,0,0,0,0.0377366,0.0157341,0.0095813,0.0282885,0
176,0,0,0,0,0,0.0328378,0.0407991,0,0,0,0.0309661,0,0.0281969,0,0.0170136,0,0,0.0284653,0.0951657,0.0219117,0.0269763,0.0383448,0.0315208,0.0721259,0.0891978,0.107632,0.0938742,0.0405718,0.089755,0.0948797,0.0379236,0.011753,0.0349374,0,0.0223119,0.0366667,0,0,0.0224949,0,0,0.034654,0.0782278,0.0180084,0.015384,0.022004,0.0452434,0.0420603,0.0685813,0.105972,0.0956233,0.0516116,0.0716734,0.0448883,0.0525543,0.0878567,0.0188339,0.0117062,0.0105033,0.0212511,0.0200528,0.0242616,0,0,0,0,0,0.0376409,0.0157147,0.009545,0.0274133,0
177,0,0,0,0,0,0.0325165,0.0407974,0,0,0,0.0289898,0,0.0290522,0,0.0165929,0,0,0.0286115,0.0952309,0.0233498,0.0284275,0.0376338,0.0310907,0.0718958,0.087823,0.107506,0.0944047,0.0426736,0.0881055,0.0939636,0.0386987,0.01177,0.0357844,0,0.0219776,0.0366937,0,0,0.0224398,0,0,0.0349358,0.0783607,0.0176109,0.0149198,0.0221839,0.0453955,0.0424949,0.0682049,0.105572,0.0952923,0.0514875,0.0718272,0.045125,0.0529554,0.0879886,0.0174987,0.012028,0.0107793,0.0214443,0.019758,0.024338,0,0,0,0,0,0.0374598,0.0162918,0.00933276,0.0266195,0
178,0,0,0,0,0,0.0319261,0.0409978,0,0,0,0.0320104,0,0.0272398,0,0.0162866,0,0,0.0291831,0.0946522,0.0252423,0.0274654,0.0361755,0.0312302,0.0718863,0.0877238,0.107329,0.0945763,0.0426807,0.0876853,0.0933504,0.0379214,0.0117879,0.035538,0,0.0217523,0.0363952,0,0,0.0230028,0,0,0.0348978,0.0785272,0.0176116,0.0143038,0.0220075,0.0444968,0.0429145,0.0675997,0.104983,0.0948675,0.051332,0.0720219,0.0451365,0.0532544,0.0881312,0.0178681,0.0121483,0.0104678,0.0213564,0.0195516,0.02441,0,0,0,0,0,0.0387086,0.0156201,0.0093732,0.0246204,0
179,0,0,0,0,0,0.0313018,0.0412258,0,0,0,0.03581,0,0.0244773,0,0.016332,0,0,0.0296716,0.0939195,0.0262091,0.0271257,0.034324,0.0316038,0.0717193,0.0875773,0.106933,0.0943612,0.0417431,0.0888244,0.0932903,0.039724,0.0119616,0.0357847,0,0.0214068,0.0361623,0,0,0.0230701,0,0,0.0352603,0.078457,0.0174075,0.0142748,0.0222791,0.0435789,0.0435011,0.0670443,0.104452,0.0942013,0.0508683,0.0723825,0.0453216,0.0534642,0.0882859,0.0175102,0.0122788,0.00996968,0.0211158,0.0194403,0.0244401,0,0,0,0,0,0.039493,0.0150198,0.00939683,0.0226641,0
180,0,0,0,0,0,0.0319607,0.0411472,0,0,0,0.0389679,0,0.0215614,0,0.0164779,0,0,0.0296387,0.0914797,0.025289,0.0268111,0.0332069,0.0315552,0.0732657,0.0891625,0.108392,0.0958305,0.04171,0.0889511,0.0925374,0.0393966,0.0120754,0.0354103,0,0.0215138,0.036439,0,0,0.0229337,0,0,0.0352037,0.0781175,0.0176966,0.0147551,0.0218481,0.0423888,0.0428969,0.066955,0.104521,0.0941647,0.0508757,0.0720141,0.0448263,0.0531017,0.0879086,0.0173027,0.0121604,0.0100064,0.0210637,0.0193541,0.0237201,0,0,0,0,0,0,0.0148839,0.00942422,0.0204743,0
181,0,0,0,0,0,0.0306424,0.0415817,0,0,0,0.0411735,0,0.0210668,0,0.0162406,0,0,0.0301568,0.0925314,0.0271236,0.0278842,0.0320932,0.0319874,0.0723303,0.087897,0.107193,0.0944015,0.0401007,0.0904714,0.0931379,0.0420457,0.012422,0.0359198,0,0.0207785,0.0359575,0,0,0.0231857,0,0,0.0358754,0.0782489,0.0176434,0.014561,0.0224641,0.042179,0.0439079,0.0662885,0.103934,0.0934084,0.0499437,0.0723325,0.0452749,0.0533751,0.0880587,0.0170302,0.0121963,0.00989483,0.0209728,0.0194434,0.0244911,0,0,0,0,0,0.040275,0.0144951,0.00951452,0.0204794,0
182,0,0,0,0,0,0.030353,0.0416895,0,0,0,0.0418412,0,0.0206659,0,0.0163511,0,0,0.0301667,0.0922942,0.0270248,0.0274255,0.0316906,0.0322992,0.0727564,0.0881046,0.107545,0.0945493,0.0400376,0.0904068,0.0928513,0.0419099,0.0122825,0.0358522,0,0.0204538,0.0358659,0,0,0.0231827,0,0,0.0361348,0.0782834,0.0179969,0.0147517,0.0224756,0.0417209,0.0439824,0.0659081,0.103561,0.0929347,0.0494971,0.0722415,0.0452496,0.0533358,0.0879752,0.0169395,0.0122069,0.0098541,0.0210627,0.0193414,0.0246958,0,0,0,0,0,0.0404553,0.0145776,0.00954396,0.0200391,0
183,0,0,0,0,0,0.0301245,0.0417116,0,0,0,0.0410319,0,0.0211564,0,0.0166467,0,0,0.0300393,0.0921922,0.0262066,0.0260499,0.0317025,0.0325502,0.0730921,0.0880498,0.107789,0.0948636,0.040661,0.0896614,0.0925789,0.0408874,0.0119023,0.035668,0,0.0201989,0.0357636,0,0,0.0230573,0,0,0.0360356,0.0785299,0.0186361,0.0148996,0.0221907,0.0416927,0.0439814,0.0654616,0.103225,0.0925077,0.0490857,0.0719935,0.0450275,0.0532379,0.0876712,0.0169181,0.012303,0.00983866,0.0211396,0.0190875,0.0249249,0,0,0,0,0,0.0404014,0.0148191,0.00953843,0.0202784,0
184,0,0,0,0,0,0.0300467,0.0416585,0,0,0,0.0388921,0,0.0223572,0,0.0170972,0,0,0.0296282,0.0923915,0.0244054,0.0243165,0.0320578,0.0327677,0.0734324,0.0877258,0.107909,0.0952572,0.041729,0.0883877,0.0923582,0.038888,0.0114463,0.0354821,0,0.0199542,0.0356995,0,0,0.0229253,0,0,0.0359115,0.0789703,0.0196708,0.0150651,0.0220203,0.0420638,0.0438259,0.0649694,0.102928,0.0923635,0.04861,0.0715745,0.0446569,0.0529399,0.0872378,0.0169514,0.0124075,0.0101226,0.0211051,0.0187171,0.0251069,0,0,0,0,0,0.0400709,0.015177,0.00954372,0.0211039,0
185,0,0,0,0,0,0.0300884,0.041558,0,0,0,0.0358496,0,0.0243193,0,0.0173937,0,0,0.0291388,0.0930927,0.0217888,0.02357,0.0325594,0.0330368,0.0738386,0.0874791,0.108096,0.0956274,0.0433864,0.0864944,0.0917239,0.0357034,0.0116124,0.0355425,0,0.0194111,0.0355569,0,0,0.0226665,0,0,0.0359262,0.0795402,0.0207734,0.0154296,0.0220123,0.0425185,0.0435364,0.0644243,0.102548,0.0922069,0.0481708,0.0713093,0.0443416,0.0524629,0.0868634,0.0169424,0.0124335,0.0104419,0.021168,0.0183229,0.0251672,0,0,0,0,0,0.0394323,0.0160177,0.00938498,0.0221041,0
186,0,0,0,0,0,0.0306323,0.0411426,0,0,0,0.0349213,0,0.0251437,0,0.0188842,0,0,0.0277354,0.094521,0.020534,0.0260401,0.0338761,0.0331341,0.0740617,0.0869536,0.108304,0.0958857,0.0463406,0.0837668,0.0899719,0.035352,0.0102983,0.0364298,0,0.0188686,0.0358413,0,0,0.0224028,0,0,0.0355194,0.0801661,0.0219795,0.0161883,0.021953,0.0439283,0.0428893,0.0641079,0.102578,0.0924287,0.0481412,0.0706383,0.043694,0.0514779,0.0859113,0.0158083,0.0125558,0.0107634,0.0217644,0.0176949,0.0251437,0,0,0,0,0,0.0386454,0.0165248,0.00977961,0.02433,0
187,0,0,0,0,0,0.0308432,0.0412163,0,0,0,0.0331384,0,0.0292732,0,0.0189745,0,0,0.027715,0.0949621,0.0190741,0.0266217,0.0335612,0.0337424,0.074782,0.0879528,0.108473,0.0954988,0.0440856,0.0852513,0.093361,0.0311378,0.00958039,0.0365643,0,0.0185328,0.0356288,0,0,0.0222814,0,0,0.035541,0.0809047,0.0236333,0.0170264,0.021817,0.0436927,0.0422123,0.0637019,0.102245,0.0924208,0.0479124,0.0699024,0.0426803,0.0506337,0.0848633,0.0157494,0.0124934,0.0106713,0.0217298,0.0176955,0.0248993,0,0,0,0,0,0.0388725,0.016627,0.00990936,0.0243356,0
188,0,0,0,0,0,0.0312198,0.0413969,0,0,0,0.0349248,0,0.0292003,0,0.0191978,0,0,0.0276565,0.0946957,0.0215359,0.0266159,0.0334284,0.0343603,0.076245,0.0899255,0.10932,0.0956437,0.0417125,0.0867104,0.0959574,0.0325028,0.00939417,0.0372301,0,0.0180333,0.0355744,0,0,0.0220717,0,0,0.0353976,0.0813884,0.0254139,0.0184367,0.0214212,0.0434535,0.0413728,0.0633797,0.10179,0.0923807,0.0475439,0.0688748,0.0413804,0.0496831,0.0833966,0.0152999,0.0123858,0.0108719,0.0213458,0.0180224,0.0246245,0,0,0,0,0,0.0394774,0.0167386,0.00995653,0.0241754,0
189,0,0,0,0,0,0.0316505,0.0416871,0,0,0,0.0348797,0,0.0291661,0,0.0194411,0,0,0.0276428,0.0930159,0.0269525,0.0254057,0.0340608,0.0352583,0.0779261,0.0929931,0.110827,0.0962706,0.0382835,0.0894035,0.0978202,0.0349774,0.00974608,0.0377455,0,0.0170801,0.0355947,0,0,0.0216615,0,0,0.0349232,0.0814284,0.0268136,0.0199651,0.0203448,0.0430511,0.0407732,0.0632719,0.101359,0.0922033,0.0469987,0.0677533,0.0400031,0.0485074,0.0818107,0.0152664,0.012152,0.0106596,0.0211983,0.0186973,0.0242079,0,0,0,0,0,0.0394166,0.0169032,0.00994911,0.0242365,0
