Timestep,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTOE,LUPA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,BBL,LTIBP,LWRB,LWRA,LILC,LBHD
70,0,0,0,0,0,0.0297735,0.0395718,0,0,0,0.0312796,0,0.0283118,0,0.0171477,0,0,0.0285886,0.0938341,0.0259617,0.0264557,0.0299585,0.0370774,0.0741191,0.0899663,0.107965,0.0934186,0.0406517,0.087215,0.0947171,0.0382118,0.0144499,0.0492934,0,0.0156182,0.0348055,0,0,0.0201026,0,0,0.0339966,0.0803692,0.032015,0.0209111,0.0224386,0.0447397,0.0387309,0.0620632,0.1016,0.0919432,0.0441096,0.0661451,0.0389202,0.0464011,0.0794719,0.0120485,0.0100918,0.010893,0.0191425,0.0170441,0.0282664,0,0,0,0,0,0.0366835,0.016829,0.00894111,0.022218,0
71,0,0,0,0,0,0.0297377,0.0395849,0,0,0,0.0281796,0,0.0305761,0,0.0168663,0,0,0.0286564,0.0921578,0.0294171,0.0248459,0.0308531,0.0376757,0.0750612,0.092371,0.108702,0.0931236,0.039143,0.0895272,0.0941923,0.0371295,0.0147247,0.0481343,0,0.0148189,0.0345474,0,0,0.019779,0,0,0.0339846,0.0804276,0.033258,0.021626,0.0217318,0.0443413,0.0386748,0.0618813,0.100776,0.0914909,0.0432981,0.0656022,0.0375619,0.0458696,0.0785746,0.0113233,0.0100112,0.0108877,0.0191558,0.0171825,0.0283292,0,0,0,0,0,0.0357479,0.0172754,0.00881866,0.0222423,0
72,0,0,0,0,0,0.029081,0.0393657,0,0,0,0.0277906,0,0.0322477,0,0.0164346,0,0,0.0288559,0.0907225,0.029627,0.0235712,0.0319614,0.0382856,0.0758185,0.0942484,0.109075,0.0927516,0.0401981,0.0907663,0.0926588,0.0362593,0.014969,0.0454486,0,0.0141404,0.033861,0,0,0.0193989,0,0,0.0342483,0.081058,0.0347396,0.0216434,0.0197585,0.0440623,0.0390843,0.0617257,0.099735,0.0908773,0.0426631,0.0657539,0.036638,0.0462971,0.0784408,0.010425,0.0096689,0.0110243,0.0195071,0.0170376,0.0292552,0,0,0,0,0,0.0346538,0.0179162,0.00872311,0.022449,0
73,0,0,0,0,0,0.0279375,0.0391127,0,0,0,0.0296047,0,0.0316339,0,0.0172122,0,0,0.0288105,0.0907305,0.027555,0.0242073,0.0329895,0.0388648,0.0763536,0.0953333,0.108726,0.0927314,0.0399841,0.0910737,0.0931645,0.0345983,0.0144063,0.0423037,0,0.0141413,0.0334378,0,0,0.0204984,0,0,0.0344882,0.0820017,0.0366487,0.0214478,0.0173326,0.0440318,0.0394993,0.0616294,0.0986186,0.0901524,0.0423882,0.0663667,0.0364577,0.0470772,0.0788657,0.0117766,0.00910208,0.0107984,0.0193548,0.0169003,0.0304973,0,0,0,0,0,0.0346227,0.0170627,0.00899149,0.023065,0
74,0,0,0,0,0,0.0267615,0.0389288,0,0,0,0.0308635,0,0.0290462,0,0.0177111,0,0,0.0289568,0.0921783,0.0254468,0.0251225,0.0342287,0.0391668,0.0762841,0.0955065,0.107661,0.0924187,0.038619,0.0913107,0.0938984,0.0336686,0.0142788,0.0409225,0,0.0155892,0.0336736,0,0,0.0209535,0,0,0.0352206,0.0829435,0.0394002,0.0217199,0.0164918,0.0441177,0.0395678,0.0613719,0.0978748,0.0896551,0.0420935,0.0662486,0.0362279,0.0466293,0.0783579,0.0143167,0.00890862,0.0109251,0.0193225,0.0168526,0.0314632,0,0,0,0,0,0.0363535,0.0170848,0.00895911,0.0244303,0
75,0,0,0,0,0,0.0260035,0.0388371,0,0,0,0.0304267,0,0.0269077,0,0.0183074,0,0,0.0290303,0.0942402,0.0241597,0.025541,0.0350609,0.039569,0.0754556,0.0947663,0.106264,0.0910557,0.0373715,0.0916275,0.0937953,0.0338698,0.0143237,0.040273,0,0.0173635,0.0341793,0,0,0.0211037,0,0,0.0359813,0.0842713,0.0415391,0.0220451,0.0160367,0.0438531,0.0393875,0.0610373,0.0971786,0.0893183,0.0419803,0.06558,0.0356731,0.0456034,0.0774148,0.0177847,0.00912213,0.0111458,0.0192725,0.016919,0.031767,0,0,0,0,0,0.0387777,0.0170317,0.00897964,0.0257988,0
76,0,0,0,0,0,0.0252812,0.0387687,0,0,0,0.0307108,0,0.0251814,0,0.0189063,0,0,0.0289913,0.0964052,0.0227436,0.0254643,0.0361205,0.0406254,0.073796,0.0938265,0.104687,0.0882821,0.0360934,0.092131,0.0932362,0.0339575,0.0147541,0.0428638,0,0.0198244,0.0340413,0,0,0.0211123,0,0,0.0362509,0.0843991,0.0439808,0.0229847,0.0202139,0.043487,0.0391345,0.0615255,0.0983803,0.0896543,0.0409458,0.0633433,0.0351462,0.042632,0.0746429,0.0168172,0.00961212,0.0111504,0.0191673,0.0168902,0.0320825,0,0,0,0,0,0.0407101,0.0171069,0.0089234,0.0275192,0
77,0,0,0,0,0,0.0259235,0.0386682,0,0,0,0.0308388,0,0.0244364,0,0.0188998,0,0,0.0289237,0.0980685,0.0216039,0.0250848,0.0360164,0.0407526,0.0729294,0.0927674,0.103876,0.0867264,0.0358407,0.0920315,0.0922278,0.0336738,0.0149757,0.0398149,0,0.0210955,0.0340522,0,0,0.0208349,0,0,0.0360329,0.0872576,0.0442579,0.0230555,0.0167992,0.0432238,0.0388009,0.0598163,0.0954463,0.0883562,0.0414527,0.0632517,0.0339796,0.0433123,0.0754504,0.0270234,0.0101747,0.0109602,0.019196,0.017193,0.0314474,0,0,0,0,0,0.0421215,0.0169886,0.00891899,0.028152,0
78,0,0,0,0,0,0.0263199,0.0386165,0,0,0,0.031159,0,0.0242069,0,0.0189086,0,0,0.0288932,0.0988177,0.0205971,0.0255938,0.0360479,0.0415579,0.072243,0.0918728,0.10316,0.08587,0.0358141,0.091653,0.0912891,0.0330684,0.0153542,0.03925,0,0.0231128,0.033582,0,0,0.0208032,0,0,0.035526,0.0885562,0.045143,0.0229546,0.0174593,0.043098,0.0386819,0.0590331,0.0945343,0.0877313,0.0411171,0.0622392,0.0331778,0.04265,0.0750361,0.0319523,0.0104058,0.0107122,0.0192382,0.0172579,0.0317823,0,0,0,0,0,0.0429348,0.0171702,0.0088952,0.0284296,0
79,0,0,0,0,0,0.0261704,0.0387089,0,0,0,0.0314355,0,0.0243892,0,0.0190905,0,0,0.0289077,0.0986148,0.0195839,0.0269949,0.0361808,0.0428291,0.0714521,0.0915659,0.102536,0.0854154,0.0357953,0.0910473,0.0906676,0.0322934,0.0158107,0.040118,0,0.0248647,0.0327942,0,0,0.0210332,0,0,0.0350893,0.0882065,0.0459041,0.0226007,0.0221949,0.0431332,0.0388025,0.0595072,0.0958652,0.0878931,0.0399967,0.0607299,0.0337182,0.0408053,0.0733908,0.0304963,0.0101888,0.010599,0.0192618,0.0167157,0.0330784,0,0,0,0,0,0.0432119,0.0175842,0.00880957,0.0282344,0
80,0,0,0,0,0,0.0265837,0.0389984,0,0,0,0.0324958,0,0.0244279,0,0.0189639,0,0,0.0289339,0.0981563,0.01819,0.0282021,0.035506,0.0428663,0.0718151,0.0922464,0.102621,0.0858258,0.0357358,0.0903856,0.090434,0.0306776,0.0158049,0.0376105,0,0.026083,0.0325403,0,0,0.0212879,0,0,0.0348083,0.0903843,0.0466484,0.0216303,0.0182153,0.0433072,0.0388837,0.0582411,0.0933608,0.0865387,0.040179,0.0611774,0.0321824,0.0420599,0.0746947,0.0394032,0.00973215,0.0105842,0.019227,0.0158515,0.0335013,0,0,0,0,0,0.0436363,0.0177155,0.00874593,0.0277529,0
81,0,0,0,0,0,0.0256152,0.0392635,0,0,0,0.0335535,0,0.0246614,0,0.0193729,0,0,0.0289484,0.0972996,0.0167939,0.0293713,0.0359704,0.043778,0.0722098,0.0938173,0.1031,0.0853899,0.034726,0.0907987,0.0909789,0.030427,0.0159204,0.0380899,0,0.0264706,0.0318524,0,0,0.0214386,0,0,0.0349076,0.089541,0.0470676,0.0206762,0.0223623,0.043658,0.0393106,0.059534,0.0951828,0.0868873,0.0390256,0.0602819,0.0332094,0.0408706,0.0733402,0.0358114,0.00916172,0.0106205,0.0193514,0.0152108,0.0346739,0,0,0,0,0,0.0433782,0.0179013,0.00875728,0.0276725,0
82,0,0,0,0,0,0.0252456,0.0395259,0,0,0,0.0347947,0,0.0248756,0,0.0193249,0,0,0.0290222,0.0964176,0.0157272,0.0298406,0.0359585,0.0435879,0.0733834,0.0957234,0.104488,0.0857113,0.0336504,0.0916044,0.0914915,0.0304568,0.0157649,0.0355536,0,0.0267853,0.0318423,0,0,0.0213089,0,0,0.0351122,0.0910461,0.0477631,0.0197832,0.0180677,0.0440156,0.0395991,0.0585287,0.0932588,0.0860081,0.039454,0.060987,0.0316611,0.0422809,0.0746613,0.0426643,0.00891006,0.0107338,0.0194017,0.0153691,0.0345987,0,0,0,0,0,0.0432285,0.0178392,0.0088068,0.0278269,0
83,0,0,0,0,0,0.0245862,0.0397092,0,0,0,0.0351381,0,0.0253873,0,0.019417,0,0,0.0291109,0.0954082,0.0155047,0.0288097,0.0363898,0.0436427,0.0741304,0.0968644,0.105817,0.0861661,0.0326912,0.0926047,0.0923849,0.0318426,0.0157162,0.0345108,0,0.0266395,0.0318383,0,0,0.0210812,0,0,0.0354334,0.0910304,0.0481508,0.0188215,0.0179294,0.0442624,0.0400357,0.0584918,0.0934152,0.0861281,0.0392663,0.0611235,0.03156,0.0427186,0.074956,0.044014,0.00900312,0.0109045,0.0194814,0.0154831,0.0348729,0,0,0,0,0,0.0428468,0.017814,0.0088523,0.0278728,0
84,0,0,0,0,0,0.0239888,0.0398243,0,0,0,0.0343459,0,0.0261666,0,0.0194835,0,0,0.029207,0.0948318,0.0158283,0.0267301,0.0370735,0.043904,0.0743783,0.0970248,0.10669,0.086894,0.0323386,0.0933281,0.093304,0.0343218,0.0157719,0.0347194,0,0.026144,0.0317994,0,0,0.0208147,0,0,0.0358079,0.0896213,0.0479308,0.0179991,0.0221129,0.0444987,0.0404412,0.0596104,0.0956003,0.0870389,0.0384426,0.060823,0.0327533,0.0422197,0.0743567,0.040118,0.00935636,0.0109827,0.019645,0.0153781,0.0354256,0,0,0,0,0,0.0423794,0.0178708,0.00887655,0.027872,0
85,0,0,0,0,0,0.025095,0.0399134,0,0,0,0.0306602,0,0.0285569,0,0.0190048,0,0,0.0293101,0.0952421,0.0190982,0.023676,0.0365602,0.0431102,0.0749715,0.0947229,0.10721,0.0892216,0.0339872,0.0935201,0.0937699,0.0409883,0.015499,0.033021,0,0.0262936,0.0323461,0,0,0.0205755,0,0,0.0358307,0.0906754,0.0487189,0.0181744,0.0177717,0.0442851,0.0399365,0.0588067,0.0939093,0.0865151,0.0390972,0.0617901,0.0318608,0.043863,0.0758661,0.0486581,0.00976762,0.0110906,0.019365,0.0155645,0.03441,0,0,0,0,0,0.0407472,0.0176586,0.00895805,0.0269665,0
86,0,0,0,0,0,0.0249771,0.0400026,0,0,0,0.0300073,0,0.0288047,0,0.0189581,0,0,0.0294951,0.0956323,0.0190711,0.0228191,0.036533,0.0432713,0.0745914,0.0944143,0.107073,0.0892926,0.0345147,0.0930484,0.0936075,0.0420337,0.0155117,0.033169,0,0.0257703,0.032263,0,0,0.0206935,0,0,0.0357958,0.0894324,0.0482898,0.0172395,0.0228776,0.0444912,0.0399719,0.0598385,0.0959215,0.0872391,0.0383072,0.0618701,0.0333276,0.0435189,0.0754124,0.0460283,0.00993276,0.0111799,0.0191925,0.0153615,0.0345474,0,0,0,0,0,0.0408112,0.0178745,0.00904945,0.0267799,0
87,0,0,0,0,0,0.0257965,0.0401296,0,0,0,0.0299975,0,0.028638,0,0.0185957,0,0,0.0296756,0.0962718,0.0189127,0.0231312,0.0354562,0.042523,0.0746596,0.094214,0.106808,0.0893617,0.0353292,0.0921765,0.0929773,0.0410124,0.0153568,0.0325382,0,0.0263592,0.0327113,0,0,0.0208134,0,0,0.035692,0.0905888,0.0495718,0.0170342,0.0188104,0.0445811,0.0395788,0.0584701,0.0938605,0.0864332,0.0388626,0.063052,0.0330222,0.0451081,0.0769586,0.0559752,0.00989532,0.0109928,0.0191488,0.0155438,0.0338059,0,0,0,0,0,0.0413668,0.0176291,0.00906458,0.0262737,0
88,0,0,0,0,0,0.0257369,0.040298,0,0,0,0.0299189,0,0.0288295,0,0.0186089,0,0,0.0297931,0.096624,0.018797,0.0233884,0.0350954,0.0426476,0.0743269,0.0940534,0.106352,0.0886966,0.0359059,0.0914986,0.0925803,0.0402213,0.0154912,0.0327241,0,0.0261371,0.032665,0,0,0.0209417,0,0,0.0355499,0.0893443,0.0488024,0.0158627,0.0246039,0.0447345,0.039381,0.0594497,0.0959808,0.0871963,0.0380701,0.0632449,0.0346762,0.0447419,0.0765262,0.052492,0.00967972,0.0109311,0.0191772,0.0153752,0.0342169,0,0,0,0,0,0.0414286,0.0174661,0.00901588,0.0257658,0
89,0,0,0,0,0,0.026633,0.0405122,0,0,0,0.0305327,0,0.0286676,0,0.0183997,0,0,0.0297712,0.0969926,0.0184586,0.0235882,0.0339619,0.0418196,0.0744298,0.0939094,0.106275,0.0886698,0.0365148,0.0908595,0.092172,0.0378618,0.0153049,0.0327766,0,0.0266202,0.0330724,0,0,0.0209738,0,0,0.0352554,0.0902586,0.0499804,0.0161452,0.0201098,0.0448819,0.0389397,0.0583644,0.0939,0.0863659,0.0386814,0.0642478,0.0343428,0.0461995,0.0779886,0.0619169,0.00953672,0.0109022,0.018986,0.0157036,0.033739,0,0,0,0,0,0.0416829,0.0170801,0.00903964,0.0253925,0
90,0,0,0,0,0,0.0270954,0.0407751,0,0,0,0.031293,0,0.0285106,0,0.0182991,0,0,0.0297276,0.0969664,0.0180599,0.0238775,0.0331966,0.041286,0.0744842,0.0937879,0.106299,0.0884738,0.0368698,0.0905964,0.0920777,0.0361035,0.015253,0.0327231,0,0.0268632,0.033277,0,0,0.0209441,0,0,0.035201,0.0899361,0.0496468,0.0154463,0.0206004,0.0449993,0.0387376,0.05844,0.0940536,0.0864392,0.0387234,0.0647493,0.0350311,0.0467224,0.0785132,0.0633973,0.00944348,0.0109069,0.0189207,0.0160852,0.0336108,0,0,0,0,0,0.0415252,0.0170016,0.00903436,0.0246704,0
91,0,0,0,0,0,0.0269837,0.0410884,0,0,0,0.0320851,0,0.028439,0,0.0184858,0,0,0.0296144,0.0967572,0.0174497,0.0241316,0.0331568,0.041303,0.0744009,0.0937941,0.106351,0.088215,0.0370595,0.0905851,0.092281,0.0345332,0.0153095,0.0323027,0,0.0263888,0.0332076,0,0,0.0207857,0,0,0.035346,0.0884589,0.0478044,0.0143857,0.0265293,0.0451848,0.0388347,0.0595127,0.0963798,0.0873769,0.0378886,0.0647978,0.0365869,0.0461931,0.0779692,0.0564556,0.00947439,0.0108851,0.0191231,0.0163991,0.0339141,0,0,0,0,0,0.0410586,0.0170384,0.00896398,0.0241868,0
92,0,0,0,0,0,0.0278372,0.0414165,0,0,0,0.0331939,0,0.0281636,0,0.0182894,0,0,0.0295074,0.0967238,0.0169574,0.0243472,0.032249,0.0402853,0.0748486,0.0938025,0.106697,0.0887022,0.0373884,0.0905785,0.0924298,0.0325211,0.0151291,0.0325212,0,0.0261807,0.0337311,0,0,0.0205008,0,0,0.0353502,0.0888297,0.0478889,0.0149117,0.0213604,0.0453526,0.0388226,0.0585907,0.0945471,0.086877,0.0388766,0.0657654,0.0360402,0.0476172,0.0795181,0.063631,0.00971934,0.0109276,0.0191288,0.0170091,0.0330629,0,0,0,0,0,0.0409709,0.0168248,0.0089367,0.0237073,0
93,0,0,0,0,0,0.0281054,0.0417319,0,0,0,0.0339046,0,0.0280199,0,0.0181916,0,0,0.0294153,0.0965602,0.0165249,0.0241481,0.0319822,0.0398226,0.0749317,0.0937253,0.106984,0.0890032,0.0376361,0.090634,0.0925742,0.0312951,0.0150693,0.0323738,0,0.0254742,0.0338983,0,0,0.0202888,0,0,0.0352546,0.0880787,0.0466537,0.0146598,0.0215976,0.0455387,0.0390401,0.0588985,0.0951071,0.0872605,0.0391374,0.0664741,0.0367026,0.0482256,0.0801604,0.0627122,0.00998714,0.0110077,0.0190921,0.0173673,0.0327862,0,0,0,0,0,0.0408228,0.0168192,0.00891376,0.0233376,0
94,0,0,0,0,0,0.0283209,0.0420501,0,0,0,0.0342942,0,0.0279497,0,0.0180793,0,0,0.0293391,0.09628,0.0162684,0.0236159,0.0317211,0.0395173,0.0749906,0.0936148,0.107276,0.0893768,0.0379132,0.0906185,0.0926441,0.0305878,0.0150232,0.0324764,0,0.0248579,0.0340247,0,0,0.0201989,0,0,0.0350897,0.0872101,0.0451523,0.0142733,0.0218747,0.0457805,0.0392925,0.0593229,0.0958173,0.0877819,0.0394745,0.0673479,0.0375762,0.0491108,0.0810265,0.0610899,0.010174,0.011024,0.0191758,0.0176075,0.0325781,0,0,0,0,0,0.0406341,0.0168181,0.00891301,0.0229484,0
95,0,0,0,0,0,0.0284802,0.042325,0,0,0,0.0345161,0,0.0278455,0,0.0179757,0,0,0.0292669,0.096065,0.016073,0.0230412,0.0314448,0.0393517,0.0750224,0.0934937,0.107561,0.0897459,0.0381742,0.0905699,0.0926788,0.0301306,0.0150097,0.032578,0,0.0241977,0.0340971,0,0,0.0203262,0,0,0.0348632,0.0862172,0.0436373,0.0140602,0.022071,0.0461328,0.0395354,0.0598551,0.0966051,0.0883534,0.0398535,0.068293,0.0385001,0.050109,0.0820749,0.0590851,0.0102824,0.0109668,0.0192814,0.0177922,0.0324419,0,0,0,0,0,0.0404838,0.0168626,0.00890088,0.022617,0
96,0,0,0,0,0,0.0285856,0.0422593,0,0,0,0.0345687,0,0.0278366,0,0.0177381,0,0,0.0292312,0.0959947,0.0159837,0.0226461,0.0310535,0.0391953,0.0750232,0.0933847,0.107755,0.0900087,0.0384216,0.0904118,0.0926455,0.0298874,0.0151091,0.032395,0,0.0234498,0.0341283,0,0,0.0206289,0,0,0.0345838,0.0851937,0.041961,0.0138299,0.0222215,0.0464757,0.0397683,0.0605124,0.0974381,0.0889414,0.0403484,0.0692867,0.0394304,0.0510207,0.0832308,0.0566921,0.0103267,0.0108736,0.0193486,0.017994,0.032312,0,0,0,0,0,0.0405043,0.0170949,0.00881296,0.0222365,0
97,0,0,0,0,0,0.0285697,0.0416978,0,0,0,0.0347397,0,0.0278313,0,0.0177686,0,0,0.0290809,0.0960739,0.0158159,0.0225073,0.0306661,0.0391735,0.0749555,0.0932923,0.107744,0.0901223,0.0386726,0.090146,0.0924823,0.0294922,0.0150797,0.0326903,0,0.0226084,0.0341359,0,0,0.0209126,0,0,0.034375,0.0842145,0.0404393,0.0139807,0.0222199,0.0467586,0.0399363,0.0611099,0.0981439,0.0894292,0.0408156,0.0701615,0.0402827,0.0518001,0.0842019,0.0540956,0.0103483,0.0107442,0.0194405,0.0182364,0.032191,0,0,0,0,0,0.0406437,0.01712,0.00881946,0.0220076,0
98,0,0,0,0,0,0.0286532,0.0415003,0,0,0,0.0349317,0,0.0277725,0,0.0178044,0,0,0.0289413,0.0961983,0.0156411,0.0227509,0.0302415,0.0391092,0.0748347,0.0931627,0.107583,0.0901332,0.038987,0.0897716,0.0922728,0.029067,0.0150259,0.0329548,0,0.0217891,0.0342544,0,0,0.0211461,0,0,0.0342339,0.0832866,0.0388356,0.0141234,0.0220982,0.0470219,0.0400103,0.0616747,0.0987602,0.0898864,0.0413031,0.0709439,0.0411008,0.0526439,0.085104,0.0510068,0.0103611,0.0107084,0.0195368,0.0184148,0.0319794,0,0,0,0,0,0.0407855,0.0172211,0.00883452,0.0217581,0
99,0,0,0,0,0,0.0287864,0.0415874,0,0,0,0.0351206,0,0.0276171,0,0.0178592,0,0,0.0288448,0.0962994,0.0154894,0.02323,0.0298327,0.0390468,0.0747587,0.0930399,0.107409,0.0900916,0.0393028,0.0894658,0.0921341,0.0285829,0.0149654,0.033433,0,0.0213255,0.0344054,0,0,0.0212511,0,0,0.034111,0.0824818,0.037392,0.0142963,0.0220261,0.0472296,0.0400158,0.0621134,0.0992034,0.0902501,0.0417051,0.0715397,0.0416671,0.0534041,0.0857979,0.0480844,0.0104421,0.0107661,0.0195626,0.0185612,0.031746,0,0,0,0,0,0.0408817,0.0170326,0.00885639,0.0215557,0
100,0,0,0,0,0,0.0289093,0.0417032,0,0,0,0.0352619,0,0.0275239,0,0.0179081,0,0,0.0287963,0.0963664,0.0154191,0.0235342,0.0294456,0.0388814,0.0747032,0.0929753,0.107496,0.0900582,0.039563,0.0893088,0.0920926,0.0281252,0.0148713,0.0339309,0,0.02109,0.0345084,0,0,0.0212214,0,0,0.0339461,0.0817912,0.0360735,0.0144901,0.0220733,0.0473668,0.0399943,0.0624788,0.0995377,0.0903956,0.0419996,0.07198,0.0421212,0.0538558,0.0863323,0.0452658,0.0105488,0.0108505,0.0194543,0.0186883,0.0315601,0,0,0,0,0,0.0408694,0.0169291,0.00891057,0.021408,0
101,0,0,0,0,0,0.0289815,0.0417746,0,0,0,0.0353814,0,0.0274811,0,0.0179228,0,0,0.0288007,0.0963515,0.0153542,0.0235173,0.0291027,0.0387055,0.0747011,0.092983,0.107567,0.0900526,0.0397554,0.0892599,0.0920994,0.0278315,0.0147825,0.0343533,0,0.020925,0.0345621,0,0,0.0211229,0,0,0.0338189,0.0811495,0.0349188,0.0147234,0.0220374,0.0474854,0.0399632,0.0628026,0.0997805,0.0904572,0.0421768,0.072323,0.0425908,0.054105,0.0868055,0.0424506,0.0105959,0.0108437,0.0193783,0.018769,0.0314203,0,0,0,0,0,0.0407916,0.0169568,0.00894326,0.0212779,0
102,0,0,0,0,0,0.0290376,0.041856,0,0,0,0.0354649,0,0.0274678,0,0.01784,0,0,0.0288148,0.0963118,0.0152618,0.0233942,0.0286455,0.0384955,0.0747819,0.0930465,0.107557,0.0901266,0.0399159,0.08919,0.0920612,0.0277257,0.0147174,0.0346401,0,0.0207944,0.0346256,0,0,0.021024,0,0,0.0337272,0.0804948,0.0335807,0.0149313,0.0219442,0.0476392,0.0399494,0.0630453,0.100079,0.0904986,0.0423699,0.0726135,0.0429641,0.0544191,0.0873191,0.0397508,0.0105739,0.0107857,0.0193914,0.0188448,0.0312776,0,0,0,0,0,0.0407352,0.0169774,0.00890808,0.021178,0
103,0,0,0,0,0,0.0291013,0.0418996,0,0,0,0.0355123,0,0.0274371,0,0.0177848,0,0,0.0288051,0.0963049,0.0151081,0.0233544,0.0281616,0.0383323,0.0748799,0.0930925,0.107713,0.0902239,0.04003,0.0890639,0.0919884,0.0277284,0.0146656,0.0350517,0,0.020553,0.0346912,0,0,0.0209267,0,0,0.0336562,0.0797647,0.032343,0.0152553,0.0218465,0.0478031,0.0399765,0.0633296,0.100464,0.0904747,0.0425128,0.0728723,0.0432464,0.0547695,0.0878387,0.0372815,0.0104907,0.0107549,0.0194055,0.018887,0.0311675,0,0,0,0,0,0.0408333,0.0168953,0.00891037,0.0211828,0
104,0,0,0,0,0,0.0291815,0.0418934,0,0,0,0.0353847,0,0.0274,0,0.0177276,0,0,0.0288047,0.096328,0.0148842,0.0233593,0.0277587,0.0381652,0.0749745,0.0931197,0.107801,0.0903126,0.0401161,0.0888339,0.0918697,0.0278264,0.0146594,0.0354989,0,0.0203509,0.0347926,0,0,0.0208586,0,0,0.0335974,0.0790467,0.0311941,0.0156165,0.0217663,0.0479579,0.0400523,0.0636525,0.100848,0.0904413,0.0426332,0.073163,0.0435199,0.0551409,0.0884347,0.0350673,0.0103415,0.0107271,0.0194533,0.0189407,0.0310324,0,0,0,0,0,0.0409881,0.0168536,0.00892585,0.0212109,0
105,0,0,0,0,0,0.0292617,0.0418876,0,0,0,0.0351499,0,0.0273689,0,0.017858,0,0,0.0287566,0.0963581,0.0146553,0.023281,0.0274235,0.0380296,0.0750491,0.0931909,0.107805,0.0904003,0.040205,0.0885982,0.0917682,0.0279937,0.0145612,0.0359556,0,0.0202579,0.0349488,0,0,0.0209231,0,0,0.033575,0.0783552,0.0301284,0.0159775,0.0217884,0.0480858,0.0401272,0.0640395,0.101181,0.0904218,0.0427468,0.0734699,0.0437972,0.05546,0.0889294,0.0330819,0.0101139,0.0107393,0.0195353,0.0190266,0.030899,0,0,0,0,0,0.0411084,0.0166725,0.00902705,0.021244,0
106,0,0,0,0,0,0.0293157,0.0419178,0,0,0,0.0349543,0,0.027383,0,0.017886,0,0,0.0287476,0.0963953,0.0144463,0.0231354,0.027135,0.0379316,0.0751063,0.0932886,0.107796,0.0904631,0.0402548,0.0884051,0.0916667,0.0281445,0.0145325,0.0363911,0,0.020156,0.0351036,0,0,0.0209594,0,0,0.0335805,0.077659,0.0291173,0.0164019,0.0220124,0.0482505,0.0401396,0.0644485,0.101383,0.0904442,0.0428211,0.0737946,0.043999,0.0556634,0.0893279,0.0313206,0.00988772,0.0107774,0.0195621,0.0190476,0.0307853,0,0,0,0,0,0.0412215,0.0166852,0.00903764,0.0213382,0
107,0,0,0,0,0,0.0293424,0.0419677,0,0,0,0.0348674,0,0.0273729,0,0.0179101,0,0,0.0287387,0.0964189,0.0142902,0.0229273,0.026688,0.0377908,0.0751263,0.0933296,0.10779,0.0905042,0.0403007,0.0881937,0.091598,0.0282177,0.0144774,0.036815,0,0.0200203,0.0352276,0,0,0.0209597,0,0,0.0335928,0.07691,0.0281262,0.0169748,0.0221364,0.048432,0.0400866,0.0648264,0.101605,0.0903094,0.0428219,0.0741443,0.044106,0.056155,0.089742,0.0296153,0.00975332,0.0107634,0.0194724,0.019041,0.0306803,0,0,0,0,0,0.0413702,0.0166658,0.00906358,0.0214983,0
108,0,0,0,0,0,0.0293833,0.0420816,0,0,0,0.0348418,0,0.0272385,0,0.017935,0,0,0.028729,0.0964157,0.0141646,0.0226605,0.0262039,0.0376009,0.0751647,0.0933031,0.107788,0.0905427,0.040353,0.0880309,0.0915425,0.0283144,0.0144049,0.0372362,0,0.0198099,0.0352609,0,0,0.0209118,0,0,0.0334927,0.0761379,0.0271082,0.0176873,0.0220981,0.0486554,0.0400312,0.0650425,0.101858,0.0900282,0.0426883,0.0744914,0.0443044,0.0567389,0.0901925,0.0283273,0.00972286,0.0108308,0.0192952,0.0190257,0.0305699,0,0,0,0,0,0.0414939,0.0165852,0.0091079,0.0216833,0
109,0,0,0,0,0,0.029477,0.042241,0,0,0,0.0347885,0,0.0270406,0,0.0179369,0,0,0.0287376,0.0964155,0.014033,0.0224904,0.0257136,0.0373069,0.0751981,0.0932609,0.107709,0.0905495,0.0404181,0.0878924,0.0915242,0.0283374,0.0143016,0.0374955,0,0.0197505,0.0352921,0,0,0.0208332,0,0,0.0333285,0.0754504,0.0263697,0.0184562,0.0220853,0.0489218,0.0400106,0.0654319,0.102064,0.0896568,0.0423678,0.0749616,0.0445349,0.0572109,0.0907043,0.0273867,0.009667,0.0109684,0.0190601,0.0190334,0.0304402,0,0,0,0,0,0.0416142,0.016427,0.00916795,0.0218632,0
