Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x69,x70,x71,x72,RWRB
144,0,0,0,0,0,0,0.0251321,0.0480524,0,0,0,0.0369445,0,0.0223343,0,0,0.063907,0,0,0.0225997,0.0927286,0.0229425,0.0164395,0.0212084,0.0253988,0.0393323,0.0710047,0.0874132,0.105908,0.0909031,0.0310523,0.0291488,0.09037,0.0380582,0.0319659,0.0261703,0.0351532,0.0356062,0.039685,0,0.0205607,0.0263177,0,0,0.0219444,0,0,0.0368267,0.0742878,0.0269352,0.0204767,0.0178179,0.0420808,0.0421781,0.0666072,0.103463,0.090662,0.0459953,0.0683352,0.039477,0.049569,0.0836717,0.0132063,0.0125299,0.0116903,0.0267236,0.0276994,0,0,0,0,0.0189142
145,0,0,0,0,0,0,0.0255339,0.0478469,0,0,0,0.0368638,0,0.0222203,0,0,0.063458,0,0,0.0226939,0.0937957,0.0230527,0.0172682,0.0222172,0.0264202,0.0389016,0.0717821,0.0868006,0.105842,0.091106,0.0295188,0.027448,0.0879027,0.037744,0.0329694,0.0270628,0.0355083,0.0359308,0.0415203,0,0.0204622,0.0267164,0,0,0.0216118,0,0,0.0365039,0.0742234,0.0276741,0.0210321,0.0185711,0.0430464,0.0417118,0.0668891,0.103471,0.0906225,0.0458984,0.067272,0.0389761,0.0484451,0.0823455,0.0111526,0.0124429,0.0121244,0.0264174,0.027534,0,0,0,0,0.0190391
146,0,0,0,0,0,0,0.0258114,0.0479166,0,0,0,0.0340842,0,0.0261665,0,0,0.0636407,0,0,0.0226377,0.0940272,0.0211219,0.0168956,0.0220695,0.0260942,0.039187,0.0719584,0.0872728,0.105693,0.0906577,0.0300573,0.0270864,0.0907538,0.0376746,0.0288282,0.0272157,0.0356228,0.0359662,0.0415735,0,0.0204152,0.0268175,0,0,0.021425,0,0,0.0364062,0.0746446,0.0288588,0.0215321,0.0182883,0.0428578,0.0412173,0.0665679,0.10298,0.0904548,0.0456488,0.0667141,0.0380949,0.047709,0.0814804,0.0108662,0.012435,0.0121213,0.0265364,0.0274305,0,0,0,0,0.0188676
147,0,0,0,0,0,0,0.0261608,0.0480313,0,0,0,0.0351818,0,0.0258837,0,0,0.063902,0,0,0.0225867,0.0941395,0.022471,0.0161546,0.0215667,0.0256167,0.0393488,0.0721961,0.0883429,0.105863,0.0903473,0.0301901,0.0265604,0.0921879,0.0384485,0.029563,0.0272739,0.0357616,0.0360149,0.0420078,0,0.0202791,0.0269185,0,0,0.0211978,0,0,0.0364022,0.0749604,0.0302685,0.0221957,0.0179861,0.0424996,0.0405616,0.0662259,0.102486,0.0901799,0.0452685,0.066183,0.0370938,0.0470411,0.0807386,0.0103799,0.0124449,0.0120977,0.026713,0.0272134,0,0,0,0,0.0186991
148,0,0,0,0,0,0,0.026609,0.0482571,0,0,0,0.033605,0,0.0256734,0,0,0.0642067,0,0,0.0225581,0.0934227,0.0266361,0.0153785,0.0206937,0.0257717,0.03959,0.0733166,0.0902841,0.106667,0.0905663,0.0310299,0.0267352,0.0934405,0.0388505,0.0317877,0.0272178,0.035911,0.036118,0.0427357,0,0.0198038,0.0271438,0,0,0.0208457,0,0,0.0363787,0.0750524,0.0316325,0.0229718,0.017594,0.0422092,0.03994,0.0659393,0.101949,0.0898908,0.0448928,0.0657699,0.0360454,0.0466355,0.0798982,0.00983191,0.0123908,0.0120755,0.0270562,0.0269237,0,0,0,0,0.0184988
149,0,0,0,0,0,0,0.0267561,0.0485929,0,0,0,0.0314694,0,0.0270051,0,0,0.0645519,0,0,0.0226427,0.0913852,0.0306154,0.0154374,0.0194618,0.0267555,0.0401993,0.0745377,0.0932117,0.108107,0.0909757,0.0327528,0.0287414,0.0929202,0.0381904,0.034285,0.027018,0.0360803,0.0364196,0.0431046,0,0.0184985,0.0270465,0,0,0.020335,0,0,0.0362912,0.0751242,0.0330689,0.0235812,0.0168367,0.0419704,0.039797,0.0657928,0.101409,0.0897718,0.0444029,0.0655287,0.0352197,0.0466602,0.079065,0.00972464,0.0121452,0.0120334,0.0273787,0.0269431,0,0,0,0,0.0183821
150,0,0,0,0,0,0,0.0261565,0.0488065,0,0,0,0.0306131,0,0.0290448,0,0,0.0647114,0,0,0.0229492,0.0892938,0.0308791,0.0161065,0.0193457,0.0281321,0.0410373,0.0757182,0.0960479,0.109463,0.091326,0.0345636,0.0320249,0.0917497,0.0368515,0.0357102,0.0267559,0.036244,0.0368661,0.0428082,0,0.0171709,0.0261741,0,0,0.0199341,0,0,0.0365332,0.0754847,0.034872,0.0237589,0.0158294,0.0420013,0.0401272,0.0657522,0.101017,0.0897962,0.0437211,0.0653164,0.0348812,0.0467843,0.0788179,0.0105147,0.0117578,0.0120206,0.0273916,0.0277749,0,0,0,0,0.0183941
151,0,0,0,0,0,0,0.0247249,0.048754,0,0,0,0.0304926,0,0.028835,0,0,0.0643748,0,0,0.0233459,0.0889498,0.0288182,0.0170167,0.0205535,0.0292972,0.0417358,0.0761933,0.0975043,0.109586,0.0912226,0.034901,0.0323864,0.0916097,0.036402,0.0370312,0.0265743,0.0363621,0.0371275,0.0421499,0,0.0169319,0.0251005,0,0,0.0195921,0,0,0.0368571,0.0762404,0.0373249,0.0237722,0.0149043,0.0423909,0.0402675,0.0656353,0.100663,0.0897155,0.0432162,0.0653545,0.0349224,0.0466037,0.0786585,0.0122906,0.0116937,0.01204,0.0271521,0.029368,0,0,0,0,0.018419
152,0,0,0,0,0,0,0.0231641,0.0485539,0,0,0,0.0298572,0,0.0266152,0,0,0.0634837,0,0,0.0236213,0.090531,0.0273689,0.0180339,0.0216504,0.0301081,0.0422187,0.0754883,0.097324,0.108205,0.089781,0.0341714,0.031273,0.0915085,0.0379545,0.0390651,0.0265516,0.0363933,0.0370281,0.0417882,0,0.0178932,0.0248533,0,0,0.0193614,0,0,0.0372673,0.0772374,0.0400576,0.0241611,0.0142441,0.042647,0.0400097,0.0652356,0.100059,0.089607,0.0431186,0.0651931,0.0347907,0.0461261,0.0779745,0.0145926,0.0122759,0.0121702,0.0269249,0.0309253,0,0,0,0,0.0182784
153,0,0,0,0,0,0,0.0221071,0.0483301,0,0,0,0.029222,0,0.024188,0,0,0.0624578,0,0,0.0236934,0.0927706,0.0270913,0.0190571,0.022494,0.03055,0.0426825,0.0738326,0.0966524,0.105951,0.0870225,0.0335969,0.0310571,0.0909796,0.0403829,0.0412324,0.026597,0.0363653,0.036681,0.0416761,0,0.0192396,0.0254738,0,0,0.0193964,0,0,0.0377329,0.0784026,0.0425619,0.0250187,0.0138015,0.0424242,0.0393684,0.0646553,0.0991256,0.0894728,0.0431934,0.0645549,0.034141,0.0452717,0.0769272,0.0168618,0.0129198,0.0122718,0.0267743,0.0318499,0,0,0,0,0.0181562
154,0,0,0,0,0,0,0.0217414,0.0477712,0,0,0,0.0293873,0,0.0228491,0,0,0.0615376,0,0,0.0236328,0.0948316,0.026975,0.0198471,0.0232958,0.030533,0.043475,0.0723993,0.0956644,0.103586,0.0841748,0.0337859,0.031424,0.0907477,0.0422063,0.0428963,0.0267169,0.0364002,0.0365961,0.0416425,0,0.0203923,0.0259105,0,0,0.0156813,0,0,0.0313193,0.0796666,0.0444631,0.0262714,0.0135397,0.0419517,0.0391677,0.0638577,0.0980618,0.0892912,0.0433059,0.0634456,0.0330537,0.0441388,0.0759486,0.0185411,0.0156972,0.016762,0.0265268,0.0323904,0,0,0,0,0
155,0,0,0,0,0,0,0.0217241,0.0483621,0,0,0,0.0298785,0,0.0228409,0,0,0.0615979,0,0,0.0236615,0.0961962,0.0264741,0.0202796,0.0241989,0.0310249,0.0437181,0.0720212,0.094595,0.102296,0.0830422,0.0342423,0.0316046,0.090456,0.0434822,0.0437942,0.0268995,0.0365635,0.0367259,0.0413899,0,0.0212717,0.0263219,0,0,0.0193655,0,0,0.0376553,0.08094,0.0456243,0.0269773,0.0135258,0.0414369,0.0381479,0.0629223,0.0970363,0.0890272,0.0433286,0.0621727,0.0320646,0.0428744,0.074988,0.0195125,0.0130989,0.0119884,0.0268246,0.0317322,0,0,0,0,0.0178065
156,0,0,0,0,0,0,0.0221647,0.0486049,0,0,0,0.0302438,0,0.0236743,0,0,0.0620026,0,0,0.023809,0.0969525,0.0256309,0.0203188,0.0256394,0.0311125,0.04428,0.0719855,0.0936722,0.101887,0.0831058,0.0340078,0.0307524,0.089543,0.0443698,0.0435793,0.0269919,0.0369032,0.0369873,0.0409608,0,0.0219456,0.025888,0,0,0.0195657,0,0,0.0371559,0.0821764,0.0459829,0.027345,0.0138194,0.0411142,0.0378769,0.0620581,0.0961823,0.0886657,0.0430916,0.0610463,0.0311734,0.0416894,0.0739836,0.02034,0.0125408,0.0117545,0.0268332,0.0315171,0,0,0,0,0.0175801
157,0,0,0,0,0,0,0.0227784,0.0488671,0,0,0,0.0304602,0,0.0246185,0,0,0.0626478,0,0,0.0240651,0.0971329,0.0244578,0.0200252,0.0268224,0.031083,0.0448595,0.0718149,0.0930763,0.101841,0.0832597,0.0328658,0.0289613,0.0885642,0.0446385,0.0429952,0.0269508,0.0372675,0.0373646,0.0408283,0,0.0226179,0.0251067,0,0,0.0196604,0,0,0.0366796,0.0832567,0.0458271,0.0272744,0.0141856,0.0408896,0.0377815,0.0614947,0.0955828,0.0882228,0.0425634,0.0602343,0.0306778,0.0406934,0.0731108,0.0216648,0.0120163,0.0114825,0.0267495,0.0317362,0,0,0,0,0.0175078
158,0,0,0,0,0,0,0.023007,0.049025,0,0,0,0.030785,0,0.0253248,0,0,0.0633759,0,0,0.0242974,0.0970191,0.0233232,0.0196203,0.0273418,0.0309757,0.0453541,0.0720203,0.093289,0.102062,0.0831647,0.0318037,0.0273788,0.0886915,0.0442564,0.0433928,0.0266998,0.0375551,0.0377477,0.0413323,0,0.0234117,0.0242242,0,0,0.0196236,0,0,0.0363305,0.0840178,0.0453967,0.0270857,0.0143873,0.0407273,0.0378642,0.0613216,0.0952842,0.0877596,0.0419046,0.0596143,0.0304689,0.0400524,0.0726247,0.023554,0.0116468,0.0113661,0.0265968,0.0325011,0,0,0,0,0.017404
159,0,0,0,0,0,0,0.0227065,0.0483633,0,0,0,0.0312103,0,0.0258713,0,0,0.0639592,0,0,0.0242548,0.0965356,0.0226745,0.0190581,0.0277534,0.0303573,0.0458952,0.0730095,0.0946582,0.102768,0.0828168,0.0316933,0.0269427,0.089556,0.0435519,0.0448529,0.0266323,0.0375488,0.037816,0.0420513,0,0.0244696,0.0226293,0,0,0.0130895,0,0,0,0.084221,0.0449618,0.0275606,0.0143751,0.0404538,0.0398243,0.0615309,0.0952402,0.0871582,0.0410311,0.0589794,0.0302705,0.0401367,0.0727136,0.0259358,0.0125855,0.00839371,0.0259265,0.0343255,0,0,0,0,0.0137255
