Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x69,x70,x71,x72,RWRB
104,0,0,0,0,0,0,0.0230911,0.0454459,0,0,0,0.0345353,0,0.0175586,0,0,0.0680352,0,0,0.023515,0.092528,0.0290211,0.0188884,0.0308725,0.0224757,0.0412003,0.0801695,0.0985674,0.112585,0.0907314,0.0389784,0.0334241,0.0943967,0.0518472,0.0541089,0.0218002,0.0327648,0.0355388,0.0285716,0,0.023058,0.02624,0,0,0.0228606,0,0,0.0374869,0.0733519,0.0319747,0.0188715,0.0257536,0.0458649,0.0444991,0.0671238,0.105816,0.090846,0.0410321,0.0714899,0.0448649,0.0512303,0.0846556,0.0482218,0.012514,0.0122763,0.0240818,0.0289639,0,0,0,0,0.019702
105,0,0,0,0,0,0,0.0235197,0.0454833,0,0,0,0.0346309,0,0.0176745,0,0,0.067461,0,0,0.0235018,0.0931155,0.0296641,0.018588,0.0311124,0.0229632,0.0407639,0.0799346,0.0982492,0.1123,0.0905706,0.0395609,0.0342162,0.0948278,0.0520613,0.0557068,0.0223428,0.0327327,0.0354859,0.0289279,0,0.0231613,0.0264996,0,0,0.0227485,0,0,0.0375115,0.0734133,0.0316908,0.018604,0.0247727,0.0449415,0.0442617,0.0673474,0.105893,0.0911115,0.0415826,0.0710685,0.0444996,0.0508885,0.0846691,0.044985,0.0124494,0.0122421,0.0240829,0.0287423,0,0,0,0,0.0196289
106,0,0,0,0,0,0,0.0239679,0.0455465,0,0,0,0.0346933,0,0.0178553,0,0,0.0671266,0,0,0.0234583,0.0937955,0.0302663,0.0184345,0.0313076,0.0234201,0.0404535,0.0793614,0.0978699,0.111725,0.0902614,0.039853,0.0348184,0.0949863,0.0521796,0.0574186,0.0227481,0.0326779,0.0354341,0.0297031,0,0.0230369,0.0267118,0,0,0.0226014,0,0,0.0373346,0.0733652,0.0312431,0.0184255,0.0240998,0.0441457,0.0439325,0.0675741,0.105938,0.0914119,0.0423214,0.0707662,0.0441743,0.050782,0.0847432,0.0415779,0.0123278,0.0121845,0.0240184,0.0284708,0,0,0,0,0.0195557
107,0,0,0,0,0,0,0.0244035,0.0456381,0,0,0,0.0346493,0,0.0181705,0,0,0.0668948,0,0,0.0234245,0.0944501,0.0308565,0.0184,0.031634,0.0240295,0.0402345,0.0787959,0.097308,0.11108,0.0899814,0.039952,0.0350748,0.0948439,0.052162,0.0592238,0.0230197,0.0326914,0.0353964,0.0308241,0,0.0227033,0.026884,0,0,0.022461,0,0,0.03701,0.0731217,0.030502,0.0184838,0.0234191,0.0434922,0.043559,0.0679058,0.106084,0.091821,0.0432071,0.070645,0.0439065,0.0509983,0.0849715,0.0381054,0.0121948,0.0121202,0.0239497,0.0281573,0,0,0,0,0.019444
108,0,0,0,0,0,0,0.024806,0.0457903,0,0,0,0.0344997,0,0.0185858,0,0,0.066682,0,0,0.0233777,0.0950337,0.0313453,0.0183879,0.0318745,0.0249023,0.0400997,0.0783381,0.0966905,0.110539,0.0895614,0.0400093,0.0349616,0.0945389,0.0520561,0.0612794,0.0232244,0.0327074,0.0353895,0.0321744,0,0.0222935,0.0270318,0,0,0.022389,0,0,0.0367489,0.0726692,0.0295022,0.0187934,0.0225749,0.0429716,0.0432283,0.0683857,0.106378,0.0923648,0.0441384,0.0707359,0.0436456,0.0513919,0.0854234,0.0346482,0.0120761,0.0120884,0.0239645,0.0278789,0,0,0,0,0.0193559
109,0,0,0,0,0,0,0.02522,0.0459581,0,0,0,0.0345823,0,0.0189476,0,0,0.066615,0,0,0.0232561,0.095575,0.0318475,0.0183581,0.0319225,0.0256301,0.0400096,0.0779703,0.096252,0.110204,0.0888743,0.0400921,0.0350444,0.0948622,0.0517224,0.0632197,0.0233348,0.0327182,0.0354413,0.0336129,0,0.0218458,0.0271939,0,0,0.0222959,0,0,0.0364677,0.0721305,0.0284354,0.0192088,0.0216614,0.04261,0.0429337,0.068956,0.106815,0.0929365,0.0449858,0.0709226,0.0434093,0.0517007,0.0858975,0.0314408,0.0119929,0.012055,0.024067,0.0276327,0,0,0,0,0.0192666
110,0,0,0,0,0,0,0.0256082,0.046094,0,0,0,0.0348662,0,0.019221,0,0,0.0667773,0,0,0.0230675,0.0958402,0.0323621,0.0182786,0.0318921,0.0262188,0.0399477,0.0773111,0.0959167,0.109977,0.0885033,0.0403329,0.0352399,0.0957181,0.05132,0.0648997,0.0233403,0.0329267,0.0355023,0.0348184,0,0.0215274,0.0273276,0,0,0.0222119,0,0,0.0362825,0.0716376,0.0275796,0.019659,0.0208958,0.0423834,0.0427264,0.0694983,0.107318,0.0934763,0.0456949,0.0710603,0.0432044,0.0520169,0.086319,0.0288265,0.0120284,0.0120464,0.0242519,0.0274007,0,0,0,0,0.0192086
111,0,0,0,0,0,0,0.0259362,0.0461833,0,0,0,0.0351082,0,0.0193722,0,0,0.0670825,0,0,0.0228559,0.0958822,0.032622,0.0181817,0.0318028,0.0265629,0.0398529,0.0765296,0.0956227,0.109752,0.0882169,0.0404006,0.035412,0.096322,0.0509733,0.0660202,0.0233207,0.0331433,0.0355211,0.035651,0,0.0213824,0.0274325,0,0,0.0221401,0,0,0.036068,0.0712989,0.027056,0.0199993,0.0204227,0.0422041,0.0426547,0.0698365,0.107659,0.0938754,0.0462654,0.0711156,0.0430763,0.0523203,0.08654,0.0269675,0.0121769,0.0120535,0.0245183,0.0271516,0,0,0,0,0.0191827
112,0,0,0,0,0,0,0.0261586,0.0461895,0,0,0,0.0352466,0,0.0193277,0,0,0.0674643,0,0,0.0226568,0.0957619,0.0326754,0.0180913,0.0316776,0.0269687,0.0397552,0.0762347,0.0954178,0.109303,0.0878959,0.0402826,0.0356536,0.0967013,0.0506349,0.0666139,0.0233404,0.0332662,0.0355404,0.0360831,0,0.0213948,0.0275028,0,0,0.0221439,0,0,0.0360085,0.0711584,0.0268397,0.0202155,0.0201918,0.0421189,0.0427006,0.0700236,0.107883,0.0940274,0.0467176,0.0710726,0.0430189,0.0523965,0.0865997,0.0257589,0.012395,0.0120964,0.0248868,0.0269139,0,0,0,0,0.0191987
113,0,0,0,0,0,0,0.0262887,0.046086,0,0,0,0.0353384,0,0.0193848,0,0,0.0678039,0,0,0.0224523,0.0954491,0.0323638,0.0180957,0.0314869,0.0274385,0.0396804,0.0760318,0.0954032,0.108706,0.0876937,0.0403835,0.0358843,0.0967336,0.0502774,0.0668722,0.0233381,0.0333064,0.0355736,0.0362787,0,0.0215207,0.0275341,0,0,0.0221809,0,0,0.0359202,0.0711774,0.0268994,0.0203186,0.0201107,0.0420296,0.0428164,0.0701345,0.107847,0.0940526,0.0469564,0.0708972,0.0429196,0.0522601,0.0865786,0.0249825,0.0125986,0.0121174,0.02526,0.0266991,0,0,0,0,0.0192153
114,0,0,0,0,0,0,0.0263382,0.0459421,0,0,0,0.0354572,0,0.0194821,0,0,0.0680715,0,0,0.0222463,0.0950027,0.0317662,0.0181691,0.0311915,0.0279526,0.0396207,0.0756011,0.0954379,0.108437,0.0876274,0.0404378,0.0360143,0.0964616,0.0500178,0.0666036,0.0233115,0.0333268,0.0355353,0.0363897,0,0.0217008,0.0275317,0,0,0.0222559,0,0,0.0356954,0.0712824,0.026972,0.0203861,0.0200967,0.0419349,0.0429578,0.070198,0.107717,0.0940123,0.04717,0.0706651,0.0427722,0.0519912,0.0865391,0.0243674,0.0127629,0.012158,0.0255772,0.0265659,0,0,0,0,0.0192199
115,0,0,0,0,0,0,0.0263344,0.045933,0,0,0,0.0354089,0,0.0195016,0,0,0.0683055,0,0,0.0220501,0.0945523,0.0308873,0.0182853,0.0307172,0.0285258,0.0396042,0.0751513,0.0955071,0.108465,0.0875772,0.0403213,0.0357793,0.0963879,0.0497904,0.0656626,0.0233288,0.0333599,0.0354843,0.0365689,0,0.0218623,0.0275065,0,0,0.0223701,0,0,0.0354243,0.071365,0.026989,0.0204209,0.0200623,0.0418779,0.0431371,0.0702776,0.107716,0.0939287,0.0474144,0.0704959,0.0426675,0.0517482,0.0863742,0.0237413,0.0129015,0.0121703,0.0257805,0.0265085,0,0,0,0,0.0192331
116,0,0,0,0,0,0,0.0262677,0.0460146,0,0,0,0.0352538,0,0.0193452,0,0,0.068509,0,0,0.0218861,0.094383,0.0297403,0.0184313,0.0301562,0.0290415,0.0396131,0.0749019,0.0956865,0.108527,0.0875772,0.0399524,0.0353994,0.0964614,0.0494626,0.0638618,0.0234072,0.0334099,0.0354513,0.0369603,0,0.021922,0.0274692,0,0,0.0225729,0,0,0.0353294,0.0713467,0.0269281,0.020452,0.0199839,0.0418817,0.0433024,0.070421,0.107827,0.0939318,0.0476936,0.0704068,0.0425663,0.0516607,0.0863131,0.0229344,0.0129739,0.0122018,0.0258675,0.026478,0,0,0,0,0.0193095
117,0,0,0,0,0,0,0.0261776,0.0460897,0,0,0,0.0351302,0,0.0192495,0,0,0.0686878,0,0,0.021773,0.0942405,0.0284677,0.0185663,0.0295424,0.0293779,0.0396433,0.0747383,0.0958822,0.108483,0.0875593,0.0393751,0.0348156,0.0965409,0.0490807,0.0615282,0.0235292,0.0334995,0.0354397,0.0374668,0,0.0219233,0.0274195,0,0,0.0227604,0,0,0.0352707,0.0712002,0.0267842,0.0204702,0.0198115,0.0419071,0.0434206,0.0706704,0.108044,0.0939969,0.047929,0.0703461,0.0424476,0.0516742,0.0863374,0.0219748,0.0130053,0.0121917,0.0258289,0.0264743,0,0,0,0,0.0193547
118,0,0,0,0,0,0,0.0264343,0.0461856,0,0,0,0.0348537,0,0.0202762,0,0,0.0687701,0,0,0.0216911,0.0942713,0.0286139,0.0177538,0.028021,0.029498,0.0396027,0.0743533,0.0949228,0.108234,0.0879808,0.0392777,0.0354127,0.0967329,0.0475318,0.0620009,0.0237951,0.0335738,0.0354099,0.0380426,0,0.0218715,0.0275309,0,0,0.0227612,0,0,0.0350974,0.0709626,0.0266177,0.0204882,0.019414,0.0417654,0.0432646,0.0710358,0.108451,0.094149,0.0482923,0.0702041,0.0422033,0.0516727,0.0863908,0.0208105,0.012906,0.0122026,0.0257885,0.0262515,0,0,0,0,0.0192703
119,0,0,0,0,0,0,0.0261346,0.0462295,0,0,0,0.0347851,0,0.0192691,0,0,0.0688779,0,0,0.0216807,0.0940234,0.0260486,0.0185278,0.0280386,0.0296489,0.039693,0.0740353,0.0959935,0.108316,0.087422,0.0382262,0.0336577,0.0961788,0.0480575,0.0565038,0.0239213,0.0337246,0.0354516,0.0386187,0,0.0217914,0.0273785,0,0,0.0228232,0,0,0.0349887,0.0707969,0.026166,0.0205547,0.0192145,0.0420318,0.0434765,0.0711901,0.108586,0.0943073,0.0485739,0.0702292,0.0420002,0.0517305,0.0865625,0.0197325,0.0129993,0.012232,0.0255837,0.0264101,0,0,0,0,0.019302
120,0,0,0,0,0,0,0.0262015,0.0462615,0,0,0,0.0347791,0,0.0190864,0,0,0.0687997,0,0,0.0216343,0.0939098,0.0250047,0.0184455,0.0273022,0.0296913,0.0396478,0.073932,0.0957684,0.10816,0.087167,0.0375396,0.0330935,0.0960144,0.0475117,0.053844,0.0241392,0.03381,0.0353733,0.0392114,0,0.0217249,0.0273938,0,0,0.0227514,0,0,0.0348258,0.0706328,0.0257178,0.02068,0.0189443,0.0420883,0.0434185,0.0713433,0.108523,0.0946067,0.0489065,0.0701634,0.0417756,0.0516721,0.0865497,0.0187975,0.0129433,0.0122432,0.025495,0.0262777,0,0,0,0,0.0192961
121,0,0,0,0,0,0,0.0263374,0.0462909,0,0,0,0.0350791,0,0.0190515,0,0,0.0686017,0,0,0.0215677,0.0936431,0.024063,0.01825,0.0265169,0.029718,0.0395381,0.0737486,0.0955731,0.108011,0.0870611,0.0372128,0.0329936,0.0959062,0.04692,0.0512644,0.0243405,0.0338685,0.0353237,0.039625,0,0.0216766,0.0274468,0,0,0.0226487,0,0,0.0346874,0.0706078,0.0257057,0.0207487,0.0187457,0.0421368,0.0433685,0.0713771,0.108408,0.0948489,0.0491543,0.0701167,0.041694,0.051625,0.0864643,0.0180024,0.0128749,0.0122717,0.025462,0.0260768,0,0,0,0,0.0192814
122,0,0,0,0,0,0,0.026481,0.0463232,0,0,0,0.0354731,0,0.0190742,0,0,0.0683058,0,0,0.0215235,0.0933089,0.0231041,0.0180472,0.0257343,0.0295335,0.0394045,0.0734444,0.0953436,0.107825,0.0872074,0.0369908,0.0330048,0.095751,0.0461885,0.0487428,0.0245074,0.0339305,0.0352913,0.0398458,0,0.0216247,0.0275111,0,0,0.0225791,0,0,0.0347626,0.0707477,0.02574,0.0207509,0.0186062,0.0421636,0.0432939,0.0713176,0.108268,0.0950401,0.0492926,0.0700305,0.0417042,0.0515104,0.086235,0.0174397,0.0127915,0.0123109,0.025473,0.0259069,0,0,0,0,0.0193023
123,0,0,0,0,0,0,0.0265765,0.046342,0,0,0,0.0358247,0,0.0191428,0,0,0.0679816,0,0,0.0215326,0.093142,0.0221128,0.0178392,0.02499,0.0293863,0.0392313,0.073267,0.0950687,0.107588,0.0876298,0.0368142,0.0329363,0.095515,0.0454923,0.0463501,0.0246281,0.0340171,0.0352444,0.0399856,0,0.0216253,0.0275959,0,0,0.0225215,0,0,0.0347842,0.0709458,0.0258336,0.0207188,0.0185672,0.0421426,0.0432369,0.0712492,0.10809,0.0952083,0.0493224,0.0698755,0.0417212,0.0513856,0.0861297,0.0170775,0.0127577,0.0123167,0.0254793,0.0257993,0,0,0,0,0.0193199
124,0,0,0,0,0,0,0.0266091,0.0463414,0,0,0,0.0362189,0,0.0192872,0,0,0.0676543,0,0,0.0215847,0.0929128,0.0210949,0.0176586,0.0241688,0.0293336,0.039003,0.0733764,0.0948117,0.107423,0.0878302,0.0366488,0.0327204,0.0955353,0.0448911,0.044211,0.0247244,0.0340709,0.0352019,0.0400034,0,0.0216895,0.0277225,0,0,0.0224123,0,0,0.0347556,0.0711606,0.0258573,0.02066,0.0186052,0.0421289,0.0432032,0.0711505,0.107912,0.0952063,0.0493242,0.0696672,0.0417074,0.0512271,0.0859563,0.016862,0.0127209,0.0122661,0.0254777,0.0257417,0,0,0,0,0.0193227
125,0,0,0,0,0,0,0.0266151,0.0463151,0,0,0,0.0366264,0,0.0196068,0,0,0.0672953,0,0,0.0216497,0.0926323,0.0202915,0.0174732,0.0233199,0.0293251,0.0387412,0.073371,0.0946238,0.107339,0.0878783,0.0362869,0.0323623,0.095434,0.0441588,0.0422724,0.0248243,0.0341184,0.0351547,0.0398584,0,0.0217657,0.0278495,0,0,0.022336,0,0,0.0347873,0.0714165,0.0258056,0.0206592,0.0186838,0.0421436,0.0431508,0.0710485,0.107735,0.0952838,0.0493222,0.0696325,0.0416911,0.0510957,0.0857249,0.0166915,0.0126399,0.0123237,0.0255045,0.0257039,0,0,0,0,0.0193094
126,0,0,0,0,0,0,0.0265945,0.0463169,0,0,0,0.0368332,0,0.0199325,0,0,0.0668514,0,0,0.0217426,0.0923929,0.0197097,0.017298,0.0224516,0.0293181,0.0384868,0.073132,0.0944755,0.107237,0.0879832,0.0354429,0.0319174,0.0952351,0.0433717,0.0404531,0.024947,0.0340858,0.035101,0.0397672,0,0.0217916,0.0279405,0,0,0.0222327,0,0,0.0347848,0.0716087,0.0257503,0.0206141,0.0187547,0.0422039,0.0431141,0.0709383,0.107589,0.0952232,0.0493487,0.0696093,0.0416919,0.0510081,0.0856606,0.0165044,0.0126076,0.01235,0.0255905,0.0256543,0,0,0,0,0.0192787
127,0,0,0,0,0,0,0.0265758,0.0463758,0,0,0,0.0369102,0,0.0201932,0,0,0.0662961,0,0,0.0218163,0.0922073,0.0193805,0.0171043,0.02161,0.029141,0.0382579,0.0727591,0.0943396,0.107187,0.0881722,0.0347909,0.0313511,0.0950796,0.0425576,0.0386498,0.0250933,0.0339627,0.0350389,0.0398536,0,0.021705,0.028009,0,0,0.0221536,0,0,0.0349119,0.0717467,0.0257037,0.0205017,0.0187947,0.042266,0.0430894,0.0708261,0.107483,0.0950491,0.0492763,0.069544,0.0416726,0.0509198,0.0857087,0.016258,0.012567,0.0123806,0.0256523,0.025596,0,0,0,0,0.0192439
128,0,0,0,0,0,0,0.0265847,0.0464717,0,0,0,0.0368758,0,0.0207561,0,0,0.065612,0,0,0.0218551,0.0920292,0.019197,0.0168859,0.0209187,0.0289492,0.0380169,0.0723714,0.0941612,0.107168,0.0884202,0.0343609,0.0307665,0.0945256,0.0418342,0.036912,0.0252101,0.0338733,0.0349944,0.0400547,0,0.0215996,0.028052,0,0,0.0220295,0,0,0.035016,0.0718537,0.0255861,0.0204814,0.0188274,0.0423236,0.0430484,0.0707712,0.10741,0.0950028,0.0492185,0.0695123,0.0417161,0.050865,0.0856985,0.0159399,0.0125439,0.012421,0.0256172,0.0255506,0,0,0,0,0.0192293
129,0,0,0,0,0,0,0.0265491,0.0465552,0,0,0,0.0369622,0,0.0212463,0,0,0.0650002,0,0,0.0218587,0.0918918,0.0194104,0.0168053,0.0205992,0.0288139,0.037797,0.0726118,0.0939034,0.107085,0.0886625,0.0340101,0.0302776,0.0941614,0.0412325,0.0353977,0.0252726,0.0338271,0.0349255,0.0402309,0,0.0215682,0.0280593,0,0,0.0219231,0,0,0.0351224,0.0719653,0.0253506,0.0204631,0.0188457,0.0424209,0.0430452,0.0707538,0.107333,0.0949816,0.0492119,0.0695136,0.0416667,0.0508523,0.0856705,0.0155952,0.0125681,0.012418,0.0255277,0.0255525,0,0,0,0,0.0192775
130,0,0,0,0,0,0,0.0264799,0.0466031,0,0,0,0.0368778,0,0.0218411,0,0,0.0645548,0,0,0.0219043,0.0918986,0.0200098,0.0167764,0.0203976,0.0287205,0.0376164,0.0726895,0.0936353,0.107029,0.0891752,0.0337772,0.0300076,0.093678,0.0405741,0.0340622,0.0253125,0.0338532,0.0348975,0.040349,0,0.0215837,0.0280522,0,0,0.0219524,0,0,0.0352697,0.0720806,0.0250683,0.0203435,0.0188447,0.0426466,0.0431037,0.0706941,0.10731,0.0947512,0.04924,0.0695102,0.0416821,0.0508122,0.0855398,0.0153215,0.012653,0.0124024,0.0254583,0.0255934,0,0,0,0,0.0193552
131,0,0,0,0,0,0,0.0263684,0.0466235,0,0,0,0.0366478,0,0.0225014,0,0,0.0643638,0,0,0.0220097,0.0921067,0.020855,0.0167826,0.0201935,0.0286468,0.0374245,0.0727027,0.0932581,0.107005,0.0899836,0.0336456,0.0299757,0.0933148,0.0398204,0.0331965,0.0253839,0.0339613,0.0349561,0.0403337,0,0.0215431,0.0280073,0,0,0.0220594,0,0,0.0354329,0.0722672,0.0247823,0.0201837,0.0188821,0.0429024,0.0431901,0.0706075,0.107239,0.0944843,0.0492033,0.0695142,0.0416922,0.0507422,0.0853642,0.0151784,0.0127529,0.0124018,0.025462,0.0256606,0,0,0,0,0.0194287
132,0,0,0,0,0,0,0.0261963,0.0466581,0,0,0,0.036199,0,0.0230323,0,0,0.0643644,0,0,0.0221497,0.0923115,0.0216715,0.0167854,0.0203501,0.0285773,0.0372147,0.0727106,0.0927607,0.107118,0.0907978,0.0334618,0.0300276,0.0930845,0.0391034,0.032739,0.0254747,0.0341286,0.0350568,0.0402802,0,0.0215015,0.0278775,0,0,0.0221453,0,0,0.0355491,0.0724878,0.0247052,0.0200101,0.0189922,0.0431928,0.0432367,0.0704946,0.10717,0.0942525,0.0490177,0.0694645,0.0418425,0.0506821,0.0852758,0.0150634,0.012835,0.0124167,0.0255347,0.0257683,0,0,0,0,0.0194823
133,0,0,0,0,0,0,0.0259639,0.0467242,0,0,0,0.0354748,0,0.0236156,0,0,0.064444,0,0,0.0222975,0.0924247,0.0222984,0.0168525,0.0207886,0.0285076,0.0369773,0.0725055,0.0921074,0.10748,0.0913483,0.0330419,0.0300423,0.0928221,0.038455,0.0325655,0.0255492,0.0342944,0.0351799,0.0402388,0,0.0214956,0.027642,0,0,0.0222896,0,0,0.0356667,0.0727411,0.0247814,0.0198335,0.0191986,0.0435097,0.0432692,0.0702782,0.107013,0.0939451,0.0487694,0.0694132,0.0419617,0.0507198,0.0852008,0.0149261,0.0129208,0.0123338,0.0256183,0.0259839,0,0,0,0,0.0195198
134,0,0,0,0,0,0,0.0257098,0.046841,0,0,0,0.0344763,0,0.0242895,0,0,0.0644403,0,0,0.022416,0.0924844,0.0226871,0.0169839,0.0215064,0.0283099,0.0367494,0.0720593,0.0913489,0.107544,0.0915487,0.032315,0.0299721,0.0923185,0.037923,0.0324665,0.0256433,0.0343635,0.0352389,0.0402725,0,0.0215205,0.0273723,0,0,0.0224291,0,0,0.0357599,0.0730064,0.0249096,0.0196158,0.0194299,0.0438078,0.0433146,0.0699459,0.106816,0.093542,0.0484613,0.0694969,0.042037,0.0507499,0.0851843,0.0147922,0.0130134,0.0122423,0.0257302,0.0262323,0,0,0,0,0.019499
135,0,0,0,0,0,0,0.0254802,0.0469989,0,0,0,0.0334139,0,0.0248693,0,0,0.0643096,0,0,0.0224927,0.092504,0.0233677,0.0171256,0.0225377,0.0279777,0.0365525,0.071707,0.0905095,0.107325,0.0915572,0.0316414,0.0298852,0.0916788,0.0375054,0.0323493,0.0258209,0.0343472,0.0352369,0.0403993,0,0.0214564,0.0271158,0,0,0.022479,0,0,0.0359011,0.0732826,0.0250027,0.0193627,0.019583,0.0440291,0.0434175,0.0696284,0.106551,0.0930607,0.0480911,0.0695753,0.0420858,0.0507054,0.0851166,0.0145605,0.0131041,0.012138,0.0258772,0.026437,0,0,0,0,0.0193883
136,0,0,0,0,0,0,0.0252801,0.047164,0,0,0,0.0347903,0,0.0232658,0,0,0.0641106,0,0,0.0225459,0.0925816,0.0248095,0.0172705,0.0236926,0.0276743,0.0364552,0.0714605,0.089571,0.107069,0.0916958,0.0308005,0.0295715,0.0898716,0.0375013,0.0344749,0.0260405,0.0342822,0.0352188,0.040596,0,0.0214411,0.0269475,0,0,0.0224334,0,0,0.0360306,0.073545,0.0250034,0.0192146,0.019604,0.0441224,0.0435219,0.0693218,0.106205,0.0925701,0.0476823,0.0695916,0.0421153,0.0506992,0.0851445,0.0142538,0.0131459,0.0121221,0.0260005,0.026626,0,0,0,0,0.0193581
137,0,0,0,0,0,0,0.0249773,0.0475361,0,0,0,0.0362169,0,0.0226706,0,0,0.0641512,0,0,0.0226519,0.0919662,0.0254222,0.0164009,0.0231596,0.0264801,0.0373711,0.0712582,0.0894078,0.106651,0.0912771,0.0319218,0.0304975,0.0911842,0.0382193,0.0341103,0.0256423,0.0340963,0.0350646,0.0391853,0,0.0213325,0.0266044,0,0,0.0226523,0,0,0.0363268,0.0740973,0.0251621,0.0188406,0.0186119,0.0430573,0.0436998,0.0685778,0.105426,0.0921266,0.0473607,0.0697982,0.0417946,0.0511185,0.0855489,0.0155265,0.0132274,0.011817,0.026441,0.0269684,0,0,0,0,0.0192323
138,0,0,0,0,0,0,0.024842,0.0477185,0,0,0,0.0388365,0,0.0207681,0,0,0.0641598,0,0,0.0227361,0.091615,0.0264001,0.0161153,0.0237052,0.0255771,0.0379366,0.0710401,0.0891687,0.106433,0.0911137,0.0328551,0.0314545,0.0912594,0.0387526,0.0359049,0.0254583,0.0341062,0.0350211,0.0394195,0,0.0211439,0.0265676,0,0,0.0226836,0,0,0.0367313,0.0741498,0.0252444,0.0188733,0.0184143,0.0424954,0.0437905,0.0683271,0.105069,0.0917473,0.0470103,0.0698479,0.0416921,0.05109,0.0855423,0.0151515,0.0132453,0.0116441,0.0267344,0.0270436,0,0,0,0,0.019131
139,0,0,0,0,0,0,0.0247557,0.0478232,0,0,0,0.0410309,0,0.0194022,0,0,0.0642687,0,0,0.0227731,0.0913793,0.0271825,0.0158869,0.0242708,0.0247949,0.0384613,0.0709378,0.089003,0.106394,0.0910975,0.0336128,0.0321966,0.0913263,0.0390714,0.037234,0.0252048,0.0342084,0.0350437,0.0396001,0,0.0210149,0.0265653,0,0,0.0226993,0,0,0.0371779,0.0740593,0.0252725,0.0190433,0.0182317,0.0419807,0.0437441,0.0680577,0.104734,0.09144,0.0467144,0.0697744,0.0414919,0.0509994,0.0854175,0.0148082,0.0132083,0.0114665,0.026921,0.0271385,0,0,0,0,0.0190862
140,0,0,0,0,0,0,0.0246776,0.0478674,0,0,0,0.0423768,0,0.0186869,0,0,0.0644148,0,0,0.0227497,0.0913069,0.0276112,0.0158246,0.0245984,0.0242162,0.0388486,0.0708507,0.088861,0.106425,0.0911186,0.0340186,0.032512,0.0913336,0.0392195,0.0377961,0.0249586,0.0344305,0.0351277,0.0396486,0,0.0209043,0.0264862,0,0,0.0226133,0,0,0.0373185,0.0739415,0.0253339,0.0193024,0.0181004,0.0416689,0.0435619,0.0677458,0.104436,0.0911809,0.0464746,0.0695713,0.0412389,0.0508402,0.0852361,0.0144477,0.0131331,0.0113336,0.0269707,0.0273177,0,0,0,0,0.0189919
141,0,0,0,0,0,0,0.0246361,0.0479197,0,0,0,0.0425188,0,0.0185406,0,0,0.0644556,0,0,0.022726,0.091421,0.0273399,0.0159094,0.024274,0.0239634,0.039076,0.0708062,0.0886846,0.106414,0.0911279,0.0339082,0.032257,0.0911754,0.0392314,0.0375647,0.0248792,0.0346608,0.0352186,0.0398211,0,0.020929,0.0263004,0,0,0.022526,0,0,0.037353,0.0738962,0.025515,0.0196183,0.0180713,0.0415884,0.0433009,0.0674307,0.10424,0.0909495,0.0462432,0.0694646,0.0409018,0.0506406,0.0850047,0.0140738,0.013005,0.0113257,0.0269733,0.0275538,0,0,0,0,0.0188834
142,0,0,0,0,0,0,0.0246792,0.0480312,0,0,0,0.0415891,0,0.0191282,0,0,0.0643584,0,0,0.0226623,0.0916534,0.0264899,0.0160912,0.0233227,0.0241447,0.0391675,0.0708457,0.0883358,0.106296,0.0910564,0.0332866,0.0315311,0.0909802,0.0390417,0.0363942,0.0250817,0.0348224,0.0353197,0.0398478,0,0.0208005,0.026201,0,0,0.0223468,0,0,0.0373156,0.0739372,0.0258562,0.0199084,0.0180297,0.0417263,0.0429603,0.0670925,0.104084,0.0907986,0.0461008,0.0693035,0.0404497,0.0504104,0.0846903,0.0137623,0.0128449,0.0113892,0.0269543,0.027694,0,0,0,0,0.0188583
143,0,0,0,0,0,0,0.0248527,0.0480977,0,0,0,0.0397297,0,0.020392,0,0,0.0641449,0,0,0.0226233,0.0920791,0.0249098,0.0162501,0.0219321,0.0246521,0.0392769,0.0707941,0.0878991,0.106102,0.0909484,0.0322552,0.0304746,0.0906736,0.0386207,0.0344605,0.0255589,0.0349722,0.0354401,0.039794,0,0.020636,0.0261648,0,0,0.0221493,0,0,0.0371451,0.0740372,0.0263098,0.0201819,0.0179597,0.0418401,0.0425572,0.0668228,0.103873,0.0908012,0.0460044,0.0689306,0.0400509,0.0500456,0.0842909,0.0135047,0.012669,0.0115005,0.0268708,0.0277161,0,0,0,0,0.0188529
