Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x69,x70,x71,x72,RWRB
38,0,0,0,0,0,0,0.0329429,0.0462588,0,0,0,0.0385722,0,0.0216285,0,0,0.0212566,0,0,0.028052,0.0885314,0.0191488,0.0107146,0.0168837,0.0325622,0.0345821,0.0608525,0.084304,0.0934339,0.0742329,0.0357387,0.0297137,0.0374382,0.0419622,0.0268369,0.00971978,0.00968136,0.0176043,0.0366216,0,0.0225281,0.0391489,0,0,0.0190495,0,0,0.0333069,0.0744906,0.0317348,0.0162731,0.0193594,0.037473,0.0361669,0.0627564,0.0991597,0.087117,0.043912,0.0660436,0.0386338,0.0468612,0.0807274,0.0185406,0.014576,0.0129274,0.0298413,0.0169216,0,0,0,0,0.0257802
39,0,0,0,0,0,0,0.032728,0.0463291,0,0,0,0.0387969,0,0.0220571,0,0,0.0211923,0,0,0.0280304,0.0881896,0.0196851,0.0106776,0.0173766,0.0325504,0.0343359,0.0609968,0.084208,0.0935774,0.0746785,0.0357967,0.0297769,0.0373248,0.0416067,0.0260717,0.00963959,0.00960232,0.0175591,0.0367758,0,0.0224489,0.0390663,0,0,0.0191137,0,0,0.0332924,0.0748045,0.0316571,0.0160809,0.0194277,0.0376988,0.0364322,0.0624209,0.0988106,0.086816,0.0437233,0.0660697,0.0385679,0.0468102,0.0805985,0.0180869,0.0149696,0.0129691,0.0296245,0.0170084,0,0,0,0,0.0257644
40,0,0,0,0,0,0,0.0325753,0.046456,0,0,0,0.0388184,0,0.0225603,0,0,0.0211433,0,0,0.0280509,0.0878825,0.0201975,0.0106711,0.0180324,0.0325318,0.0340577,0.061197,0.084065,0.0936949,0.0751723,0.0358308,0.0298539,0.037288,0.0411778,0.0256691,0.00949513,0.00959557,0.0174727,0.0370365,0,0.0223908,0.0390315,0,0,0.0191568,0,0,0.0333412,0.0750842,0.0316226,0.0158605,0.0195216,0.0378492,0.0367693,0.0621049,0.0984127,0.086486,0.0434827,0.0660802,0.0385025,0.0467418,0.0805305,0.017511,0.0150362,0.0130305,0.0295017,0.0171104,0,0,0,0,0.0259066
41,0,0,0,0,0,0,0.0324141,0.046494,0,0,0,0.0378633,0,0.0232622,0,0,0.0211064,0,0,0.0280659,0.0877486,0.0207853,0.0107524,0.0189216,0.0325376,0.0338325,0.0614057,0.0836234,0.0938072,0.0756365,0.0357188,0.0298992,0.0369056,0.0405445,0.0259895,0.00936696,0.00961053,0.0174012,0.0373684,0,0.0223742,0.0389828,0,0,0.0191768,0,0,0.0334337,0.0753135,0.0316256,0.0156596,0.0196102,0.0379273,0.0371121,0.0618811,0.098002,0.0861721,0.0432257,0.0660165,0.0384306,0.0467005,0.0804657,0.0169226,0.0150161,0.0131051,0.0294479,0.0172974,0,0,0,0,0.0260217
42,0,0,0,0,0,0,0.0322152,0.046413,0,0,0,0.0364112,0,0.0239742,0,0,0.021079,0,0,0.028163,0.08778,0.0212564,0.0109023,0.0197757,0.0325289,0.0336139,0.0616131,0.0831316,0.0939014,0.0759109,0.0354406,0.0297825,0.0366461,0.0398237,0.0264852,0.00930241,0.00962199,0.0174427,0.0376137,0,0.0223981,0.038893,0,0,0.0192121,0,0,0.0334844,0.0754844,0.0317116,0.0155157,0.0196584,0.0379766,0.0374433,0.061627,0.0976284,0.0858727,0.0429139,0.0659302,0.0383208,0.0466726,0.0803932,0.0164321,0.0149842,0.0131867,0.029388,0.017599,0,0,0,0,0.0260524
43,0,0,0,0,0,0,0.0319892,0.0462624,0,0,0,0.0361094,0,0.0234538,0,0,0.0210662,0,0,0.0283024,0.087918,0.0222063,0.0110929,0.0203466,0.0324857,0.0333946,0.0616894,0.0827474,0.0939644,0.0760193,0.0349985,0.0291897,0.0351935,0.0385117,0.0281959,0.00936991,0.00958294,0.0175149,0.0376358,0,0.022414,0.0387703,0,0,0.0192515,0,0,0.0334905,0.0756055,0.0318237,0.0153999,0.0196744,0.0380557,0.0377857,0.0612099,0.0972943,0.0855653,0.0425397,0.0658634,0.0382482,0.0465998,0.0802828,0.0161248,0.0149792,0.0132674,0.0293136,0.0179635,0,0,0,0,0.0260342
44,0,0,0,0,0,0,0.031764,0.0460502,0,0,0,0.0432209,0,0.0171812,0,0,0.0210497,0,0,0.0283875,0.0879871,0.028121,0.0112047,0.0202581,0.032381,0.0332031,0.0618256,0.0827714,0.0940665,0.0760501,0.0341244,0.0289415,0.029951,0.0340299,0.0363627,0.00958213,0.00947218,0.0176261,0.037439,0,0.0223853,0.0386389,0,0,0.0193335,0,0,0.0334652,0.0757354,0.0318443,0.0152903,0.0196429,0.0380894,0.0380462,0.0608499,0.097025,0.085293,0.042149,0.0657348,0.0382078,0.0464429,0.0800974,0.0161489,0.0149377,0.0133474,0.029248,0.0183587,0,0,0,0,0.0260183
45,0,0,0,0,0,0,0.0312219,0.0460996,0,0,0,0.036718,0,0.0223825,0,0,0.0207792,0,0,0.0290734,0.0874763,0.0241441,0.0103969,0.0179821,0.0317788,0.0333286,0.0616868,0.0834357,0.0942778,0.0758171,0.0352801,0.0296108,0.0356059,0.0396104,0.0308181,0.0104396,0.00920557,0.0171781,0.0360967,0,0.0222678,0.0383012,0,0,0.0194723,0,0,0.0336427,0.0762187,0.0320542,0.0153027,0.0193033,0.0373226,0.0384034,0.0603402,0.0964129,0.0849346,0.0417764,0.0658014,0.0379347,0.0465417,0.0801253,0.0178197,0.0148113,0.0131266,0.0295815,0.0189457,0,0,0,0,0.0258529
46,0,0,0,0,0,0,0.030917,0.0459488,0,0,0,0.0367248,0,0.0221948,0,0,0.0207157,0,0,0.0290887,0.0873248,0.024912,0.010521,0.0176438,0.0317234,0.0332518,0.0619012,0.083819,0.0945067,0.0760282,0.0351189,0.029613,0.0354185,0.0395236,0.0317393,0.0108148,0.00910837,0.0171301,0.0355946,0,0.0223766,0.0382281,0,0,0.0195264,0,0,0.0337154,0.076446,0.0323079,0.0153338,0.0194598,0.0372431,0.038567,0.0600487,0.0961384,0.0845847,0.0414245,0.065671,0.0378116,0.0463779,0.0798681,0.0183298,0.0146623,0.0131642,0.0295409,0.0194133,0,0,0,0,0.0258548
47,0,0,0,0,0,0,0.030652,0.0458489,0,0,0,0.0363074,0,0.0224544,0,0,0.020727,0,0,0.0290154,0.0871937,0.0252055,0.0108246,0.0174861,0.0318956,0.033214,0.0623091,0.0841222,0.0947607,0.076367,0.0348085,0.0295953,0.0353075,0.039473,0.0321386,0.0109493,0.0090646,0.0170024,0.0351293,0,0.0225861,0.038215,0,0,0.0196167,0,0,0.0337849,0.0767384,0.0327891,0.0153535,0.0197837,0.0372926,0.0387226,0.0597363,0.0957663,0.0842235,0.0411463,0.0655292,0.0376154,0.0461893,0.0796038,0.0188559,0.0145486,0.0132855,0.0293822,0.019806,0,0,0,0,0.0259038
48,0,0,0,0,0,0,0.0304723,0.0458079,0,0,0,0.0355866,0,0.0231153,0,0,0.0207991,0,0,0.0288803,0.087182,0.0248661,0.0112599,0.0176934,0.0322214,0.0332047,0.0628701,0.0843347,0.0949778,0.0767637,0.0345947,0.0293965,0.0354058,0.0394818,0.031789,0.0108592,0.00905429,0.0168359,0.0348452,0,0.0227904,0.0382174,0,0,0.019704,0,0,0.0338317,0.0770354,0.0333725,0.0154337,0.0202031,0.0374784,0.0387228,0.0594126,0.0953114,0.0839095,0.0409339,0.065327,0.0373276,0.0459322,0.0792762,0.0192405,0.0143826,0.0134533,0.0290355,0.0200996,0,0,0,0,0.0259404
49,0,0,0,0,0,0,0.0303071,0.0458332,0,0,0,0.0337053,0,0.0235482,0,0,0.02087,0,0,0.029039,0.0873975,0.0261518,0.0113642,0.0184163,0.0323892,0.033403,0.0633182,0.0838512,0.0951536,0.077174,0.0341469,0.0290791,0.0352381,0.0389034,0.034753,0.0109012,0.00910575,0.0166763,0.0345191,0,0.0230733,0.0380826,0,0,0.019768,0,0,0.0338623,0.0772025,0.0341613,0.0157781,0.0204099,0.0372807,0.0385307,0.0590099,0.0949431,0.0837694,0.0408255,0.0649691,0.0368735,0.045517,0.0787659,0.0196855,0.0142439,0.0134936,0.0288988,0.0203541,0,0,0,0,0.0258521
50,0,0,0,0,0,0,0.0305178,0.0455162,0,0,0,0.034317,0,0.0226915,0,0,0.021224,0,0,0.0283658,0.088089,0.0252766,0.0127561,0.0206376,0.0329138,0.0332452,0.0637867,0.0837728,0.0950239,0.0774181,0.0337804,0.0286696,0.0335367,0.0368001,0.0346083,0.0101766,0.00936535,0.0173697,0.0350358,0,0.0231457,0.0381453,0,0,0.0196923,0,0,0.03364,0.0772761,0.0345148,0.0160133,0.0206684,0.0382874,0.0382002,0.0588687,0.0947115,0.0835134,0.0406635,0.0645503,0.0365791,0.0450112,0.0781706,0.0185799,0.014169,0.0137983,0.0283008,0.0204723,0,0,0,0,0.0259022
51,0,0,0,0,0,0,0.0305318,0.0454069,0,0,0,0.0310439,0,0.0257895,0,0,0.0213153,0,0,0.028488,0.0884168,0.0232759,0.0129849,0.020166,0.0327377,0.0334051,0.0640444,0.0840214,0.0949149,0.0772994,0.0343471,0.0290769,0.0360353,0.039106,0.0314869,0.0101011,0.00943676,0.0174337,0.0350927,0,0.0230957,0.037975,0,0,0.0198463,0,0,0.0336609,0.0774466,0.0350776,0.0161892,0.0203023,0.0382538,0.0378005,0.0586731,0.0942996,0.0833085,0.0404574,0.0641459,0.0360242,0.0445821,0.077622,0.0184592,0.0139982,0.0137322,0.02811,0.0206731,0,0,0,0,0.0257878
52,0,0,0,0,0,0,0.0305968,0.0453011,0,0,0,0.0322145,0,0.0257663,0,0,0.0214071,0,0,0.0286336,0.0888287,0.0231408,0.0131432,0.0194694,0.0323052,0.0335416,0.0645781,0.0842472,0.0946984,0.0771229,0.0344377,0.0290788,0.0366213,0.0399012,0.0311506,0.0101249,0.00947256,0.0174493,0.0356442,0,0.0229621,0.0378905,0,0,0.0199509,0,0,0.0337487,0.0775518,0.0358172,0.0161842,0.0199792,0.0380961,0.0373626,0.0585478,0.0939173,0.0830616,0.0401501,0.0636849,0.0353343,0.0441304,0.077019,0.0178922,0.0139441,0.0136549,0.0279449,0.0208203,0,0,0,0,0.0257295
53,0,0,0,0,0,0,0.030833,0.0452369,0,0,0,0.0330132,0,0.0259255,0,0,0.0214771,0,0,0.0288187,0.0889778,0.0230358,0.0129744,0.019336,0.0317404,0.0336466,0.0653401,0.0844566,0.0947727,0.0770958,0.0341158,0.0284426,0.037711,0.0408581,0.0318997,0.0102155,0.00953522,0.0174217,0.0367636,0,0.0226808,0.038001,0,0,0.0199517,0,0,0.0337582,0.0776175,0.0368494,0.0166139,0.0195503,0.0377154,0.0367352,0.0584611,0.093479,0.0826938,0.0398354,0.0632269,0.0344409,0.0437241,0.0764563,0.0167137,0.0140615,0.0137135,0.0279168,0.0207307,0,0,0,0,0.0255829
54,0,0,0,0,0,0,0.0312368,0.0452656,0,0,0,0.0345689,0,0.0241008,0,0,0.0215051,0,0,0.0289886,0.0882155,0.0234887,0.0124866,0.0173881,0.0314755,0.0337425,0.0662664,0.086298,0.0953389,0.0769128,0.0347891,0.0282614,0.0392723,0.0429335,0.0307011,0.010294,0.00963875,0.0174133,0.0382822,0,0.0221963,0.0382578,0,0,0.0199653,0,0,0.0337187,0.0774331,0.0380763,0.0172395,0.0189744,0.0371386,0.0362655,0.0583784,0.0929693,0.0822092,0.0393713,0.0628514,0.0334313,0.0434531,0.0759578,0.0153512,0.0141392,0.0137429,0.0281047,0.0203752,0,0,0,0,0.0254978
55,0,0,0,0,0,0,0.0320432,0.0454215,0,0,0,0.0249085,0,0.0276923,0,0,0.0212876,0,0,0.0291493,0.0866998,0.0300853,0.013035,0.0237429,0.0326978,0.0339574,0.068737,0.0861723,0.0979839,0.0792388,0.0339081,0.027584,0.0353814,0.038367,0.0439696,0.0104398,0.009717,0.0174329,0.0399729,0,0.0215815,0.0385993,0,0,0.0199766,0,0,0.0336895,0.0770229,0.039195,0.0182821,0.0180827,0.0365053,0.0359647,0.058722,0.0927156,0.0819764,0.0390892,0.0624715,0.0324867,0.0431266,0.0753142,0.0140738,0.0140917,0.0137421,0.028586,0.0195992,0,0,0,0,0.0254567
56,0,0,0,0,0,0,0.0315906,0.0454883,0,0,0,0.0306014,0,0.0260498,0,0,0.0214102,0,0,0.029447,0.0843773,0.0271627,0.0130909,0.0146499,0.0346137,0.0351671,0.068686,0.0906253,0.0979499,0.0780604,0.038509,0.0327648,0.0361272,0.0412428,0.0341927,0.0104371,0.00982664,0.0176778,0.0406696,0,0.0207221,0.0379903,0,0,0.0200237,0,0,0.0340173,0.0766437,0.0402653,0.0179501,0.0172708,0.0359016,0.0366762,0.0590122,0.0925986,0.0818153,0.0382515,0.0625333,0.0322322,0.0430904,0.0748702,0.0142184,0.0137418,0.0139349,0.0287272,0.0200297,0,0,0,0,0.0256994
57,0,0,0,0,0,0,0.0306913,0.0453149,0,0,0,0.0304399,0,0.0269141,0,0,0.0215892,0,0,0.0298926,0.0841962,0.0260863,0.0142275,0.0150125,0.0365144,0.0363315,0.0687354,0.0915108,0.0976799,0.0782963,0.0393077,0.0341,0.0356213,0.0406923,0.0355326,0.0104849,0.00994602,0.0179746,0.0411897,0,0.0204359,0.0371286,0,0,0.0199771,0,0,0.0344471,0.076655,0.0415431,0.0180872,0.0164352,0.0361881,0.0368312,0.0594214,0.0927462,0.0820334,0.0379786,0.062462,0.0321319,0.0428274,0.0743323,0.0147978,0.0132088,0.0140082,0.0287422,0.021267,0,0,0,0,0.0258507
58,0,0,0,0,0,0,0.0292523,0.0449773,0,0,0,0.0317366,0,0.0242491,0,0,0.0221233,0,0,0.0303094,0.0870817,0.0235176,0.0160465,0.0167943,0.0376602,0.0371906,0.0673287,0.0918572,0.095514,0.0764486,0.0381256,0.032275,0.0361697,0.0419287,0.0354649,0.0105669,0.00995909,0.0181476,0.041463,0,0.0208098,0.0366913,0,0,0.0199637,0,0,0.034848,0.0770325,0.0430892,0.0184431,0.0160321,0.0370336,0.036687,0.0593499,0.0926344,0.0822863,0.0380844,0.0621706,0.0318862,0.0423208,0.0738461,0.0157911,0.0129293,0.0139596,0.0286383,0.0230497,0,0,0,0,0.025825
59,0,0,0,0,0,0,0.0283398,0.0446762,0,0,0,0.0299257,0,0.0229362,0,0,0.0227353,0,0,0.0305465,0.0905897,0.0240767,0.0180021,0.0179159,0.0381093,0.0376155,0.0656235,0.0904753,0.0929065,0.0739079,0.0361055,0.0301332,0.0360464,0.0422685,0.0393763,0.0107453,0.00994118,0.0181085,0.0417399,0,0.0217631,0.0369973,0,0,0.0199361,0,0,0.0350616,0.0777445,0.0448408,0.0194551,0.0158636,0.0373989,0.0361987,0.0589005,0.0921602,0.0826323,0.0385788,0.0614257,0.0310085,0.0413277,0.0731547,0.0170127,0.0130964,0.01388,0.0285513,0.0241302,0,0,0,0,0.0255516
60,0,0,0,0,0,0,0.028013,0.0444587,0,0,0,0.0288033,0,0.0227082,0,0,0.023216,0,0,0.0305584,0.0931568,0.0251439,0.0196349,0.018455,0.0382842,0.0380048,0.0642695,0.088835,0.0907225,0.0710998,0.0348362,0.0287248,0.0358852,0.0425607,0.0434962,0.011028,0.00988118,0.0179618,0.0418892,0,0.0228577,0.0373425,0,0,0.0198209,0,0,0.0349855,0.078791,0.0463949,0.020651,0.016186,0.0371103,0.0357963,0.0582502,0.0914001,0.0827741,0.0388475,0.0604655,0.0300028,0.0401004,0.072273,0.01819,0.0134546,0.0136224,0.0284944,0.0244322,0,0,0,0,0.0253076
61,0,0,0,0,0,0,0.0281554,0.0443086,0,0,0,0.0286196,0,0.0229503,0,0,0.0234138,0,0,0.030429,0.0945414,0.0259247,0.0204729,0.0186023,0.0381445,0.0384235,0.0633746,0.0872002,0.0894844,0.0693428,0.0344809,0.0282533,0.0357259,0.0429022,0.0459867,0.0113092,0.00978684,0.0178854,0.0417251,0,0.0241558,0.0373265,0,0,0.0196176,0,0,0.034913,0.0802375,0.0476108,0.0216038,0.0170789,0.0365586,0.0355878,0.0574325,0.0906452,0.082607,0.0388436,0.0591159,0.0291786,0.0389128,0.0713666,0.0195446,0.0137366,0.0135047,0.0284336,0.0242624,0,0,0,0,0.025191
62,0,0,0,0,0,0,0.0285184,0.0442367,0,0,0,0.0286056,0,0.0230345,0,0,0.0233609,0,0,0.0302916,0.0949335,0.0259345,0.0203848,0.0194047,0.0379388,0.0387109,0.0630274,0.0859414,0.088924,0.0690023,0.0344804,0.0281792,0.0351861,0.0429922,0.045825,0.0115778,0.00973163,0.0179019,0.041325,0,0.0256554,0.0371711,0,0,0.019399,0,0,0.03488,0.0819203,0.0482316,0.0220328,0.0186318,0.0360801,0.0356043,0.0565494,0.0899347,0.0821782,0.0386508,0.0572917,0.0287362,0.0378627,0.0705256,0.021362,0.0138636,0.0135002,0.0283141,0.0241136,0,0,0,0,0.0252155
63,0,0,0,0,0,0,0.0289664,0.0442467,0,0,0,0.0285505,0,0.0229074,0,0,0.0231743,0,0,0.0302668,0.0946607,0.0251763,0.01984,0.0207898,0.0377711,0.0388065,0.063211,0.0854932,0.0886653,0.0691625,0.0343374,0.0279829,0.0342942,0.0423911,0.0435456,0.0117769,0.00973203,0.017974,0.0410851,0,0.0271494,0.0370462,0,0,0.0193131,0,0,0.0348266,0.0836468,0.0483686,0.0217999,0.0203664,0.035852,0.0357971,0.0559109,0.0892539,0.0816141,0.0383478,0.0560364,0.028548,0.0369441,0.0697176,0.0237993,0.013805,0.0135629,0.0281179,0.0243453,0,0,0,0,0.0252813
64,0,0,0,0,0,0,0.0292978,0.0442431,0,0,0,0.0284867,0,0.0229301,0,0,0.0230541,0,0,0.030308,0.0940462,0.0237302,0.0193458,0.0218814,0.0379579,0.038839,0.063861,0.0861281,0.0887713,0.0691417,0.0339511,0.0276974,0.0334911,0.0411044,0.0415099,0.0118782,0.00971956,0.0180134,0.0410359,0,0.0286042,0.0367734,0,0,0.01945,0,0,0.0347528,0.0851731,0.0487134,0.0210451,0.0214329,0.035905,0.0360884,0.0555219,0.0885437,0.0809548,0.0379131,0.0554594,0.0283895,0.0364285,0.0692227,0.0267082,0.0135852,0.0136535,0.0279245,0.0249163,0,0,0,0,0.0253065
65,0,0,0,0,0,0,0.0292222,0.0442089,0,0,0,0.0285315,0,0.0232939,0,0,0.0231485,0,0,0.0302961,0.0932284,0.0220759,0.0192235,0.0220313,0.0384989,0.0389628,0.0647025,0.0875029,0.0896117,0.0692436,0.0336297,0.0274727,0.0330661,0.040277,0.0417892,0.0118991,0.00973225,0.018024,0.0410009,0,0.0298319,0.0362668,0,0,0.0197224,0,0,0.0346153,0.0863554,0.0497727,0.0201027,0.0216637,0.0361768,0.0364995,0.0552527,0.0878738,0.0802829,0.0375166,0.055292,0.0281416,0.0364307,0.069143,0.0288171,0.013366,0.013584,0.0278351,0.0255501,0,0,0,0,0.0253482
66,0,0,0,0,0,0,0.0286763,0.044198,0,0,0,0.0286843,0,0.0237556,0,0,0.0233955,0,0,0.0302854,0.0923003,0.0209355,0.0195119,0.0212982,0.0390806,0.0390449,0.0655564,0.0888776,0.0910688,0.0698279,0.0337609,0.0276854,0.0331191,0.0402274,0.0436197,0.0118289,0.00980431,0.0181371,0.0403526,0,0.0304649,0.0356969,0,0,0.0199613,0,0,0.0343457,0.0870859,0.0508955,0.0192161,0.0213931,0.0365847,0.0370261,0.0549297,0.0874144,0.0797619,0.0371421,0.0552904,0.0276661,0.0367584,0.069346,0.029527,0.0132413,0.0134825,0.0277754,0.0260701,0,0,0,0,0.025346
67,0,0,0,0,0,0,0.0279602,0.0442562,0,0,0,0.0289471,0,0.0238713,0,0,0.0236401,0,0,0.0302815,0.0913832,0.020448,0.0199339,0.0202166,0.0394944,0.0391086,0.0661523,0.0895642,0.0926335,0.0708486,0.0344817,0.0284393,0.0338416,0.0409849,0.046,0.0116653,0.0097831,0.018168,0.0394326,0,0.0305799,0.0352726,0,0,0.020144,0,0,0.0343191,0.0874163,0.0516652,0.0184843,0.0208646,0.0370063,0.0375939,0.0548064,0.087237,0.0795183,0.0368165,0.0554485,0.0272445,0.0372814,0.069731,0.0300809,0.0131941,0.0134749,0.0276411,0.026434,0,0,0,0,0.0254183
68,0,0,0,0,0,0,0.0274489,0.0443377,0,0,0,0.0293084,0,0.0238041,0,0,0.0237704,0,0,0.0302891,0.0909428,0.0206191,0.0202383,0.0192027,0.0396432,0.0391256,0.0663811,0.089617,0.0937274,0.0718673,0.0355385,0.0295639,0.0350061,0.0422436,0.048662,0.011441,0.00977734,0.0181289,0.0383796,0,0.0304285,0.0350971,0,0,0.0201838,0,0,0.0343039,0.0874456,0.0520913,0.0179713,0.0205226,0.0373414,0.038039,0.0549473,0.0873176,0.0795412,0.0365822,0.0556675,0.0270359,0.0377996,0.070144,0.0313428,0.0132117,0.0134814,0.0274537,0.0266238,0,0,0,0,0.0255013
69,0,0,0,0,0,0,0.0272983,0.0443775,0,0,0,0.0296295,0,0.0238772,0,0,0.0238012,0,0,0.0303065,0.0911491,0.0212237,0.0203072,0.0186505,0.0395957,0.0390463,0.0662179,0.0893761,0.094054,0.072348,0.0362658,0.0303506,0.0358956,0.0432014,0.0511436,0.0112378,0.00981282,0.0180433,0.036829,0,0.03019,0.0351898,0,0,0.020117,0,0,0.0343083,0.0873471,0.0522263,0.0177285,0.0204559,0.0375968,0.0382314,0.0551408,0.0875606,0.0797128,0.036424,0.0558693,0.0268608,0.0382314,0.0703725,0.0335223,0.0133347,0.0134686,0.0273202,0.026621,0,0,0,0,0.0255485
70,0,0,0,0,0,0,0.0274274,0.0443649,0,0,0,0.0296134,0,0.0239811,0,0,0.0237986,0,0,0.0303554,0.0916673,0.0217557,0.0201932,0.0185578,0.0392224,0.0388785,0.0659501,0.0890512,0.0936912,0.0721313,0.036222,0.0303654,0.0361972,0.0434495,0.0524327,0.0111252,0.0098833,0.0179676,0.0351953,0,0.0299569,0.0354266,0,0,0.020015,0,0,0.0343583,0.0872524,0.0522512,0.0176618,0.0205031,0.0378843,0.0381974,0.0551523,0.0876771,0.079932,0.036323,0.0561692,0.02676,0.0386277,0.0705911,0.0365507,0.0135384,0.0134353,0.0272883,0.0263975,0,0,0,0,0.0255765
71,0,0,0,0,0,0,0.0277311,0.0442989,0,0,0,0.0293655,0,0.0241272,0,0,0.0236963,0,0,0.0304421,0.0921848,0.0220971,0.0198293,0.0188484,0.0384823,0.0386336,0.0657889,0.0887067,0.0930575,0.071654,0.0354973,0.029713,0.035941,0.0431044,0.0524564,0.011083,0.00993703,0.0179565,0.0341749,0,0.0298978,0.0356859,0,0,0.0199875,0,0,0.0343592,0.0872092,0.0523858,0.0175224,0.0205996,0.0381782,0.037986,0.0549743,0.0876144,0.0801678,0.0362762,0.0566608,0.0271179,0.0391016,0.0709905,0.0403239,0.0136875,0.0134053,0.0272492,0.0260622,0,0,0,0,0.0255499
72,0,0,0,0,0,0,0.028089,0.0442525,0,0,0,0.0290732,0,0.0243965,0,0,0.0234839,0,0,0.0304842,0.0925736,0.0223556,0.019296,0.0192584,0.037563,0.0383283,0.0656733,0.0883743,0.0924549,0.0712297,0.0345114,0.0286139,0.035458,0.0425098,0.0518959,0.010929,0.00995842,0.0179686,0.0335575,0,0.0299516,0.0359285,0,0,0.0199443,0,0,0.0343153,0.0871712,0.0526601,0.0173668,0.0208005,0.038441,0.0377281,0.0547586,0.0875468,0.0804524,0.0362992,0.0573245,0.0277736,0.0398032,0.0715551,0.0444054,0.0137609,0.01337,0.0271893,0.025753,0,0,0,0,0.0254553
73,0,0,0,0,0,0,0.0284463,0.0442247,0,0,0,0.0288116,0,0.0246385,0,0,0.0232884,0,0,0.0304211,0.0927659,0.0224072,0.0187294,0.0194646,0.0366421,0.0379623,0.0656244,0.0881635,0.0921499,0.0709464,0.0337225,0.0277741,0.0349768,0.0419223,0.0511089,0.011015,0.0099424,0.0179912,0.0330857,0,0.02998,0.0361344,0,0,0.0198813,0,0,0.0342964,0.0870957,0.052945,0.0171812,0.0211555,0.0386505,0.0375543,0.0545965,0.0875836,0.0808176,0.036342,0.0580935,0.0285325,0.0405462,0.0721862,0.048282,0.0137755,0.0133709,0.0271151,0.0254783,0,0,0,0,0.0253153
74,0,0,0,0,0,0,0.0287198,0.0442095,0,0,0,0.0287011,0,0.0247637,0,0,0.0230519,0,0,0.0302909,0.0927262,0.0222237,0.0181694,0.0190189,0.0358299,0.037504,0.0656671,0.0881254,0.0921711,0.0708358,0.0333037,0.0273227,0.0346291,0.0414991,0.0503474,0.0110257,0.00986456,0.0179929,0.03263,0,0.0298912,0.0362806,0,0,0.0198248,0,0,0.0343621,0.0869594,0.0530144,0.0169636,0.0216629,0.0387974,0.0375276,0.0544964,0.0877715,0.0811933,0.0363363,0.0588622,0.0292853,0.0412472,0.0728354,0.0520337,0.0137832,0.0134561,0.0270908,0.0251973,0,0,0,0,0.0251974
75,0,0,0,0,0,0,0.0288978,0.0441502,0,0,0,0.0287316,0,0.0248081,0,0,0.0227885,0,0,0.0301785,0.0924404,0.0218573,0.0176249,0.0183903,0.0351668,0.0370381,0.0657373,0.0882654,0.0924644,0.0708579,0.0331429,0.0271252,0.0344796,0.041252,0.0497893,0.0109308,0.00983967,0.0179587,0.0322493,0,0.0297104,0.0363634,0,0,0.0197752,0,0,0.0344531,0.0867861,0.0529248,0.0167503,0.0222528,0.0388349,0.0376165,0.0545018,0.0880877,0.0814978,0.0362857,0.059501,0.0299337,0.0418089,0.0734231,0.0555384,0.0138445,0.013506,0.0271424,0.0249084,0,0,0,0,0.0251567
76,0,0,0,0,0,0,0.0289482,0.0440374,0,0,0,0.0288382,0,0.0248071,0,0,0.0225617,0,0,0.0301003,0.0919927,0.021396,0.017108,0.0179258,0.0346395,0.0366496,0.066021,0.0884731,0.092951,0.0710423,0.0332135,0.02725,0.0345282,0.0413056,0.0495383,0.010846,0.0098606,0.0179351,0.0320116,0,0.0295036,0.0363775,0,0,0.019737,0,0,0.0345195,0.0865958,0.052842,0.0165624,0.0227,0.03878,0.0377402,0.054566,0.08843,0.0816892,0.0361971,0.0599829,0.0304522,0.0421785,0.0738464,0.0582823,0.0139125,0.0135098,0.0272141,0.0246992,0,0,0,0,0.0251749
77,0,0,0,0,0,0,0.0289119,0.043848,0,0,0,0.0289878,0,0.0247646,0,0,0.0224037,0,0,0.0300491,0.0914919,0.0209697,0.0166225,0.0174837,0.0342238,0.0363646,0.0663313,0.0887126,0.0935452,0.0715263,0.0334076,0.0275592,0.0347661,0.0416999,0.0497125,0.0107876,0.00976221,0.0178923,0.0317924,0,0.0293282,0.0363405,0,0,0.0197522,0,0,0.034449,0.0863831,0.0527548,0.0163854,0.0229371,0.0387464,0.0378882,0.0546347,0.0886675,0.0817206,0.0360928,0.0603412,0.030911,0.0423943,0.0740924,0.0607862,0.0139838,0.0134284,0.0272829,0.0246403,0,0,0,0,0.0251861
