Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,LANK,LTOE
40,0,0,0,0,0,0,0.035763,0.040602,0,0,0,0.119485,0,0,0,0.0176993,0,0,0.0286461,0.0978415,0.282377,0.0151504,0.0424431,0.0326532,0.0363922,0.0676183,0.0852557,0.101849,0.0808732,0.0485802,0.0443289,0.0651974,0.0730942,0.0145217,0.00891426,0.0173472,0.0445232,0,0.0194504,0.0379068,0,0,0.0182373,0,0,0.0324996,0.0750279,0.0208881,0.0192417,0.0185641,0.0401189,0.0336526,0.0663181,0.103746,0.0923475,0.0490703,0.0734431,0.0457553,0.054288,0.0899735,0.0147671,0.00962571,0.0106065,0.0194931,0.0231433,0.0226466,0,0,0,0,0.0453526,0.205483
41,0,0,0,0,0,0,0.035717,0.0405302,0,0,0,0.11981,0,0,0,0.0177762,0,0,0.0284327,0.0976769,0.282027,0.0156814,0.0427026,0.0334066,0.0363924,0.0671287,0.0850104,0.101451,0.0805816,0.0483993,0.0441696,0.0651861,0.0728615,0.014565,0.00894664,0.017489,0.0441737,0,0.0196486,0.0380278,0,0,0.0181372,0,0,0.0324383,0.0752305,0.0211678,0.0191818,0.0182532,0.0399781,0.0335705,0.066401,0.103743,0.0922858,0.0493276,0.0732059,0.0452583,0.0540686,0.0898093,0.0146653,0.00996178,0.0105221,0.0195148,0.0226748,0.0225801,0,0,0,0,0.0451443,0.20577
42,0,0,0,0,0,0,0.0354133,0.0406304,0,0,0,0.120774,0,0,0,0.0176101,0,0,0.0284662,0.0963667,0.281397,0.016502,0.0414922,0.0342044,0.0366409,0.0673302,0.0868014,0.102053,0.0803853,0.0472107,0.0423182,0.0646328,0.0720069,0.0148861,0.00883033,0.0174423,0.0440951,0,0.0197394,0.0377832,0,0,0.0183485,0,0,0.0322709,0.0752474,0.0215513,0.0193705,0.0184557,0.0395429,0.0336962,0.0664675,0.103895,0.0922125,0.0493027,0.0728141,0.0448641,0.0536679,0.0893983,0.0148149,0.00983884,0.010625,0.0194694,0.0223657,0.0227657,0,0,0,0,0.0436022,0.207915
43,0,0,0,0,0,0,0.0356249,0.040756,0,0,0,0.120967,0,0,0,0.0175848,0,0,0.0282602,0.0966818,0.281291,0.0161401,0.0419615,0.0345425,0.036469,0.0668747,0.0850885,0.101235,0.0804444,0.0480934,0.0436951,0.0649898,0.0721055,0.0148089,0.00885969,0.0174776,0.0437424,0,0.019844,0.0381213,0,0,0.0180975,0,0,0.0322185,0.0755767,0.0219645,0.0191817,0.0182144,0.0395962,0.0335439,0.0664564,0.103765,0.0921891,0.0495541,0.0725412,0.0445655,0.0533839,0.0891679,0.014869,0.0100465,0.0104001,0.0194387,0.0223762,0.0223822,0,0,0,0,0.0442212,0.206688
44,0,0,0,0,0,0,0.0354623,0.0407677,0,0,0,0.121896,0,0,0,0.0173445,0,0,0.028177,0.0953184,0.280653,0.0168542,0.0410661,0.0352193,0.036777,0.067028,0.0872301,0.101731,0.080013,0.0471506,0.0419635,0.0643836,0.0716561,0.015053,0.0086844,0.0175422,0.0432595,0,0.0203389,0.0378141,0,0,0.0184816,0,0,0.0319098,0.075464,0.022402,0.019382,0.0185132,0.0392395,0.0334815,0.0666771,0.103903,0.0923427,0.0494605,0.0721395,0.0443842,0.0528694,0.0887869,0.0148705,0.00991019,0.0105452,0.0195362,0.0224045,0.0226378,0,0,0,0,0.0424209,0.209185
45,0,0,0,0,0,0,0.0355972,0.0407962,0,0,0,0.122274,0,0,0,0.0172979,0,0,0.0280272,0.0948304,0.280245,0.0171969,0.0403051,0.0353803,0.0371015,0.0670217,0.0873438,0.101767,0.0801941,0.0471631,0.041951,0.0643379,0.0715239,0.015125,0.00868994,0.0175595,0.0428841,0,0.0205457,0.0378944,0,0,0.018997,0,0,0.0316359,0.0755932,0.0227076,0.0197336,0.0184754,0.0389455,0.0332786,0.0669688,0.104,0.0925919,0.0497023,0.0718481,0.0441493,0.0526115,0.0885941,0.0148848,0.00990102,0.0108884,0.0190792,0.0226774,0.022458,0,0,0,0,0.0420097,0.209895
46,0,0,0,0,0,0,0.0357566,0.0408105,0,0,0,0.122582,0,0,0,0.0171885,0,0,0.0279499,0.0943096,0.280071,0.0170688,0.0396427,0.0353321,0.0372244,0.0668976,0.0872773,0.10171,0.080193,0.0472984,0.0421129,0.0643641,0.0710868,0.0151983,0.00864256,0.017576,0.0426865,0,0.0206065,0.0379608,0,0,0.0192427,0,0,0.0314418,0.0756164,0.0228751,0.0199456,0.0183819,0.0386178,0.0331442,0.0672238,0.104149,0.0928508,0.0499456,0.0715991,0.0439341,0.0523392,0.088382,0.014689,0.00988828,0.011052,0.0188264,0.0228184,0.0222798,0,0,0,0,0.0416213,0.210448
47,0,0,0,0,0,0,0.035963,0.04081,0,0,0,0.12303,0,0,0,0.0170688,0,0,0.0279297,0.0937894,0.279993,0.0165991,0.0392936,0.0350661,0.0371536,0.0665624,0.0871343,0.101574,0.0800768,0.0474469,0.0424091,0.0642874,0.0707696,0.0152152,0.00866397,0.0175897,0.0424977,0,0.0206246,0.0380625,0,0,0.0196432,0,0,0.0312334,0.0755546,0.0230074,0.0201844,0.0182121,0.0382637,0.0328972,0.0672718,0.104239,0.09311,0.0501153,0.0713724,0.0436803,0.0519503,0.0881644,0.0144277,0.00990304,0.0112657,0.0185734,0.0228045,0.0220989,0,0,0,0,0.0412829,0.210905
48,0,0,0,0,0,0,0.0362973,0.0408029,0,0,0,0.123177,0,0,0,0.0171444,0,0,0.0279279,0.0931434,0.27974,0.0163921,0.0377264,0.0346294,0.0372168,0.0664061,0.0869413,0.101754,0.0805964,0.0472063,0.0426261,0.0639715,0.0703026,0.0151405,0.0087933,0.0174273,0.0426912,0,0.0206199,0.0382869,0,0,0.018551,0,0,0.0314337,0.0756181,0.0231222,0.0205469,0.0179301,0.0375928,0.0324465,0.067319,0.104246,0.093468,0.0504762,0.0710633,0.0434042,0.0516175,0.0878885,0.0140491,0.0102613,0.0104751,0.0192025,0.0227886,0.0218288,0,0,0,0,0.0415925,0.211614
49,0,0,0,0,0,0,0.0365719,0.0408235,0,0,0,0.123378,0,0,0,0.0170633,0,0,0.0279696,0.0924748,0.279774,0.0159282,0.0363095,0.0340429,0.0370545,0.0661005,0.0866968,0.1018,0.0809674,0.0469672,0.0426259,0.0637714,0.0698814,0.0151162,0.00882547,0.0173554,0.0428436,0,0.0206457,0.038532,0,0,0.0185287,0,0,0.0313708,0.0755457,0.0232421,0.0209211,0.0176545,0.0370402,0.0321458,0.0673488,0.104302,0.0937908,0.0508593,0.0708394,0.0431657,0.051535,0.087642,0.0137451,0.0106643,0.0105033,0.0190785,0.0227021,0.0214922,0,0,0,0,0.0422527,0.211905
50,0,0,0,0,0,0,0.0368396,0.040842,0,0,0,0.123438,0,0,0,0.0169664,0,0,0.028044,0.0917983,0.279733,0.0154265,0.0346188,0.033368,0.0368138,0.0661022,0.086391,0.101978,0.0814403,0.0466062,0.0424248,0.063475,0.0693533,0.0150675,0.00884268,0.0172703,0.0429724,0,0.0206367,0.0387754,0,0,0.0184677,0,0,0.0313665,0.0754624,0.0233683,0.0212775,0.0173976,0.0365856,0.0318652,0.0674696,0.10437,0.094085,0.0511429,0.0706414,0.0429771,0.0515722,0.0874354,0.0134402,0.0113128,0.0105527,0.0189201,0.0227312,0.0211291,0,0,0,0,0.0428235,0.212272
51,0,0,0,0,0,0,0.0371714,0.0407798,0,0,0,0.123164,0,0,0,0.0169184,0,0,0.028137,0.0911481,0.279707,0.0151342,0.0323587,0.0326902,0.0365547,0.066359,0.0859611,0.102356,0.0822215,0.0460989,0.0423246,0.0631087,0.0686376,0.0149715,0.00891387,0.0172299,0.043005,0,0.0206573,0.0390327,0,0,0.0184735,0,0,0.0313828,0.0754848,0.0235738,0.0216049,0.0172137,0.0362906,0.031586,0.067454,0.104428,0.0942895,0.0513782,0.0704581,0.0428554,0.0514163,0.0872549,0.0131553,0.0115869,0.0105476,0.0188494,0.0227662,0.0207785,0,0,0,0,0.0439182,0.212757
52,0,0,0,0,0,0,0.0374591,0.0406925,0,0,0,0.122856,0,0,0,0.0169514,0,0,0.028237,0.0904828,0.279807,0.0148647,0.0299595,0.0320989,0.0362374,0.0667766,0.0858092,0.102909,0.0830263,0.0454016,0.0419902,0.0626623,0.0678418,0.0148489,0.00900878,0.0171603,0.0427108,0,0.0207256,0.0391942,0,0,0.0186223,0,0,0.0314197,0.0754138,0.023803,0.0221005,0.0172503,0.0361682,0.0313715,0.0673675,0.104456,0.094261,0.0513794,0.0703276,0.0427875,0.0512013,0.0871303,0.013101,0.0113974,0.0105574,0.0187408,0.0226784,0.020474,0,0,0,0,0.0450191,0.212945
53,0,0,0,0,0,0,0.03848,0.0406721,0,0,0,0.116575,0,0,0,0.0170709,0,0,0.0282264,0.0895271,0.27264,0.0161419,0.0260322,0.0311504,0.0354075,0.068426,0.0851526,0.104524,0.0856055,0.0467285,0.0459282,0.065841,0.0692604,0.0144637,0.0093319,0.0166924,0.0453165,0,0.0212298,0.0400392,0,0,0.0180476,0,0,0.0320934,0.074922,0.0238233,0.0228957,0.0174969,0.0367249,0.0309696,0.0685752,0.105321,0.0945961,0.0521999,0.0691907,0.0426887,0.0499149,0.0857878,0.0128335,0.0111585,0.00983218,0.0183013,0.0229622,0.0193719,0,0,0,0,0.052926,0.220886
54,0,0,0,0,0,0,0.0388372,0.0405914,0,0,0,0.114327,0,0,0,0.0170811,0,0,0.0283598,0.0906639,0.272086,0.0178435,0.0217725,0.0308494,0.035155,0.0694354,0.0839368,0.105714,0.0875964,0.0443499,0.0450034,0.0647602,0.0681345,0.0143939,0.00928961,0.01662,0.045433,0,0.0212853,0.0402522,0,0,0.01815,0,0,0.0321196,0.0753069,0.0238989,0.0233292,0.0172063,0.0370172,0.0306242,0.0686958,0.105217,0.0944841,0.05257,0.0689971,0.0426638,0.0497593,0.0855769,0.0125717,0.0110935,0.00984098,0.0182429,0.0228829,0.0190576,0,0,0,0,0.0580455,0.21974
55,0,0,0,0,0,0,0.0392993,0.0406122,0,0,0,0.109156,0,0,0,0.016973,0,0,0.0284817,0.100734,0.266239,0.022416,0.02129,0.030981,0.0348821,0.0712414,0.0831109,0.108481,0.0913179,0.0372944,0.0417705,0.0654015,0.0716735,0.0144068,0.009094,0.0166148,0.046576,0,0.0213092,0.0406446,0,0,0.0184602,0,0,0.0320496,0.0761809,0.024114,0.0241251,0.0166558,0.0381164,0.0303092,0.0690633,0.105293,0.094868,0.053767,0.0684392,0.0423389,0.0491926,0.0850765,0.0123126,0.011176,0.0100639,0.0178875,0.0229358,0.0186138,0,0,0,0,0.074986,0.213091
56,0,0,0,0,0,0,0.0378845,0.040858,0,0,0,0.116554,0,0,0,0.0175927,0,0,0.0284182,0.114737,0.263769,0.0200037,0.026265,0.0299325,0.0352393,0.0703531,0.0853457,0.107997,0.0917641,0.0315843,0.0356893,0.0656565,0.0812019,0.0140293,0.00905821,0.0169316,0.0431749,0,0.0205969,0.0397639,0,0,0.0174718,0,0,0.0326945,0.0763731,0.024515,0.0246485,0.0163229,0.0387481,0.0310489,0.0680892,0.104402,0.0943649,0.0531232,0.0692288,0.0419345,0.0502078,0.0861506,0.0120332,0.010775,0.00965764,0.0181976,0.0225962,0.0187284,0,0,0,0,0.0805512,0.191934
57,0,0,0,0,0,0,0.036924,0.0409522,0,0,0,0.119812,0,0,0,0.0177612,0,0,0.0286309,0.113046,0.267908,0.0152285,0.0186975,0.0284343,0.0352536,0.0704039,0.0840557,0.106402,0.0912352,0.0335408,0.0369872,0.0665244,0.0829551,0.0139291,0.00902961,0.0167524,0.0424511,0,0.0207065,0.0390654,0,0,0.0170627,0,0,0.0332418,0.0757065,0.0242151,0.0240936,0.016794,0.0382096,0.0317203,0.067554,0.104065,0.093713,0.0517518,0.0695703,0.0422991,0.0505249,0.0861988,0.0123645,0.0105017,0.00921131,0.0182363,0.022419,0.018815,0,0,0,0,0.0770966,0.183603
58,0,0,0,0,0,0,0.0360419,0.040989,0,0,0,0.123872,0,0,0,0.0178825,0,0,0.0288741,0.111251,0.271806,0.0110013,0.0126678,0.0271354,0.03537,0.0711998,0.083569,0.105852,0.0916324,0.0364568,0.0387594,0.0673197,0.0849925,0.0139618,0.00894168,0.0165416,0.0418047,0,0.0208579,0.0383284,0,0,0.0168675,0,0,0.0337088,0.075064,0.0240411,0.0238256,0.0172107,0.0376405,0.0323976,0.0670506,0.10376,0.0931493,0.0503886,0.0698175,0.0426018,0.050779,0.0860961,0.0126757,0.0101711,0.00886284,0.0182659,0.0222645,0.0190556,0,0,0,0,0.0736194,0.175706
59,0,0,0,0,0,0,0.0352372,0.0411455,0,0,0,0.127383,0,0,0,0.0183771,0,0,0.0290725,0.10727,0.276139,0.00898779,0.00976735,0.0253252,0.0353011,0.0727824,0.0844185,0.106772,0.0929528,0.039089,0.0394982,0.0675267,0.086808,0.0136896,0.0091212,0.0162501,0.0408723,0,0.0204039,0.037971,0,0,0.0164386,0,0,0.0343163,0.0748862,0.0238151,0.0243253,0.0174944,0.0375708,0.0332771,0.0664061,0.102835,0.0921792,0.0490092,0.0703227,0.0428213,0.0513019,0.0862774,0.0138709,0.0100994,0.00840785,0.0183125,0.022476,0.0188121,0,0,0,0,0.0699587,0.168612
60,0,0,0,0,0,0,0.0345629,0.0409042,0,0,0,0.131726,0,0,0,0.0184129,0,0,0.029194,0.105,0.279519,0.00879238,0.0130726,0.0244383,0.0356102,0.0746147,0.0851385,0.107992,0.0948627,0.0425575,0.0417356,0.0685309,0.0885913,0.0137542,0.00893187,0.0163211,0.0401109,0,0.0208078,0.0372774,0,0,0.0168177,0,0,0.0344469,0.0745515,0.0235478,0.0242847,0.0177947,0.0368633,0.034169,0.065827,0.102456,0.0917785,0.047752,0.0703651,0.0430142,0.0512715,0.0859422,0.0142427,0.00989189,0.0083432,0.018633,0.0221249,0.0193838,0,0,0,0,0.0666199,0.163116
61,0,0,0,0,0,0,0.0341094,0.0406138,0,0,0,0.13415,0,0,0,0.0189716,0,0,0.028791,0.0999774,0.283123,0.0129761,0.0171174,0.0232843,0.0356359,0.076677,0.086924,0.110156,0.096801,0.0442257,0.0423948,0.068873,0.0889738,0.0133662,0.00913159,0.0167565,0.0386896,0,0.0208123,0.0371768,0,0,0.0169167,0,0,0.0342188,0.0750239,0.0234282,0.0242152,0.0176191,0.0366069,0.0351746,0.0649448,0.101373,0.0911015,0.046768,0.0706538,0.0430494,0.0514532,0.0858299,0.0162681,0.0102317,0.00855067,0.019845,0.0219502,0.0194427,0,0,0,0,0.063784,0.160451
62,0,0,0,0,0,0,0.0333756,0.0408176,0,0,0,0.137958,0,0,0,0.0186959,0,0,0.029363,0.0983262,0.287113,0.0131685,0.0232112,0.0223967,0.0358323,0.0788212,0.0876917,0.112019,0.0997133,0.0463637,0.0433211,0.0687373,0.0892688,0.0137807,0.00894038,0.0164303,0.0381179,0,0.0206891,0.0368722,0,0,0.0185584,0,0,0.034317,0.074907,0.0233591,0.026562,0.0180733,0.0368406,0.0357431,0.0642294,0.100701,0.0902816,0.0453814,0.0707193,0.0432008,0.0514484,0.0855526,0.0175177,0.0097625,0.00851265,0.0188843,0.0220303,0.0196235,0,0,0,0,0.0607953,0.156974
63,0,0,0,0,0,0,0.0323856,0.0407357,0,0,0,0.105745,0,0,0,0.0181717,0,0,0.0294205,0.0932265,0.30644,0.0114593,0.0209277,0.0237314,0.0353948,0.0757158,0.0849243,0.109929,0.0950033,0.0404779,0.0370715,0.0582068,0.0738558,0.0135685,0.00881071,0.0157701,0.0394432,0,0.0190436,0.036325,0,0,0.0237677,0,0,0.0327392,0.0749348,0.0240467,0.0290649,0.0191665,0.0395243,0.03552,0.062671,0.100066,0.0894091,0.0430547,0.0710123,0.043864,0.0515617,0.0852417,0.0189646,0.00890212,0.00677379,0.0177228,0.0206687,0.0207679,0,0,0,0,0.0505342,0.183431
64,0,0,0,0,0,0,0.0328619,0.0398104,0,0,0,0.142274,0,0,0,0.0188204,0,0,0.0286453,0.0928991,0.290471,0.0199304,0.0308797,0.0218527,0.0363818,0.0824456,0.0900813,0.115486,0.103563,0.0491225,0.0444633,0.0680197,0.0888201,0.0137665,0.00869895,0.0173174,0.0362921,0,0.0216398,0.0362162,0,0,0.0192164,0,0,0.033471,0.0757273,0.0243844,0.0253335,0.0182358,0.0352444,0.036948,0.062678,0.0994252,0.0895856,0.043837,0.0703063,0.0431575,0.0508962,0.0844569,0.0193541,0.0105497,0.00955026,0.0200827,0.0211894,0.0203512,0,0,0,0,0.0570539,0.154399
65,0,0,0,0,0,0,0.0327297,0.0400467,0,0,0,0.142241,0,0,0,0.0189001,0,0,0.0284603,0.0904321,0.291985,0.0233037,0.0316483,0.0222835,0.0359474,0.0828297,0.0905649,0.116032,0.10365,0.0486687,0.0434744,0.0669042,0.0872394,0.013615,0.00906668,0.0165879,0.0361341,0,0.0207143,0.0362717,0,0,0.0168827,0,0,0.0339865,0.075734,0.0254117,0.0243157,0.0185491,0.0353275,0.0367998,0.0623517,0.0989741,0.0889187,0.0429095,0.070051,0.0429098,0.0505679,0.0839759,0.0204687,0.0105154,0.0085495,0.0204959,0.0212213,0.0201717,0,0,0,0,0.0557428,0.15526
66,0,0,0,0,0,0,0.0328568,0.0396622,0,0,0,0.141949,0,0,0,0.0189162,0,0,0.0283023,0.0898094,0.292149,0.0240692,0.0323917,0.0222101,0.0359701,0.0827094,0.0903858,0.115968,0.103644,0.0486868,0.0435076,0.066569,0.0863554,0.0135734,0.00905108,0.0167823,0.0353449,0,0.0209687,0.0361092,0,0,0.017121,0,0,0.0336693,0.0762501,0.0261858,0.0237194,0.0186342,0.0351437,0.0367721,0.0618743,0.0985588,0.0887193,0.0425346,0.0696995,0.0424857,0.0501202,0.0833833,0.0210694,0.0100351,0.00881294,0.0207359,0.020789,0.0204592,0,0,0,0,0.054711,0.156913
67,0,0,0,0,0,0,0.032958,0.039608,0,0,0,0.141227,0,0,0,0.0188311,0,0,0.0283932,0.0902912,0.291815,0.0237163,0.0314563,0.0220347,0.0359892,0.081976,0.0898199,0.1153,0.10303,0.0481492,0.0435099,0.0664304,0.0860892,0.0135699,0.00913063,0.0167016,0.0349344,0,0.0209015,0.0360445,0,0,0.0170791,0,0,0.0336029,0.0768291,0.0270239,0.0236758,0.0187757,0.0350643,0.0365838,0.06146,0.0981722,0.0883304,0.0421501,0.0693126,0.0418136,0.0496826,0.0828434,0.0213458,0.0100957,0.00889399,0.0205257,0.0206267,0.0205867,0,0,0,0,0.0543311,0.158218
68,0,0,0,0,0,0,0.0327507,0.0404823,0,0,0,0.143421,0,0,0,0.01835,0,0,0.0292969,0.0968331,0.291016,0.0176186,0.0323199,0.0217424,0.0359412,0.081633,0.088053,0.114066,0.10408,0.0492712,0.0448076,0.0681249,0.0894853,0.0138757,0.00940516,0.0155578,0.0354108,0,0.0203847,0.0361436,0,0,0.0146898,0,0,0.0355547,0.0761283,0.0278494,0.025427,0.0197159,0.0355408,0.0355002,0.0619265,0.0989457,0.0880968,0.0415312,0.0683748,0.0408463,0.0487644,0.0819446,0.0197601,0.00975261,0.00708208,0.0181768,0.0208379,0.0205393,0,0,0,0,0.0560201,0.153267
69,0,0,0,0,0,0,0.0332421,0.0394222,0,0,0,0.138192,0,0,0,0.0184582,0,0,0.0285889,0.0944648,0.288367,0.0199142,0.0263629,0.0219745,0.0362516,0.0793841,0.0875384,0.112573,0.100473,0.046076,0.0434938,0.0668324,0.0860667,0.0136756,0.00899264,0.0166365,0.0344365,0,0.0210482,0.0360537,0,0,0.0168196,0,0,0.0335586,0.0781703,0.0287915,0.0236224,0.0188286,0.0350125,0.0360802,0.0606685,0.0976645,0.0879225,0.0418346,0.0679758,0.0401718,0.0482486,0.0812313,0.0206531,0.010469,0.00900129,0.0203442,0.0202069,0.0209567,0,0,0,0,0.0562333,0.161101
70,0,0,0,0,0,0,0.0332742,0.0398553,0,0,0,0.135029,0,0,0,0.0180294,0,0,0.0290276,0.0962787,0.287367,0.015445,0.0217545,0.0216697,0.0363797,0.0776192,0.0858245,0.110948,0.0985396,0.0430907,0.0415904,0.0654626,0.0834652,0.0140564,0.00900342,0.0163381,0.0345571,0,0.0203672,0.0363248,0,0,0.0183323,0,0,0.0333495,0.078956,0.029644,0.0262003,0.0187135,0.0359468,0.0355104,0.0603787,0.0970276,0.0872485,0.0414583,0.0674235,0.0393799,0.0476478,0.0805466,0.0210364,0.00996917,0.00964107,0.0185625,0.0206217,0.0207273,0,0,0,0,0.0569471,0.16471
71,0,0,0,0,0,0,0.0321113,0.0408223,0,0,0,0.092874,0,0,0,0.0169331,0,0,0.0299729,0.0978187,0.303255,0.0109364,0.0135959,0.0249978,0.0360147,0.0707548,0.0797143,0.105172,0.0903213,0.0343874,0.0332684,0.0544293,0.0666994,0.0144223,0.00881364,0.0149283,0.0364876,0,0.0187491,0.0357288,0,0,0.0224144,0,0,0.0328475,0.0793387,0.0308343,0.0278318,0.0201468,0.039095,0.0340381,0.0597798,0.0970872,0.0868873,0.0404037,0.0665342,0.038605,0.0466361,0.0793794,0.0202004,0.00828367,0.00764024,0.0159237,0.0198791,0.0220669,0,0,0,0,0.0488276,0.198301
72,0,0,0,0,0,0,0.0276097,0.0397331,0,0,0,0.0494529,0,0,0,0.0191087,0,0,0.0290838,0.100082,0.292956,0.0210177,0.0217784,0.0262924,0.0382414,0.062871,0.0754435,0.0973852,0.0806971,0.0362515,0.0333493,0.0461515,0.0504584,0.0136748,0.0086707,0.0166768,0.03462,0,0.0191164,0.0330162,0,0,0.017108,0,0,0.0342525,0.0818109,0.0303886,0.0227926,0.0201888,0.0417869,0.0379402,0.0593074,0.0964405,0.0871599,0.0416784,0.0660671,0.0377163,0.0463985,0.0792461,0.0195241,0.00983053,0.00999967,0.019004,0.0176127,0.0264011,0,0,0,0,0.0380094,0.252232
73,0,0,0,0,0,0,0.0278818,0.0399613,0,0,0,0.0487466,0,0,0,0.0195348,0,0,0.0289655,0.100059,0.292179,0.0206484,0.0216747,0.0265178,0.0386817,0.0631163,0.0762247,0.0975967,0.0800457,0.0371619,0.033483,0.04767,0.0525901,0.0136173,0.00886854,0.0168118,0.0342043,0,0.0184103,0.0334464,0,0,0.0165585,0,0,0.0344327,0.0820721,0.031831,0.0236455,0.0194023,0.0417996,0.0376342,0.0591018,0.0957077,0.0865175,0.0409631,0.0652163,0.0364075,0.0454931,0.078134,0.0204978,0.0102308,0.00981139,0.0188217,0.0180932,0.025982,0,0,0,0,0.0405315,0.247413
74,0,0,0,0,0,0,0.0273863,0.0401621,0,0,0,0.053561,0,0,0,0.0196258,0,0,0.0290563,0.0995558,0.288725,0.0214105,0.0216236,0.0278496,0.0396665,0.063846,0.0775314,0.0978359,0.0796181,0.0392066,0.0359456,0.0466564,0.0526504,0.0139174,0.0088756,0.0169282,0.0339734,0,0.0171817,0.0329894,0,0,0.0165065,0,0,0.0345273,0.0821662,0.0336546,0.0236655,0.0188887,0.0416899,0.037994,0.0590935,0.0952763,0.0859806,0.0400017,0.0645467,0.0355326,0.0445835,0.0769333,0.0219218,0.0101837,0.00987688,0.0187076,0.0183502,0.0263562,0,0,0,0,0.0432585,0.246399
75,0,0,0,0,0,0,0.0262882,0.0401886,0,0,0,0.0614603,0,0,0,0.0197812,0,0,0.0291806,0.0989203,0.282955,0.0225833,0.0223815,0.0298595,0.0406018,0.0646225,0.0787432,0.0980292,0.0792149,0.040909,0.0389293,0.0452218,0.0517953,0.0139199,0.00892063,0.0172642,0.0335948,0,0.0160432,0.0320434,0,0,0.0164157,0,0,0.0347142,0.0825908,0.0363579,0.0231741,0.0182556,0.0422603,0.0386375,0.0593591,0.0950621,0.0856447,0.0391961,0.064229,0.0351389,0.0438801,0.0759521,0.0245443,0.00984952,0.0101029,0.0187888,0.0183062,0.0275045,0,0,0,0,0.0464127,0.249685
76,0,0,0,0,0,0,0.0252196,0.0398,0,0,0,0.0680743,0,0,0,0.0200176,0,0,0.0293166,0.0998209,0.276912,0.0234827,0.0254018,0.0318882,0.0410392,0.0647141,0.0782319,0.0975918,0.079003,0.041837,0.0401297,0.0456569,0.0520093,0.0136931,0.00889279,0.01788,0.0333503,0,0.0163414,0.0310553,0,0,0.016702,0,0,0.034944,0.0833624,0.0399816,0.022474,0.0178726,0.0432312,0.039011,0.0595276,0.0950868,0.0855464,0.0386558,0.0637429,0.0348048,0.0429811,0.0749272,0.0275074,0.00949992,0.0105609,0.0191599,0.0179344,0.0289897,0,0,0,0,0.0491355,0.252276
77,0,0,0,0,0,0,0.0246434,0.0394084,0,0,0,0.071543,0,0,0,0.0209146,0,0,0.0294369,0.101348,0.272892,0.02379,0.0294467,0.0331105,0.0409485,0.0642851,0.0767825,0.0965155,0.0787326,0.0418502,0.0398081,0.0462008,0.0521837,0.0132017,0.00915802,0.0184292,0.0331525,0,0.0175397,0.0311829,0,0,0.0166423,0,0,0.0354863,0.0842371,0.0436899,0.0219195,0.0172438,0.04421,0.03893,0.059747,0.0948905,0.0853782,0.0388056,0.0629083,0.0340112,0.0419737,0.0738731,0.0309725,0.00966195,0.0108151,0.0192446,0.0177688,0.0297073,0,0,0,0,0.0505359,0.253206
78,0,0,0,0,0,0,0.0244944,0.0391382,0,0,0,0.0734954,0,0,0,0.0217106,0,0,0.0297307,0.103492,0.272303,0.0239346,0.0325757,0.0336176,0.0408827,0.063009,0.0748129,0.0949226,0.0774727,0.0415063,0.0399694,0.0462618,0.052307,0.0132205,0.00929443,0.0186943,0.0327298,0,0.0192962,0.031772,0,0,0.0167866,0,0,0.0360989,0.0848051,0.0470578,0.0216875,0.0167864,0.0443623,0.0388035,0.0598923,0.0944678,0.0852035,0.0390708,0.0619184,0.0331509,0.0407307,0.072676,0.0339719,0.0100944,0.0109815,0.019222,0.0178359,0.0298372,0,0,0,0,0.0511914,0.251313
79,0,0,0,0,0,0,0.0247564,0.0389651,0,0,0,0.0760765,0,0,0,0.0222343,0,0,0.0297941,0.106018,0.271826,0.0240468,0.0341886,0.0336805,0.0409853,0.0615231,0.0733402,0.0933886,0.075366,0.0411184,0.0399318,0.0463597,0.0526656,0.0133986,0.00934633,0.0188573,0.0320997,0,0.0213334,0.0324216,0,0,0.0168127,0,0,0.0363365,0.0853128,0.049565,0.021227,0.0164386,0.0441072,0.0387017,0.0598314,0.0939241,0.0851007,0.0393529,0.0609783,0.0325108,0.0395307,0.0715155,0.0369766,0.0106294,0.0109644,0.0192064,0.0179516,0.0295902,0,0,0,0,0.0526072,0.248882
