Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,L5HD,LWRB,LTIBI,LWRA,LILC,LBHD
All Timesteps RMSE,0,0,0,0,0,0,0.0360958,0.0401585,0,0,0,0.0444347,0.0188446,0,0.0138589,0,0,0.0264964,0.0797417,0.011329,0.014663,0.01993,0.0253359,0.0337424,0.0465227,0.0642751,0.0493406,0.0214368,0.0173465,0.0383224,0.0309709,0.0143663,0.033873,0,0.0293593,0.039617,0,0,0.0199554,0,0,0.0316631,0.0661392,0.0450145,0.0268981,0.025995,0.0382422,0.035008,0.027635,0.0592097,0.0603826,0.0302149,0.0558964,0.0306726,0.0373157,0.0720157,0.0383662,0.0099992,0.0100205,0.0180128,0.020945,0.0227432,0,0,0,0,0,0.0163862,0.0333952,0.00848012,0.0158356,0
0,0,0,0,0,0,0,0.040133,0.039013,0,0,0,0.0533263,0.0234009,0,0.010828,0,0,0.00473654,0.0830832,0.00838123,0.0130159,0.0183174,0.0231724,0.0282248,0.0391468,0.0560929,0.0426385,0.0180606,0.0132972,0.0385108,0.0204249,0.0152018,0.0418632,0,0.0275366,0.0424822,0,0,0.0208016,0,0,0.0316529,0.0596077,0.037404,0.035483,0.0253871,0.0385345,0.036638,0.034706,0.0610933,0.0567499,0.0348254,0.0625267,0.0330503,0.044589,0.0802523,0.0150894,0.0104491,0.0101372,0.0191837,0.0202384,0.0187983,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0.0399084,0.0397029,0,0,0,0.0554671,0.0226486,0,0.0108794,0,0,0.00477469,0.0830358,0.00812283,0.0115029,0.0182868,0.0232141,0.0277552,0.0391844,0.0556949,0.0423113,0.0180206,0.0128375,0.0390084,0.0226231,0.0153082,0.0409022,0,0.0280653,0.0424429,0,0,0.0207318,0,0,0.0319418,0.0588023,0.0372304,0.0354288,0.0256856,0.0378966,0.0364036,0.035417,0.0614513,0.0573298,0.0356702,0.0628956,0.0330619,0.0447223,0.0807245,0.0150413,0.00990478,0.0101246,0.0190864,0.0213804,0.018399,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0.0398875,0.0399341,0,0,0,0.0567363,0.021981,0,0.0109776,0,0,0.00480226,0.0831992,0.00803301,0.0106444,0.0182194,0.0232367,0.0275074,0.0391342,0.0553968,0.0421591,0.0180482,0.0123122,0.0392093,0.023847,0.0153068,0.0403646,0,0.0287965,0.0424359,0,0,0.0205765,0,0,0.032141,0.0582109,0.0371546,0.0355562,0.026526,0.0376442,0.0361726,0.0357449,0.0615255,0.057913,0.0361424,0.0632325,0.0331258,0.0448716,0.0812474,0.0147634,0.0100094,0.0103028,0.0189923,0.0214824,0.0183264,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0.0399317,0.0400336,0,0,0,0.0570831,0.0215337,0,0.011111,0,0,0.0047928,0.0834348,0.00808239,0.010202,0.0180465,0.0232279,0.0274028,0.039127,0.055241,0.0420702,0.0179998,0.01195,0.0392216,0.0240306,0.0153095,0.0402041,0,0.0294712,0.0424623,0,0,0.0204257,0,0,0.0321947,0.0577434,0.0371574,0.0356728,0.0275871,0.0375598,0.0359681,0.0357716,0.0615617,0.0585014,0.036287,0.0635325,0.0332321,0.0450467,0.081759,0.0142856,0.0101158,0.0104751,0.0188649,0.0213458,0.0183668,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0.0398409,0.0407203,0,0,0,0.0571724,0.0209642,0,0.011532,0,0,0.0233938,0.0835437,0.00823748,0.00966319,0.0175525,0.0230721,0.0272605,0.0392797,0.0551783,0.0420581,0.0176752,0.0119118,0.0391958,0.0238825,0.0155274,0.040581,0,0.0298323,0.0420403,0,0,0.0203897,0,0,0.0322807,0.0573597,0.0369816,0.0358964,0.0283877,0.0380231,0.0358457,0.0356657,0.0617716,0.0590385,0.0361766,0.0637041,0.0331734,0.0451798,0.0820878,0.0135451,0.0101601,0.0103671,0.0188926,0.0217933,0.0183432,0,0,0,0,0,0.0186734,0,0,0,0
5,0,0,0,0,0,0,0.0400281,0.0402021,0,0,0,0.0571986,0.0203863,0,0.012045,0,0,0.00483056,0.083521,0.00845802,0.00914545,0.017437,0.0229365,0.0272314,0.0396028,0.0552559,0.0420285,0.0175092,0.0118787,0.0391225,0.0236423,0.0151296,0.0415469,0,0.0295765,0.0424942,0,0,0.0203489,0,0,0.0322235,0.0571371,0.0363441,0.0358833,0.0288721,0.0376972,0.0358398,0.035081,0.061676,0.0591768,0.0357841,0.0638195,0.0331226,0.0453908,0.0822747,0.0123592,0.010115,0.0102691,0.0189203,0.0214881,0.0183783,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0.0398184,0.0406826,0,0,0,0.0581375,0.0193362,0,0.0108855,0,0,0.0233086,0.0837115,0.00760964,0.0101923,0.0166402,0.0226006,0.0272405,0.0402531,0.0552736,0.041585,0.0169363,0.0110902,0.0376125,0.0243501,0.0157422,0.0426095,0,0.0289614,0.0421894,0,0,0.0205762,0,0,0.0321398,0.0569515,0.0359842,0.0364672,0.0288764,0.0385367,0.0362426,0.0344291,0.0614064,0.0588067,0.0351369,0.063581,0.032967,0.0453784,0.0820787,0.0115173,0.0099562,0.0101531,0.0189817,0.0219537,0.0182721,0,0,0,0,0,0.0182616,0.0333959,0,0,0
7,0,0,0,0,0,0,0.0408743,0.040206,0,0,0,0.0534264,0.0173451,0,0.0118102,0,0,0.0232478,0.0835332,0.0141295,0.0108595,0.0164126,0.0224571,0.028625,0.0406784,0.0559589,0,0.0204076,0.0152354,0.0396945,0.0178676,0.0151974,0.0419137,0,0.0278907,0.0429855,0,0,0.0209125,0,0,0.0317901,0.0558365,0.0350708,0.0373727,0.0289322,0.0387423,0.0356511,0.0346861,0.0616548,0.0578196,0.0335169,0.0628277,0.0318186,0.0450754,0.0817682,0.0138129,0.0102639,0.0103197,0.0184546,0.0219814,0.0182431,0,0,0,0,0,0.0179415,0.0346686,0,0,0
8,0,0,0,0,0,0,0.0399827,0.0407832,0,0,0,0.0537263,0.0159179,0,0.0115647,0,0,0.0233605,0.0840209,0.0122127,0.00942247,0.0163048,0.0223097,0.0269305,0.0406007,0.0547072,0.0408386,0.0194658,0.0142736,0.0384477,0.0174167,0.0151772,0.042723,0,0.0266844,0.0425785,0,0,0.0207051,0,0,0.031906,0.0565811,0.0340637,0.037705,0.0278177,0.0388936,0.0369326,0.0336933,0.0609325,0.0568713,0.0328668,0.0623681,0.0317487,0.044999,0.0815479,0.0133941,0.00989977,0.0104454,0.018601,0.0228497,0.0179247,0,0,0,0,0,0.017818,0.0336035,0,0,0
9,0,0,0,0,0,0,0.0402232,0.0407976,0,0,0,0.0533002,0.0153419,0,0.0113792,0,0,0.0232886,0.0834328,0.0133765,0.00838387,0.0165179,0.0220619,0.0272438,0.0420458,0.0552474,0.0407937,0.019108,0.0140665,0.0384975,0.0168485,0.0151329,0.0417002,0,0.0253902,0.042832,0,0,0.0206823,0,0,0.0317641,0.0561086,0.0311855,0.0386335,0.0275403,0.0390904,0.0371411,0.0339322,0.0612694,0.0559288,0.0314843,0.0613088,0.0309371,0.0442139,0.0810438,0.0141317,0.0100867,0.0103124,0.0186477,0.0231041,0.0178027,0,0,0,0,0,0.0178093,0.0337188,0,0,0
10,0,0,0,0,0,0,0.040472,0.0409241,0,0,0,0.0521241,0.0146585,0,0.0110577,0,0,0.0227472,0.0823571,0.0138996,0.00774524,0.0164677,0.0218166,0.0281919,0.0438743,0.0562472,0.0409253,0.0184713,0.0140136,0.0383343,0.0155685,0.0153393,0.0396032,0,0.0233899,0.0430079,0,0,0.020346,0,0,0.0316426,0.0554627,0.0273745,0.0393556,0.0264807,0.039769,0.0374101,0.0341479,0.0618124,0.0554629,0.030399,0.0606878,0.0307228,0.0433166,0.080303,0.0152954,0.0102813,0.0102014,0.0189278,0.0231781,0.017765,0,0,0,0,0,0.0176132,0.0336538,0,0,0
11,0,0,0,0,0,0,0.0403091,0.0411613,0,0,0,0.0507547,0.0133542,0,0.0108131,0,0,0.0226849,0.0808744,0.0143424,0.00674517,0.0162909,0.0221286,0.0296289,0.0460191,0.0577331,0.0414385,0.0179124,0.0139666,0.0380641,0.0139461,0.0155651,0.038652,0,0.0229665,0.0428002,0,0,0.0203896,0,0,0.0314477,0.0548207,0.0251159,0.0401302,0.0246376,0.0408771,0.0380495,0.0334052,0.0616997,0.0553961,0.030321,0.0609968,0.031741,0.0427455,0.0797707,0.0165767,0.0103319,0.0103246,0.0191366,0.0232338,0.0178671,0,0,0,0,0,0.017594,0.0332673,0,0,0
12,0,0,0,0,0,0,0.0392485,0.0415227,0,0,0,0.0487914,0.0114793,0,0.0103592,0,0,0.0235941,0.0795292,0.0137889,0.00537246,0.0152513,0.022576,0.0311283,0.0476571,0.0597036,0.0427034,0.0173665,0.0140324,0.037119,0.0106911,0.0158761,0.0398241,0,0.0235152,0.0420533,0,0,0.0195742,0,0,0.0318466,0.0545875,0.0253747,0.0403918,0.0225549,0.0424193,0.0389745,0.0317202,0.0609477,0.055987,0.0312051,0.0621062,0.0338541,0.0432953,0.0801491,0.018037,0.0104555,0.0108854,0.0193023,0.0233998,0.018147,0,0,0,0,0,0.0180447,0.0321068,0,0,0
13,0,0,0,0,0,0,0.0377312,0.0416418,0,0,0,0.0459267,0.0145078,0,0.0103593,0,0,0.0237725,0.0777995,0.00963323,0.00242758,0.0157612,0.0231653,0.0326515,0.0500164,0.0626862,0.0448303,0.0162899,0.0131408,0.0386016,0.0128193,0.015923,0.040687,0,0.0251603,0.0412109,0,0,0.0206894,0,0,0.031735,0.054927,0.0274901,0.0408667,0.0238419,0.0426834,0.0397554,0.0303081,0.0604122,0.0570013,0.0327179,0.0623273,0.0353829,0.0433434,0.0800259,0.016802,0.0102423,0.0103261,0.0196268,0.0233978,0.0185394,0,0,0,0,0,0.0180661,0.0341388,0,0,0
14,0,0,0,0,0,0,0.0368612,0.0413831,0,0,0,0.044962,0.00923213,0,0.0104444,0,0,0.0233403,0.0770459,0.0115447,0.00698012,0.015799,0.0228618,0.0340784,0.0523305,0.0649841,0.0459218,0.0138044,0.0107372,0.0342314,0.00578081,0.0158391,0.0396572,0,0.0253765,0.0410992,0,0,0.0211391,0,0,0.0317575,0.0553394,0.0293243,0.040901,0.0264218,0.0430994,0.0400771,0.0299585,0.0605763,0.0576362,0.0326606,0.0619749,0.0357704,0.0428171,0.079375,0.0175936,0.0102055,0.010181,0.0197476,0.0232929,0.018837,0,0,0,0,0,0.0178005,0.0295427,0,0,0
15,0,0,0,0,0,0,0.0364408,0.0411663,0,0,0,0.0390994,0.0100586,0,0.0107141,0,0,0.0234346,0.0761948,0.0114003,0.00881663,0.0161166,0.0226563,0.0348314,0.0535034,0.0667459,0.0469937,0.0137128,0.0109531,0.0340028,0.00192756,0.0156671,0.0384037,0,0.025502,0.0410752,0,0,0.0213043,0,0,0.0316531,0.0563826,0.031287,0.0402051,0.028686,0.0426447,0.0402411,0.0297546,0.0603396,0.0576372,0.0313037,0.0613394,0.0355023,0.0424236,0.0786069,0.0191871,0.010322,0.0101404,0.0195426,0.0231911,0.0193127,0,0,0,0,0,0.0175999,0.0294622,0,0,0
16,0,0,0,0,0,0,0.0364694,0.0410506,0,0,0,0.0332802,0.0111759,0,0.0108973,0,0,0.0234441,0.0753486,0.0110778,0.00985746,0.0167354,0.0225633,0.0357384,0.0543845,0.0685051,0.0481743,0.0140617,0.0109544,0.0340784,0.0104603,0.0155934,0.0379022,0,0.0258949,0.0408579,0,0,0.0212984,0,0,0.0313829,0.0576631,0.0332224,0.0391702,0.0289218,0.0418091,0.0403384,0.029003,0.0596422,0.0571424,0.029524,0.0608583,0.0350436,0.0423123,0.0783265,0.0210336,0.0104097,0.010059,0.0194259,0.0232306,0.0200367,0,0,0,0,0,0.0173701,0.0293244,0,0,0
17,0,0,0,0,0,0,0.0367684,0.0410695,0,0,0,0.0286885,0.0121899,0,0.0109046,0,0,0.0233942,0.0748487,0.0107725,0.010028,0.0175752,0.0225453,0.0367501,0.0553007,0.0701168,0.0494864,0.0148729,0.0110148,0.0343575,0.0192807,0.0156339,0.0382141,0,0.0262968,0.0405171,0,0,0.0212445,0,0,0.0310065,0.0588768,0.0345481,0.0379982,0.0274291,0.0409227,0.0403808,0.028698,0.058839,0.0566245,0.0284282,0.0605774,0.0345207,0.0423684,0.078468,0.0219356,0.0103608,0.00999864,0.0194842,0.0232027,0.0209273,0,0,0,0,0,0.0172217,0.0289776,0,0,0
18,0,0,0,0,0,0,0.0371668,0.0411519,0,0,0,0.0258096,0.0134135,0,0.0106886,0,0,0.0232597,0.0748269,0.0101643,0.00987601,0.0183495,0.0225137,0.0376654,0.0561053,0.0716751,0.0510264,0.0157894,0.011281,0.0348285,0.028522,0.0157532,0.0387244,0,0.0263847,0.0401995,0,0,0.021241,0,0,0.0306103,0.0597066,0.0351312,0.0369231,0.0258998,0.040129,0.0403525,0.0285106,0.0582205,0.056444,0.028224,0.0602715,0.0338877,0.0420702,0.0784011,0.0216929,0.0102018,0.00994368,0.0194633,0.023032,0.0217842,0,0,0,0,0,0.0171367,0.0289647,0,0,0
19,0,0,0,0,0,0,0.0374093,0.0412852,0,0,0,0.0248464,0.015292,0,0.0103678,0,0,0.0231138,0.075237,0.00955214,0.0097236,0.0189309,0.0225485,0.038481,0.0563742,0.0731566,0.0528906,0.016708,0.0115903,0.0355407,0.0385731,0.0158476,0.0387436,0,0.0263691,0.0400349,0,0,0.0212452,0,0,0.0302414,0.0601157,0.0352899,0.0361551,0.0251637,0.0395234,0.0402135,0.0283835,0.0580417,0.0567504,0.0285179,0.0599103,0.0335187,0.0415368,0.0779425,0.0214268,0.0100216,0.00986198,0.0193073,0.0228562,0.0224582,0,0,0,0,0,0.0171383,0.0294895,0,0,0
20,0,0,0,0,0,0,0.0373247,0.041415,0,0,0,0.025371,0.0173988,0,0.0100691,0,0,0.0230288,0.0758301,0.0099266,0.00986791,0.0193711,0.022876,0.03904,0.0563682,0.074259,0.0546674,0.0177448,0.0119808,0.0363237,0.0482233,0.0158209,0.0381163,0,0.0264341,0.0399604,0,0,0.0212766,0,0,0.0299091,0.0602163,0.0352533,0.0355769,0.0247749,0.0392165,0.039888,0.0284251,0.0586701,0.0575814,0.0290316,0.0595419,0.0334777,0.0410395,0.077582,0.0219101,0.00986734,0.00991247,0.0192681,0.0227399,0.0228427,0,0,0,0,0,0.017238,0.0303212,0,0,0
21,0,0,0,0,0,0,0.0370919,0.0414869,0,0,0,0.0263271,0.018572,0,0.00993857,0,0,0.0230203,0.0763477,0.0107841,0.0105895,0.0196972,0.0233687,0.0392563,0.0558753,0.0749082,0.055951,0.0187496,0.0123502,0.0368672,0.0539081,0.0157238,0.0368554,0,0.0265622,0.0399506,0,0,0.0212137,0,0,0.0298245,0.0601942,0.0351273,0.0350662,0.0242624,0.039256,0.0394886,0.0287875,0.0599895,0.0586912,0.0295952,0.0593282,0.0336239,0.0408291,0.0776535,0.023273,0.00983093,0.00976243,0.0193666,0.0226328,0.0228192,0,0,0,0,0,0.0174144,0.0309589,0,0,0
22,0,0,0,0,0,0,0.0369698,0.0414354,0,0,0,0.027096,0.0191219,0,0.00998568,0,0,0.0230106,0.0765861,0.0114528,0.0118762,0.0199498,0.0237079,0.0391918,0.0550668,0.0752908,0.0566741,0.0196917,0.0129091,0.0373815,0.0560228,0.0156337,0.0351919,0,0.0267503,0.0400362,0,0,0.0213229,0,0,0.0297434,0.0601762,0.0353267,0.0346745,0.0241475,0.0395692,0.0390886,0.0291984,0.0612655,0.0596021,0.0300695,0.0592276,0.0338718,0.0407339,0.077668,0.0251343,0.00985078,0.00978956,0.0194665,0.0225249,0.0224693,0,0,0,0,0,0.0175225,0.0313655,0,0,0
23,0,0,0,0,0,0,0.0370354,0.0413546,0,0,0,0.0276994,0.0195457,0,0.0101225,0,0,0.0230024,0.0765397,0.0117312,0.0135212,0.0203167,0.0240683,0.0390153,0.0542559,0.0754773,0.0572579,0.0208807,0.0139281,0.0382142,0.0567398,0.0156224,0.0334668,0,0.02711,0.0401158,0,0,0.0213936,0,0,0.0296799,0.0603029,0.0361763,0.0343836,0.0250573,0.0399301,0.038734,0.0293439,0.0618973,0.0598384,0.0302583,0.0590906,0.0339433,0.040632,0.0774554,0.0276529,0.00996961,0.00986974,0.0193747,0.022392,0.02193,0,0,0,0,0,0.0176086,0.0320537,0,0,0
24,0,0,0,0,0,0,0.0372432,0.0412882,0,0,0,0.0284709,0.0197215,0,0.0102678,0,0,0.0229513,0.0763484,0.0117345,0.0154641,0.0209188,0.0243426,0.0388437,0.0536234,0.0754751,0.0577958,0.0225851,0.0155545,0.0395594,0.0572454,0.0157065,0.0319834,0,0.027752,0.0401551,0,0,0.021444,0,0,0.0297871,0.0606128,0.0374931,0.0340248,0.0264098,0.0401156,0.038429,0.0289918,0.0618279,0.0594714,0.0300583,0.0588775,0.033789,0.0402737,0.0768602,0.0303349,0.0101008,0.00979026,0.0192197,0.0222577,0.0213933,0,0,0,0,0,0.0177245,0.0332255,0,0,0
25,0,0,0,0,0,0,0.0373565,0.0413722,0,0,0,0.0294683,0.0196474,0,0.0136821,0,0,0.0264948,0.0761247,0.011555,0.0176607,0.0217363,0.0251147,0.038812,0.0530942,0.0754528,0.0581352,0.0246164,0.017584,0.0412198,0.057921,0.014464,0.0310414,0,0.0283392,0.040209,0,0,0.0214626,0,0,0.0298834,0.0611049,0.0387906,0.0331506,0.0272516,0.0397492,0.0379809,0.0284013,0.06136,0.0589211,0.0296892,0.0582642,0.0334694,0.0397502,0.0761808,0.0323501,0.010242,0.00982493,0.019195,0.0225538,0.0209974,0,0,0,0,0,0.0163735,0.0346165,0.00790556,0,0
26,0,0,0,0,0,0,0.0378701,0.0411024,0,0,0,0.030439,0.0195677,0,0.0105063,0,0,0.0229328,0.0759714,0.0113184,0.0199622,0.0228673,0.0245609,0.0387599,0.0525359,0.0753961,0.0583673,0.0266139,0.0197177,0.0429548,0.0588975,0.0157299,0.0306656,0,0.0288517,0.0403865,0,0,0.021608,0,0,0.0301058,0.0614495,0.039753,0.0320798,0.0273375,0.039196,0.0375241,0.0280345,0.0610586,0.0586576,0.0294706,0.0574166,0.0328961,0.0391671,0.0755249,0.0331776,0.0100465,0.0096739,0.0190841,0.0227257,0.0208839,0,0,0,0,0,0.0180246,0.0358803,0,0,0
27,0,0,0,0,0,0,0.0380574,0.0413249,0,0,0,0.0312785,0.0194662,0,0.0136889,0,0,0.0264377,0.0760237,0.0113056,0.0218803,0.0238165,0.0250112,0.0386119,0.0519806,0.075254,0.0585136,0.028242,0.0215912,0.044417,0.0597969,0.0145452,0.0306332,0,0.0292164,0.0404919,0,0,0.021695,0,0,0.0302458,0.061637,0.0403165,0.0308134,0.0270505,0.0380793,0.0369836,0.0282543,0.0610881,0.0589172,0.0295205,0.0568132,0.0322885,0.0387222,0.0751158,0.0330076,0.0100154,0.00961134,0.0187785,0.0230285,0.0208476,0,0,0,0,0,0.0167038,0.0369768,0.00777115,0,0
28,0,0,0,0,0,0,0.0384663,0.0413278,0,0,0,0.0320818,0.0194453,0,0.0140506,0,0,0.0265455,0.0765012,0.011984,0.0217278,0.0245266,0.0250102,0.0384078,0.0510522,0.0746829,0.0584907,0.0293547,0.0235946,0.0454946,0.0616837,0.0144648,0.0309467,0,0.0294467,0.0406856,0,0,0.0217783,0,0,0.0302808,0.0616826,0.0406498,0.0294323,0.0265425,0.0368655,0.0364037,0.0289734,0.0614469,0.0596078,0.0298532,0.0564199,0.0318373,0.0383657,0.0748526,0.0319767,0.00992755,0.00966489,0.0185677,0.0230421,0.0207212,0,0,0,0,0,0.016551,0.0377389,0.00824512,0,0
29,0,0,0,0,0,0,0.0386228,0.0412591,0,0,0,0.0324021,0.0192743,0,0.0142047,0,0,0.0266895,0.0769714,0.0117842,0.0239013,0.0251411,0.0248959,0.0375619,0.0510265,0.07465,0.0581861,0.0301537,0.0241422,0.0463786,0.0612621,0.0144317,0.031073,0,0.0295629,0.0407442,0,0,0.0218486,0,0,0.0302799,0.0616297,0.040726,0.0285552,0.0259703,0.036141,0.0359789,0.0295949,0.0619719,0.0604914,0.0301831,0.0562566,0.0316408,0.0381472,0.0746935,0.0310604,0.00991507,0.00977095,0.018435,0.0229303,0.0207092,0,0,0,0,0,0.0165019,0.0381582,0.00840315,0,0
30,0,0,0,0,0,0,0.0388584,0.0411535,0,0,0,0.032597,0.0193754,0,0.0141152,0,0,0.0267143,0.0776306,0.0120019,0.0242159,0.0256255,0.0247938,0.0367629,0.0505202,0.074271,0.0577639,0.0304866,0.0246593,0.0467981,0.0616338,0.0144863,0.0309732,0,0.0296778,0.0408836,0,0,0.0218449,0,0,0.0302323,0.0615741,0.0408006,0.0276779,0.0252604,0.0355769,0.035542,0.0301413,0.0624432,0.0612779,0.0306725,0.0561203,0.0315388,0.0379125,0.0744123,0.0303823,0.00991992,0.00991165,0.0184519,0.0229049,0.0205,0,0,0,0,0,0.016508,0.0384302,0.00809157,0,0
31,0,0,0,0,0,0,0.0390076,0.0410532,0,0,0,0.032632,0.0196155,0,0.0140127,0,0,0.0267359,0.0781832,0.012139,0.0243757,0.0261159,0.0248645,0.0359988,0.0499543,0.0736902,0.0572906,0.0305443,0.0247514,0.0468858,0.0616712,0.0144647,0.0306014,0,0.0298271,0.0410062,0,0,0.0217272,0,0,0.0303173,0.0615402,0.0410027,0.0269112,0.0248083,0.0352564,0.0351935,0.0304899,0.0627422,0.0617745,0.0310919,0.0559351,0.0314359,0.0376639,0.0740229,0.0302059,0.00996458,0.00983876,0.0185073,0.0229424,0.0202169,0,0,0,0,0,0.0165033,0.0385802,0.00796409,0,0
32,0,0,0,0,0,0,0.0390403,0.0409697,0,0,0,0.0325264,0.0195715,0,0.0140385,0,0,0.0267937,0.0784958,0.0120085,0.0243588,0.0266114,0.0250956,0.0352758,0.049429,0.0730498,0.0567743,0.030477,0.0246835,0.0467987,0.0613396,0.0143223,0.0302705,0,0.0299594,0.0411043,0,0,0.0216231,0,0,0.0303321,0.0615016,0.0412625,0.0262854,0.0247578,0.0351838,0.0348815,0.0306958,0.0628918,0.062061,0.0313793,0.0556237,0.0312723,0.037296,0.0737477,0.030234,0.0100211,0.00980847,0.018449,0.022844,0.0199788,0,0,0,0,0,0.0164469,0.0386988,0.00814427,0,0
33,0,0,0,0,0,0,0.0390047,0.0408794,0,0,0,0.0323298,0.0198482,0,0.0141366,0,0,0.0268287,0.0785536,0.011825,0.0242374,0.0271666,0.0253546,0.0345305,0.0490708,0.0724815,0.0562646,0.0303446,0.0245323,0.0466466,0.060494,0.0141506,0.029904,0,0.0301011,0.0411947,0,0,0.0214888,0,0,0.0302747,0.0614909,0.0415311,0.0258335,0.0249449,0.0352727,0.0346072,0.0307364,0.0629833,0.0622452,0.0314937,0.0553232,0.0310312,0.0368606,0.0733448,0.0306008,0.0100955,0.00976256,0.0183953,0.022726,0.0198257,0,0,0,0,0,0.0164081,0.0387666,0.00831936,0,0
34,0,0,0,0,0,0,0.038944,0.0407626,0,0,0,0.0321043,0.0201909,0,0.0142231,0,0,0.0267831,0.0786862,0.0116603,0.0241655,0.0278446,0.0256294,0.0338965,0.0489528,0.0720096,0.0557298,0.0301941,0.0244356,0.0464973,0.0591949,0.0140711,0.0293974,0,0.0303013,0.0412262,0,0,0.0213331,0,0,0.0300921,0.0614611,0.0420187,0.0255905,0.0251969,0.0354072,0.0343346,0.0307557,0.0631221,0.0623781,0.0314739,0.0551422,0.0307475,0.0365126,0.0728921,0.0313077,0.0102223,0.00978185,0.0182563,0.0225819,0.0197817,0,0,0,0,0,0.0164656,0.0390434,0.00840888,0,0
35,0,0,0,0,0,0,0.0384109,0.0406856,0,0,0,0.0320311,0.0202341,0,0.0143792,0,0,0.0266256,0.0785932,0.0116975,0.024507,0.0276994,0.0264861,0.032877,0.0487847,0.0709657,0.0539949,0.0305238,0.0248376,0.046877,0.0575094,0.0139136,0.0286516,0,0.0307543,0.0408489,0,0,0.0212469,0,0,0.0300137,0.061217,0.0429734,0.0255269,0.025388,0.0341758,0.0346453,0.0311568,0.063706,0.0628846,0.0317311,0.0544399,0.0300697,0.0359121,0.0722082,0.0324744,0.0101892,0.00973988,0.0183778,0.0225905,0.0199279,0,0,0,0,0,0.0167797,0.0396892,0.00818487,0.0120727,0
36,0,0,0,0,0,0,0.0382949,0.0405908,0,0,0,0.0318158,0.0205535,0,0.0146898,0,0,0.026481,0.0784907,0.0113835,0.0243753,0.0281776,0.0267538,0.0326305,0.0488816,0.0707019,0.053524,0.0304651,0.0249812,0.0468688,0.0558922,0.0138939,0.0283121,0,0.0308862,0.0407678,0,0,0.0212331,0,0,0.0298408,0.0613309,0.0432753,0.0252698,0.025549,0.0341791,0.0346764,0.0312915,0.0639867,0.0630839,0.0318737,0.0540937,0.0298126,0.0355939,0.0718004,0.032808,0.01028,0.00978813,0.018337,0.022435,0.0199947,0,0,0,0,0,0.0164191,0.0399487,0.00834452,0.0133932,0
37,0,0,0,0,0,0,0.0382793,0.0405004,0,0,0,0.0317198,0.0208382,0,0.0147062,0,0,0.0264411,0.078376,0.0113317,0.0232212,0.0285795,0.0268523,0.0325116,0.0487261,0.0701837,0.0530736,0.0303866,0.0255568,0.0468785,0.0554343,0.0140587,0.0280277,0,0.0310766,0.0407692,0,0,0.0210208,0,0,0.0298559,0.0615241,0.0434603,0.0248758,0.0256079,0.0341008,0.0346854,0.0314029,0.0642192,0.0632651,0.0320287,0.0538263,0.0296972,0.0352592,0.0713708,0.0331387,0.0103604,0.00960287,0.0184216,0.0223132,0.0200065,0,0,0,0,0,0.0164625,0.0402119,0.00830106,0.014406,0
38,0,0,0,0,0,0,0.0380514,0.0404018,0,0,0,0.0314757,0.0209227,0,0.0147102,0,0,0.0264118,0.0780495,0.0109957,0.0235121,0.0290414,0.0269179,0.0322951,0.0495142,0.0701632,0.052511,0.030152,0.0252704,0.0467149,0.053166,0.0141201,0.0277443,0,0.0313282,0.0406836,0,0,0.020797,0,0,0.0298652,0.0618236,0.0436035,0.0244891,0.0256897,0.0342255,0.034864,0.0314255,0.064347,0.0634256,0.032042,0.0535899,0.0296933,0.0350012,0.0710192,0.0334374,0.0103589,0.00961116,0.0184658,0.0221168,0.0201259,0,0,0,0,0,0.0164998,0.0403031,0.00831544,0.015404,0
39,0,0,0,0,0,0,0.0378526,0.0403207,0,0,0,0.0309961,0.0210438,0,0.0146482,0,0,0.0264076,0.0779016,0.0106148,0.022681,0.0293754,0.0270078,0.0321199,0.0498212,0.0699034,0.05205,0.0295719,0.0250324,0.0462318,0.0515552,0.0141092,0.0274632,0,0.031632,0.0406466,0,0,0.0205765,0,0,0.0298293,0.0620614,0.043811,0.0241378,0.0257251,0.0343338,0.0350341,0.0314834,0.0644013,0.0636216,0.0320712,0.0533209,0.0296851,0.0347407,0.0707004,0.0334346,0.0103413,0.00970675,0.0184215,0.021908,0.0201894,0,0,0,0,0,0.01653,0.0401505,0.00833064,0.016401,0
