Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,L5HD,LWRB,LTIBI,LWRA,LILC,LBHD
185,0,0,0,0,0,0,0.0333946,0.0416877,0,0,0,0.0410773,0.0188301,0,0.0143425,0,0,0.0272339,0.0842745,0.0070318,0.0061621,0.0226871,0.0272091,0.0348788,0.0478599,0.060753,0.0462158,0.0181446,0.013179,0.0378672,0.0161994,0.01411,0.0303249,0,0.0272261,0.0391016,0,0,0.0182372,0,0,0.0335632,0.0723607,0.0537663,0.0228556,0.0264595,0.0401731,0.031478,0.0238876,0.0561747,0.0629735,0.0314586,0.0531682,0.0296193,0.0325874,0.0662572,0.0367916,0.0105463,0.0107311,0.0169723,0.0201128,0.0276375,0,0,0,0,0,0.016469,0.0327692,0.00847335,0.0131018,0
186,0,0,0,0,0,0,0.0342708,0.0416151,0,0,0,0.0429209,0.0185713,0,0.0140068,0,0,0.0271009,0.0844687,0.00694774,0.00637556,0.022071,0.0274336,0.0348005,0.0473847,0.0601334,0.045706,0.0187581,0.0136515,0.0377035,0.0161693,0.0144192,0.0294876,0,0.0280827,0.0390237,0,0,0.0183417,0,0,0.033195,0.0731651,0.0546254,0.022917,0.0254807,0.0397284,0.0312975,0.0238166,0.0561672,0.0627997,0.0312904,0.0535393,0.0305444,0.0328274,0.066426,0.041525,0.0106956,0.0106775,0.0169055,0.0201578,0.0266342,0,0,0,0,0,0.0164434,0.0322745,0.00848116,0.0126689,0
187,0,0,0,0,0,0,0.0352636,0.0415782,0,0,0,0.0442359,0.0185411,0,0.0136922,0,0,0.027085,0.0840459,0.00619053,0.00732986,0.0219922,0.0277077,0.0344778,0.0471553,0.0594436,0.045052,0.0188079,0.0135869,0.0369591,0.0162744,0.0146266,0.0294815,0,0.0290764,0.0387549,0,0,0.0187872,0,0,0.0327168,0.0737115,0.0549714,0.0227559,0.0250483,0.039262,0.031341,0.0239154,0.0564301,0.0626779,0.0308194,0.0538561,0.0311573,0.0328405,0.0663352,0.0471105,0.010773,0.0105096,0.0168819,0.0200795,0.0257104,0,0,0,0,0,0.0167205,0.0314154,0.00844083,0.0121909,0
188,0,0,0,0,0,0,0.036048,0.0414915,0,0,0,0.0444016,0.0189336,0,0.0134863,0,0,0.0270011,0.0832372,0.00490229,0.00855057,0.0222376,0.0278486,0.034269,0.0472618,0.0593511,0.0449711,0.0179836,0.0125843,0.0361299,0.016335,0.0146262,0.0300879,0,0.0299223,0.0383584,0,0,0.0193506,0,0,0.0323665,0.0738409,0.0552082,0.0223486,0.0253711,0.0390755,0.0315581,0.0242556,0.0568173,0.0624836,0.0301372,0.0540071,0.0313957,0.0328673,0.0662599,0.0533331,0.010617,0.0101409,0.016981,0.0198729,0.0252484,0,0,0,0,0,0.0170394,0.0307631,0.00829895,0.0119181,0
189,0,0,0,0,0,0,0.0359307,0.0413375,0,0,0,0.0434468,0.0197784,0,0.0136891,0,0,0.0267689,0.0819506,0.0036805,0.00933126,0.022929,0.0279503,0.0343356,0.0477286,0.0601183,0.0455449,0.0169225,0.0111291,0.0355816,0.0163025,0.0144846,0.0311874,0,0.0304686,0.0378356,0,0,0.0199935,0,0,0.0321373,0.0736472,0.0556902,0.0218524,0.0258204,0.0392336,0.0320378,0.0246671,0.0571614,0.0622173,0.0294551,0.0540977,0.0312251,0.0331385,0.0663701,0.0592735,0.0100753,0.0101529,0.0168184,0.019681,0.0257097,0,0,0,0,0,0.0170668,0.0303605,0.00834303,0.011704,0
190,0,0,0,0,0,0,0.0350371,0.0411902,0,0,0,0.0420165,0.0207809,0,0.0142576,0,0,0.0266159,0.0805038,0.00279981,0.00891765,0.0236692,0.0279311,0.0344311,0.0485341,0.0613636,0.0461718,0.0162304,0.0100639,0.0352955,0.0165969,0.0142871,0.0324074,0,0.0305194,0.0373876,0,0,0.0195751,0,0,0.0323232,0.0734529,0.0561128,0.0211913,0.0262836,0.0395735,0.0324626,0.024755,0.057207,0.0619367,0.0288575,0.0543749,0.0307524,0.0336182,0.0666516,0.0639123,0.0095445,0.0108366,0.0168437,0.0195847,0.0276148,0,0,0,0,0,0.0166364,0.0300691,0.00894858,0.0114747,0
191,0,0,0,0,0,0,0.0338771,0.041168,0,0,0,0.039146,0.0216591,0,0.0145517,0,0,0.0261145,0.0795163,0.00175314,0.00815967,0.0233098,0.0272536,0.0338524,0.0484395,0.0622573,0.0466801,0.0169658,0.0109087,0.0356009,0.0175512,0.013588,0.02932,0,0.0333755,0.0375659,0,0,0.0190762,0,0,0.0330303,0.0727648,0.0585017,0.0221846,0.0269347,0.0414244,0.0335387,0.0260105,0.0590053,0.0636919,0.0296299,0.0549025,0.0330766,0.0342229,0.0664265,0.0594279,0.00909239,0.0094153,0.016603,0.0198651,0.0282792,0,0,0,0,0,0.0175627,0.0303473,0.00840827,0.0124845,0
192,0,0,0,0,0,0,0.0334049,0.0409378,0,0,0,0.0382824,0.0222271,0,0.0145933,0,0,0.0262349,0.0790284,0.00182002,0.00677093,0.0234824,0.0269675,0.0337294,0.0487263,0.0633295,0.0472932,0.016913,0.0108925,0.035626,0.0186361,0.0135189,0.0294254,0,0.0335678,0.0375407,0,0,0.0187551,0,0,0.0331908,0.0728416,0.0589838,0.0220851,0.0276693,0.0415717,0.0340189,0.0260002,0.0588537,0.0637119,0.0297463,0.0553462,0.0324307,0.0350362,0.0673072,0.0613371,0.00909452,0.0094996,0.0165638,0.0199042,0.0284231,0,0,0,0,0,0.0175386,0.0305158,0.00836798,0.0123425,0
193,0,0,0,0,0,0,0.0335438,0.0406812,0,0,0,0.0374249,0.0225833,0,0.0145061,0,0,0.0265086,0.0789874,0.00167693,0.00598328,0.0230546,0.0266556,0.0334398,0.0487187,0.0637327,0.0474558,0.0168431,0.0111035,0.0356195,0.0195475,0.0135021,0.0293541,0,0.0335983,0.037612,0,0,0.0184434,0,0,0.0333688,0.0730573,0.0589089,0.0220592,0.0283034,0.0414269,0.0342445,0.0259336,0.0586763,0.0639005,0.0299478,0.0557878,0.0318552,0.0358834,0.0682428,0.0623299,0.00944584,0.00965298,0.0165279,0.0199173,0.0280654,0,0,0,0,0,0.0175442,0.0308354,0.0083373,0.0124178,0
194,0,0,0,0,0,0,0.0339441,0.0404965,0,0,0,0.0368621,0.0227298,0,0.0144629,0,0,0.0265783,0.0794173,0.00214,0.00589608,0.0222262,0.026286,0.0331471,0.0485403,0.0635804,0.0473869,0.0167234,0.0113561,0.0356202,0.0200784,0.0135183,0.0291092,0,0.0334747,0.0378551,0,0,0.0183296,0,0,0.0337085,0.0732653,0.0584298,0.0222325,0.0287069,0.0412675,0.0341483,0.0258464,0.0584925,0.0641029,0.0302144,0.056142,0.0314245,0.0365595,0.0690157,0.0625659,0.00981502,0.00972867,0.0166257,0.019914,0.0276665,0,0,0,0,0,0.0171946,0.0310861,0.00851205,0.0123363,0
195,0,0,0,0,0,0,0.0344005,0.0403829,0,0,0,0.0367152,0.0226907,0,0.0144626,0,0,0.026644,0.0800607,0.00311597,0.00633644,0.0213243,0.0258531,0.0329353,0.0482623,0.063221,0.0472128,0.0166649,0.0115838,0.0356903,0.0202052,0.0136408,0.0288241,0,0.0332608,0.0381512,0,0,0.0184558,0,0,0.0337509,0.0735532,0.0577638,0.0225362,0.0288317,0.0411588,0.0338805,0.0256827,0.0584306,0.0642665,0.0303812,0.056337,0.0311905,0.0369499,0.0694881,0.0621883,0.0100278,0.0096622,0.0166593,0.0198535,0.0273197,0,0,0,0,0,0.0169429,0.0313055,0.00861511,0.0121582,0
196,0,0,0,0,0,0,0.0347842,0.0401983,0,0,0,0.037619,0.0226836,0,0.0136305,0,0,0.0273454,0.0807491,0.00436253,0.00706072,0.0213427,0.02534,0.032909,0.0479309,0.0630827,0.0473581,0.0162714,0.0110221,0.035345,0.0192437,0.014368,0.0328359,0,0.0304353,0.0380324,0,0,0.0198026,0,0,0.0328374,0.0749786,0.0556091,0.0223922,0.0274651,0.0411842,0.0334761,0.0241487,0.0566236,0.0624144,0.0294376,0.056099,0.0282287,0.0369669,0.0700672,0.069005,0.00992994,0.0101466,0.0170509,0.0194709,0.0274075,0,0,0,0,0,0.0163578,0.0310518,0.00842431,0,0
197,0,0,0,0,0,0,0.0351152,0.0401083,0,0,0,0.0369749,0.0230282,0,0.0137406,0,0,0.0274218,0.0811445,0.00539073,0.00776231,0.0203953,0.0250807,0.0330576,0.0473352,0.0628344,0.0473504,0.0166483,0.0115032,0.0350229,0.019353,0.0143929,0.0320846,0,0.0304536,0.0382572,0,0,0.0201747,0,0,0.032546,0.0755786,0.0550506,0.0224608,0.0274359,0.0408182,0.0331671,0.0240922,0.0568883,0.062686,0.029537,0.0558253,0.0281549,0.0366821,0.069745,0.0676318,0.00973188,0.0100496,0.0169568,0.0194545,0.0271303,0,0,0,0,0,0.0161741,0.0308902,0.00862093,0,0
198,0,0,0,0,0,0,0.0354449,0.0399481,0,0,0,0.0376658,0.0229318,0,0.0143304,0,0,0.0272435,0.0813966,0.005983,0.00812272,0.0201066,0.0254864,0.0335132,0.0472163,0.0627318,0.0473671,0.0167533,0.0115755,0.0349805,0.0189954,0.0144066,0.0314782,0,0.03054,0.0383781,0,0,0.0195727,0,0,0.0323514,0.0760137,0.0543281,0.0216354,0.0278055,0.0391129,0.0324222,0.0238802,0.0568388,0.062594,0.0293295,0.0555862,0.0282401,0.0363726,0.0694531,0.0665304,0.00980844,0.0106423,0.016844,0.0194062,0.0270182,0,0,0,0,0,0.0158297,0.030868,0.00917684,0.0105972,0
199,0,0,0,0,0,0,0.0359916,0.0400004,0,0,0,0.0378834,0.0225763,0,0.0143307,0,0,0.0266018,0.0816727,0.00567857,0.00848663,0.018576,0.0241852,0.0332535,0.0464059,0.0622321,0.0473886,0.0175467,0.0125065,0.0353485,0.0189313,0.0143656,0.027536,0,0.0340809,0.0392817,0,0,0.0190246,0,0,0.0329601,0.0767559,0.0568106,0.0253583,0.0242791,0.0407815,0.0327487,0.0240659,0.0558736,0.0627497,0.0305413,0.0541791,0.0278068,0.0355891,0.0683709,0.062838,0.00971728,0.0092225,0.0162502,0.0200045,0.0257842,0,0,0,0,0,0.0168935,0.0311986,0.00840587,0.0121209,0
200,0,0,0,0,0,0,0.0355308,0.0397948,0,0,0,0.0396488,0.0226554,0,0.0135144,0,0,0.0272684,0.0815313,0.00583508,0.00927825,0.0195091,0.0249305,0.0329811,0.046666,0.062413,0.0474647,0.0169714,0.0117205,0.0347849,0.0178506,0.0145667,0.0298453,0,0.0309967,0.0382749,0,0,0.0200854,0,0,0.0321423,0.0766637,0.0537121,0.0223694,0.0279796,0.0390619,0.0324606,0.0238497,0.0565101,0.0619651,0.0286819,0.0544545,0.0283569,0.03524,0.0683143,0.0629838,0.0097548,0.00998476,0.0166188,0.0197827,0.0264772,0,0,0,0,0,0.0165635,0.0308278,0.00825518,0.0106867,0
201,0,0,0,0,0,0,0.0359648,0.0398329,0,0,0,0.0387295,0.0225496,0,0.0141446,0,0,0.0264092,0.081582,0.00546472,0.0098109,0.017889,0.0239612,0.0327251,0.045938,0.0621386,0.0472528,0.0179384,0.0132806,0.0353325,0.0182875,0.0141102,0.0266825,0,0.033936,0.0391189,0,0,0.018631,0,0,0.0329876,0.0772745,0.0555702,0.0250559,0.0247754,0.0402308,0.0329675,0.0235476,0.0553443,0.0616661,0.0295453,0.053408,0.0279134,0.0346767,0.0674089,0.0595257,0.00984442,0.00944932,0.0162655,0.0204668,0.0253903,0,0,0,0,0,0.0167898,0.0312879,0.00843297,0.0116377,0
202,0,0,0,0,0,0,0.0353926,0.0396267,0,0,0,0.0407057,0.0226656,0,0.0133648,0,0,0.0269298,0.0813734,0.00569847,0.0104915,0.0189062,0.0248699,0.032772,0.0461749,0.0624614,0.0474133,0.0171928,0.012371,0.0347101,0.0175403,0.0147097,0.0285573,0,0.0311517,0.038278,0,0,0.0196794,0,0,0.0320137,0.0767761,0.0533086,0.0219497,0.0286218,0.0386077,0.0329336,0.0232914,0.0562129,0.0607446,0.0275019,0.0538562,0.0283016,0.0346221,0.0676555,0.0585452,0.0100274,0.0101446,0.0167591,0.0201657,0.0263943,0,0,0,0,0,0.0166372,0.0307982,0.00818603,0.0104058,0
203,0,0,0,0,0,0,0.0357506,0.0395653,0,0,0,0.0415472,0.0225925,0,0.0134852,0,0,0.0269179,0.0815689,0.00595486,0.0108899,0.0181895,0.0246493,0.0333367,0.0459072,0.0625861,0.0478786,0.0173573,0.0126798,0.0346936,0.0174456,0.0147773,0.0297203,0,0.0313671,0.0386593,0,0,0.0198555,0,0,0.031684,0.0776425,0.053669,0.024048,0.0245114,0.0387827,0.0332207,0.0220936,0.0533248,0.0588989,0.0278107,0.0534771,0.0252749,0.0353721,0.0684679,0.0633444,0.00986595,0.0103046,0.0166232,0.020374,0.0259631,0,0,0,0,0,0.0163623,0.0308503,0.00842614,0.010866,0
204,0,0,0,0,0,0,0.0357474,0.0394963,0,0,0,0.042041,0.0225622,0,0.0135109,0,0,0.0269832,0.0816463,0.00608826,0.0110804,0.0180138,0.0248232,0.0332521,0.0454179,0.0625079,0.0481061,0.0175143,0.0129312,0.0345804,0.017362,0.014514,0.0293835,0,0.0311739,0.0387331,0,0,0.0201678,0,0,0.0315881,0.077097,0.0533016,0.0241571,0.0247789,0.0389522,0.0333567,0.0221986,0.0533541,0.0585046,0.027074,0.0535113,0.0252485,0.0356949,0.0687477,0.061364,0.00957673,0.0101855,0.0167665,0.0202593,0.0257131,0,0,0,0,0,0.0162426,0.0308172,0.00866832,0.0115016,0
205,0,0,0,0,0,0,0.0358256,0.0394152,0,0,0,0.0424862,0.0225627,0,0.0136475,0,0,0.0270405,0.0817695,0.00634259,0.0112808,0.0178112,0.0249423,0.0330689,0.0454372,0.0623107,0.0481064,0.0176452,0.0131319,0.0345793,0.0172806,0.0144011,0.0292206,0,0.0311279,0.0387764,0,0,0.0204195,0,0,0.0314227,0.0765172,0.0529519,0.0242826,0.025064,0.0391715,0.0334257,0.0223831,0.053464,0.0583049,0.0263739,0.053734,0.0252662,0.036041,0.0690741,0.0595217,0.00944932,0.0100892,0.0169095,0.0200825,0.0253383,0,0,0,0,0,0.01611,0.0308059,0.00890519,0.0122081,0
206,0,0,0,0,0,0,0.0360211,0.039274,0,0,0,0.0425677,0.0226764,0,0.0140447,0,0,0.0270585,0.081803,0.00679808,0.0117089,0.0175227,0.0250093,0.0327922,0.0452874,0.0621126,0.0478368,0.0176463,0.0132275,0.0345647,0.0171912,0.014423,0.0291379,0,0.0307024,0.0388416,0,0,0.0197924,0,0,0.0312682,0.0761867,0.0524058,0.0238358,0.0255005,0.0390768,0.033305,0.0225071,0.0535091,0.0575828,0.0258295,0.0540591,0.0256117,0.0365591,0.0694961,0.0573171,0.00969954,0.0103885,0.0171377,0.0198826,0.0249965,0,0,0,0,0,0.0159331,0.0308023,0.00918823,0.0130015,0
207,0,0,0,0,0,0,0.0361611,0.0391695,0,0,0,0.0436903,0.0224315,0,0.0129476,0,0,0.026828,0.0821112,0.0070743,0.0121183,0.0170439,0.0247655,0.0325326,0.0445329,0.0617782,0.0477065,0.017633,0.0129258,0.0346277,0.0173662,0.0147561,0.0292194,0,0.0303765,0.0388743,0,0,0.0206159,0,0,0.0309861,0.0753527,0.0525689,0.0249158,0.025381,0.0396692,0.0334979,0.0230132,0.0538669,0.0571324,0.0253723,0.0542473,0.0256671,0.0370041,0.0697462,0.0561053,0.00963628,0.00959775,0.0170816,0.0198409,0.0247303,0,0,0,0,0,0.0168163,0.0306433,0.0081175,0.0136524,0
208,0,0,0,0,0,0,0.0367686,0.0391075,0,0,0,0.0440192,0.022386,0,0.0126134,0,0,0.0259281,0.0821609,0.00778663,0.0127662,0.0159618,0.0242151,0.0326582,0.0443536,0.0617473,0.0475188,0.0174567,0.0127025,0.0345226,0.0174979,0.0147576,0.0290044,0,0.0300523,0.0392768,0,0,0.0205424,0,0,0.031128,0.072924,0.051599,0.0272489,0.025817,0.0403778,0.0336731,0,0.0560564,0.0574609,0.0243113,0.0543839,0.0260478,0.0371435,0.0701207,0.0543914,0.00966359,0.00976686,0.0169649,0.0201116,0.0240818,0,0,0,0,0,0.0163963,0.0304502,0.00819935,0.0148136,0
209,0,0,0,0,0,0,0.0363697,0.0391174,0,0,0,0.0444626,0.0222145,0,0.012749,0,0,0.0255188,0.0822442,0.00790518,0.0129729,0.0163463,0.0244815,0.0322076,0.0439853,0.0614279,0.0471242,0.0172342,0.012365,0.0343224,0.0176242,0.0146782,0.0295655,0,0.0298157,0.0389635,0,0,0.020368,0,0,0.0313859,0.0742205,0.05153,0.0255719,0.025953,0.0399628,0.0338134,0.0235343,0.0547209,0.0569523,0.0247916,0.0549189,0.026567,0.0376607,0.0705439,0.0543002,0.009611,0.0099301,0.016953,0.0199611,0.0242912,0,0,0,0,0,0.0163527,0.0302161,0.00824357,0.0151597,0
210,0,0,0,0,0,0,0.0368574,0.0391294,0,0,0,0.0445211,0.0223355,0,0.0129586,0,0,0.0257415,0.0821051,0.00804893,0.0130753,0.015203,0.0238898,0.0325526,0.0442664,0.061542,0.0468684,0.0170724,0.012287,0.0343441,0.0175557,0.0147642,0.0294321,0,0.0297553,0.0393727,0,0,0.0201877,0,0,0.0315543,0.0716119,0.050489,0.0279204,0.0264905,0.0407746,0.0341308,0,0.0569839,0.057219,0.0238701,0.054992,0.026939,0.0377284,0.0709012,0.0530855,0.00960195,0.010003,0.0170213,0.0202219,0.0233796,0,0,0,0,0,0.0161625,0.0303463,0.00839362,0.0161233,0
211,0,0,0,0,0,0,0.0364355,0.0390789,0,0,0,0.0447628,0.0222075,0,0.0132472,0,0,0.02643,0.0819909,0.00784725,0.0130696,0.0157209,0.0242943,0.0323038,0.0440913,0.0614764,0.0465676,0.0169201,0.0121588,0.0343477,0.0175447,0.0146341,0.029921,0,0.0295021,0.0390804,0,0,0.0200855,0,0,0.0316774,0.072768,0.0504376,0.0263396,0.0264806,0.0403474,0.0342611,0.023908,0.0556604,0.056668,0.024488,0.0556752,0.027537,0.0385986,0.0715331,0.0534143,0.00958785,0.00999242,0.0170814,0.019931,0.0237771,0,0,0,0,0,0.0166713,0.0303867,0.00816588,0.0164233,0
212,0,0,0,0,0,0,0.0365382,0.0390082,0,0,0,0.0450231,0.0220183,0,0.0135155,0,0,0.0267985,0.0818012,0.00767084,0.0131522,0.0153958,0.0242708,0.0324169,0.0441431,0.0616207,0.0465603,0.0167311,0.0121043,0.0343643,0.017533,0.0147158,0.0299418,0,0.0290576,0.0391193,0,0,0.0200085,0,0,0.0316843,0.0721569,0.0498214,0.0268779,0.0268169,0.0405544,0.0344313,0.0241798,0.0561268,0.056532,0.0243032,0.0562178,0.0279529,0.0391434,0.0721681,0.05302,0.00960731,0.00988134,0.0171852,0.0198312,0.0236388,0,0,0,0,0,0.0167652,0.0304955,0.00819567,0.0171209,0
213,0,0,0,0,0,0,0.0367107,0.0389459,0,0,0,0.0453286,0.021948,0,0.0134351,0,0,0.0268916,0.0817088,0.00749343,0.0132762,0.0150268,0.0242142,0.03256,0.0441683,0.0617334,0.0466344,0.0165441,0.0120173,0.0344486,0.0175753,0.0147546,0.0296614,0,0.0286261,0.0392399,0,0,0.0200498,0,0,0.0316329,0.0714339,0.049478,0.0275368,0.0271658,0.040754,0.0345195,0.0246786,0.0564414,0.0564795,0.0241928,0.0567646,0.0283317,0.0395917,0.0727284,0.0523383,0.00954629,0.00992212,0.0171308,0.0197762,0.0233767,0,0,0,0,0,0.0168367,0.0305879,0.0081441,0.0178345,0
214,0,0,0,0,0,0,0.0370476,0.0388221,0,0,0,0.0448064,0.022188,0,0.0101454,0,0,0.0242442,0.0814942,0.0075523,0.0134127,0.0149062,0.0239592,0.0325688,0.0442611,0.0619652,0.0466209,0.0162952,0.0120411,0.0343662,0.0171953,0.0157468,0.029307,0,0.0281354,0.0393985,0,0,0.0194324,0,0,0.0318342,0.0708784,0.0484295,0.0276622,0.027797,0.0405802,0.0345128,0.024892,0.0566339,0.056462,0.024194,0.0572366,0.029122,0.0400912,0.0732382,0.0502803,0.00949052,0.0107475,0.0170686,0.0196848,0.0229792,0,0,0,0,0,0.0180963,0.0306143,0,0.0190066,0
215,0,0,0,0,0,0,0.0370022,0.0390596,0,0,0,0.0458437,0.0218769,0,0.0134399,0,0,0.0269011,0.0816772,0.00717264,0.0128043,0.0143349,0.0241822,0.0323133,0.0441082,0.0619856,0.046786,0.0162156,0.0117057,0.0345334,0.0176233,0.0147035,0.0290308,0,0.0279691,0.039321,0,0,0.0203121,0,0,0.0318292,0.0697332,0.0480878,0.0287735,0.0276639,0.041015,0.0346848,0.0251922,0.0569991,0.0565651,0.0241307,0.0575032,0.029436,0.0404,0.0737427,0.0492212,0.00929869,0.0100929,0.0169853,0.0199736,0.0225814,0,0,0,0,0,0.0166746,0.0305208,0.00826188,0.0193212,0
216,0,0,0,0,0,0,0.0370993,0.0391896,0,0,0,0.0460567,0.0217481,0,0.0133502,0,0,0.0269658,0.0816628,0.00718941,0.0126039,0.0138217,0.0241031,0.0320994,0.0440663,0.0621155,0.0467488,0.016059,0.0115256,0.0345643,0.0176306,0.0147994,0.0289673,0,0.0277106,0.0393218,0,0,0.0204592,0,0,0.0320553,0.0686867,0.0470899,0.0295124,0.0276108,0.0410352,0.0347958,0.0257265,0.0575346,0.0566515,0.0241106,0.0582608,0.0299449,0.0407888,0.0744862,0.0468065,0.00922334,0.0100815,0.0169859,0.0201655,0.0222275,0,0,0,0,0,0.016809,0.0305432,0.00813816,0.019934,0
217,0,0,0,0,0,0,0.0368946,0.0396574,0,0,0,0.0459978,0.0216998,0,0.0132402,0,0,0.0269507,0.0816158,0.00712924,0.0126195,0.0132798,0.0240336,0.0320188,0.0441041,0.0621949,0.0465783,0.0158983,0.0113524,0.0346842,0.0174588,0.0150154,0.0291929,0,0.0270712,0.0393636,0,0,0.0206069,0,0,0.0320684,0.0675754,0.0460556,0.0304942,0.0272509,0.0407541,0.0349768,0.0269238,0.0580044,0.0567693,0.0240494,0.0589158,0.0303622,0.0410703,0.0750851,0.0441023,0.0091002,0.0101119,0.0169823,0.0206626,0.0216974,0,0,0,0,0,0.0168481,0.0306793,0.00801756,0.0203195,0
