Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72
10,0,0,0,0,0,0,0.0318915,0.0405601,0,0,0,0.0314418,0,0.0206435,0,0,0.0192737,0,0,0.0280901,0.0907514,0.0245916,0.0120125,0.016972,0.0199071,0.0386427,0.0603699,0.0823383,0.092483,0.0692944,0.0360909,0.0297789,0.038462,0.0447132,0.0421054,0.0125381,0.010223,0.015556,0.0380209,0,0.0241309,0.0356319,0,0,0.019358,0,0,0.0346096,0.0706719,0.0296074,0.0257992,0.0215737,0.0324556,0.0375442,0.0610604,0.0963435,0.0841148,0.0434177,0.0689006,0.0424708,0.0493786,0.0839571,0.0231769,0.00972341,0.0112603,0.0161868,0.0238661,0.0251087,0,0,0,0
11,0,0,0,0,0,0,0.0318562,0.0405699,0,0,0,0.0316198,0,0.02054,0,0,0.0192661,0,0,0.0280893,0.0905335,0.0242911,0.0113112,0.0168296,0.0201873,0.038564,0.0602497,0.0825966,0.0928421,0.0693731,0.0365176,0.0301948,0.0386282,0.0449528,0.0412054,0.012544,0.0100965,0.0155545,0.0382272,0,0.024156,0.0356464,0,0,0.0193328,0,0,0.0346031,0.0708131,0.0298137,0.0255904,0.0213655,0.0321793,0.0375976,0.0609165,0.0962484,0.0842345,0.0435004,0.0685903,0.0420389,0.0490062,0.0836476,0.0228549,0.00986562,0.0112754,0.016194,0.0238824,0.0249751,0,0,0,0
12,0,0,0,0,0,0,0.0318455,0.04061,0,0,0,0.0320706,0,0.0203829,0,0,0.0191699,0,0,0.0280887,0.0901808,0.023833,0.0106277,0.0164725,0.02043,0.038463,0.0602507,0.08292,0.092749,0.0695323,0.0368906,0.0305875,0.038791,0.0450805,0.0399257,0.0125511,0.00989827,0.0154957,0.0383818,0,0.0241897,0.0356304,0,0,0.0192763,0,0,0.0345945,0.0710692,0.0300685,0.0252545,0.0212119,0.0319952,0.0376309,0.0607419,0.0961339,0.0842483,0.0434437,0.068214,0.0415535,0.0485503,0.0832611,0.022691,0.00995418,0.0113,0.016217,0.0238989,0.0248523,0,0,0,0
13,0,0,0,0,0,0,0.0318434,0.0406472,0,0,0,0.0327582,0,0.02014,0,0,0.0191102,0,0,0.0280827,0.0897714,0.023225,0.00998746,0.0158662,0.0206553,0.0384159,0.0602831,0.0831652,0.0926178,0.0696728,0.0372708,0.030923,0.039127,0.0451075,0.0384734,0.012517,0.00989788,0.0154689,0.0383319,0,0.0243582,0.0355825,0,0,0.0192171,0,0,0.034558,0.0713985,0.0305923,0.0248479,0.0211975,0.0318857,0.0376621,0.0605857,0.096071,0.0842104,0.043257,0.0678353,0.0410362,0.0481882,0.0829283,0.0226975,0.0100169,0.0113231,0.0162236,0.0239043,0.0247555,0,0,0,0
14,0,0,0,0,0,0,0.0318246,0.0406496,0,0,0,0.0333868,0,0.0199658,0,0,0.01913,0,0,0.0280509,0.0893463,0.022487,0.00937282,0.0153145,0.0208659,0.0384225,0.0603217,0.0833802,0.0926235,0.0698278,0.0375143,0.031158,0.0392672,0.0450818,0.0368214,0.012473,0.00997835,0.0154217,0.0379824,0,0.0245894,0.0355191,0,0,0.0191553,0,0,0.0345272,0.0717599,0.031199,0.0244417,0.0213167,0.0318193,0.0377229,0.0605218,0.0960381,0.0841334,0.0430325,0.0674901,0.040555,0.047854,0.0826767,0.0228359,0.00998234,0.0113476,0.0162346,0.0238611,0.0246726,0,0,0,0
15,0,0,0,0,0,0,0.0317817,0.0406591,0,0,0,0.033929,0,0.0200176,0,0,0.01919,0,0,0.0280914,0.0888971,0.0215886,0.00881777,0.0148241,0.0210119,0.0383858,0.0603848,0.0835167,0.0926221,0.0699586,0.0375745,0.0312683,0.0389537,0.0448879,0.0351653,0.0124299,0.0101114,0.0152987,0.0373175,0,0.0249064,0.0354571,0,0,0.0191314,0,0,0.0345247,0.0721239,0.0318739,0.0240605,0.0214835,0.0318206,0.0377768,0.060345,0.0960367,0.0840298,0.0428535,0.0672129,0.0401584,0.0477022,0.082471,0.0232209,0.00999293,0.0113959,0.0162462,0.023786,0.0246009,0,0,0,0
16,0,0,0,0,0,0,0.0316983,0.0406778,0,0,0,0.0343622,0,0.020083,0,0,0.0191968,0,0,0.0281259,0.0884607,0.0203006,0.0083184,0.0143042,0.0210793,0.0383271,0.0603451,0.0834442,0.0926402,0.0700405,0.0372131,0.0313317,0.0386242,0.0443009,0.0337139,0.0123838,0.0100939,0.0152408,0.0365922,0,0.0251731,0.0353978,0,0,0.0191259,0,0,0.0345162,0.0725036,0.0325539,0.0236873,0.0216767,0.0318906,0.0378151,0.0599682,0.096039,0.0839346,0.0426659,0.0669375,0.0398718,0.0474985,0.0822516,0.0239326,0.0100865,0.0114376,0.016247,0.0236889,0.0245434,0,0,0,0
17,0,0,0,0,0,0,0.0316072,0.0406878,0,0,0,0.0350283,0,0.0198176,0,0,0.0191985,0,0,0.0281231,0.0879749,0.0190116,0.00789607,0.0140081,0.0211069,0.038304,0.0601963,0.0833501,0.0927451,0.0700503,0.0373424,0.031346,0.0382332,0.0437607,0.0318517,0.0123325,0.0101042,0.0152801,0.0357493,0,0.025429,0.035358,0,0,0.01909,0,0,0.0344779,0.0728854,0.0332504,0.0232579,0.0219195,0.0319559,0.0378507,0.0596829,0.0960017,0.0838546,0.0424676,0.0666469,0.0395792,0.0471111,0.0819399,0.0248114,0.010116,0.0114904,0.0162413,0.0235475,0.0244951,0,0,0,0
18,0,0,0,0,0,0,0.0315048,0.0406947,0,0,0,0.0357791,0,0.0197712,0,0,0.0192044,0,0,0.0281284,0.0875732,0.0180927,0.00751937,0.0137862,0.0211216,0.0382757,0.0600641,0.0831617,0.0927897,0.0700467,0.0375892,0.0314203,0.0378579,0.0432453,0.0297712,0.012304,0.0101374,0.0152567,0.034893,0,0.025625,0.0353178,0,0,0.0190193,0,0,0.0344322,0.0732677,0.0338092,0.0228228,0.0221207,0.0320115,0.0378864,0.0595787,0.0958801,0.0838242,0.0422741,0.066319,0.039295,0.0466765,0.0815191,0.025731,0.0100662,0.011531,0.0162396,0.0233401,0.0244849,0,0,0,0
19,0,0,0,0,0,0,0.0314313,0.0407703,0,0,0,0.0359081,0,0.0201878,0,0,0.0192156,0,0,0.0281171,0.0873232,0.0170995,0.00702283,0.0134645,0.0211889,0.0382846,0.0599141,0.0825484,0.0927478,0.0701944,0.0379423,0.0317569,0.0374829,0.0425844,0.0286713,0.0122753,0.010171,0.0152096,0.0341436,0,0.0258257,0.0352884,0,0,0.0189426,0,0,0.0343784,0.0735541,0.0343054,0.0224429,0.0220955,0.0319567,0.0378593,0.0594821,0.0957281,0.0838494,0.0421622,0.0659476,0.0390287,0.0464589,0.0810049,0.0265519,0.0101569,0.0115458,0.0162108,0.0231427,0.0244658,0,0,0,0
20,0,0,0,0,0,0,0.0312729,0.0407993,0,0,0,0.0366611,0,0.0202489,0,0,0.0192256,0,0,0.028093,0.0870202,0.0160215,0.0067336,0.0134361,0.0212641,0.0383158,0.0596784,0.082225,0.0926824,0.070186,0.0381085,0.0319114,0.0368691,0.0421412,0.0269607,0.0122222,0.0101658,0.0152102,0.0334764,0,0.0260452,0.0352017,0,0,0.0189063,0,0,0.034332,0.073811,0.0346533,0.022099,0.0219893,0.0319047,0.0378659,0.0594525,0.0955737,0.0839293,0.04202,0.0656309,0.03874,0.0462508,0.0804977,0.0271676,0.0103038,0.0115657,0.0161764,0.0229121,0.0245023,0,0,0,0
21,0,0,0,0,0,0,0.0311079,0.040826,0,0,0,0.0374021,0,0.0201575,0,0,0.0192681,0,0,0.0280355,0.0867847,0.0151831,0.00655228,0.0135405,0.0213435,0.0383618,0.0594161,0.0818566,0.0925717,0.0701995,0.0383335,0.0320278,0.0364941,0.0419222,0.0252321,0.0121901,0.0101401,0.015303,0.0329875,0,0.0261783,0.035108,0,0,0.0188738,0,0,0.0342741,0.0740298,0.0348459,0.0218097,0.0218611,0.0318817,0.0379009,0.0593567,0.0955051,0.0841867,0.0419142,0.0653233,0.0384898,0.0459173,0.080051,0.027493,0.0103384,0.011574,0.0161679,0.0226754,0.0245325,0,0,0,0
22,0,0,0,0,0,0,0.0309807,0.0408477,0,0,0,0.038403,0,0.0201532,0,0,0.0193311,0,0,0.0279936,0.0865657,0.0145955,0.00643945,0.0137868,0.0214232,0.0383842,0.0592065,0.0814898,0.0924817,0.0703131,0.0385114,0.0320619,0.0366637,0.0416867,0.0237401,0.0121893,0.0100952,0.0154537,0.0327276,0,0.0262772,0.0350319,0,0,0.0188539,0,0,0.0342185,0.0742254,0.034801,0.0216017,0.0216965,0.0318808,0.037927,0.059493,0.0954434,0.084527,0.0418937,0.0650518,0.0382959,0.0455537,0.0797084,0.0276484,0.0103411,0.0115843,0.0161914,0.022434,0.0245456,0,0,0,0
23,0,0,0,0,0,0,0.0308515,0.0408407,0,0,0,0.0393927,0,0.0202956,0,0,0.0194072,0,0,0.0279291,0.0864023,0.0144068,0.00639798,0.0141581,0.0214802,0.0383605,0.0590803,0.0812331,0.0923456,0.0704982,0.0386987,0.0321053,0.0367173,0.0415461,0.0223096,0.0121772,0.0101196,0.0153344,0.0324723,0,0.0263308,0.0349476,0,0,0.018903,0,0,0.0341613,0.0743952,0.0345629,0.0214784,0.0214845,0.031942,0.0380192,0.0595933,0.0954265,0.084798,0.0419976,0.0648182,0.0381695,0.0452531,0.0794036,0.0276862,0.0102777,0.0115694,0.0162454,0.0222038,0.0245768,0,0,0,0
24,0,0,0,0,0,0,0.03067,0.040841,0,0,0,0.0402002,0,0.0204156,0,0,0.019474,0,0,0.0279216,0.0861871,0.0143637,0.00646439,0.0145853,0.0215224,0.0383492,0.0589944,0.0810184,0.0922928,0.0707333,0.0388915,0.0321318,0.036488,0.0413537,0.0210702,0.0121587,0.010137,0.0152269,0.0322169,0,0.0264026,0.0348421,0,0,0.0189622,0,0,0.0341412,0.074592,0.0342957,0.0213897,0.0212318,0.032111,0.0381266,0.0596623,0.0954355,0.084972,0.0421089,0.0646018,0.0380564,0.0450688,0.0790849,0.0276412,0.0101911,0.0115498,0.0163155,0.0219987,0.0246182,0,0,0,0
25,0,0,0,0,0,0,0.0304228,0.0408404,0,0,0,0.0403944,0,0.0207794,0,0,0.0195159,0,0,0.0279702,0.0860003,0.0145134,0.00663632,0.0152161,0.021611,0.0383776,0.0589629,0.0807687,0.0922456,0.0710498,0.0391919,0.0321746,0.0361657,0.0408447,0.0203295,0.0120942,0.0101156,0.0151193,0.0320184,0,0.0264909,0.0347211,0,0,0.0189901,0,0,0.0341533,0.0748435,0.0340852,0.0213375,0.0209868,0.0323105,0.038265,0.0595907,0.09541,0.0850404,0.042125,0.0643856,0.0379428,0.0448651,0.0787661,0.0275806,0.010199,0.0115343,0.0163857,0.0218432,0.0246678,0,0,0,0
26,0,0,0,0,0,0,0.0301128,0.0408037,0,0,0,0.0404256,0,0.0212234,0,0,0.0195268,0,0,0.0280331,0.0857558,0.0149234,0.00694805,0.0159433,0.0217131,0.0383921,0.0590426,0.0805775,0.0921902,0.0713874,0.0394193,0.0323261,0.0359935,0.0405406,0.0198362,0.0119959,0.0101029,0.0151672,0.0318086,0,0.0265557,0.0345771,0,0,0.0190457,0,0,0.0341891,0.0751796,0.0339371,0.0212799,0.0208213,0.0325852,0.038372,0.0595245,0.0953478,0.0849795,0.0420242,0.0642255,0.0378176,0.0446671,0.0784862,0.0276216,0.0102358,0.0115331,0.0164904,0.0217167,0.0247597,0,0,0,0
27,0,0,0,0,0,0,0.0297945,0.0407597,0,0,0,0.0402801,0,0.0217255,0,0,0.0195454,0,0,0.0280331,0.0855089,0.0155595,0.00734743,0.0168145,0.0217588,0.0383694,0.0591784,0.080319,0.0921981,0.0717289,0.0395917,0.0324581,0.0359622,0.0404001,0.019628,0.0118605,0.0100565,0.0153012,0.0315834,0,0.0266188,0.0344206,0,0,0.019097,0,0,0.0342249,0.0755652,0.0337971,0.0212331,0.0208329,0.0328708,0.0384115,0.0594877,0.0952493,0.084819,0.0419064,0.0640276,0.0376853,0.0444521,0.0782119,0.0277598,0.0102163,0.0115309,0.0165919,0.021576,0.0248822,0,0,0,0
28,0,0,0,0,0,0,0.029515,0.0407321,0,0,0,0.0400369,0,0.0223564,0,0,0.0196462,0,0,0.0280272,0.0853261,0.0163551,0.00782088,0.0178907,0.0216963,0.0383251,0.0591696,0.0799609,0.0921968,0.0720549,0.0397614,0.0325828,0.0358075,0.0402092,0.0196489,0.0117483,0.0100052,0.0152999,0.0313131,0,0.0266992,0.0342641,0,0,0.019067,0,0,0.034279,0.0759437,0.0337107,0.0212385,0.0209937,0.0331118,0.0384292,0.0594224,0.0951221,0.0846164,0.0418606,0.0638423,0.0376324,0.044275,0.077983,0.0280166,0.0101928,0.0115502,0.0166328,0.0214457,0.0249898,0,0,0,0
29,0,0,0,0,0,0,0.0292902,0.0406919,0,0,0,0.0397628,0,0.0228344,0,0,0.0197687,0,0,0.0279992,0.0851989,0.0173625,0.00829313,0.0190078,0.0215085,0.0381335,0.0589531,0.0795995,0.0921263,0.0722772,0.039921,0.0325412,0.0356418,0.0399738,0.0198406,0.0116704,0.0099361,0.0153333,0.0310579,0,0.0267945,0.0341211,0,0,0.0190351,0,0,0.0343785,0.0763318,0.033697,0.0212895,0.0212252,0.0333349,0.0384542,0.0593443,0.0950446,0.0844478,0.0419087,0.0637442,0.0376891,0.0441701,0.0778065,0.0282917,0.0101472,0.0115975,0.0166559,0.0212994,0.025086,0,0,0,0
30,0,0,0,0,0,0,0.0291196,0.0406097,0,0,0,0.0392204,0,0.0232498,0,0,0.0198584,0,0,0.028016,0.0851768,0.0182527,0.00857071,0.0201686,0.021176,0.0377422,0.0588816,0.0794034,0.0919822,0.0723938,0.0399094,0.0323138,0.0357222,0.0397235,0.020379,0.0116235,0.00989319,0.0154968,0.0308323,0,0.0268907,0.03399,0,0,0.019033,0,0,0.0345447,0.0767005,0.0336018,0.0213763,0.0214644,0.0335367,0.0384424,0.0593227,0.0950294,0.0843454,0.0419977,0.0637283,0.0377548,0.0441078,0.0777145,0.0283947,0.0100026,0.0116521,0.0166939,0.0211296,0.0251986,0,0,0,0
31,0,0,0,0,0,0,0.0289293,0.0405125,0,0,0,0.0382865,0,0.023648,0,0,0.0199121,0,0,0.0280997,0.0852174,0.0190748,0.00864484,0.021289,0.0207166,0.0372902,0.0589794,0.0793324,0.0917897,0.0724624,0.0397484,0.0321199,0.0358779,0.0394473,0.021159,0.0115781,0.00994111,0.015594,0.0307312,0,0.0268829,0.0338328,0,0,0.0189743,0,0,0.0347407,0.0769043,0.0332116,0.0214556,0.0216094,0.0338314,0.038492,0.0593886,0.0950497,0.0843133,0.0420536,0.0637093,0.037789,0.0440253,0.0776516,0.0282797,0.00982316,0.0116858,0.0167626,0.0210141,0.0253165,0,0,0,0
32,0,0,0,0,0,0,0.0286834,0.0404579,0,0,0,0.0371623,0,0.0239696,0,0,0.0199352,0,0,0.028277,0.0852966,0.0197203,0.00867807,0.0221136,0.020254,0.037035,0.0590782,0.0792907,0.0916938,0.0723261,0.0393237,0.0319157,0.0359327,0.0390152,0.0221697,0.0114829,0.0100312,0.0157187,0.0306892,0,0.0268365,0.0336662,0,0,0.0188597,0,0,0.0349016,0.076953,0.0328322,0.0212928,0.0216727,0.0340977,0.038579,0.0594835,0.0950974,0.0842994,0.0420764,0.0636865,0.0378032,0.0439769,0.0776861,0.0277996,0.00970018,0.0117204,0.0168268,0.0209674,0.0254511,0,0,0,0
33,0,0,0,0,0,0,0.0284461,0.0404948,0,0,0,0.0431248,0,0.0176484,0,0,0.0199506,0,0,0.028451,0.0852468,0.0247261,0.00878453,0.0219695,0.0198924,0.0369779,0.0591926,0.0796655,0.0916847,0.0721139,0.0387103,0.0324324,0.0319224,0.0353093,0.0303516,0.011334,0.0100288,0.0158284,0.0309052,0,0.026731,0.0334559,0,0,0.0188132,0,0,0.0350111,0.0769266,0.0324246,0.0213603,0.0216683,0.0342316,0.0386648,0.0594949,0.0951581,0.0842584,0.0420488,0.0636386,0.0377899,0.0440225,0.0777773,0.0269743,0.009666,0.0117482,0.0168606,0.0209511,0.025617,0,0,0,0
34,0,0,0,0,0,0,0.0279357,0.0407806,0,0,0,0.0377879,0,0.02197,0,0,0.0196887,0,0,0.0290479,0.0848459,0.0223495,0.00913674,0.0187383,0.0192265,0.0372705,0.058807,0.0801897,0.0915951,0.0717984,0.0394809,0.0332816,0.0358546,0.0399825,0.026897,0.0113833,0.00977211,0.0156486,0.0315398,0,0.0266818,0.0330582,0,0,0.0187264,0,0,0.0353818,0.076739,0.0320117,0.0218909,0.0217125,0.0340613,0.0389906,0.0595654,0.095267,0.0842368,0.0420029,0.0635626,0.0378646,0.0439617,0.0777668,0.0256486,0.00963414,0.0114846,0.0167072,0.0211014,0.0257985,0,0,0,0
35,0,0,0,0,0,0,0.0277284,0.0408417,0,0,0,0.037985,0,0.0217276,0,0,0.0195962,0,0,0.029307,0.0845319,0.0237935,0.00931129,0.0176575,0.0189485,0.0373418,0.0589607,0.080843,0.0918022,0.0719267,0.039522,0.03353,0.0354153,0.040248,0.0283601,0.0113675,0.00966337,0.0156037,0.0320271,0,0.0265926,0.0328779,0,0,0.0188165,0,0,0.0354672,0.0767058,0.0316901,0.022098,0.0214728,0.0338503,0.0390364,0.0595161,0.0951359,0.0841794,0.0420859,0.0635816,0.0377702,0.0440464,0.0779075,0.0245617,0.00965062,0.0113901,0.0167554,0.0209122,0.0258933,0,0,0,0
36,0,0,0,0,0,0,0.0275973,0.0407369,0,0,0,0.0379199,0,0.0216499,0,0,0.0195285,0,0,0.0294475,0.0842874,0.0248728,0.0093529,0.0170747,0.0187836,0.0374137,0.0593043,0.0813792,0.0920894,0.0721515,0.0395478,0.0335426,0.0356687,0.0402627,0.0296556,0.0114689,0.00962772,0.0155445,0.0326259,0,0.026469,0.0328333,0,0,0.0189732,0,0,0.0354874,0.0766552,0.0315611,0.0222129,0.0212409,0.0335541,0.0389874,0.0594126,0.0949579,0.0840846,0.042206,0.0636254,0.037633,0.0440772,0.0780568,0.0232699,0.00961021,0.0113166,0.0168196,0.0206087,0.0259262,0,0,0,0
37,0,0,0,0,0,0,0.0275353,0.0405107,0,0,0,0.0376205,0,0.0217297,0,0,0.0194441,0,0,0.0294363,0.0841903,0.0256143,0.00927857,0.0169395,0.0186839,0.0375051,0.059865,0.0818116,0.0923683,0.0724666,0.039429,0.0334928,0.0361341,0.0401684,0.0306596,0.0116423,0.00965902,0.0155104,0.0332962,0,0.0263233,0.0328347,0,0,0.0191516,0,0,0.0354394,0.0765801,0.0315161,0.0223382,0.0210004,0.0334015,0.0388263,0.0592344,0.0947699,0.0839562,0.0423408,0.0636058,0.0374081,0.0440944,0.0781352,0.0218533,0.00958924,0.0112899,0.0168222,0.0204972,0.0259536,0,0,0,0
