Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,LILC
201,0,0,0,0,0,0,0.029512,0.0460081,0,0,0,0.0422099,0,0.0257564,0,0,0.0162811,0,0,0.0278668,0.105787,0.0132272,0.0205914,0.0453779,0.0273268,0.0594951,0.0760516,0.0898212,0.0772125,0.0357939,0.0284878,0.031989,0.0388034,0.0222115,0.0143714,0.00988816,0.0149546,0.0333254,0,0.0226865,0.0332254,0,0,0.0160076,0,0,0.0335074,0.0705683,0.0279678,0.0308879,0.0294804,0.0600633,0.0292815,0.0589011,0.096911,0.0831474,0.0404056,0.0733206,0.04493,0.0544431,0.0890598,0.026753,0.0125809,0.0122959,0.014593,0.0231226,0.0356041,0,0,0,0,0.0396663
202,0,0,0,0,0,0,0.0294171,0.0460104,0,0,0,0.0426759,0,0.0257237,0,0,0.0162865,0,0,0.0278991,0.105926,0.0129947,0.0206813,0.0451163,0.0271673,0.059493,0.0760042,0.089866,0.0773575,0.0355857,0.0282327,0.0319688,0.0388169,0.0222503,0.0145063,0.00984576,0.0149911,0.0342399,0,0.0226681,0.0333388,0,0,0.0160085,0,0,0.0335462,0.0698409,0.0270514,0.0317985,0.0294913,0.0602293,0.0293015,0.0591503,0.0969103,0.0832491,0.0407249,0.073701,0.0452512,0.0549979,0.0896605,0.0244866,0.0125728,0.0123545,0.014601,0.0231539,0.0355836,0,0,0,0,0.0397822
203,0,0,0,0,0,0,0.0292814,0.0460422,0,0,0,0.0431463,0,0.0256355,0,0,0.016275,0,0,0.0278983,0.10604,0.012911,0.0205297,0.0449911,0.0269925,0.0593076,0.0758781,0.089921,0.0774844,0.0354279,0.0280169,0.0319873,0.0388321,0.0222728,0.0146015,0.00988276,0.0149507,0.034949,0,0.0227507,0.033462,0,0,0.0160206,0,0,0.0337336,0.0691502,0.0262402,0.0326221,0.0295562,0.0603198,0.0292933,0.0593546,0.096878,0.0832259,0.0410723,0.0740445,0.0455694,0.0553549,0.090186,0.0227122,0.0125963,0.012281,0.0147359,0.0232439,0.035657,0,0,0,0,0.0398664
204,0,0,0,0,0,0,0.029192,0.0460632,0,0,0,0.0436947,0,0.0256011,0,0,0.0162155,0,0,0.0278726,0.106217,0.0129325,0.0202504,0.0446894,0.0268484,0.0590871,0.075566,0.0899082,0.0775621,0.0353518,0.0278644,0.0319929,0.0388294,0.0221035,0.0146854,0.00994354,0.0148922,0.0354765,0,0.0229274,0.033521,0,0,0.0160042,0,0,0.0337745,0.0685043,0.0256433,0.0334537,0.0297476,0.0604331,0.0292565,0.0596653,0.0967297,0.0830371,0.0413113,0.0744296,0.0457627,0.0555159,0.0906477,0.0212917,0.0126881,0.0122943,0.0147337,0.0233609,0.035575,0,0,0,0,0.0399371
205,0,0,0,0,0,0,0.0292264,0.0460681,0,0,0,0.0442339,0,0.0256081,0,0,0.0161453,0,0,0.0279096,0.10644,0.012962,0.0200857,0.044367,0.0267525,0.0589223,0.075371,0.089805,0.0775931,0.0352693,0.027745,0.0320124,0.0387591,0.0219097,0.0147888,0.00993159,0.014906,0.0357298,0,0.0231994,0.0335943,0,0,0.0159623,0,0,0.0336735,0.0679164,0.0252955,0.0342714,0.0300441,0.0604899,0.0291996,0.0599517,0.0965072,0.0826679,0.0413276,0.0747403,0.0459002,0.0556211,0.0910459,0.0202405,0.0128453,0.0124058,0.0146282,0.0234835,0.0353311,0,0,0,0,0.0399576
206,0,0,0,0,0,0,0.0293067,0.0461205,0,0,0,0.0447881,0,0.0256389,0,0,0.0160899,0,0,0.0280008,0.10665,0.0128789,0.0201574,0.0439089,0.0266784,0.0588873,0.0752394,0.0896537,0.0775071,0.0352425,0.0277056,0.0319476,0.0387274,0.021715,0.014904,0.00991722,0.0149255,0.0357832,0,0.023568,0.0336556,0,0,0.0159566,0,0,0.0336262,0.0674725,0.0251044,0.0349139,0.0303574,0.0604549,0.0290042,0.0601126,0.0962073,0.082197,0.0411642,0.0749133,0.0459837,0.0558135,0.0912487,0.0196248,0.0130647,0.0124104,0.0145617,0.0236698,0.0351956,0,0,0,0,0.0399946
207,0,0,0,0,0,0,0.0294165,0.0462754,0,0,0,0.0455787,0,0.0255888,0,0,0.0160668,0,0,0.0280748,0.106817,0.012921,0.0204783,0.0433785,0.0265818,0.0588791,0.0749786,0.0895145,0.0773295,0.0352381,0.027669,0.0319743,0.0387257,0.0215055,0.0150533,0.00992212,0.0148853,0.0358012,0,0.0240045,0.0336761,0,0,0.0160574,0,0,0.0336842,0.0670812,0.0250581,0.0354109,0.0309052,0.0603792,0.0286859,0.0602177,0.095847,0.0817095,0.0409878,0.0749377,0.0459347,0.0560104,0.0914266,0.0192148,0.0132141,0.0123297,0.0144851,0.023918,0.0350928,0,0,0,0,0.0399814
208,0,0,0,0,0,0,0.0295215,0.0464648,0,0,0,0.0464055,0,0.0255096,0,0,0.0160195,0,0,0.0280816,0.106964,0.0130278,0.0209672,0.0427986,0.0264819,0.0588845,0.0746332,0.0893499,0.0771215,0.035246,0.0276318,0.0318996,0.038677,0.0212967,0.015126,0.0099792,0.0147956,0.0357552,0,0.024424,0.0336824,0,0,0.0162132,0,0,0.0336673,0.0667299,0.0252075,0.0357772,0.0317161,0.0604059,0.0283425,0.0604115,0.0954732,0.0811969,0.0408777,0.0749823,0.0457302,0.0561572,0.091599,0.0189563,0.0133073,0.0123179,0.0143346,0.0241582,0.0349821,0,0,0,0,0.0399473
209,0,0,0,0,0,0,0.0296278,0.046646,0,0,0,0.0470979,0,0.0255068,0,0,0.0159361,0,0,0.0280113,0.107093,0.0129016,0.0215529,0.0422923,0.0263144,0.0588442,0.0743391,0.0891037,0.0769247,0.0352408,0.0275821,0.0317757,0.0386385,0.0211991,0.0151531,0.0100603,0.0146877,0.0352792,0,0.0248997,0.0336885,0,0,0.0163145,0,0,0.0336643,0.0664439,0.0255702,0.0361031,0.0325656,0.0603679,0.0279974,0.0606288,0.095445,0.0806653,0.0408202,0.0751023,0.0454703,0.0562061,0.091722,0.0191492,0.0134531,0.0122841,0.0142936,0.0243827,0.0348938,0,0,0,0,0.0398695
210,0,0,0,0,0,0,0.0297732,0.0467194,0,0,0,0.0476946,0,0.025425,0,0,0.0159179,0,0,0.028028,0.107171,0.0128252,0.0221867,0.0418526,0.026202,0.0587188,0.0741424,0.0888554,0.076693,0.0352028,0.0275016,0.0316955,0.0386003,0.0210926,0.0152239,0.0101164,0.0146613,0.0346099,0,0.0255885,0.0337426,0,0,0.0163219,0,0,0.033634,0.0662285,0.0260785,0.0364484,0.033401,0.0602827,0.0276812,0.0608383,0.0957259,0.0800976,0.0408087,0.0752211,0.0452261,0.0561735,0.0917444,0.0197754,0.0136526,0.0123072,0.0142227,0.0245635,0.0348202,0,0,0,0,0.0397977
211,0,0,0,0,0,0,0.0298502,0.046765,0,0,0,0.0482348,0,0.025246,0,0,0.016016,0,0,0.0281508,0.10725,0.0127892,0.0226217,0.041578,0.026193,0.0585734,0.0737991,0.0886408,0.0764645,0.0351854,0.0274486,0.0314729,0.0385474,0.0209507,0.0153753,0.0101375,0.0146901,0.0337677,0,0.0263123,0.0338273,0,0,0.0162965,0,0,0.0336283,0.0660686,0.0265805,0.0367934,0.0342888,0.0600794,0.0273736,0.0611746,0.0957173,0.0795602,0.040868,0.0752731,0.045,0.0561836,0.0918717,0.0206801,0.0138216,0.0123727,0.0141086,0.0247281,0.0347547,0,0,0,0,0.0397541
212,0,0,0,0,0,0,0.0298295,0.0468473,0,0,0,0.0484509,0,0.0252332,0,0,0.0160532,0,0,0.0283023,0.107429,0.0128317,0.0222762,0.0414418,0.0263206,0.0583944,0.0734057,0.0884099,0.0762727,0.0352139,0.0274553,0.0313133,0.0384033,0.0206807,0.0153563,0.0101742,0.0147483,0.0325262,0,0.0269742,0.0338298,0,0,0.01629,0,0,0.0337582,0.0660191,0.027015,0.0369515,0.0352233,0.0599381,0.0270588,0.0616872,0.0955287,0.0794117,0.0410374,0.0753256,0.0448025,0.056234,0.0920075,0.0222271,0.0139277,0.0123536,0.0141089,0.024809,0.0347387,0,0,0,0,0.0396589
213,0,0,0,0,0,0,0.0297432,0.0469133,0,0,0,0.0480526,0,0.0253678,0,0,0.0157945,0,0,0.0283522,0.107618,0.0131866,0.0220276,0.0411142,0.0265963,0.0583159,0.0730639,0.0880793,0.0759749,0.0353039,0.0275894,0.0313176,0.0382191,0.0202711,0.0149001,0.0103447,0.0147562,0.0307032,0,0.0276565,0.0336304,0,0,0.0163606,0,0,0.0339659,0.0659117,0.0275111,0.0366325,0.0363578,0.0598281,0.0268144,0.0623705,0.0954071,0.0797194,0.041374,0.0752675,0.044473,0.0561568,0.0919886,0.0247076,0.0140413,0.0123228,0.0141356,0.0247958,0.0346637,0,0,0,0,0.0393082
