Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x68,x69,x70,x71,RGTR,RWRB
160,0,0,0,0,0,0,0.0349387,0.039458,0,0,0,0.0408719,0,0.0218595,0,0,0.0210641,0,0,0.029156,0.0864538,0.0196178,0.0144085,0.0148569,0.0258969,0.0335604,0.0550371,0.08055,0.0870436,0.068834,0.0418988,0.0353194,0.0393583,0.0450978,0.0191355,0.00929542,0.00861459,0.0187899,0.0308446,0,0.0289176,0.0368722,0,0,0.0173238,0,0,0.0299998,0.0393232,0.0183103,0.0233335,0.038253,0.0381202,0.0526066,0.0869645,0.0780219,0.0413159,0.0611646,0.0355576,0.0415095,0.0750522,0.0280178,0.00859241,0.0089626,0.0208197,0.0222631,0,0,0,0,0.0738622,0.0191283
161,0,0,0,0,0,0,0.0350759,0.0395493,0,0,0,0.0418297,0,0.0223098,0,0,0.0210369,0,0,0.0291307,0.0863375,0.0194452,0.0140144,0.0155866,0.025719,0.0335129,0.0550067,0.0799574,0.0868933,0.0691744,0.0419697,0.0352408,0.0389473,0.0446754,0.0181386,0.00932274,0.00855848,0.0187403,0.0312805,0,0.0289533,0.0368967,0,0,0.0174849,0,0,0.0300598,0.0392381,0.0179816,0.0232089,0.0384809,0.0381733,0.0525166,0.0868221,0.0779395,0.0413447,0.0611576,0.0355614,0.0413931,0.0749943,0.0270834,0.00853558,0.00897495,0.0208387,0.0221985,0,0,0,0,0.0740615,0.0191198
162,0,0,0,0,0,0,0.0352052,0.0396652,0,0,0,0.0423527,0,0.0229643,0,0,0.021002,0,0,0.0291584,0.0861883,0.019655,0.0135622,0.0167768,0.0254229,0.0334642,0.0549419,0.0792108,0.0867734,0.0694675,0.0421018,0.0351966,0.0385925,0.0442952,0.0174587,0.00932036,0.00861077,0.0186832,0.0317278,0,0.0289399,0.0369093,0,0,0.0175557,0,0,0.0300971,0.039175,0.0177414,0.0230741,0.038662,0.0382075,0.0524021,0.086665,0.077831,0.0413962,0.0611744,0.0355667,0.0412345,0.0749304,0.0260797,0.00843667,0.00903827,0.020867,0.0221744,0,0,0,0,0.0742738,0.0191628
163,0,0,0,0,0,0,0.0353325,0.0397634,0,0,0,0.0422881,0,0.0237875,0,0,0.0209242,0,0,0.0291621,0.0860315,0.0203134,0.0131861,0.0184198,0.0250571,0.0333848,0.0549275,0.0783288,0.0867043,0.0697862,0.0422058,0.0350795,0.0382465,0.0437687,0.0171344,0.00927897,0.00865901,0.018694,0.0321349,0,0.0288752,0.0369465,0,0,0.017609,0,0,0.0301074,0.0391203,0.0174723,0.0229443,0.0388243,0.0382355,0.0522872,0.0864746,0.0776632,0.0414368,0.0610313,0.0355706,0.0411765,0.0748397,0.0250546,0.00841281,0.00904574,0.0208885,0.0221239,0,0,0,0,0.0744948,0.0192105
164,0,0,0,0,0,0,0.0354249,0.039837,0,0,0,0.041669,0,0.0247227,0,0,0.0208117,0,0,0.0291364,0.0859458,0.0213375,0.0128705,0.0202214,0.0246869,0.03328,0.0549379,0.0773435,0.0866293,0.0700497,0.0422338,0.0349563,0.037957,0.0431474,0.0171874,0.00922524,0.00869404,0.018808,0.0325873,0,0.02881,0.0369837,0,0,0.0176567,0,0,0.0301238,0.0390182,0.0172853,0.0228435,0.038967,0.0382193,0.0521932,0.0863217,0.0774629,0.04141,0.0608609,0.0355688,0.0411876,0.0747494,0.0241786,0.00844305,0.0090603,0.0208861,0.0219599,0,0,0,0,0.0747231,0.019234
165,0,0,0,0,0,0,0.035446,0.0399038,0,0,0,0.0406662,0,0.0256765,0,0,0.0207278,0,0,0.0291457,0.0861852,0.0223814,0.0126282,0.0219117,0.0242923,0.0332298,0.054908,0.0764347,0.086558,0.0701888,0.0421554,0.0347507,0.0377295,0.0424592,0.0175499,0.0091899,0.00873897,0.0188292,0.0330342,0,0.0287886,0.0370094,0,0,0.0177046,0,0,0.0301605,0.0389288,0.0171484,0.0227421,0.039118,0.0381789,0.0520754,0.0862267,0.0772393,0.0412876,0.0607958,0.0355434,0.0411798,0.0747181,0.0234592,0.00845407,0.00907474,0.0208831,0.0218276,0,0,0,0,0.074895,0.0192399
166,0,0,0,0,0,0,0.0354297,0.0399775,0,0,0,0.0402498,0,0.0262974,0,0,0.0207143,0,0,0.029214,0.08636,0.0230575,0.0123996,0.0229478,0.0238838,0.0332613,0.0548192,0.0758481,0.0864915,0.0701297,0.0420687,0.0345578,0.0374097,0.041858,0.0178303,0.00920553,0.00880577,0.0187757,0.0333459,0,0.0288106,0.0370013,0,0,0.0177705,0,0,0.0301848,0.0388765,0.0171981,0.0226541,0.0392333,0.0381178,0.0519546,0.08599,0.077,0.0410219,0.0608253,0.0354898,0.0410764,0.0746405,0.0228624,0.00838976,0.00908758,0.0208764,0.0218317,0,0,0,0,0.0749855,0.0192078
167,0,0,0,0,0,0,0.0353961,0.0400631,0,0,0,0.0428875,0,0.023055,0,0,0.020721,0,0,0.0294089,0.086403,0.0257085,0.0122363,0.0235734,0.0234902,0.0333596,0.0547895,0.0754862,0.0864625,0.0699787,0.0417162,0.0346164,0.0344157,0.0392237,0.023101,0.00927389,0.00883593,0.0188339,0.0335033,0,0.0288235,0.0369425,0,0,0.0178136,0,0,0.0302474,0.0388411,0.01728,0.0225168,0.0393076,0.0380578,0.0518232,0.085782,0.0768012,0.0407316,0.0608936,0.0354091,0.041018,0.0746248,0.0222998,0.00828735,0.00905153,0.0208329,0.0219681,0,0,0,0,0.0750175,0.0191914
168,0,0,0,0,0,0,0.035064,0.0403491,0,0,0,0.0401631,0,0.0241293,0,0,0.020849,0,0,0.0302578,0.0858785,0.0258536,0.0113605,0.0201376,0.0224357,0.0337148,0.0541418,0.075678,0.0864658,0.0696199,0.0429999,0.0361053,0.0372348,0.042563,0.0231462,0.00971483,0.00852884,0.0183755,0.0334869,0,0.0287073,0.0365806,0,0,0.0176873,0,0,0.0307374,0.0388626,0.0177964,0.022258,0.0387846,0.038224,0.0516698,0.0855483,0.0765218,0.0403951,0.0609043,0.0351897,0.0411033,0.0746716,0.0223097,0.00810529,0.00856578,0.0208953,0.0221535,0,0,0,0,0.0749809,0.0188552
169,0,0,0,0,0,0,0.0348998,0.0405172,0,0,0,0.0416236,0,0.0229919,0,0,0.0209704,0,0,0.0308293,0.0852371,0.0279639,0.0108043,0.0187324,0.021848,0.0339947,0.0540324,0.0765025,0.0868441,0.0698753,0.0435387,0.0369375,0.0373809,0.0430556,0.0256299,0.0100701,0.00843081,0.0181156,0.0337024,0,0.0286744,0.0363218,0,0,0.0177914,0,0,0.0309667,0.0389114,0.0180496,0.0220911,0.0384958,0.0382443,0.0515815,0.0854328,0.0763142,0.0401276,0.0607743,0.0350622,0.0411081,0.0744882,0.021949,0.00789177,0.00836235,0.0208616,0.0223256,0,0,0,0,0.0749657,0.0186433
170,0,0,0,0,0,0,0.0347142,0.040585,0,0,0,0.0428426,0,0.0222016,0,0,0.0211121,0,0,0.0312631,0.0846706,0.0297055,0.0104668,0.0181485,0.0214237,0.0342309,0.0541087,0.0773784,0.0872517,0.0703722,0.0439756,0.0377448,0.0376379,0.0435448,0.0277885,0.0103564,0.00842909,0.0178709,0.0339134,0,0.0286288,0.0361197,0,0,0.0178717,0,0,0.0311077,0.0389649,0.0182226,0.0219303,0.0382541,0.0382906,0.0514726,0.0852295,0.0761665,0.0398993,0.0607315,0.0350226,0.040911,0.0742541,0.0215445,0.00767248,0.00823077,0.0208198,0.0224603,0,0,0,0,0.0749494,0.0184734
171,0,0,0,0,0,0,0.0345116,0.0404895,0,0,0,0.043702,0,0.0216324,0,0,0.0212741,0,0,0.0314838,0.0842027,0.0309453,0.0102965,0.0180198,0.02116,0.0343904,0.0542284,0.0782056,0.0875984,0.0705382,0.044163,0.0383826,0.0378643,0.0439362,0.0293901,0.0105,0.00853344,0.0176476,0.0341428,0,0.0286208,0.0359927,0,0,0.0179494,0,0,0.0311985,0.0390408,0.0183966,0.0217827,0.038038,0.0383145,0.0513265,0.0851128,0.0760427,0.0396955,0.0606302,0.0349114,0.0407399,0.0741512,0.02114,0.00750071,0.00811718,0.0208079,0.0225643,0,0,0,0,0.0749257,0.0183373
172,0,0,0,0,0,0,0.0343571,0.0402821,0,0,0,0.0439269,0,0.0213568,0,0,0.0214336,0,0,0.0315437,0.0838596,0.0315219,0.0102611,0.018001,0.0211586,0.0345023,0.0544769,0.0788356,0.0878088,0.0705006,0.0443209,0.0387177,0.0380528,0.0441821,0.0302444,0.010568,0.00870851,0.0174444,0.034391,0,0.0285783,0.0359159,0,0,0.0181151,0,0,0.0313345,0.0391173,0.0185775,0.0216691,0.0378765,0.0382827,0.0512023,0.0848984,0.0759042,0.0394693,0.060465,0.0345923,0.0406045,0.0740715,0.0207062,0.00736651,0.00815283,0.0208035,0.0226353,0,0,0,0,0.0749479,0.0182292
173,0,0,0,0,0,0,0.0343118,0.0402241,0,0,0,0.0435357,0,0.0214802,0,0,0.0215842,0,0,0.0315118,0.0836669,0.0313985,0.0104297,0.0179675,0.0214462,0.0345685,0.0546637,0.0792073,0.0877636,0.070322,0.0444323,0.0387576,0.0382004,0.0442481,0.0302926,0.0104623,0.00896067,0.0173086,0.0347124,0,0.028564,0.0358686,0,0,0.0186368,0,0,0.0311974,0.03929,0.0187479,0.0215555,0.0378709,0.0381394,0.0509837,0.0846674,0.0756927,0.039167,0.0603687,0.0342846,0.0405384,0.0739213,0.0202845,0.00721176,0.00818184,0.0207713,0.0226242,0,0,0,0,0.0750089,0.0180314
174,0,0,0,0,0,0,0.0345647,0.0404746,0,0,0,0.0423475,0,0.021947,0,0,0.0218247,0,0,0.0310471,0.083629,0.0297516,0.0111926,0.0181969,0.0224605,0.0341,0.0545629,0.0793711,0.0870261,0.0694325,0.0447908,0.0387614,0.0385368,0.0442929,0.0289149,0.00985395,0.00874244,0.0170077,0.036114,0,0.0279855,0.0358888,0,0,0.0224252,0,0,0.0300305,0.0394352,0.0188735,0.0216968,0.0384328,0.0374866,0.0502221,0.0842857,0.075102,0.0381775,0.0604504,0.0343853,0.0404909,0.0737766,0.0199061,0.00660762,0.00699867,0.0208703,0.0226836,0,0,0,0,0.075107,0.0169544
175,0,0,0,0,0,0,0.0343502,0.0401992,0,0,0,0.0407021,0,0.0229394,0,0,0.0214923,0,0,0.0312374,0.0836591,0.0301797,0.0112177,0.0180554,0.0224086,0.0347211,0.0548032,0.0791372,0.0870959,0.0698589,0.0440064,0.0378199,0.0381235,0.0436938,0.0288774,0.0103277,0.00912604,0.0176173,0.0349737,0,0.0286442,0.0358101,0,0,0.0188801,0,0,0.0309977,0.0397133,0.0189551,0.0212796,0.0380352,0.0378024,0.0506841,0.0843654,0.0754052,0.0387727,0.0598634,0.033485,0.0400417,0.0734206,0.0197277,0.00714615,0.00845354,0.0204936,0.0228776,0,0,0,0,0.0751179,0.0180561
176,0,0,0,0,0,0,0.034427,0.0401104,0,0,0,0.0385395,0,0.0242895,0,0,0.0211158,0,0,0.0309915,0.0842193,0.0292797,0.0118947,0.018629,0.0229981,0.0345971,0.0549634,0.0788109,0.0867108,0.0696504,0.0432782,0.0368838,0.0377892,0.0431628,0.0275808,0.0104254,0.00860444,0.0182647,0.034872,0,0.0287258,0.0358181,0,0,0.0176799,0,0,0.0311898,0.0400207,0.019162,0.0211749,0.0382299,0.0376765,0.0506008,0.0842628,0.0753277,0.038652,0.0595126,0.0329291,0.0397677,0.0730948,0.0195975,0.00740481,0.00833066,0.0203621,0.0230758,0,0,0,0,0.0751943,0.0186789
177,0,0,0,0,0,0,0.0345205,0.0400248,0,0,0,0.0361412,0,0.0259906,0,0,0.0211079,0,0,0.0305432,0.0849692,0.028123,0.0127186,0.0198579,0.0235491,0.0345058,0.0550619,0.0783638,0.0862668,0.0694112,0.0424744,0.0357597,0.0373755,0.0424758,0.0260122,0.0101817,0.00870623,0.018525,0.0347867,0,0.0288979,0.0358996,0,0,0.0176253,0,0,0.0309707,0.0404475,0.0194515,0.0211045,0.0384707,0.0374535,0.0503637,0.0840295,0.0752328,0.0384339,0.0592574,0.0323752,0.0393741,0.0727297,0.0194922,0.00742602,0.00858101,0.0202757,0.0231736,0,0,0,0,0.0753703,0.0188454
178,0,0,0,0,0,0,0.0347996,0.0398637,0,0,0,0.0376109,0,0.0245949,0,0,0.0211148,0,0,0.0297661,0.0858922,0.0283525,0.0139683,0.0228953,0.0243399,0.0343417,0.0554189,0.0779023,0.085954,0.0694983,0.0411145,0.034239,0.0341516,0.0390577,0.0278463,0.00969851,0.0089032,0.019163,0.0352436,0,0.0291674,0.0361719,0,0,0.0174858,0,0,0.0306493,0.0409057,0.0197045,0.0212202,0.0389002,0.0371212,0.0502743,0.084061,0.0751787,0.0382501,0.0586717,0.0319128,0.0386969,0.0720701,0.0187403,0.00763059,0.00895913,0.0201347,0.0231625,0,0,0,0,0.075415,0.0190928
179,0,0,0,0,0,0,0.0349033,0.0398537,0,0,0,0.0331744,0,0.0289867,0,0,0.0210072,0,0,0.02977,0.0861687,0.0252604,0.0142971,0.0224399,0.0243353,0.0345046,0.0555074,0.0779474,0.0857625,0.0692976,0.0408906,0.0333783,0.0370587,0.0417385,0.0239223,0.00984703,0.00880146,0.0193197,0.0348969,0,0.0294298,0.0362484,0,0,0.0174337,0,0,0.030555,0.0414354,0.020108,0.0211356,0.0386227,0.0368932,0.0500797,0.0838755,0.0750133,0.0382029,0.0580772,0.0311706,0.0381859,0.0714589,0.0191008,0.00775022,0.00894345,0.0201432,0.0231724,0,0,0,0,0.0756013,0.018976
180,0,0,0,0,0,0,0.0350679,0.0398629,0,0,0,0.0332909,0,0.0281991,0,0,0.0210613,0,0,0.0297758,0.085998,0.0236741,0.0145943,0.0214948,0.0243301,0.0347894,0.0560766,0.0785158,0.0857729,0.0693435,0.0407364,0.0331111,0.0376708,0.0425233,0.0239776,0.009978,0.0088898,0.0193277,0.0347254,0,0.0296843,0.036343,0,0,0.0173075,0,0,0.0304663,0.0420806,0.0208359,0.0210803,0.0384022,0.0365788,0.0499146,0.0835777,0.0747349,0.0381449,0.0575648,0.0303417,0.037606,0.0706896,0.0196047,0.00794349,0.00889467,0.0202436,0.0232427,0,0,0,0,0.0758272,0.0189233
181,0,0,0,0,0,0,0.035152,0.0398781,0,0,0,0.0320719,0,0.0270218,0,0,0.0211567,0,0,0.0297889,0.0856244,0.0227031,0.0147608,0.0207344,0.0243618,0.0352458,0.0568798,0.0793123,0.0861094,0.0694532,0.0409543,0.0334172,0.0378767,0.0428557,0.024447,0.010192,0.00894869,0.0193747,0.0346177,0,0.0296572,0.0363815,0,0,0.0172789,0,0,0.0303583,0.0428902,0.0215233,0.0210344,0.0383045,0.0362685,0.0498107,0.0833086,0.0744877,0.0380253,0.0569415,0.0293766,0.0369529,0.0699317,0.0201481,0.00806193,0.00885105,0.0203248,0.0234072,0,0,0,0,0.0761216,0.0188389
182,0,0,0,0,0,0,0.0349757,0.0398318,0,0,0,0.0307589,0,0.0262041,0,0,0.0213039,0,0,0.0298373,0.0849426,0.0224779,0.0148239,0.0200672,0.024592,0.0359071,0.0575252,0.0804235,0.0866009,0.0693445,0.0417297,0.0346367,0.0372837,0.0423769,0.0245897,0.0104139,0.00898413,0.0194754,0.0343921,0,0.0293625,0.0362204,0,0,0.017294,0,0,0.0303202,0.0437547,0.0220007,0.0209284,0.0382729,0.0360504,0.0497936,0.0829963,0.0742583,0.0378231,0.0563348,0.0284378,0.0363428,0.0691877,0.021072,0.00805248,0.0088902,0.0202319,0.0237371,0,0,0,0,0.0764221,0.0187301
183,0,0,0,0,0,0,0.0344467,0.0397153,0,0,0,0.0309844,0,0.0263109,0,0,0.021418,0,0,0.0299942,0.0839312,0.0222439,0.0148809,0.019688,0.0252291,0.0366228,0.0578438,0.0816638,0.0869221,0.0692551,0.0429561,0.0363136,0.0367933,0.0419944,0.0242554,0.0106094,0.00898353,0.0196464,0.0340325,0,0.0289485,0.0358453,0,0,0.0170894,0,0,0.0304912,0.0448154,0.0222016,0.0206518,0.0382419,0.0359515,0.0498648,0.0826997,0.0740426,0.0375777,0.0559307,0.0277325,0.0358079,0.0685713,0.0226043,0.00800756,0.00884569,0.0199093,0.0243078,0,0,0,0,0.0767675,0.0187895
184,0,0,0,0,0,0,0.0336887,0.0395463,0,0,0,0.032123,0,0.0264345,0,0,0.0216382,0,0,0.0302893,0.0831598,0.0219908,0.0150614,0.0197245,0.026048,0.0372243,0.0582512,0.0824259,0.0868172,0.0694672,0.0439066,0.0374047,0.0369768,0.0422667,0.0238416,0.0106845,0.00907103,0.0197677,0.0337419,0,0.0285197,0.0353966,0,0,0.0170647,0,0,0.0306954,0.0464541,0.0222025,0.0201828,0.0382548,0.0358665,0.0499778,0.0824491,0.0739732,0.0374357,0.0557193,0.0272935,0.0354826,0.06807,0.0247239,0.00790143,0.00892441,0.0195138,0.025121,0,0,0,0,0.0771893,0.0186917
185,0,0,0,0,0,0,0.0330517,0.039382,0,0,0,0.0328892,0,0.0257885,0,0,0.0219481,0,0,0.0306003,0.0832576,0.0218226,0.0155578,0.0196492,0.0268662,0.0376129,0.0584903,0.0826837,0.0862063,0.0699218,0.0441605,0.0376528,0.0370974,0.0427171,0.0232409,0.0107106,0.0091403,0.0198812,0.0335246,0,0.0283607,0.0351526,0,0,0.0169684,0,0,0.0308938,0.0484577,0.0221583,0.0197882,0.0383419,0.0357919,0.0500296,0.0821407,0.0739981,0.0373766,0.0554498,0.0269237,0.0350981,0.0675397,0.0273731,0.00781165,0.00892936,0.0192932,0.0258783,0,0,0,0,0.0777021,0.0186126
186,0,0,0,0,0,0,0.0327426,0.0392969,0,0,0,0.0330019,0,0.0249461,0,0,0.0223528,0,0,0.0308472,0.0843828,0.0218187,0.0163531,0.0191397,0.0275066,0.0378727,0.0582778,0.0826756,0.0852022,0.069829,0.0438383,0.0373521,0.036837,0.0429986,0.0230313,0.0107735,0.00918342,0.0199233,0.0333538,0,0.0285433,0.0351082,0,0,0.0168771,0,0,0.0309634,0.0504796,0.0221403,0.0195451,0.0384461,0.0357671,0.049965,0.081762,0.0739879,0.0373313,0.0549119,0.0264544,0.0345361,0.0667964,0.03018,0.00779199,0.00886711,0.0192946,0.0263121,0,0,0,0,0.0783184,0.0185077
187,0,0,0,0,0,0,0.0328162,0.0392639,0,0,0,0.0331409,0,0.0243578,0,0,0.0226899,0,0,0.030961,0.0860001,0.0219585,0.0173283,0.0185161,0.0280869,0.0380464,0.0578182,0.0825227,0.0840652,0.068598,0.0432846,0.0368034,0.036592,0.0432207,0.0234432,0.0109087,0.00918962,0.0199264,0.0330269,0,0.0287465,0.0350511,0,0,0.0168362,0,0,0.0308619,0.0523145,0.0222883,0.01936,0.0384376,0.0358079,0.0498816,0.0812555,0.0738769,0.0372745,0.054062,0.0259914,0.0338379,0.0661223,0.0330686,0.00782257,0.00883535,0.0194418,0.026352,0,0,0,0,0.0789676,0.0183584
188,0,0,0,0,0,0,0.0330854,0.0392579,0,0,0,0.0331619,0,0.0241892,0,0,0.0228368,0,0,0.0308929,0.0875469,0.0225021,0.018115,0.0183231,0.0284971,0.038136,0.0572267,0.0820683,0.0830981,0.0668836,0.0428234,0.0363108,0.0364222,0.0434169,0.0241306,0.0110776,0.0091128,0.0199442,0.032596,0,0.029194,0.0348795,0,0,0.0169338,0,0,0.0307635,0.0538632,0.0224474,0.0192348,0.0381707,0.0359111,0.0497972,0.080678,0.0738076,0.037337,0.0532824,0.0257816,0.0331776,0.0656204,0.0359285,0.00778235,0.00875526,0.019616,0.0261931,0,0,0,0,0.0797352,0.0182949
189,0,0,0,0,0,0,0.0333052,0.0392409,0,0,0,0.0334911,0,0.024057,0,0,0.0228069,0,0,0.0307329,0.0886692,0.0229888,0.0185574,0.0182294,0.0287429,0.0380499,0.056627,0.0815883,0.0824057,0.0657729,0.0425545,0.0359997,0.0360959,0.0435032,0.0241177,0.0112089,0.0090249,0.0199439,0.0318407,0,0.0299527,0.0347102,0,0,0.0170885,0,0,0.0306428,0.05511,0.0227505,0.0192438,0.0377959,0.0360045,0.049539,0.0800057,0.0737278,0.0374004,0.0528597,0.025848,0.0328095,0.0652616,0.0385629,0.00764175,0.00875928,0.0197673,0.0260762,0,0,0,0,0.0806151,0.0182696
190,0,0,0,0,0,0,0.0332868,0.0392055,0,0,0,0.0340813,0,0.0238196,0,0,0.0227141,0,0,0.0305678,0.0892043,0.0230634,0.018573,0.0180628,0.0287848,0.0378846,0.0561987,0.0813827,0.0819547,0.0654867,0.04235,0.0358274,0.0356267,0.0434417,0.0233708,0.0112338,0.00907146,0.0198657,0.0310435,0,0.0307784,0.0346339,0,0,0.0173188,0,0,0.0305377,0.055935,0.0229519,0.0194299,0.0374786,0.0360787,0.0490296,0.0792975,0.0736549,0.0373918,0.052751,0.0260834,0.0327167,0.065127,0.0415293,0.00741791,0.00885278,0.0198697,0.02615,0,0,0,0,0.0814662,0.0182309
191,0,0,0,0,0,0,0.0330464,0.039191,0,0,0,0.0338765,0,0.0239764,0,0,0.0226211,0,0,0.0304668,0.0891523,0.0231829,0.0180795,0.0182072,0.028613,0.0376826,0.0561462,0.0813778,0.0817953,0.0655985,0.0421273,0.0356758,0.0350739,0.0430214,0.0229457,0.0111756,0.00899041,0.019892,0.0307073,0,0.031875,0.0346243,0,0,0.0173279,0,0,0.0304857,0.0562885,0.0226514,0.019777,0.0372247,0.0361665,0.0484059,0.0786035,0.0736785,0.0374757,0.0528375,0.0264227,0.0328915,0.0653541,0.0449196,0.00721442,0.00876618,0.019931,0.0263463,0,0,0,0,0.082205,0.0184018
192,0,0,0,0,0,0,0.0327556,0.0391922,0,0,0,0.0336269,0,0.0239446,0,0,0.022534,0,0,0.0304095,0.0887285,0.0228847,0.0176651,0.0184731,0.0286148,0.037497,0.0564272,0.0818201,0.0819742,0.0657523,0.0419953,0.0356188,0.0345626,0.042588,0.0228291,0.011068,0.0090292,0.0198848,0.0307272,0,0.0331376,0.0345855,0,0,0.0172784,0,0,0.0304156,0.0567663,0.0221778,0.0202471,0.0371612,0.0362495,0.0477094,0.0778937,0.073646,0.037331,0.0531309,0.0266565,0.0333303,0.0659807,0.0481492,0.00716414,0.00880133,0.0199566,0.0265017,0,0,0,0,0.0826864,0.0184887
193,0,0,0,0,0,0,0.0325112,0.0392325,0,0,0,0.0333641,0,0.0236364,0,0,0.0223723,0,0,0.0304677,0.0880426,0.0222648,0.017465,0.0184793,0.0287582,0.0373385,0.0569104,0.0825253,0.0825487,0.0660764,0.0420548,0.035759,0.0343881,0.0424369,0.0233568,0.0110202,0.00905762,0.0199632,0.0308177,0,0.0338116,0.0344837,0,0,0.0172888,0,0,0.0304121,0.0570143,0.0215153,0.0207335,0.0372404,0.0363412,0.0470476,0.0772789,0.073581,0.0370099,0.0534246,0.0265103,0.0337703,0.0666725,0.0499522,0.00721785,0.00882479,0.0198931,0.0264833,0,0,0,0,0.0829404,0.0185066
194,0,0,0,0,0,0,0.0323006,0.0392846,0,0,0,0.032817,0,0.0233979,0,0,0.0224009,0,0,0.0305255,0.0872568,0.0214492,0.0173884,0.0178835,0.0290079,0.0372711,0.057409,0.0830762,0.0834606,0.0666254,0.042209,0.0360341,0.0347095,0.0424792,0.0244477,0.0109157,0.00908687,0.0199712,0.0304783,0,0.0336723,0.0343355,0,0,0.0171828,0,0,0.0304806,0.0567605,0.0207763,0.0211697,0.0374454,0.0365158,0.0464857,0.0768596,0.0735529,0.0366451,0.0536577,0.0258951,0.0342464,0.0670597,0.0497842,0.0073709,0.00886851,0.019808,0.0264248,0,0,0,0,0.0830149,0.0185798
195,0,0,0,0,0,0,0.032154,0.0393239,0,0,0,0.0320165,0,0.0234122,0,0,0.0225412,0,0,0.0305736,0.0866136,0.0207284,0.0174788,0.0168117,0.0292127,0.0372306,0.0577986,0.0833852,0.0844501,0.0672102,0.0423797,0.0362852,0.0352064,0.0427047,0.0257787,0.0107537,0.00911938,0.0199117,0.0299557,0,0.0333276,0.0342107,0,0,0.0170149,0,0,0.0305407,0.0564019,0.0201493,0.0216289,0.0377439,0.0366456,0.0460985,0.0766311,0.0735,0.0362521,0.0538713,0.0253573,0.0345759,0.067283,0.0486488,0.00759977,0.00886345,0.0197876,0.0264099,0,0,0,0,0.0829671,0.0187286
196,0,0,0,0,0,0,0.0320227,0.0393401,0,0,0,0.0314296,0,0.0235176,0,0,0.022576,0,0,0.0306303,0.0863888,0.0202844,0.0174788,0.0157973,0.0291938,0.0371623,0.0580133,0.0835672,0.0851051,0.0675237,0.0425468,0.0364697,0.0357231,0.0430317,0.0272214,0.0106523,0.0090826,0.0199235,0.0298198,0,0.0331253,0.0341384,0,0,0.0170763,0,0,0.0304716,0.0561269,0.0196239,0.0220542,0.0380625,0.0366698,0.0458726,0.0764746,0.0734115,0.0358846,0.0540193,0.0249537,0.0349574,0.06767,0.0474499,0.00776956,0.00885531,0.0197772,0.026481,0,0,0,0,0.0828815,0.0187217
197,0,0,0,0,0,0,0.0318789,0.0393281,0,0,0,0.0309395,0,0.0237505,0,0,0.0226318,0,0,0.0306529,0.0865364,0.0204185,0.0173601,0.0153239,0.0289623,0.0370999,0.0581023,0.0836828,0.0853069,0.0675395,0.0425426,0.0364743,0.0360189,0.0431666,0.0284341,0.0105658,0.00910258,0.0198972,0.0300438,0,0.0330968,0.0340944,0,0,0.0170983,0,0,0.0304434,0.0559127,0.0192775,0.0224437,0.0383617,0.0366127,0.0456904,0.0763469,0.0732183,0.0355753,0.0540318,0.0245831,0.0353058,0.0679687,0.0464176,0.00782921,0.00885151,0.0197915,0.026604,0,0,0,0,0.0828877,0.0186728
198,0,0,0,0,0,0,0.0317749,0.0392932,0,0,0,0.0305077,0,0.0240118,0,0,0.0227084,0,0,0.030694,0.0868683,0.0209,0.0171614,0.0153117,0.0285466,0.037066,0.0580362,0.083756,0.0851583,0.0672619,0.0422159,0.0361272,0.0359326,0.0429999,0.0291732,0.0105484,0.00918254,0.0198375,0.030435,0,0.0332635,0.0340821,0,0,0.0172244,0,0,0.0304133,0.0557637,0.0189996,0.0227893,0.0386034,0.0364914,0.0454873,0.0761839,0.0729499,0.035287,0.0539719,0.0242724,0.0354074,0.0681491,0.0455817,0.00777733,0.00890864,0.0197867,0.0267171,0,0,0,0,0.0830612,0.0185643
199,0,0,0,0,0,0,0.0318027,0.0392824,0,0,0,0.0301204,0,0.0242588,0,0,0.0227172,0,0,0.030741,0.0872523,0.0214033,0.0169033,0.0154078,0.0278984,0.0370222,0.0579117,0.0837737,0.0848764,0.0669501,0.0416316,0.0354652,0.0355837,0.0427274,0.0295728,0.0106394,0.00919628,0.0198387,0.0308118,0,0.0335977,0.0340762,0,0,0.0172861,0,0,0.030368,0.0557346,0.0188064,0.0230938,0.0389008,0.0363385,0.0452458,0.0759912,0.0727572,0.034991,0.0539553,0.0240914,0.0355505,0.0682315,0.0449125,0.00774861,0.00886713,0.0197882,0.0267971,0,0,0,0,0.083316,0.0185757
