Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x68,x69,x70,x71,RGTR,RWRB
240,0,0,0,0,0,0,0.034785,0.0365183,0,0,0,0.0367239,0,0.0251182,0,0,0.0183992,0,0,0.0298822,0.0891714,0.0163723,0.0246,0.014886,0.0158844,0.0324945,0.0564105,0.0799382,0.084783,0.0663871,0.0376818,0.0309568,0.0339498,0.0414006,0.0182441,0.0121556,0.00859824,0.0185264,0.0437229,0,0.0250714,0.0324668,0,0,0.0466233,0,0,0,0.0323882,0.0289703,0.0257597,0.0384979,0.0440976,0.056413,0.0909329,0.0774658,0.0454609,0.0718699,0.0425249,0.0526287,0.0868124,0.0129576,0.0315843,0.0806524,0.0187488,0.0252058,0,0,0,0,0.0631657,0
241,0,0,0,0,0,0,0.0351149,0.036466,0,0,0,0.0372836,0,0.0250712,0,0,0.0181837,0,0,0.0297585,0.089279,0.0165438,0.0258354,0.0147802,0.0161525,0.032092,0.0562231,0.0798856,0.0846904,0.0664305,0.0374867,0.0307136,0.0337814,0.0413941,0.0175656,0.0122005,0.0085932,0.0183814,0.0306733,0,0.0294168,0.0328336,0,0,0.0466271,0,0,0,0.0347436,0.0294027,0.0361274,0.0382383,0.0441338,0.0567647,0.0864585,0.0751275,0.0454354,0.0717282,0.0404607,0.0527109,0.0878343,0.0267884,0.0316216,0.0807515,0.0188001,0.0250052,0,0,0,0,0.0641671,0
242,0,0,0,0,0,0,0.0349976,0.036264,0,0,0,0.0373688,0,0.0248929,0,0,0.0182641,0,0,0.0296444,0.0893572,0.016466,0.0253136,0.014918,0.0155258,0.0322616,0.0556536,0.0798397,0.0843143,0.0657881,0.0376566,0.0308971,0.0339809,0.0415984,0.0174067,0.0122216,0.00856685,0.0184044,0.0434801,0,0.0249308,0.0326725,0,0,0.0473495,0,0,0,0.032479,0.0282533,0.0253326,0.0382198,0.0443913,0.056084,0.0912515,0.0774678,0.0446346,0.071569,0.042623,0.0522145,0.0863058,0.0134082,0.0320167,0.0826608,0.0186229,0.0253023,0,0,0,0,0.0633302,0
243,0,0,0,0,0,0,0.0348684,0.0380469,0,0,0,0.0372174,0,0.0248865,0,0,0.0187852,0,0,0.0296644,0.0889849,0.0168607,0.0242222,0.0146892,0.0152799,0.0317659,0.0557547,0.0802399,0.0844478,0.0656536,0.0374959,0.0307558,0.0341494,0.0415762,0.0174874,0.0111911,0.00851926,0.0185608,0.044417,0,0.0240507,0.0351378,0,0,0.0491474,0,0,0.0511,0.0325732,0.0269128,0.0247317,0.0380392,0.0401181,0.0556477,0.0916487,0.0771938,0.0436583,0.0713761,0.0428888,0.0518592,0.0857902,0.0135112,0.0293215,0.0900213,0.0200375,0.0231475,0,0,0,0,0.0636256,0
244,0,0,0,0,0,0,0.0348713,0.0365434,0,0,0,0.0375962,0,0.0246302,0,0,0.018302,0,0,0.0294341,0.0894149,0.0166209,0.0255959,0.0150283,0.0149482,0.0320166,0.0551275,0.0800587,0.0840588,0.0652383,0.0376435,0.030955,0.034271,0.0416189,0.0170038,0.0119607,0.00850429,0.0184638,0.044246,0,0.023866,0.0332351,0,0,0.0436415,0,0,0,0.0332152,0.0266972,0.0246299,0.0380429,0.0435163,0.0550842,0.0913652,0.0768592,0.0429899,0.0709316,0.042728,0.0513224,0.085204,0.0138916,0.029774,0.0730579,0.0188476,0.024941,0,0,0,0,0.0640113,0
245,0,0,0,0,0,0,0.035579,0.0380492,0,0,0,0.0373312,0,0.0246577,0,0,0.0192989,0,0,0.0296682,0.0888001,0.0173939,0.0239888,0.0149655,0.0150961,0.0309192,0.0556029,0.0805407,0.0844741,0.0654372,0.0372185,0.0305299,0.0341467,0.0414448,0.0171445,0.010485,0.00855979,0.0186985,0.0439614,0,0.0234944,0.0365895,0,0,0.00951294,0,0,0,0.0341261,0.0250784,0.0247236,0.0379145,0.0397744,0.0544853,0.0909833,0.0763817,0.0416014,0.0705417,0.0426634,0.0508567,0.0846614,0.0147515,0.0126986,0,0.0202308,0.0225368,0,0,0,0,0.0644675,0
246,0,0,0,0,0,0,0.0351246,0.0383768,0,0,0,0.0372401,0,0.0244462,0,0,0.0191871,0,0,0.029509,0.0889193,0.0176355,0.0244928,0.0145188,0.0150051,0.0311056,0.0554147,0.0805044,0.084368,0.0652096,0.0371049,0.0304651,0.0341756,0.0414408,0.0170755,0.0105795,0.00858679,0.0185885,0.0437015,0,0.0233687,0.0362342,0,0,0.0111517,0,0,0,0.0349792,0.0243509,0.0247752,0.0376913,0.0390554,0.0538319,0.0903201,0.076054,0.0404857,0.0700394,0.0424002,0.0504033,0.0840734,0.0152633,0.0136002,0.003487,0.02035,0.0216784,0,0,0,0,0.0650535,0
247,0,0,0,0,0,0,0.0349656,0.0385974,0,0,0,0.037146,0,0.0242758,0,0,0.0192192,0,0,0.0293548,0.0890549,0.0181108,0.0249692,0.0141563,0.0149155,0.0310102,0.0553783,0.0805721,0.0843696,0.0650426,0.0368932,0.0304121,0.034171,0.0414772,0.0170253,0.0104872,0.00854718,0.0185172,0.0439392,0,0.023454,0.0363357,0,0,0.00878797,0,0,0,0.0345103,0.0237672,0.0247426,0.03756,0.0387,0.0534792,0.0899061,0.0757152,0.0395017,0.0695007,0.0419666,0.0500016,0.0836293,0.0155,0.0121017,0.00450973,0.020537,0.0214174,0,0,0,0,0.0654433,0
248,0,0,0,0,0,0,0.0350723,0.0384526,0,0,0,0.0371658,0,0.0240774,0,0,0.0192789,0,0,0.0291874,0.089199,0.0186803,0.0257914,0.0137983,0.0147841,0.0306831,0.0554025,0.080625,0.084393,0.0649916,0.036698,0.0303428,0.0341622,0.0415993,0.0168359,0.010348,0.00851204,0.0184175,0.044367,0,0.0227304,0.0365077,0,0,0.00908671,0,0,0,0.031575,0.0237512,0.0244281,0.037461,0.0390241,0.0538317,0.0901646,0.0757929,0.038988,0.0689529,0.0414023,0.0497495,0.0835674,0.0154301,0.0122735,0.00390276,0.0206346,0.0216259,0,0,0,0,0.0653613,0
249,0,0,0,0,0,0,0.0354353,0.0389199,0,0,0,0.0374379,0,0.0236436,0,0,0.0192741,0,0,0.0290398,0.0890191,0.0193661,0.0263575,0.0135557,0.0147506,0.0302879,0.0558003,0.0808121,0.0845953,0.0651896,0.0363679,0.0300933,0.034103,0.0415986,0.0165823,0.010103,0.00852252,0.0183002,0.04372,0,0.0208795,0.0375716,0,0,0.0141871,0,0,0.0242018,0.0265039,0.0243372,0.0233346,0.0376673,0.037868,0.05485,0.0911834,0.0761205,0.0390354,0.0688528,0.0410641,0.0497377,0.0836059,0.0154046,0.0117097,0.0144662,0.0213294,0.0205974,0,0,0,0,0.0646546,0
250,0,0,0,0,0,0,0.0358614,0.0388844,0,0,0,0.0373522,0,0.0228205,0,0,0.0187634,0,0,0.0288707,0.0884778,0.0197957,0.0266085,0.0135423,0.0143072,0.0301606,0.0564762,0.0810613,0.0849063,0.0653445,0.0361287,0.0299699,0.0340706,0.0416295,0.0167332,0.0104255,0.00851542,0.0181541,0.0435986,0,0.0188533,0.0380242,0,0,0.0143818,0,0,0.0245206,0.0221424,0.0252793,0.021487,0.0384593,0.0381971,0.0555878,0.0922835,0.0767287,0.0395156,0.0698616,0.0419425,0.0502436,0.0838764,0.015272,0.011955,0.0146324,0.0214784,0.0196707,0,0,0,0,0.0639683,0
251,0,0,0,0,0,0,0.0358662,0.0387369,0,0,0,0.0364563,0,0.0218117,0,0,0.0182221,0,0,0.0287777,0.0874681,0.0203797,0.0263649,0.0134922,0.0135018,0.0303176,0.0575947,0.081637,0.0855868,0.065524,0.0360792,0.0300805,0.0340789,0.0417387,0.0178819,0.0106833,0.00848609,0.0180626,0.0453147,0,0.0188653,0.0381065,0,0,0.0145151,0,0,0.024881,0.0210577,0.0263086,0.0206795,0.0393958,0.0386533,0.0552695,0.0926722,0.0773036,0.040532,0.071394,0.044061,0.0512827,0.0847646,0.0154397,0.0121399,0.0149638,0.021217,0.0187538,0,0,0,0,0.063484,0
252,0,0,0,0,0,0,0.0348988,0.0383879,0,0,0,0.0352516,0,0.020935,0,0,0.0180868,0,0,0.0288713,0.0865489,0.0217167,0.0261295,0.0133017,0.0131873,0.0303691,0.0588746,0.082474,0.0864977,0.0657931,0.0362307,0.0304435,0.0339666,0.0417992,0.020096,0.0105591,0.00853169,0.0179659,0.0463948,0,0.019783,0.0376121,0,0,0.0146827,0,0,0.0253254,0.0227512,0.0270942,0.0226606,0.0400313,0.0391277,0.0544359,0.0926013,0.0776305,0.0414888,0.0720218,0.045565,0.0515841,0.0849218,0.0156874,0.0122,0.0152778,0.020606,0.0183283,0,0,0,0,0.0635548,0
253,0,0,0,0,0,0,0.0336215,0.0379506,0,0,0,0.033552,0,0.0207429,0,0,0.0186426,0,0,0.0293042,0.0858963,0.0239331,0.0260069,0.0127854,0.013609,0.0302982,0.0600994,0.0832303,0.0875814,0.0665138,0.0361819,0.030674,0.0337639,0.0416422,0.0238971,0.0101166,0.00867283,0.017918,0.0455162,0,0.0206288,0.0371198,0,0,0.0148,0,0,0.0256658,0.0255008,0.0269542,0.0256156,0.040233,0.0395439,0.0534387,0.0920169,0.0769712,0.0410756,0.0714754,0.0456158,0.0507866,0.0839272,0.01624,0.0122151,0.0155219,0.0200196,0.0186524,0,0,0,0,0.0644098,0
254,0,0,0,0,0,0,0.032507,0.0376151,0,0,0,0.0317809,0,0.0210534,0,0,0.0194435,0,0,0.0297654,0.0854225,0.0263068,0.0261448,0.0123168,0.0144491,0.0302977,0.0610913,0.0838481,0.0885878,0.0672457,0.0357913,0.0304669,0.033602,0.0414247,0.0286076,0.00969369,0.00884076,0.0179416,0.043904,0,0.0214935,0.0367327,0,0,0.0149264,0,0,0.0257897,0.028471,0.0258466,0.0272332,0.0402452,0.0399355,0.0524363,0.0907938,0.074948,0.0389737,0.070425,0.0446229,0.0496673,0.0825958,0.0179957,0.0123657,0.0156082,0.0196759,0.019255,0,0,0,0,0.0658232,0
255,0,0,0,0,0,0,0.0319837,0.0374862,0,0,0,0.0301241,0,0.0217358,0,0,0.0199933,0,0,0.0299621,0.0850272,0.0284262,0.0264064,0.0123611,0.0155609,0.0304639,0.0620103,0.084363,0.0894107,0.0675487,0.0353045,0.0298887,0.0335301,0.0413293,0.0338251,0.00954963,0.00875595,0.0181181,0.0433052,0,0.0223517,0.0362916,0,0,0.0152544,0,0,0.0256563,0.0311811,0.0242435,0.0272469,0.0400082,0.0402508,0.0516162,0.0893076,0.0729884,0.0364327,0.0695921,0.0435359,0.0489145,0.0818195,0.0203878,0.0124114,0.0153741,0.0195348,0.0197347,0,0,0,0,0.0676368,0
256,0,0,0,0,0,0,0.0319354,0.0375124,0,0,0,0.0286951,0,0.0225746,0,0,0.0203568,0,0,0.0297902,0.0849037,0.0302896,0.0264947,0.0128444,0.0168235,0.0307185,0.0630473,0.084943,0.0902298,0.0680218,0.0347609,0.0291683,0.0335025,0.041205,0.0392389,0.00968109,0.00860976,0.0182178,0.0435189,0,0.0231659,0.0357897,0,0,0.0151585,0,0,0.0253715,0.0332223,0.0235372,0.0265082,0.0396427,0.0405371,0.0508464,0.0877181,0.0719403,0.0351216,0.0692169,0.0427738,0.0486847,0.0818178,0.0218233,0.0125952,0.0153514,0.0194647,0.0205079,0,0,0,0,0.0693119,0
257,0,0,0,0,0,0,0.0320715,0.0376663,0,0,0,0.0274449,0,0.0234961,0,0,0.0204871,0,0,0.0295152,0.085257,0.0318447,0.0263931,0.0136005,0.0179237,0.0310917,0.0635427,0.0851753,0.0907517,0.068471,0.0345487,0.0288274,0.0334809,0.0411692,0.0449924,0.00989421,0.00848781,0.018313,0.0446487,0,0.0230934,0.0352091,0,0,0.0154049,0,0,0.0249075,0.0342175,0.0242878,0.0259939,0.0393914,0.040572,0.049963,0.0865939,0.0720144,0.0353663,0.0689952,0.0424828,0.0485305,0.0819715,0.0213882,0.0125713,0.0147002,0.0193661,0.021572,0,0,0,0,0.0706085,0
258,0,0,0,0,0,0,0.0321938,0.037749,0,0,0,0.0267028,0,0.0246342,0,0,0.0204642,0,0,0.0292752,0.0859553,0.0330943,0.0259079,0.0141691,0.0186097,0.0314746,0.0636614,0.0850233,0.0911385,0.0689133,0.0346836,0.0288058,0.0336871,0.0414204,0.0508672,0.00997705,0.00842387,0.0183767,0.0451492,0,0.0227022,0.0346901,0,0,0.0156874,0,0,0.0246867,0.0344554,0.0244483,0.0256556,0.0391814,0.0404714,0.0495977,0.0863341,0.0727655,0.0362595,0.0686595,0.0423952,0.0481684,0.0817414,0.0207589,0.0124743,0.0140753,0.01924,0.0219568,0,0,0,0,0.0711271,0
259,0,0,0,0,0,0,0.032073,0.0372929,0,0,0,0.0268764,0,0.0255804,0,0,0.0202616,0,0,0.0290112,0.0868603,0.034033,0.0255321,0.0148065,0.0187162,0.0319443,0.0633648,0.084439,0.0913383,0.0692001,0.0351285,0.0290834,0.0342368,0.0420071,0.0555741,0.0101697,0.0084319,0.0183205,0.0442834,0,0.022665,0.0338106,0,0,0.0109929,0,0,0,0.0343352,0.0236536,0.0255383,0.0389039,0.0416535,0.0501065,0.0870244,0.0738497,0.0372874,0.0683037,0.0425205,0.0477518,0.0811955,0.0210797,0.0131399,0.00716753,0.0187353,0.022642,0,0,0,0,0.071074,0
260,0,0,0,0,0,0,0.0321682,0.0368931,0,0,0,0.0274742,0,0.0259574,0,0,0.020521,0,0,0.0288461,0.0875133,0.0347219,0.0248492,0.0154384,0.0184646,0.0322073,0.0629356,0.0836926,0.0914948,0.0695497,0.035538,0.0295083,0.0349449,0.0426252,0.0581376,0.0098943,0.00843823,0.0182866,0.0420171,0,0.0229535,0.0338634,0,0,0.0120923,0,0,0,0.0345085,0.0217587,0.0258425,0.0386758,0.042474,0.0513154,0.0884352,0.0752668,0.0382182,0.0680906,0.0426466,0.0474298,0.0807783,0.0229337,0.0144039,0,0.018518,0.0230344,0,0,0,0,0.0706956,0
261,0,0,0,0,0,0,0.0320841,0.0370041,0,0,0,0.0279499,0,0.0259206,0,0,0.0205449,0,0,0.0288089,0.0878717,0.0350341,0.0239814,0.0161954,0.0182583,0.0325944,0.0624261,0.0829789,0.0915308,0.0696862,0.0360558,0.0300953,0.0357058,0.0432911,0.0591713,0.0098215,0.00843739,0.0183242,0.0393596,0,0.0231463,0.034034,0,0,0.0119944,0,0,0,0.0348711,0.0211122,0.0267803,0.0389615,0.0422719,0.0520878,0.0896083,0.076267,0.0386644,0.0680991,0.0427282,0.0473105,0.0808198,0.0258939,0.0143474,0,0.0185902,0.0230152,0,0,0,0,0.0705821,0
262,0,0,0,0,0,0,0.0326175,0.0377697,0,0,0,0.0282767,0,0.0257365,0,0,0.0209153,0,0,0.028906,0.0876,0.0351615,0.0219136,0.0164387,0.0189766,0.0325627,0.0623971,0.0828378,0.0920331,0.0700802,0.0364715,0.0306581,0.0365906,0.0439633,0.0598108,0.00939509,0.00852918,0.0183122,0.0362599,0,0.0236125,0.0354367,0,0,0.0403053,0,0,0,0.0354214,0.0208702,0.0274509,0.0396093,0.0414842,0.052016,0.0896932,0.0762718,0.0381798,0.068144,0.0426275,0.0473805,0.0809623,0.0301923,0.017253,0.0694987,0.0192655,0.0221953,0,0,0,0,0.0704632,0
263,0,0,0,0,0,0,0.0328794,0.0377726,0,0,0,0.0287343,0,0.0253292,0,0,0.0209262,0,0,0.0289736,0.0875975,0.0349003,0.020872,0.0167312,0.0189617,0.0324295,0.0620061,0.0825468,0.0921432,0.0699304,0.0373987,0.031671,0.0376913,0.0449716,0.0605569,0.00937583,0.00862319,0.0182278,0.0283666,0,0,0.035771,0,0,0.0433236,0,0,0,0.0369378,0.0216818,0.0268915,0.0401313,0.041548,0.0518739,0.0895153,0.0764775,0.0376977,0.0679048,0.0422379,0.0475431,0.0812257,0.0328924,0.0181168,0.0740222,0.0193624,0.0215868,0,0,0,0,0.0690908,0
264,0,0,0,0,0,0,0.0324941,0.0376569,0,0,0,0.0293597,0,0.0248614,0,0,0.0210317,0,0,0.0291067,0.0877676,0.0346492,0.0193453,0.0174857,0.0197308,0.0326386,0.0612234,0.0821508,0.0918834,0.0692929,0.0386083,0.0329049,0.0389248,0.0461884,0.061588,0.00945662,0.00851992,0.0183896,0.031914,0,0.025231,0.0355608,0,0,0.0427779,0,0,0,0.0373278,0.0203236,0.0276182,0.0396236,0.0415237,0.050885,0.0886212,0.0752363,0.0367041,0.0675743,0.0419483,0.0468842,0.0800912,0.0389179,0.0176444,0.0730091,0.0191757,0.02196,0,0,0,0,0.0682785,0
265,0,0,0,0,0,0,0.0320587,0.037493,0,0,0,0.0298613,0,0.0244777,0,0,0.0212751,0,0,0.0292344,0.088267,0.0346115,0.0176557,0.0186791,0.0209269,0.0330431,0.0604901,0.0817459,0.0913678,0.0685056,0.0397858,0.0339317,0.0400309,0.0473866,0.0620978,0.00954926,0.00854266,0.0184794,0.0207324,0,0,0.0352312,0,0,0.0424328,0,0,0,0.0356519,0.0195645,0.028462,0.0385574,0.041373,0.0494086,0.0863027,0.072972,0.0352691,0.0702901,0.0434017,0,0.0836729,0.0408874,0.0170329,0.0725035,0.0189308,0.0221905,0,0,0,0,0.0705384,0
266,0,0,0,0,0,0,0.0325031,0.0375695,0,0,0,0.030288,0,0.0244067,0,0,0.0209527,0,0,0.0292368,0.0884379,0.0347587,0.0168418,0.0189781,0.0212736,0.0322939,0.0602745,0.0818044,0.0912829,0.0683946,0.0403215,0.0344444,0.0405586,0.0480708,0.0631022,0.00955673,0.00855383,0.0182628,0.0301806,0,0.0269443,0.0355635,0,0,0.0426444,0,0,0,0.039399,0.0219383,0.0284224,0.0381951,0.0413513,0.0506756,0.0887658,0.0745326,0.0364686,0.0674545,0.0414923,0.0464161,0.0796626,0.0428769,0.0169971,0.0728537,0.0192751,0.0214187,0,0,0,0,0.0674723,0
267,0,0,0,0,0,0,0.0329375,0.037851,0,0,0,0.0305776,0,0.0244593,0,0,0.0207977,0,0,0.0292379,0.0890298,0.0348061,0.0161586,0.0193246,0.0214259,0.0318025,0.0599512,0.0816122,0.0910068,0.0681599,0.0404454,0.0347087,0.0407356,0.0484874,0.0636546,0.00951122,0.00857021,0.0180856,0.0235718,0,0,0.0358818,0,0,0.0410451,0,0,0,0.0410574,0.0222041,0.0274812,0.0375265,0.0411045,0.0514619,0.0896303,0.0753968,0.0370981,0.0672335,0.0411349,0.0465322,0.0802057,0.0417031,0.0164014,0.0706383,0.0197219,0.0213415,0,0,0,0,0.0655586,0
268,0,0,0,0,0,0,0.0329415,0.0374772,0,0,0,0.0308754,0,0.0244024,0,0,0.02061,0,0,0.0291944,0.0902505,0.0346165,0.0163895,0.0199354,0.0210887,0.0318884,0.0589108,0.080795,0.0901192,0.0674694,0.0408411,0.0351169,0.0415038,0.0489796,0.0642102,0.00977289,0.00854981,0.0179853,0.0232519,0,0,0.0347872,0,0,0.0114796,0,0,0,0.0415593,0.022943,0.0267894,0.0369417,0.0413858,0.0518428,0.0897727,0.0755061,0.0377324,0.0668647,0.0407876,0.0462619,0.0801471,0.0411983,0.0138507,0,0.0194761,0.0221358,0,0,0,0,0.0653513,0
269,0,0,0,0,0,0,0.0328993,0.038053,0,0,0,0.031047,0,0.0246819,0,0,0.0206535,0,0,0.0291263,0.0909848,0.0345455,0.0155537,0.0200627,0.0214701,0.0321272,0.0582433,0.0803037,0.0896012,0.0672444,0.0408474,0.0351051,0.0417601,0.0491879,0.0647605,0.00962949,0.00861111,0.0178679,0.0295029,0,0.0283731,0.0347922,0,0,0.0106567,0,0,0.00333554,0.0408583,0.0195842,0.0268512,0.0362365,0.0406994,0.0518163,0.0894248,0.0748054,0.0375429,0.0666346,0.0405592,0.0457075,0.0795163,0.0423314,0.0131956,0,0.019812,0.0218849,0,0,0,0,0.0660903,0
270,0,0,0,0,0,0,0.0326033,0.0381188,0,0,0,0.03113,0,0.0249469,0,0,0.020835,0,0,0.0291012,0.0918665,0.0343793,0.0149576,0.0205627,0.0223141,0.0327239,0.0573199,0.0796006,0.0887712,0.0667371,0.0409447,0.0351054,0.0419309,0.0493946,0.064922,0.00954829,0.00866063,0.0179632,0.0267878,0,0.0290359,0.0345052,0,0,0.0107091,0,0,0.00333013,0.0368771,0.0165344,0.0274136,0.0355059,0.0406192,0.05061,0.0868107,0.07263,0.0365238,0.0691246,0.041897,0,0.0826795,0.0422137,0.0130862,0,0.0196997,0.0222662,0,0,0,0,0.0689716,0
271,0,0,0,0,0,0,0.0332901,0.0382643,0,0,0,0.0309596,0,0.0251045,0,0,0.0205854,0,0,0.0288469,0.0918609,0.0342075,0.0151216,0.019973,0.0216669,0.0319113,0.0573502,0.0796399,0.0889496,0.0673519,0.0405049,0.0346633,0.0418702,0.0488812,0.065111,0.00949782,0.00882518,0.0174762,0.0302547,0,0.0283626,0.0351288,0,0,0.0108758,0,0,0.00343918,0.0401899,0.0185718,0.0259086,0.0358359,0.0405754,0.0525852,0.0895312,0.0756291,0.0382247,0.0662187,0.0398583,0.0456201,0.0795346,0.0391909,0.0133931,0,0.0202695,0.0211756,0,0,0,0,0.0686225,0
272,0,0,0,0,0,0,0.0335969,0.0378242,0,0,0,0.0307874,0,0.025118,0,0,0.0205179,0,0,0.0287607,0.092025,0.0338963,0.015199,0.0199234,0.0221824,0.0317277,0.0568752,0.079337,0.0886392,0.0673815,0.0404344,0.0345712,0.0418344,0.0487387,0.0649338,0.00948154,0.0085953,0.0177275,0.030725,0,0.0283416,0.0352153,0,0,0.0118088,0,0,0,0.0398295,0.0188074,0.0254111,0.0357786,0.0411912,0.0526528,0.0893599,0.0760276,0.0386616,0.066051,0.0395431,0.045739,0.0797155,0.0375806,0.0142302,0,0.0202061,0.0212556,0,0,0,0,0.067782,0
273,0,0,0,0,0,0,0.0333537,0.0388801,0,0,0,0.0304881,0,0.0253185,0,0,0.0205264,0,0,0.0286433,0.0917422,0.0337121,0.0148067,0.0196156,0.0224439,0.0319648,0.0568307,0.0793772,0.0885932,0.0675115,0.0403652,0.0344724,0.0417341,0.0486739,0.0645219,0.00928348,0.00857507,0.0177648,0.0313985,0,0.0282832,0.0361282,0,0,0.0151368,0,0,0.0238433,0.0395052,0.0191345,0.0251538,0.0357361,0.0387312,0.0529126,0.0894936,0.0761827,0.038886,0.0658227,0.0392879,0.0458632,0.0798232,0.0357929,0.0119086,0.0154337,0.021101,0.0199659,0,0,0,0,0.0694885,0
274,0,0,0,0,0,0,0.0338426,0.0376502,0,0,0,0.0303803,0,0.0252508,0,0,0.0204702,0,0,0.0283981,0.0918563,0.0333635,0.015063,0.0197565,0.0222591,0.0318558,0.0564261,0.0792081,0.0881851,0.0672202,0.0406279,0.0347179,0.041937,0.0488837,0.0638051,0.00956147,0.00846884,0.0177223,0.0320496,0,0.0282807,0.0355279,0,0,0.011701,0,0,0,0.039402,0.0195698,0.0248216,0.0359962,0.041032,0.0530913,0.0895853,0.0762551,0.0393166,0.0656969,0.039025,0.0457312,0.0798273,0.0341108,0.014663,0,0.0205368,0.0208094,0,0,0,0,0.0705833,0
275,0,0,0,0,0,0,0.033615,0.0387731,0,0,0,0.0302552,0,0.0251423,0,0,0.0204403,0,0,0.0282339,0.0916896,0.0328882,0.0147952,0.0195735,0.0228246,0.0322056,0.0564694,0.0793873,0.088202,0.0673754,0.0407466,0.0350086,0.042123,0.049019,0.0628164,0.00948782,0.0084336,0.0177613,0.0323973,0,0.0283183,0.0363573,0,0,0.0153555,0,0,0.0233195,0.0393857,0.0196081,0.024505,0.0358172,0.0385596,0.0531404,0.0895091,0.0762818,0.0396776,0.0656305,0.0388195,0.0457014,0.0798264,0.0329059,0.0125497,0.0142035,0.0214215,0.0196225,0,0,0,0,0.0706909,0
276,0,0,0,0,0,0,0.0340448,0.038791,0,0,0,0.0299792,0,0.0249768,0,0,0.0202532,0,0,0.0280955,0.0915844,0.0323148,0.0148782,0.0193883,0.0228534,0.0320219,0.0565456,0.0795415,0.0881745,0.0675646,0.0410343,0.035354,0.0424071,0.0492666,0.0614433,0.00962171,0.00837903,0.0176723,0.0267958,0,0,0.0366409,0,0,0.0152117,0,0,0.0232778,0.0401036,0.0206879,0.0233287,0.0357775,0.0385294,0.0536907,0.0899078,0.0772658,0.0406022,0.0653035,0.03813,0.045769,0.0802207,0.0301828,0.01261,0.0144169,0.0216774,0.0192279,0,0,0,0,0.0700392,0
277,0,0,0,0,0,0,0.033726,0.038275,0,0,0,0.029722,0,0.0246845,0,0,0.0201991,0,0,0.0279649,0.0917622,0.0316973,0.0148512,0.01968,0.0232411,0.0325734,0.05614,0.0794775,0.0876819,0.0672678,0.0416416,0.0359416,0.0429913,0.049898,0.0598872,0.0100149,0.00834698,0.0177471,0.0330265,0,0.0283111,0.0356632,0,0,0.0112644,0,0,0,0.0395219,0.0199007,0.0238469,0.0356825,0.0398229,0.0534193,0.0894478,0.0764946,0.0404473,0.0653139,0.0382201,0.0453995,0.0796404,0.0306795,0.0138364,0.0043112,0.0211867,0.0201252,0,0,0,0,0.0706109,0
278,0,0,0,0,0,0,0.0338308,0.0388225,0,0,0,0.0294556,0,0.0244953,0,0,0.0205302,0,0,0.0280853,0.091531,0.031058,0.0145847,0.0193636,0.0238306,0.0326065,0.0563433,0.0798438,0.0877324,0.0675214,0.0418095,0.0361694,0.0433331,0.0503124,0.0580193,0.00961522,0.00842462,0.0177665,0.0334026,0,0.0283391,0.0364959,0,0,0.0151686,0,0,0.0231847,0.0394756,0.0197977,0.0236069,0.035569,0.0382473,0.053596,0.0895174,0.0767588,0.0407289,0.0652068,0.0380018,0.0454731,0.0794715,0.029809,0.01229,0.0136216,0.0215703,0.0195589,0,0,0,0,0.0706562,0
279,0,0,0,0,0,0,0.0337469,0.0387473,0,0,0,0.0293287,0,0.024472,0,0,0.0205865,0,0,0.0281284,0.0915145,0.0302247,0.0146228,0.0191582,0.0240396,0.0327794,0.0562957,0.0799765,0.0875739,0.067573,0.0420723,0.0364715,0.0435996,0.0505302,0.0561585,0.00966091,0.00849226,0.0177254,0.0337043,0,0.0284355,0.0363008,0,0,0.015877,0,0,0.0236992,0.0394245,0.0200513,0.0233396,0.0356637,0.0383653,0.0538334,0.0896211,0.0769804,0.041062,0.0650877,0.0377698,0.0454294,0.0795314,0.0289875,0.0131834,0.0155011,0.0214361,0.0196705,0,0,0,0,0.0706152,0
280,0,0,0,0,0,0,0.0342248,0.0375394,0,0,0,0.0292552,0,0.0241679,0,0,0.0207388,0,0,0.0281525,0.0915648,0.029554,0.0148311,0.0190816,0.0239722,0.0325439,0.0559791,0.0798843,0.0872093,0.0673974,0.04236,0.036768,0.0437946,0.0505841,0.0542285,0.00974238,0.00842515,0.0177461,0.0340413,0,0.0284846,0.0357012,0,0,0.0118274,0,0,0,0.0393822,0.0204216,0.0230879,0.0358134,0.0407933,0.0540536,0.0897118,0.0771843,0.0414125,0.0649621,0.0375598,0.045346,0.0795908,0.0281717,0.0151041,0,0.0206529,0.0206516,0,0,0,0,0.0704978,0
