Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73
90,0,0,0,0,0,0,0.0394781,0.0450445,0,0,0,0.13549,0,0.067181,0,0,0.0137145,0,0,0.0280668,0.112673,0.278107,0.0154662,0.00890383,0.0265524,0.0147645,0.0668538,0.0794719,0.100417,0.084142,0.0335219,0.0322884,0.0605747,0.0753405,0.178764,0.0201987,0.00990437,0.0152747,0.0391887,0,0.0213557,0.0417269,0,0,0.0151645,0,0,0.0382303,0.0735885,0.0296248,0.0184303,0.0196208,0.0551706,0.0288205,0.0669857,0.101376,0.0864474,0.0455246,0.0719068,0.0436481,0.0533425,0.0872846,0.0216496,0.0110814,0.0108608,0.0156996,0.0260991,0.0170568,0,0,0,0
91,0,0,0,0,0,0,0.0397062,0.0450033,0,0,0,0.136233,0,0.0669497,0,0,0.0136777,0,0,0.028079,0.112979,0.278094,0.0154395,0.00903375,0.0261677,0.014659,0.0669684,0.0795027,0.100528,0.0843469,0.0335043,0.0323023,0.0605998,0.0752772,0.178345,0.0203711,0.00991011,0.0152466,0.0396625,0,0.0215922,0.0419155,0,0,0.0150735,0,0,0.0383499,0.0730351,0.0292897,0.0190228,0.0196708,0.0552143,0.028741,0.0674861,0.10152,0.0865458,0.0461218,0.0723936,0.0438126,0.0537303,0.087842,0.0206421,0.0111823,0.0107559,0.0155857,0.0261961,0.0169094,0,0,0,0
92,0,0,0,0,0,0,0.0399427,0.0450213,0,0,0,0.136746,0,0.0666871,0,0,0.0136401,0,0,0.0280456,0.113165,0.278282,0.0158241,0.00909903,0.0256256,0.014524,0.066967,0.0794882,0.1006,0.0844134,0.0333604,0.0322579,0.060588,0.0752254,0.177904,0.0204895,0.0100208,0.0153621,0.0400432,0,0.0218299,0.0421778,0,0,0.0148349,0,0,0.0387149,0.0724213,0.029164,0.0198123,0.0200516,0.0552876,0.0287259,0.0681222,0.101699,0.0866271,0.0468809,0.0728208,0.0438925,0.054105,0.0884006,0.0200845,0.0112681,0.0104891,0.0154143,0.0262952,0.0167088,0,0,0,0
93,0,0,0,0,0,0,0.0403546,0.0447342,0,0,0,0.136974,0,0.0664412,0,0,0.0135728,0,0,0.0279908,0.113783,0.277781,0.0154127,0.00961756,0.0253944,0.0145377,0.0671143,0.0794848,0.100731,0.0846202,0.0335812,0.0329809,0.0607504,0.075092,0.178326,0.0206746,0.00957686,0.0156346,0.0398783,0,0.0228841,0.0422426,0,0,0.0152225,0,0,0.0385438,0.0716391,0.0290754,0.0201446,0.0206417,0.0550191,0.0288082,0.0684692,0.101824,0.0867586,0.0473293,0.073348,0.0442817,0.0546656,0.0891012,0.0189355,0.0113087,0.0105375,0.0158736,0.0261075,0.0170077,0,0,0,0
94,0,0,0,0,0,0,0.0405745,0.0449564,0,0,0,0.137033,0,0.0660957,0,0,0.0136105,0,0,0.0279899,0.11427,0.278158,0.0155503,0.00979752,0.024735,0.0142443,0.0669915,0.0793435,0.100654,0.0845622,0.0336114,0.032736,0.0604748,0.0748334,0.177802,0.0208003,0.0097372,0.015465,0.0400903,0,0.0228883,0.0425614,0,0,0.0150048,0,0,0.0387954,0.0710441,0.0289234,0.0208465,0.0214293,0.0549876,0.028714,0.0691882,0.101984,0.0868102,0.0480913,0.0737277,0.0443508,0.0550794,0.089769,0.0188629,0.0112751,0.0104057,0.0157103,0.0263538,0.0166302,0,0,0,0
95,0,0,0,0,0,0,0.0408062,0.045075,0,0,0,0.136832,0,0.0658527,0,0,0.0136942,0,0,0.0280058,0.114915,0.278042,0.015515,0.01008,0.0241958,0.0140179,0.0668996,0.0791512,0.100454,0.0845511,0.0334531,0.0326211,0.0603062,0.0745103,0.177544,0.0209929,0.00985801,0.0153348,0.0398537,0,0.0232776,0.0428203,0,0,0.0149205,0,0,0.03886,0.070509,0.0287625,0.0213517,0.0222675,0.0548922,0.0285351,0.0697763,0.102202,0.0869942,0.0488609,0.0740706,0.0444732,0.0555135,0.0902743,0.0187752,0.011345,0.0103552,0.0156701,0.026566,0.0163862,0,0,0,0
96,0,0,0,0,0,0,0.0409847,0.0452722,0,0,0,0.136394,0,0.065752,0,0,0.0138483,0,0,0.0280028,0.115254,0.277832,0.0158475,0.00997797,0.0234401,0.0137211,0.0665817,0.078745,0.100174,0.0843097,0.0328522,0.0319639,0.0599696,0.0740922,0.177355,0.0211478,0.0101404,0.0151628,0.0392878,0,0.023511,0.0431602,0,0,0.0145566,0,0,0.0390534,0.0700564,0.02881,0.0219392,0.0234993,0.0549496,0.0283134,0.0705705,0.102444,0.0872901,0.0499046,0.0744346,0.0444949,0.0557758,0.0906758,0.0193312,0.0114984,0.0101979,0.0154203,0.0268545,0.0159672,0,0,0,0
97,0,0,0,0,0,0,0.0410949,0.045353,0,0,0,0.135572,0,0.0655812,0,0,0.0138992,0,0,0.0279983,0.115744,0.277302,0.0156603,0.00999778,0.0230153,0.0136344,0.0664238,0.0782495,0.0999771,0.084238,0.0322374,0.0315339,0.059539,0.0733214,0.178398,0.0213425,0.0101189,0.0151627,0.0382957,0,0.0247719,0.0432375,0,0,0.0145008,0,0,0.038946,0.0695376,0.0291413,0.0221468,0.0248532,0.0548577,0.028078,0.0711453,0.10255,0.0875656,0.0506306,0.0749514,0.0448233,0.0561562,0.0912794,0.0196178,0.0116401,0.0102168,0.015417,0.026976,0.015978,0,0,0,0
98,0,0,0,0,0,0,0.0411512,0.0454011,0,0,0,0.134375,0,0.0655137,0,0,0.0139357,0,0,0.0279562,0.116221,0.27646,0.0154802,0.00967132,0.0226487,0.0136404,0.0662246,0.0779099,0.0997436,0.0840874,0.0314546,0.0310176,0.0590257,0.0723636,0.1799,0.021448,0.0100306,0.0152293,0.0373758,0,0.0262117,0.0432145,0,0,0.0144724,0,0,0.0388,0.0690604,0.0295099,0.0222774,0.0262497,0.0548321,0.0279176,0.0717343,0.102585,0.0877865,0.0512509,0.0754491,0.0451284,0.0566539,0.0919328,0.0200361,0.0117379,0.0103046,0.0153543,0.0270352,0.0161277,0,0,0,0
99,0,0,0,0,0,0,0.041133,0.0454432,0,0,0,0.132758,0,0.0656338,0,0,0.0140141,0,0,0.0279038,0.116643,0.275331,0.0153167,0.00915996,0.0223787,0.0136688,0.0659953,0.0777245,0.0996026,0.0838811,0.0305717,0.0306412,0.0585298,0.0713857,0.181552,0.0214707,0.00993377,0.015294,0.0367497,0,0.0272876,0.0431313,0,0,0.0144534,0,0,0.0386363,0.0686351,0.0299007,0.0223629,0.0274676,0.0548345,0.0279007,0.07176,0.102521,0.0879111,0.0517307,0.0758435,0.045254,0.0569764,0.0924582,0.0203062,0.0117917,0.0104247,0.0153083,0.0270646,0.0163111,0,0,0,0
100,0,0,0,0,0,0,0.0410667,0.0454689,0,0,0,0.130744,0,0.0658919,0,0,0.0140649,0,0,0.0278569,0.116974,0.273902,0.015213,0.00885351,0.0222265,0.013713,0.065793,0.077651,0.0995845,0.0836262,0.0296317,0.0303213,0.0580427,0.0704014,0.183397,0.0214388,0.00983717,0.0153696,0.0365285,0,0.0277852,0.0430789,0,0,0.0145075,0,0,0.0385331,0.068449,0.030097,0.0223892,0.0283398,0.0548549,0.0280596,0.0715877,0.102365,0.0879509,0.0519692,0.0761335,0.0452139,0.0572515,0.0928529,0.0202514,0.0117555,0.0105595,0.0155561,0.0270893,0.0164864,0,0,0,0
101,0,0,0,0,0,0,0.04091,0.0453044,0,0,0,0.128083,0,0.0661925,0,0,0.0140958,0,0,0.0277841,0.117255,0.272153,0.0151762,0.00913215,0.0220951,0.0138608,0.0657197,0.0777494,0.0997579,0.0834538,0.0285776,0.0301401,0.0574648,0.0691598,0.185983,0.0213467,0.00965879,0.0155138,0.0366073,0,0.0280145,0.0429442,0,0,0.0147862,0,0,0.0382984,0.0685244,0.0299842,0.0223081,0.0286185,0.0548381,0.028452,0.0712257,0.102158,0.0878414,0.0518293,0.0763698,0.045122,0.0575224,0.0931481,0.0194782,0.0116408,0.0107731,0.0159781,0.0269716,0.0166963,0,0,0,0
102,0,0,0,0,0,0,0.0406921,0.0451939,0,0,0,0.12505,0,0.0666731,0,0,0.0141381,0,0,0.0276698,0.117193,0.270193,0.0153227,0.00997059,0.0221976,0.0138739,0.0655572,0.0779533,0.0999233,0.0830542,0.0273881,0.029821,0.0568282,0.0677243,0.18917,0.0213036,0.00949423,0.0156931,0.0373735,0,0.0276047,0.0428196,0,0,0.0150401,0,0,0.0380395,0.0689588,0.0293463,0.021997,0.0281768,0.0550891,0.0288009,0.0708113,0.101884,0.0874719,0.0513327,0.07648,0.0452568,0.0577745,0.0932599,0.018349,0.0115593,0.0110086,0.0162577,0.0269184,0.0168566,0,0,0,0
103,0,0,0,0,0,0,0.0409732,0.0452398,0,0,0,0.116796,0,0.0747539,0,0,0.0147425,0,0,0.0272736,0.11648,0.261704,0.0154473,0.00828624,0.0230867,0.0135923,0.0661842,0.0786955,0.100984,0.0838725,0.0294317,0.0306494,0.0623438,0.0716897,0.198014,0.0218056,0.00938519,0.0158004,0.0390443,0,0.0274651,0.0429673,0,0,0.0151663,0,0,0.0376396,0.0694845,0.0291156,0.021803,0.0274329,0.0559681,0.0287696,0.0705356,0.101688,0.087063,0.0508185,0.0761363,0.045371,0.0575089,0.0927598,0.0160943,0.0116994,0.0114234,0.0165694,0.0271108,0.0170365,0,0,0,0
104,0,0,0,0,0,0,0.0414075,0.0446206,0,0,0,0.11888,0,0.0687783,0,0,0.0151196,0,0,0.0269341,0.11568,0.265206,0.0161088,0.0143341,0.0231419,0.0140117,0.0651726,0.0787026,0.099857,0.0812292,0.0269448,0.0310215,0.0566577,0.0658013,0.195905,0.0216489,0.00900111,0.0163747,0.0386981,0,0.0268772,0.0432443,0,0,0.0158236,0,0,0.0370886,0.0698525,0.0281154,0.0214416,0.0268231,0.0561943,0.0289763,0.0705366,0.101464,0.086269,0.0496845,0.0756782,0.0450036,0.0572136,0.0924453,0.0171067,0.0123328,0.0115196,0.0171371,0.0267333,0.0176546,0,0,0,0
105,0,0,0,0,0,0,0.0417284,0.0445521,0,0,0,0.115146,0,0.0689397,0,0,0.0155941,0,0,0.0267202,0.113987,0.263142,0.0167287,0.0170178,0.0235165,0.0140046,0.0654691,0.0794933,0.100279,0.0806395,0.0272753,0.0321936,0.0563264,0.0642688,0.199673,0.0219494,0.00890547,0.0165055,0.0401294,0,0.0257915,0.0434856,0,0,0.0161973,0,0,0.0367609,0.0704998,0.0262667,0.0212274,0.0257355,0.0566572,0.0291921,0.0702272,0.101439,0.0856274,0.0487321,0.0749151,0.0446097,0.0566922,0.0918974,0.0161895,0.0125901,0.0116662,0.0174287,0.0268812,0.0180499,0,0,0,0
106,0,0,0,0,0,0,0.0403371,0.0450539,0,0,0,0.112498,0,0.0593705,0,0,0.0150343,0,0,0.0271324,0.106418,0.265522,0.0178235,0.0180869,0.0216848,0.0137058,0.0668874,0.0806595,0.101928,0.0813638,0.0277962,0.032115,0.0520915,0.0563387,0.206201,0.0217121,0.00910209,0.016157,0.0422316,0,0.0232044,0.0426598,0,0,0.0161988,0,0,0.0370641,0.0713969,0.0224122,0.0213873,0.0233132,0.0557432,0.0305242,0.0686826,0.101204,0.0855381,0.0478768,0.0747725,0.0449298,0.0567512,0.0917696,0.0141638,0.0113464,0.0118659,0.0173987,0.0270568,0.0175134,0,0,0,0
107,0,0,0,0,0,0,0.040876,0.0455891,0,0,0,0.110491,0,0.0495514,0,0,0.0154941,0,0,0.0270114,0.0957713,0.258525,0.0188024,0.0198468,0.0211408,0.0130111,0.0679655,0.0841776,0.102378,0.0807179,0.0333435,0.0350821,0.0531571,0.0550482,0.220147,0.0225967,0.00976026,0.015485,0.0433234,0,0.0220762,0.043267,0,0,0.0156479,0,0,0.0376578,0.0703644,0.0206423,0.0232284,0.0204604,0.0571071,0.0308158,0.0701708,0.103247,0.0866737,0.0482524,0.0740908,0.0447039,0.0558589,0.0905869,0.014248,0.0111305,0.0115037,0.0168679,0.0278503,0.0168366,0,0,0,0
108,0,0,0,0,0,0,0.0407018,0.0454844,0,0,0,0.111609,0,0.0397545,0,0,0.015618,0,0,0.0269505,0.0899463,0.256261,0.0194462,0.022867,0.0213658,0.0131769,0.0680728,0.0874056,0.101484,0.0787379,0.0365749,0.0356362,0.0530968,0.056183,0.223976,0.0230357,0.00960854,0.0152777,0.0426491,0,0.0227491,0.0431887,0,0,0.0157588,0,0,0.0379904,0.0695588,0.0188474,0.0242305,0.0173607,0.0586598,0.0315949,0.0708629,0.104615,0.087636,0.0480399,0.0756175,0.0465925,0.0567905,0.0911385,0.0167523,0.0111972,0.0116182,0.0171812,0.0276793,0.016786,0,0,0,0
109,0,0,0,0,0,0,0.0395415,0.0450362,0,0,0,0.109478,0,0.0346313,0,0,0.0157259,0,0,0.0269905,0.0870918,0.254925,0.020323,0.0261243,0.0229379,0.013635,0.0682918,0.0897454,0.100814,0.0768749,0.0388247,0.0364081,0.0535869,0.0579288,0.226506,0.0231538,0.00955803,0.0151151,0.0420831,0,0.0225158,0.0424522,0,0,0.0159255,0,0,0.0385079,0.0700161,0.0186119,0.0246393,0.0167924,0.0602802,0.0326702,0.0707669,0.105253,0.0881753,0.047591,0.0766283,0.0486779,0.0571267,0.0911483,0.017963,0.0112145,0.0118027,0.0176831,0.0268485,0.0170334,0,0,0,0
110,0,0,0,0,0,0,0.0373183,0.0442986,0,0,0,0.104768,0,0.0327821,0,0,0.0156031,0,0,0.0271808,0.085752,0.255517,0.0213273,0.0290317,0.0252044,0.0141208,0.0684173,0.0909617,0.1004,0.0754194,0.040254,0.0372095,0.0541558,0.0593503,0.228674,0.0224873,0.00969975,0.015043,0.0404779,0,0.0217677,0.0414304,0,0,0.0161439,0,0,0.0389161,0.071234,0.0204052,0.0242228,0.0195552,0.0611541,0.0337492,0.0700787,0.105013,0.0878211,0.0462914,0.0758101,0.0490934,0.0558212,0.089482,0.0196226,0.0110401,0.0118856,0.0180383,0.0257147,0.017732,0,0,0,0
111,0,0,0,0,0,0,0.0349786,0.0436104,0,0,0,0.0985843,0,0.0331666,0,0,0.0152644,0,0,0.0274363,0.0853063,0.258257,0.0225812,0.0306565,0.0270334,0.0145227,0.0684424,0.0913302,0.100186,0.0746204,0.0409166,0.0376351,0.0548254,0.0604115,0.230759,0.021239,0.00984369,0.0150979,0.0381535,0,0.0215174,0.0406219,0,0,0.0165192,0,0,0.0390919,0.0726889,0.0235412,0.0233958,0.0224642,0.0611325,0.0347898,0.0687479,0.103816,0.0865567,0.0442934,0.0740471,0.0481153,0.0538359,0.0872424,0.0231807,0.0108131,0.0118846,0.0181808,0.0247768,0.018834,0,0,0,0
112,0,0,0,0,0,0,0.0332319,0.0432102,0,0,0,0.0918919,0,0.0346227,0,0,0.014951,0,0,0.0276474,0.0855374,0.262127,0.0241451,0.030959,0.028024,0.0150806,0.0685991,0.0913917,0.100155,0.0744953,0.0411326,0.03765,0.0554155,0.0611227,0.232726,0.0199269,0.00989011,0.0153044,0.0366507,0,0.0217224,0.0400087,0,0,0.0169518,0,0,0.0390343,0.0740226,0.0267192,0.0228343,0.0233739,0.0607154,0.0358232,0.0673133,0.102118,0.0849371,0.0422484,0.0727312,0.0469312,0.0525074,0.0858024,0.0277189,0.0106964,0.0118457,0.0181766,0.0241899,0.0202423,0,0,0,0
113,0,0,0,0,0,0,0.032143,0.0430549,0,0,0,0.0856104,0,0.0362188,0,0,0.0147834,0,0,0.0277023,0.086364,0.266108,0.0257169,0.030886,0.0284435,0.0158002,0.0690816,0.0914411,0.100316,0.074922,0.0410796,0.0374013,0.0557557,0.0614619,0.234842,0.0190205,0.00976463,0.0155682,0.0369755,0,0.0217472,0.0393084,0,0,0.0172669,0,0,0.038859,0.0748949,0.0288688,0.0226728,0.0227446,0.0604522,0.036796,0.0661917,0.100617,0.0835868,0.0406433,0.0722335,0.0461146,0.0521247,0.0854646,0.0302233,0.0105972,0.011823,0.0181629,0.0238667,0.0217763,0,0,0,0
114,0,0,0,0,0,0,0.0315885,0.0430043,0,0,0,0.0804399,0,0.0378815,0,0,0.0147301,0,0,0.0276183,0.0875779,0.270698,0.0267721,0.0311856,0.028616,0.0164966,0.0696964,0.0913791,0.100596,0.075721,0.040886,0.0368471,0.0556888,0.0616172,0.237377,0.0186236,0.00959361,0.0157556,0.0385889,0,0.0211774,0.0385777,0,0,0.0175382,0,0,0.0386713,0.0753022,0.0295379,0.0225539,0.0219641,0.060379,0.0376916,0.0655493,0.0997748,0.0830553,0.0400023,0.0720468,0.0454762,0.0520929,0.0856633,0.0294212,0.010451,0.0119215,0.0181926,0.0236466,0.0231218,0,0,0,0
115,0,0,0,0,0,0,0.0314797,0.0429835,0,0,0,0.076355,0,0.0397804,0,0,0.0147083,0,0,0.0274888,0.0889424,0.276206,0.0271816,0.0316248,0.0287909,0.017023,0.0701513,0.0910868,0.10094,0.0766663,0.0407882,0.036324,0.0553686,0.061887,0.240397,0.0185053,0.00948162,0.0157969,0.0401671,0,0.0203882,0.0380379,0,0,0.0178409,0,0,0.0386107,0.0754768,0.0290068,0.0221785,0.0211444,0.0603446,0.0383916,0.0654537,0.0998161,0.0836143,0.0401951,0.0717687,0.0449049,0.0518718,0.0855905,0.027168,0.010233,0.0119022,0.0184224,0.0234493,0.0241338,0,0,0,0
116,0,0,0,0,0,0,0.0315531,0.0429888,0,0,0,0.0730824,0,0.0417699,0,0,0.0146854,0,0,0.0273602,0.0901562,0.281533,0.0271038,0.0320538,0.0290394,0.0174025,0.0704361,0.0906283,0.101274,0.0775103,0.0408976,0.0360369,0.055489,0.0622666,0.242697,0.0183942,0.0094295,0.0157428,0.0407106,0,0.0198426,0.0377777,0,0,0.0180878,0,0,0.0384365,0.0755743,0.0277412,0.0216249,0.0200136,0.0603936,0.0388003,0.0658235,0.100724,0.0850867,0.0409501,0.0714124,0.0447098,0.0514495,0.0849967,0.0256336,0.0101072,0.0119357,0.0184074,0.0233242,0.0248432,0,0,0,0
117,0,0,0,0,0,0,0.0314817,0.0430487,0,0,0,0.0715525,0,0.043661,0,0,0.0146119,0,0,0.0272319,0.0909205,0.28419,0.0267419,0.0324969,0.0293982,0.0176829,0.070531,0.0903725,0.101544,0.0779847,0.0413662,0.0361262,0.0561803,0.0629636,0.24249,0.0181512,0.00941781,0.0156964,0.040036,0,0.0197493,0.0376615,0,0,0.0182581,0,0,0.0382022,0.0755647,0.026547,0.0212393,0.0196124,0.0605795,0.03893,0.0664435,0.102291,0.0869754,0.0419624,0.0711526,0.0449791,0.0510071,0.084271,0.025697,0.0101669,0.0120077,0.0182673,0.0232971,0.0252416,0,0,0,0
118,0,0,0,0,0,0,0.0312108,0.0431425,0,0,0,0.0727926,0,0.0454132,0,0,0.0144795,0,0,0.0271026,0.0912441,0.284012,0.0262545,0.0332439,0.0298245,0.0179053,0.0705285,0.0903252,0.101753,0.0780566,0.0420381,0.0366902,0.0572481,0.0640495,0.23989,0.0178411,0.00942704,0.0157008,0.0384109,0,0.0200158,0.037651,0,0,0.0183554,0,0,0.0380634,0.0754727,0.0261995,0.0212981,0.0208985,0.0609691,0.038876,0.0668345,0.103758,0.0884977,0.0424457,0.0709776,0.0453116,0.0507201,0.0838107,0.0276603,0.0103307,0.0118691,0.0184012,0.0233488,0.0251761,0,0,0,0
119,0,0,0,0,0,0,0.0309335,0.0432147,0,0,0,0.0761476,0,0.0469101,0,0,0.0143561,0,0,0.0270202,0.0912965,0.282903,0.0257045,0.0345817,0.0302408,0.018094,0.0704432,0.0903916,0.101976,0.0779776,0.0431332,0.0378869,0.0586612,0.0656303,0.236292,0.0176176,0.00943055,0.0157678,0.0364638,0,0.020492,0.0377507,0,0,0.0183463,0,0,0.037929,0.075487,0.0267734,0.0216159,0.0222883,0.0612993,0.0387483,0.0666878,0.104012,0.0888819,0.0419544,0.0708377,0.0453769,0.0505009,0.0836318,0.0309471,0.0105259,0.0118385,0.0183013,0.0234234,0.024694,0,0,0,0
120,0,0,0,0,0,0,0.0308595,0.0432472,0,0,0,0.0803798,0,0.0480014,0,0,0.0142758,0,0,0.0270251,0.0912335,0.282335,0.0250376,0.0359002,0.0306955,0.0182666,0.0703316,0.0903291,0.102206,0.0779351,0.0448121,0.0396912,0.0605967,0.0676598,0.232516,0.0175467,0.00937025,0.0157997,0.0347115,0,0.0210346,0.0378917,0,0,0.0182378,0,0,0.037841,0.0758045,0.0278544,0.021778,0.0224928,0.0612175,0.0386061,0.065856,0.103043,0.0883219,0.0410443,0.0706565,0.0452174,0.0502482,0.083436,0.0343277,0.0107009,0.0119687,0.0180535,0.0235067,0.0240796,0,0,0,0
121,0,0,0,0,0,0,0.0310416,0.043269,0,0,0,0.0844997,0,0.0489727,0,0,0.0142696,0,0,0.0271373,0.0912256,0.282321,0.0243606,0.037028,0.0312505,0.0183031,0.0702022,0.0901928,0.102349,0.0779698,0.0468348,0.0417733,0.0625127,0.0697759,0.228692,0.0176398,0.00922365,0.0156802,0.0334333,0,0.0215479,0.037982,0,0,0.0180969,0,0,0.037865,0.0762571,0.0291464,0.0215839,0.0229204,0.0606562,0.0384844,0.0648739,0.10181,0.0875655,0.0406016,0.0704135,0.0449394,0.0498916,0.0832832,0.0368505,0.0107383,0.0120879,0.0179575,0.0236035,0.0236469,0,0,0,0
122,0,0,0,0,0,0,0.031407,0.0432974,0,0,0,0.0880413,0,0.0498827,0,0,0.014361,0,0,0.027185,0.091388,0.282523,0.0237264,0.0381393,0.0318174,0.0181753,0.0701004,0.0899659,0.102393,0.0780199,0.0488033,0.0438453,0.0643507,0.0717144,0.225037,0.0178226,0.0091669,0.0156489,0.0326001,0,0.0220891,0.0380522,0,0,0.0179539,0,0,0.0380449,0.076638,0.0303825,0.0211168,0.024237,0.0597343,0.0383725,0.0642868,0.101043,0.087032,0.0407929,0.0700771,0.0445884,0.049523,0.083038,0.0380685,0.0106547,0.012051,0.0180683,0.0237657,0.0233814,0,0,0,0
123,0,0,0,0,0,0,0.0318079,0.0433437,0,0,0,0.0907963,0,0.0508494,0,0,0.0144109,0,0,0.0272864,0.0917373,0.282701,0.0230605,0.0392377,0.0322721,0.017935,0.0699898,0.0896946,0.102303,0.0780052,0.0504956,0.0458445,0.0658685,0.073552,0.221576,0.0180249,0.009213,0.0155645,0.0322098,0,0.022676,0.0381397,0,0,0.0178276,0,0,0.0382044,0.076924,0.0313008,0.0204754,0.0249842,0.058637,0.038252,0.0642074,0.100886,0.0868116,0.0412182,0.0696597,0.0442125,0.0492211,0.0825792,0.03776,0.0105562,0.0120415,0.0181222,0.0240184,0.0231841,0,0,0,0
124,0,0,0,0,0,0,0.0321632,0.0434357,0,0,0,0.0928696,0,0.0517961,0,0,0.0144252,0,0,0.0274069,0.0922488,0.282705,0.0224305,0.0400806,0.0325766,0.0176952,0.0697474,0.0893547,0.102108,0.07796,0.0519228,0.0477296,0.0674152,0.0752055,0.218401,0.0181772,0.00926994,0.0154537,0.0322822,0,0.0230149,0.0382792,0,0,0.0177071,0,0,0.0382507,0.0770355,0.0316043,0.0197698,0.0244746,0.0575683,0.0380281,0.0645138,0.101146,0.0868759,0.0417297,0.0692853,0.0439374,0.0490098,0.0823029,0.0364599,0.010516,0.0121242,0.0180579,0.024293,0.0229793,0,0,0,0
125,0,0,0,0,0,0,0.0325197,0.043564,0,0,0,0.0946215,0,0.0528777,0,0,0.0144061,0,0,0.0275294,0.0929844,0.282736,0.0218815,0.0406583,0.0326404,0.017493,0.0694273,0.0889485,0.101856,0.0779216,0.0530656,0.0493588,0.0687806,0.0766306,0.215363,0.0182601,0.0092956,0.0154445,0.0326838,0,0.0230583,0.0383974,0,0,0.0175976,0,0,0.038185,0.0769977,0.0313189,0.0191365,0.0234197,0.0566467,0.0376894,0.0649796,0.10156,0.0872204,0.0423547,0.0690992,0.0438056,0.0489558,0.0823123,0.0346391,0.0105318,0.0122319,0.0178802,0.0245074,0.0226189,0,0,0,0
126,0,0,0,0,0,0,0.0328575,0.0437229,0,0,0,0.0960951,0,0.0538643,0,0,0.0143973,0,0,0.0276287,0.0937374,0.282753,0.0214125,0.0411122,0.0325365,0.0173479,0.0690733,0.0885372,0.101597,0.0778788,0.0540084,0.0507172,0.0699118,0.077916,0.212632,0.0183036,0.00930215,0.0156126,0.0333519,0,0.0228955,0.0384957,0,0,0.0175253,0,0,0.0381529,0.0768595,0.0307458,0.0185918,0.0225682,0.0559135,0.037241,0.0654592,0.101981,0.0877687,0.0430742,0.0691399,0.0437044,0.0491588,0.0825445,0.0325536,0.0105407,0.0122179,0.0177797,0.0246702,0.0221548,0,0,0,0
127,0,0,0,0,0,0,0.0332042,0.0438725,0,0,0,0.0974254,0,0.0547403,0,0,0.0144246,0,0,0.0276349,0.0943989,0.282755,0.021005,0.0414446,0.0323901,0.0172425,0.0686645,0.0880277,0.101317,0.0777943,0.054742,0.0516662,0.0707911,0.0789888,0.210249,0.018326,0.0093203,0.0157165,0.0343122,0,0.0226004,0.038616,0,0,0.017486,0,0,0.0381483,0.0766315,0.0299711,0.0181656,0.0220176,0.0552843,0.0367471,0.0659126,0.102232,0.0884692,0.0438695,0.0693084,0.0436079,0.0495211,0.0829434,0.0302504,0.0105947,0.0121036,0.0177995,0.0247962,0.0216575,0,0,0,0
128,0,0,0,0,0,0,0.0335736,0.0439772,0,0,0,0.0988161,0,0.0554577,0,0,0.0144457,0,0,0.0276071,0.094946,0.28262,0.0206478,0.0416629,0.0323225,0.0171762,0.0681818,0.0874461,0.100945,0.0776589,0.0553827,0.0521929,0.0714482,0.0797362,0.2082,0.0183387,0.00937925,0.0156375,0.0354246,0,0.0223027,0.0387934,0,0,0.0174268,0,0,0.0380785,0.0763421,0.0291005,0.0178933,0.0215461,0.0546787,0.0362601,0.0663467,0.102531,0.0891645,0.0446316,0.0694896,0.0434641,0.0499273,0.0834327,0.0279272,0.0106493,0.0120435,0.0177212,0.0248934,0.0211809,0,0,0,0
129,0,0,0,0,0,0,0.0339667,0.044052,0,0,0,0.100302,0,0.0559072,0,0,0.0144167,0,0,0.0275035,0.0952992,0.282254,0.0203024,0.0418139,0.0323654,0.0171263,0.0676462,0.0867988,0.100519,0.0774502,0.0559047,0.0526554,0.0715254,0.0801873,0.206661,0.0183983,0.00943752,0.0154498,0.0365106,0,0.0220634,0.0389919,0,0,0.0173286,0,0,0.037881,0.0760773,0.0283717,0.0176161,0.0210988,0.0541022,0.0358068,0.0667888,0.102832,0.0897633,0.045438,0.0696348,0.0433309,0.0502601,0.0838569,0.0257687,0.0106562,0.0120237,0.0175474,0.0250566,0.0207337,0,0,0,0
