Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,LELB
263,0.00516328,0.00424601,0.00904785,0.018097,0.00202263,0.00336479,0,0,0,0.0201186,0.000426735,0.0385387,0.00655978,0.0259056,0.00869488,0.00671055,0.00475591,0.00851734,0.00644884,0.00409261,0.0281832,0.00558072,0.00534327,0.00452935,0.0165835,0.00997609,0.00447815,0.00403743,0.000961902,0.00872144,0.018417,0.0139911,0.0108084,0.00408638,0,0,0.00631084,0,0.0159294,0.00272701,0.036314,0.030229,0.0295227,0.00813807,0.00796085,0.00257163,0.00388421,0.0220392,0.00320649,0.00720566,0.0173453,0.0343809,0.0114871,0.0222745,0.0200281,0.00293332,0.000950429,0.000638933,0.00257019,0.00403762,0,0,0,0,0,0.000844303
264,0.00521164,0.00441428,0.0105264,0.018094,0.00451871,0.00323007,0,0,0,0.0200899,0.000371757,0.0384917,0.00893389,0.0261009,0.00773795,0.00658038,0.00461094,0.00775648,0.00553362,0.00299458,0.0266951,0.00522645,0.00584426,0.00488855,0.0157777,0.0118788,0.00407705,0.0040771,0.00108507,0.00798496,0.0183972,0.0157913,0.0105901,0.00400639,0,0,0.00624413,0,0.015912,0.00270311,0.0363533,0.0321812,0.0289852,0.00788356,0.00809754,0.00236102,0.00361903,0.0222677,0.003795,0.0070409,0.0175012,0.0336076,0.0117534,0.0228949,0.0194859,0.00280088,0.000959171,0.000719986,0.00246942,0.00363752,0,0,0,0,0,0.000654294
265,0.00524041,0.0044047,0.0100346,0.0180625,0.00554404,0.0031581,0,0,0,0.0200732,0.000446597,0.0384053,0.0117555,0.0263654,0.00653593,0.00659298,0.00443896,0.00674228,0.00494645,0.00254764,0.0259342,0.00527285,0.00635862,0.00497354,0.0151046,0.0113181,0.00367356,0.00411196,0.00116509,0.00723285,0.0183539,0.0177043,0.0102822,0.00381915,0,0,0.00608852,0,0.0159055,0.00264501,0.0364134,0.0340489,0.0284614,0.00776076,0.00804257,0.00191128,0.00355021,0.022496,0.00452,0.00657755,0.0175089,0.0328281,0.0120611,0.0232846,0.0185754,0.00248776,0.000974317,0.000883816,0.00228295,0.00325114,0,0,0,0,0,0.000574765
266,0.00507699,0.00424269,0.00887056,0.0180285,0.00598445,0.00317517,0,0,0,0.0201011,0.000647364,0.0381287,0.0143602,0.0267463,0.00650939,0.00678314,0.00439955,0.0054831,0.00475508,0.00356287,0.0260166,0.00512435,0.00602306,0.00501067,0.0150369,0.00973962,0.00337785,0.00414231,0.00125393,0.00676535,0.0182759,0.019857,0.00981277,0.00354664,0,0,0.00575433,0,0.0159091,0.00230692,0.0364476,0.0359705,0.0279327,0.00786637,0.00762812,0.00137575,0.00332367,0.0227634,0.00530381,0.00597739,0.0175174,0.0319715,0.0124609,0.023614,0.0172826,0.00193995,0.00101448,0.00106852,0.00203743,0.00289034,0,0,0,0,0,0.000934459
267,0.00469749,0.00397481,0.00790624,0.0179864,0.00648498,0.00331553,0,0,0,0.0201568,0.000769831,0.0376943,0.0166638,0.0270864,0.00712619,0.00714321,0.00427024,0.00451272,0.00573693,0.00569866,0.0268396,0.00477867,0.00525904,0.00494836,0.0154948,0.0085945,0.00309871,0.00416136,0.0011073,0.0070825,0.0182095,0.0221445,0.00922236,0.00344258,0,0,0.00538831,0,0.0159135,0.00211025,0.0364987,0.0377463,0.0274022,0.0081995,0.00711534,0.00104404,0.00303069,0.0230049,0.00605552,0.00529113,0.0175009,0.0310319,0.0129185,0.0238705,0.0156757,0.00154072,0.00105274,0.00114161,0.00177271,0.00269055,0,0,0,0,0,0.00139497
268,0.00414927,0.00367023,0.00752755,0.0179733,0.00697757,0.00363168,0,0,0,0.0201752,0.00099992,0.037271,0.0184645,0.0272281,0.00659957,0.00755976,0.00392957,0.00447531,0.00731929,0.00777872,0.0279788,0.00465144,0.00459123,0.00486192,0.0159725,0.00839567,0.00270976,0.00424716,0.00126581,0.00846171,0.0181837,0.02455,0.00856837,0.00356872,0,0,0.00492547,0,0.0159208,0.00206559,0.036486,0.0394745,0.0268569,0.0087359,0.00661789,0.000984048,0.00284775,0.0232313,0.00681983,0.00448223,0.0175141,0.0300764,0.0134778,0.0240366,0.0137782,0.0014319,0.00106956,0.00117553,0.00153836,0.00271347,0,0,0,0,0,0.00181807
269,0.00372544,0.0033891,0.00780132,0.0180022,0.00729503,0.00400601,0,0,0,0.0200927,0.00118953,0.0369408,0.0194685,0.0270815,0.00505377,0.0077424,0.00343606,0.00481196,0.00804089,0.00906155,0.0287569,0.00473476,0.00452188,0.00485471,0.0159826,0.00903369,0.00234808,0.00434039,0.00133567,0.0107143,0.0181932,0.0268839,0.0078259,0.0038627,0,0,0.00457128,0,0.0159022,0.00191194,0.0362924,0.0408991,0.0263772,0.00945733,0.00631651,0.00104874,0.00277407,0.0234696,0.00751125,0.00351581,0.0175565,0.0291312,0.0140926,0.0240185,0.0116694,0.00148437,0.00105994,0.00114492,0.00140652,0.00299809,0,0,0,0,0,0.00216268
270,0.00355652,0.00339754,0.0084911,0.0181225,0.00728545,0.00437131,0,0,0,0.0200159,0.00125656,0.0366414,0.0197052,0.0267664,0.00402396,0.00772079,0.00291818,0.00458475,0.00837034,0.00945292,0.02877,0.00477664,0.00496926,0.00471782,0.0156117,0.0101884,0.00213728,0.00434683,0.001212,0.0135052,0.0182985,0.0290062,0.00694793,0.00437113,0,0,0.00404623,0,0.0158803,0.00161265,0.0359889,0.041816,0.0259185,0.0103293,0.00615995,0.00112542,0.00285377,0.0236467,0.00801742,0.00264626,0.0176589,0.028097,0.0147326,0.0238258,0.00945708,0.00141865,0.000948106,0.00101607,0.00126482,0.00348042,0,0,0,0,0,0.00243367
271,0.00336256,0.00346105,0.00918996,0.0183051,0.00698227,0.00464244,0,0,0,0.0198838,0.0013119,0.0363938,0.019422,0.0265383,0.00460375,0.00761006,0.00254616,0.00360239,0.0086384,0.00931318,0.0281273,0.00464419,0.00526557,0.00445659,0.0149077,0.0114366,0.00198355,0.00432341,0.00105382,0.0166514,0.018338,0.0307798,0.00603963,0.00485157,0,0,0.00286304,0,0.0158675,0.00116819,0.0357057,0.042076,0.0253877,0.0111928,0.00562602,0.00117039,0.00313345,0.0236425,0.00826178,0.00239648,0.017855,0.0268582,0.0154403,0.0236327,0.00735417,0.00103659,0.00115951,0.000930148,0.00111978,0.00398245,0,0,0,0,0,0.00273956
272,0.00410363,0.00347398,0.00923215,0.0185112,0.0062446,0.00457392,0,0,0,0.0197286,0.00093085,0.0361768,0.0188329,0.026605,0.00570443,0.00705085,0.00209105,0.0027779,0.00893837,0.00902072,0.0272933,0.00434726,0.00525961,0.00404469,0.0141876,0.0118424,0.00201264,0.00443877,0.000727394,0.0201636,0.018432,0.0319103,0.0055463,0.00529228,0,0,0.00453887,0,0.0159839,0.00170671,0.0355323,0.0412284,0.0247616,0.0115135,0.0053128,0.00153804,0.00355388,0.0233547,0.00807352,0.00277461,0.0179355,0.0254929,0.0161158,0.0231505,0.00518969,0.00196172,0.000807601,0.000605924,0.0015594,0.00407989,0,0,0,0,0,0.00250274
273,0.00291625,0.00280869,0.0104366,0.0182843,0.00560894,0.00536883,0,0,0,0.0199354,0.00178488,0.0365927,0.0172897,0.0260743,0.00617803,0.00943883,0.00125584,0.00251614,0.00840738,0.0086683,0.0263853,0.00360995,0.00446902,0.00331737,0.0130405,0.0138314,0.00221912,0.00441287,0.000858065,0.0291205,0.018276,0.0293383,0.00584309,0.00509202,0,0,0.00118797,0,0.0159179,0.00196696,0.036201,0.0354403,0.0258951,0.0111135,0.00296804,0.00136959,0.010153,0.0175448,0.00540632,0.0126479,0.0203621,0.0261839,0.0158442,0.0239358,0.0137083,0.000824336,0.00206187,0.00123968,0.000505195,0.00448853,0,0,0,0,0,0.0043849
274,0.00225941,0.00296705,0.0103405,0.0183269,0.0051299,0.00567175,0,0,0,0.0199319,0.00199245,0.0363973,0.0159666,0.025931,0.00673882,0.0100794,0.00182457,0.00276435,0.00834948,0.00863325,0.0258088,0.00346916,0.00456243,0.00270837,0.0125737,0.013861,0.00190309,0.00427235,0.0010792,0.0308545,0.0182704,0.0314306,0.00558167,0.00515623,0,0,0.00264425,0,0.0159042,0.00116746,0.0361712,0.0389103,0.025464,0.0109959,0.00307054,0.00192129,0.010164,0.0170523,0.00434543,0.0127167,0.0222995,0.0248018,0.0174251,0.0266512,0.0141484,0.00120672,0.000596272,0.000711414,0.00168679,0.00355635,0,0,0,0,0,0.00477041
275,0.00190763,0.0030097,0.0103241,0.0183416,0.00500192,0.00586645,0,0,0,0.0201009,0.00174401,0.0362808,0.0147745,0.0257329,0.0067402,0.0103022,0.00125097,0.00307122,0.00821441,0.00855609,0.0253033,0.00354185,0.00480155,0.00211568,0.0122818,0.0136608,0.00168548,0.00444746,0.000904588,0.0320032,0.0183368,0.0324891,0.00539679,0.005169,0,0,0.0015878,0,0.015912,0.000930543,0.0361198,0.0408002,0.0249875,0.0108995,0.0028989,0.0017691,0.0100182,0.0165301,0.00298758,0.012497,0.0236313,0.0232993,0.0188299,0.0284897,0.0141889,0.000917366,0.00041371,0.000521589,0.0012612,0.00378013,0,0,0,0,0,0.00445044
276,0.00185064,0.00292638,0.0104395,0.0186293,0.00529156,0.00598596,0,0,0,0.0198716,0.00164886,0.0363496,0.0137769,0.0255978,0.00648013,0.0104879,0.00099226,0.00321157,0.00798889,0.0083672,0.0249797,0.00354759,0.00466091,0.00188499,0.0120121,0.0136509,0.00149957,0.00430057,0.000941345,0.0321781,0.0184664,0.0327399,0.00542241,0.00513587,0,0,0.00085939,0,0.0159447,0.00049895,0.036051,0.0418759,0.0245489,0.0109209,0.00257808,0.0016062,0.00973265,0.0160319,0.0015556,0.0119645,0.0245113,0.0217366,0.0202491,0.0295843,0.0135612,0.000542692,0.000341144,0.000359262,0.00076501,0.00401774,0,0,0,0,0,0.0042307
277,0.00181988,0.00293881,0.0104106,0.0189721,0.00578192,0.00597309,0,0,0,0.0195591,0.0015911,0.0365976,0.0130654,0.0255905,0.00640643,0.010602,0.00133054,0.0033194,0.00780538,0.00807762,0.0247242,0.00349016,0.00420417,0.00183928,0.0117671,0.013542,0.0012109,0.0041357,0.00110953,0.0312843,0.018621,0.0321711,0.00563344,0.00515509,0,0,0.000306561,0,0.0159674,0.000215193,0.0360298,0.0422141,0.0241189,0.0109845,0.00258256,0.00141107,0.00925181,0.0155915,0.00204778,0.0111972,0.0250191,0.0202142,0.0215479,0.0301165,0.0123743,0.000505396,0.000719087,0.000408931,0.00109009,0.00430251,0,0,0,0,0,0.00404885
278,0.00182753,0.00316578,0.0101813,0.0192995,0.00628754,0.00579506,0,0,0,0.0192997,0.00164595,0.0369277,0.0127343,0.0256798,0.00658249,0.0105446,0.00202418,0.00349948,0.00772712,0.00778373,0.0244343,0.00345626,0.00373568,0.00169766,0.0115748,0.0130621,0.000812343,0.0040627,0.0012361,0.0295588,0.0187844,0.0308554,0.00587073,0.00527076,0,0,0.000990483,0,0.01598,0.000601306,0.0360492,0.0414129,0.0237332,0.0110209,0.00271068,0.00122402,0.00844171,0.0153424,0.00372096,0.0101826,0.0252058,0.0188691,0.022501,0.0302158,0.0113838,0.00107355,0.00120811,0.000719372,0.00197863,0.00462615,0,0,0,0,0,0.00372907
279,0.00192301,0.00356819,0.00970006,0.0195594,0.00666399,0.00559306,0,0,0,0.019131,0.00189835,0.0372167,0.0125347,0.0257951,0.00685658,0.0104716,0.00275573,0.00375595,0.00778336,0.00767051,0.0241559,0.00349268,0.00349919,0.00170987,0.0114639,0.0122207,0.000582379,0.00407517,0.00151828,0.0270378,0.0189461,0.0290831,0.00612547,0.00540843,0,0,0.00255009,0,0.0159607,0.0011475,0.0360368,0.0399112,0.0233386,0.0110823,0.00305246,0.00116891,0.00745574,0.0150869,0.00498316,0.00931174,0.0253177,0.0177843,0.0232055,0.0302533,0.0112895,0.00175051,0.0016673,0.000978354,0.00284657,0.00506088,0,0,0,0,0,0.00406055
280,0.00241098,0.00386935,0.00883821,0.0198059,0.00659531,0.0053107,0,0,0,0.0190387,0.00210339,0.037337,0.0123406,0.0259253,0.00707787,0.0101997,0.00322354,0.00404948,0.00791208,0.00774969,0.0240266,0.00358313,0.00356966,0.00170443,0.0115065,0.0106636,0.000612221,0.00415815,0.00188644,0.0251166,0.0190829,0.0272793,0.00664942,0.00586324,0,0,0.00257505,0,0.0162061,0.00175096,0.0359292,0.0378795,0.0229702,0.0110208,0.00335281,0.00255046,0.00633598,0.0149341,0.00598403,0.00879051,0.0253494,0.0168259,0.0236591,0.0303489,0.0127613,0.00226328,0.00173527,0.00160297,0.00311292,0.00529013,0,0,0,0,0,0.00418758
281,0.00264061,0.00411717,0.00770295,0.0199667,0.00611877,0.00512825,0,0,0,0.0189747,0.00237425,0.0373407,0.0118475,0.0260511,0.00727509,0.0101348,0.00370432,0.00422428,0.00797009,0.00793865,0.0240564,0.00362051,0.00383404,0.00171008,0.0115816,0.00904214,0.00113442,0.00414123,0.00211868,0.022348,0.0191995,0.0256343,0.00710134,0.00601987,0,0,0.00321986,0,0.0162311,0.00199272,0.0358197,0.036331,0.0227596,0.0110393,0.00400273,0.0027292,0.00568743,0.0147232,0.00674552,0.008439,0.0252046,0.0162861,0.0237976,0.0301096,0.0162826,0.00267278,0.00208934,0.00182173,0.00363658,0.00576338,0,0,0,0,0,0.00463853
282,0.00298196,0.00456875,0.00633215,0.020141,0.00526685,0.00461522,0,0,0,0.0188654,0.00269729,0.0371159,0.0111667,0.026311,0.00751691,0.0093998,0.00421757,0.00456297,0.00811954,0.00827629,0.0242493,0.00359369,0.00440247,0.00169843,0.0117667,0.00714693,0.0018136,0.00416727,0.00238709,0.0187546,0.019329,0.0198741,0.00718674,0.00631122,0,0,0.00400278,0,0.0162348,0.00234538,0.0356472,0.0274142,0.0222578,0.0118417,0.00386836,0.0030083,0.00432354,0.0146241,0.00689079,0.00715707,0.0236393,0.0140071,0.0223282,0.0270692,0.0204239,0.00322017,0.00236915,0.00196103,0.00429647,0.00622203,0,0,0,0,0,0.00513864
283,0.00346922,0.00524216,0.00497845,0.0204167,0.00425709,0.003508,0,0,0,0.0186893,0.00301373,0.0363676,0.0106631,0.0267962,0.00786115,0.00750543,0.00473755,0.00534293,0.0086791,0.00871757,0.024647,0.00367638,0.00536666,0.00167767,0.0120684,0.00511611,0.00248779,0.00438042,0.00265883,0.0287389,0.0194606,0.023496,0.00715809,0.00671311,0,0,0.00500757,0,0.0161836,0.00303199,0.035503,0.0216398,0.0214029,0.0149573,0.00306567,0.00364581,0.00420298,0.0164461,0.00592337,0.00590196,0.0224658,0.0137895,0.0231808,0.0238439,0.0320287,0.00402991,0.00256857,0.00222309,0.00504208,0.00664148,0,0,0,0,0,0.00559668
284,0.00370884,0.00593687,0.00479653,0.020436,0.0034444,0.0030687,0,0,0,0.0186147,0.00290446,0.0362441,0.00989461,0.0267779,0.0078804,0.00671614,0.00494378,0.00553261,0.00864306,0.00893311,0.0249821,0.00376447,0.00614934,0.00154381,0.0122314,0.00454444,0.00234371,0.00439044,0.00255932,0.0301984,0.0194305,0.0238724,0.00756995,0.00695014,0,0,0.0130695,0,0.0161029,0.00548467,0.0354936,0.0218907,0.0216657,0.0160138,0.00326982,0.0026673,0.00418984,0.0163834,0.00586084,0.00558828,0.0226988,0.0136849,0.023423,0.0238159,0.034388,0.00670719,0.00266375,0.00144576,0.00620459,0.00677058,0,0,0,0,0,0.0057412
285,0.00356884,0.00503094,0.00537377,0.0203958,0.00296623,0.00287301,0,0,0,0.0185909,0.00275698,0.0362375,0.00907751,0.0267034,0.00770311,0.00652383,0.00433666,0.0055144,0.00848375,0.00892766,0.0252907,0.00371698,0.00660525,0.00136154,0.0122385,0.00531065,0.00267743,0.00429043,0.00246586,0.0307888,0.0193453,0.0236039,0.00822518,0.00658739,0,0,0.00498753,0,0.016149,0.00324337,0.0356307,0.022044,0.0219232,0.0170098,0.00364095,0.0043833,0.00395269,0.0162424,0.0058005,0.00525096,0.0232239,0.0131628,0.0236842,0.0242198,0.0357994,0.00402018,0.00237776,0.00196841,0.00450857,0.00639479,0,0,0,0,0,0.00538725
286,0.00352655,0.0048477,0.0063189,0.0202971,0.00270889,0.00278083,0,0,0,0.0186811,0.00264187,0.0363402,0.00821873,0.026477,0.00746795,0.00607779,0.00406686,0.00533563,0.00819176,0.00865418,0.0254462,0.00358298,0.00671645,0.00117726,0.0120979,0.00657691,0.0026628,0.00431804,0.00225163,0.0306511,0.019313,0.0230317,0.00889582,0.00643128,0,0,0.00488822,0,0.0161463,0.00301602,0.0361013,0.0225741,0.0221196,0.0179152,0.00363876,0.00446848,0.00382092,0.0161745,0.00575692,0.00510399,0.0236217,0.012743,0.0237748,0.0247212,0.0363395,0.00386626,0.00231115,0.0018308,0.00409674,0.00613327,0,0,0,0,0,0.00527317
287,0.00348916,0.00474493,0.00729724,0.020183,0.00243857,0.00268494,0,0,0,0.0188263,0.00257521,0.0364315,0.00734327,0.0262338,0.00716028,0.00535001,0.0038935,0.00500951,0.00779167,0.00813401,0.0254811,0.00339314,0.00651445,0.00103003,0.011752,0.00781886,0.00267036,0.00447847,0.0021225,0.0303381,0.0193008,0.0224187,0.00943093,0.00617923,0,0,0.00490609,0,0.0161448,0.00283563,0.0364408,0.0229248,0.0222249,0.0187925,0.00337358,0.00458984,0.00373953,0.0160407,0.00566075,0.00498995,0.0239004,0.0124867,0.0237871,0.0252554,0.036464,0.00374113,0.00232579,0.0017122,0.00376631,0.00581587,0,0,0,0,0,0.00518421
288,0.00336831,0.00467281,0.00831821,0.0201023,0.00207919,0.00248125,0,0,0,0.0189047,0.00248428,0.0363841,0.00654686,0.0260517,0.00678555,0.00449426,0.00379636,0.00475127,0.00741141,0.00751719,0.025456,0.00320376,0.00619875,0.00102524,0.0113312,0.00907441,0.00267046,0.00455152,0.00201974,0.0297589,0.0193162,0.0217703,0.00961315,0.00601712,0,0,0.00503113,0,0.0161246,0.00283472,0.0362187,0.0229992,0.0222956,0.0195768,0.00289027,0.00473255,0.00359085,0.0155531,0.00553104,0.00485514,0.0240313,0.0123828,0.0238945,0.025533,0.0361761,0.00370243,0.00239652,0.00158182,0.00350857,0.00551951,0,0,0,0,0,0.00504288
289,0.00312639,0.00452952,0.00924087,0.0200273,0.0018246,0.0023945,0,0,0,0.0189789,0.00235972,0.0363518,0.0057105,0.0258584,0.00638555,0.00401696,0.00361709,0.00455184,0.00710846,0.00704534,0.025392,0.00304675,0.00586758,0.00109564,0.010941,0.010207,0.0026551,0.00467228,0.00193756,0.0287839,0.0193091,0.0210404,0.0098985,0.00602137,0,0,0.00515528,0,0.016063,0.00277263,0.036068,0.0227662,0.0223891,0.020209,0.00274443,0.00477607,0.00344098,0.0149872,0.00560914,0.00477805,0.0241023,0.0122107,0.0238924,0.0257134,0.0354207,0.00370863,0.00256111,0.00150192,0.00321545,0.00535135,0,0,0,0,0,0.00487988
290,0.00250626,0.00391991,0.00959206,0.0198654,0.00207633,0.00331263,0,0,0,0.0191569,0.00213382,0.0371542,0.0045998,0.0252937,0.00584111,0.0049332,0.00344197,0.00378945,0.00624768,0.00678346,0.0252797,0.00259579,0.00527853,0.000898338,0.0106508,0.010462,0.00248539,0.00490948,0.00192413,0.011528,0.0192002,0.0223476,0.010738,0.0055501,0,0,0.00475985,0,0.0160496,0.00218967,0.0361849,0.032387,0.023471,0.0187664,0.00429684,0.00435366,0.0038199,0.0125874,0.00836013,0.00718869,0.0265238,0.0141406,0.0245617,0.0305719,0.0196409,0.00309981,0.00236933,0.00124745,0.00256478,0.00478906,0,0,0,0,0,0.00440584
291,0.00205566,0.00391829,0.0104657,0.0199267,0.00250513,0.00326277,0,0,0,0.0191477,0.00225646,0.0371575,0.00419428,0.0251535,0.00575284,0.00432529,0.00412358,0.00375786,0.00614748,0.00685609,0.025335,0.00256848,0.00545185,0.000928007,0.0105919,0.0115129,0.00277219,0.00515901,0.00220834,0.0107296,0.0192125,0.0227137,0.0108573,0.00522676,0,0,0.00569315,0,0.0159491,0.00217178,0.0363624,0.0329384,0.0234558,0.0188227,0.00382587,0.0035532,0.00357469,0.0125686,0.00807425,0.00707294,0.0266796,0.0140734,0.0245858,0.0306726,0.0187133,0.00328397,0.00220459,0.0013452,0.00252512,0.00484641,0,0,0,0,0,0.00433188
292,0.00201979,0.00381249,0.0115608,0.0199291,0.00319296,0.00336398,0,0,0,0.0190713,0.00236927,0.0372268,0.0037653,0.025036,0.00581253,0.00410926,0.00398977,0.0036714,0.00614038,0.0070396,0.0253325,0.00281628,0.00604734,0.0011693,0.0105653,0.0128734,0.00301535,0.00525127,0.00217984,0.0107739,0.0192271,0.0231826,0.0111121,0.00535998,0,0,0.00544741,0,0.015957,0.00220792,0.0365895,0.0334206,0.0233906,0.0187015,0.00393367,0.00400637,0.00296582,0.0126826,0.00800602,0.00658863,0.0268583,0.0138763,0.0248753,0.0307687,0.0183223,0.00337434,0.0024278,0.0014116,0.00272701,0.00466375,0,0,0,0,0,0.00440292
293,0.00202407,0.00365097,0.0125597,0.0199513,0.00384549,0.00338137,0,0,0,0.019144,0.00240383,0.0372383,0.00353343,0.0249352,0.00588501,0.00407004,0.00382267,0.0034338,0.00620513,0.00712646,0.0254118,0.0030406,0.00663864,0.00134239,0.0105807,0.0142192,0.00320619,0.00523524,0.00198603,0.0110546,0.0192405,0.0236988,0.0112464,0.00549314,0,0,0.00513294,0,0.015989,0.0022441,0.0368805,0.0338364,0.02338,0.0187091,0.00427215,0.00464759,0.00220022,0.0128791,0.00793151,0.00616541,0.0270424,0.0137191,0.0250839,0.0307684,0.0180994,0.00342311,0.00264483,0.0014082,0.00291981,0.00438299,0,0,0,0,0,0.00438125
294,0.00212749,0.00349839,0.0133241,0.0199783,0.00435746,0.00339983,0,0,0,0.0192162,0.00238077,0.037214,0.00347285,0.0248278,0.00589294,0.00422715,0.00362904,0.00324562,0.00621514,0.00716119,0.0255227,0.00312727,0.00699681,0.00139484,0.0105872,0.015277,0.00338365,0.00526304,0.00186264,0.0117242,0.0192209,0.0242802,0.0112416,0.00569092,0,0,0.00479486,0,0.0160153,0.00227346,0.0374287,0.0341382,0.0234973,0.0187287,0.00490803,0.00525127,0.00172402,0.0130844,0.00772272,0.00569015,0.0271224,0.0136394,0.0253346,0.0306561,0.0181515,0.00347217,0.00283173,0.00135905,0.00317689,0.00402773,0,0,0,0,0,0.00430073
295,0.0022695,0.00339165,0.0141148,0.019973,0.00479402,0.00333046,0,0,0,0.0192295,0.0023454,0.037164,0.00356056,0.0247501,0.00583887,0.00450033,0.00341844,0.00331316,0.00618334,0.00706419,0.0256603,0.00316441,0.00720301,0.00143697,0.0105287,0.0161641,0.00355824,0.00532009,0.00179524,0.0121995,0.0191572,0.0250381,0.0110774,0.00581007,0,0,0.00467626,0,0.015978,0.00228852,0.0379724,0.034789,0.0237163,0.0189979,0.00566941,0.00555029,0.00125862,0.0133233,0.00738883,0.00478084,0.0271321,0.0136388,0.0257463,0.0305011,0.0186074,0.00345305,0.00300734,0.00131763,0.00354702,0.00368291,0,0,0,0,0,0.00430014
296,0.00174611,0.00404088,0.0150446,0.019968,0.00521702,0.00288979,0,0,0,0.0192086,0.00240981,0.0369606,0.0038755,0.024706,0.00580225,0.00433605,0.00374225,0.00367298,0.00618005,0.00693171,0.0258131,0.00323005,0.00741986,0.00150362,0.0104886,0.0173574,0.00383633,0.00538754,0.00181032,0.0133788,0.0191556,0.02604,0.010793,0.00565878,0,0,0.0133839,0,0.0160536,0.0057158,0.0376469,0.0357077,0.0238047,0.019623,0.00587586,0.00392924,0.0013562,0.0134723,0.00706038,0.00375749,0.0272546,0.013647,0.02623,0.0304532,0.0198374,0.00642707,0.00260988,0.00171386,0.00439608,0.00436751,0,0,0,0,0,0.00445243
297,0.00296726,0.00335294,0.0157892,0.0198407,0.00558057,0.00240028,0,0,0,0.0192559,0.00253167,0.0368033,0.00412626,0.024782,0.00564745,0.00424965,0.00355796,0.00384421,0.00609555,0.00676318,0.0258997,0.00321272,0.0075573,0.0015901,0.0103799,0.0183064,0.0034137,0.00549563,0.00194844,0.0138859,0.0191302,0.0266141,0.0105943,0.00556413,0,0,0.00499172,0,0.0159974,0.00251027,0.0375202,0.036748,0.023866,0.0202831,0.00625206,0.00611566,0.00149483,0.0136893,0.00674741,0.00295407,0.0275593,0.0137322,0.0266322,0.0304585,0.0206816,0.00364547,0.00310839,0.00131775,0.00416951,0.00285843,0,0,0,0,0,0.00446495
298,0.00303193,0.00378192,0.0168402,0.0198409,0.00592308,0.000609807,0,0,0,0.0192381,0.00286574,0.0358266,0.00503929,0.0251312,0.00555275,0.00229796,0.00386264,0.00439248,0.00655275,0.00654409,0.0261339,0.00345796,0.00797836,0.00176173,0.0102998,0.0199093,0.00346679,0.00561058,0.00204496,0.0272043,0.0191996,0.0240287,0.0097778,0.00558901,0,0,0.00590147,0,0.0159775,0.00281993,0.0381072,0.0310869,0.0234314,0.0224608,0.00488644,0.00620624,0.0038783,0.0173841,0.00268525,0.00172625,0.0258799,0.0133079,0.025504,0.027033,0.0311579,0.00414426,0.00290781,0.00148137,0.0047115,0.002847,0,0,0,0,0,0.00504219
299,0.00291556,0.00375403,0.0176128,0.0198017,0.00624241,0.00104167,0,0,0,0.0192724,0.00297005,0.0356678,0.00565256,0.0250683,0.00532467,0.00221048,0.00395596,0.00435716,0.0064767,0.00634101,0.026267,0.0034898,0.00808277,0.00187163,0.0101385,0.0208345,0.00341543,0.00569367,0.00198412,0.0299462,0.0191522,0.0254397,0.009687,0.00547381,0,0,0.00617837,0,0.0159328,0.00258338,0.0384942,0.0330096,0.0236263,0.0225436,0.00535869,0.00593351,0.00483169,0.0182892,0.00212375,0.00284906,0.0260592,0.0149936,0.0255422,0.0273849,0.033638,0.00414616,0.00267927,0.00148178,0.00470242,0.0026521,0,0,0,0,0,0.00526209
300,0.00286678,0.0037557,0.0183393,0.0197738,0.00652227,0.00145466,0,0,0,0.0193249,0.00306468,0.0355431,0.00624834,0.0250308,0.00507143,0.00220069,0.00408399,0.00431885,0.00630129,0.00612056,0.0264619,0.00355774,0.00816499,0.00200719,0.0100095,0.0217158,0.00336021,0.00576025,0.00187327,0.0319689,0.0191492,0.0260794,0.00956892,0.00511489,0,0,0.00639774,0,0.0159232,0.0024744,0.0388692,0.0336603,0.0239039,0.022531,0.00574706,0.00558988,0.00579038,0.018894,0.00177873,0.00401864,0.0261128,0.0167527,0.0254533,0.0274506,0.0358152,0.00421336,0.00237926,0.00149697,0.00464781,0.00248807,0,0,0,0,0,0.0056136
